Año	Residencia provincia código	Residencia provincia nombre	Edad (grandes grupos)	Sexo	Relación lugar de residencia y nacimiento	Personas
2005	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	543
2005	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	731
2005	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	19717
2005	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	11324
2005	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3475
2005	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6417
2005	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	5272
2005	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	16733
2005	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10925
2005	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3305
2005	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	5963
2005	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	3344
2005	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	11113
2005	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3190
2005	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	381
2005	44	Teruel	65 y más	Hombres	4 - Distinta CA	1730
2005	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	87
2005	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	12415
2005	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4271
2005	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	575
2005	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2114
2005	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	115
2005	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	48283
2005	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7952
2005	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	374
2005	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2744
2005	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	4822
2005	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	45714
2005	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	7399
2005	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	377
2005	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2595
2005	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	4886
2005	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	152635
2005	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	58544
2005	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	15453
2005	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	48646
2005	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	36957
2005	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	144004
2005	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	59409
2005	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	17173
2005	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	49358
2005	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	29751
2005	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	31752
2005	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	17819
2005	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	7855
2005	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	15311
2005	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	859
2005	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	39213
2005	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	27113
2005	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	11439
2005	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	22386
2005	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	1249
2006	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	9457
2006	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	2287
2006	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	650
2006	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1246
2006	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1314
2006	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	8913
2006	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	2127
2006	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	620
2006	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1155
2006	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1226
2006	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	27405
2006	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	19243
2006	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	5098
2006	22	Huesca	16 a 64	Hombres	4 - Distinta CA	13161
2006	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	8972
2006	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	23566
2006	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	19184
2006	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4722
2006	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	12231
2006	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	6379
2006	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	11574
2006	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5834
2006	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1411
2006	22	Huesca	65 y más	Hombres	4 - Distinta CA	3095
2006	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	236
2006	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11697
2006	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9232
2006	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1806
2006	22	Huesca	65 y más	Mujeres	4 - Distinta CA	3889
2006	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	293
2006	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	5608
2006	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1859
2006	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	655
2006	44	Teruel	0 a 15	Hombres	4 - Distinta CA	602
2006	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	865
2006	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	5299
2006	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1800
2006	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	623
2006	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	553
2006	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	780
2006	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	19319
2006	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	11396
2006	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3540
2006	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6539
2006	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	6213
2006	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	16421
2006	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10856
2006	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3372
2006	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	6031
2006	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	3894
2006	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10988
2006	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3189
2006	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	405
2006	44	Teruel	65 y más	Hombres	4 - Distinta CA	1791
2006	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	100
2006	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	12312
2006	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4305
2006	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	584
2006	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2147
2006	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	114
2006	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	48916
2006	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7683
2006	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	355
2006	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2769
2006	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	5325
2006	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	46272
2006	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	7154
2006	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	370
2006	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2533
2006	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	5305
2006	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	151874
2006	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	59052
2006	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	15133
2006	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	48191
2006	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	38818
2006	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	143402
2006	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	59489
2006	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	16791
2006	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	48974
2006	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	32369
2006	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	32003
2006	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	17956
2006	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	7917
2006	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	15751
2006	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	864
2006	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	39426
2006	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	27205
2006	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	11443
2006	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	22704
2006	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	1244
2007	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	9846
2007	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	2087
2007	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	633
2007	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1243
2007	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1445
2007	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	9225
2007	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1969
2007	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	614
2007	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1153
2007	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1400
2007	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	27073
2007	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	19288
2007	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	5152
2007	22	Huesca	16 a 64	Hombres	4 - Distinta CA	13398
2007	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	9859
2007	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	23334
2007	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	19155
2007	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4764
2007	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	12408
2007	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	7399
2007	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	11397
2007	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5764
2007	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1429
2007	22	Huesca	65 y más	Hombres	4 - Distinta CA	3098
2007	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	266
2007	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11563
2007	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9120
2007	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1822
2007	22	Huesca	65 y más	Mujeres	4 - Distinta CA	3887
2007	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	316
2007	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	5853
2007	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1622
2007	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	611
2007	44	Teruel	0 a 15	Hombres	4 - Distinta CA	612
2007	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	1058
2007	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	5509
2007	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1596
2007	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	548
2007	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	574
2007	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	958
2007	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	19072
2007	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	11503
2007	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3636
2007	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6697
2007	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	7385
2007	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	16198
2007	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10876
2007	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3473
2007	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	6124
2007	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	4720
2007	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10769
2007	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3153
2007	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	393
2007	44	Teruel	65 y más	Hombres	4 - Distinta CA	1785
2007	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	113
2007	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	12074
2007	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4262
2007	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	584
2007	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2169
2007	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	119
2007	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	49968
2007	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7656
2007	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	375
2007	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2772
2007	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	6093
2007	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	47257
2007	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	7213
2007	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	387
2007	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2584
2007	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	6020
2007	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	150171
2007	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	60452
2007	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	14823
2007	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	47916
2007	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	45559
2007	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	141825
2007	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	60467
2007	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	16512
2007	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	48671
2007	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	38449
2007	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	31835
2007	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	18242
2007	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	7944
2007	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	15986
2007	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	964
2007	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	39208
2007	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	27530
2007	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	11483
2007	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	22744
2007	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	1396
2008	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	10253
2008	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1942
2008	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	612
2008	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1226
2008	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1798
2008	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	9555
2008	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1840
2008	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	610
2008	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1171
2008	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1679
2008	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	26790
2008	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	19322
2008	22	Huesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	5176
2008	22	Huesca	16 a 64	Hombres	4 - Distinta CA	13609
2008	22	Huesca	16 a 64	Hombres	5 - Nacidos en el extranjero	12348
2008	22	Huesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	23188
2008	22	Huesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	18987
2008	22	Huesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	4810
2008	22	Huesca	16 a 64	Mujeres	4 - Distinta CA	12551
2008	22	Huesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	9255
2008	22	Huesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	11239
2008	22	Huesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	5754
2008	22	Huesca	65 y más	Hombres	3 - Misma CA y distinta provincia	1443
2008	22	Huesca	65 y más	Hombres	4 - Distinta CA	3133
2008	22	Huesca	65 y más	Hombres	5 - Nacidos en el extranjero	294
2008	22	Huesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11441
2008	22	Huesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9079
2008	22	Huesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	1825
2008	22	Huesca	65 y más	Mujeres	4 - Distinta CA	3990
2008	22	Huesca	65 y más	Mujeres	5 - Nacidos en el extranjero	351
2008	44	Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	6048
2008	44	Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1499
2008	44	Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	563
2008	44	Teruel	0 a 15	Hombres	4 - Distinta CA	592
2008	44	Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	1334
2008	44	Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	5741
2008	44	Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1465
2008	44	Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	499
2008	44	Teruel	0 a 15	Mujeres	4 - Distinta CA	550
2008	44	Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	1190
2008	44	Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	18824
2008	44	Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	11522
2008	44	Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	3693
2008	44	Teruel	16 a 64	Hombres	4 - Distinta CA	6664
2008	44	Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	9077
2008	44	Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	15946
2008	44	Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	10847
2008	44	Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	3489
2008	44	Teruel	16 a 64	Mujeres	4 - Distinta CA	6100
2008	44	Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	5718
2008	44	Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	10522
2008	44	Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	3112
2008	44	Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	401
2008	44	Teruel	65 y más	Hombres	4 - Distinta CA	1807
2008	44	Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	119
2008	44	Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	11827
2008	44	Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4275
2008	44	Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	595
2008	44	Teruel	65 y más	Mujeres	4 - Distinta CA	2157
2008	44	Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	148
2008	50	Zaragoza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	51525
2008	50	Zaragoza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	7524
2008	50	Zaragoza	0 a 15	Hombres	3 - Misma CA y distinta provincia	376
2008	50	Zaragoza	0 a 15	Hombres	4 - Distinta CA	2835
2008	50	Zaragoza	0 a 15	Hombres	5 - Nacidos en el extranjero	7265
2008	50	Zaragoza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	48573
2008	50	Zaragoza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	7010
2008	50	Zaragoza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	390
2008	50	Zaragoza	0 a 15	Mujeres	4 - Distinta CA	2668
2008	50	Zaragoza	0 a 15	Mujeres	5 - Nacidos en el extranjero	7092
2008	50	Zaragoza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	148633
2008	50	Zaragoza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	60517
2008	50	Zaragoza	16 a 64	Hombres	3 - Misma CA y distinta provincia	14419
2008	50	Zaragoza	16 a 64	Hombres	4 - Distinta CA	47428
2008	50	Zaragoza	16 a 64	Hombres	5 - Nacidos en el extranjero	57548
2008	50	Zaragoza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	140859
2008	50	Zaragoza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	60416
2008	50	Zaragoza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	16170
2008	50	Zaragoza	16 a 64	Mujeres	4 - Distinta CA	48385
2008	50	Zaragoza	16 a 64	Mujeres	5 - Nacidos en el extranjero	47131
2008	50	Zaragoza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	31934
2008	50	Zaragoza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	18327
2008	50	Zaragoza	65 y más	Hombres	3 - Misma CA y distinta provincia	8013
2008	50	Zaragoza	65 y más	Hombres	4 - Distinta CA	16319
2008	50	Zaragoza	65 y más	Hombres	5 - Nacidos en el extranjero	1024
2008	50	Zaragoza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	39220
2008	50	Zaragoza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	27514
2008	50	Zaragoza	65 y más	Mujeres	3 - Misma CA y distinta provincia	11524
2008	50	Zaragoza	65 y más	Mujeres	4 - Distinta CA	23193
2008	50	Zaragoza	65 y más	Mujeres	5 - Nacidos en el extranjero	1491
2009	22	Huesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	10624
2009	22	Huesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1840
2009	22	Huesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	613
2009	22	Huesca	0 a 15	Hombres	4 - Distinta CA	1222
2009	22	Huesca	0 a 15	Hombres	5 - Nacidos en el extranjero	1909
2009	22	Huesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	9968
2009	22	Huesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1767
2009	22	Huesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	641
2009	22	Huesca	0 a 15	Mujeres	4 - Distinta CA	1144
2009	22	Huesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	1801
2009	22	Huesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	26566
2009	22	Huesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	19221
