Mes y año	Mes (código)	Sexo	UE28-UE27-UE25	UE25	UE27	UE28	Número de contratos	Provincia código	Provincia nombre
Febrero 2011	201102	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	9	44	Teruel
Febrero 2011	201102	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	80	44	Teruel
Febrero 2011	201102	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	7306	50	Zaragoza
Febrero 2011	201102	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	565	50	Zaragoza
Febrero 2011	201102	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	127	50	Zaragoza
Febrero 2011	201102	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	901	50	Zaragoza
Febrero 2011	201102	Mujeres	No consta	No consta	No consta	No consta	1	50	Zaragoza
Enero 2011	201101	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1304	22	Huesca
Enero 2011	201101	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	313	22	Huesca
Enero 2011	201101	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	81	22	Huesca
Enero 2011	201101	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	372	22	Huesca
Enero 2011	201101	Hombres	Españoles	ESPAÑA	Españoles	Españoles	885	44	Teruel
Enero 2011	201101	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	167	44	Teruel
Enero 2011	201101	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	12	44	Teruel
Enero 2011	201101	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	208	44	Teruel
Enero 2011	201101	Hombres	Españoles	ESPAÑA	Españoles	Españoles	8381	50	Zaragoza
Enero 2011	201101	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	956	50	Zaragoza
Enero 2011	201101	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	226	50	Zaragoza
Enero 2011	201101	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	50	Zaragoza
Enero 2011	201101	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1915	50	Zaragoza
Enero 2011	201101	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1320	22	Huesca
Enero 2011	201101	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	157	22	Huesca
Enero 2011	201101	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	64	22	Huesca
Enero 2011	201101	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	139	22	Huesca
Enero 2011	201101	Mujeres	No consta	No consta	No consta	No consta	1	22	Huesca
Enero 2011	201101	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	690	44	Teruel
Enero 2011	201101	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	83	44	Teruel
Enero 2011	201101	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	8	44	Teruel
Enero 2011	201101	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	56	44	Teruel
Enero 2011	201101	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	7887	50	Zaragoza
Enero 2011	201101	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	620	50	Zaragoza
Enero 2011	201101	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	137	50	Zaragoza
Enero 2011	201101	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	974	50	Zaragoza
Enero 2011	201101	Mujeres	No consta	No consta	No consta	No consta	1	50	Zaragoza
Diciembre 2010	201012	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1720	22	Huesca
Diciembre 2010	201012	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	215	22	Huesca
Diciembre 2010	201012	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	73	22	Huesca
Diciembre 2010	201012	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	418	22	Huesca
Diciembre 2010	201012	Hombres	Españoles	ESPAÑA	Españoles	Españoles	851	44	Teruel
Diciembre 2010	201012	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	128	44	Teruel
Diciembre 2010	201012	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	10	44	Teruel
Diciembre 2010	201012	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	232	44	Teruel
Diciembre 2010	201012	Hombres	Españoles	ESPAÑA	Españoles	Españoles	7180	50	Zaragoza
Diciembre 2010	201012	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	790	50	Zaragoza
Diciembre 2010	201012	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	186	50	Zaragoza
Diciembre 2010	201012	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1756	50	Zaragoza
Diciembre 2010	201012	Hombres	No consta	No consta	No consta	No consta	1	50	Zaragoza
Diciembre 2010	201012	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1906	22	Huesca
Diciembre 2010	201012	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	170	22	Huesca
Diciembre 2010	201012	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	76	22	Huesca
Diciembre 2010	201012	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	236	22	Huesca
Diciembre 2010	201012	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	821	44	Teruel
Diciembre 2010	201012	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	64	44	Teruel
Diciembre 2010	201012	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	8	44	Teruel
Diciembre 2010	201012	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	79	44	Teruel
Diciembre 2010	201012	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	8177	50	Zaragoza
Diciembre 2010	201012	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	636	50	Zaragoza
Diciembre 2010	201012	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	101	50	Zaragoza
Diciembre 2010	201012	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1084	50	Zaragoza
Diciembre 2010	201012	Mujeres	No consta	No consta	No consta	No consta	1	50	Zaragoza
Noviembre 2010	201011	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1532	22	Huesca
Noviembre 2010	201011	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	356	22	Huesca
Noviembre 2010	201011	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	101	22	Huesca
Noviembre 2010	201011	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	509	22	Huesca
Noviembre 2010	201011	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1083	44	Teruel
Noviembre 2010	201011	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	129	44	Teruel
Noviembre 2010	201011	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	15	44	Teruel
Noviembre 2010	201011	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	294	44	Teruel
Noviembre 2010	201011	Hombres	Españoles	ESPAÑA	Españoles	Españoles	9443	50	Zaragoza
Noviembre 2010	201011	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1257	50	Zaragoza
Noviembre 2010	201011	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	250	50	Zaragoza
Noviembre 2010	201011	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	50	Zaragoza
Noviembre 2010	201011	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2300	50	Zaragoza
Noviembre 2010	201011	Hombres	No consta	No consta	No consta	No consta	1	50	Zaragoza
Noviembre 2010	201011	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1484	22	Huesca
Noviembre 2010	201011	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	199	22	Huesca
Noviembre 2010	201011	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	57	22	Huesca
Noviembre 2010	201011	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	184	22	Huesca
Noviembre 2010	201011	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	842	44	Teruel
Noviembre 2010	201011	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	87	44	Teruel
Noviembre 2010	201011	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	8	44	Teruel
Noviembre 2010	201011	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	105	44	Teruel
Noviembre 2010	201011	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	9463	50	Zaragoza
Noviembre 2010	201011	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	768	50	Zaragoza
Noviembre 2010	201011	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	162	50	Zaragoza
Noviembre 2010	201011	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1247	50	Zaragoza
Noviembre 2010	201011	Mujeres	No consta	No consta	No consta	No consta	1	50	Zaragoza
Octubre 2010	201010	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1489	22	Huesca
Octubre 2010	201010	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	291	22	Huesca
Octubre 2010	201010	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	76	22	Huesca
Octubre 2010	201010	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	443	22	Huesca
Octubre 2010	201010	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1063	44	Teruel
Octubre 2010	201010	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	212	44	Teruel
Octubre 2010	201010	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	30	44	Teruel
Octubre 2010	201010	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	341	44	Teruel
Octubre 2010	201010	Hombres	Españoles	ESPAÑA	Españoles	Españoles	10596	50	Zaragoza
Octubre 2010	201010	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1553	50	Zaragoza
Octubre 2010	201010	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	217	50	Zaragoza
Octubre 2010	201010	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2545	50	Zaragoza
Octubre 2010	201010	Hombres	No consta	No consta	No consta	No consta	1	50	Zaragoza
Octubre 2010	201010	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1641	22	Huesca
Octubre 2010	201010	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	187	22	Huesca
Octubre 2010	201010	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	48	22	Huesca
Octubre 2010	201010	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	171	22	Huesca
Octubre 2010	201010	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	988	44	Teruel
Octubre 2010	201010	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	157	44	Teruel
Octubre 2010	201010	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	10	44	Teruel
Octubre 2010	201010	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	89	44	Teruel
Octubre 2010	201010	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	10492	50	Zaragoza
Octubre 2010	201010	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	950	50	Zaragoza
Octubre 2010	201010	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	205	50	Zaragoza
Octubre 2010	201010	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1480	50	Zaragoza
Octubre 2010	201010	Mujeres	No consta	No consta	No consta	No consta	4	50	Zaragoza
Septiembre 2010	201009	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1559	22	Huesca
Septiembre 2010	201009	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	416	22	Huesca
Septiembre 2010	201009	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	118	22	Huesca
Septiembre 2010	201009	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	22	Huesca
Septiembre 2010	201009	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	723	22	Huesca
Septiembre 2010	201009	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1309	44	Teruel
Septiembre 2010	201009	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	304	44	Teruel
Septiembre 2010	201009	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	33	44	Teruel
Septiembre 2010	201009	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	413	44	Teruel
Septiembre 2010	201009	Hombres	Españoles	ESPAÑA	Españoles	Españoles	10892	50	Zaragoza
Septiembre 2010	201009	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2813	50	Zaragoza
Septiembre 2010	201009	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	352	50	Zaragoza
Septiembre 2010	201009	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3733	50	Zaragoza
Septiembre 2010	201009	Hombres	No consta	No consta	No consta	No consta	2	50	Zaragoza
Septiembre 2010	201009	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1774	22	Huesca
Septiembre 2010	201009	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	243	22	Huesca
Septiembre 2010	201009	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	68	22	Huesca
Septiembre 2010	201009	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	192	22	Huesca
Septiembre 2010	201009	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1189	44	Teruel
Septiembre 2010	201009	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	229	44	Teruel
Septiembre 2010	201009	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	28	44	Teruel
Septiembre 2010	201009	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	121	44	Teruel
Septiembre 2010	201009	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	11320	50	Zaragoza
Septiembre 2010	201009	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1630	50	Zaragoza
Septiembre 2010	201009	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	318	50	Zaragoza
Septiembre 2010	201009	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1647	50	Zaragoza
Septiembre 2010	201009	Mujeres	No consta	No consta	No consta	No consta	1	50	Zaragoza
Agosto 2010	201008	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1489	22	Huesca
Agosto 2010	201008	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	419	22	Huesca
Agosto 2010	201008	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	132	22	Huesca
Agosto 2010	201008	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1126	22	Huesca
Agosto 2010	201008	Hombres	Españoles	ESPAÑA	Españoles	Españoles	971	44	Teruel
Agosto 2010	201008	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	157	44	Teruel
Agosto 2010	201008	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	18	44	Teruel
Agosto 2010	201008	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	246	44	Teruel
Agosto 2010	201008	Hombres	Españoles	ESPAÑA	Españoles	Españoles	7933	50	Zaragoza
Agosto 2010	201008	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1788	50	Zaragoza
Agosto 2010	201008	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	260	50	Zaragoza
Agosto 2010	201008	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3132	50	Zaragoza
Agosto 2010	201008	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1461	22	Huesca
Agosto 2010	201008	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	290	22	Huesca
Agosto 2010	201008	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	89	22	Huesca
Agosto 2010	201008	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	226	22	Huesca
Agosto 2010	201008	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	775	44	Teruel
Agosto 2010	201008	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	143	44	Teruel
Agosto 2010	201008	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	15	44	Teruel
Agosto 2010	201008	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	121	44	Teruel
Agosto 2010	201008	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	7126	50	Zaragoza
Agosto 2010	201008	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1303	50	Zaragoza
Agosto 2010	201008	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	287	50	Zaragoza
Agosto 2010	201008	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1420	50	Zaragoza
Agosto 2010	201008	Mujeres	No consta	No consta	No consta	No consta	1	50	Zaragoza
Julio 2010	201007	Hombres	Españoles	ESPAÑA	Españoles	Españoles	2662	22	Huesca
Julio 2010	201007	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	629	22	Huesca
Julio 2010	201007	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	261	22	Huesca
Julio 2010	201007	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	973	22	Huesca
Julio 2010	201007	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1462	44	Teruel
Julio 2010	201007	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	146	44	Teruel
Julio 2010	201007	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	26	44	Teruel
Julio 2010	201007	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	406	44	Teruel
Julio 2010	201007	Hombres	Españoles	ESPAÑA	Españoles	Españoles	10796	50	Zaragoza
Julio 2010	201007	Hombres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1739	50	Zaragoza
Julio 2010	201007	Hombres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	342	50	Zaragoza
Julio 2010	201007	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	50	Zaragoza
Julio 2010	201007	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3219	50	Zaragoza
Julio 2010	201007	Hombres	No consta	No consta	No consta	No consta	2	50	Zaragoza
Julio 2010	201007	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	2764	22	Huesca
Julio 2010	201007	Mujeres	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	492	22	Huesca
Julio 2010	201007	Mujeres	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	215	22	Huesca
Julio 2010	201007	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	300	22	Huesca
