Año	Residencia provincia nombre	Tipo de nacionalidad	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad continente nombre	Sexo	Personas
2008	Zaragoza	Extranjeros	01	UE-27	Europa	Hombres	32235
2008	Zaragoza	Extranjeros	02	Resto de Europa	Europa	Hombres	1057
2008	Zaragoza	Extranjeros	03	Magreb	África	Hombres	7955
2008	Zaragoza	Extranjeros	04	Resto de África	África	Hombres	6205
2008	Zaragoza	Extranjeros	05	América del Norte	América	Hombres	236
2008	Zaragoza	Extranjeros	06	Resto de América	América	Hombres	12535
2008	Zaragoza	Extranjeros	07	Asia	Asia	Hombres	2075
2008	Zaragoza	Extranjeros	08	Oceanía	Oceanía	Hombres	6
2008	Zaragoza	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	20
2009	Huesca	Españoles	01	UE-27	Europa	Hombres	101034
2009	Huesca	Extranjeros	01	UE-27	Europa	Hombres	7201
2009	Huesca	Extranjeros	02	Resto de Europa	Europa	Hombres	420
2009	Huesca	Extranjeros	03	Magreb	África	Hombres	3084
2009	Huesca	Extranjeros	04	Resto de África	África	Hombres	2258
2009	Huesca	Extranjeros	05	América del Norte	América	Hombres	28
2009	Huesca	Extranjeros	06	Resto de América	América	Hombres	2328
2009	Huesca	Extranjeros	07	Asia	Asia	Hombres	259
2009	Huesca	Extranjeros	08	Oceanía	Oceanía	Hombres	18
2009	Teruel	Españoles	01	UE-27	Europa	Hombres	64938
2009	Teruel	Extranjeros	01	UE-27	Europa	Hombres	5396
2009	Teruel	Extranjeros	02	Resto de Europa	Europa	Hombres	182
2009	Teruel	Extranjeros	03	Magreb	África	Hombres	3090
2009	Teruel	Extranjeros	04	Resto de África	África	Hombres	100
2009	Teruel	Extranjeros	05	América del Norte	América	Hombres	11
2009	Teruel	Extranjeros	06	Resto de América	América	Hombres	1562
2009	Teruel	Extranjeros	07	Asia	Asia	Hombres	453
2009	Teruel	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2009	Zaragoza	Españoles	01	UE-27	Europa	Hombres	411856
2009	Zaragoza	Extranjeros	01	UE-27	Europa	Hombres	35592
2009	Zaragoza	Extranjeros	02	Resto de Europa	Europa	Hombres	1080
2009	Zaragoza	Extranjeros	03	Magreb	África	Hombres	9364
2009	Zaragoza	Extranjeros	04	Resto de África	África	Hombres	6979
2009	Zaragoza	Extranjeros	05	América del Norte	América	Hombres	256
2009	Zaragoza	Extranjeros	06	Resto de América	América	Hombres	13595
2009	Zaragoza	Extranjeros	07	Asia	Asia	Hombres	2707
2009	Zaragoza	Extranjeros	08	Oceanía	Oceanía	Hombres	7
2009	Zaragoza	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	20
2010	Huesca	Españoles	01	UE-27	Europa	Hombres	100847
2010	Huesca	Extranjeros	01	UE-27	Europa	Hombres	7277
2010	Huesca	Extranjeros	02	Resto de Europa	Europa	Hombres	417
2010	Huesca	Extranjeros	03	Magreb	África	Hombres	3103
2010	Huesca	Extranjeros	04	Resto de África	África	Hombres	2254
2010	Huesca	Extranjeros	05	América del Norte	América	Hombres	23
2010	Huesca	Extranjeros	06	Resto de América	América	Hombres	2251
2010	Huesca	Extranjeros	07	Asia	Asia	Hombres	337
2010	Huesca	Extranjeros	08	Oceanía	Oceanía	Hombres	15
2010	Teruel	Españoles	01	UE-27	Europa	Hombres	64555
2010	Teruel	Extranjeros	01	UE-27	Europa	Hombres	4943
2010	Teruel	Extranjeros	02	Resto de Europa	Europa	Hombres	156
2010	Teruel	Extranjeros	03	Magreb	África	Hombres	2915
2010	Teruel	Extranjeros	04	Resto de África	África	Hombres	86
2010	Teruel	Extranjeros	05	América del Norte	América	Hombres	11
2010	Teruel	Extranjeros	06	Resto de América	América	Hombres	1487
2010	Teruel	Extranjeros	07	Asia	Asia	Hombres	409
2010	Teruel	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2010	Zaragoza	Españoles	01	UE-27	Europa	Hombres	412699
2010	Zaragoza	Extranjeros	01	UE-27	Europa	Hombres	35864
2010	Zaragoza	Extranjeros	02	Resto de Europa	Europa	Hombres	1025
2010	Zaragoza	Extranjeros	03	Magreb	África	Hombres	9512
2010	Zaragoza	Extranjeros	04	Resto de África	África	Hombres	6954
2010	Zaragoza	Extranjeros	05	América del Norte	América	Hombres	260
2010	Zaragoza	Extranjeros	06	Resto de América	América	Hombres	12875
2010	Zaragoza	Extranjeros	07	Asia	Asia	Hombres	2874
2010	Zaragoza	Extranjeros	08	Oceanía	Oceanía	Hombres	7
2010	Zaragoza	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	20
2011	Huesca	Españoles	01	UE-27	Europa	Hombres	100713
2011	Huesca	Extranjeros	01	UE-27	Europa	Hombres	7455
2011	Huesca	Extranjeros	02	Resto de Europa	Europa	Hombres	434
2011	Huesca	Extranjeros	03	Magreb	África	Hombres	2982
2011	Huesca	Extranjeros	04	Resto de África	África	Hombres	2320
2011	Huesca	Extranjeros	05	América del Norte	América	Hombres	26
2011	Huesca	Extranjeros	06	Resto de América	América	Hombres	1997
2011	Huesca	Extranjeros	07	Asia	Asia	Hombres	289
2011	Huesca	Extranjeros	08	Oceanía	Oceanía	Hombres	8
2011	Teruel	Españoles	01	UE-27	Europa	Hombres	64172
2011	Teruel	Extranjeros	01	UE-27	Europa	Hombres	4963
2011	Teruel	Extranjeros	02	Resto de Europa	Europa	Hombres	150
2011	Teruel	Extranjeros	03	Magreb	África	Hombres	2903
2011	Teruel	Extranjeros	04	Resto de África	África	Hombres	112
2011	Teruel	Extranjeros	05	América del Norte	América	Hombres	12
2011	Teruel	Extranjeros	06	Resto de América	América	Hombres	1254
2011	Teruel	Extranjeros	07	Asia	Asia	Hombres	441
2011	Teruel	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2011	Zaragoza	Españoles	01	UE-27	Europa	Hombres	413453
2011	Zaragoza	Extranjeros	01	UE-27	Europa	Hombres	35604
2011	Zaragoza	Extranjeros	02	Resto de Europa	Europa	Hombres	1024
2011	Zaragoza	Extranjeros	03	Magreb	África	Hombres	9373
2011	Zaragoza	Extranjeros	04	Resto de África	África	Hombres	6762
2011	Zaragoza	Extranjeros	05	América del Norte	América	Hombres	239
2011	Zaragoza	Extranjeros	06	Resto de América	América	Hombres	11567
2011	Zaragoza	Extranjeros	07	Asia	Asia	Hombres	3002
2011	Zaragoza	Extranjeros	08	Oceanía	Oceanía	Hombres	9
2011	Zaragoza	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	21
2012	Huesca	Españoles	01	UE-27	Europa	Hombres	100225
2012	Huesca	Extranjeros	01	UE-27	Europa	Hombres	7675
2012	Huesca	Extranjeros	02	Resto de Europa	Europa	Hombres	440
2012	Huesca	Extranjeros	03	Magreb	África	Hombres	2832
2012	Huesca	Extranjeros	04	Resto de África	África	Hombres	2321
2012	Huesca	Extranjeros	05	América del Norte	América	Hombres	24
2012	Huesca	Extranjeros	06	Resto de América	América	Hombres	1716
2012	Huesca	Extranjeros	07	Asia	Asia	Hombres	270
2012	Huesca	Extranjeros	08	Oceanía	Oceanía	Hombres	9
2012	Teruel	Españoles	01	UE-27	Europa	Hombres	63671
2012	Teruel	Extranjeros	01	UE-27	Europa	Hombres	4941
2012	Teruel	Extranjeros	02	Resto de Europa	Europa	Hombres	160
2012	Teruel	Extranjeros	03	Magreb	África	Hombres	2942
2012	Teruel	Extranjeros	04	Resto de África	África	Hombres	134
2012	Teruel	Extranjeros	05	América del Norte	América	Hombres	13
2012	Teruel	Extranjeros	06	Resto de América	América	Hombres	1158
2012	Teruel	Extranjeros	07	Asia	Asia	Hombres	458
2012	Teruel	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2012	Zaragoza	Españoles	01	UE-27	Europa	Hombres	414847
2012	Zaragoza	Extranjeros	01	UE-27	Europa	Hombres	36348
2012	Zaragoza	Extranjeros	02	Resto de Europa	Europa	Hombres	1080
2012	Zaragoza	Extranjeros	03	Magreb	África	Hombres	9600
2012	Zaragoza	Extranjeros	04	Resto de África	África	Hombres	6778
2012	Zaragoza	Extranjeros	05	América del Norte	América	Hombres	241
2012	Zaragoza	Extranjeros	06	Resto de América	América	Hombres	10625
2012	Zaragoza	Extranjeros	07	Asia	Asia	Hombres	3359
2012	Zaragoza	Extranjeros	08	Oceanía	Oceanía	Hombres	10
2012	Zaragoza	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	20
2013	Huesca	Españoles	01	UE-27	Europa	Hombres	99766
2013	Huesca	Extranjeros	01	UE-27	Europa	Hombres	7455
2013	Huesca	Extranjeros	02	Resto de Europa	Europa	Hombres	432
2013	Huesca	Extranjeros	03	Magreb	África	Hombres	2803
2013	Huesca	Extranjeros	04	Resto de África	África	Hombres	2360
2013	Huesca	Extranjeros	05	América del Norte	América	Hombres	22
2013	Huesca	Extranjeros	06	Resto de América	América	Hombres	1642
2013	Huesca	Extranjeros	07	Asia	Asia	Hombres	291
2013	Huesca	Extranjeros	08	Oceanía	Oceanía	Hombres	10
2013	Teruel	Españoles	01	UE-27	Europa	Hombres	63134
2013	Teruel	Extranjeros	01	UE-27	Europa	Hombres	4593
2013	Teruel	Extranjeros	02	Resto de Europa	Europa	Hombres	145
2013	Teruel	Extranjeros	03	Magreb	África	Hombres	2966
2013	Teruel	Extranjeros	04	Resto de África	África	Hombres	129
2013	Teruel	Extranjeros	05	América del Norte	América	Hombres	12
2013	Teruel	Extranjeros	06	Resto de América	América	Hombres	1068
2013	Teruel	Extranjeros	07	Asia	Asia	Hombres	480
2013	Teruel	Extranjeros	08	Oceanía	Oceanía	Hombres	2
2013	Zaragoza	Españoles	01	UE-27	Europa	Hombres	414333
2013	Zaragoza	Extranjeros	01	UE-27	Europa	Hombres	35505
2013	Zaragoza	Extranjeros	02	Resto de Europa	Europa	Hombres	1101
2013	Zaragoza	Extranjeros	03	Magreb	África	Hombres	10068
2013	Zaragoza	Extranjeros	04	Resto de África	África	Hombres	7029
2013	Zaragoza	Extranjeros	05	América del Norte	América	Hombres	235
2013	Zaragoza	Extranjeros	06	Resto de América	América	Hombres	10553
2013	Zaragoza	Extranjeros	07	Asia	Asia	Hombres	3828
2013	Zaragoza	Extranjeros	08	Oceanía	Oceanía	Hombres	10
2013	Zaragoza	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	15
2014	Huesca	Españoles	01	UE-28	Europa	Hombres	100105
2014	Huesca	Extranjeros	01	UE-28	Europa	Hombres	6888
2014	Huesca	Extranjeros	02	Resto de Europa	Europa	Hombres	406
2014	Huesca	Extranjeros	03	Magreb	África	Hombres	2528
2014	Huesca	Extranjeros	04	Resto de África	África	Hombres	2244
2014	Huesca	Extranjeros	05	América del Norte	América	Hombres	25
2014	Huesca	Extranjeros	06	Resto de América	América	Hombres	1326
2014	Huesca	Extranjeros	07	Asia	Asia	Hombres	305
2014	Huesca	Extranjeros	08	Oceanía	Oceanía	Hombres	13
2014	Teruel	Españoles	01	UE-28	Europa	Hombres	63119
2014	Teruel	Extranjeros	01	UE-28	Europa	Hombres	4075
2014	Teruel	Extranjeros	02	Resto de Europa	Europa	Hombres	132
2014	Teruel	Extranjeros	03	Magreb	África	Hombres	2822
2014	Teruel	Extranjeros	04	Resto de África	África	Hombres	118
2014	Teruel	Extranjeros	05	América del Norte	América	Hombres	12
2014	Teruel	Extranjeros	06	Resto de América	América	Hombres	756
2014	Teruel	Extranjeros	07	Asia	Asia	Hombres	412
2014	Teruel	Extranjeros	08	Oceanía	Oceanía	Hombres	3
2014	Zaragoza	Españoles	01	UE-28	Europa	Hombres	415273
2014	Zaragoza	Extranjeros	01	UE-28	Europa	Hombres	25279
2014	Zaragoza	Extranjeros	02	Resto de Europa	Europa	Hombres	1019
2014	Zaragoza	Extranjeros	03	Magreb	África	Hombres	9928
2014	Zaragoza	Extranjeros	04	Resto de África	África	Hombres	6819
2014	Zaragoza	Extranjeros	05	América del Norte	América	Hombres	215
2014	Zaragoza	Extranjeros	06	Resto de América	América	Hombres	9271
2014	Zaragoza	Extranjeros	07	Asia	Asia	Hombres	3854
2014	Zaragoza	Extranjeros	08	Oceanía	Oceanía	Hombres	8
2014	Zaragoza	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	9
2015	Huesca	Españoles	01	UE-28	Europa	Hombres	99853
2015	Huesca	Extranjeros	01	UE-28	Europa	Hombres	6337
2015	Huesca	Extranjeros	02	Resto de Europa	Europa	Hombres	404
2015	Huesca	Extranjeros	03	Magreb	África	Hombres	2341
2015	Huesca	Extranjeros	04	Resto de África	África	Hombres	2208
2015	Huesca	Extranjeros	05	América del Norte	América	Hombres	25
2015	Huesca	Extranjeros	06	Resto de América	América	Hombres	1163
2015	Huesca	Extranjeros	07	Asia	Asia	Hombres	278
2015	Huesca	Extranjeros	08	Oceanía	Oceanía	Hombres	17
2015	Teruel	Españoles	01	UE-28	Europa	Hombres	62770
2015	Teruel	Extranjeros	01	UE-28	Europa	Hombres	3845
2015	Teruel	Extranjeros	02	Resto de Europa	Europa	Hombres	127
2015	Teruel	Extranjeros	03	Magreb	África	Hombres	2716
2015	Teruel	Extranjeros	04	Resto de África	África	Hombres	121
2015	Teruel	Extranjeros	05	América del Norte	América	Hombres	10
2015	Teruel	Extranjeros	06	Resto de América	América	Hombres	654
2015	Teruel	Extranjeros	07	Asia	Asia	Hombres	358
2015	Teruel	Extranjeros	08	Oceanía	Oceanía	Hombres	3
2015	Teruel	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	1
2015	Zaragoza	Españoles	01	UE-28	Europa	Hombres	416805
2015	Zaragoza	Extranjeros	01	UE-28	Europa	Hombres	23548
2015	Zaragoza	Extranjeros	02	Resto de Europa	Europa	Hombres	962
2015	Zaragoza	Extranjeros	03	Magreb	África	Hombres	9402
2015	Zaragoza	Extranjeros	04	Resto de África	África	Hombres	6946
2015	Zaragoza	Extranjeros	05	América del Norte	América	Hombres	197
2015	Zaragoza	Extranjeros	06	Resto de América	América	Hombres	7878
2015	Zaragoza	Extranjeros	07	Asia	Asia	Hombres	3699
2015	Zaragoza	Extranjeros	08	Oceanía	Oceanía	Hombres	7
2015	Zaragoza	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	12
