Año	Provincia	Municipio	Entidad singular	Núcleo/diseminado	Personas
2019	44-Teruel	44044-Bordón	440440001 - Bordón	44044000101 - Bordón	96
2019	44-Teruel	44044-Bordón	440440001 - Bordón	44044000199 - *Diseminado*	4
2019	44-Teruel	44045-Bronchales	440450001 - Bronchales	44045000101 - Bronchales	432
2019	44-Teruel	44046-Bueña	440460001 - Bueña	44046000101 - Bueña	50
2019	44-Teruel	44047-Burbáguena	440470001 - Burbáguena	44047000101 - Burbáguena	249
2019	44-Teruel	44048-Cabra de Mora	440480001 - Cabra de Mora	44048000101 - Cabra de Mora	54
2019	44-Teruel	44049-Calaceite	440490001 - Calaceite	44049000101 - Calaceite	981
2019	44-Teruel	44049-Calaceite	440490001 - Calaceite	44049000199 - *Diseminado*	13
2019	44-Teruel	44050-Calamocha	440500001 - Calamocha	44050000101 - Calamocha	3727
2019	44-Teruel	44050-Calamocha	440500001 - Calamocha	44050000199 - *Diseminado*	1
2019	44-Teruel	44050-Calamocha	440500002 - Collados	44050000201 - Collados	8
2019	44-Teruel	44050-Calamocha	440500003 - Cuencabuena	44050000301 - Cuencabuena	35
2019	44-Teruel	44050-Calamocha	440500004 - Cutanda	44050000401 - Cutanda	50
2019	44-Teruel	44050-Calamocha	440500006 - Lechago	44050000601 - Lechago	45
2019	44-Teruel	44050-Calamocha	440500007 - Luco de Jiloca	44050000701 - Luco de Jiloca	75
2019	44-Teruel	44050-Calamocha	440500008 - Navarrete del Río	44050000801 - Navarrete del Río	107
2019	44-Teruel	44050-Calamocha	440500008 - Navarrete del Río	44050000899 - *Diseminado*	4
2019	44-Teruel	44050-Calamocha	440500009 - Nueros	44050000901 - Nueros	8
2019	44-Teruel	44050-Calamocha	440500010 - Olalla	44050001001 - Olalla	42
2019	44-Teruel	44050-Calamocha	440500011 - Poyo del Cid (El)	44050001101 - Poyo del Cid (El)	212
2019	44-Teruel	44050-Calamocha	440500011 - Poyo del Cid (El)	44050001199 - *Diseminado*	4
2019	44-Teruel	44050-Calamocha	440500013 - Valverde	44050001301 - Valverde	12
2019	44-Teruel	44050-Calamocha	440500014 - Villarejo de los Olmos (El)	44050001401 - Villarejo de los Olmos (El)	9
2019	44-Teruel	44051-Calanda	440510001 - Calanda	44051000101 - Calanda	3717
2019	44-Teruel	44051-Calanda	440510001 - Calanda	44051000199 - *Diseminado*	31
2019	44-Teruel	44052-Calomarde	440520001 - Calomarde	44052000101 - Calomarde	73
2019	44-Teruel	44052-Calomarde	440520001 - Calomarde	44052000199 - *Diseminado*	2
2019	44-Teruel	44053-Camañas	440530001 - Camañas	44053000101 - Camañas	130
2019	44-Teruel	44053-Camañas	440530001 - Camañas	44053000199 - *Diseminado*	4
2019	44-Teruel	44054-Camarena de la Sierra	440540001 - Camarena de la Sierra	44054000101 - Camarena de la Sierra	103
2019	44-Teruel	44054-Camarena de la Sierra	440540001 - Camarena de la Sierra	44054000199 - *Diseminado*	2
2019	44-Teruel	44055-Camarillas	440550001 - Camarillas	44055000101 - Camarillas	97
2019	44-Teruel	44055-Camarillas	440550001 - Camarillas	44055000199 - *Diseminado*	3
2019	44-Teruel	44056-Caminreal	440560001 - Caminreal	44056000101 - Caminreal	591
2019	44-Teruel	44056-Caminreal	440560003 - Villalba de los Morales	44056000301 - Villalba de los Morales	29
2019	44-Teruel	44059-Cantavieja	440590001 - Cantavieja	44059000101 - Cantavieja	653
2019	44-Teruel	44059-Cantavieja	440590001 - Cantavieja	44059000199 - *Diseminado*	17
2019	44-Teruel	44059-Cantavieja	440590002 - Casas de San Juan	44059000299 - *Diseminado*	3
2019	44-Teruel	44059-Cantavieja	440590003 - Solana	44059000399 - *Diseminado*	14
2019	44-Teruel	44059-Cantavieja	440590004 - Umbría	44059000499 - *Diseminado*	12
2019	44-Teruel	44059-Cantavieja	440590005 - Vega	44059000599 - *Diseminado*	10
2019	44-Teruel	44060-Cañada de Benatanduz	440600001 - Cañada de Benatanduz	44060000101 - Cañada de Benatanduz	31
2019	44-Teruel	44060-Cañada de Benatanduz	440600001 - Cañada de Benatanduz	44060000199 - *Diseminado*	5
2019	44-Teruel	44061-Cañada de Verich (La)	440610001 - Cañada de Verich (La)	44061000101 - Cañada de Verich (La)	89
2019	44-Teruel	44062-Cañada Vellida	440620001 - Cañada Vellida	44062000101 - Cañada Vellida	31
2019	44-Teruel	44063-Cañizar del Olivar	440630001 - Cañizar del Olivar	44063000101 - Cañizar del Olivar	100
2019	44-Teruel	44064-Cascante del Río	440640001 - Cascante del Río	44064000101 - Cascante del Río	67
2019	44-Teruel	44065-Castejón de Tornos	440650001 - Castejón de Tornos	44065000101 - Castejón de Tornos	60
2019	44-Teruel	44066-Castel de Cabra	440660001 - Castel de Cabra	44066000101 - Castel de Cabra	96
2019	44-Teruel	44067-Castelnou	440670001 - Castelnou	44067000101 - Castelnou	141
2019	44-Teruel	44068-Castelserás	440680001 - Castelserás	44068000101 - Castelserás	815
2019	44-Teruel	44070-Castellar (El)	440700001 - Castellar (El)	44070000101 - Castellar (El)	58
2019	44-Teruel	44071-Castellote	440710001 - Abenfigo	44071000101 - Abenfigo	36
2019	44-Teruel	44071-Castellote	440710002 - Alagones (Los)	44071000201 - Alagones (Los)	7
2019	44-Teruel	44071-Castellote	440710003 - Algecira (La)	44071000301 - Algecira (La)	5
2019	44-Teruel	44071-Castellote	440710004 - Castellote	44071000401 - Castellote	447
2019	44-Teruel	44071-Castellote	440710004 - Castellote	44071000499 - *Diseminado*	22
2019	44-Teruel	44071-Castellote	440710005 - Crespol (El)	44071000501 - Crespol (El)	7
2019	44-Teruel	44071-Castellote	440710006 - Cuevas de Cañart	44071000601 - Cuevas de Cañart	69
2019	44-Teruel	44071-Castellote	440710006 - Cuevas de Cañart	44071000699 - *Diseminado*	1
2019	44-Teruel	44071-Castellote	440710007 - Dos Torres de Mercader	44071000701 - Dos Torres de Mercader	21
2019	44-Teruel	44071-Castellote	440710008 - Ladruñán	44071000801 - Ladruñán	30
2019	44-Teruel	44071-Castellote	440710008 - Ladruñán	44071000899 - *Diseminado*	2
2019	44-Teruel	44071-Castellote	440710009 - Luco de Bordón	44071000901 - Luco de Bordón	10
2019	44-Teruel	44071-Castellote	440710009 - Luco de Bordón	44071000999 - *Diseminado*	2
2019	44-Teruel	44071-Castellote	440710010 - Planas (Las)	44071001001 - Planas (Las)	11
2019	44-Teruel	44071-Castellote	440710010 - Planas (Las)	44071001099 - *Diseminado*	11
2019	44-Teruel	44074-Cedrillas	440740001 - Cedrillas	44074000101 - Cedrillas	642
2019	44-Teruel	44074-Cedrillas	440740001 - Cedrillas	44074000199 - *Diseminado*	22
2019	44-Teruel	44075-Celadas	440750001 - Celadas	44075000101 - Celadas	388
2019	44-Teruel	44076-Cella	440760001 - Cella	44076000101 - Cella	2548
2019	44-Teruel	44076-Cella	440760001 - Cella	44076000199 - *Diseminado*	26
2019	44-Teruel	44077-Cerollera (La)	440770001 - Cerollera (La)	44077000101 - Cerollera (La)	92
2019	44-Teruel	44077-Cerollera (La)	440770001 - Cerollera (La)	44077000199 - *Diseminado*	1
2019	44-Teruel	44080-Codoñera (La)	440800001 - Codoñera (La)	44080000101 - Codoñera (La)	336
2019	44-Teruel	44082-Corbalán	440820002 - Corbalán	44082000201 - Corbalán	107
2019	44-Teruel	44084-Cortes de Aragón	440840001 - Cortes de Aragón	44084000101 - Cortes de Aragón	61
2019	44-Teruel	44085-Cosa	440850001 - Corbatón	44085000101 - Corbatón	8
2019	44-Teruel	44085-Cosa	440850002 - Cosa	44085000201 - Cosa	42
2019	44-Teruel	44086-Cretas	440860001 - Cretas	44086000101 - Cretas	534
2019	44-Teruel	44086-Cretas	440860001 - Cretas	44086000199 - *Diseminado*	33
2019	44-Teruel	44087-Crivillén	440870001 - Crivillén	44087000101 - Crivillén	62
2019	44-Teruel	44088-Cuba (La)	440880001 - Cuba (La)	44088000101 - Cuba (La)	42
2019	44-Teruel	44088-Cuba (La)	440880001 - Cuba (La)	44088000199 - *Diseminado*	1
2019	44-Teruel	44089-Cubla	440890001 - Cubla	44089000101 - Cubla	58
2019	44-Teruel	44090-Cucalón	440900001 - Cucalón	44090000101 - Cucalón	78
2019	44-Teruel	44092-Cuervo (El)	440920001 - Cuervo (El)	44092000101 - Cuervo (El)	78
2019	44-Teruel	44093-Cuevas de Almudén	440930001 - Cuevas de Almudén	44093000101 - Cuevas de Almudén	126
2019	44-Teruel	44094-Cuevas Labradas	440940001 - Cuevas Labradas	44094000101 - Cuevas Labradas	132
2019	44-Teruel	44096-Ejulve	440960001 - Ejulve	44096000101 - Ejulve	170
2019	44-Teruel	44096-Ejulve	440960001 - Ejulve	44096000199 - *Diseminado*	5
2019	44-Teruel	44097-Escorihuela	440970001 - Escorihuela	44097000101 - Escorihuela	136
2019	44-Teruel	44099-Escucha	440990001 - Escucha	44099000101 - Escucha	838
2019	44-Teruel	44099-Escucha	440990002 - Valdeconejos	44099000201 - Valdeconejos	14
2019	44-Teruel	44100-Estercuel	441000001 - Estercuel	44100000101 - Estercuel	199
2019	44-Teruel	44100-Estercuel	441000001 - Estercuel	44100000199 - *Diseminado*	4
2019	44-Teruel	44101-Ferreruela de Huerva	441010001 - Ferreruela de Huerva	44101000101 - Ferreruela de Huerva	56
2019	44-Teruel	44102-Fonfría	441020001 - Fonfría	44102000101 - Fonfría	27
2019	44-Teruel	44103-Formiche Alto	441030001 - Formiche Alto	44103000101 - Formiche Alto	103
2019	44-Teruel	44103-Formiche Alto	441030001 - Formiche Alto	44103000199 - *Diseminado*	6
2019	44-Teruel	44103-Formiche Alto	441030002 - Formiche Bajo	44103000201 - Formiche Bajo	29
2019	44-Teruel	44103-Formiche Alto	441030002 - Formiche Bajo	44103000299 - *Diseminado*	3
2019	44-Teruel	44105-Fórnoles	441050001 - Fórnoles	44105000101 - Fórnoles	78
2019	44-Teruel	44105-Fórnoles	441050001 - Fórnoles	44105000199 - *Diseminado*	2
2019	44-Teruel	44106-Fortanete	441060001 - Fortanete	44106000101 - Fortanete	205
2019	44-Teruel	44107-Foz-Calanda	441070001 - Foz-Calanda	44107000101 - Foz-Calanda	244
2019	44-Teruel	44107-Foz-Calanda	441070001 - Foz-Calanda	44107000199 - *Diseminado*	1
2019	44-Teruel	44108-Fresneda (La)	441080002 - Fresneda (La)	44108000201 - Fresneda (La)	425
2019	44-Teruel	44108-Fresneda (La)	441080002 - Fresneda (La)	44108000299 - *Diseminado*	13
2019	44-Teruel	44109-Frías de Albarracín	441090002 - Frías de Albarracín	44109000201 - Frías de Albarracín	115
2019	44-Teruel	44110-Fuenferrada	441100001 - Fuenferrada	44110000101 - Fuenferrada	37
2019	44-Teruel	44111-Fuentes Calientes	441110001 - Fuentes Calientes	44111000101 - Fuentes Calientes	92
2019	44-Teruel	44112-Fuentes Claras	441120001 - Fuentes Claras	44112000101 - Fuentes Claras	461
2019	44-Teruel	44113-Fuentes de Rubielos	441130001 - Fuentes de Rubielos	44113000101 - Fuentes de Rubielos	92
2019	44-Teruel	44113-Fuentes de Rubielos	441130001 - Fuentes de Rubielos	44113000199 - *Diseminado*	26
2019	44-Teruel	44114-Fuentespalda	441140001 - Fuentespalda	44114000101 - Fuentespalda	241
2019	44-Teruel	44114-Fuentespalda	441140001 - Fuentespalda	44114000199 - *Diseminado*	43
2019	44-Teruel	44115-Galve	441150001 - Galve	44115000101 - Galve	162
2019	44-Teruel	44116-Gargallo	441160001 - Gargallo	44116000101 - Gargallo	92
2019	44-Teruel	44116-Gargallo	441160001 - Gargallo	44116000199 - *Diseminado*	1
2019	44-Teruel	44117-Gea de Albarracín	441170001 - Gea de Albarracín	44117000101 - Gea de Albarracín	360
2019	44-Teruel	44118-Ginebrosa (La)	441180001 - Ginebrosa (La)	44118000101 - Ginebrosa (La)	174
2019	44-Teruel	44118-Ginebrosa (La)	441180001 - Ginebrosa (La)	44118000199 - *Diseminado*	20
2019	44-Teruel	44119-Griegos	441190001 - Griegos	44119000101 - Griegos	136
2019	44-Teruel	44120-Guadalaviar	441200001 - Guadalaviar	44120000101 - Guadalaviar	241
2019	44-Teruel	44121-Gúdar	441210001 - Gúdar	44121000101 - Gúdar	73
2019	44-Teruel	44121-Gúdar	441210001 - Gúdar	44121000199 - *Diseminado*	3
2019	44-Teruel	44122-Híjar	441220001 - Híjar	44122000101 - Híjar	1690
2019	44-Teruel	44122-Híjar	441220001 - Híjar	44122000199 - *Diseminado*	31
2019	44-Teruel	44123-Hinojosa de Jarque	441230001 - Cobatillas	44123000101 - Cobatillas	20
2019	44-Teruel	44123-Hinojosa de Jarque	441230002 - Hinojosa de Jarque	44123000201 - Hinojosa de Jarque	91
2019	44-Teruel	44124-Hoz de la Vieja (La)	441240001 - Hoz de la Vieja (La)	44124000101 - Hoz de la Vieja (La)	82
2019	44-Teruel	44124-Hoz de la Vieja (La)	441240001 - Hoz de la Vieja (La)	44124000199 - *Diseminado*	1
2019	44-Teruel	44125-Huesa del Común	441250001 - Huesa del Común	44125000101 - Huesa del Común	64
2019	44-Teruel	44125-Huesa del Común	441250002 - Rudilla	44125000201 - Rudilla	9
2019	44-Teruel	44126-Iglesuela del Cid (La)	441260001 - Iglesuela del Cid (La)	44126000101 - Iglesuela del Cid (La)	410
2019	44-Teruel	44127-Jabaloyas	441270001 - Arroyofrío	44127000101 - Arroyofrío	8
2019	44-Teruel	44127-Jabaloyas	441270002 - Jabaloyas	44127000201 - Jabaloyas	55
2019	44-Teruel	44128-Jarque de la Val	441280001 - Jarque de la Val	44128000101 - Jarque de la Val	66
2019	44-Teruel	44129-Jatiel	441290001 - Jatiel	44129000101 - Jatiel	37
2019	44-Teruel	44130-Jorcas	441300001 - Jorcas	44130000101 - Jorcas	30
2019	44-Teruel	44131-Josa	441310001 - Josa	44131000101 - Josa	34
2019	44-Teruel	44132-Lagueruela	441320001 - Lagueruela	44132000101 - Lagueruela	73
2019	44-Teruel	44133-Lanzuela	441330001 - Lanzuela	44133000101 - Lanzuela	22
2019	44-Teruel	44135-Libros	441350001 - Libros	44135000101 - Libros	101
2019	44-Teruel	44135-Libros	441350001 - Libros	44135000199 - *Diseminado*	1
2019	44-Teruel	44136-Lidón	441360001 - Lidón	44136000101 - Lidón	57
2019	44-Teruel	44137-Linares de Mora	441370001 - Castelvispal	44137000101 - Castelvispal	4
2019	44-Teruel	44137-Linares de Mora	441370002 - Linares de Mora	44137000201 - Linares de Mora	207
2019	44-Teruel	44137-Linares de Mora	441370002 - Linares de Mora	44137000299 - *Diseminado*	23
2019	44-Teruel	44138-Loscos	441380001 - Colladico (El)	44138000199 - *Diseminado*	3
2019	44-Teruel	44138-Loscos	441380002 - Loscos	44138000201 - Loscos	93
2019	44-Teruel	44138-Loscos	441380003 - Mezquita de Loscos	44138000301 - Mezquita de Loscos	20
2019	44-Teruel	44138-Loscos	441380004 - Piedrahita	44138000401 - Piedrahita	6
2019	44-Teruel	44141-Lledó	441410001 - Lledó	44141000101 - Lledó	149
2019	44-Teruel	44141-Lledó	441410001 - Lledó	44141000199 - *Diseminado*	10
2019	44-Teruel	44142-Maicas	441420001 - Maicas	44142000101 - Maicas	28
2019	44-Teruel	44143-Manzanera	441430001 - Alcotas	44143000101 - Alcotas	18
2019	44-Teruel	44143-Manzanera	441430002 - Alhambras (Las)	44143000201 - Alhambras (Las)	6
2019	44-Teruel	44143-Manzanera	441430003 - Cerezos (Los)	44143000301 - Cerezos (Los)	173
2019	44-Teruel	44143-Manzanera	441430003 - Cerezos (Los)	44143000399 - *Diseminado*	2
2019	44-Teruel	44143-Manzanera	441430004 - Manzanera	44143000401 - Manzanera	314
2019	44-Teruel	44143-Manzanera	441430004 - Manzanera	44143000499 - *Diseminado*	9
2019	44-Teruel	44143-Manzanera	441430005 - Olmos (Los)	44143000501 - Olmos (Los)	9
2019	44-Teruel	44144-Martín del Río	441440001 - Martín del Río	44144000101 - Martín del Río	401
2019	44-Teruel	44145-Mas de las Matas	441450001 - Mas de las Matas	44145000101 - Mas de las Matas	1252
2019	44-Teruel	44145-Mas de las Matas	441450001 - Mas de las Matas	44145000199 - *Diseminado*	10
2019	44-Teruel	44146-Mata de los Olmos (La)	441460001 - Mata de los Olmos (La)	44146000101 - Mata de los Olmos (La)	250
2019	44-Teruel	44146-Mata de los Olmos (La)	441460001 - Mata de los Olmos (La)	44146000199 - *Diseminado*	7
2019	44-Teruel	44147-Mazaleón	441470001 - Mazaleón	44147000101 - Mazaleón	519
2019	44-Teruel	44147-Mazaleón	441470001 - Mazaleón	44147000199 - *Diseminado*	3
2019	44-Teruel	44148-Mezquita de Jarque	441480001 - Mezquita de Jarque	44148000101 - Mezquita de Jarque	96
2019	44-Teruel	44149-Mirambel	441490001 - Mirambel	44149000101 - Mirambel	100
2019	44-Teruel	44149-Mirambel	441490001 - Mirambel	44149000199 - *Diseminado*	16
2019	44-Teruel	44150-Miravete de la Sierra	441500001 - Miravete de la Sierra	44150000101 - Miravete de la Sierra	29
2019	44-Teruel	44150-Miravete de la Sierra	441500001 - Miravete de la Sierra	44150000199 - *Diseminado*	2
2019	44-Teruel	44151-Molinos	441510001 - Molinos	44151000101 - Molinos	236
2019	44-Teruel	44151-Molinos	441510001 - Molinos	44151000199 - *Diseminado*	3
2019	44-Teruel	44152-Monforte de Moyuela	441520001 - Monforte de Moyuela	44152000101 - Monforte de Moyuela	67
2019	44-Teruel	44153-Monreal del Campo	441530001 - Monreal del Campo	44153000101 - Monreal del Campo	2401
2019	44-Teruel	44153-Monreal del Campo	441530001 - Monreal del Campo	44153000199 - *Diseminado*	33
2019	44-Teruel	44154-Monroyo	441540001 - Monroyo	44154000101 - Monroyo	338
2019	44-Teruel	44154-Monroyo	441540001 - Monroyo	44154000199 - *Diseminado*	2
2019	44-Teruel	44155-Montalbán	441550001 - Montalbán	44155000101 - Montalbán	1212
2019	44-Teruel	44155-Montalbán	441550001 - Montalbán	44155000199 - *Diseminado*	12
2019	44-Teruel	44155-Montalbán	441550002 - Peñarroyas	44155000201 - Peñarroyas	9
2019	44-Teruel	44156-Monteagudo del Castillo	441560001 - Monteagudo del Castillo	44156000101 - Monteagudo del Castillo	52
2019	44-Teruel	44156-Monteagudo del Castillo	441560001 - Monteagudo del Castillo	44156000199 - *Diseminado*	2
2019	44-Teruel	44157-Monterde de Albarracín	441570001 - Monterde de Albarracín	44157000101 - Monterde de Albarracín	64
2019	44-Teruel	44158-Mora de Rubielos	441580001 - Mora de Rubielos	44158000101 - Mora de Rubielos	1532
2019	44-Teruel	44158-Mora de Rubielos	441580001 - Mora de Rubielos	44158000199 - *Diseminado*	16
2019	44-Teruel	44159-Moscardón	441590001 - Moscardón	44159000101 - Moscardón	54
2019	44-Teruel	44160-Mosqueruela	441600001 - Mosqueruela	44160000101 - Mosqueruela	503
2019	44-Teruel	44160-Mosqueruela	441600001 - Mosqueruela	44160000199 - *Diseminado*	34
2019	44-Teruel	44161-Muniesa	441610001 - Muniesa	44161000101 - Muniesa	583
2019	44-Teruel	44163-Noguera de Albarracín	441630001 - Noguera	44163000101 - Noguera	140
2019	44-Teruel	44164-Nogueras	441640001 - Nogueras	44164000101 - Nogueras	22
2019	44-Teruel	44165-Nogueruelas	441650001 - Nogueruelas	44165000101 - Nogueruelas	199
2019	44-Teruel	44165-Nogueruelas	441650001 - Nogueruelas	44165000199 - *Diseminado*	18
2019	44-Teruel	44167-Obón	441670001 - Obón	44167000101 - Obón	44
2019	44-Teruel	44168-Odón	441680001 - Odón	44168000101 - Odón	206
2019	44-Teruel	44169-Ojos Negros	441690001 - Ojos Negros	44169000101 - Ojos Negros	320
2019	44-Teruel	44169-Ojos Negros	441690002 - Sierra Menera	44169000201 - Sierra Menera	39
2019	44-Teruel	44169-Ojos Negros	441690002 - Sierra Menera	44169000299 - *Diseminado*	1
2019	44-Teruel	44171-Olba	441710001 - Artiga (La)	44171000199 - *Diseminado*	6
2019	44-Teruel	44171-Olba	441710003 - Civera (La)	44171000399 - *Diseminado*	4
2019	44-Teruel	44171-Olba	441710004 - Dines o Ibáñez Bajos (Los)	44171000499 - *Diseminado*	8
2019	44-Teruel	44171-Olba	441710005 - Giles (Los)	44171000501 - Giles (Los)	14
2019	44-Teruel	44171-Olba	441710006 - Lucas (Los)	44171000601 - Lucas (Los)	7
2019	44-Teruel	44171-Olba	441710007 - Masico (El)	44171000799 - *Diseminado*	5
2019	44-Teruel	44171-Olba	441710009 - Olba	44171000901 - Olba	67
2019	44-Teruel	44171-Olba	441710009 - Olba	44171000999 - *Diseminado*	11
2019	44-Teruel	44171-Olba	441710010 - Pertegaces (Los)	44171001001 - Pertegaces (Los)	42
2019	44-Teruel	44171-Olba	441710011 - Ramones (Los)	44171001101 - Ramones (Los)	18
2019	44-Teruel	44171-Olba	441710012 - Tarragones (Los)	44171001299 - *Diseminado*	13
2019	44-Teruel	44171-Olba	441710013 - Tosca (La)	44171001301 - Tosca (La)	7
2019	44-Teruel	44171-Olba	441710014 - Ventas (Las)	44171001499 - *Diseminado*	4
2019	44-Teruel	44171-Olba	441710015 - Villanuevas (Los)	44171001501 - Villanuevas (Los)	19
2019	44-Teruel	44171-Olba	441710015 - Villanuevas (Los)	44171001599 - *Diseminado*	3
2019	44-Teruel	44172-Oliete	441720001 - Oliete	44172000101 - Oliete	324
2019	44-Teruel	44172-Oliete	441720001 - Oliete	44172000199 - *Diseminado*	27
2019	44-Teruel	44173-Olmos (Los)	441730001 - Olmos (Los)	44173000101 - Olmos (Los)	120
2019	44-Teruel	44174-Orihuela del Tremedal	441740001 - Orihuela del Tremedal	44174000101 - Orihuela del Tremedal	463
2019	44-Teruel	44175-Orrios	441750001 - Orrios	44175000101 - Orrios	125
2019	44-Teruel	44176-Palomar de Arroyos	441760001 - Palomar de Arroyos	44176000101 - Palomar de Arroyos	168
2019	44-Teruel	44177-Pancrudo	441770001 - Cervera del Rincón	44177000101 - Cervera del Rincón	10
2019	44-Teruel	44177-Pancrudo	441770002 - Cuevas de Portalrubio	44177000201 - Cuevas de Portalrubio	6
2019	44-Teruel	44177-Pancrudo	441770003 - Pancrudo	44177000301 - Pancrudo	79
2019	44-Teruel	44177-Pancrudo	441770004 - Portalrubio	44177000401 - Portalrubio	18
2019	44-Teruel	44178-Parras de Castellote (Las)	441780001 - Jaganta	44178000101 - Jaganta	9
2019	44-Teruel	44178-Parras de Castellote (Las)	441780002 - Parras de Castellote (Las)	44178000201 - Parras de Castellote (Las)	45
2019	44-Teruel	44178-Parras de Castellote (Las)	441780002 - Parras de Castellote (Las)	44178000299 - *Diseminado*	1
2019	44-Teruel	44179-Peñarroya de Tastavins	441790001 - Peñarroya de Tastavins	44179000101 - Peñarroya de Tastavins	425
2019	44-Teruel	44179-Peñarroya de Tastavins	441790001 - Peñarroya de Tastavins	44179000199 - *Diseminado*	14
2019	44-Teruel	44180-Peracense	441800001 - Peracense	44180000101 - Peracense	77
2019	44-Teruel	44181-Peralejos	441810001 - Peralejos	44181000101 - Peralejos	75
2019	44-Teruel	44181-Peralejos	441810001 - Peralejos	44181000199 - *Diseminado*	4
2019	44-Teruel	44182-Perales del Alfambra	441820002 - Perales del Alfambra	44182000201 - Perales del Alfambra	195
2019	44-Teruel	44182-Perales del Alfambra	441820003 - Villalba Alta	44182000301 - Villalba Alta	34
2019	44-Teruel	44183-Pitarque	441830001 - Pitarque	44183000101 - Pitarque	72
2019	44-Teruel	44183-Pitarque	441830001 - Pitarque	44183000199 - *Diseminado*	1
2019	44-Teruel	44184-Plou	441840001 - Plou	44184000101 - Plou	43
2019	44-Teruel	44185-Pobo (El)	441850001 - Pobo (El)	44185000101 - Pobo (El)	103
2019	44-Teruel	44185-Pobo (El)	441850001 - Pobo (El)	44185000199 - *Diseminado*	7
2019	44-Teruel	44187-Portellada (La)	441870001 - Portellada (La)	44187000101 - Portellada (La)	217
2019	44-Teruel	44187-Portellada (La)	441870001 - Portellada (La)	44187000199 - *Diseminado*	18
2019	44-Teruel	44189-Pozondón	441890001 - Pozondón	44189000101 - Pozondón	50
2019	44-Teruel	44190-Pozuel del Campo	441900001 - Pozuel del Campo	44190000101 - Pozuel del Campo	65
2019	44-Teruel	44191-Puebla de Híjar (La)	441910001 - Estación (La)	44191000101 - Estación (La)	341
2019	44-Teruel	44191-Puebla de Híjar (La)	441910001 - Estación (La)	44191000199 - *Diseminado*	4
2019	44-Teruel	44191-Puebla de Híjar (La)	441910002 - Puebla de Híjar (La)	44191000201 - Puebla de Híjar (La)	552
2019	44-Teruel	44192-Puebla de Valverde (La)	441920001 - Puebla de Valverde (La)	44192000101 - Puebla de Valverde (La)	396
2019	44-Teruel	44192-Puebla de Valverde (La)	441920001 - Puebla de Valverde (La)	44192000199 - *Diseminado*	61
2019	44-Teruel	44193-Puertomingalvo	441930001 - Puertomingalvo	44193000101 - Puertomingalvo	99
2019	44-Teruel	44193-Puertomingalvo	441930001 - Puertomingalvo	44193000199 - *Diseminado*	10
2019	44-Teruel	44194-Ráfales	441940001 - Ráfales	44194000101 - Ráfales	128
2019	44-Teruel	44194-Ráfales	441940001 - Ráfales	44194000199 - *Diseminado*	10
2019	44-Teruel	44195-Rillo	441950001 - Rillo	44195000101 - Rillo	77
2019	44-Teruel	44195-Rillo	441950002 - Son del Puerto	44195000201 - Son del Puerto	11
2019	44-Teruel	44196-Riodeva	441960001 - Riodeva	44196000101 - Riodeva	140
2019	44-Teruel	44196-Riodeva	441960001 - Riodeva	44196000199 - *Diseminado*	2
2019	44-Teruel	44197-Ródenas	441970001 - Ródenas	44197000101 - Ródenas	63
2019	44-Teruel	44198-Royuela	441980001 - Royuela	44198000101 - Royuela	202
2019	44-Teruel	44198-Royuela	441980001 - Royuela	44198000199 - *Diseminado*	2
2019	44-Teruel	44199-Rubiales	441990001 - Rubiales	44199000101 - Rubiales	47
2019	44-Teruel	44199-Rubiales	441990001 - Rubiales	44199000199 - *Diseminado*	5
2019	44-Teruel	44200-Rubielos de la Cérida	442000001 - Rubielos de la Cérida	44200000101 - Rubielos de la Cérida	39
2019	44-Teruel	44201-Rubielos de Mora	442010001 - Rubielos de Mora	44201000101 - Rubielos de Mora	612
2019	44-Teruel	44201-Rubielos de Mora	442010001 - Rubielos de Mora	44201000199 - *Diseminado*	9
2019	44-Teruel	44203-Salcedillo	442030001 - Salcedillo	44203000101 - Salcedillo	14
2019	44-Teruel	44204-Saldón	442040001 - Saldón	44204000101 - Saldón	27
2019	44-Teruel	44205-Samper de Calanda	442050002 - Samper de Calanda	44205000201 - Samper de Calanda	755
2019	44-Teruel	44206-San Agustín	442060001 - Baltasares (Los)	44206000199 - *Diseminado*	3
2019	44-Teruel	44206-San Agustín	442060002 - Caballero	44206000299 - *Diseminado*	2
2019	44-Teruel	44206-San Agustín	442060003 - Poviles	44206000399 - *Diseminado*	1
2019	44-Teruel	44206-San Agustín	442060006 - Hoz (La)	44206000699 - *Diseminado*	1
2019	44-Teruel	44206-San Agustín	442060009 - Mas Blanco	44206000999 - *Diseminado*	4
2019	44-Teruel	44206-San Agustín	442060010 - Mases y Tamboril	44206001099 - *Diseminado*	5
2019	44-Teruel	44206-San Agustín	442060011 - Pastores (Los)	44206001199 - *Diseminado*	3
2019	44-Teruel	44206-San Agustín	442060012 - Peiros (Los)	44206001299 - *Diseminado*	5
2019	44-Teruel	44206-San Agustín	442060014 - San Agustín	44206001401 - San Agustín	91
2019	44-Teruel	44206-San Agustín	442060014 - San Agustín	44206001499 - *Diseminado*	4
2019	44-Teruel	44207-San Martín del Río	442070001 - San Martín del Río	44207000101 - San Martín del Río	137
2019	44-Teruel	44208-Santa Cruz de Nogueras	442080001 - Santa Cruz de Nogueras	44208000101 - Santa Cruz de Nogueras	29
