Mes y año	Mes (código)	Sexo	Número de contratos	Comarca código	Comarca nombre
Febrero 2011	201102	Mujeres	84	12	Tarazona y el Moncayo
Febrero 2011	201102	Mujeres	75	13	Campo de Borja
Febrero 2011	201102	Mujeres	53	14	Aranda
Febrero 2011	201102	Mujeres	188	15	Ribera Alta del Ebro
Febrero 2011	201102	Mujeres	293	16	Valdejalón
Febrero 2011	201102	Mujeres	7559	17	Central
Febrero 2011	201102	Mujeres	60	18	Ribera Baja del Ebro
Febrero 2011	201102	Mujeres	59	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Febrero 2011	201102	Mujeres	272	20	Comunidad de Calatayud
Febrero 2011	201102	Mujeres	65	21	Campo de Cariñena
Febrero 2011	201102	Mujeres	16	22	Campo de Belchite
Febrero 2011	201102	Mujeres	34	23	Bajo Martín
Febrero 2011	201102	Mujeres	14	24	Campo de Daroca
Febrero 2011	201102	Mujeres	32	25	Jiloca
Febrero 2011	201102	Mujeres	40	26	Cuencas Mineras
Febrero 2011	201102	Mujeres	42	27	Andorra-Sierra de Arcos
Febrero 2011	201102	Mujeres	143	28	Bajo Aragón
Febrero 2011	201102	Mujeres	290	29	Comunidad de Teruel
Febrero 2011	201102	Mujeres	6	30	Maestrazgo
Febrero 2011	201102	Mujeres	9	31	Sierra de Albarracín
Febrero 2011	201102	Mujeres	191	32	Gúdar-Javalambre
Febrero 2011	201102	Mujeres	39	33	Matarraña / Matarranya
Enero 2011	201101	Hombres	158	01	La Jacetania
Enero 2011	201101	Hombres	253	02	Alto Gállego
Enero 2011	201101	Hombres	69	03	Sobrarbe
Enero 2011	201101	Hombres	130	04	La Ribagorza
Enero 2011	201101	Hombres	224	05	Cinco Villas
Enero 2011	201101	Hombres	603	06	Hoya de Huesca / Plana de Uesca
Enero 2011	201101	Hombres	147	07	Somontano de Barbastro
Enero 2011	201101	Hombres	215	08	Cinca Medio
Enero 2011	201101	Hombres	128	09	La Litera / La Llitera
Enero 2011	201101	Hombres	83	10	Los Monegros
Enero 2011	201101	Hombres	333	11	Bajo Cinca / Baix Cinca
Enero 2011	201101	Hombres	129	12	Tarazona y el Moncayo
Enero 2011	201101	Hombres	178	13	Campo de Borja
Enero 2011	201101	Hombres	66	14	Aranda
Enero 2011	201101	Hombres	1327	15	Ribera Alta del Ebro
Enero 2011	201101	Hombres	523	16	Valdejalón
Enero 2011	201101	Hombres	8122	17	Central
Enero 2011	201101	Hombres	189	18	Ribera Baja del Ebro
Enero 2011	201101	Hombres	158	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Enero 2011	201101	Hombres	301	20	Comunidad de Calatayud
Enero 2011	201101	Hombres	163	21	Campo de Cariñena
Enero 2011	201101	Hombres	21	22	Campo de Belchite
Enero 2011	201101	Hombres	47	23	Bajo Martín
Enero 2011	201101	Hombres	29	24	Campo de Daroca
Enero 2011	201101	Hombres	36	25	Jiloca
Enero 2011	201101	Hombres	52	26	Cuencas Mineras
Enero 2011	201101	Hombres	90	27	Andorra-Sierra de Arcos
Enero 2011	201101	Hombres	191	28	Bajo Aragón
Enero 2011	201101	Hombres	566	29	Comunidad de Teruel
Enero 2011	201101	Hombres	12	30	Maestrazgo
Enero 2011	201101	Hombres	17	31	Sierra de Albarracín
Enero 2011	201101	Hombres	180	32	Gúdar-Javalambre
Enero 2011	201101	Hombres	81	33	Matarraña / Matarranya
Enero 2011	201101	Mujeres	183	01	La Jacetania
Enero 2011	201101	Mujeres	278	02	Alto Gállego
Enero 2011	201101	Mujeres	79	03	Sobrarbe
Enero 2011	201101	Mujeres	127	04	La Ribagorza
Enero 2011	201101	Mujeres	195	05	Cinco Villas
Enero 2011	201101	Mujeres	503	06	Hoya de Huesca / Plana de Uesca
Enero 2011	201101	Mujeres	107	07	Somontano de Barbastro
Enero 2011	201101	Mujeres	131	08	Cinca Medio
Enero 2011	201101	Mujeres	52	09	La Litera / La Llitera
Enero 2011	201101	Mujeres	52	10	Los Monegros
Enero 2011	201101	Mujeres	247	11	Bajo Cinca / Baix Cinca
Enero 2011	201101	Mujeres	98	12	Tarazona y el Moncayo
Enero 2011	201101	Mujeres	122	13	Campo de Borja
Enero 2011	201101	Mujeres	46	14	Aranda
Enero 2011	201101	Mujeres	501	15	Ribera Alta del Ebro
Enero 2011	201101	Mujeres	259	16	Valdejalón
Enero 2011	201101	Mujeres	7724	17	Central
Enero 2011	201101	Mujeres	98	18	Ribera Baja del Ebro
Enero 2011	201101	Mujeres	96	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Enero 2011	201101	Mujeres	290	20	Comunidad de Calatayud
Enero 2011	201101	Mujeres	83	21	Campo de Cariñena
Enero 2011	201101	Mujeres	14	22	Campo de Belchite
Enero 2011	201101	Mujeres	30	23	Bajo Martín
Enero 2011	201101	Mujeres	15	24	Campo de Daroca
Enero 2011	201101	Mujeres	44	25	Jiloca
Enero 2011	201101	Mujeres	30	26	Cuencas Mineras
Enero 2011	201101	Mujeres	56	27	Andorra-Sierra de Arcos
Enero 2011	201101	Mujeres	160	28	Bajo Aragón
Enero 2011	201101	Mujeres	305	29	Comunidad de Teruel
Enero 2011	201101	Mujeres	12	30	Maestrazgo
Enero 2011	201101	Mujeres	10	31	Sierra de Albarracín
Enero 2011	201101	Mujeres	149	32	Gúdar-Javalambre
Enero 2011	201101	Mujeres	41	33	Matarraña / Matarranya
Diciembre 2010	201012	Hombres	240	01	La Jacetania
Diciembre 2010	201012	Hombres	497	02	Alto Gállego
Diciembre 2010	201012	Hombres	66	03	Sobrarbe
Diciembre 2010	201012	Hombres	314	04	La Ribagorza
Diciembre 2010	201012	Hombres	174	05	Cinco Villas
Diciembre 2010	201012	Hombres	493	06	Hoya de Huesca / Plana de Uesca
Diciembre 2010	201012	Hombres	207	07	Somontano de Barbastro
Diciembre 2010	201012	Hombres	195	08	Cinca Medio
Diciembre 2010	201012	Hombres	124	09	La Litera / La Llitera
Diciembre 2010	201012	Hombres	70	10	Los Monegros
Diciembre 2010	201012	Hombres	277	11	Bajo Cinca / Baix Cinca
Diciembre 2010	201012	Hombres	153	12	Tarazona y el Moncayo
Diciembre 2010	201012	Hombres	111	13	Campo de Borja
Diciembre 2010	201012	Hombres	41	14	Aranda
Diciembre 2010	201012	Hombres	570	15	Ribera Alta del Ebro
Diciembre 2010	201012	Hombres	388	16	Valdejalón
Diciembre 2010	201012	Hombres	7551	17	Central
Diciembre 2010	201012	Hombres	183	18	Ribera Baja del Ebro
Diciembre 2010	201012	Hombres	181	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Diciembre 2010	201012	Hombres	307	20	Comunidad de Calatayud
Diciembre 2010	201012	Hombres	168	21	Campo de Cariñena
Diciembre 2010	201012	Hombres	12	22	Campo de Belchite
Diciembre 2010	201012	Hombres	19	23	Bajo Martín
Diciembre 2010	201012	Hombres	17	24	Campo de Daroca
Diciembre 2010	201012	Hombres	56	25	Jiloca
Diciembre 2010	201012	Hombres	65	26	Cuencas Mineras
Diciembre 2010	201012	Hombres	60	27	Andorra-Sierra de Arcos
Diciembre 2010	201012	Hombres	164	28	Bajo Aragón
Diciembre 2010	201012	Hombres	566	29	Comunidad de Teruel
Diciembre 2010	201012	Hombres	23	30	Maestrazgo
Diciembre 2010	201012	Hombres	17	31	Sierra de Albarracín
Diciembre 2010	201012	Hombres	174	32	Gúdar-Javalambre
Diciembre 2010	201012	Hombres	77	33	Matarraña / Matarranya
Diciembre 2010	201012	Mujeres	350	01	La Jacetania
Diciembre 2010	201012	Mujeres	457	02	Alto Gállego
Diciembre 2010	201012	Mujeres	67	03	Sobrarbe
Diciembre 2010	201012	Mujeres	289	04	La Ribagorza
Diciembre 2010	201012	Mujeres	147	05	Cinco Villas
Diciembre 2010	201012	Mujeres	669	06	Hoya de Huesca / Plana de Uesca
Diciembre 2010	201012	Mujeres	159	07	Somontano de Barbastro
Diciembre 2010	201012	Mujeres	124	08	Cinca Medio
Diciembre 2010	201012	Mujeres	97	09	La Litera / La Llitera
Diciembre 2010	201012	Mujeres	71	10	Los Monegros
Diciembre 2010	201012	Mujeres	147	11	Bajo Cinca / Baix Cinca
Diciembre 2010	201012	Mujeres	100	12	Tarazona y el Moncayo
Diciembre 2010	201012	Mujeres	111	13	Campo de Borja
Diciembre 2010	201012	Mujeres	35	14	Aranda
Diciembre 2010	201012	Mujeres	264	15	Ribera Alta del Ebro
Diciembre 2010	201012	Mujeres	185	16	Valdejalón
Diciembre 2010	201012	Mujeres	8512	17	Central
Diciembre 2010	201012	Mujeres	38	18	Ribera Baja del Ebro
Diciembre 2010	201012	Mujeres	88	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Diciembre 2010	201012	Mujeres	328	20	Comunidad de Calatayud
Diciembre 2010	201012	Mujeres	107	21	Campo de Cariñena
Diciembre 2010	201012	Mujeres	16	22	Campo de Belchite
Diciembre 2010	201012	Mujeres	41	23	Bajo Martín
Diciembre 2010	201012	Mujeres	26	24	Campo de Daroca
Diciembre 2010	201012	Mujeres	29	25	Jiloca
Diciembre 2010	201012	Mujeres	40	26	Cuencas Mineras
Diciembre 2010	201012	Mujeres	65	27	Andorra-Sierra de Arcos
Diciembre 2010	201012	Mujeres	180	28	Bajo Aragón
Diciembre 2010	201012	Mujeres	384	29	Comunidad de Teruel
Diciembre 2010	201012	Mujeres	17	30	Maestrazgo
Diciembre 2010	201012	Mujeres	15	31	Sierra de Albarracín
Diciembre 2010	201012	Mujeres	147	32	Gúdar-Javalambre
Diciembre 2010	201012	Mujeres	54	33	Matarraña / Matarranya
Noviembre 2010	201011	Hombres	218	01	La Jacetania
Noviembre 2010	201011	Hombres	235	02	Alto Gállego
Noviembre 2010	201011	Hombres	150	03	Sobrarbe
Noviembre 2010	201011	Hombres	111	04	La Ribagorza
Noviembre 2010	201011	Hombres	286	05	Cinco Villas
Noviembre 2010	201011	Hombres	648	06	Hoya de Huesca / Plana de Uesca
Noviembre 2010	201011	Hombres	224	07	Somontano de Barbastro
Noviembre 2010	201011	Hombres	239	08	Cinca Medio
Noviembre 2010	201011	Hombres	190	09	La Litera / La Llitera
Noviembre 2010	201011	Hombres	124	10	Los Monegros
Noviembre 2010	201011	Hombres	411	11	Bajo Cinca / Baix Cinca
Noviembre 2010	201011	Hombres	146	12	Tarazona y el Moncayo
Noviembre 2010	201011	Hombres	144	13	Campo de Borja
Noviembre 2010	201011	Hombres	99	14	Aranda
Noviembre 2010	201011	Hombres	737	15	Ribera Alta del Ebro
Noviembre 2010	201011	Hombres	637	16	Valdejalón
Noviembre 2010	201011	Hombres	9981	17	Central
Noviembre 2010	201011	Hombres	145	18	Ribera Baja del Ebro
Noviembre 2010	201011	Hombres	192	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Noviembre 2010	201011	Hombres	460	20	Comunidad de Calatayud
Noviembre 2010	201011	Hombres	299	21	Campo de Cariñena
Noviembre 2010	201011	Hombres	32	22	Campo de Belchite
Noviembre 2010	201011	Hombres	65	23	Bajo Martín
Noviembre 2010	201011	Hombres	42	24	Campo de Daroca
Noviembre 2010	201011	Hombres	48	25	Jiloca
Noviembre 2010	201011	Hombres	60	26	Cuencas Mineras
Noviembre 2010	201011	Hombres	113	27	Andorra-Sierra de Arcos
Noviembre 2010	201011	Hombres	230	28	Bajo Aragón
Noviembre 2010	201011	Hombres	742	29	Comunidad de Teruel
Noviembre 2010	201011	Hombres	28	30	Maestrazgo
Noviembre 2010	201011	Hombres	38	31	Sierra de Albarracín
Noviembre 2010	201011	Hombres	107	32	Gúdar-Javalambre
Noviembre 2010	201011	Hombres	90	33	Matarraña / Matarranya
Noviembre 2010	201011	Mujeres	161	01	La Jacetania
Noviembre 2010	201011	Mujeres	231	02	Alto Gállego
Noviembre 2010	201011	Mujeres	71	03	Sobrarbe
Noviembre 2010	201011	Mujeres	136	04	La Ribagorza
Noviembre 2010	201011	Mujeres	188	05	Cinco Villas
Noviembre 2010	201011	Mujeres	668	06	Hoya de Huesca / Plana de Uesca
Noviembre 2010	201011	Mujeres	151	07	Somontano de Barbastro
Noviembre 2010	201011	Mujeres	150	08	Cinca Medio
Noviembre 2010	201011	Mujeres	111	09	La Litera / La Llitera
Noviembre 2010	201011	Mujeres	87	10	Los Monegros
Noviembre 2010	201011	Mujeres	187	11	Bajo Cinca / Baix Cinca
Noviembre 2010	201011	Mujeres	92	12	Tarazona y el Moncayo
Noviembre 2010	201011	Mujeres	103	13	Campo de Borja
Noviembre 2010	201011	Mujeres	58	14	Aranda
Noviembre 2010	201011	Mujeres	286	15	Ribera Alta del Ebro
Noviembre 2010	201011	Mujeres	330	16	Valdejalón
Noviembre 2010	201011	Mujeres	9791	17	Central
Noviembre 2010	201011	Mujeres	70	18	Ribera Baja del Ebro
Noviembre 2010	201011	Mujeres	165	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Noviembre 2010	201011	Mujeres	381	20	Comunidad de Calatayud
Noviembre 2010	201011	Mujeres	102	21	Campo de Cariñena
Noviembre 2010	201011	Mujeres	22	22	Campo de Belchite
Noviembre 2010	201011	Mujeres	29	23	Bajo Martín
Noviembre 2010	201011	Mujeres	24	24	Campo de Daroca
Noviembre 2010	201011	Mujeres	48	25	Jiloca
Noviembre 2010	201011	Mujeres	34	26	Cuencas Mineras
Noviembre 2010	201011	Mujeres	69	27	Andorra-Sierra de Arcos
Noviembre 2010	201011	Mujeres	222	28	Bajo Aragón
Noviembre 2010	201011	Mujeres	453	29	Comunidad de Teruel
Noviembre 2010	201011	Mujeres	16	30	Maestrazgo
Noviembre 2010	201011	Mujeres	30	31	Sierra de Albarracín
Noviembre 2010	201011	Mujeres	69	32	Gúdar-Javalambre
Noviembre 2010	201011	Mujeres	72	33	Matarraña / Matarranya
Octubre 2010	201010	Hombres	144	01	La Jacetania
Octubre 2010	201010	Hombres	132	02	Alto Gállego
Octubre 2010	201010	Hombres	118	03	Sobrarbe
Octubre 2010	201010	Hombres	105	04	La Ribagorza
Octubre 2010	201010	Hombres	350	05	Cinco Villas
Octubre 2010	201010	Hombres	706	06	Hoya de Huesca / Plana de Uesca
Octubre 2010	201010	Hombres	238	07	Somontano de Barbastro
Octubre 2010	201010	Hombres	215	08	Cinca Medio
Octubre 2010	201010	Hombres	245	09	La Litera / La Llitera
Octubre 2010	201010	Hombres	133	10	Los Monegros
Octubre 2010	201010	Hombres	300	11	Bajo Cinca / Baix Cinca
Octubre 2010	201010	Hombres	238	12	Tarazona y el Moncayo
Octubre 2010	201010	Hombres	336	13	Campo de Borja
Octubre 2010	201010	Hombres	71	14	Aranda
Octubre 2010	201010	Hombres	675	15	Ribera Alta del Ebro
Octubre 2010	201010	Hombres	695	16	Valdejalón
Octubre 2010	201010	Hombres	10950	17	Central
Octubre 2010	201010	Hombres	180	18	Ribera Baja del Ebro
Octubre 2010	201010	Hombres	255	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Octubre 2010	201010	Hombres	615	20	Comunidad de Calatayud
Octubre 2010	201010	Hombres	400	21	Campo de Cariñena
Octubre 2010	201010	Hombres	26	22	Campo de Belchite
Octubre 2010	201010	Hombres	53	23	Bajo Martín
Octubre 2010	201010	Hombres	84	24	Campo de Daroca
Octubre 2010	201010	Hombres	93	25	Jiloca
Octubre 2010	201010	Hombres	72	26	Cuencas Mineras
Octubre 2010	201010	Hombres	135	27	Andorra-Sierra de Arcos
Octubre 2010	201010	Hombres	286	28	Bajo Aragón
Octubre 2010	201010	Hombres	739	29	Comunidad de Teruel
Octubre 2010	201010	Hombres	26	30	Maestrazgo
Octubre 2010	201010	Hombres	51	31	Sierra de Albarracín
Octubre 2010	201010	Hombres	75	32	Gúdar-Javalambre
Octubre 2010	201010	Hombres	116	33	Matarraña / Matarranya
Octubre 2010	201010	Mujeres	223	01	La Jacetania
Octubre 2010	201010	Mujeres	84	02	Alto Gállego
Octubre 2010	201010	Mujeres	83	03	Sobrarbe
Octubre 2010	201010	Mujeres	121	04	La Ribagorza
Octubre 2010	201010	Mujeres	183	05	Cinco Villas
Octubre 2010	201010	Mujeres	786	06	Hoya de Huesca / Plana de Uesca
Octubre 2010	201010	Mujeres	191	07	Somontano de Barbastro
Octubre 2010	201010	Mujeres	168	08	Cinca Medio
Octubre 2010	201010	Mujeres	95	09	La Litera / La Llitera
Octubre 2010	201010	Mujeres	83	10	Los Monegros
Octubre 2010	201010	Mujeres	254	11	Bajo Cinca / Baix Cinca
Octubre 2010	201010	Mujeres	178	12	Tarazona y el Moncayo
Octubre 2010	201010	Mujeres	174	13	Campo de Borja
Octubre 2010	201010	Mujeres	72	14	Aranda
Octubre 2010	201010	Mujeres	334	15	Ribera Alta del Ebro
Octubre 2010	201010	Mujeres	421	16	Valdejalón
Octubre 2010	201010	Mujeres	10951	17	Central
Octubre 2010	201010	Mujeres	83	18	Ribera Baja del Ebro
Octubre 2010	201010	Mujeres	162	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Octubre 2010	201010	Mujeres	391	20	Comunidad de Calatayud
Octubre 2010	201010	Mujeres	89	21	Campo de Cariñena
Octubre 2010	201010	Mujeres	18	22	Campo de Belchite
Octubre 2010	201010	Mujeres	53	23	Bajo Martín
Octubre 2010	201010	Mujeres	34	24	Campo de Daroca
Octubre 2010	201010	Mujeres	85	25	Jiloca
Octubre 2010	201010	Mujeres	43	26	Cuencas Mineras
Octubre 2010	201010	Mujeres	91	27	Andorra-Sierra de Arcos
Octubre 2010	201010	Mujeres	306	28	Bajo Aragón
Octubre 2010	201010	Mujeres	445	29	Comunidad de Teruel
Octubre 2010	201010	Mujeres	28	30	Maestrazgo
Octubre 2010	201010	Mujeres	52	31	Sierra de Albarracín
Octubre 2010	201010	Mujeres	62	32	Gúdar-Javalambre
Octubre 2010	201010	Mujeres	79	33	Matarraña / Matarranya
Septiembre 2010	201009	Hombres	145	01	La Jacetania
Septiembre 2010	201009	Hombres	195	02	Alto Gállego
Septiembre 2010	201009	Hombres	156	03	Sobrarbe
Septiembre 2010	201009	Hombres	117	04	La Ribagorza
Septiembre 2010	201009	Hombres	515	05	Cinco Villas
Septiembre 2010	201009	Hombres	735	06	Hoya de Huesca / Plana de Uesca
Septiembre 2010	201009	Hombres	262	07	Somontano de Barbastro
Septiembre 2010	201009	Hombres	266	08	Cinca Medio
Septiembre 2010	201009	Hombres	337	09	La Litera / La Llitera
Septiembre 2010	201009	Hombres	158	10	Los Monegros
Septiembre 2010	201009	Hombres	519	11	Bajo Cinca / Baix Cinca
Septiembre 2010	201009	Hombres	336	12	Tarazona y el Moncayo
Septiembre 2010	201009	Hombres	369	13	Campo de Borja
Septiembre 2010	201009	Hombres	64	14	Aranda
Septiembre 2010	201009	Hombres	966	15	Ribera Alta del Ebro
Septiembre 2010	201009	Hombres	1206	16	Valdejalón
Septiembre 2010	201009	Hombres	11090	17	Central
Septiembre 2010	201009	Hombres	248	18	Ribera Baja del Ebro
Septiembre 2010	201009	Hombres	543	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Septiembre 2010	201009	Hombres	1120	20	Comunidad de Calatayud
Septiembre 2010	201009	Hombres	1199	21	Campo de Cariñena
Septiembre 2010	201009	Hombres	20	22	Campo de Belchite
Septiembre 2010	201009	Hombres	134	23	Bajo Martín
Septiembre 2010	201009	Hombres	43	24	Campo de Daroca
Septiembre 2010	201009	Hombres	112	25	Jiloca
Septiembre 2010	201009	Hombres	49	26	Cuencas Mineras
Septiembre 2010	201009	Hombres	115	27	Andorra-Sierra de Arcos
Septiembre 2010	201009	Hombres	608	28	Bajo Aragón
Septiembre 2010	201009	Hombres	734	29	Comunidad de Teruel
Septiembre 2010	201009	Hombres	44	30	Maestrazgo
Septiembre 2010	201009	Hombres	30	31	Sierra de Albarracín
Septiembre 2010	201009	Hombres	87	32	Gúdar-Javalambre
Septiembre 2010	201009	Hombres	146	33	Matarraña / Matarranya
Septiembre 2010	201009	Mujeres	149	01	La Jacetania
Septiembre 2010	201009	Mujeres	124	02	Alto Gállego
Septiembre 2010	201009	Mujeres	133	03	Sobrarbe
Septiembre 2010	201009	Mujeres	111	04	La Ribagorza
Septiembre 2010	201009	Mujeres	327	05	Cinco Villas
Septiembre 2010	201009	Mujeres	769	06	Hoya de Huesca / Plana de Uesca
Septiembre 2010	201009	Mujeres	272	07	Somontano de Barbastro
Septiembre 2010	201009	Mujeres	192	08	Cinca Medio
Septiembre 2010	201009	Mujeres	135	09	La Litera / La Llitera
Septiembre 2010	201009	Mujeres	95	10	Los Monegros
Septiembre 2010	201009	Mujeres	338	11	Bajo Cinca / Baix Cinca
Septiembre 2010	201009	Mujeres	221	12	Tarazona y el Moncayo
Septiembre 2010	201009	Mujeres	241	13	Campo de Borja
Septiembre 2010	201009	Mujeres	48	14	Aranda
Septiembre 2010	201009	Mujeres	418	15	Ribera Alta del Ebro
Septiembre 2010	201009	Mujeres	625	16	Valdejalón
Septiembre 2010	201009	Mujeres	11569	17	Central
Septiembre 2010	201009	Mujeres	99	18	Ribera Baja del Ebro
Septiembre 2010	201009	Mujeres	402	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Septiembre 2010	201009	Mujeres	584	20	Comunidad de Calatayud
Septiembre 2010	201009	Mujeres	287	21	Campo de Cariñena
Septiembre 2010	201009	Mujeres	25	22	Campo de Belchite
Septiembre 2010	201009	Mujeres	52	23	Bajo Martín
Septiembre 2010	201009	Mujeres	29	24	Campo de Daroca
Septiembre 2010	201009	Mujeres	78	25	Jiloca
Septiembre 2010	201009	Mujeres	35	26	Cuencas Mineras
Septiembre 2010	201009	Mujeres	73	27	Andorra-Sierra de Arcos
Septiembre 2010	201009	Mujeres	576	28	Bajo Aragón
Septiembre 2010	201009	Mujeres	551	29	Comunidad de Teruel
Septiembre 2010	201009	Mujeres	24	30	Maestrazgo
Septiembre 2010	201009	Mujeres	28	31	Sierra de Albarracín
Septiembre 2010	201009	Mujeres	54	32	Gúdar-Javalambre
Septiembre 2010	201009	Mujeres	96	33	Matarraña / Matarranya
Agosto 2010	201008	Hombres	181	01	La Jacetania
Agosto 2010	201008	Hombres	163	02	Alto Gállego
Agosto 2010	201008	Hombres	118	03	Sobrarbe
Agosto 2010	201008	Hombres	81	04	La Ribagorza
Agosto 2010	201008	Hombres	310	05	Cinco Villas
Agosto 2010	201008	Hombres	621	06	Hoya de Huesca / Plana de Uesca
Agosto 2010	201008	Hombres	369	07	Somontano de Barbastro
Agosto 2010	201008	Hombres	399	08	Cinca Medio
Agosto 2010	201008	Hombres	402	09	La Litera / La Llitera
Agosto 2010	201008	Hombres	233	10	Los Monegros
Agosto 2010	201008	Hombres	680	11	Bajo Cinca / Baix Cinca
Agosto 2010	201008	Hombres	220	12	Tarazona y el Moncayo
Agosto 2010	201008	Hombres	106	13	Campo de Borja
Agosto 2010	201008	Hombres	32	14	Aranda
Agosto 2010	201008	Hombres	966	15	Ribera Alta del Ebro
Agosto 2010	201008	Hombres	1313	16	Valdejalón
Agosto 2010	201008	Hombres	8147	17	Central
Agosto 2010	201008	Hombres	326	18	Ribera Baja del Ebro
Agosto 2010	201008	Hombres	355	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Agosto 2010	201008	Hombres	711	20	Comunidad de Calatayud
Agosto 2010	201008	Hombres	495	21	Campo de Cariñena
Agosto 2010	201008	Hombres	28	22	Campo de Belchite
Agosto 2010	201008	Hombres	29	23	Bajo Martín
Agosto 2010	201008	Hombres	23	24	Campo de Daroca
Agosto 2010	201008	Hombres	70	25	Jiloca
Agosto 2010	201008	Hombres	50	26	Cuencas Mineras
Agosto 2010	201008	Hombres	109	27	Andorra-Sierra de Arcos
Agosto 2010	201008	Hombres	330	28	Bajo Aragón
Agosto 2010	201008	Hombres	598	29	Comunidad de Teruel
Agosto 2010	201008	Hombres	23	30	Maestrazgo
Agosto 2010	201008	Hombres	28	31	Sierra de Albarracín
Agosto 2010	201008	Hombres	83	32	Gúdar-Javalambre
Agosto 2010	201008	Hombres	72	33	Matarraña / Matarranya
Agosto 2010	201008	Mujeres	228	01	La Jacetania
Agosto 2010	201008	Mujeres	134	02	Alto Gállego
Agosto 2010	201008	Mujeres	147	03	Sobrarbe
Agosto 2010	201008	Mujeres	111	04	La Ribagorza
Agosto 2010	201008	Mujeres	223	05	Cinco Villas
Agosto 2010	201008	Mujeres	650	06	Hoya de Huesca / Plana de Uesca
Agosto 2010	201008	Mujeres	217	07	Somontano de Barbastro
Agosto 2010	201008	Mujeres	122	08	Cinca Medio
Agosto 2010	201008	Mujeres	108	09	La Litera / La Llitera
Agosto 2010	201008	Mujeres	100	10	Los Monegros
Agosto 2010	201008	Mujeres	294	11	Bajo Cinca / Baix Cinca
Agosto 2010	201008	Mujeres	147	12	Tarazona y el Moncayo
Agosto 2010	201008	Mujeres	165	13	Campo de Borja
Agosto 2010	201008	Mujeres	47	14	Aranda
Agosto 2010	201008	Mujeres	377	15	Ribera Alta del Ebro
Agosto 2010	201008	Mujeres	586	16	Valdejalón
Agosto 2010	201008	Mujeres	7281	17	Central
Agosto 2010	201008	Mujeres	293	18	Ribera Baja del Ebro
Agosto 2010	201008	Mujeres	245	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Agosto 2010	201008	Mujeres	496	20	Comunidad de Calatayud
Agosto 2010	201008	Mujeres	181	21	Campo de Cariñena
Agosto 2010	201008	Mujeres	21	22	Campo de Belchite
Agosto 2010	201008	Mujeres	21	23	Bajo Martín
Agosto 2010	201008	Mujeres	30	24	Campo de Daroca
Agosto 2010	201008	Mujeres	54	25	Jiloca
Agosto 2010	201008	Mujeres	38	26	Cuencas Mineras
Agosto 2010	201008	Mujeres	62	27	Andorra-Sierra de Arcos
Agosto 2010	201008	Mujeres	230	28	Bajo Aragón
Agosto 2010	201008	Mujeres	417	29	Comunidad de Teruel
Agosto 2010	201008	Mujeres	31	30	Maestrazgo
Agosto 2010	201008	Mujeres	39	31	Sierra de Albarracín
Agosto 2010	201008	Mujeres	86	32	Gúdar-Javalambre
Agosto 2010	201008	Mujeres	76	33	Matarraña / Matarranya
Julio 2010	201007	Hombres	339	01	La Jacetania
Julio 2010	201007	Hombres	331	02	Alto Gállego
Julio 2010	201007	Hombres	315	03	Sobrarbe
Julio 2010	201007	Hombres	270	04	La Ribagorza
Julio 2010	201007	Hombres	412	05	Cinco Villas
Julio 2010	201007	Hombres	855	06	Hoya de Huesca / Plana de Uesca
Julio 2010	201007	Hombres	373	07	Somontano de Barbastro
Julio 2010	201007	Hombres	468	08	Cinca Medio
Julio 2010	201007	Hombres	306	09	La Litera / La Llitera
Julio 2010	201007	Hombres	181	10	Los Monegros
Julio 2010	201007	Hombres	1168	11	Bajo Cinca / Baix Cinca
Julio 2010	201007	Hombres	296	12	Tarazona y el Moncayo
Julio 2010	201007	Hombres	150	13	Campo de Borja
Julio 2010	201007	Hombres	129	14	Aranda
Julio 2010	201007	Hombres	851	15	Ribera Alta del Ebro
Julio 2010	201007	Hombres	940	16	Valdejalón
Julio 2010	201007	Hombres	11067	17	Central
Julio 2010	201007	Hombres	338	18	Ribera Baja del Ebro
Julio 2010	201007	Hombres	491	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Julio 2010	201007	Hombres	877	20	Comunidad de Calatayud
Julio 2010	201007	Hombres	369	21	Campo de Cariñena
Julio 2010	201007	Hombres	22	22	Campo de Belchite
Julio 2010	201007	Hombres	86	23	Bajo Martín
Julio 2010	201007	Hombres	76	24	Campo de Daroca
Julio 2010	201007	Hombres	101	25	Jiloca
Julio 2010	201007	Hombres	102	26	Cuencas Mineras
Julio 2010	201007	Hombres	143	27	Andorra-Sierra de Arcos
Julio 2010	201007	Hombres	429	28	Bajo Aragón
Julio 2010	201007	Hombres	801	29	Comunidad de Teruel
Julio 2010	201007	Hombres	49	30	Maestrazgo
