Año	Residencia comarca código	Residencia comarca nombre	Edad (grandes grupos)	Sexo	Personas
2018	22	Campo de Belchite	65 y más	Mujeres	843
2018	23	Bajo Martín	0 a 15	Mujeres	379
2018	23	Bajo Martín	16 a 64	Mujeres	1702
2018	23	Bajo Martín	65 y más	Mujeres	1059
2018	24	Campo de Daroca	0 a 15	Mujeres	235
2018	24	Campo de Daroca	16 a 64	Mujeres	1351
2018	24	Campo de Daroca	65 y más	Mujeres	991
2018	25	Jiloca	0 a 15	Mujeres	712
2018	25	Jiloca	16 a 64	Mujeres	3317
2018	25	Jiloca	65 y más	Mujeres	1874
2018	26	Cuencas Mineras	0 a 15	Mujeres	477
2018	26	Cuencas Mineras	16 a 64	Mujeres	2257
2018	26	Cuencas Mineras	65 y más	Mujeres	1082
2018	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	656
2018	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3118
2018	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1216
2018	28	Bajo Aragón	0 a 15	Mujeres	2227
2018	28	Bajo Aragón	16 a 64	Mujeres	8604
2018	28	Bajo Aragón	65 y más	Mujeres	3404
2018	29	Comunidad de Teruel	0 a 15	Mujeres	3314
2018	29	Comunidad de Teruel	16 a 64	Mujeres	14540
2018	29	Comunidad de Teruel	65 y más	Mujeres	5694
2018	30	Maestrazgo	0 a 15	Mujeres	171
2018	30	Maestrazgo	16 a 64	Mujeres	861
2018	30	Maestrazgo	65 y más	Mujeres	462
2018	31	Sierra de Albarracín	0 a 15	Mujeres	182
2018	31	Sierra de Albarracín	16 a 64	Mujeres	1141
2018	31	Sierra de Albarracín	65 y más	Mujeres	660
2018	32	Gúdar-Javalambre	0 a 15	Mujeres	479
2018	32	Gúdar-Javalambre	16 a 64	Mujeres	2065
2018	32	Gúdar-Javalambre	65 y más	Mujeres	871
2018	33	Matarraña / Matarranya	0 a 15	Mujeres	535
2018	33	Matarraña / Matarranya	16 a 64	Mujeres	2233
2018	33	Matarraña / Matarranya	65 y más	Mujeres	1220
1998	01	La Jacetania	0 a 15	Hombres	1174
1998	01	La Jacetania	16 a 64	Hombres	5302
1998	01	La Jacetania	65 y más	Hombres	1659
1998	02	Alto Gállego	0 a 15	Hombres	853
1998	02	Alto Gállego	16 a 64	Hombres	4105
1998	02	Alto Gállego	65 y más	Hombres	1236
1998	03	Sobrarbe	0 a 15	Hombres	387
1998	03	Sobrarbe	16 a 64	Hombres	2252
1998	03	Sobrarbe	65 y más	Hombres	905
1998	04	La Ribagorza	0 a 15	Hombres	699
1998	04	La Ribagorza	16 a 64	Hombres	3595
1998	04	La Ribagorza	65 y más	Hombres	1618
1998	05	Cinco Villas	0 a 15	Hombres	2045
1998	05	Cinco Villas	16 a 64	Hombres	10092
1998	05	Cinco Villas	65 y más	Hombres	3196
1998	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	4380
1998	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	19117
1998	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	5504
1998	07	Somontano de Barbastro	0 a 15	Hombres	1639
1998	07	Somontano de Barbastro	16 a 64	Hombres	6790
1998	07	Somontano de Barbastro	65 y más	Hombres	2409
1998	08	Cinca Medio	0 a 15	Hombres	1595
1998	08	Cinca Medio	16 a 64	Hombres	7064
1998	08	Cinca Medio	65 y más	Hombres	2274
1998	09	La Litera / La Llitera	0 a 15	Hombres	1196
1998	09	La Litera / La Llitera	16 a 64	Hombres	5958
1998	09	La Litera / La Llitera	65 y más	Hombres	2226
1998	10	Los Monegros	0 a 15	Hombres	1372
1998	10	Los Monegros	16 a 64	Hombres	6935
1998	10	Los Monegros	65 y más	Hombres	2702
1998	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	1715
1998	11	Bajo Cinca / Baix Cinca	16 a 64	Hombres	7187
1998	11	Bajo Cinca / Baix Cinca	65 y más	Hombres	2299
1998	12	Tarazona y el Moncayo	0 a 15	Hombres	881
1998	12	Tarazona y el Moncayo	16 a 64	Hombres	4413
1998	12	Tarazona y el Moncayo	65 y más	Hombres	1618
1998	13	Campo de Borja	0 a 15	Hombres	959
1998	13	Campo de Borja	16 a 64	Hombres	4419
1998	13	Campo de Borja	65 y más	Hombres	1708
1998	14	Aranda	0 a 15	Hombres	579
1998	14	Aranda	16 a 64	Hombres	2761
1998	14	Aranda	65 y más	Hombres	752
1998	15	Ribera Alta del Ebro	0 a 15	Hombres	1658
1998	15	Ribera Alta del Ebro	16 a 64	Hombres	7007
1998	15	Ribera Alta del Ebro	65 y más	Hombres	2203
1998	16	Valdejalón	0 a 15	Hombres	1468
1998	16	Valdejalón	16 a 64	Hombres	7137
1998	16	Valdejalón	65 y más	Hombres	2435
1998	17	Central	0 a 15	Hombres	47908
1998	17	Central	16 a 64	Hombres	216487
1998	17	Central	65 y más	Hombres	44362
1998	18	Ribera Baja del Ebro	0 a 15	Hombres	618
1998	18	Ribera Baja del Ebro	16 a 64	Hombres	2922
1998	18	Ribera Baja del Ebro	65 y más	Hombres	1077
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	863
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	3909
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	1460
1998	20	Comunidad de Calatayud	0 a 15	Hombres	997
1998	20	Comunidad de Calatayud	16 a 64	Hombres	6740
1998	20	Comunidad de Calatayud	65 y más	Hombres	3539
1998	21	Campo de Cariñena	0 a 15	Hombres	596
1998	21	Campo de Cariñena	16 a 64	Hombres	3228
1998	21	Campo de Cariñena	65 y más	Hombres	1201
1998	22	Campo de Belchite	0 a 15	Hombres	212
1998	22	Campo de Belchite	16 a 64	Hombres	1433
1998	22	Campo de Belchite	65 y más	Hombres	702
1998	23	Bajo Martín	0 a 15	Hombres	471
1998	23	Bajo Martín	16 a 64	Hombres	2230
1998	23	Bajo Martín	65 y más	Hombres	1104
1998	24	Campo de Daroca	0 a 15	Hombres	294
1998	24	Campo de Daroca	16 a 64	Hombres	1874
1998	24	Campo de Daroca	65 y más	Hombres	966
1998	25	Jiloca	0 a 15	Hombres	777
1998	25	Jiloca	16 a 64	Hombres	4188
1998	25	Jiloca	65 y más	Hombres	2151
1998	26	Cuencas Mineras	0 a 15	Hombres	777
1998	26	Cuencas Mineras	16 a 64	Hombres	3299
1998	26	Cuencas Mineras	65 y más	Hombres	1144
1998	27	Andorra-Sierra de Arcos	0 a 15	Hombres	1015
1998	27	Andorra-Sierra de Arcos	16 a 64	Hombres	3845
1998	27	Andorra-Sierra de Arcos	65 y más	Hombres	1151
1998	28	Bajo Aragón	0 a 15	Hombres	2044
1998	28	Bajo Aragón	16 a 64	Hombres	8166
1998	28	Bajo Aragón	65 y más	Hombres	2829
1998	29	Comunidad de Teruel	0 a 15	Hombres	3345
1998	29	Comunidad de Teruel	16 a 64	Hombres	12859
1998	29	Comunidad de Teruel	65 y más	Hombres	4338
1998	30	Maestrazgo	0 a 15	Hombres	217
1998	30	Maestrazgo	16 a 64	Hombres	1174
1998	30	Maestrazgo	65 y más	Hombres	548
1998	31	Sierra de Albarracín	0 a 15	Hombres	273
1998	31	Sierra de Albarracín	16 a 64	Hombres	1527
1998	31	Sierra de Albarracín	65 y más	Hombres	847
1998	32	Gúdar-Javalambre	0 a 15	Hombres	492
1998	32	Gúdar-Javalambre	16 a 64	Hombres	2478
1998	32	Gúdar-Javalambre	65 y más	Hombres	1124
1998	33	Matarraña / Matarranya	0 a 15	Hombres	573
1998	33	Matarraña / Matarranya	16 a 64	Hombres	2631
1998	33	Matarraña / Matarranya	65 y más	Hombres	1348
1999	01	La Jacetania	0 a 15	Hombres	1174
1999	01	La Jacetania	16 a 64	Hombres	5291
1999	01	La Jacetania	65 y más	Hombres	1639
1999	02	Alto Gállego	0 a 15	Hombres	816
1999	02	Alto Gállego	16 a 64	Hombres	4018
1999	02	Alto Gállego	65 y más	Hombres	1285
1999	03	Sobrarbe	0 a 15	Hombres	391
1999	03	Sobrarbe	16 a 64	Hombres	2205
1999	03	Sobrarbe	65 y más	Hombres	909
1999	04	La Ribagorza	0 a 15	Hombres	707
1999	04	La Ribagorza	16 a 64	Hombres	3566
1999	04	La Ribagorza	65 y más	Hombres	1631
1999	05	Cinco Villas	0 a 15	Hombres	1998
1999	05	Cinco Villas	16 a 64	Hombres	10055
1999	05	Cinco Villas	65 y más	Hombres	3220
1999	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	4297
1999	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	19049
1999	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	5572
1999	07	Somontano de Barbastro	0 a 15	Hombres	1579
1999	07	Somontano de Barbastro	16 a 64	Hombres	6748
1999	07	Somontano de Barbastro	65 y más	Hombres	2422
1999	08	Cinca Medio	0 a 15	Hombres	1557
1999	08	Cinca Medio	16 a 64	Hombres	7026
1999	08	Cinca Medio	65 y más	Hombres	2304
1999	09	La Litera / La Llitera	0 a 15	Hombres	1182
1999	09	La Litera / La Llitera	16 a 64	Hombres	5858
1999	09	La Litera / La Llitera	65 y más	Hombres	2215
1999	10	Los Monegros	0 a 15	Hombres	1286
1999	10	Los Monegros	16 a 64	Hombres	6853
1999	10	Los Monegros	65 y más	Hombres	2737
1999	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	1702
1999	11	Bajo Cinca / Baix Cinca	16 a 64	Hombres	7122
1999	11	Bajo Cinca / Baix Cinca	65 y más	Hombres	2334
1999	12	Tarazona y el Moncayo	0 a 15	Hombres	839
1999	12	Tarazona y el Moncayo	16 a 64	Hombres	4345
1999	12	Tarazona y el Moncayo	65 y más	Hombres	1616
1999	13	Campo de Borja	0 a 15	Hombres	973
1999	13	Campo de Borja	16 a 64	Hombres	4414
1999	13	Campo de Borja	65 y más	Hombres	1711
1999	14	Aranda	0 a 15	Hombres	566
1999	14	Aranda	16 a 64	Hombres	2717
1999	14	Aranda	65 y más	Hombres	773
1999	15	Ribera Alta del Ebro	0 a 15	Hombres	1619
1999	15	Ribera Alta del Ebro	16 a 64	Hombres	6970
1999	15	Ribera Alta del Ebro	65 y más	Hombres	2239
1999	16	Valdejalón	0 a 15	Hombres	1411
1999	16	Valdejalón	16 a 64	Hombres	7083
1999	16	Valdejalón	65 y más	Hombres	2470
1999	17	Central	0 a 15	Hombres	45948
1999	17	Central	16 a 64	Hombres	215176
1999	17	Central	65 y más	Hombres	45459
1999	18	Ribera Baja del Ebro	0 a 15	Hombres	599
1999	18	Ribera Baja del Ebro	16 a 64	Hombres	2943
1999	18	Ribera Baja del Ebro	65 y más	Hombres	1146
1999	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	823
1999	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	3923
1999	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	1452
1999	20	Comunidad de Calatayud	0 a 15	Hombres	2208
1999	20	Comunidad de Calatayud	16 a 64	Hombres	11756
1999	20	Comunidad de Calatayud	65 y más	Hombres	5189
1999	21	Campo de Cariñena	0 a 15	Hombres	575
1999	21	Campo de Cariñena	16 a 64	Hombres	3195
1999	21	Campo de Cariñena	65 y más	Hombres	1247
1999	22	Campo de Belchite	0 a 15	Hombres	213
1999	22	Campo de Belchite	16 a 64	Hombres	1405
1999	22	Campo de Belchite	65 y más	Hombres	723
1999	23	Bajo Martín	0 a 15	Hombres	469
1999	23	Bajo Martín	16 a 64	Hombres	2164
1999	23	Bajo Martín	65 y más	Hombres	1111
1999	24	Campo de Daroca	0 a 15	Hombres	283
1999	24	Campo de Daroca	16 a 64	Hombres	1856
1999	24	Campo de Daroca	65 y más	Hombres	999
1999	25	Jiloca	0 a 15	Hombres	730
1999	25	Jiloca	16 a 64	Hombres	4098
1999	25	Jiloca	65 y más	Hombres	2162
1999	26	Cuencas Mineras	0 a 15	Hombres	729
1999	26	Cuencas Mineras	16 a 64	Hombres	3227
1999	26	Cuencas Mineras	65 y más	Hombres	1168
1999	27	Andorra-Sierra de Arcos	0 a 15	Hombres	964
1999	27	Andorra-Sierra de Arcos	16 a 64	Hombres	3763
1999	27	Andorra-Sierra de Arcos	65 y más	Hombres	1159
1999	28	Bajo Aragón	0 a 15	Hombres	1994
1999	28	Bajo Aragón	16 a 64	Hombres	8076
1999	28	Bajo Aragón	65 y más	Hombres	2863
1999	29	Comunidad de Teruel	0 a 15	Hombres	3261
1999	29	Comunidad de Teruel	16 a 64	Hombres	12660
1999	29	Comunidad de Teruel	65 y más	Hombres	4400
1999	30	Maestrazgo	0 a 15	Hombres	211
1999	30	Maestrazgo	16 a 64	Hombres	1153
1999	30	Maestrazgo	65 y más	Hombres	558
1999	31	Sierra de Albarracín	0 a 15	Hombres	265
1999	31	Sierra de Albarracín	16 a 64	Hombres	1493
1999	31	Sierra de Albarracín	65 y más	Hombres	861
1999	32	Gúdar-Javalambre	0 a 15	Hombres	479
1999	32	Gúdar-Javalambre	16 a 64	Hombres	2398
1999	32	Gúdar-Javalambre	65 y más	Hombres	1125
1999	33	Matarraña / Matarranya	0 a 15	Hombres	562
1999	33	Matarraña / Matarranya	16 a 64	Hombres	2564
1999	33	Matarraña / Matarranya	65 y más	Hombres	1347
2000	01	La Jacetania	0 a 15	Hombres	1192
2000	01	La Jacetania	16 a 64	Hombres	5543
2000	01	La Jacetania	65 y más	Hombres	1724
2000	02	Alto Gállego	0 a 15	Hombres	811
2000	02	Alto Gállego	16 a 64	Hombres	4050
2000	02	Alto Gállego	65 y más	Hombres	1328
2000	03	Sobrarbe	0 a 15	Hombres	391
2000	03	Sobrarbe	16 a 64	Hombres	2278
2000	03	Sobrarbe	65 y más	Hombres	943
2000	04	La Ribagorza	0 a 15	Hombres	687
2000	04	La Ribagorza	16 a 64	Hombres	3706
2000	04	La Ribagorza	65 y más	Hombres	1697
2000	05	Cinco Villas	0 a 15	Hombres	1994
2000	05	Cinco Villas	16 a 64	Hombres	10348
2000	05	Cinco Villas	65 y más	Hombres	3332
2000	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	4283
2000	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	19301
2000	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	5680
2000	07	Somontano de Barbastro	0 a 15	Hombres	1587
2000	07	Somontano de Barbastro	16 a 64	Hombres	6988
2000	07	Somontano de Barbastro	65 y más	Hombres	2581
2000	08	Cinca Medio	0 a 15	Hombres	1555
2000	08	Cinca Medio	16 a 64	Hombres	7109
2000	08	Cinca Medio	65 y más	Hombres	2329
2000	09	La Litera / La Llitera	0 a 15	Hombres	1175
2000	09	La Litera / La Llitera	16 a 64	Hombres	5910
2000	09	La Litera / La Llitera	65 y más	Hombres	2239
2000	10	Los Monegros	0 a 15	Hombres	1236
2000	10	Los Monegros	16 a 64	Hombres	6929
2000	10	Los Monegros	65 y más	Hombres	2749
2000	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	1661
2000	11	Bajo Cinca / Baix Cinca	16 a 64	Hombres	7160
2000	11	Bajo Cinca / Baix Cinca	65 y más	Hombres	2369
2000	12	Tarazona y el Moncayo	0 a 15	Hombres	892
2000	12	Tarazona y el Moncayo	16 a 64	Hombres	4400
2000	12	Tarazona y el Moncayo	65 y más	Hombres	1645
2000	13	Campo de Borja	0 a 15	Hombres	956
2000	13	Campo de Borja	16 a 64	Hombres	4488
2000	13	Campo de Borja	65 y más	Hombres	1725
2000	14	Aranda	0 a 15	Hombres	541
2000	14	Aranda	16 a 64	Hombres	2735
2000	14	Aranda	65 y más	Hombres	794
2000	15	Ribera Alta del Ebro	0 a 15	Hombres	1591
2000	15	Ribera Alta del Ebro	16 a 64	Hombres	7177
2000	15	Ribera Alta del Ebro	65 y más	Hombres	2263
2000	16	Valdejalón	0 a 15	Hombres	1468
2000	16	Valdejalón	16 a 64	Hombres	7363
2000	16	Valdejalón	65 y más	Hombres	2509
2000	17	Central	0 a 15	Hombres	46732
2000	17	Central	16 a 64	Hombres	217410
2000	17	Central	65 y más	Hombres	46649
2000	18	Ribera Baja del Ebro	0 a 15	Hombres	642
2000	18	Ribera Baja del Ebro	16 a 64	Hombres	2969
2000	18	Ribera Baja del Ebro	65 y más	Hombres	1154
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	785
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	3905
2000	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	1483
2000	20	Comunidad de Calatayud	0 a 15	Hombres	2221
2000	20	Comunidad de Calatayud	16 a 64	Hombres	12035
2000	20	Comunidad de Calatayud	65 y más	Hombres	5462
2000	21	Campo de Cariñena	0 a 15	Hombres	560
2000	21	Campo de Cariñena	16 a 64	Hombres	3306
2000	21	Campo de Cariñena	65 y más	Hombres	1266
2000	22	Campo de Belchite	0 a 15	Hombres	236
2000	22	Campo de Belchite	16 a 64	Hombres	1571
2000	22	Campo de Belchite	65 y más	Hombres	864
2000	23	Bajo Martín	0 a 15	Hombres	458
2000	23	Bajo Martín	16 a 64	Hombres	2159
2000	23	Bajo Martín	65 y más	Hombres	1108
2000	24	Campo de Daroca	0 a 15	Hombres	294
2000	24	Campo de Daroca	16 a 64	Hombres	1884
2000	24	Campo de Daroca	65 y más	Hombres	1017
2000	25	Jiloca	0 a 15	Hombres	726
2000	25	Jiloca	16 a 64	Hombres	4113
2000	25	Jiloca	65 y más	Hombres	2194
2000	26	Cuencas Mineras	0 a 15	Hombres	683
2000	26	Cuencas Mineras	16 a 64	Hombres	3228
2000	26	Cuencas Mineras	65 y más	Hombres	1185
2000	27	Andorra-Sierra de Arcos	0 a 15	Hombres	907
2000	27	Andorra-Sierra de Arcos	16 a 64	Hombres	3713
2000	27	Andorra-Sierra de Arcos	65 y más	Hombres	1200
2000	28	Bajo Aragón	0 a 15	Hombres	2005
2000	28	Bajo Aragón	16 a 64	Hombres	8183
2000	28	Bajo Aragón	65 y más	Hombres	2917
2000	29	Comunidad de Teruel	0 a 15	Hombres	3307
2000	29	Comunidad de Teruel	16 a 64	Hombres	13144
2000	29	Comunidad de Teruel	65 y más	Hombres	4537
2000	30	Maestrazgo	0 a 15	Hombres	211
2000	30	Maestrazgo	16 a 64	Hombres	1184
2000	30	Maestrazgo	65 y más	Hombres	565
2000	31	Sierra de Albarracín	0 a 15	Hombres	259
2000	31	Sierra de Albarracín	16 a 64	Hombres	1510
2000	31	Sierra de Albarracín	65 y más	Hombres	883
2000	32	Gúdar-Javalambre	0 a 15	Hombres	483
2000	32	Gúdar-Javalambre	16 a 64	Hombres	2458
2000	32	Gúdar-Javalambre	65 y más	Hombres	1127
2000	33	Matarraña / Matarranya	0 a 15	Hombres	535
2000	33	Matarraña / Matarranya	16 a 64	Hombres	2567
2000	33	Matarraña / Matarranya	65 y más	Hombres	1351
2001	01	La Jacetania	0 a 15	Hombres	1192
2001	01	La Jacetania	16 a 64	Hombres	5640
2001	01	La Jacetania	65 y más	Hombres	1738
2001	02	Alto Gállego	0 a 15	Hombres	739
2001	02	Alto Gállego	16 a 64	Hombres	4015
2001	02	Alto Gállego	65 y más	Hombres	1349
2001	03	Sobrarbe	0 a 15	Hombres	380
2001	03	Sobrarbe	16 a 64	Hombres	2265
2001	03	Sobrarbe	65 y más	Hombres	965
2001	04	La Ribagorza	0 a 15	Hombres	692
2001	04	La Ribagorza	16 a 64	Hombres	3769
2001	04	La Ribagorza	65 y más	Hombres	1680
2001	05	Cinco Villas	0 a 15	Hombres	1998
2001	05	Cinco Villas	16 a 64	Hombres	10900
2001	05	Cinco Villas	65 y más	Hombres	3558
2001	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	4242
2001	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	19455
2001	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	5745
2001	07	Somontano de Barbastro	0 a 15	Hombres	1473
2001	07	Somontano de Barbastro	16 a 64	Hombres	6890
2001	07	Somontano de Barbastro	65 y más	Hombres	2640
2001	08	Cinca Medio	0 a 15	Hombres	1582
2001	08	Cinca Medio	16 a 64	Hombres	7263
2001	08	Cinca Medio	65 y más	Hombres	2383
2001	09	La Litera / La Llitera	0 a 15	Hombres	1166
2001	09	La Litera / La Llitera	16 a 64	Hombres	5952
2001	09	La Litera / La Llitera	65 y más	Hombres	2274
2001	10	Los Monegros	0 a 15	Hombres	1194
2001	10	Los Monegros	16 a 64	Hombres	6881
2001	10	Los Monegros	65 y más	Hombres	2776
2001	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	1656
2001	11	Bajo Cinca / Baix Cinca	16 a 64	Hombres	7321
2001	11	Bajo Cinca / Baix Cinca	65 y más	Hombres	2373
2001	12	Tarazona y el Moncayo	0 a 15	Hombres	888
2001	12	Tarazona y el Moncayo	16 a 64	Hombres	4436
2001	12	Tarazona y el Moncayo	65 y más	Hombres	1692
2001	13	Campo de Borja	0 a 15	Hombres	934
2001	13	Campo de Borja	16 a 64	Hombres	4697
2001	13	Campo de Borja	65 y más	Hombres	1734
2001	14	Aranda	0 a 15	Hombres	503
2001	14	Aranda	16 a 64	Hombres	2737
2001	14	Aranda	65 y más	Hombres	819
2001	15	Ribera Alta del Ebro	0 a 15	Hombres	1590
2001	15	Ribera Alta del Ebro	16 a 64	Hombres	7284
2001	15	Ribera Alta del Ebro	65 y más	Hombres	2293
2001	16	Valdejalón	0 a 15	Hombres	1487
2001	16	Valdejalón	16 a 64	Hombres	7886
2001	16	Valdejalón	65 y más	Hombres	2534
2001	17	Central	0 a 15	Hombres	46341
2001	17	Central	16 a 64	Hombres	221414
2001	17	Central	65 y más	Hombres	47528
2001	18	Ribera Baja del Ebro	0 a 15	Hombres	615
2001	18	Ribera Baja del Ebro	16 a 64	Hombres	2975
2001	18	Ribera Baja del Ebro	65 y más	Hombres	1173
2001	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	735
2001	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	3963
2001	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	1506
2001	20	Comunidad de Calatayud	0 a 15	Hombres	2175
2001	20	Comunidad de Calatayud	16 a 64	Hombres	12398
2001	20	Comunidad de Calatayud	65 y más	Hombres	5391
2001	21	Campo de Cariñena	0 a 15	Hombres	574
2001	21	Campo de Cariñena	16 a 64	Hombres	3389
2001	21	Campo de Cariñena	65 y más	Hombres	1291
2001	22	Campo de Belchite	0 a 15	Hombres	231
2001	22	Campo de Belchite	16 a 64	Hombres	1522
2001	22	Campo de Belchite	65 y más	Hombres	882
2001	23	Bajo Martín	0 a 15	Hombres	445
2001	23	Bajo Martín	16 a 64	Hombres	2128
2001	23	Bajo Martín	65 y más	Hombres	1124
2001	24	Campo de Daroca	0 a 15	Hombres	280
2001	24	Campo de Daroca	16 a 64	Hombres	1863
2001	24	Campo de Daroca	65 y más	Hombres	1026
2001	25	Jiloca	0 a 15	Hombres	709
2001	25	Jiloca	16 a 64	Hombres	4059
2001	25	Jiloca	65 y más	Hombres	2215
2001	26	Cuencas Mineras	0 a 15	Hombres	663
2001	26	Cuencas Mineras	16 a 64	Hombres	3228
2001	26	Cuencas Mineras	65 y más	Hombres	1193
2001	27	Andorra-Sierra de Arcos	0 a 15	Hombres	858
2001	27	Andorra-Sierra de Arcos	16 a 64	Hombres	3695
2001	27	Andorra-Sierra de Arcos	65 y más	Hombres	1176
2001	28	Bajo Aragón	0 a 15	Hombres	2018
2001	28	Bajo Aragón	16 a 64	Hombres	8335
2001	28	Bajo Aragón	65 y más	Hombres	2943
2001	29	Comunidad de Teruel	0 a 15	Hombres	3270
2001	29	Comunidad de Teruel	16 a 64	Hombres	13155
2001	29	Comunidad de Teruel	65 y más	Hombres	4602
2001	30	Maestrazgo	0 a 15	Hombres	198
2001	30	Maestrazgo	16 a 64	Hombres	1138
2001	30	Maestrazgo	65 y más	Hombres	575
2001	31	Sierra de Albarracín	0 a 15	Hombres	256
2001	31	Sierra de Albarracín	16 a 64	Hombres	1460
2001	31	Sierra de Albarracín	65 y más	Hombres	874
2001	32	Gúdar-Javalambre	0 a 15	Hombres	484
2001	32	Gúdar-Javalambre	16 a 64	Hombres	2468
2001	32	Gúdar-Javalambre	65 y más	Hombres	1150
2001	33	Matarraña / Matarranya	0 a 15	Hombres	534
2001	33	Matarraña / Matarranya	16 a 64	Hombres	2576
2001	33	Matarraña / Matarranya	65 y más	Hombres	1345
2002	01	La Jacetania	0 a 15	Hombres	1192
2002	01	La Jacetania	16 a 64	Hombres	5773
2002	01	La Jacetania	65 y más	Hombres	1753
2002	02	Alto Gállego	0 a 15	Hombres	759
2002	02	Alto Gállego	16 a 64	Hombres	4162
2002	02	Alto Gállego	65 y más	Hombres	1357
2002	03	Sobrarbe	0 a 15	Hombres	391
2002	03	Sobrarbe	16 a 64	Hombres	2268
2002	03	Sobrarbe	65 y más	Hombres	967
2002	04	La Ribagorza	0 a 15	Hombres	710
2002	04	La Ribagorza	16 a 64	Hombres	3922
2002	04	La Ribagorza	65 y más	Hombres	1673
2002	05	Cinco Villas	0 a 15	Hombres	2055
2002	05	Cinco Villas	16 a 64	Hombres	11270
2002	05	Cinco Villas	65 y más	Hombres	3550
2002	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	4218
2002	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	19797
2002	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	5751
2002	07	Somontano de Barbastro	0 a 15	Hombres	1549
2002	07	Somontano de Barbastro	16 a 64	Hombres	7087
2002	07	Somontano de Barbastro	65 y más	Hombres	2662
2002	08	Cinca Medio	0 a 15	Hombres	1601
2002	08	Cinca Medio	16 a 64	Hombres	7564
2002	08	Cinca Medio	65 y más	Hombres	2372
2002	09	La Litera / La Llitera	0 a 15	Hombres	1174
2002	09	La Litera / La Llitera	16 a 64	Hombres	6025
2002	09	La Litera / La Llitera	65 y más	Hombres	2291
2002	10	Los Monegros	0 a 15	Hombres	1170
2002	10	Los Monegros	16 a 64	Hombres	6913
2002	10	Los Monegros	65 y más	Hombres	2817
2002	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	1641
2002	11	Bajo Cinca / Baix Cinca	16 a 64	Hombres	7643
2002	11	Bajo Cinca / Baix Cinca	65 y más	Hombres	2368
2002	12	Tarazona y el Moncayo	0 a 15	Hombres	896
2002	12	Tarazona y el Moncayo	16 a 64	Hombres	4485
2002	12	Tarazona y el Moncayo	65 y más	Hombres	1677
2002	13	Campo de Borja	0 a 15	Hombres	916
2002	13	Campo de Borja	16 a 64	Hombres	4773
2002	13	Campo de Borja	65 y más	Hombres	1711
2002	14	Aranda	0 a 15	Hombres	511
2002	14	Aranda	16 a 64	Hombres	2761
2002	14	Aranda	65 y más	Hombres	827
2002	15	Ribera Alta del Ebro	0 a 15	Hombres	1627
2002	15	Ribera Alta del Ebro	16 a 64	Hombres	7514
2002	15	Ribera Alta del Ebro	65 y más	Hombres	2325
2002	16	Valdejalón	0 a 15	Hombres	1561
2002	16	Valdejalón	16 a 64	Hombres	8398
2002	16	Valdejalón	65 y más	Hombres	2569
2002	17	Central	0 a 15	Hombres	47170
2002	17	Central	16 a 64	Hombres	225644
2002	17	Central	65 y más	Hombres	48409
2002	18	Ribera Baja del Ebro	0 a 15	Hombres	588
2002	18	Ribera Baja del Ebro	16 a 64	Hombres	2976
2002	18	Ribera Baja del Ebro	65 y más	Hombres	1156
