Año	Residencia comarca código	Residencia comarca nombre	Tipo de nacionalidad	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad continente nombre	Sexo	Personas
2001	27	Andorra-Sierra de Arcos	Españoles	01	UE-15	Europa	Hombres	5674
2001	27	Andorra-Sierra de Arcos	Extranjeros	01	UE-15	Europa	Hombres	1
2001	27	Andorra-Sierra de Arcos	Extranjeros	02	Resto de Europa	Europa	Hombres	6
2001	27	Andorra-Sierra de Arcos	Extranjeros	03	Magreb	África	Hombres	22
2001	27	Andorra-Sierra de Arcos	Extranjeros	06	Resto de América	América	Hombres	2
2001	27	Andorra-Sierra de Arcos	Extranjeros	07	Asia	Asia	Hombres	24
2001	28	Bajo Aragón	Españoles	01	UE-15	Europa	Hombres	12995
2001	28	Bajo Aragón	Extranjeros	01	UE-15	Europa	Hombres	35
2001	28	Bajo Aragón	Extranjeros	02	Resto de Europa	Europa	Hombres	75
2001	28	Bajo Aragón	Extranjeros	03	Magreb	África	Hombres	104
2001	28	Bajo Aragón	Extranjeros	04	Resto de África	África	Hombres	34
2001	28	Bajo Aragón	Extranjeros	05	América del Norte	América	Hombres	1
2001	28	Bajo Aragón	Extranjeros	06	Resto de América	América	Hombres	41
2001	28	Bajo Aragón	Extranjeros	07	Asia	Asia	Hombres	10
2001	28	Bajo Aragón	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	1
2001	29	Comunidad de Teruel	Españoles	01	UE-15	Europa	Hombres	20885
2001	29	Comunidad de Teruel	Extranjeros	01	UE-15	Europa	Hombres	21
2001	29	Comunidad de Teruel	Extranjeros	02	Resto de Europa	Europa	Hombres	20
2001	29	Comunidad de Teruel	Extranjeros	03	Magreb	África	Hombres	50
2001	29	Comunidad de Teruel	Extranjeros	04	Resto de África	África	Hombres	7
2001	29	Comunidad de Teruel	Extranjeros	05	América del Norte	América	Hombres	2
2001	29	Comunidad de Teruel	Extranjeros	06	Resto de América	América	Hombres	26
2001	29	Comunidad de Teruel	Extranjeros	07	Asia	Asia	Hombres	15
2001	29	Comunidad de Teruel	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2001	30	Maestrazgo	Españoles	01	UE-15	Europa	Hombres	1897
2001	30	Maestrazgo	Extranjeros	01	UE-15	Europa	Hombres	2
2001	30	Maestrazgo	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2001	30	Maestrazgo	Extranjeros	03	Magreb	África	Hombres	8
2001	30	Maestrazgo	Extranjeros	07	Asia	Asia	Hombres	2
2001	31	Sierra de Albarracín	Españoles	01	UE-15	Europa	Hombres	2557
2001	31	Sierra de Albarracín	Extranjeros	01	UE-15	Europa	Hombres	13
2001	31	Sierra de Albarracín	Extranjeros	02	Resto de Europa	Europa	Hombres	2
2001	31	Sierra de Albarracín	Extranjeros	03	Magreb	África	Hombres	18
2001	32	Gúdar-Javalambre	Españoles	01	UE-15	Europa	Hombres	4005
2001	32	Gúdar-Javalambre	Extranjeros	01	UE-15	Europa	Hombres	12
2001	32	Gúdar-Javalambre	Extranjeros	02	Resto de Europa	Europa	Hombres	13
2001	32	Gúdar-Javalambre	Extranjeros	03	Magreb	África	Hombres	37
2001	32	Gúdar-Javalambre	Extranjeros	04	Resto de África	África	Hombres	1
2001	32	Gúdar-Javalambre	Extranjeros	06	Resto de América	América	Hombres	15
2001	32	Gúdar-Javalambre	Extranjeros	07	Asia	Asia	Hombres	19
2001	33	Matarraña / Matarranya	Españoles	01	UE-15	Europa	Hombres	4365
2001	33	Matarraña / Matarranya	Extranjeros	01	UE-15	Europa	Hombres	15
2001	33	Matarraña / Matarranya	Extranjeros	02	Resto de Europa	Europa	Hombres	16
2001	33	Matarraña / Matarranya	Extranjeros	03	Magreb	África	Hombres	47
2001	33	Matarraña / Matarranya	Extranjeros	04	Resto de África	África	Hombres	7
2001	33	Matarraña / Matarranya	Extranjeros	05	América del Norte	América	Hombres	1
2001	33	Matarraña / Matarranya	Extranjeros	06	Resto de América	América	Hombres	4
2002	01	La Jacetania	Españoles	01	UE-15	Europa	Hombres	8466
2002	01	La Jacetania	Extranjeros	01	UE-15	Europa	Hombres	43
2002	01	La Jacetania	Extranjeros	02	Resto de Europa	Europa	Hombres	28
2002	01	La Jacetania	Extranjeros	03	Magreb	África	Hombres	17
2002	01	La Jacetania	Extranjeros	04	Resto de África	África	Hombres	1
2002	01	La Jacetania	Extranjeros	05	América del Norte	América	Hombres	3
2002	01	La Jacetania	Extranjeros	06	Resto de América	América	Hombres	150
2002	01	La Jacetania	Extranjeros	07	Asia	Asia	Hombres	8
2002	01	La Jacetania	Extranjeros	08	Oceanía	Oceanía	Hombres	2
2002	02	Alto Gállego	Españoles	01	UE-15	Europa	Hombres	6201
2002	02	Alto Gállego	Extranjeros	01	UE-15	Europa	Hombres	27
2002	02	Alto Gállego	Extranjeros	02	Resto de Europa	Europa	Hombres	13
2002	02	Alto Gállego	Extranjeros	03	Magreb	África	Hombres	10
2002	02	Alto Gállego	Extranjeros	06	Resto de América	América	Hombres	27
2002	03	Sobrarbe	Españoles	01	UE-15	Europa	Hombres	3554
2002	03	Sobrarbe	Extranjeros	01	UE-15	Europa	Hombres	39
2002	03	Sobrarbe	Extranjeros	02	Resto de Europa	Europa	Hombres	9
2002	03	Sobrarbe	Extranjeros	03	Magreb	África	Hombres	3
2002	03	Sobrarbe	Extranjeros	04	Resto de África	África	Hombres	3
2002	03	Sobrarbe	Extranjeros	05	América del Norte	América	Hombres	1
2002	03	Sobrarbe	Extranjeros	06	Resto de América	América	Hombres	16
2002	03	Sobrarbe	Extranjeros	07	Asia	Asia	Hombres	1
2002	04	La Ribagorza	Españoles	01	UE-15	Europa	Hombres	6088
2002	04	La Ribagorza	Extranjeros	01	UE-15	Europa	Hombres	53
2002	04	La Ribagorza	Extranjeros	02	Resto de Europa	Europa	Hombres	58
2002	04	La Ribagorza	Extranjeros	03	Magreb	África	Hombres	14
2002	04	La Ribagorza	Extranjeros	04	Resto de África	África	Hombres	10
2002	04	La Ribagorza	Extranjeros	05	América del Norte	América	Hombres	2
2002	04	La Ribagorza	Extranjeros	06	Resto de América	América	Hombres	77
2002	04	La Ribagorza	Extranjeros	07	Asia	Asia	Hombres	2
2002	04	La Ribagorza	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2002	05	Cinco Villas	Españoles	01	UE-15	Europa	Hombres	15848
2002	05	Cinco Villas	Extranjeros	01	UE-15	Europa	Hombres	33
2002	05	Cinco Villas	Extranjeros	02	Resto de Europa	Europa	Hombres	255
2002	05	Cinco Villas	Extranjeros	03	Magreb	África	Hombres	569
2002	05	Cinco Villas	Extranjeros	04	Resto de África	África	Hombres	33
2002	05	Cinco Villas	Extranjeros	05	América del Norte	América	Hombres	2
2002	05	Cinco Villas	Extranjeros	06	Resto de América	América	Hombres	132
2002	05	Cinco Villas	Extranjeros	07	Asia	Asia	Hombres	2
2002	05	Cinco Villas	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2002	06	Hoya de Huesca / Plana de Uesca	Españoles	01	UE-15	Europa	Hombres	29027
2002	06	Hoya de Huesca / Plana de Uesca	Extranjeros	01	UE-15	Europa	Hombres	83
2002	06	Hoya de Huesca / Plana de Uesca	Extranjeros	02	Resto de Europa	Europa	Hombres	104
2002	06	Hoya de Huesca / Plana de Uesca	Extranjeros	03	Magreb	África	Hombres	156
2002	06	Hoya de Huesca / Plana de Uesca	Extranjeros	04	Resto de África	África	Hombres	187
2002	06	Hoya de Huesca / Plana de Uesca	Extranjeros	05	América del Norte	América	Hombres	11
2002	06	Hoya de Huesca / Plana de Uesca	Extranjeros	06	Resto de América	América	Hombres	161
2002	06	Hoya de Huesca / Plana de Uesca	Extranjeros	07	Asia	Asia	Hombres	36
2002	06	Hoya de Huesca / Plana de Uesca	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2002	07	Somontano de Barbastro	Españoles	01	UE-15	Europa	Hombres	10935
2002	07	Somontano de Barbastro	Extranjeros	01	UE-15	Europa	Hombres	44
2002	07	Somontano de Barbastro	Extranjeros	02	Resto de Europa	Europa	Hombres	48
2002	07	Somontano de Barbastro	Extranjeros	03	Magreb	África	Hombres	141
2002	07	Somontano de Barbastro	Extranjeros	04	Resto de África	África	Hombres	49
2002	07	Somontano de Barbastro	Extranjeros	05	América del Norte	América	Hombres	4
2002	07	Somontano de Barbastro	Extranjeros	06	Resto de América	América	Hombres	69
2002	07	Somontano de Barbastro	Extranjeros	07	Asia	Asia	Hombres	6
2002	07	Somontano de Barbastro	Extranjeros	08	Oceanía	Oceanía	Hombres	2
2002	08	Cinca Medio	Españoles	01	UE-15	Europa	Hombres	10662
2002	08	Cinca Medio	Extranjeros	01	UE-15	Europa	Hombres	22
2002	08	Cinca Medio	Extranjeros	02	Resto de Europa	Europa	Hombres	127
2002	08	Cinca Medio	Extranjeros	03	Magreb	África	Hombres	363
2002	08	Cinca Medio	Extranjeros	04	Resto de África	África	Hombres	295
2002	08	Cinca Medio	Extranjeros	05	América del Norte	América	Hombres	3
2002	08	Cinca Medio	Extranjeros	06	Resto de América	América	Hombres	31
2002	08	Cinca Medio	Extranjeros	07	Asia	Asia	Hombres	5
2002	08	Cinca Medio	Extranjeros	08	Oceanía	Oceanía	Hombres	29
2002	09	La Litera / La Llitera	Españoles	01	UE-15	Europa	Hombres	8967
2002	09	La Litera / La Llitera	Extranjeros	01	UE-15	Europa	Hombres	17
2002	09	La Litera / La Llitera	Extranjeros	02	Resto de Europa	Europa	Hombres	50
2002	09	La Litera / La Llitera	Extranjeros	03	Magreb	África	Hombres	88
2002	09	La Litera / La Llitera	Extranjeros	04	Resto de África	África	Hombres	282
2002	09	La Litera / La Llitera	Extranjeros	05	América del Norte	América	Hombres	2
2002	09	La Litera / La Llitera	Extranjeros	06	Resto de América	América	Hombres	79
2002	09	La Litera / La Llitera	Extranjeros	07	Asia	Asia	Hombres	1
2002	09	La Litera / La Llitera	Extranjeros	08	Oceanía	Oceanía	Hombres	4
2002	10	Los Monegros	Españoles	01	UE-15	Europa	Hombres	10632
2002	10	Los Monegros	Extranjeros	01	UE-15	Europa	Hombres	21
2002	10	Los Monegros	Extranjeros	02	Resto de Europa	Europa	Hombres	74
2002	10	Los Monegros	Extranjeros	03	Magreb	África	Hombres	71
2002	10	Los Monegros	Extranjeros	04	Resto de África	África	Hombres	35
2002	10	Los Monegros	Extranjeros	05	América del Norte	América	Hombres	3
2002	10	Los Monegros	Extranjeros	06	Resto de América	América	Hombres	64
2002	11	Bajo Cinca / Baix Cinca	Españoles	01	UE-15	Europa	Hombres	10840
2002	11	Bajo Cinca / Baix Cinca	Extranjeros	01	UE-15	Europa	Hombres	18
2002	11	Bajo Cinca / Baix Cinca	Extranjeros	02	Resto de Europa	Europa	Hombres	191
2002	11	Bajo Cinca / Baix Cinca	Extranjeros	03	Magreb	África	Hombres	454
2002	11	Bajo Cinca / Baix Cinca	Extranjeros	04	Resto de África	África	Hombres	85
2002	11	Bajo Cinca / Baix Cinca	Extranjeros	05	América del Norte	América	Hombres	3
2002	11	Bajo Cinca / Baix Cinca	Extranjeros	06	Resto de América	América	Hombres	53
2002	11	Bajo Cinca / Baix Cinca	Extranjeros	07	Asia	Asia	Hombres	8
2002	12	Tarazona y el Moncayo	Españoles	01	UE-15	Europa	Hombres	6893
2002	12	Tarazona y el Moncayo	Extranjeros	01	UE-15	Europa	Hombres	12
2002	12	Tarazona y el Moncayo	Extranjeros	02	Resto de Europa	Europa	Hombres	13
2002	12	Tarazona y el Moncayo	Extranjeros	03	Magreb	África	Hombres	49
2002	12	Tarazona y el Moncayo	Extranjeros	04	Resto de África	África	Hombres	2
2002	12	Tarazona y el Moncayo	Extranjeros	06	Resto de América	América	Hombres	88
2002	12	Tarazona y el Moncayo	Extranjeros	07	Asia	Asia	Hombres	1
2002	13	Campo de Borja	Españoles	01	UE-15	Europa	Hombres	6994
2002	13	Campo de Borja	Extranjeros	01	UE-15	Europa	Hombres	22
2002	13	Campo de Borja	Extranjeros	02	Resto de Europa	Europa	Hombres	199
2002	13	Campo de Borja	Extranjeros	03	Magreb	África	Hombres	169
2002	13	Campo de Borja	Extranjeros	04	Resto de África	África	Hombres	1
2002	13	Campo de Borja	Extranjeros	06	Resto de América	América	Hombres	14
2002	13	Campo de Borja	Extranjeros	07	Asia	Asia	Hombres	1
2002	14	Aranda	Españoles	01	UE-15	Europa	Hombres	3917
2002	14	Aranda	Extranjeros	01	UE-15	Europa	Hombres	4
2002	14	Aranda	Extranjeros	02	Resto de Europa	Europa	Hombres	38
2002	14	Aranda	Extranjeros	03	Magreb	África	Hombres	112
2002	14	Aranda	Extranjeros	06	Resto de América	América	Hombres	27
2002	14	Aranda	Extranjeros	07	Asia	Asia	Hombres	1
2002	15	Ribera Alta del Ebro	Españoles	01	UE-15	Europa	Hombres	11131
2002	15	Ribera Alta del Ebro	Extranjeros	01	UE-15	Europa	Hombres	45
2002	15	Ribera Alta del Ebro	Extranjeros	02	Resto de Europa	Europa	Hombres	112
2002	15	Ribera Alta del Ebro	Extranjeros	03	Magreb	África	Hombres	132
2002	15	Ribera Alta del Ebro	Extranjeros	04	Resto de África	África	Hombres	3
2002	15	Ribera Alta del Ebro	Extranjeros	05	América del Norte	América	Hombres	2
2002	15	Ribera Alta del Ebro	Extranjeros	06	Resto de América	América	Hombres	38
2002	15	Ribera Alta del Ebro	Extranjeros	07	Asia	Asia	Hombres	3
2002	16	Valdejalón	Españoles	01	UE-15	Europa	Hombres	11271
2002	16	Valdejalón	Extranjeros	01	UE-15	Europa	Hombres	50
2002	16	Valdejalón	Extranjeros	02	Resto de Europa	Europa	Hombres	612
2002	16	Valdejalón	Extranjeros	03	Magreb	África	Hombres	507
2002	16	Valdejalón	Extranjeros	04	Resto de África	África	Hombres	25
2002	16	Valdejalón	Extranjeros	06	Resto de América	América	Hombres	59
2002	16	Valdejalón	Extranjeros	07	Asia	Asia	Hombres	4
2002	17	Central	Españoles	01	UE-15	Europa	Hombres	307813
2002	17	Central	Extranjeros	01	UE-15	Europa	Hombres	1026
2002	17	Central	Extranjeros	02	Resto de Europa	Europa	Hombres	1932
2002	17	Central	Extranjeros	03	Magreb	África	Hombres	2609
2002	17	Central	Extranjeros	04	Resto de África	África	Hombres	2252
2002	17	Central	Extranjeros	05	América del Norte	América	Hombres	211
2002	17	Central	Extranjeros	06	Resto de América	América	Hombres	4926
2002	17	Central	Extranjeros	07	Asia	Asia	Hombres	440
2002	17	Central	Extranjeros	08	Oceanía	Oceanía	Hombres	4
2002	17	Central	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Hombres	10
2002	18	Ribera Baja del Ebro	Españoles	01	UE-15	Europa	Hombres	4629
2002	18	Ribera Baja del Ebro	Extranjeros	01	UE-15	Europa	Hombres	10
2002	18	Ribera Baja del Ebro	Extranjeros	02	Resto de Europa	Europa	Hombres	17
2002	18	Ribera Baja del Ebro	Extranjeros	03	Magreb	África	Hombres	33
2002	18	Ribera Baja del Ebro	Extranjeros	04	Resto de África	África	Hombres	8
2002	18	Ribera Baja del Ebro	Extranjeros	05	América del Norte	América	Hombres	1
2002	18	Ribera Baja del Ebro	Extranjeros	06	Resto de América	América	Hombres	22
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Españoles	01	UE-15	Europa	Hombres	5955
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	01	UE-15	Europa	Hombres	16
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	02	Resto de Europa	Europa	Hombres	7
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	03	Magreb	África	Hombres	42
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	04	Resto de África	África	Hombres	4
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	06	Resto de América	América	Hombres	9
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	07	Asia	Asia	Hombres	147
2002	20	Comunidad de Calatayud	Españoles	01	UE-15	Europa	Hombres	18962
2002	20	Comunidad de Calatayud	Extranjeros	01	UE-15	Europa	Hombres	51
2002	20	Comunidad de Calatayud	Extranjeros	02	Resto de Europa	Europa	Hombres	775
2002	20	Comunidad de Calatayud	Extranjeros	03	Magreb	África	Hombres	293
2002	20	Comunidad de Calatayud	Extranjeros	04	Resto de África	África	Hombres	4
2002	20	Comunidad de Calatayud	Extranjeros	05	América del Norte	América	Hombres	3
2002	20	Comunidad de Calatayud	Extranjeros	06	Resto de América	América	Hombres	88
2002	20	Comunidad de Calatayud	Extranjeros	07	Asia	Asia	Hombres	12
2002	21	Campo de Cariñena	Españoles	01	UE-15	Europa	Hombres	4915
2002	21	Campo de Cariñena	Extranjeros	01	UE-15	Europa	Hombres	21
2002	21	Campo de Cariñena	Extranjeros	02	Resto de Europa	Europa	Hombres	275
2002	21	Campo de Cariñena	Extranjeros	03	Magreb	África	Hombres	141
2002	21	Campo de Cariñena	Extranjeros	04	Resto de África	África	Hombres	256
2002	21	Campo de Cariñena	Extranjeros	06	Resto de América	América	Hombres	18
2002	21	Campo de Cariñena	Extranjeros	07	Asia	Asia	Hombres	1
2002	22	Campo de Belchite	Españoles	01	UE-15	Europa	Hombres	2560
2002	22	Campo de Belchite	Extranjeros	01	UE-15	Europa	Hombres	5
2002	22	Campo de Belchite	Extranjeros	02	Resto de Europa	Europa	Hombres	13
2002	22	Campo de Belchite	Extranjeros	03	Magreb	África	Hombres	8
2002	22	Campo de Belchite	Extranjeros	04	Resto de África	África	Hombres	2
2002	22	Campo de Belchite	Extranjeros	06	Resto de América	América	Hombres	3
2002	23	Bajo Martín	Españoles	01	UE-15	Europa	Hombres	3610
2002	23	Bajo Martín	Extranjeros	01	UE-15	Europa	Hombres	5
2002	23	Bajo Martín	Extranjeros	02	Resto de Europa	Europa	Hombres	25
2002	23	Bajo Martín	Extranjeros	03	Magreb	África	Hombres	40
2002	23	Bajo Martín	Extranjeros	04	Resto de África	África	Hombres	12
2002	23	Bajo Martín	Extranjeros	06	Resto de América	América	Hombres	21
2002	24	Campo de Daroca	Españoles	01	UE-15	Europa	Hombres	3084
2002	24	Campo de Daroca	Extranjeros	01	UE-15	Europa	Hombres	2
2002	24	Campo de Daroca	Extranjeros	02	Resto de Europa	Europa	Hombres	9
2002	24	Campo de Daroca	Extranjeros	03	Magreb	África	Hombres	10
2002	24	Campo de Daroca	Extranjeros	04	Resto de África	África	Hombres	1
2002	24	Campo de Daroca	Extranjeros	06	Resto de América	América	Hombres	12
2002	25	Jiloca	Españoles	01	UE-15	Europa	Hombres	6800
2002	25	Jiloca	Extranjeros	01	UE-15	Europa	Hombres	18
2002	25	Jiloca	Extranjeros	02	Resto de Europa	Europa	Hombres	69
2002	25	Jiloca	Extranjeros	03	Magreb	África	Hombres	48
2002	25	Jiloca	Extranjeros	04	Resto de África	África	Hombres	5
2002	25	Jiloca	Extranjeros	06	Resto de América	América	Hombres	42
2002	25	Jiloca	Extranjeros	07	Asia	Asia	Hombres	1
2002	26	Cuencas Mineras	Españoles	01	UE-15	Europa	Hombres	4899
2002	26	Cuencas Mineras	Extranjeros	01	UE-15	Europa	Hombres	7
2002	26	Cuencas Mineras	Extranjeros	02	Resto de Europa	Europa	Hombres	13
2002	26	Cuencas Mineras	Extranjeros	03	Magreb	África	Hombres	80
2002	26	Cuencas Mineras	Extranjeros	04	Resto de África	África	Hombres	1
2002	26	Cuencas Mineras	Extranjeros	05	América del Norte	América	Hombres	1
2002	26	Cuencas Mineras	Extranjeros	06	Resto de América	América	Hombres	12
2002	26	Cuencas Mineras	Extranjeros	07	Asia	Asia	Hombres	47
2002	27	Andorra-Sierra de Arcos	Españoles	01	UE-15	Europa	Hombres	5630
2002	27	Andorra-Sierra de Arcos	Extranjeros	01	UE-15	Europa	Hombres	3
2002	27	Andorra-Sierra de Arcos	Extranjeros	02	Resto de Europa	Europa	Hombres	48
2002	27	Andorra-Sierra de Arcos	Extranjeros	03	Magreb	África	Hombres	29
2002	27	Andorra-Sierra de Arcos	Extranjeros	06	Resto de América	América	Hombres	11
2002	27	Andorra-Sierra de Arcos	Extranjeros	07	Asia	Asia	Hombres	36
2002	28	Bajo Aragón	Españoles	01	UE-15	Europa	Hombres	12980
2002	28	Bajo Aragón	Extranjeros	01	UE-15	Europa	Hombres	36
2002	28	Bajo Aragón	Extranjeros	02	Resto de Europa	Europa	Hombres	201
2002	28	Bajo Aragón	Extranjeros	03	Magreb	África	Hombres	191
2002	28	Bajo Aragón	Extranjeros	04	Resto de África	África	Hombres	35
2002	28	Bajo Aragón	Extranjeros	05	América del Norte	América	Hombres	1
2002	28	Bajo Aragón	Extranjeros	06	Resto de América	América	Hombres	102
2002	28	Bajo Aragón	Extranjeros	07	Asia	Asia	Hombres	11
2002	29	Comunidad de Teruel	Españoles	01	UE-15	Europa	Hombres	20917
2002	29	Comunidad de Teruel	Extranjeros	01	UE-15	Europa	Hombres	26
2002	29	Comunidad de Teruel	Extranjeros	02	Resto de Europa	Europa	Hombres	115
2002	29	Comunidad de Teruel	Extranjeros	03	Magreb	África	Hombres	105
2002	29	Comunidad de Teruel	Extranjeros	04	Resto de África	África	Hombres	14
2002	29	Comunidad de Teruel	Extranjeros	05	América del Norte	América	Hombres	1
2002	29	Comunidad de Teruel	Extranjeros	06	Resto de América	América	Hombres	141
2002	29	Comunidad de Teruel	Extranjeros	07	Asia	Asia	Hombres	37
2002	29	Comunidad de Teruel	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2002	30	Maestrazgo	Españoles	01	UE-15	Europa	Hombres	1910
2002	30	Maestrazgo	Extranjeros	01	UE-15	Europa	Hombres	8
2002	30	Maestrazgo	Extranjeros	02	Resto de Europa	Europa	Hombres	11
2002	30	Maestrazgo	Extranjeros	03	Magreb	África	Hombres	17
2002	30	Maestrazgo	Extranjeros	06	Resto de América	América	Hombres	4
2002	30	Maestrazgo	Extranjeros	07	Asia	Asia	Hombres	23
2002	31	Sierra de Albarracín	Españoles	01	UE-15	Europa	Hombres	2512
2002	31	Sierra de Albarracín	Extranjeros	01	UE-15	Europa	Hombres	13
2002	31	Sierra de Albarracín	Extranjeros	02	Resto de Europa	Europa	Hombres	12
2002	31	Sierra de Albarracín	Extranjeros	03	Magreb	África	Hombres	24
2002	31	Sierra de Albarracín	Extranjeros	06	Resto de América	América	Hombres	33
2002	32	Gúdar-Javalambre	Españoles	01	UE-15	Europa	Hombres	3969
2002	32	Gúdar-Javalambre	Extranjeros	01	UE-15	Europa	Hombres	16
2002	32	Gúdar-Javalambre	Extranjeros	02	Resto de Europa	Europa	Hombres	43
2002	32	Gúdar-Javalambre	Extranjeros	03	Magreb	África	Hombres	75
2002	32	Gúdar-Javalambre	Extranjeros	04	Resto de África	África	Hombres	1
2002	32	Gúdar-Javalambre	Extranjeros	06	Resto de América	América	Hombres	54
2002	32	Gúdar-Javalambre	Extranjeros	07	Asia	Asia	Hombres	29
2002	33	Matarraña / Matarranya	Españoles	01	UE-15	Europa	Hombres	4322
2002	33	Matarraña / Matarranya	Extranjeros	01	UE-15	Europa	Hombres	18
2002	33	Matarraña / Matarranya	Extranjeros	02	Resto de Europa	Europa	Hombres	56
2002	33	Matarraña / Matarranya	Extranjeros	03	Magreb	África	Hombres	75
2002	33	Matarraña / Matarranya	Extranjeros	04	Resto de África	África	Hombres	8
2002	33	Matarraña / Matarranya	Extranjeros	05	América del Norte	América	Hombres	1
2002	33	Matarraña / Matarranya	Extranjeros	06	Resto de América	América	Hombres	21
2003	01	La Jacetania	Españoles	01	UE-15	Europa	Hombres	8405
2003	01	La Jacetania	Extranjeros	01	UE-15	Europa	Hombres	56
2003	01	La Jacetania	Extranjeros	02	Resto de Europa	Europa	Hombres	46
2003	01	La Jacetania	Extranjeros	03	Magreb	África	Hombres	33
2003	01	La Jacetania	Extranjeros	04	Resto de África	África	Hombres	2
2003	01	La Jacetania	Extranjeros	05	América del Norte	América	Hombres	3
2003	01	La Jacetania	Extranjeros	06	Resto de América	América	Hombres	227
2003	01	La Jacetania	Extranjeros	07	Asia	Asia	Hombres	8
2003	01	La Jacetania	Extranjeros	08	Oceanía	Oceanía	Hombres	2
2003	02	Alto Gállego	Españoles	01	UE-15	Europa	Hombres	6209
2003	02	Alto Gállego	Extranjeros	01	UE-15	Europa	Hombres	43
2003	02	Alto Gállego	Extranjeros	02	Resto de Europa	Europa	Hombres	57
2003	02	Alto Gállego	Extranjeros	03	Magreb	África	Hombres	28
2003	02	Alto Gállego	Extranjeros	06	Resto de América	América	Hombres	67
2003	03	Sobrarbe	Españoles	01	UE-15	Europa	Hombres	3552
2003	03	Sobrarbe	Extranjeros	01	UE-15	Europa	Hombres	47
2003	03	Sobrarbe	Extranjeros	02	Resto de Europa	Europa	Hombres	22
2003	03	Sobrarbe	Extranjeros	03	Magreb	África	Hombres	4
2003	03	Sobrarbe	Extranjeros	04	Resto de África	África	Hombres	5
2003	03	Sobrarbe	Extranjeros	06	Resto de América	América	Hombres	35
2003	03	Sobrarbe	Extranjeros	07	Asia	Asia	Hombres	1
2003	04	La Ribagorza	Españoles	01	UE-15	Europa	Hombres	6042
2003	04	La Ribagorza	Extranjeros	01	UE-15	Europa	Hombres	81
2003	04	La Ribagorza	Extranjeros	02	Resto de Europa	Europa	Hombres	98
2003	04	La Ribagorza	Extranjeros	03	Magreb	África	Hombres	16
2003	04	La Ribagorza	Extranjeros	04	Resto de África	África	Hombres	10
2003	04	La Ribagorza	Extranjeros	05	América del Norte	América	Hombres	2
2003	04	La Ribagorza	Extranjeros	06	Resto de América	América	Hombres	119
2003	04	La Ribagorza	Extranjeros	07	Asia	Asia	Hombres	2
2003	04	La Ribagorza	Extranjeros	08	Oceanía	Oceanía	Hombres	9
2003	05	Cinco Villas	Españoles	01	UE-15	Europa	Hombres	15645
2003	05	Cinco Villas	Extranjeros	01	UE-15	Europa	Hombres	34
2003	05	Cinco Villas	Extranjeros	02	Resto de Europa	Europa	Hombres	338
2003	05	Cinco Villas	Extranjeros	03	Magreb	África	Hombres	614
2003	05	Cinco Villas	Extranjeros	04	Resto de África	África	Hombres	39
2003	05	Cinco Villas	Extranjeros	05	América del Norte	América	Hombres	2
2003	05	Cinco Villas	Extranjeros	06	Resto de América	América	Hombres	192
2003	05	Cinco Villas	Extranjeros	07	Asia	Asia	Hombres	5
2003	05	Cinco Villas	Extranjeros	08	Oceanía	Oceanía	Hombres	1
2003	06	Hoya de Huesca / Plana de Uesca	Españoles	01	UE-15	Europa	Hombres	29208
2003	06	Hoya de Huesca / Plana de Uesca	Extranjeros	01	UE-15	Europa	Hombres	100
2003	06	Hoya de Huesca / Plana de Uesca	Extranjeros	02	Resto de Europa	Europa	Hombres	205
2003	06	Hoya de Huesca / Plana de Uesca	Extranjeros	03	Magreb	África	Hombres	244
2003	06	Hoya de Huesca / Plana de Uesca	Extranjeros	04	Resto de África	África	Hombres	277
2003	06	Hoya de Huesca / Plana de Uesca	Extranjeros	05	América del Norte	América	Hombres	13
2003	06	Hoya de Huesca / Plana de Uesca	Extranjeros	06	Resto de América	América	Hombres	280
2003	06	Hoya de Huesca / Plana de Uesca	Extranjeros	07	Asia	Asia	Hombres	40
2003	07	Somontano de Barbastro	Españoles	01	UE-15	Europa	Hombres	10963
2003	07	Somontano de Barbastro	Extranjeros	01	UE-15	Europa	Hombres	47
2003	07	Somontano de Barbastro	Extranjeros	02	Resto de Europa	Europa	Hombres	88
2003	07	Somontano de Barbastro	Extranjeros	03	Magreb	África	Hombres	197
2003	07	Somontano de Barbastro	Extranjeros	04	Resto de África	África	Hombres	74
2003	07	Somontano de Barbastro	Extranjeros	05	América del Norte	América	Hombres	5
