Comarca código	Comarca nombre	Situación preferente	Edad	Sexo	Personas residentes viviendas familiares
11	Bajo Cinca / Baix Cinca	Otra situación	65 y más	Hombres	2
11	Bajo Cinca / Baix Cinca	Otra situación	65 y más	Mujeres	14
12	Tarazona y el Moncayo	Estudiantes	16-25	Hombres	306
12	Tarazona y el Moncayo	Estudiantes	16-25	Mujeres	404
12	Tarazona y el Moncayo	Estudiantes	26-45	Hombres	16
12	Tarazona y el Moncayo	Estudiantes	26-45	Mujeres	29
12	Tarazona y el Moncayo	Estudiantes	46-64	Mujeres	2
12	Tarazona y el Moncayo	Estudiantes	65 y más	Hombres	1
12	Tarazona y el Moncayo	Estudiantes	65 y más	Mujeres	1
12	Tarazona y el Moncayo	Ocupados	16-25	Hombres	454
12	Tarazona y el Moncayo	Ocupados	16-25	Mujeres	288
12	Tarazona y el Moncayo	Ocupados	26-45	Hombres	1844
12	Tarazona y el Moncayo	Ocupados	26-45	Mujeres	1241
12	Tarazona y el Moncayo	Ocupados	46-64	Hombres	1022
12	Tarazona y el Moncayo	Ocupados	46-64	Mujeres	462
12	Tarazona y el Moncayo	Ocupados	65 y más	Hombres	24
12	Tarazona y el Moncayo	Ocupados	65 y más	Mujeres	29
12	Tarazona y el Moncayo	Parados buscando el primer empleo	16-25	Hombres	36
12	Tarazona y el Moncayo	Parados buscando el primer empleo	16-25	Mujeres	26
12	Tarazona y el Moncayo	Parados buscando el primer empleo	26-45	Hombres	7
12	Tarazona y el Moncayo	Parados buscando el primer empleo	26-45	Mujeres	10
12	Tarazona y el Moncayo	Parados buscando el primer empleo	46-64	Hombres	3
12	Tarazona y el Moncayo	Parados buscando el primer empleo	46-64	Mujeres	5
12	Tarazona y el Moncayo	Parados que han trabajado antes	16-25	Hombres	58
12	Tarazona y el Moncayo	Parados que han trabajado antes	16-25	Mujeres	60
12	Tarazona y el Moncayo	Parados que han trabajado antes	26-45	Hombres	115
12	Tarazona y el Moncayo	Parados que han trabajado antes	26-45	Mujeres	229
12	Tarazona y el Moncayo	Parados que han trabajado antes	46-64	Hombres	114
12	Tarazona y el Moncayo	Parados que han trabajado antes	46-64	Mujeres	96
12	Tarazona y el Moncayo	Parados que han trabajado antes	65 y más	Hombres	2
12	Tarazona y el Moncayo	Parados que han trabajado antes	65 y más	Mujeres	1
12	Tarazona y el Moncayo	Pensionistas de invalidez	16-25	Hombres	2
12	Tarazona y el Moncayo	Pensionistas de invalidez	16-25	Mujeres	1
12	Tarazona y el Moncayo	Pensionistas de invalidez	26-45	Hombres	35
12	Tarazona y el Moncayo	Pensionistas de invalidez	26-45	Mujeres	17
12	Tarazona y el Moncayo	Pensionistas de invalidez	46-64	Hombres	83
12	Tarazona y el Moncayo	Pensionistas de invalidez	46-64	Mujeres	37
12	Tarazona y el Moncayo	Pensionistas de invalidez	65 y más	Hombres	44
12	Tarazona y el Moncayo	Pensionistas de invalidez	65 y más	Mujeres	48
12	Tarazona y el Moncayo	Pensionistas de viudedad u orfandad	16-25	Mujeres	1
12	Tarazona y el Moncayo	Pensionistas de viudedad u orfandad	26-45	Hombres	2
12	Tarazona y el Moncayo	Pensionistas de viudedad u orfandad	26-45	Mujeres	6
12	Tarazona y el Moncayo	Pensionistas de viudedad u orfandad	46-64	Hombres	4
12	Tarazona y el Moncayo	Pensionistas de viudedad u orfandad	46-64	Mujeres	61
12	Tarazona y el Moncayo	Pensionistas de viudedad u orfandad	65 y más	Hombres	13
12	Tarazona y el Moncayo	Pensionistas de viudedad u orfandad	65 y más	Mujeres	573
12	Tarazona y el Moncayo	Pensionistas de jubilación	46-64	Hombres	261
12	Tarazona y el Moncayo	Pensionistas de jubilación	46-64	Mujeres	83
12	Tarazona y el Moncayo	Pensionistas de jubilación	65 y más	Hombres	1440
12	Tarazona y el Moncayo	Pensionistas de jubilación	65 y más	Mujeres	876
12	Tarazona y el Moncayo	Realizando tareas de voluntariado	16-25	Hombres	1
12	Tarazona y el Moncayo	Realizando tareas de voluntariado	26-45	Hombres	1
12	Tarazona y el Moncayo	Realizando tareas de voluntariado	46-64	Mujeres	2
12	Tarazona y el Moncayo	Dependientes	26-45	Hombres	4
12	Tarazona y el Moncayo	Dependientes	26-45	Mujeres	1
12	Tarazona y el Moncayo	Dependientes	46-64	Hombres	1
12	Tarazona y el Moncayo	Dependientes	46-64	Mujeres	1
12	Tarazona y el Moncayo	Dependientes	65 y más	Mujeres	5
12	Tarazona y el Moncayo	Realizando o compartiendo las labores del hogar	16-25	Hombres	1
12	Tarazona y el Moncayo	Realizando o compartiendo las labores del hogar	16-25	Mujeres	29
12	Tarazona y el Moncayo	Realizando o compartiendo las labores del hogar	26-45	Hombres	1
12	Tarazona y el Moncayo	Realizando o compartiendo las labores del hogar	26-45	Mujeres	339
12	Tarazona y el Moncayo	Realizando o compartiendo las labores del hogar	46-64	Hombres	2
12	Tarazona y el Moncayo	Realizando o compartiendo las labores del hogar	46-64	Mujeres	670
12	Tarazona y el Moncayo	Realizando o compartiendo las labores del hogar	65 y más	Hombres	14
12	Tarazona y el Moncayo	Realizando o compartiendo las labores del hogar	65 y más	Mujeres	454
12	Tarazona y el Moncayo	Otra situación	16-25	Hombres	1
12	Tarazona y el Moncayo	Otra situación	16-25	Mujeres	2
12	Tarazona y el Moncayo	Otra situación	26-45	Hombres	10
12	Tarazona y el Moncayo	Otra situación	26-45	Mujeres	2
12	Tarazona y el Moncayo	Otra situación	46-64	Hombres	15
12	Tarazona y el Moncayo	Otra situación	46-64	Mujeres	10
12	Tarazona y el Moncayo	Otra situación	65 y más	Hombres	4
12	Tarazona y el Moncayo	Otra situación	65 y más	Mujeres	14
13	Campo de Borja	Estudiantes	16-25	Hombres	243
13	Campo de Borja	Estudiantes	16-25	Mujeres	333
13	Campo de Borja	Estudiantes	26-45	Hombres	13
13	Campo de Borja	Estudiantes	26-45	Mujeres	28
13	Campo de Borja	Estudiantes	46-64	Hombres	3
13	Campo de Borja	Estudiantes	46-64	Mujeres	1
13	Campo de Borja	Ocupados	16-25	Hombres	519
13	Campo de Borja	Ocupados	16-25	Mujeres	322
13	Campo de Borja	Ocupados	26-45	Hombres	2102
13	Campo de Borja	Ocupados	26-45	Mujeres	990
13	Campo de Borja	Ocupados	46-64	Hombres	1221
13	Campo de Borja	Ocupados	46-64	Mujeres	356
13	Campo de Borja	Ocupados	65 y más	Hombres	27
13	Campo de Borja	Ocupados	65 y más	Mujeres	22
13	Campo de Borja	Parados buscando el primer empleo	16-25	Hombres	16
13	Campo de Borja	Parados buscando el primer empleo	16-25	Mujeres	41
13	Campo de Borja	Parados buscando el primer empleo	26-45	Hombres	13
13	Campo de Borja	Parados buscando el primer empleo	26-45	Mujeres	18
13	Campo de Borja	Parados buscando el primer empleo	46-64	Mujeres	4
13	Campo de Borja	Parados que han trabajado antes	16-25	Hombres	47
13	Campo de Borja	Parados que han trabajado antes	16-25	Mujeres	51
13	Campo de Borja	Parados que han trabajado antes	26-45	Hombres	84
13	Campo de Borja	Parados que han trabajado antes	26-45	Mujeres	177
13	Campo de Borja	Parados que han trabajado antes	46-64	Hombres	57
13	Campo de Borja	Parados que han trabajado antes	46-64	Mujeres	32
13	Campo de Borja	Parados que han trabajado antes	65 y más	Hombres	2
13	Campo de Borja	Parados que han trabajado antes	65 y más	Mujeres	1
13	Campo de Borja	Pensionistas de invalidez	16-25	Hombres	1
13	Campo de Borja	Pensionistas de invalidez	26-45	Hombres	36
13	Campo de Borja	Pensionistas de invalidez	26-45	Mujeres	13
13	Campo de Borja	Pensionistas de invalidez	46-64	Hombres	82
13	Campo de Borja	Pensionistas de invalidez	46-64	Mujeres	26
13	Campo de Borja	Pensionistas de invalidez	65 y más	Hombres	37
13	Campo de Borja	Pensionistas de invalidez	65 y más	Mujeres	31
13	Campo de Borja	Pensionistas de viudedad u orfandad	26-45	Hombres	2
13	Campo de Borja	Pensionistas de viudedad u orfandad	26-45	Mujeres	9
13	Campo de Borja	Pensionistas de viudedad u orfandad	46-64	Hombres	3
13	Campo de Borja	Pensionistas de viudedad u orfandad	46-64	Mujeres	62
13	Campo de Borja	Pensionistas de viudedad u orfandad	65 y más	Hombres	8
13	Campo de Borja	Pensionistas de viudedad u orfandad	65 y más	Mujeres	568
13	Campo de Borja	Pensionistas de jubilación	46-64	Hombres	159
13	Campo de Borja	Pensionistas de jubilación	46-64	Mujeres	55
13	Campo de Borja	Pensionistas de jubilación	65 y más	Hombres	1517
13	Campo de Borja	Pensionistas de jubilación	65 y más	Mujeres	693
13	Campo de Borja	Realizando tareas de voluntariado	16-25	Hombres	1
13	Campo de Borja	Realizando tareas de voluntariado	26-45	Hombres	2
13	Campo de Borja	Realizando tareas de voluntariado	65 y más	Hombres	1
13	Campo de Borja	Realizando tareas de voluntariado	65 y más	Mujeres	1
13	Campo de Borja	Dependientes	16-25	Hombres	2
13	Campo de Borja	Dependientes	26-45	Hombres	1
13	Campo de Borja	Dependientes	26-45	Mujeres	2
13	Campo de Borja	Dependientes	46-64	Mujeres	3
13	Campo de Borja	Dependientes	65 y más	Hombres	2
13	Campo de Borja	Dependientes	65 y más	Mujeres	16
13	Campo de Borja	Realizando o compartiendo las labores del hogar	16-25	Mujeres	25
13	Campo de Borja	Realizando o compartiendo las labores del hogar	26-45	Hombres	2
13	Campo de Borja	Realizando o compartiendo las labores del hogar	26-45	Mujeres	591
13	Campo de Borja	Realizando o compartiendo las labores del hogar	46-64	Mujeres	804
13	Campo de Borja	Realizando o compartiendo las labores del hogar	65 y más	Hombres	25
13	Campo de Borja	Realizando o compartiendo las labores del hogar	65 y más	Mujeres	565
13	Campo de Borja	Otra situación	16-25	Hombres	10
13	Campo de Borja	Otra situación	16-25	Mujeres	11
13	Campo de Borja	Otra situación	26-45	Hombres	12
13	Campo de Borja	Otra situación	26-45	Mujeres	9
13	Campo de Borja	Otra situación	46-64	Hombres	15
13	Campo de Borja	Otra situación	46-64	Mujeres	3
13	Campo de Borja	Otra situación	65 y más	Hombres	5
13	Campo de Borja	Otra situación	65 y más	Mujeres	8
14	Aranda	Estudiantes	16-25	Hombres	122
14	Aranda	Estudiantes	16-25	Mujeres	161
14	Aranda	Estudiantes	26-45	Hombres	10
14	Aranda	Estudiantes	26-45	Mujeres	9
14	Aranda	Estudiantes	46-64	Mujeres	2
14	Aranda	Ocupados	16-25	Hombres	335
14	Aranda	Ocupados	16-25	Mujeres	233
14	Aranda	Ocupados	26-45	Hombres	1176
14	Aranda	Ocupados	26-45	Mujeres	588
14	Aranda	Ocupados	46-64	Hombres	651
14	Aranda	Ocupados	46-64	Mujeres	163
14	Aranda	Ocupados	65 y más	Hombres	27
14	Aranda	Ocupados	65 y más	Mujeres	26
14	Aranda	Parados buscando el primer empleo	16-25	Hombres	21
14	Aranda	Parados buscando el primer empleo	16-25	Mujeres	10
14	Aranda	Parados buscando el primer empleo	26-45	Hombres	7
14	Aranda	Parados buscando el primer empleo	26-45	Mujeres	16
14	Aranda	Parados buscando el primer empleo	46-64	Hombres	4
14	Aranda	Parados buscando el primer empleo	46-64	Mujeres	1
14	Aranda	Parados que han trabajado antes	16-25	Hombres	27
14	Aranda	Parados que han trabajado antes	16-25	Mujeres	19
14	Aranda	Parados que han trabajado antes	26-45	Hombres	65
14	Aranda	Parados que han trabajado antes	26-45	Mujeres	115
14	Aranda	Parados que han trabajado antes	46-64	Hombres	52
14	Aranda	Parados que han trabajado antes	46-64	Mujeres	34
14	Aranda	Parados que han trabajado antes	65 y más	Mujeres	1
14	Aranda	Pensionistas de invalidez	16-25	Hombres	2
14	Aranda	Pensionistas de invalidez	16-25	Mujeres	3
14	Aranda	Pensionistas de invalidez	26-45	Hombres	14
14	Aranda	Pensionistas de invalidez	26-45	Mujeres	8
14	Aranda	Pensionistas de invalidez	46-64	Hombres	58
14	Aranda	Pensionistas de invalidez	46-64	Mujeres	21
14	Aranda	Pensionistas de invalidez	65 y más	Hombres	14
14	Aranda	Pensionistas de invalidez	65 y más	Mujeres	17
14	Aranda	Pensionistas de viudedad u orfandad	16-25	Mujeres	1
14	Aranda	Pensionistas de viudedad u orfandad	26-45	Mujeres	1
14	Aranda	Pensionistas de viudedad u orfandad	46-64	Hombres	2
14	Aranda	Pensionistas de viudedad u orfandad	46-64	Mujeres	41
14	Aranda	Pensionistas de viudedad u orfandad	65 y más	Hombres	6
14	Aranda	Pensionistas de viudedad u orfandad	65 y más	Mujeres	277
14	Aranda	Pensionistas de jubilación	46-64	Hombres	118
14	Aranda	Pensionistas de jubilación	46-64	Mujeres	34
14	Aranda	Pensionistas de jubilación	65 y más	Hombres	744
14	Aranda	Pensionistas de jubilación	65 y más	Mujeres	334
14	Aranda	Realizando tareas de voluntariado	16-25	Mujeres	1
14	Aranda	Realizando tareas de voluntariado	46-64	Hombres	1
14	Aranda	Dependientes	16-25	Hombres	1
14	Aranda	Dependientes	16-25	Mujeres	1
14	Aranda	Dependientes	26-45	Hombres	1
14	Aranda	Dependientes	26-45	Mujeres	1
14	Aranda	Dependientes	46-64	Mujeres	1
14	Aranda	Dependientes	65 y más	Hombres	2
14	Aranda	Dependientes	65 y más	Mujeres	10
14	Aranda	Realizando o compartiendo las labores del hogar	16-25	Hombres	1
14	Aranda	Realizando o compartiendo las labores del hogar	16-25	Mujeres	16
14	Aranda	Realizando o compartiendo las labores del hogar	26-45	Hombres	3
14	Aranda	Realizando o compartiendo las labores del hogar	26-45	Mujeres	397
14	Aranda	Realizando o compartiendo las labores del hogar	46-64	Hombres	4
14	Aranda	Realizando o compartiendo las labores del hogar	46-64	Mujeres	466
14	Aranda	Realizando o compartiendo las labores del hogar	65 y más	Hombres	9
14	Aranda	Realizando o compartiendo las labores del hogar	65 y más	Mujeres	286
14	Aranda	Otra situación	16-25	Hombres	4
14	Aranda	Otra situación	16-25	Mujeres	2
14	Aranda	Otra situación	26-45	Hombres	3
14	Aranda	Otra situación	26-45	Mujeres	5
14	Aranda	Otra situación	46-64	Hombres	7
14	Aranda	Otra situación	46-64	Mujeres	6
14	Aranda	Otra situación	65 y más	Hombres	4
14	Aranda	Otra situación	65 y más	Mujeres	10
15	Ribera Alta del Ebro	Estudiantes	16-25	Hombres	452
15	Ribera Alta del Ebro	Estudiantes	16-25	Mujeres	586
15	Ribera Alta del Ebro	Estudiantes	26-45	Hombres	17
15	Ribera Alta del Ebro	Estudiantes	26-45	Mujeres	44
15	Ribera Alta del Ebro	Estudiantes	46-64	Hombres	1
15	Ribera Alta del Ebro	Estudiantes	46-64	Mujeres	8
15	Ribera Alta del Ebro	Estudiantes	65 y más	Hombres	3
15	Ribera Alta del Ebro	Estudiantes	65 y más	Mujeres	1
15	Ribera Alta del Ebro	Ocupados	16-25	Hombres	850
15	Ribera Alta del Ebro	Ocupados	16-25	Mujeres	605
15	Ribera Alta del Ebro	Ocupados	26-45	Hombres	3178
15	Ribera Alta del Ebro	Ocupados	26-45	Mujeres	1840
15	Ribera Alta del Ebro	Ocupados	46-64	Hombres	1893
15	Ribera Alta del Ebro	Ocupados	46-64	Mujeres	623
15	Ribera Alta del Ebro	Ocupados	65 y más	Hombres	41
15	Ribera Alta del Ebro	Ocupados	65 y más	Mujeres	50
15	Ribera Alta del Ebro	Parados buscando el primer empleo	16-25	Hombres	33
15	Ribera Alta del Ebro	Parados buscando el primer empleo	16-25	Mujeres	52
15	Ribera Alta del Ebro	Parados buscando el primer empleo	26-45	Hombres	22
15	Ribera Alta del Ebro	Parados buscando el primer empleo	26-45	Mujeres	22
15	Ribera Alta del Ebro	Parados buscando el primer empleo	46-64	Hombres	3
15	Ribera Alta del Ebro	Parados buscando el primer empleo	46-64	Mujeres	3
15	Ribera Alta del Ebro	Parados que han trabajado antes	16-25	Hombres	85
15	Ribera Alta del Ebro	Parados que han trabajado antes	16-25	Mujeres	79
15	Ribera Alta del Ebro	Parados que han trabajado antes	26-45	Hombres	130
15	Ribera Alta del Ebro	Parados que han trabajado antes	26-45	Mujeres	216
15	Ribera Alta del Ebro	Parados que han trabajado antes	46-64	Hombres	89
15	Ribera Alta del Ebro	Parados que han trabajado antes	46-64	Mujeres	53
15	Ribera Alta del Ebro	Parados que han trabajado antes	65 y más	Mujeres	1
15	Ribera Alta del Ebro	Pensionistas de invalidez	16-25	Hombres	5
15	Ribera Alta del Ebro	Pensionistas de invalidez	16-25	Mujeres	3
15	Ribera Alta del Ebro	Pensionistas de invalidez	26-45	Hombres	58
15	Ribera Alta del Ebro	Pensionistas de invalidez	26-45	Mujeres	33
15	Ribera Alta del Ebro	Pensionistas de invalidez	46-64	Hombres	169
15	Ribera Alta del Ebro	Pensionistas de invalidez	46-64	Mujeres	47
15	Ribera Alta del Ebro	Pensionistas de invalidez	65 y más	Hombres	81
15	Ribera Alta del Ebro	Pensionistas de invalidez	65 y más	Mujeres	50
15	Ribera Alta del Ebro	Pensionistas de viudedad u orfandad	26-45	Hombres	1
15	Ribera Alta del Ebro	Pensionistas de viudedad u orfandad	26-45	Mujeres	8
15	Ribera Alta del Ebro	Pensionistas de viudedad u orfandad	46-64	Hombres	2
15	Ribera Alta del Ebro	Pensionistas de viudedad u orfandad	46-64	Mujeres	101
15	Ribera Alta del Ebro	Pensionistas de viudedad u orfandad	65 y más	Hombres	10
15	Ribera Alta del Ebro	Pensionistas de viudedad u orfandad	65 y más	Mujeres	991
15	Ribera Alta del Ebro	Pensionistas de jubilación	46-64	Hombres	269
15	Ribera Alta del Ebro	Pensionistas de jubilación	46-64	Mujeres	52
15	Ribera Alta del Ebro	Pensionistas de jubilación	65 y más	Hombres	2041
15	Ribera Alta del Ebro	Pensionistas de jubilación	65 y más	Mujeres	622
15	Ribera Alta del Ebro	Realizando tareas de voluntariado	26-45	Mujeres	1
15	Ribera Alta del Ebro	Dependientes	16-25	Mujeres	1
15	Ribera Alta del Ebro	Dependientes	26-45	Hombres	3
15	Ribera Alta del Ebro	Dependientes	26-45	Mujeres	5
15	Ribera Alta del Ebro	Dependientes	46-64	Hombres	2
15	Ribera Alta del Ebro	Dependientes	46-64	Mujeres	6
15	Ribera Alta del Ebro	Dependientes	65 y más	Hombres	2
15	Ribera Alta del Ebro	Dependientes	65 y más	Mujeres	29
15	Ribera Alta del Ebro	Realizando o compartiendo las labores del hogar	16-25	Hombres	3
15	Ribera Alta del Ebro	Realizando o compartiendo las labores del hogar	16-25	Mujeres	72
15	Ribera Alta del Ebro	Realizando o compartiendo las labores del hogar	26-45	Hombres	6
15	Ribera Alta del Ebro	Realizando o compartiendo las labores del hogar	26-45	Mujeres	919
15	Ribera Alta del Ebro	Realizando o compartiendo las labores del hogar	46-64	Hombres	6
15	Ribera Alta del Ebro	Realizando o compartiendo las labores del hogar	46-64	Mujeres	1211
15	Ribera Alta del Ebro	Realizando o compartiendo las labores del hogar	65 y más	Hombres	15
15	Ribera Alta del Ebro	Realizando o compartiendo las labores del hogar	65 y más	Mujeres	999
15	Ribera Alta del Ebro	Otra situación	16-25	Hombres	10
15	Ribera Alta del Ebro	Otra situación	16-25	Mujeres	4
15	Ribera Alta del Ebro	Otra situación	26-45	Hombres	17
15	Ribera Alta del Ebro	Otra situación	26-45	Mujeres	10
15	Ribera Alta del Ebro	Otra situación	46-64	Hombres	5
15	Ribera Alta del Ebro	Otra situación	46-64	Mujeres	6
15	Ribera Alta del Ebro	Otra situación	65 y más	Hombres	1
15	Ribera Alta del Ebro	Otra situación	65 y más	Mujeres	18
16	Valdejalón	Estudiantes	16-25	Hombres	429
16	Valdejalón	Estudiantes	16-25	Mujeres	554
16	Valdejalón	Estudiantes	26-45	Hombres	17
16	Valdejalón	Estudiantes	26-45	Mujeres	62
16	Valdejalón	Estudiantes	46-64	Hombres	5
16	Valdejalón	Estudiantes	46-64	Mujeres	42
16	Valdejalón	Estudiantes	65 y más	Hombres	7
16	Valdejalón	Estudiantes	65 y más	Mujeres	25
16	Valdejalón	Ocupados	16-25	Hombres	875
16	Valdejalón	Ocupados	16-25	Mujeres	470
16	Valdejalón	Ocupados	26-45	Hombres	3422
16	Valdejalón	Ocupados	26-45	Mujeres	1747
16	Valdejalón	Ocupados	46-64	Hombres	1933
16	Valdejalón	Ocupados	46-64	Mujeres	565
16	Valdejalón	Ocupados	65 y más	Hombres	49
16	Valdejalón	Ocupados	65 y más	Mujeres	50
16	Valdejalón	Parados buscando el primer empleo	16-25	Hombres	69
16	Valdejalón	Parados buscando el primer empleo	16-25	Mujeres	42
16	Valdejalón	Parados buscando el primer empleo	26-45	Hombres	54
16	Valdejalón	Parados buscando el primer empleo	26-45	Mujeres	43
16	Valdejalón	Parados buscando el primer empleo	46-64	Hombres	11
16	Valdejalón	Parados buscando el primer empleo	46-64	Mujeres	4
16	Valdejalón	Parados que han trabajado antes	16-25	Hombres	113
16	Valdejalón	Parados que han trabajado antes	16-25	Mujeres	67
16	Valdejalón	Parados que han trabajado antes	26-45	Hombres	182
16	Valdejalón	Parados que han trabajado antes	26-45	Mujeres	234
16	Valdejalón	Parados que han trabajado antes	46-64	Hombres	112
16	Valdejalón	Parados que han trabajado antes	46-64	Mujeres	63
16	Valdejalón	Parados que han trabajado antes	65 y más	Hombres	1
16	Valdejalón	Parados que han trabajado antes	65 y más	Mujeres	1
16	Valdejalón	Pensionistas de invalidez	16-25	Hombres	6
16	Valdejalón	Pensionistas de invalidez	16-25	Mujeres	1
16	Valdejalón	Pensionistas de invalidez	26-45	Hombres	50
16	Valdejalón	Pensionistas de invalidez	26-45	Mujeres	19
16	Valdejalón	Pensionistas de invalidez	46-64	Hombres	142
16	Valdejalón	Pensionistas de invalidez	46-64	Mujeres	44
16	Valdejalón	Pensionistas de invalidez	65 y más	Hombres	73
16	Valdejalón	Pensionistas de invalidez	65 y más	Mujeres	45
16	Valdejalón	Pensionistas de viudedad u orfandad	26-45	Mujeres	5
16	Valdejalón	Pensionistas de viudedad u orfandad	46-64	Hombres	7
16	Valdejalón	Pensionistas de viudedad u orfandad	46-64	Mujeres	107
16	Valdejalón	Pensionistas de viudedad u orfandad	65 y más	Hombres	25
16	Valdejalón	Pensionistas de viudedad u orfandad	65 y más	Mujeres	884
16	Valdejalón	Pensionistas de jubilación	46-64	Hombres	286
16	Valdejalón	Pensionistas de jubilación	46-64	Mujeres	58
16	Valdejalón	Pensionistas de jubilación	65 y más	Hombres	2279
16	Valdejalón	Pensionistas de jubilación	65 y más	Mujeres	719
16	Valdejalón	Realizando tareas de voluntariado	26-45	Hombres	2
16	Valdejalón	Realizando tareas de voluntariado	26-45	Mujeres	1
16	Valdejalón	Realizando tareas de voluntariado	46-64	Mujeres	1
16	Valdejalón	Realizando tareas de voluntariado	65 y más	Mujeres	1
16	Valdejalón	Dependientes	16-25	Mujeres	4
16	Valdejalón	Dependientes	26-45	Hombres	2
16	Valdejalón	Dependientes	26-45	Mujeres	4
16	Valdejalón	Dependientes	46-64	Mujeres	5
16	Valdejalón	Dependientes	65 y más	Hombres	4
16	Valdejalón	Dependientes	65 y más	Mujeres	35
16	Valdejalón	Realizando o compartiendo las labores del hogar	16-25	Hombres	3
16	Valdejalón	Realizando o compartiendo las labores del hogar	16-25	Mujeres	93
16	Valdejalón	Realizando o compartiendo las labores del hogar	26-45	Hombres	8
16	Valdejalón	Realizando o compartiendo las labores del hogar	26-45	Mujeres	937
16	Valdejalón	Realizando o compartiendo las labores del hogar	46-64	Hombres	10
16	Valdejalón	Realizando o compartiendo las labores del hogar	46-64	Mujeres	1277
16	Valdejalón	Realizando o compartiendo las labores del hogar	65 y más	Hombres	30
16	Valdejalón	Realizando o compartiendo las labores del hogar	65 y más	Mujeres	1053
16	Valdejalón	Otra situación	16-25	Hombres	6
16	Valdejalón	Otra situación	16-25	Mujeres	4
16	Valdejalón	Otra situación	26-45	Hombres	12
16	Valdejalón	Otra situación	26-45	Mujeres	8
16	Valdejalón	Otra situación	46-64	Hombres	8
16	Valdejalón	Otra situación	46-64	Mujeres	5
16	Valdejalón	Otra situación	65 y más	Mujeres	12
17	D.C. Zaragoza	Estudiantes	16-25	Hombres	19584
17	D.C. Zaragoza	Estudiantes	16-25	Mujeres	20583
17	D.C. Zaragoza	Estudiantes	26-45	Hombres	1834
17	D.C. Zaragoza	Estudiantes	26-45	Mujeres	2593
17	D.C. Zaragoza	Estudiantes	46-64	Hombres	172
17	D.C. Zaragoza	Estudiantes	46-64	Mujeres	801
17	D.C. Zaragoza	Estudiantes	65 y más	Hombres	109
17	D.C. Zaragoza	Estudiantes	65 y más	Mujeres	244
17	D.C. Zaragoza	Ocupados	16-25	Hombres	20650
17	D.C. Zaragoza	Ocupados	16-25	Mujeres	16720
17	D.C. Zaragoza	Ocupados	26-45	Hombres	93741
17	D.C. Zaragoza	Ocupados	26-45	Mujeres	66606
17	D.C. Zaragoza	Ocupados	46-64	Hombres	54189
17	D.C. Zaragoza	Ocupados	46-64	Mujeres	26322
17	D.C. Zaragoza	Ocupados	65 y más	Hombres	1474
17	D.C. Zaragoza	Ocupados	65 y más	Mujeres	1256
17	D.C. Zaragoza	Parados buscando el primer empleo	16-25	Hombres	1680
17	D.C. Zaragoza	Parados buscando el primer empleo	16-25	Mujeres	1907
17	D.C. Zaragoza	Parados buscando el primer empleo	26-45	Hombres	1135
17	D.C. Zaragoza	Parados buscando el primer empleo	26-45	Mujeres	1684
17	D.C. Zaragoza	Parados buscando el primer empleo	46-64	Hombres	215
17	D.C. Zaragoza	Parados buscando el primer empleo	46-64	Mujeres	390
17	D.C. Zaragoza	Parados que han trabajado antes	16-25	Hombres	3048
17	D.C. Zaragoza	Parados que han trabajado antes	16-25	Mujeres	3098
17	D.C. Zaragoza	Parados que han trabajado antes	26-45	Hombres	5842
17	D.C. Zaragoza	Parados que han trabajado antes	26-45	Mujeres	10698
17	D.C. Zaragoza	Parados que han trabajado antes	46-64	Hombres	3223
17	D.C. Zaragoza	Parados que han trabajado antes	46-64	Mujeres	3567
17	D.C. Zaragoza	Parados que han trabajado antes	65 y más	Hombres	46
17	D.C. Zaragoza	Parados que han trabajado antes	65 y más	Mujeres	81
17	D.C. Zaragoza	Pensionistas de invalidez	16-25	Hombres	123
17	D.C. Zaragoza	Pensionistas de invalidez	16-25	Mujeres	76
17	D.C. Zaragoza	Pensionistas de invalidez	26-45	Hombres	1549
17	D.C. Zaragoza	Pensionistas de invalidez	26-45	Mujeres	898
17	D.C. Zaragoza	Pensionistas de invalidez	46-64	Hombres	4465
17	D.C. Zaragoza	Pensionistas de invalidez	46-64	Mujeres	1868
17	D.C. Zaragoza	Pensionistas de invalidez	65 y más	Hombres	2806
17	D.C. Zaragoza	Pensionistas de invalidez	65 y más	Mujeres	1531
17	D.C. Zaragoza	Pensionistas de viudedad u orfandad	16-25	Hombres	35
17	D.C. Zaragoza	Pensionistas de viudedad u orfandad	16-25	Mujeres	35
17	D.C. Zaragoza	Pensionistas de viudedad u orfandad	26-45	Hombres	96
17	D.C. Zaragoza	Pensionistas de viudedad u orfandad	26-45	Mujeres	369
17	D.C. Zaragoza	Pensionistas de viudedad u orfandad	46-64	Hombres	192
17	D.C. Zaragoza	Pensionistas de viudedad u orfandad	46-64	Mujeres	3637
17	D.C. Zaragoza	Pensionistas de viudedad u orfandad	65 y más	Hombres	526
17	D.C. Zaragoza	Pensionistas de viudedad u orfandad	65 y más	Mujeres	22669
17	D.C. Zaragoza	Pensionistas de jubilación	46-64	Hombres	7976
17	D.C. Zaragoza	Pensionistas de jubilación	46-64	Mujeres	2460
17	D.C. Zaragoza	Pensionistas de jubilación	65 y más	Hombres	40846
17	D.C. Zaragoza	Pensionistas de jubilación	65 y más	Mujeres	18134
17	D.C. Zaragoza	Realizando tareas de voluntariado	16-25	Hombres	22
17	D.C. Zaragoza	Realizando tareas de voluntariado	16-25	Mujeres	18
