Año	Residencia comarca código	Residencia comarca nombre	Edad (grupos quinquenales)	Sexo	Personas
2000	27	Andorra-Sierra de Arcos	35 a 39	Hombres	509
2000	27	Andorra-Sierra de Arcos	40 a 44	Hombres	515
2000	27	Andorra-Sierra de Arcos	45 a 49	Hombres	395
2000	27	Andorra-Sierra de Arcos	50 a 54	Hombres	309
2000	27	Andorra-Sierra de Arcos	55 a 59	Hombres	268
2000	27	Andorra-Sierra de Arcos	60 a 64	Hombres	218
2000	27	Andorra-Sierra de Arcos	65 a 69	Hombres	356
2000	27	Andorra-Sierra de Arcos	70 a 74	Hombres	367
2000	27	Andorra-Sierra de Arcos	75 a 79	Hombres	251
2000	27	Andorra-Sierra de Arcos	80 a 84	Hombres	125
2000	27	Andorra-Sierra de Arcos	85 a 89	Hombres	71
2000	27	Andorra-Sierra de Arcos	90 a 94	Hombres	26
2000	27	Andorra-Sierra de Arcos	95 y más	Hombres	4
2000	28	Bajo Aragón	00 a 04	Hombres	564
2000	28	Bajo Aragón	05 a 09	Hombres	575
2000	28	Bajo Aragón	10 a 14	Hombres	709
2000	28	Bajo Aragón	15 a 19	Hombres	770
2000	28	Bajo Aragón	20 a 24	Hombres	875
2000	28	Bajo Aragón	25 a 29	Hombres	932
2000	28	Bajo Aragón	30 a 34	Hombres	1000
2000	28	Bajo Aragón	35 a 39	Hombres	1029
2000	28	Bajo Aragón	40 a 44	Hombres	964
2000	28	Bajo Aragón	45 a 49	Hombres	777
2000	28	Bajo Aragón	50 a 54	Hombres	744
2000	28	Bajo Aragón	55 a 59	Hombres	647
2000	28	Bajo Aragón	60 a 64	Hombres	602
2000	28	Bajo Aragón	65 a 69	Hombres	845
2000	28	Bajo Aragón	70 a 74	Hombres	801
2000	28	Bajo Aragón	75 a 79	Hombres	667
2000	28	Bajo Aragón	80 a 84	Hombres	329
2000	28	Bajo Aragón	85 a 89	Hombres	182
2000	28	Bajo Aragón	90 a 94	Hombres	82
2000	28	Bajo Aragón	95 y más	Hombres	11
2000	29	Comunidad de Teruel	00 a 04	Hombres	853
2000	29	Comunidad de Teruel	05 a 09	Hombres	1086
2000	29	Comunidad de Teruel	10 a 14	Hombres	1116
2000	29	Comunidad de Teruel	15 a 19	Hombres	1258
2000	29	Comunidad de Teruel	20 a 24	Hombres	1328
2000	29	Comunidad de Teruel	25 a 29	Hombres	1420
2000	29	Comunidad de Teruel	30 a 34	Hombres	1591
2000	29	Comunidad de Teruel	35 a 39	Hombres	1678
2000	29	Comunidad de Teruel	40 a 44	Hombres	1623
2000	29	Comunidad de Teruel	45 a 49	Hombres	1328
2000	29	Comunidad de Teruel	50 a 54	Hombres	1146
2000	29	Comunidad de Teruel	55 a 59	Hombres	1049
2000	29	Comunidad de Teruel	60 a 64	Hombres	975
2000	29	Comunidad de Teruel	65 a 69	Hombres	1360
2000	29	Comunidad de Teruel	70 a 74	Hombres	1234
2000	29	Comunidad de Teruel	75 a 79	Hombres	975
2000	29	Comunidad de Teruel	80 a 84	Hombres	504
2000	29	Comunidad de Teruel	85 a 89	Hombres	310
2000	29	Comunidad de Teruel	90 a 94	Hombres	131
2000	29	Comunidad de Teruel	95 y más	Hombres	23
2000	30	Maestrazgo	00 a 04	Hombres	52
2000	30	Maestrazgo	05 a 09	Hombres	67
2000	30	Maestrazgo	10 a 14	Hombres	78
2000	30	Maestrazgo	15 a 19	Hombres	79
2000	30	Maestrazgo	20 a 24	Hombres	117
2000	30	Maestrazgo	25 a 29	Hombres	115
2000	30	Maestrazgo	30 a 34	Hombres	135
2000	30	Maestrazgo	35 a 39	Hombres	151
2000	30	Maestrazgo	40 a 44	Hombres	132
2000	30	Maestrazgo	45 a 49	Hombres	124
2000	30	Maestrazgo	50 a 54	Hombres	121
2000	30	Maestrazgo	55 a 59	Hombres	100
2000	30	Maestrazgo	60 a 64	Hombres	124
2000	30	Maestrazgo	65 a 69	Hombres	161
2000	30	Maestrazgo	70 a 74	Hombres	165
2000	30	Maestrazgo	75 a 79	Hombres	134
2000	30	Maestrazgo	80 a 84	Hombres	51
2000	30	Maestrazgo	85 a 89	Hombres	33
2000	30	Maestrazgo	90 a 94	Hombres	16
2000	30	Maestrazgo	95 y más	Hombres	5
2000	31	Sierra de Albarracín	00 a 04	Hombres	62
2000	31	Sierra de Albarracín	05 a 09	Hombres	86
2000	31	Sierra de Albarracín	10 a 14	Hombres	99
2000	31	Sierra de Albarracín	15 a 19	Hombres	91
2000	31	Sierra de Albarracín	20 a 24	Hombres	134
2000	31	Sierra de Albarracín	25 a 29	Hombres	148
2000	31	Sierra de Albarracín	30 a 34	Hombres	188
2000	31	Sierra de Albarracín	35 a 39	Hombres	205
2000	31	Sierra de Albarracín	40 a 44	Hombres	173
2000	31	Sierra de Albarracín	45 a 49	Hombres	137
2000	31	Sierra de Albarracín	50 a 54	Hombres	132
2000	31	Sierra de Albarracín	55 a 59	Hombres	144
2000	31	Sierra de Albarracín	60 a 64	Hombres	170
2000	31	Sierra de Albarracín	65 a 69	Hombres	236
2000	31	Sierra de Albarracín	70 a 74	Hombres	249
2000	31	Sierra de Albarracín	75 a 79	Hombres	210
2000	31	Sierra de Albarracín	80 a 84	Hombres	91
2000	31	Sierra de Albarracín	85 a 89	Hombres	57
2000	31	Sierra de Albarracín	90 a 94	Hombres	32
2000	31	Sierra de Albarracín	95 y más	Hombres	8
2000	32	Gúdar-Javalambre	00 a 04	Hombres	136
2000	32	Gúdar-Javalambre	05 a 09	Hombres	159
2000	32	Gúdar-Javalambre	10 a 14	Hombres	156
2000	32	Gúdar-Javalambre	15 a 19	Hombres	183
2000	32	Gúdar-Javalambre	20 a 24	Hombres	210
2000	32	Gúdar-Javalambre	25 a 29	Hombres	267
2000	32	Gúdar-Javalambre	30 a 34	Hombres	313
2000	32	Gúdar-Javalambre	35 a 39	Hombres	327
2000	32	Gúdar-Javalambre	40 a 44	Hombres	278
2000	32	Gúdar-Javalambre	45 a 49	Hombres	237
2000	32	Gúdar-Javalambre	50 a 54	Hombres	211
2000	32	Gúdar-Javalambre	55 a 59	Hombres	211
2000	32	Gúdar-Javalambre	60 a 64	Hombres	253
2000	32	Gúdar-Javalambre	65 a 69	Hombres	312
2000	32	Gúdar-Javalambre	70 a 74	Hombres	314
2000	32	Gúdar-Javalambre	75 a 79	Hombres	233
2000	32	Gúdar-Javalambre	80 a 84	Hombres	136
2000	32	Gúdar-Javalambre	85 a 89	Hombres	93
2000	32	Gúdar-Javalambre	90 a 94	Hombres	31
2000	32	Gúdar-Javalambre	95 y más	Hombres	8
2000	33	Matarraña / Matarranya	00 a 04	Hombres	137
2000	33	Matarraña / Matarranya	05 a 09	Hombres	177
2000	33	Matarraña / Matarranya	10 a 14	Hombres	192
2000	33	Matarraña / Matarranya	15 a 19	Hombres	207
2000	33	Matarraña / Matarranya	20 a 24	Hombres	231
2000	33	Matarraña / Matarranya	25 a 29	Hombres	249
2000	33	Matarraña / Matarranya	30 a 34	Hombres	251
2000	33	Matarraña / Matarranya	35 a 39	Hombres	307
2000	33	Matarraña / Matarranya	40 a 44	Hombres	294
2000	33	Matarraña / Matarranya	45 a 49	Hombres	302
2000	33	Matarraña / Matarranya	50 a 54	Hombres	252
2000	33	Matarraña / Matarranya	55 a 59	Hombres	260
2000	33	Matarraña / Matarranya	60 a 64	Hombres	243
2000	33	Matarraña / Matarranya	65 a 69	Hombres	354
2000	33	Matarraña / Matarranya	70 a 74	Hombres	375
2000	33	Matarraña / Matarranya	75 a 79	Hombres	293
2000	33	Matarraña / Matarranya	80 a 84	Hombres	168
2000	33	Matarraña / Matarranya	85 a 89	Hombres	105
2000	33	Matarraña / Matarranya	90 a 94	Hombres	46
2000	33	Matarraña / Matarranya	95 y más	Hombres	10
2001	01	La Jacetania	00 a 04	Hombres	374
2001	01	La Jacetania	05 a 09	Hombres	359
2001	01	La Jacetania	10 a 14	Hombres	379
2001	01	La Jacetania	15 a 19	Hombres	474
2001	01	La Jacetania	20 a 24	Hombres	551
2001	01	La Jacetania	25 a 29	Hombres	651
2001	01	La Jacetania	30 a 34	Hombres	687
2001	01	La Jacetania	35 a 39	Hombres	712
2001	01	La Jacetania	40 a 44	Hombres	709
2001	01	La Jacetania	45 a 49	Hombres	584
2001	01	La Jacetania	50 a 54	Hombres	477
2001	01	La Jacetania	55 a 59	Hombres	445
2001	01	La Jacetania	60 a 64	Hombres	430
2001	01	La Jacetania	65 a 69	Hombres	507
2001	01	La Jacetania	70 a 74	Hombres	485
2001	01	La Jacetania	75 a 79	Hombres	384
2001	01	La Jacetania	80 a 84	Hombres	192
2001	01	La Jacetania	85 a 89	Hombres	123
2001	01	La Jacetania	90 a 94	Hombres	37
2001	01	La Jacetania	95 y más	Hombres	10
2001	02	Alto Gállego	00 a 04	Hombres	167
2001	02	Alto Gállego	05 a 09	Hombres	249
2001	02	Alto Gállego	10 a 14	Hombres	254
2001	02	Alto Gállego	15 a 19	Hombres	345
2001	02	Alto Gállego	20 a 24	Hombres	422
2001	02	Alto Gállego	25 a 29	Hombres	428
2001	02	Alto Gállego	30 a 34	Hombres	495
2001	02	Alto Gállego	35 a 39	Hombres	516
2001	02	Alto Gállego	40 a 44	Hombres	544
2001	02	Alto Gállego	45 a 49	Hombres	393
2001	02	Alto Gállego	50 a 54	Hombres	355
2001	02	Alto Gállego	55 a 59	Hombres	315
2001	02	Alto Gállego	60 a 64	Hombres	271
2001	02	Alto Gállego	65 a 69	Hombres	442
2001	02	Alto Gállego	70 a 74	Hombres	397
2001	02	Alto Gállego	75 a 79	Hombres	293
2001	02	Alto Gállego	80 a 84	Hombres	129
2001	02	Alto Gállego	85 a 89	Hombres	52
2001	02	Alto Gállego	90 a 94	Hombres	25
2001	02	Alto Gállego	95 y más	Hombres	11
2001	03	Sobrarbe	00 a 04	Hombres	100
2001	03	Sobrarbe	05 a 09	Hombres	123
2001	03	Sobrarbe	10 a 14	Hombres	132
2001	03	Sobrarbe	15 a 19	Hombres	135
2001	03	Sobrarbe	20 a 24	Hombres	185
2001	03	Sobrarbe	25 a 29	Hombres	232
2001	03	Sobrarbe	30 a 34	Hombres	251
2001	03	Sobrarbe	35 a 39	Hombres	322
2001	03	Sobrarbe	40 a 44	Hombres	309
2001	03	Sobrarbe	45 a 49	Hombres	275
2001	03	Sobrarbe	50 a 54	Hombres	211
2001	03	Sobrarbe	55 a 59	Hombres	202
2001	03	Sobrarbe	60 a 64	Hombres	168
2001	03	Sobrarbe	65 a 69	Hombres	273
2001	03	Sobrarbe	70 a 74	Hombres	243
2001	03	Sobrarbe	75 a 79	Hombres	220
2001	03	Sobrarbe	80 a 84	Hombres	115
2001	03	Sobrarbe	85 a 89	Hombres	73
2001	03	Sobrarbe	90 a 94	Hombres	34
2001	03	Sobrarbe	95 y más	Hombres	7
2001	04	La Ribagorza	00 a 04	Hombres	156
2001	04	La Ribagorza	05 a 09	Hombres	225
2001	04	La Ribagorza	10 a 14	Hombres	257
2001	04	La Ribagorza	15 a 19	Hombres	262
2001	04	La Ribagorza	20 a 24	Hombres	316
2001	04	La Ribagorza	25 a 29	Hombres	419
2001	04	La Ribagorza	30 a 34	Hombres	456
2001	04	La Ribagorza	35 a 39	Hombres	521
2001	04	La Ribagorza	40 a 44	Hombres	487
2001	04	La Ribagorza	45 a 49	Hombres	406
2001	04	La Ribagorza	50 a 54	Hombres	371
2001	04	La Ribagorza	55 a 59	Hombres	292
2001	04	La Ribagorza	60 a 64	Hombres	293
2001	04	La Ribagorza	65 a 69	Hombres	405
2001	04	La Ribagorza	70 a 74	Hombres	378
2001	04	La Ribagorza	75 a 79	Hombres	423
2001	04	La Ribagorza	80 a 84	Hombres	247
2001	04	La Ribagorza	85 a 89	Hombres	155
2001	04	La Ribagorza	90 a 94	Hombres	62
2001	04	La Ribagorza	95 y más	Hombres	10
2001	05	Cinco Villas	00 a 04	Hombres	563
2001	05	Cinco Villas	05 a 09	Hombres	562
2001	05	Cinco Villas	10 a 14	Hombres	724
2001	05	Cinco Villas	15 a 19	Hombres	843
2001	05	Cinco Villas	20 a 24	Hombres	1079
2001	05	Cinco Villas	25 a 29	Hombres	1304
2001	05	Cinco Villas	30 a 34	Hombres	1376
2001	05	Cinco Villas	35 a 39	Hombres	1482
2001	05	Cinco Villas	40 a 44	Hombres	1308
2001	05	Cinco Villas	45 a 49	Hombres	1056
2001	05	Cinco Villas	50 a 54	Hombres	945
2001	05	Cinco Villas	55 a 59	Hombres	849
2001	05	Cinco Villas	60 a 64	Hombres	807
2001	05	Cinco Villas	65 a 69	Hombres	1070
2001	05	Cinco Villas	70 a 74	Hombres	955
2001	05	Cinco Villas	75 a 79	Hombres	790
2001	05	Cinco Villas	80 a 84	Hombres	450
2001	05	Cinco Villas	85 a 89	Hombres	199
2001	05	Cinco Villas	90 a 94	Hombres	73
2001	05	Cinco Villas	95 y más	Hombres	21
2001	06	Hoya de Huesca / Plana de Uesca	00 a 04	Hombres	1205
2001	06	Hoya de Huesca / Plana de Uesca	05 a 09	Hombres	1318
2001	06	Hoya de Huesca / Plana de Uesca	10 a 14	Hombres	1392
2001	06	Hoya de Huesca / Plana de Uesca	15 a 19	Hombres	1713
2001	06	Hoya de Huesca / Plana de Uesca	20 a 24	Hombres	2163
2001	06	Hoya de Huesca / Plana de Uesca	25 a 29	Hombres	2255
2001	06	Hoya de Huesca / Plana de Uesca	30 a 34	Hombres	2174
2001	06	Hoya de Huesca / Plana de Uesca	35 a 39	Hombres	2297
2001	06	Hoya de Huesca / Plana de Uesca	40 a 44	Hombres	2270
2001	06	Hoya de Huesca / Plana de Uesca	45 a 49	Hombres	2028
2001	06	Hoya de Huesca / Plana de Uesca	50 a 54	Hombres	1976
2001	06	Hoya de Huesca / Plana de Uesca	55 a 59	Hombres	1614
2001	06	Hoya de Huesca / Plana de Uesca	60 a 64	Hombres	1292
2001	06	Hoya de Huesca / Plana de Uesca	65 a 69	Hombres	1594
2001	06	Hoya de Huesca / Plana de Uesca	70 a 74	Hombres	1562
2001	06	Hoya de Huesca / Plana de Uesca	75 a 79	Hombres	1321
2001	06	Hoya de Huesca / Plana de Uesca	80 a 84	Hombres	693
2001	06	Hoya de Huesca / Plana de Uesca	85 a 89	Hombres	384
2001	06	Hoya de Huesca / Plana de Uesca	90 a 94	Hombres	153
2001	06	Hoya de Huesca / Plana de Uesca	95 y más	Hombres	38
2001	07	Somontano de Barbastro	00 a 04	Hombres	339
2001	07	Somontano de Barbastro	05 a 09	Hombres	486
2001	07	Somontano de Barbastro	10 a 14	Hombres	521
2001	07	Somontano de Barbastro	15 a 19	Hombres	617
2001	07	Somontano de Barbastro	20 a 24	Hombres	716
2001	07	Somontano de Barbastro	25 a 29	Hombres	723
2001	07	Somontano de Barbastro	30 a 34	Hombres	766
2001	07	Somontano de Barbastro	35 a 39	Hombres	844
2001	07	Somontano de Barbastro	40 a 44	Hombres	806
2001	07	Somontano de Barbastro	45 a 49	Hombres	743
2001	07	Somontano de Barbastro	50 a 54	Hombres	712
2001	07	Somontano de Barbastro	55 a 59	Hombres	553
2001	07	Somontano de Barbastro	60 a 64	Hombres	537
2001	07	Somontano de Barbastro	65 a 69	Hombres	733
2001	07	Somontano de Barbastro	70 a 74	Hombres	703
2001	07	Somontano de Barbastro	75 a 79	Hombres	617
2001	07	Somontano de Barbastro	80 a 84	Hombres	324
2001	07	Somontano de Barbastro	85 a 89	Hombres	186
2001	07	Somontano de Barbastro	90 a 94	Hombres	64
2001	07	Somontano de Barbastro	95 y más	Hombres	13
2001	08	Cinca Medio	00 a 04	Hombres	447
2001	08	Cinca Medio	05 a 09	Hombres	474
2001	08	Cinca Medio	10 a 14	Hombres	557
2001	08	Cinca Medio	15 a 19	Hombres	610
2001	08	Cinca Medio	20 a 24	Hombres	807
2001	08	Cinca Medio	25 a 29	Hombres	859
2001	08	Cinca Medio	30 a 34	Hombres	929
2001	08	Cinca Medio	35 a 39	Hombres	959
2001	08	Cinca Medio	40 a 44	Hombres	784
2001	08	Cinca Medio	45 a 49	Hombres	685
2001	08	Cinca Medio	50 a 54	Hombres	656
2001	08	Cinca Medio	55 a 59	Hombres	551
2001	08	Cinca Medio	60 a 64	Hombres	527
2001	08	Cinca Medio	65 a 69	Hombres	716
2001	08	Cinca Medio	70 a 74	Hombres	624
2001	08	Cinca Medio	75 a 79	Hombres	540
2001	08	Cinca Medio	80 a 84	Hombres	282
2001	08	Cinca Medio	85 a 89	Hombres	148
2001	08	Cinca Medio	90 a 94	Hombres	62
2001	08	Cinca Medio	95 y más	Hombres	11
2001	09	La Litera / La Llitera	00 a 04	Hombres	367
2001	09	La Litera / La Llitera	05 a 09	Hombres	364
2001	09	La Litera / La Llitera	10 a 14	Hombres	352
2001	09	La Litera / La Llitera	15 a 19	Hombres	454
2001	09	La Litera / La Llitera	20 a 24	Hombres	657
2001	09	La Litera / La Llitera	25 a 29	Hombres	735
2001	09	La Litera / La Llitera	30 a 34	Hombres	704
2001	09	La Litera / La Llitera	35 a 39	Hombres	749
2001	09	La Litera / La Llitera	40 a 44	Hombres	633
2001	09	La Litera / La Llitera	45 a 49	Hombres	569
2001	09	La Litera / La Llitera	50 a 54	Hombres	529
2001	09	La Litera / La Llitera	55 a 59	Hombres	515
2001	09	La Litera / La Llitera	60 a 64	Hombres	490
2001	09	La Litera / La Llitera	65 a 69	Hombres	627
2001	09	La Litera / La Llitera	70 a 74	Hombres	600
2001	09	La Litera / La Llitera	75 a 79	Hombres	536
2001	09	La Litera / La Llitera	80 a 84	Hombres	276
2001	09	La Litera / La Llitera	85 a 89	Hombres	157
2001	09	La Litera / La Llitera	90 a 94	Hombres	65
2001	09	La Litera / La Llitera	95 y más	Hombres	13
2001	10	Los Monegros	00 a 04	Hombres	286
2001	10	Los Monegros	05 a 09	Hombres	368
2001	10	Los Monegros	10 a 14	Hombres	419
2001	10	Los Monegros	15 a 19	Hombres	585
2001	10	Los Monegros	20 a 24	Hombres	703
2001	10	Los Monegros	25 a 29	Hombres	708
2001	10	Los Monegros	30 a 34	Hombres	776
2001	10	Los Monegros	35 a 39	Hombres	854
2001	10	Los Monegros	40 a 44	Hombres	780
2001	10	Los Monegros	45 a 49	Hombres	686
2001	10	Los Monegros	50 a 54	Hombres	646
2001	10	Los Monegros	55 a 59	Hombres	618
2001	10	Los Monegros	60 a 64	Hombres	646
2001	10	Los Monegros	65 a 69	Hombres	801
2001	10	Los Monegros	70 a 74	Hombres	784
2001	10	Los Monegros	75 a 79	Hombres	599
2001	10	Los Monegros	80 a 84	Hombres	342
2001	10	Los Monegros	85 a 89	Hombres	188
2001	10	Los Monegros	90 a 94	Hombres	52
2001	10	Los Monegros	95 y más	Hombres	10
2001	11	Bajo Cinca / Baix Cinca	00 a 04	Hombres	471
2001	11	Bajo Cinca / Baix Cinca	05 a 09	Hombres	509
2001	11	Bajo Cinca / Baix Cinca	10 a 14	Hombres	566
2001	11	Bajo Cinca / Baix Cinca	15 a 19	Hombres	632
2001	11	Bajo Cinca / Baix Cinca	20 a 24	Hombres	852
2001	11	Bajo Cinca / Baix Cinca	25 a 29	Hombres	870
2001	11	Bajo Cinca / Baix Cinca	30 a 34	Hombres	871
2001	11	Bajo Cinca / Baix Cinca	35 a 39	Hombres	874
2001	11	Bajo Cinca / Baix Cinca	40 a 44	Hombres	779
2001	11	Bajo Cinca / Baix Cinca	45 a 49	Hombres	712
2001	11	Bajo Cinca / Baix Cinca	50 a 54	Hombres	648
2001	11	Bajo Cinca / Baix Cinca	55 a 59	Hombres	602
2001	11	Bajo Cinca / Baix Cinca	60 a 64	Hombres	591
2001	11	Bajo Cinca / Baix Cinca	65 a 69	Hombres	665
2001	11	Bajo Cinca / Baix Cinca	70 a 74	Hombres	624
2001	11	Bajo Cinca / Baix Cinca	75 a 79	Hombres	530
2001	11	Bajo Cinca / Baix Cinca	80 a 84	Hombres	334
2001	11	Bajo Cinca / Baix Cinca	85 a 89	Hombres	157
2001	11	Bajo Cinca / Baix Cinca	90 a 94	Hombres	54
2001	11	Bajo Cinca / Baix Cinca	95 y más	Hombres	9
2001	12	Tarazona y el Moncayo	00 a 04	Hombres	231
2001	12	Tarazona y el Moncayo	05 a 09	Hombres	286
2001	12	Tarazona y el Moncayo	10 a 14	Hombres	315
2001	12	Tarazona y el Moncayo	15 a 19	Hombres	368
2001	12	Tarazona y el Moncayo	20 a 24	Hombres	457
2001	12	Tarazona y el Moncayo	25 a 29	Hombres	502
2001	12	Tarazona y el Moncayo	30 a 34	Hombres	519
2001	12	Tarazona y el Moncayo	35 a 39	Hombres	535
2001	12	Tarazona y el Moncayo	40 a 44	Hombres	491
2001	12	Tarazona y el Moncayo	45 a 49	Hombres	420
2001	12	Tarazona y el Moncayo	50 a 54	Hombres	411
2001	12	Tarazona y el Moncayo	55 a 59	Hombres	398
2001	12	Tarazona y el Moncayo	60 a 64	Hombres	391
2001	12	Tarazona y el Moncayo	65 a 69	Hombres	470
2001	12	Tarazona y el Moncayo	70 a 74	Hombres	452
2001	12	Tarazona y el Moncayo	75 a 79	Hombres	378
2001	12	Tarazona y el Moncayo	80 a 84	Hombres	212
2001	12	Tarazona y el Moncayo	85 a 89	Hombres	113
2001	12	Tarazona y el Moncayo	90 a 94	Hombres	49
2001	12	Tarazona y el Moncayo	95 y más	Hombres	18
2001	13	Campo de Borja	00 a 04	Hombres	235
2001	13	Campo de Borja	05 a 09	Hombres	312
2001	13	Campo de Borja	10 a 14	Hombres	318
2001	13	Campo de Borja	15 a 19	Hombres	357
2001	13	Campo de Borja	20 a 24	Hombres	459
2001	13	Campo de Borja	25 a 29	Hombres	588
2001	13	Campo de Borja	30 a 34	Hombres	612
2001	13	Campo de Borja	35 a 39	Hombres	571
2001	13	Campo de Borja	40 a 44	Hombres	536
2001	13	Campo de Borja	45 a 49	Hombres	420
2001	13	Campo de Borja	50 a 54	Hombres	416
2001	13	Campo de Borja	55 a 59	Hombres	424
2001	13	Campo de Borja	60 a 64	Hombres	383
2001	13	Campo de Borja	65 a 69	Hombres	507
2001	13	Campo de Borja	70 a 74	Hombres	454
2001	13	Campo de Borja	75 a 79	Hombres	398
2001	13	Campo de Borja	80 a 84	Hombres	217
2001	13	Campo de Borja	85 a 89	Hombres	110
2001	13	Campo de Borja	90 a 94	Hombres	36
2001	13	Campo de Borja	95 y más	Hombres	12
2001	14	Aranda	00 a 04	Hombres	120
2001	14	Aranda	05 a 09	Hombres	156
2001	14	Aranda	10 a 14	Hombres	183
2001	14	Aranda	15 a 19	Hombres	234
2001	14	Aranda	20 a 24	Hombres	280
2001	14	Aranda	25 a 29	Hombres	320
2001	14	Aranda	30 a 34	Hombres	363
2001	14	Aranda	35 a 39	Hombres	342
2001	14	Aranda	40 a 44	Hombres	271
2001	14	Aranda	45 a 49	Hombres	272
2001	14	Aranda	50 a 54	Hombres	220
2001	14	Aranda	55 a 59	Hombres	233
2001	14	Aranda	60 a 64	Hombres	246
2001	14	Aranda	65 a 69	Hombres	267
2001	14	Aranda	70 a 74	Hombres	224
2001	14	Aranda	75 a 79	Hombres	160
2001	14	Aranda	80 a 84	Hombres	101
2001	14	Aranda	85 a 89	Hombres	42
2001	14	Aranda	90 a 94	Hombres	21
2001	14	Aranda	95 y más	Hombres	4
2001	15	Ribera Alta del Ebro	00 a 04	Hombres	388
2001	15	Ribera Alta del Ebro	05 a 09	Hombres	502
2001	15	Ribera Alta del Ebro	10 a 14	Hombres	576
2001	15	Ribera Alta del Ebro	15 a 19	Hombres	656
2001	15	Ribera Alta del Ebro	20 a 24	Hombres	743
2001	15	Ribera Alta del Ebro	25 a 29	Hombres	786
2001	15	Ribera Alta del Ebro	30 a 34	Hombres	820
2001	15	Ribera Alta del Ebro	35 a 39	Hombres	863
2001	15	Ribera Alta del Ebro	40 a 44	Hombres	904
2001	15	Ribera Alta del Ebro	45 a 49	Hombres	787
2001	15	Ribera Alta del Ebro	50 a 54	Hombres	673
2001	15	Ribera Alta del Ebro	55 a 59	Hombres	598
2001	15	Ribera Alta del Ebro	60 a 64	Hombres	578
2001	15	Ribera Alta del Ebro	65 a 69	Hombres	694
2001	15	Ribera Alta del Ebro	70 a 74	Hombres	643
2001	15	Ribera Alta del Ebro	75 a 79	Hombres	520
2001	15	Ribera Alta del Ebro	80 a 84	Hombres	275
2001	15	Ribera Alta del Ebro	85 a 89	Hombres	114
2001	15	Ribera Alta del Ebro	90 a 94	Hombres	30
2001	15	Ribera Alta del Ebro	95 y más	Hombres	17
2001	16	Valdejalón	00 a 04	Hombres	430
2001	16	Valdejalón	05 a 09	Hombres	437
2001	16	Valdejalón	10 a 14	Hombres	521
2001	16	Valdejalón	15 a 19	Hombres	581
2001	16	Valdejalón	20 a 24	Hombres	871
2001	16	Valdejalón	25 a 29	Hombres	961
2001	16	Valdejalón	30 a 34	Hombres	1091
2001	16	Valdejalón	35 a 39	Hombres	966
2001	16	Valdejalón	40 a 44	Hombres	829
2001	16	Valdejalón	45 a 49	Hombres	723
2001	16	Valdejalón	50 a 54	Hombres	673
2001	16	Valdejalón	55 a 59	Hombres	637
2001	16	Valdejalón	60 a 64	Hombres	653
2001	16	Valdejalón	65 a 69	Hombres	738
2001	16	Valdejalón	70 a 74	Hombres	679
2001	16	Valdejalón	75 a 79	Hombres	611
2001	16	Valdejalón	80 a 84	Hombres	296
2001	16	Valdejalón	85 a 89	Hombres	144
2001	16	Valdejalón	90 a 94	Hombres	53
2001	16	Valdejalón	95 y más	Hombres	13
2001	17	D.C. Zaragoza	00 a 04	Hombres	13618
2001	17	D.C. Zaragoza	05 a 09	Hombres	13940
2001	17	D.C. Zaragoza	10 a 14	Hombres	15318
2001	17	D.C. Zaragoza	15 a 19	Hombres	18920
2001	17	D.C. Zaragoza	20 a 24	Hombres	25394
2001	17	D.C. Zaragoza	25 a 29	Hombres	28200
2001	17	D.C. Zaragoza	30 a 34	Hombres	26417
2001	17	D.C. Zaragoza	35 a 39	Hombres	25632
2001	17	D.C. Zaragoza	40 a 44	Hombres	24420
2001	17	D.C. Zaragoza	45 a 49	Hombres	21537
2001	17	D.C. Zaragoza	50 a 54	Hombres	21068
2001	17	D.C. Zaragoza	55 a 59	Hombres	18686
2001	17	D.C. Zaragoza	60 a 64	Hombres	14605
2001	17	D.C. Zaragoza	65 a 69	Hombres	15693
2001	17	D.C. Zaragoza	70 a 74	Hombres	13061
2001	17	D.C. Zaragoza	75 a 79	Hombres	9948
2001	17	D.C. Zaragoza	80 a 84	Hombres	5265
2001	17	D.C. Zaragoza	85 a 89	Hombres	2619
2001	17	D.C. Zaragoza	90 a 94	Hombres	775
2001	17	D.C. Zaragoza	95 y más	Hombres	167
2001	18	Ribera Baja del Ebro	00 a 04	Hombres	153
2001	18	Ribera Baja del Ebro	05 a 09	Hombres	193
2001	18	Ribera Baja del Ebro	10 a 14	Hombres	219
2001	18	Ribera Baja del Ebro	15 a 19	Hombres	241
2001	18	Ribera Baja del Ebro	20 a 24	Hombres	289
2001	18	Ribera Baja del Ebro	25 a 29	Hombres	305
2001	18	Ribera Baja del Ebro	30 a 34	Hombres	358
2001	18	Ribera Baja del Ebro	35 a 39	Hombres	398
2001	18	Ribera Baja del Ebro	40 a 44	Hombres	350
2001	18	Ribera Baja del Ebro	45 a 49	Hombres	316
2001	18	Ribera Baja del Ebro	50 a 54	Hombres	254
2001	18	Ribera Baja del Ebro	55 a 59	Hombres	256
2001	18	Ribera Baja del Ebro	60 a 64	Hombres	258
2001	18	Ribera Baja del Ebro	65 a 69	Hombres	366
2001	18	Ribera Baja del Ebro	70 a 74	Hombres	300
2001	18	Ribera Baja del Ebro	75 a 79	Hombres	259
2001	18	Ribera Baja del Ebro	80 a 84	Hombres	151
2001	18	Ribera Baja del Ebro	85 a 89	Hombres	68
