Año	Residencia provincia nombre	Edad (grupos quinquenales)	Sexo	Extranjeros
2008	Zaragoza	60 a 64	Mujeres	634
2008	Zaragoza	65 a 69	Hombres	271
2008	Zaragoza	65 a 69	Mujeres	359
2008	Zaragoza	70 a 74	Hombres	160
2008	Zaragoza	70 a 74	Mujeres	221
2008	Zaragoza	75 a 79	Hombres	85
2008	Zaragoza	75 a 79	Mujeres	131
2008	Zaragoza	80 a 84	Hombres	27
2008	Zaragoza	80 a 84	Mujeres	48
2008	Zaragoza	85 a 89	Hombres	15
2008	Zaragoza	85 a 89	Mujeres	31
2008	Zaragoza	90 a 94	Hombres	5
2008	Zaragoza	90 a 94	Mujeres	12
2008	Zaragoza	95 y más	Hombres	1
2008	Zaragoza	95 y más	Mujeres	1
2009	Huesca	00 a 04	Hombres	853
2009	Huesca	00 a 04	Mujeres	771
2009	Huesca	05 a 09	Hombres	757
2009	Huesca	05 a 09	Mujeres	690
2009	Huesca	10 a 14	Hombres	724
2009	Huesca	10 a 14	Mujeres	657
2009	Huesca	15 a 19	Hombres	806
2009	Huesca	15 a 19	Mujeres	699
2009	Huesca	20 a 24	Hombres	1371
2009	Huesca	20 a 24	Mujeres	1315
2009	Huesca	25 a 29	Hombres	2287
2009	Huesca	25 a 29	Mujeres	1725
2009	Huesca	30 a 34	Hombres	2685
2009	Huesca	30 a 34	Mujeres	1737
2009	Huesca	35 a 39	Hombres	2190
2009	Huesca	35 a 39	Mujeres	1364
2009	Huesca	40 a 44	Hombres	1597
2009	Huesca	40 a 44	Mujeres	1011
2009	Huesca	45 a 49	Hombres	1022
2009	Huesca	45 a 49	Mujeres	680
2009	Huesca	50 a 54	Hombres	668
2009	Huesca	50 a 54	Mujeres	445
2009	Huesca	55 a 59	Hombres	301
2009	Huesca	55 a 59	Mujeres	261
2009	Huesca	60 a 64	Hombres	152
2009	Huesca	60 a 64	Mujeres	164
2009	Huesca	65 a 69	Hombres	75
2009	Huesca	65 a 69	Mujeres	79
2009	Huesca	70 a 74	Hombres	55
2009	Huesca	70 a 74	Mujeres	64
2009	Huesca	75 a 79	Hombres	30
2009	Huesca	75 a 79	Mujeres	35
2009	Huesca	80 a 84	Hombres	13
2009	Huesca	80 a 84	Mujeres	21
2009	Huesca	85 a 89	Hombres	3
2009	Huesca	85 a 89	Mujeres	11
2009	Huesca	90 a 94	Hombres	1
2009	Huesca	90 a 94	Mujeres	2
2009	Huesca	95 y más	Hombres	6
2009	Huesca	95 y más	Mujeres	2
2009	Teruel	00 a 04	Hombres	596
2009	Teruel	00 a 04	Mujeres	540
2009	Teruel	05 a 09	Hombres	550
2009	Teruel	05 a 09	Mujeres	510
2009	Teruel	10 a 14	Hombres	540
2009	Teruel	10 a 14	Mujeres	504
2009	Teruel	15 a 19	Hombres	522
2009	Teruel	15 a 19	Mujeres	490
2009	Teruel	20 a 24	Hombres	1145
2009	Teruel	20 a 24	Mujeres	869
2009	Teruel	25 a 29	Hombres	1725
2009	Teruel	25 a 29	Mujeres	1065
2009	Teruel	30 a 34	Hombres	1837
2009	Teruel	30 a 34	Mujeres	1099
2009	Teruel	35 a 39	Hombres	1357
2009	Teruel	35 a 39	Mujeres	820
2009	Teruel	40 a 44	Hombres	1045
2009	Teruel	40 a 44	Mujeres	602
2009	Teruel	45 a 49	Hombres	675
2009	Teruel	45 a 49	Mujeres	444
2009	Teruel	50 a 54	Hombres	435
2009	Teruel	50 a 54	Mujeres	285
2009	Teruel	55 a 59	Hombres	195
2009	Teruel	55 a 59	Mujeres	168
2009	Teruel	60 a 64	Hombres	95
2009	Teruel	60 a 64	Mujeres	76
2009	Teruel	65 a 69	Hombres	40
2009	Teruel	65 a 69	Mujeres	42
2009	Teruel	70 a 74	Hombres	20
2009	Teruel	70 a 74	Mujeres	34
2009	Teruel	75 a 79	Hombres	13
2009	Teruel	75 a 79	Mujeres	13
2009	Teruel	80 a 84	Hombres	4
2009	Teruel	80 a 84	Mujeres	8
2009	Teruel	85 a 89	Mujeres	5
2009	Teruel	90 a 94	Hombres	1
2009	Zaragoza	00 a 04	Hombres	3936
2009	Zaragoza	00 a 04	Mujeres	3763
2009	Zaragoza	05 a 09	Hombres	3138
2009	Zaragoza	05 a 09	Mujeres	2963
2009	Zaragoza	10 a 14	Hombres	3168
2009	Zaragoza	10 a 14	Mujeres	2836
2009	Zaragoza	15 a 19	Hombres	3703
2009	Zaragoza	15 a 19	Mujeres	3384
2009	Zaragoza	20 a 24	Hombres	7237
2009	Zaragoza	20 a 24	Mujeres	6784
2009	Zaragoza	25 a 29	Hombres	10490
2009	Zaragoza	25 a 29	Mujeres	8912
2009	Zaragoza	30 a 34	Hombres	11598
2009	Zaragoza	30 a 34	Mujeres	8311
2009	Zaragoza	35 a 39	Hombres	9680
2009	Zaragoza	35 a 39	Mujeres	6450
2009	Zaragoza	40 a 44	Hombres	6950
2009	Zaragoza	40 a 44	Mujeres	4755
2009	Zaragoza	45 a 49	Hombres	4456
2009	Zaragoza	45 a 49	Mujeres	3296
2009	Zaragoza	50 a 54	Hombres	2697
2009	Zaragoza	50 a 54	Mujeres	2317
2009	Zaragoza	55 a 59	Hombres	1345
2009	Zaragoza	55 a 59	Mujeres	1419
2009	Zaragoza	60 a 64	Hombres	584
2009	Zaragoza	60 a 64	Mujeres	754
2009	Zaragoza	65 a 69	Hombres	291
2009	Zaragoza	65 a 69	Mujeres	412
2009	Zaragoza	70 a 74	Hombres	181
2009	Zaragoza	70 a 74	Mujeres	240
2009	Zaragoza	75 a 79	Hombres	94
2009	Zaragoza	75 a 79	Mujeres	142
2009	Zaragoza	80 a 84	Hombres	29
2009	Zaragoza	80 a 84	Mujeres	55
2009	Zaragoza	85 a 89	Hombres	17
2009	Zaragoza	85 a 89	Mujeres	33
2009	Zaragoza	90 a 94	Hombres	4
2009	Zaragoza	90 a 94	Mujeres	8
2009	Zaragoza	95 y más	Hombres	2
2009	Zaragoza	95 y más	Mujeres	6
2010	Huesca	00 a 04	Hombres	921
2010	Huesca	00 a 04	Mujeres	810
2010	Huesca	05 a 09	Hombres	747
2010	Huesca	05 a 09	Mujeres	720
2010	Huesca	10 a 14	Hombres	766
2010	Huesca	10 a 14	Mujeres	648
2010	Huesca	15 a 19	Hombres	807
2010	Huesca	15 a 19	Mujeres	676
2010	Huesca	20 a 24	Hombres	1300
2010	Huesca	20 a 24	Mujeres	1300
2010	Huesca	25 a 29	Hombres	2133
2010	Huesca	25 a 29	Mujeres	1697
2010	Huesca	30 a 34	Hombres	2566
2010	Huesca	30 a 34	Mujeres	1794
2010	Huesca	35 a 39	Hombres	2216
2010	Huesca	35 a 39	Mujeres	1501
2010	Huesca	40 a 44	Hombres	1721
2010	Huesca	40 a 44	Mujeres	1087
2010	Huesca	45 a 49	Hombres	1090
2010	Huesca	45 a 49	Mujeres	712
2010	Huesca	50 a 54	Hombres	694
2010	Huesca	50 a 54	Mujeres	497
2010	Huesca	55 a 59	Hombres	369
2010	Huesca	55 a 59	Mujeres	299
2010	Huesca	60 a 64	Hombres	164
2010	Huesca	60 a 64	Mujeres	161
2010	Huesca	65 a 69	Hombres	77
2010	Huesca	65 a 69	Mujeres	93
2010	Huesca	70 a 74	Hombres	56
2010	Huesca	70 a 74	Mujeres	66
2010	Huesca	75 a 79	Hombres	34
2010	Huesca	75 a 79	Mujeres	36
2010	Huesca	80 a 84	Hombres	12
2010	Huesca	80 a 84	Mujeres	22
2010	Huesca	85 a 89	Hombres	4
2010	Huesca	85 a 89	Mujeres	12
2010	Huesca	95 y más	Mujeres	2
2010	Teruel	00 a 04	Hombres	632
2010	Teruel	00 a 04	Mujeres	557
2010	Teruel	05 a 09	Hombres	566
2010	Teruel	05 a 09	Mujeres	500
2010	Teruel	10 a 14	Hombres	569
2010	Teruel	10 a 14	Mujeres	518
2010	Teruel	15 a 19	Hombres	558
2010	Teruel	15 a 19	Mujeres	511
2010	Teruel	20 a 24	Hombres	893
2010	Teruel	20 a 24	Mujeres	817
2010	Teruel	25 a 29	Hombres	1406
2010	Teruel	25 a 29	Mujeres	971
2010	Teruel	30 a 34	Hombres	1618
2010	Teruel	30 a 34	Mujeres	1094
2010	Teruel	35 a 39	Hombres	1325
2010	Teruel	35 a 39	Mujeres	851
2010	Teruel	40 a 44	Hombres	975
2010	Teruel	40 a 44	Mujeres	662
2010	Teruel	45 a 49	Hombres	665
2010	Teruel	45 a 49	Mujeres	465
2010	Teruel	50 a 54	Hombres	412
2010	Teruel	50 a 54	Mujeres	312
2010	Teruel	55 a 59	Hombres	204
2010	Teruel	55 a 59	Mujeres	170
2010	Teruel	60 a 64	Hombres	95
2010	Teruel	60 a 64	Mujeres	92
2010	Teruel	65 a 69	Hombres	48
2010	Teruel	65 a 69	Mujeres	46
2010	Teruel	70 a 74	Hombres	20
2010	Teruel	70 a 74	Mujeres	34
2010	Teruel	75 a 79	Hombres	15
2010	Teruel	75 a 79	Mujeres	10
2010	Teruel	80 a 84	Hombres	5
2010	Teruel	80 a 84	Mujeres	10
2010	Teruel	85 a 89	Hombres	1
2010	Teruel	85 a 89	Mujeres	5
2010	Teruel	90 a 94	Hombres	1
2010	Teruel	90 a 94	Mujeres	1
2010	Zaragoza	00 a 04	Hombres	4176
2010	Zaragoza	00 a 04	Mujeres	4002
2010	Zaragoza	05 a 09	Hombres	3157
2010	Zaragoza	05 a 09	Mujeres	3024
2010	Zaragoza	10 a 14	Hombres	3257
2010	Zaragoza	10 a 14	Mujeres	2910
2010	Zaragoza	15 a 19	Hombres	3588
2010	Zaragoza	15 a 19	Mujeres	3281
2010	Zaragoza	20 a 24	Hombres	6686
2010	Zaragoza	20 a 24	Mujeres	6527
2010	Zaragoza	25 a 29	Hombres	9634
2010	Zaragoza	25 a 29	Mujeres	8711
2010	Zaragoza	30 a 34	Hombres	11409
2010	Zaragoza	30 a 34	Mujeres	8621
2010	Zaragoza	35 a 39	Hombres	9656
2010	Zaragoza	35 a 39	Mujeres	6725
2010	Zaragoza	40 a 44	Hombres	7344
2010	Zaragoza	40 a 44	Mujeres	5133
2010	Zaragoza	45 a 49	Hombres	4693
2010	Zaragoza	45 a 49	Mujeres	3409
2010	Zaragoza	50 a 54	Hombres	2883
2010	Zaragoza	50 a 54	Mujeres	2500
2010	Zaragoza	55 a 59	Hombres	1539
2010	Zaragoza	55 a 59	Mujeres	1553
2010	Zaragoza	60 a 64	Hombres	676
2010	Zaragoza	60 a 64	Mujeres	859
2010	Zaragoza	65 a 69	Hombres	322
2010	Zaragoza	65 a 69	Mujeres	448
2010	Zaragoza	70 a 74	Hombres	209
2010	Zaragoza	70 a 74	Mujeres	262
2010	Zaragoza	75 a 79	Hombres	110
2010	Zaragoza	75 a 79	Mujeres	173
2010	Zaragoza	80 a 84	Hombres	28
2010	Zaragoza	80 a 84	Mujeres	57
2010	Zaragoza	85 a 89	Hombres	16
2010	Zaragoza	85 a 89	Mujeres	35
2010	Zaragoza	90 a 94	Hombres	6
2010	Zaragoza	90 a 94	Mujeres	14
2010	Zaragoza	95 y más	Hombres	2
2010	Zaragoza	95 y más	Mujeres	7
2011	Huesca	00 a 04	Hombres	965
2011	Huesca	00 a 04	Mujeres	861
2011	Huesca	05 a 09	Hombres	692
2011	Huesca	05 a 09	Mujeres	668
2011	Huesca	10 a 14	Hombres	783
2011	Huesca	10 a 14	Mujeres	668
2011	Huesca	15 a 19	Hombres	842
2011	Huesca	15 a 19	Mujeres	668
2011	Huesca	20 a 24	Hombres	1212
2011	Huesca	20 a 24	Mujeres	1216
2011	Huesca	25 a 29	Hombres	1878
2011	Huesca	25 a 29	Mujeres	1690
2011	Huesca	30 a 34	Hombres	2493
2011	Huesca	30 a 34	Mujeres	1807
2011	Huesca	35 a 39	Hombres	2207
2011	Huesca	35 a 39	Mujeres	1494
2011	Huesca	40 a 44	Hombres	1789
2011	Huesca	40 a 44	Mujeres	1193
2011	Huesca	45 a 49	Hombres	1117
2011	Huesca	45 a 49	Mujeres	753
2011	Huesca	50 a 54	Hombres	731
2011	Huesca	50 a 54	Mujeres	519
2011	Huesca	55 a 59	Hombres	392
2011	Huesca	55 a 59	Mujeres	343
2011	Huesca	60 a 64	Hombres	198
2011	Huesca	60 a 64	Mujeres	169
2011	Huesca	65 a 69	Hombres	95
2011	Huesca	65 a 69	Mujeres	96
2011	Huesca	70 a 74	Hombres	63
2011	Huesca	70 a 74	Mujeres	72
2011	Huesca	75 a 79	Hombres	35
2011	Huesca	75 a 79	Mujeres	40
2011	Huesca	80 a 84	Hombres	13
2011	Huesca	80 a 84	Mujeres	22
2011	Huesca	85 a 89	Hombres	6
2011	Huesca	85 a 89	Mujeres	13
2011	Huesca	90 a 94	Mujeres	2
2011	Huesca	95 y más	Mujeres	2
2011	Teruel	00 a 04	Hombres	696
2011	Teruel	00 a 04	Mujeres	581
2011	Teruel	05 a 09	Hombres	568
2011	Teruel	05 a 09	Mujeres	496
2011	Teruel	10 a 14	Hombres	585
2011	Teruel	10 a 14	Mujeres	540
2011	Teruel	15 a 19	Hombres	557
2011	Teruel	15 a 19	Mujeres	509
2011	Teruel	20 a 24	Hombres	798
2011	Teruel	20 a 24	Mujeres	781
2011	Teruel	25 a 29	Hombres	1264
2011	Teruel	25 a 29	Mujeres	949
2011	Teruel	30 a 34	Hombres	1538
2011	Teruel	30 a 34	Mujeres	1067
2011	Teruel	35 a 39	Hombres	1331
2011	Teruel	35 a 39	Mujeres	885
2011	Teruel	40 a 44	Hombres	985
2011	Teruel	40 a 44	Mujeres	714
2011	Teruel	45 a 49	Hombres	654
2011	Teruel	45 a 49	Mujeres	459
2011	Teruel	50 a 54	Hombres	442
2011	Teruel	50 a 54	Mujeres	335
2011	Teruel	55 a 59	Hombres	211
2011	Teruel	55 a 59	Mujeres	199
2011	Teruel	60 a 64	Hombres	107
2011	Teruel	60 a 64	Mujeres	100
2011	Teruel	65 a 69	Hombres	52
2011	Teruel	65 a 69	Mujeres	55
2011	Teruel	70 a 74	Hombres	22
2011	Teruel	70 a 74	Mujeres	29
2011	Teruel	75 a 79	Hombres	17
2011	Teruel	75 a 79	Mujeres	20
2011	Teruel	80 a 84	Hombres	6
2011	Teruel	80 a 84	Mujeres	11
2011	Teruel	85 a 89	Hombres	2
2011	Teruel	85 a 89	Mujeres	4
2011	Teruel	90 a 94	Hombres	1
2011	Teruel	90 a 94	Mujeres	3
2011	Zaragoza	00 a 04	Hombres	4337
2011	Zaragoza	00 a 04	Mujeres	4135
2011	Zaragoza	05 a 09	Hombres	3103
2011	Zaragoza	05 a 09	Mujeres	2925
2011	Zaragoza	10 a 14	Hombres	3181
2011	Zaragoza	10 a 14	Mujeres	2839
2011	Zaragoza	15 a 19	Hombres	3341
2011	Zaragoza	15 a 19	Mujeres	3085
2011	Zaragoza	20 a 24	Hombres	5762
2011	Zaragoza	20 a 24	Mujeres	6062
2011	Zaragoza	25 a 29	Hombres	8690
2011	Zaragoza	25 a 29	Mujeres	8261
2011	Zaragoza	30 a 34	Hombres	10971
2011	Zaragoza	30 a 34	Mujeres	8692
2011	Zaragoza	35 a 39	Hombres	9546
2011	Zaragoza	35 a 39	Mujeres	6916
2011	Zaragoza	40 a 44	Hombres	7708
2011	Zaragoza	40 a 44	Mujeres	5447
2011	Zaragoza	45 a 49	Hombres	4704
2011	Zaragoza	45 a 49	Mujeres	3556
2011	Zaragoza	50 a 54	Hombres	3072
2011	Zaragoza	50 a 54	Mujeres	2618
2011	Zaragoza	55 a 59	Hombres	1688
2011	Zaragoza	55 a 59	Mujeres	1691
2011	Zaragoza	60 a 64	Hombres	763
2011	Zaragoza	60 a 64	Mujeres	957
2011	Zaragoza	65 a 69	Hombres	343
2011	Zaragoza	65 a 69	Mujeres	441
2011	Zaragoza	70 a 74	Hombres	211
2011	Zaragoza	70 a 74	Mujeres	281
2011	Zaragoza	75 a 79	Hombres	119
2011	Zaragoza	75 a 79	Mujeres	179
2011	Zaragoza	80 a 84	Hombres	40
2011	Zaragoza	80 a 84	Mujeres	66
2011	Zaragoza	85 a 89	Hombres	11
2011	Zaragoza	85 a 89	Mujeres	38
2011	Zaragoza	90 a 94	Hombres	9
2011	Zaragoza	90 a 94	Mujeres	14
2011	Zaragoza	95 y más	Hombres	2
2011	Zaragoza	95 y más	Mujeres	9
2012	Huesca	00 a 04	Hombres	950
2012	Huesca	00 a 04	Mujeres	857
2012	Huesca	05 a 09	Hombres	695
2012	Huesca	05 a 09	Mujeres	683
2012	Huesca	10 a 14	Hombres	752
2012	Huesca	10 a 14	Mujeres	686
2012	Huesca	15 a 19	Hombres	849
2012	Huesca	15 a 19	Mujeres	680
2012	Huesca	20 a 24	Hombres	1155
2012	Huesca	20 a 24	Mujeres	1153
2012	Huesca	25 a 29	Hombres	1648
2012	Huesca	25 a 29	Mujeres	1659
2012	Huesca	30 a 34	Hombres	2344
2012	Huesca	30 a 34	Mujeres	1800
2012	Huesca	35 a 39	Hombres	2236
2012	Huesca	35 a 39	Mujeres	1585
2012	Huesca	40 a 44	Hombres	1812
2012	Huesca	40 a 44	Mujeres	1280
2012	Huesca	45 a 49	Hombres	1203
2012	Huesca	45 a 49	Mujeres	817
2012	Huesca	50 a 54	Hombres	754
2012	Huesca	50 a 54	Mujeres	540
2012	Huesca	55 a 59	Hombres	458
2012	Huesca	55 a 59	Mujeres	370
2012	Huesca	60 a 64	Hombres	202
2012	Huesca	60 a 64	Mujeres	184
2012	Huesca	65 a 69	Hombres	107
2012	Huesca	65 a 69	Mujeres	104
2012	Huesca	70 a 74	Hombres	61
2012	Huesca	70 a 74	Mujeres	71
2012	Huesca	75 a 79	Hombres	38
2012	Huesca	75 a 79	Mujeres	44
2012	Huesca	80 a 84	Hombres	15
2012	Huesca	80 a 84	Mujeres	21
2012	Huesca	85 a 89	Hombres	7
2012	Huesca	85 a 89	Mujeres	12
2012	Huesca	90 a 94	Hombres	1
2012	Huesca	90 a 94	Mujeres	6
2012	Huesca	95 y más	Mujeres	1
2012	Teruel	00 a 04	Hombres	696
2012	Teruel	00 a 04	Mujeres	622
2012	Teruel	05 a 09	Hombres	533
2012	Teruel	05 a 09	Mujeres	531
2012	Teruel	10 a 14	Hombres	545
2012	Teruel	10 a 14	Mujeres	541
2012	Teruel	15 a 19	Hombres	577
2012	Teruel	15 a 19	Mujeres	509
2012	Teruel	20 a 24	Hombres	705
2012	Teruel	20 a 24	Mujeres	762
2012	Teruel	25 a 29	Hombres	1169
2012	Teruel	25 a 29	Mujeres	932
2012	Teruel	30 a 34	Hombres	1495
2012	Teruel	30 a 34	Mujeres	1076
2012	Teruel	35 a 39	Hombres	1385
2012	Teruel	35 a 39	Mujeres	935
2012	Teruel	40 a 44	Hombres	1074
2012	Teruel	40 a 44	Mujeres	780
2012	Teruel	45 a 49	Hombres	688
2012	Teruel	45 a 49	Mujeres	461
2012	Teruel	50 a 54	Hombres	472
2012	Teruel	50 a 54	Mujeres	361
2012	Teruel	55 a 59	Hombres	244
2012	Teruel	55 a 59	Mujeres	212
2012	Teruel	60 a 64	Hombres	124
2012	Teruel	60 a 64	Mujeres	132
2012	Teruel	65 a 69	Hombres	49
2012	Teruel	65 a 69	Mujeres	49
2012	Teruel	70 a 74	Hombres	25
2012	Teruel	70 a 74	Mujeres	44
2012	Teruel	75 a 79	Hombres	17
2012	Teruel	75 a 79	Mujeres	23
2012	Teruel	80 a 84	Hombres	7
2012	Teruel	80 a 84	Mujeres	12
2012	Teruel	85 a 89	Hombres	1
2012	Teruel	85 a 89	Mujeres	7
2012	Teruel	90 a 94	Hombres	1
2012	Teruel	90 a 94	Mujeres	2
2012	Zaragoza	00 a 04	Hombres	4369
2012	Zaragoza	00 a 04	Mujeres	4181
2012	Zaragoza	05 a 09	Hombres	3168
2012	Zaragoza	05 a 09	Mujeres	3020
2012	Zaragoza	10 a 14	Hombres	3217
2012	Zaragoza	10 a 14	Mujeres	2879
2012	Zaragoza	15 a 19	Hombres	3307
2012	Zaragoza	15 a 19	Mujeres	2993
2012	Zaragoza	20 a 24	Hombres	5381
2012	Zaragoza	20 a 24	Mujeres	5758
2012	Zaragoza	25 a 29	Hombres	8259
2012	Zaragoza	25 a 29	Mujeres	8232
2012	Zaragoza	30 a 34	Hombres	10629
2012	Zaragoza	30 a 34	Mujeres	8992
2012	Zaragoza	35 a 39	Hombres	9915
2012	Zaragoza	35 a 39	Mujeres	7133
2012	Zaragoza	40 a 44	Hombres	8060
2012	Zaragoza	40 a 44	Mujeres	5826
2012	Zaragoza	45 a 49	Hombres	4889
2012	Zaragoza	45 a 49	Mujeres	3623
2012	Zaragoza	50 a 54	Hombres	3282
2012	Zaragoza	50 a 54	Mujeres	2763
2012	Zaragoza	55 a 59	Hombres	1872
2012	Zaragoza	55 a 59	Mujeres	1815
2012	Zaragoza	60 a 64	Hombres	867
2012	Zaragoza	60 a 64	Mujeres	1072
2012	Zaragoza	65 a 69	Hombres	403
2012	Zaragoza	65 a 69	Mujeres	496
2012	Zaragoza	70 a 74	Hombres	230
2012	Zaragoza	70 a 74	Mujeres	310
2012	Zaragoza	75 a 79	Hombres	133
2012	Zaragoza	75 a 79	Mujeres	181
2012	Zaragoza	80 a 84	Hombres	52
2012	Zaragoza	80 a 84	Mujeres	77
2012	Zaragoza	85 a 89	Hombres	13
2012	Zaragoza	85 a 89	Mujeres	38
2012	Zaragoza	90 a 94	Hombres	13
2012	Zaragoza	90 a 94	Mujeres	14
2012	Zaragoza	95 y más	Hombres	2
2012	Zaragoza	95 y más	Mujeres	9
2013	Huesca	00 a 04	Hombres	951
2013	Huesca	00 a 04	Mujeres	822
2013	Huesca	05 a 09	Hombres	716
2013	Huesca	05 a 09	Mujeres	661
2013	Huesca	10 a 14	Hombres	729
2013	Huesca	10 a 14	Mujeres	671
2013	Huesca	15 a 19	Hombres	839
2013	Huesca	15 a 19	Mujeres	674
2013	Huesca	20 a 24	Hombres	1078
2013	Huesca	20 a 24	Mujeres	1078
2013	Huesca	25 a 29	Hombres	1512
2013	Huesca	25 a 29	Mujeres	1573
2013	Huesca	30 a 34	Hombres	2158
2013	Huesca	30 a 34	Mujeres	1798
2013	Huesca	35 a 39	Hombres	2260
2013	Huesca	35 a 39	Mujeres	1611
2013	Huesca	40 a 44	Hombres	1852
2013	Huesca	40 a 44	Mujeres	1274
2013	Huesca	45 a 49	Hombres	1224
2013	Huesca	45 a 49	Mujeres	882
2013	Huesca	50 a 54	Hombres	765
2013	Huesca	50 a 54	Mujeres	601
2013	Huesca	55 a 59	Hombres	478
2013	Huesca	55 a 59	Mujeres	380
2013	Huesca	60 a 64	Hombres	218
2013	Huesca	60 a 64	Mujeres	185
2013	Huesca	65 a 69	Hombres	116
2013	Huesca	65 a 69	Mujeres	105
2013	Huesca	70 a 74	Hombres	59
2013	Huesca	70 a 74	Mujeres	73
2013	Huesca	75 a 79	Hombres	35
2013	Huesca	75 a 79	Mujeres	46
2013	Huesca	80 a 84	Hombres	16
2013	Huesca	80 a 84	Mujeres	23
2013	Huesca	85 a 89	Hombres	8
2013	Huesca	85 a 89	Mujeres	14
2013	Huesca	90 a 94	Hombres	1
2013	Huesca	90 a 94	Mujeres	8
2013	Huesca	95 y más	Mujeres	1
2013	Teruel	00 a 04	Hombres	665
2013	Teruel	00 a 04	Mujeres	630
2013	Teruel	05 a 09	Hombres	502
2013	Teruel	05 a 09	Mujeres	519
2013	Teruel	10 a 14	Hombres	544
2013	Teruel	10 a 14	Mujeres	536
2013	Teruel	15 a 19	Hombres	548
2013	Teruel	15 a 19	Mujeres	480
2013	Teruel	20 a 24	Hombres	611
2013	Teruel	20 a 24	Mujeres	690
2013	Teruel	25 a 29	Hombres	1064
2013	Teruel	25 a 29	Mujeres	947
2013	Teruel	30 a 34	Hombres	1369
2013	Teruel	30 a 34	Mujeres	1006
2013	Teruel	35 a 39	Hombres	1380
2013	Teruel	35 a 39	Mujeres	976
2013	Teruel	40 a 44	Hombres	1041
2013	Teruel	40 a 44	Mujeres	763
2013	Teruel	45 a 49	Hombres	719
2013	Teruel	45 a 49	Mujeres	481
2013	Teruel	50 a 54	Hombres	465
2013	Teruel	50 a 54	Mujeres	374
2013	Teruel	55 a 59	Hombres	262
2013	Teruel	55 a 59	Mujeres	219
2013	Teruel	60 a 64	Hombres	124
2013	Teruel	60 a 64	Mujeres	129
2013	Teruel	65 a 69	Hombres	58
2013	Teruel	65 a 69	Mujeres	59
2013	Teruel	70 a 74	Hombres	22
2013	Teruel	70 a 74	Mujeres	44
2013	Teruel	75 a 79	Hombres	12
2013	Teruel	75 a 79	Mujeres	28
2013	Teruel	80 a 84	Hombres	6
2013	Teruel	80 a 84	Mujeres	10
2013	Teruel	85 a 89	Hombres	2
2013	Teruel	85 a 89	Mujeres	6
2013	Teruel	90 a 94	Mujeres	1
2013	Teruel	95 y más	Hombres	1
2013	Zaragoza	00 a 04	Hombres	4278
2013	Zaragoza	00 a 04	Mujeres	4165
2013	Zaragoza	05 a 09	Hombres	3319
2013	Zaragoza	05 a 09	Mujeres	3187
2013	Zaragoza	10 a 14	Hombres	3222
2013	Zaragoza	10 a 14	Mujeres	2902
2013	Zaragoza	15 a 19	Hombres	3366
2013	Zaragoza	15 a 19	Mujeres	2935
2013	Zaragoza	20 a 24	Hombres	4855
2013	Zaragoza	20 a 24	Mujeres	5134
2013	Zaragoza	25 a 29	Hombres	7939
2013	Zaragoza	25 a 29	Mujeres	8153
2013	Zaragoza	30 a 34	Hombres	10186
2013	Zaragoza	30 a 34	Mujeres	9085
2013	Zaragoza	35 a 39	Hombres	10211
2013	Zaragoza	35 a 39	Mujeres	7621
2013	Zaragoza	40 a 44	Hombres	8200
2013	Zaragoza	40 a 44	Mujeres	5926
2013	Zaragoza	45 a 49	Hombres	5353
2013	Zaragoza	45 a 49	Mujeres	4143
2013	Zaragoza	50 a 54	Hombres	3500
2013	Zaragoza	50 a 54	Mujeres	2871
2013	Zaragoza	55 a 59	Hombres	1997
2013	Zaragoza	55 a 59	Mujeres	1943
2013	Zaragoza	60 a 64	Hombres	1001
2013	Zaragoza	60 a 64	Mujeres	1197
2013	Zaragoza	65 a 69	Hombres	446
2013	Zaragoza	65 a 69	Mujeres	578
2013	Zaragoza	70 a 74	Hombres	237
2013	Zaragoza	70 a 74	Mujeres	323
2013	Zaragoza	75 a 79	Hombres	132
2013	Zaragoza	75 a 79	Mujeres	204
2013	Zaragoza	80 a 84	Hombres	71
2013	Zaragoza	80 a 84	Mujeres	98
2013	Zaragoza	85 a 89	Hombres	18
2013	Zaragoza	85 a 89	Mujeres	35
2013	Zaragoza	90 a 94	Hombres	11
2013	Zaragoza	90 a 94	Mujeres	13
2013	Zaragoza	95 y más	Hombres	2
2013	Zaragoza	95 y más	Mujeres	8
2014	Huesca	00 a 04	Hombres	806
2014	Huesca	00 a 04	Mujeres	732
2014	Huesca	05 a 09	Hombres	672
2014	Huesca	05 a 09	Mujeres	589
2014	Huesca	10 a 14	Hombres	645
2014	Huesca	10 a 14	Mujeres	634
2014	Huesca	15 a 19	Hombres	776
2014	Huesca	15 a 19	Mujeres	655
2014	Huesca	20 a 24	Hombres	991
2014	Huesca	20 a 24	Mujeres	920
2014	Huesca	25 a 29	Hombres	1325
2014	Huesca	25 a 29	Mujeres	1500
2014	Huesca	30 a 34	Hombres	1921
2014	Huesca	30 a 34	Mujeres	1642
2014	Huesca	35 a 39	Hombres	2116
2014	Huesca	35 a 39	Mujeres	1556
2014	Huesca	40 a 44	Hombres	1676
2014	Huesca	40 a 44	Mujeres	1179
2014	Huesca	45 a 49	Hombres	1205
2014	Huesca	45 a 49	Mujeres	870
2014	Huesca	50 a 54	Hombres	712
2014	Huesca	50 a 54	Mujeres	613
2014	Huesca	55 a 59	Hombres	435
2014	Huesca	55 a 59	Mujeres	371
