Mes y año	Mes (código)	Mes nombre	Año	Sexo	Comarca código	Comarca nombre	Sector código	Sector descripción	Número de contratos
Junio 2013	201306	Junio	2013	Hombres	14	Aranda	4	Servicios	2
Junio 2013	201306	Junio	2013	Hombres	15	Ribera Alta del Ebro	2	Industria y energía	1
Junio 2013	201306	Junio	2013	Mujeres	15	Ribera Alta del Ebro	2	Industria y energía	1
Junio 2013	201306	Junio	2013	Hombres	15	Ribera Alta del Ebro	4	Servicios	2
Junio 2013	201306	Junio	2013	Mujeres	15	Ribera Alta del Ebro	4	Servicios	5
Junio 2013	201306	Junio	2013	Hombres	16	Valdejalón	2	Industria y energía	2
Junio 2013	201306	Junio	2013	Mujeres	16	Valdejalón	2	Industria y energía	1
Junio 2013	201306	Junio	2013	Hombres	16	Valdejalón	4	Servicios	2
Junio 2013	201306	Junio	2013	Mujeres	16	Valdejalón	4	Servicios	4
Junio 2013	201306	Junio	2013	Hombres	17	Central	1	Agricultura, ganadería y pesca	5
Junio 2013	201306	Junio	2013	Mujeres	17	Central	1	Agricultura, ganadería y pesca	1
Junio 2013	201306	Junio	2013	Hombres	17	Central	2	Industria y energía	48
Junio 2013	201306	Junio	2013	Mujeres	17	Central	2	Industria y energía	27
Junio 2013	201306	Junio	2013	Hombres	17	Central	3	Construcción	3
Junio 2013	201306	Junio	2013	Mujeres	17	Central	3	Construcción	2
Junio 2013	201306	Junio	2013	Hombres	17	Central	4	Servicios	117
Junio 2013	201306	Junio	2013	Mujeres	17	Central	4	Servicios	191
Junio 2013	201306	Junio	2013	Hombres	18	Ribera Baja del Ebro	4	Servicios	1
Junio 2013	201306	Junio	2013	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	1
Junio 2013	201306	Junio	2013	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	1
Junio 2013	201306	Junio	2013	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	2
Junio 2013	201306	Junio	2013	Hombres	20	Comunidad de Calatayud	4	Servicios	1
Junio 2013	201306	Junio	2013	Mujeres	20	Comunidad de Calatayud	4	Servicios	3
Junio 2013	201306	Junio	2013	Mujeres	21	Campo de Cariñena	4	Servicios	3
Junio 2013	201306	Junio	2013	Hombres	22	Campo de Belchite	2	Industria y energía	1
Junio 2013	201306	Junio	2013	Hombres	22	Campo de Belchite	4	Servicios	1
Junio 2013	201306	Junio	2013	Hombres	23	Bajo Martín	1	Agricultura, ganadería y pesca	1
Junio 2013	201306	Junio	2013	Mujeres	24	Campo de Daroca	4	Servicios	1
Junio 2013	201306	Junio	2013	Hombres	25	Jiloca	1	Agricultura, ganadería y pesca	1
Junio 2013	201306	Junio	2013	Mujeres	25	Jiloca	4	Servicios	1
Junio 2013	201306	Junio	2013	Mujeres	26	Cuencas Mineras	4	Servicios	2
Junio 2013	201306	Junio	2013	Mujeres	27	Andorra-Sierra de Arcos	2	Industria y energía	1
Junio 2013	201306	Junio	2013	Mujeres	27	Andorra-Sierra de Arcos	4	Servicios	3
Junio 2013	201306	Junio	2013	Mujeres	28	Bajo Aragón	1	Agricultura, ganadería y pesca	1
Junio 2013	201306	Junio	2013	Hombres	28	Bajo Aragón	2	Industria y energía	1
Junio 2013	201306	Junio	2013	Mujeres	28	Bajo Aragón	2	Industria y energía	1
Junio 2013	201306	Junio	2013	Mujeres	28	Bajo Aragón	4	Servicios	5
Junio 2013	201306	Junio	2013	Hombres	29	Comunidad de Teruel	4	Servicios	6
Junio 2013	201306	Junio	2013	Mujeres	29	Comunidad de Teruel	4	Servicios	11
Junio 2013	201306	Junio	2013	Hombres	30	Maestrazgo	2	Industria y energía	1
Junio 2013	201306	Junio	2013	Hombres	30	Maestrazgo	4	Servicios	1
Junio 2013	201306	Junio	2013	Hombres	31	Sierra de Albarracín	2	Industria y energía	1
Junio 2013	201306	Junio	2013	Hombres	32	Gúdar-Javalambre	2	Industria y energía	3
Junio 2013	201306	Junio	2013	Hombres	32	Gúdar-Javalambre	4	Servicios	1
Junio 2013	201306	Junio	2013	Hombres	33	Matarraña / Matarranya	2	Industria y energía	1
Junio 2013	201306	Junio	2013	Hombres	33	Matarraña / Matarranya	4	Servicios	1
Junio 2013	201306	Junio	2013	Mujeres	33	Matarraña / Matarranya	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Hombres	01	La Jacetania	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	01	La Jacetania	4	Servicios	6
Mayo 2013	201305	Mayo	2013	Mujeres	02	Alto Gállego	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Hombres	02	Alto Gállego	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	02	Alto Gállego	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	03	Sobrarbe	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	04	La Ribagorza	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Hombres	04	La Ribagorza	3	Construcción	1
Mayo 2013	201305	Mayo	2013	Mujeres	04	La Ribagorza	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Hombres	05	Cinco Villas	1	Agricultura, ganadería y pesca	2
Mayo 2013	201305	Mayo	2013	Hombres	05	Cinco Villas	2	Industria y energía	4
Mayo 2013	201305	Mayo	2013	Mujeres	05	Cinco Villas	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Hombres	05	Cinco Villas	3	Construcción	1
Mayo 2013	201305	Mayo	2013	Hombres	05	Cinco Villas	4	Servicios	2
Mayo 2013	201305	Mayo	2013	Mujeres	05	Cinco Villas	4	Servicios	5
Mayo 2013	201305	Mayo	2013	Hombres	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Hombres	06	Hoya de Huesca / Plana de Uesca	3	Construcción	1
Mayo 2013	201305	Mayo	2013	Hombres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	13
Mayo 2013	201305	Mayo	2013	Mujeres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	11
Mayo 2013	201305	Mayo	2013	Hombres	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	1
Mayo 2013	201305	Mayo	2013	Hombres	07	Somontano de Barbastro	2	Industria y energía	2
Mayo 2013	201305	Mayo	2013	Mujeres	07	Somontano de Barbastro	2	Industria y energía	2
Mayo 2013	201305	Mayo	2013	Hombres	07	Somontano de Barbastro	4	Servicios	5
Mayo 2013	201305	Mayo	2013	Mujeres	07	Somontano de Barbastro	4	Servicios	3
Mayo 2013	201305	Mayo	2013	Hombres	08	Cinca Medio	1	Agricultura, ganadería y pesca	1
Mayo 2013	201305	Mayo	2013	Hombres	08	Cinca Medio	2	Industria y energía	2
Mayo 2013	201305	Mayo	2013	Hombres	08	Cinca Medio	4	Servicios	4
Mayo 2013	201305	Mayo	2013	Mujeres	08	Cinca Medio	4	Servicios	11
Mayo 2013	201305	Mayo	2013	Hombres	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	1
Mayo 2013	201305	Mayo	2013	Hombres	09	La Litera / La Llitera	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Mujeres	09	La Litera / La Llitera	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Mujeres	09	La Litera / La Llitera	4	Servicios	2
Mayo 2013	201305	Mayo	2013	Hombres	10	Los Monegros	1	Agricultura, ganadería y pesca	2
Mayo 2013	201305	Mayo	2013	Mujeres	10	Los Monegros	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Hombres	10	Los Monegros	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	11	Bajo Cinca / Baix Cinca	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	12	Tarazona y el Moncayo	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	13	Campo de Borja	2	Industria y energía	2
Mayo 2013	201305	Mayo	2013	Hombres	13	Campo de Borja	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	13	Campo de Borja	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Hombres	14	Aranda	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Mujeres	14	Aranda	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Hombres	15	Ribera Alta del Ebro	2	Industria y energía	4
Mayo 2013	201305	Mayo	2013	Mujeres	15	Ribera Alta del Ebro	2	Industria y energía	2
Mayo 2013	201305	Mayo	2013	Hombres	15	Ribera Alta del Ebro	4	Servicios	6
Mayo 2013	201305	Mayo	2013	Mujeres	15	Ribera Alta del Ebro	4	Servicios	6
Mayo 2013	201305	Mayo	2013	Hombres	16	Valdejalón	2	Industria y energía	11
Mayo 2013	201305	Mayo	2013	Mujeres	16	Valdejalón	2	Industria y energía	6
Mayo 2013	201305	Mayo	2013	Hombres	16	Valdejalón	4	Servicios	2
Mayo 2013	201305	Mayo	2013	Mujeres	16	Valdejalón	4	Servicios	5
Mayo 2013	201305	Mayo	2013	Hombres	17	Central	1	Agricultura, ganadería y pesca	7
Mayo 2013	201305	Mayo	2013	Hombres	17	Central	2	Industria y energía	35
Mayo 2013	201305	Mayo	2013	Mujeres	17	Central	2	Industria y energía	17
Mayo 2013	201305	Mayo	2013	Hombres	17	Central	3	Construcción	2
Mayo 2013	201305	Mayo	2013	Mujeres	17	Central	3	Construcción	2
Mayo 2013	201305	Mayo	2013	Hombres	17	Central	4	Servicios	102
Mayo 2013	201305	Mayo	2013	Mujeres	17	Central	4	Servicios	232
Mayo 2013	201305	Mayo	2013	Hombres	18	Ribera Baja del Ebro	4	Servicios	2
Mayo 2013	201305	Mayo	2013	Mujeres	18	Ribera Baja del Ebro	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	4
Mayo 2013	201305	Mayo	2013	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	4
Mayo 2013	201305	Mayo	2013	Mujeres	20	Comunidad de Calatayud	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Hombres	20	Comunidad de Calatayud	4	Servicios	3
Mayo 2013	201305	Mayo	2013	Mujeres	20	Comunidad de Calatayud	4	Servicios	7
Mayo 2013	201305	Mayo	2013	Hombres	21	Campo de Cariñena	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Mujeres	21	Campo de Cariñena	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Mujeres	21	Campo de Cariñena	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Hombres	22	Campo de Belchite	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Hombres	25	Jiloca	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Mujeres	25	Jiloca	4	Servicios	4
Mayo 2013	201305	Mayo	2013	Hombres	26	Cuencas Mineras	2	Industria y energía	2
Mayo 2013	201305	Mayo	2013	Hombres	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	1
Mayo 2013	201305	Mayo	2013	Hombres	27	Andorra-Sierra de Arcos	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Mujeres	27	Andorra-Sierra de Arcos	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Hombres	27	Andorra-Sierra de Arcos	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	27	Andorra-Sierra de Arcos	4	Servicios	4
Mayo 2013	201305	Mayo	2013	Mujeres	28	Bajo Aragón	1	Agricultura, ganadería y pesca	1
Mayo 2013	201305	Mayo	2013	Hombres	28	Bajo Aragón	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Mujeres	28	Bajo Aragón	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Hombres	28	Bajo Aragón	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	28	Bajo Aragón	4	Servicios	4
Mayo 2013	201305	Mayo	2013	Hombres	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	1
Mayo 2013	201305	Mayo	2013	Mujeres	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	1
Mayo 2013	201305	Mayo	2013	Hombres	29	Comunidad de Teruel	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Mujeres	29	Comunidad de Teruel	2	Industria y energía	2
Mayo 2013	201305	Mayo	2013	Hombres	29	Comunidad de Teruel	3	Construcción	1
Mayo 2013	201305	Mayo	2013	Hombres	29	Comunidad de Teruel	4	Servicios	3
Mayo 2013	201305	Mayo	2013	Mujeres	29	Comunidad de Teruel	4	Servicios	11
Mayo 2013	201305	Mayo	2013	Mujeres	30	Maestrazgo	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Hombres	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	1
Mayo 2013	201305	Mayo	2013	Mujeres	31	Sierra de Albarracín	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Mujeres	31	Sierra de Albarracín	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Hombres	32	Gúdar-Javalambre	4	Servicios	2
Mayo 2013	201305	Mayo	2013	Mujeres	32	Gúdar-Javalambre	4	Servicios	2
Mayo 2013	201305	Mayo	2013	Hombres	33	Matarraña / Matarranya	2	Industria y energía	1
Mayo 2013	201305	Mayo	2013	Mujeres	33	Matarraña / Matarranya	2	Industria y energía	2
Mayo 2013	201305	Mayo	2013	Hombres	33	Matarraña / Matarranya	4	Servicios	1
Mayo 2013	201305	Mayo	2013	Mujeres	33	Matarraña / Matarranya	4	Servicios	1
Abril 2013	201304	Abril	2013	Hombres	01	La Jacetania	4	Servicios	1
Abril 2013	201304	Abril	2013	Mujeres	01	La Jacetania	4	Servicios	1
Abril 2013	201304	Abril	2013	Mujeres	02	Alto Gállego	4	Servicios	1
Abril 2013	201304	Abril	2013	Mujeres	03	Sobrarbe	4	Servicios	1
Abril 2013	201304	Abril	2013	Hombres	04	La Ribagorza	1	Agricultura, ganadería y pesca	1
Abril 2013	201304	Abril	2013	Hombres	04	La Ribagorza	4	Servicios	2
Abril 2013	201304	Abril	2013	Mujeres	04	La Ribagorza	4	Servicios	1
Abril 2013	201304	Abril	2013	Hombres	05	Cinco Villas	1	Agricultura, ganadería y pesca	1
Abril 2013	201304	Abril	2013	Hombres	05	Cinco Villas	2	Industria y energía	2
Abril 2013	201304	Abril	2013	Mujeres	05	Cinco Villas	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Hombres	05	Cinco Villas	4	Servicios	3
Abril 2013	201304	Abril	2013	Mujeres	05	Cinco Villas	4	Servicios	4
Abril 2013	201304	Abril	2013	Hombres	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	5
Abril 2013	201304	Abril	2013	Mujeres	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	2
Abril 2013	201304	Abril	2013	Hombres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	13
Abril 2013	201304	Abril	2013	Mujeres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	19
Abril 2013	201304	Abril	2013	Mujeres	07	Somontano de Barbastro	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Hombres	07	Somontano de Barbastro	4	Servicios	5
Abril 2013	201304	Abril	2013	Mujeres	07	Somontano de Barbastro	4	Servicios	11
Abril 2013	201304	Abril	2013	Hombres	08	Cinca Medio	1	Agricultura, ganadería y pesca	1
Abril 2013	201304	Abril	2013	Hombres	08	Cinca Medio	2	Industria y energía	3
Abril 2013	201304	Abril	2013	Mujeres	08	Cinca Medio	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Hombres	08	Cinca Medio	4	Servicios	1
Abril 2013	201304	Abril	2013	Mujeres	08	Cinca Medio	4	Servicios	6
Abril 2013	201304	Abril	2013	Hombres	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	2
Abril 2013	201304	Abril	2013	Mujeres	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	1
Abril 2013	201304	Abril	2013	Mujeres	09	La Litera / La Llitera	2	Industria y energía	2
Abril 2013	201304	Abril	2013	Hombres	09	La Litera / La Llitera	3	Construcción	1
Abril 2013	201304	Abril	2013	Hombres	09	La Litera / La Llitera	4	Servicios	2
Abril 2013	201304	Abril	2013	Mujeres	09	La Litera / La Llitera	4	Servicios	3
Abril 2013	201304	Abril	2013	Hombres	10	Los Monegros	1	Agricultura, ganadería y pesca	2
Abril 2013	201304	Abril	2013	Mujeres	10	Los Monegros	1	Agricultura, ganadería y pesca	1
Abril 2013	201304	Abril	2013	Hombres	10	Los Monegros	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Mujeres	10	Los Monegros	4	Servicios	1
Abril 2013	201304	Abril	2013	Hombres	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	1
Abril 2013	201304	Abril	2013	Hombres	11	Bajo Cinca / Baix Cinca	2	Industria y energía	3
Abril 2013	201304	Abril	2013	Mujeres	11	Bajo Cinca / Baix Cinca	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Mujeres	11	Bajo Cinca / Baix Cinca	4	Servicios	3
Abril 2013	201304	Abril	2013	Hombres	12	Tarazona y el Moncayo	4	Servicios	1
Abril 2013	201304	Abril	2013	Mujeres	12	Tarazona y el Moncayo	4	Servicios	6
Abril 2013	201304	Abril	2013	Hombres	13	Campo de Borja	2	Industria y energía	3
Abril 2013	201304	Abril	2013	Hombres	13	Campo de Borja	3	Construcción	1
Abril 2013	201304	Abril	2013	Hombres	13	Campo de Borja	4	Servicios	2
Abril 2013	201304	Abril	2013	Mujeres	14	Aranda	4	Servicios	1
Abril 2013	201304	Abril	2013	Hombres	15	Ribera Alta del Ebro	2	Industria y energía	3
Abril 2013	201304	Abril	2013	Mujeres	15	Ribera Alta del Ebro	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Hombres	15	Ribera Alta del Ebro	4	Servicios	3
Abril 2013	201304	Abril	2013	Mujeres	15	Ribera Alta del Ebro	4	Servicios	6
Abril 2013	201304	Abril	2013	Hombres	16	Valdejalón	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Mujeres	16	Valdejalón	2	Industria y energía	2
Abril 2013	201304	Abril	2013	Hombres	16	Valdejalón	4	Servicios	1
Abril 2013	201304	Abril	2013	Hombres	17	Central	1	Agricultura, ganadería y pesca	1
Abril 2013	201304	Abril	2013	Hombres	17	Central	2	Industria y energía	23
Abril 2013	201304	Abril	2013	Mujeres	17	Central	2	Industria y energía	16
Abril 2013	201304	Abril	2013	Hombres	17	Central	3	Construcción	6
Abril 2013	201304	Abril	2013	Mujeres	17	Central	3	Construcción	1
Abril 2013	201304	Abril	2013	Hombres	17	Central	4	Servicios	110
Abril 2013	201304	Abril	2013	Mujeres	17	Central	4	Servicios	220
Abril 2013	201304	Abril	2013	Mujeres	18	Ribera Baja del Ebro	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Mujeres	18	Ribera Baja del Ebro	4	Servicios	1
Abril 2013	201304	Abril	2013	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	1
Abril 2013	201304	Abril	2013	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	2
Abril 2013	201304	Abril	2013	Hombres	20	Comunidad de Calatayud	4	Servicios	2
Abril 2013	201304	Abril	2013	Mujeres	20	Comunidad de Calatayud	4	Servicios	5
Abril 2013	201304	Abril	2013	Hombres	21	Campo de Cariñena	4	Servicios	1
Abril 2013	201304	Abril	2013	Mujeres	21	Campo de Cariñena	4	Servicios	1
Abril 2013	201304	Abril	2013	Hombres	23	Bajo Martín	1	Agricultura, ganadería y pesca	3
Abril 2013	201304	Abril	2013	Hombres	23	Bajo Martín	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Mujeres	25	Jiloca	4	Servicios	2
Abril 2013	201304	Abril	2013	Hombres	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	1
Abril 2013	201304	Abril	2013	Hombres	26	Cuencas Mineras	2	Industria y energía	2
Abril 2013	201304	Abril	2013	Mujeres	26	Cuencas Mineras	2	Industria y energía	4
Abril 2013	201304	Abril	2013	Hombres	27	Andorra-Sierra de Arcos	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Hombres	27	Andorra-Sierra de Arcos	4	Servicios	1
Abril 2013	201304	Abril	2013	Mujeres	27	Andorra-Sierra de Arcos	4	Servicios	6
Abril 2013	201304	Abril	2013	Hombres	28	Bajo Aragón	1	Agricultura, ganadería y pesca	1
Abril 2013	201304	Abril	2013	Hombres	28	Bajo Aragón	2	Industria y energía	2
Abril 2013	201304	Abril	2013	Mujeres	28	Bajo Aragón	2	Industria y energía	2
Abril 2013	201304	Abril	2013	Hombres	28	Bajo Aragón	4	Servicios	3
Abril 2013	201304	Abril	2013	Mujeres	28	Bajo Aragón	4	Servicios	5
Abril 2013	201304	Abril	2013	Hombres	29	Comunidad de Teruel	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Mujeres	29	Comunidad de Teruel	2	Industria y energía	2
Abril 2013	201304	Abril	2013	Hombres	29	Comunidad de Teruel	4	Servicios	6
Abril 2013	201304	Abril	2013	Mujeres	29	Comunidad de Teruel	4	Servicios	9
Abril 2013	201304	Abril	2013	Mujeres	32	Gúdar-Javalambre	4	Servicios	1
Abril 2013	201304	Abril	2013	Mujeres	33	Matarraña / Matarranya	2	Industria y energía	1
Abril 2013	201304	Abril	2013	Hombres	33	Matarraña / Matarranya	4	Servicios	1
Abril 2013	201304	Abril	2013	Mujeres	33	Matarraña / Matarranya	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Mujeres	01	La Jacetania	4	Servicios	7
Marzo 2013	201303	Marzo	2013	Hombres	02	Alto Gállego	2	Industria y energía	1
Marzo 2013	201303	Marzo	2013	Mujeres	02	Alto Gállego	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Hombres	03	Sobrarbe	3	Construcción	1
Marzo 2013	201303	Marzo	2013	Mujeres	03	Sobrarbe	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Hombres	04	La Ribagorza	1	Agricultura, ganadería y pesca	1
Marzo 2013	201303	Marzo	2013	Hombres	04	La Ribagorza	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Mujeres	04	La Ribagorza	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Hombres	05	Cinco Villas	1	Agricultura, ganadería y pesca	1
Marzo 2013	201303	Marzo	2013	Mujeres	05	Cinco Villas	1	Agricultura, ganadería y pesca	1
Marzo 2013	201303	Marzo	2013	Mujeres	05	Cinco Villas	4	Servicios	4
Marzo 2013	201303	Marzo	2013	Mujeres	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	1
Marzo 2013	201303	Marzo	2013	Hombres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	15
Marzo 2013	201303	Marzo	2013	Mujeres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	23
Marzo 2013	201303	Marzo	2013	Hombres	07	Somontano de Barbastro	4	Servicios	7
Marzo 2013	201303	Marzo	2013	Mujeres	07	Somontano de Barbastro	4	Servicios	10
Marzo 2013	201303	Marzo	2013	Hombres	08	Cinca Medio	1	Agricultura, ganadería y pesca	1
Marzo 2013	201303	Marzo	2013	Mujeres	08	Cinca Medio	2	Industria y energía	1
Marzo 2013	201303	Marzo	2013	Hombres	08	Cinca Medio	4	Servicios	2
Marzo 2013	201303	Marzo	2013	Mujeres	08	Cinca Medio	4	Servicios	6
Marzo 2013	201303	Marzo	2013	Hombres	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	1
Marzo 2013	201303	Marzo	2013	Hombres	09	La Litera / La Llitera	2	Industria y energía	2
Marzo 2013	201303	Marzo	2013	Mujeres	09	La Litera / La Llitera	2	Industria y energía	1
Marzo 2013	201303	Marzo	2013	Hombres	09	La Litera / La Llitera	4	Servicios	3
Marzo 2013	201303	Marzo	2013	Mujeres	09	La Litera / La Llitera	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Hombres	10	Los Monegros	1	Agricultura, ganadería y pesca	1
Marzo 2013	201303	Marzo	2013	Hombres	10	Los Monegros	4	Servicios	2
Marzo 2013	201303	Marzo	2013	Hombres	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	1
Marzo 2013	201303	Marzo	2013	Hombres	11	Bajo Cinca / Baix Cinca	2	Industria y energía	1
Marzo 2013	201303	Marzo	2013	Hombres	11	Bajo Cinca / Baix Cinca	3	Construcción	1
Marzo 2013	201303	Marzo	2013	Hombres	11	Bajo Cinca / Baix Cinca	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Mujeres	11	Bajo Cinca / Baix Cinca	4	Servicios	4
Marzo 2013	201303	Marzo	2013	Hombres	12	Tarazona y el Moncayo	4	Servicios	2
Marzo 2013	201303	Marzo	2013	Mujeres	12	Tarazona y el Moncayo	4	Servicios	3
Marzo 2013	201303	Marzo	2013	Hombres	13	Campo de Borja	2	Industria y energía	1
Marzo 2013	201303	Marzo	2013	Mujeres	13	Campo de Borja	2	Industria y energía	1
Marzo 2013	201303	Marzo	2013	Hombres	13	Campo de Borja	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Mujeres	14	Aranda	2	Industria y energía	1
Marzo 2013	201303	Marzo	2013	Hombres	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	1
Marzo 2013	201303	Marzo	2013	Hombres	15	Ribera Alta del Ebro	2	Industria y energía	4
Marzo 2013	201303	Marzo	2013	Hombres	15	Ribera Alta del Ebro	4	Servicios	5
Marzo 2013	201303	Marzo	2013	Mujeres	15	Ribera Alta del Ebro	4	Servicios	2
Marzo 2013	201303	Marzo	2013	Hombres	16	Valdejalón	1	Agricultura, ganadería y pesca	1
Marzo 2013	201303	Marzo	2013	Hombres	16	Valdejalón	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Mujeres	16	Valdejalón	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Hombres	17	Central	1	Agricultura, ganadería y pesca	1
Marzo 2013	201303	Marzo	2013	Hombres	17	Central	2	Industria y energía	18
Marzo 2013	201303	Marzo	2013	Mujeres	17	Central	2	Industria y energía	9
Marzo 2013	201303	Marzo	2013	Hombres	17	Central	3	Construcción	5
Marzo 2013	201303	Marzo	2013	Mujeres	17	Central	3	Construcción	5
Marzo 2013	201303	Marzo	2013	Hombres	17	Central	4	Servicios	102
Marzo 2013	201303	Marzo	2013	Mujeres	17	Central	4	Servicios	176
Marzo 2013	201303	Marzo	2013	Hombres	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	1
Marzo 2013	201303	Marzo	2013	Hombres	20	Comunidad de Calatayud	2	Industria y energía	1
Marzo 2013	201303	Marzo	2013	Hombres	20	Comunidad de Calatayud	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Mujeres	20	Comunidad de Calatayud	4	Servicios	3
Marzo 2013	201303	Marzo	2013	Mujeres	21	Campo de Cariñena	2	Industria y energía	1
Marzo 2013	201303	Marzo	2013	Mujeres	21	Campo de Cariñena	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Hombres	22	Campo de Belchite	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Hombres	23	Bajo Martín	3	Construcción	1
Marzo 2013	201303	Marzo	2013	Hombres	23	Bajo Martín	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Mujeres	23	Bajo Martín	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Mujeres	24	Campo de Daroca	4	Servicios	1
Marzo 2013	201303	Marzo	2013	Mujeres	25	Jiloca	4	Servicios	1
