Mes y año	Mes (código)	Provincia código	Provincia nombre	Sexo	Nivel formativo grupo IAEST descripción	Nivel formativo grupo IAEST código	Número de contratos	Nivel formativo código
Junio 2013	201306	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	67	51
Junio 2013	201306	22	Huesca	Hombres	Enseñanza superior universitaria	42	34	54
Junio 2013	201306	22	Huesca	Hombres	Enseñanza superior universitaria	42	62	55
Junio 2013	201306	22	Huesca	Hombres	Enseñanza superior universitaria	42	13	56
Junio 2013	201306	22	Huesca	Hombres	Enseñanza superior universitaria	42	2	58
Junio 2013	201306	22	Huesca	Hombres	Enseñanza superior universitaria	42	7	59
Junio 2013	201306	22	Huesca	Hombres	Enseñanza superior universitaria	42	1	60
Junio 2013	201306	22	Huesca	Mujeres	Enseñanza superior universitaria	42	122	54
Junio 2013	201306	22	Huesca	Mujeres	Enseñanza superior universitaria	42	57	55
Junio 2013	201306	22	Huesca	Mujeres	Enseñanza superior universitaria	42	13	56
Junio 2013	201306	22	Huesca	Mujeres	Enseñanza superior universitaria	42	1	57
Junio 2013	201306	22	Huesca	Mujeres	Enseñanza superior universitaria	42	1	58
Junio 2013	201306	22	Huesca	Mujeres	Enseñanza superior universitaria	42	15	59
Junio 2013	201306	22	Huesca	Mujeres	Enseñanza superior universitaria	42	3	60
Junio 2013	201306	22	Huesca	Mujeres	Enseñanza superior universitaria	42	1	61
Junio 2013	201306	44	Teruel	Hombres	Educación Primaria o inferior	10	68	11
Junio 2013	201306	44	Teruel	Hombres	Educación Primaria o inferior	10	265	12
Junio 2013	201306	44	Teruel	Hombres	Educación Primaria o inferior	10	267	80
Junio 2013	201306	44	Teruel	Hombres	Educación Primaria o inferior	10	1	90
Junio 2013	201306	44	Teruel	Mujeres	Educación Primaria o inferior	10	66	11
Junio 2013	201306	44	Teruel	Mujeres	Educación Primaria o inferior	10	145	12
Junio 2013	201306	44	Teruel	Mujeres	Educación Primaria o inferior	10	180	80
Junio 2013	201306	44	Teruel	Mujeres	Educación Primaria o inferior	10	6	90
Junio 2013	201306	44	Teruel	Hombres	Primera etapa de educación secundaria	20	1	21
Junio 2013	201306	44	Teruel	Hombres	Primera etapa de educación secundaria	20	491	22
Junio 2013	201306	44	Teruel	Hombres	Primera etapa de educación secundaria	20	455	23
Junio 2013	201306	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	99	22
Junio 2013	201306	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	439	23
Junio 2013	201306	44	Teruel	Hombres	Bachillerato	31	251	32
Junio 2013	201306	44	Teruel	Mujeres	Bachillerato	31	217	32
Junio 2013	201306	44	Teruel	Hombres	Enseñanza media de formación profesional	32	3	31
Junio 2013	201306	44	Teruel	Hombres	Enseñanza media de formación profesional	32	33	33
Junio 2013	201306	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	78	33
Junio 2013	201306	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	1	34
Junio 2013	201306	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	31	51
Junio 2013	201306	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	3	52
Junio 2013	201306	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	1	53
Junio 2013	201306	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	26	51
Junio 2013	201306	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	1	53
Junio 2013	201306	44	Teruel	Hombres	Enseñanza superior universitaria	42	14	54
Junio 2013	201306	44	Teruel	Hombres	Enseñanza superior universitaria	42	20	55
Junio 2013	201306	44	Teruel	Hombres	Enseñanza superior universitaria	42	5	56
Junio 2013	201306	44	Teruel	Hombres	Enseñanza superior universitaria	42	10	59
Junio 2013	201306	44	Teruel	Hombres	Enseñanza superior universitaria	42	3	61
Junio 2013	201306	44	Teruel	Mujeres	Enseñanza superior universitaria	42	25	54
Junio 2013	201306	44	Teruel	Mujeres	Enseñanza superior universitaria	42	36	55
Junio 2013	201306	44	Teruel	Mujeres	Enseñanza superior universitaria	42	17	56
Junio 2013	201306	44	Teruel	Mujeres	Enseñanza superior universitaria	42	21	59
Junio 2013	201306	44	Teruel	Mujeres	Enseñanza superior universitaria	42	1	61
Junio 2013	201306	50	Zaragoza	Hombres	Educación Primaria o inferior	10	1411	11
Junio 2013	201306	50	Zaragoza	Hombres	Educación Primaria o inferior	10	2241	12
Junio 2013	201306	50	Zaragoza	Hombres	Educación Primaria o inferior	10	1738	80
Junio 2013	201306	50	Zaragoza	Hombres	Educación Primaria o inferior	10	8	90
Junio 2013	201306	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	661	11
Junio 2013	201306	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	1282	12
Junio 2013	201306	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	1023	80
Junio 2013	201306	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	95	90
Junio 2013	201306	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	5	21
Junio 2013	201306	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	1180	22
Junio 2013	201306	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	4792	23
Junio 2013	201306	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	5	21
Junio 2013	201306	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	811	22
Junio 2013	201306	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	3890	23
Junio 2013	201306	50	Zaragoza	Hombres	Bachillerato	31	2531	32
Junio 2013	201306	50	Zaragoza	Mujeres	Bachillerato	31	2065	32
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	1	31
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	924	33
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	6	34
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	5	41
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	8	31
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	771	33
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	4	34
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	497	51
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	21	52
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	5	53
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	362	51
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	13	52
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	7	53
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	316	54
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	377	55
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	45	56
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	58	59
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	7	60
Junio 2013	201306	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	8	61
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	506	54
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	470	55
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	25	56
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	2	57
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	2	58
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	94	59
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	7	60
Junio 2013	201306	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	10	61
Mayo 2013	201305	22	Huesca	Hombres	Educación Primaria o inferior	10	877	11
Mayo 2013	201305	22	Huesca	Hombres	Educación Primaria o inferior	10	799	12
Mayo 2013	201305	22	Huesca	Hombres	Educación Primaria o inferior	10	1153	80
Mayo 2013	201305	22	Huesca	Mujeres	Educación Primaria o inferior	10	483	11
Mayo 2013	201305	22	Huesca	Mujeres	Educación Primaria o inferior	10	349	12
Mayo 2013	201305	22	Huesca	Mujeres	Educación Primaria o inferior	10	381	80
Mayo 2013	201305	22	Huesca	Mujeres	Educación Primaria o inferior	10	11	90
Mayo 2013	201305	22	Huesca	Hombres	Primera etapa de educación secundaria	20	207	22
Mayo 2013	201305	22	Huesca	Hombres	Primera etapa de educación secundaria	20	1581	23
Mayo 2013	201305	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	85	22
Mayo 2013	201305	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	1068	23
Mayo 2013	201305	22	Huesca	Hombres	Bachillerato	31	289	32
Mayo 2013	201305	22	Huesca	Mujeres	Bachillerato	31	214	32
Mayo 2013	201305	22	Huesca	Hombres	Enseñanza media de formación profesional	32	1	31
Mayo 2013	201305	22	Huesca	Hombres	Enseñanza media de formación profesional	32	139	33
Mayo 2013	201305	22	Huesca	Mujeres	Enseñanza media de formación profesional	32	75	33
Mayo 2013	201305	22	Huesca	Mujeres	Enseñanza media de formación profesional	32	1	34
Mayo 2013	201305	22	Huesca	Mujeres	Enseñanza media de formación profesional	32	1	41
Mayo 2013	201305	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	68	51
Mayo 2013	201305	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	5	52
Mayo 2013	201305	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	52	51
Mayo 2013	201305	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	2	52
Mayo 2013	201305	22	Huesca	Hombres	Enseñanza superior universitaria	42	44	54
Mayo 2013	201305	22	Huesca	Hombres	Enseñanza superior universitaria	42	60	55
Mayo 2013	201305	22	Huesca	Hombres	Enseñanza superior universitaria	42	6	56
Mayo 2013	201305	22	Huesca	Hombres	Enseñanza superior universitaria	42	2	57
Mayo 2013	201305	22	Huesca	Hombres	Enseñanza superior universitaria	42	7	59
Mayo 2013	201305	22	Huesca	Hombres	Enseñanza superior universitaria	42	1	61
Mayo 2013	201305	22	Huesca	Mujeres	Enseñanza superior universitaria	42	92	54
Mayo 2013	201305	22	Huesca	Mujeres	Enseñanza superior universitaria	42	45	55
Mayo 2013	201305	22	Huesca	Mujeres	Enseñanza superior universitaria	42	14	56
Mayo 2013	201305	22	Huesca	Mujeres	Enseñanza superior universitaria	42	1	58
Mayo 2013	201305	22	Huesca	Mujeres	Enseñanza superior universitaria	42	14	59
Mayo 2013	201305	22	Huesca	Mujeres	Enseñanza superior universitaria	42	2	60
Mayo 2013	201305	44	Teruel	Hombres	Educación Primaria o inferior	10	85	11
Mayo 2013	201305	44	Teruel	Hombres	Educación Primaria o inferior	10	298	12
Mayo 2013	201305	44	Teruel	Hombres	Educación Primaria o inferior	10	229	80
Mayo 2013	201305	44	Teruel	Mujeres	Educación Primaria o inferior	10	59	11
Mayo 2013	201305	44	Teruel	Mujeres	Educación Primaria o inferior	10	232	12
Mayo 2013	201305	44	Teruel	Mujeres	Educación Primaria o inferior	10	155	80
Mayo 2013	201305	44	Teruel	Mujeres	Educación Primaria o inferior	10	5	90
Mayo 2013	201305	44	Teruel	Hombres	Primera etapa de educación secundaria	20	515	22
Mayo 2013	201305	44	Teruel	Hombres	Primera etapa de educación secundaria	20	371	23
Mayo 2013	201305	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	89	22
Mayo 2013	201305	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	354	23
Mayo 2013	201305	44	Teruel	Hombres	Bachillerato	31	248	32
Mayo 2013	201305	44	Teruel	Mujeres	Bachillerato	31	169	32
Mayo 2013	201305	44	Teruel	Hombres	Enseñanza media de formación profesional	32	1	31
Mayo 2013	201305	44	Teruel	Hombres	Enseñanza media de formación profesional	32	34	33
Mayo 2013	201305	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	46	33
Mayo 2013	201305	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	3	34
Mayo 2013	201305	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	26	51
Mayo 2013	201305	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	14	51
Mayo 2013	201305	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	3	52
Mayo 2013	201305	44	Teruel	Hombres	Enseñanza superior universitaria	42	12	54
Mayo 2013	201305	44	Teruel	Hombres	Enseñanza superior universitaria	42	19	55
Mayo 2013	201305	44	Teruel	Hombres	Enseñanza superior universitaria	42	2	56
Mayo 2013	201305	44	Teruel	Hombres	Enseñanza superior universitaria	42	5	59
Mayo 2013	201305	44	Teruel	Hombres	Enseñanza superior universitaria	42	1	61
Mayo 2013	201305	44	Teruel	Mujeres	Enseñanza superior universitaria	42	29	54
Mayo 2013	201305	44	Teruel	Mujeres	Enseñanza superior universitaria	42	27	55
Mayo 2013	201305	44	Teruel	Mujeres	Enseñanza superior universitaria	42	12	56
Mayo 2013	201305	44	Teruel	Mujeres	Enseñanza superior universitaria	42	8	59
Mayo 2013	201305	50	Zaragoza	Hombres	Educación Primaria o inferior	10	1106	11
Mayo 2013	201305	50	Zaragoza	Hombres	Educación Primaria o inferior	10	2169	12
Mayo 2013	201305	50	Zaragoza	Hombres	Educación Primaria o inferior	10	2013	80
Mayo 2013	201305	50	Zaragoza	Hombres	Educación Primaria o inferior	10	9	90
Mayo 2013	201305	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	580	11
Mayo 2013	201305	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	1217	12
Mayo 2013	201305	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	1170	80
Mayo 2013	201305	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	95	90
Mayo 2013	201305	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	2	21
Mayo 2013	201305	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	1192	22
Mayo 2013	201305	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	4634	23
Mayo 2013	201305	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	2	21
Mayo 2013	201305	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	840	22
Mayo 2013	201305	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	4111	23
Mayo 2013	201305	50	Zaragoza	Hombres	Bachillerato	31	2301	32
Mayo 2013	201305	50	Zaragoza	Mujeres	Bachillerato	31	2171	32
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	3	31
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	920	33
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	7	34
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	3	41
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	4	31
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	668	33
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	12	34
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	2	41
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	475	51
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	21	52
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	4	53
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	306	51
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	15	52
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	6	53
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	322	54
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	368	55
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	31	56
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	1	57
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	1	58
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	51	59
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	7	60
Mayo 2013	201305	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	10	61
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	466	54
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	433	55
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	39	56
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	1	57
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	2	58
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	99	59
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	5	60
Mayo 2013	201305	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	10	61
Abril 2013	201304	22	Huesca	Hombres	Educación Primaria o inferior	10	294	11
Abril 2013	201304	22	Huesca	Hombres	Educación Primaria o inferior	10	447	12
Abril 2013	201304	22	Huesca	Hombres	Educación Primaria o inferior	10	318	80
Abril 2013	201304	22	Huesca	Mujeres	Educación Primaria o inferior	10	187	11
Abril 2013	201304	22	Huesca	Mujeres	Educación Primaria o inferior	10	251	12
Abril 2013	201304	22	Huesca	Mujeres	Educación Primaria o inferior	10	175	80
Abril 2013	201304	22	Huesca	Mujeres	Educación Primaria o inferior	10	12	90
Abril 2013	201304	22	Huesca	Hombres	Primera etapa de educación secundaria	20	124	22
Abril 2013	201304	22	Huesca	Hombres	Primera etapa de educación secundaria	20	960	23
Abril 2013	201304	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	105	22
Abril 2013	201304	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	803	23
Abril 2013	201304	22	Huesca	Hombres	Bachillerato	31	258	32
Abril 2013	201304	22	Huesca	Mujeres	Bachillerato	31	272	32
Abril 2013	201304	22	Huesca	Hombres	Enseñanza media de formación profesional	32	99	33
Abril 2013	201304	22	Huesca	Hombres	Enseñanza media de formación profesional	32	2	41
Abril 2013	201304	22	Huesca	Mujeres	Enseñanza media de formación profesional	32	75	33
Abril 2013	201304	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	55	51
Abril 2013	201304	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	2	52
Abril 2013	201304	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	44	51
Abril 2013	201304	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	3	52
Abril 2013	201304	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	1	53
Abril 2013	201304	22	Huesca	Hombres	Enseñanza superior universitaria	42	44	54
Abril 2013	201304	22	Huesca	Hombres	Enseñanza superior universitaria	42	38	55
Abril 2013	201304	22	Huesca	Hombres	Enseñanza superior universitaria	42	12	56
Abril 2013	201304	22	Huesca	Hombres	Enseñanza superior universitaria	42	1	57
Abril 2013	201304	22	Huesca	Hombres	Enseñanza superior universitaria	42	5	59
Abril 2013	201304	22	Huesca	Mujeres	Enseñanza superior universitaria	42	66	54
Abril 2013	201304	22	Huesca	Mujeres	Enseñanza superior universitaria	42	52	55
Abril 2013	201304	22	Huesca	Mujeres	Enseñanza superior universitaria	42	5	56
Abril 2013	201304	22	Huesca	Mujeres	Enseñanza superior universitaria	42	19	59
Abril 2013	201304	22	Huesca	Mujeres	Enseñanza superior universitaria	42	4	60
Abril 2013	201304	22	Huesca	Mujeres	Enseñanza superior universitaria	42	1	61
Abril 2013	201304	44	Teruel	Hombres	Educación Primaria o inferior	10	63	11
Abril 2013	201304	44	Teruel	Hombres	Educación Primaria o inferior	10	207	12
Abril 2013	201304	44	Teruel	Hombres	Educación Primaria o inferior	10	160	80
Abril 2013	201304	44	Teruel	Mujeres	Educación Primaria o inferior	10	25	11
Abril 2013	201304	44	Teruel	Mujeres	Educación Primaria o inferior	10	116	12
Abril 2013	201304	44	Teruel	Mujeres	Educación Primaria o inferior	10	87	80
Abril 2013	201304	44	Teruel	Mujeres	Educación Primaria o inferior	10	6	90
Abril 2013	201304	44	Teruel	Hombres	Primera etapa de educación secundaria	20	450	22
Abril 2013	201304	44	Teruel	Hombres	Primera etapa de educación secundaria	20	315	23
Abril 2013	201304	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	1	21
Abril 2013	201304	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	76	22
Abril 2013	201304	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	349	23
Abril 2013	201304	44	Teruel	Hombres	Bachillerato	31	225	32
Abril 2013	201304	44	Teruel	Mujeres	Bachillerato	31	146	32
Abril 2013	201304	44	Teruel	Hombres	Enseñanza media de formación profesional	32	47	33
Abril 2013	201304	44	Teruel	Hombres	Enseñanza media de formación profesional	32	1	34
Abril 2013	201304	44	Teruel	Hombres	Enseñanza media de formación profesional	32	1	41
Abril 2013	201304	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	67	33
Abril 2013	201304	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	5	34
Abril 2013	201304	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	14	51
Abril 2013	201304	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	1	52
Abril 2013	201304	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	1	53
Abril 2013	201304	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	20	51
Abril 2013	201304	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	1	52
Abril 2013	201304	44	Teruel	Hombres	Enseñanza superior universitaria	42	24	54
Abril 2013	201304	44	Teruel	Hombres	Enseñanza superior universitaria	42	21	55
Abril 2013	201304	44	Teruel	Hombres	Enseñanza superior universitaria	42	3	56
Abril 2013	201304	44	Teruel	Hombres	Enseñanza superior universitaria	42	9	59
Abril 2013	201304	44	Teruel	Mujeres	Enseñanza superior universitaria	42	32	54
Abril 2013	201304	44	Teruel	Mujeres	Enseñanza superior universitaria	42	34	55
Abril 2013	201304	44	Teruel	Mujeres	Enseñanza superior universitaria	42	9	56
Abril 2013	201304	44	Teruel	Mujeres	Enseñanza superior universitaria	42	21	59
Abril 2013	201304	44	Teruel	Mujeres	Enseñanza superior universitaria	42	1	61
Abril 2013	201304	50	Zaragoza	Hombres	Educación Primaria o inferior	10	464	11
Abril 2013	201304	50	Zaragoza	Hombres	Educación Primaria o inferior	10	1640	12
Abril 2013	201304	50	Zaragoza	Hombres	Educación Primaria o inferior	10	913	80
Abril 2013	201304	50	Zaragoza	Hombres	Educación Primaria o inferior	10	11	90
Abril 2013	201304	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	244	11
Abril 2013	201304	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	1040	12
Abril 2013	201304	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	554	80
Abril 2013	201304	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	106	90
Abril 2013	201304	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	1	21
Abril 2013	201304	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	833	22
Abril 2013	201304	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	3698	23
Abril 2013	201304	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	3	21
Abril 2013	201304	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	663	22
Abril 2013	201304	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	3234	23
Abril 2013	201304	50	Zaragoza	Hombres	Bachillerato	31	1827	32
Abril 2013	201304	50	Zaragoza	Mujeres	Bachillerato	31	1803	32
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	3	31
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	794	33
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	5	34
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	2	41
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	5	31
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	627	33
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	7	34
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	3	41
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	399	51
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	13	52
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	9	53
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	289	51
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	10	52
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	7	53
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	295	54
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	357	55
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	30	56
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	1	57
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	1	58
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	70	59
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	4	60
Abril 2013	201304	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	8	61
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	431	54
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	417	55
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	35	56
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	1	57
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	1	58
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	106	59
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	7	60
Abril 2013	201304	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	6	61
Marzo 2013	201303	22	Huesca	Hombres	Educación Primaria o inferior	10	213	11
Marzo 2013	201303	22	Huesca	Hombres	Educación Primaria o inferior	10	408	12
Marzo 2013	201303	22	Huesca	Hombres	Educación Primaria o inferior	10	234	80
Marzo 2013	201303	22	Huesca	Mujeres	Educación Primaria o inferior	10	128	11
Marzo 2013	201303	22	Huesca	Mujeres	Educación Primaria o inferior	10	298	12
Marzo 2013	201303	22	Huesca	Mujeres	Educación Primaria o inferior	10	124	80
Marzo 2013	201303	22	Huesca	Mujeres	Educación Primaria o inferior	10	13	90
Marzo 2013	201303	22	Huesca	Hombres	Primera etapa de educación secundaria	20	1	21
Marzo 2013	201303	22	Huesca	Hombres	Primera etapa de educación secundaria	20	89	22
Marzo 2013	201303	22	Huesca	Hombres	Primera etapa de educación secundaria	20	813	23
Marzo 2013	201303	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	79	22
Marzo 2013	201303	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	605	23
Marzo 2013	201303	22	Huesca	Hombres	Bachillerato	31	270	32
