Año	Municipio código	Municipio nombre	Edificios nueva planta, total	Edificios nueva planta, residencial	Edificios nueva planta, no residencial	Superficie nueva planta, total	Superficie nueva planta, residencial	Superficie nueva planta, no residencial	Viviendas nueva planta	Edificios rehabilitación	Viviendas rehabilitación	Edificios demolición	Viviendas demolición	Estado de la información
2011	50057	Brea de Aragón	0	0	0	0	0	0	0	1	2	0	0	COMPLETA
2011	50058	Bubierca												SIN INFORMACIÓN
2011	50059	Bujaraloz	7	2	5	4128	570	3558	2	0	0	0	0	COMPLETA
2011	50060	Bulbuente	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50061	Bureta	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50062	Burgo de Ebro (El)	11	11	0	2035	2035	0	11	1	0	0	0	COMPLETA
2011	50063	Buste (El)	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50064	Cabañas de Ebro	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50065	Cabolafuente												SIN INFORMACIÓN
2011	50066	Cadrete	3	3	0	656	656	0	3	7	4	1	1	COMPLETA
2011	50067	Calatayud	4	2	2	5067	3205	1862	21	1	0	0	0	COMPLETA
2011	50068	Calatorao	3	3	0	909	909	0	3	1	0	0	0	COMPLETA
2011	50069	Calcena												SIN INFORMACIÓN
2011	50070	Calmarza												SIN INFORMACIÓN
2011	50071	Campillo de Aragón												SIN INFORMACIÓN
2011	50072	Carenas												SIN INFORMACIÓN
2011	50073	Cariñena	4	2	2	1380	491	889	2	0	0	0	0	COMPLETA
2011	50074	Caspe	12	7	5	7029	4450	2579	21	25	2	0	0	COMPLETA
2011	50075	Castejón de Alarba												SIN INFORMACIÓN
2011	50076	Castejón de las Armas												SIN INFORMACIÓN
2011	50077	Castejón de Valdejasa												SIN INFORMACIÓN
2011	50078	Castiliscar												SIN INFORMACIÓN
2011	50079	Cervera de la Cañada												SIN INFORMACIÓN
2011	50080	Cerveruela												SIN INFORMACIÓN
2011	50081	Cetina	1	1	0	102	102	0	1	2	0	0	0	COMPLETA
2011	50082	Cimballa												SIN INFORMACIÓN
2011	50083	Cinco Olivas												SIN INFORMACIÓN
2011	50084	Clarés de Ribota												SIN INFORMACIÓN
2011	50085	Codo	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50086	Codos												SIN INFORMACIÓN
2011	50087	Contamina												SIN INFORMACIÓN
2011	50088	Cosuenda												SIN INFORMACIÓN
2011	50089	Cuarte de Huerva	1	1	0	371	371	0	3	11	0	1	1	COMPLETA
2011	50090	Cubel	1	1	0	172	172	0	1	0	0	0	0	COMPLETA
2011	50091	Cuerlas (Las)												SIN INFORMACIÓN
2011	50092	Chiprana	0	0	0	0	0	0	0	5	0	0	0	COMPLETA
2011	50093	Chodes												SIN INFORMACIÓN
2011	50094	Daroca	2	0	2	317	0	317	0	0	0	1	0	COMPLETA
2011	50095	Ejea de los Caballeros	19	15	4	17029	2814	14215	17	12	3	3	3	COMPLETA
2011	50096	Embid de Ariza												SIN INFORMACIÓN
2011	50098	Encinacorba												SIN INFORMACIÓN
2011	50099	Épila	5	1	4	11644	148	11496	1	1	0	1	1	COMPLETA
2011	50100	Erla	0	0	0	0	0	0	0	1	0	2	2	COMPLETA
2011	50101	Escatrón	5	1	4	2125	1744	381	0	2	0	2	0	COMPLETA
2011	50102	Fabara	1	0	1	170	0	170	0	2	1	0	0	COMPLETA
2011	50104	Farlete												SIN INFORMACIÓN
2011	50105	Fayón												SIN INFORMACIÓN
2011	50106	Fayos (Los)	1	1	0	96	96	0	1	1	0	0	0	COMPLETA
2011	50107	Figueruelas	4	2	2	663	285	378	2	0	0	0	0	COMPLETA
2011	50108	Fombuena												SIN INFORMACIÓN
2011	50109	Frago (El)	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2011	50110	Frasno (El)												SIN INFORMACIÓN
2011	50111	Fréscano												SIN INFORMACIÓN
2011	50113	Fuendejalón	1	0	1	274	0	274	0	0	0	0	0	COMPLETA
2011	50114	Fuendetodos												SIN INFORMACIÓN
2011	50115	Fuentes de Ebro	2	2	0	528	528	0	2	2	2	1	2	COMPLETA
2011	50116	Fuentes de Jiloca												SIN INFORMACIÓN
2011	50117	Gallocanta												SIN INFORMACIÓN
2011	50118	Gallur	0	0	0	0	0	0	0	4	0	0	0	COMPLETA
2011	50119	Gelsa	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50120	Godojos												SIN INFORMACIÓN
2011	50121	Gotor	1	0	1	75	0	75	0	0	0	0	0	COMPLETA
2011	50122	Grisel												SIN INFORMACIÓN
2011	50123	Grisén	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50124	Herrera de los Navarros	1	0	1	43	0	43	0	1	0	0	0	COMPLETA
2011	50125	Ibdes	1	0	1	138	0	138	0	0	0	1	1	COMPLETA
2011	50126	Illueca	1	1	0	411	411	0	1	0	0	0	0	COMPLETA
2011	50128	Isuerre												SIN INFORMACIÓN
2011	50129	Jaraba												SIN INFORMACIÓN
2011	50130	Jarque de Moncayo	0	0	0	0	0	0	0	0	0	1	1	COMPLETA
2011	50131	Jaulín	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2011	50132	Joyosa (La)												SIN INFORMACIÓN
2011	50133	Lagata												SIN INFORMACIÓN
2011	50134	Langa del Castillo												SIN INFORMACIÓN
2011	50135	Layana	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50136	Lécera	3	1	2	412	253	159	1	3	0	4	3	COMPLETA
2011	50137	Leciñena	5	3	2	2404	610	1794	3	0	0	0	0	COMPLETA
2011	50138	Lechón	1	0	1	87	0	87	0	1	0	0	0	COMPLETA
2011	50139	Letux												SIN INFORMACIÓN
2011	50140	Litago	2	1	1	405	200	205	1	0	0	0	0	COMPLETA
2011	50141	Lituénigo												SIN INFORMACIÓN
2011	50142	Lobera de Onsella												SIN INFORMACIÓN
2011	50143	Longares												SIN INFORMACIÓN
2011	50144	Longás												SIN INFORMACIÓN
2011	50146	Lucena de Jalón												SIN INFORMACIÓN
2011	50147	Luceni												SIN INFORMACIÓN
2011	50148	Luesia	1	0	1	345	0	345	0	2	0	0	0	COMPLETA
2011	50149	Luesma												SIN INFORMACIÓN
2011	50150	Lumpiaque	2	1	1	570	268	302	1	0	0	1	1	COMPLETA
2011	50151	Luna	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50152	Maella	6	2	4	3332	416	2916	2	6	1	1	1	COMPLETA
2011	50153	Magallón	2	1	1	390	224	166	1	3	2	0	0	COMPLETA
2011	50154	Mainar												SIN INFORMACIÓN
2011	50155	Malanquilla												SIN INFORMACIÓN
2011	50156	Maleján												SIN INFORMACIÓN
2011	50157	Malón	2	2		170	170		2					INCOMPLETA
2011	50159	Maluenda												SIN INFORMACIÓN
2011	50160	Mallén	7	3	4	1980	536	1444	3	1	0	0	0	COMPLETA
2011	50161	Manchones												SIN INFORMACIÓN
2011	50162	Mara	1	0	1	1940	0	1940	0	0	0	0	0	COMPLETA
2011	50163	María de Huerva	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50164	Mediana de Aragón												SIN INFORMACIÓN
2011	50165	Mequinenza	1	0	1	828	0	828	0	10	0	3	2	COMPLETA
2011	50166	Mesones de Isuela												SIN INFORMACIÓN
2011	50167	Mezalocha												SIN INFORMACIÓN
2011	50168	Mianos												SIN INFORMACIÓN
2011	50169	Miedes de Aragón	3	2	1	592	292	300	2	0	0	0	0	COMPLETA
2011	50170	Monegrillo												SIN INFORMACIÓN
2011	50171	Moneva												SIN INFORMACIÓN
2011	50172	Monreal de Ariza												SIN INFORMACIÓN
2011	50173	Monterde												SIN INFORMACIÓN
2011	50174	Montón												SIN INFORMACIÓN
2011	50175	Morata de Jalón	1	0	1	753	0	753	0	2	0	0	0	COMPLETA
2011	50176	Morata de Jiloca												SIN INFORMACIÓN
2011	50177	Morés	3	2	1	755	520	235	2	0	0	0	0	COMPLETA
2011	50178	Moros												SIN INFORMACIÓN
2011	50179	Moyuela												SIN INFORMACIÓN
2011	50180	Mozota												SIN INFORMACIÓN
2011	50181	Muel								3				INCOMPLETA
2011	50182	Muela (La)	3	2	1	1748	776	972	3	4	0	0	0	COMPLETA
2011	50183	Munébrega												SIN INFORMACIÓN
2011	50184	Murero												SIN INFORMACIÓN
2011	50185	Murillo de Gállego												SIN INFORMACIÓN
2011	50186	Navardún												SIN INFORMACIÓN
2011	50187	Nigüella												SIN INFORMACIÓN
2011	50188	Nombrevilla												SIN INFORMACIÓN
2011	50189	Nonaspe	10	2	8	2355	339	2016	2	9	0	1	0	COMPLETA
2011	50190	Novallas												SIN INFORMACIÓN
2011	50191	Novillas	1	0	1	64	0	64	0	2	0	2	2	COMPLETA
2011	50192	Nuévalos												SIN INFORMACIÓN
2011	50193	Nuez de Ebro	1	0	1	1012	0	1012	0	1	0	0	0	COMPLETA
2011	50194	Olvés												SIN INFORMACIÓN
2011	50195	Orcajo												SIN INFORMACIÓN
2011	50196	Orera												SIN INFORMACIÓN
2011	50197	Orés												SIN INFORMACIÓN
2011	50198	Oseja												SIN INFORMACIÓN
2011	50199	Osera de Ebro												SIN INFORMACIÓN
2011	50200	Paniza												SIN INFORMACIÓN
2011	50201	Paracuellos de Jiloca												SIN INFORMACIÓN
2011	50202	Paracuellos de la Ribera												SIN INFORMACIÓN
2011	50203	Pastriz												SIN INFORMACIÓN
2011	50204	Pedrola	1	1	0	231	231	0	1	3	0	1	1	COMPLETA
2011	50205	Pedrosas (Las)												SIN INFORMACIÓN
2011	50206	Perdiguera	0	0	0	0	0	0	0	1	0	2	1	COMPLETA
2011	50207	Piedratajada												SIN INFORMACIÓN
2011	50208	Pina de Ebro	2	2	0	716	716	0	3	3	0	0	0	COMPLETA
2011	50209	Pinseque	5	1	4	437	313	124	1	5	0	1	1	COMPLETA
2011	50210	Pintanos (Los)												SIN INFORMACIÓN
2011	50211	Plasencia de Jalón	0	0	0	0	0	0	0	1	0	1	1	COMPLETA
2011	50212	Pleitas	2	2	0	373	373	0	2	1	0	0	0	COMPLETA
2011	50213	Plenas												SIN INFORMACIÓN
2011	50214	Pomer												SIN INFORMACIÓN
2011	50215	Pozuel de Ariza												SIN INFORMACIÓN
2011	50216	Pozuelo de Aragón	2	1	1	304	201	103	1	0	0	0	0	COMPLETA
2011	50217	Pradilla de Ebro	1	1	0	242	242	0	1	0	0	1	0	COMPLETA
2011	50218	Puebla de Albortón	1	0	1	568	0	568	0	0	0	0	0	COMPLETA
2011	50219	Puebla de Alfindén (La)	4	4	0	1602	1602	0	4	5	0	1	0	COMPLETA
2011	50220	Puendeluna												SIN INFORMACIÓN
2011	50221	Purujosa												SIN INFORMACIÓN
2011	50222	Quinto	6	5	1	1424	1332	92	5	2	0	3	3	COMPLETA
2011	50223	Remolinos	2	1	1	257	190	67	1	2	1	2	2	COMPLETA
2011	50224	Retascón												SIN INFORMACIÓN
2011	50225	Ricla	8	5	3	4158	1105	3053	5	4	0	0	0	COMPLETA
2011	50227	Romanos												SIN INFORMACIÓN
2011	50228	Rueda de Jalón												SIN INFORMACIÓN
2011	50229	Ruesca												SIN INFORMACIÓN
2011	50230	Sádaba	1	0	1	854	0	854	0	1	0	0	0	COMPLETA
2011	50231	Salillas de Jalón												SIN INFORMACIÓN
2011	50232	Salvatierra de Esca												SIN INFORMACIÓN
2011	50233	Samper del Salz												SIN INFORMACIÓN
2011	50234	San Martín de la Virgen de Moncayo	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50235	San Mateo de Gállego	22	10	12	5602	1662	3940	10	0	0	0	0	COMPLETA
2011	50236	Santa Cruz de Grío												SIN INFORMACIÓN
2011	50237	Santa Cruz de Moncayo	1	0	1	540	0	540	0	0	0	0	0	COMPLETA
2011	50238	Santa Eulalia de Gállego												SIN INFORMACIÓN
2011	50239	Santed												SIN INFORMACIÓN
2011	50240	Sástago	4	1	3	837	119	718	1	1	0	0	0	COMPLETA
2011	50241	Saviñán	2	2		380	380		2					INCOMPLETA
2011	50242	Sediles												SIN INFORMACIÓN
2011	50243	Sestrica												SIN INFORMACIÓN
2011	50244	Sierra de Luna	1	0	1	324	0	324	0	3	0	0	0	COMPLETA
2011	50245	Sigüés	1	0	1	624	0	624	0	1	0	0	0	COMPLETA
2011	50246	Sisamón												SIN INFORMACIÓN
2011	50247	Sobradiel	1	1	0	228	228	0	1	0	0	2	0	COMPLETA
2011	50248	Sos del Rey Católico	1	1	0	443	443	0	3	0	0	0	0	COMPLETA
2011	50249	Tabuenca	1	0	1	106	0	106	0	2	0	0	0	COMPLETA
2011	50250	Talamantes												SIN INFORMACIÓN
2011	50251	Tarazona	0	0	0	0	0	0	0	4	0	1	0	COMPLETA
2011	50252	Tauste	3	2	1	488	370	118	2	5	2	4	3	INCOMPLETA
2011	50253	Terrer												SIN INFORMACIÓN
2011	50254	Tierga												SIN INFORMACIÓN
2011	50255	Tobed												SIN INFORMACIÓN
2011	50256	Torralba de los Frailes												SIN INFORMACIÓN
2011	50257	Torralba de Ribota												SIN INFORMACIÓN
2011	50258	Torralbilla												SIN INFORMACIÓN
2011	50259	Torrehermosa												SIN INFORMACIÓN
2011	50260	Torrelapaja												SIN INFORMACIÓN
2011	50261	Torrellas												SIN INFORMACIÓN
2011	50262	Torres de Berrellén	1	1	0	191	191	0	1	0	0	3	2	COMPLETA
2011	50263	Torrijo de la Cañada												SIN INFORMACIÓN
2011	50264	Tosos												SIN INFORMACIÓN
2011	50265	Trasmoz												SIN INFORMACIÓN
2011	50266	Trasobares												SIN INFORMACIÓN
2011	50267	Uncastillo	1	1	0	351	351	0	1	3	0	0	0	COMPLETA
2011	50268	Undués de Lerda												SIN INFORMACIÓN
2011	50269	Urrea de Jalón	2	0	2	1318	0	1318	0	0	0	0	0	COMPLETA
2011	50270	Urriés												SIN INFORMACIÓN
2011	50271	Used												SIN INFORMACIÓN
2011	50272	Utebo	5	4	1	11965	11919	46	57	3	0	0	0	COMPLETA
2011	50273	Valdehorna												SIN INFORMACIÓN
2011	50274	Val de San Martín	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50275	Valmadrid												SIN INFORMACIÓN
2011	50276	Valpalmas	1	1	0	281	281	0	1	0	0	0	0	COMPLETA
2011	50277	Valtorres												SIN INFORMACIÓN
2011	50278	Velilla de Ebro	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2011	50279	Velilla de Jiloca												SIN INFORMACIÓN
2011	50280	Vera de Moncayo	1	0	1	53	0	53	0	1	0	0	0	COMPLETA
2011	50281	Vierlas												SIN INFORMACIÓN
2011	50282	Vilueña (La)												SIN INFORMACIÓN
2011	50283	Villadoz	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50284	Villafeliche												SIN INFORMACIÓN
2011	50285	Villafranca de Ebro												SIN INFORMACIÓN
2011	50286	Villalba de Perejil												SIN INFORMACIÓN
2011	50287	Villalengua	1	0	1	96	0	96	0	0	0	2	2	COMPLETA
2011	50288	Villanueva de Gállego	4	2	2	3085	548	2537	2	1	0	0	0	COMPLETA
2011	50289	Villanueva de Jiloca												SIN INFORMACIÓN
2011	50290	Villanueva de Huerva												SIN INFORMACIÓN
2011	50291	Villar de los Navarros												SIN INFORMACIÓN
2011	50292	Villarreal de Huerva	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2011	50293	Villarroya de la Sierra	19	0	19	242	0	242	0	2	0	0	0	COMPLETA
2011	50294	Villarroya del Campo												SIN INFORMACIÓN
2011	50295	Vistabella												SIN INFORMACIÓN
2011	50296	Zaida (La)												SIN INFORMACIÓN
2011	50297	Zaragoza	327	269	58	562436	333075	229361	1906	834	110	44	71	COMPLETA
2011	50298	Zuera	4	4	0	1273	1273	0	4	4	2	10	8	COMPLETA
2011	50901	Biel												SIN INFORMACIÓN
2011	50902	Marracos												SIN INFORMACIÓN
2011	50903	Villamayor de Gállego	1	0	1	81	0	81	0	4	0	1	0	COMPLETA
2010	22001	Abiego	1	1	0	342	342	0	1	0	0	0	0	COMPLETA
2010	22002	Abizanda	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2010	22003	Adahuesca	6	6	0	1142	1142	0	6	0	0	0	0	COMPLETA
2010	22004	Agüero	0	0	0	0	0	0	0	3	3	0	0	COMPLETA
2010	22006	Aísa	4	3	1	959	889	70	3	2	0	0	0	COMPLETA
2010	22007	Albalate de Cinca	1	1	0	460	460	0	1	2	1	2	2	COMPLETA
2010	22008	Albalatillo												SIN INFORMACIÓN
2010	22009	Albelda	4	2	2	984	356	628	2	2	1	0	0	COMPLETA
2010	22011	Albero Alto												SIN INFORMACIÓN
2010	22012	Albero Bajo												SIN INFORMACIÓN
2010	22013	Alberuela de Tubo												SIN INFORMACIÓN
2010	22014	Alcalá de Gurrea	2	0	2	1764	0	1764	0	1	0	0	0	COMPLETA
2010	22015	Alcalá del Obispo	3	1	2	362	246	116	1	0	0	1	1	COMPLETA
2010	22016	Alcampell	1	0	1	29	0	29	0	0	0	0	0	COMPLETA
2010	22017	Alcolea de Cinca	1	0	1	72	0	72	0	2	0	1	2	COMPLETA
2010	22018	Alcubierre	1	1	0	222	222	0	1	2	0	1	1	COMPLETA
2010	22019	Alerre												SIN INFORMACIÓN
2010	22020	Alfántega												SIN INFORMACIÓN
2010	22021	Almudévar	6	2	4	3183	1642	1541	1	2	3	1	2	COMPLETA
2010	22022	Almunia de San Juan	2	2	0	665	665	0	2	1	0	0	0	COMPLETA
2010	22023	Almuniente												SIN INFORMACIÓN
2010	22024	Alquézar	5	5	0	1804	1804	0	16	2	2	2	1	COMPLETA
2010	22025	Altorricón	5	5	0	1055	1055	0	5	1	0	3	2	COMPLETA
2010	22027	Angüés	1	1	0	302	302	0	1	1	0	0	0	COMPLETA
2010	22028	Ansó	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2010	22029	Antillón	1	0	1	1852	0	1852	0	0	0	0	0	COMPLETA
2010	22032	Aragüés del Puerto												SIN INFORMACIÓN
2010	22035	Arén	0	0	0	0	0	0	0	2	2	0	1	COMPLETA
2010	22036	Argavieso												SIN INFORMACIÓN
2010	22037	Arguis												SIN INFORMACIÓN
2010	22039	Ayerbe	0	0	0	0	0	0	0	5	2	0	0	COMPLETA
2010	22040	Azanuy-Alins												SIN INFORMACIÓN
2010	22041	Azara												SIN INFORMACIÓN
2010	22042	Azlor												SIN INFORMACIÓN
2010	22043	Baells												SIN INFORMACIÓN
2010	22044	Bailo	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2010	22045	Baldellou												SIN INFORMACIÓN
2010	22046	Ballobar												SIN INFORMACIÓN
2010	22047	Banastás												SIN INFORMACIÓN
2010	22048	Barbastro	20	7	13	9757	5302	4455	24	11	16	0	4	COMPLETA
2010	22049	Barbués	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2010	22050	Barbuñales												SIN INFORMACIÓN
2010	22051	Bárcabo												SIN INFORMACIÓN
2010	22052	Belver de Cinca	2	1	1	717	276	441	1	1	1	0	0	COMPLETA
2010	22053	Benabarre	4	3	1	2515	1285	1230	4	11	1	0	0	COMPLETA
2010	22054	Benasque	5	3	2	3799	3092	707	17	1	1	0	0	COMPLETA
2010	22055	Berbegal	0	0	0	0	0	0	0	3	0	0	0	COMPLETA
2010	22057	Bielsa	3	2	1	3262	504	2758	1	4	5	0	0	COMPLETA
2010	22058	Bierge	0	0	0	0	0	0	0	2	1	0	0	COMPLETA
2010	22059	Biescas	0	0	0	0	0	0	0	3	0	0	0	COMPLETA
2010	22060	Binaced	3	2	1	638	488	150	2	3	1	0	0	COMPLETA
2010	22061	Binéfar	13	5	8	5779	2581	3198	8	16	5	3	2	COMPLETA
2010	22062	Bisaurri	0	0	0	0	0	0	0	2	3	0	0	COMPLETA
2010	22063	Biscarrués												SIN INFORMACIÓN
2010	22064	Blecua y Torres	1	1	0	341	341	0	1	1	0	0	0	COMPLETA
2010	22066	Boltaña	5	5	0	1230	1230	0	5	7	1	0	0	COMPLETA
2010	22067	Bonansa	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2010	22068	Borau												SIN INFORMACIÓN
2010	22069	Broto	1	1	0	258	258	0	1	2	4	2	0	COMPLETA
2010	22072	Caldearenas	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2010	22074	Campo												SIN INFORMACIÓN
2010	22075	Camporrells												SIN INFORMACIÓN
2010	22076	Canal de Berdún	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2010	22077	Candasnos	0	0	0	0	0	0	0	4	0	0	0	COMPLETA
2010	22078	Canfranc	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2010	22079	Capdesaso												SIN INFORMACIÓN
2010	22080	Capella	4	1	3	1711	290	1421	1	1	0	0	0	COMPLETA
2010	22081	Casbas de Huesca	1	1	0	181	181	0	1	2	2	1	1	COMPLETA
2010	22082	Castejón del Puente												SIN INFORMACIÓN
2010	22083	Castejón de Monegros	3	2	1	764	524	240	2	0	0	0	0	COMPLETA
2010	22084	Castejón de Sos	0	0	0	0	0	0	0	1	1	0	0	COMPLETA
2010	22085	Castelflorite												SIN INFORMACIÓN
2010	22086	Castiello de Jaca	2	0	2	118	0	118	0	1	0	0	0	COMPLETA
2010	22087	Castigaleu												SIN INFORMACIÓN
2010	22088	Castillazuelo												SIN INFORMACIÓN
2010	22089	Castillonroy												SIN INFORMACIÓN
2010	22090	Colungo												SIN INFORMACIÓN
2010	22094	Chalamera												SIN INFORMACIÓN
2010	22095	Chía	1	1	0	126	126	0	1	3	1	0	0	COMPLETA
2010	22096	Chimillas												SIN INFORMACIÓN
2010	22099	Esplús												SIN INFORMACIÓN
2010	22102	Estada												SIN INFORMACIÓN
2010	22103	Estadilla	2	1	1	536	236	300	1	2	1	0	0	COMPLETA
2010	22105	Estopiñán del Castillo	3	0	3	2725	0	2725	0	6	0	0	0	COMPLETA
2010	22106	Fago	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2010	22107	Fanlo												SIN INFORMACIÓN
2010	22109	Fiscal	0	0	0	0	0	0	0	2	7	0	2	COMPLETA
2010	22110	Fonz	1	0	1	297	0	297	0	1	0	0	0	COMPLETA
2010	22111	Foradada del Toscar	1	1	0	217	217	0	1	3	1	1	1	COMPLETA
2010	22112	Fraga	7	3	4	3554	2567	987	16	8	2	2	1	COMPLETA
2010	22113	Fueva (La)	2	1	1	928	278	650	1	3	1	0	0	COMPLETA
2010	22114	Gistaín	0	0	0	0	0	0	0	1	1	0	0	COMPLETA
2010	22115	Grado (El)	2	1	1	148	84	64	1	0	0	0	0	COMPLETA
2010	22116	Grañén	6	0	6	11920	0	11920	0	0	0	0	0	COMPLETA
2010	22117	Graus	12	5	7	6522	1449	5073	5	21	12	5	2	COMPLETA
2010	22119	Gurrea de Gállego	2	0	2	156	0	156	0	3	0	0	0	COMPLETA
2010	22122	Hoz de Jaca												SIN INFORMACIÓN
2010	22124	Huerto												SIN INFORMACIÓN
2010	22125	Huesca	11	10	1	23446	23406	40	131	11	8	4	3	COMPLETA
2010	22126	Ibieca												SIN INFORMACIÓN
2010	22127	Igriés												SIN INFORMACIÓN
2010	22128	Ilche	1	1	0	162	162	0	1	0	0	0	0	COMPLETA
2010	22129	Isábena												SIN INFORMACIÓN
2010	22130	Jaca	6	3	3	13069	8439	4630	17	19	4	0	0	COMPLETA
2010	22131	Jasa	1	1	0	300	300	0	1	3	3	0	0	COMPLETA
2010	22133	Labuerda	1	1	0	362	362	0	1	2	0	0	0	COMPLETA
2010	22135	Laluenga	1	0	1	384	0	384	0	1	0	0	0	COMPLETA
2010	22136	Lalueza	4	2	2	2229	465	1764	2	0	0	0	0	COMPLETA
2010	22137	Lanaja	1	1	0	102	102	0	1	0	0	0	0	COMPLETA
2010	22139	Laperdiguera												SIN INFORMACIÓN
2010	22141	Lascellas-Ponzano												SIN INFORMACIÓN
2010	22142	Lascuarre	1	1	0	154	154	0	1	4	3	0	0	COMPLETA
2010	22143	Laspaúles	1	0	1	196	0	196	0	2	0	0	0	COMPLETA
2010	22144	Laspuña	1	1	0	180	180	0	1	1	1	0	0	COMPLETA
2010	22149	Loarre	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2010	22150	Loporzano	1	1	0	181	181	0	1	1	0	0	0	COMPLETA
2010	22151	Loscorrales												SIN INFORMACIÓN
2010	22155	Monesma y Cajigar	1	0	1	912	0	912	0	0	0	0	0	COMPLETA
2010	22156	Monflorite-Lascasas												SIN INFORMACIÓN
2010	22157	Montanuy	0	0	0	0	0	0	0	3	2	0	0	COMPLETA
2010	22158	Monzón	2	2	0	5560	5560	0	30	6	0	2	1	COMPLETA
2010	22160	Naval												SIN INFORMACIÓN
2010	22162	Novales												SIN INFORMACIÓN
2010	22163	Nueno	4	2	2	1676	543	1133	2	2	1	0	0	COMPLETA
2010	22164	Olvena												SIN INFORMACIÓN
2010	22165	Ontiñena												SIN INFORMACIÓN
2010	22167	Osso de Cinca	4	1	3	801	278	523	1	0	0	0	0	COMPLETA
2010	22168	Palo												SIN INFORMACIÓN
2010	22170	Panticosa	3	3	0	2555	2555	0	20	1	0	0	0	COMPLETA
2010	22172	Peñalba	2	0	2	1108	0	1108	0	4	1	1	1	COMPLETA
2010	22173	Peñas de Riglos (Las)	2	2	0	243	243	0	2	3	1	0	0	COMPLETA
2010	22174	Peralta de Alcofea	5	1	4	1723	400	1323	1	4	1	2	2	COMPLETA
2010	22175	Peralta de Calasanz												SIN INFORMACIÓN
2010	22176	Peraltilla												SIN INFORMACIÓN
2010	22177	Perarrúa												SIN INFORMACIÓN
2010	22178	Pertusa												SIN INFORMACIÓN
2010	22181	Piracés												SIN INFORMACIÓN
2010	22182	Plan	1	1	0	470	470	0	1	0	0	0	0	COMPLETA
2010	22184	Poleñino												SIN INFORMACIÓN
2010	22186	Pozán de Vero												SIN INFORMACIÓN
2010	22187	Puebla de Castro (La)	0	0	0	0	0	0	0	4	4	0	1	COMPLETA
2010	22188	Puente de Montañana	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2010	22189	Puértolas												SIN INFORMACIÓN
2010	22190	Pueyo de Araguás (El)	1	1	0	426	426	0	1	2	1	0	0	COMPLETA
2010	22193	Pueyo de Santa Cruz	0	0	0	0	0	0	0	0	0	0	0	COMPLETA
2010	22195	Quicena												SIN INFORMACIÓN
2010	22197	Robres	2	1	1	309	163	146	1	0	0	0	0	COMPLETA
2010	22199	Sabiñánigo	11	10	1	6931	6280	651	46	4	2	0	0	COMPLETA
2010	22200	Sahún	2	1	1	1330	330	1000	1	1	0	0	0	COMPLETA
2010	22201	Salas Altas												SIN INFORMACIÓN
2010	22202	Salas Bajas												SIN INFORMACIÓN
2010	22203	Salillas	6	0	6	16188	0	16188	0	0	0	0	0	COMPLETA
2010	22204	Sallent de Gállego	4	4		800	800		4	7	13	2	3	INCOMPLETA
2010	22205	San Esteban de Litera	2	0	2	234	0	234	0	0	0	0	0	COMPLETA
2010	22206	Sangarrén												SIN INFORMACIÓN
2010	22207	San Juan de Plan												SIN INFORMACIÓN
2010	22208	Santa Cilia								1				INCOMPLETA
2010	22209	Santa Cruz de la Serós												SIN INFORMACIÓN
2010	22212	Santaliestra y San Quílez	0	0	0	0	0	0	0	3	0	0	0	COMPLETA
2010	22213	Sariñena	24	3	21	18137	1168	16969	6	4	0	0	0	COMPLETA
2010	22214	Secastilla	0	0	0	0	0	0	0	2	1	0	0	COMPLETA
2010	22215	Seira												SIN INFORMACIÓN
2010	22217	Sena	1	1	0	333	333	0	1	0	0	0	0	COMPLETA
2010	22218	Senés de Alcubierre												SIN INFORMACIÓN
2010	22220	Sesa	1	0	1	1000	0	1000	0	0	0	0	0	COMPLETA
