Año	Comarca	Municipio	Entidad singular	Núcleo	Personas
2017	03-Sobrarbe	22113-Fueva (La)	221130012 - Mediano	22113001201 - Mediano	20
2017	03-Sobrarbe	22113-Fueva (La)	221130013 - Morillo de Monclús	22113001399 - *Diseminado*	44
2017	03-Sobrarbe	22113-Fueva (La)	221130014 - Pocino (El)	22113001499 - *Diseminado*	7
2017	03-Sobrarbe	22113-Fueva (La)	221130015 - Rañín	22113001501 - Rañín	48
2017	03-Sobrarbe	22113-Fueva (La)	221130016 - Salinas de Trillo	22113001699 - *Diseminado*	8
2017	03-Sobrarbe	22113-Fueva (La)	221130017 - Samitier	22113001701 - Samitier	14
2017	03-Sobrarbe	22113-Fueva (La)	221130018 - Samper	22113001801 - Samper	18
2017	03-Sobrarbe	22113-Fueva (La)	221130019 - San Juan	22113001999 - *Diseminado*	8
2017	03-Sobrarbe	22113-Fueva (La)	221130020 - Solipueyo	22113002001 - Solipueyo	30
2017	03-Sobrarbe	22113-Fueva (La)	221130021 - Tierrantona	22113002101 - Tierrantona	111
2017	03-Sobrarbe	22113-Fueva (La)	221130022 - Troncedo	22113002201 - Troncedo	23
2017	03-Sobrarbe	22113-Fueva (La)	221130023 - Caneto	22113002399 - *Diseminado*	25
2017	03-Sobrarbe	22113-Fueva (La)	221130024 - Clamosa	22113002401 - Clamosa	9
2017	03-Sobrarbe	22113-Fueva (La)	221130026 - Trillo	22113002699 - *Diseminado*	3
2017	03-Sobrarbe	22114-Gistaín	221140001 - Gistaín	22114000101 - Gistaín	141
2017	03-Sobrarbe	22114-Gistaín	221140001 - Gistaín	22114000199 - *Diseminado*	1
2017	03-Sobrarbe	22133-Labuerda	221330001 - Labuerda	22133000101 - Labuerda	144
2017	03-Sobrarbe	22133-Labuerda	221330001 - Labuerda	22133000199 - *Diseminado*	5
2017	03-Sobrarbe	22133-Labuerda	221330002 - San Vicente	22133000201 - San Vicente	8
2017	03-Sobrarbe	22144-Laspuña	221440001 - Casal (El)	22144000199 - *Diseminado*	7
2017	03-Sobrarbe	22144-Laspuña	221440002 - Ceresa	22144000201 - Ceresa	38
2017	03-Sobrarbe	22144-Laspuña	221440003 - Laspuña	22144000301 - Laspuña	228
2017	03-Sobrarbe	22144-Laspuña	221440003 - Laspuña	22144000399 - *Diseminado*	8
2017	03-Sobrarbe	22168-Palo	221680001 - Palo	22168000101 - Palo	26
2017	03-Sobrarbe	22182-Plan	221820002 - Plan	22182000201 - Plan	169
2017	03-Sobrarbe	22182-Plan	221820003 - Saravillo	22182000301 - Saravillo	89
2017	03-Sobrarbe	22182-Plan	221820003 - Saravillo	22182000399 - *Diseminado*	2
2017	03-Sobrarbe	22182-Plan	221820004 - Serveto	22182000401 - Serveto	27
2017	03-Sobrarbe	22189-Puértolas	221890001 - Belsierre	22189000101 - Belsierre	31
2017	03-Sobrarbe	22189-Puértolas	221890001 - Belsierre	22189000199 - *Diseminado*	1
2017	03-Sobrarbe	22189-Puértolas	221890002 - Bestué	22189000201 - Bestué	21
2017	03-Sobrarbe	22189-Puértolas	221890003 - Escalona	22189000301 - Escalona	93
2017	03-Sobrarbe	22189-Puértolas	221890003 - Escalona	22189000399 - *Diseminado*	7
2017	03-Sobrarbe	22189-Puértolas	221890005 - Puértolas	22189000501 - Puértolas	13
2017	03-Sobrarbe	22189-Puértolas	221890006 - Puyarruego	22189000601 - Puyarruego	32
2017	03-Sobrarbe	22189-Puértolas	221890007 - Santa María	22189000799 - *Diseminado*	7
2017	03-Sobrarbe	22189-Puértolas	221890009 - Escuaín	22189000901 - Escuaín	3
2017	03-Sobrarbe	22189-Puértolas	221890011 - Santa Justa	22189001199 - *Diseminado*	2
2017	03-Sobrarbe	22190-Pueyo de Araguás (El)	221900001 - Araguás	22190000101 - Araguás	16
2017	03-Sobrarbe	22190-Pueyo de Araguás (El)	221900002 - Molinos (Los)	22190000201 - Molinos (Los)	15
2017	03-Sobrarbe	22190-Pueyo de Araguás (El)	221900003 - Muera (La)	22190000399 - *Diseminado*	2
2017	03-Sobrarbe	22190-Pueyo de Araguás (El)	221900004 - Oncins	22190000499 - *Diseminado*	16
2017	03-Sobrarbe	22190-Pueyo de Araguás (El)	221900005 - Pardina (La)	22190000599 - *Diseminado*	1
2017	03-Sobrarbe	22190-Pueyo de Araguás (El)	221900006 - Plano (El)	22190000699 - *Diseminado*	13
2017	03-Sobrarbe	22190-Pueyo de Araguás (El)	221900007 - Pueyo de Araguás (El)	22190000701 - Pueyo de Araguás (El)	37
2017	03-Sobrarbe	22190-Pueyo de Araguás (El)	221900007 - Pueyo de Araguás (El)	22190000799 - *Diseminado*	21
2017	03-Sobrarbe	22190-Pueyo de Araguás (El)	221900008 - San Lorién	22190000899 - *Diseminado*	12
2017	03-Sobrarbe	22190-Pueyo de Araguás (El)	221900009 - Soto (El)	22190000999 - *Diseminado*	5
2017	03-Sobrarbe	22190-Pueyo de Araguás (El)	221900010 - Torrelisa	22190001001 - Torrelisa	14
2017	03-Sobrarbe	22207-San Juan de Plan	222070001 - San Juan de Plan	22207000101 - San Juan de Plan	138
2017	03-Sobrarbe	22207-San Juan de Plan	222070001 - San Juan de Plan	22207000199 - *Diseminado*	4
2017	03-Sobrarbe	22227-Tella-Sin	222270001 - Hospital	22227000101 - Hospital	12
2017	03-Sobrarbe	22227-Tella-Sin	222270002 - Lafortunada	22227000201 - Lafortunada	111
2017	03-Sobrarbe	22227-Tella-Sin	222270003 - Revilla	22227000301 - Revilla	7
2017	03-Sobrarbe	22227-Tella-Sin	222270003 - Revilla	22227000399 - *Diseminado*	4
2017	03-Sobrarbe	22227-Tella-Sin	222270004 - Salinas	22227000401 - Salinas	23
2017	03-Sobrarbe	22227-Tella-Sin	222270004 - Salinas	22227000499 - *Diseminado*	3
2017	03-Sobrarbe	22227-Tella-Sin	222270005 - Sin	22227000501 - Sin	33
2017	03-Sobrarbe	22227-Tella-Sin	222270006 - Tella	22227000601 - Tella	19
2017	03-Sobrarbe	22227-Tella-Sin	222270006 - Tella	22227000699 - *Diseminado*	13
2017	03-Sobrarbe	22227-Tella-Sin	222270007 - Badaín	22227000701 - Badaín	6
2017	03-Sobrarbe	22230-Torla-Ordesa	222300001 - Fragén	22230000101 - Fragén	32
2017	03-Sobrarbe	22230-Torla-Ordesa	222300002 - Linás de Broto	22230000201 - Linás de Broto	33
2017	03-Sobrarbe	22230-Torla-Ordesa	222300002 - Linás de Broto	22230000299 - *Diseminado*	12
2017	03-Sobrarbe	22230-Torla-Ordesa	222300003 - Torla	22230000301 - Torla	213
2017	03-Sobrarbe	22230-Torla-Ordesa	222300003 - Torla	22230000399 - *Diseminado*	9
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070001 - Aínsa	22907000101 - Aínsa	1610
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070001 - Aínsa	22907000199 - *Diseminado*	3
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070002 - Arcusa	22907000201 - Arcusa	27
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070003 - Arro	22907000301 - Arro	31
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070003 - Arro	22907000399 - *Diseminado*	1
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070004 - Banastón	22907000401 - Banastón	54
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070004 - Banastón	22907000499 - *Diseminado*	29
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070005 - Bellostas (Las)	22907000599 - *Diseminado*	10
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070006 - Camporrotuno	22907000601 - Camporrotuno	20
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070007 - Castejón de Sobrarbe	22907000701 - Castejón de Sobrarbe	4
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070008 - Castellazo	22907000899 - *Diseminado*	22
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070009 - Coscojuela de Sobrarbe	22907000901 - Coscojuela de Sobrarbe	38
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070009 - Coscojuela de Sobrarbe	22907000999 - *Diseminado*	1
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070010 - Coscollar (El)	22907001099 - *Diseminado*	6
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070011 - Guaso	22907001101 - Guaso	97
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070011 - Guaso	22907001199 - *Diseminado*	9
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070012 - Latorre	22907001201 - Latorre	4
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070013 - Latorrecilla	22907001301 - Latorrecilla	32
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070014 - Olsón	22907001401 - Olsón	18
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070015 - Pardina (La)	22907001599 - *Diseminado*	11
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070016 - Paúles de Sarsa	22907001601 - Paúles de Sarsa	20
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070017 - Gerbe	22907001701 - Gerbe	27
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070018 - Jabierre de Olsón	22907001899 - *Diseminado*	10
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070019 - Mondot	22907001999 - *Diseminado*	6
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070020 - Santa María de Buil	22907002099 - *Diseminado*	19
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070021 - Griébal	22907002101 - Griébal	3
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070022 - Morillo de Tou	22907002201 - Morillo de Tou	12
2017	03-Sobrarbe	22907-Aínsa-Sobrarbe	229070023 - Sarsa de Surta	22907002301 - Sarsa de Surta	4
2017	04-La Ribagorza	22035-Arén	220350001 - Arén	22035000101 - Arén	221
2017	04-La Ribagorza	22035-Arén	220350001 - Arén	22035000199 - *Diseminado*	3
2017	04-La Ribagorza	22035-Arén	220350003 - Betesa	22035000301 - Betesa	2
2017	04-La Ribagorza	22035-Arén	220350004 - Campamento	22035000499 - *Diseminado*	27
2017	04-La Ribagorza	22035-Arén	220350005 - Casa Consistorial	22035000599 - *Diseminado*	11
2017	04-La Ribagorza	22035-Arén	220350006 - Molinos (Los)	22035000699 - *Diseminado*	3
2017	04-La Ribagorza	22035-Arén	220350007 - Puimolar	22035000799 - *Diseminado*	2
2017	04-La Ribagorza	22035-Arén	220350008 - Rivera de Vall	22035000899 - *Diseminado*	4
2017	04-La Ribagorza	22035-Arén	220350009 - San Martín	22035000999 - *Diseminado*	3
2017	04-La Ribagorza	22035-Arén	220350010 - Sas (El)	22035001099 - *Diseminado*	19
2017	04-La Ribagorza	22035-Arén	220350011 - Sobrecastell	22035001199 - *Diseminado*	25
2017	04-La Ribagorza	22053-Benabarre	220530001 - Aler	22053000101 - Aler	35
2017	04-La Ribagorza	22053-Benabarre	220530001 - Aler	22053000199 - *Diseminado*	6
2017	04-La Ribagorza	22053-Benabarre	220530002 - Antenza	22053000201 - Antenza	11
2017	04-La Ribagorza	22053-Benabarre	220530003 - Benabarre	22053000301 - Benabarre	880
2017	04-La Ribagorza	22053-Benabarre	220530003 - Benabarre	22053000399 - *Diseminado*	32
2017	04-La Ribagorza	22053-Benabarre	220530004 - Caladrones	22053000401 - Caladrones	46
2017	04-La Ribagorza	22053-Benabarre	220530005 - Castillo del Pla	22053000501 - Castillo del Pla	14
2017	04-La Ribagorza	22053-Benabarre	220530005 - Castillo del Pla	22053000599 - *Diseminado*	8
2017	04-La Ribagorza	22053-Benabarre	220530006 - Ciscar	22053000601 - Ciscar	15
2017	04-La Ribagorza	22053-Benabarre	220530007 - Estaña	22053000701 - Estaña	6
2017	04-La Ribagorza	22053-Benabarre	220530008 - Pilzán	22053000801 - Pilzán	5
2017	04-La Ribagorza	22053-Benabarre	220530008 - Pilzán	22053000899 - *Diseminado*	3
2017	04-La Ribagorza	22053-Benabarre	220530009 - Purroy de la Solana	22053000901 - Purroy de la Solana	43
2017	04-La Ribagorza	22053-Benabarre	220530009 - Purroy de la Solana	22053000902 - Purroy viejo	1
2017	04-La Ribagorza	22053-Benabarre	220530009 - Purroy de la Solana	22053000999 - *Diseminado*	5
2017	04-La Ribagorza	22054-Benasque	220540001 - Anciles	22054000101 - Anciles	166
2017	04-La Ribagorza	22054-Benasque	220540001 - Anciles	22054000199 - *Diseminado*	3
2017	04-La Ribagorza	22054-Benasque	220540002 - Benasque	22054000201 - Benasque	1594
2017	04-La Ribagorza	22054-Benasque	220540002 - Benasque	22054000299 - *Diseminado*	27
2017	04-La Ribagorza	22054-Benasque	220540003 - Cerler	22054000301 - Cerler	321
2017	04-La Ribagorza	22054-Benasque	220540003 - Cerler	22054000399 - *Diseminado*	10
2017	04-La Ribagorza	22062-Bisaurri	220620001 - Arasán	22062000101 - Arasán	24
2017	04-La Ribagorza	22062-Bisaurri	220620002 - Bisaurri	22062000201 - Bisaurri	66
2017	04-La Ribagorza	22062-Bisaurri	220620002 - Bisaurri	22062000299 - *Diseminado*	7
2017	04-La Ribagorza	22062-Bisaurri	220620003 - Gabás	22062000301 - Gabás	30
2017	04-La Ribagorza	22062-Bisaurri	220620004 - San Feliu de Veri	22062000401 - San Feliu de Veri	8
2017	04-La Ribagorza	22062-Bisaurri	220620004 - San Feliu de Veri	22062000499 - *Diseminado*	18
2017	04-La Ribagorza	22062-Bisaurri	220620005 - San Martín de Veri	22062000501 - San Martín de Veri	11
2017	04-La Ribagorza	22062-Bisaurri	220620006 - Urmella	22062000601 - Urmella	12
2017	04-La Ribagorza	22062-Bisaurri	220620006 - Urmella	22062000699 - *Diseminado*	4
2017	04-La Ribagorza	22067-Bonansa	220670001 - Bonansa	22067000101 - Bonansa	64
2017	04-La Ribagorza	22067-Bonansa	220670002 - Cirés	22067000299 - *Diseminado*	4
2017	04-La Ribagorza	22067-Bonansa	220670004 - Bibiles	22067000499 - *Diseminado*	4
2017	04-La Ribagorza	22067-Bonansa	220670005 - Buira	22067000599 - *Diseminado*	5
2017	04-La Ribagorza	22067-Bonansa	220670007 - Torre de Buira	22067000799 - *Diseminado*	2
2017	04-La Ribagorza	22074-Campo	220740001 - Beleder	22074000199 - *Diseminado*	7
2017	04-La Ribagorza	22074-Campo	220740002 - Campo	22074000201 - Campo	336
2017	04-La Ribagorza	22080-Capella	220800001 - Capella	22080000101 - Capella	273
2017	04-La Ribagorza	22080-Capella	220800001 - Capella	22080000199 - *Diseminado*	3
2017	04-La Ribagorza	22080-Capella	220800002 - Laguarres	22080000201 - Laguarres	61
2017	04-La Ribagorza	22080-Capella	220800002 - Laguarres	22080000299 - *Diseminado*	7
2017	04-La Ribagorza	22080-Capella	220800003 - Pociello	22080000301 - Pociello	14
2017	04-La Ribagorza	22084-Castejón de Sos	220840001 - Castejón de Sos	22084000101 - Castejón de Sos	565
2017	04-La Ribagorza	22084-Castejón de Sos	220840001 - Castejón de Sos	22084000199 - *Diseminado*	9
2017	04-La Ribagorza	22084-Castejón de Sos	220840002 - Liri	22084000201 - Liri	52
2017	04-La Ribagorza	22084-Castejón de Sos	220840003 - Ramastué	22084000301 - Ramastué	12
2017	04-La Ribagorza	22084-Castejón de Sos	220840003 - Ramastué	22084000399 - *Diseminado*	4
2017	04-La Ribagorza	22084-Castejón de Sos	220840004 - Run (El)	22084000401 - Run (El)	96
2017	04-La Ribagorza	22087-Castigaleu	220870001 - Castigaleu	22087000101 - Castigaleu	39
2017	04-La Ribagorza	22087-Castigaleu	220870001 - Castigaleu	22087000199 - *Diseminado*	46
2017	04-La Ribagorza	22087-Castigaleu	220870002 - San Lorenzo	22087000299 - *Diseminado*	2
2017	04-La Ribagorza	22095-Chía	220950001 - Chía	22095000101 - Chía	87
2017	04-La Ribagorza	22105-Estopiñán del Castillo	221050001 - Caserras del Castillo	22105000101 - Caserras del Castillo	5
2017	04-La Ribagorza	22105-Estopiñán del Castillo	221050002 - Estopiñán	22105000201 - Estopiñán	111
2017	04-La Ribagorza	22105-Estopiñán del Castillo	221050003 - Saganta	22105000399 - *Diseminado*	16
2017	04-La Ribagorza	22111-Foradada del Toscar	221110001 - Bacamorta	22111000199 - *Diseminado*	6
2017	04-La Ribagorza	22111-Foradada del Toscar	221110002 - Colladas (Las)	22111000299 - *Diseminado*	8
2017	04-La Ribagorza	22111-Foradada del Toscar	221110003 - Espluga	22111000399 - *Diseminado*	28
2017	04-La Ribagorza	22111-Foradada del Toscar	221110004 - Foradada del Toscar	22111000401 - Foradada del Toscar	30
2017	04-La Ribagorza	22111-Foradada del Toscar	221110005 - Lacort	22111000599 - *Diseminado*	5
2017	04-La Ribagorza	22111-Foradada del Toscar	221110006 - Lascorz	22111000699 - *Diseminado*	4
2017	04-La Ribagorza	22111-Foradada del Toscar	221110007 - Morillo de Liena	22111000701 - Morillo de Liena	34
2017	04-La Ribagorza	22111-Foradada del Toscar	221110008 - Navarri	22111000899 - *Diseminado*	18
2017	04-La Ribagorza	22111-Foradada del Toscar	221110009 - Senz	22111000999 - *Diseminado*	20
2017	04-La Ribagorza	22111-Foradada del Toscar	221110010 - Viu	22111001001 - Viu	25
2017	04-La Ribagorza	22117-Graus	221170001 - Abenozas	22117000199 - *Diseminado*	2
2017	04-La Ribagorza	22117-Graus	221170002 - Aguilar	22117000299 - *Diseminado*	1
2017	04-La Ribagorza	22117-Graus	221170003 - Aguinaliu	22117000301 - Aguinaliu	18
2017	04-La Ribagorza	22117-Graus	221170004 - Bellestar	22117000401 - Bellestar	27
2017	04-La Ribagorza	22117-Graus	221170004 - Bellestar	22117000499 - *Diseminado*	1
2017	04-La Ribagorza	22117-Graus	221170005 - Benavente de Aragón	22117000501 - Benavente de Aragón	29
2017	04-La Ribagorza	22117-Graus	221170006 - Centenera	22117000601 - Centenera	11
2017	04-La Ribagorza	22117-Graus	221170007 - Ejep	22117000701 - Ejep	15
2017	04-La Ribagorza	22117-Graus	221170008 - Graus	22117000801 - Graus	2688
2017	04-La Ribagorza	22117-Graus	221170008 - Graus	22117000899 - *Diseminado*	17
2017	04-La Ribagorza	22117-Graus	221170009 - Güel	22117000999 - *Diseminado*	15
2017	04-La Ribagorza	22117-Graus	221170010 - Juseu	22117001001 - Juseu	20
2017	04-La Ribagorza	22117-Graus	221170011 - Panillo	22117001101 - Panillo	32
2017	04-La Ribagorza	22117-Graus	221170011 - Panillo	22117001199 - *Diseminado*	46
2017	04-La Ribagorza	22117-Graus	221170012 - Pano	22117001201 - Pano	5
2017	04-La Ribagorza	22117-Graus	221170013 - Puebla de Fantova (La)	22117001301 - Puebla de Fantova (La)	72
2017	04-La Ribagorza	22117-Graus	221170013 - Puebla de Fantova (La)	22117001399 - *Diseminado*	42
2017	04-La Ribagorza	22117-Graus	221170014 - Puebla del Mon (La)	22117001499 - *Diseminado*	3
2017	04-La Ribagorza	22117-Graus	221170015 - Pueyo de Marguillén	22117001501 - Pueyo de Marguillén	26
2017	04-La Ribagorza	22117-Graus	221170016 - Soler (El)	22117001699 - *Diseminado*	18
2017	04-La Ribagorza	22117-Graus	221170017 - Torre de Ésera	22117001701 - Torre de Ésera	32
2017	04-La Ribagorza	22117-Graus	221170017 - Torre de Ésera	22117001799 - *Diseminado*	17
2017	04-La Ribagorza	22117-Graus	221170018 - Torre de Obato	22117001801 - Torre de Obato	19
2017	04-La Ribagorza	22117-Graus	221170019 - Torrelabad	22117001901 - Torrelabad	15
2017	04-La Ribagorza	22117-Graus	221170020 - Torres del Obispo	22117002001 - Torres del Obispo	114
2017	04-La Ribagorza	22117-Graus	221170020 - Torres del Obispo	22117002099 - *Diseminado*	13
2017	04-La Ribagorza	22117-Graus	221170021 - Ventas de Santa Lucía (Las)	22117002101 - Ventas de Santa Lucía (Las)	20
2017	04-La Ribagorza	22117-Graus	221170021 - Ventas de Santa Lucía (Las)	22117002199 - *Diseminado*	10
2017	04-La Ribagorza	22117-Graus	221170022 - Tosquilla (La)	22117002299 - *Diseminado*	6
2017	04-La Ribagorza	22129-Isábena	221290001 - Esdolomada	22129000199 - *Diseminado*	10
2017	04-La Ribagorza	22129-Isábena	221290002 - Merli	22129000201 - Merli	12
2017	04-La Ribagorza	22129-Isábena	221290003 - Mont de Roda	22129000399 - *Diseminado*	9
2017	04-La Ribagorza	22129-Isábena	221290004 - Puebla de Roda (La)	22129000401 - Puebla de Roda (La)	117
2017	04-La Ribagorza	22129-Isábena	221290004 - Puebla de Roda (La)	22129000499 - *Diseminado*	9
2017	04-La Ribagorza	22129-Isábena	221290005 - Riguala de Serraduy	22129000501 - Riguala de Serraduy	2
2017	04-La Ribagorza	22129-Isábena	221290006 - Roda de Isábena	22129000601 - Roda de Isábena	39
2017	04-La Ribagorza	22129-Isábena	221290006 - Roda de Isábena	22129000699 - *Diseminado*	4
2017	04-La Ribagorza	22129-Isábena	221290007 - San Esteban de Mall	22129000799 - *Diseminado*	2
2017	04-La Ribagorza	22129-Isábena	221290008 - Serraduy	22129000801 - Serraduy	44
2017	04-La Ribagorza	22129-Isábena	221290008 - Serraduy	22129000899 - *Diseminado*	5
2017	04-La Ribagorza	22129-Isábena	221290009 - Vileta de Serraduy (La)	22129000901 - Vileta de Serraduy (La)	8
2017	04-La Ribagorza	22142-Lascuarre	221420001 - Lascuarre	22142000101 - Lascuarre	120
2017	04-La Ribagorza	22142-Lascuarre	221420001 - Lascuarre	22142000199 - *Diseminado*	6
2017	04-La Ribagorza	22142-Lascuarre	221420002 - Poblado el Aguilar	22142000299 - *Diseminado*	6
2017	04-La Ribagorza	22142-Lascuarre	221420003 - Sagarras Altas	22142000399 - *Diseminado*	1
2017	04-La Ribagorza	22143-Laspaúles	221430001 - Abella	22143000101 - Abella	23
2017	04-La Ribagorza	22143-Laspaúles	221430002 - Alins	22143000201 - Alins	13
2017	04-La Ribagorza	22143-Laspaúles	221430003 - Ardanué	22143000399 - *Diseminado*	2
2017	04-La Ribagorza	22143-Laspaúles	221430004 - Denuy	22143000401 - Denuy	13
2017	04-La Ribagorza	22143-Laspaúles	221430005 - Espés	22143000501 - Espés	9
2017	04-La Ribagorza	22143-Laspaúles	221430006 - Espés Alto	22143000601 - Espés Alto	8
2017	04-La Ribagorza	22143-Laspaúles	221430007 - Laspaúles	22143000701 - Laspaúles	93
2017	04-La Ribagorza	22143-Laspaúles	221430008 - Llagunas	22143000899 - *Diseminado*	4
2017	04-La Ribagorza	22143-Laspaúles	221430009 - Neril	22143000901 - Neril	17
2017	04-La Ribagorza	22143-Laspaúles	221430010 - Suils	22143001001 - Suils	38
2017	04-La Ribagorza	22143-Laspaúles	221430011 - Villaplana	22143001199 - *Diseminado*	6
2017	04-La Ribagorza	22143-Laspaúles	221430012 - Villarrué	22143001201 - Villarrué	16
2017	04-La Ribagorza	22143-Laspaúles	221430012 - Villarrué	22143001299 - *Diseminado*	2
2017	04-La Ribagorza	22155-Monesma y Cajigar	221550001 - Cajigar	22155000101 - Cajigar	18
2017	04-La Ribagorza	22155-Monesma y Cajigar	221550001 - Cajigar	22155000199 - *Diseminado*	20
