Mes y año	Provincia código	Provincia nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados	Sector código	Sector descripción
Octubre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	251	4	Servicios
Octubre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	26		Sin empleo anterior
Octubre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11	1	Agricultura, ganadería y pesca
Octubre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3	2	Industria y energía
Octubre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2	3	Construcción
Octubre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	40	4	Servicios
Octubre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11		Sin empleo anterior
Octubre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	21	1	Agricultura, ganadería y pesca
Octubre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	24	2	Industria y energía
Octubre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	14	3	Construcción
Octubre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	308	4	Servicios
Octubre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	98		Sin empleo anterior
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	677	1	Agricultura, ganadería y pesca
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	4861	2	Industria y energía
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	5536	3	Construcción
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	13271	4	Servicios
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1419		Sin empleo anterior
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	455	1	Agricultura, ganadería y pesca
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	401	2	Industria y energía
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1750	3	Construcción
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	880	4	Servicios
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	151		Sin empleo anterior
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	38	1	Agricultura, ganadería y pesca
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	56	2	Industria y energía
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	216	3	Construcción
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	200	4	Servicios
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	29		Sin empleo anterior
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1	2	Industria y energía
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1	4	Servicios
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1484	1	Agricultura, ganadería y pesca
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	695	2	Industria y energía
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1867	3	Construcción
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2530	4	Servicios
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	289		Sin empleo anterior
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	334	1	Agricultura, ganadería y pesca
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3993	2	Industria y energía
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	859	3	Construcción
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	22593	4	Servicios
Octubre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2376		Sin empleo anterior
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	351	1	Agricultura, ganadería y pesca
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	184	2	Industria y energía
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	52	3	Construcción
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1585	4	Servicios
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	441		Sin empleo anterior
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	37	1	Agricultura, ganadería y pesca
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	38	2	Industria y energía
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	7	3	Construcción
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	309	4	Servicios
Octubre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	49		Sin empleo anterior
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1	4	Servicios
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	140	1	Agricultura, ganadería y pesca
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	179	2	Industria y energía
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	43	3	Construcción
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2759	4	Servicios
Octubre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1049		Sin empleo anterior
Octubre 2011	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	3	4	Servicios
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	283	1	Agricultura, ganadería y pesca
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	782	2	Industria y energía
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1519	3	Construcción
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2360	4	Servicios
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	216		Sin empleo anterior
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	264	1	Agricultura, ganadería y pesca
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	62	2	Industria y energía
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	211	3	Construcción
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	163	4	Servicios
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	17		Sin empleo anterior
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	22	1	Agricultura, ganadería y pesca
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	10	2	Industria y energía
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	97	3	Construcción
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	57	4	Servicios
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	11		Sin empleo anterior
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	411	1	Agricultura, ganadería y pesca
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	113	2	Industria y energía
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	339	3	Construcción
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	264	4	Servicios
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	47		Sin empleo anterior
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	131	1	Agricultura, ganadería y pesca
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	536	2	Industria y energía
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	168	3	Construcción
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	4103	4	Servicios
Septiembre 2011	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	293		Sin empleo anterior
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	194	1	Agricultura, ganadería y pesca
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	38	2	Industria y energía
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10	3	Construcción
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	366	4	Servicios
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	55		Sin empleo anterior
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	19	1	Agricultura, ganadería y pesca
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	7	2	Industria y energía
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3	3	Construcción
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	122	4	Servicios
Septiembre 2011	22	Huesca	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11		Sin empleo anterior
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	39	1	Agricultura, ganadería y pesca
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	30	2	Industria y energía
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	14	3	Construcción
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	363	4	Servicios
Septiembre 2011	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	148		Sin empleo anterior
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	138	1	Agricultura, ganadería y pesca
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	624	2	Industria y energía
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	891	3	Construcción
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1365	4	Servicios
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	131		Sin empleo anterior
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	47	1	Agricultura, ganadería y pesca
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	79	2	Industria y energía
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	270	3	Construcción
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	134	4	Servicios
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	10		Sin empleo anterior
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1	1	Agricultura, ganadería y pesca
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	17	2	Industria y energía
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	40	3	Construcción
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	21	4	Servicios
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5		Sin empleo anterior
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	251	1	Agricultura, ganadería y pesca
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	170	2	Industria y energía
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	356	3	Construcción
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	246	4	Servicios
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	18		Sin empleo anterior
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	79	1	Agricultura, ganadería y pesca
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	409	2	Industria y energía
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	105	3	Construcción
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2513	4	Servicios
Septiembre 2011	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	214		Sin empleo anterior
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	19	1	Agricultura, ganadería y pesca
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	39	2	Industria y energía
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10	3	Construcción
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	224	4	Servicios
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	26		Sin empleo anterior
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	11	1	Agricultura, ganadería y pesca
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4	2	Industria y energía
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2	3	Construcción
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	39	4	Servicios
Septiembre 2011	44	Teruel	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	10		Sin empleo anterior
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	19	1	Agricultura, ganadería y pesca
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	24	2	Industria y energía
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	16	3	Construcción
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	287	4	Servicios
Septiembre 2011	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	97		Sin empleo anterior
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	591	1	Agricultura, ganadería y pesca
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	4648	2	Industria y energía
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	5483	3	Construcción
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	12746	4	Servicios
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1481		Sin empleo anterior
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	355	1	Agricultura, ganadería y pesca
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	385	2	Industria y energía
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1775	3	Construcción
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	835	4	Servicios
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	164		Sin empleo anterior
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	34	1	Agricultura, ganadería y pesca
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	60	2	Industria y energía
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	206	3	Construcción
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	205	4	Servicios
Septiembre 2011	50	Zaragoza	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	28		Sin empleo anterior
Septiembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1	2	Industria y energía
Septiembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1	4	Servicios
Septiembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1148	1	Agricultura, ganadería y pesca
Septiembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	659	2	Industria y energía
Septiembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1864	3	Construcción
Septiembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2434	4	Servicios
Septiembre 2011	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	296		Sin empleo anterior
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	318	1	Agricultura, ganadería y pesca
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3836	2	Industria y energía
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	856	3	Construcción
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	22165	4	Servicios
Septiembre 2011	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2395		Sin empleo anterior
