Mes y año	Comarca código	Comarca nombre	Sexo	Nº parados
Marzo 2012	29	Comunidad de Teruel	Mujeres	1700
Marzo 2012	30	Maestrazgo	Hombres	132
Marzo 2012	30	Maestrazgo	Mujeres	90
Marzo 2012	31	Sierra de Albarracín	Hombres	142
Marzo 2012	31	Sierra de Albarracín	Mujeres	139
Marzo 2012	32	Gúdar-Javalambre	Hombres	349
Marzo 2012	32	Gúdar-Javalambre	Mujeres	287
Marzo 2012	33	Matarraña / Matarranya	Hombres	292
Marzo 2012	33	Matarraña / Matarranya	Mujeres	195
Febrero 2012	01	La Jacetania	Hombres	625
Febrero 2012	01	La Jacetania	Mujeres	525
Febrero 2012	02	Alto Gállego	Hombres	518
Febrero 2012	02	Alto Gállego	Mujeres	432
Febrero 2012	03	Sobrarbe	Hombres	252
Febrero 2012	03	Sobrarbe	Mujeres	217
Febrero 2012	04	La Ribagorza	Hombres	395
Febrero 2012	04	La Ribagorza	Mujeres	285
Febrero 2012	05	Cinco Villas	Hombres	1332
Febrero 2012	05	Cinco Villas	Mujeres	1340
Febrero 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	2726
Febrero 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	2333
Febrero 2012	07	Somontano de Barbastro	Hombres	907
Febrero 2012	07	Somontano de Barbastro	Mujeres	857
Febrero 2012	08	Cinca Medio	Hombres	978
Febrero 2012	08	Cinca Medio	Mujeres	903
Febrero 2012	09	La Litera / La Llitera	Hombres	583
Febrero 2012	09	La Litera / La Llitera	Mujeres	468
Febrero 2012	10	Los Monegros	Hombres	552
Febrero 2012	10	Los Monegros	Mujeres	436
Febrero 2012	11	Bajo Cinca / Baix Cinca	Hombres	934
Febrero 2012	11	Bajo Cinca / Baix Cinca	Mujeres	916
Febrero 2012	12	Tarazona y el Moncayo	Hombres	635
Febrero 2012	12	Tarazona y el Moncayo	Mujeres	874
Febrero 2012	13	Campo de Borja	Hombres	600
Febrero 2012	13	Campo de Borja	Mujeres	507
Febrero 2012	14	Aranda	Hombres	261
Febrero 2012	14	Aranda	Mujeres	251
Febrero 2012	15	Ribera Alta del Ebro	Hombres	1035
Febrero 2012	15	Ribera Alta del Ebro	Mujeres	1172
Febrero 2012	16	Valdejalón	Hombres	1287
Febrero 2012	16	Valdejalón	Mujeres	1229
Febrero 2012	17	Central	Hombres	32279
Febrero 2012	17	Central	Mujeres	32277
Febrero 2012	18	Ribera Baja del Ebro	Hombres	400
Febrero 2012	18	Ribera Baja del Ebro	Mujeres	370
Febrero 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	689
Febrero 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	693
Febrero 2012	20	Comunidad de Calatayud	Hombres	1621
Febrero 2012	20	Comunidad de Calatayud	Mujeres	1480
Febrero 2012	21	Campo de Cariñena	Hombres	359
Febrero 2012	21	Campo de Cariñena	Mujeres	292
Febrero 2012	22	Campo de Belchite	Hombres	134
Febrero 2012	22	Campo de Belchite	Mujeres	98
Febrero 2012	23	Bajo Martín	Hombres	249
Febrero 2012	23	Bajo Martín	Mujeres	214
Febrero 2012	24	Campo de Daroca	Hombres	142
Febrero 2012	24	Campo de Daroca	Mujeres	122
Febrero 2012	25	Jiloca	Hombres	484
Febrero 2012	25	Jiloca	Mujeres	322
Febrero 2012	26	Cuencas Mineras	Hombres	369
Febrero 2012	26	Cuencas Mineras	Mujeres	367
Febrero 2012	27	Andorra-Sierra de Arcos	Hombres	514
Febrero 2012	27	Andorra-Sierra de Arcos	Mujeres	393
Febrero 2012	28	Bajo Aragón	Hombres	1298
Febrero 2012	28	Bajo Aragón	Mujeres	1155
Febrero 2012	29	Comunidad de Teruel	Hombres	1935
Febrero 2012	29	Comunidad de Teruel	Mujeres	1684
Febrero 2012	30	Maestrazgo	Hombres	125
Febrero 2012	30	Maestrazgo	Mujeres	85
Febrero 2012	31	Sierra de Albarracín	Hombres	144
Febrero 2012	31	Sierra de Albarracín	Mujeres	148
Febrero 2012	32	Gúdar-Javalambre	Hombres	335
Febrero 2012	32	Gúdar-Javalambre	Mujeres	282
Febrero 2012	33	Matarraña / Matarranya	Hombres	287
Febrero 2012	33	Matarraña / Matarranya	Mujeres	202
Enero 2012	01	La Jacetania	Hombres	636
Enero 2012	01	La Jacetania	Mujeres	530
Enero 2012	02	Alto Gállego	Hombres	533
Enero 2012	02	Alto Gállego	Mujeres	469
Enero 2012	03	Sobrarbe	Hombres	245
Enero 2012	03	Sobrarbe	Mujeres	209
Enero 2012	04	La Ribagorza	Hombres	397
Enero 2012	04	La Ribagorza	Mujeres	270
Enero 2012	05	Cinco Villas	Hombres	1314
Enero 2012	05	Cinco Villas	Mujeres	1308
Enero 2012	06	Hoya de Huesca / Plana de Uesca	Hombres	2697
Enero 2012	06	Hoya de Huesca / Plana de Uesca	Mujeres	2366
Enero 2012	07	Somontano de Barbastro	Hombres	876
Enero 2012	07	Somontano de Barbastro	Mujeres	834
Enero 2012	08	Cinca Medio	Hombres	951
Enero 2012	08	Cinca Medio	Mujeres	865
Enero 2012	09	La Litera / La Llitera	Hombres	550
Enero 2012	09	La Litera / La Llitera	Mujeres	468
Enero 2012	10	Los Monegros	Hombres	529
Enero 2012	10	Los Monegros	Mujeres	427
Enero 2012	11	Bajo Cinca / Baix Cinca	Hombres	920
Enero 2012	11	Bajo Cinca / Baix Cinca	Mujeres	926
Enero 2012	12	Tarazona y el Moncayo	Hombres	597
Enero 2012	12	Tarazona y el Moncayo	Mujeres	862
Enero 2012	13	Campo de Borja	Hombres	578
Enero 2012	13	Campo de Borja	Mujeres	516
Enero 2012	14	Aranda	Hombres	235
Enero 2012	14	Aranda	Mujeres	257
Enero 2012	15	Ribera Alta del Ebro	Hombres	1018
Enero 2012	15	Ribera Alta del Ebro	Mujeres	1140
Enero 2012	16	Valdejalón	Hombres	1222
Enero 2012	16	Valdejalón	Mujeres	1156
Enero 2012	17	Central	Hombres	31562
Enero 2012	17	Central	Mujeres	31655
Enero 2012	18	Ribera Baja del Ebro	Hombres	365
Enero 2012	18	Ribera Baja del Ebro	Mujeres	347
Enero 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	638
Enero 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	674
Enero 2012	20	Comunidad de Calatayud	Hombres	1605
Enero 2012	20	Comunidad de Calatayud	Mujeres	1488
Enero 2012	21	Campo de Cariñena	Hombres	352
Enero 2012	21	Campo de Cariñena	Mujeres	273
Enero 2012	22	Campo de Belchite	Hombres	142
Enero 2012	22	Campo de Belchite	Mujeres	104
Enero 2012	23	Bajo Martín	Hombres	243
Enero 2012	23	Bajo Martín	Mujeres	212
Enero 2012	24	Campo de Daroca	Hombres	144
Enero 2012	24	Campo de Daroca	Mujeres	122
Enero 2012	25	Jiloca	Hombres	476
Enero 2012	25	Jiloca	Mujeres	317
Enero 2012	26	Cuencas Mineras	Hombres	365
Enero 2012	26	Cuencas Mineras	Mujeres	352
Enero 2012	27	Andorra-Sierra de Arcos	Hombres	498
Enero 2012	27	Andorra-Sierra de Arcos	Mujeres	377
Enero 2012	28	Bajo Aragón	Hombres	1293
Enero 2012	28	Bajo Aragón	Mujeres	1189
Enero 2012	29	Comunidad de Teruel	Hombres	1871
Enero 2012	29	Comunidad de Teruel	Mujeres	1627
Enero 2012	30	Maestrazgo	Hombres	119
Enero 2012	30	Maestrazgo	Mujeres	78
Enero 2012	31	Sierra de Albarracín	Hombres	142
Enero 2012	31	Sierra de Albarracín	Mujeres	146
Enero 2012	32	Gúdar-Javalambre	Hombres	315
Enero 2012	32	Gúdar-Javalambre	Mujeres	274
Enero 2012	33	Matarraña / Matarranya	Hombres	287
Enero 2012	33	Matarraña / Matarranya	Mujeres	200
Diciembre 2011	01	La Jacetania	Hombres	605
Diciembre 2011	01	La Jacetania	Mujeres	497
Diciembre 2011	02	Alto Gállego	Hombres	510
Diciembre 2011	02	Alto Gállego	Mujeres	421
Diciembre 2011	03	Sobrarbe	Hombres	228
Diciembre 2011	03	Sobrarbe	Mujeres	195
Diciembre 2011	04	La Ribagorza	Hombres	360
Diciembre 2011	04	La Ribagorza	Mujeres	259
Diciembre 2011	05	Cinco Villas	Hombres	1247
Diciembre 2011	05	Cinco Villas	Mujeres	1241
Diciembre 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	2586
Diciembre 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	2163
Diciembre 2011	07	Somontano de Barbastro	Hombres	867
Diciembre 2011	07	Somontano de Barbastro	Mujeres	794
Diciembre 2011	08	Cinca Medio	Hombres	928
Diciembre 2011	08	Cinca Medio	Mujeres	839
Diciembre 2011	09	La Litera / La Llitera	Hombres	528
Diciembre 2011	09	La Litera / La Llitera	Mujeres	435
Diciembre 2011	10	Los Monegros	Hombres	498
Diciembre 2011	10	Los Monegros	Mujeres	402
Diciembre 2011	11	Bajo Cinca / Baix Cinca	Hombres	870
Diciembre 2011	11	Bajo Cinca / Baix Cinca	Mujeres	856
Diciembre 2011	12	Tarazona y el Moncayo	Hombres	612
Diciembre 2011	12	Tarazona y el Moncayo	Mujeres	881
Diciembre 2011	13	Campo de Borja	Hombres	605
Diciembre 2011	13	Campo de Borja	Mujeres	499
Diciembre 2011	14	Aranda	Hombres	252
Diciembre 2011	14	Aranda	Mujeres	272
Diciembre 2011	15	Ribera Alta del Ebro	Hombres	1077
Diciembre 2011	15	Ribera Alta del Ebro	Mujeres	1115
Diciembre 2011	16	Valdejalón	Hombres	1233
Diciembre 2011	16	Valdejalón	Mujeres	1175
Diciembre 2011	17	Central	Hombres	30879
Diciembre 2011	17	Central	Mujeres	29990
Diciembre 2011	18	Ribera Baja del Ebro	Hombres	325
Diciembre 2011	18	Ribera Baja del Ebro	Mujeres	335
Diciembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	617
Diciembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	715
Diciembre 2011	20	Comunidad de Calatayud	Hombres	1553
Diciembre 2011	20	Comunidad de Calatayud	Mujeres	1409
Diciembre 2011	21	Campo de Cariñena	Hombres	344
Diciembre 2011	21	Campo de Cariñena	Mujeres	274
Diciembre 2011	22	Campo de Belchite	Hombres	133
Diciembre 2011	22	Campo de Belchite	Mujeres	96
Diciembre 2011	23	Bajo Martín	Hombres	245
Diciembre 2011	23	Bajo Martín	Mujeres	199
Diciembre 2011	24	Campo de Daroca	Hombres	142
Diciembre 2011	24	Campo de Daroca	Mujeres	119
Diciembre 2011	25	Jiloca	Hombres	452
Diciembre 2011	25	Jiloca	Mujeres	321
Diciembre 2011	26	Cuencas Mineras	Hombres	391
Diciembre 2011	26	Cuencas Mineras	Mujeres	378
Diciembre 2011	27	Andorra-Sierra de Arcos	Hombres	450
Diciembre 2011	27	Andorra-Sierra de Arcos	Mujeres	337
Diciembre 2011	28	Bajo Aragón	Hombres	1291
Diciembre 2011	28	Bajo Aragón	Mujeres	1143
Diciembre 2011	29	Comunidad de Teruel	Hombres	1770
Diciembre 2011	29	Comunidad de Teruel	Mujeres	1591
Diciembre 2011	30	Maestrazgo	Hombres	120
Diciembre 2011	30	Maestrazgo	Mujeres	67
Diciembre 2011	31	Sierra de Albarracín	Hombres	121
Diciembre 2011	31	Sierra de Albarracín	Mujeres	137
Diciembre 2011	32	Gúdar-Javalambre	Hombres	290
Diciembre 2011	32	Gúdar-Javalambre	Mujeres	270
Diciembre 2011	33	Matarraña / Matarranya	Hombres	254
Diciembre 2011	33	Matarraña / Matarranya	Mujeres	174
Noviembre 2011	01	La Jacetania	Hombres	624
Noviembre 2011	01	La Jacetania	Mujeres	531
Noviembre 2011	02	Alto Gállego	Hombres	548
Noviembre 2011	02	Alto Gállego	Mujeres	458
Noviembre 2011	03	Sobrarbe	Hombres	198
Noviembre 2011	03	Sobrarbe	Mujeres	184
Noviembre 2011	04	La Ribagorza	Hombres	359
Noviembre 2011	04	La Ribagorza	Mujeres	301
Noviembre 2011	05	Cinco Villas	Hombres	1174
Noviembre 2011	05	Cinco Villas	Mujeres	1235
Noviembre 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	2485
Noviembre 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	2122
Noviembre 2011	07	Somontano de Barbastro	Hombres	857
Noviembre 2011	07	Somontano de Barbastro	Mujeres	791
Noviembre 2011	08	Cinca Medio	Hombres	909
Noviembre 2011	08	Cinca Medio	Mujeres	857
Noviembre 2011	09	La Litera / La Llitera	Hombres	515
Noviembre 2011	09	La Litera / La Llitera	Mujeres	430
Noviembre 2011	10	Los Monegros	Hombres	455
Noviembre 2011	10	Los Monegros	Mujeres	397
Noviembre 2011	11	Bajo Cinca / Baix Cinca	Hombres	880
Noviembre 2011	11	Bajo Cinca / Baix Cinca	Mujeres	888
Noviembre 2011	12	Tarazona y el Moncayo	Hombres	584
Noviembre 2011	12	Tarazona y el Moncayo	Mujeres	857
Noviembre 2011	13	Campo de Borja	Hombres	557
Noviembre 2011	13	Campo de Borja	Mujeres	499
Noviembre 2011	14	Aranda	Hombres	248
Noviembre 2011	14	Aranda	Mujeres	258
Noviembre 2011	15	Ribera Alta del Ebro	Hombres	967
Noviembre 2011	15	Ribera Alta del Ebro	Mujeres	1119
Noviembre 2011	16	Valdejalón	Hombres	1188
Noviembre 2011	16	Valdejalón	Mujeres	1142
Noviembre 2011	17	Central	Hombres	29765
Noviembre 2011	17	Central	Mujeres	29941
Noviembre 2011	18	Ribera Baja del Ebro	Hombres	330
Noviembre 2011	18	Ribera Baja del Ebro	Mujeres	339
Noviembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	630
Noviembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	724
Noviembre 2011	20	Comunidad de Calatayud	Hombres	1432
Noviembre 2011	20	Comunidad de Calatayud	Mujeres	1378
Noviembre 2011	21	Campo de Cariñena	Hombres	347
Noviembre 2011	21	Campo de Cariñena	Mujeres	285
Noviembre 2011	22	Campo de Belchite	Hombres	130
Noviembre 2011	22	Campo de Belchite	Mujeres	99
Noviembre 2011	23	Bajo Martín	Hombres	232
Noviembre 2011	23	Bajo Martín	Mujeres	202
Noviembre 2011	24	Campo de Daroca	Hombres	132
Noviembre 2011	24	Campo de Daroca	Mujeres	125
Noviembre 2011	25	Jiloca	Hombres	417
Noviembre 2011	25	Jiloca	Mujeres	304
Noviembre 2011	26	Cuencas Mineras	Hombres	359
Noviembre 2011	26	Cuencas Mineras	Mujeres	362
Noviembre 2011	27	Andorra-Sierra de Arcos	Hombres	435
Noviembre 2011	27	Andorra-Sierra de Arcos	Mujeres	334
Noviembre 2011	28	Bajo Aragón	Hombres	1297
Noviembre 2011	28	Bajo Aragón	Mujeres	1201
Noviembre 2011	29	Comunidad de Teruel	Hombres	1642
Noviembre 2011	29	Comunidad de Teruel	Mujeres	1589
Noviembre 2011	30	Maestrazgo	Hombres	111
Noviembre 2011	30	Maestrazgo	Mujeres	69
Noviembre 2011	31	Sierra de Albarracín	Hombres	110
Noviembre 2011	31	Sierra de Albarracín	Mujeres	140
Noviembre 2011	32	Gúdar-Javalambre	Hombres	283
Noviembre 2011	32	Gúdar-Javalambre	Mujeres	283
Noviembre 2011	33	Matarraña / Matarranya	Hombres	253
Noviembre 2011	33	Matarraña / Matarranya	Mujeres	181
Octubre 2011	01	La Jacetania	Hombres	577
Octubre 2011	01	La Jacetania	Mujeres	496
Octubre 2011	02	Alto Gállego	Hombres	546
Octubre 2011	02	Alto Gállego	Mujeres	473
Octubre 2011	03	Sobrarbe	Hombres	186
Octubre 2011	03	Sobrarbe	Mujeres	170
Octubre 2011	04	La Ribagorza	Hombres	321
Octubre 2011	04	La Ribagorza	Mujeres	314
Octubre 2011	05	Cinco Villas	Hombres	1199
Octubre 2011	05	Cinco Villas	Mujeres	1207
Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	2373
Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	2095
Octubre 2011	07	Somontano de Barbastro	Hombres	834
Octubre 2011	07	Somontano de Barbastro	Mujeres	777
Octubre 2011	08	Cinca Medio	Hombres	842
Octubre 2011	08	Cinca Medio	Mujeres	845
Octubre 2011	09	La Litera / La Llitera	Hombres	505
Octubre 2011	09	La Litera / La Llitera	Mujeres	444
Octubre 2011	10	Los Monegros	Hombres	445
Octubre 2011	10	Los Monegros	Mujeres	380
Octubre 2011	11	Bajo Cinca / Baix Cinca	Hombres	950
Octubre 2011	11	Bajo Cinca / Baix Cinca	Mujeres	843
Octubre 2011	12	Tarazona y el Moncayo	Hombres	566
Octubre 2011	12	Tarazona y el Moncayo	Mujeres	841
Octubre 2011	13	Campo de Borja	Hombres	529
Octubre 2011	13	Campo de Borja	Mujeres	464
Octubre 2011	14	Aranda	Hombres	256
Octubre 2011	14	Aranda	Mujeres	269
Octubre 2011	15	Ribera Alta del Ebro	Hombres	890
Octubre 2011	15	Ribera Alta del Ebro	Mujeres	1078
Octubre 2011	16	Valdejalón	Hombres	1135
Octubre 2011	16	Valdejalón	Mujeres	1091
Octubre 2011	17	Central	Hombres	29265
Octubre 2011	17	Central	Mujeres	29501
Octubre 2011	18	Ribera Baja del Ebro	Hombres	309
Octubre 2011	18	Ribera Baja del Ebro	Mujeres	296
Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	623
Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	680
Octubre 2011	20	Comunidad de Calatayud	Hombres	1356
Octubre 2011	20	Comunidad de Calatayud	Mujeres	1331
Octubre 2011	21	Campo de Cariñena	Hombres	326
Octubre 2011	21	Campo de Cariñena	Mujeres	287
Octubre 2011	22	Campo de Belchite	Hombres	122
Octubre 2011	22	Campo de Belchite	Mujeres	102
Octubre 2011	23	Bajo Martín	Hombres	220
Octubre 2011	23	Bajo Martín	Mujeres	187
Octubre 2011	24	Campo de Daroca	Hombres	102
Octubre 2011	24	Campo de Daroca	Mujeres	122
Octubre 2011	25	Jiloca	Hombres	403
Octubre 2011	25	Jiloca	Mujeres	283
Octubre 2011	26	Cuencas Mineras	Hombres	355
Octubre 2011	26	Cuencas Mineras	Mujeres	351
Octubre 2011	27	Andorra-Sierra de Arcos	Hombres	444
Octubre 2011	27	Andorra-Sierra de Arcos	Mujeres	331
Octubre 2011	28	Bajo Aragón	Hombres	1242
Octubre 2011	28	Bajo Aragón	Mujeres	1055
Octubre 2011	29	Comunidad de Teruel	Hombres	1560
Octubre 2011	29	Comunidad de Teruel	Mujeres	1529
Octubre 2011	30	Maestrazgo	Hombres	112
Octubre 2011	30	Maestrazgo	Mujeres	62
Octubre 2011	31	Sierra de Albarracín	Hombres	96
Octubre 2011	31	Sierra de Albarracín	Mujeres	123
Octubre 2011	32	Gúdar-Javalambre	Hombres	268
Octubre 2011	32	Gúdar-Javalambre	Mujeres	270
Octubre 2011	33	Matarraña / Matarranya	Hombres	220
Octubre 2011	33	Matarraña / Matarranya	Mujeres	174
Septiembre 2011	01	La Jacetania	Hombres	569
Septiembre 2011	01	La Jacetania	Mujeres	511
Septiembre 2011	02	Alto Gállego	Hombres	498
Septiembre 2011	02	Alto Gállego	Mujeres	446
Septiembre 2011	03	Sobrarbe	Hombres	167
Septiembre 2011	03	Sobrarbe	Mujeres	145
Septiembre 2011	04	La Ribagorza	Hombres	313
Septiembre 2011	04	La Ribagorza	Mujeres	300
Septiembre 2011	05	Cinco Villas	Hombres	1161
Septiembre 2011	05	Cinco Villas	Mujeres	1234
Septiembre 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	2364
Septiembre 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	2086
Septiembre 2011	07	Somontano de Barbastro	Hombres	806
Septiembre 2011	07	Somontano de Barbastro	Mujeres	738
Septiembre 2011	08	Cinca Medio	Hombres	847
Septiembre 2011	08	Cinca Medio	Mujeres	840
Septiembre 2011	09	La Litera / La Llitera	Hombres	479
Septiembre 2011	09	La Litera / La Llitera	Mujeres	455
Septiembre 2011	10	Los Monegros	Hombres	435
Septiembre 2011	10	Los Monegros	Mujeres	371
Septiembre 2011	11	Bajo Cinca / Baix Cinca	Hombres	892
Septiembre 2011	11	Bajo Cinca / Baix Cinca	Mujeres	869
Septiembre 2011	12	Tarazona y el Moncayo	Hombres	535
Septiembre 2011	12	Tarazona y el Moncayo	Mujeres	767
Septiembre 2011	13	Campo de Borja	Hombres	458
Septiembre 2011	13	Campo de Borja	Mujeres	412
Septiembre 2011	14	Aranda	Hombres	197
Septiembre 2011	14	Aranda	Mujeres	209
Septiembre 2011	15	Ribera Alta del Ebro	Hombres	870
Septiembre 2011	15	Ribera Alta del Ebro	Mujeres	1035
Septiembre 2011	16	Valdejalón	Hombres	1003
Septiembre 2011	16	Valdejalón	Mujeres	987
Septiembre 2011	17	Central	Hombres	28533
Septiembre 2011	17	Central	Mujeres	29189
Septiembre 2011	18	Ribera Baja del Ebro	Hombres	300
Septiembre 2011	18	Ribera Baja del Ebro	Mujeres	278
Septiembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	534
Septiembre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	466
Septiembre 2011	20	Comunidad de Calatayud	Hombres	1220
Septiembre 2011	20	Comunidad de Calatayud	Mujeres	1302
Septiembre 2011	21	Campo de Cariñena	Hombres	266
Septiembre 2011	21	Campo de Cariñena	Mujeres	233
Septiembre 2011	22	Campo de Belchite	Hombres	115
Septiembre 2011	22	Campo de Belchite	Mujeres	98
Septiembre 2011	23	Bajo Martín	Hombres	232
Septiembre 2011	23	Bajo Martín	Mujeres	181
Septiembre 2011	24	Campo de Daroca	Hombres	85
Septiembre 2011	24	Campo de Daroca	Mujeres	122
Septiembre 2011	25	Jiloca	Hombres	400
Septiembre 2011	25	Jiloca	Mujeres	286
Septiembre 2011	26	Cuencas Mineras	Hombres	373
Septiembre 2011	26	Cuencas Mineras	Mujeres	354
Septiembre 2011	27	Andorra-Sierra de Arcos	Hombres	440
Septiembre 2011	27	Andorra-Sierra de Arcos	Mujeres	341
Septiembre 2011	28	Bajo Aragón	Hombres	1166
Septiembre 2011	28	Bajo Aragón	Mujeres	973
Septiembre 2011	29	Comunidad de Teruel	Hombres	1540
Septiembre 2011	29	Comunidad de Teruel	Mujeres	1406
Septiembre 2011	30	Maestrazgo	Hombres	103
Septiembre 2011	30	Maestrazgo	Mujeres	60
Septiembre 2011	31	Sierra de Albarracín	Hombres	92
Septiembre 2011	31	Sierra de Albarracín	Mujeres	107
Septiembre 2011	32	Gúdar-Javalambre	Hombres	248
Septiembre 2011	32	Gúdar-Javalambre	Mujeres	267
Septiembre 2011	33	Matarraña / Matarranya	Hombres	220
Septiembre 2011	33	Matarraña / Matarranya	Mujeres	172
Agosto 2011	01	La Jacetania	Hombres	529
Agosto 2011	01	La Jacetania	Mujeres	443
Agosto 2011	02	Alto Gállego	Hombres	460
Agosto 2011	02	Alto Gállego	Mujeres	388
Agosto 2011	03	Sobrarbe	Hombres	131
Agosto 2011	03	Sobrarbe	Mujeres	99
Agosto 2011	04	La Ribagorza	Hombres	282
Agosto 2011	04	La Ribagorza	Mujeres	268
Agosto 2011	05	Cinco Villas	Hombres	1158
Agosto 2011	05	Cinco Villas	Mujeres	1137
Agosto 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	2424
Agosto 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	2074
Agosto 2011	07	Somontano de Barbastro	Hombres	750
Agosto 2011	07	Somontano de Barbastro	Mujeres	688
Agosto 2011	08	Cinca Medio	Hombres	773
Agosto 2011	08	Cinca Medio	Mujeres	795
Agosto 2011	09	La Litera / La Llitera	Hombres	454
Agosto 2011	09	La Litera / La Llitera	Mujeres	444
Agosto 2011	10	Los Monegros	Hombres	429
Agosto 2011	10	Los Monegros	Mujeres	364
Agosto 2011	11	Bajo Cinca / Baix Cinca	Hombres	658
Agosto 2011	11	Bajo Cinca / Baix Cinca	Mujeres	625
Agosto 2011	12	Tarazona y el Moncayo	Hombres	504
Agosto 2011	12	Tarazona y el Moncayo	Mujeres	733
Agosto 2011	13	Campo de Borja	Hombres	502
Agosto 2011	13	Campo de Borja	Mujeres	407
Agosto 2011	14	Aranda	Hombres	169
Agosto 2011	14	Aranda	Mujeres	223
Agosto 2011	15	Ribera Alta del Ebro	Hombres	880
Agosto 2011	15	Ribera Alta del Ebro	Mujeres	994
Agosto 2011	16	Valdejalón	Hombres	902
Agosto 2011	16	Valdejalón	Mujeres	901
Agosto 2011	17	Central	Hombres	28651
Agosto 2011	17	Central	Mujeres	28907
Agosto 2011	18	Ribera Baja del Ebro	Hombres	284
Agosto 2011	18	Ribera Baja del Ebro	Mujeres	273
Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	569
Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	470
Agosto 2011	20	Comunidad de Calatayud	Hombres	1143
Agosto 2011	20	Comunidad de Calatayud	Mujeres	1260
Agosto 2011	21	Campo de Cariñena	Hombres	266
Agosto 2011	21	Campo de Cariñena	Mujeres	227
Agosto 2011	22	Campo de Belchite	Hombres	118
Agosto 2011	22	Campo de Belchite	Mujeres	95
Agosto 2011	23	Bajo Martín	Hombres	247
Agosto 2011	23	Bajo Martín	Mujeres	182
Agosto 2011	24	Campo de Daroca	Hombres	89
Agosto 2011	24	Campo de Daroca	Mujeres	116
Agosto 2011	25	Jiloca	Hombres	398
Agosto 2011	25	Jiloca	Mujeres	279
Agosto 2011	26	Cuencas Mineras	Hombres	346
Agosto 2011	26	Cuencas Mineras	Mujeres	330
Agosto 2011	27	Andorra-Sierra de Arcos	Hombres	425
Agosto 2011	27	Andorra-Sierra de Arcos	Mujeres	312
Agosto 2011	28	Bajo Aragón	Hombres	1214
Agosto 2011	28	Bajo Aragón	Mujeres	954
Agosto 2011	29	Comunidad de Teruel	Hombres	1487
Agosto 2011	29	Comunidad de Teruel	Mujeres	1274
Agosto 2011	30	Maestrazgo	Hombres	105
Agosto 2011	30	Maestrazgo	Mujeres	58
Agosto 2011	31	Sierra de Albarracín	Hombres	78
Agosto 2011	31	Sierra de Albarracín	Mujeres	83
Agosto 2011	32	Gúdar-Javalambre	Hombres	251
Agosto 2011	32	Gúdar-Javalambre	Mujeres	241
Agosto 2011	33	Matarraña / Matarranya	Hombres	224
Agosto 2011	33	Matarraña / Matarranya	Mujeres	171
Julio 2011	01	La Jacetania	Hombres	535
Julio 2011	01	La Jacetania	Mujeres	448
Julio 2011	02	Alto Gállego	Hombres	464
Julio 2011	02	Alto Gállego	Mujeres	380
Julio 2011	03	Sobrarbe	Hombres	136
Julio 2011	03	Sobrarbe	Mujeres	113
Julio 2011	04	La Ribagorza	Hombres	270
Julio 2011	04	La Ribagorza	Mujeres	262
Julio 2011	05	Cinco Villas	Hombres	1157
Julio 2011	05	Cinco Villas	Mujeres	1202
Julio 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	2328
Julio 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	1977
Julio 2011	07	Somontano de Barbastro	Hombres	737
Julio 2011	07	Somontano de Barbastro	Mujeres	694
Julio 2011	08	Cinca Medio	Hombres	728
Julio 2011	08	Cinca Medio	Mujeres	786
Julio 2011	09	La Litera / La Llitera	Hombres	450
Julio 2011	09	La Litera / La Llitera	Mujeres	433
Julio 2011	10	Los Monegros	Hombres	436
Julio 2011	10	Los Monegros	Mujeres	365
Julio 2011	11	Bajo Cinca / Baix Cinca	Hombres	582
Julio 2011	11	Bajo Cinca / Baix Cinca	Mujeres	545
