Año	Comarca Código	Comarca Nombre	Nº Accidentes	Tamaño Centro	Grupo Grado Código	Grupo Grado Código
2017	17	D.C. Zaragoza	825	De 50 a 99 trabajadores	Leves	1
2017	18	Ribera Baja del Ebro	18	De 50 a 99 trabajadores	Leves	1
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	14	De 50 a 99 trabajadores	Leves	1
2017	20	Comunidad de Calatayud	34	De 50 a 99 trabajadores	Leves	1
2017	21	Campo de Cariñena	17	De 50 a 99 trabajadores	Leves	1
2017	23	Bajo Martín	4	De 50 a 99 trabajadores	Leves	1
2017	24	Campo de Daroca	23	De 50 a 99 trabajadores	Leves	1
2017	25	Jiloca	20	De 50 a 99 trabajadores	Leves	1
2017	26	Cuencas Mineras	13	De 50 a 99 trabajadores	Leves	1
2017	27	Andorra-Sierra de Arcos	23	De 50 a 99 trabajadores	Leves	1
2017	28	Bajo Aragón	13	De 50 a 99 trabajadores	Leves	1
2017	29	Comunidad de Teruel	45	De 50 a 99 trabajadores	Leves	1
2017	31	Sierra de Albarracín	2	De 50 a 99 trabajadores	Leves	1
2017	32	Gúdar-Javalambre	11	De 50 a 99 trabajadores	Leves	1
2017	33	Matarraña / Matarranya	2	De 50 a 99 trabajadores	Leves	1
2017	NC	Municipio del centro de trabajo fuera de Aragón	15	De 50 a 99 trabajadores	Leves	1
2016	01	La Jacetania	15	De 50 a 99 trabajadores	Leves	1
2016	02	Alto Gállego	15	De 50 a 99 trabajadores	Leves	1
2016	03	Sobrarbe	3	De 50 a 99 trabajadores	Leves	1
2016	04	La Ribagorza	13	De 50 a 99 trabajadores	Leves	1
2016	05	Cinco Villas	42	De 50 a 99 trabajadores	Leves	1
2016	06	Hoya de Huesca / Plana de Uesca	82	De 50 a 99 trabajadores	Leves	1
2016	07	Somontano de Barbastro	24	De 50 a 99 trabajadores	Leves	1
2016	08	Cinca Medio	79	De 50 a 99 trabajadores	Leves	1
2016	09	La Litera / La Llitera	25	De 50 a 99 trabajadores	Leves	1
2016	10	Los Monegros	37	De 50 a 99 trabajadores	Leves	1
2016	11	Bajo Cinca / Baix Cinca	77	De 50 a 99 trabajadores	Leves	1
2016	12	Tarazona y el Moncayo	4	De 50 a 99 trabajadores	Leves	1
2016	13	Campo de Borja	28	De 50 a 99 trabajadores	Leves	1
2016	14	Aranda	1	De 50 a 99 trabajadores	Leves	1
2016	15	Ribera Alta del Ebro	68	De 50 a 99 trabajadores	Leves	1
2016	16	Valdejalón	93	De 50 a 99 trabajadores	Leves	1
2016	17	D.C. Zaragoza	834	De 50 a 99 trabajadores	Leves	1
2016	18	Ribera Baja del Ebro	13	De 50 a 99 trabajadores	Leves	1
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	De 50 a 99 trabajadores	Leves	1
2016	20	Comunidad de Calatayud	40	De 50 a 99 trabajadores	Leves	1
2016	21	Campo de Cariñena	12	De 50 a 99 trabajadores	Leves	1
2016	23	Bajo Martín	2	De 50 a 99 trabajadores	Leves	1
2016	24	Campo de Daroca	17	De 50 a 99 trabajadores	Leves	1
2016	25	Jiloca	6	De 50 a 99 trabajadores	Leves	1
2016	26	Cuencas Mineras	15	De 50 a 99 trabajadores	Leves	1
2016	27	Andorra-Sierra de Arcos	27	De 50 a 99 trabajadores	Leves	1
2016	28	Bajo Aragón	22	De 50 a 99 trabajadores	Leves	1
2016	29	Comunidad de Teruel	53	De 50 a 99 trabajadores	Leves	1
2016	32	Gúdar-Javalambre	5	De 50 a 99 trabajadores	Leves	1
2016	33	Matarraña / Matarranya	1	De 50 a 99 trabajadores	Leves	1
2016	NC	Municipio del centro de trabajo fuera de Aragón	18	De 50 a 99 trabajadores	Leves	1
2015	01	La Jacetania	18	De 50 a 99 trabajadores	Leves	1
2015	02	Alto Gállego	15	De 50 a 99 trabajadores	Leves	1
2015	03	Sobrarbe	5	De 50 a 99 trabajadores	Leves	1
2015	04	La Ribagorza	3	De 50 a 99 trabajadores	Leves	1
2015	05	Cinco Villas	48	De 50 a 99 trabajadores	Leves	1
2015	06	Hoya de Huesca / Plana de Uesca	50	De 50 a 99 trabajadores	Leves	1
2015	07	Somontano de Barbastro	12	De 50 a 99 trabajadores	Leves	1
2015	08	Cinca Medio	55	De 50 a 99 trabajadores	Leves	1
2015	09	La Litera / La Llitera	17	De 50 a 99 trabajadores	Leves	1
2015	10	Los Monegros	36	De 50 a 99 trabajadores	Leves	1
2015	11	Bajo Cinca / Baix Cinca	71	De 50 a 99 trabajadores	Leves	1
2015	12	Tarazona y el Moncayo	12	De 50 a 99 trabajadores	Leves	1
2015	13	Campo de Borja	8	De 50 a 99 trabajadores	Leves	1
2015	15	Ribera Alta del Ebro	58	De 50 a 99 trabajadores	Leves	1
2015	16	Valdejalón	55	De 50 a 99 trabajadores	Leves	1
2015	17	D.C. Zaragoza	763	De 50 a 99 trabajadores	Leves	1
2015	18	Ribera Baja del Ebro	27	De 50 a 99 trabajadores	Leves	1
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9	De 50 a 99 trabajadores	Leves	1
2015	20	Comunidad de Calatayud	32	De 50 a 99 trabajadores	Leves	1
2015	21	Campo de Cariñena	15	De 50 a 99 trabajadores	Leves	1
2015	23	Bajo Martín	2	De 50 a 99 trabajadores	Leves	1
2015	24	Campo de Daroca	12	De 50 a 99 trabajadores	Leves	1
2015	25	Jiloca	6	De 50 a 99 trabajadores	Leves	1
2015	26	Cuencas Mineras	4	De 50 a 99 trabajadores	Leves	1
2015	27	Andorra-Sierra de Arcos	21	De 50 a 99 trabajadores	Leves	1
2015	28	Bajo Aragón	14	De 50 a 99 trabajadores	Leves	1
2015	29	Comunidad de Teruel	41	De 50 a 99 trabajadores	Leves	1
2015	32	Gúdar-Javalambre	4	De 50 a 99 trabajadores	Leves	1
2015	33	Matarraña / Matarranya	5	De 50 a 99 trabajadores	Leves	1
2015	NC	Municipio del centro de trabajo fuera de Aragón	18	De 50 a 99 trabajadores	Leves	1
2014	01	La Jacetania	25	De 50 a 99 trabajadores	Leves	1
2014	02	Alto Gállego	10	De 50 a 99 trabajadores	Leves	1
2014	03	Sobrarbe	2	De 50 a 99 trabajadores	Leves	1
2014	04	La Ribagorza	6	De 50 a 99 trabajadores	Leves	1
2014	05	Cinco Villas	32	De 50 a 99 trabajadores	Leves	1
2014	06	Hoya de Huesca / Plana de Uesca	77	De 50 a 99 trabajadores	Leves	1
2014	07	Somontano de Barbastro	19	De 50 a 99 trabajadores	Leves	1
2014	08	Cinca Medio	69	De 50 a 99 trabajadores	Leves	1
2014	09	La Litera / La Llitera	26	De 50 a 99 trabajadores	Leves	1
2014	10	Los Monegros	7	De 50 a 99 trabajadores	Leves	1
2014	11	Bajo Cinca / Baix Cinca	64	De 50 a 99 trabajadores	Leves	1
2014	12	Tarazona y el Moncayo	5	De 50 a 99 trabajadores	Leves	1
2014	13	Campo de Borja	13	De 50 a 99 trabajadores	Leves	1
2014	14	Aranda	1	De 50 a 99 trabajadores	Leves	1
2014	15	Ribera Alta del Ebro	59	De 50 a 99 trabajadores	Leves	1
2014	16	Valdejalón	54	De 50 a 99 trabajadores	Leves	1
2014	17	D.C. Zaragoza	640	De 50 a 99 trabajadores	Leves	1
2014	18	Ribera Baja del Ebro	15	De 50 a 99 trabajadores	Leves	1
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8	De 50 a 99 trabajadores	Leves	1
2014	20	Comunidad de Calatayud	20	De 50 a 99 trabajadores	Leves	1
2014	21	Campo de Cariñena	9	De 50 a 99 trabajadores	Leves	1
2014	23	Bajo Martín	6	De 50 a 99 trabajadores	Leves	1
2014	24	Campo de Daroca	17	De 50 a 99 trabajadores	Leves	1
2014	25	Jiloca	15	De 50 a 99 trabajadores	Leves	1
2014	26	Cuencas Mineras	10	De 50 a 99 trabajadores	Leves	1
2014	27	Andorra-Sierra de Arcos	24	De 50 a 99 trabajadores	Leves	1
2014	28	Bajo Aragón	22	De 50 a 99 trabajadores	Leves	1
2014	29	Comunidad de Teruel	45	De 50 a 99 trabajadores	Leves	1
2014	32	Gúdar-Javalambre	7	De 50 a 99 trabajadores	Leves	1
2014	33	Matarraña / Matarranya	6	De 50 a 99 trabajadores	Leves	1
2014	NC	Municipio del centro de trabajo fuera de Aragón	17	De 50 a 99 trabajadores	Leves	1
2013	01	La Jacetania	22	De 50 a 99 trabajadores	Leves	1
2013	02	Alto Gállego	11	De 50 a 99 trabajadores	Leves	1
2013	03	Sobrarbe	1	De 50 a 99 trabajadores	Leves	1
2013	04	La Ribagorza	12	De 50 a 99 trabajadores	Leves	1
2013	05	Cinco Villas	22	De 50 a 99 trabajadores	Leves	1
2013	06	Hoya de Huesca / Plana de Uesca	45	De 50 a 99 trabajadores	Leves	1
2013	07	Somontano de Barbastro	16	De 50 a 99 trabajadores	Leves	1
2013	08	Cinca Medio	70	De 50 a 99 trabajadores	Leves	1
2013	09	La Litera / La Llitera	24	De 50 a 99 trabajadores	Leves	1
2013	10	Los Monegros	7	De 50 a 99 trabajadores	Leves	1
2013	11	Bajo Cinca / Baix Cinca	49	De 50 a 99 trabajadores	Leves	1
2013	12	Tarazona y el Moncayo	5	De 50 a 99 trabajadores	Leves	1
2013	13	Campo de Borja	23	De 50 a 99 trabajadores	Leves	1
2013	15	Ribera Alta del Ebro	51	De 50 a 99 trabajadores	Leves	1
2013	16	Valdejalón	52	De 50 a 99 trabajadores	Leves	1
2013	17	D.C. Zaragoza	721	De 50 a 99 trabajadores	Leves	1
2013	18	Ribera Baja del Ebro	17	De 50 a 99 trabajadores	Leves	1
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	De 50 a 99 trabajadores	Leves	1
2013	20	Comunidad de Calatayud	35	De 50 a 99 trabajadores	Leves	1
2013	21	Campo de Cariñena	11	De 50 a 99 trabajadores	Leves	1
2013	22	Campo de Belchite	1	De 50 a 99 trabajadores	Leves	1
2013	23	Bajo Martín	2	De 50 a 99 trabajadores	Leves	1
2013	24	Campo de Daroca	10	De 50 a 99 trabajadores	Leves	1
2013	25	Jiloca	17	De 50 a 99 trabajadores	Leves	1
2013	26	Cuencas Mineras	9	De 50 a 99 trabajadores	Leves	1
2013	27	Andorra-Sierra de Arcos	31	De 50 a 99 trabajadores	Leves	1
2013	28	Bajo Aragón	35	De 50 a 99 trabajadores	Leves	1
2013	29	Comunidad de Teruel	55	De 50 a 99 trabajadores	Leves	1
2013	31	Sierra de Albarracín	1	De 50 a 99 trabajadores	Leves	1
2013	32	Gúdar-Javalambre	6	De 50 a 99 trabajadores	Leves	1
2013	33	Matarraña / Matarranya	3	De 50 a 99 trabajadores	Leves	1
2013	NC	Municipio del centro de trabajo fuera de Aragón	24	De 50 a 99 trabajadores	Leves	1
2012	01	La Jacetania	20	De 50 a 99 trabajadores	Leves	1
2012	02	Alto Gállego	8	De 50 a 99 trabajadores	Leves	1
2012	03	Sobrarbe	4	De 50 a 99 trabajadores	Leves	1
2012	04	La Ribagorza	5	De 50 a 99 trabajadores	Leves	1
2012	05	Cinco Villas	25	De 50 a 99 trabajadores	Leves	1
2012	06	Hoya de Huesca / Plana de Uesca	59	De 50 a 99 trabajadores	Leves	1
2012	07	Somontano de Barbastro	9	De 50 a 99 trabajadores	Leves	1
2012	08	Cinca Medio	80	De 50 a 99 trabajadores	Leves	1
2012	09	La Litera / La Llitera	23	De 50 a 99 trabajadores	Leves	1
2012	10	Los Monegros	6	De 50 a 99 trabajadores	Leves	1
2012	11	Bajo Cinca / Baix Cinca	45	De 50 a 99 trabajadores	Leves	1
2012	12	Tarazona y el Moncayo	5	De 50 a 99 trabajadores	Leves	1
2012	13	Campo de Borja	29	De 50 a 99 trabajadores	Leves	1
2012	14	Aranda	2	De 50 a 99 trabajadores	Leves	1
2012	15	Ribera Alta del Ebro	44	De 50 a 99 trabajadores	Leves	1
2012	16	Valdejalón	65	De 50 a 99 trabajadores	Leves	1
2012	17	D.C. Zaragoza	698	De 50 a 99 trabajadores	Leves	1
2012	18	Ribera Baja del Ebro	10	De 50 a 99 trabajadores	Leves	1
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	De 50 a 99 trabajadores	Leves	1
2012	20	Comunidad de Calatayud	21	De 50 a 99 trabajadores	Leves	1
2012	21	Campo de Cariñena	12	De 50 a 99 trabajadores	Leves	1
2012	22	Campo de Belchite	1	De 50 a 99 trabajadores	Leves	1
2012	23	Bajo Martín	5	De 50 a 99 trabajadores	Leves	1
2012	24	Campo de Daroca	8	De 50 a 99 trabajadores	Leves	1
2012	25	Jiloca	8	De 50 a 99 trabajadores	Leves	1
2012	26	Cuencas Mineras	5	De 50 a 99 trabajadores	Leves	1
2012	27	Andorra-Sierra de Arcos	47	De 50 a 99 trabajadores	Leves	1
2012	28	Bajo Aragón	26	De 50 a 99 trabajadores	Leves	1
2012	29	Comunidad de Teruel	33	De 50 a 99 trabajadores	Leves	1
2012	32	Gúdar-Javalambre	13	De 50 a 99 trabajadores	Leves	1
2012	33	Matarraña / Matarranya	3	De 50 a 99 trabajadores	Leves	1
2012	NC	Municipio del centro de trabajo fuera de Aragón	11	De 50 a 99 trabajadores	Leves	1
2011	01	La Jacetania	17	De 50 a 99 trabajadores	Leves	1
2011	02	Alto Gállego	10	De 50 a 99 trabajadores	Leves	1
2011	03	Sobrarbe	5	De 50 a 99 trabajadores	Leves	1
2011	04	La Ribagorza	10	De 50 a 99 trabajadores	Leves	1
2011	05	Cinco Villas	48	De 50 a 99 trabajadores	Leves	1
2011	06	Hoya de Huesca / Plana de Uesca	62	De 50 a 99 trabajadores	Leves	1
2011	07	Somontano de Barbastro	14	De 50 a 99 trabajadores	Leves	1
2011	08	Cinca Medio	71	De 50 a 99 trabajadores	Leves	1
2011	09	La Litera / La Llitera	12	De 50 a 99 trabajadores	Leves	1
2011	10	Los Monegros	8	De 50 a 99 trabajadores	Leves	1
2011	11	Bajo Cinca / Baix Cinca	34	De 50 a 99 trabajadores	Leves	1
2011	12	Tarazona y el Moncayo	4	De 50 a 99 trabajadores	Leves	1
2011	13	Campo de Borja	30	De 50 a 99 trabajadores	Leves	1
2011	15	Ribera Alta del Ebro	97	De 50 a 99 trabajadores	Leves	1
2011	16	Valdejalón	81	De 50 a 99 trabajadores	Leves	1
2011	17	D.C. Zaragoza	884	De 50 a 99 trabajadores	Leves	1
2011	18	Ribera Baja del Ebro	22	De 50 a 99 trabajadores	Leves	1
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	10	De 50 a 99 trabajadores	Leves	1
2011	20	Comunidad de Calatayud	23	De 50 a 99 trabajadores	Leves	1
2011	21	Campo de Cariñena	14	De 50 a 99 trabajadores	Leves	1
2011	22	Campo de Belchite	1	De 50 a 99 trabajadores	Leves	1
2011	23	Bajo Martín	4	De 50 a 99 trabajadores	Leves	1
2011	24	Campo de Daroca	9	De 50 a 99 trabajadores	Leves	1
2011	25	Jiloca	10	De 50 a 99 trabajadores	Leves	1
2011	26	Cuencas Mineras	14	De 50 a 99 trabajadores	Leves	1
2011	27	Andorra-Sierra de Arcos	55	De 50 a 99 trabajadores	Leves	1
2011	28	Bajo Aragón	37	De 50 a 99 trabajadores	Leves	1
2011	29	Comunidad de Teruel	67	De 50 a 99 trabajadores	Leves	1
2011	31	Sierra de Albarracín	2	De 50 a 99 trabajadores	Leves	1
2011	32	Gúdar-Javalambre	7	De 50 a 99 trabajadores	Leves	1
2011	33	Matarraña / Matarranya	6	De 50 a 99 trabajadores	Leves	1
2011	NC	Municipio del centro de trabajo fuera de Aragón	25	De 50 a 99 trabajadores	Leves	1
2010	01	La Jacetania	23	De 50 a 99 trabajadores	Leves	1
2010	02	Alto Gállego	18	De 50 a 99 trabajadores	Leves	1
2010	03	Sobrarbe	3	De 50 a 99 trabajadores	Leves	1
2010	04	La Ribagorza	13	De 50 a 99 trabajadores	Leves	1
2010	05	Cinco Villas	42	De 50 a 99 trabajadores	Leves	1
2010	06	Hoya de Huesca / Plana de Uesca	78	De 50 a 99 trabajadores	Leves	1
2010	07	Somontano de Barbastro	23	De 50 a 99 trabajadores	Leves	1
2010	08	Cinca Medio	44	De 50 a 99 trabajadores	Leves	1
2010	09	La Litera / La Llitera	9	De 50 a 99 trabajadores	Leves	1
2010	10	Los Monegros	17	De 50 a 99 trabajadores	Leves	1
2010	11	Bajo Cinca / Baix Cinca	27	De 50 a 99 trabajadores	Leves	1
2010	12	Tarazona y el Moncayo	10	De 50 a 99 trabajadores	Leves	1
2010	13	Campo de Borja	56	De 50 a 99 trabajadores	Leves	1
2010	15	Ribera Alta del Ebro	96	De 50 a 99 trabajadores	Leves	1
2010	16	Valdejalón	79	De 50 a 99 trabajadores	Leves	1
2010	17	D.C. Zaragoza	959	De 50 a 99 trabajadores	Leves	1
2010	18	Ribera Baja del Ebro	18	De 50 a 99 trabajadores	Leves	1
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	De 50 a 99 trabajadores	Leves	1
2010	20	Comunidad de Calatayud	38	De 50 a 99 trabajadores	Leves	1
2010	21	Campo de Cariñena	16	De 50 a 99 trabajadores	Leves	1
2010	22	Campo de Belchite	1	De 50 a 99 trabajadores	Leves	1
2010	23	Bajo Martín	4	De 50 a 99 trabajadores	Leves	1
2010	24	Campo de Daroca	12	De 50 a 99 trabajadores	Leves	1
2010	25	Jiloca	21	De 50 a 99 trabajadores	Leves	1
2010	26	Cuencas Mineras	17	De 50 a 99 trabajadores	Leves	1
2010	27	Andorra-Sierra de Arcos	23	De 50 a 99 trabajadores	Leves	1
2010	28	Bajo Aragón	33	De 50 a 99 trabajadores	Leves	1
2010	29	Comunidad de Teruel	49	De 50 a 99 trabajadores	Leves	1
2010	30	Maestrazgo	1	De 50 a 99 trabajadores	Leves	1
2010	31	Sierra de Albarracín	1	De 50 a 99 trabajadores	Leves	1
2010	32	Gúdar-Javalambre	6	De 50 a 99 trabajadores	Leves	1
2010	33	Matarraña / Matarranya	6	De 50 a 99 trabajadores	Leves	1
2010	NC	Municipio del centro de trabajo fuera de Aragón	31	De 50 a 99 trabajadores	Leves	1
2009	01	La Jacetania	33	De 50 a 99 trabajadores	Leves	1
2009	02	Alto Gállego	20	De 50 a 99 trabajadores	Leves	1
2009	03	Sobrarbe	4	De 50 a 99 trabajadores	Leves	1
2009	04	La Ribagorza	12	De 50 a 99 trabajadores	Leves	1
2009	05	Cinco Villas	37	De 50 a 99 trabajadores	Leves	1
2009	06	Hoya de Huesca / Plana de Uesca	104	De 50 a 99 trabajadores	Leves	1
2009	07	Somontano de Barbastro	31	De 50 a 99 trabajadores	Leves	1
2009	08	Cinca Medio	67	De 50 a 99 trabajadores	Leves	1
2009	09	La Litera / La Llitera	18	De 50 a 99 trabajadores	Leves	1
2009	10	Los Monegros	21	De 50 a 99 trabajadores	Leves	1
2009	11	Bajo Cinca / Baix Cinca	23	De 50 a 99 trabajadores	Leves	1
2009	12	Tarazona y el Moncayo	16	De 50 a 99 trabajadores	Leves	1
2009	13	Campo de Borja	40	De 50 a 99 trabajadores	Leves	1
2009	14	Aranda	1	De 50 a 99 trabajadores	Leves	1
2009	15	Ribera Alta del Ebro	71	De 50 a 99 trabajadores	Leves	1
2009	16	Valdejalón	74	De 50 a 99 trabajadores	Leves	1
2009	17	D.C. Zaragoza	1050	De 50 a 99 trabajadores	Leves	1
2009	18	Ribera Baja del Ebro	8	De 50 a 99 trabajadores	Leves	1
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	De 50 a 99 trabajadores	Leves	1
2009	20	Comunidad de Calatayud	59	De 50 a 99 trabajadores	Leves	1
2009	21	Campo de Cariñena	19	De 50 a 99 trabajadores	Leves	1
2009	23	Bajo Martín	8	De 50 a 99 trabajadores	Leves	1
2009	24	Campo de Daroca	4	De 50 a 99 trabajadores	Leves	1
2009	25	Jiloca	20	De 50 a 99 trabajadores	Leves	1
2009	26	Cuencas Mineras	7	De 50 a 99 trabajadores	Leves	1
2009	27	Andorra-Sierra de Arcos	31	De 50 a 99 trabajadores	Leves	1
2009	28	Bajo Aragón	45	De 50 a 99 trabajadores	Leves	1
2009	29	Comunidad de Teruel	59	De 50 a 99 trabajadores	Leves	1
2009	31	Sierra de Albarracín	2	De 50 a 99 trabajadores	Leves	1
2009	32	Gúdar-Javalambre	12	De 50 a 99 trabajadores	Leves	1
2009	33	Matarraña / Matarranya	5	De 50 a 99 trabajadores	Leves	1
2009	NC	Municipio del centro de trabajo fuera de Aragón	31	De 50 a 99 trabajadores	Leves	1
2008	01	La Jacetania	40	De 50 a 99 trabajadores	Leves	1
2008	02	Alto Gállego	26	De 50 a 99 trabajadores	Leves	1
2008	03	Sobrarbe	4	De 50 a 99 trabajadores	Leves	1
2008	04	La Ribagorza	24	De 50 a 99 trabajadores	Leves	1
2008	05	Cinco Villas	118	De 50 a 99 trabajadores	Leves	1
2008	06	Hoya de Huesca / Plana de Uesca	189	De 50 a 99 trabajadores	Leves	1
2008	07	Somontano de Barbastro	51	De 50 a 99 trabajadores	Leves	1
2008	08	Cinca Medio	97	De 50 a 99 trabajadores	Leves	1
2008	09	La Litera / La Llitera	16	De 50 a 99 trabajadores	Leves	1
2008	10	Los Monegros	19	De 50 a 99 trabajadores	Leves	1
2008	11	Bajo Cinca / Baix Cinca	44	De 50 a 99 trabajadores	Leves	1
2008	12	Tarazona y el Moncayo	25	De 50 a 99 trabajadores	Leves	1
2008	13	Campo de Borja	68	De 50 a 99 trabajadores	Leves	1
2008	15	Ribera Alta del Ebro	144	De 50 a 99 trabajadores	Leves	1
2008	16	Valdejalón	86	De 50 a 99 trabajadores	Leves	1
2008	17	D.C. Zaragoza	1668	De 50 a 99 trabajadores	Leves	1
2008	18	Ribera Baja del Ebro	7	De 50 a 99 trabajadores	Leves	1
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	12	De 50 a 99 trabajadores	Leves	1
2008	20	Comunidad de Calatayud	36	De 50 a 99 trabajadores	Leves	1
2008	21	Campo de Cariñena	11	De 50 a 99 trabajadores	Leves	1
2008	22	Campo de Belchite	2	De 50 a 99 trabajadores	Leves	1
2008	23	Bajo Martín	1	De 50 a 99 trabajadores	Leves	1
2008	24	Campo de Daroca	10	De 50 a 99 trabajadores	Leves	1
2008	25	Jiloca	47	De 50 a 99 trabajadores	Leves	1
2008	26	Cuencas Mineras	26	De 50 a 99 trabajadores	Leves	1
2008	27	Andorra-Sierra de Arcos	30	De 50 a 99 trabajadores	Leves	1
2008	28	Bajo Aragón	67	De 50 a 99 trabajadores	Leves	1
2008	29	Comunidad de Teruel	61	De 50 a 99 trabajadores	Leves	1
2008	30	Maestrazgo	2	De 50 a 99 trabajadores	Leves	1
2008	32	Gúdar-Javalambre	4	De 50 a 99 trabajadores	Leves	1
2008	33	Matarraña / Matarranya	9	De 50 a 99 trabajadores	Leves	1
2008	NC	Municipio del centro de trabajo fuera de Aragón	29	De 50 a 99 trabajadores	Leves	1
2007	01	La Jacetania	48	De 50 a 99 trabajadores	Leves	1
2007	02	Alto Gállego	36	De 50 a 99 trabajadores	Leves	1
2007	03	Sobrarbe	7	De 50 a 99 trabajadores	Leves	1
2007	04	La Ribagorza	19	De 50 a 99 trabajadores	Leves	1
2007	05	Cinco Villas	92	De 50 a 99 trabajadores	Leves	1
2007	06	Hoya de Huesca / Plana de Uesca	185	De 50 a 99 trabajadores	Leves	1
2007	07	Somontano de Barbastro	38	De 50 a 99 trabajadores	Leves	1
2007	08	Cinca Medio	86	De 50 a 99 trabajadores	Leves	1
2007	09	La Litera / La Llitera	17	De 50 a 99 trabajadores	Leves	1
2007	10	Los Monegros	21	De 50 a 99 trabajadores	Leves	1
2007	11	Bajo Cinca / Baix Cinca	39	De 50 a 99 trabajadores	Leves	1
2007	12	Tarazona y el Moncayo	33	De 50 a 99 trabajadores	Leves	1
2007	13	Campo de Borja	101	De 50 a 99 trabajadores	Leves	1
2007	15	Ribera Alta del Ebro	172	De 50 a 99 trabajadores	Leves	1
2007	16	Valdejalón	85	De 50 a 99 trabajadores	Leves	1
2007	17	D.C. Zaragoza	1824	De 50 a 99 trabajadores	Leves	1
2007	18	Ribera Baja del Ebro	14	De 50 a 99 trabajadores	Leves	1
2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	14	De 50 a 99 trabajadores	Leves	1
2007	20	Comunidad de Calatayud	42	De 50 a 99 trabajadores	Leves	1
2007	21	Campo de Cariñena	24	De 50 a 99 trabajadores	Leves	1
2007	22	Campo de Belchite	2	De 50 a 99 trabajadores	Leves	1
2007	23	Bajo Martín	2	De 50 a 99 trabajadores	Leves	1
2007	24	Campo de Daroca	14	De 50 a 99 trabajadores	Leves	1
2007	25	Jiloca	32	De 50 a 99 trabajadores	Leves	1
2007	26	Cuencas Mineras	41	De 50 a 99 trabajadores	Leves	1
2007	27	Andorra-Sierra de Arcos	52	De 50 a 99 trabajadores	Leves	1
2007	28	Bajo Aragón	82	De 50 a 99 trabajadores	Leves	1
2007	29	Comunidad de Teruel	66	De 50 a 99 trabajadores	Leves	1
2007	31	Sierra de Albarracín	2	De 50 a 99 trabajadores	Leves	1
2007	32	Gúdar-Javalambre	3	De 50 a 99 trabajadores	Leves	1
2007	33	Matarraña / Matarranya	10	De 50 a 99 trabajadores	Leves	1
2007	NC	Municipio del centro de trabajo fuera de Aragón	64	De 50 a 99 trabajadores	Leves	1
2006	01	La Jacetania	36	De 50 a 99 trabajadores	Leves	1
2006	02	Alto Gállego	42	De 50 a 99 trabajadores	Leves	1
2006	03	Sobrarbe	6	De 50 a 99 trabajadores	Leves	1
2006	04	La Ribagorza	25	De 50 a 99 trabajadores	Leves	1
2006	05	Cinco Villas	66	De 50 a 99 trabajadores	Leves	1
2006	06	Hoya de Huesca / Plana de Uesca	151	De 50 a 99 trabajadores	Leves	1
2006	07	Somontano de Barbastro	61	De 50 a 99 trabajadores	Leves	1
2006	08	Cinca Medio	55	De 50 a 99 trabajadores	Leves	1
2006	09	La Litera / La Llitera	9	De 50 a 99 trabajadores	Leves	1
2006	10	Los Monegros	11	De 50 a 99 trabajadores	Leves	1
2006	11	Bajo Cinca / Baix Cinca	64	De 50 a 99 trabajadores	Leves	1
2006	12	Tarazona y el Moncayo	23	De 50 a 99 trabajadores	Leves	1
2006	13	Campo de Borja	63	De 50 a 99 trabajadores	Leves	1
2006	14	Aranda	1	De 50 a 99 trabajadores	Leves	1
2006	15	Ribera Alta del Ebro	130	De 50 a 99 trabajadores	Leves	1
2006	16	Valdejalón	95	De 50 a 99 trabajadores	Leves	1
2006	17	D.C. Zaragoza	1611	De 50 a 99 trabajadores	Leves	1
2006	18	Ribera Baja del Ebro	23	De 50 a 99 trabajadores	Leves	1
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	14	De 50 a 99 trabajadores	Leves	1
2006	20	Comunidad de Calatayud	34	De 50 a 99 trabajadores	Leves	1
2006	21	Campo de Cariñena	34	De 50 a 99 trabajadores	Leves	1
2006	22	Campo de Belchite	10	De 50 a 99 trabajadores	Leves	1
2006	23	Bajo Martín	3	De 50 a 99 trabajadores	Leves	1
2006	24	Campo de Daroca	3	De 50 a 99 trabajadores	Leves	1
2006	25	Jiloca	22	De 50 a 99 trabajadores	Leves	1
2006	26	Cuencas Mineras	33	De 50 a 99 trabajadores	Leves	1
2006	27	Andorra-Sierra de Arcos	21	De 50 a 99 trabajadores	Leves	1
2006	28	Bajo Aragón	70	De 50 a 99 trabajadores	Leves	1
2006	29	Comunidad de Teruel	65	De 50 a 99 trabajadores	Leves	1
2006	30	Maestrazgo	2	De 50 a 99 trabajadores	Leves	1
2006	32	Gúdar-Javalambre	12	De 50 a 99 trabajadores	Leves	1
2006	33	Matarraña / Matarranya	11	De 50 a 99 trabajadores	Leves	1
