Mes (código)	Mes y año	Comarca nombre	Comarca código	Sexo	Régimen	Afiliaciones en alta
201303	Marzo 2013	Bajo Cinca / Baix Cinca	11	Mujeres	Minería	1
201303	Marzo 2013	D.C. Zaragoza	17	Hombres	Minería	30
201303	Marzo 2013	D.C. Zaragoza	17	Mujeres	Minería	11
201303	Marzo 2013	Alto Gállego	02	Hombres	Autónomos	763
201303	Marzo 2013	Alto Gállego	02	Mujeres	Autónomos	433
201303	Marzo 2013	Andorra-Sierra de Arcos	27	Hombres	Autónomos	430
201303	Marzo 2013	Andorra-Sierra de Arcos	27	Mujeres	Autónomos	251
201303	Marzo 2013	Aranda	14	Hombres	Autónomos	465
201303	Marzo 2013	Aranda	14	Mujeres	Autónomos	153
201303	Marzo 2013	Bajo Aragón	28	Hombres	Autónomos	1879
201303	Marzo 2013	Bajo Aragón	28	Mujeres	Autónomos	1046
201303	Marzo 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	Autónomos	1108
201303	Marzo 2013	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	Autónomos	531
201303	Marzo 2013	Bajo Cinca / Baix Cinca	11	Hombres	Autónomos	1997
201303	Marzo 2013	Bajo Cinca / Baix Cinca	11	Mujeres	Autónomos	823
201303	Marzo 2013	Bajo Martín	23	Hombres	Autónomos	427
201303	Marzo 2013	Bajo Martín	23	Mujeres	Autónomos	205
201303	Marzo 2013	Campo de Belchite	22	Hombres	Autónomos	364
201303	Marzo 2013	Campo de Belchite	22	Mujeres	Autónomos	150
201303	Marzo 2013	Campo de Borja	13	Hombres	Autónomos	898
201303	Marzo 2013	Campo de Borja	13	Mujeres	Autónomos	421
201303	Marzo 2013	Campo de Cariñena	21	Hombres	Autónomos	687
201303	Marzo 2013	Campo de Cariñena	21	Mujeres	Autónomos	312
201303	Marzo 2013	Campo de Daroca	24	Hombres	Autónomos	537
201303	Marzo 2013	Campo de Daroca	24	Mujeres	Autónomos	185
201303	Marzo 2013	Cinca Medio	08	Hombres	Autónomos	1418
201303	Marzo 2013	Cinca Medio	08	Mujeres	Autónomos	843
201303	Marzo 2013	Cinco Villas	05	Hombres	Autónomos	2569
201303	Marzo 2013	Cinco Villas	05	Mujeres	Autónomos	1142
201303	Marzo 2013	Comunidad de Calatayud	20	Hombres	Autónomos	2140
201303	Marzo 2013	Comunidad de Calatayud	20	Mujeres	Autónomos	982
201303	Marzo 2013	Comunidad de Teruel	29	Hombres	Autónomos	2514
201303	Marzo 2013	Comunidad de Teruel	29	Mujeres	Autónomos	1191
201303	Marzo 2013	Cuencas Mineras	26	Hombres	Autónomos	375
201303	Marzo 2013	Cuencas Mineras	26	Mujeres	Autónomos	203
201303	Marzo 2013	D.C. Zaragoza	17	Hombres	Autónomos	30038
201303	Marzo 2013	D.C. Zaragoza	17	Mujeres	Autónomos	16343
201303	Marzo 2013	Gúdar-Javalambre	32	Hombres	Autónomos	676
201303	Marzo 2013	Gúdar-Javalambre	32	Mujeres	Autónomos	321
201303	Marzo 2013	Hoya de Huesca / Plana de Uesca	06	Hombres	Autónomos	3618
201303	Marzo 2013	Hoya de Huesca / Plana de Uesca	06	Mujeres	Autónomos	1644
201303	Marzo 2013	Jiloca	25	Hombres	Autónomos	1030
201303	Marzo 2013	Jiloca	25	Mujeres	Autónomos	472
201303	Marzo 2013	La Jacetania	01	Hombres	Autónomos	1166
201303	Marzo 2013	La Jacetania	01	Mujeres	Autónomos	627
201303	Marzo 2013	La Litera / La Llitera	09	Hombres	Autónomos	1624
201303	Marzo 2013	La Litera / La Llitera	09	Mujeres	Autónomos	710
201303	Marzo 2013	La Ribagorza	04	Hombres	Autónomos	1135
201303	Marzo 2013	La Ribagorza	04	Mujeres	Autónomos	487
201303	Marzo 2013	Los Monegros	10	Hombres	Autónomos	1976
201303	Marzo 2013	Los Monegros	10	Mujeres	Autónomos	790
201303	Marzo 2013	Maestrazgo	30	Hombres	Autónomos	384
201303	Marzo 2013	Maestrazgo	30	Mujeres	Autónomos	180
201303	Marzo 2013	Matarraña / Matarranya	33	Hombres	Autónomos	975
201303	Marzo 2013	Matarraña / Matarranya	33	Mujeres	Autónomos	564
201303	Marzo 2013	Ribera Alta del Ebro	15	Hombres	Autónomos	1216
201303	Marzo 2013	Ribera Alta del Ebro	15	Mujeres	Autónomos	673
201303	Marzo 2013	Ribera Baja del Ebro	18	Hombres	Autónomos	562
201303	Marzo 2013	Ribera Baja del Ebro	18	Mujeres	Autónomos	379
201303	Marzo 2013	Sierra de Albarracín	31	Hombres	Autónomos	363
201303	Marzo 2013	Sierra de Albarracín	31	Mujeres	Autónomos	194
201303	Marzo 2013	Sobrarbe	03	Hombres	Autónomos	690
201303	Marzo 2013	Sobrarbe	03	Mujeres	Autónomos	319
201303	Marzo 2013	Somontano de Barbastro	07	Hombres	Autónomos	1564
201303	Marzo 2013	Somontano de Barbastro	07	Mujeres	Autónomos	714
201303	Marzo 2013	Tarazona y el Moncayo	12	Hombres	Autónomos	654
201303	Marzo 2013	Tarazona y el Moncayo	12	Mujeres	Autónomos	345
201303	Marzo 2013	Valdejalón	16	Hombres	Autónomos	1589
201303	Marzo 2013	Valdejalón	16	Mujeres	Autónomos	630
201212	Diciembre 2012	Alto Gállego	02	Hombres	General	2303
201212	Diciembre 2012	Alto Gállego	02	Mujeres	General	1735
201212	Diciembre 2012	Andorra-Sierra de Arcos	27	Hombres	General	1247
201212	Diciembre 2012	Andorra-Sierra de Arcos	27	Mujeres	General	746
201212	Diciembre 2012	Aranda	14	Hombres	General	747
201212	Diciembre 2012	Aranda	14	Mujeres	General	495
201212	Diciembre 2012	Bajo Aragón	28	Hombres	General	3297
201212	Diciembre 2012	Bajo Aragón	28	Mujeres	General	3248
201212	Diciembre 2012	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	General	1786
201212	Diciembre 2012	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	General	1445
201212	Diciembre 2012	Bajo Cinca / Baix Cinca	11	Hombres	General	4065
201212	Diciembre 2012	Bajo Cinca / Baix Cinca	11	Mujeres	General	2860
201212	Diciembre 2012	Bajo Martín	23	Hombres	General	972
201212	Diciembre 2012	Bajo Martín	23	Mujeres	General	436
201212	Diciembre 2012	Campo de Belchite	22	Hombres	General	353
201212	Diciembre 2012	Campo de Belchite	22	Mujeres	General	289
201212	Diciembre 2012	Campo de Borja	13	Hombres	General	1456
201212	Diciembre 2012	Campo de Borja	13	Mujeres	General	1717
201212	Diciembre 2012	Campo de Cariñena	21	Hombres	General	2054
201212	Diciembre 2012	Campo de Cariñena	21	Mujeres	General	913
201212	Diciembre 2012	Campo de Daroca	24	Hombres	General	694
201212	Diciembre 2012	Campo de Daroca	24	Mujeres	General	401
201212	Diciembre 2012	Cinca Medio	08	Hombres	General	3597
201212	Diciembre 2012	Cinca Medio	08	Mujeres	General	2102
201212	Diciembre 2012	Cinco Villas	05	Hombres	General	4044
201212	Diciembre 2012	Cinco Villas	05	Mujeres	General	2922
201212	Diciembre 2012	Comunidad de Calatayud	20	Hombres	General	3616
201212	Diciembre 2012	Comunidad de Calatayud	20	Mujeres	General	3351
201212	Diciembre 2012	Comunidad de Teruel	29	Hombres	General	8811
201212	Diciembre 2012	Comunidad de Teruel	29	Mujeres	General	9037
201212	Diciembre 2012	Cuencas Mineras	26	Hombres	General	1077
201212	Diciembre 2012	Cuencas Mineras	26	Mujeres	General	646
201212	Diciembre 2012	D.C. Zaragoza	17	Hombres	General	117691
201212	Diciembre 2012	D.C. Zaragoza	17	Mujeres	General	129656
201212	Diciembre 2012	Gúdar-Javalambre	32	Hombres	General	976
201212	Diciembre 2012	Gúdar-Javalambre	32	Mujeres	General	629
201212	Diciembre 2012	Hoya de Huesca / Plana de Uesca	06	Hombres	General	11472
201212	Diciembre 2012	Hoya de Huesca / Plana de Uesca	06	Mujeres	General	13656
201212	Diciembre 2012	Jiloca	25	Hombres	General	1074
201212	Diciembre 2012	Jiloca	25	Mujeres	General	898
201212	Diciembre 2012	La Jacetania	01	Hombres	General	1886
201212	Diciembre 2012	La Jacetania	01	Mujeres	General	2134
201212	Diciembre 2012	La Litera / La Llitera	09	Hombres	General	2940
201212	Diciembre 2012	La Litera / La Llitera	09	Mujeres	General	1675
201212	Diciembre 2012	La Ribagorza	04	Hombres	General	1390
201212	Diciembre 2012	La Ribagorza	04	Mujeres	General	1433
201212	Diciembre 2012	Los Monegros	10	Hombres	General	1983
201212	Diciembre 2012	Los Monegros	10	Mujeres	General	1089
201212	Diciembre 2012	Maestrazgo	30	Hombres	General	226
201212	Diciembre 2012	Maestrazgo	30	Mujeres	General	175
201212	Diciembre 2012	Matarraña / Matarranya	33	Hombres	General	863
201212	Diciembre 2012	Matarraña / Matarranya	33	Mujeres	General	607
201212	Diciembre 2012	Ribera Alta del Ebro	15	Hombres	General	12344
201212	Diciembre 2012	Ribera Alta del Ebro	15	Mujeres	General	3525
201212	Diciembre 2012	Ribera Baja del Ebro	18	Hombres	General	1521
201212	Diciembre 2012	Ribera Baja del Ebro	18	Mujeres	General	1033
201212	Diciembre 2012	Sierra de Albarracín	31	Hombres	General	295
201212	Diciembre 2012	Sierra de Albarracín	31	Mujeres	General	268
201212	Diciembre 2012	Sobrarbe	03	Hombres	General	657
201212	Diciembre 2012	Sobrarbe	03	Mujeres	General	614
201212	Diciembre 2012	Somontano de Barbastro	07	Hombres	General	3164
201212	Diciembre 2012	Somontano de Barbastro	07	Mujeres	General	3260
201212	Diciembre 2012	Tarazona y el Moncayo	12	Hombres	General	1373
201212	Diciembre 2012	Tarazona y el Moncayo	12	Mujeres	General	1122
201212	Diciembre 2012	Valdejalón	16	Hombres	General	6361
201212	Diciembre 2012	Valdejalón	16	Mujeres	General	3550
201212	Diciembre 2012	Andorra-Sierra de Arcos	27	Hombres	Minería	284
201212	Diciembre 2012	Andorra-Sierra de Arcos	27	Mujeres	Minería	6
201212	Diciembre 2012	Bajo Cinca / Baix Cinca	11	Hombres	Minería	35
201212	Diciembre 2012	Bajo Cinca / Baix Cinca	11	Mujeres	Minería	1
201212	Diciembre 2012	D.C. Zaragoza	17	Hombres	Minería	30
201212	Diciembre 2012	D.C. Zaragoza	17	Mujeres	Minería	11
201212	Diciembre 2012	Alto Gállego	02	Hombres	Autónomos	768
201212	Diciembre 2012	Alto Gállego	02	Mujeres	Autónomos	434
201212	Diciembre 2012	Andorra-Sierra de Arcos	27	Hombres	Autónomos	436
201212	Diciembre 2012	Andorra-Sierra de Arcos	27	Mujeres	Autónomos	251
201212	Diciembre 2012	Aranda	14	Hombres	Autónomos	474
201212	Diciembre 2012	Aranda	14	Mujeres	Autónomos	151
201212	Diciembre 2012	Bajo Aragón	28	Hombres	Autónomos	1886
201212	Diciembre 2012	Bajo Aragón	28	Mujeres	Autónomos	1060
201212	Diciembre 2012	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	Autónomos	1112
201212	Diciembre 2012	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	Autónomos	532
201212	Diciembre 2012	Bajo Cinca / Baix Cinca	11	Hombres	Autónomos	2006
201212	Diciembre 2012	Bajo Cinca / Baix Cinca	11	Mujeres	Autónomos	809
201212	Diciembre 2012	Bajo Martín	23	Hombres	Autónomos	427
201212	Diciembre 2012	Bajo Martín	23	Mujeres	Autónomos	206
201212	Diciembre 2012	Campo de Belchite	22	Hombres	Autónomos	372
201212	Diciembre 2012	Campo de Belchite	22	Mujeres	Autónomos	146
201212	Diciembre 2012	Campo de Borja	13	Hombres	Autónomos	912
201212	Diciembre 2012	Campo de Borja	13	Mujeres	Autónomos	418
201212	Diciembre 2012	Campo de Cariñena	21	Hombres	Autónomos	692
201212	Diciembre 2012	Campo de Cariñena	21	Mujeres	Autónomos	313
201212	Diciembre 2012	Campo de Daroca	24	Hombres	Autónomos	540
201212	Diciembre 2012	Campo de Daroca	24	Mujeres	Autónomos	188
201212	Diciembre 2012	Cinca Medio	08	Hombres	Autónomos	1420
201212	Diciembre 2012	Cinca Medio	08	Mujeres	Autónomos	842
201212	Diciembre 2012	Cinco Villas	05	Hombres	Autónomos	2576
201212	Diciembre 2012	Cinco Villas	05	Mujeres	Autónomos	1142
201212	Diciembre 2012	Comunidad de Calatayud	20	Hombres	Autónomos	2147
201212	Diciembre 2012	Comunidad de Calatayud	20	Mujeres	Autónomos	988
201212	Diciembre 2012	Comunidad de Teruel	29	Hombres	Autónomos	2538
201212	Diciembre 2012	Comunidad de Teruel	29	Mujeres	Autónomos	1178
201212	Diciembre 2012	Cuencas Mineras	26	Hombres	Autónomos	386
201212	Diciembre 2012	Cuencas Mineras	26	Mujeres	Autónomos	200
201212	Diciembre 2012	D.C. Zaragoza	17	Hombres	Autónomos	30295
201212	Diciembre 2012	D.C. Zaragoza	17	Mujeres	Autónomos	16465
201212	Diciembre 2012	Gúdar-Javalambre	32	Hombres	Autónomos	675
201212	Diciembre 2012	Gúdar-Javalambre	32	Mujeres	Autónomos	325
201212	Diciembre 2012	Hoya de Huesca / Plana de Uesca	06	Hombres	Autónomos	3643
201212	Diciembre 2012	Hoya de Huesca / Plana de Uesca	06	Mujeres	Autónomos	1659
201212	Diciembre 2012	Jiloca	25	Hombres	Autónomos	1024
201212	Diciembre 2012	Jiloca	25	Mujeres	Autónomos	468
201212	Diciembre 2012	La Jacetania	01	Hombres	Autónomos	1153
201212	Diciembre 2012	La Jacetania	01	Mujeres	Autónomos	628
201212	Diciembre 2012	La Litera / La Llitera	09	Hombres	Autónomos	1643
201212	Diciembre 2012	La Litera / La Llitera	09	Mujeres	Autónomos	732
201212	Diciembre 2012	La Ribagorza	04	Hombres	Autónomos	1140
201212	Diciembre 2012	La Ribagorza	04	Mujeres	Autónomos	491
201212	Diciembre 2012	Los Monegros	10	Hombres	Autónomos	1978
201212	Diciembre 2012	Los Monegros	10	Mujeres	Autónomos	789
201212	Diciembre 2012	Maestrazgo	30	Hombres	Autónomos	384
201212	Diciembre 2012	Maestrazgo	30	Mujeres	Autónomos	182
201212	Diciembre 2012	Matarraña / Matarranya	33	Hombres	Autónomos	970
201212	Diciembre 2012	Matarraña / Matarranya	33	Mujeres	Autónomos	558
201212	Diciembre 2012	Ribera Alta del Ebro	15	Hombres	Autónomos	1217
201212	Diciembre 2012	Ribera Alta del Ebro	15	Mujeres	Autónomos	672
201212	Diciembre 2012	Ribera Baja del Ebro	18	Hombres	Autónomos	565
201212	Diciembre 2012	Ribera Baja del Ebro	18	Mujeres	Autónomos	377
201212	Diciembre 2012	Sierra de Albarracín	31	Hombres	Autónomos	372
201212	Diciembre 2012	Sierra de Albarracín	31	Mujeres	Autónomos	191
201212	Diciembre 2012	Sobrarbe	03	Hombres	Autónomos	702
201212	Diciembre 2012	Sobrarbe	03	Mujeres	Autónomos	315
201212	Diciembre 2012	Somontano de Barbastro	07	Hombres	Autónomos	1573
201212	Diciembre 2012	Somontano de Barbastro	07	Mujeres	Autónomos	718
201212	Diciembre 2012	Tarazona y el Moncayo	12	Hombres	Autónomos	665
201212	Diciembre 2012	Tarazona y el Moncayo	12	Mujeres	Autónomos	353
201212	Diciembre 2012	Valdejalón	16	Hombres	Autónomos	1605
201212	Diciembre 2012	Valdejalón	16	Mujeres	Autónomos	630
201209	Septiembre 2012	Alto Gállego	02	Hombres	General	1864
201209	Septiembre 2012	Alto Gállego	02	Mujeres	General	1303
201209	Septiembre 2012	Andorra-Sierra de Arcos	27	Hombres	General	1500
201209	Septiembre 2012	Andorra-Sierra de Arcos	27	Mujeres	General	758
201209	Septiembre 2012	Aranda	14	Hombres	General	747
201209	Septiembre 2012	Aranda	14	Mujeres	General	490
201209	Septiembre 2012	Bajo Aragón	28	Hombres	General	3887
201209	Septiembre 2012	Bajo Aragón	28	Mujeres	General	3900
201209	Septiembre 2012	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	General	2679
201209	Septiembre 2012	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	General	2047
201209	Septiembre 2012	Bajo Cinca / Baix Cinca	11	Hombres	General	4680
201209	Septiembre 2012	Bajo Cinca / Baix Cinca	11	Mujeres	General	3364
201209	Septiembre 2012	Bajo Martín	23	Hombres	General	1035
201209	Septiembre 2012	Bajo Martín	23	Mujeres	General	481
201209	Septiembre 2012	Campo de Belchite	22	Hombres	General	384
201209	Septiembre 2012	Campo de Belchite	22	Mujeres	General	289
201209	Septiembre 2012	Campo de Borja	13	Hombres	General	1704
201209	Septiembre 2012	Campo de Borja	13	Mujeres	General	1817
201209	Septiembre 2012	Campo de Cariñena	21	Hombres	General	2673
201209	Septiembre 2012	Campo de Cariñena	21	Mujeres	General	1021
201209	Septiembre 2012	Campo de Daroca	24	Hombres	General	741
201209	Septiembre 2012	Campo de Daroca	24	Mujeres	General	418
201209	Septiembre 2012	Cinca Medio	08	Hombres	General	3789
201209	Septiembre 2012	Cinca Medio	08	Mujeres	General	2222
201209	Septiembre 2012	Cinco Villas	05	Hombres	General	4206
201209	Septiembre 2012	Cinco Villas	05	Mujeres	General	2929
201209	Septiembre 2012	Comunidad de Calatayud	20	Hombres	General	4392
201209	Septiembre 2012	Comunidad de Calatayud	20	Mujeres	General	3729
201209	Septiembre 2012	Comunidad de Teruel	29	Hombres	General	9186
201209	Septiembre 2012	Comunidad de Teruel	29	Mujeres	General	9230
201209	Septiembre 2012	Cuencas Mineras	26	Hombres	General	1053
201209	Septiembre 2012	Cuencas Mineras	26	Mujeres	General	639
201209	Septiembre 2012	D.C. Zaragoza	17	Hombres	General	122135
201209	Septiembre 2012	D.C. Zaragoza	17	Mujeres	General	128662
201209	Septiembre 2012	Gúdar-Javalambre	32	Hombres	General	1001
201209	Septiembre 2012	Gúdar-Javalambre	32	Mujeres	General	667
201209	Septiembre 2012	Hoya de Huesca / Plana de Uesca	06	Hombres	General	11965
201209	Septiembre 2012	Hoya de Huesca / Plana de Uesca	06	Mujeres	General	13679
201209	Septiembre 2012	Jiloca	25	Hombres	General	1143
201209	Septiembre 2012	Jiloca	25	Mujeres	General	937
201209	Septiembre 2012	La Jacetania	01	Hombres	General	1648
201209	Septiembre 2012	La Jacetania	01	Mujeres	General	1915
201209	Septiembre 2012	La Litera / La Llitera	09	Hombres	General	3086
201209	Septiembre 2012	La Litera / La Llitera	09	Mujeres	General	1659
201209	Septiembre 2012	La Ribagorza	04	Hombres	General	1268
201209	Septiembre 2012	La Ribagorza	04	Mujeres	General	1265
201209	Septiembre 2012	Los Monegros	10	Hombres	General	2114
201209	Septiembre 2012	Los Monegros	10	Mujeres	General	1104
201209	Septiembre 2012	Maestrazgo	30	Hombres	General	253
201209	Septiembre 2012	Maestrazgo	30	Mujeres	General	186
201209	Septiembre 2012	Matarraña / Matarranya	33	Hombres	General	911
201209	Septiembre 2012	Matarraña / Matarranya	33	Mujeres	General	627
201209	Septiembre 2012	Ribera Alta del Ebro	15	Hombres	General	12675
201209	Septiembre 2012	Ribera Alta del Ebro	15	Mujeres	General	3672
201209	Septiembre 2012	Ribera Baja del Ebro	18	Hombres	General	1692
201209	Septiembre 2012	Ribera Baja del Ebro	18	Mujeres	General	1028
201209	Septiembre 2012	Sierra de Albarracín	31	Hombres	General	318
201209	Septiembre 2012	Sierra de Albarracín	31	Mujeres	General	307
201209	Septiembre 2012	Sobrarbe	03	Hombres	General	763
201209	Septiembre 2012	Sobrarbe	03	Mujeres	General	782
201209	Septiembre 2012	Somontano de Barbastro	07	Hombres	General	3330
201209	Septiembre 2012	Somontano de Barbastro	07	Mujeres	General	3270
201209	Septiembre 2012	Tarazona y el Moncayo	12	Hombres	General	1381
201209	Septiembre 2012	Tarazona y el Moncayo	12	Mujeres	General	1185
201209	Septiembre 2012	Valdejalón	16	Hombres	General	7441
201209	Septiembre 2012	Valdejalón	16	Mujeres	General	4284
201209	Septiembre 2012	Andorra-Sierra de Arcos	27	Hombres	Minería	323
201209	Septiembre 2012	Andorra-Sierra de Arcos	27	Mujeres	Minería	6
201209	Septiembre 2012	Bajo Cinca / Baix Cinca	11	Hombres	Minería	45
201209	Septiembre 2012	Bajo Cinca / Baix Cinca	11	Mujeres	Minería	1
201209	Septiembre 2012	D.C. Zaragoza	17	Hombres	Minería	30
201209	Septiembre 2012	D.C. Zaragoza	17	Mujeres	Minería	12
201209	Septiembre 2012	Alto Gállego	02	Hombres	Autónomos	755
201209	Septiembre 2012	Alto Gállego	02	Mujeres	Autónomos	416
201209	Septiembre 2012	Andorra-Sierra de Arcos	27	Hombres	Autónomos	441
201209	Septiembre 2012	Andorra-Sierra de Arcos	27	Mujeres	Autónomos	248
201209	Septiembre 2012	Aranda	14	Hombres	Autónomos	475
201209	Septiembre 2012	Aranda	14	Mujeres	Autónomos	152
201209	Septiembre 2012	Bajo Aragón	28	Hombres	Autónomos	1912
201209	Septiembre 2012	Bajo Aragón	28	Mujeres	Autónomos	1061
201209	Septiembre 2012	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	Autónomos	1128
201209	Septiembre 2012	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	Autónomos	543
201209	Septiembre 2012	Bajo Cinca / Baix Cinca	11	Hombres	Autónomos	2023
201209	Septiembre 2012	Bajo Cinca / Baix Cinca	11	Mujeres	Autónomos	830
201209	Septiembre 2012	Bajo Martín	23	Hombres	Autónomos	430
201209	Septiembre 2012	Bajo Martín	23	Mujeres	Autónomos	206
201209	Septiembre 2012	Campo de Belchite	22	Hombres	Autónomos	369
201209	Septiembre 2012	Campo de Belchite	22	Mujeres	Autónomos	150
201209	Septiembre 2012	Campo de Borja	13	Hombres	Autónomos	923
201209	Septiembre 2012	Campo de Borja	13	Mujeres	Autónomos	420
201209	Septiembre 2012	Campo de Cariñena	21	Hombres	Autónomos	699
201209	Septiembre 2012	Campo de Cariñena	21	Mujeres	Autónomos	312
201209	Septiembre 2012	Campo de Daroca	24	Hombres	Autónomos	541
201209	Septiembre 2012	Campo de Daroca	24	Mujeres	Autónomos	193
201209	Septiembre 2012	Cinca Medio	08	Hombres	Autónomos	1412
201209	Septiembre 2012	Cinca Medio	08	Mujeres	Autónomos	833
201209	Septiembre 2012	Cinco Villas	05	Hombres	Autónomos	2603
201209	Septiembre 2012	Cinco Villas	05	Mujeres	Autónomos	1147
201209	Septiembre 2012	Comunidad de Calatayud	20	Hombres	Autónomos	2183
201209	Septiembre 2012	Comunidad de Calatayud	20	Mujeres	Autónomos	1001
201209	Septiembre 2012	Comunidad de Teruel	29	Hombres	Autónomos	2556
201209	Septiembre 2012	Comunidad de Teruel	29	Mujeres	Autónomos	1177
201209	Septiembre 2012	Cuencas Mineras	26	Hombres	Autónomos	385
201209	Septiembre 2012	Cuencas Mineras	26	Mujeres	Autónomos	203
201209	Septiembre 2012	D.C. Zaragoza	17	Hombres	Autónomos	30570
201209	Septiembre 2012	D.C. Zaragoza	17	Mujeres	Autónomos	16414
201209	Septiembre 2012	Gúdar-Javalambre	32	Hombres	Autónomos	690
201209	Septiembre 2012	Gúdar-Javalambre	32	Mujeres	Autónomos	326
201209	Septiembre 2012	Hoya de Huesca / Plana de Uesca	06	Hombres	Autónomos	3661
201209	Septiembre 2012	Hoya de Huesca / Plana de Uesca	06	Mujeres	Autónomos	1656
201209	Septiembre 2012	Jiloca	25	Hombres	Autónomos	1036
201209	Septiembre 2012	Jiloca	25	Mujeres	Autónomos	478
201209	Septiembre 2012	La Jacetania	01	Hombres	Autónomos	1163
201209	Septiembre 2012	La Jacetania	01	Mujeres	Autónomos	615
201209	Septiembre 2012	La Litera / La Llitera	09	Hombres	Autónomos	1648
201209	Septiembre 2012	La Litera / La Llitera	09	Mujeres	Autónomos	728
201209	Septiembre 2012	La Ribagorza	04	Hombres	Autónomos	1163
201209	Septiembre 2012	La Ribagorza	04	Mujeres	Autónomos	481
201209	Septiembre 2012	Los Monegros	10	Hombres	Autónomos	1972
201209	Septiembre 2012	Los Monegros	10	Mujeres	Autónomos	788
201209	Septiembre 2012	Maestrazgo	30	Hombres	Autónomos	390
201209	Septiembre 2012	Maestrazgo	30	Mujeres	Autónomos	187
201209	Septiembre 2012	Matarraña / Matarranya	33	Hombres	Autónomos	976
201209	Septiembre 2012	Matarraña / Matarranya	33	Mujeres	Autónomos	567
201209	Septiembre 2012	Ribera Alta del Ebro	15	Hombres	Autónomos	1249
201209	Septiembre 2012	Ribera Alta del Ebro	15	Mujeres	Autónomos	666
201209	Septiembre 2012	Ribera Baja del Ebro	18	Hombres	Autónomos	573
201209	Septiembre 2012	Ribera Baja del Ebro	18	Mujeres	Autónomos	370
201209	Septiembre 2012	Sierra de Albarracín	31	Hombres	Autónomos	375
201209	Septiembre 2012	Sierra de Albarracín	31	Mujeres	Autónomos	193
201209	Septiembre 2012	Sobrarbe	03	Hombres	Autónomos	732
201209	Septiembre 2012	Sobrarbe	03	Mujeres	Autónomos	339
201209	Septiembre 2012	Somontano de Barbastro	07	Hombres	Autónomos	1590
201209	Septiembre 2012	Somontano de Barbastro	07	Mujeres	Autónomos	727
201209	Septiembre 2012	Tarazona y el Moncayo	12	Hombres	Autónomos	660
201209	Septiembre 2012	Tarazona y el Moncayo	12	Mujeres	Autónomos	359
201209	Septiembre 2012	Valdejalón	16	Hombres	Autónomos	1619
201209	Septiembre 2012	Valdejalón	16	Mujeres	Autónomos	633
201206	Junio 2012	Alto Gállego	02	Hombres	General	1975
201206	Junio 2012	Alto Gállego	02	Mujeres	General	1420
201206	Junio 2012	Andorra-Sierra de Arcos	27	Hombres	General	1334
201206	Junio 2012	Andorra-Sierra de Arcos	27	Mujeres	General	713
201206	Junio 2012	Aranda	14	Hombres	General	939
201206	Junio 2012	Aranda	14	Mujeres	General	562
201206	Junio 2012	Bajo Aragón	28	Hombres	General	3905
201206	Junio 2012	Bajo Aragón	28	Mujeres	General	3657
201206	Junio 2012	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	General	3392
201206	Junio 2012	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	General	2181
201206	Junio 2012	Bajo Cinca / Baix Cinca	11	Hombres	General	7247
201206	Junio 2012	Bajo Cinca / Baix Cinca	11	Mujeres	General	4549
201206	Junio 2012	Bajo Martín	23	Hombres	General	1056
201206	Junio 2012	Bajo Martín	23	Mujeres	General	465
201206	Junio 2012	Campo de Belchite	22	Hombres	General	387
201206	Junio 2012	Campo de Belchite	22	Mujeres	General	276
201206	Junio 2012	Campo de Borja	13	Hombres	General	1632
201206	Junio 2012	Campo de Borja	13	Mujeres	General	1740
201206	Junio 2012	Campo de Cariñena	21	Hombres	General	2331
201206	Junio 2012	Campo de Cariñena	21	Mujeres	General	961
201206	Junio 2012	Campo de Daroca	24	Hombres	General	711
201206	Junio 2012	Campo de Daroca	24	Mujeres	General	399
201206	Junio 2012	Cinca Medio	08	Hombres	General	3917
201206	Junio 2012	Cinca Medio	08	Mujeres	General	2240
201206	Junio 2012	Cinco Villas	05	Hombres	General	4235
201206	Junio 2012	Cinco Villas	05	Mujeres	General	2920
201206	Junio 2012	Comunidad de Calatayud	20	Hombres	General	4593
201206	Junio 2012	Comunidad de Calatayud	20	Mujeres	General	3694
201206	Junio 2012	Comunidad de Teruel	29	Hombres	General	9407
201206	Junio 2012	Comunidad de Teruel	29	Mujeres	General	9141
201206	Junio 2012	Cuencas Mineras	26	Hombres	General	1097
201206	Junio 2012	Cuencas Mineras	26	Mujeres	General	634
201206	Junio 2012	D.C. Zaragoza	17	Hombres	General	123320
201206	Junio 2012	D.C. Zaragoza	17	Mujeres	General	123528
201206	Junio 2012	Gúdar-Javalambre	32	Hombres	General	1021
201206	Junio 2012	Gúdar-Javalambre	32	Mujeres	General	635
