Comarca código	Comarca nombre	Condición socioeconómica código	Condición socioeconómica	Sexo	Personas residentes viviendas familiares
18	Ribera Baja del Ebro	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	79
18	Ribera Baja del Ebro	18	Profesionales de las fuerzas armadas	Hombres	6
18	Ribera Baja del Ebro	19	No clasificables por condicion socioeconómica	Hombres	3
18	Ribera Baja del Ebro	19	No clasificables por condicion socioeconómica	Mujeres	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Empresarios agrarios con asalariados	Hombres	90
19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Empresarios agrarios con asalariados	Mujeres	13
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Empresarios agrarios sin asalariados	Hombres	592
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Empresarios agrarios sin asalariados	Mujeres	72
19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Miembros de cooperativas agrarias	Hombres	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Directores y jefes de explotaciones agrarias	Mujeres	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Resto de trabajadores de explotaciones agrarias	Hombres	315
19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Resto de trabajadores de explotaciones agrarias	Mujeres	29
19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	60
19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	21
19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Empresarios no agrarios con asalariados	Hombres	270
19	Bajo Aragón-Caspe / Baix Aragó-Casp	7	Empresarios no agrarios con asalariados	Mujeres	104
19	Bajo Aragón-Caspe / Baix Aragó-Casp	8	Empresarios no agrarios sin asalariados	Hombres	371
19	Bajo Aragón-Caspe / Baix Aragó-Casp	8	Empresarios no agrarios sin asalariados	Mujeres	218
19	Bajo Aragón-Caspe / Baix Aragó-Casp	9	Miembros de cooperativas no agrarias	Hombres	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	9	Miembros de cooperativas no agrarias	Mujeres	9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	52
19	Bajo Aragón-Caspe / Baix Aragó-Casp	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	16
19	Bajo Aragón-Caspe / Baix Aragó-Casp	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	160
19	Bajo Aragón-Caspe / Baix Aragó-Casp	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	153
19	Bajo Aragón-Caspe / Baix Aragó-Casp	13	Resto del personal administrativo y comercial	Hombres	235
19	Bajo Aragón-Caspe / Baix Aragó-Casp	13	Resto del personal administrativo y comercial	Mujeres	343
19	Bajo Aragón-Caspe / Baix Aragó-Casp	14	Resto del personal de los servicios	Hombres	118
19	Bajo Aragón-Caspe / Baix Aragó-Casp	14	Resto del personal de los servicios	Mujeres	189
19	Bajo Aragón-Caspe / Baix Aragó-Casp	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	27
19	Bajo Aragón-Caspe / Baix Aragó-Casp	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	786
19	Bajo Aragón-Caspe / Baix Aragó-Casp	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	501
19	Bajo Aragón-Caspe / Baix Aragó-Casp	17	Operarios sin especialización de establecimientos no agrarios	Hombres	220
19	Bajo Aragón-Caspe / Baix Aragó-Casp	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	17
19	Bajo Aragón-Caspe / Baix Aragó-Casp	18	Profesionales de las fuerzas armadas	Hombres	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	18	Profesionales de las fuerzas armadas	Mujeres	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	19	No clasificables por condicion socioeconómica	Hombres	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	19	No clasificables por condicion socioeconómica	Mujeres	4
20	Comunidad de Calatayud	1	Empresarios agrarios con asalariados	Hombres	87
20	Comunidad de Calatayud	1	Empresarios agrarios con asalariados	Mujeres	7
20	Comunidad de Calatayud	2	Empresarios agrarios sin asalariados	Hombres	1047
20	Comunidad de Calatayud	2	Empresarios agrarios sin asalariados	Mujeres	59
20	Comunidad de Calatayud	3	Miembros de cooperativas agrarias	Hombres	6
20	Comunidad de Calatayud	3	Miembros de cooperativas agrarias	Mujeres	3
20	Comunidad de Calatayud	4	Directores y jefes de explotaciones agrarias	Hombres	4
20	Comunidad de Calatayud	4	Directores y jefes de explotaciones agrarias	Mujeres	6
20	Comunidad de Calatayud	5	Resto de trabajadores de explotaciones agrarias	Hombres	397
20	Comunidad de Calatayud	5	Resto de trabajadores de explotaciones agrarias	Mujeres	79
20	Comunidad de Calatayud	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	164
20	Comunidad de Calatayud	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	74
20	Comunidad de Calatayud	7	Empresarios no agrarios con asalariados	Hombres	593
20	Comunidad de Calatayud	7	Empresarios no agrarios con asalariados	Mujeres	187
20	Comunidad de Calatayud	8	Empresarios no agrarios sin asalariados	Hombres	849
20	Comunidad de Calatayud	8	Empresarios no agrarios sin asalariados	Mujeres	483
20	Comunidad de Calatayud	9	Miembros de cooperativas no agrarias	Hombres	27
20	Comunidad de Calatayud	9	Miembros de cooperativas no agrarias	Mujeres	31
20	Comunidad de Calatayud	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	155
20	Comunidad de Calatayud	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	56
20	Comunidad de Calatayud	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	820
20	Comunidad de Calatayud	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	723
20	Comunidad de Calatayud	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	8
20	Comunidad de Calatayud	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	17
20	Comunidad de Calatayud	13	Resto del personal administrativo y comercial	Hombres	852
20	Comunidad de Calatayud	13	Resto del personal administrativo y comercial	Mujeres	1192
20	Comunidad de Calatayud	14	Resto del personal de los servicios	Hombres	559
20	Comunidad de Calatayud	14	Resto del personal de los servicios	Mujeres	1170
20	Comunidad de Calatayud	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	131
20	Comunidad de Calatayud	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	9
20	Comunidad de Calatayud	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	2809
20	Comunidad de Calatayud	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	913
20	Comunidad de Calatayud	17	Operarios sin especialización de establecimientos no agrarios	Hombres	624
20	Comunidad de Calatayud	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	110
20	Comunidad de Calatayud	18	Profesionales de las fuerzas armadas	Hombres	218
20	Comunidad de Calatayud	18	Profesionales de las fuerzas armadas	Mujeres	23
20	Comunidad de Calatayud	19	No clasificables por condicion socioeconómica	Hombres	9
20	Comunidad de Calatayud	19	No clasificables por condicion socioeconómica	Mujeres	9
21	Campo de Cariñena	1	Empresarios agrarios con asalariados	Hombres	80
21	Campo de Cariñena	1	Empresarios agrarios con asalariados	Mujeres	8
21	Campo de Cariñena	2	Empresarios agrarios sin asalariados	Hombres	320
21	Campo de Cariñena	2	Empresarios agrarios sin asalariados	Mujeres	23
21	Campo de Cariñena	3	Miembros de cooperativas agrarias	Hombres	3
21	Campo de Cariñena	5	Resto de trabajadores de explotaciones agrarias	Hombres	446
21	Campo de Cariñena	5	Resto de trabajadores de explotaciones agrarias	Mujeres	32
21	Campo de Cariñena	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	30
21	Campo de Cariñena	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	12
21	Campo de Cariñena	7	Empresarios no agrarios con asalariados	Hombres	119
21	Campo de Cariñena	7	Empresarios no agrarios con asalariados	Mujeres	32
21	Campo de Cariñena	8	Empresarios no agrarios sin asalariados	Hombres	201
21	Campo de Cariñena	8	Empresarios no agrarios sin asalariados	Mujeres	138
21	Campo de Cariñena	9	Miembros de cooperativas no agrarias	Hombres	1
21	Campo de Cariñena	9	Miembros de cooperativas no agrarias	Mujeres	3
21	Campo de Cariñena	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	35
21	Campo de Cariñena	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	13
21	Campo de Cariñena	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	158
21	Campo de Cariñena	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	139
21	Campo de Cariñena	13	Resto del personal administrativo y comercial	Hombres	205
21	Campo de Cariñena	13	Resto del personal administrativo y comercial	Mujeres	262
21	Campo de Cariñena	14	Resto del personal de los servicios	Hombres	100
21	Campo de Cariñena	14	Resto del personal de los servicios	Mujeres	221
21	Campo de Cariñena	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	25
21	Campo de Cariñena	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	2
21	Campo de Cariñena	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	912
21	Campo de Cariñena	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	214
21	Campo de Cariñena	17	Operarios sin especialización de establecimientos no agrarios	Hombres	166
21	Campo de Cariñena	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	16
21	Campo de Cariñena	18	Profesionales de las fuerzas armadas	Hombres	30
21	Campo de Cariñena	18	Profesionales de las fuerzas armadas	Mujeres	5
21	Campo de Cariñena	19	No clasificables por condicion socioeconómica	Hombres	5
21	Campo de Cariñena	19	No clasificables por condicion socioeconómica	Mujeres	5
22	Campo de Belchite	1	Empresarios agrarios con asalariados	Hombres	35
22	Campo de Belchite	1	Empresarios agrarios con asalariados	Mujeres	3
22	Campo de Belchite	2	Empresarios agrarios sin asalariados	Hombres	267
22	Campo de Belchite	2	Empresarios agrarios sin asalariados	Mujeres	24
22	Campo de Belchite	4	Directores y jefes de explotaciones agrarias	Hombres	1
22	Campo de Belchite	5	Resto de trabajadores de explotaciones agrarias	Hombres	63
22	Campo de Belchite	5	Resto de trabajadores de explotaciones agrarias	Mujeres	4
22	Campo de Belchite	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	14
22	Campo de Belchite	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	8
22	Campo de Belchite	7	Empresarios no agrarios con asalariados	Hombres	74
22	Campo de Belchite	7	Empresarios no agrarios con asalariados	Mujeres	26
22	Campo de Belchite	8	Empresarios no agrarios sin asalariados	Hombres	126
22	Campo de Belchite	8	Empresarios no agrarios sin asalariados	Mujeres	70
22	Campo de Belchite	9	Miembros de cooperativas no agrarias	Hombres	3
22	Campo de Belchite	9	Miembros de cooperativas no agrarias	Mujeres	15
22	Campo de Belchite	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	15
22	Campo de Belchite	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	6
22	Campo de Belchite	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	81
22	Campo de Belchite	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	51
22	Campo de Belchite	13	Resto del personal administrativo y comercial	Hombres	102
22	Campo de Belchite	13	Resto del personal administrativo y comercial	Mujeres	126
22	Campo de Belchite	14	Resto del personal de los servicios	Hombres	63
22	Campo de Belchite	14	Resto del personal de los servicios	Mujeres	71
22	Campo de Belchite	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	18
22	Campo de Belchite	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	1
22	Campo de Belchite	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	413
22	Campo de Belchite	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	183
22	Campo de Belchite	17	Operarios sin especialización de establecimientos no agrarios	Hombres	61
22	Campo de Belchite	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	8
22	Campo de Belchite	18	Profesionales de las fuerzas armadas	Hombres	12
22	Campo de Belchite	18	Profesionales de las fuerzas armadas	Mujeres	3
22	Campo de Belchite	19	No clasificables por condicion socioeconómica	Hombres	3
22	Campo de Belchite	19	No clasificables por condicion socioeconómica	Mujeres	6
23	Bajo Martín	1	Empresarios agrarios con asalariados	Hombres	25
23	Bajo Martín	1	Empresarios agrarios con asalariados	Mujeres	3
23	Bajo Martín	2	Empresarios agrarios sin asalariados	Hombres	225
23	Bajo Martín	2	Empresarios agrarios sin asalariados	Mujeres	33
23	Bajo Martín	3	Miembros de cooperativas agrarias	Mujeres	2
23	Bajo Martín	5	Resto de trabajadores de explotaciones agrarias	Hombres	74
23	Bajo Martín	5	Resto de trabajadores de explotaciones agrarias	Mujeres	15
23	Bajo Martín	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	17
23	Bajo Martín	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	9
23	Bajo Martín	7	Empresarios no agrarios con asalariados	Hombres	122
23	Bajo Martín	7	Empresarios no agrarios con asalariados	Mujeres	27
23	Bajo Martín	8	Empresarios no agrarios sin asalariados	Hombres	203
23	Bajo Martín	8	Empresarios no agrarios sin asalariados	Mujeres	101
23	Bajo Martín	9	Miembros de cooperativas no agrarias	Hombres	2
23	Bajo Martín	9	Miembros de cooperativas no agrarias	Mujeres	3
23	Bajo Martín	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	13
23	Bajo Martín	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	9
23	Bajo Martín	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	81
23	Bajo Martín	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	79
23	Bajo Martín	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
23	Bajo Martín	13	Resto del personal administrativo y comercial	Hombres	87
23	Bajo Martín	13	Resto del personal administrativo y comercial	Mujeres	140
23	Bajo Martín	14	Resto del personal de los servicios	Hombres	46
23	Bajo Martín	14	Resto del personal de los servicios	Mujeres	121
23	Bajo Martín	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	22
23	Bajo Martín	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	2
23	Bajo Martín	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	579
23	Bajo Martín	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	255
23	Bajo Martín	17	Operarios sin especialización de establecimientos no agrarios	Hombres	103
23	Bajo Martín	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	7
23	Bajo Martín	18	Profesionales de las fuerzas armadas	Hombres	5
23	Bajo Martín	19	No clasificables por condicion socioeconómica	Hombres	5
23	Bajo Martín	19	No clasificables por condicion socioeconómica	Mujeres	2
24	Campo de Daroca	1	Empresarios agrarios con asalariados	Hombres	22
24	Campo de Daroca	1	Empresarios agrarios con asalariados	Mujeres	6
24	Campo de Daroca	2	Empresarios agrarios sin asalariados	Hombres	454
24	Campo de Daroca	2	Empresarios agrarios sin asalariados	Mujeres	40
24	Campo de Daroca	3	Miembros de cooperativas agrarias	Hombres	1
24	Campo de Daroca	4	Directores y jefes de explotaciones agrarias	Mujeres	1
24	Campo de Daroca	5	Resto de trabajadores de explotaciones agrarias	Hombres	54
24	Campo de Daroca	5	Resto de trabajadores de explotaciones agrarias	Mujeres	8
24	Campo de Daroca	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	20
24	Campo de Daroca	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	14
24	Campo de Daroca	7	Empresarios no agrarios con asalariados	Hombres	109
24	Campo de Daroca	7	Empresarios no agrarios con asalariados	Mujeres	24
24	Campo de Daroca	8	Empresarios no agrarios sin asalariados	Hombres	149
24	Campo de Daroca	8	Empresarios no agrarios sin asalariados	Mujeres	78
24	Campo de Daroca	9	Miembros de cooperativas no agrarias	Hombres	1
24	Campo de Daroca	9	Miembros de cooperativas no agrarias	Mujeres	4
24	Campo de Daroca	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	34
24	Campo de Daroca	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	6
24	Campo de Daroca	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	130
24	Campo de Daroca	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	110
24	Campo de Daroca	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	1
24	Campo de Daroca	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	2
24	Campo de Daroca	13	Resto del personal administrativo y comercial	Hombres	120
24	Campo de Daroca	13	Resto del personal administrativo y comercial	Mujeres	163
24	Campo de Daroca	14	Resto del personal de los servicios	Hombres	86
24	Campo de Daroca	14	Resto del personal de los servicios	Mujeres	134
24	Campo de Daroca	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	15
24	Campo de Daroca	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	2
24	Campo de Daroca	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	292
24	Campo de Daroca	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	62
24	Campo de Daroca	17	Operarios sin especialización de establecimientos no agrarios	Hombres	95
24	Campo de Daroca	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	10
24	Campo de Daroca	18	Profesionales de las fuerzas armadas	Hombres	18
24	Campo de Daroca	18	Profesionales de las fuerzas armadas	Mujeres	4
24	Campo de Daroca	19	No clasificables por condicion socioeconómica	Hombres	5
24	Campo de Daroca	19	No clasificables por condicion socioeconómica	Mujeres	3
25	Jiloca	1	Empresarios agrarios con asalariados	Hombres	35
25	Jiloca	1	Empresarios agrarios con asalariados	Mujeres	4
25	Jiloca	2	Empresarios agrarios sin asalariados	Hombres	811
25	Jiloca	2	Empresarios agrarios sin asalariados	Mujeres	165
25	Jiloca	3	Miembros de cooperativas agrarias	Mujeres	1
25	Jiloca	4	Directores y jefes de explotaciones agrarias	Hombres	2
25	Jiloca	5	Resto de trabajadores de explotaciones agrarias	Hombres	90
25	Jiloca	5	Resto de trabajadores de explotaciones agrarias	Mujeres	10
25	Jiloca	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	49
25	Jiloca	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	19
25	Jiloca	7	Empresarios no agrarios con asalariados	Hombres	213
25	Jiloca	7	Empresarios no agrarios con asalariados	Mujeres	43
25	Jiloca	8	Empresarios no agrarios sin asalariados	Hombres	307
25	Jiloca	8	Empresarios no agrarios sin asalariados	Mujeres	163
25	Jiloca	9	Miembros de cooperativas no agrarias	Hombres	8
25	Jiloca	9	Miembros de cooperativas no agrarias	Mujeres	14
25	Jiloca	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	50
25	Jiloca	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	20
25	Jiloca	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	276
25	Jiloca	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	258
25	Jiloca	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	1
25	Jiloca	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	4
25	Jiloca	13	Resto del personal administrativo y comercial	Hombres	250
25	Jiloca	13	Resto del personal administrativo y comercial	Mujeres	318
25	Jiloca	14	Resto del personal de los servicios	Hombres	131
25	Jiloca	14	Resto del personal de los servicios	Mujeres	255
25	Jiloca	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	31
25	Jiloca	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	828
25	Jiloca	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	172
25	Jiloca	17	Operarios sin especialización de establecimientos no agrarios	Hombres	174
25	Jiloca	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	11
25	Jiloca	18	Profesionales de las fuerzas armadas	Hombres	11
25	Jiloca	18	Profesionales de las fuerzas armadas	Mujeres	3
25	Jiloca	19	No clasificables por condicion socioeconómica	Hombres	11
25	Jiloca	19	No clasificables por condicion socioeconómica	Mujeres	42
26	Cuencas Mineras	1	Empresarios agrarios con asalariados	Hombres	29
26	Cuencas Mineras	1	Empresarios agrarios con asalariados	Mujeres	3
26	Cuencas Mineras	2	Empresarios agrarios sin asalariados	Hombres	186
26	Cuencas Mineras	2	Empresarios agrarios sin asalariados	Mujeres	38
26	Cuencas Mineras	3	Miembros de cooperativas agrarias	Hombres	1
26	Cuencas Mineras	5	Resto de trabajadores de explotaciones agrarias	Hombres	61
26	Cuencas Mineras	5	Resto de trabajadores de explotaciones agrarias	Mujeres	14
26	Cuencas Mineras	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	25
26	Cuencas Mineras	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	12
26	Cuencas Mineras	7	Empresarios no agrarios con asalariados	Hombres	129
26	Cuencas Mineras	7	Empresarios no agrarios con asalariados	Mujeres	31
26	Cuencas Mineras	8	Empresarios no agrarios sin asalariados	Hombres	162
26	Cuencas Mineras	8	Empresarios no agrarios sin asalariados	Mujeres	117
26	Cuencas Mineras	9	Miembros de cooperativas no agrarias	Hombres	4
26	Cuencas Mineras	9	Miembros de cooperativas no agrarias	Mujeres	50
26	Cuencas Mineras	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	22
26	Cuencas Mineras	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	13
26	Cuencas Mineras	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	134
26	Cuencas Mineras	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	108
26	Cuencas Mineras	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	1
26	Cuencas Mineras	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
26	Cuencas Mineras	13	Resto del personal administrativo y comercial	Hombres	117
26	Cuencas Mineras	13	Resto del personal administrativo y comercial	Mujeres	195
26	Cuencas Mineras	14	Resto del personal de los servicios	Hombres	78
26	Cuencas Mineras	14	Resto del personal de los servicios	Mujeres	177
26	Cuencas Mineras	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	54
26	Cuencas Mineras	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	988
26	Cuencas Mineras	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	120
26	Cuencas Mineras	17	Operarios sin especialización de establecimientos no agrarios	Hombres	145
26	Cuencas Mineras	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	10
26	Cuencas Mineras	18	Profesionales de las fuerzas armadas	Hombres	8
26	Cuencas Mineras	18	Profesionales de las fuerzas armadas	Mujeres	2
26	Cuencas Mineras	19	No clasificables por condicion socioeconómica	Hombres	1
27	Andorra-Sierra de Arcos	1	Empresarios agrarios con asalariados	Hombres	16
27	Andorra-Sierra de Arcos	1	Empresarios agrarios con asalariados	Mujeres	3
27	Andorra-Sierra de Arcos	2	Empresarios agrarios sin asalariados	Hombres	108
27	Andorra-Sierra de Arcos	2	Empresarios agrarios sin asalariados	Mujeres	9
27	Andorra-Sierra de Arcos	5	Resto de trabajadores de explotaciones agrarias	Hombres	63
27	Andorra-Sierra de Arcos	5	Resto de trabajadores de explotaciones agrarias	Mujeres	11
27	Andorra-Sierra de Arcos	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	24
27	Andorra-Sierra de Arcos	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	29
27	Andorra-Sierra de Arcos	7	Empresarios no agrarios con asalariados	Hombres	134
27	Andorra-Sierra de Arcos	7	Empresarios no agrarios con asalariados	Mujeres	54
27	Andorra-Sierra de Arcos	8	Empresarios no agrarios sin asalariados	Hombres	178
27	Andorra-Sierra de Arcos	8	Empresarios no agrarios sin asalariados	Mujeres	127
27	Andorra-Sierra de Arcos	9	Miembros de cooperativas no agrarias	Hombres	1
27	Andorra-Sierra de Arcos	9	Miembros de cooperativas no agrarias	Mujeres	3
27	Andorra-Sierra de Arcos	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	48
27	Andorra-Sierra de Arcos	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	10
27	Andorra-Sierra de Arcos	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	198
27	Andorra-Sierra de Arcos	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	169
27	Andorra-Sierra de Arcos	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	4
27	Andorra-Sierra de Arcos	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
27	Andorra-Sierra de Arcos	13	Resto del personal administrativo y comercial	Hombres	173
27	Andorra-Sierra de Arcos	13	Resto del personal administrativo y comercial	Mujeres	254
27	Andorra-Sierra de Arcos	14	Resto del personal de los servicios	Hombres	117
27	Andorra-Sierra de Arcos	14	Resto del personal de los servicios	Mujeres	225
27	Andorra-Sierra de Arcos	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	38
27	Andorra-Sierra de Arcos	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	3
27	Andorra-Sierra de Arcos	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	1024
27	Andorra-Sierra de Arcos	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	77
27	Andorra-Sierra de Arcos	17	Operarios sin especialización de establecimientos no agrarios	Hombres	146
27	Andorra-Sierra de Arcos	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	24
27	Andorra-Sierra de Arcos	18	Profesionales de las fuerzas armadas	Hombres	6
