Mes y año	'Aragón'	Edad (grupos quinquenales)	Sexo	Nº parados
Noviembre 2015	Aragón	16-19	Hombres	1223
Noviembre 2015	Aragón	16-19	Mujeres	971
Noviembre 2015	Aragón	20-24	Hombres	3266
Noviembre 2015	Aragón	20-24	Mujeres	3388
Noviembre 2015	Aragón	25-29	Hombres	3812
Noviembre 2015	Aragón	25-29	Mujeres	4750
Noviembre 2015	Aragón	30-34	Hombres	3960
Noviembre 2015	Aragón	30-34	Mujeres	5485
Noviembre 2015	Aragón	35-39	Hombres	4802
Noviembre 2015	Aragón	35-39	Mujeres	6933
Noviembre 2015	Aragón	40-44	Hombres	4915
Noviembre 2015	Aragón	40-44	Mujeres	6784
Noviembre 2015	Aragón	45-49	Hombres	5298
Noviembre 2015	Aragón	45-49	Mujeres	6405
Noviembre 2015	Aragón	50-54	Hombres	4988
Noviembre 2015	Aragón	50-54	Mujeres	5777
Noviembre 2015	Aragón	55-59	Hombres	5217
Noviembre 2015	Aragón	55-59	Mujeres	6094
Noviembre 2015	Aragón	60-64	Hombres	3013
Noviembre 2015	Aragón	60-64	Mujeres	4038
Octubre 2015	Aragón	16-19	Hombres	1294
Octubre 2015	Aragón	16-19	Mujeres	1008
Octubre 2015	Aragón	20-24	Hombres	3294
Octubre 2015	Aragón	20-24	Mujeres	3405
Octubre 2015	Aragón	25-29	Hombres	3851
Octubre 2015	Aragón	25-29	Mujeres	4860
Octubre 2015	Aragón	30-34	Hombres	3986
Octubre 2015	Aragón	30-34	Mujeres	5558
Octubre 2015	Aragón	35-39	Hombres	4889
Octubre 2015	Aragón	35-39	Mujeres	6941
Octubre 2015	Aragón	40-44	Hombres	5013
Octubre 2015	Aragón	40-44	Mujeres	6853
Octubre 2015	Aragón	45-49	Hombres	5342
Octubre 2015	Aragón	45-49	Mujeres	6407
Octubre 2015	Aragón	50-54	Hombres	5050
Octubre 2015	Aragón	50-54	Mujeres	5775
Octubre 2015	Aragón	55-59	Hombres	5224
Octubre 2015	Aragón	55-59	Mujeres	6082
Octubre 2015	Aragón	60-64	Hombres	3013
Octubre 2015	Aragón	60-64	Mujeres	3972
Septiembre 2015	Aragón	16-19	Hombres	1275
Septiembre 2015	Aragón	16-19	Mujeres	981
Septiembre 2015	Aragón	20-24	Hombres	3286
Septiembre 2015	Aragón	20-24	Mujeres	3352
Septiembre 2015	Aragón	25-29	Hombres	3792
Septiembre 2015	Aragón	25-29	Mujeres	4757
Septiembre 2015	Aragón	30-34	Hombres	3896
Septiembre 2015	Aragón	30-34	Mujeres	5491
Septiembre 2015	Aragón	35-39	Hombres	4743
Septiembre 2015	Aragón	35-39	Mujeres	6942
Septiembre 2015	Aragón	40-44	Hombres	4892
Septiembre 2015	Aragón	40-44	Mujeres	6804
Septiembre 2015	Aragón	45-49	Hombres	5205
Septiembre 2015	Aragón	45-49	Mujeres	6298
Septiembre 2015	Aragón	50-54	Hombres	4952
Septiembre 2015	Aragón	50-54	Mujeres	5662
Septiembre 2015	Aragón	55-59	Hombres	5130
Septiembre 2015	Aragón	55-59	Mujeres	6031
Septiembre 2015	Aragón	60-64	Hombres	3017
Septiembre 2015	Aragón	60-64	Mujeres	3920
Agosto 2015	Aragón	16-19	Hombres	1222
Agosto 2015	Aragón	16-19	Mujeres	912
Agosto 2015	Aragón	20-24	Hombres	3097
Agosto 2015	Aragón	20-24	Mujeres	3058
Agosto 2015	Aragón	25-29	Hombres	3718
Agosto 2015	Aragón	25-29	Mujeres	4946
Agosto 2015	Aragón	30-34	Hombres	4096
Agosto 2015	Aragón	30-34	Mujeres	5992
Agosto 2015	Aragón	35-39	Hombres	5022
Agosto 2015	Aragón	35-39	Mujeres	7475
Agosto 2015	Aragón	40-44	Hombres	5086
Agosto 2015	Aragón	40-44	Mujeres	7090
Agosto 2015	Aragón	45-49	Hombres	5320
Agosto 2015	Aragón	45-49	Mujeres	6393
Agosto 2015	Aragón	50-54	Hombres	5013
Agosto 2015	Aragón	50-54	Mujeres	5845
Agosto 2015	Aragón	55-59	Hombres	5215
Agosto 2015	Aragón	55-59	Mujeres	6040
Agosto 2015	Aragón	60-64	Hombres	3053
Agosto 2015	Aragón	60-64	Mujeres	3907
Julio 2015	Aragón	16-19	Hombres	1278
Julio 2015	Aragón	16-19	Mujeres	951
Julio 2015	Aragón	20-24	Hombres	3143
Julio 2015	Aragón	20-24	Mujeres	2981
Julio 2015	Aragón	25-29	Hombres	3615
Julio 2015	Aragón	25-29	Mujeres	4735
Julio 2015	Aragón	30-34	Hombres	4054
Julio 2015	Aragón	30-34	Mujeres	5776
Julio 2015	Aragón	35-39	Hombres	5027
Julio 2015	Aragón	35-39	Mujeres	7313
Julio 2015	Aragón	40-44	Hombres	5126
Julio 2015	Aragón	40-44	Mujeres	7043
Julio 2015	Aragón	45-49	Hombres	5360
Julio 2015	Aragón	45-49	Mujeres	6352
Julio 2015	Aragón	50-54	Hombres	5088
Julio 2015	Aragón	50-54	Mujeres	5798
Julio 2015	Aragón	55-59	Hombres	5229
Julio 2015	Aragón	55-59	Mujeres	6012
Julio 2015	Aragón	60-64	Hombres	3044
Julio 2015	Aragón	60-64	Mujeres	3879
Junio 2015	Aragón	16-19	Hombres	1404
Junio 2015	Aragón	16-19	Mujeres	999
Junio 2015	Aragón	20-24	Hombres	3456
Junio 2015	Aragón	20-24	Mujeres	3171
Junio 2015	Aragón	25-29	Hombres	3859
Junio 2015	Aragón	25-29	Mujeres	4678
Junio 2015	Aragón	30-34	Hombres	4146
Junio 2015	Aragón	30-34	Mujeres	5603
Junio 2015	Aragón	35-39	Hombres	5083
Junio 2015	Aragón	35-39	Mujeres	7154
Junio 2015	Aragón	40-44	Hombres	5165
Junio 2015	Aragón	40-44	Mujeres	6975
Junio 2015	Aragón	45-49	Hombres	5449
Junio 2015	Aragón	45-49	Mujeres	6430
Junio 2015	Aragón	50-54	Hombres	5131
Junio 2015	Aragón	50-54	Mujeres	5858
Junio 2015	Aragón	55-59	Hombres	5264
Junio 2015	Aragón	55-59	Mujeres	6051
Junio 2015	Aragón	60-64	Hombres	3080
Junio 2015	Aragón	60-64	Mujeres	3873
Mayo 2015	Aragón	16-19	Hombres	1354
Mayo 2015	Aragón	16-19	Mujeres	976
Mayo 2015	Aragón	20-24	Hombres	3734
Mayo 2015	Aragón	20-24	Mujeres	3449
Mayo 2015	Aragón	25-29	Hombres	4125
Mayo 2015	Aragón	25-29	Mujeres	4952
Mayo 2015	Aragón	30-34	Hombres	4312
Mayo 2015	Aragón	30-34	Mujeres	5768
Mayo 2015	Aragón	35-39	Hombres	5327
Mayo 2015	Aragón	35-39	Mujeres	7429
Mayo 2015	Aragón	40-44	Hombres	5274
Mayo 2015	Aragón	40-44	Mujeres	7128
Mayo 2015	Aragón	45-49	Hombres	5608
Mayo 2015	Aragón	45-49	Mujeres	6524
Mayo 2015	Aragón	50-54	Hombres	5277
Mayo 2015	Aragón	50-54	Mujeres	5980
Mayo 2015	Aragón	55-59	Hombres	5362
Mayo 2015	Aragón	55-59	Mujeres	6040
Mayo 2015	Aragón	60-64	Hombres	3114
Mayo 2015	Aragón	60-64	Mujeres	3814
Abril 2015	Aragón	16-19	Hombres	1380
Abril 2015	Aragón	16-19	Mujeres	971
Abril 2015	Aragón	20-24	Hombres	3942
Abril 2015	Aragón	20-24	Mujeres	3669
Abril 2015	Aragón	25-29	Hombres	4517
Abril 2015	Aragón	25-29	Mujeres	5032
Abril 2015	Aragón	30-34	Hombres	4724
Abril 2015	Aragón	30-34	Mujeres	6015
Abril 2015	Aragón	35-39	Hombres	5773
Abril 2015	Aragón	35-39	Mujeres	7586
Abril 2015	Aragón	40-44	Hombres	5760
Abril 2015	Aragón	40-44	Mujeres	7255
Abril 2015	Aragón	45-49	Hombres	6030
Abril 2015	Aragón	45-49	Mujeres	6687
Abril 2015	Aragón	50-54	Hombres	5588
Abril 2015	Aragón	50-54	Mujeres	6032
Abril 2015	Aragón	55-59	Hombres	5623
Abril 2015	Aragón	55-59	Mujeres	6099
Abril 2015	Aragón	60-64	Hombres	3167
Abril 2015	Aragón	60-64	Mujeres	3788
Marzo 2015	Aragón	16-19	Hombres	1381
Marzo 2015	Aragón	16-19	Mujeres	986
Marzo 2015	Aragón	20-24	Hombres	3969
Marzo 2015	Aragón	20-24	Mujeres	3734
Marzo 2015	Aragón	25-29	Hombres	4724
Marzo 2015	Aragón	25-29	Mujeres	5297
Marzo 2015	Aragón	30-34	Hombres	5020
Marzo 2015	Aragón	30-34	Mujeres	6195
Marzo 2015	Aragón	35-39	Hombres	6132
Marzo 2015	Aragón	35-39	Mujeres	7757
Marzo 2015	Aragón	40-44	Hombres	6089
Marzo 2015	Aragón	40-44	Mujeres	7357
Marzo 2015	Aragón	45-49	Hombres	6278
Marzo 2015	Aragón	45-49	Mujeres	6723
Marzo 2015	Aragón	50-54	Hombres	5776
Marzo 2015	Aragón	50-54	Mujeres	6124
Marzo 2015	Aragón	55-59	Hombres	5738
Marzo 2015	Aragón	55-59	Mujeres	6137
Marzo 2015	Aragón	60-64	Hombres	3160
Marzo 2015	Aragón	60-64	Mujeres	3791
Febrero 2015	Aragón	16-19	Hombres	1247
Febrero 2015	Aragón	16-19	Mujeres	970
Febrero 2015	Aragón	20-24	Hombres	3746
Febrero 2015	Aragón	20-24	Mujeres	3719
Febrero 2015	Aragón	25-29	Hombres	4706
Febrero 2015	Aragón	25-29	Mujeres	5381
Febrero 2015	Aragón	30-34	Hombres	5137
Febrero 2015	Aragón	30-34	Mujeres	6311
Febrero 2015	Aragón	35-39	Hombres	6160
Febrero 2015	Aragón	35-39	Mujeres	7815
Febrero 2015	Aragón	40-44	Hombres	6227
Febrero 2015	Aragón	40-44	Mujeres	7443
Febrero 2015	Aragón	45-49	Hombres	6452
Febrero 2015	Aragón	45-49	Mujeres	6777
Febrero 2015	Aragón	50-54	Hombres	5878
Febrero 2015	Aragón	50-54	Mujeres	6191
Febrero 2015	Aragón	55-59	Hombres	5852
Febrero 2015	Aragón	55-59	Mujeres	6122
Febrero 2015	Aragón	60-64	Hombres	3133
Febrero 2015	Aragón	60-64	Mujeres	3799
Enero 2015	Aragón	16-19	Hombres	1273
Enero 2015	Aragón	16-19	Mujeres	962
Enero 2015	Aragón	20-24	Hombres	3760
Enero 2015	Aragón	20-24	Mujeres	3641
Enero 2015	Aragón	25-29	Hombres	4814
Enero 2015	Aragón	25-29	Mujeres	5321
Enero 2015	Aragón	30-34	Hombres	5200
Enero 2015	Aragón	30-34	Mujeres	6287
Enero 2015	Aragón	35-39	Hombres	6296
Enero 2015	Aragón	35-39	Mujeres	7809
Enero 2015	Aragón	40-44	Hombres	6225
Enero 2015	Aragón	40-44	Mujeres	7407
Enero 2015	Aragón	45-49	Hombres	6508
Enero 2015	Aragón	45-49	Mujeres	6786
Enero 2015	Aragón	50-54	Hombres	5928
Enero 2015	Aragón	50-54	Mujeres	6197
Enero 2015	Aragón	55-59	Hombres	5857
Enero 2015	Aragón	55-59	Mujeres	6146
Enero 2015	Aragón	60-64	Hombres	3120
Enero 2015	Aragón	60-64	Mujeres	3757
Diciembre 2014	Aragón	16-19	Hombres	1296
Diciembre 2014	Aragón	16-19	Mujeres	944
Diciembre 2014	Aragón	20-24	Hombres	3801
Diciembre 2014	Aragón	20-24	Mujeres	3487
Diciembre 2014	Aragón	25-29	Hombres	4769
Diciembre 2014	Aragón	25-29	Mujeres	5050
Diciembre 2014	Aragón	30-34	Hombres	5242
Diciembre 2014	Aragón	30-34	Mujeres	6005
Diciembre 2014	Aragón	35-39	Hombres	6392
Diciembre 2014	Aragón	35-39	Mujeres	7622
Diciembre 2014	Aragón	40-44	Hombres	6273
Diciembre 2014	Aragón	40-44	Mujeres	7096
Diciembre 2014	Aragón	45-49	Hombres	6550
Diciembre 2014	Aragón	45-49	Mujeres	6563
Diciembre 2014	Aragón	50-54	Hombres	5942
Diciembre 2014	Aragón	50-54	Mujeres	6007
Diciembre 2014	Aragón	55-59	Hombres	5772
Diciembre 2014	Aragón	55-59	Mujeres	5968
Diciembre 2014	Aragón	60-64	Hombres	3100
Diciembre 2014	Aragón	60-64	Mujeres	3693
Noviembre 2014	Aragón	16-19	Hombres	1466
Noviembre 2014	Aragón	16-19	Mujeres	1062
Noviembre 2014	Aragón	20-24	Hombres	4117
Noviembre 2014	Aragón	20-24	Mujeres	3942
Noviembre 2014	Aragón	25-29	Hombres	4833
Noviembre 2014	Aragón	25-29	Mujeres	5364
Noviembre 2014	Aragón	30-34	Hombres	5224
Noviembre 2014	Aragón	30-34	Mujeres	6340
Noviembre 2014	Aragón	35-39	Hombres	6310
Noviembre 2014	Aragón	35-39	Mujeres	7842
Noviembre 2014	Aragón	40-44	Hombres	6160
Noviembre 2014	Aragón	40-44	Mujeres	7321
Noviembre 2014	Aragón	45-49	Hombres	6428
Noviembre 2014	Aragón	45-49	Mujeres	6727
Noviembre 2014	Aragón	50-54	Hombres	5821
Noviembre 2014	Aragón	50-54	Mujeres	6179
Noviembre 2014	Aragón	55-59	Hombres	5744
Noviembre 2014	Aragón	55-59	Mujeres	6035
Noviembre 2014	Aragón	60-64	Hombres	3071
Noviembre 2014	Aragón	60-64	Mujeres	3679
Octubre 2014	Aragón	16-19	Hombres	1424
Octubre 2014	Aragón	16-19	Mujeres	1101
Octubre 2014	Aragón	20-24	Hombres	4204
Octubre 2014	Aragón	20-24	Mujeres	4024
Octubre 2014	Aragón	25-29	Hombres	5028
Octubre 2014	Aragón	25-29	Mujeres	5562
Octubre 2014	Aragón	30-34	Hombres	5418
Octubre 2014	Aragón	30-34	Mujeres	6475
Octubre 2014	Aragón	35-39	Hombres	6574
Octubre 2014	Aragón	35-39	Mujeres	8024
Octubre 2014	Aragón	40-44	Hombres	6345
Octubre 2014	Aragón	40-44	Mujeres	7455
Octubre 2014	Aragón	45-49	Hombres	6598
Octubre 2014	Aragón	45-49	Mujeres	6868
Octubre 2014	Aragón	50-54	Hombres	5935
Octubre 2014	Aragón	50-54	Mujeres	6263
Octubre 2014	Aragón	55-59	Hombres	5814
Octubre 2014	Aragón	55-59	Mujeres	5972
Octubre 2014	Aragón	60-64	Hombres	3032
Octubre 2014	Aragón	60-64	Mujeres	3631
Septiembre 2014	Aragón	16-19	Hombres	1410
Septiembre 2014	Aragón	16-19	Mujeres	1124
Septiembre 2014	Aragón	20-24	Hombres	4101
Septiembre 2014	Aragón	20-24	Mujeres	3777
Septiembre 2014	Aragón	25-29	Hombres	4701
Septiembre 2014	Aragón	25-29	Mujeres	5321
Septiembre 2014	Aragón	30-34	Hombres	5224
Septiembre 2014	Aragón	30-34	Mujeres	6336
Septiembre 2014	Aragón	35-39	Hombres	6333
Septiembre 2014	Aragón	35-39	Mujeres	7892
Septiembre 2014	Aragón	40-44	Hombres	6246
Septiembre 2014	Aragón	40-44	Mujeres	7338
Septiembre 2014	Aragón	45-49	Hombres	6390
Septiembre 2014	Aragón	45-49	Mujeres	6656
Septiembre 2014	Aragón	50-54	Hombres	5836
Septiembre 2014	Aragón	50-54	Mujeres	6017
Septiembre 2014	Aragón	55-59	Hombres	5739
Septiembre 2014	Aragón	55-59	Mujeres	5893
Septiembre 2014	Aragón	60-64	Hombres	3013
Septiembre 2014	Aragón	60-64	Mujeres	3557
Agosto 2014	Aragón	16-19	Hombres	1317
Agosto 2014	Aragón	16-19	Mujeres	1037
Agosto 2014	Aragón	20-24	Hombres	3746
Agosto 2014	Aragón	20-24	Mujeres	3509
Agosto 2014	Aragón	25-29	Hombres	4631
Agosto 2014	Aragón	25-29	Mujeres	5265
Agosto 2014	Aragón	30-34	Hombres	5250
Agosto 2014	Aragón	30-34	Mujeres	6716
Agosto 2014	Aragón	35-39	Hombres	6577
Agosto 2014	Aragón	35-39	Mujeres	8180
Agosto 2014	Aragón	40-44	Hombres	6339
Agosto 2014	Aragón	40-44	Mujeres	7416
Agosto 2014	Aragón	45-49	Hombres	6443
Agosto 2014	Aragón	45-49	Mujeres	6667
Agosto 2014	Aragón	50-54	Hombres	5798
Agosto 2014	Aragón	50-54	Mujeres	6044
Agosto 2014	Aragón	55-59	Hombres	5689
Agosto 2014	Aragón	55-59	Mujeres	5827
Agosto 2014	Aragón	60-64	Hombres	3025
Agosto 2014	Aragón	60-64	Mujeres	3556
Julio 2014	Aragón	16-19	Hombres	1352
Julio 2014	Aragón	16-19	Mujeres	1107
Julio 2014	Aragón	20-24	Hombres	3757
Julio 2014	Aragón	20-24	Mujeres	3465
Julio 2014	Aragón	25-29	Hombres	4501
Julio 2014	Aragón	25-29	Mujeres	5132
Julio 2014	Aragón	30-34	Hombres	5194
Julio 2014	Aragón	30-34	Mujeres	6688
Julio 2014	Aragón	35-39	Hombres	6475
Julio 2014	Aragón	35-39	Mujeres	8078
Julio 2014	Aragón	40-44	Hombres	6216
Julio 2014	Aragón	40-44	Mujeres	7354
Julio 2014	Aragón	45-49	Hombres	6402
Julio 2014	Aragón	45-49	Mujeres	6639
Julio 2014	Aragón	50-54	Hombres	5724
Julio 2014	Aragón	50-54	Mujeres	6014
Julio 2014	Aragón	55-59	Hombres	5696
Julio 2014	Aragón	55-59	Mujeres	5792
Julio 2014	Aragón	60-64	Hombres	3028
Julio 2014	Aragón	60-64	Mujeres	3539
Junio 2014	Aragón	16-19	Hombres	1328
Junio 2014	Aragón	16-19	Mujeres	1053
Junio 2014	Aragón	20-24	Hombres	3643
Junio 2014	Aragón	20-24	Mujeres	3337
Junio 2014	Aragón	25-29	Hombres	4434
Junio 2014	Aragón	25-29	Mujeres	4965
Junio 2014	Aragón	30-34	Hombres	4996
Junio 2014	Aragón	30-34	Mujeres	6188
Junio 2014	Aragón	35-39	Hombres	6103
Junio 2014	Aragón	35-39	Mujeres	7576
Junio 2014	Aragón	40-44	Hombres	5944
Junio 2014	Aragón	40-44	Mujeres	7063
Junio 2014	Aragón	45-49	Hombres	6301
Junio 2014	Aragón	45-49	Mujeres	6362
Junio 2014	Aragón	50-54	Hombres	5675
Junio 2014	Aragón	50-54	Mujeres	5945
Junio 2014	Aragón	55-59	Hombres	5659
Junio 2014	Aragón	55-59	Mujeres	5773
Junio 2014	Aragón	60-64	Hombres	3006
Junio 2014	Aragón	60-64	Mujeres	3485
Mayo 2014	Aragón	16-19	Hombres	1241
Mayo 2014	Aragón	16-19	Mujeres	1066
Mayo 2014	Aragón	20-24	Hombres	3792
Mayo 2014	Aragón	20-24	Mujeres	3643
Mayo 2014	Aragón	25-29	Hombres	4718
Mayo 2014	Aragón	25-29	Mujeres	5327
Mayo 2014	Aragón	30-34	Hombres	5274
Mayo 2014	Aragón	30-34	Mujeres	6464
Mayo 2014	Aragón	35-39	Hombres	6351
Mayo 2014	Aragón	35-39	Mujeres	7828
Mayo 2014	Aragón	40-44	Hombres	6203
Mayo 2014	Aragón	40-44	Mujeres	7180
Mayo 2014	Aragón	45-49	Hombres	6467
Mayo 2014	Aragón	45-49	Mujeres	6564
Mayo 2014	Aragón	50-54	Hombres	5795
Mayo 2014	Aragón	50-54	Mujeres	6015
Mayo 2014	Aragón	55-59	Hombres	5696
Mayo 2014	Aragón	55-59	Mujeres	5824
Mayo 2014	Aragón	60-64	Hombres	3003
Mayo 2014	Aragón	60-64	Mujeres	3491
Abril 2014	Aragón	16-19	Hombres	1301
Abril 2014	Aragón	16-19	Mujeres	1048
Abril 2014	Aragón	20-24	Hombres	4064
Abril 2014	Aragón	20-24	Mujeres	3738
Abril 2014	Aragón	25-29	Hombres	5026
Abril 2014	Aragón	25-29	Mujeres	5411
Abril 2014	Aragón	30-34	Hombres	5776
Abril 2014	Aragón	30-34	Mujeres	6623
Abril 2014	Aragón	35-39	Hombres	6791
Abril 2014	Aragón	35-39	Mujeres	7970
Abril 2014	Aragón	40-44	Hombres	6537
Abril 2014	Aragón	40-44	Mujeres	7365
Abril 2014	Aragón	45-49	Hombres	6843
Abril 2014	Aragón	45-49	Mujeres	6671
Abril 2014	Aragón	50-54	Hombres	6086
Abril 2014	Aragón	50-54	Mujeres	5967
Abril 2014	Aragón	55-59	Hombres	5814
Abril 2014	Aragón	55-59	Mujeres	5808
Abril 2014	Aragón	60-64	Hombres	3063
Abril 2014	Aragón	60-64	Mujeres	3472
Marzo 2014	Aragón	16-19	Hombres	1368
Marzo 2014	Aragón	16-19	Mujeres	1110
Marzo 2014	Aragón	20-24	Hombres	4372
Marzo 2014	Aragón	20-24	Mujeres	4066
Marzo 2014	Aragón	25-29	Hombres	5347
Marzo 2014	Aragón	25-29	Mujeres	5771
Marzo 2014	Aragón	30-34	Hombres	6115
Marzo 2014	Aragón	30-34	Mujeres	6887
Marzo 2014	Aragón	35-39	Hombres	7058
Marzo 2014	Aragón	35-39	Mujeres	8131
Marzo 2014	Aragón	40-44	Hombres	6741
Marzo 2014	Aragón	40-44	Mujeres	7558
Marzo 2014	Aragón	45-49	Hombres	6934
Marzo 2014	Aragón	45-49	Mujeres	6846
Marzo 2014	Aragón	50-54	Hombres	6157
Marzo 2014	Aragón	50-54	Mujeres	6104
Marzo 2014	Aragón	55-59	Hombres	5854
Marzo 2014	Aragón	55-59	Mujeres	5885
Marzo 2014	Aragón	60-64	Hombres	3087
Marzo 2014	Aragón	60-64	Mujeres	3471
Febrero 2014	Aragón	16-19	Hombres	1359
Febrero 2014	Aragón	16-19	Mujeres	1107
Febrero 2014	Aragón	20-24	Hombres	4488
Febrero 2014	Aragón	20-24	Mujeres	4103
Febrero 2014	Aragón	25-29	Hombres	5370
Febrero 2014	Aragón	25-29	Mujeres	5862
Febrero 2014	Aragón	30-34	Hombres	6200
Febrero 2014	Aragón	30-34	Mujeres	6993
Febrero 2014	Aragón	35-39	Hombres	7218
Febrero 2014	Aragón	35-39	Mujeres	8207
Febrero 2014	Aragón	40-44	Hombres	6943
Febrero 2014	Aragón	40-44	Mujeres	7510
Febrero 2014	Aragón	45-49	Hombres	7022
Febrero 2014	Aragón	45-49	Mujeres	6906
Febrero 2014	Aragón	50-54	Hombres	6230
Febrero 2014	Aragón	50-54	Mujeres	6109
Febrero 2014	Aragón	55-59	Hombres	5807
Febrero 2014	Aragón	55-59	Mujeres	5782
Febrero 2014	Aragón	60-64	Hombres	3082
Febrero 2014	Aragón	60-64	Mujeres	3476
Enero 2014	Aragón	16-19	Hombres	1468
Enero 2014	Aragón	16-19	Mujeres	1123
Enero 2014	Aragón	20-24	Hombres	4817
Enero 2014	Aragón	20-24	Mujeres	4411
Enero 2014	Aragón	25-29	Hombres	5757
Enero 2014	Aragón	25-29	Mujeres	6218
Enero 2014	Aragón	30-34	Hombres	6579
Enero 2014	Aragón	30-34	Mujeres	7453
Enero 2014	Aragón	35-39	Hombres	7675
Enero 2014	Aragón	35-39	Mujeres	8719
Enero 2014	Aragón	40-44	Hombres	7394
Enero 2014	Aragón	40-44	Mujeres	7877
Enero 2014	Aragón	45-49	Hombres	7258
Enero 2014	Aragón	45-49	Mujeres	7154
Enero 2014	Aragón	50-54	Hombres	6419
Enero 2014	Aragón	50-54	Mujeres	6284
Enero 2014	Aragón	55-59	Hombres	5857
Enero 2014	Aragón	55-59	Mujeres	5803
Enero 2014	Aragón	60-64	Hombres	3102
Enero 2014	Aragón	60-64	Mujeres	3451
Diciembre 2013	Aragón	16-19	Hombres	1387
Diciembre 2013	Aragón	16-19	Mujeres	1067
Diciembre 2013	Aragón	20-24	Hombres	4560
Diciembre 2013	Aragón	20-24	Mujeres	4038
Diciembre 2013	Aragón	25-29	Hombres	5557
Diciembre 2013	Aragón	25-29	Mujeres	5667
Diciembre 2013	Aragón	30-34	Hombres	6552
Diciembre 2013	Aragón	30-34	Mujeres	7026
Diciembre 2013	Aragón	35-39	Hombres	7648
Diciembre 2013	Aragón	35-39	Mujeres	8342
Diciembre 2013	Aragón	40-44	Hombres	7265
Diciembre 2013	Aragón	40-44	Mujeres	7598
Diciembre 2013	Aragón	45-49	Hombres	7143
Diciembre 2013	Aragón	45-49	Mujeres	6854
Diciembre 2013	Aragón	50-54	Hombres	6256
Diciembre 2013	Aragón	50-54	Mujeres	6035
Diciembre 2013	Aragón	55-59	Hombres	5786
Diciembre 2013	Aragón	55-59	Mujeres	5630
Diciembre 2013	Aragón	60-64	Hombres	3052
Diciembre 2013	Aragón	60-64	Mujeres	3369
Noviembre 2013	Aragón	16-19	Hombres	1564
Noviembre 2013	Aragón	16-19	Mujeres	1209
Noviembre 2013	Aragón	20-24	Hombres	5008
Noviembre 2013	Aragón	20-24	Mujeres	4531
Noviembre 2013	Aragón	25-29	Hombres	5764
Noviembre 2013	Aragón	25-29	Mujeres	6035
Noviembre 2013	Aragón	30-34	Hombres	6606
Noviembre 2013	Aragón	30-34	Mujeres	7310
Noviembre 2013	Aragón	35-39	Hombres	7578
Noviembre 2013	Aragón	35-39	Mujeres	8550
Noviembre 2013	Aragón	40-44	Hombres	7186
Noviembre 2013	Aragón	40-44	Mujeres	7772
Noviembre 2013	Aragón	45-49	Hombres	7067
Noviembre 2013	Aragón	45-49	Mujeres	7019
Noviembre 2013	Aragón	50-54	Hombres	6128
Noviembre 2013	Aragón	50-54	Mujeres	6126
Noviembre 2013	Aragón	55-59	Hombres	5722
Noviembre 2013	Aragón	55-59	Mujeres	5674
Noviembre 2013	Aragón	60-64	Hombres	3023
Noviembre 2013	Aragón	60-64	Mujeres	3385
Octubre 2013	Aragón	16-19	Hombres	1592
Octubre 2013	Aragón	16-19	Mujeres	1237
Octubre 2013	Aragón	20-24	Hombres	4931
Octubre 2013	Aragón	20-24	Mujeres	4571
Octubre 2013	Aragón	25-29	Hombres	5849
Octubre 2013	Aragón	25-29	Mujeres	6171
Octubre 2013	Aragón	30-34	Hombres	6651
Octubre 2013	Aragón	30-34	Mujeres	7416
Octubre 2013	Aragón	35-39	Hombres	7676
Octubre 2013	Aragón	35-39	Mujeres	8687
Octubre 2013	Aragón	40-44	Hombres	7263
Octubre 2013	Aragón	40-44	Mujeres	7773
Octubre 2013	Aragón	45-49	Hombres	7069
Octubre 2013	Aragón	45-49	Mujeres	7077
Octubre 2013	Aragón	50-54	Hombres	6151
Octubre 2013	Aragón	50-54	Mujeres	6187
Octubre 2013	Aragón	55-59	Hombres	5726
Octubre 2013	Aragón	55-59	Mujeres	5637
Octubre 2013	Aragón	60-64	Hombres	3034
Octubre 2013	Aragón	60-64	Mujeres	3342
Septiembre 2013	Aragón	16-19	Hombres	1564
Septiembre 2013	Aragón	16-19	Mujeres	1215
Septiembre 2013	Aragón	20-24	Hombres	4649
Septiembre 2013	Aragón	20-24	Mujeres	4332
Septiembre 2013	Aragón	25-29	Hombres	5546
Septiembre 2013	Aragón	25-29	Mujeres	5819
Septiembre 2013	Aragón	30-34	Hombres	6429
Septiembre 2013	Aragón	30-34	Mujeres	7110
Septiembre 2013	Aragón	35-39	Hombres	7431
Septiembre 2013	Aragón	35-39	Mujeres	8411
Septiembre 2013	Aragón	40-44	Hombres	7008
Septiembre 2013	Aragón	40-44	Mujeres	7544
Septiembre 2013	Aragón	45-49	Hombres	6925
Septiembre 2013	Aragón	45-49	Mujeres	6877
Septiembre 2013	Aragón	50-54	Hombres	6056
Septiembre 2013	Aragón	50-54	Mujeres	5954
Septiembre 2013	Aragón	55-59	Hombres	5595
Septiembre 2013	Aragón	55-59	Mujeres	5521
Septiembre 2013	Aragón	60-64	Hombres	3025
Septiembre 2013	Aragón	60-64	Mujeres	3257
Agosto 2013	Aragón	16-19	Hombres	1426
Agosto 2013	Aragón	16-19	Mujeres	1084
Agosto 2013	Aragón	20-24	Hombres	4227
Agosto 2013	Aragón	20-24	Mujeres	3837
Agosto 2013	Aragón	25-29	Hombres	5346
Agosto 2013	Aragón	25-29	Mujeres	5973
Agosto 2013	Aragón	30-34	Hombres	6543
