Año	Residencia continente código	Residencia continente nombre	Residencia área código	Residencia área nombre	Residencia país código	Residencia país nombre	Inscripción comarca código	Inscripción comarca nombre	Sexo	Personas
2018	3	América	06	Resto de América	303	México	16	Valdejalón	Hombre	2
2018	3	América	06	Resto de América	303	México	17	Central	Hombre	557
2018	3	América	06	Resto de América	303	México	18	Ribera Baja del Ebro	Hombre	7
2018	3	América	06	Resto de América	303	México	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	2
2018	3	América	06	Resto de América	303	México	20	Comunidad de Calatayud	Hombre	14
2018	3	América	06	Resto de América	303	México	21	Campo de Cariñena	Hombre	6
2018	3	América	06	Resto de América	303	México	23	Bajo Martín	Hombre	1
2018	3	América	06	Resto de América	303	México	24	Campo de Daroca	Hombre	2
2018	3	América	06	Resto de América	303	México	25	Jiloca	Hombre	1
2018	3	América	06	Resto de América	303	México	26	Cuencas Mineras	Hombre	2
2018	3	América	06	Resto de América	303	México	27	Andorra-Sierra de Arcos	Hombre	8
2018	3	América	06	Resto de América	303	México	28	Bajo Aragón	Hombre	16
2018	3	América	06	Resto de América	303	México	29	Comunidad de Teruel	Hombre	45
2018	3	América	06	Resto de América	303	México	30	Maestrazgo	Hombre	1
2018	3	América	06	Resto de América	303	México	31	Sierra de Albarracín	Hombre	2
2018	3	América	06	Resto de América	303	México	33	Matarraña / Matarranya	Hombre	6
2018	3	América	06	Resto de América	311	Bahamas	17	Central	Hombre	1
2018	3	América	06	Resto de América	314	Costa Rica	05	Cinco Villas	Hombre	1
2018	3	América	06	Resto de América	314	Costa Rica	06	Hoya de Huesca / Plana de Uesca	Hombre	6
2018	3	América	06	Resto de América	314	Costa Rica	07	Somontano de Barbastro	Hombre	4
2018	3	América	06	Resto de América	314	Costa Rica	08	Cinca Medio	Hombre	1
2018	3	América	06	Resto de América	314	Costa Rica	10	Los Monegros	Hombre	3
2018	3	América	06	Resto de América	314	Costa Rica	16	Valdejalón	Hombre	1
2018	3	América	06	Resto de América	314	Costa Rica	17	Central	Hombre	47
2018	3	América	06	Resto de América	314	Costa Rica	20	Comunidad de Calatayud	Hombre	1
2018	3	América	06	Resto de América	315	Cuba	01	La Jacetania	Hombre	5
2018	3	América	06	Resto de América	315	Cuba	02	Alto Gállego	Hombre	2
2018	3	América	06	Resto de América	315	Cuba	03	Sobrarbe	Hombre	3
2018	3	América	06	Resto de América	315	Cuba	04	La Ribagorza	Hombre	2
2018	3	América	06	Resto de América	315	Cuba	06	Hoya de Huesca / Plana de Uesca	Hombre	15
2018	3	América	06	Resto de América	315	Cuba	07	Somontano de Barbastro	Hombre	6
2018	3	América	06	Resto de América	315	Cuba	08	Cinca Medio	Hombre	3
2018	3	América	06	Resto de América	315	Cuba	09	La Litera / La Llitera	Hombre	1
2018	3	América	06	Resto de América	315	Cuba	10	Los Monegros	Hombre	4
2018	3	América	06	Resto de América	315	Cuba	11	Bajo Cinca / Baix Cinca	Hombre	1
2018	3	América	06	Resto de América	315	Cuba	12	Tarazona y el Moncayo	Hombre	2
2018	3	América	06	Resto de América	315	Cuba	13	Campo de Borja	Hombre	1
2018	3	América	06	Resto de América	315	Cuba	16	Valdejalón	Hombre	2
2018	3	América	06	Resto de América	315	Cuba	17	Central	Hombre	72
2018	3	América	06	Resto de América	315	Cuba	18	Ribera Baja del Ebro	Hombre	2
2018	3	América	06	Resto de América	315	Cuba	20	Comunidad de Calatayud	Hombre	5
2018	3	América	06	Resto de América	315	Cuba	24	Campo de Daroca	Hombre	1
2018	3	América	06	Resto de América	315	Cuba	25	Jiloca	Hombre	2
2018	3	América	06	Resto de América	315	Cuba	28	Bajo Aragón	Hombre	8
2018	3	América	06	Resto de América	315	Cuba	29	Comunidad de Teruel	Hombre	38
2018	3	América	06	Resto de América	315	Cuba	30	Maestrazgo	Hombre	4
2018	3	América	06	Resto de América	315	Cuba	31	Sierra de Albarracín	Hombre	20
2018	3	América	06	Resto de América	315	Cuba	32	Gúdar-Javalambre	Hombre	2
2018	3	América	06	Resto de América	315	Cuba	33	Matarraña / Matarranya	Hombre	3
2018	3	América	06	Resto de América	317	El Salvador	17	Central	Hombre	6
2018	3	América	06	Resto de América	317	El Salvador	24	Campo de Daroca	Hombre	1
2018	3	América	06	Resto de América	317	El Salvador	28	Bajo Aragón	Hombre	2
2018	3	América	06	Resto de América	319	Guatemala	02	Alto Gállego	Hombre	5
2018	3	América	06	Resto de América	319	Guatemala	05	Cinco Villas	Hombre	2
2018	3	América	06	Resto de América	319	Guatemala	06	Hoya de Huesca / Plana de Uesca	Hombre	4
2018	3	América	06	Resto de América	319	Guatemala	08	Cinca Medio	Hombre	6
2018	3	América	06	Resto de América	319	Guatemala	09	La Litera / La Llitera	Hombre	1
2018	3	América	06	Resto de América	319	Guatemala	10	Los Monegros	Hombre	1
2018	3	América	06	Resto de América	319	Guatemala	17	Central	Hombre	37
2018	3	América	06	Resto de América	319	Guatemala	20	Comunidad de Calatayud	Hombre	4
2018	3	América	06	Resto de América	319	Guatemala	26	Cuencas Mineras	Hombre	1
2018	3	América	06	Resto de América	319	Guatemala	29	Comunidad de Teruel	Hombre	1
2018	3	América	06	Resto de América	320	Haití	01	La Jacetania	Hombre	1
2018	3	América	06	Resto de América	320	Haití	17	Central	Hombre	1
2018	3	América	06	Resto de América	321	Honduras	01	La Jacetania	Hombre	2
2018	3	América	06	Resto de América	321	Honduras	05	Cinco Villas	Hombre	5
2018	3	América	06	Resto de América	321	Honduras	06	Hoya de Huesca / Plana de Uesca	Hombre	7
2018	3	América	06	Resto de América	321	Honduras	07	Somontano de Barbastro	Hombre	1
2018	3	América	06	Resto de América	321	Honduras	08	Cinca Medio	Hombre	5
2018	3	América	06	Resto de América	321	Honduras	09	La Litera / La Llitera	Hombre	4
2018	3	América	06	Resto de América	321	Honduras	10	Los Monegros	Hombre	1
2018	3	América	06	Resto de América	321	Honduras	12	Tarazona y el Moncayo	Hombre	1
2018	3	América	06	Resto de América	321	Honduras	15	Ribera Alta del Ebro	Hombre	1
2018	3	América	06	Resto de América	321	Honduras	17	Central	Hombre	15
2018	3	América	06	Resto de América	321	Honduras	26	Cuencas Mineras	Hombre	3
2018	3	América	06	Resto de América	321	Honduras	28	Bajo Aragón	Hombre	1
2018	3	América	06	Resto de América	321	Honduras	29	Comunidad de Teruel	Hombre	1
2018	3	América	06	Resto de América	321	Honduras	33	Matarraña / Matarranya	Hombre	1
2018	3	América	06	Resto de América	323	Nicaragua	06	Hoya de Huesca / Plana de Uesca	Hombre	5
2018	3	América	06	Resto de América	323	Nicaragua	16	Valdejalón	Hombre	1
2018	3	América	06	Resto de América	323	Nicaragua	17	Central	Hombre	36
2018	3	América	06	Resto de América	323	Nicaragua	20	Comunidad de Calatayud	Hombre	1
2018	3	América	06	Resto de América	323	Nicaragua	27	Andorra-Sierra de Arcos	Hombre	1
2018	3	América	06	Resto de América	323	Nicaragua	33	Matarraña / Matarranya	Hombre	1
2018	3	América	06	Resto de América	324	Panamá	01	La Jacetania	Hombre	2
2018	3	América	06	Resto de América	324	Panamá	03	Sobrarbe	Hombre	10
2018	3	América	06	Resto de América	324	Panamá	05	Cinco Villas	Hombre	2
2018	3	América	06	Resto de América	324	Panamá	06	Hoya de Huesca / Plana de Uesca	Hombre	4
2018	3	América	06	Resto de América	324	Panamá	08	Cinca Medio	Hombre	2
2018	3	América	06	Resto de América	324	Panamá	09	La Litera / La Llitera	Hombre	1
2018	3	América	06	Resto de América	324	Panamá	13	Campo de Borja	Hombre	1
2018	3	América	06	Resto de América	324	Panamá	15	Ribera Alta del Ebro	Hombre	1
2018	3	América	06	Resto de América	324	Panamá	16	Valdejalón	Hombre	3
2018	3	América	06	Resto de América	324	Panamá	17	Central	Hombre	96
2018	3	América	06	Resto de América	324	Panamá	20	Comunidad de Calatayud	Hombre	4
2018	3	América	06	Resto de América	324	Panamá	21	Campo de Cariñena	Hombre	5
2018	3	América	06	Resto de América	324	Panamá	23	Bajo Martín	Hombre	1
2018	3	América	06	Resto de América	324	Panamá	27	Andorra-Sierra de Arcos	Hombre	1
2018	3	América	06	Resto de América	324	Panamá	29	Comunidad de Teruel	Hombre	11
2018	3	América	06	Resto de América	324	Panamá	31	Sierra de Albarracín	Hombre	6
2018	3	América	06	Resto de América	326	República Dominicana	01	La Jacetania	Hombre	1
2018	3	América	06	Resto de América	326	República Dominicana	02	Alto Gállego	Hombre	2
2018	3	América	06	Resto de América	326	República Dominicana	05	Cinco Villas	Hombre	1
2018	3	América	06	Resto de América	326	República Dominicana	06	Hoya de Huesca / Plana de Uesca	Hombre	19
2018	3	América	06	Resto de América	326	República Dominicana	07	Somontano de Barbastro	Hombre	5
2018	3	América	06	Resto de América	326	República Dominicana	08	Cinca Medio	Hombre	3
2018	3	América	06	Resto de América	326	República Dominicana	09	La Litera / La Llitera	Hombre	1
2018	3	América	06	Resto de América	326	República Dominicana	10	Los Monegros	Hombre	2
2018	3	América	06	Resto de América	326	República Dominicana	11	Bajo Cinca / Baix Cinca	Hombre	3
2018	3	América	06	Resto de América	326	República Dominicana	12	Tarazona y el Moncayo	Hombre	2
2018	3	América	06	Resto de América	326	República Dominicana	14	Aranda	Hombre	1
2018	3	América	06	Resto de América	326	República Dominicana	16	Valdejalón	Hombre	3
2018	3	América	06	Resto de América	326	República Dominicana	17	Central	Hombre	102
2018	3	América	06	Resto de América	326	República Dominicana	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	1
2018	3	América	06	Resto de América	326	República Dominicana	20	Comunidad de Calatayud	Hombre	5
2018	3	América	06	Resto de América	326	República Dominicana	22	Campo de Belchite	Hombre	12
2018	3	América	06	Resto de América	326	República Dominicana	24	Campo de Daroca	Hombre	3
2018	3	América	06	Resto de América	326	República Dominicana	25	Jiloca	Hombre	2
2018	3	América	06	Resto de América	326	República Dominicana	26	Cuencas Mineras	Hombre	3
2018	3	América	06	Resto de América	326	República Dominicana	27	Andorra-Sierra de Arcos	Hombre	3
2018	3	América	06	Resto de América	326	República Dominicana	28	Bajo Aragón	Hombre	10
2018	3	América	06	Resto de América	326	República Dominicana	29	Comunidad de Teruel	Hombre	4
2018	3	América	06	Resto de América	326	República Dominicana	33	Matarraña / Matarranya	Hombre	1
2018	3	América	06	Resto de América	327	Trinidad y Tobago	13	Campo de Borja	Hombre	1
2018	3	América	06	Resto de América	329	San Cristóbal y Nieves	17	Central	Hombre	1
2018	3	América	06	Resto de América	340	Argentina	01	La Jacetania	Hombre	255
2018	3	América	06	Resto de América	340	Argentina	02	Alto Gállego	Hombre	43
2018	3	América	06	Resto de América	340	Argentina	03	Sobrarbe	Hombre	146
2018	3	América	06	Resto de América	340	Argentina	04	La Ribagorza	Hombre	73
2018	3	América	06	Resto de América	340	Argentina	05	Cinco Villas	Hombre	215
2018	3	América	06	Resto de América	340	Argentina	06	Hoya de Huesca / Plana de Uesca	Hombre	136
2018	3	América	06	Resto de América	340	Argentina	07	Somontano de Barbastro	Hombre	67
2018	3	América	06	Resto de América	340	Argentina	08	Cinca Medio	Hombre	29
2018	3	América	06	Resto de América	340	Argentina	09	La Litera / La Llitera	Hombre	34
2018	3	América	06	Resto de América	340	Argentina	10	Los Monegros	Hombre	66
2018	3	América	06	Resto de América	340	Argentina	11	Bajo Cinca / Baix Cinca	Hombre	29
2018	3	América	06	Resto de América	340	Argentina	12	Tarazona y el Moncayo	Hombre	59
2018	3	América	06	Resto de América	340	Argentina	13	Campo de Borja	Hombre	57
2018	3	América	06	Resto de América	340	Argentina	14	Aranda	Hombre	14
2018	3	América	06	Resto de América	340	Argentina	15	Ribera Alta del Ebro	Hombre	23
2018	3	América	06	Resto de América	340	Argentina	16	Valdejalón	Hombre	43
2018	3	América	06	Resto de América	340	Argentina	17	Central	Hombre	766
2018	3	América	06	Resto de América	340	Argentina	18	Ribera Baja del Ebro	Hombre	24
2018	3	América	06	Resto de América	340	Argentina	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	7
2018	3	América	06	Resto de América	340	Argentina	20	Comunidad de Calatayud	Hombre	101
2018	3	América	06	Resto de América	340	Argentina	21	Campo de Cariñena	Hombre	38
2018	3	América	06	Resto de América	340	Argentina	22	Campo de Belchite	Hombre	23
2018	3	América	06	Resto de América	340	Argentina	23	Bajo Martín	Hombre	20
2018	3	América	06	Resto de América	340	Argentina	24	Campo de Daroca	Hombre	19
2018	3	América	06	Resto de América	340	Argentina	25	Jiloca	Hombre	21
2018	3	América	06	Resto de América	340	Argentina	26	Cuencas Mineras	Hombre	89
2018	3	América	06	Resto de América	340	Argentina	27	Andorra-Sierra de Arcos	Hombre	17
2018	3	América	06	Resto de América	340	Argentina	28	Bajo Aragón	Hombre	132
2018	3	América	06	Resto de América	340	Argentina	29	Comunidad de Teruel	Hombre	121
2018	3	América	06	Resto de América	340	Argentina	30	Maestrazgo	Hombre	76
2018	3	América	06	Resto de América	340	Argentina	31	Sierra de Albarracín	Hombre	14
2018	3	América	06	Resto de América	340	Argentina	32	Gúdar-Javalambre	Hombre	41
2018	3	América	06	Resto de América	340	Argentina	33	Matarraña / Matarranya	Hombre	31
2018	3	América	06	Resto de América	341	Bolivia	01	La Jacetania	Hombre	1
2018	3	América	06	Resto de América	341	Bolivia	03	Sobrarbe	Hombre	1
2018	3	América	06	Resto de América	341	Bolivia	04	La Ribagorza	Hombre	9
2018	3	América	06	Resto de América	341	Bolivia	06	Hoya de Huesca / Plana de Uesca	Hombre	4
2018	3	América	06	Resto de América	341	Bolivia	07	Somontano de Barbastro	Hombre	2
2018	3	América	06	Resto de América	341	Bolivia	09	La Litera / La Llitera	Hombre	2
2018	3	América	06	Resto de América	341	Bolivia	10	Los Monegros	Hombre	4
2018	3	América	06	Resto de América	341	Bolivia	12	Tarazona y el Moncayo	Hombre	3
2018	3	América	06	Resto de América	341	Bolivia	15	Ribera Alta del Ebro	Hombre	1
2018	3	América	06	Resto de América	341	Bolivia	16	Valdejalón	Hombre	1
2018	3	América	06	Resto de América	341	Bolivia	17	Central	Hombre	63
2018	3	América	06	Resto de América	341	Bolivia	20	Comunidad de Calatayud	Hombre	4
2018	3	América	06	Resto de América	341	Bolivia	22	Campo de Belchite	Hombre	2
2018	3	América	06	Resto de América	341	Bolivia	24	Campo de Daroca	Hombre	1
2018	3	América	06	Resto de América	341	Bolivia	26	Cuencas Mineras	Hombre	2
2018	3	América	06	Resto de América	341	Bolivia	28	Bajo Aragón	Hombre	1
2018	3	América	06	Resto de América	341	Bolivia	30	Maestrazgo	Hombre	1
2018	3	América	06	Resto de América	341	Bolivia	32	Gúdar-Javalambre	Hombre	2
2018	3	América	06	Resto de América	342	Brasil	01	La Jacetania	Hombre	13
2018	3	América	06	Resto de América	342	Brasil	02	Alto Gállego	Hombre	1
2018	3	América	06	Resto de América	342	Brasil	03	Sobrarbe	Hombre	5
2018	3	América	06	Resto de América	342	Brasil	04	La Ribagorza	Hombre	5
2018	3	América	06	Resto de América	342	Brasil	05	Cinco Villas	Hombre	41
2018	3	América	06	Resto de América	342	Brasil	06	Hoya de Huesca / Plana de Uesca	Hombre	30
2018	3	América	06	Resto de América	342	Brasil	07	Somontano de Barbastro	Hombre	9
2018	3	América	06	Resto de América	342	Brasil	08	Cinca Medio	Hombre	3
2018	3	América	06	Resto de América	342	Brasil	09	La Litera / La Llitera	Hombre	4
2018	3	América	06	Resto de América	342	Brasil	10	Los Monegros	Hombre	9
2018	3	América	06	Resto de América	342	Brasil	11	Bajo Cinca / Baix Cinca	Hombre	9
2018	3	América	06	Resto de América	342	Brasil	12	Tarazona y el Moncayo	Hombre	25
2018	3	América	06	Resto de América	342	Brasil	13	Campo de Borja	Hombre	4
2018	3	América	06	Resto de América	342	Brasil	14	Aranda	Hombre	2
2018	3	América	06	Resto de América	342	Brasil	15	Ribera Alta del Ebro	Hombre	17
2018	3	América	06	Resto de América	342	Brasil	16	Valdejalón	Hombre	9
2018	3	América	06	Resto de América	342	Brasil	17	Central	Hombre	615
2018	3	América	06	Resto de América	342	Brasil	18	Ribera Baja del Ebro	Hombre	18
2018	3	América	06	Resto de América	342	Brasil	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	4
2018	3	América	06	Resto de América	342	Brasil	20	Comunidad de Calatayud	Hombre	27
2018	3	América	06	Resto de América	342	Brasil	21	Campo de Cariñena	Hombre	13
2018	3	América	06	Resto de América	342	Brasil	22	Campo de Belchite	Hombre	3
2018	3	América	06	Resto de América	342	Brasil	23	Bajo Martín	Hombre	4
2018	3	América	06	Resto de América	342	Brasil	24	Campo de Daroca	Hombre	8
2018	3	América	06	Resto de América	342	Brasil	25	Jiloca	Hombre	10
2018	3	América	06	Resto de América	342	Brasil	26	Cuencas Mineras	Hombre	8
2018	3	América	06	Resto de América	342	Brasil	27	Andorra-Sierra de Arcos	Hombre	2
2018	3	América	06	Resto de América	342	Brasil	28	Bajo Aragón	Hombre	22
2018	3	América	06	Resto de América	342	Brasil	29	Comunidad de Teruel	Hombre	63
2018	3	América	06	Resto de América	342	Brasil	30	Maestrazgo	Hombre	11
2018	3	América	06	Resto de América	342	Brasil	31	Sierra de Albarracín	Hombre	16
2018	3	América	06	Resto de América	342	Brasil	32	Gúdar-Javalambre	Hombre	9
2018	3	América	06	Resto de América	342	Brasil	33	Matarraña / Matarranya	Hombre	11
2018	3	América	06	Resto de América	343	Colombia	01	La Jacetania	Hombre	15
2018	3	América	06	Resto de América	343	Colombia	02	Alto Gállego	Hombre	4
2018	3	América	06	Resto de América	343	Colombia	04	La Ribagorza	Hombre	3
2018	3	América	06	Resto de América	343	Colombia	05	Cinco Villas	Hombre	2
2018	3	América	06	Resto de América	343	Colombia	06	Hoya de Huesca / Plana de Uesca	Hombre	10
2018	3	América	06	Resto de América	343	Colombia	07	Somontano de Barbastro	Hombre	8
2018	3	América	06	Resto de América	343	Colombia	08	Cinca Medio	Hombre	5
2018	3	América	06	Resto de América	343	Colombia	09	La Litera / La Llitera	Hombre	2
2018	3	América	06	Resto de América	343	Colombia	10	Los Monegros	Hombre	1
2018	3	América	06	Resto de América	343	Colombia	11	Bajo Cinca / Baix Cinca	Hombre	1
2018	3	América	06	Resto de América	343	Colombia	12	Tarazona y el Moncayo	Hombre	3
2018	3	América	06	Resto de América	343	Colombia	13	Campo de Borja	Hombre	5
2018	3	América	06	Resto de América	343	Colombia	14	Aranda	Hombre	2
2018	3	América	06	Resto de América	343	Colombia	15	Ribera Alta del Ebro	Hombre	2
2018	3	América	06	Resto de América	343	Colombia	16	Valdejalón	Hombre	2
2018	3	América	06	Resto de América	343	Colombia	17	Central	Hombre	214
2018	3	América	06	Resto de América	343	Colombia	20	Comunidad de Calatayud	Hombre	3
2018	3	América	06	Resto de América	343	Colombia	21	Campo de Cariñena	Hombre	1
2018	3	América	06	Resto de América	343	Colombia	22	Campo de Belchite	Hombre	2
2018	3	América	06	Resto de América	343	Colombia	23	Bajo Martín	Hombre	1
2018	3	América	06	Resto de América	343	Colombia	24	Campo de Daroca	Hombre	2
2018	3	América	06	Resto de América	343	Colombia	26	Cuencas Mineras	Hombre	1
2018	3	América	06	Resto de América	343	Colombia	27	Andorra-Sierra de Arcos	Hombre	1
2018	3	América	06	Resto de América	343	Colombia	28	Bajo Aragón	Hombre	5
2018	3	América	06	Resto de América	343	Colombia	29	Comunidad de Teruel	Hombre	20
2018	3	América	06	Resto de América	343	Colombia	31	Sierra de Albarracín	Hombre	5
2018	3	América	06	Resto de América	343	Colombia	32	Gúdar-Javalambre	Hombre	4
2018	3	América	06	Resto de América	343	Colombia	33	Matarraña / Matarranya	Hombre	3
2018	3	América	06	Resto de América	344	Chile	01	La Jacetania	Hombre	15
2018	3	América	06	Resto de América	344	Chile	02	Alto Gállego	Hombre	10
2018	3	América	06	Resto de América	344	Chile	03	Sobrarbe	Hombre	27
2018	3	América	06	Resto de América	344	Chile	04	La Ribagorza	Hombre	54
2018	3	América	06	Resto de América	344	Chile	05	Cinco Villas	Hombre	51
2018	3	América	06	Resto de América	344	Chile	06	Hoya de Huesca / Plana de Uesca	Hombre	77
2018	3	América	06	Resto de América	344	Chile	07	Somontano de Barbastro	Hombre	29
2018	3	América	06	Resto de América	344	Chile	08	Cinca Medio	Hombre	7
2018	3	América	06	Resto de América	344	Chile	09	La Litera / La Llitera	Hombre	8
2018	3	América	06	Resto de América	344	Chile	10	Los Monegros	Hombre	5
2018	3	América	06	Resto de América	344	Chile	11	Bajo Cinca / Baix Cinca	Hombre	13
2018	3	América	06	Resto de América	344	Chile	12	Tarazona y el Moncayo	Hombre	7
2018	3	América	06	Resto de América	344	Chile	13	Campo de Borja	Hombre	3
2018	3	América	06	Resto de América	344	Chile	14	Aranda	Hombre	2
2018	3	América	06	Resto de América	344	Chile	15	Ribera Alta del Ebro	Hombre	13
2018	3	América	06	Resto de América	344	Chile	16	Valdejalón	Hombre	16
2018	3	América	06	Resto de América	344	Chile	17	Central	Hombre	351
2018	3	América	06	Resto de América	344	Chile	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	9
2018	3	América	06	Resto de América	344	Chile	20	Comunidad de Calatayud	Hombre	20
2018	3	América	06	Resto de América	344	Chile	22	Campo de Belchite	Hombre	1
2018	3	América	06	Resto de América	344	Chile	23	Bajo Martín	Hombre	2
2018	3	América	06	Resto de América	344	Chile	24	Campo de Daroca	Hombre	4
2018	3	América	06	Resto de América	344	Chile	25	Jiloca	Hombre	3
2018	3	América	06	Resto de América	344	Chile	26	Cuencas Mineras	Hombre	10
2018	3	América	06	Resto de América	344	Chile	27	Andorra-Sierra de Arcos	Hombre	3
2018	3	América	06	Resto de América	344	Chile	28	Bajo Aragón	Hombre	45
2018	3	América	06	Resto de América	344	Chile	29	Comunidad de Teruel	Hombre	40
2018	3	América	06	Resto de América	344	Chile	30	Maestrazgo	Hombre	3
2018	3	América	06	Resto de América	344	Chile	31	Sierra de Albarracín	Hombre	17
2018	3	América	06	Resto de América	344	Chile	32	Gúdar-Javalambre	Hombre	2
2018	3	América	06	Resto de América	344	Chile	33	Matarraña / Matarranya	Hombre	6
2018	3	América	06	Resto de América	345	Ecuador	01	La Jacetania	Hombre	23
2018	3	América	06	Resto de América	345	Ecuador	02	Alto Gállego	Hombre	15
2018	3	América	06	Resto de América	345	Ecuador	03	Sobrarbe	Hombre	6
2018	3	América	06	Resto de América	345	Ecuador	04	La Ribagorza	Hombre	10
2018	3	América	06	Resto de América	345	Ecuador	05	Cinco Villas	Hombre	5
2018	3	América	06	Resto de América	345	Ecuador	06	Hoya de Huesca / Plana de Uesca	Hombre	41
2018	3	América	06	Resto de América	345	Ecuador	07	Somontano de Barbastro	Hombre	5
2018	3	América	06	Resto de América	345	Ecuador	09	La Litera / La Llitera	Hombre	5
2018	3	América	06	Resto de América	345	Ecuador	10	Los Monegros	Hombre	1
2018	3	América	06	Resto de América	345	Ecuador	11	Bajo Cinca / Baix Cinca	Hombre	1
2018	3	América	06	Resto de América	345	Ecuador	12	Tarazona y el Moncayo	Hombre	9
2018	3	América	06	Resto de América	345	Ecuador	14	Aranda	Hombre	1
2018	3	América	06	Resto de América	345	Ecuador	15	Ribera Alta del Ebro	Hombre	9
2018	3	América	06	Resto de América	345	Ecuador	16	Valdejalón	Hombre	6
2018	3	América	06	Resto de América	345	Ecuador	17	Central	Hombre	579
2018	3	América	06	Resto de América	345	Ecuador	18	Ribera Baja del Ebro	Hombre	2
2018	3	América	06	Resto de América	345	Ecuador	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	3
2018	3	América	06	Resto de América	345	Ecuador	20	Comunidad de Calatayud	Hombre	5
2018	3	América	06	Resto de América	345	Ecuador	21	Campo de Cariñena	Hombre	1
2018	3	América	06	Resto de América	345	Ecuador	22	Campo de Belchite	Hombre	4
2018	3	América	06	Resto de América	345	Ecuador	25	Jiloca	Hombre	3
2018	3	América	06	Resto de América	345	Ecuador	28	Bajo Aragón	Hombre	6
2018	3	América	06	Resto de América	345	Ecuador	29	Comunidad de Teruel	Hombre	21
2018	3	América	06	Resto de América	345	Ecuador	30	Maestrazgo	Hombre	1
2018	3	América	06	Resto de América	345	Ecuador	33	Matarraña / Matarranya	Hombre	5
2018	3	América	06	Resto de América	347	Paraguay	01	La Jacetania	Hombre	31
2018	3	América	06	Resto de América	347	Paraguay	06	Hoya de Huesca / Plana de Uesca	Hombre	17
2018	3	América	06	Resto de América	347	Paraguay	07	Somontano de Barbastro	Hombre	2
2018	3	América	06	Resto de América	347	Paraguay	09	La Litera / La Llitera	Hombre	7
2018	3	América	06	Resto de América	347	Paraguay	12	Tarazona y el Moncayo	Hombre	6
2018	3	América	06	Resto de América	347	Paraguay	14	Aranda	Hombre	1
2018	3	América	06	Resto de América	347	Paraguay	15	Ribera Alta del Ebro	Hombre	1
2018	3	América	06	Resto de América	347	Paraguay	17	Central	Hombre	23
2018	3	América	06	Resto de América	347	Paraguay	18	Ribera Baja del Ebro	Hombre	10
2018	3	América	06	Resto de América	347	Paraguay	20	Comunidad de Calatayud	Hombre	6
2018	3	América	06	Resto de América	347	Paraguay	25	Jiloca	Hombre	1
2018	3	América	06	Resto de América	347	Paraguay	29	Comunidad de Teruel	Hombre	2
2018	3	América	06	Resto de América	348	Perú	01	La Jacetania	Hombre	2
2018	3	América	06	Resto de América	348	Perú	02	Alto Gállego	Hombre	1
2018	3	América	06	Resto de América	348	Perú	03	Sobrarbe	Hombre	1
2018	3	América	06	Resto de América	348	Perú	04	La Ribagorza	Hombre	1
2018	3	América	06	Resto de América	348	Perú	05	Cinco Villas	Hombre	2
2018	3	América	06	Resto de América	348	Perú	06	Hoya de Huesca / Plana de Uesca	Hombre	17
2018	3	América	06	Resto de América	348	Perú	07	Somontano de Barbastro	Hombre	1
2018	3	América	06	Resto de América	348	Perú	08	Cinca Medio	Hombre	4
2018	3	América	06	Resto de América	348	Perú	09	La Litera / La Llitera	Hombre	3
2018	3	América	06	Resto de América	348	Perú	10	Los Monegros	Hombre	1
2018	3	América	06	Resto de América	348	Perú	11	Bajo Cinca / Baix Cinca	Hombre	2
2018	3	América	06	Resto de América	348	Perú	12	Tarazona y el Moncayo	Hombre	1
2018	3	América	06	Resto de América	348	Perú	13	Campo de Borja	Hombre	1
2018	3	América	06	Resto de América	348	Perú	14	Aranda	Hombre	1
2018	3	América	06	Resto de América	348	Perú	16	Valdejalón	Hombre	4
2018	3	América	06	Resto de América	348	Perú	17	Central	Hombre	227
2018	3	América	06	Resto de América	348	Perú	18	Ribera Baja del Ebro	Hombre	1
2018	3	América	06	Resto de América	348	Perú	20	Comunidad de Calatayud	Hombre	8
2018	3	América	06	Resto de América	348	Perú	21	Campo de Cariñena	Hombre	1
2018	3	América	06	Resto de América	348	Perú	23	Bajo Martín	Hombre	1
2018	3	América	06	Resto de América	348	Perú	24	Campo de Daroca	Hombre	1
2018	3	América	06	Resto de América	348	Perú	25	Jiloca	Hombre	1
2018	3	América	06	Resto de América	348	Perú	26	Cuencas Mineras	Hombre	1
2018	3	América	06	Resto de América	348	Perú	28	Bajo Aragón	Hombre	5
2018	3	América	06	Resto de América	348	Perú	29	Comunidad de Teruel	Hombre	4
2018	3	América	06	Resto de América	350	Uruguay	01	La Jacetania	Hombre	8
2018	3	América	06	Resto de América	350	Uruguay	03	Sobrarbe	Hombre	6
2018	3	América	06	Resto de América	350	Uruguay	04	La Ribagorza	Hombre	1
2018	3	América	06	Resto de América	350	Uruguay	05	Cinco Villas	Hombre	14
2018	3	América	06	Resto de América	350	Uruguay	06	Hoya de Huesca / Plana de Uesca	Hombre	7
2018	3	América	06	Resto de América	350	Uruguay	07	Somontano de Barbastro	Hombre	10
2018	3	América	06	Resto de América	350	Uruguay	10	Los Monegros	Hombre	4
