Municipio código	Municipio nombre	Número de personas en el hogar	Número hogares
44262	Villarroya de los Pinares	03	10
44262	Villarroya de los Pinares	04	14
44262	Villarroya de los Pinares	05	6
44262	Villarroya de los Pinares	06	1
44262	Villarroya de los Pinares	07	1
44263	Villastar	01	42
44263	Villastar	02	44
44263	Villastar	03	24
44263	Villastar	04	22
44263	Villastar	05	6
44263	Villastar	06	1
44263	Villastar	07	1
44263	Villastar	10 o más	1
44264	Villel	01	59
44264	Villel	02	50
44264	Villel	03	17
44264	Villel	04	13
44264	Villel	05	6
44264	Villel	06	3
44264	Villel	07	3
44265	Vinaceite	01	40
44265	Vinaceite	02	33
44265	Vinaceite	03	21
44265	Vinaceite	04	17
44265	Vinaceite	05	8
44265	Vinaceite	06	1
44266	Visiedo	01	27
44266	Visiedo	02	26
44266	Visiedo	03	14
44266	Visiedo	04	8
44266	Visiedo	05	6
44266	Visiedo	06	2
44267	Vivel del Río Martín	01	17
44267	Vivel del Río Martín	02	14
44267	Vivel del Río Martín	03	2
44267	Vivel del Río Martín	04	4
44267	Vivel del Río Martín	05	1
44267	Vivel del Río Martín	06	2
44268	Zoma (La)	02	2
44268	Zoma (La)	03	2
44268	Zoma (La)	04	2
44268	Zoma (La)	05	1
44268	Zoma (La)	06	1
50001	Abanto	01	33
50001	Abanto	02	23
50001	Abanto	03	13
50001	Abanto	04	7
50001	Abanto	05	3
50001	Abanto	06	1
50002	Acered	01	33
50002	Acered	02	36
50002	Acered	03	18
50002	Acered	04	13
50002	Acered	05	7
50002	Acered	06	1
50002	Acered	07	1
50003	Agón	01	6
50003	Agón	02	21
50003	Agón	03	13
50003	Agón	04	15
50003	Agón	05	1
50003	Agón	06	2
50003	Agón	07	1
50003	Agón	10 o más	1
50004	Aguarón	01	86
50004	Aguarón	02	99
50004	Aguarón	03	47
50004	Aguarón	04	40
50004	Aguarón	05	19
50004	Aguarón	06	4
50005	Aguilón	01	51
50005	Aguilón	02	47
50005	Aguilón	03	17
50005	Aguilón	04	10
50005	Aguilón	05	5
50005	Aguilón	06	2
50005	Aguilón	07	2
50006	Ainzón	01	176
50006	Ainzón	02	135
50006	Ainzón	03	88
50006	Ainzón	04	81
50006	Ainzón	05	21
50006	Ainzón	06	7
50006	Ainzón	07	1
50006	Ainzón	08	1
50007	Aladrén	01	22
50007	Aladrén	02	7
50007	Aladrén	03	4
50007	Aladrén	04	2
50007	Aladrén	05	1
50007	Aladrén	07	1
50007	Aladrén	09	1
50008	Alagón	01	377
50008	Alagón	02	516
50008	Alagón	03	468
50008	Alagón	04	426
50008	Alagón	05	126
50008	Alagón	06	37
50008	Alagón	07	11
50008	Alagón	08	3
50008	Alagón	09	1
50009	Alarba	01	15
50009	Alarba	02	17
50009	Alarba	03	12
50009	Alarba	04	10
50009	Alarba	05	2
50009	Alarba	06	3
50010	Alberite de San Juan	01	12
50010	Alberite de San Juan	02	8
50010	Alberite de San Juan	03	7
50010	Alberite de San Juan	04	5
50010	Alberite de San Juan	05	4
50010	Alberite de San Juan	06	1
50011	Albeta	01	14
50011	Albeta	02	21
50011	Albeta	03	9
50011	Albeta	04	4
50011	Albeta	05	3
50011	Albeta	06	1
50012	Alborge	01	4
50012	Alborge	02	19
50012	Alborge	03	15
50012	Alborge	04	8
50012	Alborge	05	2
50012	Alborge	06	1
50013	Alcalá de Ebro	01	21
50013	Alcalá de Ebro	02	37
50013	Alcalá de Ebro	03	20
50013	Alcalá de Ebro	04	21
50013	Alcalá de Ebro	05	6
50013	Alcalá de Ebro	06	2
50013	Alcalá de Ebro	07	2
50014	Alcalá de Moncayo	01	12
50014	Alcalá de Moncayo	02	16
50014	Alcalá de Moncayo	03	12
50014	Alcalá de Moncayo	04	7
50014	Alcalá de Moncayo	05	1
50014	Alcalá de Moncayo	07	2
50015	Alconchel de Ariza	01	10
50015	Alconchel de Ariza	02	26
50015	Alconchel de Ariza	03	7
50015	Alconchel de Ariza	04	7
50015	Alconchel de Ariza	05	3
50016	Aldehuela de Liestos	01	5
50016	Aldehuela de Liestos	02	9
50016	Aldehuela de Liestos	03	2
50016	Aldehuela de Liestos	04	2
50017	Alfajarín	01	112
50017	Alfajarín	02	152
50017	Alfajarín	03	138
50017	Alfajarín	04	123
50017	Alfajarín	05	28
50017	Alfajarín	06	5
50017	Alfajarín	07	1
50018	Alfamén	01	68
50018	Alfamén	02	103
50018	Alfamén	03	91
50018	Alfamén	04	108
50018	Alfamén	05	36
50018	Alfamén	06	16
50018	Alfamén	07	11
50018	Alfamén	09	1
50018	Alfamén	10 o más	3
50019	Alforque	01	12
50019	Alforque	02	9
50019	Alforque	03	8
50019	Alforque	04	3
50019	Alforque	05	2
50019	Alforque	06	1
50020	Alhama de Aragón	01	138
50020	Alhama de Aragón	02	113
50020	Alhama de Aragón	03	96
50020	Alhama de Aragón	04	81
50020	Alhama de Aragón	05	19
50020	Alhama de Aragón	06	10
50020	Alhama de Aragón	07	2
50021	Almochuel	01	11
50021	Almochuel	02	6
50021	Almochuel	03	5
50021	Almochuel	04	3
50022	Almolda (La)	01	49
50022	Almolda (La)	02	58
50022	Almolda (La)	03	44
50022	Almolda (La)	04	45
50022	Almolda (La)	05	22
50022	Almolda (La)	06	9
50022	Almolda (La)	07	2
50022	Almolda (La)	08	1
50022	Almolda (La)	10 o más	1
50023	Almonacid de la Cuba	01	23
50023	Almonacid de la Cuba	02	47
50023	Almonacid de la Cuba	03	22
50023	Almonacid de la Cuba	04	23
50023	Almonacid de la Cuba	05	5
50023	Almonacid de la Cuba	06	3
50023	Almonacid de la Cuba	07	1
50024	Almonacid de la Sierra	01	87
50024	Almonacid de la Sierra	02	79
50024	Almonacid de la Sierra	03	60
50024	Almonacid de la Sierra	04	50
50024	Almonacid de la Sierra	05	30
50024	Almonacid de la Sierra	06	5
50024	Almonacid de la Sierra	07	3
50024	Almonacid de la Sierra	08	3
50025	Almunia de Doña Godina (La)	01	379
50025	Almunia de Doña Godina (La)	02	516
50025	Almunia de Doña Godina (La)	03	454
50025	Almunia de Doña Godina (La)	04	483
50025	Almunia de Doña Godina (La)	05	123
50025	Almunia de Doña Godina (La)	06	27
50025	Almunia de Doña Godina (La)	07	6
50025	Almunia de Doña Godina (La)	08	4
50025	Almunia de Doña Godina (La)	09	2
50025	Almunia de Doña Godina (La)	10 o más	3
50026	Alpartir	01	47
50026	Alpartir	02	69
50026	Alpartir	03	50
50026	Alpartir	04	40
50026	Alpartir	05	10
50026	Alpartir	06	7
50026	Alpartir	10 o más	2
50027	Ambel	01	55
50027	Ambel	02	37
50027	Ambel	03	25
50027	Ambel	04	19
50027	Ambel	05	8
50027	Ambel	06	2
50027	Ambel	07	1
50028	Anento	01	12
50028	Anento	02	11
50028	Anento	03	6
50028	Anento	04	6
50028	Anento	05	2
50028	Anento	06	1
50028	Anento	07	1
50028	Anento	08	1
50028	Anento	09	1
50029	Aniñón	01	62
50029	Aniñón	02	113
50029	Aniñón	03	57
50029	Aniñón	04	66
50029	Aniñón	05	16
50029	Aniñón	06	2
50029	Aniñón	07	2
50029	Aniñón	08	1
50029	Aniñón	09	2
50030	Añón de Moncayo	01	41
50030	Añón de Moncayo	02	42
50030	Añón de Moncayo	03	12
50030	Añón de Moncayo	04	12
50030	Añón de Moncayo	05	5
50030	Añón de Moncayo	06	2
50030	Añón de Moncayo	07	1
50031	Aranda de Moncayo	01	37
50031	Aranda de Moncayo	02	26
50031	Aranda de Moncayo	03	16
50031	Aranda de Moncayo	04	12
50031	Aranda de Moncayo	05	5
50031	Aranda de Moncayo	06	2
50031	Aranda de Moncayo	07	1
50032	Arándiga	01	61
50032	Arándiga	02	78
50032	Arándiga	03	25
50032	Arándiga	04	24
50032	Arándiga	05	9
50032	Arándiga	06	2
50032	Arándiga	07	3
50033	Ardisa	01	13
50033	Ardisa	02	7
50033	Ardisa	03	8
50033	Ardisa	04	3
50033	Ardisa	05	1
50033	Ardisa	06	1
50034	Ariza	01	146
50034	Ariza	02	144
50034	Ariza	03	85
50034	Ariza	04	71
50034	Ariza	05	26
50034	Ariza	06	13
50034	Ariza	07	2
50034	Ariza	08	2
50034	Ariza	09	1
50034	Ariza	10 o más	1
50035	Artieda	01	11
50035	Artieda	02	11
50035	Artieda	03	6
50035	Artieda	04	5
50035	Artieda	05	4
50035	Artieda	06	2
50036	Asín	01	20
50036	Asín	02	6
50036	Asín	03	3
50036	Asín	04	5
50036	Asín	05	2
50036	Asín	06	1
50036	Asín	07	2
50036	Asín	09	1
50037	Atea	01	43
50037	Atea	02	40
50037	Atea	03	16
50037	Atea	04	5
50037	Atea	05	3
50038	Ateca	01	163
50038	Ateca	02	222
50038	Ateca	03	168
50038	Ateca	04	146
50038	Ateca	05	37
50038	Ateca	06	15
50038	Ateca	07	2
50039	Azuara	01	84
50039	Azuara	02	94
50039	Azuara	03	49
50039	Azuara	04	39
50039	Azuara	05	11
50039	Azuara	06	5
50039	Azuara	07	1
50040	Badules	01	18
50040	Badules	02	10
50040	Badules	03	8
50040	Badules	04	10
50040	Badules	05	2
50041	Bagüés	01	7
50041	Bagüés	02	4
50041	Bagüés	03	3
50041	Bagüés	04	1
50041	Bagüés	05	1
50041	Bagüés	06	1
50042	Balconchán	01	1
50042	Balconchán	02	8
50042	Balconchán	03	2
50042	Balconchán	05	1
50043	Bárboles	01	37
50043	Bárboles	02	40
50043	Bárboles	03	32
50043	Bárboles	04	15
50043	Bárboles	05	6
50043	Bárboles	06	2
50044	Bardallur	01	35
50044	Bardallur	02	35
50044	Bardallur	03	20
50044	Bardallur	04	18
50044	Bardallur	05	7
50044	Bardallur	06	2
50045	Belchite	01	164
50045	Belchite	02	205
50045	Belchite	03	145
50045	Belchite	04	104
50045	Belchite	05	28
50045	Belchite	06	4
50045	Belchite	07	2
50046	Belmonte de Gracián	01	36
50046	Belmonte de Gracián	02	37
50046	Belmonte de Gracián	03	21
50046	Belmonte de Gracián	04	12
50046	Belmonte de Gracián	05	5
50047	Berdejo	01	12
50047	Berdejo	02	6
50047	Berdejo	03	4
50047	Berdejo	04	3
50047	Berdejo	05	1
50048	Berrueco	01	4
50048	Berrueco	02	9
50048	Berrueco	04	2
50048	Berrueco	07	1
50050	Bijuesca	01	18
50050	Bijuesca	02	16
50050	Bijuesca	03	9
50050	Bijuesca	04	6
50050	Bijuesca	05	2
50050	Bijuesca	06	2
50050	Bijuesca	10 o más	1
50051	Biota	01	116
50051	Biota	02	115
50051	Biota	03	101
50051	Biota	04	88
50051	Biota	05	22
50051	Biota	06	11
50051	Biota	07	2
50051	Biota	09	1
50052	Bisimbre	01	15
50052	Bisimbre	02	14
50052	Bisimbre	03	10
50052	Bisimbre	04	9
50052	Bisimbre	05	3
50053	Boquiñeni	01	80
50053	Boquiñeni	02	104
50053	Boquiñeni	03	72
50053	Boquiñeni	04	73
50053	Boquiñeni	05	22
50053	Boquiñeni	06	8
50053	Boquiñeni	07	4
50053	Boquiñeni	08	1
50054	Bordalba	01	7
50054	Bordalba	02	13
50054	Bordalba	03	2
50054	Bordalba	04	8
50054	Bordalba	05	1
50054	Bordalba	06	1
50055	Borja	01	387
50055	Borja	02	407
50055	Borja	03	308
50055	Borja	04	323
50055	Borja	05	96
50055	Borja	06	30
50055	Borja	07	4
50055	Borja	08	1
50055	Borja	10 o más	1
50056	Botorrita	01	50
50056	Botorrita	02	52
50056	Botorrita	03	47
50056	Botorrita	04	29
50056	Botorrita	05	7
50056	Botorrita	06	6
50057	Brea de Aragón	01	108
50057	Brea de Aragón	02	190
50057	Brea de Aragón	03	166
50057	Brea de Aragón	04	147
50057	Brea de Aragón	05	55
50057	Brea de Aragón	06	15
50057	Brea de Aragón	07	5
50057	Brea de Aragón	08	1
50058	Bubierca	01	16
50058	Bubierca	02	12
50058	Bubierca	03	10
50058	Bubierca	04	4
50058	Bubierca	05	1
50058	Bubierca	06	1
50059	Bujaraloz	01	61
50059	Bujaraloz	02	84
50059	Bujaraloz	03	91
50059	Bujaraloz	04	76
50059	Bujaraloz	05	21
50059	Bujaraloz	06	13
50059	Bujaraloz	07	3
50059	Bujaraloz	08	1
50060	Bulbuente	01	50
50060	Bulbuente	02	33
50060	Bulbuente	03	18
50060	Bulbuente	04	15
50060	Bulbuente	05	2
50060	Bulbuente	06	1
50061	Bureta	01	39
50061	Bureta	02	30
50061	Bureta	03	14
50061	Bureta	04	19
50061	Bureta	05	13
50061	Bureta	06	4
50061	Bureta	07	1
50062	Burgo de Ebro (El)	01	145
50062	Burgo de Ebro (El)	02	160
50062	Burgo de Ebro (El)	03	122
50062	Burgo de Ebro (El)	04	123
50062	Burgo de Ebro (El)	05	46
50062	Burgo de Ebro (El)	06	7
50062	Burgo de Ebro (El)	07	1
50062	Burgo de Ebro (El)	08	2
50062	Burgo de Ebro (El)	10 o más	1
50063	Buste (El)	01	9
50063	Buste (El)	02	12
50063	Buste (El)	03	7
50063	Buste (El)	04	7
50063	Buste (El)	05	3
50063	Buste (El)	07	1
50064	Cabañas de Ebro	01	46
50064	Cabañas de Ebro	02	43
50064	Cabañas de Ebro	03	45
50064	Cabañas de Ebro	04	43
50064	Cabañas de Ebro	05	12
50064	Cabañas de Ebro	06	6
50064	Cabañas de Ebro	09	1
50065	Cabolafuente	01	5
50065	Cabolafuente	02	3
50065	Cabolafuente	03	4
50065	Cabolafuente	04	5
50065	Cabolafuente	05	1
50065	Cabolafuente	06	1
50066	Cadrete	01	157
50066	Cadrete	02	214
50066	Cadrete	03	145
50066	Cadrete	04	112
50066	Cadrete	05	41
50066	Cadrete	06	6
50066	Cadrete	07	5
50066	Cadrete	08	2
50066	Cadrete	10 o más	2
50067	Calatayud	01	1464
50067	Calatayud	02	1723
50067	Calatayud	03	1367
50067	Calatayud	04	1340
50067	Calatayud	05	383
50067	Calatayud	06	118
50067	Calatayud	07	35
50067	Calatayud	08	17
50067	Calatayud	09	11
50067	Calatayud	10 o más	13
50068	Calatorao	01	198
50068	Calatorao	02	322
50068	Calatorao	03	226
50068	Calatorao	04	189
50068	Calatorao	05	70
50068	Calatorao	06	23
50068	Calatorao	07	3
50068	Calatorao	08	3
50068	Calatorao	09	1
50068	Calatorao	10 o más	3
50069	Calcena	01	29
50069	Calcena	02	11
50069	Calcena	03	10
50069	Calcena	04	4
50070	Calmarza	01	15
50070	Calmarza	02	14
50070	Calmarza	03	4
50070	Calmarza	04	4
50070	Calmarza	05	2
50070	Calmarza	06	1
50071	Campillo de Aragón	01	22
50071	Campillo de Aragón	02	28
50071	Campillo de Aragón	03	10
50071	Campillo de Aragón	04	7
50071	Campillo de Aragón	05	8
50071	Campillo de Aragón	06	1
50072	Carenas	01	40
50072	Carenas	02	30
50072	Carenas	03	15
50072	Carenas	04	9
50072	Carenas	05	2
50072	Carenas	06	1
50073	Cariñena	01	217
50073	Cariñena	02	264
50073	Cariñena	03	279
50073	Cariñena	04	207
50073	Cariñena	05	69
50073	Cariñena	06	31
50073	Cariñena	07	10
50073	Cariñena	08	7
50073	Cariñena	09	3
50073	Cariñena	10 o más	8
50074	Caspe	01	639
50074	Caspe	02	792
50074	Caspe	03	591
50074	Caspe	04	595
50074	Caspe	05	187
50074	Caspe	06	56
50074	Caspe	07	11
50074	Caspe	08	4
50074	Caspe	09	2
50074	Caspe	10 o más	1
50075	Castejón de Alarba	01	10
50075	Castejón de Alarba	02	16
50075	Castejón de Alarba	03	12
50075	Castejón de Alarba	04	5
50075	Castejón de Alarba	05	1
50076	Castejón de las Armas	01	20
50076	Castejón de las Armas	02	21
50076	Castejón de las Armas	03	11
50076	Castejón de las Armas	04	3
50076	Castejón de las Armas	05	2
50077	Castejón de Valdejasa	01	40
50077	Castejón de Valdejasa	02	42
50077	Castejón de Valdejasa	03	19
50077	Castejón de Valdejasa	04	20
50077	Castejón de Valdejasa	05	6
50077	Castejón de Valdejasa	06	5
50078	Castiliscar	01	43
50078	Castiliscar	02	36
50078	Castiliscar	03	29
50078	Castiliscar	04	19
50078	Castiliscar	05	13
50078	Castiliscar	06	6
50078	Castiliscar	07	1
50078	Castiliscar	08	1
50078	Castiliscar	09	1
50079	Cervera de la Cañada	01	38
50079	Cervera de la Cañada	02	45
50079	Cervera de la Cañada	03	14
50079	Cervera de la Cañada	04	25
50079	Cervera de la Cañada	05	10
50079	Cervera de la Cañada	06	2
50080	Cerveruela	01	18
50080	Cerveruela	02	2
50080	Cerveruela	03	1
50081	Cetina	01	93
50081	Cetina	02	98
50081	Cetina	03	61
50081	Cetina	04	40
50081	Cetina	05	14
50081	Cetina	06	5
50081	Cetina	07	1
50082	Cimballa	01	19
50082	Cimballa	02	24
50082	Cimballa	03	10
50082	Cimballa	04	4
50082	Cimballa	05	3
50082	Cimballa	06	1
50082	Cimballa	09	1
50083	Cinco Olivas	01	19
50083	Cinco Olivas	02	13
50083	Cinco Olivas	03	11
50083	Cinco Olivas	04	8
50083	Cinco Olivas	05	3
50083	Cinco Olivas	07	1
50084	Clarés de Ribota	01	22
50084	Clarés de Ribota	02	15
50084	Clarés de Ribota	03	5
50084	Clarés de Ribota	04	11
50085	Codo	01	37
50085	Codo	02	39
50085	Codo	03	17
50085	Codo	04	13
50085	Codo	05	7
50085	Codo	06	1
50086	Codos	01	54
50086	Codos	02	45
50086	Codos	03	17
50086	Codos	04	13
50086	Codos	05	3
50086	Codos	06	1
50087	Contamina	01	13
50087	Contamina	02	3
50087	Contamina	03	8
50087	Contamina	04	1
50087	Contamina	05	1
50088	Cosuenda	01	51
50088	Cosuenda	02	53
50088	Cosuenda	03	24
50088	Cosuenda	04	26
50088	Cosuenda	05	9
50088	Cosuenda	06	3
50088	Cosuenda	07	2
50089	Cuarte de Huerva	01	82
50089	Cuarte de Huerva	02	141
50089	Cuarte de Huerva	03	147
50089	Cuarte de Huerva	04	180
50089	Cuarte de Huerva	05	48
50089	Cuarte de Huerva	06	17
50089	Cuarte de Huerva	07	3
50089	Cuarte de Huerva	08	1
50089	Cuarte de Huerva	10 o más	1
50090	Cubel	01	17
50090	Cubel	02	22
50090	Cubel	03	16
50090	Cubel	04	19
50090	Cubel	05	5
50091	Cuerlas (Las)	01	14
50091	Cuerlas (Las)	02	15
50091	Cuerlas (Las)	03	8
50091	Cuerlas (Las)	04	2
50091	Cuerlas (Las)	06	1
50091	Cuerlas (Las)	08	1
50092	Chiprana	01	42
50092	Chiprana	02	51
50092	Chiprana	03	28
50092	Chiprana	04	26
50092	Chiprana	05	6
50092	Chiprana	06	3
50092	Chiprana	07	2
50092	Chiprana	09	1
50093	Chodes	01	17
50093	Chodes	02	18
50093	Chodes	03	6
50093	Chodes	04	5
50093	Chodes	05	4
50093	Chodes	06	1
50094	Daroca	01	220
50094	Daroca	02	241
50094	Daroca	03	180
50094	Daroca	04	160
50094	Daroca	05	39
50094	Daroca	06	7
50094	Daroca	07	3
50095	Ejea de los Caballeros	01	1034
50095	Ejea de los Caballeros	02	1378
50095	Ejea de los Caballeros	03	1186
50095	Ejea de los Caballeros	04	1297
50095	Ejea de los Caballeros	05	400
50095	Ejea de los Caballeros	06	126
50095	Ejea de los Caballeros	07	35
50095	Ejea de los Caballeros	08	13
50095	Ejea de los Caballeros	09	5
50095	Ejea de los Caballeros	10 o más	5
50096	Embid de Ariza	01	9
50096	Embid de Ariza	02	13
50096	Embid de Ariza	03	3
50096	Embid de Ariza	04	3
50096	Embid de Ariza	05	1
50096	Embid de Ariza	09	1
50098	Encinacorba	01	51
50098	Encinacorba	02	44
50098	Encinacorba	03	15
50098	Encinacorba	04	17
50098	Encinacorba	05	7
50098	Encinacorba	06	1
50098	Encinacorba	07	1
50099	Épila	01	306
50099	Épila	02	358
50099	Épila	03	334
50099	Épila	04	272
50099	Épila	05	101
50099	Épila	06	38
50099	Épila	07	6
50099	Épila	08	3
50099	Épila	09	2
50099	Épila	10 o más	5
50100	Erla	01	54
50100	Erla	02	29
50100	Erla	03	31
50100	Erla	04	24
50100	Erla	05	15
50100	Erla	06	9
50100	Erla	07	3
50101	Escatrón	01	278
50101	Escatrón	02	217
50101	Escatrón	03	87
50101	Escatrón	04	30
50101	Escatrón	05	2
50101	Escatrón	08	1
50102	Fabara	01	103
50102	Fabara	02	103
50102	Fabara	03	95
50102	Fabara	04	80
50102	Fabara	05	35
50102	Fabara	06	17
50102	Fabara	07	3
50102	Fabara	10 o más	1
50104	Farlete	01	30
50104	Farlete	02	31
50104	Farlete	03	29
50104	Farlete	04	27
50104	Farlete	05	17
50104	Farlete	06	7
50104	Farlete	07	2
50104	Farlete	08	2
50105	Fayón	01	61
50105	Fayón	02	55
50105	Fayón	03	27
50105	Fayón	04	19
50105	Fayón	05	10
50105	Fayón	06	3
50106	Fayos (Los)	01	24
50106	Fayos (Los)	02	30
50106	Fayos (Los)	03	14
50106	Fayos (Los)	04	5
50106	Fayos (Los)	05	4
50106	Fayos (Los)	08	1
50107	Figueruelas	01	66
50107	Figueruelas	02	96
50107	Figueruelas	03	81
50107	Figueruelas	04	97
50107	Figueruelas	05	25
50107	Figueruelas	06	5
50107	Figueruelas	07	1
50108	Fombuena	01	5
50108	Fombuena	02	2
50108	Fombuena	03	2
50109	Frago (El)	01	25
50109	Frago (El)	02	15
50109	Frago (El)	03	7
50109	Frago (El)	04	6
50109	Frago (El)	05	4
50109	Frago (El)	06	2
50110	Frasno (El)	01	86
50110	Frasno (El)	02	76
50110	Frasno (El)	03	36
50110	Frasno (El)	04	32
50110	Frasno (El)	05	10
50110	Frasno (El)	06	1
50110	Frasno (El)	10 o más	1
50111	Fréscano	01	19
50111	Fréscano	02	35
50111	Fréscano	03	18
50111	Fréscano	04	20
50111	Fréscano	05	5
50113	Fuendejalón	01	66
50113	Fuendejalón	02	90
50113	Fuendejalón	03	68
50113	Fuendejalón	04	65
50113	Fuendejalón	05	21
50113	Fuendejalón	06	6
50113	Fuendejalón	08	1
50113	Fuendejalón	10 o más	1
50114	Fuendetodos	01	11
50114	Fuendetodos	02	20
50114	Fuendetodos	03	16
50114	Fuendetodos	04	11
50114	Fuendetodos	05	4
50114	Fuendetodos	06	1
50114	Fuendetodos	07	1
50115	Fuentes de Ebro	01	272
50115	Fuentes de Ebro	02	368
50115	Fuentes de Ebro	03	358
50115	Fuentes de Ebro	04	290
50115	Fuentes de Ebro	05	83
50115	Fuentes de Ebro	06	22
50115	Fuentes de Ebro	07	6
50115	Fuentes de Ebro	08	2
50115	Fuentes de Ebro	09	2
50115	Fuentes de Ebro	10 o más	2
50116	Fuentes de Jiloca	01	47
50116	Fuentes de Jiloca	02	47
50116	Fuentes de Jiloca	03	26
50116	Fuentes de Jiloca	04	16
50116	Fuentes de Jiloca	05	6
50116	Fuentes de Jiloca	06	1
50116	Fuentes de Jiloca	07	1
50117	Gallocanta	01	21
50117	Gallocanta	02	17
50117	Gallocanta	03	10
50117	Gallocanta	04	11
50117	Gallocanta	05	3
50117	Gallocanta	06	1
50117	Gallocanta	07	1
50118	Gallur	01	226
50118	Gallur	02	283
50118	Gallur	03	236
50118	Gallur	04	206
50118	Gallur	05	62
50118	Gallur	06	26
50118	Gallur	07	5
50118	Gallur	08	3
50118	Gallur	09	3
50118	Gallur	10 o más	2
50119	Gelsa	01	88
50119	Gelsa	02	152
50119	Gelsa	03	114
50119	Gelsa	04	78
50119	Gelsa	05	27
50119	Gelsa	06	4
50119	Gelsa	07	1
50119	Gelsa	08	1
50120	Godojos	01	11
50120	Godojos	02	15
50120	Godojos	03	3
50120	Godojos	04	5
50120	Godojos	05	1
50121	Gotor	01	30
50121	Gotor	02	41
50121	Gotor	03	39
50121	Gotor	04	31
50121	Gotor	05	3
50121	Gotor	06	4
50121	Gotor	08	1
50122	Grisel	01	23
50122	Grisel	02	11
50122	Grisel	03	2
50122	Grisel	04	1
50123	Grisén	01	41
50123	Grisén	02	69
50123	Grisén	03	32
50123	Grisén	04	38
50123	Grisén	05	3
50123	Grisén	06	3
50123	Grisén	08	1
50124	Herrera de los Navarros	01	69
50124	Herrera de los Navarros	02	88
50124	Herrera de los Navarros	03	42
50124	Herrera de los Navarros	04	45
50124	Herrera de los Navarros	05	7
50124	Herrera de los Navarros	06	1
50124	Herrera de los Navarros	07	1
50125	Ibdes	01	55
50125	Ibdes	02	73
50125	Ibdes	03	41
50125	Ibdes	04	29
50125	Ibdes	05	10
50125	Ibdes	06	4
50125	Ibdes	09	1
50126	Illueca	01	152
50126	Illueca	02	247
50126	Illueca	03	262
50126	Illueca	04	322
50126	Illueca	05	76
50126	Illueca	06	24
50126	Illueca	07	2
50126	Illueca	08	2
50126	Illueca	10 o más	1
50128	Isuerre	01	6
50128	Isuerre	02	8
50128	Isuerre	03	5
50128	Isuerre	04	5
50129	Jaraba	01	36
50129	Jaraba	02	40
50129	Jaraba	03	18
50129	Jaraba	04	21
50129	Jaraba	05	10
50129	Jaraba	06	2
50130	Jarque	01	54
50130	Jarque	02	65
50130	Jarque	03	40
50130	Jarque	04	32
50130	Jarque	05	17
50130	Jarque	06	4
50131	Jaulín	01	34
50131	Jaulín	02	31
50131	Jaulín	03	21
50131	Jaulín	04	17
50131	Jaulín	05	5
50131	Jaulín	06	4
50132	Joyosa (La)	01	17
50132	Joyosa (La)	02	40
50132	Joyosa (La)	03	33
50132	Joyosa (La)	04	29
50132	Joyosa (La)	05	13
50132	Joyosa (La)	06	5
50132	Joyosa (La)	07	1
50132	Joyosa (La)	09	1
50133	Lagata	01	35
50133	Lagata	02	23
50133	Lagata	03	13
50133	Lagata	04	8
50133	Lagata	05	1
50134	Langa del Castillo	01	26
50134	Langa del Castillo	02	31
50134	Langa del Castillo	03	8
50134	Langa del Castillo	04	10
50134	Langa del Castillo	05	5
50135	Layana	01	16
50135	Layana	02	14
50135	Layana	03	4
50135	Layana	04	9
50135	Layana	05	5
50135	Layana	06	1
50135	Layana	07	2
50136	Lécera	01	100
50136	Lécera	02	134
50136	Lécera	03	54
50136	Lécera	04	44
50136	Lécera	05	19
50136	Lécera	07	1
50136	Lécera	09	1
50137	Leciñena	01	125
50137	Leciñena	02	126
50137	Leciñena	03	98
50137	Leciñena	04	96
50137	Leciñena	05	32
50137	Leciñena	06	8
50137	Leciñena	07	3
50137	Leciñena	08	1
50138	Lechón	01	6
50138	Lechón	02	4
50138	Lechón	03	6
50138	Lechón	04	3
50138	Lechón	05	3
50139	Letux	01	57
50139	Letux	02	50
50139	Letux	03	40
50139	Letux	04	31
50139	Letux	05	10
50139	Letux	06	2
50140	Litago	01	34
50140	Litago	02	24
50140	Litago	03	16
50140	Litago	04	4
50140	Litago	05	4
50140	Litago	06	1
50141	Lituénigo	01	14
50141	Lituénigo	02	15
50141	Lituénigo	03	11
50141	Lituénigo	04	6
50141	Lituénigo	05	3
50142	Lobera de Onsella	01	19
50142	Lobera de Onsella	02	6
50142	Lobera de Onsella	03	4
50142	Lobera de Onsella	04	1
50142	Lobera de Onsella	07	1
50143	Longares	01	74
50143	Longares	02	86
50143	Longares	03	66
50143	Longares	04	63
50143	Longares	05	26
50143	Longares	06	5
50143	Longares	07	1
50143	Longares	08	2
50143	Longares	09	1
50143	Longares	10 o más	1
50144	Longás	01	6
50144	Longás	02	9
50144	Longás	03	3
50144	Longás	04	2
50146	Lucena de Jalón	01	30
50146	Lucena de Jalón	02	30
50146	Lucena de Jalón	03	17
50146	Lucena de Jalón	04	19
50146	Lucena de Jalón	05	1
50146	Lucena de Jalón	06	1
50146	Lucena de Jalón	07	1
50147	Luceni	01	113
50147	Luceni	02	128
50147	Luceni	03	77
50147	Luceni	04	68
50147	Luceni	05	19
50147	Luceni	06	5
50147	Luceni	07	4
50147	Luceni	08	1
50148	Luesia	01	53
50148	Luesia	02	35
50148	Luesia	03	26
50148	Luesia	04	25
50148	Luesia	05	10
50148	Luesia	06	5
50149	Luesma	01	7
50149	Luesma	02	2
