Año	Nº Accidentes	Tamaño Centro	Grupo Grado Código	Grupo Grado Código	Código	Municipio
2009	3	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2008	1	De 10 a 19 trabajadores	Mortales	3	44013	Alcañiz
2007	1	De 10 a 19 trabajadores	Mortales	3	44216	Teruel
2007	1	De 10 a 19 trabajadores	Mortales	3	50067	Calatayud
2007	3	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2006	1	De 10 a 19 trabajadores	Mortales	3	44013	Alcañiz
2006	1	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2005	1	De 10 a 19 trabajadores	Mortales	3	50089	Cuarte de Huerva
2005	3	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2004	1	De 10 a 19 trabajadores	Mortales	3	22048	Barbastro
2004	1	De 10 a 19 trabajadores	Mortales	3	44013	Alcañiz
2004	1	De 10 a 19 trabajadores	Mortales	3	50089	Cuarte de Huerva
2004	5	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2003	1	De 10 a 19 trabajadores	Mortales	3	44216	Teruel
2020	31	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2020	76	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2020	158	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2020	25	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2020	54	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2020	23	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2020	69	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2020	27	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2020	17	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2020	53	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2020	57	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2020	12	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2020	32	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2020	843	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2019	32	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2019	75	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2019	169	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2019	25	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2019	88	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2019	28	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2019	90	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2019	30	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2019	20	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2019	70	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2019	83	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2019	19	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2019	43	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2019	1019	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2018	47	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2018	51	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2018	135	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2018	21	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2018	77	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2018	25	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2018	87	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2018	31	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2018	17	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2018	47	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2018	73	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2018	25	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2018	28	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2018	1152	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2017	34	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2017	49	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2017	115	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2017	28	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2017	66	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2017	27	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2017	97	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2017	23	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2017	12	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2017	53	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2017	42	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2017	11	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2017	42	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2017	1027	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2016	36	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2016	53	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2016	131	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2016	25	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2016	66	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2016	32	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2016	111	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2016	21	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2016	17	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2016	48	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2016	33	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2016	6	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2016	21	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2016	956	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2015	29	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2015	50	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2015	118	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2015	17	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2015	50	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2015	26	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2015	61	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2015	26	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2015	4	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2015	51	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2015	58	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2015	19	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2015	22	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2015	894	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2014	20	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2014	50	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2014	115	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2014	26	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2014	45	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2014	38	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2014	59	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2014	25	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2014	4	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2014	53	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2014	31	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2014	7	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2014	16	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2014	837	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2013	18	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2013	53	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2013	101	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2013	21	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2013	44	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2013	36	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2013	72	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2013	15	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2013	8	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2013	28	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2013	38	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2013	15	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2013	21	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2013	775	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2012	20	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2012	45	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2012	102	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2012	18	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2012	67	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2012	40	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2012	70	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2012	19	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2012	12	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2012	30	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2012	38	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2012	16	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2012	17	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2012	892	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2011	26	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2011	41	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2011	99	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2011	24	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2011	52	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2011	41	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2011	82	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2011	26	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2011	11	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2011	49	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2011	61	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2011	27	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2011	28	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2011	1069	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2010	31	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2010	41	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2010	126	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2010	30	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2010	84	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2010	62	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2010	99	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2010	23	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2010	13	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2010	43	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2010	72	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2010	23	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2010	39	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2010	1208	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2009	53	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2009	42	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2009	101	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2009	36	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2009	62	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2009	52	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2009	107	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2009	31	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2009	16	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2009	63	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2009	69	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2009	23	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2009	48	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2009	1318	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2008	71	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2008	59	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2008	170	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2008	42	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2008	110	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2008	41	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2008	115	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2008	71	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2008	19	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2008	115	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2008	74	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2008	63	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2008	65	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2008	2000	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2007	74	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2007	69	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2007	220	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2007	28	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2007	89	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2007	56	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2007	104	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2007	77	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2007	21	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2007	132	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2007	105	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2007	63	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2007	83	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2007	2210	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2006	71	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2006	75	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2006	219	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2006	50	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2006	111	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2006	67	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2006	115	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2006	49	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2006	15	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2006	119	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2006	101	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2006	69	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2006	64	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2006	1905	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2005	65	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2005	56	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2005	215	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2005	57	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2005	84	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2005	57	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2005	116	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2005	58	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2005	20	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2005	117	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2005	105	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2005	45	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2005	64	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2005	1916	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2004	40	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2004	54	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2004	187	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2004	40	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2004	78	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2004	33	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2004	75	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2004	58	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2004	16	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2004	109	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2004	58	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2004	45	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2004	90	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2004	1848	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2003	51	De 20 a 49 trabajadores	Leves	1	22048	Barbastro
2003	53	De 20 a 49 trabajadores	Leves	1	22112	Fraga
2003	206	De 20 a 49 trabajadores	Leves	1	22125	Huesca
2003	37	De 20 a 49 trabajadores	Leves	1	22130	Jaca
2003	84	De 20 a 49 trabajadores	Leves	1	22158	Monzón
2003	68	De 20 a 49 trabajadores	Leves	1	44013	Alcañiz
2003	136	De 20 a 49 trabajadores	Leves	1	44216	Teruel
2003	41	De 20 a 49 trabajadores	Leves	1	50067	Calatayud
2003	27	De 20 a 49 trabajadores	Leves	1	50074	Caspe
2003	94	De 20 a 49 trabajadores	Leves	1	50089	Cuarte de Huerva
2003	84	De 20 a 49 trabajadores	Leves	1	50095	Ejea de los Caballeros
2003	58	De 20 a 49 trabajadores	Leves	1	50251	Tarazona
2003	75	De 20 a 49 trabajadores	Leves	1	50272	Utebo
2003	1795	De 20 a 49 trabajadores	Leves	1	50297	Zaragoza
2020	3	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2020	4	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2019	1	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2019	2	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2019	2	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2019	6	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2018	2	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2018	1	De 20 a 49 trabajadores	Graves o muy graves	2	22158	Monzón
2018	1	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2018	3	De 20 a 49 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2018	5	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2017	2	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2017	9	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2016	1	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2016	1	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2016	5	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2015	1	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2015	1	De 20 a 49 trabajadores	Graves o muy graves	2	50067	Calatayud
2015	1	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2015	6	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2014	1	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2014	1	De 20 a 49 trabajadores	Graves o muy graves	2	22158	Monzón
2014	2	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2014	2	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2013	1	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2013	1	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2013	2	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2012	1	De 20 a 49 trabajadores	Graves o muy graves	2	22112	Fraga
2012	1	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2012	6	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2011	1	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2011	1	De 20 a 49 trabajadores	Graves o muy graves	2	22158	Monzón
2011	1	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2011	1	De 20 a 49 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2011	2	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2010	2	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2010	2	De 20 a 49 trabajadores	Graves o muy graves	2	22158	Monzón
2010	1	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2010	1	De 20 a 49 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2010	1	De 20 a 49 trabajadores	Graves o muy graves	2	50272	Utebo
2010	5	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2009	1	De 20 a 49 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2009	7	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2008	1	De 20 a 49 trabajadores	Graves o muy graves	2	22112	Fraga
2008	3	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2008	1	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2008	1	De 20 a 49 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2008	12	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2007	2	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2007	2	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2007	1	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2007	2	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2007	14	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2006	5	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2006	3	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2006	3	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2006	10	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2005	2	De 20 a 49 trabajadores	Graves o muy graves	2	22112	Fraga
2005	9	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2005	1	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2005	2	De 20 a 49 trabajadores	Graves o muy graves	2	22158	Monzón
2005	1	De 20 a 49 trabajadores	Graves o muy graves	2	44013	Alcañiz
2005	2	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2005	1	De 20 a 49 trabajadores	Graves o muy graves	2	50074	Caspe
2005	1	De 20 a 49 trabajadores	Graves o muy graves	2	50251	Tarazona
2005	6	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2004	1	De 20 a 49 trabajadores	Graves o muy graves	2	22112	Fraga
2004	3	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2004	1	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2004	2	De 20 a 49 trabajadores	Graves o muy graves	2	22158	Monzón
2004	2	De 20 a 49 trabajadores	Graves o muy graves	2	44013	Alcañiz
2004	4	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2004	1	De 20 a 49 trabajadores	Graves o muy graves	2	50067	Calatayud
2004	1	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2004	1	De 20 a 49 trabajadores	Graves o muy graves	2	50251	Tarazona
2004	1	De 20 a 49 trabajadores	Graves o muy graves	2	50272	Utebo
2004	11	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2003	1	De 20 a 49 trabajadores	Graves o muy graves	2	22125	Huesca
2003	3	De 20 a 49 trabajadores	Graves o muy graves	2	22130	Jaca
2003	1	De 20 a 49 trabajadores	Graves o muy graves	2	44013	Alcañiz
2003	5	De 20 a 49 trabajadores	Graves o muy graves	2	44216	Teruel
2003	1	De 20 a 49 trabajadores	Graves o muy graves	2	50067	Calatayud
2003	1	De 20 a 49 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2003	12	De 20 a 49 trabajadores	Graves o muy graves	2	50297	Zaragoza
2020	1	De 20 a 49 trabajadores	Mortales	3	22112	Fraga
2020	1	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2020	3	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2019	1	De 20 a 49 trabajadores	Mortales	3	50095	Ejea de los Caballeros
2019	1	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2018	2	De 20 a 49 trabajadores	Mortales	3	22125	Huesca
2018	1	De 20 a 49 trabajadores	Mortales	3	22158	Monzón
2018	2	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2017	1	De 20 a 49 trabajadores	Mortales	3	22112	Fraga
2017	1	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2017	1	De 20 a 49 trabajadores	Mortales	3	50089	Cuarte de Huerva
2017	3	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2016	1	De 20 a 49 trabajadores	Mortales	3	22125	Huesca
2015	1	De 20 a 49 trabajadores	Mortales	3	50089	Cuarte de Huerva
2015	7	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2014	2	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2013	1	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2012	1	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2011	1	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2011	1	De 20 a 49 trabajadores	Mortales	3	50074	Caspe
2011	1	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2010	2	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2010	1	De 20 a 49 trabajadores	Mortales	3	50095	Ejea de los Caballeros
2010	1	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2009	3	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2009	3	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2008	2	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2008	1	De 20 a 49 trabajadores	Mortales	3	50067	Calatayud
2007	1	De 20 a 49 trabajadores	Mortales	3	44216	Teruel
2007	4	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2006	1	De 20 a 49 trabajadores	Mortales	3	22130	Jaca
2006	4	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2005	1	De 20 a 49 trabajadores	Mortales	3	22048	Barbastro
2005	2	De 20 a 49 trabajadores	Mortales	3	22158	Monzón
2005	1	De 20 a 49 trabajadores	Mortales	3	50089	Cuarte de Huerva
2005	2	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2004	1	De 20 a 49 trabajadores	Mortales	3	22125	Huesca
2004	2	De 20 a 49 trabajadores	Mortales	3	50297	Zaragoza
2003	1	De 20 a 49 trabajadores	Mortales	3	22112	Fraga
2003	1	De 20 a 49 trabajadores	Mortales	3	44013	Alcañiz
