Municipio código	Municipio nombre	Situación preferente	Personas residentes viviendas familiares
44159	Moscardón	Pensionistas de jubilación	21
44159	Moscardón	Realizando o compartiendo las labores del hogar	6
44159	Moscardón	Otra situación	1
44160	Mosqueruela	Estudiantes	100
44160	Mosqueruela	Ocupados	308
44160	Mosqueruela	Parados buscando el primer empleo	1
44160	Mosqueruela	Parados que han trabajado antes	15
44160	Mosqueruela	Pensionistas de invalidez	10
44160	Mosqueruela	Pensionistas de viudedad u orfandad	13
44160	Mosqueruela	Pensionistas de jubilación	183
44160	Mosqueruela	Dependientes	3
44160	Mosqueruela	Realizando o compartiendo las labores del hogar	55
44160	Mosqueruela	Otra situación	10
44161	Muniesa	Estudiantes	93
44161	Muniesa	Ocupados	200
44161	Muniesa	Parados buscando el primer empleo	2
44161	Muniesa	Parados que han trabajado antes	17
44161	Muniesa	Pensionistas de invalidez	14
44161	Muniesa	Pensionistas de viudedad u orfandad	50
44161	Muniesa	Pensionistas de jubilación	152
44161	Muniesa	Dependientes	3
44161	Muniesa	Realizando o compartiendo las labores del hogar	138
44161	Muniesa	Otra situación	14
44163	Noguera de Albarracín	Estudiantes	20
44163	Noguera de Albarracín	Ocupados	53
44163	Noguera de Albarracín	Parados buscando el primer empleo	3
44163	Noguera de Albarracín	Parados que han trabajado antes	2
44163	Noguera de Albarracín	Pensionistas de invalidez	9
44163	Noguera de Albarracín	Pensionistas de viudedad u orfandad	19
44163	Noguera de Albarracín	Pensionistas de jubilación	32
44163	Noguera de Albarracín	Realizando o compartiendo las labores del hogar	27
44164	Nogueras	Ocupados	10
44164	Nogueras	Pensionistas de invalidez	1
44164	Nogueras	Pensionistas de viudedad u orfandad	1
44164	Nogueras	Pensionistas de jubilación	6
44164	Nogueras	Realizando o compartiendo las labores del hogar	1
44165	Nogueruelas	Estudiantes	25
44165	Nogueruelas	Ocupados	86
44165	Nogueruelas	Parados que han trabajado antes	1
44165	Nogueruelas	Pensionistas de invalidez	2
44165	Nogueruelas	Pensionistas de viudedad u orfandad	2
44165	Nogueruelas	Pensionistas de jubilación	68
44165	Nogueruelas	Realizando o compartiendo las labores del hogar	18
44165	Nogueruelas	Otra situación	4
44167	Obón	Ocupados	33
44167	Obón	Parados que han trabajado antes	3
44167	Obón	Pensionistas de viudedad u orfandad	5
44167	Obón	Pensionistas de jubilación	26
44167	Obón	Realizando o compartiendo las labores del hogar	9
44168	Odón	Estudiantes	36
44168	Odón	Ocupados	112
44168	Odón	Parados buscando el primer empleo	1
44168	Odón	Parados que han trabajado antes	3
44168	Odón	Pensionistas de invalidez	2
44168	Odón	Pensionistas de viudedad u orfandad	13
44168	Odón	Pensionistas de jubilación	71
44168	Odón	Realizando o compartiendo las labores del hogar	20
44168	Odón	Otra situación	3
44169	Ojos Negros	Estudiantes	57
44169	Ojos Negros	Ocupados	181
44169	Ojos Negros	Parados buscando el primer empleo	2
44169	Ojos Negros	Parados que han trabajado antes	5
44169	Ojos Negros	Pensionistas de invalidez	19
44169	Ojos Negros	Pensionistas de viudedad u orfandad	42
44169	Ojos Negros	Pensionistas de jubilación	124
44169	Ojos Negros	Dependientes	2
44169	Ojos Negros	Realizando o compartiendo las labores del hogar	111
44169	Ojos Negros	Otra situación	2
44171	Olba	Estudiantes	25
44171	Olba	Ocupados	51
44171	Olba	Parados buscando el primer empleo	3
44171	Olba	Parados que han trabajado antes	15
44171	Olba	Pensionistas de invalidez	4
44171	Olba	Pensionistas de viudedad u orfandad	12
44171	Olba	Pensionistas de jubilación	60
44171	Olba	Realizando o compartiendo las labores del hogar	36
44171	Olba	Otra situación	4
44172	Oliete	Estudiantes	45
44172	Oliete	Ocupados	102
44172	Oliete	Parados buscando el primer empleo	4
44172	Oliete	Parados que han trabajado antes	7
44172	Oliete	Pensionistas de invalidez	15
44172	Oliete	Pensionistas de viudedad u orfandad	52
44172	Oliete	Pensionistas de jubilación	116
44172	Oliete	Dependientes	1
44172	Oliete	Realizando o compartiendo las labores del hogar	109
44172	Oliete	Otra situación	3
44173	Olmos (Los)	Estudiantes	13
44173	Olmos (Los)	Ocupados	45
44173	Olmos (Los)	Parados buscando el primer empleo	1
44173	Olmos (Los)	Parados que han trabajado antes	2
44173	Olmos (Los)	Pensionistas de invalidez	4
44173	Olmos (Los)	Pensionistas de viudedad u orfandad	5
44173	Olmos (Los)	Pensionistas de jubilación	39
44173	Olmos (Los)	Realizando o compartiendo las labores del hogar	27
44173	Olmos (Los)	Otra situación	8
44174	Orihuela del Tremedal	Estudiantes	95
44174	Orihuela del Tremedal	Ocupados	242
44174	Orihuela del Tremedal	Parados buscando el primer empleo	2
44174	Orihuela del Tremedal	Parados que han trabajado antes	7
44174	Orihuela del Tremedal	Pensionistas de invalidez	8
44174	Orihuela del Tremedal	Pensionistas de viudedad u orfandad	41
44174	Orihuela del Tremedal	Pensionistas de jubilación	103
44174	Orihuela del Tremedal	Realizando tareas de voluntariado	1
44174	Orihuela del Tremedal	Realizando o compartiendo las labores del hogar	78
44174	Orihuela del Tremedal	Otra situación	27
44175	Orrios	Estudiantes	39
44175	Orrios	Ocupados	58
44175	Orrios	Parados que han trabajado antes	1
44175	Orrios	Pensionistas de invalidez	7
44175	Orrios	Pensionistas de viudedad u orfandad	14
44175	Orrios	Pensionistas de jubilación	32
44175	Orrios	Realizando o compartiendo las labores del hogar	35
44176	Palomar de Arroyos	Estudiantes	47
44176	Palomar de Arroyos	Ocupados	68
44176	Palomar de Arroyos	Parados buscando el primer empleo	4
44176	Palomar de Arroyos	Parados que han trabajado antes	9
44176	Palomar de Arroyos	Pensionistas de invalidez	5
44176	Palomar de Arroyos	Pensionistas de viudedad u orfandad	10
44176	Palomar de Arroyos	Pensionistas de jubilación	52
44176	Palomar de Arroyos	Dependientes	1
44176	Palomar de Arroyos	Realizando o compartiendo las labores del hogar	47
44176	Palomar de Arroyos	Otra situación	3
44177	Pancrudo	Estudiantes	7
44177	Pancrudo	Ocupados	38
44177	Pancrudo	Parados buscando el primer empleo	1
44177	Pancrudo	Parados que han trabajado antes	4
44177	Pancrudo	Pensionistas de invalidez	6
44177	Pancrudo	Pensionistas de viudedad u orfandad	10
44177	Pancrudo	Pensionistas de jubilación	57
44177	Pancrudo	Realizando o compartiendo las labores del hogar	32
44177	Pancrudo	Otra situación	2
44178	Parras de Castellote (Las)	Estudiantes	2
44178	Parras de Castellote (Las)	Ocupados	25
44178	Parras de Castellote (Las)	Parados que han trabajado antes	2
44178	Parras de Castellote (Las)	Pensionistas de viudedad u orfandad	1
44178	Parras de Castellote (Las)	Pensionistas de jubilación	41
44178	Parras de Castellote (Las)	Realizando o compartiendo las labores del hogar	8
44179	Peñarroya de Tastavins	Estudiantes	84
44179	Peñarroya de Tastavins	Ocupados	200
44179	Peñarroya de Tastavins	Parados buscando el primer empleo	1
44179	Peñarroya de Tastavins	Parados que han trabajado antes	4
44179	Peñarroya de Tastavins	Pensionistas de invalidez	7
44179	Peñarroya de Tastavins	Pensionistas de viudedad u orfandad	23
44179	Peñarroya de Tastavins	Pensionistas de jubilación	115
44179	Peñarroya de Tastavins	Realizando o compartiendo las labores del hogar	88
44179	Peñarroya de Tastavins	Otra situación	17
44180	Peracense	Estudiantes	1
44180	Peracense	Ocupados	33
44180	Peracense	Pensionistas de jubilación	48
44180	Peracense	Realizando o compartiendo las labores del hogar	16
44181	Peralejos	Estudiantes	7
44181	Peralejos	Ocupados	28
44181	Peralejos	Pensionistas de viudedad u orfandad	8
44181	Peralejos	Pensionistas de jubilación	29
44181	Peralejos	Realizando o compartiendo las labores del hogar	9
44182	Perales del Alfambra	Estudiantes	53
44182	Perales del Alfambra	Ocupados	112
44182	Perales del Alfambra	Parados buscando el primer empleo	3
44182	Perales del Alfambra	Parados que han trabajado antes	5
44182	Perales del Alfambra	Pensionistas de invalidez	5
44182	Perales del Alfambra	Pensionistas de viudedad u orfandad	13
44182	Perales del Alfambra	Pensionistas de jubilación	61
44182	Perales del Alfambra	Dependientes	1
44182	Perales del Alfambra	Realizando o compartiendo las labores del hogar	38
44182	Perales del Alfambra	Otra situación	2
44183	Pitarque	Estudiantes	16
44183	Pitarque	Ocupados	30
44183	Pitarque	Parados buscando el primer empleo	1
44183	Pitarque	Parados que han trabajado antes	1
44183	Pitarque	Pensionistas de invalidez	1
44183	Pitarque	Pensionistas de viudedad u orfandad	6
44183	Pitarque	Pensionistas de jubilación	37
44183	Pitarque	Realizando o compartiendo las labores del hogar	11
44183	Pitarque	Otra situación	1
44184	Plou	Estudiantes	3
44184	Plou	Ocupados	14
44184	Plou	Parados que han trabajado antes	1
44184	Plou	Pensionistas de invalidez	3
44184	Plou	Pensionistas de viudedad u orfandad	6
44184	Plou	Pensionistas de jubilación	17
44184	Plou	Dependientes	1
44184	Plou	Realizando o compartiendo las labores del hogar	7
44184	Plou	Otra situación	1
44185	Pobo (El)	Estudiantes	16
44185	Pobo (El)	Ocupados	48
44185	Pobo (El)	Parados que han trabajado antes	4
44185	Pobo (El)	Pensionistas de viudedad u orfandad	2
44185	Pobo (El)	Pensionistas de jubilación	50
44185	Pobo (El)	Realizando o compartiendo las labores del hogar	9
44187	Portellada (La)	Estudiantes	37
44187	Portellada (La)	Ocupados	116
44187	Portellada (La)	Parados buscando el primer empleo	3
44187	Portellada (La)	Parados que han trabajado antes	4
44187	Portellada (La)	Pensionistas de invalidez	4
44187	Portellada (La)	Pensionistas de viudedad u orfandad	3
44187	Portellada (La)	Pensionistas de jubilación	114
44187	Portellada (La)	Realizando o compartiendo las labores del hogar	11
44189	Pozondón	Estudiantes	4
44189	Pozondón	Ocupados	20
44189	Pozondón	Parados que han trabajado antes	2
44189	Pozondón	Pensionistas de invalidez	1
44189	Pozondón	Pensionistas de viudedad u orfandad	6
44189	Pozondón	Pensionistas de jubilación	38
44189	Pozondón	Dependientes	1
44189	Pozondón	Realizando o compartiendo las labores del hogar	8
44190	Pozuel del Campo	Estudiantes	12
44190	Pozuel del Campo	Ocupados	32
44190	Pozuel del Campo	Parados buscando el primer empleo	2
44190	Pozuel del Campo	Parados que han trabajado antes	4
44190	Pozuel del Campo	Pensionistas de invalidez	2
44190	Pozuel del Campo	Pensionistas de viudedad u orfandad	3
44190	Pozuel del Campo	Pensionistas de jubilación	49
44190	Pozuel del Campo	Realizando o compartiendo las labores del hogar	8
44191	Puebla de Híjar (La)	Estudiantes	151
44191	Puebla de Híjar (La)	Ocupados	377
44191	Puebla de Híjar (La)	Parados buscando el primer empleo	2
44191	Puebla de Híjar (La)	Parados que han trabajado antes	12
44191	Puebla de Híjar (La)	Pensionistas de invalidez	14
44191	Puebla de Híjar (La)	Pensionistas de viudedad u orfandad	69
44191	Puebla de Híjar (La)	Pensionistas de jubilación	205
44191	Puebla de Híjar (La)	Realizando o compartiendo las labores del hogar	212
44191	Puebla de Híjar (La)	Otra situación	4
44192	Puebla de Valverde (La)	Estudiantes	66
44192	Puebla de Valverde (La)	Ocupados	189
44192	Puebla de Valverde (La)	Parados que han trabajado antes	11
44192	Puebla de Valverde (La)	Pensionistas de invalidez	9
44192	Puebla de Valverde (La)	Pensionistas de viudedad u orfandad	12
44192	Puebla de Valverde (La)	Pensionistas de jubilación	151
44192	Puebla de Valverde (La)	Realizando tareas de voluntariado	1
44192	Puebla de Valverde (La)	Dependientes	1
44192	Puebla de Valverde (La)	Realizando o compartiendo las labores del hogar	33
44192	Puebla de Valverde (La)	Otra situación	12
44193	Puertomingalvo	Estudiantes	11
44193	Puertomingalvo	Ocupados	63
44193	Puertomingalvo	Parados que han trabajado antes	5
44193	Puertomingalvo	Pensionistas de invalidez	2
44193	Puertomingalvo	Pensionistas de viudedad u orfandad	1
44193	Puertomingalvo	Pensionistas de jubilación	57
44193	Puertomingalvo	Realizando o compartiendo las labores del hogar	8
44193	Puertomingalvo	Otra situación	1
44194	Ráfales	Estudiantes	24
44194	Ráfales	Ocupados	68
44194	Ráfales	Parados buscando el primer empleo	1
44194	Ráfales	Pensionistas de invalidez	4
44194	Ráfales	Pensionistas de viudedad u orfandad	5
44194	Ráfales	Pensionistas de jubilación	77
44194	Ráfales	Dependientes	1
44194	Ráfales	Realizando o compartiendo las labores del hogar	18
44194	Ráfales	Otra situación	1
44195	Rillo	Estudiantes	10
44195	Rillo	Ocupados	37
44195	Rillo	Parados buscando el primer empleo	2
44195	Rillo	Parados que han trabajado antes	3
44195	Rillo	Pensionistas de invalidez	5
44195	Rillo	Pensionistas de viudedad u orfandad	3
44195	Rillo	Pensionistas de jubilación	52
44195	Rillo	Realizando o compartiendo las labores del hogar	23
44195	Rillo	Otra situación	2
44196	Riodeva	Estudiantes	16
44196	Riodeva	Ocupados	55
44196	Riodeva	Parados buscando el primer empleo	12
44196	Riodeva	Parados que han trabajado antes	4
44196	Riodeva	Pensionistas de invalidez	7
44196	Riodeva	Pensionistas de viudedad u orfandad	19
44196	Riodeva	Pensionistas de jubilación	67
44196	Riodeva	Realizando o compartiendo las labores del hogar	18
44196	Riodeva	Otra situación	3
44197	Ródenas	Estudiantes	11
44197	Ródenas	Ocupados	21
44197	Ródenas	Parados que han trabajado antes	2
44197	Ródenas	Pensionistas de invalidez	1
44197	Ródenas	Pensionistas de viudedad u orfandad	1
44197	Ródenas	Pensionistas de jubilación	37
44197	Ródenas	Dependientes	1
44197	Ródenas	Realizando o compartiendo las labores del hogar	8
44198	Royuela	Estudiantes	28
44198	Royuela	Ocupados	100
44198	Royuela	Parados que han trabajado antes	2
44198	Royuela	Pensionistas de invalidez	5
44198	Royuela	Pensionistas de viudedad u orfandad	15
44198	Royuela	Pensionistas de jubilación	47
44198	Royuela	Realizando o compartiendo las labores del hogar	31
44198	Royuela	Otra situación	2
44199	Rubiales	Estudiantes	6
44199	Rubiales	Ocupados	14
44199	Rubiales	Pensionistas de invalidez	1
44199	Rubiales	Pensionistas de viudedad u orfandad	2
44199	Rubiales	Pensionistas de jubilación	26
44199	Rubiales	Realizando o compartiendo las labores del hogar	4
44200	Rubielos de la Cérida	Ocupados	17
44200	Rubielos de la Cérida	Parados buscando el primer empleo	2
44200	Rubielos de la Cérida	Pensionistas de invalidez	1
44200	Rubielos de la Cérida	Pensionistas de viudedad u orfandad	5
44200	Rubielos de la Cérida	Pensionistas de jubilación	18
44200	Rubielos de la Cérida	Realizando o compartiendo las labores del hogar	13
44200	Rubielos de la Cérida	Otra situación	3
44201	Rubielos de Mora	Estudiantes	96
44201	Rubielos de Mora	Ocupados	222
44201	Rubielos de Mora	Parados que han trabajado antes	13
44201	Rubielos de Mora	Pensionistas de invalidez	9
44201	Rubielos de Mora	Pensionistas de viudedad u orfandad	35
44201	Rubielos de Mora	Pensionistas de jubilación	129
44201	Rubielos de Mora	Dependientes	1
44201	Rubielos de Mora	Realizando o compartiendo las labores del hogar	84
44201	Rubielos de Mora	Otra situación	18
44203	Salcedillo	Ocupados	1
44203	Salcedillo	Pensionistas de viudedad u orfandad	1
44203	Salcedillo	Pensionistas de jubilación	5
44204	Saldón	Estudiantes	1
44204	Saldón	Ocupados	7
44204	Saldón	Pensionistas de invalidez	1
44204	Saldón	Pensionistas de jubilación	21
44204	Saldón	Realizando o compartiendo las labores del hogar	2
44205	Samper de Calanda	Estudiantes	130
44205	Samper de Calanda	Ocupados	309
44205	Samper de Calanda	Parados buscando el primer empleo	4
44205	Samper de Calanda	Parados que han trabajado antes	14
44205	Samper de Calanda	Pensionistas de invalidez	9
44205	Samper de Calanda	Pensionistas de viudedad u orfandad	88
44205	Samper de Calanda	Pensionistas de jubilación	216
44205	Samper de Calanda	Dependientes	3
44205	Samper de Calanda	Realizando o compartiendo las labores del hogar	191
44205	Samper de Calanda	Otra situación	7
44206	San Agustín	Estudiantes	11
44206	San Agustín	Ocupados	45
44206	San Agustín	Pensionistas de invalidez	2
44206	San Agustín	Pensionistas de viudedad u orfandad	7
44206	San Agustín	Pensionistas de jubilación	50
44206	San Agustín	Realizando o compartiendo las labores del hogar	9
44206	San Agustín	Otra situación	3
44207	San Martín del Río	Estudiantes	13
44207	San Martín del Río	Ocupados	76
44207	San Martín del Río	Parados que han trabajado antes	5
44207	San Martín del Río	Pensionistas de invalidez	10
44207	San Martín del Río	Pensionistas de viudedad u orfandad	19
44207	San Martín del Río	Pensionistas de jubilación	83
44207	San Martín del Río	Realizando o compartiendo las labores del hogar	63
44208	Santa Cruz de Nogueras	Estudiantes	1
44208	Santa Cruz de Nogueras	Ocupados	8
44208	Santa Cruz de Nogueras	Pensionistas de viudedad u orfandad	3
44208	Santa Cruz de Nogueras	Pensionistas de jubilación	14
44208	Santa Cruz de Nogueras	Realizando o compartiendo las labores del hogar	3
44209	Santa Eulalia	Estudiantes	144
44209	Santa Eulalia	Ocupados	352
44209	Santa Eulalia	Parados buscando el primer empleo	9
44209	Santa Eulalia	Parados que han trabajado antes	37
44209	Santa Eulalia	Pensionistas de invalidez	19
44209	Santa Eulalia	Pensionistas de viudedad u orfandad	94
44209	Santa Eulalia	Pensionistas de jubilación	270
44209	Santa Eulalia	Dependientes	1
44209	Santa Eulalia	Realizando o compartiendo las labores del hogar	197
44209	Santa Eulalia	Otra situación	9
44210	Sarrión	Estudiantes	163
44210	Sarrión	Ocupados	378
44210	Sarrión	Parados buscando el primer empleo	7
44210	Sarrión	Parados que han trabajado antes	38
44210	Sarrión	Pensionistas de invalidez	25
44210	Sarrión	Pensionistas de viudedad u orfandad	39
44210	Sarrión	Pensionistas de jubilación	209
44210	Sarrión	Dependientes	2
44210	Sarrión	Realizando o compartiendo las labores del hogar	126
44210	Sarrión	Otra situación	23
44211	Segura de los Baños	Estudiantes	3
44211	Segura de los Baños	Ocupados	8
44211	Segura de los Baños	Pensionistas de jubilación	18
44211	Segura de los Baños	Realizando o compartiendo las labores del hogar	11
44212	Seno	Estudiantes	2
44212	Seno	Ocupados	15
44212	Seno	Parados buscando el primer empleo	1
44212	Seno	Pensionistas de invalidez	3
44212	Seno	Pensionistas de viudedad u orfandad	3
44212	Seno	Pensionistas de jubilación	13
44212	Seno	Realizando o compartiendo las labores del hogar	10
44213	Singra	Estudiantes	8
44213	Singra	Ocupados	27
44213	Singra	Parados buscando el primer empleo	1
44213	Singra	Pensionistas de viudedad u orfandad	1
44213	Singra	Pensionistas de jubilación	42
44213	Singra	Realizando o compartiendo las labores del hogar	7
44213	Singra	Otra situación	1
44215	Terriente	Estudiantes	15
44215	Terriente	Ocupados	53
44215	Terriente	Parados buscando el primer empleo	4
44215	Terriente	Parados que han trabajado antes	2
44215	Terriente	Pensionistas de invalidez	3
44215	Terriente	Pensionistas de viudedad u orfandad	2
44215	Terriente	Pensionistas de jubilación	76
44215	Terriente	Realizando o compartiendo las labores del hogar	14
44215	Terriente	Otra situación	2
44216	Teruel	Estudiantes	6828
44216	Teruel	Ocupados	13427
44216	Teruel	Parados buscando el primer empleo	191
44216	Teruel	Parados que han trabajado antes	875
44216	Teruel	Pensionistas de invalidez	272
44216	Teruel	Pensionistas de viudedad u orfandad	1007
44216	Teruel	Pensionistas de jubilación	3568
44216	Teruel	Realizando tareas de voluntariado	16
44216	Teruel	Dependientes	69
44216	Teruel	Realizando o compartiendo las labores del hogar	2906
44216	Teruel	Otra situación	782
44217	Toril y Masegoso	Ocupados	11
44217	Toril y Masegoso	Pensionistas de viudedad u orfandad	4
44217	Toril y Masegoso	Pensionistas de jubilación	9
44217	Toril y Masegoso	Realizando o compartiendo las labores del hogar	2
44218	Tormón	Ocupados	4
44218	Tormón	Parados buscando el primer empleo	1
44218	Tormón	Parados que han trabajado antes	2
44218	Tormón	Pensionistas de jubilación	24
44218	Tormón	Realizando o compartiendo las labores del hogar	4
44219	Tornos	Estudiantes	22
44219	Tornos	Ocupados	70
44219	Tornos	Parados buscando el primer empleo	1
44219	Tornos	Parados que han trabajado antes	9
44219	Tornos	Pensionistas de invalidez	8
44219	Tornos	Pensionistas de viudedad u orfandad	1
44219	Tornos	Pensionistas de jubilación	74
44219	Tornos	Realizando o compartiendo las labores del hogar	60
44220	Torralba de los Sisones	Estudiantes	36
44220	Torralba de los Sisones	Ocupados	69
44220	Torralba de los Sisones	Parados buscando el primer empleo	2
44220	Torralba de los Sisones	Parados que han trabajado antes	2
44220	Torralba de los Sisones	Pensionistas de invalidez	1
44220	Torralba de los Sisones	Pensionistas de viudedad u orfandad	13
44220	Torralba de los Sisones	Pensionistas de jubilación	42
44220	Torralba de los Sisones	Dependientes	3
44220	Torralba de los Sisones	Realizando o compartiendo las labores del hogar	55
44220	Torralba de los Sisones	Otra situación	8
44221	Torrecilla de Alcañiz	Estudiantes	68
44221	Torrecilla de Alcañiz	Ocupados	152
44221	Torrecilla de Alcañiz	Parados buscando el primer empleo	1
44221	Torrecilla de Alcañiz	Parados que han trabajado antes	4
44221	Torrecilla de Alcañiz	Pensionistas de invalidez	21
44221	Torrecilla de Alcañiz	Pensionistas de viudedad u orfandad	6
44221	Torrecilla de Alcañiz	Pensionistas de jubilación	132
44221	Torrecilla de Alcañiz	Realizando o compartiendo las labores del hogar	39
44221	Torrecilla de Alcañiz	Otra situación	16
44222	Torrecilla del Rebollar	Estudiantes	13
44222	Torrecilla del Rebollar	Ocupados	56
44222	Torrecilla del Rebollar	Parados que han trabajado antes	1
44222	Torrecilla del Rebollar	Pensionistas de invalidez	2
44222	Torrecilla del Rebollar	Pensionistas de viudedad u orfandad	4
44222	Torrecilla del Rebollar	Pensionistas de jubilación	64
44222	Torrecilla del Rebollar	Realizando o compartiendo las labores del hogar	35
44222	Torrecilla del Rebollar	Otra situación	2
44223	Torre de Arcas	Estudiantes	13
44223	Torre de Arcas	Ocupados	36
44223	Torre de Arcas	Parados buscando el primer empleo	1
44223	Torre de Arcas	Pensionistas de jubilación	42
44223	Torre de Arcas	Realizando o compartiendo las labores del hogar	10
44224	Torre de las Arcas	Estudiantes	4
44224	Torre de las Arcas	Ocupados	9
44224	Torre de las Arcas	Parados que han trabajado antes	1
44224	Torre de las Arcas	Pensionistas de invalidez	1
44224	Torre de las Arcas	Pensionistas de viudedad u orfandad	2
44224	Torre de las Arcas	Pensionistas de jubilación	16
44224	Torre de las Arcas	Realizando o compartiendo las labores del hogar	4
44225	Torre del Compte	Estudiantes	29
44225	Torre del Compte	Ocupados	55
44225	Torre del Compte	Parados buscando el primer empleo	2
44225	Torre del Compte	Parados que han trabajado antes	2
44225	Torre del Compte	Pensionistas de invalidez	6
44225	Torre del Compte	Pensionistas de viudedad u orfandad	10
44225	Torre del Compte	Pensionistas de jubilación	63
44225	Torre del Compte	Realizando o compartiendo las labores del hogar	6
44225	Torre del Compte	Otra situación	1
44226	Torrelacárcel	Estudiantes	23
44226	Torrelacárcel	Ocupados	86
44226	Torrelacárcel	Parados buscando el primer empleo	1
44226	Torrelacárcel	Parados que han trabajado antes	6
44226	Torrelacárcel	Pensionistas de invalidez	15
44226	Torrelacárcel	Pensionistas de viudedad u orfandad	8
44226	Torrelacárcel	Pensionistas de jubilación	125
44226	Torrelacárcel	Realizando o compartiendo las labores del hogar	13
44227	Torre los Negros	Estudiantes	4
44227	Torre los Negros	Ocupados	29
44227	Torre los Negros	Pensionistas de invalidez	2
44227	Torre los Negros	Pensionistas de viudedad u orfandad	1
44227	Torre los Negros	Pensionistas de jubilación	40
44227	Torre los Negros	Realizando o compartiendo las labores del hogar	15
44227	Torre los Negros	Otra situación	3
44228	Torremocha de Jiloca	Estudiantes	19
44228	Torremocha de Jiloca	Ocupados	44
44228	Torremocha de Jiloca	Parados que han trabajado antes	2
44228	Torremocha de Jiloca	Pensionistas de invalidez	10
44228	Torremocha de Jiloca	Pensionistas de jubilación	76
44228	Torremocha de Jiloca	Realizando o compartiendo las labores del hogar	8
44229	Torres de Albarracín	Estudiantes	17
44229	Torres de Albarracín	Ocupados	68
44229	Torres de Albarracín	Parados buscando el primer empleo	1
44229	Torres de Albarracín	Parados que han trabajado antes	1
44229	Torres de Albarracín	Pensionistas de invalidez	6
44229	Torres de Albarracín	Pensionistas de viudedad u orfandad	2
44229	Torres de Albarracín	Pensionistas de jubilación	47
44229	Torres de Albarracín	Dependientes	1
44229	Torres de Albarracín	Realizando o compartiendo las labores del hogar	14
44229	Torres de Albarracín	Otra situación	1
44230	Torrevelilla	Estudiantes	27
44230	Torrevelilla	Ocupados	55
44230	Torrevelilla	Parados que han trabajado antes	6
44230	Torrevelilla	Pensionistas de invalidez	8
44230	Torrevelilla	Pensionistas de viudedad u orfandad	23
44230	Torrevelilla	Pensionistas de jubilación	59
44230	Torrevelilla	Realizando o compartiendo las labores del hogar	25
44230	Torrevelilla	Otra situación	6
44231	Torrijas	Estudiantes	6
44231	Torrijas	Ocupados	20
44231	Torrijas	Parados buscando el primer empleo	1
44231	Torrijas	Parados que han trabajado antes	1
44231	Torrijas	Pensionistas de viudedad u orfandad	3
44231	Torrijas	Pensionistas de jubilación	31
44231	Torrijas	Realizando o compartiendo las labores del hogar	4
44231	Torrijas	Otra situación	1
44232	Torrijo del Campo	Estudiantes	82
44232	Torrijo del Campo	Ocupados	195
44232	Torrijo del Campo	Parados buscando el primer empleo	1
44232	Torrijo del Campo	Parados que han trabajado antes	7
44232	Torrijo del Campo	Pensionistas de invalidez	10
44232	Torrijo del Campo	Pensionistas de viudedad u orfandad	41
44232	Torrijo del Campo	Pensionistas de jubilación	108
44232	Torrijo del Campo	Realizando o compartiendo las labores del hogar	107
44232	Torrijo del Campo	Otra situación	8
44234	Tramacastiel	Estudiantes	14
44234	Tramacastiel	Ocupados	30
44234	Tramacastiel	Parados que han trabajado antes	2
44234	Tramacastiel	Pensionistas de invalidez	4
44234	Tramacastiel	Pensionistas de viudedad u orfandad	6
44234	Tramacastiel	Pensionistas de jubilación	41
44234	Tramacastiel	Realizando o compartiendo las labores del hogar	11
44234	Tramacastiel	Otra situación	3
44235	Tramacastilla	Estudiantes	16
44235	Tramacastilla	Ocupados	39
44235	Tramacastilla	Parados buscando el primer empleo	1
44235	Tramacastilla	Parados que han trabajado antes	1
44235	Tramacastilla	Pensionistas de viudedad u orfandad	6
44235	Tramacastilla	Pensionistas de jubilación	39
44235	Tramacastilla	Realizando o compartiendo las labores del hogar	29
44235	Tramacastilla	Otra situación	4
44236	Tronchón	Estudiantes	7
44236	Tronchón	Ocupados	42
44236	Tronchón	Pensionistas de jubilación	43
44236	Tronchón	Dependientes	1
44236	Tronchón	Realizando o compartiendo las labores del hogar	7
44236	Tronchón	Otra situación	2
44237	Urrea de Gaén	Estudiantes	82
44237	Urrea de Gaén	Ocupados	186
44237	Urrea de Gaén	Parados buscando el primer empleo	6
44237	Urrea de Gaén	Parados que han trabajado antes	9
44237	Urrea de Gaén	Pensionistas de invalidez	18
44237	Urrea de Gaén	Pensionistas de viudedad u orfandad	45
44237	Urrea de Gaén	Pensionistas de jubilación	121
44237	Urrea de Gaén	Realizando o compartiendo las labores del hogar	110
44237	Urrea de Gaén	Otra situación	5
44238	Utrillas	Estudiantes	661
44238	Utrillas	Ocupados	1079
44238	Utrillas	Parados buscando el primer empleo	28
44238	Utrillas	Parados que han trabajado antes	140
44238	Utrillas	Pensionistas de invalidez	98
44238	Utrillas	Pensionistas de viudedad u orfandad	118
44238	Utrillas	Pensionistas de jubilación	401
44238	Utrillas	Dependientes	7
44238	Utrillas	Realizando o compartiendo las labores del hogar	527
44238	Utrillas	Otra situación	56
44239	Valacloche	Ocupados	1
44239	Valacloche	Parados buscando el primer empleo	2
44239	Valacloche	Pensionistas de invalidez	1
44239	Valacloche	Pensionistas de jubilación	13
44239	Valacloche	Realizando o compartiendo las labores del hogar	3
44240	Valbona	Estudiantes	18
44240	Valbona	Ocupados	81
44240	Valbona	Parados buscando el primer empleo	2
44240	Valbona	Parados que han trabajado antes	5
44240	Valbona	Pensionistas de invalidez	7
