Municipio código	Municipio nombre	Condición socioeconómica código	Condición socioeconómica	Sexo	Personas residentes viviendas familiares
44161	Muniesa	13	Resto del personal administrativo y comercial	Hombres	4
44161	Muniesa	13	Resto del personal administrativo y comercial	Mujeres	10
44161	Muniesa	14	Resto del personal de los servicios	Hombres	7
44161	Muniesa	14	Resto del personal de los servicios	Mujeres	12
44161	Muniesa	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
44161	Muniesa	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	30
44161	Muniesa	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	4
44161	Muniesa	17	Operarios sin especialización de establecimientos no agrarios	Hombres	12
44161	Muniesa	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
44161	Muniesa	18	Profesionales de las fuerzas armadas	Hombres	3
44163	Noguera de Albarracín	1	Empresarios agrarios con asalariados	Mujeres	1
44163	Noguera de Albarracín	2	Empresarios agrarios sin asalariados	Hombres	12
44163	Noguera de Albarracín	5	Resto de trabajadores de explotaciones agrarias	Hombres	4
44163	Noguera de Albarracín	8	Empresarios no agrarios sin asalariados	Hombres	7
44163	Noguera de Albarracín	8	Empresarios no agrarios sin asalariados	Mujeres	2
44163	Noguera de Albarracín	9	Miembros de cooperativas no agrarias	Hombres	1
44163	Noguera de Albarracín	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	1
44163	Noguera de Albarracín	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	2
44163	Noguera de Albarracín	13	Resto del personal administrativo y comercial	Hombres	2
44163	Noguera de Albarracín	13	Resto del personal administrativo y comercial	Mujeres	4
44163	Noguera de Albarracín	14	Resto del personal de los servicios	Hombres	4
44163	Noguera de Albarracín	14	Resto del personal de los servicios	Mujeres	2
44163	Noguera de Albarracín	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	8
44163	Noguera de Albarracín	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	3
44164	Nogueras	2	Empresarios agrarios sin asalariados	Hombres	3
44164	Nogueras	2	Empresarios agrarios sin asalariados	Mujeres	3
44164	Nogueras	14	Resto del personal de los servicios	Mujeres	1
44164	Nogueras	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	2
44164	Nogueras	17	Operarios sin especialización de establecimientos no agrarios	Hombres	1
44165	Nogueruelas	1	Empresarios agrarios con asalariados	Hombres	1
44165	Nogueruelas	2	Empresarios agrarios sin asalariados	Hombres	11
44165	Nogueruelas	2	Empresarios agrarios sin asalariados	Mujeres	4
44165	Nogueruelas	3	Miembros de cooperativas agrarias	Mujeres	1
44165	Nogueruelas	5	Resto de trabajadores de explotaciones agrarias	Hombres	1
44165	Nogueruelas	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
44165	Nogueruelas	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
44165	Nogueruelas	7	Empresarios no agrarios con asalariados	Hombres	2
44165	Nogueruelas	7	Empresarios no agrarios con asalariados	Mujeres	2
44165	Nogueruelas	8	Empresarios no agrarios sin asalariados	Hombres	8
44165	Nogueruelas	8	Empresarios no agrarios sin asalariados	Mujeres	5
44165	Nogueruelas	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	3
44165	Nogueruelas	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	4
44165	Nogueruelas	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	4
44165	Nogueruelas	13	Resto del personal administrativo y comercial	Hombres	4
44165	Nogueruelas	13	Resto del personal administrativo y comercial	Mujeres	5
44165	Nogueruelas	14	Resto del personal de los servicios	Hombres	5
44165	Nogueruelas	14	Resto del personal de los servicios	Mujeres	6
44165	Nogueruelas	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
44165	Nogueruelas	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	11
44165	Nogueruelas	17	Operarios sin especialización de establecimientos no agrarios	Hombres	6
44167	Obón	1	Empresarios agrarios con asalariados	Hombres	1
44167	Obón	2	Empresarios agrarios sin asalariados	Hombres	4
44167	Obón	5	Resto de trabajadores de explotaciones agrarias	Hombres	1
44167	Obón	5	Resto de trabajadores de explotaciones agrarias	Mujeres	2
44167	Obón	7	Empresarios no agrarios con asalariados	Hombres	1
44167	Obón	8	Empresarios no agrarios sin asalariados	Hombres	6
44167	Obón	8	Empresarios no agrarios sin asalariados	Mujeres	3
44167	Obón	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
44167	Obón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	1
44167	Obón	13	Resto del personal administrativo y comercial	Hombres	1
44167	Obón	14	Resto del personal de los servicios	Hombres	1
44167	Obón	14	Resto del personal de los servicios	Mujeres	3
44167	Obón	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	4
44167	Obón	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	3
44167	Obón	17	Operarios sin especialización de establecimientos no agrarios	Hombres	1
44168	Odón	2	Empresarios agrarios sin asalariados	Hombres	48
44168	Odón	2	Empresarios agrarios sin asalariados	Mujeres	25
44168	Odón	5	Resto de trabajadores de explotaciones agrarias	Hombres	4
44168	Odón	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
44168	Odón	7	Empresarios no agrarios con asalariados	Hombres	1
44168	Odón	8	Empresarios no agrarios sin asalariados	Hombres	3
44168	Odón	8	Empresarios no agrarios sin asalariados	Mujeres	2
44168	Odón	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
44168	Odón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	3
44168	Odón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	5
44168	Odón	13	Resto del personal administrativo y comercial	Mujeres	9
44168	Odón	14	Resto del personal de los servicios	Hombres	2
44168	Odón	14	Resto del personal de los servicios	Mujeres	3
44168	Odón	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	3
44168	Odón	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	1
44168	Odón	17	Operarios sin especialización de establecimientos no agrarios	Hombres	1
44169	Ojos Negros	1	Empresarios agrarios con asalariados	Mujeres	1
44169	Ojos Negros	2	Empresarios agrarios sin asalariados	Hombres	27
44169	Ojos Negros	2	Empresarios agrarios sin asalariados	Mujeres	6
44169	Ojos Negros	5	Resto de trabajadores de explotaciones agrarias	Mujeres	1
44169	Ojos Negros	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	2
44169	Ojos Negros	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
44169	Ojos Negros	7	Empresarios no agrarios con asalariados	Hombres	6
44169	Ojos Negros	7	Empresarios no agrarios con asalariados	Mujeres	1
44169	Ojos Negros	8	Empresarios no agrarios sin asalariados	Hombres	5
44169	Ojos Negros	8	Empresarios no agrarios sin asalariados	Mujeres	3
44169	Ojos Negros	9	Miembros de cooperativas no agrarias	Hombres	1
44169	Ojos Negros	9	Miembros de cooperativas no agrarias	Mujeres	11
44169	Ojos Negros	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	3
44169	Ojos Negros	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
44169	Ojos Negros	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	8
44169	Ojos Negros	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	11
44169	Ojos Negros	13	Resto del personal administrativo y comercial	Hombres	10
44169	Ojos Negros	13	Resto del personal administrativo y comercial	Mujeres	8
44169	Ojos Negros	14	Resto del personal de los servicios	Hombres	5
44169	Ojos Negros	14	Resto del personal de los servicios	Mujeres	6
44169	Ojos Negros	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	2
44169	Ojos Negros	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	41
44169	Ojos Negros	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	3
44169	Ojos Negros	17	Operarios sin especialización de establecimientos no agrarios	Hombres	7
44169	Ojos Negros	19	No clasificables por condicion socioeconómica	Hombres	2
44169	Ojos Negros	19	No clasificables por condicion socioeconómica	Mujeres	9
44171	Olba	2	Empresarios agrarios sin asalariados	Hombres	4
44171	Olba	2	Empresarios agrarios sin asalariados	Mujeres	1
44171	Olba	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
44171	Olba	7	Empresarios no agrarios con asalariados	Hombres	3
44171	Olba	8	Empresarios no agrarios sin asalariados	Hombres	3
44171	Olba	8	Empresarios no agrarios sin asalariados	Mujeres	1
44171	Olba	9	Miembros de cooperativas no agrarias	Hombres	1
44171	Olba	9	Miembros de cooperativas no agrarias	Mujeres	1
44171	Olba	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
44171	Olba	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	2
44171	Olba	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	3
44171	Olba	13	Resto del personal administrativo y comercial	Hombres	3
44171	Olba	13	Resto del personal administrativo y comercial	Mujeres	3
44171	Olba	14	Resto del personal de los servicios	Mujeres	2
44171	Olba	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	18
44171	Olba	17	Operarios sin especialización de establecimientos no agrarios	Hombres	3
44172	Oliete	1	Empresarios agrarios con asalariados	Hombres	3
44172	Oliete	2	Empresarios agrarios sin asalariados	Hombres	13
44172	Oliete	5	Resto de trabajadores de explotaciones agrarias	Hombres	4
44172	Oliete	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
44172	Oliete	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
44172	Oliete	7	Empresarios no agrarios con asalariados	Hombres	1
44172	Oliete	7	Empresarios no agrarios con asalariados	Mujeres	1
44172	Oliete	8	Empresarios no agrarios sin asalariados	Hombres	12
44172	Oliete	8	Empresarios no agrarios sin asalariados	Mujeres	8
44172	Oliete	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	2
44172	Oliete	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	5
44172	Oliete	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	1
44172	Oliete	13	Resto del personal administrativo y comercial	Hombres	3
44172	Oliete	13	Resto del personal administrativo y comercial	Mujeres	8
44172	Oliete	14	Resto del personal de los servicios	Hombres	4
44172	Oliete	14	Resto del personal de los servicios	Mujeres	2
44172	Oliete	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	2
44172	Oliete	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	20
44172	Oliete	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	3
44172	Oliete	17	Operarios sin especialización de establecimientos no agrarios	Hombres	5
44172	Oliete	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
44172	Oliete	18	Profesionales de las fuerzas armadas	Hombres	2
44173	Olmos (Los)	2	Empresarios agrarios sin asalariados	Hombres	7
44173	Olmos (Los)	2	Empresarios agrarios sin asalariados	Mujeres	2
44173	Olmos (Los)	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
44173	Olmos (Los)	5	Resto de trabajadores de explotaciones agrarias	Mujeres	3
44173	Olmos (Los)	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
44173	Olmos (Los)	7	Empresarios no agrarios con asalariados	Hombres	1
44173	Olmos (Los)	7	Empresarios no agrarios con asalariados	Mujeres	1
44173	Olmos (Los)	8	Empresarios no agrarios sin asalariados	Hombres	2
44173	Olmos (Los)	13	Resto del personal administrativo y comercial	Mujeres	3
44173	Olmos (Los)	14	Resto del personal de los servicios	Mujeres	3
44173	Olmos (Los)	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	15
44173	Olmos (Los)	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	1
44173	Olmos (Los)	17	Operarios sin especialización de establecimientos no agrarios	Hombres	4
44174	Orihuela del Tremedal	1	Empresarios agrarios con asalariados	Hombres	1
44174	Orihuela del Tremedal	2	Empresarios agrarios sin asalariados	Hombres	14
44174	Orihuela del Tremedal	5	Resto de trabajadores de explotaciones agrarias	Hombres	6
44174	Orihuela del Tremedal	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
44174	Orihuela del Tremedal	7	Empresarios no agrarios con asalariados	Hombres	20
44174	Orihuela del Tremedal	7	Empresarios no agrarios con asalariados	Mujeres	9
44174	Orihuela del Tremedal	8	Empresarios no agrarios sin asalariados	Hombres	26
44174	Orihuela del Tremedal	8	Empresarios no agrarios sin asalariados	Mujeres	9
44174	Orihuela del Tremedal	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
44174	Orihuela del Tremedal	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	13
44174	Orihuela del Tremedal	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	9
44174	Orihuela del Tremedal	13	Resto del personal administrativo y comercial	Hombres	7
44174	Orihuela del Tremedal	13	Resto del personal administrativo y comercial	Mujeres	16
44174	Orihuela del Tremedal	14	Resto del personal de los servicios	Hombres	8
44174	Orihuela del Tremedal	14	Resto del personal de los servicios	Mujeres	36
44174	Orihuela del Tremedal	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	51
44174	Orihuela del Tremedal	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	4
44174	Orihuela del Tremedal	17	Operarios sin especialización de establecimientos no agrarios	Hombres	5
44174	Orihuela del Tremedal	19	No clasificables por condicion socioeconómica	Mujeres	6
44175	Orrios	1	Empresarios agrarios con asalariados	Hombres	1
44175	Orrios	2	Empresarios agrarios sin asalariados	Hombres	17
44175	Orrios	2	Empresarios agrarios sin asalariados	Mujeres	2
44175	Orrios	5	Resto de trabajadores de explotaciones agrarias	Hombres	3
44175	Orrios	7	Empresarios no agrarios con asalariados	Hombres	6
44175	Orrios	8	Empresarios no agrarios sin asalariados	Hombres	5
44175	Orrios	8	Empresarios no agrarios sin asalariados	Mujeres	2
44175	Orrios	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	1
44175	Orrios	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	1
44175	Orrios	13	Resto del personal administrativo y comercial	Mujeres	4
44175	Orrios	14	Resto del personal de los servicios	Hombres	1
44175	Orrios	14	Resto del personal de los servicios	Mujeres	7
44175	Orrios	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
44175	Orrios	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	7
44176	Palomar de Arroyos	2	Empresarios agrarios sin asalariados	Hombres	7
44176	Palomar de Arroyos	2	Empresarios agrarios sin asalariados	Mujeres	1
44176	Palomar de Arroyos	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
44176	Palomar de Arroyos	5	Resto de trabajadores de explotaciones agrarias	Mujeres	1
44176	Palomar de Arroyos	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
44176	Palomar de Arroyos	7	Empresarios no agrarios con asalariados	Hombres	2
44176	Palomar de Arroyos	8	Empresarios no agrarios sin asalariados	Hombres	2
44176	Palomar de Arroyos	8	Empresarios no agrarios sin asalariados	Mujeres	2
44176	Palomar de Arroyos	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	6
44176	Palomar de Arroyos	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	7
44176	Palomar de Arroyos	13	Resto del personal administrativo y comercial	Hombres	1
44176	Palomar de Arroyos	13	Resto del personal administrativo y comercial	Mujeres	4
44176	Palomar de Arroyos	14	Resto del personal de los servicios	Hombres	1
44176	Palomar de Arroyos	14	Resto del personal de los servicios	Mujeres	2
44176	Palomar de Arroyos	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	2
44176	Palomar de Arroyos	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	26
44176	Palomar de Arroyos	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
44177	Pancrudo	1	Empresarios agrarios con asalariados	Hombres	1
44177	Pancrudo	2	Empresarios agrarios sin asalariados	Hombres	10
44177	Pancrudo	2	Empresarios agrarios sin asalariados	Mujeres	2
44177	Pancrudo	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
44177	Pancrudo	7	Empresarios no agrarios con asalariados	Hombres	1
44177	Pancrudo	8	Empresarios no agrarios sin asalariados	Hombres	4
44177	Pancrudo	9	Miembros de cooperativas no agrarias	Hombres	1
44177	Pancrudo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	2
44177	Pancrudo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	4
44177	Pancrudo	13	Resto del personal administrativo y comercial	Hombres	1
44177	Pancrudo	13	Resto del personal administrativo y comercial	Mujeres	3
44177	Pancrudo	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	3
44177	Pancrudo	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	1
44177	Pancrudo	17	Operarios sin especialización de establecimientos no agrarios	Hombres	2
44177	Pancrudo	19	No clasificables por condicion socioeconómica	Hombres	1
44178	Parras de Castellote (Las)	2	Empresarios agrarios sin asalariados	Hombres	7
44178	Parras de Castellote (Las)	2	Empresarios agrarios sin asalariados	Mujeres	3
44178	Parras de Castellote (Las)	8	Empresarios no agrarios sin asalariados	Hombres	1
44178	Parras de Castellote (Las)	14	Resto del personal de los servicios	Mujeres	3
44178	Parras de Castellote (Las)	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	9
44178	Parras de Castellote (Las)	17	Operarios sin especialización de establecimientos no agrarios	Hombres	1
44178	Parras de Castellote (Las)	19	No clasificables por condicion socioeconómica	Hombres	1
44179	Peñarroya de Tastavins	1	Empresarios agrarios con asalariados	Hombres	8
44179	Peñarroya de Tastavins	1	Empresarios agrarios con asalariados	Mujeres	1
44179	Peñarroya de Tastavins	2	Empresarios agrarios sin asalariados	Hombres	52
44179	Peñarroya de Tastavins	2	Empresarios agrarios sin asalariados	Mujeres	16
44179	Peñarroya de Tastavins	4	Directores y jefes de explotaciones agrarias	Hombres	1
44179	Peñarroya de Tastavins	5	Resto de trabajadores de explotaciones agrarias	Hombres	31
44179	Peñarroya de Tastavins	5	Resto de trabajadores de explotaciones agrarias	Mujeres	10
44179	Peñarroya de Tastavins	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	2
44179	Peñarroya de Tastavins	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
44179	Peñarroya de Tastavins	7	Empresarios no agrarios con asalariados	Hombres	6
44179	Peñarroya de Tastavins	7	Empresarios no agrarios con asalariados	Mujeres	3
44179	Peñarroya de Tastavins	8	Empresarios no agrarios sin asalariados	Hombres	10
44179	Peñarroya de Tastavins	8	Empresarios no agrarios sin asalariados	Mujeres	4
44179	Peñarroya de Tastavins	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
44179	Peñarroya de Tastavins	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
44179	Peñarroya de Tastavins	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	7
44179	Peñarroya de Tastavins	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	8
44179	Peñarroya de Tastavins	13	Resto del personal administrativo y comercial	Hombres	1
44179	Peñarroya de Tastavins	13	Resto del personal administrativo y comercial	Mujeres	11
44179	Peñarroya de Tastavins	14	Resto del personal de los servicios	Hombres	1
44179	Peñarroya de Tastavins	14	Resto del personal de los servicios	Mujeres	3
44179	Peñarroya de Tastavins	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	9
44179	Peñarroya de Tastavins	17	Operarios sin especialización de establecimientos no agrarios	Hombres	12
44179	Peñarroya de Tastavins	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
44180	Peracense	2	Empresarios agrarios sin asalariados	Hombres	5
44180	Peracense	2	Empresarios agrarios sin asalariados	Mujeres	3
44180	Peracense	8	Empresarios no agrarios sin asalariados	Mujeres	1
44180	Peracense	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	5
44180	Peracense	13	Resto del personal administrativo y comercial	Hombres	4
44180	Peracense	13	Resto del personal administrativo y comercial	Mujeres	3
44180	Peracense	14	Resto del personal de los servicios	Hombres	1
44180	Peracense	14	Resto del personal de los servicios	Mujeres	1
44180	Peracense	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	5
44180	Peracense	19	No clasificables por condicion socioeconómica	Mujeres	5
44181	Peralejos	2	Empresarios agrarios sin asalariados	Hombres	6
44181	Peralejos	2	Empresarios agrarios sin asalariados	Mujeres	2
44181	Peralejos	7	Empresarios no agrarios con asalariados	Hombres	1
44181	Peralejos	8	Empresarios no agrarios sin asalariados	Hombres	3
44181	Peralejos	8	Empresarios no agrarios sin asalariados	Mujeres	1
44181	Peralejos	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	1
44181	Peralejos	13	Resto del personal administrativo y comercial	Hombres	1
44181	Peralejos	13	Resto del personal administrativo y comercial	Mujeres	2
44181	Peralejos	14	Resto del personal de los servicios	Mujeres	4
44181	Peralejos	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	4
44181	Peralejos	17	Operarios sin especialización de establecimientos no agrarios	Hombres	2
44181	Peralejos	18	Profesionales de las fuerzas armadas	Hombres	1
44182	Perales del Alfambra	1	Empresarios agrarios con asalariados	Hombres	2
44182	Perales del Alfambra	2	Empresarios agrarios sin asalariados	Hombres	29
44182	Perales del Alfambra	2	Empresarios agrarios sin asalariados	Mujeres	2
44182	Perales del Alfambra	7	Empresarios no agrarios con asalariados	Hombres	7
44182	Perales del Alfambra	7	Empresarios no agrarios con asalariados	Mujeres	1
44182	Perales del Alfambra	8	Empresarios no agrarios sin asalariados	Hombres	14
44182	Perales del Alfambra	8	Empresarios no agrarios sin asalariados	Mujeres	5
44182	Perales del Alfambra	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	6
44182	Perales del Alfambra	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	9
44182	Perales del Alfambra	13	Resto del personal administrativo y comercial	Hombres	8
44182	Perales del Alfambra	13	Resto del personal administrativo y comercial	Mujeres	5
44182	Perales del Alfambra	14	Resto del personal de los servicios	Hombres	1
44182	Perales del Alfambra	14	Resto del personal de los servicios	Mujeres	6
44182	Perales del Alfambra	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
44182	Perales del Alfambra	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	8
44182	Perales del Alfambra	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	3
44182	Perales del Alfambra	17	Operarios sin especialización de establecimientos no agrarios	Hombres	4
44182	Perales del Alfambra	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
44183	Pitarque	2	Empresarios agrarios sin asalariados	Hombres	7
44183	Pitarque	2	Empresarios agrarios sin asalariados	Mujeres	2
44183	Pitarque	5	Resto de trabajadores de explotaciones agrarias	Hombres	3
44183	Pitarque	8	Empresarios no agrarios sin asalariados	Hombres	3
44183	Pitarque	8	Empresarios no agrarios sin asalariados	Mujeres	2
44183	Pitarque	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	1
44183	Pitarque	13	Resto del personal administrativo y comercial	Hombres	2
44183	Pitarque	14	Resto del personal de los servicios	Hombres	2
44183	Pitarque	14	Resto del personal de los servicios	Mujeres	4
44183	Pitarque	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	4
44184	Plou	2	Empresarios agrarios sin asalariados	Hombres	4
44184	Plou	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
44184	Plou	7	Empresarios no agrarios con asalariados	Hombres	1
44184	Plou	8	Empresarios no agrarios sin asalariados	Mujeres	2
44184	Plou	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	3
44184	Plou	13	Resto del personal administrativo y comercial	Mujeres	1
44184	Plou	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
44184	Plou	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	1
44185	Pobo (El)	2	Empresarios agrarios sin asalariados	Hombres	15
44185	Pobo (El)	2	Empresarios agrarios sin asalariados	Mujeres	10
44185	Pobo (El)	7	Empresarios no agrarios con asalariados	Hombres	3
44185	Pobo (El)	8	Empresarios no agrarios sin asalariados	Hombres	2
44185	Pobo (El)	8	Empresarios no agrarios sin asalariados	Mujeres	1
44185	Pobo (El)	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	2
44185	Pobo (El)	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	4
44185	Pobo (El)	13	Resto del personal administrativo y comercial	Mujeres	1
44185	Pobo (El)	14	Resto del personal de los servicios	Hombres	1
44185	Pobo (El)	14	Resto del personal de los servicios	Mujeres	3
44185	Pobo (El)	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	6
44187	Portellada (La)	2	Empresarios agrarios sin asalariados	Hombres	40
44187	Portellada (La)	2	Empresarios agrarios sin asalariados	Mujeres	24
44187	Portellada (La)	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
44187	Portellada (La)	7	Empresarios no agrarios con asalariados	Hombres	6
44187	Portellada (La)	7	Empresarios no agrarios con asalariados	Mujeres	3
44187	Portellada (La)	8	Empresarios no agrarios sin asalariados	Hombres	2
44187	Portellada (La)	8	Empresarios no agrarios sin asalariados	Mujeres	4
44187	Portellada (La)	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	3
44187	Portellada (La)	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	3
44187	Portellada (La)	13	Resto del personal administrativo y comercial	Hombres	4
44187	Portellada (La)	13	Resto del personal administrativo y comercial	Mujeres	4
44187	Portellada (La)	14	Resto del personal de los servicios	Mujeres	5
44187	Portellada (La)	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	7
44187	Portellada (La)	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	5
44187	Portellada (La)	17	Operarios sin especialización de establecimientos no agrarios	Hombres	5
44189	Pozondón	1	Empresarios agrarios con asalariados	Hombres	1
44189	Pozondón	1	Empresarios agrarios con asalariados	Mujeres	1
44189	Pozondón	2	Empresarios agrarios sin asalariados	Hombres	5
