Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Cuota (euros)
2002	44122	Híjar	1578	22034	22034	125594
2002	44123	Hinojosa de Jarque	171	1421	1421	5684
2002	44124	Hoz de la Vieja (La)	317	1276	1276	7656
2002	44125	Huesa del Común	342	1428	1428	5712
2002	44126	Iglesuela del Cid (La)	563	4932	4932	24660
2002	44127	Jabaloyas	215	1440	1440	5760
2002	44128	Jarque de la Val	118	1265	1265	5060
2002	44129	Jatiel	107	857	857	4885
2002	44130	Jorcas	114	619	619	3095
2002	44131	Josa	165	620	620	3720
2002	44132	Lagueruela	132	789	789	3945
2002	44133	Lanzuela	79	424	424	1908
2002	44135	Libros	259	1706	1706	6824
2002	44136	Lidón	135	1055	1055	5275
2002	44137	Linares de Mora	359	2815	2815	11260
2002	44138	Loscos	475	1945	1945	7780
2002	44141	Lledó	185	1656	1656	6624
2002	44142	Maicas	89	388	388	1940
2002	44143	Manzanera	1273	11289	11289	56445
2002	44144	Martín del Río	473	4681	4681	29022
2002	44145	Mas de las Matas	1431	25573	19805	93084
2002	44146	Mata de los Olmos (La)	235	2602	2602	10408
2002	44147	Mazaleón	641	6219	6219	37314
2002	44148	Mezquita de Jarque	129	1168	1168	4672
2002	44149	Mirambel	222	2625	2625	11813
2002	44150	Miravete de la Sierra	104	645	645	3870
2002	44151	Molinos	444	3616	3616	14464
2002	44152	Monforte de Moyuela	205	1014	1014	4056
2002	44153	Monreal del Campo	2020	35565	35565	149373
2002	44154	Monroyo	309	3462	3462	20772
2002	44155	Montalbán	1637	15237	15237	83804
2002	44156	Monteagudo del Castillo	147	952	952	3808
2002	44157	Monterde de Albarracín	204	1243	1243	4972
2002	44158	Mora de Rubielos	1769	18116	18116	126812
2002	44159	Moscardón	148	977	977	3908
2002	44160	Mosqueruela	633	8068	8068	32272
2002	44161	Muniesa	894	10866	10866	43464
2002	44163	Noguera de Albarracín	245	1770	1770	7080
2002	44164	Nogueras	142	506	506	2024
2002	44165	Nogueruelas	308	2595	2595	12975
2002	44167	Obón	310	1175	1175	9988
2002	44168	Odón	299	2581	2581	11615
2002	44169	Ojos Negros	838	8009	8009	48054
2002	44171	Olba	621	3709	3709	20400
2002	44172	Oliete	765	6557	6557	26228
2002	44173	Olmos (Los)	211	1602	1602	6408
2002	44174	Orihuela del Tremedal	743	6965	6965	45273
2002	44175	Orrios	192	1768	1768	7072
2002	44176	Palomar de Arroyos	254	1665	1665	6660
2002	44177	Pancrudo	317	2023	2023	9104
2002	44178	Parras de Castellote (Las)	263	1429	1429	7145
2002	44179	Peñarroya de Tastavins	472	3848	3848	15392
2002	44180	Peracense	157	862	862	3879
2002	44181	Peralejos	119	920	920	4140
2002	44182	Perales del Alfambra	321	3637	3637	22186
2002	44183	Pitarque	222	899	899	5394
2002	44184	Plou	132	623	623	2492
2002	44185	Pobo (El)	178	1696	1696	6784
2002	44187	Portellada (La)	313	3120	3120	18720
2002	44189	Pozondón	199	1519	1519	6076
2002	44190	Pozuel del Campo	209	1173	1173	5279
2002	44191	Puebla de Híjar (La)	1079	14216	14216	73923
2002	44192	Puebla de Valverde (La)	512	5834	5834	35004
2002	44193	Puertomingalvo	278	1957	1957	7828
2002	44194	Ráfales	288	2106	2106	12636
2002	44195	Rillo	165	1134	1134	4536
2002	44196	Riodeva	351	1672	1672	13376
2002	44197	Ródenas	172	1154	1154	4616
2002	44198	Royuela	337	2955	2955	11820
2002	44199	Rubiales	84	490	490	2940
2002	44200	Rubielos de la Cérida	112	416	416	2080
2002	44201	Rubielos de Mora	1053	12994	12994	87060
2002	44203	Salcedillo	42	167	167	1086
2002	44204	Saldón	157	811	811	4866
2002	44205	Samper de Calanda	937	11163	11163	61397
2002	44206	San Agustín	331	2424	2424	12120
2002	44207	San Martín del Río	519	3059	3059	12236
2002	44208	Santa Cruz de Nogueras	88	356	356	1424
2002	44209	Santa Eulalia	1078	18960	18960	85320
2002	44210	Sarrión	1539	16911	16911	118377
2002	44211	Segura de los Baños	195	1003	1003	4012
2002	44212	Seno	111	899	899	3596
2002	44213	Singra	178	1215	1215	4860
2002	44215	Terriente	242	1998	1998	7992
2002	44216	Teruel	25153	767440	767440	3557852
2002	44217	Toril y Masegoso	83	458	458	1832
2002	44218	Tormón	91	547	547	3282
2002	44219	Tornos	436	3070	3070	12280
2002	44220	Torralba de los Sisones	245	2557	2557	12785
2002	44221	Torrecilla de Alcañiz	465	4114	4114	17279
2002	44222	Torrecilla del Rebollar	261	1768	1768	7072
2002	44223	Torre de Arcas	128	892	892	4460
2002	44224	Torre de las Arcas	120	564	564	2256
2002	44225	Torre del Compte	315	3359	3359	18810
2002	44226	Torrelacárcel	420	4151	4151	16604
2002	44227	Torre los Negros	176	1178	1178	4712
2002	44228	Torremocha de Jiloca	205	1629	1629	8145
2002	44229	Torres de Albarracín	272	2398	2398	9592
2002	44230	Torrevelilla	240	1942	1942	13594
2002	44231	Torrijas	296	2039	2039	16312
2002	44232	Torrijo del Campo	523	5187	5187	20748
2002	44234	Tramacastiel	282	1343	1343	8058
2002	44235	Tramacastilla	237	1725	1725	6900
2002	44236	Tronchón	206	1154	1154	5193
2002	44237	Urrea de Gaén	574	5997	5997	23988
2002	44238	Utrillas	2312	16300	16300	122250
2002	44239	Valacloche	76	519	519	2076
2002	44240	Valbona	343	2777	2777	18051
2002	44241	Valdealgorfa	784	9373	9373	56238
2002	44243	Valdecuenca	124	625	625	5000
2002	44244	Valdelinares	189	1054	1054	4216
2002	44245	Valdeltormo	416	5458	5458	26744
2002	44246	Valderrobres	1741	39477	32409	194454
2002	44247	Valjunquera	451	4984	4984	29904
2002	44249	Vallecillo (El)	115	602	602	2408
2002	44250	Veguillas de la Sierra	66	425	425	2550
2002	44251	Villafranca del Campo	418	3410	3410	15345
2002	44252	Villahermosa del Campo	114	818	818	3681
2002	44256	Villanueva del Rebollar de la Sierra	109	660	660	2970
2002	44257	Villar del Cobo	273	1802	1802	7208
2002	44258	Villar del Salz	151	953	953	3812
2002	44260	Villarluengo	293	2200	2200	8800
2002	44261	Villarquemado	776	12549	12549	75294
2002	44262	Villarroya de los Pinares	250	1940	1940	9700
2002	44263	Villastar	366	2985	2985	21492
2002	44264	Villel	472	3776	3776	22656
2002	44265	Vinaceite	281	2276	2276	13656
2002	44266	Visiedo	220	1833	1833	9715
2002	44267	Vivel del Río Martín	274	1804	1804	10824
2002	44268	Zoma (La)	62	240	240	960
2002	50001	Abanto	253	1189	1189	4756
2002	50002	Acered	292	1504	1504	10526
2002	50003	Agón	173	1893	1893	11358
2002	50004	Aguarón	833	8808	8808	70462
2002	50005	Aguilón	404	2227	2227	11136
2002	50006	Ainzón	953	10504	10504	73529
2002	50007	Aladrén	158	470	470	2821
2002	50008	Alagón	3384	118706	83007	498040
2002	50009	Alarba	186	1201	1201	4805
2002	50010	Alberite de San Juan	93	497	497	2483
2002	50011	Albeta	163	1370	1370	6848
2002	50012	Alborge	166	1622	1213	8491
2002	50013	Alcalá de Ebro	243	2587	2587	10346
2002	50014	Alcalá de Moncayo	258	1262	1262	5049
2002	50015	Alconchel de Ariza	384	2084	2084	8338
2002	50016	Aldehuela de Liestos	128	634	634	2537
2002	50017	Alfajarín	1250	59800	41360	194392
2002	50018	Alfamén	935	13433	13433	85974
2002	50019	Alforque	163	1617	1286	5143
2002	50020	Alhama de Aragón	1118	18353	18353	119296
2002	50021	Almochuel	94	403	403	2015
2002	50022	Almolda (La)	526	31483	31483	157414
2002	50023	Almonacid de la Cuba	330	1678	1678	11749
2002	50024	Almonacid de la Sierra	1062	8325	8325	46618
2002	50025	Almunia de Doña Godina (La)	3771	79457	79457	397285
2002	50026	Alpartir	572	4873	4873	24367
2002	50027	Ambel	446	2436	2436	20703
2002	50028	Anento	141	493	493	4189
2002	50029	Aniñón	850	7392	7392	29569
2002	50030	Añón de Moncayo	655	5396	5396	26981
2002	50031	Aranda de Moncayo	572	3326	3326	19956
2002	50032	Arándiga	608	4182	4182	20912
2002	50033	Ardisa	132	1748	1748	13985
2002	50034	Ariza	1397	15983	15983	84709
2002	50035	Artieda	120	758	758	4547
2002	50036	Asín	157	703	703	4921
2002	50037	Atea	428	2731	2731	10922
2002	50038	Ateca	1663	21238	21238	127430
2002	50039	Azuara	1085	8388	8388	41938
2002	50040	Badules	151	1138	1138	4552
2002	50041	Bagüés	46	279	279	1730
2002	50042	Balconchán	75	222	222	887
2002	50043	Bárboles	378	3666	3666	15396
2002	50044	Bardallur	324	2595	2595	10380
2002	50045	Belchite	1144	16254	16254	105650
2002	50046	Belmonte de Gracián	313	2318	2318	13908
2002	50047	Berdejo	125	445	445	1781
2002	50048	Berrueco	74	327	327	1830
2002	50050	Bijuesca	299	1048	1048	4192
2002	50051	Biota	899	10090	10090	64574
2002	50052	Bisimbre	109	3188	3188	19129
2002	50053	Boquiñeni	694	11469	11469	51268
2002	50054	Bordalba	220	885	885	3539
2002	50055	Borja	3839	46105	46105	379907
2002	50056	Botorrita	391	5686	5686	34117
2002	50057	Brea de Aragón	1484	20138	20138	100691
2002	50058	Bubierca	243	900	900	3602
2002	50059	Bujaraloz	696	21035	21035	84139
2002	50060	Bulbuente	341	2296	2296	19519
2002	50061	Bureta	267	2390	2390	11952
2002	50062	Burgo de Ebro (El)	1319	40032	40032	160127
2002	50063	Buste (El)	185	1273	1273	5094
2002	50064	Cabañas de Ebro	444	6620	6620	43030
2002	50065	Cabolafuente	237	1271	1271	5085
2002	50066	Cadrete	2046	53920	53920	237248
2002	50067	Calatayud	13937	354295	354295	1771476
2002	50068	Calatorao	1796	31863	31863	135417
2002	50069	Calcena	132	402	402	2414
2002	50070	Calmarza	200	1288	1288	9018
2002	50071	Campillo de Aragón	274	1889	1889	11332
2002	50072	Carenas	545	8085	8085	32340
2002	50073	Cariñena	1986	36391	36391	200152
2002	50074	Caspe	6680	135754	135754	671981
2002	50075	Castejón de Alarba	172	780	780	3121
2002	50076	Castejón de las Armas	195	869	869	3478
2002	50077	Castejón de Valdejasa	404	2073	2073	12437
2002	50078	Castiliscar	415	4263	4263	31975
2002	50079	Cervera de la Cañada	401	2816	2816	11266
2002	50080	Cerveruela	113	229	229	915
2002	50081	Cetina	870	10598	10598	47692
2002	50082	Cimballa	281	1681	1681	10083
2002	50083	Cinco Olivas	185	2002	1568	6274
2002	50084	Clarés de Ribota	233	727	727	2908
2002	50085	Codo	355	2664	2664	10655
2002	50086	Codos	495	2625	2625	10500
2002	50087	Contamina	103	398	398	2784
2002	50088	Cosuenda	593	4712	4712	35811
2002	50089	Cuarte de Huerva	2424	116969	116969	701812
2002	50090	Cubel	317	2271	2271	9085
2002	50091	Cuerlas (Las)	195	965	965	5403
2002	50092	Chiprana	589	8213	8213	32851
2002	50093	Chodes	191	1462	1462	5847
2002	50094	Daroca	2231	46366	46366	208645
2002	50095	Ejea de los Caballeros	10572	212321	212321	1273927
2002	50096	Embid de Ariza	203	806	806	3226
2002	50098	Encinacorba	386	2563	2563	17942
2002	50099	Épila	3035	59965	59965	406560
2002	50100	Erla	431	4898	4898	27430
2002	50101	Escatrón	1417	31201	27343	155856
2002	50102	Fabara	1055	15889	15889	109632
2002	50104	Farlete	353	4471	4471	17883
2002	50105	Fayón	323	7809	7809	66377
2002	50106	Fayos (Los)	189	1321	1321	6603
2002	50107	Figueruelas	795	111990	111990	559952
2002	50108	Fombuena	75	198	198	791
2002	50109	Frago (El)	183	744	744	4463
2002	50110	Frasno (El)	833	7011	7011	35057
2002	50111	Fréscano	214	1788	1788	11177
2002	50113	Fuendejalón	761	7852	7852	39258
2002	50114	Fuendetodos	225	2046	2046	8184
2002	50115	Fuentes de Ebro	2394	40750	40750	244499
2002	50116	Fuentes de Jiloca	415	2960	2960	17758
2002	50117	Gallocanta	259	2021	2021	11517
2002	50118	Gallur	2042	42467	42467	339733
2002	50119	Gelsa	872	13566	13566	65116
2002	50120	Godojos	176	1086	1086	4346
2002	50121	Gotor	327	2087	2087	10436
2002	50122	Grisel	147	897	897	3587
2002	50123	Grisén	402	6220	6220	31100
2002	50124	Herrera de los Navarros	951	6584	6584	26337
2002	50125	Ibdes	769	6743	6743	40457
2002	50126	Illueca	2780	31500	31500	157500
2002	50128	Isuerre	90	582	582	4656
2002	50129	Jaraba	441	5113	5113	35791
2002	50130	Jarque de Moncayo	920	5982	5982	29911
2002	50131	Jaulín	309	2795	2795	12579
2002	50132	Joyosa (La)	286	12277	12277	53406
2002	50133	Lagata	209	1099	1099	4396
2002	50134	Langa del Castillo	342	2044	2044	8176
2002	50135	Layana	145	1321	1321	7924
2002	50136	Lécera	857	8200	8200	40998
2002	50137	Leciñena	832	23927	16799	67195
2002	50138	Lechón	60	436	436	1744
2002	50139	Letux	492	3931	3931	15723
2002	50140	Litago	328	1431	1431	8583
2002	50141	Lituénigo	288	1076	1076	5382
2002	50142	Lobera de Onsella	167	723	723	4484
2002	50143	Longares	719	8096	8096	46960
2002	50144	Longás	86	347	347	2154
2002	50146	Lucena de Jalón	289	3220	3220	19321
2002	50147	Luceni	811	15637	15637	73492
2002	50148	Luesia	464	3034	3034	16989
2002	50149	Luesma	105	460	460	1841
2002	50150	Lumpiaque	839	9992	9992	49960
2002	50151	Luna	932	10635	10635	53173
2002	50152	Maella	1453	24336	24336	116815
2002	50153	Magallón	949	17334	17334	69335
2002	50154	Mainar	182	1416	1416	5665
2002	50155	Malanquilla	266	1026	1026	4104
2002	50156	Maleján	261	1902	1902	16170
2002	50157	Malón	411	4467	4467	35739
2002	50159	Maluenda	719	9126	9126	45632
2002	50160	Mallén	1844	46298	46298	208339
2002	50161	Manchones	230	1196	1196	7177
2002	50162	Mara	306	2644	2644	10575
2002	50163	María de Huerva	1172	36115	36115	180575
2002	50164	Mediana de Aragón	319	2317	2317	9268
2002	50165	Mequinenza	1655	38661	38661	212637
2002	50166	Mesones de Isuela	449	3037	3037	12146
2002	50167	Mezalocha	247	1338	1338	8029
2002	50168	Mianos	49	387	387	2325
2002	50169	Miedes de Aragón	485	3648	3648	14593
2002	50170	Monegrillo	354	4420	4420	24307
2002	50171	Moneva	249	1182	1182	5853
2002	50172	Monreal de Ariza	349	2366	2366	11830
2002	50173	Monterde	439	2449	2449	14696
2002	50174	Montón	188	882	882	3529
2002	50175	Morata de Jalón	1450	19488	19488	77953
2002	50176	Morata de Jiloca	463	3395	3395	23768
2002	50177	Morés	695	6208	6208	31042
2002	50178	Moros	610	2426	2426	14556
2002	50179	Moyuela	515	3980	3980	15919
2002	50180	Mozota	182	1290	1290	7738
2002	50181	Muel	1203	25827	25827	149796
2002	50182	Muela (La)	1592	33602	33602	168011
2002	50183	Munébrega	464	3038	3038	17012
2002	50184	Murero	216	1067	1067	6402
2002	50185	Murillo de Gállego	359	2665	2665	11995
2002	50186	Navardún	142	814	814	5046
2002	50187	Nigüella	174	869	869	3475
2002	50188	Nombrevilla	89	335	335	1340
2002	50189	Nonaspe	1114	12213	12213	73277
2002	50190	Novallas	638	6381	6381	54240
2002	50191	Novillas	451	8023	5901	35406
2002	50192	Nuévalos	569	7819	7819	46915
2002	50193	Nuez de Ebro	619	14549	14549	101843
2002	50194	Olvés	224	833	833	7085
2002	50195	Orcajo	153	637	637	2549
2002	50196	Orera	160	1660	1660	6639
2002	50197	Orés	228	922	922	6087
2002	50198	Oseja	85	205	205	819
2002	50199	Osera de Ebro	437	8737	8737	61159
2002	50200	Paniza	635	6229	6229	41737
2002	50201	Paracuellos de Jiloca	535	7381	7381	44285
2002	50202	Paracuellos de la Ribera	327	1379	1379	8962
2002	50203	Pastriz	886	22506	16968	101808
2002	50204	Pedrola	1808	51955	51955	285751
2002	50205	Pedrosas (Las)	130	897	897	5829
2002	50206	Perdiguera	411	5510	5510	33063
2002	50207	Piedratajada	151	1303	1303	6515
2002	50208	Pina de Ebro	1414	52860	52860	264300
2002	50209	Pinseque	1580	32278	32278	177529
2002	50210	Pintanos (Los)	150	589	589	3534
2002	50211	Plasencia de Jalón	367	3832	3832	15328
2002	50212	Pleitas	61	356	356	1662
2002	50213	Plenas	361	1816	1816	7265
2002	50214	Pomer	182	1188	568	2273
2002	50215	Pozuel de Ariza	194	836	836	3343
2002	50216	Pozuelo de Aragón	357	3239	3239	14577
2002	50217	Pradilla de Ebro	516	8170	5933	46220
2002	50218	Puebla de Albortón	177	1157	1157	4627
2002	50219	Puebla de Alfindén (La)	2450	153345	93421	392369
2002	50220	Puendeluna	113	653	653	5226
2002	50221	Purujosa	56	132	132	527
2002	50222	Quinto	1424	21149	21149	101516
2002	50223	Remolinos	771	8733	8733	52400
2002	50224	Retascón	116	681	681	2722
2002	50225	Ricla	1543	19394	19394	116362
2002	50227	Romanos	156	1384	1384	5537
2002	50228	Rueda de Jalón	307	3080	3080	20023
2002	50229	Ruesca	81	530	530	2120
2002	50230	Sádaba	1343	20458	20458	110676
2002	50231	Salillas de Jalón	402	3561	3561	21367
2002	50232	Salvatierra de Esca	349	2257	2257	13543
2002	50233	Samper del Salz	149	724	724	2896
2002	50234	San Martín de la Virgen de Moncayo	620	4925	4925	32016
2002	50235	San Mateo de Gállego	2015	40730	40730	268816
2002	50236	Santa Cruz de Grío	362	1962	1962	12750
2002	50237	Santa Cruz de Moncayo	157	719	719	3236
2002	50238	Santa Eulalia de Gállego	227	1433	1433	6446
2002	50239	Santed	122	574	574	3212
2002	50240	Sástago	1099	23548	20272	85142
2002	50241	Saviñán	638	7836	7836	66608
2002	50242	Sediles	142	679	679	4755
2002	50243	Sestrica	635	4144	4144	20719
2002	50244	Sierra de Luna	357	4361	2636	21091
2002	50245	Sigüés	248	1935	1935	11610
2002	50246	Sisamón	272	1486	1486	5943
2002	50247	Sobradiel	355	10648	10648	42591
2002	50248	Sos del Rey Católico	754	7470	7470	46311
2002	50249	Tabuenca	685	3871	3871	19356
2002	50250	Talamantes	174	814	814	3257
2002	50251	Tarazona	8910	123223	123223	866259
2002	50252	Tauste	4926	96571	96571	675997
2002	50253	Terrer	635	8047	8047	56329
2002	50254	Tierga	343	2015	2015	8061
2002	50255	Tobed	413	2718	2718	17669
2002	50256	Torralba de los Frailes	302	1726	1726	6904
2002	50257	Torralba de Ribota	302	1725	1725	6900
2002	50258	Torralbilla	184	969	969	3877
2002	50259	Torrehermosa	189	1392	1392	5570
2002	50260	Torrelapaja	117	652	652	2610
2002	50261	Torrellas	419	3067	3067	18405
2002	50262	Torres de Berrellén	883	14609	14609	58437
2002	50263	Torrijo de la Cañada	577	2453	2453	14718
2002	50264	Tosos	350	1934	1934	11604
2002	50265	Trasmoz	167	942	942	3770
2002	50266	Trasobares	465	1668	1668	6673
2002	50267	Uncastillo	888	7229	7229	54214
2002	50268	Undués de Lerda	132	600	600	3720
2002	50269	Urrea de Jalón	385	3924	3924	25508
2002	50270	Urriés	126	609	609	2436
2002	50271	Used	557	5189	5189	20755
2002	50272	Utebo	7782	371745	201466	1269236
2002	50273	Valdehorna	99	467	467	1870
2002	50274	Val de San Martín	121	390	390	1561
2002	50275	Valmadrid	90	773	773	3093
2002	50276	Valpalmas	199	1462	1462	11700
2002	50277	Valtorres	208	1622	1622	6489
2002	50278	Velilla de Ebro	331	2500	2500	17500
2002	50279	Velilla de Jiloca	226	1394	1394	8365
2002	50280	Vera de Moncayo	525	3572	3572	20003
2002	50281	Vierlas	109	1001	1001	6008
2002	50282	Vilueña (La)	169	1373	1373	6178
2002	50283	Villadoz	149	892	892	3566
2002	50284	Villafeliche	369	2693	2693	13466
2002	50285	Villafranca de Ebro	501	21340	21340	142977
2002	50286	Villalba de Perejil	84	493	493	1971
2002	50287	Villalengua	471	2283	2283	13695
2002	50288	Villanueva de Gállego	2157	141767	81204	406020
2002	50289	Villanueva de Jiloca	197	960	960	3842
2002	50290	Villanueva de Huerva	563	5349	5349	32091
2002	50291	Villar de los Navarros	377	1959	1959	11755
2002	50292	Villarreal de Huerva	229	3360	3360	13438
2002	50293	Villarroya de la Sierra	820	4166	4166	24994
2002	50294	Villarroya del Campo	132	931	931	3726
2002	50295	Vistabella	209	915	915	5947
2002	50296	Zaida (La)	480	16977	12743	50971
2002	50297	Zaragoza	406798	15829049	15829049	63316196
2002	50298	Zuera	3887	92437	92437	554623
2002	50901	Biel	468	3010	3010	16554
2002	50902	Marracos	105	1187	1187	7718
