Mes (código)	Mes y año	'Aragón'	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
201107	Julio 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4814
201107	Julio 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	877
201107	Julio 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	2
201107	Julio 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8769
201107	Julio 2011	Aragón	No consta	No consta	No consta	No consta	Hombres	1
201107	Julio 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	36531
201107	Julio 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3207
201107	Julio 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	612
201107	Julio 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201107	Julio 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4889
201107	Julio 2011	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
201106	Junio 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	31942
201106	Junio 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4653
201106	Junio 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	893
201106	Junio 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201106	Junio 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8524
201106	Junio 2011	Aragón	No consta	No consta	No consta	No consta	Hombres	1
201106	Junio 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	36403
201106	Junio 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3205
201106	Junio 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	598
201106	Junio 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201106	Junio 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5048
201106	Junio 2011	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201105	Mayo 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	32493
201105	Mayo 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4873
201105	Mayo 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	900
201105	Mayo 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201105	Mayo 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8518
201105	Mayo 2011	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201105	Mayo 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	36648
201105	Mayo 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3301
201105	Mayo 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	617
201105	Mayo 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5130
201105	Mayo 2011	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201104	Abril 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	34462
201104	Abril 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5269
201104	Abril 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	925
201104	Abril 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9505
201104	Abril 2011	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201104	Abril 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	37939
201104	Abril 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3696
201104	Abril 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	689
201104	Abril 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201104	Abril 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5310
201104	Abril 2011	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201103	Marzo 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	34558
201103	Marzo 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5322
201103	Marzo 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	937
201103	Marzo 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9765
201103	Marzo 2011	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201103	Marzo 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	38550
201103	Marzo 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3829
201103	Marzo 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	706
201103	Marzo 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201103	Marzo 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	5169
201103	Marzo 2011	Aragón	No consta	No consta	No consta	No consta	Mujeres	1
201102	Febrero 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	34082
201102	Febrero 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5249
201102	Febrero 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	957
201102	Febrero 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9549
201102	Febrero 2011	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201102	Febrero 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	38085
201102	Febrero 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3673
201102	Febrero 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	687
201102	Febrero 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4998
201102	Febrero 2011	Aragón	No consta	No consta	No consta	No consta	Mujeres	1
201101	Enero 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	33418
201101	Enero 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5230
201101	Enero 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	950
201101	Enero 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201101	Enero 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9291
201101	Enero 2011	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201101	Enero 2011	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	37255
201101	Enero 2011	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3611
201101	Enero 2011	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	689
201101	Enero 2011	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4831
201101	Enero 2011	Aragón	No consta	No consta	No consta	No consta	Mujeres	1
201012	Diciembre 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	32984
201012	Diciembre 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5296
201012	Diciembre 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	947
201012	Diciembre 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9190
201012	Diciembre 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201012	Diciembre 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	35326
201012	Diciembre 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3603
201012	Diciembre 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	681
201012	Diciembre 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4639
201012	Diciembre 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	1
201011	Noviembre 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	31765
201011	Noviembre 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4977
201011	Noviembre 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	894
201011	Noviembre 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9151
201011	Noviembre 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	3
201011	Noviembre 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	35795
201011	Noviembre 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3632
201011	Noviembre 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	667
201011	Noviembre 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4637
201011	Noviembre 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201010	Octubre 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	31257
201010	Octubre 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4819
201010	Octubre 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	889
201010	Octubre 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9067
201010	Octubre 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	3
201010	Octubre 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	35598
201010	Octubre 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3326
201010	Octubre 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	627
201010	Octubre 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4511
201010	Octubre 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201009	Septiembre 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	31180
201009	Septiembre 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4575
201009	Septiembre 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	877
201009	Septiembre 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201009	Septiembre 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8661
201009	Septiembre 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201009	Septiembre 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	34906
201009	Septiembre 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2981
201009	Septiembre 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	590
201009	Septiembre 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4319
201009	Septiembre 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201008	Agosto 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	31739
201008	Agosto 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4673
201008	Agosto 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	858
201008	Agosto 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201008	Agosto 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	8754
201008	Agosto 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	1
201008	Agosto 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	35240
201008	Agosto 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2826
201008	Agosto 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	617
201008	Agosto 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4191
201008	Agosto 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
201007	Julio 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	31202
201007	Julio 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4712
201007	Julio 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	832
201007	Julio 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201007	Julio 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9271
201007	Julio 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	1
201007	Julio 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	34693
201007	Julio 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2844
201007	Julio 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	627
201007	Julio 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4254
201007	Julio 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
201006	Junio 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	32176
201006	Junio 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4684
201006	Junio 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	857
201006	Junio 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201006	Junio 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9436
201006	Junio 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201006	Junio 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	35392
201006	Junio 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2873
201006	Junio 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	633
201006	Junio 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4436
201006	Junio 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
201005	Mayo 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	33261
201005	Mayo 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4933
201005	Mayo 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	901
201005	Mayo 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201005	Mayo 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	9885
201005	Mayo 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201005	Mayo 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	36268
201005	Mayo 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3000
201005	Mayo 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	650
201005	Mayo 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4510
201005	Mayo 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
201004	Abril 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	34021
201004	Abril 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5418
201004	Abril 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	983
201004	Abril 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201004	Abril 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	10554
201004	Abril 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	2
201004	Abril 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	36643
201004	Abril 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3263
201004	Abril 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	685
201004	Abril 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4510
201004	Abril 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201003	Marzo 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	34099
201003	Marzo 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5540
201003	Marzo 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1004
201003	Marzo 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201003	Marzo 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	10388
201003	Marzo 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	3
201003	Marzo 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	36394
201003	Marzo 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3266
201003	Marzo 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	684
201003	Marzo 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4451
201003	Marzo 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
201002	Febrero 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	33324
201002	Febrero 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5309
201002	Febrero 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	986
201002	Febrero 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
201002	Febrero 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	10008
201002	Febrero 2010	Aragón	No consta	No consta	No consta	No consta	Hombres	4
201002	Febrero 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	35776
201002	Febrero 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3099
201002	Febrero 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	638
201002	Febrero 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
201002	Febrero 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4257
201002	Febrero 2010	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
201001	Enero 2010	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	32947
201001	Enero 2010	Aragón	Extranjeros comunitarios (UE-27)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5178
201001	Enero 2010	Aragón	Extranjeros comunitarios (UE-27)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	985
201001	Enero 2010	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
