Comarca código	Comarca nombre	Edad	Sexo	Estado civil	Personas residentes viviendas familiares
16	Valdejalón	55 a 59	Hombres	Solteros/as	136
16	Valdejalón	55 a 59	Hombres	Casados/as	516
16	Valdejalón	55 a 59	Hombres	Viudos/as	8
16	Valdejalón	55 a 59	Hombres	Separados/as	9
16	Valdejalón	55 a 59	Hombres	Divorciados/as	4
16	Valdejalón	55 a 59	Mujeres	Solteros/as	29
16	Valdejalón	55 a 59	Mujeres	Casados/as	506
16	Valdejalón	55 a 59	Mujeres	Viudos/as	58
16	Valdejalón	55 a 59	Mujeres	Separados/as	3
16	Valdejalón	55 a 59	Mujeres	Divorciados/as	2
16	Valdejalón	60 a 64	Hombres	Solteros/as	113
16	Valdejalón	60 a 64	Hombres	Casados/as	465
16	Valdejalón	60 a 64	Hombres	Viudos/as	15
16	Valdejalón	60 a 64	Hombres	Separados/as	6
16	Valdejalón	60 a 64	Hombres	Divorciados/as	6
16	Valdejalón	60 a 64	Mujeres	Solteros/as	36
16	Valdejalón	60 a 64	Mujeres	Casados/as	452
16	Valdejalón	60 a 64	Mujeres	Viudos/as	76
16	Valdejalón	60 a 64	Mujeres	Separados/as	4
16	Valdejalón	60 a 64	Mujeres	Divorciados/as	1
16	Valdejalón	65 a 69	Hombres	Solteros/as	137
16	Valdejalón	65 a 69	Hombres	Casados/as	576
16	Valdejalón	65 a 69	Hombres	Viudos/as	30
16	Valdejalón	65 a 69	Hombres	Separados/as	5
16	Valdejalón	65 a 69	Hombres	Divorciados/as	2
16	Valdejalón	65 a 69	Mujeres	Solteros/as	39
16	Valdejalón	65 a 69	Mujeres	Casados/as	551
16	Valdejalón	65 a 69	Mujeres	Viudos/as	118
16	Valdejalón	65 a 69	Mujeres	Separados/as	2
16	Valdejalón	70 a 74	Hombres	Solteros/as	87
16	Valdejalón	70 a 74	Hombres	Casados/as	515
16	Valdejalón	70 a 74	Hombres	Viudos/as	58
16	Valdejalón	70 a 74	Hombres	Separados/as	6
16	Valdejalón	70 a 74	Mujeres	Solteros/as	53
16	Valdejalón	70 a 74	Mujeres	Casados/as	466
16	Valdejalón	70 a 74	Mujeres	Viudos/as	187
16	Valdejalón	70 a 74	Mujeres	Separados/as	1
16	Valdejalón	70 a 74	Mujeres	Divorciados/as	1
16	Valdejalón	75 a 79	Hombres	Solteros/as	52
16	Valdejalón	75 a 79	Hombres	Casados/as	434
16	Valdejalón	75 a 79	Hombres	Viudos/as	80
16	Valdejalón	75 a 79	Hombres	Separados/as	2
16	Valdejalón	75 a 79	Hombres	Divorciados/as	2
16	Valdejalón	75 a 79	Mujeres	Solteros/as	39
16	Valdejalón	75 a 79	Mujeres	Casados/as	320
16	Valdejalón	75 a 79	Mujeres	Viudos/as	313
16	Valdejalón	75 a 79	Mujeres	Separados/as	1
16	Valdejalón	75 a 79	Mujeres	Divorciados/as	1
16	Valdejalón	80 a 84	Hombres	Solteros/as	24
16	Valdejalón	80 a 84	Hombres	Casados/as	209
16	Valdejalón	80 a 84	Hombres	Viudos/as	67
16	Valdejalón	80 a 84	Hombres	Separados/as	1
16	Valdejalón	80 a 84	Mujeres	Solteros/as	21
16	Valdejalón	80 a 84	Mujeres	Casados/as	143
16	Valdejalón	80 a 84	Mujeres	Viudos/as	221
16	Valdejalón	85 a 90	Hombres	Solteros/as	12
16	Valdejalón	85 a 90	Hombres	Casados/as	66
16	Valdejalón	85 a 90	Hombres	Viudos/as	49
16	Valdejalón	85 a 90	Mujeres	Solteros/as	23
16	Valdejalón	85 a 90	Mujeres	Casados/as	39
16	Valdejalón	85 a 90	Mujeres	Viudos/as	169
16	Valdejalón	85 a 90	Mujeres	Separados/as	1
16	Valdejalón	90 ó más	Hombres	Solteros/as	3
16	Valdejalón	90 ó más	Hombres	Casados/as	16
16	Valdejalón	90 ó más	Hombres	Viudos/as	35
16	Valdejalón	90 ó más	Mujeres	Solteros/as	10
16	Valdejalón	90 ó más	Mujeres	Casados/as	8
16	Valdejalón	90 ó más	Mujeres	Viudos/as	98
17	D.C. Zaragoza	16 a 19	Hombres	Solteros/as	15015
17	D.C. Zaragoza	16 a 19	Hombres	Casados/as	41
17	D.C. Zaragoza	16 a 19	Mujeres	Solteros/as	14021
17	D.C. Zaragoza	16 a 19	Mujeres	Casados/as	101
17	D.C. Zaragoza	16 a 19	Mujeres	Viudos/as	2
17	D.C. Zaragoza	16 a 19	Mujeres	Separados/as	5
17	D.C. Zaragoza	16 a 19	Mujeres	Divorciados/as	2
17	D.C. Zaragoza	20 a 24	Hombres	Solteros/as	24002
17	D.C. Zaragoza	20 a 24	Hombres	Casados/as	533
17	D.C. Zaragoza	20 a 24	Hombres	Viudos/as	3
17	D.C. Zaragoza	20 a 24	Hombres	Separados/as	15
17	D.C. Zaragoza	20 a 24	Hombres	Divorciados/as	2
17	D.C. Zaragoza	20 a 24	Mujeres	Solteros/as	22469
17	D.C. Zaragoza	20 a 24	Mujeres	Casados/as	1515
17	D.C. Zaragoza	20 a 24	Mujeres	Viudos/as	8
17	D.C. Zaragoza	20 a 24	Mujeres	Separados/as	89
17	D.C. Zaragoza	20 a 24	Mujeres	Divorciados/as	12
17	D.C. Zaragoza	25 a 29	Hombres	Solteros/as	23241
17	D.C. Zaragoza	25 a 29	Hombres	Casados/as	5509
17	D.C. Zaragoza	25 a 29	Hombres	Viudos/as	7
17	D.C. Zaragoza	25 a 29	Hombres	Separados/as	171
17	D.C. Zaragoza	25 a 29	Hombres	Divorciados/as	55
17	D.C. Zaragoza	25 a 29	Mujeres	Solteros/as	18077
17	D.C. Zaragoza	25 a 29	Mujeres	Casados/as	8778
17	D.C. Zaragoza	25 a 29	Mujeres	Viudos/as	35
17	D.C. Zaragoza	25 a 29	Mujeres	Separados/as	367
17	D.C. Zaragoza	25 a 29	Mujeres	Divorciados/as	149
17	D.C. Zaragoza	30 a 34	Hombres	Solteros/as	12447
17	D.C. Zaragoza	30 a 34	Hombres	Casados/as	13655
17	D.C. Zaragoza	30 a 34	Hombres	Viudos/as	23
17	D.C. Zaragoza	30 a 34	Hombres	Separados/as	408
17	D.C. Zaragoza	30 a 34	Hombres	Divorciados/as	222
17	D.C. Zaragoza	30 a 34	Mujeres	Solteros/as	8285
17	D.C. Zaragoza	30 a 34	Mujeres	Casados/as	16536
17	D.C. Zaragoza	30 a 34	Mujeres	Viudos/as	115
17	D.C. Zaragoza	30 a 34	Mujeres	Separados/as	759
17	D.C. Zaragoza	30 a 34	Mujeres	Divorciados/as	429
17	D.C. Zaragoza	35 a 39	Hombres	Solteros/as	6774
17	D.C. Zaragoza	35 a 39	Hombres	Casados/as	18180
17	D.C. Zaragoza	35 a 39	Hombres	Viudos/as	77
17	D.C. Zaragoza	35 a 39	Hombres	Separados/as	712
17	D.C. Zaragoza	35 a 39	Hombres	Divorciados/as	433
17	D.C. Zaragoza	35 a 39	Mujeres	Solteros/as	4574
17	D.C. Zaragoza	35 a 39	Mujeres	Casados/as	19396
17	D.C. Zaragoza	35 a 39	Mujeres	Viudos/as	257
17	D.C. Zaragoza	35 a 39	Mujeres	Separados/as	1021
17	D.C. Zaragoza	35 a 39	Mujeres	Divorciados/as	723
17	D.C. Zaragoza	40 a 44	Hombres	Solteros/as	3960
17	D.C. Zaragoza	40 a 44	Hombres	Casados/as	19161
17	D.C. Zaragoza	40 a 44	Hombres	Viudos/as	125
17	D.C. Zaragoza	40 a 44	Hombres	Separados/as	746
17	D.C. Zaragoza	40 a 44	Hombres	Divorciados/as	503
17	D.C. Zaragoza	40 a 44	Mujeres	Solteros/as	3169
17	D.C. Zaragoza	40 a 44	Mujeres	Casados/as	19782
17	D.C. Zaragoza	40 a 44	Mujeres	Viudos/as	482
17	D.C. Zaragoza	40 a 44	Mujeres	Separados/as	1110
17	D.C. Zaragoza	40 a 44	Mujeres	Divorciados/as	922
17	D.C. Zaragoza	45 a 49	Hombres	Solteros/as	2543
17	D.C. Zaragoza	45 a 49	Hombres	Casados/as	17911
17	D.C. Zaragoza	45 a 49	Hombres	Viudos/as	145
17	D.C. Zaragoza	45 a 49	Hombres	Separados/as	664
17	D.C. Zaragoza	45 a 49	Hombres	Divorciados/as	496
17	D.C. Zaragoza	45 a 49	Mujeres	Solteros/as	2452
17	D.C. Zaragoza	45 a 49	Mujeres	Casados/as	18264
17	D.C. Zaragoza	45 a 49	Mujeres	Viudos/as	723
17	D.C. Zaragoza	45 a 49	Mujeres	Separados/as	951
17	D.C. Zaragoza	45 a 49	Mujeres	Divorciados/as	904
17	D.C. Zaragoza	50 a 54	Hombres	Solteros/as	1981
17	D.C. Zaragoza	50 a 54	Hombres	Casados/as	17574
17	D.C. Zaragoza	50 a 54	Hombres	Viudos/as	250
17	D.C. Zaragoza	50 a 54	Hombres	Separados/as	610
17	D.C. Zaragoza	50 a 54	Hombres	Divorciados/as	437
17	D.C. Zaragoza	50 a 54	Mujeres	Solteros/as	2037
17	D.C. Zaragoza	50 a 54	Mujeres	Casados/as	17420
17	D.C. Zaragoza	50 a 54	Mujeres	Viudos/as	1289
17	D.C. Zaragoza	50 a 54	Mujeres	Separados/as	737
17	D.C. Zaragoza	50 a 54	Mujeres	Divorciados/as	749
17	D.C. Zaragoza	55 a 59	Hombres	Solteros/as	1526
17	D.C. Zaragoza	55 a 59	Hombres	Casados/as	16454
17	D.C. Zaragoza	55 a 59	Hombres	Viudos/as	368
17	D.C. Zaragoza	55 a 59	Hombres	Separados/as	395
17	D.C. Zaragoza	55 a 59	Hombres	Divorciados/as	300
17	D.C. Zaragoza	55 a 59	Mujeres	Solteros/as	1662
17	D.C. Zaragoza	55 a 59	Mujeres	Casados/as	15474
17	D.C. Zaragoza	55 a 59	Mujeres	Viudos/as	1769
17	D.C. Zaragoza	55 a 59	Mujeres	Separados/as	535
17	D.C. Zaragoza	55 a 59	Mujeres	Divorciados/as	463
17	D.C. Zaragoza	60 a 64	Hombres	Solteros/as	1048
17	D.C. Zaragoza	60 a 64	Hombres	Casados/as	12308
17	D.C. Zaragoza	60 a 64	Hombres	Viudos/as	460
17	D.C. Zaragoza	60 a 64	Hombres	Separados/as	252
17	D.C. Zaragoza	60 a 64	Hombres	Divorciados/as	158
17	D.C. Zaragoza	60 a 64	Mujeres	Solteros/as	1164
17	D.C. Zaragoza	60 a 64	Mujeres	Casados/as	11392
17	D.C. Zaragoza	60 a 64	Mujeres	Viudos/as	2470
17	D.C. Zaragoza	60 a 64	Mujeres	Separados/as	322
17	D.C. Zaragoza	60 a 64	Mujeres	Divorciados/as	230
17	D.C. Zaragoza	65 a 69	Hombres	Solteros/as	1069
17	D.C. Zaragoza	65 a 69	Hombres	Casados/as	13123
17	D.C. Zaragoza	65 a 69	Hombres	Viudos/as	880
17	D.C. Zaragoza	65 a 69	Hombres	Separados/as	209
17	D.C. Zaragoza	65 a 69	Hombres	Divorciados/as	105
17	D.C. Zaragoza	65 a 69	Mujeres	Solteros/as	1443
17	D.C. Zaragoza	65 a 69	Mujeres	Casados/as	12213
17	D.C. Zaragoza	65 a 69	Mujeres	Viudos/as	4300
17	D.C. Zaragoza	65 a 69	Mujeres	Separados/as	263
17	D.C. Zaragoza	65 a 69	Mujeres	Divorciados/as	184
17	D.C. Zaragoza	70 a 74	Hombres	Solteros/as	831
17	D.C. Zaragoza	70 a 74	Hombres	Casados/as	11012
17	D.C. Zaragoza	70 a 74	Hombres	Viudos/as	1126
17	D.C. Zaragoza	70 a 74	Hombres	Separados/as	132
17	D.C. Zaragoza	70 a 74	Hombres	Divorciados/as	74
17	D.C. Zaragoza	70 a 74	Mujeres	Solteros/as	1428
17	D.C. Zaragoza	70 a 74	Mujeres	Casados/as	9475
17	D.C. Zaragoza	70 a 74	Mujeres	Viudos/as	5911
17	D.C. Zaragoza	70 a 74	Mujeres	Separados/as	129
17	D.C. Zaragoza	70 a 74	Mujeres	Divorciados/as	85
17	D.C. Zaragoza	75 a 79	Hombres	Solteros/as	457
17	D.C. Zaragoza	75 a 79	Hombres	Casados/as	7807
17	D.C. Zaragoza	75 a 79	Hombres	Viudos/as	1379
17	D.C. Zaragoza	75 a 79	Hombres	Separados/as	57
17	D.C. Zaragoza	75 a 79	Hombres	Divorciados/as	32
17	D.C. Zaragoza	75 a 79	Mujeres	Solteros/as	1297
17	D.C. Zaragoza	75 a 79	Mujeres	Casados/as	5912
17	D.C. Zaragoza	75 a 79	Mujeres	Viudos/as	6837
17	D.C. Zaragoza	75 a 79	Mujeres	Separados/as	83
17	D.C. Zaragoza	75 a 79	Mujeres	Divorciados/as	32
17	D.C. Zaragoza	80 a 84	Hombres	Solteros/as	211
17	D.C. Zaragoza	80 a 84	Hombres	Casados/as	3868
17	D.C. Zaragoza	80 a 84	Hombres	Viudos/as	1186
17	D.C. Zaragoza	80 a 84	Hombres	Separados/as	30
17	D.C. Zaragoza	80 a 84	Hombres	Divorciados/as	5
17	D.C. Zaragoza	80 a 84	Mujeres	Solteros/as	868
17	D.C. Zaragoza	80 a 84	Mujeres	Casados/as	2414
17	D.C. Zaragoza	80 a 84	Mujeres	Viudos/as	6164
17	D.C. Zaragoza	80 a 84	Mujeres	Separados/as	28
17	D.C. Zaragoza	80 a 84	Mujeres	Divorciados/as	15
17	D.C. Zaragoza	85 a 90	Hombres	Solteros/as	88
17	D.C. Zaragoza	85 a 90	Hombres	Casados/as	1540
17	D.C. Zaragoza	85 a 90	Hombres	Viudos/as	837
17	D.C. Zaragoza	85 a 90	Hombres	Separados/as	6
17	D.C. Zaragoza	85 a 90	Hombres	Divorciados/as	4
17	D.C. Zaragoza	85 a 90	Mujeres	Solteros/as	466
17	D.C. Zaragoza	85 a 90	Mujeres	Casados/as	648
17	D.C. Zaragoza	85 a 90	Mujeres	Viudos/as	3849
17	D.C. Zaragoza	85 a 90	Mujeres	Separados/as	9
17	D.C. Zaragoza	85 a 90	Mujeres	Divorciados/as	5
17	D.C. Zaragoza	90 ó más	Hombres	Solteros/as	25
17	D.C. Zaragoza	90 ó más	Hombres	Casados/as	360
17	D.C. Zaragoza	90 ó más	Hombres	Viudos/as	428
17	D.C. Zaragoza	90 ó más	Hombres	Separados/as	2
17	D.C. Zaragoza	90 ó más	Hombres	Divorciados/as	2
17	D.C. Zaragoza	90 ó más	Mujeres	Solteros/as	181
17	D.C. Zaragoza	90 ó más	Mujeres	Casados/as	110
17	D.C. Zaragoza	90 ó más	Mujeres	Viudos/as	1989
17	D.C. Zaragoza	90 ó más	Mujeres	Separados/as	3
17	D.C. Zaragoza	90 ó más	Mujeres	Divorciados/as	2
18	Ribera Baja del Ebro	16 a 19	Hombres	Solteros/as	197
18	Ribera Baja del Ebro	16 a 19	Mujeres	Solteros/as	196
18	Ribera Baja del Ebro	16 a 19	Mujeres	Casados/as	1
18	Ribera Baja del Ebro	20 a 24	Hombres	Solteros/as	258
18	Ribera Baja del Ebro	20 a 24	Hombres	Casados/as	7
18	Ribera Baja del Ebro	20 a 24	Hombres	Divorciados/as	1
18	Ribera Baja del Ebro	20 a 24	Mujeres	Solteros/as	274
18	Ribera Baja del Ebro	20 a 24	Mujeres	Casados/as	25
18	Ribera Baja del Ebro	20 a 24	Mujeres	Separados/as	1
18	Ribera Baja del Ebro	25 a 29	Hombres	Solteros/as	239
18	Ribera Baja del Ebro	25 a 29	Hombres	Casados/as	70
18	Ribera Baja del Ebro	25 a 29	Hombres	Separados/as	3
18	Ribera Baja del Ebro	25 a 29	Hombres	Divorciados/as	2
18	Ribera Baja del Ebro	25 a 29	Mujeres	Solteros/as	128
18	Ribera Baja del Ebro	25 a 29	Mujeres	Casados/as	122
18	Ribera Baja del Ebro	25 a 29	Mujeres	Viudos/as	1
18	Ribera Baja del Ebro	25 a 29	Mujeres	Separados/as	5
18	Ribera Baja del Ebro	25 a 29	Mujeres	Divorciados/as	3
18	Ribera Baja del Ebro	30 a 34	Hombres	Solteros/as	151
18	Ribera Baja del Ebro	30 a 34	Hombres	Casados/as	181
18	Ribera Baja del Ebro	30 a 34	Hombres	Viudos/as	2
18	Ribera Baja del Ebro	30 a 34	Hombres	Separados/as	8
18	Ribera Baja del Ebro	30 a 34	Hombres	Divorciados/as	2
18	Ribera Baja del Ebro	30 a 34	Mujeres	Solteros/as	65
18	Ribera Baja del Ebro	30 a 34	Mujeres	Casados/as	236
18	Ribera Baja del Ebro	30 a 34	Mujeres	Separados/as	3
18	Ribera Baja del Ebro	30 a 34	Mujeres	Divorciados/as	1
18	Ribera Baja del Ebro	35 a 39	Hombres	Solteros/as	97
18	Ribera Baja del Ebro	35 a 39	Hombres	Casados/as	273
18	Ribera Baja del Ebro	35 a 39	Hombres	Viudos/as	1
18	Ribera Baja del Ebro	35 a 39	Hombres	Separados/as	6
18	Ribera Baja del Ebro	35 a 39	Hombres	Divorciados/as	1
18	Ribera Baja del Ebro	35 a 39	Mujeres	Solteros/as	53
18	Ribera Baja del Ebro	35 a 39	Mujeres	Casados/as	271
18	Ribera Baja del Ebro	35 a 39	Mujeres	Separados/as	13
18	Ribera Baja del Ebro	40 a 44	Hombres	Solteros/as	58
18	Ribera Baja del Ebro	40 a 44	Hombres	Casados/as	282
18	Ribera Baja del Ebro	40 a 44	Hombres	Viudos/as	2
18	Ribera Baja del Ebro	40 a 44	Hombres	Separados/as	9
18	Ribera Baja del Ebro	40 a 44	Hombres	Divorciados/as	1
18	Ribera Baja del Ebro	40 a 44	Mujeres	Solteros/as	34
18	Ribera Baja del Ebro	40 a 44	Mujeres	Casados/as	267
18	Ribera Baja del Ebro	40 a 44	Mujeres	Viudos/as	3
18	Ribera Baja del Ebro	40 a 44	Mujeres	Separados/as	9
18	Ribera Baja del Ebro	40 a 44	Mujeres	Divorciados/as	5
18	Ribera Baja del Ebro	45 a 49	Hombres	Solteros/as	53
18	Ribera Baja del Ebro	45 a 49	Hombres	Casados/as	267
18	Ribera Baja del Ebro	45 a 49	Hombres	Viudos/as	5
18	Ribera Baja del Ebro	45 a 49	Hombres	Separados/as	9
18	Ribera Baja del Ebro	45 a 49	Hombres	Divorciados/as	1
18	Ribera Baja del Ebro	45 a 49	Mujeres	Solteros/as	26
18	Ribera Baja del Ebro	45 a 49	Mujeres	Casados/as	243
18	Ribera Baja del Ebro	45 a 49	Mujeres	Viudos/as	10
18	Ribera Baja del Ebro	45 a 49	Mujeres	Separados/as	7
18	Ribera Baja del Ebro	45 a 49	Mujeres	Divorciados/as	1
18	Ribera Baja del Ebro	50 a 54	Hombres	Solteros/as	49
18	Ribera Baja del Ebro	50 a 54	Hombres	Casados/as	218
18	Ribera Baja del Ebro	50 a 54	Hombres	Viudos/as	1
18	Ribera Baja del Ebro	50 a 54	Hombres	Separados/as	5
18	Ribera Baja del Ebro	50 a 54	Hombres	Divorciados/as	1
18	Ribera Baja del Ebro	50 a 54	Mujeres	Solteros/as	15
18	Ribera Baja del Ebro	50 a 54	Mujeres	Casados/as	200
18	Ribera Baja del Ebro	50 a 54	Mujeres	Viudos/as	17
18	Ribera Baja del Ebro	50 a 54	Mujeres	Separados/as	3
18	Ribera Baja del Ebro	50 a 54	Mujeres	Divorciados/as	2
18	Ribera Baja del Ebro	55 a 59	Hombres	Solteros/as	55
18	Ribera Baja del Ebro	55 a 59	Hombres	Casados/as	172
18	Ribera Baja del Ebro	55 a 59	Hombres	Viudos/as	4
18	Ribera Baja del Ebro	55 a 59	Hombres	Separados/as	5
18	Ribera Baja del Ebro	55 a 59	Hombres	Divorciados/as	3
18	Ribera Baja del Ebro	55 a 59	Mujeres	Solteros/as	17
18	Ribera Baja del Ebro	55 a 59	Mujeres	Casados/as	190
18	Ribera Baja del Ebro	55 a 59	Mujeres	Viudos/as	26
18	Ribera Baja del Ebro	55 a 59	Mujeres	Separados/as	2
18	Ribera Baja del Ebro	60 a 64	Hombres	Solteros/as	45
18	Ribera Baja del Ebro	60 a 64	Hombres	Casados/as	183
18	Ribera Baja del Ebro	60 a 64	Hombres	Viudos/as	8
18	Ribera Baja del Ebro	60 a 64	Hombres	Separados/as	3
18	Ribera Baja del Ebro	60 a 64	Mujeres	Solteros/as	13
18	Ribera Baja del Ebro	60 a 64	Mujeres	Casados/as	194
18	Ribera Baja del Ebro	60 a 64	Mujeres	Viudos/as	38
18	Ribera Baja del Ebro	65 a 69	Hombres	Solteros/as	66
18	Ribera Baja del Ebro	65 a 69	Hombres	Casados/as	263
18	Ribera Baja del Ebro	65 a 69	Hombres	Viudos/as	16
18	Ribera Baja del Ebro	65 a 69	Hombres	Separados/as	2
18	Ribera Baja del Ebro	65 a 69	Hombres	Divorciados/as	1
18	Ribera Baja del Ebro	65 a 69	Mujeres	Solteros/as	17
18	Ribera Baja del Ebro	65 a 69	Mujeres	Casados/as	250
18	Ribera Baja del Ebro	65 a 69	Mujeres	Viudos/as	76
18	Ribera Baja del Ebro	65 a 69	Mujeres	Separados/as	3
18	Ribera Baja del Ebro	65 a 69	Mujeres	Divorciados/as	1
18	Ribera Baja del Ebro	70 a 74	Hombres	Solteros/as	40
18	Ribera Baja del Ebro	70 a 74	Hombres	Casados/as	231
18	Ribera Baja del Ebro	70 a 74	Hombres	Viudos/as	34
18	Ribera Baja del Ebro	70 a 74	Hombres	Separados/as	2
18	Ribera Baja del Ebro	70 a 74	Mujeres	Solteros/as	12
18	Ribera Baja del Ebro	70 a 74	Mujeres	Casados/as	190
18	Ribera Baja del Ebro	70 a 74	Mujeres	Viudos/as	109
18	Ribera Baja del Ebro	70 a 74	Mujeres	Separados/as	1
18	Ribera Baja del Ebro	75 a 79	Hombres	Solteros/as	24
18	Ribera Baja del Ebro	75 a 79	Hombres	Casados/as	171
18	Ribera Baja del Ebro	75 a 79	Hombres	Viudos/as	31
18	Ribera Baja del Ebro	75 a 79	Hombres	Separados/as	1
18	Ribera Baja del Ebro	75 a 79	Mujeres	Solteros/as	26
18	Ribera Baja del Ebro	75 a 79	Mujeres	Casados/as	155
18	Ribera Baja del Ebro	75 a 79	Mujeres	Viudos/as	167
18	Ribera Baja del Ebro	75 a 79	Mujeres	Separados/as	1
18	Ribera Baja del Ebro	75 a 79	Mujeres	Divorciados/as	1
18	Ribera Baja del Ebro	80 a 84	Hombres	Solteros/as	10
18	Ribera Baja del Ebro	80 a 84	Hombres	Casados/as	105
18	Ribera Baja del Ebro	80 a 84	Hombres	Viudos/as	43
18	Ribera Baja del Ebro	80 a 84	Mujeres	Solteros/as	6
18	Ribera Baja del Ebro	80 a 84	Mujeres	Casados/as	50
18	Ribera Baja del Ebro	80 a 84	Mujeres	Viudos/as	134
18	Ribera Baja del Ebro	85 a 90	Hombres	Solteros/as	2
18	Ribera Baja del Ebro	85 a 90	Hombres	Casados/as	30
18	Ribera Baja del Ebro	85 a 90	Hombres	Viudos/as	24
18	Ribera Baja del Ebro	85 a 90	Mujeres	Solteros/as	4
18	Ribera Baja del Ebro	85 a 90	Mujeres	Casados/as	14
18	Ribera Baja del Ebro	85 a 90	Mujeres	Viudos/as	66
18	Ribera Baja del Ebro	90 ó más	Hombres	Casados/as	9
18	Ribera Baja del Ebro	90 ó más	Hombres	Viudos/as	15
18	Ribera Baja del Ebro	90 ó más	Mujeres	Solteros/as	1
18	Ribera Baja del Ebro	90 ó más	Mujeres	Casados/as	2
18	Ribera Baja del Ebro	90 ó más	Mujeres	Viudos/as	50
19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 19	Hombres	Solteros/as	305
19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 19	Mujeres	Solteros/as	254
19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 19	Mujeres	Casados/as	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	20 a 24	Hombres	Solteros/as	446
19	Bajo Aragón-Caspe / Baix Aragó-Casp	20 a 24	Hombres	Casados/as	9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	20 a 24	Mujeres	Solteros/as	394
19	Bajo Aragón-Caspe / Baix Aragó-Casp	20 a 24	Mujeres	Casados/as	30
19	Bajo Aragón-Caspe / Baix Aragó-Casp	20 a 24	Mujeres	Separados/as	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	25 a 29	Hombres	Solteros/as	370
19	Bajo Aragón-Caspe / Baix Aragó-Casp	25 a 29	Hombres	Casados/as	140
19	Bajo Aragón-Caspe / Baix Aragó-Casp	25 a 29	Hombres	Separados/as	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	25 a 29	Hombres	Divorciados/as	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	25 a 29	Mujeres	Solteros/as	206
19	Bajo Aragón-Caspe / Baix Aragó-Casp	25 a 29	Mujeres	Casados/as	189
19	Bajo Aragón-Caspe / Baix Aragó-Casp	25 a 29	Mujeres	Separados/as	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	25 a 29	Mujeres	Divorciados/as	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	30 a 34	Hombres	Solteros/as	202
19	Bajo Aragón-Caspe / Baix Aragó-Casp	30 a 34	Hombres	Casados/as	260
19	Bajo Aragón-Caspe / Baix Aragó-Casp	30 a 34	Hombres	Viudos/as	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	30 a 34	Hombres	Separados/as	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	30 a 34	Hombres	Divorciados/as	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	30 a 34	Mujeres	Solteros/as	69
19	Bajo Aragón-Caspe / Baix Aragó-Casp	30 a 34	Mujeres	Casados/as	289
19	Bajo Aragón-Caspe / Baix Aragó-Casp	30 a 34	Mujeres	Viudos/as	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	30 a 34	Mujeres	Separados/as	11
19	Bajo Aragón-Caspe / Baix Aragó-Casp	30 a 34	Mujeres	Divorciados/as	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	35 a 39	Hombres	Solteros/as	123
19	Bajo Aragón-Caspe / Baix Aragó-Casp	35 a 39	Hombres	Casados/as	320
19	Bajo Aragón-Caspe / Baix Aragó-Casp	35 a 39	Hombres	Viudos/as	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	35 a 39	Hombres	Separados/as	12
19	Bajo Aragón-Caspe / Baix Aragó-Casp	35 a 39	Hombres	Divorciados/as	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	35 a 39	Mujeres	Solteros/as	60
19	Bajo Aragón-Caspe / Baix Aragó-Casp	35 a 39	Mujeres	Casados/as	331
19	Bajo Aragón-Caspe / Baix Aragó-Casp	35 a 39	Mujeres	Viudos/as	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	35 a 39	Mujeres	Separados/as	10
19	Bajo Aragón-Caspe / Baix Aragó-Casp	35 a 39	Mujeres	Divorciados/as	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	40 a 44	Hombres	Solteros/as	78
19	Bajo Aragón-Caspe / Baix Aragó-Casp	40 a 44	Hombres	Casados/as	339
19	Bajo Aragón-Caspe / Baix Aragó-Casp	40 a 44	Hombres	Viudos/as	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	40 a 44	Hombres	Separados/as	11
19	Bajo Aragón-Caspe / Baix Aragó-Casp	40 a 44	Hombres	Divorciados/as	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	40 a 44	Mujeres	Solteros/as	33
19	Bajo Aragón-Caspe / Baix Aragó-Casp	40 a 44	Mujeres	Casados/as	347
19	Bajo Aragón-Caspe / Baix Aragó-Casp	40 a 44	Mujeres	Viudos/as	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	40 a 44	Mujeres	Separados/as	9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	40 a 44	Mujeres	Divorciados/as	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	45 a 49	Hombres	Solteros/as	76
