Municipio código	Municipio nombre	Año	Población	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
44067	Castelnou	2011	120	110	98	12	2	1	95	89,0909090909091
44067	Castelnou	2015	140	123	109	14	5	0	104	88,6178861788618
44068	Castelserás	2007	828	725	611	114	2	6	603	84,2758620689655
44068	Castelserás	2011	831	692	587	105	6	13	568	84,8265895953757
44068	Castelserás	2015	830	683	556	127	14	15	527	81,4055636896047
44070	Castellar (El)	2007	80	69	58	11	1	0	57	84,0579710144928
44070	Castellar (El)	2011	68	62	55	7	1	1	53	88,7096774193548
44070	Castellar (El)	2015	60	56	47	9	4	0	43	83,9285714285714
44071	Castellote	2007	817	717	525	192	4	3	518	73,2217573221757
44071	Castellote	2011	804	670	508	162	8	4	496	75,8208955223881
44071	Castellote	2015	754	627	455	172	19	45	391	72,5677830940989
44074	Cedrillas	2007	547	463	386	77	2	8	376	83,3693304535637
44074	Cedrillas	2011	623	456	369	87	3	13	353	80,9210526315789
44074	Cedrillas	2015	619	453	365	88	6	11	348	80,5739514348786
44075	Celadas	2007	418	350	274	76	1	9	264	78,2857142857143
44075	Celadas	2011	440	340	285	55	5	7	273	83,8235294117647
44075	Celadas	2015	399	325	247	78	12	9	226	76
44076	Cella	2007	2935	2481	1948	533	18	51	1879	78,5167271261588
44076	Cella	2011	2951	2366	1914	452	17	41	1856	80,8960270498732
44076	Cella	2015	2818	2280	1811	469	40	34	1737	79,4298245614035
44077	Cerollera (La)	2007	121	85	64	21	1	0	63	75,2941176470588
44077	Cerollera (La)	2011	113	83	74	9	4	0	70	89,1566265060241
44077	Cerollera (La)	2015	106	81	67	14	3	3	61	82,716049382716
44080	Codoñera (La)	2007	351	315	272	43	4	5	263	86,3492063492063
44080	Codoñera (La)	2011	397	300	266	34	5	3	258	88,6666666666667
44080	Codoñera (La)	2015	374	295	266	29	13	1	252	90,1694915254237
44082	Corbalán	2007	83	80	53	27	0	1	52	66,25
44082	Corbalán	2011	99	91	78	13	0	5	73	85,7142857142857
44082	Corbalán	2015	106	90	83	7	0	0	83	92,2222222222222
44084	Cortes de Aragón	2007	103	84	65	19	0	5	60	77,3809523809524
44084	Cortes de Aragón	2011	75	68	54	14	0	1	53	79,4117647058824
44084	Cortes de Aragón	2015	61	55	51	4	1	1	49	92,7272727272727
44085	Cosa	2007	87	80	58	22	1	3	54	72,5
44085	Cosa	2011	64	61	49	12	3	2	44	80,327868852459
44085	Cosa	2015	56	54	41	13	0	0	41	75,9259259259259
44086	Cretas	2007	630	551	470	81	3	3	464	85,2994555353902
44086	Cretas	2011	618	489	422	67	6	6	410	86,2985685071575
44086	Cretas	2015	601	468	400	68	2	2	396	85,4700854700855
44087	Crivillén	2007	110	123	98	25	1	4	93	79,6747967479675
44087	Crivillén	2011	93	102	94	8	1	0	93	92,156862745098
44087	Crivillén	2015	75	86	72	14	5	4	63	83,7209302325581
44088	Cuba (La)	2007	51	49	44	5	0	1	43	89,7959183673469
44088	Cuba (La)	2011	52	45	42	3	0	1	41	93,3333333333333
44088	Cuba (La)	2015	45	33	33	0	0	0	33	100
44089	Cubla	2007	54	53	44	9	2	3	39	83,0188679245283
44089	Cubla	2011	61	61	57	4	0	3	54	93,4426229508197
44089	Cubla	2015	55	48	42	6	0	3	39	87,5
44090	Cucalón	2007	91	87	74	13	1	0	73	85,0574712643678
44090	Cucalón	2011	102	82	72	10	1	1	70	87,8048780487805
44090	Cucalón	2015	103	84	58	26	3	1	54	69,047619047619
44092	Cuervo (El)	2007	121	113	87	26	2	2	83	76,9911504424779
44092	Cuervo (El)	2011	107	90	61	29	2	1	58	67,7777777777778
44092	Cuervo (El)	2015	85	79	79	0	0	8	71	100
44093	Cuevas de Almudén	2007	116	87	67	20	7	3	57	77,0114942528736
44093	Cuevas de Almudén	2011	133	88	71	17	0	0	71	80,6818181818182
44093	Cuevas de Almudén	2015	145	82	58	24	1	1	56	70,7317073170732
44094	Cuevas Labradas	2007	146	139	125	14	3	0	122	89,9280575539568
44094	Cuevas Labradas	2011	141	120	102	18	2	1	99	85
44094	Cuevas Labradas	2015	127	113	101	12	2	3	96	89,3805309734513
44096	Ejulve	2007	215	190	159	31	4	6	149	83,6842105263158
44096	Ejulve	2011	198	172	154	18	6	4	144	89,5348837209302
44096	Ejulve	2015	194	167	138	29	1	5	132	82,6347305389222
44097	Escorihuela	2007	200	190	168	22	5	4	159	88,4210526315789
44097	Escorihuela	2011	185	161	144	17	3	2	139	89,4409937888199
44097	Escorihuela	2015	160	153	117	36	3	2	112	76,4705882352941
44099	Escucha	2007	1104	807	697	110	4	9	684	86,3692688971499
44099	Escucha	2011	1015	739	641	98	5	5	631	86,7388362652233
44099	Escucha	2015	981	706	601	105	10	2	589	85,1274787535411
44100	Estercuel	2007	276	236	179	57	2	3	174	75,8474576271186
44100	Estercuel	2011	271	199	164	35	9	5	150	82,4120603015075
44100	Estercuel	2015	230	184	149	35	4	4	141	80,9782608695652
44101	Ferreruela de Huerva	2007	72	67	54	13	0	1	53	80,5970149253731
44101	Ferreruela de Huerva	2011	74	62	50	12	2	3	45	80,6451612903226
44101	Ferreruela de Huerva	2015	64	61	51	10	13	10	28	83,6065573770492
44102	Fonfría	2007	26	25	23	2	2	1	20	92
44102	Fonfría	2011	30	30	26	4	0	0	26	86,6666666666667
44102	Fonfría	2015	30	31	27	4	0	0	27	87,0967741935484
44103	Formiche Alto	2007	203	156	138	18	0	2	136	88,4615384615385
44103	Formiche Alto	2011	190	133	109	24	2	1	106	81,9548872180451
44103	Formiche Alto	2015	168	131	118	13	4	0	114	90,0763358778626
44105	Fórnoles	2007	105	98	80	18	1	4	75	81,6326530612245
44105	Fórnoles	2011	103	85	72	13	2	1	69	84,7058823529412
44105	Fórnoles	2015	78	84	67	17	5	1	61	79,7619047619048
44106	Fortanete	2007	203	180	147	33	1	1	145	81,6666666666667
44106	Fortanete	2011	224	179	139	40	3	5	131	77,6536312849162
44106	Fortanete	2015	201	164	116	48	13	15	88	70,7317073170732
44107	Foz-Calanda	2007	297	233	189	44	5	17	167	81,1158798283262
44107	Foz-Calanda	2011	296	244	205	39	0	3	202	84,016393442623
44107	Foz-Calanda	2015	269	221	155	66	10	22	123	70,1357466063348
44108	Fresneda (La)	2007	462	406	305	101	7	2	296	75,1231527093596
44108	Fresneda (La)	2011	511	373	318	55	2	2	314	85,254691689008
44108	Fresneda (La)	2015	468	356	311	45	4	3	304	87,3595505617978
44109	Frías de Albarracín	2007	181	156	112	44	2	1	109	71,7948717948718
44109	Frías de Albarracín	2011	156	128	107	21	2	3	102	83,59375
44109	Frías de Albarracín	2015	144	108	97	11	2	2	93	89,8148148148148
44110	Fuenferrada	2007	43	46	33	13	0	0	33	71,7391304347826
44110	Fuenferrada	2011	37	57	51	6	3	1	47	89,4736842105263
44110	Fuenferrada	2015	62	50	37	13	6	0	31	74
44111	Fuentes Calientes	2007	117	111	77	34	2	6	69	69,3693693693694
44111	Fuentes Calientes	2011	119	104	83	21	3	0	80	79,8076923076923
44111	Fuentes Calientes	2015	111	93	77	16	0	0	77	82,7956989247312
44112	Fuentes Claras	2007	641	540	425	115	1	13	411	78,7037037037037
44112	Fuentes Claras	2011	590	490	376	114	9	25	342	76,734693877551
44112	Fuentes Claras	2015	531	445	269	176	37	51	181	60,4494382022472
44113	Fuentes de Rubielos	2007	126	90	70	20	2	1	67	77,7777777777778
44113	Fuentes de Rubielos	2011	127	95	84	11	1	2	81	88,4210526315789
44113	Fuentes de Rubielos	2015	121	80	67	13	0	0	67	83,75
44114	Fuentespalda	2007	347	299	240	59	5	0	235	80,2675585284281
44114	Fuentespalda	2011	341	264	228	36	7	1	220	86,3636363636364
44114	Fuentespalda	2015	299	245	190	55	14	9	167	77,5510204081633
44115	Galve	2007	145	120	108	12	2	2	104	90
44115	Galve	2011	154	117	113	4	4	0	109	96,5811965811966
44115	Galve	2015	164	109	109	0	2	0	107	100
44116	Gargallo	2007	101	95	73	22	5	1	67	76,8421052631579
44116	Gargallo	2011	118	97	83	14	1	2	80	85,5670103092784
44116	Gargallo	2015	110	85	70	15	1	4	65	82,3529411764706
44117	Gea de Albarracín	2007	435	404	333	71	1	2	330	82,4257425742574
44117	Gea de Albarracín	2011	430	361	308	53	8	4	296	85,3185595567867
44117	Gea de Albarracín	2015	397	349	286	63	18	12	256	81,9484240687679
44118	Ginebrosa (La)	2007	239	200	172	28	5	12	155	86
44118	Ginebrosa (La)	2011	229	185	142	43	9	11	122	76,7567567567568
44118	Ginebrosa (La)	2015	206	169	138	31	7	6	125	81,6568047337278
44119	Griegos	2007	136	131	103	28	0	0	103	78,6259541984733
44119	Griegos	2011	134	119	95	24	1	2	92	79,8319327731092
44119	Griegos	2015	142	136	84	52	4	1	79	61,7647058823529
44120	Guadalaviar	2007	275	231	167	64	0	5	162	72,2943722943723
44120	Guadalaviar	2011	243	220	165	55	1	4	160	75
44120	Guadalaviar	2015	248	218	158	60	4	2	152	72,4770642201835
44121	Gúdar	2007	101	83	63	20	1	3	59	75,9036144578313
44121	Gúdar	2011	84	69	62	7	4	1	57	89,8550724637681
44121	Gúdar	2015	76	62	48	14	0	1	47	77,4193548387097
44122	Híjar	2007	1898	1562	1168	394	5	23	1140	74,7759282970551
44122	Híjar	2011	1899	1466	1096	370	10	36	1050	74,7612551159618
44122	Híjar	2015	1763	1375	1014	361	21	11	982	73,7454545454545
44123	Hinojosa de Jarque	2007	148	135	88	47	2	1	85	65,1851851851852
44123	Hinojosa de Jarque	2011	151	115	79	36	1	10	68	68,695652173913
44123	Hinojosa de Jarque	2015	136	107	65	42	10	3	52	60,7476635514019
44124	Hoz de la Vieja (La)	2007	100	104	70	34	3	2	65	67,3076923076923
44124	Hoz de la Vieja (La)	2011	88	90	76	14	0	2	74	84,4444444444444
44124	Hoz de la Vieja (La)	2015	81	81	61	20	1	8	52	75,3086419753086
44125	Huesa del Común	2007	106	96	82	14	2	3	77	85,4166666666667
44125	Huesa del Común	2011	90	82	67	15	1	1	65	81,7073170731707
44125	Huesa del Común	2015	73	67	51	16	1	0	50	76,1194029850746
44126	Iglesuela del Cid (La)	2007	498	384	326	58	3	3	320	84,8958333333333
44126	Iglesuela del Cid (La)	2011	505	353	275	78	15	9	251	77,9036827195467
44126	Iglesuela del Cid (La)	2015	462	337	238	99	16	12	210	70,6231454005935
44127	Jabaloyas	2007	82	83	75	8	0	5	70	90,3614457831325
44127	Jabaloyas	2011	81	80	72	8	2	0	70	90
44127	Jabaloyas	2015	73	73	63	10	0	0	63	86,3013698630137
44128	Jarque de la Val	2007	99	94	71	23	0	4	67	75,531914893617
44128	Jarque de la Val	2011	90	83	59	24	3	1	55	71,0843373493976
44128	Jarque de la Val	2015	82	71	45	26	1	0	44	63,3802816901408
44129	Jatiel	2007	63	57	51	6	1	1	49	89,4736842105263
44129	Jatiel	2011	52	45	45	0	0	0	45	100
44129	Jatiel	2015	48	42	36	6	3	4	29	85,7142857142857
44130	Jorcas	2007	41	49	39	10	1	4	34	79,5918367346939
44130	Jorcas	2011	43	39	32	7	0	1	31	82,0512820512821
44130	Jorcas	2015	37	34	29	5	0	1	28	85,2941176470588
44131	Josa	2007	39	26	20	6	1	0	19	76,9230769230769
44131	Josa	2011	34	27	24	3	0	0	24	88,8888888888889
44131	Josa	2015	36	27	20	7	0	1	19	74,0740740740741
44132	Lagueruela	2007	59	63	62	1	4	0	58	98,4126984126984
44132	Lagueruela	2011	62	64	56	8	0	2	54	87,5
44132	Lagueruela	2015	78	65	62	3	0	2	60	95,3846153846154
44133	Lanzuela	2007	27	21	18	3	0	1	17	85,7142857142857
44133	Lanzuela	2011	25	19	15	4	1	0	14	78,9473684210526
44133	Lanzuela	2015	30	23	20	3	0	1	19	86,9565217391304
44135	Libros	2007	142	162	125	37	4	0	121	77,1604938271605
44135	Libros	2011	153	152	128	24	1	1	126	84,2105263157895
44135	Libros	2015	129	125	97	28	0	0	97	77,6
44136	Lidón	2007	74	68	51	17	0	0	51	75
44136	Lidón	2011	57	51	43	8	0	0	43	84,3137254901961
44136	Lidón	2015	54	49	43	6	0	0	43	87,7551020408163
44137	Linares de Mora	2007	307	240	196	44	0	8	188	81,6666666666667
44137	Linares de Mora	2011	313	234	205	29	2	1	202	87,6068376068376
44137	Linares de Mora	2015	274	228	208	20	2	3	203	91,2280701754386
44138	Loscos	2007	185	184	138	46	8	1	129	75
44138	Loscos	2011	177	157	122	35	1	3	118	77,7070063694268
44138	Loscos	2015	154	147	110	37	1	3	106	74,8299319727891
44141	Lledó	2007	181	155	138	17	3	0	135	89,0322580645161
44141	Lledó	2011	170	151	114	37	2	1	111	75,4966887417219
44141	Lledó	2015	169	138	115	23	3	4	108	83,3333333333333
44142	Maicas	2007	36	40	23	17	0	0	23	57,5
44142	Maicas	2011	42	39	30	9	0	0	30	76,9230769230769
44142	Maicas	2015	35	36	23	13	0	1	22	63,8888888888889
44143	Manzanera	2007	524	408	341	67	2	3	336	83,578431372549
44143	Manzanera	2011	551	389	319	70	3	13	303	82,0051413881748
44143	Manzanera	2015	526	386	311	75	9	5	297	80,5699481865285
44144	Martín del Río	2007	472	365	289	76	8	1	280	79,1780821917808
44144	Martín del Río	2011	469	332	260	72	2	2	256	78,3132530120482
44144	Martín del Río	2015	437	351	254	97	7	2	245	72,3646723646724
44145	Mas de las Matas	2007	1450	1218	939	279	14	10	915	77,0935960591133
44145	Mas de las Matas	2011	1415	1112	808	304	8	18	782	72,6618705035971
44145	Mas de las Matas	2015	1324	1082	795	287	7	11	777	73,4750462107209
44146	Mata de los Olmos (La)	2007	268	200	183	17	0	4	179	91,5
44146	Mata de los Olmos (La)	2011	289	194	186	8	0	2	184	95,8762886597938
44146	Mata de los Olmos (La)	2015	268	179	164	15	0	1	163	91,6201117318436
44147	Mazaleón	2007	589	484	396	88	1	9	386	81,8181818181818
44147	Mazaleón	2011	586	444	360	84	1	3	356	81,0810810810811
44147	Mazaleón	2015	540	420	344	76	6	11	327	81,9047619047619
44148	Mezquita de Jarque	2007	125	106	68	38	1	1	66	64,1509433962264
44148	Mezquita de Jarque	2011	120	100	61	39	1	1	59	61
44148	Mezquita de Jarque	2015	117	94	72	22	5	1	66	76,5957446808511
44149	Mirambel	2007	134	132	116	16	4	2	110	87,8787878787879
44149	Mirambel	2011	125	117	103	14	2	2	99	88,034188034188
44149	Mirambel	2015	117	106	91	15	0	3	88	85,8490566037736
44150	Miravete de la Sierra	2007	41	51	28	23	1	2	25	54,9019607843137
44150	Miravete de la Sierra	2011	38	31	26	5	0	5	21	83,8709677419355
44150	Miravete de la Sierra	2015	34	29	24	5	0	2	22	82,7586206896552
44151	Molinos	2007	312	280	238	42	2	6	230	85
44151	Molinos	2011	303	232	178	54	9	23	146	76,7241379310345
44151	Molinos	2015	264	212	177	35	16	7	154	83,4905660377358
44152	Monforte de Moyuela	2007	81	78	58	20	0	6	52	74,3589743589744
44152	Monforte de Moyuela	2011	69	64	56	8	1	1	54	87,5
44152	Monforte de Moyuela	2015	63	66	38	28	2	10	26	57,5757575757576
44153	Monreal del Campo	2007	2558	1935	1283	652	9	27	1247	66,3049095607235
44153	Monreal del Campo	2011	2765	1910	1276	634	17	19	1240	66,8062827225131
44153	Monreal del Campo	2015	2636	1866	1136	730	34	35	1067	60,8788853161844
44154	Monroyo	2007	307	284	245	39	1	2	242	86,2676056338028
44154	Monroyo	2011	379	273	247	26	2	5	240	90,4761904761905
44154	Monroyo	2015	364	281	240	41	2	2	236	85,4092526690391
44155	Montalbán	2007	1486	1287	926	361	16	10	900	71,950271950272
44155	Montalbán	2011	1408	1172	872	300	3	12	857	74,4027303754266
44155	Montalbán	2015	1335	1120	853	267	18	11	824	76,1607142857143
44156	Monteagudo del Castillo	2007	67	68	46	22	3	2	41	67,6470588235294
44156	Monteagudo del Castillo	2011	71	57	43	14	1	0	42	75,4385964912281
44156	Monteagudo del Castillo	2015	55	48	38	10	0	2	36	79,1666666666667
44157	Monterde de Albarracín	2007	54	61	47	14	0	0	47	77,0491803278689
44157	Monterde de Albarracín	2011	69	64	49	15	0	0	49	76,5625
44157	Monterde de Albarracín	2015	73	68	50	18	1	0	49	73,5294117647059
44158	Mora de Rubielos	2007	1609	1132	913	219	11	27	875	80,6537102473498
44158	Mora de Rubielos	2011	1706	1157	928	229	4	21	903	80,2074330164218
44158	Mora de Rubielos	2015	1612	1182	924	258	71	40	813	78,1725888324873
44159	Moscardón	2007	61	66	46	20	0	2	44	69,6969696969697
44159	Moscardón	2011	71	52	44	8	0	5	39	84,6153846153846
44159	Moscardón	2015	60	44	42	2	1	5	36	95,4545454545455
44160	Mosqueruela	2007	694	534	425	109	2	8	415	79,5880149812734
44160	Mosqueruela	2011	608	476	378	98	3	16	359	79,4117647058824
44160	Mosqueruela	2015	601	488	343	145	31	20	292	70,2868852459016
44161	Muniesa	2007	723	563	442	121	13	4	425	78,5079928952043
44161	Muniesa	2011	669	498	396	102	2	18	376	79,5180722891566
44161	Muniesa	2015	638	458	325	133	4	10	311	70,9606986899563
44163	Noguera de Albarracín	2007	149	138	108	30	15	3	90	78,2608695652174
44163	Noguera de Albarracín	2011	134	122	110	12	2	0	108	90,1639344262295
44163	Noguera de Albarracín	2015	137	128	100	28	5	1	94	78,125
44164	Nogueras	2007	32	31	22	9	0	0	22	70,9677419354839
44164	Nogueras	2011	35	34	27	7	0	1	26	79,4117647058824
44164	Nogueras	2015	30	27	24	3	1	1	22	88,8888888888889
44165	Nogueruelas	2007	239	267	233	34	3	0	230	87,2659176029963
44165	Nogueruelas	2011	237	194	170	24	1	2	167	87,6288659793814
44165	Nogueruelas	2015	214	185	161	24	1	4	156	87,027027027027
44167	Obón	2007	72	61	48	13	0	2	46	78,6885245901639
44167	Obón	2011	36	39	31	8	0	2	29	79,4871794871795
44167	Obón	2015	42	40	33	7	0	0	33	82,5
44168	Odón	2007	245	221	179	42	5	0	174	80,9954751131222
44168	Odón	2011	220	198	168	30	5	0	163	84,8484848484848
44168	Odón	2015	237	193	140	53	27	29	84	72,5388601036269
44169	Ojos Negros	2007	496	454	335	119	1	2	332	73,7885462555066
44169	Ojos Negros	2011	489	411	331	80	2	6	323	80,5352798053528
44169	Ojos Negros	2015	421	356	284	72	9	12	263	79,7752808988764
44171	Olba	2007	236	212	158	54	4	0	154	74,5283018867925
44171	Olba	2011	237	192	154	38	4	1	149	80,2083333333333
44171	Olba	2015	263	192	146	46	5	4	137	76,0416666666667
44172	Oliete	2007	460	414	324	90	8	4	312	78,2608695652174
44172	Oliete	2011	479	345	276	69	5	11	260	80
44172	Oliete	2015	422	320	257	63	5	12	240	80,3125
44173	Olmos (Los)	2007	145	123	98	25	5	1	92	79,6747967479675
44173	Olmos (Los)	2011	128	109	89	20	6	1	82	81,651376146789
44173	Olmos (Los)	2015	130	102	89	13	5	0	84	87,2549019607843
44174	Orihuela del Tremedal	2007	578	452	369	83	3	2	364	81,6371681415929
44174	Orihuela del Tremedal	2011	564	442	374	68	1	0	373	84,6153846153846
44174	Orihuela del Tremedal	2015	539	442	353	89	7	5	341	79,8642533936652
44175	Orrios	2007	173	158	114	44	1	5	108	72,1518987341772
44175	Orrios	2011	159	147	124	23	2	1	121	84,3537414965986
44175	Orrios	2015	140	130	101	29	1	2	98	77,6923076923077
44176	Palomar de Arroyos	2007	219	194	153	41	5	4	144	78,8659793814433
44176	Palomar de Arroyos	2011	198	168	145	23	2	7	136	86,3095238095238
44176	Palomar de Arroyos	2015	184	165	136	29	8	4	124	82,4242424242424
44177	Pancrudo	2007	113	123	87	36	1	2	84	70,7317073170732
44177	Pancrudo	2011	136	123	83	40	0	1	82	67,479674796748
44177	Pancrudo	2015	117	114	80	34	4	5	71	70,1754385964912
44178	Parras de Castellote (Las)	2007	80	82	60	22	1	0	59	73,1707317073171
44178	Parras de Castellote (Las)	2011	73	72	57	15	1	2	54	79,1666666666667
44178	Parras de Castellote (Las)	2015	58	58	50	8	0	0	50	86,2068965517241
44179	Peñarroya de Tastavins	2007	488	404	282	122	2	1	279	69,8019801980198
44179	Peñarroya de Tastavins	2011	517	375	256	119	2	0	254	68,2666666666667
44179	Peñarroya de Tastavins	2015	487	352	255	97	12	2	241	72,4431818181818
44180	Peracense	2007	129	113	94	19	0	2	92	83,1858407079646
44180	Peracense	2011	89	81	70	11	0	3	67	86,4197530864198
44180	Peracense	2015	69	68	59	9	0	0	59	86,7647058823529
44181	Peralejos	2007	84	86	71	15	2	4	65	82,5581395348837
44181	Peralejos	2011	78	81	69	12	0	0	69	85,1851851851852
44181	Peralejos	2015	85	78	54	24	2	0	52	69,2307692307692
44182	Perales del Alfambra	2007	286	239	184	55	4	12	168	76,9874476987448
44182	Perales del Alfambra	2011	279	216	178	38	2	6	170	82,4074074074074
44182	Perales del Alfambra	2015	253	200	153	47	4	11	138	76,5
44183	Pitarque	2007	108	103	80	23	1	1	78	77,6699029126214
44183	Pitarque	2011	96	79	58	21	1	1	56	73,4177215189873
44183	Pitarque	2015	93	75	55	20	2	1	52	73,3333333333333
44184	Plou	2007	58	56	30	26	0	1	29	53,5714285714286
44184	Plou	2011	43	40	32	8	0	1	31	80
44184	Plou	2015	46	50	42	8	0	0	42	84
44185	Pobo (El)	2007	133	123	103	20	2	1	100	83,739837398374
44185	Pobo (El)	2011	139	119	105	14	1	0	104	88,2352941176471
44185	Pobo (El)	2015	148	108	97	11	0	2	95	89,8148148148148
44187	Portellada (La)	2007	274	253	226	27	3	3	220	89,3280632411067
44187	Portellada (La)	2011	262	225	177	48	8	44	125	78,6666666666667
44187	Portellada (La)	2015	234	204	174	30	5	1	168	85,2941176470588
44189	Pozondón	2007	94	89	76	13	4	1	71	85,3932584269663
44189	Pozondón	2011	83	74	59	15	4	3	52	79,7297297297297
44189	Pozondón	2015	63	60	42	18	1	3	38	70
44190	Pozuel del Campo	2007	105	103	74	29	3	3	68	71,8446601941748
44190	Pozuel del Campo	2011	100	82	66	16	3	1	62	80,4878048780488
44190	Pozuel del Campo	2015	81	73	52	21	6	1	45	71,2328767123288
44191	Puebla de Híjar (La)	2007	1016	881	671	210	8	10	653	76,1634506242906
44191	Puebla de Híjar (La)	2011	1006	830	683	147	5	9	669	82,289156626506
44191	Puebla de Híjar (La)	2015	965	786	652	134	4	2	646	82,9516539440204
44192	Puebla de Valverde (La)	2007	538	460	393	67	3	3	387	85,4347826086957
44192	Puebla de Valverde (La)	2011	571	421	373	48	5	7	361	88,5985748218527
44192	Puebla de Valverde (La)	2015	521	397	334	63	10	3	321	84,1309823677582
44193	Puertomingalvo	2007	229	187	140	47	0	4	136	74,8663101604278
44193	Puertomingalvo	2011	207	116	91	25	3	0	88	78,448275862069
44193	Puertomingalvo	2015	117	91	78	13	3	3	72	85,7142857142857
44194	Ráfales	2007	156	158	121	37	7	16	98	76,5822784810127
44194	Ráfales	2011	170	135	107	28	9	7	91	79,2592592592593
44194	Ráfales	2015	142	110	79	31	5	2	72	71,8181818181818
44195	Rillo	2007	111	117	75	42	5	0	70	64,1025641025641
44195	Rillo	2011	113	105	73	32	4	2	67	69,5238095238095
44195	Rillo	2015	106	93	66	27	0	0	66	70,9677419354839
44196	Riodeva	2007	201	183	135	48	15	2	118	73,7704918032787
44196	Riodeva	2011	180	150	132	18	1	0	131	88
44196	Riodeva	2015	165	145	109	36	2	2	105	75,1724137931034
44197	Ródenas	2007	88	70	58	12	0	2	56	82,8571428571429
44197	Ródenas	2011	79	62	55	7	1	0	54	88,7096774193548
44197	Ródenas	2015	75	60	47	13	1	0	46	78,3333333333333
44198	Royuela	2007	224	217	182	35	8	2	172	83,8709677419355
44198	Royuela	2011	248	214	179	35	5	1	173	83,6448598130841
44198	Royuela	2015	227	192	157	35	1	12	144	81,7708333333333
44199	Rubiales	2007	53	57	50	7	3	0	47	87,719298245614
44199	Rubiales	2011	57	49	48	1	0	1	47	97,9591836734694
44199	Rubiales	2015	51	44	43	1	1	0	42	97,7272727272727
44200	Rubielos de la Cérida	2007	53	51	33	18	0	1	32	64,7058823529412
44200	Rubielos de la Cérida	2011	45	42	34	8	0	1	33	80,952380952381
44200	Rubielos de la Cérida	2015	41	41	28	13	0	11	17	68,2926829268293
44201	Rubielos de Mora	2007	710	553	461	92	29	15	417	83,3634719710669
44201	Rubielos de Mora	2011	772	540	468	72	23	12	433	86,6666666666667
44201	Rubielos de Mora	2015	687	517	435	82	20	5	410	84,1392649903288
44203	Salcedillo	2007	10	9	6	3	0	0	6	66,6666666666667
44203	Salcedillo	2011	8	6	6	0	0	0	6	100
44203	Salcedillo	2015	10	9	9	0	0	0	9	100
44204	Saldón	2007	29	34	23	11	0	1	22	67,6470588235294
44204	Saldón	2011	29	26	24	2	0	1	23	92,3076923076923
44204	Saldón	2015	27	26	25	1	1	0	24	96,1538461538462
44205	Samper de Calanda	2007	1007	879	669	210	15	8	646	76,1092150170648
44205	Samper de Calanda	2011	925	775	588	187	4	9	575	75,8709677419355
44205	Samper de Calanda	2015	861	713	528	185	15	0	513	74,0532959326788
44206	San Agustín	2007	159	141	105	36	5	1	99	74,468085106383
44206	San Agustín	2011	150	167	158	9	2	1	155	94,6107784431138
44206	San Agustín	2015	141	121	101	20	0	0	101	83,4710743801653
44207	San Martín del Río	2007	234	216	168	48	8	3	157	77,7777777777778
44207	San Martín del Río	2011	199	185	145	40	6	5	134	78,3783783783784
44207	San Martín del Río	2015	179	168	167	1	5	2	160	99,4047619047619
44208	Santa Cruz de Nogueras	2007	38	35	30	5	0	0	30	85,7142857142857
44208	Santa Cruz de Nogueras	2011	36	35	27	8	1	0	26	77,1428571428571
44208	Santa Cruz de Nogueras	2015	42	36	25	11	1	4	20	69,4444444444444
44209	Santa Eulalia	2007	1170	1004	725	279	7	12	706	72,2111553784861
44209	Santa Eulalia	2011	1152	907	710	197	9	13	688	78,2800441014333
44209	Santa Eulalia	2015	1111	849	654	195	15	9	630	77,0318021201413
44210	Sarrión	2007	1104	807	627	180	2	19	606	77,6951672862454
44210	Sarrión	2011	1140	759	608	151	0	11	597	80,1054018445323
44210	Sarrión	2015	1152	775	611	164	13	5	593	78,8387096774194
44211	Segura de los Baños	2007	39	38	33	5	1	1	31	86,8421052631579
44211	Segura de los Baños	2011	40	38	31	7	1	1	29	81,5789473684211
44211	Segura de los Baños	2015	39	40	27	13	0	2	25	67,5
44212	Seno	2007	46	47	29	18	0	2	27	61,7021276595745
44212	Seno	2011	49	46	31	15	1	0	30	67,3913043478261
44212	Seno	2015	42	42	39	3	6	2	31	92,8571428571429
44213	Singra	2007	98	81	59	22	4	3	52	72,8395061728395
44213	Singra	2011	98	61	52	9	1	0	51	85,2459016393443
44213	Singra	2015	76	64	64	0	1	0	63	100
44215	Terriente	2007	185	191	129	62	12	0	117	67,5392670157068
44215	Terriente	2011	186	156	130	26	2	1	127	83,3333333333333
44215	Terriente	2015	177	157	130	27	5	2	123	82,8025477707006
44216	Teruel	2007	33673	26227	16770	9457	163	413	16194	63,9417394288329
44216	Teruel	2011	35241	26048	16959	9089	375	660	15924	65,106726044226
44216	Teruel	2015	35675	26657	17046	9611	429	431	16186	63,9456803091121
44217	Toril y Masegoso	2007	35	50	36	14	0	1	35	72
44217	Toril y Masegoso	2011	34	39	30	9	0	0	30	76,9230769230769
44217	Toril y Masegoso	2015	32	28	20	8	0	0	20	71,4285714285714
44218	Tormón	2007	32	44	23	21	0	1	22	52,2727272727273
44218	Tormón	2011	32	39	38	1	0	0	38	97,4358974358974
44218	Tormón	2015	28	36	28	8	0	0	28	77,7777777777778
44219	Tornos	2007	250	228	198	30	4	1	193	86,8421052631579
44219	Tornos	2011	232	210	166	44	1	4	161	79,047619047619
44219	Tornos	2015	231	204	137	67	9	9	119	67,156862745098
