Año	Dirección Provincial Código	Dirección Provincial Nombre	Nº Accidentes	Tamaño Centro	Grupo Grado Código	Grupo Grado Código
2016	50	Zaragoza	574	De 500 a 999 trabajadores	Leves	1
2015	22	Huesca	64	De 500 a 999 trabajadores	Leves	1
2015	44	Teruel	32	De 500 a 999 trabajadores	Leves	1
2015	50	Zaragoza	475	De 500 a 999 trabajadores	Leves	1
2014	22	Huesca	50	De 500 a 999 trabajadores	Leves	1
2014	44	Teruel	31	De 500 a 999 trabajadores	Leves	1
2014	50	Zaragoza	480	De 500 a 999 trabajadores	Leves	1
2013	22	Huesca	53	De 500 a 999 trabajadores	Leves	1
2013	44	Teruel	47	De 500 a 999 trabajadores	Leves	1
2013	50	Zaragoza	434	De 500 a 999 trabajadores	Leves	1
2012	22	Huesca	31	De 500 a 999 trabajadores	Leves	1
2012	44	Teruel	28	De 500 a 999 trabajadores	Leves	1
2012	50	Zaragoza	521	De 500 a 999 trabajadores	Leves	1
2011	22	Huesca	45	De 500 a 999 trabajadores	Leves	1
2011	44	Teruel	25	De 500 a 999 trabajadores	Leves	1
2011	50	Zaragoza	681	De 500 a 999 trabajadores	Leves	1
2010	22	Huesca	38	De 500 a 999 trabajadores	Leves	1
2010	44	Teruel	48	De 500 a 999 trabajadores	Leves	1
2010	50	Zaragoza	669	De 500 a 999 trabajadores	Leves	1
2009	22	Huesca	31	De 500 a 999 trabajadores	Leves	1
2009	44	Teruel	38	De 500 a 999 trabajadores	Leves	1
2009	50	Zaragoza	596	De 500 a 999 trabajadores	Leves	1
2008	22	Huesca	53	De 500 a 999 trabajadores	Leves	1
2008	44	Teruel	76	De 500 a 999 trabajadores	Leves	1
2008	50	Zaragoza	967	De 500 a 999 trabajadores	Leves	1
2007	22	Huesca	61	De 500 a 999 trabajadores	Leves	1
2007	44	Teruel	59	De 500 a 999 trabajadores	Leves	1
2007	50	Zaragoza	1119	De 500 a 999 trabajadores	Leves	1
2006	22	Huesca	55	De 500 a 999 trabajadores	Leves	1
2006	44	Teruel	45	De 500 a 999 trabajadores	Leves	1
2006	50	Zaragoza	1050	De 500 a 999 trabajadores	Leves	1
2005	22	Huesca	40	De 500 a 999 trabajadores	Leves	1
2005	44	Teruel	37	De 500 a 999 trabajadores	Leves	1
2005	50	Zaragoza	1150	De 500 a 999 trabajadores	Leves	1
2004	22	Huesca	32	De 500 a 999 trabajadores	Leves	1
2004	44	Teruel	46	De 500 a 999 trabajadores	Leves	1
2004	50	Zaragoza	868	De 500 a 999 trabajadores	Leves	1
2003	22	Huesca	38	De 500 a 999 trabajadores	Leves	1
2003	44	Teruel	71	De 500 a 999 trabajadores	Leves	1
2003	50	Zaragoza	709	De 500 a 999 trabajadores	Leves	1
2019	44	Teruel	1	De 500 a 999 trabajadores	Graves o muy graves	2
2019	50	Zaragoza	1	De 500 a 999 trabajadores	Graves o muy graves	2
2018	22	Huesca	1	De 500 a 999 trabajadores	Graves o muy graves	2
2018	50	Zaragoza	4	De 500 a 999 trabajadores	Graves o muy graves	2
2017	44	Teruel	1	De 500 a 999 trabajadores	Graves o muy graves	2
2017	50	Zaragoza	2	De 500 a 999 trabajadores	Graves o muy graves	2
2016	50	Zaragoza	2	De 500 a 999 trabajadores	Graves o muy graves	2
2015	50	Zaragoza	3	De 500 a 999 trabajadores	Graves o muy graves	2
2014	22	Huesca	1	De 500 a 999 trabajadores	Graves o muy graves	2
2014	50	Zaragoza	1	De 500 a 999 trabajadores	Graves o muy graves	2
2013	50	Zaragoza	2	De 500 a 999 trabajadores	Graves o muy graves	2
2012	22	Huesca	1	De 500 a 999 trabajadores	Graves o muy graves	2
2012	50	Zaragoza	4	De 500 a 999 trabajadores	Graves o muy graves	2
2011	22	Huesca	1	De 500 a 999 trabajadores	Graves o muy graves	2
2011	50	Zaragoza	3	De 500 a 999 trabajadores	Graves o muy graves	2
2010	22	Huesca	2	De 500 a 999 trabajadores	Graves o muy graves	2
2010	50	Zaragoza	3	De 500 a 999 trabajadores	Graves o muy graves	2
2009	22	Huesca	1	De 500 a 999 trabajadores	Graves o muy graves	2
2009	50	Zaragoza	1	De 500 a 999 trabajadores	Graves o muy graves	2
2008	44	Teruel	1	De 500 a 999 trabajadores	Graves o muy graves	2
2008	50	Zaragoza	1	De 500 a 999 trabajadores	Graves o muy graves	2
2007	22	Huesca	1	De 500 a 999 trabajadores	Graves o muy graves	2
2007	50	Zaragoza	4	De 500 a 999 trabajadores	Graves o muy graves	2
2006	50	Zaragoza	5	De 500 a 999 trabajadores	Graves o muy graves	2
2005	22	Huesca	1	De 500 a 999 trabajadores	Graves o muy graves	2
2005	50	Zaragoza	7	De 500 a 999 trabajadores	Graves o muy graves	2
2004	22	Huesca	1	De 500 a 999 trabajadores	Graves o muy graves	2
2004	50	Zaragoza	3	De 500 a 999 trabajadores	Graves o muy graves	2
2003	44	Teruel	1	De 500 a 999 trabajadores	Graves o muy graves	2
2003	50	Zaragoza	9	De 500 a 999 trabajadores	Graves o muy graves	2
2017	50	Zaragoza	3	De 500 a 999 trabajadores	Mortales	3
2016	50	Zaragoza	1	De 500 a 999 trabajadores	Mortales	3
2015	50	Zaragoza	1	De 500 a 999 trabajadores	Mortales	3
2010	22	Huesca	1	De 500 a 999 trabajadores	Mortales	3
2010	50	Zaragoza	1	De 500 a 999 trabajadores	Mortales	3
2009	50	Zaragoza	1	De 500 a 999 trabajadores	Mortales	3
2008	50	Zaragoza	2	De 500 a 999 trabajadores	Mortales	3
2006	50	Zaragoza	1	De 500 a 999 trabajadores	Mortales	3
2005	50	Zaragoza	1	De 500 a 999 trabajadores	Mortales	3
2003	50	Zaragoza	1	De 500 a 999 trabajadores	Mortales	3
2019	22	Huesca	20	De 1000 a 4999 trabajadores	Leves	1
2019	44	Teruel	6	De 1000 a 4999 trabajadores	Leves	1
2019	50	Zaragoza	920	De 1000 a 4999 trabajadores	Leves	1
2018	22	Huesca	9	De 1000 a 4999 trabajadores	Leves	1
2018	44	Teruel	10	De 1000 a 4999 trabajadores	Leves	1
2018	50	Zaragoza	1023	De 1000 a 4999 trabajadores	Leves	1
2017	22	Huesca	11	De 1000 a 4999 trabajadores	Leves	1
2017	44	Teruel	9	De 1000 a 4999 trabajadores	Leves	1
2017	50	Zaragoza	1012	De 1000 a 4999 trabajadores	Leves	1
2016	22	Huesca	6	De 1000 a 4999 trabajadores	Leves	1
2016	44	Teruel	9	De 1000 a 4999 trabajadores	Leves	1
2016	50	Zaragoza	1014	De 1000 a 4999 trabajadores	Leves	1
2015	22	Huesca	2	De 1000 a 4999 trabajadores	Leves	1
2015	44	Teruel	1	De 1000 a 4999 trabajadores	Leves	1
2015	50	Zaragoza	1002	De 1000 a 4999 trabajadores	Leves	1
2014	22	Huesca	3	De 1000 a 4999 trabajadores	Leves	1
2014	50	Zaragoza	818	De 1000 a 4999 trabajadores	Leves	1
2013	22	Huesca	3	De 1000 a 4999 trabajadores	Leves	1
2013	44	Teruel	1	De 1000 a 4999 trabajadores	Leves	1
2013	50	Zaragoza	778	De 1000 a 4999 trabajadores	Leves	1
2012	22	Huesca	6	De 1000 a 4999 trabajadores	Leves	1
2012	50	Zaragoza	656	De 1000 a 4999 trabajadores	Leves	1
2011	22	Huesca	10	De 1000 a 4999 trabajadores	Leves	1
2011	50	Zaragoza	796	De 1000 a 4999 trabajadores	Leves	1
2010	22	Huesca	2	De 1000 a 4999 trabajadores	Leves	1
2010	44	Teruel	8	De 1000 a 4999 trabajadores	Leves	1
2010	50	Zaragoza	864	De 1000 a 4999 trabajadores	Leves	1
2009	22	Huesca	9	De 1000 a 4999 trabajadores	Leves	1
2009	44	Teruel	5	De 1000 a 4999 trabajadores	Leves	1
2009	50	Zaragoza	907	De 1000 a 4999 trabajadores	Leves	1
2008	22	Huesca	11	De 1000 a 4999 trabajadores	Leves	1
2008	44	Teruel	2	De 1000 a 4999 trabajadores	Leves	1
2008	50	Zaragoza	1117	De 1000 a 4999 trabajadores	Leves	1
2007	22	Huesca	12	De 1000 a 4999 trabajadores	Leves	1
2007	44	Teruel	1	De 1000 a 4999 trabajadores	Leves	1
2007	50	Zaragoza	1045	De 1000 a 4999 trabajadores	Leves	1
2006	22	Huesca	9	De 1000 a 4999 trabajadores	Leves	1
2006	44	Teruel	4	De 1000 a 4999 trabajadores	Leves	1
2006	50	Zaragoza	1022	De 1000 a 4999 trabajadores	Leves	1
2005	22	Huesca	4	De 1000 a 4999 trabajadores	Leves	1
2005	44	Teruel	7	De 1000 a 4999 trabajadores	Leves	1
2005	50	Zaragoza	989	De 1000 a 4999 trabajadores	Leves	1
2004	22	Huesca	2	De 1000 a 4999 trabajadores	Leves	1
2004	44	Teruel	4	De 1000 a 4999 trabajadores	Leves	1
2004	50	Zaragoza	990	De 1000 a 4999 trabajadores	Leves	1
2003	50	Zaragoza	1069	De 1000 a 4999 trabajadores	Leves	1
2019	50	Zaragoza	9	De 1000 a 4999 trabajadores	Graves o muy graves	2
2018	50	Zaragoza	3	De 1000 a 4999 trabajadores	Graves o muy graves	2
2017	50	Zaragoza	2	De 1000 a 4999 trabajadores	Graves o muy graves	2
2015	50	Zaragoza	1	De 1000 a 4999 trabajadores	Graves o muy graves	2
2014	50	Zaragoza	2	De 1000 a 4999 trabajadores	Graves o muy graves	2
2013	50	Zaragoza	4	De 1000 a 4999 trabajadores	Graves o muy graves	2
2012	50	Zaragoza	3	De 1000 a 4999 trabajadores	Graves o muy graves	2
2011	50	Zaragoza	1	De 1000 a 4999 trabajadores	Graves o muy graves	2
2010	50	Zaragoza	2	De 1000 a 4999 trabajadores	Graves o muy graves	2
2009	50	Zaragoza	3	De 1000 a 4999 trabajadores	Graves o muy graves	2
2008	50	Zaragoza	4	De 1000 a 4999 trabajadores	Graves o muy graves	2
2007	50	Zaragoza	2	De 1000 a 4999 trabajadores	Graves o muy graves	2
2006	22	Huesca	1	De 1000 a 4999 trabajadores	Graves o muy graves	2
2006	50	Zaragoza	4	De 1000 a 4999 trabajadores	Graves o muy graves	2
2005	50	Zaragoza	7	De 1000 a 4999 trabajadores	Graves o muy graves	2
2004	50	Zaragoza	14	De 1000 a 4999 trabajadores	Graves o muy graves	2
2003	50	Zaragoza	12	De 1000 a 4999 trabajadores	Graves o muy graves	2
2019	50	Zaragoza	1	De 1000 a 4999 trabajadores	Mortales	3
2016	50	Zaragoza	1	De 1000 a 4999 trabajadores	Mortales	3
2014	50	Zaragoza	1	De 1000 a 4999 trabajadores	Mortales	3
2009	50	Zaragoza	1	De 1000 a 4999 trabajadores	Mortales	3
2006	50	Zaragoza	1	De 1000 a 4999 trabajadores	Mortales	3
2005	50	Zaragoza	1	De 1000 a 4999 trabajadores	Mortales	3
2003	50	Zaragoza	1	De 1000 a 4999 trabajadores	Mortales	3
2019	50	Zaragoza	27	De 5000 o más trabajadores	Leves	1
2018	50	Zaragoza	31	De 5000 o más trabajadores	Leves	1
2017	50	Zaragoza	54	De 5000 o más trabajadores	Leves	1
2016	50	Zaragoza	57	De 5000 o más trabajadores	Leves	1
2015	50	Zaragoza	57	De 5000 o más trabajadores	Leves	1
2014	50	Zaragoza	34	De 5000 o más trabajadores	Leves	1
2013	50	Zaragoza	32	De 5000 o más trabajadores	Leves	1
2012	50	Zaragoza	15	De 5000 o más trabajadores	Leves	1
2011	50	Zaragoza	45	De 5000 o más trabajadores	Leves	1
2010	50	Zaragoza	79	De 5000 o más trabajadores	Leves	1
2009	50	Zaragoza	34	De 5000 o más trabajadores	Leves	1
2008	50	Zaragoza	38	De 5000 o más trabajadores	Leves	1
2007	50	Zaragoza	88	De 5000 o más trabajadores	Leves	1
2006	50	Zaragoza	54	De 5000 o más trabajadores	Leves	1
2005	50	Zaragoza	33	De 5000 o más trabajadores	Leves	1
2004	50	Zaragoza	50	De 5000 o más trabajadores	Leves	1
2003	50	Zaragoza	86	De 5000 o más trabajadores	Leves	1
2017	50	Zaragoza	2	De 5000 o más trabajadores	Graves o muy graves	2
2016	50	Zaragoza	1	De 5000 o más trabajadores	Graves o muy graves	2
2015	50	Zaragoza	1	De 5000 o más trabajadores	Graves o muy graves	2
2014	50	Zaragoza	2	De 5000 o más trabajadores	Graves o muy graves	2
2013	50	Zaragoza	1	De 5000 o más trabajadores	Graves o muy graves	2
2010	50	Zaragoza	2	De 5000 o más trabajadores	Graves o muy graves	2
2008	50	Zaragoza	1	De 5000 o más trabajadores	Graves o muy graves	2
2007	50	Zaragoza	3	De 5000 o más trabajadores	Graves o muy graves	2
2006	50	Zaragoza	1	De 5000 o más trabajadores	Graves o muy graves	2
2003	50	Zaragoza	1	De 5000 o más trabajadores	Graves o muy graves	2
2012	50	Zaragoza	1	De 5000 o más trabajadores	Mortales	3
2010	50	Zaragoza	1	De 5000 o más trabajadores	Mortales	3
2005	50	Zaragoza	1	De 5000 o más trabajadores	Mortales	3
