Municipio código	Municipio nombre	Edad	Ocupación agraria	Sexo	Personas
44171	Olba	c) >=55 años	Jefe explotación agraria	Hombre	4
44171	Olba	c) >=55 años	Jefe explotación agraria	Mujer	2
44172	Oliete	a) <35 años	Jefe explotación agraria	Hombre	1
44172	Oliete	b) >=35 a <55 años	Jefe explotación agraria	Hombre	18
44172	Oliete	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
44172	Oliete	c) >=55 años	Jefe explotación agraria	Hombre	55
44172	Oliete	c) >=55 años	Jefe explotación agraria	Mujer	14
44173	Olmos (Los)	a) <35 años	Jefe explotación agraria	Hombre	3
44173	Olmos (Los)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	14
44173	Olmos (Los)	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
44173	Olmos (Los)	c) >=55 años	Jefe explotación agraria	Hombre	22
44173	Olmos (Los)	c) >=55 años	Jefe explotación agraria	Mujer	4
44174	Orihuela del Tremedal	a) <35 años	Jefe explotación agraria	Hombre	1
44174	Orihuela del Tremedal	b) >=35 a <55 años	Jefe explotación agraria	Hombre	6
44174	Orihuela del Tremedal	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
44174	Orihuela del Tremedal	c) >=55 años	Jefe explotación agraria	Hombre	9
44174	Orihuela del Tremedal	c) >=55 años	Jefe explotación agraria	Mujer	2
44175	Orrios	b) >=35 a <55 años	Jefe explotación agraria	Hombre	14
44175	Orrios	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
44175	Orrios	c) >=55 años	Jefe explotación agraria	Hombre	25
44175	Orrios	c) >=55 años	Jefe explotación agraria	Mujer	5
44176	Palomar de Arroyos	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
44176	Palomar de Arroyos	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44176	Palomar de Arroyos	c) >=55 años	Jefe explotación agraria	Hombre	1
44176	Palomar de Arroyos	c) >=55 años	Jefe explotación agraria	Mujer	1
44177	Pancrudo	a) <35 años	Jefe explotación agraria	Hombre	3
44177	Pancrudo	a) <35 años	Jefe explotación agraria	Mujer	1
44177	Pancrudo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	18
44177	Pancrudo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
44177	Pancrudo	c) >=55 años	Jefe explotación agraria	Hombre	22
44177	Pancrudo	c) >=55 años	Jefe explotación agraria	Mujer	1
44178	Parras de Castellote (Las)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
44178	Parras de Castellote (Las)	c) >=55 años	Jefe explotación agraria	Hombre	9
44178	Parras de Castellote (Las)	c) >=55 años	Jefe explotación agraria	Mujer	5
44179	Peñarroya de Tastavins	a) <35 años	Jefe explotación agraria	Hombre	3
44179	Peñarroya de Tastavins	a) <35 años	Jefe explotación agraria	Mujer	1
44179	Peñarroya de Tastavins	b) >=35 a <55 años	Jefe explotación agraria	Hombre	32
44179	Peñarroya de Tastavins	b) >=35 a <55 años	Jefe explotación agraria	Mujer	11
44179	Peñarroya de Tastavins	c) >=55 años	Jefe explotación agraria	Hombre	31
44179	Peñarroya de Tastavins	c) >=55 años	Jefe explotación agraria	Mujer	6
44180	Peracense	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
44180	Peracense	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44180	Peracense	c) >=55 años	Jefe explotación agraria	Hombre	11
44180	Peracense	c) >=55 años	Jefe explotación agraria	Mujer	1
44181	Peralejos	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
44181	Peralejos	c) >=55 años	Jefe explotación agraria	Hombre	13
44181	Peralejos	c) >=55 años	Jefe explotación agraria	Mujer	1
44182	Perales del Alfambra	a) <35 años	Jefe explotación agraria	Hombre	3
44182	Perales del Alfambra	a) <35 años	Jefe explotación agraria	Mujer	1
44182	Perales del Alfambra	b) >=35 a <55 años	Jefe explotación agraria	Hombre	27
44182	Perales del Alfambra	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44182	Perales del Alfambra	c) >=55 años	Jefe explotación agraria	Hombre	24
44182	Perales del Alfambra	c) >=55 años	Jefe explotación agraria	Mujer	2
44183	Pitarque	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
44183	Pitarque	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44183	Pitarque	c) >=55 años	Jefe explotación agraria	Hombre	4
44183	Pitarque	c) >=55 años	Jefe explotación agraria	Mujer	1
44184	Plou	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
44184	Plou	c) >=55 años	Jefe explotación agraria	Hombre	7
44184	Plou	c) >=55 años	Jefe explotación agraria	Mujer	1
44185	Pobo (El)	a) <35 años	Jefe explotación agraria	Hombre	2
44185	Pobo (El)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	11
44185	Pobo (El)	c) >=55 años	Jefe explotación agraria	Hombre	16
44185	Pobo (El)	c) >=55 años	Jefe explotación agraria	Mujer	5
44187	Portellada (La)	a) <35 años	Jefe explotación agraria	Hombre	5
44187	Portellada (La)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	22
44187	Portellada (La)	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44187	Portellada (La)	c) >=55 años	Jefe explotación agraria	Hombre	27
44187	Portellada (La)	c) >=55 años	Jefe explotación agraria	Mujer	6
44189	Pozondón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
44189	Pozondón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44189	Pozondón	c) >=55 años	Jefe explotación agraria	Hombre	7
44189	Pozondón	c) >=55 años	Jefe explotación agraria	Mujer	3
44190	Pozuel del Campo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	3
44190	Pozuel del Campo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44190	Pozuel del Campo	c) >=55 años	Jefe explotación agraria	Hombre	7
44190	Pozuel del Campo	c) >=55 años	Jefe explotación agraria	Mujer	5
44191	Puebla de Híjar (La)	a) <35 años	Jefe explotación agraria	Hombre	5
44191	Puebla de Híjar (La)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	32
44191	Puebla de Híjar (La)	b) >=35 a <55 años	Jefe explotación agraria	Mujer	9
44191	Puebla de Híjar (La)	c) >=55 años	Jefe explotación agraria	Hombre	38
44191	Puebla de Híjar (La)	c) >=55 años	Jefe explotación agraria	Mujer	2
44192	Puebla de Valverde (La)	a) <35 años	Jefe explotación agraria	Hombre	3
44192	Puebla de Valverde (La)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	26
44192	Puebla de Valverde (La)	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
44192	Puebla de Valverde (La)	c) >=55 años	Jefe explotación agraria	Hombre	31
44192	Puebla de Valverde (La)	c) >=55 años	Jefe explotación agraria	Mujer	6
44193	Puertomingalvo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	5
44193	Puertomingalvo	c) >=55 años	Jefe explotación agraria	Hombre	17
44193	Puertomingalvo	c) >=55 años	Jefe explotación agraria	Mujer	7
44194	Ráfales	a) <35 años	Jefe explotación agraria	Hombre	4
44194	Ráfales	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
44194	Ráfales	b) >=35 a <55 años	Jefe explotación agraria	Mujer	6
44194	Ráfales	c) >=55 años	Jefe explotación agraria	Hombre	27
44194	Ráfales	c) >=55 años	Jefe explotación agraria	Mujer	5
44195	Rillo	a) <35 años	Jefe explotación agraria	Hombre	1
44195	Rillo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	8
44195	Rillo	c) >=55 años	Jefe explotación agraria	Hombre	7
44195	Rillo	c) >=55 años	Jefe explotación agraria	Mujer	2
44196	Riodeva	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
44196	Riodeva	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44196	Riodeva	c) >=55 años	Jefe explotación agraria	Hombre	12
44196	Riodeva	c) >=55 años	Jefe explotación agraria	Mujer	9
44197	Ródenas	a) <35 años	Jefe explotación agraria	Hombre	1
44197	Ródenas	b) >=35 a <55 años	Jefe explotación agraria	Hombre	9
44197	Ródenas	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44197	Ródenas	c) >=55 años	Jefe explotación agraria	Hombre	2
44198	Royuela	a) <35 años	Jefe explotación agraria	Hombre	1
44198	Royuela	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
44198	Royuela	c) >=55 años	Jefe explotación agraria	Hombre	10
44198	Royuela	c) >=55 años	Jefe explotación agraria	Mujer	2
44199	Rubiales	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
44199	Rubiales	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44199	Rubiales	c) >=55 años	Jefe explotación agraria	Hombre	2
44200	Rubielos de la Cérida	b) >=35 a <55 años	Jefe explotación agraria	Hombre	9
44200	Rubielos de la Cérida	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44200	Rubielos de la Cérida	c) >=55 años	Jefe explotación agraria	Hombre	9
44200	Rubielos de la Cérida	c) >=55 años	Jefe explotación agraria	Mujer	5
44201	Rubielos de Mora	a) <35 años	Jefe explotación agraria	Hombre	1
44201	Rubielos de Mora	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
44201	Rubielos de Mora	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44201	Rubielos de Mora	c) >=55 años	Jefe explotación agraria	Hombre	10
44201	Rubielos de Mora	c) >=55 años	Jefe explotación agraria	Mujer	3
44203	Salcedillo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
44203	Salcedillo	c) >=55 años	Jefe explotación agraria	Hombre	2
44204	Saldón	a) <35 años	Jefe explotación agraria	Mujer	1
44204	Saldón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
44204	Saldón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44204	Saldón	c) >=55 años	Jefe explotación agraria	Hombre	1
44204	Saldón	c) >=55 años	Jefe explotación agraria	Mujer	2
44205	Samper de Calanda	a) <35 años	Jefe explotación agraria	Hombre	6
44205	Samper de Calanda	b) >=35 a <55 años	Jefe explotación agraria	Hombre	33
44205	Samper de Calanda	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
44205	Samper de Calanda	c) >=55 años	Jefe explotación agraria	Hombre	50
44205	Samper de Calanda	c) >=55 años	Jefe explotación agraria	Mujer	10
44206	San Agustín	a) <35 años	Jefe explotación agraria	Hombre	1
44206	San Agustín	b) >=35 a <55 años	Jefe explotación agraria	Hombre	10
44206	San Agustín	b) >=35 a <55 años	Jefe explotación agraria	Mujer	6
44206	San Agustín	c) >=55 años	Jefe explotación agraria	Hombre	21
44207	San Martín del Río	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
44207	San Martín del Río	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44207	San Martín del Río	c) >=55 años	Jefe explotación agraria	Hombre	52
44207	San Martín del Río	c) >=55 años	Jefe explotación agraria	Mujer	14
44208	Santa Cruz de Nogueras	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
44208	Santa Cruz de Nogueras	c) >=55 años	Jefe explotación agraria	Hombre	2
44209	Santa Eulalia	a) <35 años	Jefe explotación agraria	Hombre	7
44209	Santa Eulalia	b) >=35 a <55 años	Jefe explotación agraria	Hombre	28
44209	Santa Eulalia	b) >=35 a <55 años	Jefe explotación agraria	Mujer	9
44209	Santa Eulalia	c) >=55 años	Jefe explotación agraria	Hombre	42
44209	Santa Eulalia	c) >=55 años	Jefe explotación agraria	Mujer	18
44210	Sarrión	a) <35 años	Jefe explotación agraria	Hombre	8
44210	Sarrión	a) <35 años	Jefe explotación agraria	Mujer	1
44210	Sarrión	b) >=35 a <55 años	Jefe explotación agraria	Hombre	44
44210	Sarrión	b) >=35 a <55 años	Jefe explotación agraria	Mujer	7
44210	Sarrión	c) >=55 años	Jefe explotación agraria	Hombre	58
44210	Sarrión	c) >=55 años	Jefe explotación agraria	Mujer	13
44211	Segura de los Baños	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
44211	Segura de los Baños	c) >=55 años	Jefe explotación agraria	Hombre	6
44211	Segura de los Baños	c) >=55 años	Jefe explotación agraria	Mujer	2
44212	Seno	a) <35 años	Jefe explotación agraria	Hombre	1
44212	Seno	b) >=35 a <55 años	Jefe explotación agraria	Hombre	6
44212	Seno	c) >=55 años	Jefe explotación agraria	Hombre	11
44212	Seno	c) >=55 años	Jefe explotación agraria	Mujer	1
44213	Singra	a) <35 años	Jefe explotación agraria	Hombre	1
44213	Singra	b) >=35 a <55 años	Jefe explotación agraria	Hombre	9
44213	Singra	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44213	Singra	c) >=55 años	Jefe explotación agraria	Hombre	9
44215	Terriente	a) <35 años	Jefe explotación agraria	Hombre	3
44215	Terriente	a) <35 años	Jefe explotación agraria	Mujer	1
44215	Terriente	b) >=35 a <55 años	Jefe explotación agraria	Hombre	11
44215	Terriente	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44215	Terriente	c) >=55 años	Jefe explotación agraria	Hombre	10
44215	Terriente	c) >=55 años	Jefe explotación agraria	Mujer	3
44216	Teruel	a) <35 años	Jefe explotación agraria	Hombre	7
44216	Teruel	b) >=35 a <55 años	Jefe explotación agraria	Hombre	83
44216	Teruel	b) >=35 a <55 años	Jefe explotación agraria	Mujer	16
44216	Teruel	c) >=55 años	Jefe explotación agraria	Hombre	133
44216	Teruel	c) >=55 años	Jefe explotación agraria	Mujer	34
44217	Toril y Masegoso	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
44217	Toril y Masegoso	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44217	Toril y Masegoso	c) >=55 años	Jefe explotación agraria	Hombre	3
44219	Tornos	a) <35 años	Jefe explotación agraria	Hombre	7
44219	Tornos	b) >=35 a <55 años	Jefe explotación agraria	Hombre	17
44219	Tornos	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
44219	Tornos	c) >=55 años	Jefe explotación agraria	Hombre	34
44219	Tornos	c) >=55 años	Jefe explotación agraria	Mujer	6
44220	Torralba de los Sisones	a) <35 años	Jefe explotación agraria	Hombre	2
44220	Torralba de los Sisones	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
44220	Torralba de los Sisones	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
44220	Torralba de los Sisones	c) >=55 años	Jefe explotación agraria	Hombre	21
44220	Torralba de los Sisones	c) >=55 años	Jefe explotación agraria	Mujer	1
44221	Torrecilla de Alcañiz	a) <35 años	Jefe explotación agraria	Hombre	6
44221	Torrecilla de Alcañiz	b) >=35 a <55 años	Jefe explotación agraria	Hombre	20
44221	Torrecilla de Alcañiz	b) >=35 a <55 años	Jefe explotación agraria	Mujer	6
44221	Torrecilla de Alcañiz	c) >=55 años	Jefe explotación agraria	Hombre	21
44221	Torrecilla de Alcañiz	c) >=55 años	Jefe explotación agraria	Mujer	9
44222	Torrecilla del Rebollar	a) <35 años	Jefe explotación agraria	Hombre	2
44222	Torrecilla del Rebollar	b) >=35 a <55 años	Jefe explotación agraria	Hombre	15
44222	Torrecilla del Rebollar	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44222	Torrecilla del Rebollar	c) >=55 años	Jefe explotación agraria	Hombre	8
44222	Torrecilla del Rebollar	c) >=55 años	Jefe explotación agraria	Mujer	4
44223	Torre de Arcas	b) >=35 a <55 años	Jefe explotación agraria	Hombre	8
44223	Torre de Arcas	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44223	Torre de Arcas	c) >=55 años	Jefe explotación agraria	Hombre	7
44223	Torre de Arcas	c) >=55 años	Jefe explotación agraria	Mujer	3
44224	Torre de las Arcas	b) >=35 a <55 años	Jefe explotación agraria	Hombre	8
44224	Torre de las Arcas	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44224	Torre de las Arcas	c) >=55 años	Jefe explotación agraria	Hombre	2
44225	Torre del Compte	a) <35 años	Jefe explotación agraria	Hombre	4
44225	Torre del Compte	b) >=35 a <55 años	Jefe explotación agraria	Hombre	8
44225	Torre del Compte	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
44225	Torre del Compte	c) >=55 años	Jefe explotación agraria	Hombre	15
44225	Torre del Compte	c) >=55 años	Jefe explotación agraria	Mujer	4
44226	Torrelacárcel	a) <35 años	Jefe explotación agraria	Hombre	3
44226	Torrelacárcel	b) >=35 a <55 años	Jefe explotación agraria	Hombre	16
44226	Torrelacárcel	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44226	Torrelacárcel	c) >=55 años	Jefe explotación agraria	Hombre	23
44226	Torrelacárcel	c) >=55 años	Jefe explotación agraria	Mujer	13
44227	Torre los Negros	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
44227	Torre los Negros	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44227	Torre los Negros	c) >=55 años	Jefe explotación agraria	Hombre	5
44227	Torre los Negros	c) >=55 años	Jefe explotación agraria	Mujer	1
44228	Torremocha de Jiloca	b) >=35 a <55 años	Jefe explotación agraria	Hombre	6
44228	Torremocha de Jiloca	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44228	Torremocha de Jiloca	c) >=55 años	Jefe explotación agraria	Hombre	15
44228	Torremocha de Jiloca	c) >=55 años	Jefe explotación agraria	Mujer	5
44229	Torres de Albarracín	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
44229	Torres de Albarracín	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44229	Torres de Albarracín	c) >=55 años	Jefe explotación agraria	Hombre	3
44229	Torres de Albarracín	c) >=55 años	Jefe explotación agraria	Mujer	1
44230	Torrevelilla	a) <35 años	Jefe explotación agraria	Hombre	3
44230	Torrevelilla	b) >=35 a <55 años	Jefe explotación agraria	Hombre	15
44230	Torrevelilla	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44230	Torrevelilla	c) >=55 años	Jefe explotación agraria	Hombre	20
44230	Torrevelilla	c) >=55 años	Jefe explotación agraria	Mujer	5
44231	Torrijas	c) >=55 años	Jefe explotación agraria	Hombre	5
44232	Torrijo del Campo	a) <35 años	Jefe explotación agraria	Hombre	1
44232	Torrijo del Campo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	33
44232	Torrijo del Campo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	10
44232	Torrijo del Campo	c) >=55 años	Jefe explotación agraria	Hombre	27
44232	Torrijo del Campo	c) >=55 años	Jefe explotación agraria	Mujer	8
44234	Tramacastiel	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
44234	Tramacastiel	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44234	Tramacastiel	c) >=55 años	Jefe explotación agraria	Hombre	9
44234	Tramacastiel	c) >=55 años	Jefe explotación agraria	Mujer	2
44235	Tramacastilla	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
44235	Tramacastilla	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44235	Tramacastilla	c) >=55 años	Jefe explotación agraria	Hombre	4
44236	Tronchón	a) <35 años	Jefe explotación agraria	Hombre	3
44236	Tronchón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	8
44236	Tronchón	c) >=55 años	Jefe explotación agraria	Hombre	9
44236	Tronchón	c) >=55 años	Jefe explotación agraria	Mujer	2
44237	Urrea de Gaén	a) <35 años	Jefe explotación agraria	Hombre	5
44237	Urrea de Gaén	b) >=35 a <55 años	Jefe explotación agraria	Hombre	33
44237	Urrea de Gaén	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
44237	Urrea de Gaén	c) >=55 años	Jefe explotación agraria	Hombre	32
44237	Urrea de Gaén	c) >=55 años	Jefe explotación agraria	Mujer	7
44238	Utrillas	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
44238	Utrillas	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44238	Utrillas	c) >=55 años	Jefe explotación agraria	Hombre	5
44239	Valacloche	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
44239	Valacloche	c) >=55 años	Jefe explotación agraria	Hombre	7
44239	Valacloche	c) >=55 años	Jefe explotación agraria	Mujer	1
44240	Valbona	a) <35 años	Jefe explotación agraria	Mujer	1
44240	Valbona	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
44240	Valbona	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44240	Valbona	c) >=55 años	Jefe explotación agraria	Hombre	11
44240	Valbona	c) >=55 años	Jefe explotación agraria	Mujer	3
44241	Valdealgorfa	a) <35 años	Jefe explotación agraria	Hombre	9
44241	Valdealgorfa	b) >=35 a <55 años	Jefe explotación agraria	Hombre	42
44241	Valdealgorfa	b) >=35 a <55 años	Jefe explotación agraria	Mujer	24
44241	Valdealgorfa	c) >=55 años	Jefe explotación agraria	Hombre	37
44241	Valdealgorfa	c) >=55 años	Jefe explotación agraria	Mujer	19
44243	Valdecuenca	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
44243	Valdecuenca	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44243	Valdecuenca	c) >=55 años	Jefe explotación agraria	Hombre	2
44244	Valdelinares	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
44244	Valdelinares	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44244	Valdelinares	c) >=55 años	Jefe explotación agraria	Hombre	8
44245	Valdeltormo	a) <35 años	Jefe explotación agraria	Mujer	1
44245	Valdeltormo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
44245	Valdeltormo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44245	Valdeltormo	c) >=55 años	Jefe explotación agraria	Hombre	15
44245	Valdeltormo	c) >=55 años	Jefe explotación agraria	Mujer	4
44246	Valderrobres	a) <35 años	Jefe explotación agraria	Hombre	16
44246	Valderrobres	b) >=35 a <55 años	Jefe explotación agraria	Hombre	91
44246	Valderrobres	b) >=35 a <55 años	Jefe explotación agraria	Mujer	20
44246	Valderrobres	c) >=55 años	Jefe explotación agraria	Hombre	101
44246	Valderrobres	c) >=55 años	Jefe explotación agraria	Mujer	16
44247	Valjunquera	a) <35 años	Jefe explotación agraria	Hombre	5
44247	Valjunquera	a) <35 años	Jefe explotación agraria	Mujer	1
44247	Valjunquera	b) >=35 a <55 años	Jefe explotación agraria	Hombre	24
44247	Valjunquera	b) >=35 a <55 años	Jefe explotación agraria	Mujer	10
44247	Valjunquera	c) >=55 años	Jefe explotación agraria	Hombre	55
44247	Valjunquera	c) >=55 años	Jefe explotación agraria	Mujer	5
44249	Vallecillo (El)	a) <35 años	Jefe explotación agraria	Hombre	1
44249	Vallecillo (El)	c) >=55 años	Jefe explotación agraria	Mujer	1
44250	Veguillas de la Sierra	b) >=35 a <55 años	Jefe explotación agraria	Hombre	3
44250	Veguillas de la Sierra	c) >=55 años	Jefe explotación agraria	Hombre	2
44251	Villafranca del Campo	a) <35 años	Jefe explotación agraria	Hombre	8
44251	Villafranca del Campo	a) <35 años	Jefe explotación agraria	Mujer	1
44251	Villafranca del Campo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	20
44251	Villafranca del Campo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	8
44251	Villafranca del Campo	c) >=55 años	Jefe explotación agraria	Hombre	20
44251	Villafranca del Campo	c) >=55 años	Jefe explotación agraria	Mujer	5
44252	Villahermosa del Campo	a) <35 años	Jefe explotación agraria	Hombre	1
44252	Villahermosa del Campo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	5
44252	Villahermosa del Campo	c) >=55 años	Jefe explotación agraria	Hombre	10
44252	Villahermosa del Campo	c) >=55 años	Jefe explotación agraria	Mujer	2
44256	Villanueva del Rebollar de la Sierra	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
44256	Villanueva del Rebollar de la Sierra	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44256	Villanueva del Rebollar de la Sierra	c) >=55 años	Jefe explotación agraria	Hombre	2
44257	Villar del Cobo	a) <35 años	Jefe explotación agraria	Hombre	1
44257	Villar del Cobo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
44257	Villar del Cobo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
44257	Villar del Cobo	c) >=55 años	Jefe explotación agraria	Hombre	13
44257	Villar del Cobo	c) >=55 años	Jefe explotación agraria	Mujer	2
44258	Villar del Salz	b) >=35 a <55 años	Jefe explotación agraria	Hombre	6
44258	Villar del Salz	c) >=55 años	Jefe explotación agraria	Hombre	8
44260	Villarluengo	a) <35 años	Jefe explotación agraria	Hombre	1
44260	Villarluengo	a) <35 años	Jefe explotación agraria	Mujer	2
44260	Villarluengo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	16
44260	Villarluengo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44260	Villarluengo	c) >=55 años	Jefe explotación agraria	Hombre	8
44260	Villarluengo	c) >=55 años	Jefe explotación agraria	Mujer	2
44261	Villarquemado	a) <35 años	Jefe explotación agraria	Hombre	4
44261	Villarquemado	b) >=35 a <55 años	Jefe explotación agraria	Hombre	44
44261	Villarquemado	b) >=35 a <55 años	Jefe explotación agraria	Mujer	8
44261	Villarquemado	c) >=55 años	Jefe explotación agraria	Hombre	57
44261	Villarquemado	c) >=55 años	Jefe explotación agraria	Mujer	16
44262	Villarroya de los Pinares	b) >=35 a <55 años	Jefe explotación agraria	Hombre	11
44262	Villarroya de los Pinares	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
44262	Villarroya de los Pinares	c) >=55 años	Jefe explotación agraria	Hombre	13
44262	Villarroya de los Pinares	c) >=55 años	Jefe explotación agraria	Mujer	2
44263	Villastar	a) <35 años	Jefe explotación agraria	Hombre	1
44263	Villastar	b) >=35 a <55 años	Jefe explotación agraria	Hombre	9
44263	Villastar	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44263	Villastar	c) >=55 años	Jefe explotación agraria	Hombre	16
44263	Villastar	c) >=55 años	Jefe explotación agraria	Mujer	3
44264	Villel	a) <35 años	Jefe explotación agraria	Hombre	1
44264	Villel	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
44264	Villel	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44264	Villel	c) >=55 años	Jefe explotación agraria	Hombre	15
44264	Villel	c) >=55 años	Jefe explotación agraria	Mujer	4
44265	Vinaceite	a) <35 años	Jefe explotación agraria	Hombre	1
44265	Vinaceite	b) >=35 a <55 años	Jefe explotación agraria	Hombre	14
44265	Vinaceite	b) >=35 a <55 años	Jefe explotación agraria	Mujer	6
44265	Vinaceite	c) >=55 años	Jefe explotación agraria	Hombre	29
44266	Visiedo	a) <35 años	Jefe explotación agraria	Hombre	2
44266	Visiedo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	15
44266	Visiedo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44266	Visiedo	c) >=55 años	Jefe explotación agraria	Hombre	28
44266	Visiedo	c) >=55 años	Jefe explotación agraria	Mujer	3
44267	Vivel del Río Martín	a) <35 años	Jefe explotación agraria	Hombre	3
44267	Vivel del Río Martín	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
44267	Vivel del Río Martín	c) >=55 años	Jefe explotación agraria	Hombre	8
44267	Vivel del Río Martín	c) >=55 años	Jefe explotación agraria	Mujer	4
44268	Zoma (La)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
44268	Zoma (La)	c) >=55 años	Jefe explotación agraria	Hombre	1
44268	Zoma (La)	c) >=55 años	Jefe explotación agraria	Mujer	2
50001	Abanto	a) <35 años	Jefe explotación agraria	Hombre	1
