Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas	Nivel de estudios Código	Nivel de estudios Nombre
2014	26	Cuencas Mineras	65 y más	Hombre	11	2	Inferior a graduado escolar o ESO
2014	26	Cuencas Mineras	65 y más	Hombre	26	3	Graduado escolar o ESO
2014	26	Cuencas Mineras	65 y más	Hombre	19	4	BUP, Bachiller, LOGSE ó superior
2014	26	Cuencas Mineras	65 y más	Mujer	27	0	Sin clasificar
2014	26	Cuencas Mineras	65 y más	Mujer	10	2	Inferior a graduado escolar o ESO
2014	26	Cuencas Mineras	65 y más	Mujer	36	3	Graduado escolar o ESO
2014	26	Cuencas Mineras	65 y más	Mujer	14	4	BUP, Bachiller, LOGSE ó superior
2014	27	Andorra-Sierra de Arcos	0-15	Hombre	8	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	0-15	Hombre	2	2	Inferior a graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	0-15	Mujer	13	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	16-64	Hombre	17	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	16-64	Hombre	4	2	Inferior a graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	16-64	Hombre	28	3	Graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	16-64	Hombre	37	4	BUP, Bachiller, LOGSE ó superior
2014	27	Andorra-Sierra de Arcos	16-64	Mujer	22	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	16-64	Mujer	6	2	Inferior a graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	16-64	Mujer	20	3	Graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	16-64	Mujer	36	4	BUP, Bachiller, LOGSE ó superior
2014	27	Andorra-Sierra de Arcos	65 y más	Hombre	10	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	65 y más	Hombre	11	2	Inferior a graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	65 y más	Hombre	21	3	Graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	65 y más	Hombre	7	4	BUP, Bachiller, LOGSE ó superior
2014	27	Andorra-Sierra de Arcos	65 y más	Mujer	21	0	Sin clasificar
2014	27	Andorra-Sierra de Arcos	65 y más	Mujer	9	2	Inferior a graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	65 y más	Mujer	16	3	Graduado escolar o ESO
2014	27	Andorra-Sierra de Arcos	65 y más	Mujer	3	4	BUP, Bachiller, LOGSE ó superior
2014	28	Bajo Aragón	0-15	Hombre	30	0	Sin clasificar
2014	28	Bajo Aragón	0-15	Hombre	3	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	0-15	Hombre	2	3	Graduado escolar o ESO
2014	28	Bajo Aragón	0-15	Mujer	35	0	Sin clasificar
2014	28	Bajo Aragón	0-15	Mujer	5	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	0-15	Mujer	5	3	Graduado escolar o ESO
2014	28	Bajo Aragón	16-64	Hombre	87	0	Sin clasificar
2014	28	Bajo Aragón	16-64	Hombre	1	1	No sabe leer ni escribir
2014	28	Bajo Aragón	16-64	Hombre	10	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	16-64	Hombre	47	3	Graduado escolar o ESO
2014	28	Bajo Aragón	16-64	Hombre	122	4	BUP, Bachiller, LOGSE ó superior
2014	28	Bajo Aragón	16-64	Mujer	77	0	Sin clasificar
2014	28	Bajo Aragón	16-64	Mujer	7	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	16-64	Mujer	49	3	Graduado escolar o ESO
2014	28	Bajo Aragón	16-64	Mujer	140	4	BUP, Bachiller, LOGSE ó superior
2014	28	Bajo Aragón	65 y más	Hombre	64	0	Sin clasificar
2014	28	Bajo Aragón	65 y más	Hombre	18	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	65 y más	Hombre	45	3	Graduado escolar o ESO
2014	28	Bajo Aragón	65 y más	Hombre	31	4	BUP, Bachiller, LOGSE ó superior
2014	28	Bajo Aragón	65 y más	Mujer	71	0	Sin clasificar
2014	28	Bajo Aragón	65 y más	Mujer	36	2	Inferior a graduado escolar o ESO
2014	28	Bajo Aragón	65 y más	Mujer	43	3	Graduado escolar o ESO
2014	28	Bajo Aragón	65 y más	Mujer	39	4	BUP, Bachiller, LOGSE ó superior
2014	29	Comunidad de Teruel	0-15	Hombre	79	0	Sin clasificar
2014	29	Comunidad de Teruel	0-15	Hombre	17	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	0-15	Hombre	2	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	0-15	Hombre	2	4	BUP, Bachiller, LOGSE ó superior
2014	29	Comunidad de Teruel	0-15	Mujer	70	0	Sin clasificar
2014	29	Comunidad de Teruel	0-15	Mujer	1	1	No sabe leer ni escribir
2014	29	Comunidad de Teruel	0-15	Mujer	12	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	0-15	Mujer	3	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	16-64	Hombre	158	0	Sin clasificar
2014	29	Comunidad de Teruel	16-64	Hombre	26	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	16-64	Hombre	92	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	16-64	Hombre	202	4	BUP, Bachiller, LOGSE ó superior
2014	29	Comunidad de Teruel	16-64	Mujer	122	0	Sin clasificar
2014	29	Comunidad de Teruel	16-64	Mujer	21	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	16-64	Mujer	91	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	16-64	Mujer	222	4	BUP, Bachiller, LOGSE ó superior
2014	29	Comunidad de Teruel	65 y más	Hombre	71	0	Sin clasificar
2014	29	Comunidad de Teruel	65 y más	Hombre	1	1	No sabe leer ni escribir
2014	29	Comunidad de Teruel	65 y más	Hombre	19	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	65 y más	Hombre	53	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	65 y más	Hombre	61	4	BUP, Bachiller, LOGSE ó superior
2014	29	Comunidad de Teruel	65 y más	Mujer	78	0	Sin clasificar
2014	29	Comunidad de Teruel	65 y más	Mujer	19	2	Inferior a graduado escolar o ESO
2014	29	Comunidad de Teruel	65 y más	Mujer	75	3	Graduado escolar o ESO
2014	29	Comunidad de Teruel	65 y más	Mujer	47	4	BUP, Bachiller, LOGSE ó superior
2014	30	Maestrazgo	0-15	Hombre	6	0	Sin clasificar
2014	30	Maestrazgo	0-15	Mujer	12	0	Sin clasificar
2014	30	Maestrazgo	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2014	30	Maestrazgo	0-15	Mujer	3	3	Graduado escolar o ESO
2014	30	Maestrazgo	16-64	Hombre	11	0	Sin clasificar
2014	30	Maestrazgo	16-64	Hombre	5	2	Inferior a graduado escolar o ESO
2014	30	Maestrazgo	16-64	Hombre	6	3	Graduado escolar o ESO
2014	30	Maestrazgo	16-64	Hombre	30	4	BUP, Bachiller, LOGSE ó superior
2014	30	Maestrazgo	16-64	Mujer	13	0	Sin clasificar
2014	30	Maestrazgo	16-64	Mujer	6	2	Inferior a graduado escolar o ESO
2014	30	Maestrazgo	16-64	Mujer	9	3	Graduado escolar o ESO
2014	30	Maestrazgo	16-64	Mujer	37	4	BUP, Bachiller, LOGSE ó superior
2014	30	Maestrazgo	65 y más	Hombre	19	0	Sin clasificar
2014	30	Maestrazgo	65 y más	Hombre	1	1	No sabe leer ni escribir
2014	30	Maestrazgo	65 y más	Hombre	8	2	Inferior a graduado escolar o ESO
2014	30	Maestrazgo	65 y más	Hombre	10	3	Graduado escolar o ESO
2014	30	Maestrazgo	65 y más	Hombre	14	4	BUP, Bachiller, LOGSE ó superior
2014	30	Maestrazgo	65 y más	Mujer	23	0	Sin clasificar
2014	30	Maestrazgo	65 y más	Mujer	10	2	Inferior a graduado escolar o ESO
2014	30	Maestrazgo	65 y más	Mujer	22	3	Graduado escolar o ESO
2014	30	Maestrazgo	65 y más	Mujer	9	4	BUP, Bachiller, LOGSE ó superior
2014	31	Sierra de Albarracín	0-15	Hombre	7	0	Sin clasificar
2014	31	Sierra de Albarracín	0-15	Hombre	2	1	No sabe leer ni escribir
2014	31	Sierra de Albarracín	0-15	Hombre	1	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	0-15	Mujer	10	0	Sin clasificar
2014	31	Sierra de Albarracín	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	0-15	Mujer	1	3	Graduado escolar o ESO
2014	31	Sierra de Albarracín	16-64	Hombre	13	0	Sin clasificar
2014	31	Sierra de Albarracín	16-64	Hombre	4	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	16-64	Hombre	14	3	Graduado escolar o ESO
2014	31	Sierra de Albarracín	16-64	Hombre	20	4	BUP, Bachiller, LOGSE ó superior
2014	31	Sierra de Albarracín	16-64	Mujer	10	0	Sin clasificar
2014	31	Sierra de Albarracín	16-64	Mujer	1	1	No sabe leer ni escribir
2014	31	Sierra de Albarracín	16-64	Mujer	2	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	16-64	Mujer	4	3	Graduado escolar o ESO
2014	31	Sierra de Albarracín	16-64	Mujer	20	4	BUP, Bachiller, LOGSE ó superior
2014	31	Sierra de Albarracín	65 y más	Hombre	17	0	Sin clasificar
2014	31	Sierra de Albarracín	65 y más	Hombre	10	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	65 y más	Hombre	14	3	Graduado escolar o ESO
2014	31	Sierra de Albarracín	65 y más	Hombre	8	4	BUP, Bachiller, LOGSE ó superior
2014	31	Sierra de Albarracín	65 y más	Mujer	11	0	Sin clasificar
2014	31	Sierra de Albarracín	65 y más	Mujer	12	2	Inferior a graduado escolar o ESO
2014	31	Sierra de Albarracín	65 y más	Mujer	15	3	Graduado escolar o ESO
2014	31	Sierra de Albarracín	65 y más	Mujer	4	4	BUP, Bachiller, LOGSE ó superior
2014	32	Gúdar-Javalambre	0-15	Hombre	3	0	Sin clasificar
2014	32	Gúdar-Javalambre	0-15	Hombre	2	2	Inferior a graduado escolar o ESO
2014	32	Gúdar-Javalambre	0-15	Mujer	9	0	Sin clasificar
2014	32	Gúdar-Javalambre	16-64	Hombre	18	0	Sin clasificar
2014	32	Gúdar-Javalambre	16-64	Hombre	3	2	Inferior a graduado escolar o ESO
2014	32	Gúdar-Javalambre	16-64	Hombre	12	3	Graduado escolar o ESO
2014	32	Gúdar-Javalambre	16-64	Hombre	30	4	BUP, Bachiller, LOGSE ó superior
2014	32	Gúdar-Javalambre	16-64	Mujer	5	0	Sin clasificar
2014	32	Gúdar-Javalambre	16-64	Mujer	2	2	Inferior a graduado escolar o ESO
2014	32	Gúdar-Javalambre	16-64	Mujer	13	3	Graduado escolar o ESO
2014	32	Gúdar-Javalambre	16-64	Mujer	32	4	BUP, Bachiller, LOGSE ó superior
2014	32	Gúdar-Javalambre	65 y más	Hombre	25	0	Sin clasificar
2014	32	Gúdar-Javalambre	65 y más	Hombre	6	2	Inferior a graduado escolar o ESO
2014	32	Gúdar-Javalambre	65 y más	Hombre	13	3	Graduado escolar o ESO
2014	32	Gúdar-Javalambre	65 y más	Hombre	8	4	BUP, Bachiller, LOGSE ó superior
2014	32	Gúdar-Javalambre	65 y más	Mujer	26	0	Sin clasificar
2014	32	Gúdar-Javalambre	65 y más	Mujer	11	2	Inferior a graduado escolar o ESO
2014	32	Gúdar-Javalambre	65 y más	Mujer	13	3	Graduado escolar o ESO
2014	32	Gúdar-Javalambre	65 y más	Mujer	8	4	BUP, Bachiller, LOGSE ó superior
2014	33	Matarraña / Matarranya	0-15	Hombre	10	0	Sin clasificar
2014	33	Matarraña / Matarranya	0-15	Hombre	3	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	0-15	Mujer	3	0	Sin clasificar
2014	33	Matarraña / Matarranya	0-15	Mujer	2	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	0-15	Mujer	3	3	Graduado escolar o ESO
2014	33	Matarraña / Matarranya	16-64	Hombre	20	0	Sin clasificar
2014	33	Matarraña / Matarranya	16-64	Hombre	3	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	16-64	Hombre	16	3	Graduado escolar o ESO
2014	33	Matarraña / Matarranya	16-64	Hombre	57	4	BUP, Bachiller, LOGSE ó superior
2014	33	Matarraña / Matarranya	16-64	Mujer	24	0	Sin clasificar
2014	33	Matarraña / Matarranya	16-64	Mujer	6	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	16-64	Mujer	10	3	Graduado escolar o ESO
2014	33	Matarraña / Matarranya	16-64	Mujer	42	4	BUP, Bachiller, LOGSE ó superior
2014	33	Matarraña / Matarranya	65 y más	Hombre	32	0	Sin clasificar
2014	33	Matarraña / Matarranya	65 y más	Hombre	16	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	65 y más	Hombre	23	3	Graduado escolar o ESO
2014	33	Matarraña / Matarranya	65 y más	Hombre	9	4	BUP, Bachiller, LOGSE ó superior
2014	33	Matarraña / Matarranya	65 y más	Mujer	38	0	Sin clasificar
2014	33	Matarraña / Matarranya	65 y más	Mujer	19	2	Inferior a graduado escolar o ESO
2014	33	Matarraña / Matarranya	65 y más	Mujer	20	3	Graduado escolar o ESO
2014	33	Matarraña / Matarranya	65 y más	Mujer	8	4	BUP, Bachiller, LOGSE ó superior
2015	01	La Jacetania	0-15	Hombre	70	0	Sin clasificar
2015	01	La Jacetania	0-15	Hombre	12	2	Inferior a graduado escolar o ESO
2015	01	La Jacetania	0-15	Hombre	2	3	Graduado escolar o ESO
2015	01	La Jacetania	0-15	Hombre	1	4	BUP, Bachiller, LOGSE ó superior
2015	01	La Jacetania	0-15	Mujer	73	0	Sin clasificar
2015	01	La Jacetania	0-15	Mujer	1	1	No sabe leer ni escribir
2015	01	La Jacetania	0-15	Mujer	7	2	Inferior a graduado escolar o ESO
2015	01	La Jacetania	0-15	Mujer	4	3	Graduado escolar o ESO
2015	01	La Jacetania	16-64	Hombre	85	0	Sin clasificar
2015	01	La Jacetania	16-64	Hombre	22	2	Inferior a graduado escolar o ESO
2015	01	La Jacetania	16-64	Hombre	61	3	Graduado escolar o ESO
2015	01	La Jacetania	16-64	Hombre	235	4	BUP, Bachiller, LOGSE ó superior
2015	01	La Jacetania	16-64	Mujer	103	0	Sin clasificar
2015	01	La Jacetania	16-64	Mujer	13	2	Inferior a graduado escolar o ESO
2015	01	La Jacetania	16-64	Mujer	41	3	Graduado escolar o ESO
2015	01	La Jacetania	16-64	Mujer	231	4	BUP, Bachiller, LOGSE ó superior
2015	01	La Jacetania	65 y más	Hombre	42	0	Sin clasificar
2015	01	La Jacetania	65 y más	Hombre	13	2	Inferior a graduado escolar o ESO
2015	01	La Jacetania	65 y más	Hombre	48	3	Graduado escolar o ESO
2015	01	La Jacetania	65 y más	Hombre	65	4	BUP, Bachiller, LOGSE ó superior
2015	01	La Jacetania	65 y más	Mujer	50	0	Sin clasificar
2015	01	La Jacetania	65 y más	Mujer	1	1	No sabe leer ni escribir
2015	01	La Jacetania	65 y más	Mujer	24	2	Inferior a graduado escolar o ESO
2015	01	La Jacetania	65 y más	Mujer	63	3	Graduado escolar o ESO
2015	01	La Jacetania	65 y más	Mujer	80	4	BUP, Bachiller, LOGSE ó superior
2015	02	Alto Gállego	0-15	Hombre	23	0	Sin clasificar
2015	02	Alto Gállego	0-15	Hombre	2	2	Inferior a graduado escolar o ESO
2015	02	Alto Gállego	0-15	Mujer	22	0	Sin clasificar
2015	02	Alto Gállego	0-15	Mujer	7	2	Inferior a graduado escolar o ESO
2015	02	Alto Gállego	0-15	Mujer	4	3	Graduado escolar o ESO
2015	02	Alto Gállego	16-64	Hombre	33	0	Sin clasificar
2015	02	Alto Gállego	16-64	Hombre	10	2	Inferior a graduado escolar o ESO
2015	02	Alto Gállego	16-64	Hombre	16	3	Graduado escolar o ESO
2015	02	Alto Gállego	16-64	Hombre	69	4	BUP, Bachiller, LOGSE ó superior
2015	02	Alto Gállego	16-64	Mujer	36	0	Sin clasificar
2015	02	Alto Gállego	16-64	Mujer	5	2	Inferior a graduado escolar o ESO
2015	02	Alto Gállego	16-64	Mujer	17	3	Graduado escolar o ESO
2015	02	Alto Gállego	16-64	Mujer	88	4	BUP, Bachiller, LOGSE ó superior
2015	02	Alto Gállego	65 y más	Hombre	17	0	Sin clasificar
2015	02	Alto Gállego	65 y más	Hombre	7	2	Inferior a graduado escolar o ESO
2015	02	Alto Gállego	65 y más	Hombre	18	3	Graduado escolar o ESO
2015	02	Alto Gállego	65 y más	Hombre	11	4	BUP, Bachiller, LOGSE ó superior
2015	02	Alto Gállego	65 y más	Mujer	20	0	Sin clasificar
2015	02	Alto Gállego	65 y más	Mujer	1	1	No sabe leer ni escribir
2015	02	Alto Gállego	65 y más	Mujer	3	2	Inferior a graduado escolar o ESO
2015	02	Alto Gállego	65 y más	Mujer	17	3	Graduado escolar o ESO
2015	02	Alto Gállego	65 y más	Mujer	17	4	BUP, Bachiller, LOGSE ó superior
2015	03	Sobrarbe	0-15	Hombre	28	0	Sin clasificar
2015	03	Sobrarbe	0-15	Hombre	5	2	Inferior a graduado escolar o ESO
2015	03	Sobrarbe	0-15	Hombre	2	3	Graduado escolar o ESO
2015	03	Sobrarbe	0-15	Mujer	29	0	Sin clasificar
2015	03	Sobrarbe	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2015	03	Sobrarbe	16-64	Hombre	33	0	Sin clasificar
2015	03	Sobrarbe	16-64	Hombre	3	2	Inferior a graduado escolar o ESO
2015	03	Sobrarbe	16-64	Hombre	28	3	Graduado escolar o ESO
2015	03	Sobrarbe	16-64	Hombre	132	4	BUP, Bachiller, LOGSE ó superior
2015	03	Sobrarbe	16-64	Mujer	52	0	Sin clasificar
2015	03	Sobrarbe	16-64	Mujer	8	2	Inferior a graduado escolar o ESO
2015	03	Sobrarbe	16-64	Mujer	31	3	Graduado escolar o ESO
2015	03	Sobrarbe	16-64	Mujer	137	4	BUP, Bachiller, LOGSE ó superior
2015	03	Sobrarbe	65 y más	Hombre	45	0	Sin clasificar
2015	03	Sobrarbe	65 y más	Hombre	11	2	Inferior a graduado escolar o ESO
2015	03	Sobrarbe	65 y más	Hombre	28	3	Graduado escolar o ESO
2015	03	Sobrarbe	65 y más	Hombre	33	4	BUP, Bachiller, LOGSE ó superior
2015	03	Sobrarbe	65 y más	Mujer	56	0	Sin clasificar
2015	03	Sobrarbe	65 y más	Mujer	18	2	Inferior a graduado escolar o ESO
2015	03	Sobrarbe	65 y más	Mujer	44	3	Graduado escolar o ESO
2015	03	Sobrarbe	65 y más	Mujer	39	4	BUP, Bachiller, LOGSE ó superior
2015	04	La Ribagorza	0-15	Hombre	27	0	Sin clasificar
2015	04	La Ribagorza	0-15	Hombre	6	1	No sabe leer ni escribir
2015	04	La Ribagorza	0-15	Hombre	5	2	Inferior a graduado escolar o ESO
2015	04	La Ribagorza	0-15	Mujer	28	0	Sin clasificar
2015	04	La Ribagorza	0-15	Mujer	1	1	No sabe leer ni escribir
2015	04	La Ribagorza	0-15	Mujer	6	2	Inferior a graduado escolar o ESO
2015	04	La Ribagorza	16-64	Hombre	51	0	Sin clasificar
2015	04	La Ribagorza	16-64	Hombre	6	2	Inferior a graduado escolar o ESO
2015	04	La Ribagorza	16-64	Hombre	24	3	Graduado escolar o ESO
2015	04	La Ribagorza	16-64	Hombre	84	4	BUP, Bachiller, LOGSE ó superior
2015	04	La Ribagorza	16-64	Mujer	60	0	Sin clasificar
2015	04	La Ribagorza	16-64	Mujer	7	2	Inferior a graduado escolar o ESO
2015	04	La Ribagorza	16-64	Mujer	30	3	Graduado escolar o ESO
2015	04	La Ribagorza	16-64	Mujer	102	4	BUP, Bachiller, LOGSE ó superior
2015	04	La Ribagorza	65 y más	Hombre	45	0	Sin clasificar
2015	04	La Ribagorza	65 y más	Hombre	18	2	Inferior a graduado escolar o ESO
2015	04	La Ribagorza	65 y más	Hombre	30	3	Graduado escolar o ESO
2015	04	La Ribagorza	65 y más	Hombre	19	4	BUP, Bachiller, LOGSE ó superior
2015	04	La Ribagorza	65 y más	Mujer	39	0	Sin clasificar
2015	04	La Ribagorza	65 y más	Mujer	24	2	Inferior a graduado escolar o ESO
2015	04	La Ribagorza	65 y más	Mujer	29	3	Graduado escolar o ESO
2015	04	La Ribagorza	65 y más	Mujer	17	4	BUP, Bachiller, LOGSE ó superior
2015	05	Cinco Villas	0-15	Hombre	54	0	Sin clasificar
2015	05	Cinco Villas	0-15	Hombre	1	1	No sabe leer ni escribir
2015	05	Cinco Villas	0-15	Hombre	7	2	Inferior a graduado escolar o ESO
2015	05	Cinco Villas	0-15	Hombre	3	3	Graduado escolar o ESO
2015	05	Cinco Villas	0-15	Mujer	56	0	Sin clasificar
2015	05	Cinco Villas	0-15	Mujer	10	2	Inferior a graduado escolar o ESO
2015	05	Cinco Villas	0-15	Mujer	6	3	Graduado escolar o ESO
2015	05	Cinco Villas	16-64	Hombre	83	0	Sin clasificar
2015	05	Cinco Villas	16-64	Hombre	17	2	Inferior a graduado escolar o ESO
2015	05	Cinco Villas	16-64	Hombre	73	3	Graduado escolar o ESO
2015	05	Cinco Villas	16-64	Hombre	215	4	BUP, Bachiller, LOGSE ó superior
2015	05	Cinco Villas	16-64	Mujer	90	0	Sin clasificar
2015	05	Cinco Villas	16-64	Mujer	18	2	Inferior a graduado escolar o ESO
2015	05	Cinco Villas	16-64	Mujer	86	3	Graduado escolar o ESO
2015	05	Cinco Villas	16-64	Mujer	257	4	BUP, Bachiller, LOGSE ó superior
2015	05	Cinco Villas	65 y más	Hombre	65	0	Sin clasificar
2015	05	Cinco Villas	65 y más	Hombre	15	2	Inferior a graduado escolar o ESO
2015	05	Cinco Villas	65 y más	Hombre	46	3	Graduado escolar o ESO
2015	05	Cinco Villas	65 y más	Hombre	71	4	BUP, Bachiller, LOGSE ó superior
2015	05	Cinco Villas	65 y más	Mujer	71	0	Sin clasificar
2015	05	Cinco Villas	65 y más	Mujer	26	2	Inferior a graduado escolar o ESO
2015	05	Cinco Villas	65 y más	Mujer	84	3	Graduado escolar o ESO
2015	05	Cinco Villas	65 y más	Mujer	60	4	BUP, Bachiller, LOGSE ó superior
2015	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	189	0	Sin clasificar
2015	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	24	2	Inferior a graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	6	3	Graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	4	4	BUP, Bachiller, LOGSE ó superior
2015	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	160	0	Sin clasificar
2015	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	1	1	No sabe leer ni escribir
2015	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	23	2	Inferior a graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	3	3	Graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	162	0	Sin clasificar
2015	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	1	1	No sabe leer ni escribir
2015	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	41	2	Inferior a graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	129	3	Graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	318	4	BUP, Bachiller, LOGSE ó superior
2015	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	140	0	Sin clasificar
2015	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	31	2	Inferior a graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	92	3	Graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	359	4	BUP, Bachiller, LOGSE ó superior
2015	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	97	0	Sin clasificar
2015	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	25	2	Inferior a graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	62	3	Graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	64	4	BUP, Bachiller, LOGSE ó superior
2015	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	87	0	Sin clasificar
2015	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	33	2	Inferior a graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	87	3	Graduado escolar o ESO
2015	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	70	4	BUP, Bachiller, LOGSE ó superior
2015	07	Somontano de Barbastro	0-15	Hombre	59	0	Sin clasificar
2015	07	Somontano de Barbastro	0-15	Hombre	1	1	No sabe leer ni escribir
2015	07	Somontano de Barbastro	0-15	Hombre	4	2	Inferior a graduado escolar o ESO
2015	07	Somontano de Barbastro	0-15	Hombre	3	3	Graduado escolar o ESO
2015	07	Somontano de Barbastro	0-15	Mujer	38	0	Sin clasificar
2015	07	Somontano de Barbastro	0-15	Mujer	1	1	No sabe leer ni escribir
2015	07	Somontano de Barbastro	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2015	07	Somontano de Barbastro	16-64	Hombre	52	0	Sin clasificar
2015	07	Somontano de Barbastro	16-64	Hombre	10	2	Inferior a graduado escolar o ESO
2015	07	Somontano de Barbastro	16-64	Hombre	33	3	Graduado escolar o ESO
2015	07	Somontano de Barbastro	16-64	Hombre	125	4	BUP, Bachiller, LOGSE ó superior
2015	07	Somontano de Barbastro	16-64	Mujer	67	0	Sin clasificar
2015	07	Somontano de Barbastro	16-64	Mujer	4	2	Inferior a graduado escolar o ESO
2015	07	Somontano de Barbastro	16-64	Mujer	29	3	Graduado escolar o ESO
2015	07	Somontano de Barbastro	16-64	Mujer	129	4	BUP, Bachiller, LOGSE ó superior
2015	07	Somontano de Barbastro	65 y más	Hombre	53	0	Sin clasificar
2015	07	Somontano de Barbastro	65 y más	Hombre	23	2	Inferior a graduado escolar o ESO
2015	07	Somontano de Barbastro	65 y más	Hombre	23	3	Graduado escolar o ESO
2015	07	Somontano de Barbastro	65 y más	Hombre	25	4	BUP, Bachiller, LOGSE ó superior
2015	07	Somontano de Barbastro	65 y más	Mujer	32	0	Sin clasificar
2015	07	Somontano de Barbastro	65 y más	Mujer	29	2	Inferior a graduado escolar o ESO
2015	07	Somontano de Barbastro	65 y más	Mujer	43	3	Graduado escolar o ESO
2015	07	Somontano de Barbastro	65 y más	Mujer	33	4	BUP, Bachiller, LOGSE ó superior
2015	08	Cinca Medio	0-15	Hombre	46	0	Sin clasificar
2015	08	Cinca Medio	0-15	Hombre	8	2	Inferior a graduado escolar o ESO
2015	08	Cinca Medio	0-15	Hombre	1	3	Graduado escolar o ESO
2015	08	Cinca Medio	0-15	Mujer	35	0	Sin clasificar
2015	08	Cinca Medio	0-15	Mujer	3	2	Inferior a graduado escolar o ESO
2015	08	Cinca Medio	0-15	Mujer	1	3	Graduado escolar o ESO
2015	08	Cinca Medio	0-15	Mujer	1	4	BUP, Bachiller, LOGSE ó superior
2015	08	Cinca Medio	16-64	Hombre	49	0	Sin clasificar
2015	08	Cinca Medio	16-64	Hombre	8	2	Inferior a graduado escolar o ESO
2015	08	Cinca Medio	16-64	Hombre	33	3	Graduado escolar o ESO
