Mes y año	'Aragón'	Sector código	Sector descripcion	Sexo	Nº parados
Marzo 2013	Aragón	1	Agricultura, ganadería y pesca	Hombres	4736
Marzo 2013	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1583
Marzo 2013	Aragón	2	Industria y energía	Hombres	9796
Marzo 2013	Aragón	2	Industria y energía	Mujeres	6005
Marzo 2013	Aragón	3	Construcción	Hombres	14745
Marzo 2013	Aragón	3	Construcción	Mujeres	1510
Marzo 2013	Aragón	4	Servicios	Hombres	27280
Marzo 2013	Aragón	4	Servicios	Mujeres	43386
Marzo 2013	Aragón		Sin empleo anterior	Hombres	2575
Marzo 2013	Aragón		Sin empleo anterior	Mujeres	5239
Febrero 2013	Aragón	1	Agricultura, ganadería y pesca	Hombres	4571
Febrero 2013	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1547
Febrero 2013	Aragón	2	Industria y energía	Hombres	9704
Febrero 2013	Aragón	2	Industria y energía	Mujeres	5984
Febrero 2013	Aragón	3	Construcción	Hombres	14746
Febrero 2013	Aragón	3	Construcción	Mujeres	1501
Febrero 2013	Aragón	4	Servicios	Hombres	27109
Febrero 2013	Aragón	4	Servicios	Mujeres	43316
Febrero 2013	Aragón		Sin empleo anterior	Hombres	2530
Febrero 2013	Aragón		Sin empleo anterior	Mujeres	5165
Enero 2013	Aragón	1	Agricultura, ganadería y pesca	Hombres	4432
Enero 2013	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1580
Enero 2013	Aragón	2	Industria y energía	Hombres	9598
Enero 2013	Aragón	2	Industria y energía	Mujeres	6009
Enero 2013	Aragón	3	Construcción	Hombres	14580
Enero 2013	Aragón	3	Construcción	Mujeres	1523
Enero 2013	Aragón	4	Servicios	Hombres	26792
Enero 2013	Aragón	4	Servicios	Mujeres	42778
Enero 2013	Aragón		Sin empleo anterior	Hombres	2435
Enero 2013	Aragón		Sin empleo anterior	Mujeres	4978
Diciembre 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	4432
Diciembre 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1616
Diciembre 2012	Aragón	2	Industria y energía	Hombres	9437
Diciembre 2012	Aragón	2	Industria y energía	Mujeres	5944
Diciembre 2012	Aragón	3	Construcción	Hombres	14042
Diciembre 2012	Aragón	3	Construcción	Mujeres	1464
Diciembre 2012	Aragón	4	Servicios	Hombres	25813
Diciembre 2012	Aragón	4	Servicios	Mujeres	40397
Diciembre 2012	Aragón		Sin empleo anterior	Hombres	2371
Diciembre 2012	Aragón		Sin empleo anterior	Mujeres	5005
Noviembre 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	4658
Noviembre 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1657
Noviembre 2012	Aragón	2	Industria y energía	Hombres	9157
Noviembre 2012	Aragón	2	Industria y energía	Mujeres	5895
Noviembre 2012	Aragón	3	Construcción	Hombres	13541
Noviembre 2012	Aragón	3	Construcción	Mujeres	1452
Noviembre 2012	Aragón	4	Servicios	Hombres	25882
Noviembre 2012	Aragón	4	Servicios	Mujeres	41491
Noviembre 2012	Aragón		Sin empleo anterior	Hombres	2526
Noviembre 2012	Aragón		Sin empleo anterior	Mujeres	5177
Octubre 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	4589
Octubre 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1461
Octubre 2012	Aragón	2	Industria y energía	Hombres	9090
Octubre 2012	Aragón	2	Industria y energía	Mujeres	5823
Octubre 2012	Aragón	3	Construcción	Hombres	13415
Octubre 2012	Aragón	3	Construcción	Mujeres	1472
Octubre 2012	Aragón	4	Servicios	Hombres	25879
Octubre 2012	Aragón	4	Servicios	Mujeres	41263
Octubre 2012	Aragón		Sin empleo anterior	Hombres	2562
Octubre 2012	Aragón		Sin empleo anterior	Mujeres	5207
Septiembre 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	3755
Septiembre 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1265
Septiembre 2012	Aragón	2	Industria y energía	Hombres	8730
Septiembre 2012	Aragón	2	Industria y energía	Mujeres	5736
Septiembre 2012	Aragón	3	Construcción	Hombres	13217
Septiembre 2012	Aragón	3	Construcción	Mujeres	1449
Septiembre 2012	Aragón	4	Servicios	Hombres	24987
Septiembre 2012	Aragón	4	Servicios	Mujeres	39833
Septiembre 2012	Aragón		Sin empleo anterior	Hombres	2635
Septiembre 2012	Aragón		Sin empleo anterior	Mujeres	5223
Agosto 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	3296
Agosto 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1161
Agosto 2012	Aragón	2	Industria y energía	Hombres	8807
Agosto 2012	Aragón	2	Industria y energía	Mujeres	5737
Agosto 2012	Aragón	3	Construcción	Hombres	13320
Agosto 2012	Aragón	3	Construcción	Mujeres	1488
Agosto 2012	Aragón	4	Servicios	Hombres	24144
Agosto 2012	Aragón	4	Servicios	Mujeres	38871
Agosto 2012	Aragón		Sin empleo anterior	Hombres	2532
Agosto 2012	Aragón		Sin empleo anterior	Mujeres	5013
Julio 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	3492
Julio 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1165
Julio 2012	Aragón	2	Industria y energía	Hombres	8706
Julio 2012	Aragón	2	Industria y energía	Mujeres	5760
Julio 2012	Aragón	3	Construcción	Hombres	13286
Julio 2012	Aragón	3	Construcción	Mujeres	1475
Julio 2012	Aragón	4	Servicios	Hombres	23934
Julio 2012	Aragón	4	Servicios	Mujeres	38256
Julio 2012	Aragón		Sin empleo anterior	Hombres	2618
Julio 2012	Aragón		Sin empleo anterior	Mujeres	5092
Junio 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	3156
Junio 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1101
Junio 2012	Aragón	2	Industria y energía	Hombres	8913
Junio 2012	Aragón	2	Industria y energía	Mujeres	5860
Junio 2012	Aragón	3	Construcción	Hombres	13486
Junio 2012	Aragón	3	Construcción	Mujeres	1480
Junio 2012	Aragón	4	Servicios	Hombres	24219
Junio 2012	Aragón	4	Servicios	Mujeres	38971
Junio 2012	Aragón		Sin empleo anterior	Hombres	2565
Junio 2012	Aragón		Sin empleo anterior	Mujeres	5108
Mayo 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	3211
Mayo 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1128
Mayo 2012	Aragón	2	Industria y energía	Hombres	9179
Mayo 2012	Aragón	2	Industria y energía	Mujeres	6005
Mayo 2012	Aragón	3	Construcción	Hombres	13823
Mayo 2012	Aragón	3	Construcción	Mujeres	1498
Mayo 2012	Aragón	4	Servicios	Hombres	25007
Mayo 2012	Aragón	4	Servicios	Mujeres	40305
Mayo 2012	Aragón		Sin empleo anterior	Hombres	2585
Mayo 2012	Aragón		Sin empleo anterior	Mujeres	5161
Abril 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	4076
Abril 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1385
Abril 2012	Aragón	2	Industria y energía	Hombres	9207
Abril 2012	Aragón	2	Industria y energía	Mujeres	6055
Abril 2012	Aragón	3	Construcción	Hombres	14337
Abril 2012	Aragón	3	Construcción	Mujeres	1450
Abril 2012	Aragón	4	Servicios	Hombres	25071
Abril 2012	Aragón	4	Servicios	Mujeres	39709
Abril 2012	Aragón		Sin empleo anterior	Hombres	2505
Abril 2012	Aragón		Sin empleo anterior	Mujeres	5067
Marzo 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	4150
Marzo 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1419
Marzo 2012	Aragón	2	Industria y energía	Hombres	9217
Marzo 2012	Aragón	2	Industria y energía	Mujeres	5987
Marzo 2012	Aragón	3	Construcción	Hombres	14549
Marzo 2012	Aragón	3	Construcción	Mujeres	1453
Marzo 2012	Aragón	4	Servicios	Hombres	25288
Marzo 2012	Aragón	4	Servicios	Mujeres	39698
Marzo 2012	Aragón		Sin empleo anterior	Hombres	2499
Marzo 2012	Aragón		Sin empleo anterior	Mujeres	4987
Febrero 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	4033
Febrero 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1409
Febrero 2012	Aragón	2	Industria y energía	Hombres	8949
Febrero 2012	Aragón	2	Industria y energía	Mujeres	5888
Febrero 2012	Aragón	3	Construcción	Hombres	14665
Febrero 2012	Aragón	3	Construcción	Mujeres	1406
Febrero 2012	Aragón	4	Servicios	Hombres	24917
Febrero 2012	Aragón	4	Servicios	Mujeres	39381
Febrero 2012	Aragón		Sin empleo anterior	Hombres	2420
Febrero 2012	Aragón		Sin empleo anterior	Mujeres	4845
Enero 2012	Aragón	1	Agricultura, ganadería y pesca	Hombres	3832
Enero 2012	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1397
Enero 2012	Aragón	2	Industria y energía	Hombres	8614
Enero 2012	Aragón	2	Industria y energía	Mujeres	5783
Enero 2012	Aragón	3	Construcción	Hombres	14479
Enero 2012	Aragón	3	Construcción	Mujeres	1409
Enero 2012	Aragón	4	Servicios	Hombres	24447
Enero 2012	Aragón	4	Servicios	Mujeres	38768
Enero 2012	Aragón		Sin empleo anterior	Hombres	2343
Enero 2012	Aragón		Sin empleo anterior	Mujeres	4681
Diciembre 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	3820
Diciembre 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1457
Diciembre 2011	Aragón	2	Industria y energía	Hombres	8668
Diciembre 2011	Aragón	2	Industria y energía	Mujeres	5678
Diciembre 2011	Aragón	3	Construcción	Hombres	14189
Diciembre 2011	Aragón	3	Construcción	Mujeres	1324
Diciembre 2011	Aragón	4	Servicios	Hombres	23502
Diciembre 2011	Aragón	4	Servicios	Mujeres	36527
Diciembre 2011	Aragón		Sin empleo anterior	Hombres	2204
Diciembre 2011	Aragón		Sin empleo anterior	Mujeres	4613
Noviembre 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	4043
Noviembre 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1515
Noviembre 2011	Aragón	2	Industria y energía	Hombres	8205
Noviembre 2011	Aragón	2	Industria y energía	Mujeres	5510
Noviembre 2011	Aragón	3	Construcción	Hombres	13227
Noviembre 2011	Aragón	3	Construcción	Mujeres	1277
Noviembre 2011	Aragón	4	Servicios	Hombres	22691
Noviembre 2011	Aragón	4	Servicios	Mujeres	36573
Noviembre 2011	Aragón		Sin empleo anterior	Hombres	2287
Noviembre 2011	Aragón		Sin empleo anterior	Mujeres	4750
Octubre 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	4249
Octubre 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1413
Octubre 2011	Aragón	2	Industria y energía	Hombres	7919
Octubre 2011	Aragón	2	Industria y energía	Mujeres	5459
Octubre 2011	Aragón	3	Construcción	Hombres	13011
Octubre 2011	Aragón	3	Construcción	Mujeres	1264
Octubre 2011	Aragón	4	Servicios	Hombres	21684
Octubre 2011	Aragón	4	Servicios	Mujeres	35555
Octubre 2011	Aragón		Sin empleo anterior	Hombres	2314
Octubre 2011	Aragón		Sin empleo anterior	Mujeres	4780
Septiembre 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	3545
Septiembre 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1219
Septiembre 2011	Aragón	2	Industria y energía	Hombres	7610
Septiembre 2011	Aragón	2	Industria y energía	Mujeres	5293
Septiembre 2011	Aragón	3	Construcción	Hombres	13051
Septiembre 2011	Aragón	3	Construcción	Mujeres	1296
Septiembre 2011	Aragón	4	Servicios	Hombres	20831
Septiembre 2011	Aragón	4	Servicios	Mujeres	34644
Septiembre 2011	Aragón		Sin empleo anterior	Hombres	2424
Septiembre 2011	Aragón		Sin empleo anterior	Mujeres	4788
Agosto 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	3070
Agosto 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1046
Agosto 2011	Aragón	2	Industria y energía	Hombres	7786
Agosto 2011	Aragón	2	Industria y energía	Mujeres	5289
Agosto 2011	Aragón	3	Construcción	Hombres	13371
Agosto 2011	Aragón	3	Construcción	Mujeres	1303
Agosto 2011	Aragón	4	Servicios	Hombres	20239
Agosto 2011	Aragón	4	Servicios	Mujeres	33573
Agosto 2011	Aragón		Sin empleo anterior	Hombres	2434
Agosto 2011	Aragón		Sin empleo anterior	Mujeres	4604
Julio 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	3288
Julio 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1045
Julio 2011	Aragón	2	Industria y energía	Hombres	7632
Julio 2011	Aragón	2	Industria y energía	Mujeres	5281
Julio 2011	Aragón	3	Construcción	Hombres	13276
Julio 2011	Aragón	3	Construcción	Mujeres	1283
Julio 2011	Aragón	4	Servicios	Hombres	19905
Julio 2011	Aragón	4	Servicios	Mujeres	32939
Julio 2011	Aragón		Sin empleo anterior	Hombres	2528
Julio 2011	Aragón		Sin empleo anterior	Mujeres	4695
Junio 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	2811
Junio 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	977
Junio 2011	Aragón	2	Industria y energía	Hombres	7587
Junio 2011	Aragón	2	Industria y energía	Mujeres	5324
Junio 2011	Aragón	3	Construcción	Hombres	13457
Junio 2011	Aragón	3	Construcción	Mujeres	1243
Junio 2011	Aragón	4	Servicios	Hombres	19656
Junio 2011	Aragón	4	Servicios	Mujeres	32962
Junio 2011	Aragón		Sin empleo anterior	Hombres	2503
Junio 2011	Aragón		Sin empleo anterior	Mujeres	4751
Mayo 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	2547
Mayo 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	907
Mayo 2011	Aragón	2	Industria y energía	Hombres	7900
Mayo 2011	Aragón	2	Industria y energía	Mujeres	5433
Mayo 2011	Aragón	3	Construcción	Hombres	13668
Mayo 2011	Aragón	3	Construcción	Mujeres	1268
Mayo 2011	Aragón	4	Servicios	Hombres	20246
Mayo 2011	Aragón	4	Servicios	Mujeres	33387
Mayo 2011	Aragón		Sin empleo anterior	Hombres	2426
Mayo 2011	Aragón		Sin empleo anterior	Mujeres	4703
Abril 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	3291
Abril 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1148
Abril 2011	Aragón	2	Industria y energía	Hombres	8481
Abril 2011	Aragón	2	Industria y energía	Mujeres	5720
Abril 2011	Aragón	3	Construcción	Hombres	14451
Abril 2011	Aragón	3	Construcción	Mujeres	1338
Abril 2011	Aragón	4	Servicios	Hombres	21394
Abril 2011	Aragón	4	Servicios	Mujeres	34665
Abril 2011	Aragón		Sin empleo anterior	Hombres	2546
Abril 2011	Aragón		Sin empleo anterior	Mujeres	4766
Marzo 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	3537
Marzo 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1232
Marzo 2011	Aragón	2	Industria y energía	Hombres	8548
Marzo 2011	Aragón	2	Industria y energía	Mujeres	5798
Marzo 2011	Aragón	3	Construcción	Hombres	14467
Marzo 2011	Aragón	3	Construcción	Mujeres	1364
Marzo 2011	Aragón	4	Servicios	Hombres	21551
Marzo 2011	Aragón	4	Servicios	Mujeres	35175
Marzo 2011	Aragón		Sin empleo anterior	Hombres	2481
Marzo 2011	Aragón		Sin empleo anterior	Mujeres	4687
Febrero 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	3365
Febrero 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1227
Febrero 2011	Aragón	2	Industria y energía	Hombres	8456
Febrero 2011	Aragón	2	Industria y energía	Mujeres	5766
Febrero 2011	Aragón	3	Construcción	Hombres	14592
Febrero 2011	Aragón	3	Construcción	Mujeres	1358
Febrero 2011	Aragón	4	Servicios	Hombres	21031
Febrero 2011	Aragón	4	Servicios	Mujeres	34634
Febrero 2011	Aragón		Sin empleo anterior	Hombres	2395
Febrero 2011	Aragón		Sin empleo anterior	Mujeres	4459
Enero 2011	Aragón	1	Agricultura, ganadería y pesca	Hombres	3164
Enero 2011	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1220
Enero 2011	Aragón	2	Industria y energía	Hombres	8424
Enero 2011	Aragón	2	Industria y energía	Mujeres	5729
Enero 2011	Aragón	3	Construcción	Hombres	14470
Enero 2011	Aragón	3	Construcción	Mujeres	1321
Enero 2011	Aragón	4	Servicios	Hombres	20584
Enero 2011	Aragón	4	Servicios	Mujeres	33867
Enero 2011	Aragón		Sin empleo anterior	Hombres	2250
Enero 2011	Aragón		Sin empleo anterior	Mujeres	4250
Diciembre 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	3250
Diciembre 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1270
Diciembre 2010	Aragón	2	Industria y energía	Hombres	8543
Diciembre 2010	Aragón	2	Industria y energía	Mujeres	5683
Diciembre 2010	Aragón	3	Construcción	Hombres	14489
Diciembre 2010	Aragón	3	Construcción	Mujeres	1324
Diciembre 2010	Aragón	4	Servicios	Hombres	19986
Diciembre 2010	Aragón	4	Servicios	Mujeres	31933
Diciembre 2010	Aragón		Sin empleo anterior	Hombres	2151
Diciembre 2010	Aragón		Sin empleo anterior	Mujeres	4040
Noviembre 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	3517
Noviembre 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1305
Noviembre 2010	Aragón	2	Industria y energía	Hombres	8029
Noviembre 2010	Aragón	2	Industria y energía	Mujeres	5521
Noviembre 2010	Aragón	3	Construcción	Hombres	13344
Noviembre 2010	Aragón	3	Construcción	Mujeres	1286
Noviembre 2010	Aragón	4	Servicios	Hombres	19715
Noviembre 2010	Aragón	4	Servicios	Mujeres	32473
Noviembre 2010	Aragón		Sin empleo anterior	Hombres	2185
Noviembre 2010	Aragón		Sin empleo anterior	Mujeres	4148
Octubre 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	3368
Octubre 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1166
Octubre 2010	Aragón	2	Industria y energía	Hombres	7964
Octubre 2010	Aragón	2	Industria y energía	Mujeres	5392
Octubre 2010	Aragón	3	Construcción	Hombres	13351
Octubre 2010	Aragón	3	Construcción	Mujeres	1278
Octubre 2010	Aragón	4	Servicios	Hombres	19216
Octubre 2010	Aragón	4	Servicios	Mujeres	32208
Octubre 2010	Aragón		Sin empleo anterior	Hombres	2136
Octubre 2010	Aragón		Sin empleo anterior	Mujeres	4020
Septiembre 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	2719
Septiembre 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	966
Septiembre 2010	Aragón	2	Industria y energía	Hombres	7925
Septiembre 2010	Aragón	2	Industria y energía	Mujeres	5343
Septiembre 2010	Aragón	3	Construcción	Hombres	13658
Septiembre 2010	Aragón	3	Construcción	Mujeres	1302
Septiembre 2010	Aragón	4	Servicios	Hombres	18828
Septiembre 2010	Aragón	4	Servicios	Mujeres	31276
Septiembre 2010	Aragón		Sin empleo anterior	Hombres	2166
Septiembre 2010	Aragón		Sin empleo anterior	Mujeres	3911
Agosto 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	2437
Agosto 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	890
Agosto 2010	Aragón	2	Industria y energía	Hombres	8352
Agosto 2010	Aragón	2	Industria y energía	Mujeres	5557
Agosto 2010	Aragón	3	Construcción	Hombres	14185
Agosto 2010	Aragón	3	Construcción	Mujeres	1370
Agosto 2010	Aragón	4	Servicios	Hombres	18928
Agosto 2010	Aragón	4	Servicios	Mujeres	31294
Agosto 2010	Aragón		Sin empleo anterior	Hombres	2124
Agosto 2010	Aragón		Sin empleo anterior	Mujeres	3766
Julio 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	2709
Julio 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	902
Julio 2010	Aragón	2	Industria y energía	Hombres	8281
Julio 2010	Aragón	2	Industria y energía	Mujeres	5542
Julio 2010	Aragón	3	Construcción	Hombres	13951
Julio 2010	Aragón	3	Construcción	Mujeres	1354
Julio 2010	Aragón	4	Servicios	Hombres	18914
Julio 2010	Aragón	4	Servicios	Mujeres	30853
Julio 2010	Aragón		Sin empleo anterior	Hombres	2164
Julio 2010	Aragón		Sin empleo anterior	Mujeres	3770
Junio 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	2459
Junio 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	857
Junio 2010	Aragón	2	Industria y energía	Hombres	8477
Junio 2010	Aragón	2	Industria y energía	Mujeres	5709
Junio 2010	Aragón	3	Construcción	Hombres	14526
Junio 2010	Aragón	3	Construcción	Mujeres	1370
Junio 2010	Aragón	4	Servicios	Hombres	19551
Junio 2010	Aragón	4	Servicios	Mujeres	31584
Junio 2010	Aragón		Sin empleo anterior	Hombres	2143
Junio 2010	Aragón		Sin empleo anterior	Mujeres	3818
Mayo 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	2574
Mayo 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	890
Mayo 2010	Aragón	2	Industria y energía	Hombres	8826
Mayo 2010	Aragón	2	Industria y energía	Mujeres	5976
Mayo 2010	Aragón	3	Construcción	Hombres	15273
Mayo 2010	Aragón	3	Construcción	Mujeres	1398
Mayo 2010	Aragón	4	Servicios	Hombres	20281
Mayo 2010	Aragón	4	Servicios	Mujeres	32361
Mayo 2010	Aragón		Sin empleo anterior	Hombres	2029
Mayo 2010	Aragón		Sin empleo anterior	Mujeres	3806
Abril 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	3090
Abril 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1063
Abril 2010	Aragón	2	Industria y energía	Hombres	9145
Abril 2010	Aragón	2	Industria y energía	Mujeres	6141
Abril 2010	Aragón	3	Construcción	Hombres	16091
Abril 2010	Aragón	3	Construcción	Mujeres	1367
Abril 2010	Aragón	4	Servicios	Hombres	20759
Abril 2010	Aragón	4	Servicios	Mujeres	32801
Abril 2010	Aragón		Sin empleo anterior	Hombres	1894
Abril 2010	Aragón		Sin empleo anterior	Mujeres	3731
Marzo 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	2927
Marzo 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1093
Marzo 2010	Aragón	2	Industria y energía	Hombres	9203
Marzo 2010	Aragón	2	Industria y energía	Mujeres	6115
Marzo 2010	Aragón	3	Construcción	Hombres	16470
Marzo 2010	Aragón	3	Construcción	Mujeres	1376
Marzo 2010	Aragón	4	Servicios	Hombres	20605
Marzo 2010	Aragón	4	Servicios	Mujeres	32555
Marzo 2010	Aragón		Sin empleo anterior	Hombres	1830
Marzo 2010	Aragón		Sin empleo anterior	Mujeres	3659
Febrero 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	2737
Febrero 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1022
Febrero 2010	Aragón	2	Industria y energía	Hombres	9047
Febrero 2010	Aragón	2	Industria y energía	Mujeres	5949
Febrero 2010	Aragón	3	Construcción	Hombres	16189
Febrero 2010	Aragón	3	Construcción	Mujeres	1369
Febrero 2010	Aragón	4	Servicios	Hombres	19992
Febrero 2010	Aragón	4	Servicios	Mujeres	32041
Febrero 2010	Aragón		Sin empleo anterior	Hombres	1667
Febrero 2010	Aragón		Sin empleo anterior	Mujeres	3392
Enero 2010	Aragón	1	Agricultura, ganadería y pesca	Hombres	2607
Enero 2010	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1017
Enero 2010	Aragón	2	Industria y energía	Hombres	9061
Enero 2010	Aragón	2	Industria y energía	Mujeres	5893
Enero 2010	Aragón	3	Construcción	Hombres	15886
Enero 2010	Aragón	3	Construcción	Mujeres	1353
Enero 2010	Aragón	4	Servicios	Hombres	19598
Enero 2010	Aragón	4	Servicios	Mujeres	31195
Enero 2010	Aragón		Sin empleo anterior	Hombres	1582
Enero 2010	Aragón		Sin empleo anterior	Mujeres	3080
Diciembre 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	2603
Diciembre 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	998
Diciembre 2009	Aragón	2	Industria y energía	Hombres	8885
Diciembre 2009	Aragón	2	Industria y energía	Mujeres	5817
Diciembre 2009	Aragón	3	Construcción	Hombres	15438
Diciembre 2009	Aragón	3	Construcción	Mujeres	1301
Diciembre 2009	Aragón	4	Servicios	Hombres	18948
Diciembre 2009	Aragón	4	Servicios	Mujeres	29186
Diciembre 2009	Aragón		Sin empleo anterior	Hombres	1533
Diciembre 2009	Aragón		Sin empleo anterior	Mujeres	2914
Noviembre 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	2720
Noviembre 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	1005
Noviembre 2009	Aragón	2	Industria y energía	Hombres	8483
Noviembre 2009	Aragón	2	Industria y energía	Mujeres	5602
Noviembre 2009	Aragón	3	Construcción	Hombres	13948
Noviembre 2009	Aragón	3	Construcción	Mujeres	1223
Noviembre 2009	Aragón	4	Servicios	Hombres	18251
Noviembre 2009	Aragón	4	Servicios	Mujeres	29315
Noviembre 2009	Aragón		Sin empleo anterior	Hombres	1596
Noviembre 2009	Aragón		Sin empleo anterior	Mujeres	3053
Octubre 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	2747
Octubre 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	926
Octubre 2009	Aragón	2	Industria y energía	Hombres	8388
Octubre 2009	Aragón	2	Industria y energía	Mujeres	5553
Octubre 2009	Aragón	3	Construcción	Hombres	13655
Octubre 2009	Aragón	3	Construcción	Mujeres	1230
Octubre 2009	Aragón	4	Servicios	Hombres	17815
Octubre 2009	Aragón	4	Servicios	Mujeres	28857
Octubre 2009	Aragón		Sin empleo anterior	Hombres	1581
Octubre 2009	Aragón		Sin empleo anterior	Mujeres	2968
Septiembre 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	2128
Septiembre 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	731
Septiembre 2009	Aragón	2	Industria y energía	Hombres	8352
Septiembre 2009	Aragón	2	Industria y energía	Mujeres	5666
Septiembre 2009	Aragón	3	Construcción	Hombres	13593
Septiembre 2009	Aragón	3	Construcción	Mujeres	1202
Septiembre 2009	Aragón	4	Servicios	Hombres	17334
Septiembre 2009	Aragón	4	Servicios	Mujeres	27965
Septiembre 2009	Aragón		Sin empleo anterior	Hombres	1594
Septiembre 2009	Aragón		Sin empleo anterior	Mujeres	2881
Agosto 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	1781
Agosto 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	652
Agosto 2009	Aragón	2	Industria y energía	Hombres	8714
Agosto 2009	Aragón	2	Industria y energía	Mujeres	5863
Agosto 2009	Aragón	3	Construcción	Hombres	13763
Agosto 2009	Aragón	3	Construcción	Mujeres	1217
Agosto 2009	Aragón	4	Servicios	Hombres	17094
Agosto 2009	Aragón	4	Servicios	Mujeres	27550
Agosto 2009	Aragón		Sin empleo anterior	Hombres	1527
Agosto 2009	Aragón		Sin empleo anterior	Mujeres	2569
Julio 2009	Aragón	1	Agricultura, ganadería y pesca	Hombres	1792
Julio 2009	Aragón	1	Agricultura, ganadería y pesca	Mujeres	632
Julio 2009	Aragón	2	Industria y energía	Hombres	8616
