Año	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre	Comarca Código
2015	4	56	Servicios de comidas y bebidas	27	Andorra-Sierra de Arcos	27
2015	4	84	Administración Pública y defensa; Seguridad Social obligatoria	28	Bajo Aragón	28
2015	4	56	Servicios de comidas y bebidas	32	Gúdar-Javalambre	32
2015	3	84	Administración Pública y defensa; Seguridad Social obligatoria	02	Alto Gállego	02
2015	3	88	Actividades de servicios sociales sin alojamiento	03	Sobrarbe	03
2015	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	04	La Ribagorza	04
2015	3	56	Servicios de comidas y bebidas	04	La Ribagorza	04
2015	3	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza	04
2015	3	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera	09
2015	3	87	Asistencia en establecimientos residenciales	09	La Litera / La Llitera	09
2015	3	87	Asistencia en establecimientos residenciales	10	Los Monegros	10
2015	3	29	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo	12
2015	3	10	Industria de la alimentación	13	Campo de Borja	13
2015	3	10	Industria de la alimentación	14	Aranda	14
2015	3	15	Industria del cuero y del calzado	14	Aranda	14
2015	3	84	Administración Pública y defensa; Seguridad Social obligatoria	14	Aranda	14
2015	3	94	Actividades asociativas	14	Aranda	14
2015	3	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro	18
2015	3	84	Administración Pública y defensa; Seguridad Social obligatoria	18	Ribera Baja del Ebro	18
2015	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	21	Campo de Cariñena	21
2015	3	87	Asistencia en establecimientos residenciales	21	Campo de Cariñena	21
2015	3	87	Asistencia en establecimientos residenciales	22	Campo de Belchite	22
2015	3	23	Fabricación de otros productos minerales no metálicos	23	Bajo Martín	23
2015	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	27	Andorra-Sierra de Arcos	27
2015	3	55	Servicios de alojamiento	28	Bajo Aragón	28
2015	3	81	Servicios a edificios y actividades de jardinería	28	Bajo Aragón	28
2015	3	87	Asistencia en establecimientos residenciales	28	Bajo Aragón	28
2015	3	10	Industria de la alimentación	32	Gúdar-Javalambre	32
2015	3	55	Servicios de alojamiento	32	Gúdar-Javalambre	32
2015	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	NC	Municipio del centro de trabajo fuera de Aragón	
2015	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2015	2	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	02	Alto Gállego	02
2015	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	03	Sobrarbe	03
2015	2	84	Administración Pública y defensa; Seguridad Social obligatoria	03	Sobrarbe	03
2015	2	87	Asistencia en establecimientos residenciales	03	Sobrarbe	03
2015	2	93	Actividades deportivas, recreativas y de entretenimiento	03	Sobrarbe	03
2015	2	84	Administración Pública y defensa; Seguridad Social obligatoria	12	Tarazona y el Moncayo	12
2015	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	14	Aranda	14
2015	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro	18
2015	2	11	Fabricación de bebidas	21	Campo de Cariñena	21
2015	2	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	21	Campo de Cariñena	21
2015	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	23	Bajo Martín	23
2015	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	24	Campo de Daroca	24
2015	2	56	Servicios de comidas y bebidas	24	Campo de Daroca	24
2015	2	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca	24
2015	2	10	Industria de la alimentación	26	Cuencas Mineras	26
2015	2	84	Administración Pública y defensa; Seguridad Social obligatoria	26	Cuencas Mineras	26
2015	2	56	Servicios de comidas y bebidas	31	Sierra de Albarracín	31
2015	2	87	Asistencia en establecimientos residenciales	31	Sierra de Albarracín	31
2015	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	32	Gúdar-Javalambre	32
2015	2	84	Administración Pública y defensa; Seguridad Social obligatoria	32	Gúdar-Javalambre	32
2015	1	18	Artes gráficas y reproducción de soportes grabados	10	Los Monegros	10
2015	1	84	Administración Pública y defensa; Seguridad Social obligatoria	10	Los Monegros	10
2015	1	97	Actividades de los hogares como empleadores de personal doméstico	10	Los Monegros	10
2015	1	22	Fabricación de productos de caucho y plásticos	12	Tarazona y el Moncayo	12
2015	1	26	Fabricación de productos informáticos, electrónicos y ópticos	12	Tarazona y el Moncayo	12
2015	1	30	Fabricación de otro material de transporte	12	Tarazona y el Moncayo	12
2015	1	55	Servicios de alojamiento	12	Tarazona y el Moncayo	12
2015	1	56	Servicios de comidas y bebidas	12	Tarazona y el Moncayo	12
2015	1	64	Servicios financieros, excepto seguros y fondos de pensiones	12	Tarazona y el Moncayo	12
2015	1	49	Transporte terrestre y por tubería	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2015	1	56	Servicios de comidas y bebidas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2015	1	94	Actividades asociativas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2015	1	97	Actividades de los hogares como empleadores de personal doméstico	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2015	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	22	Campo de Belchite	22
2015	1	81	Servicios a edificios y actividades de jardinería	22	Campo de Belchite	22
2015	1	32	Otras industrias manufactureras	23	Bajo Martín	23
2015	1	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23	Bajo Martín	23
2015	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	24	Campo de Daroca	24
2015	1	10	Industria de la alimentación	24	Campo de Daroca	24
2015	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	25	Jiloca	25
2015	1	55	Servicios de alojamiento	25	Jiloca	25
2015	1	97	Actividades de los hogares como empleadores de personal doméstico	25	Jiloca	25
2015	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	26	Cuencas Mineras	26
2015	1	11	Fabricación de bebidas	26	Cuencas Mineras	26
2015	1	20	Industria química	26	Cuencas Mineras	26
2015	1	42	Ingeniería civil	26	Cuencas Mineras	26
2015	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	26	Cuencas Mineras	26
2015	1	55	Servicios de alojamiento	26	Cuencas Mineras	26
2015	1	56	Servicios de comidas y bebidas	26	Cuencas Mineras	26
2015	1	87	Asistencia en establecimientos residenciales	26	Cuencas Mineras	26
2015	1	94	Actividades asociativas	26	Cuencas Mineras	26
2015	1	08	Otras industrias extractivas	27	Andorra-Sierra de Arcos	27
2015	1	53	Actividades postales y de correos	27	Andorra-Sierra de Arcos	27
2015	1	81	Servicios a edificios y actividades de jardinería	27	Andorra-Sierra de Arcos	27
2015	1	96	Otros servicios personales	27	Andorra-Sierra de Arcos	27
2015	1	97	Actividades de los hogares como empleadores de personal doméstico	27	Andorra-Sierra de Arcos	27
2015	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	31	Sierra de Albarracín	31
2015	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	31	Sierra de Albarracín	31
2015	1	55	Servicios de alojamiento	31	Sierra de Albarracín	31
2015	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya	33
2015	1	10	Industria de la alimentación	33	Matarraña / Matarranya	33
2015	1	84	Administración Pública y defensa; Seguridad Social obligatoria	33	Matarraña / Matarranya	33
2015	1	88	Actividades de servicios sociales sin alojamiento	33	Matarraña / Matarranya	33
2015	1	02	Silvicultura y explotación forestal	NC	Municipio del centro de trabajo fuera de Aragón	
2015	1	10	Industria de la alimentación	NC	Municipio del centro de trabajo fuera de Aragón	
2015	1	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2015	1	49	Transporte terrestre y por tubería	NC	Municipio del centro de trabajo fuera de Aragón	
2014	365	86	Actividades sanitarias	17	D.C. Zaragoza	17
2014	356	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza	17
2014	232	56	Servicios de comidas y bebidas	17	D.C. Zaragoza	17
2014	231	87	Asistencia en establecimientos residenciales	17	D.C. Zaragoza	17
2014	161	84	Administración Pública y defensa; Seguridad Social obligatoria	17	D.C. Zaragoza	17
2014	32	86	Actividades sanitarias	06	Hoya de Huesca / Plana de Uesca	06
2014	30	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca	11
2014	26	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca	06
2014	23	87	Asistencia en establecimientos residenciales	29	Comunidad de Teruel	29
2014	22	87	Asistencia en establecimientos residenciales	06	Hoya de Huesca / Plana de Uesca	06
2014	20	56	Servicios de comidas y bebidas	06	Hoya de Huesca / Plana de Uesca	06
2014	20	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro	15
2014	19	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2014	18	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro	15
2014	17	96	Otros servicios personales	16	Valdejalón	16
2014	15	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	06	Hoya de Huesca / Plana de Uesca	06
2014	15	88	Actividades de servicios sociales sin alojamiento	06	Hoya de Huesca / Plana de Uesca	06
2014	15	86	Actividades sanitarias	29	Comunidad de Teruel	29
2014	14	87	Asistencia en establecimientos residenciales	13	Campo de Borja	13
2014	13	22	Fabricación de productos de caucho y plásticos	16	Valdejalón	16
2014	13	56	Servicios de comidas y bebidas	29	Comunidad de Teruel	29
2014	12	29	Fabricación de vehículos de motor, remolques y semirremolques	05	Cinco Villas	05
2014	12	87	Asistencia en establecimientos residenciales	05	Cinco Villas	05
2014	12	87	Asistencia en establecimientos residenciales	08	Cinca Medio	08
2014	12	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca	11
2014	12	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón	16
2014	12	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras	26
2014	12	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel	29
2014	11	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	08	Cinca Medio	08
2014	11	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2014	11	86	Actividades sanitarias	28	Bajo Aragón	28
2014	11	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	29	Comunidad de Teruel	29
2014	10	55	Servicios de alojamiento	01	La Jacetania	01
2014	10	56	Servicios de comidas y bebidas	01	La Jacetania	01
2014	10	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2014	10	55	Servicios de alojamiento	20	Comunidad de Calatayud	20
2014	10	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón	28
2014	9	87	Asistencia en establecimientos residenciales	01	La Jacetania	01
2014	9	86	Actividades sanitarias	07	Somontano de Barbastro	07
2014	9	84	Administración Pública y defensa; Seguridad Social obligatoria	16	Valdejalón	16
2014	9	10	Industria de la alimentación	18	Ribera Baja del Ebro	18
2014	9	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2014	9	84	Administración Pública y defensa; Seguridad Social obligatoria	28	Bajo Aragón	28
2014	8	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania	01
2014	8	84	Administración Pública y defensa; Seguridad Social obligatoria	09	La Litera / La Llitera	09
2014	8	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2014	8	56	Servicios de comidas y bebidas	27	Andorra-Sierra de Arcos	27
2014	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	01	La Jacetania	01
2014	7	55	Servicios de alojamiento	02	Alto Gállego	02
2014	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro	07
2014	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja	13
2014	7	87	Asistencia en establecimientos residenciales	15	Ribera Alta del Ebro	15
2014	7	56	Servicios de comidas y bebidas	20	Comunidad de Calatayud	20
2014	7	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud	20
2014	6	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego	02
2014	6	55	Servicios de alojamiento	03	Sobrarbe	03
2014	6	10	Industria de la alimentación	05	Cinco Villas	05
2014	6	87	Asistencia en establecimientos residenciales	07	Somontano de Barbastro	07
2014	6	56	Servicios de comidas y bebidas	08	Cinca Medio	08
2014	6	84	Administración Pública y defensa; Seguridad Social obligatoria	08	Cinca Medio	08
2014	6	84	Administración Pública y defensa; Seguridad Social obligatoria	15	Ribera Alta del Ebro	15
2014	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	28	Bajo Aragón	28
2014	6	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	NC	Municipio del centro de trabajo fuera de Aragón	
2014	5	56	Servicios de comidas y bebidas	02	Alto Gállego	02
2014	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	04	La Ribagorza	04
2014	5	55	Servicios de alojamiento	04	La Ribagorza	04
2014	5	84	Administración Pública y defensa; Seguridad Social obligatoria	04	La Ribagorza	04
2014	5	87	Asistencia en establecimientos residenciales	04	La Ribagorza	04
2014	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas	05
2014	5	56	Servicios de comidas y bebidas	07	Somontano de Barbastro	07
2014	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	08	Cinca Medio	08
2014	5	94	Actividades asociativas	09	La Litera / La Llitera	09
2014	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2014	5	29	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja	13
2014	5	49	Transporte terrestre y por tubería	15	Ribera Alta del Ebro	15
2014	5	87	Asistencia en establecimientos residenciales	20	Comunidad de Calatayud	20
2014	5	87	Asistencia en establecimientos residenciales	24	Campo de Daroca	24
2014	5	84	Administración Pública y defensa; Seguridad Social obligatoria	25	Jiloca	25
2014	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	02	Alto Gállego	02
2014	4	11	Fabricación de bebidas	04	La Ribagorza	04
2014	4	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza	04
2014	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	05	Cinco Villas	05
2014	4	81	Servicios a edificios y actividades de jardinería	05	Cinco Villas	05
2014	4	84	Administración Pública y defensa; Seguridad Social obligatoria	05	Cinco Villas	05
2014	4	10	Industria de la alimentación	09	La Litera / La Llitera	09
2014	4	87	Asistencia en establecimientos residenciales	10	Los Monegros	10
2014	4	81	Servicios a edificios y actividades de jardinería	11	Bajo Cinca / Baix Cinca	11
2014	4	87	Asistencia en establecimientos residenciales	12	Tarazona y el Moncayo	12
2014	4	10	Industria de la alimentación	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2014	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2014	4	31	Fabricación de muebles	21	Campo de Cariñena	21
2014	4	10	Industria de la alimentación	26	Cuencas Mineras	26
2014	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	27	Andorra-Sierra de Arcos	27
2014	4	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	28	Bajo Aragón	28
2014	4	87	Asistencia en establecimientos residenciales	28	Bajo Aragón	28
2014	3	87	Asistencia en establecimientos residenciales	02	Alto Gállego	02
2014	3	56	Servicios de comidas y bebidas	03	Sobrarbe	03
2014	3	88	Actividades de servicios sociales sin alojamiento	03	Sobrarbe	03
2014	3	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro	07
2014	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera	09
2014	3	56	Servicios de comidas y bebidas	09	La Litera / La Llitera	09
2014	3	56	Servicios de comidas y bebidas	12	Tarazona y el Moncayo	12
2014	3	15	Industria del cuero y del calzado	14	Aranda	14
2014	3	94	Actividades asociativas	14	Aranda	14
2014	3	84	Administración Pública y defensa; Seguridad Social obligatoria	18	Ribera Baja del Ebro	18
2014	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	23	Bajo Martín	23
2014	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	24	Campo de Daroca	24
2014	3	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca	24
2014	3	10	Industria de la alimentación	25	Jiloca	25
2014	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	25	Jiloca	25
2014	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	26	Cuencas Mineras	26
2014	3	84	Administración Pública y defensa; Seguridad Social obligatoria	26	Cuencas Mineras	26
2014	3	10	Industria de la alimentación	33	Matarraña / Matarranya	33
2014	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2014	2	87	Asistencia en establecimientos residenciales	03	Sobrarbe	03
2014	2	10	Industria de la alimentación	10	Los Monegros	10
2014	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	10	Los Monegros	10
2014	2	84	Administración Pública y defensa; Seguridad Social obligatoria	10	Los Monegros	10
2014	2	88	Actividades de servicios sociales sin alojamiento	10	Los Monegros	10
2014	2	97	Actividades de los hogares como empleadores de personal doméstico	10	Los Monegros	10
2014	2	29	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo	12
2014	2	10	Industria de la alimentación	13	Campo de Borja	13
2014	2	84	Administración Pública y defensa; Seguridad Social obligatoria	13	Campo de Borja	13
2014	2	10	Industria de la alimentación	14	Aranda	14
2014	2	56	Servicios de comidas y bebidas	18	Ribera Baja del Ebro	18
2014	2	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2014	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21	Campo de Cariñena	21
2014	2	10	Industria de la alimentación	21	Campo de Cariñena	21
2014	2	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	21	Campo de Cariñena	21
2014	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	21	Campo de Cariñena	21
2014	2	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	23	Bajo Martín	23
2014	2	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23	Bajo Martín	23
2014	2	86	Actividades sanitarias	24	Campo de Daroca	24
2014	2	22	Fabricación de productos de caucho y plásticos	25	Jiloca	25
2014	2	87	Asistencia en establecimientos residenciales	25	Jiloca	25
2014	2	56	Servicios de comidas y bebidas	26	Cuencas Mineras	26
2014	2	88	Actividades de servicios sociales sin alojamiento	26	Cuencas Mineras	26
2014	2	94	Actividades asociativas	26	Cuencas Mineras	26
2014	2	17	Industria del papel	27	Andorra-Sierra de Arcos	27
2014	2	81	Servicios a edificios y actividades de jardinería	27	Andorra-Sierra de Arcos	27
2014	2	84	Administración Pública y defensa; Seguridad Social obligatoria	27	Andorra-Sierra de Arcos	27
2014	2	87	Asistencia en establecimientos residenciales	27	Andorra-Sierra de Arcos	27
2014	2	55	Servicios de alojamiento	31	Sierra de Albarracín	31
2014	2	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	31	Sierra de Albarracín	31
2014	2	10	Industria de la alimentación	32	Gúdar-Javalambre	32
2014	2	55	Servicios de alojamiento	32	Gúdar-Javalambre	32
2014	2	56	Servicios de comidas y bebidas	32	Gúdar-Javalambre	32
2014	2	55	Servicios de alojamiento	33	Matarraña / Matarranya	33
2014	2	56	Servicios de comidas y bebidas	NC	Municipio del centro de trabajo fuera de Aragón	
2014	2	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	NC	Municipio del centro de trabajo fuera de Aragón	
2014	1	81	Servicios a edificios y actividades de jardinería	03	Sobrarbe	03
2014	1	93	Actividades deportivas, recreativas y de entretenimiento	03	Sobrarbe	03
2014	1	84	Administración Pública y defensa; Seguridad Social obligatoria	12	Tarazona y el Moncayo	12
2014	1	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	12	Tarazona y el Moncayo	12
2014	1	94	Actividades asociativas	12	Tarazona y el Moncayo	12
2014	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	14	Aranda	14
2014	1	45	Venta y reparación de vehículos de motor y motocicletas	14	Aranda	14
2014	1	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	14	Aranda	14
2014	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	14	Aranda	14
2014	1	84	Administración Pública y defensa; Seguridad Social obligatoria	14	Aranda	14
2014	1	86	Actividades sanitarias	14	Aranda	14
2014	1	93	Actividades deportivas, recreativas y de entretenimiento	14	Aranda	14
2014	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18	Ribera Baja del Ebro	18
2014	1	20	Industria química	18	Ribera Baja del Ebro	18
2014	1	28	Fabricación de maquinaria y equipo n.c.o.p.	18	Ribera Baja del Ebro	18
2014	1	33	Reparación e instalación de maquinaria y equipo	18	Ribera Baja del Ebro	18
2014	1	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro	18
2014	1	87	Asistencia en establecimientos residenciales	22	Campo de Belchite	22
2014	1	23	Fabricación de otros productos minerales no metálicos	23	Bajo Martín	23
2014	1	84	Administración Pública y defensa; Seguridad Social obligatoria	23	Bajo Martín	23
2014	1	85	Educación	23	Bajo Martín	23
2014	1	87	Asistencia en establecimientos residenciales	23	Bajo Martín	23
2014	1	10	Industria de la alimentación	24	Campo de Daroca	24
2014	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	30	Maestrazgo	30
2014	1	85	Educación	31	Sierra de Albarracín	31
2014	1	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2014	1	84	Administración Pública y defensa; Seguridad Social obligatoria	32	Gúdar-Javalambre	32
2014	1	87	Asistencia en establecimientos residenciales	32	Gúdar-Javalambre	32
2014	1	93	Actividades deportivas, recreativas y de entretenimiento	32	Gúdar-Javalambre	32
2014	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya	33
2014	1	28	Fabricación de maquinaria y equipo n.c.o.p.	33	Matarraña / Matarranya	33
2014	1	56	Servicios de comidas y bebidas	33	Matarraña / Matarranya	33
2014	1	84	Administración Pública y defensa; Seguridad Social obligatoria	33	Matarraña / Matarranya	33
2014	1	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2014	1	81	Servicios a edificios y actividades de jardinería	NC	Municipio del centro de trabajo fuera de Aragón	
2013	373	86	Actividades sanitarias	17	D.C. Zaragoza	17
2013	344	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza	17
2013	242	87	Asistencia en establecimientos residenciales	17	D.C. Zaragoza	17
2013	218	56	Servicios de comidas y bebidas	17	D.C. Zaragoza	17
2013	150	84	Administración Pública y defensa; Seguridad Social obligatoria	17	D.C. Zaragoza	17
2013	33	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	06	Hoya de Huesca / Plana de Uesca	06
2013	30	86	Actividades sanitarias	06	Hoya de Huesca / Plana de Uesca	06
2013	30	87	Asistencia en establecimientos residenciales	06	Hoya de Huesca / Plana de Uesca	06
2013	27	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca	06
2013	24	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel	29
2013	22	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca	11
2013	21	87	Asistencia en establecimientos residenciales	29	Comunidad de Teruel	29
2013	18	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2013	18	86	Actividades sanitarias	29	Comunidad de Teruel	29
2013	17	56	Servicios de comidas y bebidas	06	Hoya de Huesca / Plana de Uesca	06
2013	17	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	29	Comunidad de Teruel	29
2013	16	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja	13
2013	16	22	Fabricación de productos de caucho y plásticos	16	Valdejalón	16
2013	12	87	Asistencia en establecimientos residenciales	15	Ribera Alta del Ebro	15
2013	12	10	Industria de la alimentación	18	Ribera Baja del Ebro	18
2013	12	86	Actividades sanitarias	20	Comunidad de Calatayud	20
2013	11	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas	05
2013	11	87	Asistencia en establecimientos residenciales	08	Cinca Medio	08
2013	11	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2013	11	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro	15
2013	11	96	Otros servicios personales	16	Valdejalón	16
2013	10	10	Industria de la alimentación	05	Cinco Villas	05
2013	10	86	Actividades sanitarias	07	Somontano de Barbastro	07
2013	10	87	Asistencia en establecimientos residenciales	13	Campo de Borja	13
2013	10	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2013	10	84	Administración Pública y defensa; Seguridad Social obligatoria	16	Valdejalón	16
2013	9	55	Servicios de alojamiento	04	La Ribagorza	04
2013	9	29	Fabricación de vehículos de motor, remolques y semirremolques	05	Cinco Villas	05
2013	9	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras	26
2013	9	86	Actividades sanitarias	28	Bajo Aragón	28
2013	8	84	Administración Pública y defensa; Seguridad Social obligatoria	04	La Ribagorza	04
2013	8	87	Asistencia en establecimientos residenciales	05	Cinco Villas	05
2013	8	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	08	Cinca Medio	08
2013	8	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca	11
2013	8	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro	15
2013	8	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón	16
2013	8	29	Fabricación de vehículos de motor, remolques y semirremolques	16	Valdejalón	16
2013	8	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2013	8	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2013	8	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2013	8	81	Servicios a edificios y actividades de jardinería	29	Comunidad de Teruel	29
2013	7	56	Servicios de comidas y bebidas	01	La Jacetania	01
2013	7	86	Actividades sanitarias	01	La Jacetania	01
