Año	Inscripción provincia nombre	Inscripción provincia código	Edad (grandes grupos)	Sexo	Personas	Nivel de estudios Código	Nivel de estudios Nombre
2017	Teruel	44	65 y más	Hombre	1	1	No sabe leer ni escribir
2017	Teruel	44	65 y más	Hombre	104	2	Inferior a graduado escolar o ESO
2017	Teruel	44	65 y más	Hombre	235	3	Graduado escolar o ESO
2017	Teruel	44	65 y más	Hombre	203	4	BUP, Bachiller, LOGSE ó superior
2017	Teruel	44	65 y más	Mujer	321	0	Sin clasificar
2017	Teruel	44	65 y más	Mujer	1	1	No sabe leer ni escribir
2017	Teruel	44	65 y más	Mujer	138	2	Inferior a graduado escolar o ESO
2017	Teruel	44	65 y más	Mujer	280	3	Graduado escolar o ESO
2017	Teruel	44	65 y más	Mujer	194	4	BUP, Bachiller, LOGSE ó superior
2017	Zaragoza	50	0-15	Hombre	2370	0	Sin clasificar
2017	Zaragoza	50	0-15	Hombre	30	1	No sabe leer ni escribir
2017	Zaragoza	50	0-15	Hombre	272	2	Inferior a graduado escolar o ESO
2017	Zaragoza	50	0-15	Hombre	62	3	Graduado escolar o ESO
2017	Zaragoza	50	0-15	Hombre	10	4	BUP, Bachiller, LOGSE ó superior
2017	Zaragoza	50	0-15	Mujer	2215	0	Sin clasificar
2017	Zaragoza	50	0-15	Mujer	30	1	No sabe leer ni escribir
2017	Zaragoza	50	0-15	Mujer	240	2	Inferior a graduado escolar o ESO
2017	Zaragoza	50	0-15	Mujer	77	3	Graduado escolar o ESO
2017	Zaragoza	50	0-15	Mujer	24	4	BUP, Bachiller, LOGSE ó superior
2017	Zaragoza	50	16-64	Hombre	1965	0	Sin clasificar
2017	Zaragoza	50	16-64	Hombre	8	1	No sabe leer ni escribir
2017	Zaragoza	50	16-64	Hombre	392	2	Inferior a graduado escolar o ESO
2017	Zaragoza	50	16-64	Hombre	1509	3	Graduado escolar o ESO
2017	Zaragoza	50	16-64	Hombre	4709	4	BUP, Bachiller, LOGSE ó superior
2017	Zaragoza	50	16-64	Mujer	2065	0	Sin clasificar
2017	Zaragoza	50	16-64	Mujer	6	1	No sabe leer ni escribir
2017	Zaragoza	50	16-64	Mujer	333	2	Inferior a graduado escolar o ESO
2017	Zaragoza	50	16-64	Mujer	1494	3	Graduado escolar o ESO
2017	Zaragoza	50	16-64	Mujer	5149	4	BUP, Bachiller, LOGSE ó superior
2017	Zaragoza	50	65 y más	Hombre	736	0	Sin clasificar
2017	Zaragoza	50	65 y más	Hombre	178	2	Inferior a graduado escolar o ESO
2017	Zaragoza	50	65 y más	Hombre	651	3	Graduado escolar o ESO
2017	Zaragoza	50	65 y más	Hombre	709	4	BUP, Bachiller, LOGSE ó superior
2017	Zaragoza	50	65 y más	Mujer	907	0	Sin clasificar
2017	Zaragoza	50	65 y más	Mujer	4	1	No sabe leer ni escribir
2017	Zaragoza	50	65 y más	Mujer	258	2	Inferior a graduado escolar o ESO
2017	Zaragoza	50	65 y más	Mujer	911	3	Graduado escolar o ESO
2017	Zaragoza	50	65 y más	Mujer	710	4	BUP, Bachiller, LOGSE ó superior
2018	Huesca	22	0-15	Hombre	698	0	Sin clasificar
2018	Huesca	22	0-15	Hombre	8	1	No sabe leer ni escribir
2018	Huesca	22	0-15	Hombre	64	2	Inferior a graduado escolar o ESO
2018	Huesca	22	0-15	Hombre	21	3	Graduado escolar o ESO
2018	Huesca	22	0-15	Hombre	7	4	BUP, Bachiller, LOGSE ó superior
2018	Huesca	22	0-15	Mujer	583	0	Sin clasificar
2018	Huesca	22	0-15	Mujer	13	1	No sabe leer ni escribir
2018	Huesca	22	0-15	Mujer	62	2	Inferior a graduado escolar o ESO
2018	Huesca	22	0-15	Mujer	19	3	Graduado escolar o ESO
2018	Huesca	22	0-15	Mujer	6	4	BUP, Bachiller, LOGSE ó superior
2018	Huesca	22	16-64	Hombre	659	0	Sin clasificar
2018	Huesca	22	16-64	Hombre	5	1	No sabe leer ni escribir
2018	Huesca	22	16-64	Hombre	148	2	Inferior a graduado escolar o ESO
2018	Huesca	22	16-64	Hombre	438	3	Graduado escolar o ESO
2018	Huesca	22	16-64	Hombre	1323	4	BUP, Bachiller, LOGSE ó superior
2018	Huesca	22	16-64	Mujer	650	0	Sin clasificar
2018	Huesca	22	16-64	Mujer	101	2	Inferior a graduado escolar o ESO
2018	Huesca	22	16-64	Mujer	360	3	Graduado escolar o ESO
2018	Huesca	22	16-64	Mujer	1436	4	BUP, Bachiller, LOGSE ó superior
2018	Huesca	22	65 y más	Hombre	404	0	Sin clasificar
2018	Huesca	22	65 y más	Hombre	115	2	Inferior a graduado escolar o ESO
2018	Huesca	22	65 y más	Hombre	270	3	Graduado escolar o ESO
2018	Huesca	22	65 y más	Hombre	307	4	BUP, Bachiller, LOGSE ó superior
2018	Huesca	22	65 y más	Mujer	391	0	Sin clasificar
2018	Huesca	22	65 y más	Mujer	157	2	Inferior a graduado escolar o ESO
2018	Huesca	22	65 y más	Mujer	369	3	Graduado escolar o ESO
2018	Huesca	22	65 y más	Mujer	339	4	BUP, Bachiller, LOGSE ó superior
2018	Teruel	44	0-15	Hombre	236	0	Sin clasificar
2018	Teruel	44	0-15	Hombre	4	1	No sabe leer ni escribir
2018	Teruel	44	0-15	Hombre	31	2	Inferior a graduado escolar o ESO
2018	Teruel	44	0-15	Hombre	10	3	Graduado escolar o ESO
2018	Teruel	44	0-15	Hombre	1	4	BUP, Bachiller, LOGSE ó superior
2018	Teruel	44	0-15	Mujer	239	0	Sin clasificar
2018	Teruel	44	0-15	Mujer	4	1	No sabe leer ni escribir
2018	Teruel	44	0-15	Mujer	29	2	Inferior a graduado escolar o ESO
2018	Teruel	44	0-15	Mujer	14	3	Graduado escolar o ESO
2018	Teruel	44	0-15	Mujer	3	4	BUP, Bachiller, LOGSE ó superior
2018	Teruel	44	16-64	Hombre	447	0	Sin clasificar
2018	Teruel	44	16-64	Hombre	1	1	No sabe leer ni escribir
2018	Teruel	44	16-64	Hombre	75	2	Inferior a graduado escolar o ESO
2018	Teruel	44	16-64	Hombre	312	3	Graduado escolar o ESO
2018	Teruel	44	16-64	Hombre	735	4	BUP, Bachiller, LOGSE ó superior
2018	Teruel	44	16-64	Mujer	389	0	Sin clasificar
2018	Teruel	44	16-64	Mujer	1	1	No sabe leer ni escribir
2018	Teruel	44	16-64	Mujer	60	2	Inferior a graduado escolar o ESO
2018	Teruel	44	16-64	Mujer	256	3	Graduado escolar o ESO
2018	Teruel	44	16-64	Mujer	770	4	BUP, Bachiller, LOGSE ó superior
2018	Teruel	44	65 y más	Hombre	290	0	Sin clasificar
2018	Teruel	44	65 y más	Hombre	1	1	No sabe leer ni escribir
2018	Teruel	44	65 y más	Hombre	101	2	Inferior a graduado escolar o ESO
2018	Teruel	44	65 y más	Hombre	236	3	Graduado escolar o ESO
2018	Teruel	44	65 y más	Hombre	209	4	BUP, Bachiller, LOGSE ó superior
2018	Teruel	44	65 y más	Mujer	324	0	Sin clasificar
2018	Teruel	44	65 y más	Mujer	2	1	No sabe leer ni escribir
2018	Teruel	44	65 y más	Mujer	133	2	Inferior a graduado escolar o ESO
2018	Teruel	44	65 y más	Mujer	284	3	Graduado escolar o ESO
2018	Teruel	44	65 y más	Mujer	202	4	BUP, Bachiller, LOGSE ó superior
2018	Zaragoza	50	0-15	Hombre	2574	0	Sin clasificar
2018	Zaragoza	50	0-15	Hombre	32	1	No sabe leer ni escribir
2018	Zaragoza	50	0-15	Hombre	263	2	Inferior a graduado escolar o ESO
2018	Zaragoza	50	0-15	Hombre	62	3	Graduado escolar o ESO
2018	Zaragoza	50	0-15	Hombre	10	4	BUP, Bachiller, LOGSE ó superior
2018	Zaragoza	50	0-15	Mujer	2387	0	Sin clasificar
2018	Zaragoza	50	0-15	Mujer	34	1	No sabe leer ni escribir
2018	Zaragoza	50	0-15	Mujer	248	2	Inferior a graduado escolar o ESO
2018	Zaragoza	50	0-15	Mujer	78	3	Graduado escolar o ESO
2018	Zaragoza	50	0-15	Mujer	26	4	BUP, Bachiller, LOGSE ó superior
2018	Zaragoza	50	16-64	Hombre	2088	0	Sin clasificar
2018	Zaragoza	50	16-64	Hombre	11	1	No sabe leer ni escribir
2018	Zaragoza	50	16-64	Hombre	409	2	Inferior a graduado escolar o ESO
2018	Zaragoza	50	16-64	Hombre	1568	3	Graduado escolar o ESO
2018	Zaragoza	50	16-64	Hombre	4924	4	BUP, Bachiller, LOGSE ó superior
2018	Zaragoza	50	16-64	Mujer	2178	0	Sin clasificar
2018	Zaragoza	50	16-64	Mujer	8	1	No sabe leer ni escribir
2018	Zaragoza	50	16-64	Mujer	340	2	Inferior a graduado escolar o ESO
2018	Zaragoza	50	16-64	Mujer	1524	3	Graduado escolar o ESO
2018	Zaragoza	50	16-64	Mujer	5348	4	BUP, Bachiller, LOGSE ó superior
2018	Zaragoza	50	65 y más	Hombre	733	0	Sin clasificar
2018	Zaragoza	50	65 y más	Hombre	178	2	Inferior a graduado escolar o ESO
2018	Zaragoza	50	65 y más	Hombre	660	3	Graduado escolar o ESO
2018	Zaragoza	50	65 y más	Hombre	752	4	BUP, Bachiller, LOGSE ó superior
2018	Zaragoza	50	65 y más	Mujer	918	0	Sin clasificar
2018	Zaragoza	50	65 y más	Mujer	3	1	No sabe leer ni escribir
2018	Zaragoza	50	65 y más	Mujer	254	2	Inferior a graduado escolar o ESO
2018	Zaragoza	50	65 y más	Mujer	932	3	Graduado escolar o ESO
2018	Zaragoza	50	65 y más	Mujer	775	4	BUP, Bachiller, LOGSE ó superior
2019	Huesca	22	0-15	Hombre	760	0	Sin clasificar
2019	Huesca	22	0-15	Hombre	6	1	No sabe leer ni escribir
2019	Huesca	22	0-15	Hombre	63	2	Inferior a graduado escolar o ESO
2019	Huesca	22	0-15	Hombre	23	3	Graduado escolar o ESO
2019	Huesca	22	0-15	Hombre	6	4	BUP, Bachiller, LOGSE ó superior
2019	Huesca	22	0-15	Mujer	653	0	Sin clasificar
2019	Huesca	22	0-15	Mujer	9	1	No sabe leer ni escribir
2019	Huesca	22	0-15	Mujer	58	2	Inferior a graduado escolar o ESO
2019	Huesca	22	0-15	Mujer	18	3	Graduado escolar o ESO
2019	Huesca	22	0-15	Mujer	7	4	BUP, Bachiller, LOGSE ó superior
2019	Huesca	22	16-64	Hombre	715	0	Sin clasificar
2019	Huesca	22	16-64	Hombre	6	1	No sabe leer ni escribir
2019	Huesca	22	16-64	Hombre	154	2	Inferior a graduado escolar o ESO
2019	Huesca	22	16-64	Hombre	449	3	Graduado escolar o ESO
2019	Huesca	22	16-64	Hombre	1317	4	BUP, Bachiller, LOGSE ó superior
2019	Huesca	22	16-64	Mujer	656	0	Sin clasificar
2019	Huesca	22	16-64	Mujer	2	1	No sabe leer ni escribir
2019	Huesca	22	16-64	Mujer	102	2	Inferior a graduado escolar o ESO
2019	Huesca	22	16-64	Mujer	367	3	Graduado escolar o ESO
2019	Huesca	22	16-64	Mujer	1459	4	BUP, Bachiller, LOGSE ó superior
2019	Huesca	22	65 y más	Hombre	403	0	Sin clasificar
2019	Huesca	22	65 y más	Hombre	117	2	Inferior a graduado escolar o ESO
2019	Huesca	22	65 y más	Hombre	283	3	Graduado escolar o ESO
2019	Huesca	22	65 y más	Hombre	341	4	BUP, Bachiller, LOGSE ó superior
2019	Huesca	22	65 y más	Mujer	392	0	Sin clasificar
2019	Huesca	22	65 y más	Mujer	156	2	Inferior a graduado escolar o ESO
2019	Huesca	22	65 y más	Mujer	374	3	Graduado escolar o ESO
2019	Huesca	22	65 y más	Mujer	361	4	BUP, Bachiller, LOGSE ó superior
2019	Teruel	44	0-15	Hombre	260	0	Sin clasificar
2019	Teruel	44	0-15	Hombre	3	1	No sabe leer ni escribir
2019	Teruel	44	0-15	Hombre	30	2	Inferior a graduado escolar o ESO
2019	Teruel	44	0-15	Hombre	9	3	Graduado escolar o ESO
2019	Teruel	44	0-15	Hombre	1	4	BUP, Bachiller, LOGSE ó superior
2019	Teruel	44	0-15	Mujer	257	0	Sin clasificar
2019	Teruel	44	0-15	Mujer	4	1	No sabe leer ni escribir
2019	Teruel	44	0-15	Mujer	30	2	Inferior a graduado escolar o ESO
2019	Teruel	44	0-15	Mujer	14	3	Graduado escolar o ESO
2019	Teruel	44	0-15	Mujer	3	4	BUP, Bachiller, LOGSE ó superior
2019	Teruel	44	16-64	Hombre	456	0	Sin clasificar
2019	Teruel	44	16-64	Hombre	2	1	No sabe leer ni escribir
2019	Teruel	44	16-64	Hombre	78	2	Inferior a graduado escolar o ESO
2019	Teruel	44	16-64	Hombre	322	3	Graduado escolar o ESO
2019	Teruel	44	16-64	Hombre	732	4	BUP, Bachiller, LOGSE ó superior
2019	Teruel	44	16-64	Mujer	404	0	Sin clasificar
2019	Teruel	44	16-64	Mujer	1	1	No sabe leer ni escribir
2019	Teruel	44	16-64	Mujer	57	2	Inferior a graduado escolar o ESO
2019	Teruel	44	16-64	Mujer	262	3	Graduado escolar o ESO
2019	Teruel	44	16-64	Mujer	796	4	BUP, Bachiller, LOGSE ó superior
2019	Teruel	44	65 y más	Hombre	287	0	Sin clasificar
2019	Teruel	44	65 y más	Hombre	1	1	No sabe leer ni escribir
2019	Teruel	44	65 y más	Hombre	95	2	Inferior a graduado escolar o ESO
2019	Teruel	44	65 y más	Hombre	236	3	Graduado escolar o ESO
2019	Teruel	44	65 y más	Hombre	226	4	BUP, Bachiller, LOGSE ó superior
2019	Teruel	44	65 y más	Mujer	323	0	Sin clasificar
2019	Teruel	44	65 y más	Mujer	2	1	No sabe leer ni escribir
2019	Teruel	44	65 y más	Mujer	129	2	Inferior a graduado escolar o ESO
2019	Teruel	44	65 y más	Mujer	281	3	Graduado escolar o ESO
2019	Teruel	44	65 y más	Mujer	210	4	BUP, Bachiller, LOGSE ó superior
2019	Zaragoza	50	0-15	Hombre	2758	0	Sin clasificar
2019	Zaragoza	50	0-15	Hombre	33	1	No sabe leer ni escribir
2019	Zaragoza	50	0-15	Hombre	266	2	Inferior a graduado escolar o ESO
2019	Zaragoza	50	0-15	Hombre	66	3	Graduado escolar o ESO
2019	Zaragoza	50	0-15	Hombre	11	4	BUP, Bachiller, LOGSE ó superior
2019	Zaragoza	50	0-15	Mujer	2539	0	Sin clasificar
2019	Zaragoza	50	0-15	Mujer	28	1	No sabe leer ni escribir
2019	Zaragoza	50	0-15	Mujer	236	2	Inferior a graduado escolar o ESO
2019	Zaragoza	50	0-15	Mujer	67	3	Graduado escolar o ESO
2019	Zaragoza	50	0-15	Mujer	21	4	BUP, Bachiller, LOGSE ó superior
2019	Zaragoza	50	16-64	Hombre	2187	0	Sin clasificar
2019	Zaragoza	50	16-64	Hombre	11	1	No sabe leer ni escribir
2019	Zaragoza	50	16-64	Hombre	416	2	Inferior a graduado escolar o ESO
2019	Zaragoza	50	16-64	Hombre	1587	3	Graduado escolar o ESO
2019	Zaragoza	50	16-64	Hombre	5103	4	BUP, Bachiller, LOGSE ó superior
2019	Zaragoza	50	16-64	Mujer	2238	0	Sin clasificar
2019	Zaragoza	50	16-64	Mujer	13	1	No sabe leer ni escribir
2019	Zaragoza	50	16-64	Mujer	357	2	Inferior a graduado escolar o ESO
2019	Zaragoza	50	16-64	Mujer	1524	3	Graduado escolar o ESO
2019	Zaragoza	50	16-64	Mujer	5547	4	BUP, Bachiller, LOGSE ó superior
2019	Zaragoza	50	65 y más	Hombre	741	0	Sin clasificar
2019	Zaragoza	50	65 y más	Hombre	1	1	No sabe leer ni escribir
2019	Zaragoza	50	65 y más	Hombre	177	2	Inferior a graduado escolar o ESO
2019	Zaragoza	50	65 y más	Hombre	665	3	Graduado escolar o ESO
2019	Zaragoza	50	65 y más	Hombre	806	4	BUP, Bachiller, LOGSE ó superior
2019	Zaragoza	50	65 y más	Mujer	919	0	Sin clasificar
2019	Zaragoza	50	65 y más	Mujer	3	1	No sabe leer ni escribir
2019	Zaragoza	50	65 y más	Mujer	252	2	Inferior a graduado escolar o ESO
2019	Zaragoza	50	65 y más	Mujer	942	3	Graduado escolar o ESO
2019	Zaragoza	50	65 y más	Mujer	827	4	BUP, Bachiller, LOGSE ó superior
