Mes y año	Mes (código)	Sexo	Nivel formativo grupo IAEST descripción	Nivel formativo grupo IAEST código	Número de contratos	CCAA nombre
Mayo 2013	201305	Hombres	Enseñanza superior universitaria	42	950	Aragón
Mayo 2013	201305	Mujeres	Enseñanza superior universitaria	42	1299	Aragón
Abril 2013	201304	Hombres	Educación Primaria o inferior	10	4517	Aragón
Abril 2013	201304	Mujeres	Educación Primaria o inferior	10	2803	Aragón
Abril 2013	201304	Hombres	Primera etapa de educación secundaria	20	6381	Aragón
Abril 2013	201304	Mujeres	Primera etapa de educación secundaria	20	5234	Aragón
Abril 2013	201304	Hombres	Bachillerato	31	2310	Aragón
Abril 2013	201304	Mujeres	Bachillerato	31	2221	Aragón
Abril 2013	201304	Hombres	Enseñanza media de formación profesional	32	954	Aragón
Abril 2013	201304	Mujeres	Enseñanza media de formación profesional	32	789	Aragón
Abril 2013	201304	Hombres	Enseñanza superior de formación profesional	41	494	Aragón
Abril 2013	201304	Mujeres	Enseñanza superior de formación profesional	41	375	Aragón
Abril 2013	201304	Hombres	Enseñanza superior universitaria	42	923	Aragón
Abril 2013	201304	Mujeres	Enseñanza superior universitaria	42	1248	Aragón
Marzo 2013	201303	Hombres	Educación Primaria o inferior	10	3462	Aragón
Marzo 2013	201303	Mujeres	Educación Primaria o inferior	10	2409	Aragón
Marzo 2013	201303	Hombres	Primera etapa de educación secundaria	20	5081	Aragón
Marzo 2013	201303	Mujeres	Primera etapa de educación secundaria	20	4312	Aragón
Marzo 2013	201303	Hombres	Bachillerato	31	2061	Aragón
Marzo 2013	201303	Mujeres	Bachillerato	31	2328	Aragón
Marzo 2013	201303	Hombres	Enseñanza media de formación profesional	32	844	Aragón
Marzo 2013	201303	Mujeres	Enseñanza media de formación profesional	32	689	Aragón
Marzo 2013	201303	Hombres	Enseñanza superior de formación profesional	41	458	Aragón
Marzo 2013	201303	Mujeres	Enseñanza superior de formación profesional	41	315	Aragón
Marzo 2013	201303	Hombres	Enseñanza superior universitaria	42	798	Aragón
Marzo 2013	201303	Mujeres	Enseñanza superior universitaria	42	1153	Aragón
Febrero 2013	201302	Hombres	Educación Primaria o inferior	10	3248	Aragón
Febrero 2013	201302	Mujeres	Educación Primaria o inferior	10	2200	Aragón
Febrero 2013	201302	Hombres	Primera etapa de educación secundaria	20	4652	Aragón
Febrero 2013	201302	Mujeres	Primera etapa de educación secundaria	20	4046	Aragón
Febrero 2013	201302	Hombres	Bachillerato	31	1752	Aragón
Febrero 2013	201302	Mujeres	Bachillerato	31	1890	Aragón
Febrero 2013	201302	Hombres	Enseñanza media de formación profesional	32	769	Aragón
Febrero 2013	201302	Mujeres	Enseñanza media de formación profesional	32	609	Aragón
Febrero 2013	201302	Hombres	Enseñanza superior de formación profesional	41	405	Aragón
Febrero 2013	201302	Mujeres	Enseñanza superior de formación profesional	41	327	Aragón
Febrero 2013	201302	Hombres	Enseñanza superior universitaria	42	779	Aragón
Febrero 2013	201302	Mujeres	Enseñanza superior universitaria	42	1122	Aragón
Enero 2013	201301	Hombres	Educación Primaria o inferior	10	3457	Aragón
Enero 2013	201301	Mujeres	Educación Primaria o inferior	10	2517	Aragón
Enero 2013	201301	Hombres	Primera etapa de educación secundaria	20	5556	Aragón
Enero 2013	201301	Mujeres	Primera etapa de educación secundaria	20	4828	Aragón
Enero 2013	201301	Hombres	Bachillerato	31	2159	Aragón
Enero 2013	201301	Mujeres	Bachillerato	31	2270	Aragón
Enero 2013	201301	Hombres	Enseñanza media de formación profesional	32	1214	Aragón
Enero 2013	201301	Mujeres	Enseñanza media de formación profesional	32	942	Aragón
Enero 2013	201301	Hombres	Enseñanza superior de formación profesional	41	570	Aragón
Enero 2013	201301	Mujeres	Enseñanza superior de formación profesional	41	386	Aragón
Enero 2013	201301	Hombres	Enseñanza superior universitaria	42	1122	Aragón
Enero 2013	201301	Mujeres	Enseñanza superior universitaria	42	1550	Aragón
Diciembre 2012	201212	Hombres	Educación Primaria o inferior	10	2840	Aragón
Diciembre 2012	201212	Mujeres	Educación Primaria o inferior	10	2361	Aragón
Diciembre 2012	201212	Hombres	Primera etapa de educación secundaria	20	5099	Aragón
Diciembre 2012	201212	Mujeres	Primera etapa de educación secundaria	20	4929	Aragón
Diciembre 2012	201212	Hombres	Bachillerato	31	1909	Aragón
Diciembre 2012	201212	Mujeres	Bachillerato	31	2151	Aragón
Diciembre 2012	201212	Hombres	Enseñanza media de formación profesional	32	984	Aragón
Diciembre 2012	201212	Mujeres	Enseñanza media de formación profesional	32	903	Aragón
Diciembre 2012	201212	Hombres	Enseñanza superior de formación profesional	41	485	Aragón
Diciembre 2012	201212	Mujeres	Enseñanza superior de formación profesional	41	385	Aragón
Diciembre 2012	201212	Hombres	Enseñanza superior universitaria	42	862	Aragón
Diciembre 2012	201212	Mujeres	Enseñanza superior universitaria	42	1261	Aragón
Noviembre 2012	201211	Hombres	Educación Primaria o inferior	10	3705	Aragón
Noviembre 2012	201211	Mujeres	Educación Primaria o inferior	10	2834	Aragón
Noviembre 2012	201211	Hombres	Primera etapa de educación secundaria	20	6216	Aragón
Noviembre 2012	201211	Mujeres	Primera etapa de educación secundaria	20	5852	Aragón
Noviembre 2012	201211	Hombres	Bachillerato	31	2336	Aragón
Noviembre 2012	201211	Mujeres	Bachillerato	31	2418	Aragón
Noviembre 2012	201211	Hombres	Enseñanza media de formación profesional	32	980	Aragón
Noviembre 2012	201211	Mujeres	Enseñanza media de formación profesional	32	701	Aragón
Noviembre 2012	201211	Hombres	Enseñanza superior de formación profesional	41	497	Aragón
Noviembre 2012	201211	Mujeres	Enseñanza superior de formación profesional	41	387	Aragón
Noviembre 2012	201211	Hombres	Enseñanza superior universitaria	42	1060	Aragón
Noviembre 2012	201211	Mujeres	Enseñanza superior universitaria	42	1439	Aragón
Octubre 2012	201210	Hombres	Educación Primaria o inferior	10	5208	Aragón
Octubre 2012	201210	Mujeres	Educación Primaria o inferior	10	4017	Aragón
Octubre 2012	201210	Hombres	Primera etapa de educación secundaria	20	7678	Aragón
Octubre 2012	201210	Mujeres	Primera etapa de educación secundaria	20	7594	Aragón
Octubre 2012	201210	Hombres	Bachillerato	31	3065	Aragón
Octubre 2012	201210	Mujeres	Bachillerato	31	3313	Aragón
Octubre 2012	201210	Hombres	Enseñanza media de formación profesional	32	1409	Aragón
Octubre 2012	201210	Mujeres	Enseñanza media de formación profesional	32	1090	Aragón
Octubre 2012	201210	Hombres	Enseñanza superior de formación profesional	41	623	Aragón
Octubre 2012	201210	Mujeres	Enseñanza superior de formación profesional	41	499	Aragón
Octubre 2012	201210	Hombres	Enseñanza superior universitaria	42	1379	Aragón
Octubre 2012	201210	Mujeres	Enseñanza superior universitaria	42	2059	Aragón
Septiembre 2012	201209	Hombres	Educación Primaria o inferior	10	6864	Aragón
Septiembre 2012	201209	Mujeres	Educación Primaria o inferior	10	3978	Aragón
Septiembre 2012	201209	Hombres	Primera etapa de educación secundaria	20	8194	Aragón
Septiembre 2012	201209	Mujeres	Primera etapa de educación secundaria	20	7420	Aragón
Septiembre 2012	201209	Hombres	Bachillerato	31	2472	Aragón
Septiembre 2012	201209	Mujeres	Bachillerato	31	2718	Aragón
Septiembre 2012	201209	Hombres	Enseñanza media de formación profesional	32	1094	Aragón
Septiembre 2012	201209	Mujeres	Enseñanza media de formación profesional	32	904	Aragón
Septiembre 2012	201209	Hombres	Enseñanza superior de formación profesional	41	585	Aragón
Septiembre 2012	201209	Mujeres	Enseñanza superior de formación profesional	41	554	Aragón
Septiembre 2012	201209	Hombres	Enseñanza superior universitaria	42	1198	Aragón
Septiembre 2012	201209	Mujeres	Enseñanza superior universitaria	42	2061	Aragón
Agosto 2012	201208	Hombres	Educación Primaria o inferior	10	7059	Aragón
Agosto 2012	201208	Mujeres	Educación Primaria o inferior	10	4351	Aragón
Agosto 2012	201208	Hombres	Primera etapa de educación secundaria	20	7500	Aragón
Agosto 2012	201208	Mujeres	Primera etapa de educación secundaria	20	5862	Aragón
Agosto 2012	201208	Hombres	Bachillerato	31	2392	Aragón
Agosto 2012	201208	Mujeres	Bachillerato	31	2068	Aragón
Agosto 2012	201208	Hombres	Enseñanza media de formación profesional	32	948	Aragón
Agosto 2012	201208	Mujeres	Enseñanza media de formación profesional	32	807	Aragón
Agosto 2012	201208	Hombres	Enseñanza superior de formación profesional	41	465	Aragón
Agosto 2012	201208	Mujeres	Enseñanza superior de formación profesional	41	312	Aragón
Agosto 2012	201208	Hombres	Enseñanza superior universitaria	42	721	Aragón
Agosto 2012	201208	Mujeres	Enseñanza superior universitaria	42	988	Aragón
Julio 2012	201207	Hombres	Educación Primaria o inferior	10	7229	Aragón
Julio 2012	201207	Mujeres	Educación Primaria o inferior	10	6481	Aragón
Julio 2012	201207	Hombres	Primera etapa de educación secundaria	20	9338	Aragón
Julio 2012	201207	Mujeres	Primera etapa de educación secundaria	20	9440	Aragón
Julio 2012	201207	Hombres	Bachillerato	31	2993	Aragón
Julio 2012	201207	Mujeres	Bachillerato	31	2832	Aragón
Julio 2012	201207	Hombres	Enseñanza media de formación profesional	32	1287	Aragón
Julio 2012	201207	Mujeres	Enseñanza media de formación profesional	32	1093	Aragón
Julio 2012	201207	Hombres	Enseñanza superior de formación profesional	41	646	Aragón
Julio 2012	201207	Mujeres	Enseñanza superior de formación profesional	41	457	Aragón
Julio 2012	201207	Hombres	Enseñanza superior universitaria	42	1023	Aragón
Julio 2012	201207	Mujeres	Enseñanza superior universitaria	42	1563	Aragón
Junio 2012	201206	Hombres	Educación Primaria o inferior	10	7617	Aragón
Junio 2012	201206	Mujeres	Educación Primaria o inferior	10	6088	Aragón
Junio 2012	201206	Hombres	Primera etapa de educación secundaria	20	9201	Aragón
Junio 2012	201206	Mujeres	Primera etapa de educación secundaria	20	8818	Aragón
Junio 2012	201206	Hombres	Bachillerato	31	2446	Aragón
Junio 2012	201206	Mujeres	Bachillerato	31	2845	Aragón
Junio 2012	201206	Hombres	Enseñanza media de formación profesional	32	1123	Aragón
Junio 2012	201206	Mujeres	Enseñanza media de formación profesional	32	943	Aragón
Junio 2012	201206	Hombres	Enseñanza superior de formación profesional	41	683	Aragón
Junio 2012	201206	Mujeres	Enseñanza superior de formación profesional	41	473	Aragón
Junio 2012	201206	Hombres	Enseñanza superior universitaria	42	902	Aragón
Junio 2012	201206	Mujeres	Enseñanza superior universitaria	42	1293	Aragón
Mayo 2012	201205	Hombres	Educación Primaria o inferior	10	9724	Aragón
Mayo 2012	201205	Mujeres	Educación Primaria o inferior	10	5512	Aragón
Mayo 2012	201205	Hombres	Primera etapa de educación secundaria	20	8812	Aragón
Mayo 2012	201205	Mujeres	Primera etapa de educación secundaria	20	7349	Aragón
Mayo 2012	201205	Hombres	Bachillerato	31	2450	Aragón
Mayo 2012	201205	Mujeres	Bachillerato	31	2332	Aragón
Mayo 2012	201205	Hombres	Enseñanza media de formación profesional	32	1029	Aragón
Mayo 2012	201205	Mujeres	Enseñanza media de formación profesional	32	816	Aragón
Mayo 2012	201205	Hombres	Enseñanza superior de formación profesional	41	517	Aragón
Mayo 2012	201205	Mujeres	Enseñanza superior de formación profesional	41	338	Aragón
Mayo 2012	201205	Hombres	Enseñanza superior universitaria	42	844	Aragón
Mayo 2012	201205	Mujeres	Enseñanza superior universitaria	42	1256	Aragón
Abril 2012	201204	Hombres	Educación Primaria o inferior	10	3495	Aragón
Abril 2012	201204	Mujeres	Educación Primaria o inferior	10	2673	Aragón
Abril 2012	201204	Hombres	Primera etapa de educación secundaria	20	6435	Aragón
Abril 2012	201204	Mujeres	Primera etapa de educación secundaria	20	5495	Aragón
Abril 2012	201204	Hombres	Bachillerato	31	1868	Aragón
Abril 2012	201204	Mujeres	Bachillerato	31	1994	Aragón
Abril 2012	201204	Hombres	Enseñanza media de formación profesional	32	899	Aragón
Abril 2012	201204	Mujeres	Enseñanza media de formación profesional	32	662	Aragón
Abril 2012	201204	Hombres	Enseñanza superior de formación profesional	41	522	Aragón
Abril 2012	201204	Mujeres	Enseñanza superior de formación profesional	41	330	Aragón
Abril 2012	201204	Hombres	Enseñanza superior universitaria	42	897	Aragón
Abril 2012	201204	Mujeres	Enseñanza superior universitaria	42	1332	Aragón
Marzo 2012	201203	Hombres	Educación Primaria o inferior	10	3387	Aragón
Marzo 2012	201203	Mujeres	Educación Primaria o inferior	10	2274	Aragón
Marzo 2012	201203	Hombres	Primera etapa de educación secundaria	20	6305	Aragón
Marzo 2012	201203	Mujeres	Primera etapa de educación secundaria	20	6103	Aragón
Marzo 2012	201203	Hombres	Bachillerato	31	2263	Aragón
Marzo 2012	201203	Mujeres	Bachillerato	31	2440	Aragón
Marzo 2012	201203	Hombres	Enseñanza media de formación profesional	32	1046	Aragón
Marzo 2012	201203	Mujeres	Enseñanza media de formación profesional	32	791	Aragón
Marzo 2012	201203	Hombres	Enseñanza superior de formación profesional	41	526	Aragón
Marzo 2012	201203	Mujeres	Enseñanza superior de formación profesional	41	407	Aragón
Marzo 2012	201203	Hombres	Enseñanza superior universitaria	42	956	Aragón
Marzo 2012	201203	Mujeres	Enseñanza superior universitaria	42	1335	Aragón
Febrero 2012	201202	Hombres	Educación Primaria o inferior	10	2103	Aragón
Febrero 2012	201202	Mujeres	Educación Primaria o inferior	10	1677	Aragón
Febrero 2012	201202	Hombres	Primera etapa de educación secundaria	20	6925	Aragón
Febrero 2012	201202	Mujeres	Primera etapa de educación secundaria	20	6234	Aragón
Febrero 2012	201202	Hombres	Bachillerato	31	1961	Aragón
Febrero 2012	201202	Mujeres	Bachillerato	31	1988	Aragón
Febrero 2012	201202	Hombres	Enseñanza media de formación profesional	32	1161	Aragón
Febrero 2012	201202	Mujeres	Enseñanza media de formación profesional	32	881	Aragón
Febrero 2012	201202	Hombres	Enseñanza superior de formación profesional	41	550	Aragón
Febrero 2012	201202	Mujeres	Enseñanza superior de formación profesional	41	430	Aragón
Febrero 2012	201202	Hombres	Enseñanza superior universitaria	42	1062	Aragón
Febrero 2012	201202	Mujeres	Enseñanza superior universitaria	42	1440	Aragón
Enero 2012	201201	Hombres	Educación Primaria o inferior	10	2163	Aragón
Enero 2012	201201	Mujeres	Educación Primaria o inferior	10	1555	Aragón
Enero 2012	201201	Hombres	Primera etapa de educación secundaria	20	7147	Aragón
Enero 2012	201201	Mujeres	Primera etapa de educación secundaria	20	5896	Aragón
Enero 2012	201201	Hombres	Bachillerato	31	2028	Aragón
Enero 2012	201201	Mujeres	Bachillerato	31	1997	Aragón
Enero 2012	201201	Hombres	Enseñanza media de formación profesional	32	1251	Aragón
Enero 2012	201201	Mujeres	Enseñanza media de formación profesional	32	877	Aragón
Enero 2012	201201	Hombres	Enseñanza superior de formación profesional	41	614	Aragón
Enero 2012	201201	Mujeres	Enseñanza superior de formación profesional	41	375	Aragón
Enero 2012	201201	Hombres	Enseñanza superior universitaria	42	1048	Aragón
Enero 2012	201201	Mujeres	Enseñanza superior universitaria	42	1514	Aragón
Diciembre 2011	201112	Hombres	Educación Primaria o inferior	10	2049	Aragón
Diciembre 2011	201112	Mujeres	Educación Primaria o inferior	10	1341	Aragón
Diciembre 2011	201112	Hombres	Primera etapa de educación secundaria	20	6638	Aragón
Diciembre 2011	201112	Mujeres	Primera etapa de educación secundaria	20	6429	Aragón
Diciembre 2011	201112	Hombres	Bachillerato	31	1913	Aragón
Diciembre 2011	201112	Mujeres	Bachillerato	31	2070	Aragón
Diciembre 2011	201112	Hombres	Enseñanza media de formación profesional	32	949	Aragón
Diciembre 2011	201112	Mujeres	Enseñanza media de formación profesional	32	808	Aragón
Diciembre 2011	201112	Hombres	Enseñanza superior de formación profesional	41	482	Aragón
Diciembre 2011	201112	Mujeres	Enseñanza superior de formación profesional	41	319	Aragón
Diciembre 2011	201112	Hombres	Enseñanza superior universitaria	42	778	Aragón
Diciembre 2011	201112	Mujeres	Enseñanza superior universitaria	42	1196	Aragón
Noviembre 2011	201111	Hombres	Educación Primaria o inferior	10	2593	Aragón
Noviembre 2011	201111	Mujeres	Educación Primaria o inferior	10	1670	Aragón
Noviembre 2011	201111	Hombres	Primera etapa de educación secundaria	20	8158	Aragón
Noviembre 2011	201111	Mujeres	Primera etapa de educación secundaria	20	6875	Aragón
Noviembre 2011	201111	Hombres	Bachillerato	31	2154	Aragón
Noviembre 2011	201111	Mujeres	Bachillerato	31	2247	Aragón
Noviembre 2011	201111	Hombres	Enseñanza media de formación profesional	32	982	Aragón
Noviembre 2011	201111	Mujeres	Enseñanza media de formación profesional	32	848	Aragón
Noviembre 2011	201111	Hombres	Enseñanza superior de formación profesional	41	696	Aragón
Noviembre 2011	201111	Mujeres	Enseñanza superior de formación profesional	41	462	Aragón
Noviembre 2011	201111	Hombres	Enseñanza superior universitaria	42	1026	Aragón
Noviembre 2011	201111	Mujeres	Enseñanza superior universitaria	42	1466	Aragón
Octubre 2011	201110	Hombres	Educación Primaria o inferior	10	3052	Aragón
Octubre 2011	201110	Mujeres	Educación Primaria o inferior	10	2010	Aragón
Octubre 2011	201110	Hombres	Primera etapa de educación secundaria	20	8706	Aragón
Octubre 2011	201110	Mujeres	Primera etapa de educación secundaria	20	7900	Aragón
Octubre 2011	201110	Hombres	Bachillerato	31	2512	Aragón
Octubre 2011	201110	Mujeres	Bachillerato	31	2728	Aragón
Octubre 2011	201110	Hombres	Enseñanza media de formación profesional	32	1176	Aragón
Octubre 2011	201110	Mujeres	Enseñanza media de formación profesional	32	1108	Aragón
Octubre 2011	201110	Hombres	Enseñanza superior de formación profesional	41	645	Aragón
Octubre 2011	201110	Mujeres	Enseñanza superior de formación profesional	41	488	Aragón
Octubre 2011	201110	Hombres	Enseñanza superior universitaria	42	1306	Aragón
Octubre 2011	201110	Mujeres	Enseñanza superior universitaria	42	2156	Aragón
Septiembre 2011	201109	Hombres	Educación Primaria o inferior	10	4536	Aragón
Septiembre 2011	201109	Mujeres	Educación Primaria o inferior	10	2523	Aragón
Septiembre 2011	201109	Hombres	Primera etapa de educación secundaria	20	10854	Aragón
Septiembre 2011	201109	Mujeres	Primera etapa de educación secundaria	20	8707	Aragón
Septiembre 2011	201109	Hombres	Bachillerato	31	2661	Aragón
Septiembre 2011	201109	Mujeres	Bachillerato	31	2653	Aragón
Septiembre 2011	201109	Hombres	Enseñanza media de formación profesional	32	1278	Aragón
Septiembre 2011	201109	Mujeres	Enseñanza media de formación profesional	32	1125	Aragón
Septiembre 2011	201109	Hombres	Enseñanza superior de formación profesional	41	700	Aragón
Septiembre 2011	201109	Mujeres	Enseñanza superior de formación profesional	41	547	Aragón
Septiembre 2011	201109	Hombres	Enseñanza superior universitaria	42	1390	Aragón
Septiembre 2011	201109	Mujeres	Enseñanza superior universitaria	42	2278	Aragón
Agosto 2011	201108	Hombres	Educación Primaria o inferior	10	5093	Aragón
Agosto 2011	201108	Mujeres	Educación Primaria o inferior	10	2613	Aragón
Agosto 2011	201108	Hombres	Primera etapa de educación secundaria	20	9745	Aragón
Agosto 2011	201108	Mujeres	Primera etapa de educación secundaria	20	6999	Aragón
Agosto 2011	201108	Hombres	Bachillerato	31	2625	Aragón
Agosto 2011	201108	Mujeres	Bachillerato	31	1976	Aragón
Agosto 2011	201108	Hombres	Enseñanza media de formación profesional	32	1126	Aragón
Agosto 2011	201108	Mujeres	Enseñanza media de formación profesional	32	800	Aragón
Agosto 2011	201108	Hombres	Enseñanza superior de formación profesional	41	539	Aragón
Agosto 2011	201108	Mujeres	Enseñanza superior de formación profesional	41	325	Aragón
Agosto 2011	201108	Hombres	Enseñanza superior universitaria	42	664	Aragón
Agosto 2011	201108	Mujeres	Enseñanza superior universitaria	42	956	Aragón
Julio 2011	201107	Hombres	Educación Primaria o inferior	10	4693	Aragón
Julio 2011	201107	Mujeres	Educación Primaria o inferior	10	2986	Aragón
Julio 2011	201107	Hombres	Primera etapa de educación secundaria	20	10641	Aragón
Julio 2011	201107	Mujeres	Primera etapa de educación secundaria	20	8813	Aragón
Julio 2011	201107	Hombres	Bachillerato	31	2990	Aragón
Julio 2011	201107	Mujeres	Bachillerato	31	2805	Aragón
Julio 2011	201107	Hombres	Enseñanza media de formación profesional	32	1258	Aragón
Julio 2011	201107	Mujeres	Enseñanza media de formación profesional	32	984	Aragón
Julio 2011	201107	Hombres	Enseñanza superior de formación profesional	41	671	Aragón
Julio 2011	201107	Mujeres	Enseñanza superior de formación profesional	41	505	Aragón
Julio 2011	201107	Hombres	Enseñanza superior universitaria	42	988	Aragón
Julio 2011	201107	Mujeres	Enseñanza superior universitaria	42	1500	Aragón
Junio 2011	201106	Hombres	Educación Primaria o inferior	10	5923	Aragón
Junio 2011	201106	Mujeres	Educación Primaria o inferior	10	3204	Aragón
Junio 2011	201106	Hombres	Primera etapa de educación secundaria	20	11524	Aragón
Junio 2011	201106	Mujeres	Primera etapa de educación secundaria	20	9291	Aragón
Junio 2011	201106	Hombres	Bachillerato	31	2906	Aragón
Junio 2011	201106	Mujeres	Bachillerato	31	3337	Aragón
Junio 2011	201106	Hombres	Enseñanza media de formación profesional	32	1331	Aragón
Junio 2011	201106	Mujeres	Enseñanza media de formación profesional	32	1093	Aragón
Junio 2011	201106	Hombres	Enseñanza superior de formación profesional	41	686	Aragón
Junio 2011	201106	Mujeres	Enseñanza superior de formación profesional	41	494	Aragón
Junio 2011	201106	Hombres	Enseñanza superior universitaria	42	1030	Aragón
Junio 2011	201106	Mujeres	Enseñanza superior universitaria	42	1448	Aragón
Mayo 2011	201105	Hombres	Educación Primaria o inferior	10	6876	Aragón
Mayo 2011	201105	Mujeres	Educación Primaria o inferior	10	3738	Aragón
Mayo 2011	201105	Hombres	Primera etapa de educación secundaria	20	11802	Aragón
Mayo 2011	201105	Mujeres	Primera etapa de educación secundaria	20	8787	Aragón
Mayo 2011	201105	Hombres	Bachillerato	31	2634	Aragón
Mayo 2011	201105	Mujeres	Bachillerato	31	2814	Aragón
Mayo 2011	201105	Hombres	Enseñanza media de formación profesional	32	1232	Aragón
Mayo 2011	201105	Mujeres	Enseñanza media de formación profesional	32	939	Aragón
Mayo 2011	201105	Hombres	Enseñanza superior de formación profesional	41	576	Aragón
Mayo 2011	201105	Mujeres	Enseñanza superior de formación profesional	41	480	Aragón
Mayo 2011	201105	Hombres	Enseñanza superior universitaria	42	924	Aragón
Mayo 2011	201105	Mujeres	Enseñanza superior universitaria	42	1532	Aragón
Abril 2011	201104	Hombres	Educación Primaria o inferior	10	3452	Aragón
Abril 2011	201104	Mujeres	Educación Primaria o inferior	10	1909	Aragón
Abril 2011	201104	Hombres	Primera etapa de educación secundaria	20	7853	Aragón
Abril 2011	201104	Mujeres	Primera etapa de educación secundaria	20	6380	Aragón
Abril 2011	201104	Hombres	Bachillerato	31	2067	Aragón
Abril 2011	201104	Mujeres	Bachillerato	31	2305	Aragón
Abril 2011	201104	Hombres	Enseñanza media de formación profesional	32	959	Aragón
Abril 2011	201104	Mujeres	Enseñanza media de formación profesional	32	919	Aragón
Abril 2011	201104	Hombres	Enseñanza superior de formación profesional	41	473	Aragón
Abril 2011	201104	Mujeres	Enseñanza superior de formación profesional	41	455	Aragón
Abril 2011	201104	Hombres	Enseñanza superior universitaria	42	806	Aragón
Abril 2011	201104	Mujeres	Enseñanza superior universitaria	42	1275	Aragón
Marzo 2011	201103	Hombres	Educación Primaria o inferior	10	2651	Aragón
Marzo 2011	201103	Mujeres	Educación Primaria o inferior	10	1607	Aragón
Marzo 2011	201103	Hombres	Primera etapa de educación secundaria	20	8180	Aragón
Marzo 2011	201103	Mujeres	Primera etapa de educación secundaria	20	6220	Aragón
Marzo 2011	201103	Hombres	Bachillerato	31	2089	Aragón
Marzo 2011	201103	Mujeres	Bachillerato	31	2289	Aragón
Marzo 2011	201103	Hombres	Enseñanza media de formación profesional	32	1230	Aragón
Marzo 2011	201103	Mujeres	Enseñanza media de formación profesional	32	1088	Aragón
Marzo 2011	201103	Hombres	Enseñanza superior de formación profesional	41	541	Aragón
Marzo 2011	201103	Mujeres	Enseñanza superior de formación profesional	41	480	Aragón
Marzo 2011	201103	Hombres	Enseñanza superior universitaria	42	968	Aragón
Marzo 2011	201103	Mujeres	Enseñanza superior universitaria	42	1482	Aragón
Febrero 2011	201102	Hombres	Educación Primaria o inferior	10	2295	Aragón
Febrero 2011	201102	Mujeres	Educación Primaria o inferior	10	1273	Aragón
Febrero 2011	201102	Hombres	Primera etapa de educación secundaria	20	6511	Aragón
Febrero 2011	201102	Mujeres	Primera etapa de educación secundaria	20	5281	Aragón
Febrero 2011	201102	Hombres	Bachillerato	31	1789	Aragón
Febrero 2011	201102	Mujeres	Bachillerato	31	1955	Aragón
Febrero 2011	201102	Hombres	Enseñanza media de formación profesional	32	1227	Aragón
Febrero 2011	201102	Mujeres	Enseñanza media de formación profesional	32	1027	Aragón
Febrero 2011	201102	Hombres	Enseñanza superior de formación profesional	41	505	Aragón
Febrero 2011	201102	Mujeres	Enseñanza superior de formación profesional	41	435	Aragón
Febrero 2011	201102	Hombres	Enseñanza superior universitaria	42	838	Aragón
Febrero 2011	201102	Mujeres	Enseñanza superior universitaria	42	1323	Aragón
Enero 2011	201101	Hombres	Educación Primaria o inferior	10	2406	Aragón
Enero 2011	201101	Mujeres	Educación Primaria o inferior	10	1498	Aragón
Enero 2011	201101	Hombres	Primera etapa de educación secundaria	20	7592	Aragón
Enero 2011	201101	Mujeres	Primera etapa de educación secundaria	20	5788	Aragón
Enero 2011	201101	Hombres	Bachillerato	31	2129	Aragón
Enero 2011	201101	Mujeres	Bachillerato	31	2085	Aragón
Enero 2011	201101	Hombres	Enseñanza media de formación profesional	32	1164	Aragón
Enero 2011	201101	Mujeres	Enseñanza media de formación profesional	32	937	Aragón
Enero 2011	201101	Hombres	Enseñanza superior de formación profesional	41	610	Aragón
Enero 2011	201101	Mujeres	Enseñanza superior de formación profesional	41	433	Aragón
Enero 2011	201101	Hombres	Enseñanza superior universitaria	42	920	Aragón
Enero 2011	201101	Mujeres	Enseñanza superior universitaria	42	1396	Aragón
Diciembre 2010	201012	Hombres	Educación Primaria o inferior	10	1974	Aragón
Diciembre 2010	201012	Mujeres	Educación Primaria o inferior	10	1499	Aragón
Diciembre 2010	201012	Hombres	Primera etapa de educación secundaria	20	6867	Aragón
Diciembre 2010	201012	Mujeres	Primera etapa de educación secundaria	20	6575	Aragón
Diciembre 2010	201012	Hombres	Bachillerato	31	2200	Aragón
Diciembre 2010	201012	Mujeres	Bachillerato	31	2468	Aragón
Diciembre 2010	201012	Hombres	Enseñanza media de formación profesional	32	1133	Aragón
Diciembre 2010	201012	Mujeres	Enseñanza media de formación profesional	32	992	Aragón
Diciembre 2010	201012	Hombres	Enseñanza superior de formación profesional	41	466	Aragón
Diciembre 2010	201012	Mujeres	Enseñanza superior de formación profesional	41	429	Aragón
Diciembre 2010	201012	Hombres	Enseñanza superior universitaria	42	920	Aragón
Diciembre 2010	201012	Mujeres	Enseñanza superior universitaria	42	1396	Aragón
Noviembre 2010	201011	Hombres	Educación Primaria o inferior	10	2833	Aragón
Noviembre 2010	201011	Mujeres	Educación Primaria o inferior	10	1733	Aragón
Noviembre 2010	201011	Hombres	Primera etapa de educación secundaria	20	8711	Aragón
Noviembre 2010	201011	Mujeres	Primera etapa de educación secundaria	20	6939	Aragón
Noviembre 2010	201011	Hombres	Bachillerato	31	2727	Aragón
Noviembre 2010	201011	Mujeres	Bachillerato	31	2731	Aragón
Noviembre 2010	201011	Hombres	Enseñanza media de formación profesional	32	1318	Aragón
Noviembre 2010	201011	Mujeres	Enseñanza media de formación profesional	32	1024	Aragón
Noviembre 2010	201011	Hombres	Enseñanza superior de formación profesional	41	579	Aragón
Noviembre 2010	201011	Mujeres	Enseñanza superior de formación profesional	41	492	Aragón
