Año	Código del municipio	Nombre del municipio	Superficie total de las explotaciones	Hectáreas en tierras labradas	Hectáreas en tierras para pastos permanentes	Hectáreas en especies arbóreas forestales	Hectáreas en otras tierras	Hectáreas en propiedad	Hectáreas en arrendamiento	Hectáreas en aparcería	Hectáreas en otros regímenes de tenencia de las tierras
1999	22063	Biscarrués	2988,47	1954	26	264	744	1860	908	209	12
1999	22064	Blecua y Torres	3501,49	3345	55	9	92	1565	1594	343	0
1999	22066	Boltaña	11130,08	505	4011	6235	379	8883	1057	1189	1
1999	22067	Bonansa	3532,94	139	921	1407	1066	2792	741	0	0
1999	22068	Borau	3820,15	169	1434	2217	0	3701	119	0	0
1999	22069	Broto	12027,33	35	9239	67	2686	11653	300	74	0
1999	22072	Caldearenas	18122,41	1275	338	9866	6644	17648	475	0	0
1999	22074	Campo	1713,4	247	138	656	672	1433	281	0	0
1999	22075	Camporrells	1994,25	431	69	772	721	1844	3	147	0
1999	22076	Canal de Berdún	11599,3	5331	122	5621	526	8075	3465	48	12
1999	22077	Candasnos	9375,21	6381	2	1100	1892	4694	3914	767	0
1999	22078	Canfranc	6944,51	0	3944	3001	0	6911	34	0	0
1999	22079	Capdesaso	1084,94	1082	0	0	3	553	532	0	0
1999	22080	Capella	5384,32	1571	407	2379	1028	4861	461	62	0
1999	22081	Casbas de Huesca	12559,85	3679	185	5541	3155	9744	1047	1769	0
1999	22082	Castejón del Puente	2215,01	1577	391	132	115	1866	123	166	61
1999	22083	Castejón de Monegros	11825,94	7749	28	1607	2443	8058	2182	684	902
1999	22084	Castejón de Sos	2624,7	0	1520	1073	31	2458	167	0	0
1999	22085	Castelflorite	2546,56	2180	128	9	229	1299	1102	94	51
1999	22086	Castiello de Jaca	1568,92	124	507	752	186	1523	46	0	0
1999	22087	Castigaleu	2764,67	1084	366	366	949	1961	670	134	0
1999	22088	Castillazuelo	1451,06	888	176	13	375	792	546	113	0
1999	22089	Castillonroy	3885,93	1698	347	822	1019	3416	278	192	0
1999	22090	Colungo	3320,07	716	1047	1245	312	2839	481	0	0
1999	22094	Chalamera	734,78	553	0	3	179	545	85	104	0
1999	22095	Chía	2430,25	0	1712	182	537	2269	161	0	0
1999	22096	Chimillas	853,88	816	0	3	35	736	49	69	0
1999	22099	Esplús	7324,25	6858	35	154	278	6498	769	17	40
1999	22102	Estada	1800,11	383	4	160	1253	1194	486	121	0
1999	22103	Estadilla	5022,84	2299	1806	149	768	3634	1370	17	1
1999	22105	Estopiñán del Castillo	7925,47	1915	504	4196	1310	7290	438	58	140
1999	22106	Fago	27,53	0	19	4	5	28	0	0	0
1999	22107	Fanlo	15706,08	2	10698	2662	2343	15655	51	0	0
1999	22109	Fiscal	15091,35	103	6927	926	7135	13463	1422	206	0
1999	22110	Fonz	5143,89	3425	730	500	489	3326	975	787	56
1999	22111	Foradada del Toscar	8757,13	751	2455	5225	327	7682	927	149	0
1999	22112	Fraga	42544,26	21055	4831	7611	9047	32409	8367	1674	94
1999	22113	Fueva (La)	20810,77	2649	975	6140	11046	17374	2737	4	697
1999	22114	Gistaín	7223,01	0	7222	0	1	7159	64	0	0
1999	22115	Grado (El)	4451,29	1420	59	965	2006	3955	495	1	0
1999	22116	Grañén	11693,5	9301	821	76	1495	8079	2822	714	79
1999	22117	Graus	24392,45	5980	1301	11680	5431	19585	4775	33	0
1999	22119	Gurrea de Gállego	17894,61	13730	12	2831	1321	8987	2878	615	5414
1999	22122	Hoz de Jaca	1262,24	19	562	96	586	1151	112	0	0
1999	22124	Huerto	7406,44	5887	1	21	1498	5409	1538	460	0
1999	22125	Huesca	15888,4	11848	1083	585	2373	10808	3674	1219	188
1999	22126	Ibieca	978,6	650	8	93	227	638	294	47	0
1999	22127	Igriés	1961,21	1356	281	154	170	1447	277	143	94
1999	22128	Ilche	5192,47	4123	397	34	638	3717	697	776	3
1999	22129	Isábena	10935,16	1150	1398	2315	6072	8081	2535	319	0
1999	22130	Jaca	36515,69	7656	4479	10028	14353	32536	3780	200	0
1999	22131	Jasa	864,95	0	62	800	2	853	12	0	0
1999	22133	Labuerda	1751,79	172	146	982	451	1286	393	73	0
1999	22135	Laluenga	4000,43	2616	230	18	1136	3212	208	581	0
1999	22136	Lalueza	7798,7	7128	39	35	597	4699	2362	647	91
1999	22137	Lanaja	18334,16	11197	885	10	6243	13373	2851	2036	74
1999	22139	Laperdiguera	795,39	760	0	1	35	537	20	239	0
1999	22141	Lascellas-Ponzano	2550,12	2143	55	47	305	1316	749	485	0
1999	22142	Lascuarre	2829,24	650	50	1435	694	2629	200	0	0
1999	22143	Laspaúles	7222,91	46	3759	2478	939	6184	1039	0	0
1999	22144	Laspuña	4198,01	466	959	2718	55	4091	104	3	0
1999	22149	Loarre	7969,44	2661	108	2875	2325	7156	628	183	2
1999	22150	Loporzano	16918,94	5531	1483	6414	3492	12960	2777	1181	1
1999	22151	Loscorrales	2731,92	2246	112	192	182	1653	1022	57	0
1999	22155	Monesma y Cajigar	6470,86	2009	432	2024	2006	4449	2020	2	0
1999	22156	Monflorite-Lascasas	2321,75	2136	117	20	49	1741	401	180	0
1999	22157	Montanuy	14025,38	440	8280	2827	2478	11774	2226	0	26
1999	22158	Monzón	14223,82	10696	165	805	2558	10259	2855	724	386
1999	22160	Naval	3732,95	543	417	1938	835	3219	30	484	0
1999	22162	Novales	1712,68	1556	5	4	147	884	546	282	0
1999	22163	Nueno	14745,72	1689	2952	4953	5151	13074	1585	43	44
1999	22164	Olvena	1361,3	391	120	502	348	1248	100	13	0
1999	22165	Ontiñena	9991,95	6915	599	352	2126	6587	2208	1196	0
1999	22167	Osso de Cinca	2753,5	2098	18	379	259	2161	403	190	0
1999	22168	Palo	1319,04	198	51	400	670	1184	116	19	0
1999	22170	Panticosa	11540,77	73	6668	836	3963	11372	159	4	5
1999	22172	Peñalba	14225,03	10512	27	156	3530	8430	4995	768	33
1999	22173	Peñas de Riglos (Las)	16502,21	1578	904	9388	4632	14700	1079	722	0
1999	22174	Peralta de Alcofea	10694,77	9389	686	47	573	6313	2762	1371	249
1999	22175	Peralta de Calasanz	9920,97	3246	328	4766	1580	8488	933	500	0
1999	22176	Peraltilla	1339,99	759	3	10	567	1143	30	167	0
1999	22177	Perarrúa	2898,94	474	151	1634	640	2426	473	0	0
1999	22178	Pertusa	2462,69	1940	230	21	272	1178	981	304	0
1999	22181	Piracés	1997,12	1348	47	11	591	1118	614	264	0
1999	22182	Plan	8843,18	1	8840	0	2	8783	60	0	0
1999	22184	Poleñino	2572,06	2188	279	1	104	1788	634	87	64
1999	22186	Pozán de Vero	1576,89	1052	231	25	269	1083	199	295	0
1999	22187	Puebla de Castro (La)	2103,11	608	34	219	1242	1869	108	126	0
1999	22188	Puente de Montañana	3484,68	323	60	2816	285	2886	598	0	0
1999	22189	Puértolas	8495,34	186	408	4007	3894	7859	636	0	0
1999	22190	Pueyo de Araguás (El)	5562,67	645	870	3819	229	5433	130	0	0
1999	22193	Pueyo de Santa Cruz	716,19	496	63	118	39	582	89	45	0
1999	22195	Quicena	745,31	259	19	2	465	593	79	73	0
1999	22197	Robres	6492,48	4567	5	0	1920	5066	1384	42	0
1999	22199	Sabiñánigo	46788,72	5008	5909	25365	10506	43573	2518	131	567
1999	22200	Sahún	6152,59	2	3900	2225	25	5861	291	0	0
1999	22201	Salas Altas	1859,43	1303	0	193	362	1765	56	8	31
1999	22202	Salas Bajas	794,87	461	2	2	330	784	11	0	0
1999	22203	Salillas	2910,61	2091	0	694	125	2178	244	489	0
1999	22204	Sallent de Gállego	14247,44	6	8729	883	4630	14247	0	0	0
1999	22205	San Esteban de Litera	5871,84	4675	51	170	976	4231	262	1309	70
1999	22206	Sangarrén	2602,44	2473	19	1	110	2056	387	160	0
1999	22207	San Juan de Plan	5338,43	0	4761	576	1	5262	77	0	0
1999	22208	Santa Cilia	2394,78	1066	82	525	723	1861	147	303	84
1999	22209	Santa Cruz de la Serós	2364,8	525	382	585	873	2018	147	200	0
1999	22212	Santaliestra y San Quílez	1900,1	96	6	246	1552	1859	41	0	0
1999	22213	Sariñena	19804,32	17491	127	31	2155	13215	6323	266	0
1999	22214	Secastilla	4188,71	526	194	720	2748	3805	311	72	0
1999	22215	Seira	6350,47	13	2740	1752	1845	6246	88	16	0
1999	22217	Sena	8913,9	5647	529	328	2409	7649	1171	88	5
1999	22218	Senés de Alcubierre	1386,11	1171	72	0	143	817	560	10	0
1999	22220	Sesa	2483,55	1995	54	374	60	1546	592	345	0
1999	22221	Sesué	323,34	3	305	2	13	275	48	0	0
1999	22222	Siétamo	4082,83	3198	59	55	770	2590	817	670	6
1999	22223	Sopeira	3208,88	239	534	1335	1101	2421	788	0	0
1999	22225	Tamarite de Litera	9854,29	8511	114	195	1034	7994	937	838	85
1999	22226	Tardienta	8635,6	5308	8	289	3031	5640	2673	289	33
1999	22227	Tella-Sin	7815,17	2	3265	1103	3445	7753	62	0	0
1999	22228	Tierz	670,57	661	6	1	2	249	120	301	0
1999	22229	Tolva	4387,82	1625	231	1744	788	3405	917	66	0
1999	22230	Torla-Ordesa	14820	0	10687	208	3924	14593	167	53	7
1999	22232	Torralba de Aragón	3709,25	2116	308	22	1263	3007	516	186	1
1999	22233	Torre la Ribera	3392,93	178	1028	1040	1147	2910	483	0	0
1999	22234	Torrente de Cinca	4907,71	3211	16	450	1231	3720	280	907	0
1999	22235	Torres de Alcanadre	2181,41	1934	0	2	245	1565	303	313	0
1999	22236	Torres de Barbués	1191,61	1034	141	2	14	673	248	271	0
1999	22239	Tramaced	1311,14	1140	0	2	169	873	324	114	0
1999	22242	Valfarta	2809,84	2115	331	0	364	1325	1228	236	20
1999	22243	Valle de Bardají	4178,23	384	181	1861	1752	3907	212	59	0
1999	22244	Valle de Lierp	2671,2	354	112	870	1335	2349	320	3	0
1999	22245	Velilla de Cinca	1259,74	410	9	63	778	1076	64	5	115
1999	22246	Beranuy	5688,63	84	880	1458	3266	5207	482	0	0
1999	22247	Viacamp y Litera	8276,18	781	292	4455	2748	4866	3389	21	0
1999	22248	Vicién	1635,61	1331	60	1	243	1391	244	0	0
1999	22249	Villanova	588,55	0	374	17	197	465	124	0	0
1999	22250	Villanúa	4538,93	89	1928	1807	715	4445	94	0	0
1999	22251	Villanueva de Sigena	14523,86	9974	1515	272	2763	7842	5983	654	45
1999	22252	Yebra de Basa	8577,53	496	2886	4002	1193	8324	152	37	65
1999	22253	Yésero	2360,56	0	1273	975	112	2314	46	0	0
1999	22254	Zaidín	7917,81	5969	27	3	1918	6438	1096	364	19
1999	22901	Valle de Hecho	21526,29	197	12011	8097	1220	21213	314	0	0
1999	22902	Puente la Reina de Jaca	4792,18	2339	534	1706	214	4349	416	27	0
1999	22903	San Miguel del Cinca	10455,48	9100	479	585	291	5418	3425	1604	8
1999	22904	Sotonera (La)	14404,33	10009	762	1951	1683	11823	1595	459	527
1999	22905	Lupiñén-Ortilla	9356,68	7545	46	192	1573	7201	1752	403	0
1999	22906	Santa María de Dulcis	1839,68	958	514	204	164	1616	48	0	175
1999	22907	Aínsa-Sobrarbe	24351,07	3294	2113	15283	3662	21855	2381	105	10
1999	22908	Hoz y Costeán	5384,48	2219	676	973	1517	4822	205	353	4
1999	22909	Vencillón	1057,68	901	35	9	113	844	197	15	1
1999	44001	Ababuj	5239,33	1600	977	1222	1440	3766	1036	7	431
1999	44002	Abejuela	7368,75	178	1272	50	5868	6980	85	0	304
1999	44003	Aguatón	1821,72	531	813	0	478	1531	140	150	0
1999	44004	Aguaviva	3447,83	1024	6	518	1899	2861	166	421	0
1999	44005	Aguilar del Alfambra	3906,7	1091	674	284	1858	2921	543	151	292
1999	44006	Alacón	4193,24	1956	0	349	1888	2790	1046	0	358
1999	44007	Alba	6484,14	2485	36	2480	1483	4906	1145	231	203
1999	44008	Albalate del Arzobispo	18606,84	8300	657	4266	5384	12584	4037	1478	508
1999	44009	Albarracín	45580,55	4046	18503	21864	1167	43420	1757	128	275
1999	44010	Albentosa	4465,25	1094	818	2262	291	3293	535	0	637
1999	44011	Alcaine	5057,26	495	1800	1932	830	2969	0	388	1700
1999	44012	Alcalá de la Selva	6882,99	545	2728	2001	1609	4654	2229	0	0
1999	44013	Alcañiz	48676,5	23563	15233	6177	3703	36901	3864	7603	309
1999	44014	Alcorisa	11285,57	5674	5	1821	3785	7392	1174	1463	1257
1999	44016	Alfambra	12000,97	6308	919	417	4358	8185	3565	7	244
1999	44017	Aliaga	18792,19	1857	5947	6432	4557	12631	3469	224	2468
1999	44018	Almohaja	2417,33	497	860	1010	50	1947	330	0	140
1999	44019	Alobras	2278,27	390	200	1661	27	1986	292	0	0
1999	44020	Alpeñés	2585,51	568	1574	418	25	1897	254	9	426
1999	44021	Allepuz	4850,5	1191	2394	791	474	2430	1846	73	501
1999	44022	Alloza	8260,85	2980	4099	386	796	6831	1214	210	6
1999	44023	Allueva	1375,08	77	0	50	1249	1254	0	4	117
1999	44024	Anadón	2276,85	353	1127	224	573	1259	220	38	760
1999	44025	Andorra	13421,01	8392	200	2002	2827	9120	2667	1635	0
1999	44026	Arcos de las Salinas	9206,48	131	5616	3321	138	7326	69	0	1812
1999	44027	Arens de Lledó	2655,44	1008	0	1467	181	2196	95	24	340
1999	44028	Argente	6035,22	3939	920	700	476	2828	3208	0	0
1999	44029	Ariño	7130,9	741	8	194	6188	6507	185	264	175
1999	44031	Azaila	7164,08	5685	1200	0	279	3478	1562	1919	205
1999	44032	Bádenas	2349,69	349	0	748	1253	1717	233	0	400
1999	44033	Báguena	1855,2	1183	61	259	352	1674	53	24	104
1999	44034	Bañón	4941,13	3245	353	1217	126	2580	1165	590	606
1999	44035	Barrachina	2388,81	810	589	219	771	1683	468	0	238
1999	44036	Bea	2001,46	343	782	869	7	577	328	0	1097
1999	44037	Beceite	7181,04	619	80	4166	2316	6264	212	129	576
1999	44038	Belmonte de San José	1830,78	1059	140	325	307	1550	26	255	0
1999	44039	Bello	4981,18	3982	197	356	447	3006	525	827	623
1999	44040	Berge	4110,59	1277	1317	662	854	3698	216	180	17
1999	44041	Bezas	2032,32	15	194	1565	258	2030	3	0	0
1999	44042	Blancas	7058,98	3619	2961	0	479	5101	1449	509	0
1999	44043	Blesa	6681,71	2956	535	995	2195	4189	170	1776	547
1999	44044	Bordón	2238,56	990	403	677	169	1190	137	331	580
1999	44045	Bronchales	5861,59	1289	64	1302	3206	4733	1113	0	16
1999	44046	Bueña	3375,92	1503	0	814	1058	2734	642	0	0
1999	44047	Burbáguena	3885,21	1399	503	1411	572	2347	801	0	737
1999	44048	Cabra de Mora	3146,9	639	274	1769	466	2308	621	218	0
1999	44049	Calaceite	7211,85	4452	180	917	1663	6247	137	739	89
1999	44050	Calamocha	30656,75	13811	4491	8071	4284	20250	4556	727	5123
1999	44051	Calanda	9325,24	5483	56	1660	2127	6950	794	1447	133
1999	44052	Calomarde	2552,59	318	2216	11	8	2337	215	0	0
1999	44053	Camañas	7213,33	3805	3147	250	11	4320	2183	80	629
1999	44054	Camarena de la Sierra	7519,84	236	6782	501	0	7316	161	0	43
1999	44055	Camarillas	4855,31	1940	714	313	1889	3756	419	359	321
1999	44056	Caminreal	3686,51	2840	784	17	46	2678	742	266	0
1999	44059	Cantavieja	11789,72	907	6964	1964	1954	7595	2970	1182	43
1999	44060	Cañada de Benatanduz	3165,09	375	2182	117	491	1119	2046	0	0
1999	44061	Cañada de Verich (La)	867,97	198	0	536	133	423	93	0	352
1999	44062	Cañada Vellida	2464,64	977	1283	149	55	1797	320	0	348
1999	44063	Cañizar del Olivar	2181,68	231	0	1286	665	1435	34	22	690
1999	44064	Cascante del Río	2866,26	719	1465	679	3	2054	490	0	322
1999	44065	Castejón de Tornos	3017,03	1528	429	283	777	2032	802	0	183
1999	44066	Castel de Cabra	2673,89	454	1526	631	63	1862	195	36	581
1999	44067	Castelnou	3686,5	2302	575	103	707	2669	698	319	0
1999	44068	Castelserás	2043,4	993	216	127	707	1437	121	484	2
1999	44070	Castellar (El)	3866,09	539	500	1458	1368	3190	676	0	0
1999	44071	Castellote	18266,27	3359	3040	6585	5282	14616	845	783	2022
1999	44074	Cedrillas	7012,38	2033	2216	1741	1023	3177	1904	104	1828
1999	44075	Celadas	9659,73	5985	1407	895	1372	7323	1829	396	111
1999	44076	Cella	12651,77	7184	842	133	4492	8832	3659	46	114
1999	44077	Cerollera (La)	2334,56	169	0	768	1398	782	238	0	1314
1999	44080	Codoñera (La)	1776,1	907	6	3	861	1513	0	263	0
1999	44082	Corbalán	7390,13	1516	2821	1917	1137	5464	1919	7	0
1999	44084	Cortes de Aragón	2469	765	1061	640	4	1181	451	165	672
1999	44085	Cosa	5350,25	2890	158	664	1637	2858	1139	891	463
1999	44086	Cretas	4086,98	2640	26	960	462	2985	602	120	379
1999	44087	Crivillén	3619,75	862	322	1103	1334	2042	660	1	916
1999	44088	Cuba (La)	328,66	66	57	70	136	324	5	0	0
1999	44089	Cubla	4016,82	834	11	3146	25	3255	640	0	123
1999	44090	Cucalón	2842,37	1398	34	329	1081	1813	860	0	169
1999	44092	Cuervo (El)	1758,99	115	0	1604	40	1736	23	0	0
1999	44093	Cuevas de Almudén	3096,92	1105	481	1232	278	1842	594	0	661
1999	44094	Cuevas Labradas	3804,32	962	341	305	2197	3202	562	40	0
1999	44096	Ejulve	8326,96	1097	3479	2568	1183	7484	136	385	322
1999	44097	Escorihuela	5036,12	1789	285	1217	1744	3694	1042	0	300
1999	44099	Escucha	3134,13	591	20	59	2464	2791	242	16	86
1999	44100	Estercuel	3632,43	150	20	2205	1257	3483	14	0	135
1999	44101	Ferreruela de Huerva	2340,17	2083	102	42	113	1239	835	266	0
1999	44102	Fonfría	2367,97	1305	190	690	183	652	627	16	1073
1999	44103	Formiche Alto	6153,39	772	2196	2031	1154	4974	444	0	736
1999	44105	Fórnoles	2245,53	552	1	1441	251	1458	137	1	650
1999	44106	Fortanete	11554,97	1756	2802	3967	3030	7028	3965	562	0
1999	44107	Foz-Calanda	3162,31	907	913	1195	147	2799	345	12	6
1999	44108	Fresneda (La)	2685,38	1247	76	878	484	2110	160	16	400
1999	44109	Frías de Albarracín	4017,84	581	820	2605	12	3472	546	0	0
1999	44110	Fuenferrada	2172,36	912	153	174	932	1538	435	25	174
1999	44111	Fuentes Calientes	2513,56	1609	0	7	897	1595	844	75	0
1999	44112	Fuentes Claras	3760,02	2973	658	26	103	2261	489	1010	0
1999	44113	Fuentes de Rubielos	1998,62	57	522	1059	361	1315	365	0	318
1999	44114	Fuentespalda	2889,57	846	66	1750	227	2680	76	129	4
1999	44115	Galve	5234,85	1529	9	925	2772	4143	393	220	479
1999	44116	Gargallo	2478,17	221	286	1213	759	1469	33	86	890
1999	44117	Gea de Albarracín	4530,16	1047	2380	1076	27	3902	628	0	0
1999	44118	Ginebrosa (La)	5333,62	1956	2281	956	141	4267	828	239	0
1999	44119	Griegos	3030,57	324	1036	1439	231	2449	127	55	400
1999	44120	Guadalaviar	2862,65	225	960	1667	11	2388	150	0	325
1999	44121	Gúdar	4279,49	722	2162	944	452	3558	722	0	0
1999	44122	Híjar	17292,48	13100	713	536	2943	9323	4433	3039	498
1999	44123	Hinojosa de Jarque	3288,52	1390	1716	134	48	2382	741	0	166
1999	44124	Hoz de la Vieja (La)	3042,23	1307	1406	308	21	1774	938	30	300
1999	44125	Huesa del Común	4469,87	1321	1330	1717	102	2629	230	625	986
1999	44126	Iglesuela del Cid (La)	2965,65	260	2189	381	136	1512	1454	0	0
1999	44127	Jabaloyas	4192,48	141	1115	1932	1004	4103	89	0	0
1999	44128	Jarque de la Val	2869,06	1193	0	468	1208	2074	527	20	248
1999	44129	Jatiel	354,09	323	0	0	31	115	185	1	53
1999	44130	Jorcas	2263,81	625	29	133	1477	1645	467	18	134
1999	44131	Josa	1915,51	65	1353	450	47	1391	74	0	450
1999	44132	Lagueruela	2550,84	2033	200	75	243	1309	1005	162	75
1999	44133	Lanzuela	1326,05	529	450	180	167	1149	151	0	26
1999	44135	Libros	2677,23	392	672	1428	184	2097	8	0	572
1999	44136	Lidón	4191,17	1977	1696	408	110	3512	632	47	0
1999	44137	Linares de Mora	11095,59	663	4291	2770	3372	7276	3260	466	94
1999	44138	Loscos	5922,51	3160	395	805	1563	3400	1353	1015	155
1999	44141	Lledó	1167,2	694	1	397	75	981	122	0	65
1999	44142	Maicas	2525,38	529	1568	408	20	1621	476	0	428
1999	44143	Manzanera	15945,17	1326	88	12390	2142	14640	1305	0	0
1999	44144	Martín del Río	3719,35	561	382	1561	1215	1807	488	0	1424
1999	44145	Mas de las Matas	3481,37	2181	64	282	954	2225	602	651	3
1999	44146	Mata de los Olmos (La)	2565,17	1034	0	746	785	1903	7	333	322
1999	44147	Mazaleón	7252,55	2994	78	2071	2110	6539	422	272	20
1999	44148	Mezquita de Jarque	3039,76	1370	746	759	164	1499	729	181	631
1999	44149	Mirambel	4547,41	617	2675	95	1160	2664	1883	0	0
1999	44150	Miravete de la Sierra	2867,85	513	1490	276	589	1975	651	0	242
1999	44151	Molinos	6887,17	1060	2893	2321	613	5675	574	17	621
1999	44152	Monforte de Moyuela	3491,28	2198	588	674	30	1676	47	1366	402
1999	44153	Monreal del Campo	8704,09	6685	736	1168	115	5384	2443	307	570
1999	44154	Monroyo	5073,4	1419	40	2988	627	4542	349	79	104
1999	44155	Montalbán	8347,79	415	3506	4048	379	4219	211	0	3918
1999	44156	Monteagudo del Castillo	3912,6	1038	972	455	1447	2798	895	68	151
1999	44157	Monterde de Albarracín	5161,84	494	4646	2	20	4828	334	0	0
1999	44158	Mora de Rubielos	11696,19	1605	2479	5794	1818	9559	963	294	880
1999	44159	Moscardón	2864,96	164	2698	0	2	2766	98	1	0
1999	44160	Mosqueruela	19094,79	1212	6423	10163	1297	11308	7625	8	154
1999	44161	Muniesa	11490,7	6420	60	1658	3352	8270	2224	158	839
1999	44163	Noguera de Albarracín	4265,34	106	1797	2282	81	4158	107	0	0
1999	44164	Nogueras	1779,37	784	20	465	511	801	482	0	497
1999	44165	Nogueruelas	6132,22	277	392	2190	3273	5826	306	0	0
1999	44167	Obón	5411,56	577	2050	2031	753	3752	428	0	1232
1999	44168	Odón	6528,41	4354	1436	482	256	4589	969	353	618
1999	44169	Ojos Negros	7041,41	4241	1456	1179	165	3718	3324	0	0
1999	44171	Olba	1112,37	18	146	898	51	674	1	0	438
1999	44172	Oliete	8601,63	3103	138	1432	3928	4748	2457	3	1393
1999	44173	Olmos (Los)	4182,93	1461	487	334	1902	2724	1331	18	111
1999	44174	Orihuela del Tremedal	7081,61	1170	1644	4267	0	6146	890	0	45
1999	44175	Orrios	3969,49	1382	1500	43	1044	3166	781	0	22
1999	44176	Palomar de Arroyos	2368,63	349	1512	496	12	1648	222	0	499
1999	44177	Pancrudo	8637,42	3271	4658	662	45	5906	1941	151	639
1999	44178	Parras de Castellote (Las)	3038,32	463	366	1196	1013	1474	146	219	1200
1999	44179	Peñarroya de Tastavins	7014,89	1207	108	4846	855	6775	228	11	0
1999	44180	Peracense	2437,84	456	352	214	1416	1956	268	0	214
1999	44181	Peralejos	2799,01	1046	0	223	1530	1759	818	0	222
1999	44182	Perales del Alfambra	9675,91	4632	32	432	4579	6441	2280	660	295
1999	44183	Pitarque	4038,15	104	3325	442	168	2086	1952	0	0
1999	44184	Plou	948,11	395	7	14	533	768	84	97	0
1999	44185	Pobo (El)	5320,33	2148	1200	93	1879	4184	1040	0	96
1999	44187	Portellada (La)	2041,01	1077	16	845	103	1867	156	18	0
1999	44189	Pozondón	6062,38	818	4676	533	36	5458	605	0	0
1999	44190	Pozuel del Campo	2713,22	1780	210	604	120	1254	1242	0	217
1999	44191	Puebla de Híjar (La)	4030,6	2576	380	387	688	2516	526	629	360
1999	44192	Puebla de Valverde (La)	24751,88	4705	12334	2911	4803	18865	5340	291	256
1999	44193	Puertomingalvo	5067,61	196	3072	1639	160	3831	1045	0	192
1999	44194	Ráfales	2804,74	539	0	1839	427	2131	128	25	520
1999	44195	Rillo	5093,26	1528	3023	518	24	3862	609	326	296
1999	44196	Riodeva	2175,7	225	314	498	1140	2044	131	0	0
1999	44197	Ródenas	4191,46	1591	2141	436	24	2873	1129	0	190
1999	44198	Royuela	2436,11	367	1766	300	3	1979	423	11	23
1999	44199	Rubiales	2185,26	333	94	1105	653	1881	304	0	0
1999	44200	Rubielos de la Cérida	1728,32	1501	66	155	6	781	523	425	0
1999	44201	Rubielos de Mora	5468,83	888	2564	1103	914	2328	2169	1	971
1999	44203	Salcedillo	1217,01	5	0	0	1212	1217	0	0	0
1999	44204	Saldón	2180	353	1827	0	0	1853	318	8	0
1999	44205	Samper de Calanda	13493,86	7235	3676	932	1650	7061	3903	2530	0
1999	44206	San Agustín	2816,24	670	1325	554	267	2211	336	0	269
1999	44207	San Martín del Río	1790,09	1011	299	199	281	1467	215	2	106
1999	44208	Santa Cruz de Nogueras	1221,76	827	0	29	366	882	340	0	0
1999	44209	Santa Eulalia	7577,4	5074	701	2	1800	4455	3044	77	0
1999	44210	Sarrión	11537,97	3205	3806	4176	350	8515	1689	19	1315
1999	44211	Segura de los Baños	4876,94	812	7	811	3247	4049	433	15	380
1999	44212	Seno	1466,4	267	1044	2	154	1451	10	6	0
1999	44213	Singra	2811,41	2335	9	28	439	1435	1261	110	5
1999	44215	Terriente	3986,38	734	2189	863	200	3540	447	0	0
1999	44216	Teruel	42501,82	15396	5930	20160	1016	30304	8174	119	3905
1999	44217	Toril y Masegoso	505,33	310	132	3	60	289	216	0	0
1999	44218	Tormón	2364,29	3	0	2356	5	2364	0	0	0
1999	44219	Tornos	4745,8	3339	289	397	721	2999	1379	0	368
1999	44220	Torralba de los Sisones	4435,94	2365	1269	9	793	3073	1079	69	215
1999	44221	Torrecilla de Alcañiz	2353,55	1168	112	9	1065	1559	54	631	110
1999	44222	Torrecilla del Rebollar	5895,19	3166	1422	999	308	2920	2156	72	747
1999	44223	Torre de Arcas	2656,47	306	0	2088	262	1802	141	5	709
1999	44224	Torre de las Arcas	2759,15	171	2505	82	0	2600	100	0	59
1999	44225	Torre del Compte	1391,01	952	0	353	87	855	238	257	41
1999	44226	Torrelacárcel	3303,71	2572	179	0	552	1919	933	443	9
1999	44227	Torre los Negros	3979,59	2560	744	431	244	1184	2123	384	289
1999	44228	Torremocha de Jiloca	3496,37	2009	118	0	1369	2183	1220	93	0
1999	44229	Torres de Albarracín	2203,07	295	1528	373	7	1636	169	29	369
1999	44230	Torrevelilla	2172,15	777	0	890	506	1324	0	489	359
1999	44231	Torrijas	5386,63	510	3816	1034	27	4923	456	3	5
1999	44232	Torrijo del Campo	4076,47	2520	643	215	698	2501	305	1064	206
1999	44234	Tramacastiel	4181,74	101	629	3419	33	3619	0	0	562
1999	44235	Tramacastilla	2456,74	580	1659	187	31	1835	407	0	215
1999	44236	Tronchón	3122,57	185	1880	498	560	2642	120	0	360
1999	44237	Urrea de Gaén	4892,7	2633	1300	408	551	3154	806	933	0
1999	44238	Utrillas	3866,27	609	786	819	1652	2841	451	0	574
1999	44239	Valacloche	1148,55	22	708	420	0	1132	6	0	11
1999	44240	Valbona	2854,43	239	1744	491	381	2275	176	1	403
1999	44241	Valdealgorfa	4584,82	2786	684	134	980	4141	33	406	5
1999	44243	Valdecuenca	1843,21	218	0	1625	0	1632	211	0	0
1999	44244	Valdelinares	5261,98	74	3720	1464	4	2188	3074	0	0
1999	44245	Valdeltormo	1407,16	1044	1	104	258	1166	0	191	50
1999	44246	Valderrobres	8816,56	3356	242	4034	1185	8349	371	88	9
1999	44247	Valjunquera	3881,57	2017	1	431	1432	3456	39	387	0
1999	44249	Vallecillo (El)	1805,05	0	1151	645	10	1805	0	0	0
1999	44250	Veguillas de la Sierra	985,16	210	0	775	0	827	158	0	0
