Mes (código)	Mes y año	Comarca código	Comarca nombre	Sector código	Sector descripción	Sexo	Nº demandantes
201109	Septiembre 2011	33	Matarraña / Matarranya		Sin empleo anterior	Hombres	4
201109	Septiembre 2011	33	Matarraña / Matarranya		Sin empleo anterior	Mujeres	4
201108	Agosto 2011	01	La Jacetania	1	Agricultura, ganadería y pesca	Hombres	12
201108	Agosto 2011	01	La Jacetania	1	Agricultura, ganadería y pesca	Mujeres	8
201108	Agosto 2011	01	La Jacetania	2	Industria y energía	Hombres	31
201108	Agosto 2011	01	La Jacetania	2	Industria y energía	Mujeres	13
201108	Agosto 2011	01	La Jacetania	3	Construcción	Hombres	227
201108	Agosto 2011	01	La Jacetania	3	Construcción	Mujeres	18
201108	Agosto 2011	01	La Jacetania	4	Servicios	Hombres	238
201108	Agosto 2011	01	La Jacetania	4	Servicios	Mujeres	367
201108	Agosto 2011	01	La Jacetania		Sin empleo anterior	Hombres	21
201108	Agosto 2011	01	La Jacetania		Sin empleo anterior	Mujeres	37
201108	Agosto 2011	02	Alto Gállego	1	Agricultura, ganadería y pesca	Hombres	7
201108	Agosto 2011	02	Alto Gállego	1	Agricultura, ganadería y pesca	Mujeres	2
201108	Agosto 2011	02	Alto Gállego	2	Industria y energía	Hombres	66
201108	Agosto 2011	02	Alto Gállego	2	Industria y energía	Mujeres	41
201108	Agosto 2011	02	Alto Gállego	3	Construcción	Hombres	172
201108	Agosto 2011	02	Alto Gállego	3	Construcción	Mujeres	9
201108	Agosto 2011	02	Alto Gállego	4	Servicios	Hombres	184
201108	Agosto 2011	02	Alto Gállego	4	Servicios	Mujeres	297
201108	Agosto 2011	02	Alto Gállego		Sin empleo anterior	Hombres	31
201108	Agosto 2011	02	Alto Gállego		Sin empleo anterior	Mujeres	39
201108	Agosto 2011	03	Sobrarbe	1	Agricultura, ganadería y pesca	Hombres	5
201108	Agosto 2011	03	Sobrarbe	2	Industria y energía	Hombres	9
201108	Agosto 2011	03	Sobrarbe	2	Industria y energía	Mujeres	4
201108	Agosto 2011	03	Sobrarbe	3	Construcción	Hombres	40
201108	Agosto 2011	03	Sobrarbe	3	Construcción	Mujeres	7
201108	Agosto 2011	03	Sobrarbe	4	Servicios	Hombres	74
201108	Agosto 2011	03	Sobrarbe	4	Servicios	Mujeres	87
201108	Agosto 2011	03	Sobrarbe		Sin empleo anterior	Hombres	3
201108	Agosto 2011	03	Sobrarbe		Sin empleo anterior	Mujeres	1
201108	Agosto 2011	04	La Ribagorza	1	Agricultura, ganadería y pesca	Hombres	19
201108	Agosto 2011	04	La Ribagorza	1	Agricultura, ganadería y pesca	Mujeres	3
201108	Agosto 2011	04	La Ribagorza	2	Industria y energía	Hombres	37
201108	Agosto 2011	04	La Ribagorza	2	Industria y energía	Mujeres	18
201108	Agosto 2011	04	La Ribagorza	3	Construcción	Hombres	120
201108	Agosto 2011	04	La Ribagorza	3	Construcción	Mujeres	7
201108	Agosto 2011	04	La Ribagorza	4	Servicios	Hombres	99
201108	Agosto 2011	04	La Ribagorza	4	Servicios	Mujeres	229
201108	Agosto 2011	04	La Ribagorza		Sin empleo anterior	Hombres	7
201108	Agosto 2011	04	La Ribagorza		Sin empleo anterior	Mujeres	11
201108	Agosto 2011	05	Cinco Villas	1	Agricultura, ganadería y pesca	Hombres	165
201108	Agosto 2011	05	Cinco Villas	1	Agricultura, ganadería y pesca	Mujeres	93
201108	Agosto 2011	05	Cinco Villas	2	Industria y energía	Hombres	236
201108	Agosto 2011	05	Cinco Villas	2	Industria y energía	Mujeres	238
201108	Agosto 2011	05	Cinco Villas	3	Construcción	Hombres	368
201108	Agosto 2011	05	Cinco Villas	3	Construcción	Mujeres	48
201108	Agosto 2011	05	Cinco Villas	4	Servicios	Hombres	343
201108	Agosto 2011	05	Cinco Villas	4	Servicios	Mujeres	626
201108	Agosto 2011	05	Cinco Villas		Sin empleo anterior	Hombres	46
201108	Agosto 2011	05	Cinco Villas		Sin empleo anterior	Mujeres	132
201108	Agosto 2011	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Hombres	140
201108	Agosto 2011	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Mujeres	26
201108	Agosto 2011	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Hombres	339
201108	Agosto 2011	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Mujeres	142
201108	Agosto 2011	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Hombres	812
201108	Agosto 2011	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Mujeres	59
201108	Agosto 2011	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Hombres	1033
201108	Agosto 2011	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Mujeres	1669
201108	Agosto 2011	06	Hoya de Huesca / Plana de Uesca		Sin empleo anterior	Hombres	100
201108	Agosto 2011	06	Hoya de Huesca / Plana de Uesca		Sin empleo anterior	Mujeres	178
201108	Agosto 2011	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Hombres	104
201108	Agosto 2011	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Mujeres	19
201108	Agosto 2011	07	Somontano de Barbastro	2	Industria y energía	Hombres	111
201108	Agosto 2011	07	Somontano de Barbastro	2	Industria y energía	Mujeres	60
201108	Agosto 2011	07	Somontano de Barbastro	3	Construcción	Hombres	208
201108	Agosto 2011	07	Somontano de Barbastro	3	Construcción	Mujeres	20
201108	Agosto 2011	07	Somontano de Barbastro	4	Servicios	Hombres	279
201108	Agosto 2011	07	Somontano de Barbastro	4	Servicios	Mujeres	507
201108	Agosto 2011	07	Somontano de Barbastro		Sin empleo anterior	Hombres	48
201108	Agosto 2011	07	Somontano de Barbastro		Sin empleo anterior	Mujeres	82
201108	Agosto 2011	08	Cinca Medio	1	Agricultura, ganadería y pesca	Hombres	84
201108	Agosto 2011	08	Cinca Medio	1	Agricultura, ganadería y pesca	Mujeres	50
201108	Agosto 2011	08	Cinca Medio	2	Industria y energía	Hombres	162
201108	Agosto 2011	08	Cinca Medio	2	Industria y energía	Mujeres	100
201108	Agosto 2011	08	Cinca Medio	3	Construcción	Hombres	251
201108	Agosto 2011	08	Cinca Medio	3	Construcción	Mujeres	17
201108	Agosto 2011	08	Cinca Medio	4	Servicios	Hombres	239
201108	Agosto 2011	08	Cinca Medio	4	Servicios	Mujeres	550
201108	Agosto 2011	08	Cinca Medio		Sin empleo anterior	Hombres	37
201108	Agosto 2011	08	Cinca Medio		Sin empleo anterior	Mujeres	78
201108	Agosto 2011	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Hombres	77
201108	Agosto 2011	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Mujeres	22
201108	Agosto 2011	09	La Litera / La Llitera	2	Industria y energía	Hombres	95
201108	Agosto 2011	09	La Litera / La Llitera	2	Industria y energía	Mujeres	86
201108	Agosto 2011	09	La Litera / La Llitera	3	Construcción	Hombres	129
201108	Agosto 2011	09	La Litera / La Llitera	3	Construcción	Mujeres	23
201108	Agosto 2011	09	La Litera / La Llitera	4	Servicios	Hombres	140
201108	Agosto 2011	09	La Litera / La Llitera	4	Servicios	Mujeres	296
201108	Agosto 2011	09	La Litera / La Llitera		Sin empleo anterior	Hombres	13
201108	Agosto 2011	09	La Litera / La Llitera		Sin empleo anterior	Mujeres	17
201108	Agosto 2011	10	Los Monegros	1	Agricultura, ganadería y pesca	Hombres	51
201108	Agosto 2011	10	Los Monegros	1	Agricultura, ganadería y pesca	Mujeres	25
201108	Agosto 2011	10	Los Monegros	2	Industria y energía	Hombres	54
201108	Agosto 2011	10	Los Monegros	2	Industria y energía	Mujeres	41
201108	Agosto 2011	10	Los Monegros	3	Construcción	Hombres	156
201108	Agosto 2011	10	Los Monegros	3	Construcción	Mujeres	18
201108	Agosto 2011	10	Los Monegros	4	Servicios	Hombres	143
201108	Agosto 2011	10	Los Monegros	4	Servicios	Mujeres	232
201108	Agosto 2011	10	Los Monegros		Sin empleo anterior	Hombres	25
201108	Agosto 2011	10	Los Monegros		Sin empleo anterior	Mujeres	48
201108	Agosto 2011	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Hombres	248
201108	Agosto 2011	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Mujeres	116
201108	Agosto 2011	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Hombres	99
201108	Agosto 2011	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Mujeres	77
201108	Agosto 2011	11	Bajo Cinca / Baix Cinca	3	Construcción	Hombres	129
201108	Agosto 2011	11	Bajo Cinca / Baix Cinca	3	Construcción	Mujeres	14
201108	Agosto 2011	11	Bajo Cinca / Baix Cinca	4	Servicios	Hombres	164
201108	Agosto 2011	11	Bajo Cinca / Baix Cinca	4	Servicios	Mujeres	385
201108	Agosto 2011	11	Bajo Cinca / Baix Cinca		Sin empleo anterior	Hombres	18
201108	Agosto 2011	11	Bajo Cinca / Baix Cinca		Sin empleo anterior	Mujeres	33
201108	Agosto 2011	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Hombres	36
201108	Agosto 2011	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Mujeres	17
201108	Agosto 2011	12	Tarazona y el Moncayo	2	Industria y energía	Hombres	109
201108	Agosto 2011	12	Tarazona y el Moncayo	2	Industria y energía	Mujeres	226
201108	Agosto 2011	12	Tarazona y el Moncayo	3	Construcción	Hombres	141
201108	Agosto 2011	12	Tarazona y el Moncayo	3	Construcción	Mujeres	13
201108	Agosto 2011	12	Tarazona y el Moncayo	4	Servicios	Hombres	206
201108	Agosto 2011	12	Tarazona y el Moncayo	4	Servicios	Mujeres	427
201108	Agosto 2011	12	Tarazona y el Moncayo		Sin empleo anterior	Hombres	12
201108	Agosto 2011	12	Tarazona y el Moncayo		Sin empleo anterior	Mujeres	50
201108	Agosto 2011	13	Campo de Borja	1	Agricultura, ganadería y pesca	Hombres	70
201108	Agosto 2011	13	Campo de Borja	1	Agricultura, ganadería y pesca	Mujeres	29
201108	Agosto 2011	13	Campo de Borja	2	Industria y energía	Hombres	123
201108	Agosto 2011	13	Campo de Borja	2	Industria y energía	Mujeres	96
201108	Agosto 2011	13	Campo de Borja	3	Construcción	Hombres	115
201108	Agosto 2011	13	Campo de Borja	3	Construcción	Mujeres	7
201108	Agosto 2011	13	Campo de Borja	4	Servicios	Hombres	175
201108	Agosto 2011	13	Campo de Borja	4	Servicios	Mujeres	235
201108	Agosto 2011	13	Campo de Borja		Sin empleo anterior	Hombres	19
201108	Agosto 2011	13	Campo de Borja		Sin empleo anterior	Mujeres	40
201108	Agosto 2011	14	Aranda	1	Agricultura, ganadería y pesca	Hombres	12
201108	Agosto 2011	14	Aranda	1	Agricultura, ganadería y pesca	Mujeres	2
201108	Agosto 2011	14	Aranda	2	Industria y energía	Hombres	71
201108	Agosto 2011	14	Aranda	2	Industria y energía	Mujeres	105
201108	Agosto 2011	14	Aranda	3	Construcción	Hombres	33
201108	Agosto 2011	14	Aranda	3	Construcción	Mujeres	4
201108	Agosto 2011	14	Aranda	4	Servicios	Hombres	49
201108	Agosto 2011	14	Aranda	4	Servicios	Mujeres	94
201108	Agosto 2011	14	Aranda		Sin empleo anterior	Hombres	4
201108	Agosto 2011	14	Aranda		Sin empleo anterior	Mujeres	18
201108	Agosto 2011	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Hombres	33
201108	Agosto 2011	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Mujeres	30
201108	Agosto 2011	15	Ribera Alta del Ebro	2	Industria y energía	Hombres	192
201108	Agosto 2011	15	Ribera Alta del Ebro	2	Industria y energía	Mujeres	161
201108	Agosto 2011	15	Ribera Alta del Ebro	3	Construcción	Hombres	197
201108	Agosto 2011	15	Ribera Alta del Ebro	3	Construcción	Mujeres	25
201108	Agosto 2011	15	Ribera Alta del Ebro	4	Servicios	Hombres	393
201108	Agosto 2011	15	Ribera Alta del Ebro	4	Servicios	Mujeres	648
201108	Agosto 2011	15	Ribera Alta del Ebro		Sin empleo anterior	Hombres	65
201108	Agosto 2011	15	Ribera Alta del Ebro		Sin empleo anterior	Mujeres	130
201108	Agosto 2011	16	Valdejalón	1	Agricultura, ganadería y pesca	Hombres	148
201108	Agosto 2011	16	Valdejalón	1	Agricultura, ganadería y pesca	Mujeres	74
201108	Agosto 2011	16	Valdejalón	2	Industria y energía	Hombres	192
201108	Agosto 2011	16	Valdejalón	2	Industria y energía	Mujeres	146
201108	Agosto 2011	16	Valdejalón	3	Construcción	Hombres	169
201108	Agosto 2011	16	Valdejalón	3	Construcción	Mujeres	18
201108	Agosto 2011	16	Valdejalón	4	Servicios	Hombres	356
201108	Agosto 2011	16	Valdejalón	4	Servicios	Mujeres	571
201108	Agosto 2011	16	Valdejalón		Sin empleo anterior	Hombres	37
201108	Agosto 2011	16	Valdejalón		Sin empleo anterior	Mujeres	92
201108	Agosto 2011	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	Hombres	995
201108	Agosto 2011	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	238
201108	Agosto 2011	17	D.C. Zaragoza	2	Industria y energía	Hombres	4564
201108	Agosto 2011	17	D.C. Zaragoza	2	Industria y energía	Mujeres	2806
201108	Agosto 2011	17	D.C. Zaragoza	3	Construcción	Hombres	7845
201108	Agosto 2011	17	D.C. Zaragoza	3	Construcción	Mujeres	838
201108	Agosto 2011	17	D.C. Zaragoza	4	Servicios	Hombres	13605
201108	Agosto 2011	17	D.C. Zaragoza	4	Servicios	Mujeres	22001
201108	Agosto 2011	17	D.C. Zaragoza		Sin empleo anterior	Hombres	1642
201108	Agosto 2011	17	D.C. Zaragoza		Sin empleo anterior	Mujeres	3024
201108	Agosto 2011	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Hombres	33
201108	Agosto 2011	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Mujeres	32
201108	Agosto 2011	18	Ribera Baja del Ebro	2	Industria y energía	Hombres	70
201108	Agosto 2011	18	Ribera Baja del Ebro	2	Industria y energía	Mujeres	66
201108	Agosto 2011	18	Ribera Baja del Ebro	3	Construcción	Hombres	58
201108	Agosto 2011	18	Ribera Baja del Ebro	3	Construcción	Mujeres	3
201108	Agosto 2011	18	Ribera Baja del Ebro	4	Servicios	Hombres	104
201108	Agosto 2011	18	Ribera Baja del Ebro	4	Servicios	Mujeres	149
201108	Agosto 2011	18	Ribera Baja del Ebro		Sin empleo anterior	Hombres	19
201108	Agosto 2011	18	Ribera Baja del Ebro		Sin empleo anterior	Mujeres	23
201108	Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Hombres	221
201108	Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Mujeres	67
201108	Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Hombres	57
201108	Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Mujeres	89
201108	Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Hombres	127
201108	Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Mujeres	5
201108	Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Hombres	149
201108	Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Mujeres	266
201108	Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp		Sin empleo anterior	Hombres	15
201108	Agosto 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp		Sin empleo anterior	Mujeres	43
201108	Agosto 2011	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Hombres	101
201108	Agosto 2011	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Mujeres	47
201108	Agosto 2011	20	Comunidad de Calatayud	2	Industria y energía	Hombres	175
201108	Agosto 2011	20	Comunidad de Calatayud	2	Industria y energía	Mujeres	213
201108	Agosto 2011	20	Comunidad de Calatayud	3	Construcción	Hombres	366
201108	Agosto 2011	20	Comunidad de Calatayud	3	Construcción	Mujeres	19
201108	Agosto 2011	20	Comunidad de Calatayud	4	Servicios	Hombres	441
201108	Agosto 2011	20	Comunidad de Calatayud	4	Servicios	Mujeres	825
201108	Agosto 2011	20	Comunidad de Calatayud		Sin empleo anterior	Hombres	60
201108	Agosto 2011	20	Comunidad de Calatayud		Sin empleo anterior	Mujeres	156
201108	Agosto 2011	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Hombres	45
201108	Agosto 2011	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Mujeres	18
201108	Agosto 2011	21	Campo de Cariñena	2	Industria y energía	Hombres	63
201108	Agosto 2011	21	Campo de Cariñena	2	Industria y energía	Mujeres	47
201108	Agosto 2011	21	Campo de Cariñena	3	Construcción	Hombres	66
201108	Agosto 2011	21	Campo de Cariñena	3	Construcción	Mujeres	5
201108	Agosto 2011	21	Campo de Cariñena	4	Servicios	Hombres	80
201108	Agosto 2011	21	Campo de Cariñena	4	Servicios	Mujeres	141
201108	Agosto 2011	21	Campo de Cariñena		Sin empleo anterior	Hombres	12
201108	Agosto 2011	21	Campo de Cariñena		Sin empleo anterior	Mujeres	16
201108	Agosto 2011	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Hombres	7
201108	Agosto 2011	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Mujeres	2
201108	Agosto 2011	22	Campo de Belchite	2	Industria y energía	Hombres	28
201108	Agosto 2011	22	Campo de Belchite	2	Industria y energía	Mujeres	30
201108	Agosto 2011	22	Campo de Belchite	3	Construcción	Hombres	32
201108	Agosto 2011	22	Campo de Belchite	3	Construcción	Mujeres	2
201108	Agosto 2011	22	Campo de Belchite	4	Servicios	Hombres	45
201108	Agosto 2011	22	Campo de Belchite	4	Servicios	Mujeres	54
201108	Agosto 2011	22	Campo de Belchite		Sin empleo anterior	Hombres	6
201108	Agosto 2011	22	Campo de Belchite		Sin empleo anterior	Mujeres	7
201108	Agosto 2011	23	Bajo Martín	1	Agricultura, ganadería y pesca	Hombres	45
201108	Agosto 2011	23	Bajo Martín	1	Agricultura, ganadería y pesca	Mujeres	18
201108	Agosto 2011	23	Bajo Martín	2	Industria y energía	Hombres	82
201108	Agosto 2011	23	Bajo Martín	2	Industria y energía	Mujeres	64
201108	Agosto 2011	23	Bajo Martín	3	Construcción	Hombres	64
201108	Agosto 2011	23	Bajo Martín	3	Construcción	Mujeres	4
201108	Agosto 2011	23	Bajo Martín	4	Servicios	Hombres	55
201108	Agosto 2011	23	Bajo Martín	4	Servicios	Mujeres	93
201108	Agosto 2011	23	Bajo Martín		Sin empleo anterior	Hombres	1
201108	Agosto 2011	23	Bajo Martín		Sin empleo anterior	Mujeres	3
201108	Agosto 2011	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Hombres	8
201108	Agosto 2011	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Mujeres	3
201108	Agosto 2011	24	Campo de Daroca	2	Industria y energía	Hombres	13
201108	Agosto 2011	24	Campo de Daroca	2	Industria y energía	Mujeres	12
201108	Agosto 2011	24	Campo de Daroca	3	Construcción	Hombres	23
201108	Agosto 2011	24	Campo de Daroca	3	Construcción	Mujeres	3
201108	Agosto 2011	24	Campo de Daroca	4	Servicios	Hombres	37
201108	Agosto 2011	24	Campo de Daroca	4	Servicios	Mujeres	82
201108	Agosto 2011	24	Campo de Daroca		Sin empleo anterior	Hombres	8
201108	Agosto 2011	24	Campo de Daroca		Sin empleo anterior	Mujeres	16
201108	Agosto 2011	25	Jiloca	1	Agricultura, ganadería y pesca	Hombres	49
201108	Agosto 2011	25	Jiloca	1	Agricultura, ganadería y pesca	Mujeres	13
201108	Agosto 2011	25	Jiloca	2	Industria y energía	Hombres	108
201108	Agosto 2011	25	Jiloca	2	Industria y energía	Mujeres	53
201108	Agosto 2011	25	Jiloca	3	Construcción	Hombres	106
201108	Agosto 2011	25	Jiloca	3	Construcción	Mujeres	7
201108	Agosto 2011	25	Jiloca	4	Servicios	Hombres	122
201108	Agosto 2011	25	Jiloca	4	Servicios	Mujeres	174
201108	Agosto 2011	25	Jiloca		Sin empleo anterior	Hombres	13
201108	Agosto 2011	25	Jiloca		Sin empleo anterior	Mujeres	32
201108	Agosto 2011	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	Hombres	18
201108	Agosto 2011	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	Mujeres	11
201108	Agosto 2011	26	Cuencas Mineras	2	Industria y energía	Hombres	88
201108	Agosto 2011	26	Cuencas Mineras	2	Industria y energía	Mujeres	39
201108	Agosto 2011	26	Cuencas Mineras	3	Construcción	Hombres	74
201108	Agosto 2011	26	Cuencas Mineras	3	Construcción	Mujeres	8
201108	Agosto 2011	26	Cuencas Mineras	4	Servicios	Hombres	144
201108	Agosto 2011	26	Cuencas Mineras	4	Servicios	Mujeres	226
201108	Agosto 2011	26	Cuencas Mineras		Sin empleo anterior	Hombres	22
201108	Agosto 2011	26	Cuencas Mineras		Sin empleo anterior	Mujeres	46
201108	Agosto 2011	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	Hombres	27
201108	Agosto 2011	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	Mujeres	11
201108	Agosto 2011	27	Andorra-Sierra de Arcos	2	Industria y energía	Hombres	71
201108	Agosto 2011	27	Andorra-Sierra de Arcos	2	Industria y energía	Mujeres	41
201108	Agosto 2011	27	Andorra-Sierra de Arcos	3	Construcción	Hombres	173
201108	Agosto 2011	27	Andorra-Sierra de Arcos	3	Construcción	Mujeres	12
201108	Agosto 2011	27	Andorra-Sierra de Arcos	4	Servicios	Hombres	122
201108	Agosto 2011	27	Andorra-Sierra de Arcos	4	Servicios	Mujeres	202
201108	Agosto 2011	27	Andorra-Sierra de Arcos		Sin empleo anterior	Hombres	32
201108	Agosto 2011	27	Andorra-Sierra de Arcos		Sin empleo anterior	Mujeres	46
201108	Agosto 2011	28	Bajo Aragón	1	Agricultura, ganadería y pesca	Hombres	154
201108	Agosto 2011	28	Bajo Aragón	1	Agricultura, ganadería y pesca	Mujeres	42
201108	Agosto 2011	28	Bajo Aragón	2	Industria y energía	Hombres	225
201108	Agosto 2011	28	Bajo Aragón	2	Industria y energía	Mujeres	121
201108	Agosto 2011	28	Bajo Aragón	3	Construcción	Hombres	463
201108	Agosto 2011	28	Bajo Aragón	3	Construcción	Mujeres	44
201108	Agosto 2011	28	Bajo Aragón	4	Servicios	Hombres	357
201108	Agosto 2011	28	Bajo Aragón	4	Servicios	Mujeres	717
201108	Agosto 2011	28	Bajo Aragón		Sin empleo anterior	Hombres	15
201108	Agosto 2011	28	Bajo Aragón		Sin empleo anterior	Mujeres	30
201108	Agosto 2011	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	Hombres	75
201108	Agosto 2011	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	Mujeres	13
201108	Agosto 2011	29	Comunidad de Teruel	2	Industria y energía	Hombres	219
201108	Agosto 2011	29	Comunidad de Teruel	2	Industria y energía	Mujeres	88
201108	Agosto 2011	29	Comunidad de Teruel	3	Construcción	Hombres	492
201108	Agosto 2011	29	Comunidad de Teruel	3	Construcción	Mujeres	29
201108	Agosto 2011	29	Comunidad de Teruel	4	Servicios	Hombres	619
201108	Agosto 2011	29	Comunidad de Teruel	4	Servicios	Mujeres	1000
201108	Agosto 2011	29	Comunidad de Teruel		Sin empleo anterior	Hombres	82
201108	Agosto 2011	29	Comunidad de Teruel		Sin empleo anterior	Mujeres	144
201108	Agosto 2011	30	Maestrazgo	1	Agricultura, ganadería y pesca	Hombres	9
201108	Agosto 2011	30	Maestrazgo	1	Agricultura, ganadería y pesca	Mujeres	1
201108	Agosto 2011	30	Maestrazgo	2	Industria y energía	Hombres	13
201108	Agosto 2011	30	Maestrazgo	2	Industria y energía	Mujeres	16
201108	Agosto 2011	30	Maestrazgo	3	Construcción	Hombres	39
201108	Agosto 2011	30	Maestrazgo	3	Construcción	Mujeres	1
201108	Agosto 2011	30	Maestrazgo	4	Servicios	Hombres	40
201108	Agosto 2011	30	Maestrazgo	4	Servicios	Mujeres	35
201108	Agosto 2011	30	Maestrazgo		Sin empleo anterior	Hombres	4
201108	Agosto 2011	30	Maestrazgo		Sin empleo anterior	Mujeres	5
201108	Agosto 2011	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	Hombres	5
201108	Agosto 2011	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	Mujeres	1
201108	Agosto 2011	31	Sierra de Albarracín	2	Industria y energía	Hombres	10
201108	Agosto 2011	31	Sierra de Albarracín	2	Industria y energía	Mujeres	4
201108	Agosto 2011	31	Sierra de Albarracín	3	Construcción	Hombres	15
201108	Agosto 2011	31	Sierra de Albarracín	4	Servicios	Hombres	43
201108	Agosto 2011	31	Sierra de Albarracín	4	Servicios	Mujeres	73
201108	Agosto 2011	31	Sierra de Albarracín		Sin empleo anterior	Hombres	5
201108	Agosto 2011	31	Sierra de Albarracín		Sin empleo anterior	Mujeres	5
201108	Agosto 2011	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	Hombres	24
201108	Agosto 2011	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	Mujeres	3
201108	Agosto 2011	32	Gúdar-Javalambre	2	Industria y energía	Hombres	40
201108	Agosto 2011	32	Gúdar-Javalambre	2	Industria y energía	Mujeres	35
201108	Agosto 2011	32	Gúdar-Javalambre	3	Construcción	Hombres	86
201108	Agosto 2011	32	Gúdar-Javalambre	3	Construcción	Mujeres	10
201108	Agosto 2011	32	Gúdar-Javalambre	4	Servicios	Hombres	93
201108	Agosto 2011	32	Gúdar-Javalambre	4	Servicios	Mujeres	176
201108	Agosto 2011	32	Gúdar-Javalambre		Sin empleo anterior	Hombres	8
201108	Agosto 2011	32	Gúdar-Javalambre		Sin empleo anterior	Mujeres	17
201108	Agosto 2011	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	Hombres	43
201108	Agosto 2011	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	Mujeres	10
201108	Agosto 2011	33	Matarraña / Matarranya	2	Industria y energía	Hombres	34
201108	Agosto 2011	33	Matarraña / Matarranya	2	Industria y energía	Mujeres	11
201108	Agosto 2011	33	Matarraña / Matarranya	3	Construcción	Hombres	75
201108	Agosto 2011	33	Matarraña / Matarranya	3	Construcción	Mujeres	6
201108	Agosto 2011	33	Matarraña / Matarranya	4	Servicios	Hombres	68
201108	Agosto 2011	33	Matarraña / Matarranya	4	Servicios	Mujeres	139
201108	Agosto 2011	33	Matarraña / Matarranya		Sin empleo anterior	Hombres	4
201108	Agosto 2011	33	Matarraña / Matarranya		Sin empleo anterior	Mujeres	5
201107	Julio 2011	01	La Jacetania	1	Agricultura, ganadería y pesca	Hombres	12
201107	Julio 2011	01	La Jacetania	1	Agricultura, ganadería y pesca	Mujeres	8
201107	Julio 2011	01	La Jacetania	2	Industria y energía	Hombres	32
201107	Julio 2011	01	La Jacetania	2	Industria y energía	Mujeres	15
201107	Julio 2011	01	La Jacetania	3	Construcción	Hombres	238
201107	Julio 2011	01	La Jacetania	3	Construcción	Mujeres	16
201107	Julio 2011	01	La Jacetania	4	Servicios	Hombres	230
201107	Julio 2011	01	La Jacetania	4	Servicios	Mujeres	368
201107	Julio 2011	01	La Jacetania		Sin empleo anterior	Hombres	23
201107	Julio 2011	01	La Jacetania		Sin empleo anterior	Mujeres	41
