Año	Residencia comarca código	Residencia comarca nombre	Edad (grandes grupos)	Sexo	Relación lugar de residencia y nacimiento	Personas
2009	15	Ribera Alta del Ebro	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	498
2009	15	Ribera Alta del Ebro	65 y más	Hombres	3 - Misma CA y distinta provincia	41
2009	15	Ribera Alta del Ebro	65 y más	Hombres	4 - Distinta CA	226
2009	15	Ribera Alta del Ebro	65 y más	Hombres	5 - Nacidos en el extranjero	19
2009	15	Ribera Alta del Ebro	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1674
2009	15	Ribera Alta del Ebro	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	813
2009	15	Ribera Alta del Ebro	65 y más	Mujeres	3 - Misma CA y distinta provincia	68
2009	15	Ribera Alta del Ebro	65 y más	Mujeres	4 - Distinta CA	327
2009	15	Ribera Alta del Ebro	65 y más	Mujeres	5 - Nacidos en el extranjero	21
2009	16	Valdejalón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	1203
2009	16	Valdejalón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	700
2009	16	Valdejalón	0 a 15	Hombres	3 - Misma CA y distinta provincia	11
2009	16	Valdejalón	0 a 15	Hombres	4 - Distinta CA	91
2009	16	Valdejalón	0 a 15	Hombres	5 - Nacidos en el extranjero	373
2009	16	Valdejalón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1133
2009	16	Valdejalón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	597
2009	16	Valdejalón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	6
2009	16	Valdejalón	0 a 15	Mujeres	4 - Distinta CA	76
2009	16	Valdejalón	0 a 15	Mujeres	5 - Nacidos en el extranjero	293
2009	16	Valdejalón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	2304
2009	16	Valdejalón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	4404
2009	16	Valdejalón	16 a 64	Hombres	3 - Misma CA y distinta provincia	138
2009	16	Valdejalón	16 a 64	Hombres	4 - Distinta CA	955
2009	16	Valdejalón	16 a 64	Hombres	5 - Nacidos en el extranjero	3205
2009	16	Valdejalón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1712
2009	16	Valdejalón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	4210
2009	16	Valdejalón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	145
2009	16	Valdejalón	16 a 64	Mujeres	4 - Distinta CA	887
2009	16	Valdejalón	16 a 64	Mujeres	5 - Nacidos en el extranjero	2291
2009	16	Valdejalón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	1862
2009	16	Valdejalón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	453
2009	16	Valdejalón	65 y más	Hombres	3 - Misma CA y distinta provincia	48
2009	16	Valdejalón	65 y más	Hombres	4 - Distinta CA	193
2009	16	Valdejalón	65 y más	Hombres	5 - Nacidos en el extranjero	27
2009	16	Valdejalón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	2013
2009	16	Valdejalón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	669
2009	16	Valdejalón	65 y más	Mujeres	3 - Misma CA y distinta provincia	67
2009	16	Valdejalón	65 y más	Mujeres	4 - Distinta CA	269
2009	16	Valdejalón	65 y más	Mujeres	5 - Nacidos en el extranjero	45
2009	17	Central	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	44883
2009	17	Central	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	3559
2009	17	Central	0 a 15	Hombres	3 - Misma CA y distinta provincia	296
2009	17	Central	0 a 15	Hombres	4 - Distinta CA	2019
2009	17	Central	0 a 15	Hombres	5 - Nacidos en el extranjero	5820
2009	17	Central	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	42226
2009	17	Central	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	3398
2009	17	Central	0 a 15	Mujeres	3 - Misma CA y distinta provincia	292
2009	17	Central	0 a 15	Mujeres	4 - Distinta CA	1886
2009	17	Central	0 a 15	Mujeres	5 - Nacidos en el extranjero	5802
2009	17	Central	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	124194
2009	17	Central	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	31268
2009	17	Central	16 a 64	Hombres	3 - Misma CA y distinta provincia	12847
2009	17	Central	16 a 64	Hombres	4 - Distinta CA	38587
2009	17	Central	16 a 64	Hombres	5 - Nacidos en el extranjero	48279
2009	17	Central	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	121270
2009	17	Central	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	33268
2009	17	Central	16 a 64	Mujeres	3 - Misma CA y distinta provincia	14704
2009	17	Central	16 a 64	Mujeres	4 - Distinta CA	40342
2009	17	Central	16 a 64	Mujeres	5 - Nacidos en el extranjero	40815
2009	17	Central	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	14888
2009	17	Central	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	14330
2009	17	Central	65 y más	Hombres	3 - Misma CA y distinta provincia	7650
2009	17	Central	65 y más	Hombres	4 - Distinta CA	14555
2009	17	Central	65 y más	Hombres	5 - Nacidos en el extranjero	912
2009	17	Central	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	20247
2009	17	Central	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	21941
2009	17	Central	65 y más	Mujeres	3 - Misma CA y distinta provincia	10913
2009	17	Central	65 y más	Mujeres	4 - Distinta CA	20742
2009	17	Central	65 y más	Mujeres	5 - Nacidos en el extranjero	1347
2009	18	Ribera Baja del Ebro	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	297
2009	18	Ribera Baja del Ebro	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	253
2009	18	Ribera Baja del Ebro	0 a 15	Hombres	3 - Misma CA y distinta provincia	2
2009	18	Ribera Baja del Ebro	0 a 15	Hombres	4 - Distinta CA	26
2009	18	Ribera Baja del Ebro	0 a 15	Hombres	5 - Nacidos en el extranjero	57
2009	18	Ribera Baja del Ebro	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	260
2009	18	Ribera Baja del Ebro	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	220
2009	18	Ribera Baja del Ebro	0 a 15	Mujeres	3 - Misma CA y distinta provincia	8
2009	18	Ribera Baja del Ebro	0 a 15	Mujeres	4 - Distinta CA	15
2009	18	Ribera Baja del Ebro	0 a 15	Mujeres	5 - Nacidos en el extranjero	39
2009	18	Ribera Baja del Ebro	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	923
2009	18	Ribera Baja del Ebro	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	1422
2009	18	Ribera Baja del Ebro	16 a 64	Hombres	3 - Misma CA y distinta provincia	69
2009	18	Ribera Baja del Ebro	16 a 64	Hombres	4 - Distinta CA	334
2009	18	Ribera Baja del Ebro	16 a 64	Hombres	5 - Nacidos en el extranjero	339
2009	18	Ribera Baja del Ebro	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	820
2009	18	Ribera Baja del Ebro	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1324
2009	18	Ribera Baja del Ebro	16 a 64	Mujeres	3 - Misma CA y distinta provincia	72
2009	18	Ribera Baja del Ebro	16 a 64	Mujeres	4 - Distinta CA	249
2009	18	Ribera Baja del Ebro	16 a 64	Mujeres	5 - Nacidos en el extranjero	257
2009	18	Ribera Baja del Ebro	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	785
2009	18	Ribera Baja del Ebro	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	140
2009	18	Ribera Baja del Ebro	65 y más	Hombres	3 - Misma CA y distinta provincia	44
2009	18	Ribera Baja del Ebro	65 y más	Hombres	4 - Distinta CA	94
2009	18	Ribera Baja del Ebro	65 y más	Hombres	5 - Nacidos en el extranjero	6
2009	18	Ribera Baja del Ebro	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	845
2009	18	Ribera Baja del Ebro	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	191
2009	18	Ribera Baja del Ebro	65 y más	Mujeres	3 - Misma CA y distinta provincia	88
2009	18	Ribera Baja del Ebro	65 y más	Mujeres	4 - Distinta CA	145
2009	18	Ribera Baja del Ebro	65 y más	Mujeres	5 - Nacidos en el extranjero	9
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	589
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	115
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	3 - Misma CA y distinta provincia	24
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	4 - Distinta CA	56
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Hombres	5 - Nacidos en el extranjero	172
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	607
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	93
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	3 - Misma CA y distinta provincia	21
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	4 - Distinta CA	56
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0 a 15	Mujeres	5 - Nacidos en el extranjero	150
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	1688
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	1345
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	3 - Misma CA y distinta provincia	145
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	4 - Distinta CA	635
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Hombres	5 - Nacidos en el extranjero	1477
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1499
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1236
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	3 - Misma CA y distinta provincia	154
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	4 - Distinta CA	614
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16 a 64	Mujeres	5 - Nacidos en el extranjero	722
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	1149
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	95
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	3 - Misma CA y distinta provincia	78
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	4 - Distinta CA	178
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombres	5 - Nacidos en el extranjero	28
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1356
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	118
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	3 - Misma CA y distinta provincia	108
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	4 - Distinta CA	244
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujeres	5 - Nacidos en el extranjero	23
2009	20	Comunidad de Calatayud	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	1570
2009	20	Comunidad de Calatayud	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	422
2009	20	Comunidad de Calatayud	0 a 15	Hombres	3 - Misma CA y distinta provincia	14
2009	20	Comunidad de Calatayud	0 a 15	Hombres	4 - Distinta CA	161
2009	20	Comunidad de Calatayud	0 a 15	Hombres	5 - Nacidos en el extranjero	446
2009	20	Comunidad de Calatayud	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1414
2009	20	Comunidad de Calatayud	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	425
2009	20	Comunidad de Calatayud	0 a 15	Mujeres	3 - Misma CA y distinta provincia	17
2009	20	Comunidad de Calatayud	0 a 15	Mujeres	4 - Distinta CA	156
2009	20	Comunidad de Calatayud	0 a 15	Mujeres	5 - Nacidos en el extranjero	383
2009	20	Comunidad de Calatayud	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	5268
2009	20	Comunidad de Calatayud	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	3574
2009	20	Comunidad de Calatayud	16 a 64	Hombres	3 - Misma CA y distinta provincia	137
2009	20	Comunidad de Calatayud	16 a 64	Hombres	4 - Distinta CA	1566
2009	20	Comunidad de Calatayud	16 a 64	Hombres	5 - Nacidos en el extranjero	3354
2009	20	Comunidad de Calatayud	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	4404
2009	20	Comunidad de Calatayud	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	3461
2009	20	Comunidad de Calatayud	16 a 64	Mujeres	3 - Misma CA y distinta provincia	160
2009	20	Comunidad de Calatayud	16 a 64	Mujeres	4 - Distinta CA	1440
2009	20	Comunidad de Calatayud	16 a 64	Mujeres	5 - Nacidos en el extranjero	2644
2009	20	Comunidad de Calatayud	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	3561
2009	20	Comunidad de Calatayud	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	947
2009	20	Comunidad de Calatayud	65 y más	Hombres	3 - Misma CA y distinta provincia	47
2009	20	Comunidad de Calatayud	65 y más	Hombres	4 - Distinta CA	471
2009	20	Comunidad de Calatayud	65 y más	Hombres	5 - Nacidos en el extranjero	52
2009	20	Comunidad de Calatayud	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	3904
2009	20	Comunidad de Calatayud	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1493
2009	20	Comunidad de Calatayud	65 y más	Mujeres	3 - Misma CA y distinta provincia	73
2009	20	Comunidad de Calatayud	65 y más	Mujeres	4 - Distinta CA	684
2009	20	Comunidad de Calatayud	65 y más	Mujeres	5 - Nacidos en el extranjero	71
2009	21	Campo de Cariñena	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	328
2009	21	Campo de Cariñena	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	159
2009	21	Campo de Cariñena	0 a 15	Hombres	3 - Misma CA y distinta provincia	1
2009	21	Campo de Cariñena	0 a 15	Hombres	4 - Distinta CA	18
2009	21	Campo de Cariñena	0 a 15	Hombres	5 - Nacidos en el extranjero	128
2009	21	Campo de Cariñena	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	309
2009	21	Campo de Cariñena	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	167
2009	21	Campo de Cariñena	0 a 15	Mujeres	4 - Distinta CA	22
2009	21	Campo de Cariñena	0 a 15	Mujeres	5 - Nacidos en el extranjero	114
2009	21	Campo de Cariñena	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	1095
2009	21	Campo de Cariñena	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	1513
2009	21	Campo de Cariñena	16 a 64	Hombres	3 - Misma CA y distinta provincia	60
2009	21	Campo de Cariñena	16 a 64	Hombres	4 - Distinta CA	201
2009	21	Campo de Cariñena	16 a 64	Hombres	5 - Nacidos en el extranjero	1212
2009	21	Campo de Cariñena	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	845
2009	21	Campo de Cariñena	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1321
2009	21	Campo de Cariñena	16 a 64	Mujeres	3 - Misma CA y distinta provincia	59
2009	21	Campo de Cariñena	16 a 64	Mujeres	4 - Distinta CA	185
2009	21	Campo de Cariñena	16 a 64	Mujeres	5 - Nacidos en el extranjero	787
2009	21	Campo de Cariñena	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	898
2009	21	Campo de Cariñena	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	233
2009	21	Campo de Cariñena	65 y más	Hombres	3 - Misma CA y distinta provincia	36
2009	21	Campo de Cariñena	65 y más	Hombres	4 - Distinta CA	65
2009	21	Campo de Cariñena	65 y más	Hombres	5 - Nacidos en el extranjero	7
2009	21	Campo de Cariñena	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1033
2009	21	Campo de Cariñena	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	281
2009	21	Campo de Cariñena	65 y más	Mujeres	3 - Misma CA y distinta provincia	45
2009	21	Campo de Cariñena	65 y más	Mujeres	4 - Distinta CA	79
2009	21	Campo de Cariñena	65 y más	Mujeres	5 - Nacidos en el extranjero	13
2009	22	Campo de Belchite	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	110
2009	22	Campo de Belchite	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	100
2009	22	Campo de Belchite	0 a 15	Hombres	3 - Misma CA y distinta provincia	3
2009	22	Campo de Belchite	0 a 15	Hombres	4 - Distinta CA	13
2009	22	Campo de Belchite	0 a 15	Hombres	5 - Nacidos en el extranjero	33
2009	22	Campo de Belchite	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	112
2009	22	Campo de Belchite	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	87
2009	22	Campo de Belchite	0 a 15	Mujeres	3 - Misma CA y distinta provincia	2
2009	22	Campo de Belchite	0 a 15	Mujeres	4 - Distinta CA	11
2009	22	Campo de Belchite	0 a 15	Mujeres	5 - Nacidos en el extranjero	19
2009	22	Campo de Belchite	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	620
2009	22	Campo de Belchite	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	773
2009	22	Campo de Belchite	16 a 64	Hombres	3 - Misma CA y distinta provincia	31
2009	22	Campo de Belchite	16 a 64	Hombres	4 - Distinta CA	116
2009	22	Campo de Belchite	16 a 64	Hombres	5 - Nacidos en el extranjero	134
2009	22	Campo de Belchite	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	401
2009	22	Campo de Belchite	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	621
2009	22	Campo de Belchite	16 a 64	Mujeres	3 - Misma CA y distinta provincia	42
2009	22	Campo de Belchite	16 a 64	Mujeres	4 - Distinta CA	83
2009	22	Campo de Belchite	16 a 64	Mujeres	5 - Nacidos en el extranjero	110
2009	22	Campo de Belchite	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	690
2009	22	Campo de Belchite	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	118
2009	22	Campo de Belchite	65 y más	Hombres	3 - Misma CA y distinta provincia	27
2009	22	Campo de Belchite	65 y más	Hombres	4 - Distinta CA	35
2009	22	Campo de Belchite	65 y más	Hombres	5 - Nacidos en el extranjero	2
2009	22	Campo de Belchite	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	753
2009	22	Campo de Belchite	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	168
2009	22	Campo de Belchite	65 y más	Mujeres	3 - Misma CA y distinta provincia	31
2009	22	Campo de Belchite	65 y más	Mujeres	4 - Distinta CA	41
2009	22	Campo de Belchite	65 y más	Mujeres	5 - Nacidos en el extranjero	2
2009	23	Bajo Martín	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	220
2009	23	Bajo Martín	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	69
2009	23	Bajo Martín	0 a 15	Hombres	3 - Misma CA y distinta provincia	59
2009	23	Bajo Martín	0 a 15	Hombres	4 - Distinta CA	31
2009	23	Bajo Martín	0 a 15	Hombres	5 - Nacidos en el extranjero	40
2009	23	Bajo Martín	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	199
2009	23	Bajo Martín	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	57
2009	23	Bajo Martín	0 a 15	Mujeres	3 - Misma CA y distinta provincia	50
2009	23	Bajo Martín	0 a 15	Mujeres	4 - Distinta CA	17
2009	23	Bajo Martín	0 a 15	Mujeres	5 - Nacidos en el extranjero	55
2009	23	Bajo Martín	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	788
2009	23	Bajo Martín	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	435
2009	23	Bajo Martín	16 a 64	Hombres	3 - Misma CA y distinta provincia	525
2009	23	Bajo Martín	16 a 64	Hombres	4 - Distinta CA	207
2009	23	Bajo Martín	16 a 64	Hombres	5 - Nacidos en el extranjero	344
2009	23	Bajo Martín	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	674
2009	23	Bajo Martín	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	436
2009	23	Bajo Martín	16 a 64	Mujeres	3 - Misma CA y distinta provincia	510
2009	23	Bajo Martín	16 a 64	Mujeres	4 - Distinta CA	163
2009	23	Bajo Martín	16 a 64	Mujeres	5 - Nacidos en el extranjero	201
2009	23	Bajo Martín	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	821
2009	23	Bajo Martín	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	66
2009	23	Bajo Martín	65 y más	Hombres	3 - Misma CA y distinta provincia	44
2009	23	Bajo Martín	65 y más	Hombres	4 - Distinta CA	52
2009	23	Bajo Martín	65 y más	Hombres	5 - Nacidos en el extranjero	6
2009	23	Bajo Martín	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	945
2009	23	Bajo Martín	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	92
2009	23	Bajo Martín	65 y más	Mujeres	3 - Misma CA y distinta provincia	54
2009	23	Bajo Martín	65 y más	Mujeres	4 - Distinta CA	60
2009	23	Bajo Martín	65 y más	Mujeres	5 - Nacidos en el extranjero	5
2009	24	Campo de Daroca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	145
2009	24	Campo de Daroca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	82
2009	24	Campo de Daroca	0 a 15	Hombres	3 - Misma CA y distinta provincia	2
2009	24	Campo de Daroca	0 a 15	Hombres	4 - Distinta CA	12
2009	24	Campo de Daroca	0 a 15	Hombres	5 - Nacidos en el extranjero	36
2009	24	Campo de Daroca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	123
2009	24	Campo de Daroca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	83
2009	24	Campo de Daroca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	6
2009	24	Campo de Daroca	0 a 15	Mujeres	4 - Distinta CA	17
2009	24	Campo de Daroca	0 a 15	Mujeres	5 - Nacidos en el extranjero	37
2009	24	Campo de Daroca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	728
2009	24	Campo de Daroca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	838
2009	24	Campo de Daroca	16 a 64	Hombres	3 - Misma CA y distinta provincia	59
2009	24	Campo de Daroca	16 a 64	Hombres	4 - Distinta CA	151
2009	24	Campo de Daroca	16 a 64	Hombres	5 - Nacidos en el extranjero	212
2009	24	Campo de Daroca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	477
2009	24	Campo de Daroca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	686
2009	24	Campo de Daroca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	79
2009	24	Campo de Daroca	16 a 64	Mujeres	4 - Distinta CA	129
2009	24	Campo de Daroca	16 a 64	Mujeres	5 - Nacidos en el extranjero	194
2009	24	Campo de Daroca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	786
2009	24	Campo de Daroca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	187
2009	24	Campo de Daroca	65 y más	Hombres	3 - Misma CA y distinta provincia	46
2009	24	Campo de Daroca	65 y más	Hombres	4 - Distinta CA	27
2009	24	Campo de Daroca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	799
2009	24	Campo de Daroca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	252
2009	24	Campo de Daroca	65 y más	Mujeres	3 - Misma CA y distinta provincia	88
2009	24	Campo de Daroca	65 y más	Mujeres	4 - Distinta CA	37
2009	24	Campo de Daroca	65 y más	Mujeres	5 - Nacidos en el extranjero	4
2009	25	Jiloca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	312
2009	25	Jiloca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	250
2009	25	Jiloca	0 a 15	Hombres	3 - Misma CA y distinta provincia	68
2009	25	Jiloca	0 a 15	Hombres	4 - Distinta CA	35
2009	25	Jiloca	0 a 15	Hombres	5 - Nacidos en el extranjero	172
2009	25	Jiloca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	282
2009	25	Jiloca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	294
2009	25	Jiloca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	61
2009	25	Jiloca	0 a 15	Mujeres	4 - Distinta CA	44
2009	25	Jiloca	0 a 15	Mujeres	5 - Nacidos en el extranjero	151
2009	25	Jiloca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	1501
2009	25	Jiloca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	1369
2009	25	Jiloca	16 a 64	Hombres	3 - Misma CA y distinta provincia	483
2009	25	Jiloca	16 a 64	Hombres	4 - Distinta CA	322
2009	25	Jiloca	16 a 64	Hombres	5 - Nacidos en el extranjero	1067
2009	25	Jiloca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1050
2009	25	Jiloca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1236
2009	25	Jiloca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	437
2009	25	Jiloca	16 a 64	Mujeres	4 - Distinta CA	325
2009	25	Jiloca	16 a 64	Mujeres	5 - Nacidos en el extranjero	700
2009	25	Jiloca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	1629
2009	25	Jiloca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	230
2009	25	Jiloca	65 y más	Hombres	3 - Misma CA y distinta provincia	47
2009	25	Jiloca	65 y más	Hombres	4 - Distinta CA	74
2009	25	Jiloca	65 y más	Hombres	5 - Nacidos en el extranjero	4
2009	25	Jiloca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1720
2009	25	Jiloca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	378
