Año	Código del municipio	Nombre del municipio	Unidades de trabajo que son jefes de explotación	Unidades de trabajo que son asalariados	Unidades de trabajo que son asalariados fijos	Unidades de trabajo que son asalariados eventuales	Unidades de trabajo que son mano de obra familiar	Unidades de trabajo que siendo mano de obra familiar son titulares explotación	Unidades de trabajo que siendo mano de obra familiar son cónyuges	Unidades de trabajo que siendo mano de obra familiar son otros diferentes
1999	22182	Plan	30,177	1,016	1,016	0	53,088	27,42	9,238	16,43
1999	22184	Poleñino	39,904	8,915	7,402	1,513	39,704	35,953	0,525	3,226
1999	22186	Pozán de Vero	36,02	6,271	1,008	5,263	49,288	32,372	4,011	12,905
1999	22187	Puebla de Castro (La)	15,43	1,661	0,851	0,81	19,607	15,129	1,503	2,975
1999	22188	Puente de Montañana	2,532	1,267	1,008	0,259	4,223	2,524	0,547	1,152
1999	22189	Puértolas	15,458	2,06	2,06	0	16,639	13,773	1,698	1,168
1999	22190	Pueyo de Araguás (El)	21,902	0,012	0,012	0	29,23	21,287	3,839	4,104
1999	22193	Pueyo de Santa Cruz	14,784	7,037	5,505	1,532	14,597	11,404	1,137	2,056
1999	22195	Quicena	4,731	2,958	2,301	0,657	6,102	3,088	0,613	2,401
1999	22197	Robres	78,244	27,428	26,754	0,674	75,89	60,298	4,132	11,46
1999	22199	Sabiñánigo	72,082	26,759	23,352	3,407	84,586	59,795	5,596	19,195
1999	22200	Sahún	16,87	3,385	2,422	0,963	25,962	16,448	4,995	4,519
1999	22201	Salas Altas	55,66	4,87	1,911	2,959	71,629	53,198	6,034	12,397
1999	22202	Salas Bajas	27,957	4,819	2,256	2,563	35,835	24,729	4,291	6,815
1999	22203	Salillas	13,856	8,639	7,543	1,096	11,928	11,031	0,219	0,678
1999	22204	Sallent de Gállego	35,72	0,692	0,166	0,526	43,929	35,642	2,4	5,887
1999	22205	San Esteban de Litera	106,155	20,246	13,443	6,803	112,554	94,067	7,682	10,805
1999	22206	Sangarrén	29,803	14,944	14,442	0,502	25,728	22,359	0,113	3,256
1999	22207	San Juan de Plan	23,053	0,012	0,012	0	38,975	22,822	4,657	11,496
1999	22208	Santa Cilia	15,444	1,948	1,883	0,065	17,976	15,428	0,218	2,33
1999	22209	Santa Cruz de la Serós	10,786	1,267	1,004	0,263	20,438	9,738	1,721	8,979
1999	22212	Santaliestra y San Quílez	7,474	1,897	1,016	0,881	8,325	6,458	0,065	1,802
1999	22213	Sariñena	199,674	104,345	84,596	19,749	233,526	174,352	20,501	38,673
1999	22214	Secastilla	15,73	3,18	3,154	0,026	20,622	14,701	3,257	2,664
1999	22215	Seira	13,774	1,385	0,032	1,353	22,33	13,742	5,457	3,131
1999	22217	Sena	76,733	48,108	15,181	32,927	76,873	67,8	4,115	4,958
1999	22218	Senés de Alcubierre	10,549	13,218	11,588	1,63	7,975	7,318	0,419	0,238
1999	22220	Sesa	17,411	3,897	3,897	0	16,24	15,558	0,263	0,419
1999	22221	Sesué	9,333	0,008	0,008	0	13,7	9,325	1,775	2,6
1999	22222	Siétamo	33,401	5,477	5,477	0	39,269	30,233	1,064	7,972
1999	22223	Sopeira	8,499	0,798	0,72	0,078	9,546	7,779	1,767	0
1999	22225	Tamarite de Litera	256,19	224,968	190,52	34,448	289,102	199,675	42,869	46,558
1999	22226	Tardienta	54,175	21,482	19,718	1,764	56,772	43,245	3,658	9,869
1999	22227	Tella-Sin	7,97	0,016	0,016	0	7,954	7,954	0	0
1999	22228	Tierz	8,464	0,703	0,703	0	10,283	8,136	0,789	1,358
1999	22229	Tolva	22,486	6,677	6,354	0,323	27,991	20,507	6,156	1,328
1999	22230	Torla-Ordesa	27,745	1,006	0,7	0,306	35,067	27,67	4,414	2,983
1999	22232	Torralba de Aragón	22,825	15,347	14,874	0,473	19,909	16,354	1,329	2,226
1999	22233	Torre la Ribera	17,364	3,403	3,332	0,071	18,369	14,157	1,971	2,241
1999	22234	Torrente de Cinca	87,274	281,208	47,189	234,019	136,779	76,877	28,004	31,898
1999	22235	Torres de Alcanadre	15,503	7,601	6,9	0,701	13,285	12,478	0,195	0,612
1999	22236	Torres de Barbués	20,241	13,274	12,748	0,526	15,988	14,216	0,491	1,281
1999	22239	Tramaced	18,767	7,084	6,125	0,959	19,485	14,95	1,372	3,163
1999	22242	Valfarta	19,681	4,847	4,76	0,087	22,153	16,832	1,08	4,241
1999	22243	Valle de Bardají	10,183	1,46	0,233	1,227	13,55	9,95	2,6	1
1999	22244	Valle de Lierp	7,431	2,086	2,086	0	9,149	5,262	1,8	2,087
1999	22245	Velilla de Cinca	39,845	8,286	2,012	6,274	56,393	38,833	5,453	12,107
1999	22246	Beranuy	19,857	1,206	1,048	0,158	28,206	18,809	6,353	3,044
1999	22247	Viacamp y Litera	13,253	9,044	6,001	3,043	12,096	10,877	0,653	0,566
1999	22248	Vicién	7,121	13,688	13,688	0	5,177	4,433	0,109	0,635
1999	22249	Villanova	5,207	0,012	0,012	0	5,479	5,195	0,065	0,219
1999	22250	Villanúa	4,995	0,004	0,004	0	4,991	4,991	0	0
1999	22251	Villanueva de Sigena	56,667	43,419	38,266	5,153	58,804	46,467	5,345	6,992
1999	22252	Yebra de Basa	9,831	0,86	0,86	0	10,339	9,596	0	0,743
1999	22253	Yésero	4,787	1,883	1,883	0	6,566	3,779	0,789	1,998
1999	22254	Zaidín	240,359	141,683	116,315	25,368	261,631	191,238	20,185	50,208
1999	22901	Valle de Hecho	54,375	2,004	2,004	0	80,893	52,324	7,313	21,256
1999	22902	Puente la Reina de Jaca	20,893	8,164	8,012	0,152	30,223	19,896	1,412	8,915
1999	22903	San Miguel del Cinca	102,63	40,826	34,433	6,393	104,181	89,317	6,444	8,42
1999	22904	Sotonera (La)	95,573	26,588	25,543	1,045	105,943	90,585	4,772	10,586
1999	22905	Lupiñén-Ortilla	33,175	35,529	29,489	6,04	29,826	26,023	1,248	2,555
1999	22906	Santa María de Dulcis	41,084	0,028	0,024	0,004	54,331	40,964	10,453	2,914
1999	22907	Aínsa-Sobrarbe	77,313	4,057	3,041	1,016	96,969	74,694	9,878	12,397
1999	22908	Hoz y Costeán	44,216	0,322	0,008	0,314	51,359	43,708	3,514	4,137
1999	22909	Vencillón	70,438	21,924	19,646	2,278	77,349	60,83	4,433	12,086
1999	44001	Ababuj	12,744	0,597	0,012	0,585	15,635	13,171	2,286	0,178
1999	44002	Abejuela	7,793	1,862	1,508	0,354	9,713	6,851	2,062	0,8
1999	44003	Aguatón	2,623	0,067	0,008	0,059	4,415	2,506	0,909	1
1999	44004	Aguaviva	39,995	11,381	10,922	0,459	42,707	34,22	6,14	2,347
1999	44005	Aguilar del Alfambra	11,884	0,679	0,008	0,671	16,885	12,567	3,078	1,24
1999	44006	Alacón	45,146	8,158	6,805	1,353	46,504	39,556	6,514	0,434
1999	44007	Alba	35,923	5,489	4,383	1,106	41,627	33,735	4,157	3,735
1999	44008	Albalate del Arzobispo	128,875	13,153	9,628	3,525	157,67	125,767	15,142	16,761
1999	44009	Albarracín	33,029	24,884	21,04	3,844	32,77	25,064	4,435	3,271
1999	44010	Albentosa	17,149	6,354	5,266	1,088	19,609	15,888	1,77	1,951
1999	44011	Alcaine	7,102	1,645	0,154	1,491	7,292	7,073	0,219	0
1999	44012	Alcalá de la Selva	25,787	1,086	1,012	0,074	27,982	24,67	1,766	1,546
1999	44013	Alcañiz	379,344	137,515	105,043	32,472	469,136	335,747	81,204	52,185
1999	44014	Alcorisa	107	30,75	25,406	5,344	142,317	97,637	17,453	27,227
1999	44016	Alfambra	56,295	21,377	16,817	4,56	63,882	50,088	8,198	5,596
1999	44017	Aliaga	28,891	11,769	7,673	4,096	37,393	27,652	5,623	4,118
1999	44018	Almohaja	2,251	0,552	0,383	0,169	3,12	2,243	0	0,877
1999	44019	Alobras	9,019	1,421	0,004	1,417	13,723	8,795	0,219	4,709
1999	44020	Alpeñés	5,448	0,848	0,02	0,828	6,428	5,428	0	1
1999	44021	Allepuz	28,031	2,222	0,677	1,545	34,897	27,354	3,409	4,134
1999	44022	Alloza	43,746	8,113	5,772	2,341	59,835	40,665	10,785	8,385
1999	44023	Allueva	0,446	0,068	0,008	0,06	0,438	0,438	0	0
1999	44024	Anadón	2,884	0,252	0,008	0,244	5,373	2,394	1,578	1,401
1999	44025	Andorra	89,112	14,957	10,176	4,781	119,347	84,654	18,654	16,039
1999	44026	Arcos de las Salinas	9,017	1,582	0,008	1,574	12,468	9,009	1,356	2,103
1999	44027	Arens de Lledó	54,32	1,061	0,266	0,795	75,816	51,823	13,363	10,63
1999	44028	Argente	28,603	3,356	1,192	2,164	29,801	27,504	0,983	1,314
1999	44029	Ariño	19,18	0,16	0,008	0,152	19,655	18,821	0,371	0,463
1999	44031	Azaila	18,937	6,494	4,625	1,869	19,401	15,859	1,491	2,051
1999	44032	Bádenas	2,026	2,522	2,131	0,391	1,287	1,27	0	0,017
1999	44033	Báguena	46,587	5,331	0,883	4,448	51,712	46,36	2,542	2,81
1999	44034	Bañón	31,253	2,261	1,147	1,114	35,845	31,106	3,63	1,109
1999	44035	Barrachina	14,121	1,554	1,008	0,546	16,158	12,911	2,876	0,371
1999	44036	Bea	2,673	1,33	1,016	0,314	2,621	1,657	0,241	0,723
1999	44037	Beceite	39,669	1,732	1,592	0,14	45,164	38,202	2,038	4,924
1999	44038	Belmonte de San José	24,26	2,674	2,135	0,539	48,233	23,125	14,51	10,598
1999	44039	Bello	41,438	14,592	11,903	2,689	40,312	33,76	3,872	2,68
1999	44040	Berge	31,103	4,545	4,091	0,454	41,299	30,175	3,956	7,168
1999	44041	Bezas	2	0,038	0,004	0,034	2,049	1,996	0,01	0,043
1999	44042	Blancas	33,219	0,119	0,029	0,09	37,071	33,19	2,816	1,065
1999	44043	Blesa	18,932	0,944	0,158	0,786	20,485	18,334	1,513	0,638
1999	44044	Bordón	12,265	7,654	7,637	0,017	16,653	11,219	4,658	0,776
1999	44045	Bronchales	14,577	1,453	0,907	0,546	17,813	12,998	2,754	2,061
1999	44046	Bueña	16,03	4,121	3,638	0,483	14,686	12,123	2,389	0,174
1999	44047	Burbáguena	35,129	7,331	0,55	6,781	38,803	34,337	2,965	1,501
1999	44048	Cabra de Mora	11,212	3,013	3,013	0	13,514	9,542	3,972	0
1999	44049	Calaceite	153,627	36,675	25,41	11,265	208,323	144,345	28,943	35,035
1999	44050	Calamocha	198,659	27,597	16,262	11,335	245,536	185,428	42,313	17,795
1999	44051	Calanda	172,771	44,568	28,281	16,287	231,476	160,193	36,892	34,391
1999	44052	Calomarde	7,342	1,22	1,135	0,085	10,282	6,039	3,068	1,175
1999	44053	Camañas	30,136	5,345	4,379	0,966	31,276	28,628	1,467	1,181
1999	44054	Camarena de la Sierra	7,929	0,093	0,004	0,089	11,505	7,925	1,467	2,113
1999	44055	Camarillas	11,591	1,523	0,143	1,38	16,825	11,448	2,177	3,2
1999	44056	Caminreal	81,264	13,097	11,828	1,269	101,978	77,815	19,296	4,867
1999	44059	Cantavieja	68,331	3,415	2,558	0,857	105,112	67,148	26,432	11,532
1999	44060	Cañada de Benatanduz	16,975	3,002	1,223	1,779	17,299	16,752	0,109	0,438
1999	44061	Cañada de Verich (La)	6,09	5,285	5,008	0,277	4,189	4,082	0,065	0,042
1999	44062	Cañada Vellida	15,24	1,636	0,008	1,628	22,206	15,605	1,109	5,492
1999	44063	Cañizar del Olivar	4,66	3,915	3,271	0,644	5,909	3,389	1,082	1,438
1999	44064	Cascante del Río	9,976	0,601	0,012	0,589	12,146	9,964	1,182	1
1999	44065	Castejón de Tornos	14,827	0,741	0,012	0,729	17,018	14,815	2,029	0,174
1999	44066	Castel de Cabra	13,318	7,047	6,012	1,035	10,448	10,306	0,142	0
1999	44067	Castelnou	15,031	10,204	10,016	0,188	13,43	13,015	0,361	0,054
1999	44068	Castelserás	53,022	19,165	13,625	5,54	59,134	46,235	6,222	6,677
1999	44070	Castellar (El)	16,198	0,03	0,013	0,017	18,488	14,667	2,821	1
1999	44071	Castellote	81,931	17,613	13,563	4,05	108,907	77,758	19,102	12,047
1999	44074	Cedrillas	32,89	8,237	1,287	6,95	35,74	31,339	2,365	2,036
1999	44075	Celadas	63,076	6,498	4,98	1,518	69,171	57,985	9,432	1,754
1999	44076	Cella	110,784	7,476	4,012	3,464	129,151	108,67	17,003	3,478
1999	44077	Cerollera (La)	8,257	5,384	3,358	2,026	7,926	6,526	0,941	0,459
1999	44080	Codoñera (La)	40,157	1,026	0,267	0,759	73,604	36,863	13,705	23,036
1999	44082	Corbalán	16,204	1,713	1,216	0,497	18,908	16,302	2,576	0,03
1999	44084	Cortes de Aragón	5,899	0,653	0,008	0,645	7,215	5,76	1,324	0,131
1999	44085	Cosa	23,537	1,023	0,008	1,015	28,578	23,529	2,12	2,929
1999	44086	Cretas	100,54	46,643	38,733	7,91	125,59	89,635	12,516	23,439
1999	44087	Crivillén	5,694	4,621	3,774	0,847	7,877	3,67	1,315	2,892
1999	44088	Cuba (La)	9,406	1,155	0,925	0,23	9,223	8,481	0,742	0
1999	44089	Cubla	5,822	0,256	0,008	0,248	6,752	5,814	0,442	0,496
1999	44090	Cucalón	8,27	0,476	0,008	0,468	10,838	8,262	0,021	2,555
1999	44092	Cuervo (El)	7,095	0,293	0,012	0,281	10,579	6,434	3,357	0,788
1999	44093	Cuevas de Almudén	6,155	1,46	0,012	1,448	7,556	5,193	0,746	1,617
1999	44094	Cuevas Labradas	15,983	0,686	0,012	0,674	19,606	15,971	3,635	0
1999	44096	Ejulve	12,328	8,418	5,266	3,152	16,798	8,431	6,985	1,382
1999	44097	Escorihuela	28,271	5,269	2,016	3,253	35,92	26,554	5,71	3,656
1999	44099	Escucha	15,167	4,775	4,571	0,204	19,885	12,361	2,534	4,99
1999	44100	Estercuel	16,826	3,299	2,954	0,345	16,268	14,302	0,708	1,258
1999	44101	Ferreruela de Huerva	14,516	5,02	0,008	5,012	15,863	14,508	0,628	0,727
1999	44102	Fonfría	8,327	1,83	1,012	0,818	11,199	8,315	1,92	0,964
1999	44103	Formiche Alto	11,052	14,848	14,382	0,466	10,625	8,09	2,187	0,348
1999	44105	Fórnoles	31,82	0,435	0,008	0,427	41,431	31,81	5,232	4,389
1999	44106	Fortanete	28,345	1,354	0,968	0,386	31,78	27,377	3,69	0,713
1999	44107	Foz-Calanda	50,711	23,767	23,579	0,188	52,414	43,714	4,927	3,773
1999	44108	Fresneda (La)	80,022	3,354	3,059	0,295	106,839	78,314	17,227	11,298
1999	44109	Frías de Albarracín	13,531	5,318	5,004	0,314	14,27	12,527	0,722	1,021
1999	44110	Fuenferrada	7,819	0,356	0,012	0,344	9,514	7,807	0	1,707
1999	44111	Fuentes Calientes	22,849	0,862	0,008	0,854	25,56	22,841	1,008	1,711
1999	44112	Fuentes Claras	67,32	4,156	3,724	0,432	95,047	66,345	18,733	9,969
1999	44113	Fuentes de Rubielos	2,084	0,897	0,36	0,537	1,849	1,849	0	0
1999	44114	Fuentespalda	42,146	6,698	6,525	0,173	47,505	34,14	9,162	4,203
1999	44115	Galve	17,262	2,406	0,383	2,023	22,263	16,157	1,436	4,67
1999	44116	Gargallo	6,876	4,129	3,008	1,121	5,984	4,851	0,06	1,073
1999	44117	Gea de Albarracín	17,96	0,311	0,004	0,307	23,621	17,644	3,394	2,583
1999	44118	Ginebrosa (La)	50,075	22,262	19,318	2,944	59,511	42,257	6,511	10,743
1999	44119	Griegos	10,413	0,445	0,008	0,437	15,185	10,236	2,643	2,306
1999	44120	Guadalaviar	31,599	1,379	0,008	1,371	44,298	31,197	10,643	2,458
1999	44121	Gúdar	14,741	2,008	2,008	0	18,068	13,733	1,314	3,021
1999	44122	Híjar	92,703	91,354	66,127	25,227	87,996	79,421	3,971	4,604
1999	44123	Hinojosa de Jarque	22,173	6,081	4,885	1,196	24,33	19,383	4,573	0,374
1999	44124	Hoz de la Vieja (La)	15,852	0,366	0,012	0,354	21,711	15,84	5,871	0
1999	44125	Huesa del Común	9,245	1,086	0,17	0,916	11,828	9,2	1,358	1,27
1999	44126	Iglesuela del Cid (La)	17,528	1,082	1,004	0,078	25,232	17,524	5,318	2,39
1999	44127	Jabaloyas	8,615	0,914	0,254	0,66	10,728	8,058	2,085	0,585
1999	44128	Jarque de la Val	8,108	2,164	1,016	1,148	9,924	7,478	1,004	1,442
1999	44129	Jatiel	3,998	0	0	0	4,106	3,998	0,043	0,065
1999	44130	Jorcas	8,932	1,254	1,008	0,246	11,092	7,226	2,168	1,698
1999	44131	Josa	2,998	2,436	2,008	0,428	3,066	2,99	0,076	0
1999	44132	Lagueruela	11,674	4,187	2,396	1,791	12,209	10,632	0,326	1,251
1999	44133	Lanzuela	6,528	1,171	0,012	1,159	7,206	6,516	0,69	0
1999	44135	Libros	10,283	6,305	0,012	6,293	15,017	9,794	2,284	2,939
1999	44136	Lidón	12,297	6,692	5,004	1,688	13,19	9,94	1,816	1,434
1999	44137	Linares de Mora	28,107	4,471	2,146	2,325	38,973	27,086	6,749	5,138
1999	44138	Loscos	25,983	2,501	2,139	0,362	26,357	24,285	1,482	0,59
1999	44141	Lledó	31,929	3,208	2,675	0,533	42,366	28,05	6,747	7,569
1999	44142	Maicas	3,024	1,268	0,883	0,385	3,816	3,016	0,8	0
1999	44143	Manzanera	30,562	0,061	0,008	0,053	39,158	30,554	5,259	3,345
1999	44144	Martín del Río	22,985	4,2	2,717	1,483	23,951	19,468	3,483	1
1999	44145	Mas de las Matas	50,056	27,795	25,408	2,387	49,615	44,023	2,396	3,196
1999	44146	Mata de los Olmos (La)	11,404	6,562	4,498	2,064	8,318	7,906	0,162	0,25
1999	44147	Mazaleón	116,093	32,418	28,526	3,892	147,898	107,348	18,173	22,377
1999	44148	Mezquita de Jarque	8,875	3,13	2,008	1,122	11,255	7,597	2,124	1,534
1999	44149	Mirambel	27,839	6,511	6,425	0,086	28,248	24,164	3,201	0,883
1999	44150	Miravete de la Sierra	8,305	1,194	0,016	1,178	11,147	8,289	2,42	0,438
1999	44151	Molinos	25,878	9,311	8,633	0,678	34,455	23,449	4,463	6,543
1999	44152	Monforte de Moyuela	16,431	0,79	0,02	0,77	24,161	15,383	4,846	3,932
1999	44153	Monreal del Campo	80,56	12,583	11,867	0,716	97,139	77,818	16,153	3,168
1999	44154	Monroyo	56,272	38,125	33,605	4,52	64,555	51,722	8,936	3,897
1999	44155	Montalbán	15,169	12,113	8,102	4,011	17,127	13,11	4,017	0
1999	44156	Monteagudo del Castillo	10,311	2,31	0,137	2,173	10,846	10,189	0,459	0,198
1999	44157	Monterde de Albarracín	7,684	0,153	0,004	0,149	9,881	6,789	2,049	1,043
1999	44158	Mora de Rubielos	24,263	5,007	2,477	2,53	27,313	22,996	1,396	2,921
1999	44159	Moscardón	6,686	0,049	0,004	0,045	8,28	6,287	1,993	0
1999	44160	Mosqueruela	59,522	12,022	10,301	1,721	77,776	55,557	18,307	3,912
1999	44161	Muniesa	59,577	6,09	1,767	4,323	78,478	57,588	12,96	7,93
1999	44163	Noguera de Albarracín	11,604	0,082	0,008	0,074	12,186	11,596	0,59	0
1999	44164	Nogueras	3,203	2,188	0,012	2,176	3,26	3,191	0,065	0,004
1999	44165	Nogueruelas	9,764	0,008	0,008	0	10,804	9,491	0,583	0,73
1999	44167	Obón	8,131	4,212	3,012	1,2	10,914	8,119	1,686	1,109
1999	44168	Odón	43,007	12,935	8,922	4,013	48,058	39,246	5,803	3,009
1999	44169	Ojos Negros	35,438	15,044	15,027	0,017	43,797	27,96	9,518	6,319
1999	44171	Olba	2,464	1,529	0,008	1,521	3,693	2,391	1,181	0,121
1999	44172	Oliete	38,557	6,037	4,17	1,867	38,942	37,291	0,263	1,388
1999	44173	Olmos (Los)	16,685	3,14	2,012	1,128	26,382	16,739	3,677	5,966
1999	44174	Orihuela del Tremedal	11,107	1,454	0,133	1,321	11,17	11,099	0,028	0,043
1999	44175	Orrios	22,993	3,227	2,004	1,223	29,828	21,594	5,984	2,25
1999	44176	Palomar de Arroyos	10,735	4,534	4,008	0,526	12,769	9,727	1,148	1,894
1999	44177	Pancrudo	19,628	5,681	4,016	1,665	24,462	18,868	1,984	3,61
1999	44178	Parras de Castellote (Las)	12,975	3,704	3,633	0,071	16,996	11,705	3,899	1,392
1999	44179	Peñarroya de Tastavins	85,832	18,926	17,547	1,379	94,84	79,035	11,399	4,406
1999	44180	Peracense	7,416	0,359	0,008	0,351	9,86	5,666	3,537	0,657
1999	44181	Peralejos	10,854	1,485	1,008	0,477	12,64	10,89	1,75	0
1999	44182	Perales del Alfambra	30,446	8,869	6,426	2,443	34,984	29,192	2,453	3,339
1999	44183	Pitarque	10,911	0,185	0,008	0,177	11,122	10,903	0	0,219
1999	44184	Plou	3,586	0,123	0,004	0,119	4,456	3,495	0,866	0,095
1999	44185	Pobo (El)	18,726	2,571	1,698	0,873	24,505	16,59	6,533	1,382
1999	44187	Portellada (La)	60,297	7,893	7,254	0,639	77,321	56,205	13,181	7,935
1999	44189	Pozondón	6,786	2,143	1,879	0,264	7,355	5,617	0,283	1,455
1999	44190	Pozuel del Campo	14,714	2,61	2,297	0,313	17,758	13,667	4,091	0
1999	44191	Puebla de Híjar (La)	54,142	24,019	20,806	3,213	51,656	46,768	3,73	1,158
1999	44192	Puebla de Valverde (La)	41,706	26,959	19,648	7,311	47,912	36,888	6,439	4,585
1999	44193	Puertomingalvo	24,37	0,082	0,025	0,057	39,15	24,345	11,25	3,555
1999	44194	Ráfales	24,488	0,833	0,821	0,012	30,336	24,042	4,805	1,489
1999	44195	Rillo	11,664	0,775	0,121	0,654	13,268	11,481	0,262	1,525
1999	44196	Riodeva	13,029	2,362	0,004	2,358	17,907	10,741	4,687	2,479
1999	44197	Ródenas	6,446	4,277	3,758	0,519	5,74	4,748	0,796	0,196
1999	44198	Royuela	17,008	0,121	0,004	0,117	21,293	16,398	3,033	1,862
1999	44199	Rubiales	1,354	1,012	1,004	0,008	3,182	2,263	0,262	0,657
1999	44200	Rubielos de la Cérida	9,071	0,442	0,004	0,438	12,943	9,067	0,876	3
1999	44201	Rubielos de Mora	19,657	10,198	7,072	3,126	16,458	15,96	0,496	0,002
1999	44203	Salcedillo	0,006	0,004	0,004	0	0,002	0,002	0	0
1999	44204	Saldón	3,586	0,325	0,004	0,321	4,925	3,363	1,322	0,24
1999	44205	Samper de Calanda	80,85	17,037	16,882	0,155	80,673	74,573	4,133	1,967
1999	44206	San Agustín	16,608	1,53	1,008	0,522	20,907	14,211	2,917	3,779
1999	44207	San Martín del Río	28,021	8,263	1,418	6,845	33,174	26,792	4,226	2,156
1999	44208	Santa Cruz de Nogueras	2,908	0,063	0,004	0,059	3,868	2,904	0,087	0,877
1999	44209	Santa Eulalia	45,599	12,446	8,279	4,167	51,107	37,188	8,267	5,652
1999	44210	Sarrión	47,128	7,756	5,141	2,615	61,002	46,382	5,028	9,592
1999	44211	Segura de los Baños	7,05	0,419	0,012	0,407	7,852	6,731	0	1,121
1999	44212	Seno	6,254	0,28	0,004	0,276	7,693	6,25	0,655	0,788
1999	44213	Singra	11,926	2,277	1,716	0,561	14,607	10,471	3,078	1,058
1999	44215	Terriente	12,938	11,033	5,641	5,392	15,197	11,951	2,332	0,914
1999	44216	Teruel	157,511	63,634	51,355	12,279	195,745	145,549	31,958	18,238
1999	44217	Toril y Masegoso	5,556	1,178	1,008	0,17	6,747	5,289	1,35	0,108
1999	44218	Tormón	0,309	0,008	0,004	0,004	0,305	0,305	0	0
1999	44219	Tornos	35,101	8,32	4,709	3,611	37,576	33,636	3,708	0,232
1999	44220	Torralba de los Sisones	36,67	9,551	8,112	1,439	37,344	33,558	2,186	1,6
1999	44221	Torrecilla de Alcañiz	46,359	3,106	2,704	0,402	63,156	44,585	13,061	5,51
1999	44222	Torrecilla del Rebollar	28,615	2,148	0,893	1,255	31,683	27,041	3,723	0,919
1999	44223	Torre de Arcas	12,245	1,738	0,016	1,722	14,012	12,229	1,652	0,131
1999	44224	Torre de las Arcas	4,766	3,101	3,008	0,093	3,758	3,758	0	0
1999	44225	Torre del Compte	19,331	2,418	1,008	1,41	30,112	19,092	5,844	5,176
1999	44226	Torrelacárcel	26,34	2,631	0,008	2,623	30,012	23,021	4,383	2,608
1999	44227	Torre los Negros	13,988	2,314	1,889	0,425	16,615	12,904	2,349	1,362
1999	44228	Torremocha de Jiloca	10,427	2,461	1,379	1,082	11,438	9,327	1,806	0,305
1999	44229	Torres de Albarracín	11,296	5,959	5,26	0,699	11,459	9,52	1,743	0,196
1999	44230	Torrevelilla	31,836	7,399	7,176	0,223	37,293	28,983	4,335	3,975
1999	44231	Torrijas	5,97	0,004	0,004	0	6,623	5,966	0,219	0,438
1999	44232	Torrijo del Campo	69,315	5,447	4,678	0,769	81,498	67,472	10,836	3,19
1999	44234	Tramacastiel	3,575	1,687	0,012	1,675	6,174	3,345	1,563	1,266
1999	44235	Tramacastilla	8,808	1,286	1,012	0,274	10,321	8,796	0,525	1
1999	44236	Tronchón	14,238	0,167	0,02	0,147	17,401	14,218	0,688	2,495
1999	44237	Urrea de Gaén	42,456	5,357	5,336	0,021	48,432	37,281	5,345	5,806
1999	44238	Utrillas	8,01	20,655	8,27	12,385	9,633	6,99	0,986	1,657
1999	44239	Valacloche	4,056	0,04	0,004	0,036	4,166	3,62	0,108	0,438
1999	44240	Valbona	9,426	0,492	0,017	0,475	14,132	9,409	3,711	1,012
1999	44241	Valdealgorfa	74,136	6,449	4,39	2,059	124,068	72,875	35,224	15,969
1999	44243	Valdecuenca	0,946	0,008	0,004	0,004	1,117	0,942	0,175	0
1999	44244	Valdelinares	16,476	0,881	0,881	0	18,562	15,595	2,178	0,789
1999	44245	Valdeltormo	29,481	3,036	2,008	1,028	46,386	27,462	11,54	7,384
1999	44246	Valderrobres	203,544	41,903	38,635	3,268	252,874	191,879	33,289	27,706
1999	44247	Valjunquera	55,405	4,805	2,507	2,298	81,012	53,448	16,686	10,878
1999	44249	Vallecillo (El)	1,03	1,091	1,004	0,087	1,176	1,026	0,07	0,08
1999	44250	Veguillas de la Sierra	4,529	0,253	0,004	0,249	4,541	4,525	0	0,016
1999	44251	Villafranca del Campo	28,389	3,35	1,883	1,467	31,458	28,214	2,953	0,291
1999	44252	Villahermosa del Campo	15,103	5,11	1,308	3,802	15,932	14,918	0,585	0,429
1999	44256	Villanueva del Rebollar de la Sierra	4,286	0,322	0,008	0,314	4,835	4,278	0,557	0
1999	44257	Villar del Cobo	25,339	1,097	0,139	0,958	33,583	25,2	4,994	3,389
1999	44258	Villar del Salz	5,797	0,043	0,008	0,035	7,97	5,888	0,227	1,855
1999	44260	Villarluengo	32,495	4,568	1,597	2,971	31,919	30,896	1,023	0
1999	44261	Villarquemado	68,693	13,271	11,017	2,254	78,437	65,834	10,534	2,069
1999	44262	Villarroya de los Pinares	17,654	0,81	0,231	0,579	19,274	17,38	0,942	0,952
1999	44263	Villastar	13,486	3,374	2,23	1,144	15,86	12,977	0,833	2,05
1999	44264	Villel	13,171	7,848	2,045	5,803	17,822	13,082	1,294	3,446
1999	44265	Vinaceite	29,211	13,983	13,983	0	25,723	24,336	1,37	0,017
1999	44266	Visiedo	27,325	5,244	4,283	0,961	35,65	24,411	7,545	3,694
1999	44267	Vivel del Río Martín	9,632	0,062	0,004	0,058	12,957	9,43	1,094	2,433
1999	44268	Zoma (La)	3,471	0,02	0,004	0,016	3,596	1,153	2,443	0
1999	50001	Abanto	21,579	2,974	1,24	1,734	26,753	19,448	6,32	0,985
1999	50002	Acered	45,818	1,955	1,296	0,659	58,38	44,384	7,698	6,298
1999	50003	Agón	17,708	12,433	9,324	3,109	16,465	13,134	1,338	1,993
1999	50004	Aguarón	77,603	21,287	8,799	12,488	87,88	70,061	7,955	9,864
