Comarca código	Comarca nombre	Tipo variación	Sexo	Nacionalidad Continente codigo	Nacionalidad Continente	Año	Variaciones
33	Matarraña / Matarranya	Interna	Hombres	1	Europa	2013	65
33	Matarraña / Matarranya	Interna	Hombres	2	África	2013	7
33	Matarraña / Matarranya	Interna	Hombres	3	América	2013	2
33	Matarraña / Matarranya	Interna	Hombres	4	Asia	2013	1
33	Matarraña / Matarranya	Interna	Mujeres	1	Europa	2013	64
33	Matarraña / Matarranya	Interna	Mujeres	2	África	2013	4
01	La Jacetania	Externa	Hombres	1	Europa	2012	226
01	La Jacetania	Externa	Hombres	2	África	2012	9
01	La Jacetania	Externa	Hombres	3	América	2012	64
01	La Jacetania	Externa	Hombres	4	Asia	2012	6
01	La Jacetania	Externa	Mujeres	1	Europa	2012	179
01	La Jacetania	Externa	Mujeres	2	África	2012	6
01	La Jacetania	Externa	Mujeres	3	América	2012	70
01	La Jacetania	Externa	Mujeres	4	Asia	2012	3
01	La Jacetania	Interna	Hombres	1	Europa	2012	161
01	La Jacetania	Interna	Hombres	2	África	2012	2
01	La Jacetania	Interna	Hombres	3	América	2012	5
01	La Jacetania	Interna	Mujeres	1	Europa	2012	142
01	La Jacetania	Interna	Mujeres	2	África	2012	5
01	La Jacetania	Interna	Mujeres	3	América	2012	9
02	Alto Gállego	Externa	Hombres	1	Europa	2012	146
02	Alto Gállego	Externa	Hombres	2	África	2012	18
02	Alto Gállego	Externa	Hombres	3	América	2012	11
02	Alto Gállego	Externa	Hombres	4	Asia	2012	1
02	Alto Gállego	Externa	Mujeres	1	Europa	2012	133
02	Alto Gállego	Externa	Mujeres	2	África	2012	10
02	Alto Gállego	Externa	Mujeres	3	América	2012	13
02	Alto Gállego	Externa	Mujeres	4	Asia	2012	1
02	Alto Gállego	Interna	Hombres	1	Europa	2012	123
02	Alto Gállego	Interna	Hombres	2	África	2012	9
02	Alto Gállego	Interna	Hombres	3	América	2012	5
02	Alto Gállego	Interna	Mujeres	1	Europa	2012	130
02	Alto Gállego	Interna	Mujeres	2	África	2012	7
02	Alto Gállego	Interna	Mujeres	3	América	2012	9
03	Sobrarbe	Externa	Hombres	1	Europa	2012	56
03	Sobrarbe	Externa	Hombres	2	África	2012	4
03	Sobrarbe	Externa	Hombres	3	América	2012	2
03	Sobrarbe	Externa	Mujeres	1	Europa	2012	84
03	Sobrarbe	Externa	Mujeres	2	África	2012	1
03	Sobrarbe	Externa	Mujeres	3	América	2012	6
03	Sobrarbe	Interna	Hombres	1	Europa	2012	66
03	Sobrarbe	Interna	Hombres	2	África	2012	5
03	Sobrarbe	Interna	Hombres	3	América	2012	1
03	Sobrarbe	Interna	Mujeres	1	Europa	2012	81
03	Sobrarbe	Interna	Mujeres	2	África	2012	3
03	Sobrarbe	Interna	Mujeres	3	América	2012	7
04	La Ribagorza	Externa	Hombres	1	Europa	2012	200
04	La Ribagorza	Externa	Hombres	2	África	2012	4
04	La Ribagorza	Externa	Hombres	3	América	2012	31
04	La Ribagorza	Externa	Hombres	4	Asia	2012	1
04	La Ribagorza	Externa	Mujeres	1	Europa	2012	163
04	La Ribagorza	Externa	Mujeres	2	África	2012	5
04	La Ribagorza	Externa	Mujeres	3	América	2012	29
04	La Ribagorza	Interna	Hombres	1	Europa	2012	142
04	La Ribagorza	Interna	Hombres	2	África	2012	4
04	La Ribagorza	Interna	Hombres	3	América	2012	4
04	La Ribagorza	Interna	Mujeres	1	Europa	2012	124
04	La Ribagorza	Interna	Mujeres	2	África	2012	3
04	La Ribagorza	Interna	Mujeres	3	América	2012	9
04	La Ribagorza	Interna	Mujeres	4	Asia	2012	1
05	Cinco Villas	Externa	Hombres	1	Europa	2012	230
05	Cinco Villas	Externa	Hombres	2	África	2012	117
05	Cinco Villas	Externa	Hombres	3	América	2012	29
05	Cinco Villas	Externa	Hombres	4	Asia	2012	13
05	Cinco Villas	Externa	Mujeres	1	Europa	2012	215
05	Cinco Villas	Externa	Mujeres	2	África	2012	32
05	Cinco Villas	Externa	Mujeres	3	América	2012	28
05	Cinco Villas	Externa	Mujeres	4	Asia	2012	4
05	Cinco Villas	Interna	Hombres	1	Europa	2012	201
05	Cinco Villas	Interna	Hombres	2	África	2012	17
05	Cinco Villas	Interna	Hombres	3	América	2012	12
05	Cinco Villas	Interna	Hombres	4	Asia	2012	7
05	Cinco Villas	Interna	Mujeres	1	Europa	2012	238
05	Cinco Villas	Interna	Mujeres	2	África	2012	6
05	Cinco Villas	Interna	Mujeres	3	América	2012	11
05	Cinco Villas	Interna	Mujeres	4	Asia	2012	3
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	1	Europa	2012	389
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	2	África	2012	172
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	3	América	2012	72
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	4	Asia	2012	21
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	5	Otros continentes	2012	1
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	1	Europa	2012	354
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	2	África	2012	66
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	3	América	2012	79
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	4	Asia	2012	18
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	1	Europa	2012	526
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	2	África	2012	47
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	3	América	2012	19
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	4	Asia	2012	8
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	1	Europa	2012	525
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	2	África	2012	25
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	3	América	2012	41
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	4	Asia	2012	3
07	Somontano de Barbastro	Externa	Hombres	1	Europa	2012	113
07	Somontano de Barbastro	Externa	Hombres	2	África	2012	27
07	Somontano de Barbastro	Externa	Hombres	3	América	2012	19
07	Somontano de Barbastro	Externa	Hombres	4	Asia	2012	3
07	Somontano de Barbastro	Externa	Mujeres	1	Europa	2012	131
07	Somontano de Barbastro	Externa	Mujeres	2	África	2012	7
07	Somontano de Barbastro	Externa	Mujeres	3	América	2012	17
07	Somontano de Barbastro	Externa	Mujeres	4	Asia	2012	3
07	Somontano de Barbastro	Interna	Hombres	1	Europa	2012	158
07	Somontano de Barbastro	Interna	Hombres	2	África	2012	21
07	Somontano de Barbastro	Interna	Hombres	3	América	2012	17
07	Somontano de Barbastro	Interna	Hombres	4	Asia	2012	1
07	Somontano de Barbastro	Interna	Hombres	5	Otros continentes	2012	1
07	Somontano de Barbastro	Interna	Mujeres	1	Europa	2012	178
07	Somontano de Barbastro	Interna	Mujeres	2	África	2012	10
07	Somontano de Barbastro	Interna	Mujeres	3	América	2012	22
07	Somontano de Barbastro	Interna	Mujeres	4	Asia	2012	2
08	Cinca Medio	Externa	Hombres	1	Europa	2012	179
08	Cinca Medio	Externa	Hombres	2	África	2012	68
08	Cinca Medio	Externa	Hombres	3	América	2012	19
08	Cinca Medio	Externa	Hombres	4	Asia	2012	11
08	Cinca Medio	Externa	Mujeres	1	Europa	2012	174
08	Cinca Medio	Externa	Mujeres	2	África	2012	24
08	Cinca Medio	Externa	Mujeres	3	América	2012	14
08	Cinca Medio	Externa	Mujeres	4	Asia	2012	7
08	Cinca Medio	Interna	Hombres	1	Europa	2012	127
08	Cinca Medio	Interna	Hombres	2	África	2012	21
08	Cinca Medio	Interna	Hombres	3	América	2012	7
08	Cinca Medio	Interna	Mujeres	1	Europa	2012	130
08	Cinca Medio	Interna	Mujeres	2	África	2012	9
08	Cinca Medio	Interna	Mujeres	3	América	2012	9
08	Cinca Medio	Interna	Mujeres	5	Otros continentes	2012	1
09	La Litera / La Llitera	Externa	Hombres	1	Europa	2012	182
09	La Litera / La Llitera	Externa	Hombres	2	África	2012	125
09	La Litera / La Llitera	Externa	Hombres	3	América	2012	11
09	La Litera / La Llitera	Externa	Hombres	4	Asia	2012	5
09	La Litera / La Llitera	Externa	Mujeres	1	Europa	2012	163
09	La Litera / La Llitera	Externa	Mujeres	2	África	2012	22
09	La Litera / La Llitera	Externa	Mujeres	3	América	2012	16
09	La Litera / La Llitera	Externa	Mujeres	4	Asia	2012	3
09	La Litera / La Llitera	Interna	Hombres	1	Europa	2012	121
09	La Litera / La Llitera	Interna	Hombres	2	África	2012	27
09	La Litera / La Llitera	Interna	Hombres	3	América	2012	3
09	La Litera / La Llitera	Interna	Mujeres	1	Europa	2012	103
09	La Litera / La Llitera	Interna	Mujeres	2	África	2012	13
09	La Litera / La Llitera	Interna	Mujeres	3	América	2012	10
10	Los Monegros	Externa	Hombres	1	Europa	2012	120
10	Los Monegros	Externa	Hombres	2	África	2012	28
10	Los Monegros	Externa	Hombres	3	América	2012	9
10	Los Monegros	Externa	Mujeres	1	Europa	2012	100
10	Los Monegros	Externa	Mujeres	2	África	2012	11
10	Los Monegros	Externa	Mujeres	3	América	2012	11
10	Los Monegros	Interna	Hombres	1	Europa	2012	254
10	Los Monegros	Interna	Hombres	2	África	2012	30
10	Los Monegros	Interna	Hombres	3	América	2012	2
10	Los Monegros	Interna	Mujeres	1	Europa	2012	270
10	Los Monegros	Interna	Mujeres	2	África	2012	14
10	Los Monegros	Interna	Mujeres	3	América	2012	17
11	Bajo Cinca / Baix Cinca	Externa	Hombres	1	Europa	2012	234
11	Bajo Cinca / Baix Cinca	Externa	Hombres	2	África	2012	114
11	Bajo Cinca / Baix Cinca	Externa	Hombres	3	América	2012	15
11	Bajo Cinca / Baix Cinca	Externa	Hombres	4	Asia	2012	1
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	1	Europa	2012	263
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	2	África	2012	19
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	3	América	2012	14
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	4	Asia	2012	5
11	Bajo Cinca / Baix Cinca	Interna	Hombres	1	Europa	2012	105
11	Bajo Cinca / Baix Cinca	Interna	Hombres	2	África	2012	19
11	Bajo Cinca / Baix Cinca	Interna	Hombres	3	América	2012	3
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	1	Europa	2012	90
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	2	África	2012	10
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	3	América	2012	7
12	Tarazona y el Moncayo	Externa	Hombres	1	Europa	2012	104
12	Tarazona y el Moncayo	Externa	Hombres	2	África	2012	19
12	Tarazona y el Moncayo	Externa	Hombres	3	América	2012	7
12	Tarazona y el Moncayo	Externa	Hombres	4	Asia	2012	2
12	Tarazona y el Moncayo	Externa	Mujeres	1	Europa	2012	96
12	Tarazona y el Moncayo	Externa	Mujeres	2	África	2012	6
12	Tarazona y el Moncayo	Externa	Mujeres	3	América	2012	11
12	Tarazona y el Moncayo	Interna	Hombres	1	Europa	2012	85
12	Tarazona y el Moncayo	Interna	Hombres	2	África	2012	14
12	Tarazona y el Moncayo	Interna	Hombres	3	América	2012	3
12	Tarazona y el Moncayo	Interna	Mujeres	1	Europa	2012	109
12	Tarazona y el Moncayo	Interna	Mujeres	2	África	2012	8
12	Tarazona y el Moncayo	Interna	Mujeres	3	América	2012	3
13	Campo de Borja	Externa	Hombres	1	Europa	2012	172
13	Campo de Borja	Externa	Hombres	2	África	2012	44
13	Campo de Borja	Externa	Hombres	3	América	2012	15
13	Campo de Borja	Externa	Mujeres	1	Europa	2012	131
13	Campo de Borja	Externa	Mujeres	2	África	2012	12
13	Campo de Borja	Externa	Mujeres	3	América	2012	12
13	Campo de Borja	Interna	Hombres	1	Europa	2012	141
13	Campo de Borja	Interna	Hombres	2	África	2012	13
13	Campo de Borja	Interna	Hombres	3	América	2012	6
13	Campo de Borja	Interna	Mujeres	1	Europa	2012	120
13	Campo de Borja	Interna	Mujeres	2	África	2012	3
13	Campo de Borja	Interna	Mujeres	3	América	2012	10
14	Aranda	Externa	Hombres	1	Europa	2012	44
14	Aranda	Externa	Hombres	2	África	2012	5
14	Aranda	Externa	Mujeres	1	Europa	2012	31
14	Aranda	Externa	Mujeres	2	África	2012	3
14	Aranda	Externa	Mujeres	3	América	2012	2
14	Aranda	Interna	Hombres	1	Europa	2012	74
14	Aranda	Interna	Hombres	2	África	2012	10
14	Aranda	Interna	Hombres	3	América	2012	1
14	Aranda	Interna	Mujeres	1	Europa	2012	74
14	Aranda	Interna	Mujeres	2	África	2012	10
14	Aranda	Interna	Mujeres	3	América	2012	2
15	Ribera Alta del Ebro	Externa	Hombres	1	Europa	2012	314
15	Ribera Alta del Ebro	Externa	Hombres	2	África	2012	19
15	Ribera Alta del Ebro	Externa	Hombres	3	América	2012	48
15	Ribera Alta del Ebro	Externa	Hombres	4	Asia	2012	7
15	Ribera Alta del Ebro	Externa	Mujeres	1	Europa	2012	189
15	Ribera Alta del Ebro	Externa	Mujeres	2	África	2012	10
15	Ribera Alta del Ebro	Externa	Mujeres	3	América	2012	48
15	Ribera Alta del Ebro	Interna	Hombres	1	Europa	2012	349
15	Ribera Alta del Ebro	Interna	Hombres	2	África	2012	18
15	Ribera Alta del Ebro	Interna	Hombres	3	América	2012	24
15	Ribera Alta del Ebro	Interna	Hombres	4	Asia	2012	7
15	Ribera Alta del Ebro	Interna	Mujeres	1	Europa	2012	356
15	Ribera Alta del Ebro	Interna	Mujeres	2	África	2012	14
15	Ribera Alta del Ebro	Interna	Mujeres	3	América	2012	28
16	Valdejalón	Externa	Hombres	1	Europa	2012	304
16	Valdejalón	Externa	Hombres	2	África	2012	112
16	Valdejalón	Externa	Hombres	3	América	2012	32
16	Valdejalón	Externa	Hombres	4	Asia	2012	6
16	Valdejalón	Externa	Mujeres	1	Europa	2012	237
16	Valdejalón	Externa	Mujeres	2	África	2012	30
16	Valdejalón	Externa	Mujeres	3	América	2012	25
16	Valdejalón	Externa	Mujeres	4	Asia	2012	1
16	Valdejalón	Interna	Hombres	1	Europa	2012	401
16	Valdejalón	Interna	Hombres	2	África	2012	49
16	Valdejalón	Interna	Hombres	3	América	2012	16
16	Valdejalón	Interna	Hombres	4	Asia	2012	6
16	Valdejalón	Interna	Mujeres	1	Europa	2012	420
16	Valdejalón	Interna	Mujeres	2	África	2012	25
16	Valdejalón	Interna	Mujeres	3	América	2012	26
16	Valdejalón	Interna	Mujeres	4	Asia	2012	2
17	D.C. Zaragoza	Externa	Hombres	1	Europa	2012	4075
17	D.C. Zaragoza	Externa	Hombres	2	África	2012	1235
17	D.C. Zaragoza	Externa	Hombres	3	América	2012	912
17	D.C. Zaragoza	Externa	Hombres	4	Asia	2012	505
17	D.C. Zaragoza	Externa	Hombres	5	Otros continentes	2012	1
17	D.C. Zaragoza	Externa	Mujeres	1	Europa	2012	3756
17	D.C. Zaragoza	Externa	Mujeres	2	África	2012	449
17	D.C. Zaragoza	Externa	Mujeres	3	América	2012	957
17	D.C. Zaragoza	Externa	Mujeres	4	Asia	2012	267
17	D.C. Zaragoza	Externa	Mujeres	5	Otros continentes	2012	2
17	D.C. Zaragoza	Interna	Hombres	1	Europa	2012	3532
17	D.C. Zaragoza	Interna	Hombres	2	África	2012	213
17	D.C. Zaragoza	Interna	Hombres	3	América	2012	237
17	D.C. Zaragoza	Interna	Hombres	4	Asia	2012	36
17	D.C. Zaragoza	Interna	Mujeres	1	Europa	2012	3448
17	D.C. Zaragoza	Interna	Mujeres	2	África	2012	143
17	D.C. Zaragoza	Interna	Mujeres	3	América	2012	358
17	D.C. Zaragoza	Interna	Mujeres	4	Asia	2012	23
18	Ribera Baja del Ebro	Externa	Hombres	1	Europa	2012	56
18	Ribera Baja del Ebro	Externa	Hombres	2	África	2012	7
18	Ribera Baja del Ebro	Externa	Hombres	3	América	2012	3
18	Ribera Baja del Ebro	Externa	Mujeres	1	Europa	2012	44
18	Ribera Baja del Ebro	Externa	Mujeres	2	África	2012	9
18	Ribera Baja del Ebro	Externa	Mujeres	3	América	2012	5
18	Ribera Baja del Ebro	Interna	Hombres	1	Europa	2012	88
18	Ribera Baja del Ebro	Interna	Hombres	2	África	2012	14
18	Ribera Baja del Ebro	Interna	Hombres	3	América	2012	6
18	Ribera Baja del Ebro	Interna	Hombres	4	Asia	2012	1
18	Ribera Baja del Ebro	Interna	Mujeres	1	Europa	2012	96
18	Ribera Baja del Ebro	Interna	Mujeres	2	África	2012	9
18	Ribera Baja del Ebro	Interna	Mujeres	3	América	2012	10
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	1	Europa	2012	206
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	2	África	2012	66
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	3	América	2012	10
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	4	Asia	2012	91
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	1	Europa	2012	155
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	2	África	2012	26
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	3	América	2012	13
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	4	Asia	2012	10
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	1	Europa	2012	85
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	2	África	2012	16
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	4	Asia	2012	10
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	1	Europa	2012	71
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	2	África	2012	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	3	América	2012	3
20	Comunidad de Calatayud	Externa	Hombres	1	Europa	2012	442
20	Comunidad de Calatayud	Externa	Hombres	2	África	2012	56
20	Comunidad de Calatayud	Externa	Hombres	3	América	2012	14
20	Comunidad de Calatayud	Externa	Hombres	4	Asia	2012	7
20	Comunidad de Calatayud	Externa	Mujeres	1	Europa	2012	331
20	Comunidad de Calatayud	Externa	Mujeres	2	África	2012	15
20	Comunidad de Calatayud	Externa	Mujeres	3	América	2012	21
20	Comunidad de Calatayud	Externa	Mujeres	4	Asia	2012	7
20	Comunidad de Calatayud	Interna	Hombres	1	Europa	2012	379
20	Comunidad de Calatayud	Interna	Hombres	2	África	2012	23
20	Comunidad de Calatayud	Interna	Hombres	3	América	2012	17
20	Comunidad de Calatayud	Interna	Mujeres	1	Europa	2012	400
20	Comunidad de Calatayud	Interna	Mujeres	2	África	2012	16
20	Comunidad de Calatayud	Interna	Mujeres	3	América	2012	26
21	Campo de Cariñena	Externa	Hombres	1	Europa	2012	60
21	Campo de Cariñena	Externa	Hombres	2	África	2012	18
21	Campo de Cariñena	Externa	Hombres	3	América	2012	2
21	Campo de Cariñena	Externa	Mujeres	1	Europa	2012	48
21	Campo de Cariñena	Externa	Mujeres	2	África	2012	5
21	Campo de Cariñena	Externa	Mujeres	3	América	2012	5
21	Campo de Cariñena	Interna	Hombres	1	Europa	2012	126
21	Campo de Cariñena	Interna	Hombres	2	África	2012	16
21	Campo de Cariñena	Interna	Hombres	3	América	2012	6
21	Campo de Cariñena	Interna	Mujeres	1	Europa	2012	132
21	Campo de Cariñena	Interna	Mujeres	2	África	2012	6
21	Campo de Cariñena	Interna	Mujeres	3	América	2012	9
22	Campo de Belchite	Externa	Hombres	1	Europa	2012	21
22	Campo de Belchite	Externa	Hombres	2	África	2012	2
22	Campo de Belchite	Externa	Hombres	3	América	2012	1
22	Campo de Belchite	Externa	Mujeres	1	Europa	2012	13
22	Campo de Belchite	Externa	Mujeres	2	África	2012	1
22	Campo de Belchite	Externa	Mujeres	3	América	2012	1
22	Campo de Belchite	Interna	Hombres	1	Europa	2012	83
22	Campo de Belchite	Interna	Hombres	2	África	2012	7
22	Campo de Belchite	Interna	Hombres	3	América	2012	1
22	Campo de Belchite	Interna	Mujeres	1	Europa	2012	71
22	Campo de Belchite	Interna	Mujeres	2	África	2012	1
23	Bajo Martín	Externa	Hombres	1	Europa	2012	53
23	Bajo Martín	Externa	Hombres	2	África	2012	13
23	Bajo Martín	Externa	Hombres	3	América	2012	5
23	Bajo Martín	Externa	Mujeres	1	Europa	2012	48
23	Bajo Martín	Externa	Mujeres	2	África	2012	7
23	Bajo Martín	Externa	Mujeres	3	América	2012	2
23	Bajo Martín	Interna	Hombres	1	Europa	2012	70
23	Bajo Martín	Interna	Hombres	2	África	2012	11
23	Bajo Martín	Interna	Hombres	3	América	2012	1
23	Bajo Martín	Interna	Mujeres	1	Europa	2012	68
23	Bajo Martín	Interna	Mujeres	2	África	2012	8
23	Bajo Martín	Interna	Mujeres	3	América	2012	3
23	Bajo Martín	Interna	Mujeres	4	Asia	2012	1
24	Campo de Daroca	Externa	Hombres	1	Europa	2012	39
24	Campo de Daroca	Externa	Hombres	2	África	2012	2
24	Campo de Daroca	Externa	Hombres	3	América	2012	1
24	Campo de Daroca	Externa	Mujeres	1	Europa	2012	36
24	Campo de Daroca	Externa	Mujeres	3	América	2012	5
24	Campo de Daroca	Interna	Hombres	1	Europa	2012	78
24	Campo de Daroca	Interna	Hombres	2	África	2012	3
24	Campo de Daroca	Interna	Hombres	3	América	2012	4
24	Campo de Daroca	Interna	Mujeres	1	Europa	2012	75
24	Campo de Daroca	Interna	Mujeres	2	África	2012	2
24	Campo de Daroca	Interna	Mujeres	3	América	2012	7
25	Jiloca	Externa	Hombres	1	Europa	2012	107
25	Jiloca	Externa	Hombres	2	África	2012	27
25	Jiloca	Externa	Hombres	3	América	2012	11
25	Jiloca	Externa	Hombres	4	Asia	2012	1
25	Jiloca	Externa	Mujeres	1	Europa	2012	87
25	Jiloca	Externa	Mujeres	2	África	2012	9
25	Jiloca	Externa	Mujeres	3	América	2012	15
25	Jiloca	Externa	Mujeres	4	Asia	2012	2
25	Jiloca	Externa	Mujeres	5	Otros continentes	2012	1
25	Jiloca	Interna	Hombres	1	Europa	2012	127
25	Jiloca	Interna	Hombres	2	África	2012	39
25	Jiloca	Interna	Hombres	3	América	2012	11
25	Jiloca	Interna	Hombres	4	Asia	2012	1
25	Jiloca	Interna	Mujeres	1	Europa	2012	131
25	Jiloca	Interna	Mujeres	2	África	2012	27
25	Jiloca	Interna	Mujeres	3	América	2012	13
26	Cuencas Mineras	Externa	Hombres	1	Europa	2012	40
26	Cuencas Mineras	Externa	Hombres	2	África	2012	14
26	Cuencas Mineras	Externa	Hombres	4	Asia	2012	13
26	Cuencas Mineras	Externa	Mujeres	1	Europa	2012	43
26	Cuencas Mineras	Externa	Mujeres	2	África	2012	2
26	Cuencas Mineras	Externa	Mujeres	3	América	2012	1
26	Cuencas Mineras	Externa	Mujeres	4	Asia	2012	4
26	Cuencas Mineras	Interna	Hombres	1	Europa	2012	105
26	Cuencas Mineras	Interna	Hombres	2	África	2012	18
26	Cuencas Mineras	Interna	Hombres	3	América	2012	1
26	Cuencas Mineras	Interna	Hombres	4	Asia	2012	4
26	Cuencas Mineras	Interna	Mujeres	1	Europa	2012	90
26	Cuencas Mineras	Interna	Mujeres	2	África	2012	4
26	Cuencas Mineras	Interna	Mujeres	3	América	2012	2
27	Andorra-Sierra de Arcos	Externa	Hombres	1	Europa	2012	50
27	Andorra-Sierra de Arcos	Externa	Hombres	2	África	2012	12
27	Andorra-Sierra de Arcos	Externa	Hombres	3	América	2012	1
27	Andorra-Sierra de Arcos	Externa	Hombres	4	Asia	2012	6
27	Andorra-Sierra de Arcos	Externa	Mujeres	1	Europa	2012	43
27	Andorra-Sierra de Arcos	Externa	Mujeres	2	África	2012	16
27	Andorra-Sierra de Arcos	Externa	Mujeres	3	América	2012	1
27	Andorra-Sierra de Arcos	Externa	Mujeres	4	Asia	2012	2
27	Andorra-Sierra de Arcos	Interna	Hombres	1	Europa	2012	78
27	Andorra-Sierra de Arcos	Interna	Hombres	2	África	2012	23
27	Andorra-Sierra de Arcos	Interna	Hombres	3	América	2012	6
27	Andorra-Sierra de Arcos	Interna	Hombres	4	Asia	2012	4
27	Andorra-Sierra de Arcos	Interna	Mujeres	1	Europa	2012	67
27	Andorra-Sierra de Arcos	Interna	Mujeres	2	África	2012	10
27	Andorra-Sierra de Arcos	Interna	Mujeres	3	América	2012	4
28	Bajo Aragón	Externa	Hombres	1	Europa	2012	197
28	Bajo Aragón	Externa	Hombres	2	África	2012	67
28	Bajo Aragón	Externa	Hombres	3	América	2012	25
28	Bajo Aragón	Externa	Hombres	4	Asia	2012	1
28	Bajo Aragón	Externa	Mujeres	1	Europa	2012	175
28	Bajo Aragón	Externa	Mujeres	2	África	2012	22
28	Bajo Aragón	Externa	Mujeres	3	América	2012	35
28	Bajo Aragón	Externa	Mujeres	4	Asia	2012	4
28	Bajo Aragón	Interna	Hombres	1	Europa	2012	170
28	Bajo Aragón	Interna	Hombres	2	África	2012	48
28	Bajo Aragón	Interna	Hombres	3	América	2012	14
28	Bajo Aragón	Interna	Hombres	4	Asia	2012	2
28	Bajo Aragón	Interna	Mujeres	1	Europa	2012	175
28	Bajo Aragón	Interna	Mujeres	2	África	2012	25
28	Bajo Aragón	Interna	Mujeres	3	América	2012	21
28	Bajo Aragón	Interna	Mujeres	4	Asia	2012	1
29	Comunidad de Teruel	Externa	Hombres	1	Europa	2012	404
29	Comunidad de Teruel	Externa	Hombres	2	África	2012	108
29	Comunidad de Teruel	Externa	Hombres	3	América	2012	187
29	Comunidad de Teruel	Externa	Hombres	4	Asia	2012	40
29	Comunidad de Teruel	Externa	Hombres	5	Otros continentes	2012	1
29	Comunidad de Teruel	Externa	Mujeres	1	Europa	2012	351
29	Comunidad de Teruel	Externa	Mujeres	2	África	2012	34
29	Comunidad de Teruel	Externa	Mujeres	3	América	2012	172
29	Comunidad de Teruel	Externa	Mujeres	4	Asia	2012	25
29	Comunidad de Teruel	Interna	Hombres	1	Europa	2012	256
29	Comunidad de Teruel	Interna	Hombres	2	África	2012	48
29	Comunidad de Teruel	Interna	Hombres	3	América	2012	23
29	Comunidad de Teruel	Interna	Hombres	4	Asia	2012	3
29	Comunidad de Teruel	Interna	Mujeres	1	Europa	2012	282
29	Comunidad de Teruel	Interna	Mujeres	2	África	2012	26
29	Comunidad de Teruel	Interna	Mujeres	3	América	2012	29
30	Maestrazgo	Externa	Hombres	1	Europa	2012	59
30	Maestrazgo	Externa	Hombres	2	África	2012	8
30	Maestrazgo	Externa	Hombres	3	América	2012	1
30	Maestrazgo	Externa	Hombres	4	Asia	2012	8
30	Maestrazgo	Externa	Mujeres	1	Europa	2012	56
30	Maestrazgo	Externa	Mujeres	3	América	2012	3
30	Maestrazgo	Interna	Hombres	1	Europa	2012	21
30	Maestrazgo	Interna	Hombres	2	África	2012	4
30	Maestrazgo	Interna	Hombres	3	América	2012	2
30	Maestrazgo	Interna	Hombres	4	Asia	2012	9
30	Maestrazgo	Interna	Mujeres	1	Europa	2012	34
30	Maestrazgo	Interna	Mujeres	2	África	2012	1
30	Maestrazgo	Interna	Mujeres	3	América	2012	1
30	Maestrazgo	Interna	Mujeres	4	Asia	2012	3
31	Sierra de Albarracín	Externa	Hombres	1	Europa	2012	75
31	Sierra de Albarracín	Externa	Hombres	2	África	2012	10
31	Sierra de Albarracín	Externa	Hombres	3	América	2012	4
31	Sierra de Albarracín	Externa	Mujeres	1	Europa	2012	53
31	Sierra de Albarracín	Externa	Mujeres	2	África	2012	4
31	Sierra de Albarracín	Externa	Mujeres	3	América	2012	5
