Mes y año	Mes (código)	Comarca código	Comarca nombre	Sector código	Sector descripción	Sexo	Número de contratos
Diciembre 2013	201312	08	Cinca Medio	3	Construcción	Hombres	24
Diciembre 2013	201312	08	Cinca Medio	3	Construcción	Mujeres	5
Diciembre 2013	201312	08	Cinca Medio	4	Servicios	Hombres	132
Diciembre 2013	201312	08	Cinca Medio	4	Servicios	Mujeres	180
Diciembre 2013	201312	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Hombres	40
Diciembre 2013	201312	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Mujeres	3
Diciembre 2013	201312	09	La Litera / La Llitera	2	Industria y energía	Hombres	34
Diciembre 2013	201312	09	La Litera / La Llitera	2	Industria y energía	Mujeres	9
Diciembre 2013	201312	09	La Litera / La Llitera	3	Construcción	Hombres	16
Diciembre 2013	201312	09	La Litera / La Llitera	3	Construcción	Mujeres	3
Diciembre 2013	201312	09	La Litera / La Llitera	4	Servicios	Hombres	36
Diciembre 2013	201312	09	La Litera / La Llitera	4	Servicios	Mujeres	79
Diciembre 2013	201312	10	Los Monegros	1	Agricultura, ganadería y pesca	Hombres	21
Diciembre 2013	201312	10	Los Monegros	2	Industria y energía	Hombres	11
Diciembre 2013	201312	10	Los Monegros	2	Industria y energía	Mujeres	2
Diciembre 2013	201312	10	Los Monegros	3	Construcción	Hombres	12
Diciembre 2013	201312	10	Los Monegros	3	Construcción	Mujeres	1
Diciembre 2013	201312	10	Los Monegros	4	Servicios	Hombres	62
Diciembre 2013	201312	10	Los Monegros	4	Servicios	Mujeres	74
Diciembre 2013	201312	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Hombres	169
Diciembre 2013	201312	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Mujeres	19
Diciembre 2013	201312	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Hombres	18
Diciembre 2013	201312	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Mujeres	7
Diciembre 2013	201312	11	Bajo Cinca / Baix Cinca	3	Construcción	Hombres	20
Diciembre 2013	201312	11	Bajo Cinca / Baix Cinca	3	Construcción	Mujeres	4
Diciembre 2013	201312	11	Bajo Cinca / Baix Cinca	4	Servicios	Hombres	96
Diciembre 2013	201312	11	Bajo Cinca / Baix Cinca	4	Servicios	Mujeres	207
Diciembre 2013	201312	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Hombres	12
Diciembre 2013	201312	12	Tarazona y el Moncayo	2	Industria y energía	Hombres	27
Diciembre 2013	201312	12	Tarazona y el Moncayo	2	Industria y energía	Mujeres	5
Diciembre 2013	201312	12	Tarazona y el Moncayo	3	Construcción	Hombres	9
Diciembre 2013	201312	12	Tarazona y el Moncayo	3	Construcción	Mujeres	1
Diciembre 2013	201312	12	Tarazona y el Moncayo	4	Servicios	Hombres	150
Diciembre 2013	201312	12	Tarazona y el Moncayo	4	Servicios	Mujeres	122
Diciembre 2013	201312	13	Campo de Borja	1	Agricultura, ganadería y pesca	Hombres	30
Diciembre 2013	201312	13	Campo de Borja	1	Agricultura, ganadería y pesca	Mujeres	3
Diciembre 2013	201312	13	Campo de Borja	2	Industria y energía	Hombres	21
Diciembre 2013	201312	13	Campo de Borja	2	Industria y energía	Mujeres	15
Diciembre 2013	201312	13	Campo de Borja	3	Construcción	Hombres	7
Diciembre 2013	201312	13	Campo de Borja	4	Servicios	Hombres	64
Diciembre 2013	201312	13	Campo de Borja	4	Servicios	Mujeres	61
Diciembre 2013	201312	14	Aranda	1	Agricultura, ganadería y pesca	Hombres	3
Diciembre 2013	201312	14	Aranda	2	Industria y energía	Hombres	51
Diciembre 2013	201312	14	Aranda	2	Industria y energía	Mujeres	28
Diciembre 2013	201312	14	Aranda	3	Construcción	Hombres	1
Diciembre 2013	201312	14	Aranda	4	Servicios	Hombres	10
Diciembre 2013	201312	14	Aranda	4	Servicios	Mujeres	10
Diciembre 2013	201312	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Hombres	44
Diciembre 2013	201312	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Mujeres	45
Diciembre 2013	201312	15	Ribera Alta del Ebro	2	Industria y energía	Hombres	81
Diciembre 2013	201312	15	Ribera Alta del Ebro	2	Industria y energía	Mujeres	13
Diciembre 2013	201312	15	Ribera Alta del Ebro	3	Construcción	Hombres	70
Diciembre 2013	201312	15	Ribera Alta del Ebro	3	Construcción	Mujeres	3
Diciembre 2013	201312	15	Ribera Alta del Ebro	4	Servicios	Hombres	224
Diciembre 2013	201312	15	Ribera Alta del Ebro	4	Servicios	Mujeres	152
Diciembre 2013	201312	16	Valdejalón	1	Agricultura, ganadería y pesca	Hombres	206
Diciembre 2013	201312	16	Valdejalón	1	Agricultura, ganadería y pesca	Mujeres	41
Diciembre 2013	201312	16	Valdejalón	2	Industria y energía	Hombres	75
Diciembre 2013	201312	16	Valdejalón	2	Industria y energía	Mujeres	32
Diciembre 2013	201312	16	Valdejalón	3	Construcción	Hombres	14
Diciembre 2013	201312	16	Valdejalón	4	Servicios	Hombres	560
Diciembre 2013	201312	16	Valdejalón	4	Servicios	Mujeres	259
Diciembre 2013	201312	17	Central	1	Agricultura, ganadería y pesca	Hombres	152
Diciembre 2013	201312	17	Central	1	Agricultura, ganadería y pesca	Mujeres	6
Diciembre 2013	201312	17	Central	2	Industria y energía	Hombres	605
Diciembre 2013	201312	17	Central	2	Industria y energía	Mujeres	181
Diciembre 2013	201312	17	Central	3	Construcción	Hombres	666
Diciembre 2013	201312	17	Central	3	Construcción	Mujeres	39
Diciembre 2013	201312	17	Central	4	Servicios	Hombres	6753
Diciembre 2013	201312	17	Central	4	Servicios	Mujeres	8680
Diciembre 2013	201312	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Hombres	55
Diciembre 2013	201312	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Mujeres	5
Diciembre 2013	201312	18	Ribera Baja del Ebro	2	Industria y energía	Hombres	16
Diciembre 2013	201312	18	Ribera Baja del Ebro	3	Construcción	Hombres	3
Diciembre 2013	201312	18	Ribera Baja del Ebro	4	Servicios	Hombres	56
Diciembre 2013	201312	18	Ribera Baja del Ebro	4	Servicios	Mujeres	120
Diciembre 2013	201312	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Hombres	103
Diciembre 2013	201312	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Mujeres	20
Diciembre 2013	201312	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Hombres	10
Diciembre 2013	201312	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Hombres	8
Diciembre 2013	201312	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Hombres	62
Diciembre 2013	201312	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Mujeres	66
Diciembre 2013	201312	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Hombres	92
Diciembre 2013	201312	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Mujeres	7
Diciembre 2013	201312	20	Comunidad de Calatayud	2	Industria y energía	Hombres	28
Diciembre 2013	201312	20	Comunidad de Calatayud	2	Industria y energía	Mujeres	5
Diciembre 2013	201312	20	Comunidad de Calatayud	3	Construcción	Hombres	11
Diciembre 2013	201312	20	Comunidad de Calatayud	3	Construcción	Mujeres	1
Diciembre 2013	201312	20	Comunidad de Calatayud	4	Servicios	Hombres	133
Diciembre 2013	201312	20	Comunidad de Calatayud	4	Servicios	Mujeres	300
Diciembre 2013	201312	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Hombres	190
Diciembre 2013	201312	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Mujeres	33
Diciembre 2013	201312	21	Campo de Cariñena	2	Industria y energía	Hombres	296
Diciembre 2013	201312	21	Campo de Cariñena	2	Industria y energía	Mujeres	31
Diciembre 2013	201312	21	Campo de Cariñena	3	Construcción	Hombres	2
Diciembre 2013	201312	21	Campo de Cariñena	3	Construcción	Mujeres	1
Diciembre 2013	201312	21	Campo de Cariñena	4	Servicios	Hombres	30
Diciembre 2013	201312	21	Campo de Cariñena	4	Servicios	Mujeres	42
Diciembre 2013	201312	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Hombres	4
Diciembre 2013	201312	22	Campo de Belchite	2	Industria y energía	Hombres	2
Diciembre 2013	201312	22	Campo de Belchite	2	Industria y energía	Mujeres	1
Diciembre 2013	201312	22	Campo de Belchite	3	Construcción	Hombres	2
Diciembre 2013	201312	22	Campo de Belchite	4	Servicios	Hombres	11
Diciembre 2013	201312	22	Campo de Belchite	4	Servicios	Mujeres	23
Diciembre 2013	201312	23	Bajo Martín	1	Agricultura, ganadería y pesca	Hombres	17
Diciembre 2013	201312	23	Bajo Martín	2	Industria y energía	Hombres	7
Diciembre 2013	201312	23	Bajo Martín	2	Industria y energía	Mujeres	4
Diciembre 2013	201312	23	Bajo Martín	3	Construcción	Hombres	8
Diciembre 2013	201312	23	Bajo Martín	3	Construcción	Mujeres	1
Diciembre 2013	201312	23	Bajo Martín	4	Servicios	Hombres	30
Diciembre 2013	201312	23	Bajo Martín	4	Servicios	Mujeres	49
Diciembre 2013	201312	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Hombres	9
Diciembre 2013	201312	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Mujeres	1
Diciembre 2013	201312	24	Campo de Daroca	2	Industria y energía	Hombres	1
Diciembre 2013	201312	24	Campo de Daroca	2	Industria y energía	Mujeres	1
Diciembre 2013	201312	24	Campo de Daroca	3	Construcción	Hombres	1
Diciembre 2013	201312	24	Campo de Daroca	4	Servicios	Hombres	7
Diciembre 2013	201312	24	Campo de Daroca	4	Servicios	Mujeres	20
Diciembre 2013	201312	25	Jiloca	1	Agricultura, ganadería y pesca	Hombres	11
Diciembre 2013	201312	25	Jiloca	1	Agricultura, ganadería y pesca	Mujeres	1
Diciembre 2013	201312	25	Jiloca	2	Industria y energía	Hombres	3
Diciembre 2013	201312	25	Jiloca	2	Industria y energía	Mujeres	3
Diciembre 2013	201312	25	Jiloca	3	Construcción	Hombres	5
Diciembre 2013	201312	25	Jiloca	4	Servicios	Hombres	21
Diciembre 2013	201312	25	Jiloca	4	Servicios	Mujeres	30
Diciembre 2013	201312	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	Hombres	7
Diciembre 2013	201312	26	Cuencas Mineras	2	Industria y energía	Hombres	7
Diciembre 2013	201312	26	Cuencas Mineras	2	Industria y energía	Mujeres	3
Diciembre 2013	201312	26	Cuencas Mineras	3	Construcción	Hombres	4
Diciembre 2013	201312	26	Cuencas Mineras	4	Servicios	Hombres	13
Diciembre 2013	201312	26	Cuencas Mineras	4	Servicios	Mujeres	23
Diciembre 2013	201312	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	Hombres	6
Diciembre 2013	201312	27	Andorra-Sierra de Arcos	2	Industria y energía	Hombres	28
Diciembre 2013	201312	27	Andorra-Sierra de Arcos	2	Industria y energía	Mujeres	3
Diciembre 2013	201312	27	Andorra-Sierra de Arcos	3	Construcción	Hombres	16
Diciembre 2013	201312	27	Andorra-Sierra de Arcos	3	Construcción	Mujeres	1
Diciembre 2013	201312	27	Andorra-Sierra de Arcos	4	Servicios	Hombres	32
Diciembre 2013	201312	27	Andorra-Sierra de Arcos	4	Servicios	Mujeres	107
Diciembre 2013	201312	28	Bajo Aragón	1	Agricultura, ganadería y pesca	Hombres	44
Diciembre 2013	201312	28	Bajo Aragón	1	Agricultura, ganadería y pesca	Mujeres	4
Diciembre 2013	201312	28	Bajo Aragón	2	Industria y energía	Hombres	39
Diciembre 2013	201312	28	Bajo Aragón	2	Industria y energía	Mujeres	14
Diciembre 2013	201312	28	Bajo Aragón	3	Construcción	Hombres	41
Diciembre 2013	201312	28	Bajo Aragón	3	Construcción	Mujeres	4
Diciembre 2013	201312	28	Bajo Aragón	4	Servicios	Hombres	90
Diciembre 2013	201312	28	Bajo Aragón	4	Servicios	Mujeres	141
Diciembre 2013	201312	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	Hombres	45
Diciembre 2013	201312	29	Comunidad de Teruel	2	Industria y energía	Hombres	59
Diciembre 2013	201312	29	Comunidad de Teruel	2	Industria y energía	Mujeres	7
Diciembre 2013	201312	29	Comunidad de Teruel	3	Construcción	Hombres	58
Diciembre 2013	201312	29	Comunidad de Teruel	3	Construcción	Mujeres	2
Diciembre 2013	201312	29	Comunidad de Teruel	4	Servicios	Hombres	674
Diciembre 2013	201312	29	Comunidad de Teruel	4	Servicios	Mujeres	369
Diciembre 2013	201312	30	Maestrazgo	1	Agricultura, ganadería y pesca	Hombres	1
Diciembre 2013	201312	30	Maestrazgo	2	Industria y energía	Hombres	5
Diciembre 2013	201312	30	Maestrazgo	2	Industria y energía	Mujeres	2
Diciembre 2013	201312	30	Maestrazgo	3	Construcción	Hombres	3
Diciembre 2013	201312	30	Maestrazgo	4	Servicios	Hombres	12
Diciembre 2013	201312	30	Maestrazgo	4	Servicios	Mujeres	15
Diciembre 2013	201312	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	Hombres	6
Diciembre 2013	201312	31	Sierra de Albarracín	3	Construcción	Hombres	5
Diciembre 2013	201312	31	Sierra de Albarracín	3	Construcción	Mujeres	2
Diciembre 2013	201312	31	Sierra de Albarracín	4	Servicios	Hombres	17
Diciembre 2013	201312	31	Sierra de Albarracín	4	Servicios	Mujeres	18
Diciembre 2013	201312	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	Hombres	4
Diciembre 2013	201312	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	Mujeres	1
Diciembre 2013	201312	32	Gúdar-Javalambre	2	Industria y energía	Hombres	4
Diciembre 2013	201312	32	Gúdar-Javalambre	2	Industria y energía	Mujeres	4
Diciembre 2013	201312	32	Gúdar-Javalambre	3	Construcción	Hombres	5
Diciembre 2013	201312	32	Gúdar-Javalambre	4	Servicios	Hombres	253
Diciembre 2013	201312	32	Gúdar-Javalambre	4	Servicios	Mujeres	175
Diciembre 2013	201312	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	Hombres	17
Diciembre 2013	201312	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	Mujeres	1
Diciembre 2013	201312	33	Matarraña / Matarranya	2	Industria y energía	Hombres	14
Diciembre 2013	201312	33	Matarraña / Matarranya	2	Industria y energía	Mujeres	3
Diciembre 2013	201312	33	Matarraña / Matarranya	3	Construcción	Hombres	1
Diciembre 2013	201312	33	Matarraña / Matarranya	4	Servicios	Hombres	38
Diciembre 2013	201312	33	Matarraña / Matarranya	4	Servicios	Mujeres	41
Noviembre 2013	201311	01	La Jacetania	1	Agricultura, ganadería y pesca	Hombres	3
Noviembre 2013	201311	01	La Jacetania	2	Industria y energía	Hombres	1
Noviembre 2013	201311	01	La Jacetania	3	Construcción	Hombres	18
Noviembre 2013	201311	01	La Jacetania	3	Construcción	Mujeres	1
Noviembre 2013	201311	01	La Jacetania	4	Servicios	Hombres	98
Noviembre 2013	201311	01	La Jacetania	4	Servicios	Mujeres	158
Noviembre 2013	201311	02	Alto Gállego	1	Agricultura, ganadería y pesca	Hombres	7
Noviembre 2013	201311	02	Alto Gállego	2	Industria y energía	Hombres	8
Noviembre 2013	201311	02	Alto Gállego	2	Industria y energía	Mujeres	1
Noviembre 2013	201311	02	Alto Gállego	3	Construcción	Hombres	24
Noviembre 2013	201311	02	Alto Gállego	3	Construcción	Mujeres	1
Noviembre 2013	201311	02	Alto Gállego	4	Servicios	Hombres	174
Noviembre 2013	201311	02	Alto Gállego	4	Servicios	Mujeres	117
Noviembre 2013	201311	03	Sobrarbe	1	Agricultura, ganadería y pesca	Hombres	3
Noviembre 2013	201311	03	Sobrarbe	2	Industria y energía	Hombres	4
Noviembre 2013	201311	03	Sobrarbe	3	Construcción	Hombres	13
Noviembre 2013	201311	03	Sobrarbe	3	Construcción	Mujeres	1
Noviembre 2013	201311	03	Sobrarbe	4	Servicios	Hombres	39
Noviembre 2013	201311	03	Sobrarbe	4	Servicios	Mujeres	76
Noviembre 2013	201311	04	La Ribagorza	1	Agricultura, ganadería y pesca	Hombres	24
Noviembre 2013	201311	04	La Ribagorza	1	Agricultura, ganadería y pesca	Mujeres	4
Noviembre 2013	201311	04	La Ribagorza	2	Industria y energía	Hombres	9
Noviembre 2013	201311	04	La Ribagorza	2	Industria y energía	Mujeres	1
Noviembre 2013	201311	04	La Ribagorza	3	Construcción	Hombres	13
Noviembre 2013	201311	04	La Ribagorza	3	Construcción	Mujeres	1
Noviembre 2013	201311	04	La Ribagorza	4	Servicios	Hombres	42
Noviembre 2013	201311	04	La Ribagorza	4	Servicios	Mujeres	69
Noviembre 2013	201311	05	Cinco Villas	1	Agricultura, ganadería y pesca	Hombres	218
Noviembre 2013	201311	05	Cinco Villas	1	Agricultura, ganadería y pesca	Mujeres	44
Noviembre 2013	201311	05	Cinco Villas	2	Industria y energía	Hombres	28
Noviembre 2013	201311	05	Cinco Villas	2	Industria y energía	Mujeres	28
Noviembre 2013	201311	05	Cinco Villas	3	Construcción	Hombres	50
Noviembre 2013	201311	05	Cinco Villas	3	Construcción	Mujeres	1
Noviembre 2013	201311	05	Cinco Villas	4	Servicios	Hombres	107
Noviembre 2013	201311	05	Cinco Villas	4	Servicios	Mujeres	139
Noviembre 2013	201311	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Hombres	30
Noviembre 2013	201311	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Mujeres	4
Noviembre 2013	201311	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Hombres	64
Noviembre 2013	201311	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Mujeres	14
Noviembre 2013	201311	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Hombres	106
Noviembre 2013	201311	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Mujeres	3
Noviembre 2013	201311	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Hombres	466
Noviembre 2013	201311	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Mujeres	654
Noviembre 2013	201311	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Hombres	43
Noviembre 2013	201311	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Mujeres	1
Noviembre 2013	201311	07	Somontano de Barbastro	2	Industria y energía	Hombres	34
Noviembre 2013	201311	07	Somontano de Barbastro	2	Industria y energía	Mujeres	4
Noviembre 2013	201311	07	Somontano de Barbastro	3	Construcción	Hombres	23
Noviembre 2013	201311	07	Somontano de Barbastro	3	Construcción	Mujeres	1
Noviembre 2013	201311	07	Somontano de Barbastro	4	Servicios	Hombres	98
Noviembre 2013	201311	07	Somontano de Barbastro	4	Servicios	Mujeres	133
Noviembre 2013	201311	08	Cinca Medio	1	Agricultura, ganadería y pesca	Hombres	37
Noviembre 2013	201311	08	Cinca Medio	1	Agricultura, ganadería y pesca	Mujeres	6
Noviembre 2013	201311	08	Cinca Medio	2	Industria y energía	Hombres	44
Noviembre 2013	201311	08	Cinca Medio	2	Industria y energía	Mujeres	6
Noviembre 2013	201311	08	Cinca Medio	3	Construcción	Hombres	37
Noviembre 2013	201311	08	Cinca Medio	3	Construcción	Mujeres	1
Noviembre 2013	201311	08	Cinca Medio	4	Servicios	Hombres	145
Noviembre 2013	201311	08	Cinca Medio	4	Servicios	Mujeres	179
Noviembre 2013	201311	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Hombres	112
Noviembre 2013	201311	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Mujeres	23
Noviembre 2013	201311	09	La Litera / La Llitera	2	Industria y energía	Hombres	27
Noviembre 2013	201311	09	La Litera / La Llitera	2	Industria y energía	Mujeres	5
Noviembre 2013	201311	09	La Litera / La Llitera	3	Construcción	Hombres	43
Noviembre 2013	201311	09	La Litera / La Llitera	3	Construcción	Mujeres	3
Noviembre 2013	201311	09	La Litera / La Llitera	4	Servicios	Hombres	52
Noviembre 2013	201311	09	La Litera / La Llitera	4	Servicios	Mujeres	96
Noviembre 2013	201311	10	Los Monegros	1	Agricultura, ganadería y pesca	Hombres	38
Noviembre 2013	201311	10	Los Monegros	1	Agricultura, ganadería y pesca	Mujeres	37
Noviembre 2013	201311	10	Los Monegros	2	Industria y energía	Hombres	20
Noviembre 2013	201311	10	Los Monegros	2	Industria y energía	Mujeres	6
Noviembre 2013	201311	10	Los Monegros	3	Construcción	Hombres	21
Noviembre 2013	201311	10	Los Monegros	3	Construcción	Mujeres	5
Noviembre 2013	201311	10	Los Monegros	4	Servicios	Hombres	39
Noviembre 2013	201311	10	Los Monegros	4	Servicios	Mujeres	64
Noviembre 2013	201311	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Hombres	329
Noviembre 2013	201311	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Mujeres	30
Noviembre 2013	201311	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Hombres	39
Noviembre 2013	201311	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Mujeres	12
Noviembre 2013	201311	11	Bajo Cinca / Baix Cinca	3	Construcción	Hombres	24
Noviembre 2013	201311	11	Bajo Cinca / Baix Cinca	3	Construcción	Mujeres	1
Noviembre 2013	201311	11	Bajo Cinca / Baix Cinca	4	Servicios	Hombres	166
Noviembre 2013	201311	11	Bajo Cinca / Baix Cinca	4	Servicios	Mujeres	276
Noviembre 2013	201311	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Hombres	5
Noviembre 2013	201311	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Mujeres	2
Noviembre 2013	201311	12	Tarazona y el Moncayo	2	Industria y energía	Hombres	21
Noviembre 2013	201311	12	Tarazona y el Moncayo	2	Industria y energía	Mujeres	5
Noviembre 2013	201311	12	Tarazona y el Moncayo	3	Construcción	Hombres	6
Noviembre 2013	201311	12	Tarazona y el Moncayo	3	Construcción	Mujeres	2
Noviembre 2013	201311	12	Tarazona y el Moncayo	4	Servicios	Hombres	180
Noviembre 2013	201311	12	Tarazona y el Moncayo	4	Servicios	Mujeres	149
Noviembre 2013	201311	13	Campo de Borja	1	Agricultura, ganadería y pesca	Hombres	87
Noviembre 2013	201311	13	Campo de Borja	1	Agricultura, ganadería y pesca	Mujeres	16
Noviembre 2013	201311	13	Campo de Borja	2	Industria y energía	Hombres	35
Noviembre 2013	201311	13	Campo de Borja	2	Industria y energía	Mujeres	29
Noviembre 2013	201311	13	Campo de Borja	3	Construcción	Hombres	6
Noviembre 2013	201311	13	Campo de Borja	4	Servicios	Hombres	53
Noviembre 2013	201311	13	Campo de Borja	4	Servicios	Mujeres	69
Noviembre 2013	201311	14	Aranda	1	Agricultura, ganadería y pesca	Hombres	5
Noviembre 2013	201311	14	Aranda	2	Industria y energía	Hombres	49
Noviembre 2013	201311	14	Aranda	2	Industria y energía	Mujeres	40
Noviembre 2013	201311	14	Aranda	3	Construcción	Hombres	3
Noviembre 2013	201311	14	Aranda	4	Servicios	Hombres	28
Noviembre 2013	201311	14	Aranda	4	Servicios	Mujeres	20
Noviembre 2013	201311	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Hombres	52
Noviembre 2013	201311	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Mujeres	67
Noviembre 2013	201311	15	Ribera Alta del Ebro	2	Industria y energía	Hombres	51
Noviembre 2013	201311	15	Ribera Alta del Ebro	2	Industria y energía	Mujeres	14
Noviembre 2013	201311	15	Ribera Alta del Ebro	3	Construcción	Hombres	47
Noviembre 2013	201311	15	Ribera Alta del Ebro	3	Construcción	Mujeres	2
Noviembre 2013	201311	15	Ribera Alta del Ebro	4	Servicios	Hombres	304
Noviembre 2013	201311	15	Ribera Alta del Ebro	4	Servicios	Mujeres	158
Noviembre 2013	201311	16	Valdejalón	1	Agricultura, ganadería y pesca	Hombres	346
Noviembre 2013	201311	16	Valdejalón	1	Agricultura, ganadería y pesca	Mujeres	92
Noviembre 2013	201311	16	Valdejalón	2	Industria y energía	Hombres	47
Noviembre 2013	201311	16	Valdejalón	2	Industria y energía	Mujeres	11
Noviembre 2013	201311	16	Valdejalón	3	Construcción	Hombres	23
Noviembre 2013	201311	16	Valdejalón	3	Construcción	Mujeres	2
Noviembre 2013	201311	16	Valdejalón	4	Servicios	Hombres	714
Noviembre 2013	201311	16	Valdejalón	4	Servicios	Mujeres	374
Noviembre 2013	201311	17	Central	1	Agricultura, ganadería y pesca	Hombres	113
Noviembre 2013	201311	17	Central	1	Agricultura, ganadería y pesca	Mujeres	20
Noviembre 2013	201311	17	Central	2	Industria y energía	Hombres	897
Noviembre 2013	201311	17	Central	2	Industria y energía	Mujeres	299
Noviembre 2013	201311	17	Central	3	Construcción	Hombres	871
Noviembre 2013	201311	17	Central	3	Construcción	Mujeres	52
Noviembre 2013	201311	17	Central	4	Servicios	Hombres	6813
Noviembre 2013	201311	17	Central	4	Servicios	Mujeres	8488
Noviembre 2013	201311	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Hombres	65
Noviembre 2013	201311	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Mujeres	1
Noviembre 2013	201311	18	Ribera Baja del Ebro	2	Industria y energía	Hombres	21
Noviembre 2013	201311	18	Ribera Baja del Ebro	2	Industria y energía	Mujeres	3
Noviembre 2013	201311	18	Ribera Baja del Ebro	3	Construcción	Hombres	5
Noviembre 2013	201311	18	Ribera Baja del Ebro	3	Construcción	Mujeres	1
Noviembre 2013	201311	18	Ribera Baja del Ebro	4	Servicios	Hombres	49
Noviembre 2013	201311	18	Ribera Baja del Ebro	4	Servicios	Mujeres	51
Noviembre 2013	201311	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Hombres	119
Noviembre 2013	201311	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Mujeres	13
Noviembre 2013	201311	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Hombres	8
Noviembre 2013	201311	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Mujeres	18
Noviembre 2013	201311	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Hombres	23
Noviembre 2013	201311	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Hombres	62
Noviembre 2013	201311	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Mujeres	78
Noviembre 2013	201311	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Hombres	122
Noviembre 2013	201311	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Mujeres	9
Noviembre 2013	201311	20	Comunidad de Calatayud	2	Industria y energía	Hombres	27
Noviembre 2013	201311	20	Comunidad de Calatayud	2	Industria y energía	Mujeres	11
Noviembre 2013	201311	20	Comunidad de Calatayud	3	Construcción	Hombres	46
Noviembre 2013	201311	20	Comunidad de Calatayud	3	Construcción	Mujeres	2
Noviembre 2013	201311	20	Comunidad de Calatayud	4	Servicios	Hombres	192
Noviembre 2013	201311	20	Comunidad de Calatayud	4	Servicios	Mujeres	356
Noviembre 2013	201311	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Hombres	168
Noviembre 2013	201311	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Mujeres	33
Noviembre 2013	201311	21	Campo de Cariñena	2	Industria y energía	Hombres	321
