Municipio código	Municipio nombre	Corine Land Cover 2000 nivel 3 descripción	Superficie (has)
44125	Huesa del Común	Arrozales	0
44125	Huesa del Común	Bosque mixto	0
44125	Huesa del Común	Bosques de coníferas	223,102721
44125	Huesa del Común	Bosques de frondosas	442,444976
44125	Huesa del Común	Cursos de agua	0
44125	Huesa del Común	Escombreras y vertederos	0
44125	Huesa del Común	Espacios con vegetación escasa	0
44125	Huesa del Común	Frutales	0
44125	Huesa del Común	Glaciares y nieves permanentes	0
44125	Huesa del Común	Humedales y zonas pantanosas	0
44125	Huesa del Común	Instalaciones deportivas y recreativas	0
44125	Huesa del Común	Landas y matorrales mesófilos	0
44125	Huesa del Común	Láminas de agua	0
44125	Huesa del Común	Matorral boscoso de transición	491,634354
44125	Huesa del Común	Mosaico de cultivos	0
44125	Huesa del Común	Olivares	0
44125	Huesa del Común	Pastizales naturales	0
44125	Huesa del Común	Playas, dunas y arenales	0
44125	Huesa del Común	Prados y praderas	0
44125	Huesa del Común	Redes viarias, ferroviarias y terrenos asociados	0
44125	Huesa del Común	Roquedo	0
44125	Huesa del Común	Tejido urbano continuo	9,25752
44125	Huesa del Común	Tejido urbano discontinuo	0
44125	Huesa del Común	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	471,15473
44125	Huesa del Común	Terrenos regados permanentemente	514,545293
44125	Huesa del Común	Tierras de labor en secano	4233,578404
44125	Huesa del Común	Turberas y prados turbosos	0
44125	Huesa del Común	Vegetación esclerófila	5942,844243
44125	Huesa del Común	Viñedos	0
44125	Huesa del Común	Zonas de extracción minera	0
44125	Huesa del Común	Zonas en construcción	0
44125	Huesa del Común	Zonas industriales, comerciales y de transporte	0
44125	Huesa del Común	Zonas quemadas	0
44125	Huesa del Común	Zonas verdes urbanas	0
44126	Iglesuela del Cid (La)	Aeropuertos	0
44126	Iglesuela del Cid (La)	Arrozales	0
44126	Iglesuela del Cid (La)	Bosque mixto	329,183649
44126	Iglesuela del Cid (La)	Bosques de coníferas	1178,775984
44126	Iglesuela del Cid (La)	Bosques de frondosas	67,614573
44126	Iglesuela del Cid (La)	Cursos de agua	0
44126	Iglesuela del Cid (La)	Escombreras y vertederos	0
44126	Iglesuela del Cid (La)	Espacios con vegetación escasa	0
44126	Iglesuela del Cid (La)	Frutales	0
44126	Iglesuela del Cid (La)	Glaciares y nieves permanentes	0
44126	Iglesuela del Cid (La)	Humedales y zonas pantanosas	0
44126	Iglesuela del Cid (La)	Instalaciones deportivas y recreativas	0
44126	Iglesuela del Cid (La)	Landas y matorrales mesófilos	0
44126	Iglesuela del Cid (La)	Láminas de agua	0
44126	Iglesuela del Cid (La)	Matorral boscoso de transición	546,504996
44126	Iglesuela del Cid (La)	Mosaico de cultivos	744,68436
44126	Iglesuela del Cid (La)	Olivares	0
44126	Iglesuela del Cid (La)	Pastizales naturales	629,790936
44126	Iglesuela del Cid (La)	Playas, dunas y arenales	0
44126	Iglesuela del Cid (La)	Prados y praderas	0
44126	Iglesuela del Cid (La)	Redes viarias, ferroviarias y terrenos asociados	0
44126	Iglesuela del Cid (La)	Roquedo	0
44126	Iglesuela del Cid (La)	Tejido urbano continuo	43,347147
44126	Iglesuela del Cid (La)	Tejido urbano discontinuo	0
44126	Iglesuela del Cid (La)	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	58,988575
44126	Iglesuela del Cid (La)	Terrenos regados permanentemente	0
44126	Iglesuela del Cid (La)	Tierras de labor en secano	988,387399
44126	Iglesuela del Cid (La)	Turberas y prados turbosos	0
44126	Iglesuela del Cid (La)	Vegetación esclerófila	3459,461208
44126	Iglesuela del Cid (La)	Viñedos	0
44126	Iglesuela del Cid (La)	Zonas de extracción minera	11,141842
44126	Iglesuela del Cid (La)	Zonas en construcción	0
44126	Iglesuela del Cid (La)	Zonas industriales, comerciales y de transporte	0
44126	Iglesuela del Cid (La)	Zonas quemadas	0
44126	Iglesuela del Cid (La)	Zonas verdes urbanas	0
44127	Jabaloyas	Aeropuertos	0
44127	Jabaloyas	Arrozales	0
44127	Jabaloyas	Bosque mixto	318,45259
44127	Jabaloyas	Bosques de coníferas	6931,028243
44127	Jabaloyas	Bosques de frondosas	0
44127	Jabaloyas	Cursos de agua	0
44127	Jabaloyas	Escombreras y vertederos	0
44127	Jabaloyas	Espacios con vegetación escasa	0
44127	Jabaloyas	Frutales	0
44127	Jabaloyas	Glaciares y nieves permanentes	0
44127	Jabaloyas	Humedales y zonas pantanosas	0
44127	Jabaloyas	Instalaciones deportivas y recreativas	0
44127	Jabaloyas	Landas y matorrales mesófilos	0
44127	Jabaloyas	Láminas de agua	0
44127	Jabaloyas	Matorral boscoso de transición	2116,97924
44127	Jabaloyas	Mosaico de cultivos	0
44127	Jabaloyas	Olivares	0
44127	Jabaloyas	Pastizales naturales	651,421742
44127	Jabaloyas	Playas, dunas y arenales	0
44127	Jabaloyas	Prados y praderas	0
44127	Jabaloyas	Redes viarias, ferroviarias y terrenos asociados	0
44127	Jabaloyas	Roquedo	0
44127	Jabaloyas	Tejido urbano continuo	11,00507
44127	Jabaloyas	Tejido urbano discontinuo	0
44127	Jabaloyas	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	14,94568
44127	Jabaloyas	Terrenos regados permanentemente	0
44127	Jabaloyas	Tierras de labor en secano	890,748995
44127	Jabaloyas	Turberas y prados turbosos	0
44127	Jabaloyas	Vegetación esclerófila	1406,001881
44127	Jabaloyas	Viñedos	0
44127	Jabaloyas	Zonas de extracción minera	0
44127	Jabaloyas	Zonas en construcción	0
44127	Jabaloyas	Zonas industriales, comerciales y de transporte	0
44127	Jabaloyas	Zonas quemadas	0
44127	Jabaloyas	Zonas verdes urbanas	0
44128	Jarque de la Val	Aeropuertos	0
44128	Jarque de la Val	Arrozales	0
44128	Jarque de la Val	Bosque mixto	0
44128	Jarque de la Val	Bosques de coníferas	375,153729
44128	Jarque de la Val	Bosques de frondosas	0
44128	Jarque de la Val	Cursos de agua	0
44128	Jarque de la Val	Escombreras y vertederos	0
44128	Jarque de la Val	Espacios con vegetación escasa	83,50756
44128	Jarque de la Val	Frutales	0
44128	Jarque de la Val	Glaciares y nieves permanentes	0
44128	Jarque de la Val	Humedales y zonas pantanosas	0
44128	Jarque de la Val	Instalaciones deportivas y recreativas	0
44128	Jarque de la Val	Landas y matorrales mesófilos	0
44128	Jarque de la Val	Láminas de agua	0
44128	Jarque de la Val	Matorral boscoso de transición	0
44128	Jarque de la Val	Mosaico de cultivos	0
44128	Jarque de la Val	Olivares	0
44128	Jarque de la Val	Pastizales naturales	137,476301
44128	Jarque de la Val	Playas, dunas y arenales	0
44128	Jarque de la Val	Prados y praderas	0
44128	Jarque de la Val	Redes viarias, ferroviarias y terrenos asociados	0
44128	Jarque de la Val	Roquedo	0
44128	Jarque de la Val	Tejido urbano continuo	10,937221
44128	Jarque de la Val	Tejido urbano discontinuo	0
44128	Jarque de la Val	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	219,08868
44128	Jarque de la Val	Terrenos regados permanentemente	294,330257
44128	Jarque de la Val	Tierras de labor en secano	2816,560883
44128	Jarque de la Val	Turberas y prados turbosos	0
44128	Jarque de la Val	Vegetación esclerófila	1917,933236
44128	Jarque de la Val	Viñedos	0
44128	Jarque de la Val	Zonas de extracción minera	0
44128	Jarque de la Val	Zonas en construcción	0
44128	Jarque de la Val	Zonas industriales, comerciales y de transporte	0
44128	Jarque de la Val	Zonas quemadas	0
44128	Jarque de la Val	Zonas verdes urbanas	0
44129	Jatiel	Aeropuertos	0
44129	Jatiel	Arrozales	0
44129	Jatiel	Bosque mixto	0
44129	Jatiel	Bosques de coníferas	0
44129	Jatiel	Bosques de frondosas	0
44129	Jatiel	Cursos de agua	0
44129	Jatiel	Escombreras y vertederos	0
44129	Jatiel	Espacios con vegetación escasa	77,728002
44129	Jatiel	Frutales	0
44129	Jatiel	Glaciares y nieves permanentes	0
44129	Jatiel	Humedales y zonas pantanosas	0
44129	Jatiel	Instalaciones deportivas y recreativas	0
44129	Jatiel	Landas y matorrales mesófilos	0
44129	Jatiel	Láminas de agua	0
44129	Jatiel	Matorral boscoso de transición	0,542937
44129	Jatiel	Mosaico de cultivos	0
44129	Jatiel	Olivares	0
44129	Jatiel	Pastizales naturales	0
44129	Jatiel	Playas, dunas y arenales	0
44129	Jatiel	Prados y praderas	0
44129	Jatiel	Redes viarias, ferroviarias y terrenos asociados	0
44129	Jatiel	Roquedo	0
44129	Jatiel	Tejido urbano continuo	5,091086
44129	Jatiel	Tejido urbano discontinuo	0
44129	Jatiel	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	859,822099
44129	Jatiel	Terrenos regados permanentemente	226,782673
44129	Jatiel	Tierras de labor en secano	1001,455405
44129	Jatiel	Turberas y prados turbosos	0
44129	Jatiel	Vegetación esclerófila	3,483317
44129	Jatiel	Viñedos	0
44129	Jatiel	Zonas de extracción minera	0
44129	Jatiel	Zonas en construcción	0
44129	Jatiel	Zonas industriales, comerciales y de transporte	0
44129	Jatiel	Zonas quemadas	0
44129	Jatiel	Zonas verdes urbanas	0
44130	Jorcas	Aeropuertos	0
44130	Jorcas	Arrozales	0
44130	Jorcas	Bosque mixto	0
44130	Jorcas	Bosques de coníferas	0
44130	Jorcas	Bosques de frondosas	37,146031
44130	Jorcas	Cursos de agua	0
44130	Jorcas	Escombreras y vertederos	0
44130	Jorcas	Espacios con vegetación escasa	90,649929
44130	Jorcas	Frutales	0
44130	Jorcas	Glaciares y nieves permanentes	0
44130	Jorcas	Humedales y zonas pantanosas	0
44130	Jorcas	Instalaciones deportivas y recreativas	0
44130	Jorcas	Landas y matorrales mesófilos	0
44130	Jorcas	Láminas de agua	0
44130	Jorcas	Matorral boscoso de transición	245,851863
44130	Jorcas	Mosaico de cultivos	134,67523
44130	Jorcas	Olivares	0
44130	Jorcas	Pastizales naturales	1368,86471
44130	Jorcas	Playas, dunas y arenales	0
44130	Jorcas	Prados y praderas	0
44130	Jorcas	Redes viarias, ferroviarias y terrenos asociados	0
44130	Jorcas	Roquedo	0
44130	Jorcas	Tejido urbano continuo	11,418208
44130	Jorcas	Tejido urbano discontinuo	0
44130	Jorcas	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	142,261629
44130	Jorcas	Terrenos regados permanentemente	191,143761
44130	Jorcas	Tierras de labor en secano	2325,518483
44130	Jorcas	Turberas y prados turbosos	0
44130	Jorcas	Vegetación esclerófila	691,577244
44130	Jorcas	Viñedos	0
44130	Jorcas	Zonas de extracción minera	0
44130	Jorcas	Zonas en construcción	0
44130	Jorcas	Zonas industriales, comerciales y de transporte	0
44130	Jorcas	Zonas quemadas	0
44130	Jorcas	Zonas verdes urbanas	0
44131	Josa	Aeropuertos	0
44131	Josa	Arrozales	0
44131	Josa	Bosque mixto	0
44131	Josa	Bosques de coníferas	225,42489
44131	Josa	Bosques de frondosas	0
44131	Josa	Cursos de agua	0
44131	Josa	Escombreras y vertederos	0
44131	Josa	Espacios con vegetación escasa	0
44131	Josa	Frutales	0
44131	Josa	Glaciares y nieves permanentes	0
44131	Josa	Humedales y zonas pantanosas	0
44131	Josa	Instalaciones deportivas y recreativas	0
44131	Josa	Landas y matorrales mesófilos	0
44131	Josa	Láminas de agua	0
44131	Josa	Matorral boscoso de transición	714,503855
44131	Josa	Mosaico de cultivos	343,121369
44131	Josa	Olivares	0
44131	Josa	Pastizales naturales	61,730551
44131	Josa	Playas, dunas y arenales	0
44131	Josa	Prados y praderas	0
44131	Josa	Redes viarias, ferroviarias y terrenos asociados	0
44131	Josa	Roquedo	0
44131	Josa	Tejido urbano continuo	3,31248
44131	Josa	Tejido urbano discontinuo	0
44131	Josa	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	210,641361
44131	Josa	Terrenos regados permanentemente	61,902432
44131	Josa	Tierras de labor en secano	369,768158
44131	Josa	Turberas y prados turbosos	0
44131	Josa	Vegetación esclerófila	3653,393794
44131	Josa	Viñedos	0
44131	Josa	Zonas de extracción minera	0
44131	Josa	Zonas en construcción	0
44131	Josa	Zonas industriales, comerciales y de transporte	0
44131	Josa	Zonas quemadas	0
44131	Josa	Zonas verdes urbanas	0
44132	Lagueruela	Aeropuertos	0
44132	Lagueruela	Arrozales	0
44132	Lagueruela	Bosque mixto	0
44132	Lagueruela	Bosques de coníferas	142,534364
44132	Lagueruela	Bosques de frondosas	52,061527
44132	Lagueruela	Cursos de agua	0
44132	Lagueruela	Escombreras y vertederos	0
44132	Lagueruela	Espacios con vegetación escasa	0
44132	Lagueruela	Frutales	0
44132	Lagueruela	Glaciares y nieves permanentes	0
44132	Lagueruela	Humedales y zonas pantanosas	0
44132	Lagueruela	Instalaciones deportivas y recreativas	0
44132	Lagueruela	Landas y matorrales mesófilos	0
44132	Lagueruela	Láminas de agua	0
44132	Lagueruela	Matorral boscoso de transición	118,104626
44132	Lagueruela	Mosaico de cultivos	0
44132	Lagueruela	Olivares	0
44132	Lagueruela	Pastizales naturales	0
44132	Lagueruela	Playas, dunas y arenales	0
44132	Lagueruela	Prados y praderas	0
44132	Lagueruela	Redes viarias, ferroviarias y terrenos asociados	0
44132	Lagueruela	Roquedo	0
44132	Lagueruela	Tejido urbano continuo	5,476835
44132	Lagueruela	Tejido urbano discontinuo	0
44132	Lagueruela	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	0
44132	Lagueruela	Terrenos regados permanentemente	67,574998
44132	Lagueruela	Tierras de labor en secano	3762,889016
44132	Lagueruela	Turberas y prados turbosos	0
44132	Lagueruela	Vegetación esclerófila	1110,612195
44132	Lagueruela	Viñedos	0
44132	Lagueruela	Zonas de extracción minera	0
44132	Lagueruela	Zonas en construcción	0
44132	Lagueruela	Zonas industriales, comerciales y de transporte	0
44132	Lagueruela	Zonas quemadas	0
44132	Lagueruela	Zonas verdes urbanas	0
44133	Lanzuela	Aeropuertos	0
44133	Lanzuela	Arrozales	0
44133	Lanzuela	Bosque mixto	0
44133	Lanzuela	Bosques de coníferas	53,448876
44133	Lanzuela	Bosques de frondosas	394,547101
44133	Lanzuela	Cursos de agua	0
44133	Lanzuela	Escombreras y vertederos	0
44133	Lanzuela	Espacios con vegetación escasa	20,95772
44133	Lanzuela	Frutales	0
44133	Lanzuela	Glaciares y nieves permanentes	0
44133	Lanzuela	Humedales y zonas pantanosas	0
44133	Lanzuela	Instalaciones deportivas y recreativas	0
44133	Lanzuela	Landas y matorrales mesófilos	0
44133	Lanzuela	Láminas de agua	0
44133	Lanzuela	Matorral boscoso de transición	333,250317
44133	Lanzuela	Mosaico de cultivos	0
44133	Lanzuela	Olivares	0
44133	Lanzuela	Pastizales naturales	0
44133	Lanzuela	Playas, dunas y arenales	0
44133	Lanzuela	Prados y praderas	0
44133	Lanzuela	Redes viarias, ferroviarias y terrenos asociados	0
44133	Lanzuela	Roquedo	0
44133	Lanzuela	Tejido urbano continuo	8,674245
44133	Lanzuela	Tejido urbano discontinuo	0
44133	Lanzuela	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	0
44133	Lanzuela	Terrenos regados permanentemente	61,106827
44133	Lanzuela	Tierras de labor en secano	1004,999389
44133	Lanzuela	Turberas y prados turbosos	0
44133	Lanzuela	Vegetación esclerófila	964,903002
44133	Lanzuela	Viñedos	0
44133	Lanzuela	Zonas de extracción minera	0
44133	Lanzuela	Zonas en construcción	0
44133	Lanzuela	Zonas industriales, comerciales y de transporte	0
44133	Lanzuela	Zonas quemadas	0
44133	Lanzuela	Zonas verdes urbanas	0
44135	Libros	Aeropuertos	0
44135	Libros	Arrozales	0
44135	Libros	Bosque mixto	0
44135	Libros	Bosques de coníferas	620,152439
44135	Libros	Bosques de frondosas	0
44135	Libros	Cursos de agua	0
44135	Libros	Escombreras y vertederos	0
44135	Libros	Espacios con vegetación escasa	0
44135	Libros	Frutales	580,294571
44135	Libros	Glaciares y nieves permanentes	0
44135	Libros	Humedales y zonas pantanosas	0
44135	Libros	Instalaciones deportivas y recreativas	0
44135	Libros	Landas y matorrales mesófilos	0
44135	Libros	Láminas de agua	0
44135	Libros	Matorral boscoso de transición	745,226643
44135	Libros	Mosaico de cultivos	314,343112
44135	Libros	Olivares	0
44135	Libros	Pastizales naturales	0
44135	Libros	Playas, dunas y arenales	22,353175
44135	Libros	Prados y praderas	0
44135	Libros	Redes viarias, ferroviarias y terrenos asociados	0
44135	Libros	Roquedo	0
44135	Libros	Tejido urbano continuo	5,223522
44135	Libros	Tejido urbano discontinuo	11,356936
44135	Libros	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	985,006958
44135	Libros	Terrenos regados permanentemente	22,42514
44135	Libros	Tierras de labor en secano	120,168957
44135	Libros	Turberas y prados turbosos	0
44135	Libros	Vegetación esclerófila	4152,373901
44135	Libros	Viñedos	0
44135	Libros	Zonas de extracción minera	0
44135	Libros	Zonas en construcción	0
44135	Libros	Zonas industriales, comerciales y de transporte	0
44135	Libros	Zonas quemadas	0
44135	Libros	Zonas verdes urbanas	0
44136	Lidón	Aeropuertos	0
44136	Lidón	Arrozales	0
44136	Lidón	Bosque mixto	0
44136	Lidón	Bosques de coníferas	0
44136	Lidón	Bosques de frondosas	0
44136	Lidón	Cursos de agua	0
44136	Lidón	Escombreras y vertederos	0
44136	Lidón	Espacios con vegetación escasa	0
44136	Lidón	Frutales	0
44136	Lidón	Glaciares y nieves permanentes	0
44136	Lidón	Humedales y zonas pantanosas	0
44136	Lidón	Instalaciones deportivas y recreativas	0
44136	Lidón	Landas y matorrales mesófilos	0
44136	Lidón	Láminas de agua	0
44136	Lidón	Matorral boscoso de transición	696,078994
44136	Lidón	Mosaico de cultivos	0
44136	Lidón	Olivares	0
44136	Lidón	Pastizales naturales	2873,690921
44136	Lidón	Playas, dunas y arenales	0
44136	Lidón	Prados y praderas	0
44136	Lidón	Redes viarias, ferroviarias y terrenos asociados	0
44136	Lidón	Roquedo	0
44136	Lidón	Tejido urbano continuo	10,415035
44136	Lidón	Tejido urbano discontinuo	0
44136	Lidón	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	200,983963
44136	Lidón	Terrenos regados permanentemente	0
44136	Lidón	Tierras de labor en secano	3915,170897
44136	Lidón	Turberas y prados turbosos	0
44136	Lidón	Vegetación esclerófila	375,20862
44136	Lidón	Viñedos	0
44136	Lidón	Zonas de extracción minera	0
44136	Lidón	Zonas en construcción	0
44136	Lidón	Zonas industriales, comerciales y de transporte	0
44136	Lidón	Zonas quemadas	0
44136	Lidón	Zonas verdes urbanas	0
44137	Linares de Mora	Aeropuertos	0
44137	Linares de Mora	Arrozales	0
44137	Linares de Mora	Bosque mixto	0,9611
44137	Linares de Mora	Bosques de coníferas	11766,695
44137	Linares de Mora	Bosques de frondosas	1,895872
44137	Linares de Mora	Cursos de agua	0
44137	Linares de Mora	Escombreras y vertederos	0
44137	Linares de Mora	Espacios con vegetación escasa	0
44137	Linares de Mora	Frutales	0
44137	Linares de Mora	Glaciares y nieves permanentes	0
44137	Linares de Mora	Humedales y zonas pantanosas	0
44137	Linares de Mora	Instalaciones deportivas y recreativas	0
44137	Linares de Mora	Landas y matorrales mesófilos	0
44137	Linares de Mora	Láminas de agua	0
44137	Linares de Mora	Matorral boscoso de transición	4127,232065
44137	Linares de Mora	Mosaico de cultivos	1178,342632
44137	Linares de Mora	Olivares	0
44137	Linares de Mora	Pastizales naturales	2280,221615
44137	Linares de Mora	Playas, dunas y arenales	0
44137	Linares de Mora	Prados y praderas	0
44137	Linares de Mora	Redes viarias, ferroviarias y terrenos asociados	0
44137	Linares de Mora	Roquedo	0
44137	Linares de Mora	Tejido urbano continuo	4,808372
44137	Linares de Mora	Tejido urbano discontinuo	0
44137	Linares de Mora	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	670,191423
44137	Linares de Mora	Terrenos regados permanentemente	99,027241
44137	Linares de Mora	Tierras de labor en secano	736,071328
44137	Linares de Mora	Turberas y prados turbosos	0
44137	Linares de Mora	Vegetación esclerófila	2393,553242
44137	Linares de Mora	Viñedos	0
44137	Linares de Mora	Zonas de extracción minera	0
44137	Linares de Mora	Zonas en construcción	0
44137	Linares de Mora	Zonas industriales, comerciales y de transporte	0
44137	Linares de Mora	Zonas quemadas	0
44137	Linares de Mora	Zonas verdes urbanas	0
44138	Loscos	Aeropuertos	0
44138	Loscos	Arrozales	0
44138	Loscos	Bosque mixto	0
44138	Loscos	Bosques de coníferas	224,25842
44138	Loscos	Bosques de frondosas	2286,780023
44138	Loscos	Cursos de agua	0
44138	Loscos	Escombreras y vertederos	0
44138	Loscos	Espacios con vegetación escasa	0
44138	Loscos	Frutales	0
44138	Loscos	Glaciares y nieves permanentes	0
44138	Loscos	Humedales y zonas pantanosas	0
44138	Loscos	Instalaciones deportivas y recreativas	0
44138	Loscos	Landas y matorrales mesófilos	0
44138	Loscos	Láminas de agua	0
44138	Loscos	Matorral boscoso de transición	126,773839
44138	Loscos	Mosaico de cultivos	0
44138	Loscos	Olivares	0
44138	Loscos	Pastizales naturales	337,14476
44138	Loscos	Playas, dunas y arenales	0
44138	Loscos	Prados y praderas	0
44138	Loscos	Redes viarias, ferroviarias y terrenos asociados	0
44138	Loscos	Roquedo	0
44138	Loscos	Tejido urbano continuo	17,957424
44138	Loscos	Tejido urbano discontinuo	0
44138	Loscos	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	1499,11347
44138	Loscos	Terrenos regados permanentemente	6,869384
44138	Loscos	Tierras de labor en secano	7680,965813
44138	Loscos	Turberas y prados turbosos	0
44138	Loscos	Vegetación esclerófila	3395,384204
44138	Loscos	Viñedos	0
44138	Loscos	Zonas de extracción minera	0
44138	Loscos	Zonas en construcción	0
44138	Loscos	Zonas industriales, comerciales y de transporte	0
44138	Loscos	Zonas quemadas	0
44138	Loscos	Zonas verdes urbanas	0
44141	Lledó	Aeropuertos	0
44141	Lledó	Arrozales	0
44141	Lledó	Bosque mixto	0
44141	Lledó	Bosques de coníferas	1147,730321
44141	Lledó	Bosques de frondosas	0
44141	Lledó	Cursos de agua	0
44141	Lledó	Escombreras y vertederos	0
44141	Lledó	Espacios con vegetación escasa	0
44141	Lledó	Frutales	3,139606
44141	Lledó	Glaciares y nieves permanentes	0
44141	Lledó	Humedales y zonas pantanosas	0
44141	Lledó	Instalaciones deportivas y recreativas	0
44141	Lledó	Landas y matorrales mesófilos	0
44141	Lledó	Láminas de agua	0
44141	Lledó	Matorral boscoso de transición	0
44141	Lledó	Mosaico de cultivos	1685,268722
44141	Lledó	Olivares	0
44141	Lledó	Pastizales naturales	0
44141	Lledó	Playas, dunas y arenales	0
44141	Lledó	Prados y praderas	0
44141	Lledó	Redes viarias, ferroviarias y terrenos asociados	0
44141	Lledó	Roquedo	0
44141	Lledó	Tejido urbano continuo	2,656753
44141	Lledó	Tejido urbano discontinuo	0
44141	Lledó	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	96,431764
44141	Lledó	Terrenos regados permanentemente	0
44141	Lledó	Tierras de labor en secano	0
44141	Lledó	Turberas y prados turbosos	0
44141	Lledó	Vegetación esclerófila	0
44141	Lledó	Viñedos	191,026778
44141	Lledó	Zonas de extracción minera	0
44141	Lledó	Zonas en construcción	0
44141	Lledó	Zonas industriales, comerciales y de transporte	0
44141	Lledó	Zonas quemadas	0
44141	Lledó	Zonas verdes urbanas	0
44142	Maicas	Aeropuertos	0
44142	Maicas	Arrozales	0
44142	Maicas	Bosque mixto	0
44142	Maicas	Bosques de coníferas	74,316624
44142	Maicas	Bosques de frondosas	578,861606
44142	Maicas	Cursos de agua	0
44142	Maicas	Escombreras y vertederos	0
44142	Maicas	Espacios con vegetación escasa	0
44142	Maicas	Frutales	0
44142	Maicas	Glaciares y nieves permanentes	0
44142	Maicas	Humedales y zonas pantanosas	0
44142	Maicas	Instalaciones deportivas y recreativas	0
44142	Maicas	Landas y matorrales mesófilos	0
44142	Maicas	Láminas de agua	0
44142	Maicas	Matorral boscoso de transición	558,273656
44142	Maicas	Mosaico de cultivos	0
44142	Maicas	Olivares	0
44142	Maicas	Pastizales naturales	76,201868
44142	Maicas	Playas, dunas y arenales	0
44142	Maicas	Prados y praderas	0
44142	Maicas	Redes viarias, ferroviarias y terrenos asociados	0
44142	Maicas	Roquedo	0
44142	Maicas	Tejido urbano continuo	3,185443
44142	Maicas	Tejido urbano discontinuo	0
44142	Maicas	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	78,738506
44142	Maicas	Terrenos regados permanentemente	56,854073
44142	Maicas	Tierras de labor en secano	719,426324
44142	Maicas	Turberas y prados turbosos	0
44142	Maicas	Vegetación esclerófila	2801,727329
44142	Maicas	Viñedos	0
44142	Maicas	Zonas de extracción minera	0
44142	Maicas	Zonas en construcción	0
44142	Maicas	Zonas industriales, comerciales y de transporte	0
44142	Maicas	Zonas quemadas	0
44142	Maicas	Zonas verdes urbanas	0
44143	Manzanera	Aeropuertos	0
44143	Manzanera	Arrozales	0
44143	Manzanera	Bosque mixto	391,852788
44143	Manzanera	Bosques de coníferas	8603,78812
44143	Manzanera	Bosques de frondosas	3201,869761
44143	Manzanera	Cursos de agua	0
44143	Manzanera	Escombreras y vertederos	0
44143	Manzanera	Espacios con vegetación escasa	169,258258
44143	Manzanera	Frutales	0
44143	Manzanera	Glaciares y nieves permanentes	0
44143	Manzanera	Humedales y zonas pantanosas	0
44143	Manzanera	Instalaciones deportivas y recreativas	0
44143	Manzanera	Landas y matorrales mesófilos	0
44143	Manzanera	Láminas de agua	0
44143	Manzanera	Matorral boscoso de transición	6234,66211
44143	Manzanera	Mosaico de cultivos	200,546172
44143	Manzanera	Olivares	0
44143	Manzanera	Pastizales naturales	477,489535
44143	Manzanera	Playas, dunas y arenales	0
44143	Manzanera	Prados y praderas	0
44143	Manzanera	Redes viarias, ferroviarias y terrenos asociados	0
44143	Manzanera	Roquedo	0
44143	Manzanera	Tejido urbano continuo	32,214808
44143	Manzanera	Tejido urbano discontinuo	6,506264
44143	Manzanera	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	1505,732288
44143	Manzanera	Terrenos regados permanentemente	498,355158
44143	Manzanera	Tierras de labor en secano	2093,612179
44143	Manzanera	Turberas y prados turbosos	0
44143	Manzanera	Vegetación esclerófila	10307,043399
44143	Manzanera	Viñedos	0
44143	Manzanera	Zonas de extracción minera	0
44143	Manzanera	Zonas en construcción	0
44143	Manzanera	Zonas industriales, comerciales y de transporte	0
44143	Manzanera	Zonas quemadas	0
44143	Manzanera	Zonas verdes urbanas	0
44144	Martín del Río	Aeropuertos	0
44144	Martín del Río	Arrozales	0
44144	Martín del Río	Bosque mixto	13,946286
44144	Martín del Río	Bosques de coníferas	310,768179
44144	Martín del Río	Bosques de frondosas	1156,371333
44144	Martín del Río	Cursos de agua	0
44144	Martín del Río	Escombreras y vertederos	0
44144	Martín del Río	Espacios con vegetación escasa	0
44144	Martín del Río	Frutales	0
44144	Martín del Río	Glaciares y nieves permanentes	0
44144	Martín del Río	Humedales y zonas pantanosas	0
44144	Martín del Río	Instalaciones deportivas y recreativas	0
44144	Martín del Río	Landas y matorrales mesófilos	0
44144	Martín del Río	Láminas de agua	0
44144	Martín del Río	Matorral boscoso de transición	2703,586274
44144	Martín del Río	Mosaico de cultivos	109,717451
44144	Martín del Río	Olivares	0
44144	Martín del Río	Pastizales naturales	0
44144	Martín del Río	Playas, dunas y arenales	0
44144	Martín del Río	Prados y praderas	0
44144	Martín del Río	Redes viarias, ferroviarias y terrenos asociados	0
44144	Martín del Río	Roquedo	0
44144	Martín del Río	Tejido urbano continuo	18,031751
44144	Martín del Río	Tejido urbano discontinuo	0
