Municipio código	Municipio nombre	Vehículos en el hogar	Número hogares
50045	Belchite	1	263
50045	Belchite	2	128
50045	Belchite	3 o más	26
50046	Belmonte de Gracián	0	45
50046	Belmonte de Gracián	1	52
50046	Belmonte de Gracián	2	11
50046	Belmonte de Gracián	3 o más	3
50047	Berdejo	0	4
50047	Berdejo	1	16
50047	Berdejo	2	6
50048	Berrueco	0	7
50048	Berrueco	1	6
50048	Berrueco	2	2
50048	Berrueco	3 o más	1
50050	Bijuesca	0	29
50050	Bijuesca	1	15
50050	Bijuesca	2	6
50050	Bijuesca	3 o más	4
50051	Biota	0	157
50051	Biota	1	191
50051	Biota	2	93
50051	Biota	3 o más	15
50052	Bisimbre	0	15
50052	Bisimbre	1	25
50052	Bisimbre	2	8
50052	Bisimbre	3 o más	3
50053	Boquiñeni	0	128
50053	Boquiñeni	1	148
50053	Boquiñeni	2	72
50053	Boquiñeni	3 o más	16
50054	Bordalba	0	12
50054	Bordalba	1	15
50054	Bordalba	2	3
50054	Bordalba	3 o más	2
50055	Borja	0	473
50055	Borja	1	745
50055	Borja	2	292
50055	Borja	3 o más	47
50056	Botorrita	0	41
50056	Botorrita	1	95
50056	Botorrita	2	46
50056	Botorrita	3 o más	9
50057	Brea de Aragón	0	258
50057	Brea de Aragón	1	313
50057	Brea de Aragón	2	102
50057	Brea de Aragón	3 o más	14
50058	Bubierca	0	22
50058	Bubierca	1	19
50058	Bubierca	2	2
50058	Bubierca	3 o más	1
50059	Bujaraloz	0	101
50059	Bujaraloz	1	183
50059	Bujaraloz	2	58
50059	Bujaraloz	3 o más	8
50060	Bulbuente	0	57
50060	Bulbuente	1	31
50060	Bulbuente	2	20
50060	Bulbuente	3 o más	11
50061	Bureta	0	44
50061	Bureta	1	41
50061	Bureta	2	27
50061	Bureta	3 o más	8
50062	Burgo de Ebro (El)	0	139
50062	Burgo de Ebro (El)	1	276
50062	Burgo de Ebro (El)	2	154
50062	Burgo de Ebro (El)	3 o más	38
50063	Buste (El)	0	14
50063	Buste (El)	1	12
50063	Buste (El)	2	8
50063	Buste (El)	3 o más	5
50064	Cabañas de Ebro	0	62
50064	Cabañas de Ebro	1	84
50064	Cabañas de Ebro	2	41
50064	Cabañas de Ebro	3 o más	9
50065	Cabolafuente	0	5
50065	Cabolafuente	1	9
50065	Cabolafuente	2	3
50065	Cabolafuente	3 o más	2
50066	Cadrete	0	101
50066	Cadrete	1	310
50066	Cadrete	2	228
50066	Cadrete	3 o más	45
50067	Calatayud	0	2454
50067	Calatayud	1	2932
50067	Calatayud	2	926
50067	Calatayud	3 o más	159
50068	Calatorao	0	355
50068	Calatorao	1	433
50068	Calatorao	2	208
50068	Calatorao	3 o más	42
50069	Calcena	0	28
50069	Calcena	1	22
50069	Calcena	2	2
50069	Calcena	3 o más	2
50070	Calmarza	0	28
50070	Calmarza	1	9
50070	Calmarza	2	2
50070	Calmarza	3 o más	1
50071	Campillo de Aragón	0	39
50071	Campillo de Aragón	1	25
50071	Campillo de Aragón	2	10
50071	Campillo de Aragón	3 o más	2
50072	Carenas	0	50
50072	Carenas	1	34
50072	Carenas	2	13
50073	Cariñena	0	353
50073	Cariñena	1	429
50073	Cariñena	2	249
50073	Cariñena	3 o más	64
50074	Caspe	0	925
50074	Caspe	1	1413
50074	Caspe	2	442
50074	Caspe	3 o más	98
50075	Castejón de Alarba	0	27
50075	Castejón de Alarba	1	14
50075	Castejón de Alarba	3 o más	3
50076	Castejón de las Armas	0	23
50076	Castejón de las Armas	1	21
50076	Castejón de las Armas	2	9
50076	Castejón de las Armas	3 o más	4
50077	Castejón de Valdejasa	0	48
50077	Castejón de Valdejasa	1	49
50077	Castejón de Valdejasa	2	27
50077	Castejón de Valdejasa	3 o más	8
50078	Castiliscar	0	55
50078	Castiliscar	1	61
50078	Castiliscar	2	25
50078	Castiliscar	3 o más	8
50079	Cervera de la Cañada	0	66
50079	Cervera de la Cañada	1	48
50079	Cervera de la Cañada	2	18
50079	Cervera de la Cañada	3 o más	2
50080	Cerveruela	0	7
50080	Cerveruela	1	12
50080	Cerveruela	2	2
50081	Cetina	0	160
50081	Cetina	1	116
50081	Cetina	2	31
50081	Cetina	3 o más	5
50082	Cimballa	0	29
50082	Cimballa	1	25
50082	Cimballa	2	3
50082	Cimballa	3 o más	5
50083	Cinco Olivas	0	26
50083	Cinco Olivas	1	17
50083	Cinco Olivas	2	8
50083	Cinco Olivas	3 o más	4
50084	Clarés de Ribota	0	31
50084	Clarés de Ribota	1	16
50084	Clarés de Ribota	2	5
50084	Clarés de Ribota	3 o más	1
50085	Codo	0	52
50085	Codo	1	44
50085	Codo	2	15
50085	Codo	3 o más	3
50086	Codos	0	80
50086	Codos	1	44
50086	Codos	2	8
50086	Codos	3 o más	1
50087	Contamina	0	8
50087	Contamina	1	11
50087	Contamina	2	6
50087	Contamina	3 o más	1
50088	Cosuenda	0	74
50088	Cosuenda	1	58
50088	Cosuenda	2	22
50088	Cosuenda	3 o más	14
50089	Cuarte de Huerva	0	108
50089	Cuarte de Huerva	1	250
50089	Cuarte de Huerva	2	212
50089	Cuarte de Huerva	3 o más	50
50090	Cubel	0	28
50090	Cubel	1	38
50090	Cubel	2	12
50090	Cubel	3 o más	1
50091	Cuerlas (Las)	0	15
50091	Cuerlas (Las)	1	21
50091	Cuerlas (Las)	2	4
50091	Cuerlas (Las)	3 o más	1
50092	Chiprana	0	51
50092	Chiprana	1	68
50092	Chiprana	2	28
50092	Chiprana	3 o más	12
50093	Chodes	0	20
50093	Chodes	1	20
50093	Chodes	2	10
50093	Chodes	3 o más	1
50094	Daroca	0	307
50094	Daroca	1	382
50094	Daroca	2	138
50094	Daroca	3 o más	23
50095	Ejea de los Caballeros	0	1538
50095	Ejea de los Caballeros	1	2800
50095	Ejea de los Caballeros	2	940
50095	Ejea de los Caballeros	3 o más	201
50096	Embid de Ariza	0	13
50096	Embid de Ariza	1	15
50096	Embid de Ariza	2	1
50096	Embid de Ariza	3 o más	1
50098	Encinacorba	0	69
50098	Encinacorba	1	58
50098	Encinacorba	2	8
50098	Encinacorba	3 o más	1
50099	Épila	0	423
50099	Épila	1	643
50099	Épila	2	308
50099	Épila	3 o más	51
50100	Erla	0	58
50100	Erla	1	54
50100	Erla	2	38
50100	Erla	3 o más	15
50101	Escatrón	0	260
50101	Escatrón	1	233
50101	Escatrón	2	106
50101	Escatrón	3 o más	16
50102	Fabara	0	129
50102	Fabara	1	190
50102	Fabara	2	87
50102	Fabara	3 o más	31
50104	Farlete	0	36
50104	Farlete	1	65
50104	Farlete	2	33
50104	Farlete	3 o más	11
50105	Fayón	0	58
50105	Fayón	1	98
50105	Fayón	2	18
50105	Fayón	3 o más	1
50106	Fayos (Los)	0	42
50106	Fayos (Los)	1	23
50106	Fayos (Los)	2	9
50106	Fayos (Los)	3 o más	4
50107	Figueruelas	0	72
50107	Figueruelas	1	159
50107	Figueruelas	2	123
50107	Figueruelas	3 o más	17
50108	Fombuena	0	4
50108	Fombuena	1	1
50108	Fombuena	2	3
50108	Fombuena	3 o más	1
50109	Frago (El)	0	21
50109	Frago (El)	1	25
50109	Frago (El)	2	8
50109	Frago (El)	3 o más	5
50110	Frasno (El)	0	101
50110	Frasno (El)	1	86
50110	Frasno (El)	2	48
50110	Frasno (El)	3 o más	7
50111	Fréscano	0	25
50111	Fréscano	1	51
50111	Fréscano	2	16
50111	Fréscano	3 o más	5
50113	Fuendejalón	0	98
50113	Fuendejalón	1	116
50113	Fuendejalón	2	83
50113	Fuendejalón	3 o más	21
50114	Fuendetodos	0	20
50114	Fuendetodos	1	24
50114	Fuendetodos	2	16
50114	Fuendetodos	3 o más	4
50115	Fuentes de Ebro	0	349
50115	Fuentes de Ebro	1	597
50115	Fuentes de Ebro	2	389
50115	Fuentes de Ebro	3 o más	70
50116	Fuentes de Jiloca	0	68
50116	Fuentes de Jiloca	1	48
50116	Fuentes de Jiloca	2	25
50116	Fuentes de Jiloca	3 o más	3
50117	Gallocanta	0	21
50117	Gallocanta	1	28
50117	Gallocanta	2	12
50117	Gallocanta	3 o más	3
50118	Gallur	0	344
50118	Gallur	1	520
50118	Gallur	2	160
50118	Gallur	3 o más	28
50119	Gelsa	0	146
50119	Gelsa	1	208
50119	Gelsa	2	91
50119	Gelsa	3 o más	20
50120	Godojos	0	18
50120	Godojos	1	10
50120	Godojos	2	6
50120	Godojos	3 o más	1
50121	Gotor	0	47
50121	Gotor	1	64
50121	Gotor	2	34
50121	Gotor	3 o más	4
50122	Grisel	0	20
50122	Grisel	1	15
50122	Grisel	2	2
50123	Grisén	0	56
50123	Grisén	1	81
50123	Grisén	2	47
50123	Grisén	3 o más	3
50124	Herrera de los Navarros	0	99
50124	Herrera de los Navarros	1	94
50124	Herrera de los Navarros	2	49
50124	Herrera de los Navarros	3 o más	11
50125	Ibdes	0	109
50125	Ibdes	1	64
50125	Ibdes	2	32
50125	Ibdes	3 o más	8
50126	Illueca	0	334
50126	Illueca	1	526
50126	Illueca	2	195
50126	Illueca	3 o más	33
50128	Isuerre	0	4
50128	Isuerre	1	10
50128	Isuerre	2	8
50128	Isuerre	3 o más	2
50129	Jaraba	0	65
50129	Jaraba	1	49
50129	Jaraba	2	11
50129	Jaraba	3 o más	2
50130	Jarque	0	77
50130	Jarque	1	80
50130	Jarque	2	50
50130	Jarque	3 o más	5
50131	Jaulín	0	35
50131	Jaulín	1	54
50131	Jaulín	2	22
50131	Jaulín	3 o más	1
50132	Joyosa (La)	0	22
50132	Joyosa (La)	1	56
50132	Joyosa (La)	2	50
50132	Joyosa (La)	3 o más	11
50133	Lagata	0	36
50133	Lagata	1	40
50133	Lagata	2	1
50133	Lagata	3 o más	3
50134	Langa del Castillo	0	35
50134	Langa del Castillo	1	32
50134	Langa del Castillo	2	12
50134	Langa del Castillo	3 o más	1
50135	Layana	0	19
50135	Layana	1	17
50135	Layana	2	9
50135	Layana	3 o más	6
50136	Lécera	0	164
50136	Lécera	1	124
50136	Lécera	2	50
50136	Lécera	3 o más	15
50137	Leciñena	0	124
50137	Leciñena	1	172
50137	Leciñena	2	148
50137	Leciñena	3 o más	45
50138	Lechón	0	8
50138	Lechón	1	7
50138	Lechón	2	4
50138	Lechón	3 o más	3
50139	Letux	0	91
50139	Letux	1	80
50139	Letux	2	15
50139	Letux	3 o más	4
50140	Litago	0	33
50140	Litago	1	39
50140	Litago	2	7
50140	Litago	3 o más	4
50141	Lituénigo	0	23
50141	Lituénigo	1	15
50141	Lituénigo	2	8
50141	Lituénigo	3 o más	3
50142	Lobera de Onsella	0	18
50142	Lobera de Onsella	1	10
50142	Lobera de Onsella	2	3
50143	Longares	0	116
50143	Longares	1	121
50143	Longares	2	72
50143	Longares	3 o más	16
50144	Longás	0	6
50144	Longás	1	10
50144	Longás	2	2
50144	Longás	3 o más	2
50146	Lucena de Jalón	0	35
50146	Lucena de Jalón	1	34
50146	Lucena de Jalón	2	25
50146	Lucena de Jalón	3 o más	5
50147	Luceni	0	174
50147	Luceni	1	152
50147	Luceni	2	78
50147	Luceni	3 o más	11
50148	Luesia	0	60
50148	Luesia	1	60
50148	Luesia	2	26
50148	Luesia	3 o más	8
50149	Luesma	0	5
50149	Luesma	1	4
50149	Luesma	2	3
50149	Luesma	3 o más	1
50150	Lumpiaque	0	125
50150	Lumpiaque	1	161
50150	Lumpiaque	2	63
50150	Lumpiaque	3 o más	9
50151	Luna	0	160
50151	Luna	1	153
50151	Luna	2	65
50151	Luna	3 o más	11
50152	Maella	0	265
50152	Maella	1	277
50152	Maella	2	172
50152	Maella	3 o más	45
50153	Magallón	0	188
50153	Magallón	1	162
50153	Magallón	2	88
50153	Magallón	3 o más	25
50154	Mainar	0	15
50154	Mainar	1	30
50154	Mainar	2	20
50154	Mainar	3 o más	4
50155	Malanquilla	0	27
50155	Malanquilla	1	24
50155	Malanquilla	2	6
50155	Malanquilla	3 o más	9
50156	Maleján	0	42
50156	Maleján	1	48
50156	Maleján	2	23
50156	Maleján	3 o más	7
50157	Malón	0	61
50157	Malón	1	72
50157	Malón	2	28
50157	Malón	3 o más	7
50159	Maluenda	0	129
50159	Maluenda	1	140
50159	Maluenda	2	70
50159	Maluenda	3 o más	25
50160	Mallén	0	345
50160	Mallén	1	488
50160	Mallén	2	223
50160	Mallén	3 o más	66
50161	Manchones	0	31
50161	Manchones	1	18
50161	Manchones	2	8
50161	Manchones	3 o más	2
50162	Mara	0	29
50162	Mara	1	33
50162	Mara	2	24
50162	Mara	3 o más	1
50163	María de Huerva	0	77
50163	María de Huerva	1	242
50163	María de Huerva	2	179
50163	María de Huerva	3 o más	18
50164	Mediana de Aragón	0	70
50164	Mediana de Aragón	1	73
50164	Mediana de Aragón	2	35
50164	Mediana de Aragón	3 o más	7
50165	Mequinenza	0	207
50165	Mequinenza	1	395
50165	Mequinenza	2	259
50165	Mequinenza	3 o más	43
50166	Mesones de Isuela	0	65
50166	Mesones de Isuela	1	67
50166	Mesones de Isuela	3 o más	1
50167	Mezalocha	0	46
50167	Mezalocha	1	45
50167	Mezalocha	2	13
50167	Mezalocha	3 o más	3
50168	Mianos	0	8
50168	Mianos	1	7
50168	Mianos	2	2
50168	Mianos	3 o más	2
50169	Miedes de Aragón	0	79
50169	Miedes de Aragón	1	53
50169	Miedes de Aragón	2	41
50169	Miedes de Aragón	3 o más	9
50170	Monegrillo	0	42
50170	Monegrillo	1	52
50170	Monegrillo	2	53
50170	Monegrillo	3 o más	17
50171	Moneva	0	30
50171	Moneva	1	35
50171	Moneva	2	12
50171	Moneva	3 o más	3
50172	Monreal de Ariza	0	46
50172	Monreal de Ariza	1	42
50172	Monreal de Ariza	2	29
50172	Monreal de Ariza	3 o más	5
50173	Monterde	0	43
50173	Monterde	1	55
50173	Monterde	2	10
50173	Monterde	3 o más	8
50174	Montón	0	28
50174	Montón	1	20
50174	Montón	2	10
50174	Montón	3 o más	3
50175	Morata de Jalón	0	263
50175	Morata de Jalón	1	284
50175	Morata de Jalón	2	34
50175	Morata de Jalón	3 o más	10
50176	Morata de Jiloca	0	76
50176	Morata de Jiloca	1	41
50176	Morata de Jiloca	2	12
50176	Morata de Jiloca	3 o más	3
50177	Morés	0	97
50177	Morés	1	81
50177	Morés	2	13
50178	Moros	0	136
50178	Moros	1	59
50178	Moros	2	24
50178	Moros	3 o más	3
50179	Moyuela	0	86
50179	Moyuela	1	40
50179	Moyuela	2	13
50179	Moyuela	3 o más	8
50180	Mozota	0	16
50180	Mozota	1	22
50180	Mozota	2	4
50180	Mozota	3 o más	6
50181	Muel	0	131
50181	Muel	1	180
50181	Muel	2	90
50181	Muel	3 o más	19
50182	Muela (La)	0	97
50182	Muela (La)	1	332
50182	Muela (La)	2	187
50182	Muela (La)	3 o más	51
50183	Munébrega	0	80
50183	Munébrega	1	55
50183	Munébrega	2	43
50183	Munébrega	3 o más	4
50184	Murero	0	32
50184	Murero	1	21
50184	Murero	2	9
50184	Murero	3 o más	1
50185	Murillo de Gállego	0	32
50185	Murillo de Gállego	1	28
50185	Murillo de Gállego	2	15
50185	Murillo de Gállego	3 o más	2
50186	Navardún	0	8
50186	Navardún	1	9
50186	Navardún	2	6
50186	Navardún	3 o más	2
50187	Nigüella	0	20
50187	Nigüella	1	23
50187	Nigüella	3 o más	1
50188	Nombrevilla	0	9
50188	Nombrevilla	1	14
50188	Nombrevilla	2	4
50189	Nonaspe	0	170
50189	Nonaspe	1	174
50189	Nonaspe	2	64
50189	Nonaspe	3 o más	17
50190	Novallas	0	104
50190	Novallas	1	116
50190	Novallas	2	71
50190	Novallas	3 o más	14
50191	Novillas	0	71
50191	Novillas	1	104
50191	Novillas	2	61
50191	Novillas	3 o más	14
50192	Nuévalos	0	30
50192	Nuévalos	1	72
50192	Nuévalos	2	24
50192	Nuévalos	3 o más	9
50193	Nuez de Ebro	0	35
50193	Nuez de Ebro	1	103
50193	Nuez de Ebro	2	57
50193	Nuez de Ebro	3 o más	10
50194	Olvés	0	24
50194	Olvés	1	24
50194	Olvés	2	5
50194	Olvés	3 o más	5
50195	Orcajo	0	4
50195	Orcajo	1	16
50195	Orcajo	2	1
50196	Orera	0	28
50196	Orera	1	20
50196	Orera	2	3
50197	Orés	0	20
50197	Orés	1	22
50197	Orés	2	7
50197	Orés	3 o más	2
50198	Oseja	0	8
50198	Oseja	1	16
50199	Osera de Ebro	0	30
50199	Osera de Ebro	1	65
50199	Osera de Ebro	2	26
50199	Osera de Ebro	3 o más	6
50200	Paniza	0	89
50200	Paniza	1	155
50200	Paniza	2	18
50201	Paracuellos de Jiloca	0	69
50201	Paracuellos de Jiloca	1	73
50201	Paracuellos de Jiloca	2	38
50201	Paracuellos de Jiloca	3 o más	7
50202	Paracuellos de la Ribera	0	73
50202	Paracuellos de la Ribera	1	35
50202	Paracuellos de la Ribera	2	12
50203	Pastriz	0	83
50203	Pastriz	1	153
50203	Pastriz	2	120
50203	Pastriz	3 o más	25
50204	Pedrola	0	254
50204	Pedrola	1	443
50204	Pedrola	2	260
50204	Pedrola	3 o más	36
50205	Pedrosas (Las)	0	14
50205	Pedrosas (Las)	1	23
50205	Pedrosas (Las)	2	4
50205	Pedrosas (Las)	3 o más	3
50206	Perdiguera	0	50
50206	Perdiguera	1	95
50206	Perdiguera	2	47
50206	Perdiguera	3 o más	25
50207	Piedratajada	0	13
50207	Piedratajada	1	26
50207	Piedratajada	2	15
50207	Piedratajada	3 o más	2
50208	Pina de Ebro	0	209
50208	Pina de Ebro	1	472
50208	Pina de Ebro	2	177
50208	Pina de Ebro	3 o más	26
50209	Pinseque	0	132
50209	Pinseque	1	325
50209	Pinseque	2	199
50209	Pinseque	3 o más	35
50210	Pintanos (Los)	0	17
50210	Pintanos (Los)	1	14
50210	Pintanos (Los)	2	1
50210	Pintanos (Los)	3 o más	4
50211	Plasencia de Jalón	0	59
50211	Plasencia de Jalón	1	49
50211	Plasencia de Jalón	2	23
50211	Plasencia de Jalón	3 o más	15
50212	Pleitas	0	9
50212	Pleitas	1	5
50212	Pleitas	2	2
50212	Pleitas	3 o más	7
50213	Plenas	0	41
50213	Plenas	1	26
50213	Plenas	2	7
50213	Plenas	3 o más	1
50214	Pomer	0	9
50214	Pomer	1	13
50214	Pomer	2	1
50215	Pozuel de Ariza	0	2
50215	Pozuel de Ariza	1	5
50216	Pozuelo de Aragón	0	42
50216	Pozuelo de Aragón	1	37
50216	Pozuelo de Aragón	2	32
50216	Pozuelo de Aragón	3 o más	8
50217	Pradilla de Ebro	0	83
50217	Pradilla de Ebro	1	95
50217	Pradilla de Ebro	2	55
50217	Pradilla de Ebro	3 o más	10
50218	Puebla de Albortón	0	16
50218	Puebla de Albortón	1	38
50218	Puebla de Albortón	2	4
50218	Puebla de Albortón	3 o más	4
50219	Puebla de Alfindén (La)	0	145
50219	Puebla de Alfindén (La)	1	396
50219	Puebla de Alfindén (La)	2	259
50219	Puebla de Alfindén (La)	3 o más	40
50220	Puendeluna	0	10
50220	Puendeluna	1	14
50220	Puendeluna	2	3
50220	Puendeluna	3 o más	1
50221	Purujosa	0	1
50221	Purujosa	1	21
50221	Purujosa	2	3
50221	Purujosa	3 o más	2
50222	Quinto	0	236
50222	Quinto	1	352
50222	Quinto	2	151
50222	Quinto	3 o más	33
50223	Remolinos	0	167
50223	Remolinos	1	158
50223	Remolinos	2	106
50223	Remolinos	3 o más	37
50224	Retascón	0	9
50224	Retascón	1	17
50224	Retascón	2	6
50224	Retascón	3 o más	2
50225	Ricla	0	318
50225	Ricla	1	331
50225	Ricla	2	137
50225	Ricla	3 o más	40
50227	Romanos	0	16
50227	Romanos	1	21
50227	Romanos	2	9
50227	Romanos	3 o más	3
50228	Rueda de Jalón	0	56
50228	Rueda de Jalón	1	49
50228	Rueda de Jalón	2	28
50228	Rueda de Jalón	3 o más	10
50229	Ruesca	0	10
50229	Ruesca	1	12
50229	Ruesca	2	7
50229	Ruesca	3 o más	2
50230	Sádaba	0	227
50230	Sádaba	1	333
50230	Sádaba	2	74
50230	Sádaba	3 o más	15
50231	Salillas de Jalón	0	62
50231	Salillas de Jalón	1	68
50231	Salillas de Jalón	2	19
50231	Salillas de Jalón	3 o más	5
50232	Salvatierra de Esca	0	53
50232	Salvatierra de Esca	1	46
50232	Salvatierra de Esca	2	18
50232	Salvatierra de Esca	3 o más	5
50233	Samper del Salz	0	19
50233	Samper del Salz	1	31
50233	Samper del Salz	2	13
50233	Samper del Salz	3 o más	1
50234	San Martín de la Virgen de Moncayo	0	32
50234	San Martín de la Virgen de Moncayo	1	46
50234	San Martín de la Virgen de Moncayo	2	23
50234	San Martín de la Virgen de Moncayo	3 o más	7
50235	San Mateo de Gállego	0	206
50235	San Mateo de Gállego	1	365
50235	San Mateo de Gállego	2	197
50235	San Mateo de Gállego	3 o más	46
50236	Santa Cruz de Grío	0	46
50236	Santa Cruz de Grío	1	31
50236	Santa Cruz de Grío	2	10
50236	Santa Cruz de Grío	3 o más	3
50237	Santa Cruz de Moncayo	0	16
50237	Santa Cruz de Moncayo	1	15
50237	Santa Cruz de Moncayo	2	16
50237	Santa Cruz de Moncayo	3 o más	1
50238	Santa Eulalia de Gállego	0	24
50238	Santa Eulalia de Gállego	1	20
50238	Santa Eulalia de Gállego	2	11
50238	Santa Eulalia de Gállego	3 o más	5
50239	Santed	0	10
50239	Santed	1	16
50239	Santed	2	3
50239	Santed	3 o más	2
50240	Sástago	0	173
50240	Sástago	1	192
50240	Sástago	2	114
50240	Sástago	3 o más	50
50241	Saviñán	0	157
50241	Saviñán	1	117
50241	Saviñán	2	42
50241	Saviñán	3 o más	22
50242	Sediles	0	17
50242	Sediles	1	13
50242	Sediles	2	8
50242	Sediles	3 o más	4
50243	Sestrica	0	89
50243	Sestrica	1	64
50243	Sestrica	2	32
50243	Sestrica	3 o más	6
50244	Sierra de Luna	0	31
50244	Sierra de Luna	1	46
50244	Sierra de Luna	2	27
50244	Sierra de Luna	3 o más	3
50245	Sigüés	0	37
50245	Sigüés	1	28
50245	Sigüés	2	15
50245	Sigüés	3 o más	7
50246	Sisamón	0	15
50246	Sisamón	1	7
50246	Sisamón	2	6
50246	Sisamón	3 o más	2
50247	Sobradiel	0	43
50247	Sobradiel	1	85
50247	Sobradiel	2	87
50247	Sobradiel	3 o más	12
50248	Sos del Rey Católico	0	84
50248	Sos del Rey Católico	1	128
50248	Sos del Rey Católico	2	60
50248	Sos del Rey Católico	3 o más	20
50249	Tabuenca	0	66
50249	Tabuenca	1	69
50249	Tabuenca	2	37
50249	Tabuenca	3 o más	18
50250	Talamantes	0	17
50250	Talamantes	1	14
50250	Talamantes	2	2
50251	Tarazona	0	1256
50251	Tarazona	1	1737
50251	Tarazona	2	693
50251	Tarazona	3 o más	112
50252	Tauste	0	617
50252	Tauste	1	1208
50252	Tauste	2	511
50252	Tauste	3 o más	107
50253	Terrer	0	117
50253	Terrer	1	98
50253	Terrer	2	34
50253	Terrer	3 o más	11
50254	Tierga	0	38
50254	Tierga	1	38
50254	Tierga	2	16
50254	Tierga	3 o más	3
50255	Tobed	0	79
50255	Tobed	1	46
50255	Tobed	2	12
50255	Tobed	3 o más	4
50256	Torralba de los Frailes	0	15
50256	Torralba de los Frailes	1	18
50256	Torralba de los Frailes	2	3
50256	Torralba de los Frailes	3 o más	2
50257	Torralba de Ribota	0	44
50257	Torralba de Ribota	1	34
50257	Torralba de Ribota	2	9
50257	Torralba de Ribota	3 o más	2
50258	Torralbilla	0	23
50258	Torralbilla	1	13
50258	Torralbilla	2	4
50258	Torralbilla	3 o más	1
50259	Torrehermosa	0	20
50259	Torrehermosa	1	17
50259	Torrehermosa	2	5
50259	Torrehermosa	3 o más	3
50260	Torrelapaja	0	10
50260	Torrelapaja	1	11
50260	Torrelapaja	2	1
50261	Torrellas	0	50
50261	Torrellas	1	48
50261	Torrellas	2	20
50261	Torrellas	3 o más	13
50262	Torres de Berrellén	0	137
50262	Torres de Berrellén	1	191
50262	Torres de Berrellén	2	121
50262	Torres de Berrellén	3 o más	41
50263	Torrijo de la Cañada	0	109
50263	Torrijo de la Cañada	1	45
50263	Torrijo de la Cañada	2	19
50263	Torrijo de la Cañada	3 o más	5
50264	Tosos	0	51
50264	Tosos	1	26
50264	Tosos	2	8
50264	Tosos	3 o más	2
50265	Trasmoz	0	10
50265	Trasmoz	1	12
50265	Trasmoz	2	4
50265	Trasmoz	3 o más	2
50266	Trasobares	0	70
50266	Trasobares	1	34
50266	Trasobares	2	8
50266	Trasobares	3 o más	2
50267	Uncastillo	0	153
50267	Uncastillo	1	148
50267	Uncastillo	2	53
50267	Uncastillo	3 o más	14
50268	Undués de Lerda	0	6
50268	Undués de Lerda	1	15
50268	Undués de Lerda	2	1
50268	Undués de Lerda	3 o más	5
50269	Urrea de Jalón	0	39
50269	Urrea de Jalón	1	52
50269	Urrea de Jalón	2	26
50269	Urrea de Jalón	3 o más	9
50270	Urriés	0	12
50270	Urriés	1	21
50270	Urriés	2	2
50270	Urriés	3 o más	1
50271	Used	0	50
50271	Used	1	47
50271	Used	2	39
50271	Used	3 o más	3
50272	Utebo	0	757
50272	Utebo	1	2314
50272	Utebo	2	889
50272	Utebo	3 o más	145
50273	Valdehorna	0	12
50273	Valdehorna	1	8
50273	Valdehorna	2	5
50274	Val de San Martín	0	11
50274	Val de San Martín	1	17
50274	Val de San Martín	2	6
50274	Val de San Martín	3 o más	2
50275	Valmadrid	0	10
50275	Valmadrid	1	18
50275	Valmadrid	2	7
50276	Valpalmas	0	21
50276	Valpalmas	1	32
50276	Valpalmas	2	9
50276	Valpalmas	3 o más	8
50277	Valtorres	0	30
50277	Valtorres	1	12
50277	Valtorres	2	3
50278	Velilla de Ebro	0	39
50278	Velilla de Ebro	1	43
50278	Velilla de Ebro	2	18
50278	Velilla de Ebro	3 o más	7
50279	Velilla de Jiloca	0	25
50279	Velilla de Jiloca	1	19
50279	Velilla de Jiloca	2	5
50279	Velilla de Jiloca	3 o más	1
50280	Vera de Moncayo	0	71
50280	Vera de Moncayo	1	65
50280	Vera de Moncayo	2	39
50280	Vera de Moncayo	3 o más	5
50281	Vierlas	0	22
50281	Vierlas	1	14
50281	Vierlas	2	12
50281	Vierlas	3 o más	2
50282	Vilueña (La)	0	29
50282	Vilueña (La)	1	14
50282	Vilueña (La)	2	5
50282	Vilueña (La)	3 o más	1
50283	Villadoz	0	11
50283	Villadoz	1	12
50283	Villadoz	2	7
50283	Villadoz	3 o más	2
50284	Villafeliche	0	63
50284	Villafeliche	1	29
50284	Villafeliche	2	9
50284	Villafeliche	3 o más	4
50285	Villafranca de Ebro	0	62
50285	Villafranca de Ebro	1	110
50285	Villafranca de Ebro	2	65
50285	Villafranca de Ebro	3 o más	10
50286	Villalba de Perejil	0	21
50286	Villalba de Perejil	1	18
50286	Villalba de Perejil	2	5
50286	Villalba de Perejil	3 o más	1
50287	Villalengua	0	73
50287	Villalengua	1	56
50287	Villalengua	2	26
50287	Villalengua	3 o más	4
50288	Villanueva de Gállego	0	249
50288	Villanueva de Gállego	1	543
50288	Villanueva de Gállego	2	341
50288	Villanueva de Gállego	3 o más	44
50289	Villanueva de Jiloca	0	17
50289	Villanueva de Jiloca	1	20
50289	Villanueva de Jiloca	2	4
50290	Villanueva de Huerva	0	100
50290	Villanueva de Huerva	1	86
50290	Villanueva de Huerva	2	52
50290	Villanueva de Huerva	3 o más	15
50291	Villar de los Navarros	0	39
50291	Villar de los Navarros	1	25
50291	Villar de los Navarros	2	6
50291	Villar de los Navarros	3 o más	1
50292	Villarreal de Huerva	0	23
50292	Villarreal de Huerva	1	38
50292	Villarreal de Huerva	2	6
50292	Villarreal de Huerva	3 o más	6
50293	Villarroya de la Sierra	0	151
50293	Villarroya de la Sierra	1	112
50293	Villarroya de la Sierra	2	41
