Mes y año	'Aragón'	Nivel formativo grupo IAEST código	Nivel formativo grupo IAEST descripción	Sexo	Nº parados
Noviembre 2014	Aragón	31	Bachillerato	Mujeres	4845
Noviembre 2014	Aragón	32	Enseñanza media de formación profesional	Hombres	3479
Noviembre 2014	Aragón	32	Enseñanza media de formación profesional	Mujeres	4921
Noviembre 2014	Aragón	41	Enseñanza superior de formación profesional	Hombres	2458
Noviembre 2014	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3653
Noviembre 2014	Aragón	42	Enseñanza superior universitaria	Hombres	3331
Noviembre 2014	Aragón	42	Enseñanza superior universitaria	Mujeres	7132
Octubre 2014	Aragón	10	Educación Primaria o inferior	Hombres	10590
Octubre 2014	Aragón	10	Educación Primaria o inferior	Mujeres	9541
Octubre 2014	Aragón	20	Primera etapa de educación secundaria	Hombres	25873
Octubre 2014	Aragón	20	Primera etapa de educación secundaria	Mujeres	24333
Octubre 2014	Aragón	31	Bachillerato	Hombres	4108
Octubre 2014	Aragón	31	Bachillerato	Mujeres	5016
Octubre 2014	Aragón	32	Enseñanza media de formación profesional	Hombres	3607
Octubre 2014	Aragón	32	Enseñanza media de formación profesional	Mujeres	5086
Octubre 2014	Aragón	41	Enseñanza superior de formación profesional	Hombres	2617
Octubre 2014	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3795
Octubre 2014	Aragón	42	Enseñanza superior universitaria	Hombres	3577
Octubre 2014	Aragón	42	Enseñanza superior universitaria	Mujeres	7604
Septiembre 2014	Aragón	10	Educación Primaria o inferior	Hombres	10024
Septiembre 2014	Aragón	10	Educación Primaria o inferior	Mujeres	9079
Septiembre 2014	Aragón	20	Primera etapa de educación secundaria	Hombres	25157
Septiembre 2014	Aragón	20	Primera etapa de educación secundaria	Mujeres	23668
Septiembre 2014	Aragón	31	Bachillerato	Hombres	4098
Septiembre 2014	Aragón	31	Bachillerato	Mujeres	4996
Septiembre 2014	Aragón	32	Enseñanza media de formación profesional	Hombres	3494
Septiembre 2014	Aragón	32	Enseñanza media de formación profesional	Mujeres	4827
Septiembre 2014	Aragón	41	Enseñanza superior de formación profesional	Hombres	2662
Septiembre 2014	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3731
Septiembre 2014	Aragón	42	Enseñanza superior universitaria	Hombres	3558
Septiembre 2014	Aragón	42	Enseñanza superior universitaria	Mujeres	7610
Agosto 2014	Aragón	10	Educación Primaria o inferior	Hombres	9736
Agosto 2014	Aragón	10	Educación Primaria o inferior	Mujeres	8543
Agosto 2014	Aragón	20	Primera etapa de educación secundaria	Hombres	24613
Agosto 2014	Aragón	20	Primera etapa de educación secundaria	Mujeres	22981
Agosto 2014	Aragón	31	Bachillerato	Hombres	4127
Agosto 2014	Aragón	31	Bachillerato	Mujeres	4953
Agosto 2014	Aragón	32	Enseñanza media de formación profesional	Hombres	3407
Agosto 2014	Aragón	32	Enseñanza media de formación profesional	Mujeres	4514
Agosto 2014	Aragón	41	Enseñanza superior de formación profesional	Hombres	2645
Agosto 2014	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3638
Agosto 2014	Aragón	42	Enseñanza superior universitaria	Hombres	4287
Agosto 2014	Aragón	42	Enseñanza superior universitaria	Mujeres	9588
Julio 2014	Aragón	10	Educación Primaria o inferior	Hombres	9677
Julio 2014	Aragón	10	Educación Primaria o inferior	Mujeres	8618
Julio 2014	Aragón	20	Primera etapa de educación secundaria	Hombres	24791
Julio 2014	Aragón	20	Primera etapa de educación secundaria	Mujeres	23295
Julio 2014	Aragón	31	Bachillerato	Hombres	4106
Julio 2014	Aragón	31	Bachillerato	Mujeres	4896
Julio 2014	Aragón	32	Enseñanza media de formación profesional	Hombres	3356
Julio 2014	Aragón	32	Enseñanza media de formación profesional	Mujeres	4534
Julio 2014	Aragón	41	Enseñanza superior de formación profesional	Hombres	2479
Julio 2014	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3605
Julio 2014	Aragón	42	Enseñanza superior universitaria	Hombres	3936
Julio 2014	Aragón	42	Enseñanza superior universitaria	Mujeres	8860
Junio 2014	Aragón	10	Educación Primaria o inferior	Hombres	9587
Junio 2014	Aragón	10	Educación Primaria o inferior	Mujeres	8664
Junio 2014	Aragón	20	Primera etapa de educación secundaria	Hombres	24873
Junio 2014	Aragón	20	Primera etapa de educación secundaria	Mujeres	23544
Junio 2014	Aragón	31	Bachillerato	Hombres	3993
Junio 2014	Aragón	31	Bachillerato	Mujeres	4653
Junio 2014	Aragón	32	Enseñanza media de formación profesional	Hombres	3282
Junio 2014	Aragón	32	Enseñanza media de formación profesional	Mujeres	4742
Junio 2014	Aragón	41	Enseñanza superior de formación profesional	Hombres	2321
Junio 2014	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3424
Junio 2014	Aragón	42	Enseñanza superior universitaria	Hombres	3033
Junio 2014	Aragón	42	Enseñanza superior universitaria	Mujeres	6720
Mayo 2014	Aragón	10	Educación Primaria o inferior	Hombres	9900
Mayo 2014	Aragón	10	Educación Primaria o inferior	Mujeres	9085
Mayo 2014	Aragón	20	Primera etapa de educación secundaria	Hombres	25818
Mayo 2014	Aragón	20	Primera etapa de educación secundaria	Mujeres	24234
Mayo 2014	Aragón	31	Bachillerato	Hombres	4056
Mayo 2014	Aragón	31	Bachillerato	Mujeres	4745
Mayo 2014	Aragón	32	Enseñanza media de formación profesional	Hombres	3408
Mayo 2014	Aragón	32	Enseñanza media de formación profesional	Mujeres	5021
Mayo 2014	Aragón	41	Enseñanza superior de formación profesional	Hombres	2240
Mayo 2014	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3467
Mayo 2014	Aragón	42	Enseñanza superior universitaria	Hombres	3118
Mayo 2014	Aragón	42	Enseñanza superior universitaria	Mujeres	6850
Abril 2014	Aragón	10	Educación Primaria o inferior	Hombres	11012
Abril 2014	Aragón	10	Educación Primaria o inferior	Mujeres	9579
Abril 2014	Aragón	20	Primera etapa de educación secundaria	Hombres	27271
Abril 2014	Aragón	20	Primera etapa de educación secundaria	Mujeres	24665
Abril 2014	Aragón	31	Bachillerato	Hombres	4119
Abril 2014	Aragón	31	Bachillerato	Mujeres	4704
Abril 2014	Aragón	32	Enseñanza media de formación profesional	Hombres	3461
Abril 2014	Aragón	32	Enseñanza media de formación profesional	Mujeres	4988
Abril 2014	Aragón	41	Enseñanza superior de formación profesional	Hombres	2330
Abril 2014	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3426
Abril 2014	Aragón	42	Enseñanza superior universitaria	Hombres	3108
Abril 2014	Aragón	42	Enseñanza superior universitaria	Mujeres	6711
Marzo 2014	Aragón	10	Educación Primaria o inferior	Hombres	11497
Marzo 2014	Aragón	10	Educación Primaria o inferior	Mujeres	9946
Marzo 2014	Aragón	20	Primera etapa de educación secundaria	Hombres	28223
Marzo 2014	Aragón	20	Primera etapa de educación secundaria	Mujeres	25453
Marzo 2014	Aragón	31	Bachillerato	Hombres	4224
Marzo 2014	Aragón	31	Bachillerato	Mujeres	4904
Marzo 2014	Aragón	32	Enseñanza media de formación profesional	Hombres	3499
Marzo 2014	Aragón	32	Enseñanza media de formación profesional	Mujeres	5201
Marzo 2014	Aragón	41	Enseñanza superior de formación profesional	Hombres	2383
Marzo 2014	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3483
Marzo 2014	Aragón	42	Enseñanza superior universitaria	Hombres	3207
Marzo 2014	Aragón	42	Enseñanza superior universitaria	Mujeres	6842
Febrero 2014	Aragón	10	Educación Primaria o inferior	Hombres	11353
Febrero 2014	Aragón	10	Educación Primaria o inferior	Mujeres	9692
Febrero 2014	Aragón	20	Primera etapa de educación secundaria	Hombres	28607
Febrero 2014	Aragón	20	Primera etapa de educación secundaria	Mujeres	25423
Febrero 2014	Aragón	31	Bachillerato	Hombres	4306
Febrero 2014	Aragón	31	Bachillerato	Mujeres	5027
Febrero 2014	Aragón	32	Enseñanza media de formación profesional	Hombres	3699
Febrero 2014	Aragón	32	Enseñanza media de formación profesional	Mujeres	5214
Febrero 2014	Aragón	41	Enseñanza superior de formación profesional	Hombres	2459
Febrero 2014	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3599
Febrero 2014	Aragón	42	Enseñanza superior universitaria	Hombres	3295
Febrero 2014	Aragón	42	Enseñanza superior universitaria	Mujeres	7100
Enero 2014	Aragón	10	Educación Primaria o inferior	Hombres	11326
Enero 2014	Aragón	10	Educación Primaria o inferior	Mujeres	9486
Enero 2014	Aragón	20	Primera etapa de educación secundaria	Hombres	29482
Enero 2014	Aragón	20	Primera etapa de educación secundaria	Mujeres	25793
Enero 2014	Aragón	31	Bachillerato	Hombres	4716
Enero 2014	Aragón	31	Bachillerato	Mujeres	5452
Enero 2014	Aragón	32	Enseñanza media de formación profesional	Hombres	4113
Enero 2014	Aragón	32	Enseñanza media de formación profesional	Mujeres	5607
Enero 2014	Aragón	41	Enseñanza superior de formación profesional	Hombres	2941
Enero 2014	Aragón	41	Enseñanza superior de formación profesional	Mujeres	4090
Enero 2014	Aragón	42	Enseñanza superior universitaria	Hombres	3748
Enero 2014	Aragón	42	Enseñanza superior universitaria	Mujeres	8065
Diciembre 2013	Aragón	10	Educación Primaria o inferior	Hombres	10996
Diciembre 2013	Aragón	10	Educación Primaria o inferior	Mujeres	9074
Diciembre 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	29092
Diciembre 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	24873
Diciembre 2013	Aragón	31	Bachillerato	Hombres	4625
Diciembre 2013	Aragón	31	Bachillerato	Mujeres	5231
Diciembre 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3969
Diciembre 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	5087
Diciembre 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2854
Diciembre 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3799
Diciembre 2013	Aragón	42	Enseñanza superior universitaria	Hombres	3670
Diciembre 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	7562
Noviembre 2013	Aragón	10	Educación Primaria o inferior	Hombres	10908
Noviembre 2013	Aragón	10	Educación Primaria o inferior	Mujeres	9120
Noviembre 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	29384
Noviembre 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	25799
Noviembre 2013	Aragón	31	Bachillerato	Hombres	4696
Noviembre 2013	Aragón	31	Bachillerato	Mujeres	5425
Noviembre 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3985
Noviembre 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	5420
Noviembre 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2890
Noviembre 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3965
Noviembre 2013	Aragón	42	Enseñanza superior universitaria	Hombres	3783
Noviembre 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	7882
Octubre 2013	Aragón	10	Educación Primaria o inferior	Hombres	10511
Octubre 2013	Aragón	10	Educación Primaria o inferior	Mujeres	8611
Octubre 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	29859
Octubre 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	26200
Octubre 2013	Aragón	31	Bachillerato	Hombres	4745
Octubre 2013	Aragón	31	Bachillerato	Mujeres	5551
Octubre 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3975
Octubre 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	5473
Octubre 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2929
Octubre 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	4088
Octubre 2013	Aragón	42	Enseñanza superior universitaria	Hombres	3923
Octubre 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	8175
Septiembre 2013	Aragón	10	Educación Primaria o inferior	Hombres	9758
Septiembre 2013	Aragón	10	Educación Primaria o inferior	Mujeres	7656
Septiembre 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	29347
Septiembre 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	25630
Septiembre 2013	Aragón	31	Bachillerato	Hombres	4624
Septiembre 2013	Aragón	31	Bachillerato	Mujeres	5434
Septiembre 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3734
Septiembre 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	5133
Septiembre 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2788
Septiembre 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3963
Septiembre 2013	Aragón	42	Enseñanza superior universitaria	Hombres	3977
Septiembre 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	8224
Agosto 2013	Aragón	10	Educación Primaria o inferior	Hombres	9523
Agosto 2013	Aragón	10	Educación Primaria o inferior	Mujeres	7355
Agosto 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	28942
Agosto 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	24911
Agosto 2013	Aragón	31	Bachillerato	Hombres	4604
Agosto 2013	Aragón	31	Bachillerato	Mujeres	5404
Agosto 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3574
Agosto 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	4746
Agosto 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2787
Agosto 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3918
Agosto 2013	Aragón	42	Enseñanza superior universitaria	Hombres	4622
Agosto 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	10107
Julio 2013	Aragón	10	Educación Primaria o inferior	Hombres	9550
Julio 2013	Aragón	10	Educación Primaria o inferior	Mujeres	7412
Julio 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	29084
Julio 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	25154
Julio 2013	Aragón	31	Bachillerato	Hombres	4569
Julio 2013	Aragón	31	Bachillerato	Mujeres	5313
Julio 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3586
Julio 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	4772
Julio 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2761
Julio 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3855
Julio 2013	Aragón	42	Enseñanza superior universitaria	Hombres	4432
Julio 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	9774
Junio 2013	Aragón	10	Educación Primaria o inferior	Hombres	9649
Junio 2013	Aragón	10	Educación Primaria o inferior	Mujeres	7512
Junio 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	30096
Junio 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	26062
Junio 2013	Aragón	31	Bachillerato	Hombres	4606
Junio 2013	Aragón	31	Bachillerato	Mujeres	5177
Junio 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3761
Junio 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	5184
Junio 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2742
Junio 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3938
Junio 2013	Aragón	42	Enseñanza superior universitaria	Hombres	3655
Junio 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	7647
Mayo 2013	Aragón	10	Educación Primaria o inferior	Hombres	10177
Mayo 2013	Aragón	10	Educación Primaria o inferior	Mujeres	7866
Mayo 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	31660
Mayo 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	26704
Mayo 2013	Aragón	31	Bachillerato	Hombres	4851
Mayo 2013	Aragón	31	Bachillerato	Mujeres	5338
Mayo 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3949
Mayo 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	5502
Mayo 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2796
Mayo 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	4060
Mayo 2013	Aragón	42	Enseñanza superior universitaria	Hombres	3858
Mayo 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	8002
Abril 2013	Aragón	10	Educación Primaria o inferior	Hombres	11126
Abril 2013	Aragón	10	Educación Primaria o inferior	Mujeres	8271
Abril 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	32508
Abril 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	26935
Abril 2013	Aragón	31	Bachillerato	Hombres	4732
Abril 2013	Aragón	31	Bachillerato	Mujeres	5302
Abril 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3923
Abril 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	5532
Abril 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2730
Abril 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3987
Abril 2013	Aragón	42	Enseñanza superior universitaria	Hombres	3809
Abril 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	7858
Marzo 2013	Aragón	10	Educación Primaria o inferior	Hombres	11305
Marzo 2013	Aragón	10	Educación Primaria o inferior	Mujeres	8440
Marzo 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	32821
Marzo 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	26832
Marzo 2013	Aragón	31	Bachillerato	Hombres	4712
Marzo 2013	Aragón	31	Bachillerato	Mujeres	5223
Marzo 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3861
Marzo 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	5483
Marzo 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2663
Marzo 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3883
Marzo 2013	Aragón	42	Enseñanza superior universitaria	Hombres	3770
Marzo 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	7862
Febrero 2013	Aragón	10	Educación Primaria o inferior	Hombres	11202
Febrero 2013	Aragón	10	Educación Primaria o inferior	Mujeres	8401
Febrero 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	32577
Febrero 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	26800
Febrero 2013	Aragón	31	Bachillerato	Hombres	4703
Febrero 2013	Aragón	31	Bachillerato	Mujeres	5195
Febrero 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3833
Febrero 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	5450
Febrero 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2618
Febrero 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3843
Febrero 2013	Aragón	42	Enseñanza superior universitaria	Hombres	3727
Febrero 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	7824
Enero 2013	Aragón	10	Educación Primaria o inferior	Hombres	11016
Enero 2013	Aragón	10	Educación Primaria o inferior	Mujeres	8223
Enero 2013	Aragón	20	Primera etapa de educación secundaria	Hombres	32028
Enero 2013	Aragón	20	Primera etapa de educación secundaria	Mujeres	26476
Enero 2013	Aragón	31	Bachillerato	Hombres	4658
Enero 2013	Aragón	31	Bachillerato	Mujeres	5098
Enero 2013	Aragón	32	Enseñanza media de formación profesional	Hombres	3742
Enero 2013	Aragón	32	Enseñanza media de formación profesional	Mujeres	5323
Enero 2013	Aragón	41	Enseñanza superior de formación profesional	Hombres	2625
Enero 2013	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3815
Enero 2013	Aragón	42	Enseñanza superior universitaria	Hombres	3768
Enero 2013	Aragón	42	Enseñanza superior universitaria	Mujeres	7933
Diciembre 2012	Aragón	10	Educación Primaria o inferior	Hombres	10675
Diciembre 2012	Aragón	10	Educación Primaria o inferior	Mujeres	8025
Diciembre 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	30977
Diciembre 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	25607
Diciembre 2012	Aragón	31	Bachillerato	Hombres	4525
Diciembre 2012	Aragón	31	Bachillerato	Mujeres	5017
Diciembre 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3674
Diciembre 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	4840
Diciembre 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2616
Diciembre 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3600
Diciembre 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3628
Diciembre 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	7337
Noviembre 2012	Aragón	10	Educación Primaria o inferior	Hombres	10731
Noviembre 2012	Aragón	10	Educación Primaria o inferior	Mujeres	8149
Noviembre 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	30692
Noviembre 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	26085
Noviembre 2012	Aragón	31	Bachillerato	Hombres	4547
Noviembre 2012	Aragón	31	Bachillerato	Mujeres	5105
Noviembre 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3623
Noviembre 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	5119
Noviembre 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2576
Noviembre 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3696
Noviembre 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3595
Noviembre 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	7518
Octubre 2012	Aragón	10	Educación Primaria o inferior	Hombres	10627
Octubre 2012	Aragón	10	Educación Primaria o inferior	Mujeres	7781
Octubre 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	30415
Octubre 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	25615
Octubre 2012	Aragón	31	Bachillerato	Hombres	4596
Octubre 2012	Aragón	31	Bachillerato	Mujeres	5184
Octubre 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3589
Octubre 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	5067
Octubre 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2598
Octubre 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3791
Octubre 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3710
Octubre 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	7788
Septiembre 2012	Aragón	10	Educación Primaria o inferior	Hombres	10052
Septiembre 2012	Aragón	10	Educación Primaria o inferior	Mujeres	7443
Septiembre 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	29076
Septiembre 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	24880
Septiembre 2012	Aragón	31	Bachillerato	Hombres	4559
Septiembre 2012	Aragón	31	Bachillerato	Mujeres	5163
Septiembre 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3429
Septiembre 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	4667
Septiembre 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2503
Septiembre 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3689
Septiembre 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3705
Septiembre 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	7664
Agosto 2012	Aragón	10	Educación Primaria o inferior	Hombres	9775
Agosto 2012	Aragón	10	Educación Primaria o inferior	Mujeres	7129
Agosto 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	28572
Agosto 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	24475
Agosto 2012	Aragón	31	Bachillerato	Hombres	4466
Agosto 2012	Aragón	31	Bachillerato	Mujeres	5133
Agosto 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3320
Agosto 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	4483
Agosto 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2432
Agosto 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3678
Agosto 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3534
Agosto 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	7372
Julio 2012	Aragón	10	Educación Primaria o inferior	Hombres	9922
Julio 2012	Aragón	10	Educación Primaria o inferior	Mujeres	7148
Julio 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	28651
Julio 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	24673
Julio 2012	Aragón	31	Bachillerato	Hombres	4435
Julio 2012	Aragón	31	Bachillerato	Mujeres	5035
Julio 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3304
Julio 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	4357
Julio 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2385
Julio 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3562
Julio 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3339
Julio 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	6973
Junio 2012	Aragón	10	Educación Primaria o inferior	Hombres	9908
Junio 2012	Aragón	10	Educación Primaria o inferior	Mujeres	7327
Junio 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	29090
Junio 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	25421
Junio 2012	Aragón	31	Bachillerato	Hombres	4373
Junio 2012	Aragón	31	Bachillerato	Mujeres	5008
Junio 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3456
Junio 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	4634
Junio 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2364
Junio 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3501
Junio 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3148
Junio 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	6629
Mayo 2012	Aragón	10	Educación Primaria o inferior	Hombres	10173
Mayo 2012	Aragón	10	Educación Primaria o inferior	Mujeres	7607
Mayo 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	29896
Mayo 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	25769
Mayo 2012	Aragón	31	Bachillerato	Hombres	4601
Mayo 2012	Aragón	31	Bachillerato	Mujeres	5224
Mayo 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3494
Mayo 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	4935
Mayo 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2393
Mayo 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3609
Mayo 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3248
Mayo 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	6953
Abril 2012	Aragón	10	Educación Primaria o inferior	Hombres	11206
Abril 2012	Aragón	10	Educación Primaria o inferior	Mujeres	8017
Abril 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	30582
Abril 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	25667
Abril 2012	Aragón	31	Bachillerato	Hombres	4476
Abril 2012	Aragón	31	Bachillerato	Mujeres	5101
Abril 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3474
Abril 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	4809
Abril 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2325
Abril 2012	Aragón	41	Enseñanza superior de formación profesional	Mujeres	3502
Abril 2012	Aragón	42	Enseñanza superior universitaria	Hombres	3133
Abril 2012	Aragón	42	Enseñanza superior universitaria	Mujeres	6570
Marzo 2012	Aragón	10	Educación Primaria o inferior	Hombres	11262
Marzo 2012	Aragón	10	Educación Primaria o inferior	Mujeres	8040
Marzo 2012	Aragón	20	Primera etapa de educación secundaria	Hombres	30970
Marzo 2012	Aragón	20	Primera etapa de educación secundaria	Mujeres	25769
Marzo 2012	Aragón	31	Bachillerato	Hombres	4476
Marzo 2012	Aragón	31	Bachillerato	Mujeres	5097
Marzo 2012	Aragón	32	Enseñanza media de formación profesional	Hombres	3537
Marzo 2012	Aragón	32	Enseñanza media de formación profesional	Mujeres	4742
Marzo 2012	Aragón	41	Enseñanza superior de formación profesional	Hombres	2335
