Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Grupo de tipo de jornada	CCAA nombre
Diciembre 2010	201012	Diciembre	2010	Mujeres	6498	2 - Jornada Parcial	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	145	3 - Fijos Discontinuos	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	106	3 - Fijos Discontinuos	Aragón
Noviembre 2010	201011	Noviembre	2010	Hombres	12786	1 - Jornada Completa	Aragón
Noviembre 2010	201011	Noviembre	2010	Mujeres	7099	1 - Jornada Completa	Aragón
Noviembre 2010	201011	Noviembre	2010	Hombres	4397	2 - Jornada Parcial	Aragón
Noviembre 2010	201011	Noviembre	2010	Mujeres	7331	2 - Jornada Parcial	Aragón
Noviembre 2010	201011	Noviembre	2010	Hombres	88	3 - Fijos Discontinuos	Aragón
Noviembre 2010	201011	Noviembre	2010	Mujeres	177	3 - Fijos Discontinuos	Aragón
Octubre 2010	201010	Octubre	2010	Hombres	13583	1 - Jornada Completa	Aragón
Octubre 2010	201010	Octubre	2010	Mujeres	8059	1 - Jornada Completa	Aragón
Octubre 2010	201010	Octubre	2010	Hombres	5183	2 - Jornada Parcial	Aragón
Octubre 2010	201010	Octubre	2010	Mujeres	8166	2 - Jornada Parcial	Aragón
Octubre 2010	201010	Octubre	2010	Hombres	91	3 - Fijos Discontinuos	Aragón
Octubre 2010	201010	Octubre	2010	Mujeres	197	3 - Fijos Discontinuos	Aragón
Septiembre 2010	201009	Septiembre	2010	Hombres	17969	1 - Jornada Completa	Aragón
Septiembre 2010	201009	Septiembre	2010	Mujeres	9906	1 - Jornada Completa	Aragón
Septiembre 2010	201009	Septiembre	2010	Hombres	4608	2 - Jornada Parcial	Aragón
Septiembre 2010	201009	Septiembre	2010	Mujeres	8607	2 - Jornada Parcial	Aragón
Septiembre 2010	201009	Septiembre	2010	Hombres	91	3 - Fijos Discontinuos	Aragón
Septiembre 2010	201009	Septiembre	2010	Mujeres	247	3 - Fijos Discontinuos	Aragón
Agosto 2010	201008	Agosto	2010	Hombres	14928	1 - Jornada Completa	Aragón
Agosto 2010	201008	Agosto	2010	Mujeres	7992	1 - Jornada Completa	Aragón
Agosto 2010	201008	Agosto	2010	Hombres	2704	2 - Jornada Parcial	Aragón
Agosto 2010	201008	Agosto	2010	Mujeres	5221	2 - Jornada Parcial	Aragón
Agosto 2010	201008	Agosto	2010	Hombres	39	3 - Fijos Discontinuos	Aragón
Agosto 2010	201008	Agosto	2010	Mujeres	44	3 - Fijos Discontinuos	Aragón
Julio 2010	201007	Julio	2010	Hombres	18211	1 - Jornada Completa	Aragón
Julio 2010	201007	Julio	2010	Mujeres	10652	1 - Jornada Completa	Aragón
Julio 2010	201007	Julio	2010	Hombres	4392	2 - Jornada Parcial	Aragón
Julio 2010	201007	Julio	2010	Mujeres	7429	2 - Jornada Parcial	Aragón
Julio 2010	201007	Julio	2010	Hombres	61	3 - Fijos Discontinuos	Aragón
Julio 2010	201007	Julio	2010	Mujeres	76	3 - Fijos Discontinuos	Aragón
Junio 2010	201006	Junio	2010	Hombres	17976	1 - Jornada Completa	Aragón
Junio 2010	201006	Junio	2010	Mujeres	10896	1 - Jornada Completa	Aragón
Junio 2010	201006	Junio	2010	Hombres	3900	2 - Jornada Parcial	Aragón
Junio 2010	201006	Junio	2010	Mujeres	7322	2 - Jornada Parcial	Aragón
Junio 2010	201006	Junio	2010	Hombres	117	3 - Fijos Discontinuos	Aragón
Junio 2010	201006	Junio	2010	Mujeres	173	3 - Fijos Discontinuos	Aragón
Mayo 2010	201005	Mayo	2010	Hombres	16865	1 - Jornada Completa	Aragón
Mayo 2010	201005	Mayo	2010	Mujeres	9235	1 - Jornada Completa	Aragón
Mayo 2010	201005	Mayo	2010	Hombres	3647	2 - Jornada Parcial	Aragón
Mayo 2010	201005	Mayo	2010	Mujeres	6671	2 - Jornada Parcial	Aragón
Mayo 2010	201005	Mayo	2010	Hombres	124	3 - Fijos Discontinuos	Aragón
Mayo 2010	201005	Mayo	2010	Mujeres	135	3 - Fijos Discontinuos	Aragón
Abril 2010	201004	Abril	2010	Hombres	10831	1 - Jornada Completa	Aragón
Abril 2010	201004	Abril	2010	Mujeres	6711	1 - Jornada Completa	Aragón
Abril 2010	201004	Abril	2010	Hombres	3038	2 - Jornada Parcial	Aragón
Abril 2010	201004	Abril	2010	Mujeres	5284	2 - Jornada Parcial	Aragón
Abril 2010	201004	Abril	2010	Hombres	114	3 - Fijos Discontinuos	Aragón
Abril 2010	201004	Abril	2010	Mujeres	78	3 - Fijos Discontinuos	Aragón
Marzo 2010	201003	Marzo	2010	Hombres	11428	1 - Jornada Completa	Aragón
Marzo 2010	201003	Marzo	2010	Mujeres	6980	1 - Jornada Completa	Aragón
Marzo 2010	201003	Marzo	2010	Hombres	3543	2 - Jornada Parcial	Aragón
Marzo 2010	201003	Marzo	2010	Mujeres	6082	2 - Jornada Parcial	Aragón
Marzo 2010	201003	Marzo	2010	Hombres	132	3 - Fijos Discontinuos	Aragón
Marzo 2010	201003	Marzo	2010	Mujeres	118	3 - Fijos Discontinuos	Aragón
Febrero 2010	201002	Febrero	2010	Hombres	10029	1 - Jornada Completa	Aragón
Febrero 2010	201002	Febrero	2010	Mujeres	6054	1 - Jornada Completa	Aragón
Febrero 2010	201002	Febrero	2010	Hombres	3046	2 - Jornada Parcial	Aragón
Febrero 2010	201002	Febrero	2010	Mujeres	5061	2 - Jornada Parcial	Aragón
Febrero 2010	201002	Febrero	2010	Hombres	110	3 - Fijos Discontinuos	Aragón
Febrero 2010	201002	Febrero	2010	Mujeres	97	3 - Fijos Discontinuos	Aragón
Enero 2010	201001	Enero	2010	Hombres	10246	1 - Jornada Completa	Aragón
Enero 2010	201001	Enero	2010	Mujeres	6447	1 - Jornada Completa	Aragón
Enero 2010	201001	Enero	2010	Hombres	2759	2 - Jornada Parcial	Aragón
Enero 2010	201001	Enero	2010	Mujeres	5094	2 - Jornada Parcial	Aragón
Enero 2010	201001	Enero	2010	Hombres	95	3 - Fijos Discontinuos	Aragón
Enero 2010	201001	Enero	2010	Mujeres	74	3 - Fijos Discontinuos	Aragón
Diciembre 2009	200912	Diciembre	2009	Hombres	9544	1 - Jornada Completa	Aragón
Diciembre 2009	200912	Diciembre	2009	Mujeres	6827	1 - Jornada Completa	Aragón
Diciembre 2009	200912	Diciembre	2009	Hombres	3409	2 - Jornada Parcial	Aragón
Diciembre 2009	200912	Diciembre	2009	Mujeres	5911	2 - Jornada Parcial	Aragón
Diciembre 2009	200912	Diciembre	2009	Hombres	143	3 - Fijos Discontinuos	Aragón
Diciembre 2009	200912	Diciembre	2009	Mujeres	145	3 - Fijos Discontinuos	Aragón
Noviembre 2009	200911	Noviembre	2009	Hombres	11540	1 - Jornada Completa	Aragón
Noviembre 2009	200911	Noviembre	2009	Mujeres	6964	1 - Jornada Completa	Aragón
Noviembre 2009	200911	Noviembre	2009	Hombres	4270	2 - Jornada Parcial	Aragón
Noviembre 2009	200911	Noviembre	2009	Mujeres	7046	2 - Jornada Parcial	Aragón
Noviembre 2009	200911	Noviembre	2009	Hombres	77	3 - Fijos Discontinuos	Aragón
Noviembre 2009	200911	Noviembre	2009	Mujeres	100	3 - Fijos Discontinuos	Aragón
Octubre 2009	200910	Octubre	2009	Hombres	13576	1 - Jornada Completa	Aragón
Octubre 2009	200910	Octubre	2009	Mujeres	8654	1 - Jornada Completa	Aragón
Octubre 2009	200910	Octubre	2009	Hombres	5399	2 - Jornada Parcial	Aragón
Octubre 2009	200910	Octubre	2009	Mujeres	8643	2 - Jornada Parcial	Aragón
Octubre 2009	200910	Octubre	2009	Hombres	95	3 - Fijos Discontinuos	Aragón
Octubre 2009	200910	Octubre	2009	Mujeres	210	3 - Fijos Discontinuos	Aragón
Septiembre 2009	200909	Septiembre	2009	Hombres	16465	1 - Jornada Completa	Aragón
Septiembre 2009	200909	Septiembre	2009	Mujeres	9344	1 - Jornada Completa	Aragón
Septiembre 2009	200909	Septiembre	2009	Hombres	4712	2 - Jornada Parcial	Aragón
Septiembre 2009	200909	Septiembre	2009	Mujeres	8834	2 - Jornada Parcial	Aragón
Septiembre 2009	200909	Septiembre	2009	Hombres	64	3 - Fijos Discontinuos	Aragón
Septiembre 2009	200909	Septiembre	2009	Mujeres	214	3 - Fijos Discontinuos	Aragón
Agosto 2009	200908	Agosto	2009	Hombres	13043	1 - Jornada Completa	Aragón
Agosto 2009	200908	Agosto	2009	Mujeres	7250	1 - Jornada Completa	Aragón
Agosto 2009	200908	Agosto	2009	Hombres	2482	2 - Jornada Parcial	Aragón
Agosto 2009	200908	Agosto	2009	Mujeres	4687	2 - Jornada Parcial	Aragón
Agosto 2009	200908	Agosto	2009	Hombres	69	3 - Fijos Discontinuos	Aragón
Agosto 2009	200908	Agosto	2009	Mujeres	65	3 - Fijos Discontinuos	Aragón
Julio 2009	200907	Julio	2009	Hombres	16591	1 - Jornada Completa	Aragón
Julio 2009	200907	Julio	2009	Mujeres	10435	1 - Jornada Completa	Aragón
Julio 2009	200907	Julio	2009	Hombres	4204	2 - Jornada Parcial	Aragón
Julio 2009	200907	Julio	2009	Mujeres	7349	2 - Jornada Parcial	Aragón
Julio 2009	200907	Julio	2009	Hombres	61	3 - Fijos Discontinuos	Aragón
Julio 2009	200907	Julio	2009	Mujeres	88	3 - Fijos Discontinuos	Aragón
Junio 2009	200906	Junio	2009	Hombres	17176	1 - Jornada Completa	Aragón
Junio 2009	200906	Junio	2009	Mujeres	10400	1 - Jornada Completa	Aragón
Junio 2009	200906	Junio	2009	Hombres	4441	2 - Jornada Parcial	Aragón
Junio 2009	200906	Junio	2009	Mujeres	7378	2 - Jornada Parcial	Aragón
Junio 2009	200906	Junio	2009	Hombres	99	3 - Fijos Discontinuos	Aragón
Junio 2009	200906	Junio	2009	Mujeres	166	3 - Fijos Discontinuos	Aragón
Mayo 2009	200905	Mayo	2009	Hombres	15614	1 - Jornada Completa	Aragón
Mayo 2009	200905	Mayo	2009	Mujeres	8526	1 - Jornada Completa	Aragón
Mayo 2009	200905	Mayo	2009	Hombres	3393	2 - Jornada Parcial	Aragón
Mayo 2009	200905	Mayo	2009	Mujeres	5594	2 - Jornada Parcial	Aragón
Mayo 2009	200905	Mayo	2009	Hombres	178	3 - Fijos Discontinuos	Aragón
Mayo 2009	200905	Mayo	2009	Mujeres	142	3 - Fijos Discontinuos	Aragón
Abril 2009	200904	Abril	2009	Hombres	10778	1 - Jornada Completa	Aragón
Abril 2009	200904	Abril	2009	Mujeres	6536	1 - Jornada Completa	Aragón
Abril 2009	200904	Abril	2009	Hombres	2832	2 - Jornada Parcial	Aragón
Abril 2009	200904	Abril	2009	Mujeres	5285	2 - Jornada Parcial	Aragón
Abril 2009	200904	Abril	2009	Hombres	89	3 - Fijos Discontinuos	Aragón
Abril 2009	200904	Abril	2009	Mujeres	121	3 - Fijos Discontinuos	Aragón
Marzo 2009	200903	Marzo	2009	Hombres	10345	1 - Jornada Completa	Aragón
Marzo 2009	200903	Marzo	2009	Mujeres	6450	1 - Jornada Completa	Aragón
Marzo 2009	200903	Marzo	2009	Hombres	2971	2 - Jornada Parcial	Aragón
Marzo 2009	200903	Marzo	2009	Mujeres	5546	2 - Jornada Parcial	Aragón
Marzo 2009	200903	Marzo	2009	Hombres	76	3 - Fijos Discontinuos	Aragón
Marzo 2009	200903	Marzo	2009	Mujeres	131	3 - Fijos Discontinuos	Aragón
Febrero 2009	200902	Febrero	2009	Hombres	9656	1 - Jornada Completa	Aragón
Febrero 2009	200902	Febrero	2009	Mujeres	5980	1 - Jornada Completa	Aragón
Febrero 2009	200902	Febrero	2009	Hombres	2627	2 - Jornada Parcial	Aragón
Febrero 2009	200902	Febrero	2009	Mujeres	5195	2 - Jornada Parcial	Aragón
Febrero 2009	200902	Febrero	2009	Hombres	70	3 - Fijos Discontinuos	Aragón
Febrero 2009	200902	Febrero	2009	Mujeres	74	3 - Fijos Discontinuos	Aragón
Enero 2009	200901	Enero	2009	Hombres	10428	1 - Jornada Completa	Aragón
Enero 2009	200901	Enero	2009	Mujeres	6887	1 - Jornada Completa	Aragón
Enero 2009	200901	Enero	2009	Hombres	2291	2 - Jornada Parcial	Aragón
Enero 2009	200901	Enero	2009	Mujeres	5832	2 - Jornada Parcial	Aragón
Enero 2009	200901	Enero	2009	Hombres	86	3 - Fijos Discontinuos	Aragón
Enero 2009	200901	Enero	2009	Mujeres	105	3 - Fijos Discontinuos	Aragón
Diciembre 2008	200812	Diciembre	2008	Hombres	8760	1 - Jornada Completa	Aragón
Diciembre 2008	200812	Diciembre	2008	Mujeres	7107	1 - Jornada Completa	Aragón
Diciembre 2008	200812	Diciembre	2008	Hombres	2603	2 - Jornada Parcial	Aragón
Diciembre 2008	200812	Diciembre	2008	Mujeres	6081	2 - Jornada Parcial	Aragón
Diciembre 2008	200812	Diciembre	2008	Hombres	91	3 - Fijos Discontinuos	Aragón
Diciembre 2008	200812	Diciembre	2008	Mujeres	135	3 - Fijos Discontinuos	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	10922	1 - Jornada Completa	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	7693	1 - Jornada Completa	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	3095	2 - Jornada Parcial	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	6864	2 - Jornada Parcial	Aragón
Noviembre 2008	200811	Noviembre	2008	Hombres	59	3 - Fijos Discontinuos	Aragón
Noviembre 2008	200811	Noviembre	2008	Mujeres	97	3 - Fijos Discontinuos	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	15944	1 - Jornada Completa	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	10403	1 - Jornada Completa	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	4259	2 - Jornada Parcial	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	9332	2 - Jornada Parcial	Aragón
Octubre 2008	200810	Octubre	2008	Hombres	112	3 - Fijos Discontinuos	Aragón
Octubre 2008	200810	Octubre	2008	Mujeres	270	3 - Fijos Discontinuos	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	18345	1 - Jornada Completa	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	11627	1 - Jornada Completa	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	4206	2 - Jornada Parcial	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	9535	2 - Jornada Parcial	Aragón
Septiembre 2008	200809	Septiembre	2008	Hombres	55	3 - Fijos Discontinuos	Aragón
Septiembre 2008	200809	Septiembre	2008	Mujeres	217	3 - Fijos Discontinuos	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	14339	1 - Jornada Completa	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	9084	1 - Jornada Completa	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	2588	2 - Jornada Parcial	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	5148	2 - Jornada Parcial	Aragón
Agosto 2008	200808	Agosto	2008	Hombres	23	3 - Fijos Discontinuos	Aragón
Agosto 2008	200808	Agosto	2008	Mujeres	42	3 - Fijos Discontinuos	Aragón
Julio 2008	200807	Julio	2008	Hombres	21015	1 - Jornada Completa	Aragón
Julio 2008	200807	Julio	2008	Mujeres	14282	1 - Jornada Completa	Aragón
Julio 2008	200807	Julio	2008	Hombres	4506	2 - Jornada Parcial	Aragón
Julio 2008	200807	Julio	2008	Mujeres	8507	2 - Jornada Parcial	Aragón
Julio 2008	200807	Julio	2008	Hombres	65	3 - Fijos Discontinuos	Aragón
Julio 2008	200807	Julio	2008	Mujeres	83	3 - Fijos Discontinuos	Aragón
Junio 2008	200806	Junio	2008	Hombres	21341	1 - Jornada Completa	Aragón
Junio 2008	200806	Junio	2008	Mujeres	14265	1 - Jornada Completa	Aragón
Junio 2008	200806	Junio	2008	Hombres	3820	2 - Jornada Parcial	Aragón
Junio 2008	200806	Junio	2008	Mujeres	8318	2 - Jornada Parcial	Aragón
Junio 2008	200806	Junio	2008	Hombres	80	3 - Fijos Discontinuos	Aragón
Junio 2008	200806	Junio	2008	Mujeres	149	3 - Fijos Discontinuos	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	21740	1 - Jornada Completa	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	13299	1 - Jornada Completa	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	3451	2 - Jornada Parcial	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	7516	2 - Jornada Parcial	Aragón
Mayo 2008	200805	Mayo	2008	Hombres	93	3 - Fijos Discontinuos	Aragón
Mayo 2008	200805	Mayo	2008	Mujeres	112	3 - Fijos Discontinuos	Aragón
Abril 2008	200804	Abril	2008	Hombres	18981	1 - Jornada Completa	Aragón
Abril 2008	200804	Abril	2008	Mujeres	10740	1 - Jornada Completa	Aragón
Abril 2008	200804	Abril	2008	Hombres	3514	2 - Jornada Parcial	Aragón
Abril 2008	200804	Abril	2008	Mujeres	7020	2 - Jornada Parcial	Aragón
Abril 2008	200804	Abril	2008	Hombres	69	3 - Fijos Discontinuos	Aragón
Abril 2008	200804	Abril	2008	Mujeres	80	3 - Fijos Discontinuos	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	15927	1 - Jornada Completa	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	9473	1 - Jornada Completa	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	2957	2 - Jornada Parcial	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	5943	2 - Jornada Parcial	Aragón
Marzo 2008	200803	Marzo	2008	Hombres	63	3 - Fijos Discontinuos	Aragón
Marzo 2008	200803	Marzo	2008	Mujeres	122	3 - Fijos Discontinuos	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	18685	1 - Jornada Completa	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	9638	1 - Jornada Completa	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	3297	2 - Jornada Parcial	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	6684	2 - Jornada Parcial	Aragón
Febrero 2008	200802	Febrero	2008	Hombres	116	3 - Fijos Discontinuos	Aragón
Febrero 2008	200802	Febrero	2008	Mujeres	203	3 - Fijos Discontinuos	Aragón
Enero 2008	200801	Enero	2008	Hombres	19231	1 - Jornada Completa	Aragón
Enero 2008	200801	Enero	2008	Mujeres	11332	1 - Jornada Completa	Aragón
Enero 2008	200801	Enero	2008	Hombres	3005	2 - Jornada Parcial	Aragón
Enero 2008	200801	Enero	2008	Mujeres	6962	2 - Jornada Parcial	Aragón
Enero 2008	200801	Enero	2008	Hombres	138	3 - Fijos Discontinuos	Aragón
Enero 2008	200801	Enero	2008	Mujeres	225	3 - Fijos Discontinuos	Aragón
Diciembre 2007	200712	Diciembre	2007	Hombres	12620	1 - Jornada Completa	Aragón
Diciembre 2007	200712	Diciembre	2007	Mujeres	8482	1 - Jornada Completa	Aragón
Diciembre 2007	200712	Diciembre	2007	Hombres	2795	2 - Jornada Parcial	Aragón
Diciembre 2007	200712	Diciembre	2007	Mujeres	6349	2 - Jornada Parcial	Aragón
Diciembre 2007	200712	Diciembre	2007	Hombres	149	3 - Fijos Discontinuos	Aragón
Diciembre 2007	200712	Diciembre	2007	Mujeres	158	3 - Fijos Discontinuos	Aragón
Noviembre 2007	200711	Noviembre	2007	Hombres	17501	1 - Jornada Completa	Aragón
Noviembre 2007	200711	Noviembre	2007	Mujeres	10699	1 - Jornada Completa	Aragón
Noviembre 2007	200711	Noviembre	2007	Hombres	3644	2 - Jornada Parcial	Aragón
Noviembre 2007	200711	Noviembre	2007	Mujeres	8023	2 - Jornada Parcial	Aragón
Noviembre 2007	200711	Noviembre	2007	Hombres	57	3 - Fijos Discontinuos	Aragón
Noviembre 2007	200711	Noviembre	2007	Mujeres	181	3 - Fijos Discontinuos	Aragón
Octubre 2007	200710	Octubre	2007	Hombres	22000	1 - Jornada Completa	Aragón
Octubre 2007	200710	Octubre	2007	Mujeres	13895	1 - Jornada Completa	Aragón
Octubre 2007	200710	Octubre	2007	Hombres	5209	2 - Jornada Parcial	Aragón
Octubre 2007	200710	Octubre	2007	Mujeres	10574	2 - Jornada Parcial	Aragón
Octubre 2007	200710	Octubre	2007	Hombres	120	3 - Fijos Discontinuos	Aragón
Octubre 2007	200710	Octubre	2007	Mujeres	291	3 - Fijos Discontinuos	Aragón
Septiembre 2007	200709	Septiembre	2007	Hombres	20282	1 - Jornada Completa	Aragón
Septiembre 2007	200709	Septiembre	2007	Mujeres	11836	1 - Jornada Completa	Aragón
Septiembre 2007	200709	Septiembre	2007	Hombres	3846	2 - Jornada Parcial	Aragón
Septiembre 2007	200709	Septiembre	2007	Mujeres	8589	2 - Jornada Parcial	Aragón
Septiembre 2007	200709	Septiembre	2007	Hombres	62	3 - Fijos Discontinuos	Aragón
Septiembre 2007	200709	Septiembre	2007	Mujeres	226	3 - Fijos Discontinuos	Aragón
Agosto 2007	200708	Agosto	2007	Hombres	17937	1 - Jornada Completa	Aragón
Agosto 2007	200708	Agosto	2007	Mujeres	10321	1 - Jornada Completa	Aragón
Agosto 2007	200708	Agosto	2007	Hombres	2233	2 - Jornada Parcial	Aragón
Agosto 2007	200708	Agosto	2007	Mujeres	5063	2 - Jornada Parcial	Aragón
Agosto 2007	200708	Agosto	2007	Hombres	42	3 - Fijos Discontinuos	Aragón
Agosto 2007	200708	Agosto	2007	Mujeres	83	3 - Fijos Discontinuos	Aragón
Julio 2007	200707	Julio	2007	Hombres	23014	1 - Jornada Completa	Aragón
Julio 2007	200707	Julio	2007	Mujeres	14860	1 - Jornada Completa	Aragón
Julio 2007	200707	Julio	2007	Hombres	3614	2 - Jornada Parcial	Aragón
Julio 2007	200707	Julio	2007	Mujeres	7790	2 - Jornada Parcial	Aragón
Julio 2007	200707	Julio	2007	Hombres	54	3 - Fijos Discontinuos	Aragón
Julio 2007	200707	Julio	2007	Mujeres	139	3 - Fijos Discontinuos	Aragón
Junio 2007	200706	Junio	2007	Hombres	21998	1 - Jornada Completa	Aragón
Junio 2007	200706	Junio	2007	Mujeres	13152	1 - Jornada Completa	Aragón
Junio 2007	200706	Junio	2007	Hombres	3588	2 - Jornada Parcial	Aragón
Junio 2007	200706	Junio	2007	Mujeres	7131	2 - Jornada Parcial	Aragón
Junio 2007	200706	Junio	2007	Hombres	88	3 - Fijos Discontinuos	Aragón
Junio 2007	200706	Junio	2007	Mujeres	171	3 - Fijos Discontinuos	Aragón
Mayo 2007	200705	Mayo	2007	Hombres	23271	1 - Jornada Completa	Aragón
Mayo 2007	200705	Mayo	2007	Mujeres	13607	1 - Jornada Completa	Aragón
Mayo 2007	200705	Mayo	2007	Hombres	3365	2 - Jornada Parcial	Aragón
Mayo 2007	200705	Mayo	2007	Mujeres	7279	2 - Jornada Parcial	Aragón
Mayo 2007	200705	Mayo	2007	Hombres	115	3 - Fijos Discontinuos	Aragón
Mayo 2007	200705	Mayo	2007	Mujeres	129	3 - Fijos Discontinuos	Aragón
Abril 2007	200704	Abril	2007	Hombres	16704	1 - Jornada Completa	Aragón
Abril 2007	200704	Abril	2007	Mujeres	9800	1 - Jornada Completa	Aragón
Abril 2007	200704	Abril	2007	Hombres	2674	2 - Jornada Parcial	Aragón
Abril 2007	200704	Abril	2007	Mujeres	5803	2 - Jornada Parcial	Aragón
Abril 2007	200704	Abril	2007	Hombres	54	3 - Fijos Discontinuos	Aragón
Abril 2007	200704	Abril	2007	Mujeres	84	3 - Fijos Discontinuos	Aragón
Marzo 2007	200703	Marzo	2007	Hombres	18357	1 - Jornada Completa	Aragón
Marzo 2007	200703	Marzo	2007	Mujeres	10252	1 - Jornada Completa	Aragón
Marzo 2007	200703	Marzo	2007	Hombres	3108	2 - Jornada Parcial	Aragón
Marzo 2007	200703	Marzo	2007	Mujeres	6549	2 - Jornada Parcial	Aragón
Marzo 2007	200703	Marzo	2007	Hombres	68	3 - Fijos Discontinuos	Aragón
Marzo 2007	200703	Marzo	2007	Mujeres	124	3 - Fijos Discontinuos	Aragón
Febrero 2007	200702	Febrero	2007	Hombres	17357	1 - Jornada Completa	Aragón
Febrero 2007	200702	Febrero	2007	Mujeres	9615	1 - Jornada Completa	Aragón
Febrero 2007	200702	Febrero	2007	Hombres	2965	2 - Jornada Parcial	Aragón
Febrero 2007	200702	Febrero	2007	Mujeres	6135	2 - Jornada Parcial	Aragón
Febrero 2007	200702	Febrero	2007	Hombres	115	3 - Fijos Discontinuos	Aragón
Febrero 2007	200702	Febrero	2007	Mujeres	130	3 - Fijos Discontinuos	Aragón
Enero 2007	200701	Enero	2007	Hombres	19749	1 - Jornada Completa	Aragón
Enero 2007	200701	Enero	2007	Mujeres	12053	1 - Jornada Completa	Aragón
Enero 2007	200701	Enero	2007	Hombres	3122	2 - Jornada Parcial	Aragón
Enero 2007	200701	Enero	2007	Mujeres	6960	2 - Jornada Parcial	Aragón
Enero 2007	200701	Enero	2007	Hombres	122	3 - Fijos Discontinuos	Aragón
Enero 2007	200701	Enero	2007	Mujeres	171	3 - Fijos Discontinuos	Aragón
Diciembre 2006	200612	Diciembre	2006	Hombres	15451	1 - Jornada Completa	Aragón
Diciembre 2006	200612	Diciembre	2006	Mujeres	10294	1 - Jornada Completa	Aragón
Diciembre 2006	200612	Diciembre	2006	Hombres	2864	2 - Jornada Parcial	Aragón
Diciembre 2006	200612	Diciembre	2006	Mujeres	6649	2 - Jornada Parcial	Aragón
Diciembre 2006	200612	Diciembre	2006	Hombres	112	3 - Fijos Discontinuos	Aragón
Diciembre 2006	200612	Diciembre	2006	Mujeres	166	3 - Fijos Discontinuos	Aragón
Noviembre 2006	200611	Noviembre	2006	Hombres	19038	1 - Jornada Completa	Aragón
Noviembre 2006	200611	Noviembre	2006	Mujeres	12289	1 - Jornada Completa	Aragón
Noviembre 2006	200611	Noviembre	2006	Hombres	3839	2 - Jornada Parcial	Aragón
Noviembre 2006	200611	Noviembre	2006	Mujeres	7941	2 - Jornada Parcial	Aragón
Noviembre 2006	200611	Noviembre	2006	Hombres	141	3 - Fijos Discontinuos	Aragón
Noviembre 2006	200611	Noviembre	2006	Mujeres	171	3 - Fijos Discontinuos	Aragón
Octubre 2006	200610	Octubre	2006	Hombres	20078	1 - Jornada Completa	Aragón
Octubre 2006	200610	Octubre	2006	Mujeres	13219	1 - Jornada Completa	Aragón
Octubre 2006	200610	Octubre	2006	Hombres	4779	2 - Jornada Parcial	Aragón
Octubre 2006	200610	Octubre	2006	Mujeres	9218	2 - Jornada Parcial	Aragón
Octubre 2006	200610	Octubre	2006	Hombres	128	3 - Fijos Discontinuos	Aragón
Octubre 2006	200610	Octubre	2006	Mujeres	235	3 - Fijos Discontinuos	Aragón
Septiembre 2006	200609	Septiembre	2006	Hombres	20672	1 - Jornada Completa	Aragón
Septiembre 2006	200609	Septiembre	2006	Mujeres	12482	1 - Jornada Completa	Aragón
Septiembre 2006	200609	Septiembre	2006	Hombres	3336	2 - Jornada Parcial	Aragón
Septiembre 2006	200609	Septiembre	2006	Mujeres	8320	2 - Jornada Parcial	Aragón
Septiembre 2006	200609	Septiembre	2006	Hombres	82	3 - Fijos Discontinuos	Aragón
Septiembre 2006	200609	Septiembre	2006	Mujeres	244	3 - Fijos Discontinuos	Aragón
Agosto 2006	200608	Agosto	2006	Hombres	18603	1 - Jornada Completa	Aragón
Agosto 2006	200608	Agosto	2006	Mujeres	10866	1 - Jornada Completa	Aragón
Agosto 2006	200608	Agosto	2006	Hombres	2347	2 - Jornada Parcial	Aragón
Agosto 2006	200608	Agosto	2006	Mujeres	5087	2 - Jornada Parcial	Aragón
