Municipio código	Municipio nombre	Situación profesional código	Situación profesional	Sexo	Personas residentes viviendas familiares
44119	Griegos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
44120	Guadalaviar	1	Empresario o profesional que emplea personal	Hombres	1
44120	Guadalaviar	2	Empresario o profesional que no emplea personal	Hombres	36
44120	Guadalaviar	2	Empresario o profesional que no emplea personal	Mujeres	8
44120	Guadalaviar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	14
44120	Guadalaviar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	4
44120	Guadalaviar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	12
44120	Guadalaviar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	9
44120	Guadalaviar	6	Otra situación (Miembro de cooperativas)	Hombres	6
44120	Guadalaviar	6	Otra situación (Miembro de cooperativas)	Mujeres	3
44121	Gúdar	1	Empresario o profesional que emplea personal	Hombres	4
44121	Gúdar	1	Empresario o profesional que emplea personal	Mujeres	2
44121	Gúdar	2	Empresario o profesional que no emplea personal	Hombres	7
44121	Gúdar	2	Empresario o profesional que no emplea personal	Mujeres	1
44121	Gúdar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	5
44121	Gúdar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
44121	Gúdar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
44121	Gúdar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
44122	Híjar	1	Empresario o profesional que emplea personal	Hombres	35
44122	Híjar	1	Empresario o profesional que emplea personal	Mujeres	9
44122	Híjar	2	Empresario o profesional que no emplea personal	Hombres	102
44122	Híjar	2	Empresario o profesional que no emplea personal	Mujeres	36
44122	Híjar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	177
44122	Híjar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	133
44122	Híjar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	118
44122	Híjar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	61
44122	Híjar	6	Otra situación (Miembro de cooperativas)	Mujeres	2
44123	Hinojosa de Jarque	1	Empresario o profesional que emplea personal	Hombres	2
44123	Hinojosa de Jarque	1	Empresario o profesional que emplea personal	Mujeres	1
44123	Hinojosa de Jarque	2	Empresario o profesional que no emplea personal	Hombres	8
44123	Hinojosa de Jarque	2	Empresario o profesional que no emplea personal	Mujeres	6
44123	Hinojosa de Jarque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	16
44123	Hinojosa de Jarque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	6
44123	Hinojosa de Jarque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	5
44123	Hinojosa de Jarque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
44124	Hoz de la Vieja (La)	1	Empresario o profesional que emplea personal	Hombres	5
44124	Hoz de la Vieja (La)	1	Empresario o profesional que emplea personal	Mujeres	1
44124	Hoz de la Vieja (La)	2	Empresario o profesional que no emplea personal	Hombres	6
44124	Hoz de la Vieja (La)	2	Empresario o profesional que no emplea personal	Mujeres	4
44124	Hoz de la Vieja (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	8
44124	Hoz de la Vieja (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	5
44124	Hoz de la Vieja (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
44125	Huesa del Común	1	Empresario o profesional que emplea personal	Hombres	1
44125	Huesa del Común	1	Empresario o profesional que emplea personal	Mujeres	1
44125	Huesa del Común	2	Empresario o profesional que no emplea personal	Hombres	17
44125	Huesa del Común	2	Empresario o profesional que no emplea personal	Mujeres	2
44125	Huesa del Común	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	12
44125	Huesa del Común	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
44125	Huesa del Común	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
44126	Iglesuela del Cid (La)	1	Empresario o profesional que emplea personal	Hombres	8
44126	Iglesuela del Cid (La)	1	Empresario o profesional que emplea personal	Mujeres	1
44126	Iglesuela del Cid (La)	2	Empresario o profesional que no emplea personal	Hombres	31
44126	Iglesuela del Cid (La)	2	Empresario o profesional que no emplea personal	Mujeres	15
44126	Iglesuela del Cid (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	54
44126	Iglesuela del Cid (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	52
44126	Iglesuela del Cid (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	32
44126	Iglesuela del Cid (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	11
44126	Iglesuela del Cid (La)	5	Otra situación (Ayuda familiar)	Hombres	1
44126	Iglesuela del Cid (La)	6	Otra situación (Miembro de cooperativas)	Hombres	2
44127	Jabaloyas	2	Empresario o profesional que no emplea personal	Hombres	6
44127	Jabaloyas	2	Empresario o profesional que no emplea personal	Mujeres	2
44127	Jabaloyas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	11
44127	Jabaloyas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
44127	Jabaloyas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
44127	Jabaloyas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
44128	Jarque de la Val	1	Empresario o profesional que emplea personal	Hombres	1
44128	Jarque de la Val	2	Empresario o profesional que no emplea personal	Hombres	3
44128	Jarque de la Val	2	Empresario o profesional que no emplea personal	Mujeres	4
44128	Jarque de la Val	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	15
44128	Jarque de la Val	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	3
44128	Jarque de la Val	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
44128	Jarque de la Val	6	Otra situación (Miembro de cooperativas)	Hombres	1
44129	Jatiel	1	Empresario o profesional que emplea personal	Hombres	1
44129	Jatiel	2	Empresario o profesional que no emplea personal	Hombres	6
44129	Jatiel	2	Empresario o profesional que no emplea personal	Mujeres	1
44129	Jatiel	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	2
44129	Jatiel	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
44129	Jatiel	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
44130	Jorcas	2	Empresario o profesional que no emplea personal	Hombres	10
44130	Jorcas	2	Empresario o profesional que no emplea personal	Mujeres	5
44130	Jorcas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1
44130	Jorcas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
44131	Josa	1	Empresario o profesional que emplea personal	Hombres	1
44131	Josa	2	Empresario o profesional que no emplea personal	Hombres	3
44131	Josa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	4
44131	Josa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	3
44131	Josa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
44132	Lagueruela	2	Empresario o profesional que no emplea personal	Hombres	13
44132	Lagueruela	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	3
44132	Lagueruela	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	3
44132	Lagueruela	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
44132	Lagueruela	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
44133	Lanzuela	2	Empresario o profesional que no emplea personal	Hombres	4
44133	Lanzuela	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	2
44135	Libros	1	Empresario o profesional que emplea personal	Hombres	2
44135	Libros	2	Empresario o profesional que no emplea personal	Hombres	12
44135	Libros	2	Empresario o profesional que no emplea personal	Mujeres	4
44135	Libros	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	21
44135	Libros	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	11
44135	Libros	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
44135	Libros	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
44136	Lidón	2	Empresario o profesional que no emplea personal	Hombres	12
44136	Lidón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	3
44136	Lidón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	3
44136	Lidón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
44137	Linares de Mora	1	Empresario o profesional que emplea personal	Hombres	15
44137	Linares de Mora	1	Empresario o profesional que emplea personal	Mujeres	3
44137	Linares de Mora	2	Empresario o profesional que no emplea personal	Hombres	24
44137	Linares de Mora	2	Empresario o profesional que no emplea personal	Mujeres	9
44137	Linares de Mora	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	28
44137	Linares de Mora	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	17
44137	Linares de Mora	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	13
44137	Linares de Mora	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	8
44137	Linares de Mora	6	Otra situación (Miembro de cooperativas)	Hombres	4
44138	Loscos	1	Empresario o profesional que emplea personal	Hombres	4
44138	Loscos	2	Empresario o profesional que no emplea personal	Hombres	20
44138	Loscos	2	Empresario o profesional que no emplea personal	Mujeres	2
44138	Loscos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	10
44138	Loscos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	4
44138	Loscos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	5
44138	Loscos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
44138	Loscos	6	Otra situación (Miembro de cooperativas)	Hombres	4
44141	Lledó	2	Empresario o profesional que no emplea personal	Hombres	33
44141	Lledó	2	Empresario o profesional que no emplea personal	Mujeres	4
44141	Lledó	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	14
44141	Lledó	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	4
44141	Lledó	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	7
44141	Lledó	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	9
44142	Maicas	1	Empresario o profesional que emplea personal	Hombres	2
44142	Maicas	2	Empresario o profesional que no emplea personal	Hombres	1
44142	Maicas	2	Empresario o profesional que no emplea personal	Mujeres	1
44142	Maicas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	5
44142	Maicas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
44142	Maicas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	2
44142	Maicas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
44143	Manzanera	1	Empresario o profesional que emplea personal	Hombres	19
44143	Manzanera	1	Empresario o profesional que emplea personal	Mujeres	4
44143	Manzanera	2	Empresario o profesional que no emplea personal	Hombres	38
44143	Manzanera	2	Empresario o profesional que no emplea personal	Mujeres	14
44143	Manzanera	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	50
44143	Manzanera	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	18
44143	Manzanera	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	14
44143	Manzanera	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	14
44143	Manzanera	5	Otra situación (Ayuda familiar)	Mujeres	1
44144	Martín del Río	1	Empresario o profesional que emplea personal	Hombres	11
44144	Martín del Río	1	Empresario o profesional que emplea personal	Mujeres	1
44144	Martín del Río	2	Empresario o profesional que no emplea personal	Hombres	15
44144	Martín del Río	2	Empresario o profesional que no emplea personal	Mujeres	9
44144	Martín del Río	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	55
44144	Martín del Río	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	10
44144	Martín del Río	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	30
44144	Martín del Río	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	22
44145	Mas de las Matas	1	Empresario o profesional que emplea personal	Hombres	34
44145	Mas de las Matas	1	Empresario o profesional que emplea personal	Mujeres	9
44145	Mas de las Matas	2	Empresario o profesional que no emplea personal	Hombres	107
44145	Mas de las Matas	2	Empresario o profesional que no emplea personal	Mujeres	32
44145	Mas de las Matas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	108
44145	Mas de las Matas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	60
44145	Mas de las Matas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	75
44145	Mas de las Matas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	57
44145	Mas de las Matas	6	Otra situación (Miembro de cooperativas)	Hombres	3
44145	Mas de las Matas	6	Otra situación (Miembro de cooperativas)	Mujeres	1
44146	Mata de los Olmos (La)	1	Empresario o profesional que emplea personal	Hombres	5
44146	Mata de los Olmos (La)	1	Empresario o profesional que emplea personal	Mujeres	3
44146	Mata de los Olmos (La)	2	Empresario o profesional que no emplea personal	Hombres	11
44146	Mata de los Olmos (La)	2	Empresario o profesional que no emplea personal	Mujeres	3
44146	Mata de los Olmos (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	34
44146	Mata de los Olmos (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	16
44146	Mata de los Olmos (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
44146	Mata de los Olmos (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	11
44147	Mazaleón	1	Empresario o profesional que emplea personal	Hombres	14
44147	Mazaleón	1	Empresario o profesional que emplea personal	Mujeres	4
44147	Mazaleón	2	Empresario o profesional que no emplea personal	Hombres	92
44147	Mazaleón	2	Empresario o profesional que no emplea personal	Mujeres	33
44147	Mazaleón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	28
44147	Mazaleón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	32
44147	Mazaleón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	16
44147	Mazaleón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	10
44147	Mazaleón	5	Otra situación (Ayuda familiar)	Hombres	1
44148	Mezquita de Jarque	1	Empresario o profesional que emplea personal	Hombres	1
44148	Mezquita de Jarque	2	Empresario o profesional que no emplea personal	Hombres	9
44148	Mezquita de Jarque	2	Empresario o profesional que no emplea personal	Mujeres	7
44148	Mezquita de Jarque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	14
44148	Mezquita de Jarque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	5
44148	Mezquita de Jarque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
44148	Mezquita de Jarque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
44149	Mirambel	1	Empresario o profesional que emplea personal	Hombres	3
44149	Mirambel	2	Empresario o profesional que no emplea personal	Hombres	26
44149	Mirambel	2	Empresario o profesional que no emplea personal	Mujeres	2
44149	Mirambel	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	1
44149	Mirambel	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	6
44149	Mirambel	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
44149	Mirambel	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
44149	Mirambel	5	Otra situación (Ayuda familiar)	Hombres	2
44150	Miravete de la Sierra	2	Empresario o profesional que no emplea personal	Hombres	7
44150	Miravete de la Sierra	2	Empresario o profesional que no emplea personal	Mujeres	1
44150	Miravete de la Sierra	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	5
44150	Miravete de la Sierra	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
44151	Molinos	1	Empresario o profesional que emplea personal	Hombres	5
44151	Molinos	1	Empresario o profesional que emplea personal	Mujeres	1
44151	Molinos	2	Empresario o profesional que no emplea personal	Hombres	15
44151	Molinos	2	Empresario o profesional que no emplea personal	Mujeres	4
44151	Molinos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	29
44151	Molinos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	13
44151	Molinos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	5
44151	Molinos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
44151	Molinos	6	Otra situación (Miembro de cooperativas)	Hombres	5
44151	Molinos	6	Otra situación (Miembro de cooperativas)	Mujeres	1
44152	Monforte de Moyuela	2	Empresario o profesional que no emplea personal	Hombres	12
44152	Monforte de Moyuela	2	Empresario o profesional que no emplea personal	Mujeres	2
44152	Monforte de Moyuela	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	5
44152	Monforte de Moyuela	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1
44152	Monforte de Moyuela	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
44153	Monreal del Campo	1	Empresario o profesional que emplea personal	Hombres	57
44153	Monreal del Campo	1	Empresario o profesional que emplea personal	Mujeres	17
44153	Monreal del Campo	2	Empresario o profesional que no emplea personal	Hombres	110
44153	Monreal del Campo	2	Empresario o profesional que no emplea personal	Mujeres	46
44153	Monreal del Campo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	341
44153	Monreal del Campo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	180
44153	Monreal del Campo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	87
44153	Monreal del Campo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	65
44153	Monreal del Campo	5	Otra situación (Ayuda familiar)	Hombres	2
44153	Monreal del Campo	5	Otra situación (Ayuda familiar)	Mujeres	1
44153	Monreal del Campo	6	Otra situación (Miembro de cooperativas)	Hombres	3
44154	Monroyo	1	Empresario o profesional que emplea personal	Hombres	2
44154	Monroyo	1	Empresario o profesional que emplea personal	Mujeres	2
44154	Monroyo	2	Empresario o profesional que no emplea personal	Hombres	52
44154	Monroyo	2	Empresario o profesional que no emplea personal	Mujeres	16
44154	Monroyo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	29
44154	Monroyo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	19
44154	Monroyo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
44154	Monroyo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
44154	Monroyo	5	Otra situación (Ayuda familiar)	Hombres	2
44154	Monroyo	5	Otra situación (Ayuda familiar)	Mujeres	1
44155	Montalbán	1	Empresario o profesional que emplea personal	Hombres	36
44155	Montalbán	1	Empresario o profesional que emplea personal	Mujeres	6
44155	Montalbán	2	Empresario o profesional que no emplea personal	Hombres	38
44155	Montalbán	2	Empresario o profesional que no emplea personal	Mujeres	20
44155	Montalbán	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	201
44155	Montalbán	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	78
44155	Montalbán	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	63
44155	Montalbán	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	47
44155	Montalbán	6	Otra situación (Miembro de cooperativas)	Mujeres	4
44156	Monteagudo del Castillo	1	Empresario o profesional que emplea personal	Hombres	2
44156	Monteagudo del Castillo	2	Empresario o profesional que no emplea personal	Hombres	11
44156	Monteagudo del Castillo	2	Empresario o profesional que no emplea personal	Mujeres	1
44156	Monteagudo del Castillo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	4
44156	Monteagudo del Castillo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	2
44156	Monteagudo del Castillo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
44157	Monterde de Albarracín	1	Empresario o profesional que emplea personal	Hombres	1
44157	Monterde de Albarracín	2	Empresario o profesional que no emplea personal	Hombres	6
44157	Monterde de Albarracín	2	Empresario o profesional que no emplea personal	Mujeres	6
44157	Monterde de Albarracín	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	6
44157	Monterde de Albarracín	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
44157	Monterde de Albarracín	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
44157	Monterde de Albarracín	5	Otra situación (Ayuda familiar)	Mujeres	1
44158	Mora de Rubielos	1	Empresario o profesional que emplea personal	Hombres	43
44158	Mora de Rubielos	1	Empresario o profesional que emplea personal	Mujeres	8
44158	Mora de Rubielos	2	Empresario o profesional que no emplea personal	Hombres	79
44158	Mora de Rubielos	2	Empresario o profesional que no emplea personal	Mujeres	32
44158	Mora de Rubielos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	152
44158	Mora de Rubielos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	69
44158	Mora de Rubielos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	67
44158	Mora de Rubielos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	53
44158	Mora de Rubielos	6	Otra situación (Miembro de cooperativas)	Hombres	1
44158	Mora de Rubielos	6	Otra situación (Miembro de cooperativas)	Mujeres	29
44159	Moscardón	2	Empresario o profesional que no emplea personal	Hombres	7
44159	Moscardón	2	Empresario o profesional que no emplea personal	Mujeres	2
44159	Moscardón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	1
44159	Moscardón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
44159	Moscardón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
44159	Moscardón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
44160	Mosqueruela	1	Empresario o profesional que emplea personal	Hombres	11
44160	Mosqueruela	2	Empresario o profesional que no emplea personal	Hombres	84
44160	Mosqueruela	2	Empresario o profesional que no emplea personal	Mujeres	27
44160	Mosqueruela	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	31
44160	Mosqueruela	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	48
44160	Mosqueruela	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	70
44160	Mosqueruela	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	15
44160	Mosqueruela	6	Otra situación (Miembro de cooperativas)	Hombres	21
44160	Mosqueruela	6	Otra situación (Miembro de cooperativas)	Mujeres	1
44161	Muniesa	1	Empresario o profesional que emplea personal	Hombres	18
44161	Muniesa	1	Empresario o profesional que emplea personal	Mujeres	2
44161	Muniesa	2	Empresario o profesional que no emplea personal	Hombres	55
44161	Muniesa	2	Empresario o profesional que no emplea personal	Mujeres	14
44161	Muniesa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	61
44161	Muniesa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	26
44161	Muniesa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	15
44161	Muniesa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	9
44163	Noguera de Albarracín	1	Empresario o profesional que emplea personal	Mujeres	1
44163	Noguera de Albarracín	2	Empresario o profesional que no emplea personal	Hombres	19
44163	Noguera de Albarracín	2	Empresario o profesional que no emplea personal	Mujeres	2
44163	Noguera de Albarracín	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	15
44163	Noguera de Albarracín	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	4
44163	Noguera de Albarracín	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
44163	Noguera de Albarracín	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	7
44163	Noguera de Albarracín	6	Otra situación (Miembro de cooperativas)	Hombres	1
44164	Nogueras	2	Empresario o profesional que no emplea personal	Hombres	3
44164	Nogueras	2	Empresario o profesional que no emplea personal	Mujeres	3
44164	Nogueras	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1
44164	Nogueras	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
44165	Nogueruelas	1	Empresario o profesional que emplea personal	Hombres	3
44165	Nogueruelas	1	Empresario o profesional que emplea personal	Mujeres	2
44165	Nogueruelas	2	Empresario o profesional que no emplea personal	Hombres	20
44165	Nogueruelas	2	Empresario o profesional que no emplea personal	Mujeres	10
44165	Nogueruelas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	20
44165	Nogueruelas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	9
44165	Nogueruelas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	15
44165	Nogueruelas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
44165	Nogueruelas	6	Otra situación (Miembro de cooperativas)	Mujeres	1
44167	Obón	1	Empresario o profesional que emplea personal	Hombres	2
44167	Obón	2	Empresario o profesional que no emplea personal	Hombres	10
44167	Obón	2	Empresario o profesional que no emplea personal	Mujeres	3
44167	Obón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	7
44167	Obón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	7
44167	Obón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
44167	Obón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
44168	Odón	1	Empresario o profesional que emplea personal	Hombres	1
44168	Odón	2	Empresario o profesional que no emplea personal	Hombres	52
44168	Odón	2	Empresario o profesional que no emplea personal	Mujeres	27
44168	Odón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	6
44168	Odón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	10
44168	Odón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	7
44168	Odón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	9
44169	Ojos Negros	1	Empresario o profesional que emplea personal	Hombres	7
44169	Ojos Negros	1	Empresario o profesional que emplea personal	Mujeres	2
44169	Ojos Negros	2	Empresario o profesional que no emplea personal	Hombres	33
44169	Ojos Negros	2	Empresario o profesional que no emplea personal	Mujeres	10
44169	Ojos Negros	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	66
44169	Ojos Negros	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	19
44169	Ojos Negros	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	10
44169	Ojos Negros	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	11
44169	Ojos Negros	5	Otra situación (Ayuda familiar)	Hombres	2
44169	Ojos Negros	5	Otra situación (Ayuda familiar)	Mujeres	9
44169	Ojos Negros	6	Otra situación (Miembro de cooperativas)	Hombres	1
44169	Ojos Negros	6	Otra situación (Miembro de cooperativas)	Mujeres	11
44171	Olba	1	Empresario o profesional que emplea personal	Hombres	3
44171	Olba	2	Empresario o profesional que no emplea personal	Hombres	7
