Año	Municipio código	Municipio nombre	Estado de la información	Licencias, total	Licencias, nueva planta, total	Licencias, nueva planta, con demolición	Licencias, nueva planta, sin demolición	Licencias, rehabilitación, total	Licencias, rehabilitación, con demolición	Licencias, rehabilitación, sin demolición	Licencias, rehabilitación locales	Licencias, demolición
2010	44168	Odón	SIN INFORMACIÓN									
2010	44169	Ojos Negros	COMPLETA	5	3	0	3	2	2	0	0	0
2010	44171	Olba	COMPLETA	2	0	0	0	2	2	0	0	0
2010	44172	Oliete	SIN INFORMACIÓN									
2010	44173	Olmos (Los)	SIN INFORMACIÓN									
2010	44174	Orihuela del Tremedal	COMPLETA	1	0	0	0	0	0	0	0	1
2010	44175	Orrios	SIN INFORMACIÓN									
2010	44176	Palomar de Arroyos	SIN INFORMACIÓN									
2010	44177	Pancrudo	SIN INFORMACIÓN									
2010	44178	Parras de Castellote (Las)	SIN INFORMACIÓN									
2010	44179	Peñarroya de Tastavins	COMPLETA	5	2	0	2	3	2	1	0	0
2010	44180	Peracense	COMPLETA	1	0	0	0	1	1	0	0	0
2010	44181	Peralejos	SIN INFORMACIÓN									
2010	44182	Perales del Alfambra	SIN INFORMACIÓN									
2010	44183	Pitarque	SIN INFORMACIÓN									
2010	44184	Plou	SIN INFORMACIÓN									
2010	44185	Pobo (El)	SIN INFORMACIÓN									
2010	44187	Portellada (La)	SIN INFORMACIÓN									
2010	44189	Pozondón	COMPLETA	1	0	0	0	1	0	1	0	0
2010	44190	Pozuel del Campo	SIN INFORMACIÓN									
2010	44191	Puebla de Híjar (La)	COMPLETA	10	3	0	3	6	6	0	0	1
2010	44192	Puebla de Valverde (La)	COMPLETA	3	1	0	1	2	2	0	0	0
2010	44193	Puertomingalvo	COMPLETA	3	1	0	1	2	2	0	0	0
2010	44194	Ráfales	SIN INFORMACIÓN									
2010	44195	Rillo	SIN INFORMACIÓN									
2010	44196	Riodeva	SIN INFORMACIÓN									
2010	44197	Ródenas	COMPLETA	2	0	0	0	2	2	0	0	0
2010	44198	Royuela	SIN INFORMACIÓN									
2010	44199	Rubiales	SIN INFORMACIÓN									
2010	44200	Rubielos de la Cérida	SIN INFORMACIÓN									
2010	44201	Rubielos de Mora	COMPLETA	6	3	0	3	3	2	1	0	0
2010	44203	Salcedillo	SIN INFORMACIÓN									
2010	44204	Saldón	SIN INFORMACIÓN									
2010	44205	Samper de Calanda	COMPLETA	7	3	0	3	4	4	0	0	0
2010	44206	San Agustín	COMPLETA	1	1	0	1	0	0	0	0	0
2010	44207	San Martín del Río	SIN INFORMACIÓN									
2010	44208	Santa Cruz de Nogueras	SIN INFORMACIÓN									
2010	44209	Santa Eulalia	COMPLETA	5	3	0	3	2	1	1	0	0
2010	44210	Sarrión	COMPLETA	18	14	0	14	4	4	0	0	0
2010	44211	Segura de los Baños	SIN INFORMACIÓN									
2010	44212	Seno	INCOMPLETA	1				1	1			
2010	44213	Singra	SIN INFORMACIÓN									
2010	44215	Terriente	SIN INFORMACIÓN									
2010	44216	Teruel	COMPLETA	10	5	0	5	3	2	1	0	2
2010	44217	Toril y Masegoso	SIN INFORMACIÓN									
2010	44218	Tormón	SIN INFORMACIÓN									
2010	44219	Tornos	SIN INFORMACIÓN									
2010	44220	Torralba de los Sisones	SIN INFORMACIÓN									
2010	44221	Torrecilla de Alcañiz	COMPLETA	1	1	0	1	0	0	0	0	0
2010	44222	Torrecilla del Rebollar	SIN INFORMACIÓN									
2010	44223	Torre de Arcas	SIN INFORMACIÓN									
2010	44224	Torre de las Arcas	SIN INFORMACIÓN									
2010	44225	Torre del Compte	COMPLETA	2	1	0	1	1	1	0	0	0
2010	44226	Torrelacárcel	SIN INFORMACIÓN									
2010	44227	Torre los Negros	SIN INFORMACIÓN									
2010	44228	Torremocha de Jiloca	SIN INFORMACIÓN									
2010	44229	Torres de Albarracín	SIN INFORMACIÓN									
2010	44230	Torrevelilla	COMPLETA	4	2	1	1	1	1	0	0	1
2010	44231	Torrijas	SIN INFORMACIÓN									
2010	44232	Torrijo del Campo	COMPLETA	2	0	0	0	2	2	0	0	0
2010	44234	Tramacastiel	SIN INFORMACIÓN									
2010	44235	Tramacastilla	SIN INFORMACIÓN									
2010	44236	Tronchón	COMPLETA	3	1	0	1	1	1	0	0	1
2010	44237	Urrea de Gaén	COMPLETA	5	1	0	1	3	2	1	0	1
2010	44238	Utrillas	COMPLETA	5	4	0	4	1	1	0	0	0
2010	44239	Valacloche	SIN INFORMACIÓN									
2010	44240	Valbona	COMPLETA	2	2	0	2	0	0	0	0	0
2010	44241	Valdealgorfa	COMPLETA	4	3	0	3	1	1	0	0	0
2010	44243	Valdecuenca	SIN INFORMACIÓN									
2010	44244	Valdelinares	COMPLETA	3	1	1	0	2	2	0	0	0
2010	44245	Valdeltormo	COMPLETA	2	2	0	2	0	0	0	0	0
2010	44246	Valderrobres	COMPLETA	5	2	0	2	2	2	0	0	1
2010	44247	Valjunquera	COMPLETA	2	2	0	2	0	0	0	0	0
2010	44249	Vallecillo (El)	SIN INFORMACIÓN									
2010	44250	Veguillas de la Sierra	SIN INFORMACIÓN									
2010	44251	Villafranca del Campo	COMPLETA	2	1	0	1	1	1	0	0	0
2010	44252	Villahermosa del Campo	SIN INFORMACIÓN									
2010	44256	Villanueva del Rebollar de la Sierra	SIN INFORMACIÓN									
2010	44257	Villar del Cobo	COMPLETA	4	2	0	2	1	1	0	0	1
2010	44258	Villar del Salz	SIN INFORMACIÓN									
2010	44260	Villarluengo	SIN INFORMACIÓN									
2010	44261	Villarquemado	COMPLETA	6	5	1	4	1	1	0	0	0
2010	44262	Villarroya de los Pinares	SIN INFORMACIÓN									
2010	44263	Villastar	COMPLETA	2	1	0	1	1	1	0	0	0
2010	44264	Villel	COMPLETA	2	1	0	1	0	0	0	0	1
2010	44265	Vinaceite	COMPLETA	3	3	0	3	0	0	0	0	0
2010	44266	Visiedo	SIN INFORMACIÓN									
2010	44267	Vivel del Río Martín	SIN INFORMACIÓN									
2010	44268	Zoma (La)	SIN INFORMACIÓN									
2010	50001	Abanto	SIN INFORMACIÓN									
2010	50002	Acered	SIN INFORMACIÓN									
2010	50003	Agón	SIN INFORMACIÓN									
2010	50004	Aguarón	COMPLETA	2	1	0	1	1	0	1	0	0
2010	50005	Aguilón	SIN INFORMACIÓN									
2010	50006	Ainzón	COMPLETA	15	10	2	8	5	4	1	0	0
2010	50007	Aladrén	SIN INFORMACIÓN									
2010	50008	Alagón	COMPLETA	10	9	0	9	0	0	0	1	0
2010	50009	Alarba	SIN INFORMACIÓN									
2010	50010	Alberite de San Juan	SIN INFORMACIÓN									
2010	50011	Albeta	COMPLETA	1	0	0	0	1	1	0	0	0
2010	50012	Alborge	SIN INFORMACIÓN									
2010	50013	Alcalá de Ebro	SIN INFORMACIÓN									
2010	50014	Alcalá de Moncayo	COMPLETA	5	5	0	5	0	0	0	0	0
2010	50015	Alconchel de Ariza	SIN INFORMACIÓN									
2010	50016	Aldehuela de Liestos	SIN INFORMACIÓN									
2010	50017	Alfajarín	COMPLETA	3	3	0	3	0	0	0	0	0
2010	50018	Alfamén	COMPLETA	2	1	0	1	1	1	0	0	0
2010	50019	Alforque	SIN INFORMACIÓN									
2010	50020	Alhama de Aragón	COMPLETA	3	0	0	0	2	2	0	0	1
2010	50021	Almochuel	SIN INFORMACIÓN									
2010	50022	Almolda (La)	COMPLETA	3	1	0	1	2	2	0	0	0
2010	50023	Almonacid de la Cuba	SIN INFORMACIÓN									
2010	50024	Almonacid de la Sierra	SIN INFORMACIÓN									
2010	50025	Almunia de Doña Godina (La)	INCOMPLETA	16	7	1	6	3	1	2	2	4
2010	50026	Alpartir	COMPLETA	7	4	1	3	1	0	1	1	1
2010	50027	Ambel	COMPLETA	2	1	0	1	1	0	1	0	0
2010	50028	Anento	COMPLETA	1	1	1	0	0	0	0	0	0
2010	50029	Aniñón	COMPLETA	4	2	0	2	2	2	0	0	0
2010	50030	Añón de Moncayo	SIN INFORMACIÓN									
2010	50031	Aranda de Moncayo	SIN INFORMACIÓN									
2010	50032	Arándiga	SIN INFORMACIÓN									
2010	50033	Ardisa	SIN INFORMACIÓN									
2010	50034	Ariza	COMPLETA	3	2	0	2	1	1	0	0	0
2010	50035	Artieda	SIN INFORMACIÓN									
2010	50036	Asín	SIN INFORMACIÓN									
2010	50037	Atea	SIN INFORMACIÓN									
2010	50038	Ateca	COMPLETA	6	2	0	2	2	1	1	1	1
2010	50039	Azuara	COMPLETA	4	2	0	2	2	2	0	0	0
2010	50040	Badules	SIN INFORMACIÓN									
2010	50041	Bagüés	SIN INFORMACIÓN									
2010	50042	Balconchán	SIN INFORMACIÓN									
2010	50043	Bárboles	COMPLETA	1	0	0	0	1	0	1	0	0
2010	50044	Bardallur	SIN INFORMACIÓN									
2010	50045	Belchite	COMPLETA	8	0	0	0	4	2	2	4	0
2010	50046	Belmonte de Gracián	SIN INFORMACIÓN									
2010	50047	Berdejo	SIN INFORMACIÓN									
2010	50048	Berrueco	SIN INFORMACIÓN									
2010	50050	Bijuesca	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50051	Biota	SIN INFORMACIÓN									
2010	50052	Bisimbre	SIN INFORMACIÓN									
2010	50053	Boquiñeni	COMPLETA	2	1	0	1	0	0	0	0	1
2010	50054	Bordalba	SIN INFORMACIÓN									
2010	50055	Borja	COMPLETA	5	1	0	1	3	0	3	1	0
2010	50056	Botorrita	COMPLETA	3	2	1	1	1	0	1	0	0
2010	50057	Brea de Aragón	COMPLETA	1	0	0	0	1	0	1	0	0
2010	50058	Bubierca	SIN INFORMACIÓN									
2010	50059	Bujaraloz	COMPLETA	6	5	0	5	0	0	0	0	1
2010	50060	Bulbuente	COMPLETA	3	3	0	3	0	0	0	0	0
2010	50061	Bureta	SIN INFORMACIÓN									
2010	50062	Burgo de Ebro (El)	COMPLETA	10	10	0	10	0	0	0	0	0
2010	50063	Buste (El)	SIN INFORMACIÓN									
2010	50064	Cabañas de Ebro	COMPLETA	2	1	0	1	0	0	0	0	1
2010	50065	Cabolafuente	SIN INFORMACIÓN									
2010	50066	Cadrete	COMPLETA	4	0	0	0	3	1	2	1	0
2010	50067	Calatayud	COMPLETA	4	1	0	1	1	0	1	2	0
2010	50068	Calatorao	COMPLETA	7	7	1	6	0	0	0	0	0
2010	50069	Calcena	SIN INFORMACIÓN									
2010	50070	Calmarza	SIN INFORMACIÓN									
2010	50071	Campillo de Aragón	SIN INFORMACIÓN									
2010	50072	Carenas	SIN INFORMACIÓN									
2010	50073	Cariñena	COMPLETA	3	3	0	3	0	0	0	0	0
2010	50074	Caspe	COMPLETA	39	16	1	15	23	12	11	0	0
2010	50075	Castejón de Alarba	SIN INFORMACIÓN									
2010	50076	Castejón de las Armas	SIN INFORMACIÓN									
2010	50077	Castejón de Valdejasa	COMPLETA	2	1	0	1	1	1	0	0	0
2010	50078	Castiliscar	COMPLETA	2	0	0	0	2	1	1	0	0
2010	50079	Cervera de la Cañada	SIN INFORMACIÓN									
2010	50080	Cerveruela	SIN INFORMACIÓN									
2010	50081	Cetina	COMPLETA	6	6	0	6	0	0	0	0	0
2010	50082	Cimballa	SIN INFORMACIÓN									
2010	50083	Cinco Olivas	SIN INFORMACIÓN									
2010	50084	Clarés de Ribota	SIN INFORMACIÓN									
2010	50085	Codo	SIN INFORMACIÓN									
2010	50086	Codos	SIN INFORMACIÓN									
2010	50087	Contamina	SIN INFORMACIÓN									
2010	50088	Cosuenda	COMPLETA	4	3	0	3	1	0	1	0	0
2010	50089	Cuarte de Huerva	COMPLETA	15	3	0	3	6	1	5	5	1
2010	50090	Cubel	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50091	Cuerlas (Las)	SIN INFORMACIÓN									
2010	50092	Chiprana	INCOMPLETA	1	1		1					
2010	50093	Chodes	COMPLETA	2	0	0	0	2	2	0	0	0
2010	50094	Daroca	SIN INFORMACIÓN									
2010	50095	Ejea de los Caballeros	INCOMPLETA	26	8	2	6	17	7	10		1
2010	50096	Embid de Ariza	SIN INFORMACIÓN									
2010	50098	Encinacorba	SIN INFORMACIÓN									
2010	50099	Épila	COMPLETA	8	4	1	3	2	1	1	0	2
2010	50100	Erla	SIN INFORMACIÓN									
2010	50101	Escatrón	COMPLETA	10	4	0	4	4	2	2	0	2
2010	50102	Fabara	SIN INFORMACIÓN									
2010	50104	Farlete	SIN INFORMACIÓN									
2010	50105	Fayón	COMPLETA	2	2	0	2	0	0	0	0	0
2010	50106	Fayos (Los)	SIN INFORMACIÓN									
2010	50107	Figueruelas	COMPLETA	5	3	0	3	2	2	0	0	0
2010	50108	Fombuena	SIN INFORMACIÓN									
2010	50109	Frago (El)	COMPLETA	3	1	0	1	2	2	0	0	0
2010	50110	Frasno (El)	SIN INFORMACIÓN									
2010	50111	Fréscano	COMPLETA	4	3	0	3	0	0	0	0	1
2010	50113	Fuendejalón	COMPLETA	5	3	0	3	2	2	0	0	0
2010	50114	Fuendetodos	SIN INFORMACIÓN									
2010	50115	Fuentes de Ebro	COMPLETA	15	12	2	10	2	2	0	1	0
2010	50116	Fuentes de Jiloca	SIN INFORMACIÓN									
2010	50117	Gallocanta	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50118	Gallur	COMPLETA	1	1	1	0	0	0	0	0	0
2010	50119	Gelsa	COMPLETA	3	3	1	2	0	0	0	0	0
2010	50120	Godojos	SIN INFORMACIÓN									
2010	50121	Gotor	SIN INFORMACIÓN									
2010	50122	Grisel	SIN INFORMACIÓN									
2010	50123	Grisén	SIN INFORMACIÓN									
2010	50124	Herrera de los Navarros	COMPLETA	8	6	1	5	2	2	0	0	0
2010	50125	Ibdes	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50126	Illueca	SIN INFORMACIÓN									
2010	50128	Isuerre	SIN INFORMACIÓN									
2010	50129	Jaraba	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50130	Jarque de Moncayo	SIN INFORMACIÓN									
2010	50131	Jaulín	COMPLETA	1	0	0	0	1	0	1	0	0
2010	50132	Joyosa (La)	COMPLETA	1	0	0	0	1	1	0	0	0
2010	50133	Lagata	SIN INFORMACIÓN									
2010	50134	Langa del Castillo	SIN INFORMACIÓN									
2010	50135	Layana	INCOMPLETA	1				1		1		
2010	50136	Lécera	COMPLETA	6	2	0	2	3	2	1	0	1
2010	50137	Leciñena	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50138	Lechón	SIN INFORMACIÓN									
2010	50139	Letux	SIN INFORMACIÓN									
2010	50140	Litago	COMPLETA	1	0	0	0	1	0	1	0	0
2010	50141	Lituénigo	SIN INFORMACIÓN									
2010	50142	Lobera de Onsella	SIN INFORMACIÓN									
2010	50143	Longares	COMPLETA	3	2	0	2	0	0	0	1	0
2010	50144	Longás	SIN INFORMACIÓN									
2010	50146	Lucena de Jalón	SIN INFORMACIÓN									
2010	50147	Luceni	COMPLETA	2	0	0	0	2	1	1	0	0
2010	50148	Luesia	SIN INFORMACIÓN									
2010	50149	Luesma	SIN INFORMACIÓN									
2010	50150	Lumpiaque	COMPLETA	3	2	0	2	1	0	1	0	0
2010	50151	Luna	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50152	Maella	COMPLETA	2	1	0	1	1	0	1	0	0
2010	50153	Magallón	COMPLETA	5	5	0	5	0	0	0	0	0
2010	50154	Mainar	SIN INFORMACIÓN									
2010	50155	Malanquilla	SIN INFORMACIÓN									
2010	50156	Maleján	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50157	Malón	INCOMPLETA	1	1		1					
2010	50159	Maluenda	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50160	Mallén	COMPLETA	10	7	0	7	2	1	1	0	1
2010	50161	Manchones	SIN INFORMACIÓN									
2010	50162	Mara	SIN INFORMACIÓN									
2010	50163	María de Huerva	COMPLETA	2	0	0	0	0	0	0	2	0
2010	50164	Mediana de Aragón	SIN INFORMACIÓN									
2010	50165	Mequinenza	COMPLETA	4	2	0	2	2	1	1	0	0
2010	50166	Mesones de Isuela	SIN INFORMACIÓN									
2010	50167	Mezalocha	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50168	Mianos	SIN INFORMACIÓN									
2010	50169	Miedes de Aragón	COMPLETA	1	0	0	0	0	0	0	0	1
2010	50170	Monegrillo	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50171	Moneva	SIN INFORMACIÓN									
2010	50172	Monreal de Ariza	SIN INFORMACIÓN									
2010	50173	Monterde	SIN INFORMACIÓN									
2010	50174	Montón	COMPLETA	1	0	0	0	1	1	0	0	0
2010	50175	Morata de Jalón	COMPLETA	4	2	1	1	2	2	0	0	0
2010	50176	Morata de Jiloca	SIN INFORMACIÓN									
2010	50177	Morés	INCOMPLETA	1				1		1		
2010	50178	Moros	SIN INFORMACIÓN									
2010	50179	Moyuela	SIN INFORMACIÓN									
2010	50180	Mozota	COMPLETA	1	0	0	0	1	0	1	0	0
2010	50181	Muel	INCOMPLETA	5	5		5					
2010	50182	Muela (La)	COMPLETA	21	5	2	3	11	1	10	4	1
2010	50183	Munébrega	SIN INFORMACIÓN									
2010	50184	Murero	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50185	Murillo de Gállego	SIN INFORMACIÓN									
2010	50186	Navardún	SIN INFORMACIÓN									
2010	50187	Nigüella	SIN INFORMACIÓN									
2010	50188	Nombrevilla	SIN INFORMACIÓN									
2010	50189	Nonaspe	COMPLETA	14	4	0	4	8	5	3	1	1
2010	50190	Novallas	COMPLETA	3	3	0	3	0	0	0	0	0
2010	50191	Novillas	COMPLETA	4	3	0	3	1	1	0	0	0
2010	50192	Nuévalos	SIN INFORMACIÓN									
2010	50193	Nuez de Ebro	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50194	Olvés	SIN INFORMACIÓN									
2010	50195	Orcajo	SIN INFORMACIÓN									
2010	50196	Orera	SIN INFORMACIÓN									
2010	50197	Orés	SIN INFORMACIÓN									
2010	50198	Oseja	SIN INFORMACIÓN									
2010	50199	Osera de Ebro	SIN INFORMACIÓN									
2010	50200	Paniza	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50201	Paracuellos de Jiloca	COMPLETA	2	1	0	1	1	1	0	0	0
2010	50202	Paracuellos de la Ribera	SIN INFORMACIÓN									
2010	50203	Pastriz	COMPLETA	3	3	0	3	0	0	0	0	0
2010	50204	Pedrola	COMPLETA	9	5	1	4	1	0	1	1	2
2010	50205	Pedrosas (Las)	SIN INFORMACIÓN									
2010	50206	Perdiguera	COMPLETA	4	3	0	3	1	0	1	0	0
2010	50207	Piedratajada	SIN INFORMACIÓN									
2010	50208	Pina de Ebro	COMPLETA	9	3	0	3	5	0	5	0	1
2010	50209	Pinseque	COMPLETA	9	4	0	4	5	2	3	0	0
2010	50210	Pintanos (Los)	SIN INFORMACIÓN									
2010	50211	Plasencia de Jalón	SIN INFORMACIÓN									
2010	50212	Pleitas	SIN INFORMACIÓN									
2010	50213	Plenas	SIN INFORMACIÓN									
2010	50214	Pomer	SIN INFORMACIÓN									
2010	50215	Pozuel de Ariza	SIN INFORMACIÓN									
2010	50216	Pozuelo de Aragón	COMPLETA	4	1	0	1	3	2	1	0	0
2010	50217	Pradilla de Ebro	COMPLETA	3	1	0	1	1	1	0	1	0
2010	50218	Puebla de Albortón	INCOMPLETA	1	1		1					
2010	50219	Puebla de Alfindén (La)	COMPLETA	5	2	0	2	2	0	2	1	0
2010	50220	Puendeluna	SIN INFORMACIÓN									
2010	50221	Purujosa	SIN INFORMACIÓN									
2010	50222	Quinto	COMPLETA	12	7	0	7	4	1	3	0	1
2010	50223	Remolinos	COMPLETA	12	9	2	7	1	1	0	0	2
2010	50224	Retascón	SIN INFORMACIÓN									
2010	50225	Ricla	INCOMPLETA	4	2		2				2	
2010	50227	Romanos	COMPLETA	2	1	0	1	1	0	1	0	0
2010	50228	Rueda de Jalón	SIN INFORMACIÓN									
2010	50229	Ruesca	SIN INFORMACIÓN									
2010	50230	Sádaba	COMPLETA	5	2	0	2	3	1	2	0	0
2010	50231	Salillas de Jalón	SIN INFORMACIÓN									
2010	50232	Salvatierra de Esca	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50233	Samper del Salz	SIN INFORMACIÓN									
2010	50234	San Martín de la Virgen de Moncayo	COMPLETA	2	0	0	0	1	1	0	0	1
2010	50235	San Mateo de Gállego	COMPLETA	25	22	0	22	3	0	3	0	0
2010	50236	Santa Cruz de Grío	SIN INFORMACIÓN									
2010	50237	Santa Cruz de Moncayo	COMPLETA	1	0	0	0	1	1	0	0	0
2010	50238	Santa Eulalia de Gállego	SIN INFORMACIÓN									
2010	50239	Santed	SIN INFORMACIÓN									
2010	50240	Sástago	COMPLETA	3	0	0	0	1	1	0	0	2
2010	50241	Saviñán	INCOMPLETA	2	1		1	1		1		
2010	50242	Sediles	SIN INFORMACIÓN									
2010	50243	Sestrica	SIN INFORMACIÓN									
2010	50244	Sierra de Luna	SIN INFORMACIÓN									
2010	50245	Sigüés	COMPLETA	4	2	0	2	2	1	1	0	0
2010	50246	Sisamón	SIN INFORMACIÓN									
2010	50247	Sobradiel	COMPLETA	3	1	1	0	1	1	0	0	1
2010	50248	Sos del Rey Católico	COMPLETA	3	3	0	3	0	0	0	0	0
2010	50249	Tabuenca	INCOMPLETA	2	1		1	1	1			
2010	50250	Talamantes	SIN INFORMACIÓN									
2010	50251	Tarazona	COMPLETA	15	1	0	1	11	8	3	2	1
2010	50252	Tauste	COMPLETA	20	7	0	7	4	0	4	2	7
2010	50253	Terrer	SIN INFORMACIÓN									
2010	50254	Tierga	COMPLETA	1	0	0	0	1	0	1	0	0
2010	50255	Tobed	SIN INFORMACIÓN									
2010	50256	Torralba de los Frailes	SIN INFORMACIÓN									
2010	50257	Torralba de Ribota	SIN INFORMACIÓN									
2010	50258	Torralbilla	SIN INFORMACIÓN									
2010	50259	Torrehermosa	SIN INFORMACIÓN									
2010	50260	Torrelapaja	SIN INFORMACIÓN									
2010	50261	Torrellas	SIN INFORMACIÓN									
2010	50262	Torres de Berrellén	COMPLETA	8	4	0	4	1	0	1	2	1
2010	50263	Torrijo de la Cañada	COMPLETA	1	0	0	0	1	1	0	0	0
2010	50264	Tosos	COMPLETA	3	0	0	0	3	2	1	0	0
2010	50265	Trasmoz	SIN INFORMACIÓN									
2010	50266	Trasobares	SIN INFORMACIÓN									
2010	50267	Uncastillo	COMPLETA	3	2	0	2	1	0	1	0	0
2010	50268	Undués de Lerda	SIN INFORMACIÓN									
2010	50269	Urrea de Jalón	SIN INFORMACIÓN									
2010	50270	Urriés	SIN INFORMACIÓN									
2010	50271	Used	SIN INFORMACIÓN									
2010	50272	Utebo	COMPLETA	11	1	0	1	4	1	3	6	0
2010	50273	Valdehorna	SIN INFORMACIÓN									
2010	50274	Val de San Martín	SIN INFORMACIÓN									
2010	50275	Valmadrid	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50276	Valpalmas	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50277	Valtorres	SIN INFORMACIÓN									
2010	50278	Velilla de Ebro	COMPLETA	2	0	0	0	1	1	0	0	1
2010	50279	Velilla de Jiloca	SIN INFORMACIÓN									
2010	50280	Vera de Moncayo	COMPLETA	1	0	0	0	0	0	0	1	0
2010	50281	Vierlas	SIN INFORMACIÓN									
2010	50282	Vilueña (La)	SIN INFORMACIÓN									
2010	50283	Villadoz	SIN INFORMACIÓN									
2010	50284	Villafeliche	SIN INFORMACIÓN									
2010	50285	Villafranca de Ebro	COMPLETA	1	0	0	0	1	1	0	0	0
2010	50286	Villalba de Perejil	SIN INFORMACIÓN									
2010	50287	Villalengua	COMPLETA	1	1	0	1	0	0	0	0	0
2010	50288	Villanueva de Gállego	COMPLETA	4	3	0	3	0	0	0	0	1
2010	50289	Villanueva de Jiloca	SIN INFORMACIÓN									
2010	50290	Villanueva de Huerva	COMPLETA	2	1	0	1	0	0	0	0	1
2010	50291	Villar de los Navarros	SIN INFORMACIÓN									
2010	50292	Villarreal de Huerva	COMPLETA	1	0	0	0	0	0	0	0	1
2010	50293	Villarroya de la Sierra	SIN INFORMACIÓN									
2010	50294	Villarroya del Campo	SIN INFORMACIÓN									
2010	50295	Vistabella	SIN INFORMACIÓN									
2010	50296	Zaida (La)	SIN INFORMACIÓN									
2010	50297	Zaragoza	COMPLETA	1465	122	2	120	594	207	387	716	33
2010	50298	Zuera	COMPLETA	9	8	1	7	0	0	0	1	0
2010	50901	Biel	SIN INFORMACIÓN									
2010	50902	Marracos	SIN INFORMACIÓN									
2010	50903	Villamayor de Gállego	COMPLETA	10	4	0	4	6	4	2	0	0
2011	22001	Abiego	COMPLETA	3	1	0	1	2	0	2	0	0
2011	22002	Abizanda	COMPLETA	2	0	0	0	2	1	1	0	0
2011	22003	Adahuesca	SIN INFORMACIÓN									
2011	22004	Agüero	COMPLETA	3	2	1	1	1	1	0	0	0
2011	22006	Aísa	COMPLETA	2	0	0	0	2	1	1	0	0
2011	22007	Albalate de Cinca	COMPLETA	7	2	0	2	5	3	2	0	0
2011	22008	Albalatillo	SIN INFORMACIÓN									
2011	22009	Albelda	COMPLETA	6	4	0	4	2	0	2	0	0
2011	22011	Albero Alto	INCOMPLETA	2	1		1	1		1		
2011	22012	Albero Bajo	SIN INFORMACIÓN									
2011	22013	Alberuela de Tubo	COMPLETA	1	1	0	1	0	0	0	0	0
2011	22014	Alcalá de Gurrea	COMPLETA	4	1	0	1	2	2	0	0	1
2011	22015	Alcalá del Obispo	INCOMPLETA	1	1		1					
2011	22016	Alcampell	COMPLETA	1	0	0	0	1	0	1	0	0
2011	22017	Alcolea de Cinca	COMPLETA	2	0	0	0	2	1	1	0	0
2011	22018	Alcubierre	COMPLETA	2	1	1	0	0	0	0	0	1
2011	22019	Alerre	SIN INFORMACIÓN									
2011	22020	Alfántega	SIN INFORMACIÓN									
2011	22021	Almudévar	COMPLETA	9	4	0	4	2	0	2	0	3
2011	22022	Almunia de San Juan	COMPLETA	1	1	0	1	0	0	0	0	0
2011	22023	Almuniente	SIN INFORMACIÓN									
2011	22024	Alquézar	COMPLETA	1	0	0	0	1	1	0	0	0
2011	22025	Altorricón	COMPLETA	3	3	0	3	0	0	0	0	0
2011	22027	Angüés	COMPLETA	1	1	1	0	0	0	0	0	0
2011	22028	Ansó	COMPLETA	3	0	0	0	3	3	0	0	0
2011	22029	Antillón	COMPLETA	1	1	0	1	0	0	0	0	0
2011	22032	Aragüés del Puerto	SIN INFORMACIÓN									
2011	22035	Arén	COMPLETA	4	1	0	1	3	2	1	0	0
2011	22036	Argavieso	INCOMPLETA	2	1		1	1	1			
2011	22037	Arguis	COMPLETA	1	0	0	0	1	0	1	0	0
2011	22039	Ayerbe	COMPLETA	9	2	0	2	7	5	2	0	0
2011	22040	Azanuy-Alins	COMPLETA	2	0	0	0	2	1	1	0	0
2011	22041	Azara	SIN INFORMACIÓN									
2011	22042	Azlor	SIN INFORMACIÓN									
2011	22043	Baells	COMPLETA	2	2	1	1	0	0	0	0	0
2011	22044	Bailo	COMPLETA	2	2	0	2	0	0	0	0	0
2011	22045	Baldellou	SIN INFORMACIÓN									
2011	22046	Ballobar	COMPLETA	1	1	0	1	0	0	0	0	0
2011	22047	Banastás	SIN INFORMACIÓN									
2011	22048	Barbastro	COMPLETA	27	10	2	8	16	10	6	0	1
2011	22049	Barbués	SIN INFORMACIÓN									
2011	22050	Barbuñales	SIN INFORMACIÓN									
2011	22051	Bárcabo	SIN INFORMACIÓN									
2011	22052	Belver de Cinca	COMPLETA	3	2	1	1	1	1	0	0	0
2011	22053	Benabarre	COMPLETA	11	2	0	2	9	6	3	0	0
2011	22054	Benasque	COMPLETA	3	0	0	0	3	3	0	0	0
