Mes (código)	Mes y año	Comarca código	Comarca nombre	Sexo	Nº parados	Grupos 1 duración demanda código	Grupos 1 duración demanda descripción
201110	Octubre 2011	02	Alto Gállego	Hombres	26	5	De 2 a 3 años
201110	Octubre 2011	02	Alto Gállego	Hombres	11	6	Más de 3 años
201110	Octubre 2011	02	Alto Gállego	Mujeres	229	1	Hasta 3 meses
201110	Octubre 2011	02	Alto Gállego	Mujeres	76	2	De 3 a 6 meses
201110	Octubre 2011	02	Alto Gállego	Mujeres	65	3	De 6 a 12 meses
201110	Octubre 2011	02	Alto Gállego	Mujeres	68	4	De 1 a 2 años
201110	Octubre 2011	02	Alto Gállego	Mujeres	16	5	De 2 a 3 años
201110	Octubre 2011	02	Alto Gállego	Mujeres	19	6	Más de 3 años
201110	Octubre 2011	03	Sobrarbe	Hombres	105	1	Hasta 3 meses
201110	Octubre 2011	03	Sobrarbe	Hombres	26	2	De 3 a 6 meses
201110	Octubre 2011	03	Sobrarbe	Hombres	19	3	De 6 a 12 meses
201110	Octubre 2011	03	Sobrarbe	Hombres	28	4	De 1 a 2 años
201110	Octubre 2011	03	Sobrarbe	Hombres	7	5	De 2 a 3 años
201110	Octubre 2011	03	Sobrarbe	Hombres	1	6	Más de 3 años
201110	Octubre 2011	03	Sobrarbe	Mujeres	110	1	Hasta 3 meses
201110	Octubre 2011	03	Sobrarbe	Mujeres	20	2	De 3 a 6 meses
201110	Octubre 2011	03	Sobrarbe	Mujeres	15	3	De 6 a 12 meses
201110	Octubre 2011	03	Sobrarbe	Mujeres	18	4	De 1 a 2 años
201110	Octubre 2011	03	Sobrarbe	Mujeres	3	5	De 2 a 3 años
201110	Octubre 2011	03	Sobrarbe	Mujeres	4	6	Más de 3 años
201110	Octubre 2011	04	La Ribagorza	Hombres	155	1	Hasta 3 meses
201110	Octubre 2011	04	La Ribagorza	Hombres	54	2	De 3 a 6 meses
201110	Octubre 2011	04	La Ribagorza	Hombres	50	3	De 6 a 12 meses
201110	Octubre 2011	04	La Ribagorza	Hombres	41	4	De 1 a 2 años
201110	Octubre 2011	04	La Ribagorza	Hombres	15	5	De 2 a 3 años
201110	Octubre 2011	04	La Ribagorza	Hombres	6	6	Más de 3 años
201110	Octubre 2011	04	La Ribagorza	Mujeres	146	1	Hasta 3 meses
201110	Octubre 2011	04	La Ribagorza	Mujeres	38	2	De 3 a 6 meses
201110	Octubre 2011	04	La Ribagorza	Mujeres	45	3	De 6 a 12 meses
201110	Octubre 2011	04	La Ribagorza	Mujeres	42	4	De 1 a 2 años
201110	Octubre 2011	04	La Ribagorza	Mujeres	23	5	De 2 a 3 años
201110	Octubre 2011	04	La Ribagorza	Mujeres	20	6	Más de 3 años
201110	Octubre 2011	05	Cinco Villas	Hombres	489	1	Hasta 3 meses
201110	Octubre 2011	05	Cinco Villas	Hombres	179	2	De 3 a 6 meses
201110	Octubre 2011	05	Cinco Villas	Hombres	210	3	De 6 a 12 meses
201110	Octubre 2011	05	Cinco Villas	Hombres	194	4	De 1 a 2 años
201110	Octubre 2011	05	Cinco Villas	Hombres	89	5	De 2 a 3 años
201110	Octubre 2011	05	Cinco Villas	Hombres	38	6	Más de 3 años
201110	Octubre 2011	05	Cinco Villas	Mujeres	424	1	Hasta 3 meses
201110	Octubre 2011	05	Cinco Villas	Mujeres	182	2	De 3 a 6 meses
201110	Octubre 2011	05	Cinco Villas	Mujeres	202	3	De 6 a 12 meses
201110	Octubre 2011	05	Cinco Villas	Mujeres	189	4	De 1 a 2 años
201110	Octubre 2011	05	Cinco Villas	Mujeres	138	5	De 2 a 3 años
201110	Octubre 2011	05	Cinco Villas	Mujeres	72	6	Más de 3 años
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	968	1	Hasta 3 meses
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	346	2	De 3 a 6 meses
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	483	3	De 6 a 12 meses
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	353	4	De 1 a 2 años
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	135	5	De 2 a 3 años
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Hombres	88	6	Más de 3 años
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	910	1	Hasta 3 meses
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	264	2	De 3 a 6 meses
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	321	3	De 6 a 12 meses
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	319	4	De 1 a 2 años
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	140	5	De 2 a 3 años
201110	Octubre 2011	06	Hoya de Huesca / Plana de Uesca	Mujeres	141	6	Más de 3 años
201110	Octubre 2011	07	Somontano de Barbastro	Hombres	382	1	Hasta 3 meses
201110	Octubre 2011	07	Somontano de Barbastro	Hombres	143	2	De 3 a 6 meses
201110	Octubre 2011	07	Somontano de Barbastro	Hombres	130	3	De 6 a 12 meses
201110	Octubre 2011	07	Somontano de Barbastro	Hombres	79	4	De 1 a 2 años
201110	Octubre 2011	07	Somontano de Barbastro	Hombres	56	5	De 2 a 3 años
201110	Octubre 2011	07	Somontano de Barbastro	Hombres	44	6	Más de 3 años
201110	Octubre 2011	07	Somontano de Barbastro	Mujeres	332	1	Hasta 3 meses
201110	Octubre 2011	07	Somontano de Barbastro	Mujeres	108	2	De 3 a 6 meses
201110	Octubre 2011	07	Somontano de Barbastro	Mujeres	117	3	De 6 a 12 meses
201110	Octubre 2011	07	Somontano de Barbastro	Mujeres	103	4	De 1 a 2 años
201110	Octubre 2011	07	Somontano de Barbastro	Mujeres	52	5	De 2 a 3 años
201110	Octubre 2011	07	Somontano de Barbastro	Mujeres	65	6	Más de 3 años
201110	Octubre 2011	08	Cinca Medio	Hombres	402	1	Hasta 3 meses
201110	Octubre 2011	08	Cinca Medio	Hombres	96	2	De 3 a 6 meses
201110	Octubre 2011	08	Cinca Medio	Hombres	131	3	De 6 a 12 meses
201110	Octubre 2011	08	Cinca Medio	Hombres	120	4	De 1 a 2 años
201110	Octubre 2011	08	Cinca Medio	Hombres	68	5	De 2 a 3 años
201110	Octubre 2011	08	Cinca Medio	Hombres	25	6	Más de 3 años
201110	Octubre 2011	08	Cinca Medio	Mujeres	315	1	Hasta 3 meses
201110	Octubre 2011	08	Cinca Medio	Mujeres	125	2	De 3 a 6 meses
201110	Octubre 2011	08	Cinca Medio	Mujeres	129	3	De 6 a 12 meses
201110	Octubre 2011	08	Cinca Medio	Mujeres	134	4	De 1 a 2 años
201110	Octubre 2011	08	Cinca Medio	Mujeres	84	5	De 2 a 3 años
201110	Octubre 2011	08	Cinca Medio	Mujeres	58	6	Más de 3 años
201110	Octubre 2011	09	La Litera / La Llitera	Hombres	222	1	Hasta 3 meses
201110	Octubre 2011	09	La Litera / La Llitera	Hombres	86	2	De 3 a 6 meses
201110	Octubre 2011	09	La Litera / La Llitera	Hombres	76	3	De 6 a 12 meses
201110	Octubre 2011	09	La Litera / La Llitera	Hombres	81	4	De 1 a 2 años
201110	Octubre 2011	09	La Litera / La Llitera	Hombres	30	5	De 2 a 3 años
201110	Octubre 2011	09	La Litera / La Llitera	Hombres	10	6	Más de 3 años
201110	Octubre 2011	09	La Litera / La Llitera	Mujeres	172	1	Hasta 3 meses
201110	Octubre 2011	09	La Litera / La Llitera	Mujeres	64	2	De 3 a 6 meses
201110	Octubre 2011	09	La Litera / La Llitera	Mujeres	67	3	De 6 a 12 meses
201110	Octubre 2011	09	La Litera / La Llitera	Mujeres	63	4	De 1 a 2 años
201110	Octubre 2011	09	La Litera / La Llitera	Mujeres	50	5	De 2 a 3 años
201110	Octubre 2011	09	La Litera / La Llitera	Mujeres	28	6	Más de 3 años
201110	Octubre 2011	10	Los Monegros	Hombres	170	1	Hasta 3 meses
201110	Octubre 2011	10	Los Monegros	Hombres	85	2	De 3 a 6 meses
201110	Octubre 2011	10	Los Monegros	Hombres	68	3	De 6 a 12 meses
201110	Octubre 2011	10	Los Monegros	Hombres	79	4	De 1 a 2 años
201110	Octubre 2011	10	Los Monegros	Hombres	33	5	De 2 a 3 años
201110	Octubre 2011	10	Los Monegros	Hombres	10	6	Más de 3 años
201110	Octubre 2011	10	Los Monegros	Mujeres	148	1	Hasta 3 meses
201110	Octubre 2011	10	Los Monegros	Mujeres	58	2	De 3 a 6 meses
201110	Octubre 2011	10	Los Monegros	Mujeres	74	3	De 6 a 12 meses
201110	Octubre 2011	10	Los Monegros	Mujeres	47	4	De 1 a 2 años
201110	Octubre 2011	10	Los Monegros	Mujeres	35	5	De 2 a 3 años
201110	Octubre 2011	10	Los Monegros	Mujeres	18	6	Más de 3 años
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Hombres	635	1	Hasta 3 meses
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Hombres	104	2	De 3 a 6 meses
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Hombres	92	3	De 6 a 12 meses
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Hombres	78	4	De 1 a 2 años
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Hombres	27	5	De 2 a 3 años
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Hombres	14	6	Más de 3 años
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Mujeres	496	1	Hasta 3 meses
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Mujeres	85	2	De 3 a 6 meses
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Mujeres	82	3	De 6 a 12 meses
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Mujeres	103	4	De 1 a 2 años
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Mujeres	47	5	De 2 a 3 años
201110	Octubre 2011	11	Bajo Cinca / Baix Cinca	Mujeres	30	6	Más de 3 años
201110	Octubre 2011	12	Tarazona y el Moncayo	Hombres	231	1	Hasta 3 meses
201110	Octubre 2011	12	Tarazona y el Moncayo	Hombres	88	2	De 3 a 6 meses
201110	Octubre 2011	12	Tarazona y el Moncayo	Hombres	102	3	De 6 a 12 meses
201110	Octubre 2011	12	Tarazona y el Moncayo	Hombres	88	4	De 1 a 2 años
201110	Octubre 2011	12	Tarazona y el Moncayo	Hombres	32	5	De 2 a 3 años
201110	Octubre 2011	12	Tarazona y el Moncayo	Hombres	25	6	Más de 3 años
201110	Octubre 2011	12	Tarazona y el Moncayo	Mujeres	267	1	Hasta 3 meses
201110	Octubre 2011	12	Tarazona y el Moncayo	Mujeres	77	2	De 3 a 6 meses
201110	Octubre 2011	12	Tarazona y el Moncayo	Mujeres	98	3	De 6 a 12 meses
201110	Octubre 2011	12	Tarazona y el Moncayo	Mujeres	183	4	De 1 a 2 años
201110	Octubre 2011	12	Tarazona y el Moncayo	Mujeres	56	5	De 2 a 3 años
201110	Octubre 2011	12	Tarazona y el Moncayo	Mujeres	160	6	Más de 3 años
201110	Octubre 2011	13	Campo de Borja	Hombres	223	1	Hasta 3 meses
201110	Octubre 2011	13	Campo de Borja	Hombres	81	2	De 3 a 6 meses
201110	Octubre 2011	13	Campo de Borja	Hombres	90	3	De 6 a 12 meses
201110	Octubre 2011	13	Campo de Borja	Hombres	80	4	De 1 a 2 años
201110	Octubre 2011	13	Campo de Borja	Hombres	33	5	De 2 a 3 años
201110	Octubre 2011	13	Campo de Borja	Hombres	22	6	Más de 3 años
201110	Octubre 2011	13	Campo de Borja	Mujeres	194	1	Hasta 3 meses
201110	Octubre 2011	13	Campo de Borja	Mujeres	68	2	De 3 a 6 meses
201110	Octubre 2011	13	Campo de Borja	Mujeres	66	3	De 6 a 12 meses
201110	Octubre 2011	13	Campo de Borja	Mujeres	78	4	De 1 a 2 años
201110	Octubre 2011	13	Campo de Borja	Mujeres	27	5	De 2 a 3 años
201110	Octubre 2011	13	Campo de Borja	Mujeres	31	6	Más de 3 años
201110	Octubre 2011	14	Aranda	Hombres	161	1	Hasta 3 meses
201110	Octubre 2011	14	Aranda	Hombres	28	2	De 3 a 6 meses
201110	Octubre 2011	14	Aranda	Hombres	27	3	De 6 a 12 meses
201110	Octubre 2011	14	Aranda	Hombres	24	4	De 1 a 2 años
201110	Octubre 2011	14	Aranda	Hombres	8	5	De 2 a 3 años
201110	Octubre 2011	14	Aranda	Hombres	8	6	Más de 3 años
201110	Octubre 2011	14	Aranda	Mujeres	124	1	Hasta 3 meses
201110	Octubre 2011	14	Aranda	Mujeres	21	2	De 3 a 6 meses
201110	Octubre 2011	14	Aranda	Mujeres	41	3	De 6 a 12 meses
201110	Octubre 2011	14	Aranda	Mujeres	37	4	De 1 a 2 años
201110	Octubre 2011	14	Aranda	Mujeres	17	5	De 2 a 3 años
201110	Octubre 2011	14	Aranda	Mujeres	29	6	Más de 3 años
201110	Octubre 2011	15	Ribera Alta del Ebro	Hombres	348	1	Hasta 3 meses
201110	Octubre 2011	15	Ribera Alta del Ebro	Hombres	151	2	De 3 a 6 meses
201110	Octubre 2011	15	Ribera Alta del Ebro	Hombres	150	3	De 6 a 12 meses
201110	Octubre 2011	15	Ribera Alta del Ebro	Hombres	141	4	De 1 a 2 años
201110	Octubre 2011	15	Ribera Alta del Ebro	Hombres	59	5	De 2 a 3 años
201110	Octubre 2011	15	Ribera Alta del Ebro	Hombres	41	6	Más de 3 años
201110	Octubre 2011	15	Ribera Alta del Ebro	Mujeres	366	1	Hasta 3 meses
201110	Octubre 2011	15	Ribera Alta del Ebro	Mujeres	147	2	De 3 a 6 meses
201110	Octubre 2011	15	Ribera Alta del Ebro	Mujeres	177	3	De 6 a 12 meses
201110	Octubre 2011	15	Ribera Alta del Ebro	Mujeres	179	4	De 1 a 2 años
201110	Octubre 2011	15	Ribera Alta del Ebro	Mujeres	110	5	De 2 a 3 años
201110	Octubre 2011	15	Ribera Alta del Ebro	Mujeres	99	6	Más de 3 años
201110	Octubre 2011	16	Valdejalón	Hombres	557	1	Hasta 3 meses
201110	Octubre 2011	16	Valdejalón	Hombres	159	2	De 3 a 6 meses
201110	Octubre 2011	16	Valdejalón	Hombres	174	3	De 6 a 12 meses
201110	Octubre 2011	16	Valdejalón	Hombres	142	4	De 1 a 2 años
201110	Octubre 2011	16	Valdejalón	Hombres	63	5	De 2 a 3 años
201110	Octubre 2011	16	Valdejalón	Hombres	40	6	Más de 3 años
201110	Octubre 2011	16	Valdejalón	Mujeres	457	1	Hasta 3 meses
201110	Octubre 2011	16	Valdejalón	Mujeres	138	2	De 3 a 6 meses
201110	Octubre 2011	16	Valdejalón	Mujeres	179	3	De 6 a 12 meses
201110	Octubre 2011	16	Valdejalón	Mujeres	148	4	De 1 a 2 años
201110	Octubre 2011	16	Valdejalón	Mujeres	77	5	De 2 a 3 años
201110	Octubre 2011	16	Valdejalón	Mujeres	92	6	Más de 3 años
201110	Octubre 2011	17	D.C. Zaragoza	Hombres	11483	1	Hasta 3 meses
201110	Octubre 2011	17	D.C. Zaragoza	Hombres	4263	2	De 3 a 6 meses
201110	Octubre 2011	17	D.C. Zaragoza	Hombres	5000	3	De 6 a 12 meses
201110	Octubre 2011	17	D.C. Zaragoza	Hombres	4788	4	De 1 a 2 años
201110	Octubre 2011	17	D.C. Zaragoza	Hombres	2409	5	De 2 a 3 años
201110	Octubre 2011	17	D.C. Zaragoza	Hombres	1322	6	Más de 3 años
201110	Octubre 2011	17	D.C. Zaragoza	Mujeres	10217	1	Hasta 3 meses
201110	Octubre 2011	17	D.C. Zaragoza	Mujeres	3871	2	De 3 a 6 meses
201110	Octubre 2011	17	D.C. Zaragoza	Mujeres	4674	3	De 6 a 12 meses
201110	Octubre 2011	17	D.C. Zaragoza	Mujeres	5162	4	De 1 a 2 años
201110	Octubre 2011	17	D.C. Zaragoza	Mujeres	2805	5	De 2 a 3 años
201110	Octubre 2011	17	D.C. Zaragoza	Mujeres	2772	6	Más de 3 años
201110	Octubre 2011	18	Ribera Baja del Ebro	Hombres	117	1	Hasta 3 meses
201110	Octubre 2011	18	Ribera Baja del Ebro	Hombres	46	2	De 3 a 6 meses
201110	Octubre 2011	18	Ribera Baja del Ebro	Hombres	54	3	De 6 a 12 meses
201110	Octubre 2011	18	Ribera Baja del Ebro	Hombres	63	4	De 1 a 2 años
201110	Octubre 2011	18	Ribera Baja del Ebro	Hombres	18	5	De 2 a 3 años
201110	Octubre 2011	18	Ribera Baja del Ebro	Hombres	11	6	Más de 3 años
201110	Octubre 2011	18	Ribera Baja del Ebro	Mujeres	98	1	Hasta 3 meses
201110	Octubre 2011	18	Ribera Baja del Ebro	Mujeres	38	2	De 3 a 6 meses
201110	Octubre 2011	18	Ribera Baja del Ebro	Mujeres	47	3	De 6 a 12 meses
201110	Octubre 2011	18	Ribera Baja del Ebro	Mujeres	51	4	De 1 a 2 años
201110	Octubre 2011	18	Ribera Baja del Ebro	Mujeres	41	5	De 2 a 3 años
201110	Octubre 2011	18	Ribera Baja del Ebro	Mujeres	21	6	Más de 3 años
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	367	1	Hasta 3 meses
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	112	2	De 3 a 6 meses
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	69	3	De 6 a 12 meses
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	46	4	De 1 a 2 años
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	18	5	De 2 a 3 años
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	11	6	Más de 3 años
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	384	1	Hasta 3 meses
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	76	2	De 3 a 6 meses
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	85	3	De 6 a 12 meses
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	61	4	De 1 a 2 años
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	27	5	De 2 a 3 años
201110	Octubre 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	47	6	Más de 3 años
201110	Octubre 2011	20	Comunidad de Calatayud	Hombres	673	1	Hasta 3 meses
201110	Octubre 2011	20	Comunidad de Calatayud	Hombres	175	2	De 3 a 6 meses
201110	Octubre 2011	20	Comunidad de Calatayud	Hombres	190	3	De 6 a 12 meses
201110	Octubre 2011	20	Comunidad de Calatayud	Hombres	203	4	De 1 a 2 años
201110	Octubre 2011	20	Comunidad de Calatayud	Hombres	61	5	De 2 a 3 años
201110	Octubre 2011	20	Comunidad de Calatayud	Hombres	54	6	Más de 3 años
201110	Octubre 2011	20	Comunidad de Calatayud	Mujeres	514	1	Hasta 3 meses
201110	Octubre 2011	20	Comunidad de Calatayud	Mujeres	193	2	De 3 a 6 meses
201110	Octubre 2011	20	Comunidad de Calatayud	Mujeres	209	3	De 6 a 12 meses
201110	Octubre 2011	20	Comunidad de Calatayud	Mujeres	232	4	De 1 a 2 años
201110	Octubre 2011	20	Comunidad de Calatayud	Mujeres	91	5	De 2 a 3 años
201110	Octubre 2011	20	Comunidad de Calatayud	Mujeres	92	6	Más de 3 años
201110	Octubre 2011	21	Campo de Cariñena	Hombres	179	1	Hasta 3 meses
201110	Octubre 2011	21	Campo de Cariñena	Hombres	36	2	De 3 a 6 meses
201110	Octubre 2011	21	Campo de Cariñena	Hombres	37	3	De 6 a 12 meses
201110	Octubre 2011	21	Campo de Cariñena	Hombres	46	4	De 1 a 2 años
201110	Octubre 2011	21	Campo de Cariñena	Hombres	21	5	De 2 a 3 años
201110	Octubre 2011	21	Campo de Cariñena	Hombres	7	6	Más de 3 años
201110	Octubre 2011	21	Campo de Cariñena	Mujeres	140	1	Hasta 3 meses
201110	Octubre 2011	21	Campo de Cariñena	Mujeres	29	2	De 3 a 6 meses
201110	Octubre 2011	21	Campo de Cariñena	Mujeres	41	3	De 6 a 12 meses
201110	Octubre 2011	21	Campo de Cariñena	Mujeres	39	4	De 1 a 2 años
201110	Octubre 2011	21	Campo de Cariñena	Mujeres	22	5	De 2 a 3 años
201110	Octubre 2011	21	Campo de Cariñena	Mujeres	16	6	Más de 3 años
201110	Octubre 2011	22	Campo de Belchite	Hombres	47	1	Hasta 3 meses
201110	Octubre 2011	22	Campo de Belchite	Hombres	20	2	De 3 a 6 meses
201110	Octubre 2011	22	Campo de Belchite	Hombres	17	3	De 6 a 12 meses
201110	Octubre 2011	22	Campo de Belchite	Hombres	24	4	De 1 a 2 años
201110	Octubre 2011	22	Campo de Belchite	Hombres	8	5	De 2 a 3 años
201110	Octubre 2011	22	Campo de Belchite	Hombres	6	6	Más de 3 años
201110	Octubre 2011	22	Campo de Belchite	Mujeres	24	1	Hasta 3 meses
201110	Octubre 2011	22	Campo de Belchite	Mujeres	13	2	De 3 a 6 meses
201110	Octubre 2011	22	Campo de Belchite	Mujeres	12	3	De 6 a 12 meses
201110	Octubre 2011	22	Campo de Belchite	Mujeres	28	4	De 1 a 2 años
201110	Octubre 2011	22	Campo de Belchite	Mujeres	9	5	De 2 a 3 años
201110	Octubre 2011	22	Campo de Belchite	Mujeres	16	6	Más de 3 años
201110	Octubre 2011	23	Bajo Martín	Hombres	75	1	Hasta 3 meses
201110	Octubre 2011	23	Bajo Martín	Hombres	39	2	De 3 a 6 meses
201110	Octubre 2011	23	Bajo Martín	Hombres	58	3	De 6 a 12 meses
201110	Octubre 2011	23	Bajo Martín	Hombres	31	4	De 1 a 2 años
201110	Octubre 2011	23	Bajo Martín	Hombres	11	5	De 2 a 3 años
201110	Octubre 2011	23	Bajo Martín	Hombres	6	6	Más de 3 años
201110	Octubre 2011	23	Bajo Martín	Mujeres	62	1	Hasta 3 meses
201110	Octubre 2011	23	Bajo Martín	Mujeres	27	2	De 3 a 6 meses
201110	Octubre 2011	23	Bajo Martín	Mujeres	32	3	De 6 a 12 meses
201110	Octubre 2011	23	Bajo Martín	Mujeres	43	4	De 1 a 2 años
201110	Octubre 2011	23	Bajo Martín	Mujeres	13	5	De 2 a 3 años
201110	Octubre 2011	23	Bajo Martín	Mujeres	10	6	Más de 3 años
201110	Octubre 2011	24	Campo de Daroca	Hombres	44	1	Hasta 3 meses
201110	Octubre 2011	24	Campo de Daroca	Hombres	12	2	De 3 a 6 meses
201110	Octubre 2011	24	Campo de Daroca	Hombres	20	3	De 6 a 12 meses
201110	Octubre 2011	24	Campo de Daroca	Hombres	17	4	De 1 a 2 años
201110	Octubre 2011	24	Campo de Daroca	Hombres	4	5	De 2 a 3 años
201110	Octubre 2011	24	Campo de Daroca	Hombres	5	6	Más de 3 años
201110	Octubre 2011	24	Campo de Daroca	Mujeres	50	1	Hasta 3 meses
201110	Octubre 2011	24	Campo de Daroca	Mujeres	21	2	De 3 a 6 meses
201110	Octubre 2011	24	Campo de Daroca	Mujeres	12	3	De 6 a 12 meses
201110	Octubre 2011	24	Campo de Daroca	Mujeres	21	4	De 1 a 2 años
201110	Octubre 2011	24	Campo de Daroca	Mujeres	10	5	De 2 a 3 años
201110	Octubre 2011	24	Campo de Daroca	Mujeres	8	6	Más de 3 años
201110	Octubre 2011	25	Jiloca	Hombres	138	1	Hasta 3 meses
201110	Octubre 2011	25	Jiloca	Hombres	71	2	De 3 a 6 meses
201110	Octubre 2011	25	Jiloca	Hombres	87	3	De 6 a 12 meses
201110	Octubre 2011	25	Jiloca	Hombres	76	4	De 1 a 2 años
201110	Octubre 2011	25	Jiloca	Hombres	24	5	De 2 a 3 años
201110	Octubre 2011	25	Jiloca	Hombres	7	6	Más de 3 años
201110	Octubre 2011	25	Jiloca	Mujeres	105	1	Hasta 3 meses
201110	Octubre 2011	25	Jiloca	Mujeres	41	2	De 3 a 6 meses
201110	Octubre 2011	25	Jiloca	Mujeres	49	3	De 6 a 12 meses
201110	Octubre 2011	25	Jiloca	Mujeres	55	4	De 1 a 2 años
201110	Octubre 2011	25	Jiloca	Mujeres	21	5	De 2 a 3 años
201110	Octubre 2011	25	Jiloca	Mujeres	12	6	Más de 3 años
201110	Octubre 2011	26	Cuencas Mineras	Hombres	165	1	Hasta 3 meses
201110	Octubre 2011	26	Cuencas Mineras	Hombres	61	2	De 3 a 6 meses
201110	Octubre 2011	26	Cuencas Mineras	Hombres	70	3	De 6 a 12 meses
201110	Octubre 2011	26	Cuencas Mineras	Hombres	37	4	De 1 a 2 años
201110	Octubre 2011	26	Cuencas Mineras	Hombres	14	5	De 2 a 3 años
201110	Octubre 2011	26	Cuencas Mineras	Hombres	8	6	Más de 3 años
201110	Octubre 2011	26	Cuencas Mineras	Mujeres	130	1	Hasta 3 meses
201110	Octubre 2011	26	Cuencas Mineras	Mujeres	50	2	De 3 a 6 meses
201110	Octubre 2011	26	Cuencas Mineras	Mujeres	60	3	De 6 a 12 meses
201110	Octubre 2011	26	Cuencas Mineras	Mujeres	54	4	De 1 a 2 años
201110	Octubre 2011	26	Cuencas Mineras	Mujeres	30	5	De 2 a 3 años
201110	Octubre 2011	26	Cuencas Mineras	Mujeres	27	6	Más de 3 años
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Hombres	183	1	Hasta 3 meses
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Hombres	81	2	De 3 a 6 meses
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Hombres	79	3	De 6 a 12 meses
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Hombres	76	4	De 1 a 2 años
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Hombres	18	5	De 2 a 3 años
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Hombres	7	6	Más de 3 años
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Mujeres	153	1	Hasta 3 meses
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Mujeres	43	2	De 3 a 6 meses
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Mujeres	51	3	De 6 a 12 meses
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Mujeres	45	4	De 1 a 2 años
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Mujeres	24	5	De 2 a 3 años
201110	Octubre 2011	27	Andorra-Sierra de Arcos	Mujeres	15	6	Más de 3 años
201110	Octubre 2011	28	Bajo Aragón	Hombres	486	1	Hasta 3 meses
201110	Octubre 2011	28	Bajo Aragón	Hombres	238	2	De 3 a 6 meses
201110	Octubre 2011	28	Bajo Aragón	Hombres	233	3	De 6 a 12 meses
201110	Octubre 2011	28	Bajo Aragón	Hombres	182	4	De 1 a 2 años
201110	Octubre 2011	28	Bajo Aragón	Hombres	74	5	De 2 a 3 años
201110	Octubre 2011	28	Bajo Aragón	Hombres	29	6	Más de 3 años
201110	Octubre 2011	28	Bajo Aragón	Mujeres	458	1	Hasta 3 meses
201110	Octubre 2011	28	Bajo Aragón	Mujeres	148	2	De 3 a 6 meses
201110	Octubre 2011	28	Bajo Aragón	Mujeres	169	3	De 6 a 12 meses
201110	Octubre 2011	28	Bajo Aragón	Mujeres	152	4	De 1 a 2 años
201110	Octubre 2011	28	Bajo Aragón	Mujeres	68	5	De 2 a 3 años
201110	Octubre 2011	28	Bajo Aragón	Mujeres	60	6	Más de 3 años
201110	Octubre 2011	29	Comunidad de Teruel	Hombres	656	1	Hasta 3 meses
