Mes (código)	Mes y año	Comarca código	Comarca nombre	Temporalidad	Sexo	Afiliaciones en alta
201203	Marzo 2012	17	Central	Temporal	Mujeres	29893
201203	Marzo 2012	18	Ribera Baja del Ebro	Temporal	Hombres	286
201203	Marzo 2012	18	Ribera Baja del Ebro	Temporal	Mujeres	197
201203	Marzo 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Hombres	621
201203	Marzo 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Mujeres	333
201203	Marzo 2012	20	Comunidad de Calatayud	Temporal	Hombres	1047
201203	Marzo 2012	20	Comunidad de Calatayud	Temporal	Mujeres	1051
201203	Marzo 2012	21	Campo de Cariñena	Temporal	Hombres	448
201203	Marzo 2012	21	Campo de Cariñena	Temporal	Mujeres	217
201203	Marzo 2012	22	Campo de Belchite	Temporal	Hombres	90
201203	Marzo 2012	22	Campo de Belchite	Temporal	Mujeres	54
201203	Marzo 2012	23	Bajo Martín	Temporal	Hombres	210
201203	Marzo 2012	23	Bajo Martín	Temporal	Mujeres	104
201203	Marzo 2012	24	Campo de Daroca	Temporal	Hombres	147
201203	Marzo 2012	24	Campo de Daroca	Temporal	Mujeres	111
201203	Marzo 2012	25	Jiloca	Temporal	Hombres	316
201203	Marzo 2012	25	Jiloca	Temporal	Mujeres	216
201203	Marzo 2012	26	Cuencas Mineras	Temporal	Hombres	287
201203	Marzo 2012	26	Cuencas Mineras	Temporal	Mujeres	166
201203	Marzo 2012	27	Andorra-Sierra de Arcos	Temporal	Hombres	516
201203	Marzo 2012	27	Andorra-Sierra de Arcos	Temporal	Mujeres	215
201203	Marzo 2012	28	Bajo Aragón	Temporal	Hombres	1009
201203	Marzo 2012	28	Bajo Aragón	Temporal	Mujeres	904
201203	Marzo 2012	29	Comunidad de Teruel	Temporal	Hombres	1908
201203	Marzo 2012	29	Comunidad de Teruel	Temporal	Mujeres	2174
201203	Marzo 2012	30	Maestrazgo	Temporal	Hombres	63
201203	Marzo 2012	30	Maestrazgo	Temporal	Mujeres	79
201203	Marzo 2012	31	Sierra de Albarracín	Temporal	Hombres	96
201203	Marzo 2012	31	Sierra de Albarracín	Temporal	Mujeres	102
201203	Marzo 2012	32	Gúdar-Javalambre	Temporal	Hombres	255
201203	Marzo 2012	32	Gúdar-Javalambre	Temporal	Mujeres	212
201203	Marzo 2012	33	Matarraña / Matarranya	Temporal	Hombres	295
201203	Marzo 2012	33	Matarraña / Matarranya	Temporal	Mujeres	196
201206	Junio 2012	01	La Jacetania	Temporal	Hombres	499
201206	Junio 2012	01	La Jacetania	Temporal	Mujeres	559
201206	Junio 2012	02	Alto Gállego	Temporal	Hombres	458
201206	Junio 2012	02	Alto Gállego	Temporal	Mujeres	313
201206	Junio 2012	03	Sobrarbe	Temporal	Hombres	333
201206	Junio 2012	03	Sobrarbe	Temporal	Mujeres	301
201206	Junio 2012	04	La Ribagorza	Temporal	Hombres	499
201206	Junio 2012	04	La Ribagorza	Temporal	Mujeres	463
201206	Junio 2012	05	Cinco Villas	Temporal	Hombres	1186
201206	Junio 2012	05	Cinco Villas	Temporal	Mujeres	677
201206	Junio 2012	06	Hoya de Huesca / Plana de Uesca	Temporal	Hombres	3016
201206	Junio 2012	06	Hoya de Huesca / Plana de Uesca	Temporal	Mujeres	3403
201206	Junio 2012	07	Somontano de Barbastro	Temporal	Hombres	1075
201206	Junio 2012	07	Somontano de Barbastro	Temporal	Mujeres	1105
201206	Junio 2012	08	Cinca Medio	Temporal	Hombres	1229
201206	Junio 2012	08	Cinca Medio	Temporal	Mujeres	712
201206	Junio 2012	09	La Litera / La Llitera	Temporal	Hombres	914
201206	Junio 2012	09	La Litera / La Llitera	Temporal	Mujeres	502
201206	Junio 2012	10	Los Monegros	Temporal	Hombres	695
201206	Junio 2012	10	Los Monegros	Temporal	Mujeres	274
201206	Junio 2012	11	Bajo Cinca / Baix Cinca	Temporal	Hombres	3888
201206	Junio 2012	11	Bajo Cinca / Baix Cinca	Temporal	Mujeres	2339
201206	Junio 2012	12	Tarazona y el Moncayo	Temporal	Hombres	386
201206	Junio 2012	12	Tarazona y el Moncayo	Temporal	Mujeres	320
201206	Junio 2012	13	Campo de Borja	Temporal	Hombres	495
201206	Junio 2012	13	Campo de Borja	Temporal	Mujeres	492
201206	Junio 2012	14	Aranda	Temporal	Hombres	368
201206	Junio 2012	14	Aranda	Temporal	Mujeres	234
201206	Junio 2012	15	Ribera Alta del Ebro	Temporal	Hombres	3243
201206	Junio 2012	15	Ribera Alta del Ebro	Temporal	Mujeres	1048
201206	Junio 2012	16	Valdejalón	Temporal	Hombres	3144
201206	Junio 2012	16	Valdejalón	Temporal	Mujeres	1772
201206	Junio 2012	17	Central	Temporal	Hombres	30440
201206	Junio 2012	17	Central	Temporal	Mujeres	30505
201206	Junio 2012	18	Ribera Baja del Ebro	Temporal	Hombres	467
201206	Junio 2012	18	Ribera Baja del Ebro	Temporal	Mujeres	280
201206	Junio 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Hombres	1992
201206	Junio 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Mujeres	1049
201206	Junio 2012	20	Comunidad de Calatayud	Temporal	Hombres	1864
201206	Junio 2012	20	Comunidad de Calatayud	Temporal	Mujeres	1418
201206	Junio 2012	21	Campo de Cariñena	Temporal	Hombres	693
201206	Junio 2012	21	Campo de Cariñena	Temporal	Mujeres	333
201206	Junio 2012	22	Campo de Belchite	Temporal	Hombres	92
201206	Junio 2012	22	Campo de Belchite	Temporal	Mujeres	51
201206	Junio 2012	23	Bajo Martín	Temporal	Hombres	270
201206	Junio 2012	23	Bajo Martín	Temporal	Mujeres	141
201206	Junio 2012	24	Campo de Daroca	Temporal	Hombres	165
201206	Junio 2012	24	Campo de Daroca	Temporal	Mujeres	127
201206	Junio 2012	25	Jiloca	Temporal	Hombres	341
201206	Junio 2012	25	Jiloca	Temporal	Mujeres	235
201206	Junio 2012	26	Cuencas Mineras	Temporal	Hombres	281
201206	Junio 2012	26	Cuencas Mineras	Temporal	Mujeres	179
201206	Junio 2012	27	Andorra-Sierra de Arcos	Temporal	Hombres	473
201206	Junio 2012	27	Andorra-Sierra de Arcos	Temporal	Mujeres	223
201206	Junio 2012	28	Bajo Aragón	Temporal	Hombres	1291
201206	Junio 2012	28	Bajo Aragón	Temporal	Mujeres	1395
201206	Junio 2012	29	Comunidad de Teruel	Temporal	Hombres	2018
201206	Junio 2012	29	Comunidad de Teruel	Temporal	Mujeres	2267
201206	Junio 2012	30	Maestrazgo	Temporal	Hombres	92
201206	Junio 2012	30	Maestrazgo	Temporal	Mujeres	86
201206	Junio 2012	31	Sierra de Albarracín	Temporal	Hombres	87
201206	Junio 2012	31	Sierra de Albarracín	Temporal	Mujeres	121
201206	Junio 2012	32	Gúdar-Javalambre	Temporal	Hombres	241
201206	Junio 2012	32	Gúdar-Javalambre	Temporal	Mujeres	185
201206	Junio 2012	33	Matarraña / Matarranya	Temporal	Hombres	326
201206	Junio 2012	33	Matarraña / Matarranya	Temporal	Mujeres	209
201209	Septiembre 2012	01	La Jacetania	Temporal	Hombres	448
201209	Septiembre 2012	01	La Jacetania	Temporal	Mujeres	540
201209	Septiembre 2012	02	Alto Gállego	Temporal	Hombres	365
201209	Septiembre 2012	02	Alto Gállego	Temporal	Mujeres	244
201209	Septiembre 2012	03	Sobrarbe	Temporal	Hombres	298
201209	Septiembre 2012	03	Sobrarbe	Temporal	Mujeres	276
201209	Septiembre 2012	04	La Ribagorza	Temporal	Hombres	464
201209	Septiembre 2012	04	La Ribagorza	Temporal	Mujeres	486
201209	Septiembre 2012	05	Cinco Villas	Temporal	Hombres	1210
201209	Septiembre 2012	05	Cinco Villas	Temporal	Mujeres	644
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Temporal	Hombres	2799
201209	Septiembre 2012	06	Hoya de Huesca / Plana de Uesca	Temporal	Mujeres	3301
201209	Septiembre 2012	07	Somontano de Barbastro	Temporal	Hombres	970
201209	Septiembre 2012	07	Somontano de Barbastro	Temporal	Mujeres	1108
201209	Septiembre 2012	08	Cinca Medio	Temporal	Hombres	1140
201209	Septiembre 2012	08	Cinca Medio	Temporal	Mujeres	655
201209	Septiembre 2012	09	La Litera / La Llitera	Temporal	Hombres	838
201209	Septiembre 2012	09	La Litera / La Llitera	Temporal	Mujeres	400
201209	Septiembre 2012	10	Los Monegros	Temporal	Hombres	627
201209	Septiembre 2012	10	Los Monegros	Temporal	Mujeres	285
201209	Septiembre 2012	11	Bajo Cinca / Baix Cinca	Temporal	Hombres	1609
201209	Septiembre 2012	11	Bajo Cinca / Baix Cinca	Temporal	Mujeres	1090
201209	Septiembre 2012	12	Tarazona y el Moncayo	Temporal	Hombres	335
201209	Septiembre 2012	12	Tarazona y el Moncayo	Temporal	Mujeres	320
201209	Septiembre 2012	13	Campo de Borja	Temporal	Hombres	606
201209	Septiembre 2012	13	Campo de Borja	Temporal	Mujeres	553
201209	Septiembre 2012	14	Aranda	Temporal	Hombres	256
201209	Septiembre 2012	14	Aranda	Temporal	Mujeres	201
201209	Septiembre 2012	15	Ribera Alta del Ebro	Temporal	Hombres	3073
201209	Septiembre 2012	15	Ribera Alta del Ebro	Temporal	Mujeres	1024
201209	Septiembre 2012	16	Valdejalón	Temporal	Hombres	2169
201209	Septiembre 2012	16	Valdejalón	Temporal	Mujeres	1255
201209	Septiembre 2012	17	Central	Temporal	Hombres	30130
201209	Septiembre 2012	17	Central	Temporal	Mujeres	32269
201209	Septiembre 2012	18	Ribera Baja del Ebro	Temporal	Hombres	418
201209	Septiembre 2012	18	Ribera Baja del Ebro	Temporal	Mujeres	192
201209	Septiembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Hombres	1263
201209	Septiembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Mujeres	825
201209	Septiembre 2012	20	Comunidad de Calatayud	Temporal	Hombres	1645
201209	Septiembre 2012	20	Comunidad de Calatayud	Temporal	Mujeres	1381
201209	Septiembre 2012	21	Campo de Cariñena	Temporal	Hombres	1039
201209	Septiembre 2012	21	Campo de Cariñena	Temporal	Mujeres	359
201209	Septiembre 2012	22	Campo de Belchite	Temporal	Hombres	89
201209	Septiembre 2012	22	Campo de Belchite	Temporal	Mujeres	55
201209	Septiembre 2012	23	Bajo Martín	Temporal	Hombres	250
201209	Septiembre 2012	23	Bajo Martín	Temporal	Mujeres	157
201209	Septiembre 2012	24	Campo de Daroca	Temporal	Hombres	187
201209	Septiembre 2012	24	Campo de Daroca	Temporal	Mujeres	145
201209	Septiembre 2012	25	Jiloca	Temporal	Hombres	308
201209	Septiembre 2012	25	Jiloca	Temporal	Mujeres	278
201209	Septiembre 2012	26	Cuencas Mineras	Temporal	Hombres	259
201209	Septiembre 2012	26	Cuencas Mineras	Temporal	Mujeres	177
201209	Septiembre 2012	27	Andorra-Sierra de Arcos	Temporal	Hombres	679
201209	Septiembre 2012	27	Andorra-Sierra de Arcos	Temporal	Mujeres	221
201209	Septiembre 2012	28	Bajo Aragón	Temporal	Hombres	1265
201209	Septiembre 2012	28	Bajo Aragón	Temporal	Mujeres	1486
201209	Septiembre 2012	29	Comunidad de Teruel	Temporal	Hombres	1936
201209	Septiembre 2012	29	Comunidad de Teruel	Temporal	Mujeres	2351
201209	Septiembre 2012	30	Maestrazgo	Temporal	Hombres	89
201209	Septiembre 2012	30	Maestrazgo	Temporal	Mujeres	84
201209	Septiembre 2012	31	Sierra de Albarracín	Temporal	Hombres	79
201209	Septiembre 2012	31	Sierra de Albarracín	Temporal	Mujeres	128
201209	Septiembre 2012	32	Gúdar-Javalambre	Temporal	Hombres	229
201209	Septiembre 2012	32	Gúdar-Javalambre	Temporal	Mujeres	214
201209	Septiembre 2012	33	Matarraña / Matarranya	Temporal	Hombres	305
201209	Septiembre 2012	33	Matarraña / Matarranya	Temporal	Mujeres	237
201212	Diciembre 2012	01	La Jacetania	Temporal	Hombres	526
201212	Diciembre 2012	01	La Jacetania	Temporal	Mujeres	639
201212	Diciembre 2012	02	Alto Gállego	Temporal	Hombres	585
201212	Diciembre 2012	02	Alto Gállego	Temporal	Mujeres	509
201212	Diciembre 2012	03	Sobrarbe	Temporal	Hombres	216
201212	Diciembre 2012	03	Sobrarbe	Temporal	Mujeres	198
201212	Diciembre 2012	04	La Ribagorza	Temporal	Hombres	506
201212	Diciembre 2012	04	La Ribagorza	Temporal	Mujeres	548
201212	Diciembre 2012	05	Cinco Villas	Temporal	Hombres	1098
201212	Diciembre 2012	05	Cinco Villas	Temporal	Mujeres	644
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Temporal	Hombres	2605
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Temporal	Mujeres	3256
201212	Diciembre 2012	07	Somontano de Barbastro	Temporal	Hombres	865
201212	Diciembre 2012	07	Somontano de Barbastro	Temporal	Mujeres	1066
201212	Diciembre 2012	08	Cinca Medio	Temporal	Hombres	990
201212	Diciembre 2012	08	Cinca Medio	Temporal	Mujeres	562
201212	Diciembre 2012	09	La Litera / La Llitera	Temporal	Hombres	706
201212	Diciembre 2012	09	La Litera / La Llitera	Temporal	Mujeres	396
201212	Diciembre 2012	10	Los Monegros	Temporal	Hombres	529
201212	Diciembre 2012	10	Los Monegros	Temporal	Mujeres	261
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Temporal	Hombres	1258
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Temporal	Mujeres	752
201212	Diciembre 2012	12	Tarazona y el Moncayo	Temporal	Hombres	353
201212	Diciembre 2012	12	Tarazona y el Moncayo	Temporal	Mujeres	288
201212	Diciembre 2012	13	Campo de Borja	Temporal	Hombres	427
201212	Diciembre 2012	13	Campo de Borja	Temporal	Mujeres	480
201212	Diciembre 2012	14	Aranda	Temporal	Hombres	247
201212	Diciembre 2012	14	Aranda	Temporal	Mujeres	197
201212	Diciembre 2012	15	Ribera Alta del Ebro	Temporal	Hombres	2833
201212	Diciembre 2012	15	Ribera Alta del Ebro	Temporal	Mujeres	900
201212	Diciembre 2012	16	Valdejalón	Temporal	Hombres	1411
201212	Diciembre 2012	16	Valdejalón	Temporal	Mujeres	692
201212	Diciembre 2012	17	Central	Temporal	Hombres	27072
201212	Diciembre 2012	17	Central	Temporal	Mujeres	32725
201212	Diciembre 2012	18	Ribera Baja del Ebro	Temporal	Hombres	290
201212	Diciembre 2012	18	Ribera Baja del Ebro	Temporal	Mujeres	174
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Hombres	602
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Mujeres	342
201212	Diciembre 2012	20	Comunidad de Calatayud	Temporal	Hombres	1045
201212	Diciembre 2012	20	Comunidad de Calatayud	Temporal	Mujeres	1158
201212	Diciembre 2012	21	Campo de Cariñena	Temporal	Hombres	523
201212	Diciembre 2012	21	Campo de Cariñena	Temporal	Mujeres	262
201212	Diciembre 2012	22	Campo de Belchite	Temporal	Hombres	76
201212	Diciembre 2012	22	Campo de Belchite	Temporal	Mujeres	55
201212	Diciembre 2012	23	Bajo Martín	Temporal	Hombres	219
201212	Diciembre 2012	23	Bajo Martín	Temporal	Mujeres	122
201212	Diciembre 2012	24	Campo de Daroca	Temporal	Hombres	152
201212	Diciembre 2012	24	Campo de Daroca	Temporal	Mujeres	132
201212	Diciembre 2012	25	Jiloca	Temporal	Hombres	262
201212	Diciembre 2012	25	Jiloca	Temporal	Mujeres	244
201212	Diciembre 2012	26	Cuencas Mineras	Temporal	Hombres	264
201212	Diciembre 2012	26	Cuencas Mineras	Temporal	Mujeres	173
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Temporal	Hombres	465
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Temporal	Mujeres	216
201212	Diciembre 2012	28	Bajo Aragón	Temporal	Hombres	832
201212	Diciembre 2012	28	Bajo Aragón	Temporal	Mujeres	972
201212	Diciembre 2012	29	Comunidad de Teruel	Temporal	Hombres	1858
201212	Diciembre 2012	29	Comunidad de Teruel	Temporal	Mujeres	2281
201212	Diciembre 2012	30	Maestrazgo	Temporal	Hombres	75
201212	Diciembre 2012	30	Maestrazgo	Temporal	Mujeres	71
201212	Diciembre 2012	31	Sierra de Albarracín	Temporal	Hombres	69
201212	Diciembre 2012	31	Sierra de Albarracín	Temporal	Mujeres	99
201212	Diciembre 2012	32	Gúdar-Javalambre	Temporal	Hombres	243
201212	Diciembre 2012	32	Gúdar-Javalambre	Temporal	Mujeres	194
201212	Diciembre 2012	33	Matarraña / Matarranya	Temporal	Hombres	286
201212	Diciembre 2012	33	Matarraña / Matarranya	Temporal	Mujeres	221
201303	Marzo 2013	01	La Jacetania	Temporal	Hombres	514
201303	Marzo 2013	01	La Jacetania	Temporal	Mujeres	639
201303	Marzo 2013	02	Alto Gállego	Temporal	Hombres	547
201303	Marzo 2013	02	Alto Gállego	Temporal	Mujeres	471
201303	Marzo 2013	03	Sobrarbe	Temporal	Hombres	248
201303	Marzo 2013	03	Sobrarbe	Temporal	Mujeres	224
201303	Marzo 2013	04	La Ribagorza	Temporal	Hombres	558
201303	Marzo 2013	04	La Ribagorza	Temporal	Mujeres	565
201303	Marzo 2013	05	Cinco Villas	Temporal	Hombres	1009
201303	Marzo 2013	05	Cinco Villas	Temporal	Mujeres	604
201303	Marzo 2013	06	Hoya de Huesca / Plana de Uesca	Temporal	Hombres	2467
201303	Marzo 2013	06	Hoya de Huesca / Plana de Uesca	Temporal	Mujeres	3095
201303	Marzo 2013	07	Somontano de Barbastro	Temporal	Hombres	982
201303	Marzo 2013	07	Somontano de Barbastro	Temporal	Mujeres	1076
201303	Marzo 2013	08	Cinca Medio	Temporal	Hombres	1039
201303	Marzo 2013	08	Cinca Medio	Temporal	Mujeres	590
201303	Marzo 2013	09	La Litera / La Llitera	Temporal	Hombres	687
201303	Marzo 2013	09	La Litera / La Llitera	Temporal	Mujeres	371
201303	Marzo 2013	10	Los Monegros	Temporal	Hombres	517
201303	Marzo 2013	10	Los Monegros	Temporal	Mujeres	253
201303	Marzo 2013	11	Bajo Cinca / Baix Cinca	Temporal	Hombres	1300
201303	Marzo 2013	11	Bajo Cinca / Baix Cinca	Temporal	Mujeres	714
201303	Marzo 2013	12	Tarazona y el Moncayo	Temporal	Hombres	315
201303	Marzo 2013	12	Tarazona y el Moncayo	Temporal	Mujeres	292
201303	Marzo 2013	13	Campo de Borja	Temporal	Hombres	414
201303	Marzo 2013	13	Campo de Borja	Temporal	Mujeres	462
201303	Marzo 2013	14	Aranda	Temporal	Hombres	223
201303	Marzo 2013	14	Aranda	Temporal	Mujeres	179
201303	Marzo 2013	15	Ribera Alta del Ebro	Temporal	Hombres	2709
201303	Marzo 2013	15	Ribera Alta del Ebro	Temporal	Mujeres	860
201303	Marzo 2013	16	Valdejalón	Temporal	Hombres	1286
201303	Marzo 2013	16	Valdejalón	Temporal	Mujeres	705
201303	Marzo 2013	17	Central	Temporal	Hombres	26178
201303	Marzo 2013	17	Central	Temporal	Mujeres	30332
201303	Marzo 2013	18	Ribera Baja del Ebro	Temporal	Hombres	245
201303	Marzo 2013	18	Ribera Baja del Ebro	Temporal	Mujeres	174
201303	Marzo 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Hombres	656
201303	Marzo 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Mujeres	344
201303	Marzo 2013	20	Comunidad de Calatayud	Temporal	Hombres	1063
201303	Marzo 2013	20	Comunidad de Calatayud	Temporal	Mujeres	1115
201303	Marzo 2013	21	Campo de Cariñena	Temporal	Hombres	492
201303	Marzo 2013	21	Campo de Cariñena	Temporal	Mujeres	211
201303	Marzo 2013	22	Campo de Belchite	Temporal	Hombres	81
201303	Marzo 2013	22	Campo de Belchite	Temporal	Mujeres	65
201303	Marzo 2013	23	Bajo Martín	Temporal	Hombres	244
201303	Marzo 2013	23	Bajo Martín	Temporal	Mujeres	122
201303	Marzo 2013	24	Campo de Daroca	Temporal	Hombres	151
201303	Marzo 2013	24	Campo de Daroca	Temporal	Mujeres	129
201303	Marzo 2013	25	Jiloca	Temporal	Hombres	256
201303	Marzo 2013	25	Jiloca	Temporal	Mujeres	226
201303	Marzo 2013	26	Cuencas Mineras	Temporal	Hombres	248
201303	Marzo 2013	26	Cuencas Mineras	Temporal	Mujeres	167
201303	Marzo 2013	27	Andorra-Sierra de Arcos	Temporal	Hombres	412
201303	Marzo 2013	27	Andorra-Sierra de Arcos	Temporal	Mujeres	198
201303	Marzo 2013	28	Bajo Aragón	Temporal	Hombres	799
201303	Marzo 2013	28	Bajo Aragón	Temporal	Mujeres	952
201303	Marzo 2013	29	Comunidad de Teruel	Temporal	Hombres	1849
201303	Marzo 2013	29	Comunidad de Teruel	Temporal	Mujeres	2182
201303	Marzo 2013	30	Maestrazgo	Temporal	Hombres	75
201303	Marzo 2013	30	Maestrazgo	Temporal	Mujeres	74
201303	Marzo 2013	31	Sierra de Albarracín	Temporal	Hombres	55
201303	Marzo 2013	31	Sierra de Albarracín	Temporal	Mujeres	109
201303	Marzo 2013	32	Gúdar-Javalambre	Temporal	Hombres	222
201303	Marzo 2013	32	Gúdar-Javalambre	Temporal	Mujeres	184
201303	Marzo 2013	33	Matarraña / Matarranya	Temporal	Hombres	251
201303	Marzo 2013	33	Matarraña / Matarranya	Temporal	Mujeres	209
201306	Junio 2013	01	La Jacetania	Temporal	Hombres	519
201306	Junio 2013	01	La Jacetania	Temporal	Mujeres	585
201306	Junio 2013	02	Alto Gállego	Temporal	Hombres	413
201306	Junio 2013	02	Alto Gállego	Temporal	Mujeres	243
201306	Junio 2013	03	Sobrarbe	Temporal	Hombres	349
201306	Junio 2013	03	Sobrarbe	Temporal	Mujeres	322
201306	Junio 2013	04	La Ribagorza	Temporal	Hombres	502
201306	Junio 2013	04	La Ribagorza	Temporal	Mujeres	468
201306	Junio 2013	05	Cinco Villas	Temporal	Hombres	1175
201306	Junio 2013	05	Cinco Villas	Temporal	Mujeres	709
201306	Junio 2013	06	Hoya de Huesca / Plana de Uesca	Temporal	Hombres	2747
201306	Junio 2013	06	Hoya de Huesca / Plana de Uesca	Temporal	Mujeres	3211
201306	Junio 2013	07	Somontano de Barbastro	Temporal	Hombres	1035
201306	Junio 2013	07	Somontano de Barbastro	Temporal	Mujeres	1133
201306	Junio 2013	08	Cinca Medio	Temporal	Hombres	1326
201306	Junio 2013	08	Cinca Medio	Temporal	Mujeres	737
201306	Junio 2013	09	La Litera / La Llitera	Temporal	Hombres	947
201306	Junio 2013	09	La Litera / La Llitera	Temporal	Mujeres	448
201306	Junio 2013	10	Los Monegros	Temporal	Hombres	717
201306	Junio 2013	10	Los Monegros	Temporal	Mujeres	283
201306	Junio 2013	11	Bajo Cinca / Baix Cinca	Temporal	Hombres	4294
201306	Junio 2013	11	Bajo Cinca / Baix Cinca	Temporal	Mujeres	2462
201306	Junio 2013	12	Tarazona y el Moncayo	Temporal	Hombres	385
201306	Junio 2013	12	Tarazona y el Moncayo	Temporal	Mujeres	324
201306	Junio 2013	13	Campo de Borja	Temporal	Hombres	464
201306	Junio 2013	13	Campo de Borja	Temporal	Mujeres	500
201306	Junio 2013	14	Aranda	Temporal	Hombres	385
201306	Junio 2013	14	Aranda	Temporal	Mujeres	242
201306	Junio 2013	15	Ribera Alta del Ebro	Temporal	Hombres	2807
201306	Junio 2013	15	Ribera Alta del Ebro	Temporal	Mujeres	989
201306	Junio 2013	16	Valdejalón	Temporal	Hombres	3704
201306	Junio 2013	16	Valdejalón	Temporal	Mujeres	2080
201306	Junio 2013	17	Central	Temporal	Hombres	28282
201306	Junio 2013	17	Central	Temporal	Mujeres	31087
201306	Junio 2013	18	Ribera Baja del Ebro	Temporal	Hombres	583
201306	Junio 2013	18	Ribera Baja del Ebro	Temporal	Mujeres	265
201306	Junio 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Hombres	2227
201306	Junio 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Temporal	Mujeres	1253
201306	Junio 2013	20	Comunidad de Calatayud	Temporal	Hombres	1524
201306	Junio 2013	20	Comunidad de Calatayud	Temporal	Mujeres	1320
201306	Junio 2013	21	Campo de Cariñena	Temporal	Hombres	653
201306	Junio 2013	21	Campo de Cariñena	Temporal	Mujeres	290
201306	Junio 2013	22	Campo de Belchite	Temporal	Hombres	73
201306	Junio 2013	22	Campo de Belchite	Temporal	Mujeres	71
201306	Junio 2013	23	Bajo Martín	Temporal	Hombres	294
201306	Junio 2013	23	Bajo Martín	Temporal	Mujeres	184
201306	Junio 2013	24	Campo de Daroca	Temporal	Hombres	187
201306	Junio 2013	24	Campo de Daroca	Temporal	Mujeres	152
201306	Junio 2013	25	Jiloca	Temporal	Hombres	300
201306	Junio 2013	25	Jiloca	Temporal	Mujeres	268
201306	Junio 2013	26	Cuencas Mineras	Temporal	Hombres	272
201306	Junio 2013	26	Cuencas Mineras	Temporal	Mujeres	184
201306	Junio 2013	27	Andorra-Sierra de Arcos	Temporal	Hombres	424
201306	Junio 2013	27	Andorra-Sierra de Arcos	Temporal	Mujeres	225
201306	Junio 2013	28	Bajo Aragón	Temporal	Hombres	1226
201306	Junio 2013	28	Bajo Aragón	Temporal	Mujeres	1339
201306	Junio 2013	29	Comunidad de Teruel	Temporal	Hombres	2025
201306	Junio 2013	29	Comunidad de Teruel	Temporal	Mujeres	2275
201306	Junio 2013	30	Maestrazgo	Temporal	Hombres	96
201306	Junio 2013	30	Maestrazgo	Temporal	Mujeres	76
201306	Junio 2013	31	Sierra de Albarracín	Temporal	Hombres	79
201306	Junio 2013	31	Sierra de Albarracín	Temporal	Mujeres	118
201306	Junio 2013	32	Gúdar-Javalambre	Temporal	Hombres	249
201306	Junio 2013	32	Gúdar-Javalambre	Temporal	Mujeres	179
201306	Junio 2013	33	Matarraña / Matarranya	Temporal	Hombres	297
201306	Junio 2013	33	Matarraña / Matarranya	Temporal	Mujeres	240
201309	Septiembre 2013	01	La Jacetania	Temporal	Hombres	500
201309	Septiembre 2013	01	La Jacetania	Temporal	Mujeres	546
201309	Septiembre 2013	02	Alto Gállego	Temporal	Hombres	331
201309	Septiembre 2013	02	Alto Gállego	Temporal	Mujeres	219
201309	Septiembre 2013	03	Sobrarbe	Temporal	Hombres	294
201309	Septiembre 2013	03	Sobrarbe	Temporal	Mujeres	266
201309	Septiembre 2013	04	La Ribagorza	Temporal	Hombres	479
201309	Septiembre 2013	04	La Ribagorza	Temporal	Mujeres	449
201309	Septiembre 2013	05	Cinco Villas	Temporal	Hombres	1167
201309	Septiembre 2013	05	Cinco Villas	Temporal	Mujeres	673
201309	Septiembre 2013	06	Hoya de Huesca / Plana de Uesca	Temporal	Hombres	2600
201309	Septiembre 2013	06	Hoya de Huesca / Plana de Uesca	Temporal	Mujeres	3189
201309	Septiembre 2013	07	Somontano de Barbastro	Temporal	Hombres	954
201309	Septiembre 2013	07	Somontano de Barbastro	Temporal	Mujeres	1149
201309	Septiembre 2013	08	Cinca Medio	Temporal	Hombres	1162
201309	Septiembre 2013	08	Cinca Medio	Temporal	Mujeres	711
201309	Septiembre 2013	09	La Litera / La Llitera	Temporal	Hombres	913
201309	Septiembre 2013	09	La Litera / La Llitera	Temporal	Mujeres	407
201309	Septiembre 2013	10	Los Monegros	Temporal	Hombres	665
201309	Septiembre 2013	10	Los Monegros	Temporal	Mujeres	264
201309	Septiembre 2013	11	Bajo Cinca / Baix Cinca	Temporal	Hombres	1748
