Mes y año	'Aragón'	Edad (grupos quinquenales)	Sexo	Nº parados
Febrero 2016	Aragón	60-64	Mujeres	3031
Enero 2016	Aragón	16-19	Hombres	88
Enero 2016	Aragón	16-19	Mujeres	102
Enero 2016	Aragón	20-24	Hombres	372
Enero 2016	Aragón	20-24	Mujeres	470
Enero 2016	Aragón	25-29	Hombres	605
Enero 2016	Aragón	25-29	Mujeres	1055
Enero 2016	Aragón	30-34	Hombres	802
Enero 2016	Aragón	30-34	Mujeres	1663
Enero 2016	Aragón	35-39	Hombres	1238
Enero 2016	Aragón	35-39	Mujeres	2571
Enero 2016	Aragón	40-44	Hombres	1473
Enero 2016	Aragón	40-44	Mujeres	2692
Enero 2016	Aragón	45-49	Hombres	2040
Enero 2016	Aragón	45-49	Mujeres	2961
Enero 2016	Aragón	50-54	Hombres	2384
Enero 2016	Aragón	50-54	Mujeres	2939
Enero 2016	Aragón	55-59	Hombres	3142
Enero 2016	Aragón	55-59	Mujeres	3964
Enero 2016	Aragón	60-64	Hombres	2005
Enero 2016	Aragón	60-64	Mujeres	3010
Diciembre 2015	Aragón	16-19	Hombres	93
Diciembre 2015	Aragón	16-19	Mujeres	99
Diciembre 2015	Aragón	20-24	Hombres	366
Diciembre 2015	Aragón	20-24	Mujeres	471
Diciembre 2015	Aragón	25-29	Hombres	609
Diciembre 2015	Aragón	25-29	Mujeres	1031
Diciembre 2015	Aragón	30-34	Hombres	809
Diciembre 2015	Aragón	30-34	Mujeres	1649
Diciembre 2015	Aragón	35-39	Hombres	1256
Diciembre 2015	Aragón	35-39	Mujeres	2533
Diciembre 2015	Aragón	40-44	Hombres	1497
Diciembre 2015	Aragón	40-44	Mujeres	2691
Diciembre 2015	Aragón	45-49	Hombres	2047
Diciembre 2015	Aragón	45-49	Mujeres	2937
Diciembre 2015	Aragón	50-54	Hombres	2379
Diciembre 2015	Aragón	50-54	Mujeres	2897
Diciembre 2015	Aragón	55-59	Hombres	3133
Diciembre 2015	Aragón	55-59	Mujeres	3971
Diciembre 2015	Aragón	60-64	Hombres	1994
Diciembre 2015	Aragón	60-64	Mujeres	2960
Noviembre 2015	Aragón	16-19	Hombres	99
Noviembre 2015	Aragón	16-19	Mujeres	105
Noviembre 2015	Aragón	20-24	Hombres	363
Noviembre 2015	Aragón	20-24	Mujeres	492
Noviembre 2015	Aragón	25-29	Hombres	644
Noviembre 2015	Aragón	25-29	Mujeres	1038
Noviembre 2015	Aragón	30-34	Hombres	826
Noviembre 2015	Aragón	30-34	Mujeres	1669
Noviembre 2015	Aragón	35-39	Hombres	1289
Noviembre 2015	Aragón	35-39	Mujeres	2542
Noviembre 2015	Aragón	40-44	Hombres	1518
Noviembre 2015	Aragón	40-44	Mujeres	2740
Noviembre 2015	Aragón	45-49	Hombres	2080
Noviembre 2015	Aragón	45-49	Mujeres	2944
Noviembre 2015	Aragón	50-54	Hombres	2409
Noviembre 2015	Aragón	50-54	Mujeres	2948
Noviembre 2015	Aragón	55-59	Hombres	3163
Noviembre 2015	Aragón	55-59	Mujeres	3969
Noviembre 2015	Aragón	60-64	Hombres	1982
Noviembre 2015	Aragón	60-64	Mujeres	2939
Octubre 2015	Aragón	16-19	Hombres	105
Octubre 2015	Aragón	16-19	Mujeres	107
Octubre 2015	Aragón	20-24	Hombres	396
Octubre 2015	Aragón	20-24	Mujeres	506
Octubre 2015	Aragón	25-29	Hombres	664
Octubre 2015	Aragón	25-29	Mujeres	1072
Octubre 2015	Aragón	30-34	Hombres	832
Octubre 2015	Aragón	30-34	Mujeres	1702
Octubre 2015	Aragón	35-39	Hombres	1321
Octubre 2015	Aragón	35-39	Mujeres	2565
Octubre 2015	Aragón	40-44	Hombres	1539
Octubre 2015	Aragón	40-44	Mujeres	2780
Octubre 2015	Aragón	45-49	Hombres	2124
Octubre 2015	Aragón	45-49	Mujeres	2963
Octubre 2015	Aragón	50-54	Hombres	2431
Octubre 2015	Aragón	50-54	Mujeres	2982
Octubre 2015	Aragón	55-59	Hombres	3242
Octubre 2015	Aragón	55-59	Mujeres	3966
Octubre 2015	Aragón	60-64	Hombres	1966
Octubre 2015	Aragón	60-64	Mujeres	2911
Septiembre 2015	Aragón	16-19	Hombres	111
Septiembre 2015	Aragón	16-19	Mujeres	106
Septiembre 2015	Aragón	20-24	Hombres	426
Septiembre 2015	Aragón	20-24	Mujeres	512
Septiembre 2015	Aragón	25-29	Hombres	708
Septiembre 2015	Aragón	25-29	Mujeres	1082
Septiembre 2015	Aragón	30-34	Hombres	868
Septiembre 2015	Aragón	30-34	Mujeres	1747
Septiembre 2015	Aragón	35-39	Hombres	1378
Septiembre 2015	Aragón	35-39	Mujeres	2612
Septiembre 2015	Aragón	40-44	Hombres	1591
Septiembre 2015	Aragón	40-44	Mujeres	2858
Septiembre 2015	Aragón	45-49	Hombres	2216
Septiembre 2015	Aragón	45-49	Mujeres	2978
Septiembre 2015	Aragón	50-54	Hombres	2486
Septiembre 2015	Aragón	50-54	Mujeres	3014
Septiembre 2015	Aragón	55-59	Hombres	3295
Septiembre 2015	Aragón	55-59	Mujeres	4007
Septiembre 2015	Aragón	60-64	Hombres	1970
Septiembre 2015	Aragón	60-64	Mujeres	2889
Agosto 2015	Aragón	16-19	Hombres	94
Agosto 2015	Aragón	16-19	Mujeres	94
Agosto 2015	Aragón	20-24	Hombres	416
Agosto 2015	Aragón	20-24	Mujeres	487
Agosto 2015	Aragón	25-29	Hombres	720
Agosto 2015	Aragón	25-29	Mujeres	1104
Agosto 2015	Aragón	30-34	Hombres	932
Agosto 2015	Aragón	30-34	Mujeres	1775
Agosto 2015	Aragón	35-39	Hombres	1419
Agosto 2015	Aragón	35-39	Mujeres	2662
Agosto 2015	Aragón	40-44	Hombres	1629
Agosto 2015	Aragón	40-44	Mujeres	2905
Agosto 2015	Aragón	45-49	Hombres	2245
Agosto 2015	Aragón	45-49	Mujeres	2999
Agosto 2015	Aragón	50-54	Hombres	2543
Agosto 2015	Aragón	50-54	Mujeres	3020
Agosto 2015	Aragón	55-59	Hombres	3350
Agosto 2015	Aragón	55-59	Mujeres	3980
Agosto 2015	Aragón	60-64	Hombres	1973
Agosto 2015	Aragón	60-64	Mujeres	2865
Julio 2015	Aragón	16-19	Hombres	94
Julio 2015	Aragón	16-19	Mujeres	94
Julio 2015	Aragón	20-24	Hombres	428
Julio 2015	Aragón	20-24	Mujeres	501
Julio 2015	Aragón	25-29	Hombres	721
Julio 2015	Aragón	25-29	Mujeres	1127
Julio 2015	Aragón	30-34	Hombres	976
Julio 2015	Aragón	30-34	Mujeres	1798
Julio 2015	Aragón	35-39	Hombres	1487
Julio 2015	Aragón	35-39	Mujeres	2697
Julio 2015	Aragón	40-44	Hombres	1651
Julio 2015	Aragón	40-44	Mujeres	2906
Julio 2015	Aragón	45-49	Hombres	2313
Julio 2015	Aragón	45-49	Mujeres	2999
Julio 2015	Aragón	50-54	Hombres	2592
Julio 2015	Aragón	50-54	Mujeres	3056
Julio 2015	Aragón	55-59	Hombres	3372
Julio 2015	Aragón	55-59	Mujeres	3992
Julio 2015	Aragón	60-64	Hombres	1978
Julio 2015	Aragón	60-64	Mujeres	2845
Junio 2015	Aragón	16-19	Hombres	101
Junio 2015	Aragón	16-19	Mujeres	99
Junio 2015	Aragón	20-24	Hombres	460
Junio 2015	Aragón	20-24	Mujeres	501
Junio 2015	Aragón	25-29	Hombres	755
Junio 2015	Aragón	25-29	Mujeres	1128
Junio 2015	Aragón	30-34	Hombres	989
Junio 2015	Aragón	30-34	Mujeres	1841
Junio 2015	Aragón	35-39	Hombres	1509
Junio 2015	Aragón	35-39	Mujeres	2721
Junio 2015	Aragón	40-44	Hombres	1687
Junio 2015	Aragón	40-44	Mujeres	2902
Junio 2015	Aragón	45-49	Hombres	2399
Junio 2015	Aragón	45-49	Mujeres	3049
Junio 2015	Aragón	50-54	Hombres	2629
Junio 2015	Aragón	50-54	Mujeres	3084
Junio 2015	Aragón	55-59	Hombres	3440
Junio 2015	Aragón	55-59	Mujeres	3968
Junio 2015	Aragón	60-64	Hombres	2010
Junio 2015	Aragón	60-64	Mujeres	2843
Mayo 2015	Aragón	16-19	Hombres	98
Mayo 2015	Aragón	16-19	Mujeres	96
Mayo 2015	Aragón	20-24	Hombres	463
Mayo 2015	Aragón	20-24	Mujeres	526
Mayo 2015	Aragón	25-29	Hombres	777
Mayo 2015	Aragón	25-29	Mujeres	1175
Mayo 2015	Aragón	30-34	Hombres	1021
Mayo 2015	Aragón	30-34	Mujeres	1870
Mayo 2015	Aragón	35-39	Hombres	1544
Mayo 2015	Aragón	35-39	Mujeres	2775
Mayo 2015	Aragón	40-44	Hombres	1732
Mayo 2015	Aragón	40-44	Mujeres	2950
Mayo 2015	Aragón	45-49	Hombres	2436
Mayo 2015	Aragón	45-49	Mujeres	3053
Mayo 2015	Aragón	50-54	Hombres	2670
Mayo 2015	Aragón	50-54	Mujeres	3141
Mayo 2015	Aragón	55-59	Hombres	3489
Mayo 2015	Aragón	55-59	Mujeres	3986
Mayo 2015	Aragón	60-64	Hombres	2027
Mayo 2015	Aragón	60-64	Mujeres	2810
Abril 2015	Aragón	16-19	Hombres	104
Abril 2015	Aragón	16-19	Mujeres	101
Abril 2015	Aragón	20-24	Hombres	462
Abril 2015	Aragón	20-24	Mujeres	533
Abril 2015	Aragón	25-29	Hombres	780
Abril 2015	Aragón	25-29	Mujeres	1173
Abril 2015	Aragón	30-34	Hombres	1046
Abril 2015	Aragón	30-34	Mujeres	1907
Abril 2015	Aragón	35-39	Hombres	1587
Abril 2015	Aragón	35-39	Mujeres	2786
Abril 2015	Aragón	40-44	Hombres	1787
Abril 2015	Aragón	40-44	Mujeres	2971
Abril 2015	Aragón	45-49	Hombres	2490
Abril 2015	Aragón	45-49	Mujeres	3064
Abril 2015	Aragón	50-54	Hombres	2737
Abril 2015	Aragón	50-54	Mujeres	3129
Abril 2015	Aragón	55-59	Hombres	3557
Abril 2015	Aragón	55-59	Mujeres	4017
Abril 2015	Aragón	60-64	Hombres	2029
Abril 2015	Aragón	60-64	Mujeres	2789
Marzo 2015	Aragón	16-19	Hombres	111
Marzo 2015	Aragón	16-19	Mujeres	98
Marzo 2015	Aragón	20-24	Hombres	510
Marzo 2015	Aragón	20-24	Mujeres	559
Marzo 2015	Aragón	25-29	Hombres	809
Marzo 2015	Aragón	25-29	Mujeres	1205
Marzo 2015	Aragón	30-34	Hombres	1093
Marzo 2015	Aragón	30-34	Mujeres	1926
Marzo 2015	Aragón	35-39	Hombres	1613
Marzo 2015	Aragón	35-39	Mujeres	2853
Marzo 2015	Aragón	40-44	Hombres	1831
Marzo 2015	Aragón	40-44	Mujeres	2984
Marzo 2015	Aragón	45-49	Hombres	2586
Marzo 2015	Aragón	45-49	Mujeres	3084
Marzo 2015	Aragón	50-54	Hombres	2811
Marzo 2015	Aragón	50-54	Mujeres	3153
Marzo 2015	Aragón	55-59	Hombres	3594
Marzo 2015	Aragón	55-59	Mujeres	4040
Marzo 2015	Aragón	60-64	Hombres	2006
Marzo 2015	Aragón	60-64	Mujeres	2778
Febrero 2015	Aragón	16-19	Hombres	119
Febrero 2015	Aragón	16-19	Mujeres	99
Febrero 2015	Aragón	20-24	Hombres	519
Febrero 2015	Aragón	20-24	Mujeres	559
Febrero 2015	Aragón	25-29	Hombres	817
Febrero 2015	Aragón	25-29	Mujeres	1207
Febrero 2015	Aragón	30-34	Hombres	1108
Febrero 2015	Aragón	30-34	Mujeres	1954
Febrero 2015	Aragón	35-39	Hombres	1624
Febrero 2015	Aragón	35-39	Mujeres	2872
Febrero 2015	Aragón	40-44	Hombres	1853
Febrero 2015	Aragón	40-44	Mujeres	2986
Febrero 2015	Aragón	45-49	Hombres	2618
Febrero 2015	Aragón	45-49	Mujeres	3112
Febrero 2015	Aragón	50-54	Hombres	2830
Febrero 2015	Aragón	50-54	Mujeres	3187
Febrero 2015	Aragón	55-59	Hombres	3621
Febrero 2015	Aragón	55-59	Mujeres	4040
Febrero 2015	Aragón	60-64	Hombres	1977
Febrero 2015	Aragón	60-64	Mujeres	2765
Enero 2015	Aragón	16-19	Hombres	126
Enero 2015	Aragón	16-19	Mujeres	99
Enero 2015	Aragón	20-24	Hombres	528
Enero 2015	Aragón	20-24	Mujeres	567
Enero 2015	Aragón	25-29	Hombres	823
Enero 2015	Aragón	25-29	Mujeres	1186
Enero 2015	Aragón	30-34	Hombres	1117
Enero 2015	Aragón	30-34	Mujeres	1968
Enero 2015	Aragón	35-39	Hombres	1666
Enero 2015	Aragón	35-39	Mujeres	2890
Enero 2015	Aragón	40-44	Hombres	1855
Enero 2015	Aragón	40-44	Mujeres	2946
Enero 2015	Aragón	45-49	Hombres	2652
Enero 2015	Aragón	45-49	Mujeres	3123
Enero 2015	Aragón	50-54	Hombres	2851
Enero 2015	Aragón	50-54	Mujeres	3208
Enero 2015	Aragón	55-59	Hombres	3636
Enero 2015	Aragón	55-59	Mujeres	4020
Enero 2015	Aragón	60-64	Hombres	1994
Enero 2015	Aragón	60-64	Mujeres	2724
Diciembre 2014	Aragón	16-19	Hombres	124
Diciembre 2014	Aragón	16-19	Mujeres	108
Diciembre 2014	Aragón	20-24	Hombres	531
Diciembre 2014	Aragón	20-24	Mujeres	576
Diciembre 2014	Aragón	25-29	Hombres	833
Diciembre 2014	Aragón	25-29	Mujeres	1176
Diciembre 2014	Aragón	30-34	Hombres	1148
Diciembre 2014	Aragón	30-34	Mujeres	1941
Diciembre 2014	Aragón	35-39	Hombres	1684
Diciembre 2014	Aragón	35-39	Mujeres	2868
Diciembre 2014	Aragón	40-44	Hombres	1888
Diciembre 2014	Aragón	40-44	Mujeres	2927
Diciembre 2014	Aragón	45-49	Hombres	2693
Diciembre 2014	Aragón	45-49	Mujeres	3107
Diciembre 2014	Aragón	50-54	Hombres	2882
Diciembre 2014	Aragón	50-54	Mujeres	3187
Diciembre 2014	Aragón	55-59	Hombres	3591
Diciembre 2014	Aragón	55-59	Mujeres	3952
Diciembre 2014	Aragón	60-64	Hombres	1978
Diciembre 2014	Aragón	60-64	Mujeres	2682
Noviembre 2014	Aragón	16-19	Hombres	144
Noviembre 2014	Aragón	16-19	Mujeres	113
Noviembre 2014	Aragón	20-24	Hombres	586
Noviembre 2014	Aragón	20-24	Mujeres	609
Noviembre 2014	Aragón	25-29	Hombres	836
Noviembre 2014	Aragón	25-29	Mujeres	1217
Noviembre 2014	Aragón	30-34	Hombres	1188
Noviembre 2014	Aragón	30-34	Mujeres	2022
Noviembre 2014	Aragón	35-39	Hombres	1702
Noviembre 2014	Aragón	35-39	Mujeres	2924
Noviembre 2014	Aragón	40-44	Hombres	1933
Noviembre 2014	Aragón	40-44	Mujeres	3004
Noviembre 2014	Aragón	45-49	Hombres	2750
Noviembre 2014	Aragón	45-49	Mujeres	3141
Noviembre 2014	Aragón	50-54	Hombres	2918
Noviembre 2014	Aragón	50-54	Mujeres	3215
Noviembre 2014	Aragón	55-59	Hombres	3572
Noviembre 2014	Aragón	55-59	Mujeres	3962
Noviembre 2014	Aragón	60-64	Hombres	1969
Noviembre 2014	Aragón	60-64	Mujeres	2642
Octubre 2014	Aragón	16-19	Hombres	146
Octubre 2014	Aragón	16-19	Mujeres	120
Octubre 2014	Aragón	20-24	Hombres	611
Octubre 2014	Aragón	20-24	Mujeres	635
Octubre 2014	Aragón	25-29	Hombres	896
Octubre 2014	Aragón	25-29	Mujeres	1264
Octubre 2014	Aragón	30-34	Hombres	1229
Octubre 2014	Aragón	30-34	Mujeres	2060
Octubre 2014	Aragón	35-39	Hombres	1759
Octubre 2014	Aragón	35-39	Mujeres	3000
Octubre 2014	Aragón	40-44	Hombres	2001
Octubre 2014	Aragón	40-44	Mujeres	3101
Octubre 2014	Aragón	45-49	Hombres	2768
Octubre 2014	Aragón	45-49	Mujeres	3207
Octubre 2014	Aragón	50-54	Hombres	2931
Octubre 2014	Aragón	50-54	Mujeres	3266
Octubre 2014	Aragón	55-59	Hombres	3578
Octubre 2014	Aragón	55-59	Mujeres	3955
Octubre 2014	Aragón	60-64	Hombres	1941
Octubre 2014	Aragón	60-64	Mujeres	2616
Septiembre 2014	Aragón	16-19	Hombres	145
Septiembre 2014	Aragón	16-19	Mujeres	121
Septiembre 2014	Aragón	20-24	Hombres	624
Septiembre 2014	Aragón	20-24	Mujeres	635
Septiembre 2014	Aragón	25-29	Hombres	894
Septiembre 2014	Aragón	25-29	Mujeres	1276
Septiembre 2014	Aragón	30-34	Hombres	1241
Septiembre 2014	Aragón	30-34	Mujeres	2077
Septiembre 2014	Aragón	35-39	Hombres	1781
Septiembre 2014	Aragón	35-39	Mujeres	3036
Septiembre 2014	Aragón	40-44	Hombres	2041
Septiembre 2014	Aragón	40-44	Mujeres	3108
Septiembre 2014	Aragón	45-49	Hombres	2784
Septiembre 2014	Aragón	45-49	Mujeres	3169
Septiembre 2014	Aragón	50-54	Hombres	2965
Septiembre 2014	Aragón	50-54	Mujeres	3263
Septiembre 2014	Aragón	55-59	Hombres	3536
Septiembre 2014	Aragón	55-59	Mujeres	3927
Septiembre 2014	Aragón	60-64	Hombres	1936
Septiembre 2014	Aragón	60-64	Mujeres	2578
Agosto 2014	Aragón	16-19	Hombres	148
Agosto 2014	Aragón	16-19	Mujeres	115
Agosto 2014	Aragón	20-24	Hombres	626
Agosto 2014	Aragón	20-24	Mujeres	602
Agosto 2014	Aragón	25-29	Hombres	922
Agosto 2014	Aragón	25-29	Mujeres	1290
Agosto 2014	Aragón	30-34	Hombres	1274
Agosto 2014	Aragón	30-34	Mujeres	2072
Agosto 2014	Aragón	35-39	Hombres	1836
Agosto 2014	Aragón	35-39	Mujeres	3057
Agosto 2014	Aragón	40-44	Hombres	2050
Agosto 2014	Aragón	40-44	Mujeres	3125
Agosto 2014	Aragón	45-49	Hombres	2827
Agosto 2014	Aragón	45-49	Mujeres	3193
Agosto 2014	Aragón	50-54	Hombres	2988
Agosto 2014	Aragón	50-54	Mujeres	3238
Agosto 2014	Aragón	55-59	Hombres	3532
Agosto 2014	Aragón	55-59	Mujeres	3901
Agosto 2014	Aragón	60-64	Hombres	1958
Agosto 2014	Aragón	60-64	Mujeres	2534
Julio 2014	Aragón	16-19	Hombres	155
Julio 2014	Aragón	16-19	Mujeres	127
Julio 2014	Aragón	20-24	Hombres	617
Julio 2014	Aragón	20-24	Mujeres	593
Julio 2014	Aragón	25-29	Hombres	926
Julio 2014	Aragón	25-29	Mujeres	1266
Julio 2014	Aragón	30-34	Hombres	1281
Julio 2014	Aragón	30-34	Mujeres	2079
Julio 2014	Aragón	35-39	Hombres	1869
Julio 2014	Aragón	35-39	Mujeres	3076
Julio 2014	Aragón	40-44	Hombres	2074
Julio 2014	Aragón	40-44	Mujeres	3115
Julio 2014	Aragón	45-49	Hombres	2855
Julio 2014	Aragón	45-49	Mujeres	3186
Julio 2014	Aragón	50-54	Hombres	2945
Julio 2014	Aragón	50-54	Mujeres	3221
Julio 2014	Aragón	55-59	Hombres	3512
Julio 2014	Aragón	55-59	Mujeres	3877
Julio 2014	Aragón	60-64	Hombres	1924
Julio 2014	Aragón	60-64	Mujeres	2517
Junio 2014	Aragón	16-19	Hombres	148
Junio 2014	Aragón	16-19	Mujeres	123
Junio 2014	Aragón	20-24	Hombres	629
Junio 2014	Aragón	20-24	Mujeres	621
Junio 2014	Aragón	25-29	Hombres	919
Junio 2014	Aragón	25-29	Mujeres	1267
Junio 2014	Aragón	30-34	Hombres	1264
Junio 2014	Aragón	30-34	Mujeres	2080
Junio 2014	Aragón	35-39	Hombres	1834
Junio 2014	Aragón	35-39	Mujeres	3002
Junio 2014	Aragón	40-44	Hombres	2039
Junio 2014	Aragón	40-44	Mujeres	3076
Junio 2014	Aragón	45-49	Hombres	2826
Junio 2014	Aragón	45-49	Mujeres	3116
Junio 2014	Aragón	50-54	Hombres	2968
Junio 2014	Aragón	50-54	Mujeres	3180
Junio 2014	Aragón	55-59	Hombres	3440
Junio 2014	Aragón	55-59	Mujeres	3855
Junio 2014	Aragón	60-64	Hombres	1858
Junio 2014	Aragón	60-64	Mujeres	2485
Mayo 2014	Aragón	16-19	Hombres	146
Mayo 2014	Aragón	16-19	Mujeres	122
Mayo 2014	Aragón	20-24	Hombres	601
Mayo 2014	Aragón	20-24	Mujeres	638
Mayo 2014	Aragón	25-29	Hombres	929
Mayo 2014	Aragón	25-29	Mujeres	1300
Mayo 2014	Aragón	30-34	Hombres	1271
Mayo 2014	Aragón	30-34	Mujeres	2095
Mayo 2014	Aragón	35-39	Hombres	1880
Mayo 2014	Aragón	35-39	Mujeres	2990
Mayo 2014	Aragón	40-44	Hombres	2087
Mayo 2014	Aragón	40-44	Mujeres	3052
Mayo 2014	Aragón	45-49	Hombres	2871
Mayo 2014	Aragón	45-49	Mujeres	3121
Mayo 2014	Aragón	50-54	Hombres	2986
Mayo 2014	Aragón	50-54	Mujeres	3147
Mayo 2014	Aragón	55-59	Hombres	3436
Mayo 2014	Aragón	55-59	Mujeres	3798
Mayo 2014	Aragón	60-64	Hombres	1817
Mayo 2014	Aragón	60-64	Mujeres	2469
Abril 2014	Aragón	16-19	Hombres	142
Abril 2014	Aragón	16-19	Mujeres	119
Abril 2014	Aragón	20-24	Hombres	629
Abril 2014	Aragón	20-24	Mujeres	638
Abril 2014	Aragón	25-29	Hombres	969
Abril 2014	Aragón	25-29	Mujeres	1309
Abril 2014	Aragón	30-34	Hombres	1334
Abril 2014	Aragón	30-34	Mujeres	2087
Abril 2014	Aragón	35-39	Hombres	1910
Abril 2014	Aragón	35-39	Mujeres	3022
Abril 2014	Aragón	40-44	Hombres	2129
Abril 2014	Aragón	40-44	Mujeres	3061
Abril 2014	Aragón	45-49	Hombres	2910
Abril 2014	Aragón	45-49	Mujeres	3113
Abril 2014	Aragón	50-54	Hombres	3037
Abril 2014	Aragón	50-54	Mujeres	3151
Abril 2014	Aragón	55-59	Hombres	3434
Abril 2014	Aragón	55-59	Mujeres	3758
Abril 2014	Aragón	60-64	Hombres	1842
Abril 2014	Aragón	60-64	Mujeres	2442
Marzo 2014	Aragón	16-19	Hombres	139
Marzo 2014	Aragón	16-19	Mujeres	125
Marzo 2014	Aragón	20-24	Hombres	660
Marzo 2014	Aragón	20-24	Mujeres	664
Marzo 2014	Aragón	25-29	Hombres	979
Marzo 2014	Aragón	25-29	Mujeres	1337
Marzo 2014	Aragón	30-34	Hombres	1388
Marzo 2014	Aragón	30-34	Mujeres	2125
Marzo 2014	Aragón	35-39	Hombres	1923
Marzo 2014	Aragón	35-39	Mujeres	3022
Marzo 2014	Aragón	40-44	Hombres	2156
Marzo 2014	Aragón	40-44	Mujeres	3025
Marzo 2014	Aragón	45-49	Hombres	2932
Marzo 2014	Aragón	45-49	Mujeres	3110
Marzo 2014	Aragón	50-54	Hombres	3012
Marzo 2014	Aragón	50-54	Mujeres	3167
Marzo 2014	Aragón	55-59	Hombres	3380
Marzo 2014	Aragón	55-59	Mujeres	3745
Marzo 2014	Aragón	60-64	Hombres	1811
Marzo 2014	Aragón	60-64	Mujeres	2407
Febrero 2014	Aragón	16-19	Hombres	148
Febrero 2014	Aragón	16-19	Mujeres	116
Febrero 2014	Aragón	20-24	Hombres	661
Febrero 2014	Aragón	20-24	Mujeres	692
Febrero 2014	Aragón	25-29	Hombres	1011
Febrero 2014	Aragón	25-29	Mujeres	1356
Febrero 2014	Aragón	30-34	Hombres	1422
Febrero 2014	Aragón	30-34	Mujeres	2141
Febrero 2014	Aragón	35-39	Hombres	1962
Febrero 2014	Aragón	35-39	Mujeres	3074
Febrero 2014	Aragón	40-44	Hombres	2220
Febrero 2014	Aragón	40-44	Mujeres	2983
Febrero 2014	Aragón	45-49	Hombres	2963
Febrero 2014	Aragón	45-49	Mujeres	3144
Febrero 2014	Aragón	50-54	Hombres	3032
Febrero 2014	Aragón	50-54	Mujeres	3179
Febrero 2014	Aragón	55-59	Hombres	3300
Febrero 2014	Aragón	55-59	Mujeres	3697
Febrero 2014	Aragón	60-64	Hombres	1779
Febrero 2014	Aragón	60-64	Mujeres	2411
Enero 2014	Aragón	16-19	Hombres	162
Enero 2014	Aragón	16-19	Mujeres	111
Enero 2014	Aragón	20-24	Hombres	720
Enero 2014	Aragón	20-24	Mujeres	735
Enero 2014	Aragón	25-29	Hombres	1087
Enero 2014	Aragón	25-29	Mujeres	1408
Enero 2014	Aragón	30-34	Hombres	1496
Enero 2014	Aragón	30-34	Mujeres	2270
Enero 2014	Aragón	35-39	Hombres	2090
Enero 2014	Aragón	35-39	Mujeres	3238
Enero 2014	Aragón	40-44	Hombres	2387
Enero 2014	Aragón	40-44	Mujeres	3113
Enero 2014	Aragón	45-49	Hombres	3065
Enero 2014	Aragón	45-49	Mujeres	3287
Enero 2014	Aragón	50-54	Hombres	3115
Enero 2014	Aragón	50-54	Mujeres	3204
Enero 2014	Aragón	55-59	Hombres	3352
Enero 2014	Aragón	55-59	Mujeres	3701
Enero 2014	Aragón	60-64	Hombres	1773
Enero 2014	Aragón	60-64	Mujeres	2367
Diciembre 2013	Aragón	16-19	Hombres	159
Diciembre 2013	Aragón	16-19	Mujeres	112
Diciembre 2013	Aragón	20-24	Hombres	701
Diciembre 2013	Aragón	20-24	Mujeres	736
Diciembre 2013	Aragón	25-29	Hombres	1076
Diciembre 2013	Aragón	25-29	Mujeres	1374
Diciembre 2013	Aragón	30-34	Hombres	1496
Diciembre 2013	Aragón	30-34	Mujeres	2267
Diciembre 2013	Aragón	35-39	Hombres	2118
Diciembre 2013	Aragón	35-39	Mujeres	3159
Diciembre 2013	Aragón	40-44	Hombres	2353
Diciembre 2013	Aragón	40-44	Mujeres	3086
Diciembre 2013	Aragón	45-49	Hombres	2999
Diciembre 2013	Aragón	45-49	Mujeres	3229
Diciembre 2013	Aragón	50-54	Hombres	3051
Diciembre 2013	Aragón	50-54	Mujeres	3152
Diciembre 2013	Aragón	55-59	Hombres	3294
Diciembre 2013	Aragón	55-59	Mujeres	3649
Diciembre 2013	Aragón	60-64	Hombres	1744
Diciembre 2013	Aragón	60-64	Mujeres	2315
Noviembre 2013	Aragón	16-19	Hombres	173
Noviembre 2013	Aragón	16-19	Mujeres	116
Noviembre 2013	Aragón	20-24	Hombres	739
Noviembre 2013	Aragón	20-24	Mujeres	758
Noviembre 2013	Aragón	25-29	Hombres	1083
Noviembre 2013	Aragón	25-29	Mujeres	1368
Noviembre 2013	Aragón	30-34	Hombres	1504
Noviembre 2013	Aragón	30-34	Mujeres	2257
Noviembre 2013	Aragón	35-39	Hombres	2073
Noviembre 2013	Aragón	35-39	Mujeres	3116
Noviembre 2013	Aragón	40-44	Hombres	2362
Noviembre 2013	Aragón	40-44	Mujeres	3097
Noviembre 2013	Aragón	45-49	Hombres	2987
Noviembre 2013	Aragón	45-49	Mujeres	3214
Noviembre 2013	Aragón	50-54	Hombres	3016
Noviembre 2013	Aragón	50-54	Mujeres	3134
Noviembre 2013	Aragón	55-59	Hombres	3309
Noviembre 2013	Aragón	55-59	Mujeres	3639
Noviembre 2013	Aragón	60-64	Hombres	1723
Noviembre 2013	Aragón	60-64	Mujeres	2297
Octubre 2013	Aragón	16-19	Hombres	191
Octubre 2013	Aragón	16-19	Mujeres	122
Octubre 2013	Aragón	20-24	Hombres	743
Octubre 2013	Aragón	20-24	Mujeres	766
Octubre 2013	Aragón	25-29	Hombres	1109
Octubre 2013	Aragón	25-29	Mujeres	1367
Octubre 2013	Aragón	30-34	Hombres	1533
Octubre 2013	Aragón	30-34	Mujeres	2294
Octubre 2013	Aragón	35-39	Hombres	2130
Octubre 2013	Aragón	35-39	Mujeres	3176
Octubre 2013	Aragón	40-44	Hombres	2408
Octubre 2013	Aragón	40-44	Mujeres	3106
