Mes y año	Comarca código	Comarca nombre	Sexo	Afiliaciones en alta
Marzo 2015	27	Andorra-Sierra de Arcos	Mujeres	55
Marzo 2015	28	Bajo Aragón	Mujeres	172
Marzo 2015	29	Comunidad de Teruel	Mujeres	166
Marzo 2015	30	Maestrazgo	Mujeres	40
Marzo 2015	31	Sierra de Albarracín	Mujeres	38
Marzo 2015	32	Gúdar-Javalambre	Mujeres	56
Marzo 2015	33	Matarraña / Matarranya	Mujeres	97
Marzo 2015	01	La Jacetania	Hombres	184
Marzo 2015	02	Alto Gállego	Hombres	106
Marzo 2015	03	Sobrarbe	Hombres	108
Marzo 2015	04	La Ribagorza	Hombres	184
Marzo 2015	05	Cinco Villas	Hombres	365
Marzo 2015	06	Hoya de Huesca / Plana de Uesca	Hombres	486
Marzo 2015	07	Somontano de Barbastro	Hombres	195
Marzo 2015	08	Cinca Medio	Hombres	175
Marzo 2015	09	La Litera / La Llitera	Hombres	192
Marzo 2015	10	Los Monegros	Hombres	239
Marzo 2015	11	Bajo Cinca / Baix Cinca	Hombres	289
Marzo 2015	12	Tarazona y el Moncayo	Hombres	78
Marzo 2015	13	Campo de Borja	Hombres	128
Marzo 2015	14	Aranda	Hombres	61
Marzo 2015	15	Ribera Alta del Ebro	Hombres	162
Marzo 2015	16	Valdejalón	Hombres	187
Marzo 2015	17	Central	Hombres	3824
Marzo 2015	18	Ribera Baja del Ebro	Hombres	75
Marzo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	152
Marzo 2015	20	Comunidad de Calatayud	Hombres	271
Marzo 2015	21	Campo de Cariñena	Hombres	96
Marzo 2015	22	Campo de Belchite	Hombres	42
Marzo 2015	23	Bajo Martín	Hombres	63
Marzo 2015	24	Campo de Daroca	Hombres	57
Marzo 2015	25	Jiloca	Hombres	135
Marzo 2015	26	Cuencas Mineras	Hombres	59
Marzo 2015	27	Andorra-Sierra de Arcos	Hombres	52
Marzo 2015	28	Bajo Aragón	Hombres	271
Marzo 2015	29	Comunidad de Teruel	Hombres	355
Marzo 2015	30	Maestrazgo	Hombres	76
Marzo 2015	31	Sierra de Albarracín	Hombres	61
Marzo 2015	32	Gúdar-Javalambre	Hombres	103
Marzo 2015	33	Matarraña / Matarranya	Hombres	160
Marzo 2015	01	La Jacetania	Mujeres	82
Marzo 2015	02	Alto Gállego	Mujeres	73
Marzo 2015	03	Sobrarbe	Mujeres	46
Marzo 2015	04	La Ribagorza	Mujeres	80
Marzo 2015	05	Cinco Villas	Mujeres	167
Marzo 2015	06	Hoya de Huesca / Plana de Uesca	Mujeres	165
Marzo 2015	07	Somontano de Barbastro	Mujeres	99
Marzo 2015	08	Cinca Medio	Mujeres	118
Marzo 2015	09	La Litera / La Llitera	Mujeres	113
Marzo 2015	10	Los Monegros	Mujeres	129
Marzo 2015	11	Bajo Cinca / Baix Cinca	Mujeres	149
Marzo 2015	12	Tarazona y el Moncayo	Mujeres	32
Marzo 2015	13	Campo de Borja	Mujeres	55
Marzo 2015	14	Aranda	Mujeres	17
Marzo 2015	15	Ribera Alta del Ebro	Mujeres	99
Marzo 2015	16	Valdejalón	Mujeres	89
Marzo 2015	17	Central	Mujeres	2069
Marzo 2015	18	Ribera Baja del Ebro	Mujeres	57
Marzo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	86
Marzo 2015	20	Comunidad de Calatayud	Mujeres	130
Marzo 2015	21	Campo de Cariñena	Mujeres	56
Marzo 2015	22	Campo de Belchite	Mujeres	23
Marzo 2015	23	Bajo Martín	Mujeres	21
Marzo 2015	24	Campo de Daroca	Mujeres	35
Marzo 2015	25	Jiloca	Mujeres	90
Marzo 2015	26	Cuencas Mineras	Mujeres	28
Marzo 2015	27	Andorra-Sierra de Arcos	Mujeres	25
Marzo 2015	28	Bajo Aragón	Mujeres	148
Marzo 2015	29	Comunidad de Teruel	Mujeres	177
Marzo 2015	30	Maestrazgo	Mujeres	24
Marzo 2015	31	Sierra de Albarracín	Mujeres	34
Marzo 2015	32	Gúdar-Javalambre	Mujeres	57
Marzo 2015	33	Matarraña / Matarranya	Mujeres	110
Marzo 2015	01	La Jacetania	Hombres	111
Marzo 2015	02	Alto Gállego	Hombres	63
Marzo 2015	03	Sobrarbe	Hombres	69
Marzo 2015	04	La Ribagorza	Hombres	122
Marzo 2015	05	Cinco Villas	Hombres	279
Marzo 2015	06	Hoya de Huesca / Plana de Uesca	Hombres	351
Marzo 2015	07	Somontano de Barbastro	Hombres	166
Marzo 2015	08	Cinca Medio	Hombres	124
Marzo 2015	09	La Litera / La Llitera	Hombres	192
Marzo 2015	10	Los Monegros	Hombres	223
Marzo 2015	11	Bajo Cinca / Baix Cinca	Hombres	194
Marzo 2015	12	Tarazona y el Moncayo	Hombres	67
Marzo 2015	13	Campo de Borja	Hombres	84
Marzo 2015	14	Aranda	Hombres	33
Marzo 2015	15	Ribera Alta del Ebro	Hombres	106
Marzo 2015	16	Valdejalón	Hombres	156
Marzo 2015	17	Central	Hombres	2630
Marzo 2015	18	Ribera Baja del Ebro	Hombres	49
Marzo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	128
Marzo 2015	20	Comunidad de Calatayud	Hombres	234
Marzo 2015	21	Campo de Cariñena	Hombres	62
Marzo 2015	22	Campo de Belchite	Hombres	35
Marzo 2015	23	Bajo Martín	Hombres	47
Marzo 2015	24	Campo de Daroca	Hombres	61
Marzo 2015	25	Jiloca	Hombres	112
Marzo 2015	26	Cuencas Mineras	Hombres	28
Marzo 2015	27	Andorra-Sierra de Arcos	Hombres	30
Marzo 2015	28	Bajo Aragón	Hombres	161
Marzo 2015	29	Comunidad de Teruel	Hombres	250
Marzo 2015	30	Maestrazgo	Hombres	48
Marzo 2015	31	Sierra de Albarracín	Hombres	35
Marzo 2015	32	Gúdar-Javalambre	Hombres	71
Marzo 2015	33	Matarraña / Matarranya	Hombres	141
Marzo 2015	01	La Jacetania	Mujeres	58
Marzo 2015	02	Alto Gállego	Mujeres	43
Marzo 2015	03	Sobrarbe	Mujeres	45
Marzo 2015	04	La Ribagorza	Mujeres	68
Marzo 2015	05	Cinco Villas	Mujeres	123
Marzo 2015	06	Hoya de Huesca / Plana de Uesca	Mujeres	195
Marzo 2015	07	Somontano de Barbastro	Mujeres	74
Marzo 2015	08	Cinca Medio	Mujeres	79
Marzo 2015	09	La Litera / La Llitera	Mujeres	106
Marzo 2015	10	Los Monegros	Mujeres	107
Marzo 2015	11	Bajo Cinca / Baix Cinca	Mujeres	89
Marzo 2015	12	Tarazona y el Moncayo	Mujeres	31
Marzo 2015	13	Campo de Borja	Mujeres	41
Marzo 2015	14	Aranda	Mujeres	16
Marzo 2015	15	Ribera Alta del Ebro	Mujeres	63
Marzo 2015	16	Valdejalón	Mujeres	58
Marzo 2015	17	Central	Mujeres	1456
Marzo 2015	18	Ribera Baja del Ebro	Mujeres	48
Marzo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	66
Marzo 2015	20	Comunidad de Calatayud	Mujeres	81
Marzo 2015	21	Campo de Cariñena	Mujeres	48
Marzo 2015	22	Campo de Belchite	Mujeres	21
Marzo 2015	23	Bajo Martín	Mujeres	26
Marzo 2015	24	Campo de Daroca	Mujeres	29
Marzo 2015	25	Jiloca	Mujeres	78
Marzo 2015	26	Cuencas Mineras	Mujeres	21
Marzo 2015	27	Andorra-Sierra de Arcos	Mujeres	25
Marzo 2015	28	Bajo Aragón	Mujeres	132
Marzo 2015	29	Comunidad de Teruel	Mujeres	129
Marzo 2015	30	Maestrazgo	Mujeres	26
Marzo 2015	31	Sierra de Albarracín	Mujeres	29
Marzo 2015	32	Gúdar-Javalambre	Mujeres	42
Marzo 2015	33	Matarraña / Matarranya	Mujeres	119
Marzo 2015	01	La Jacetania	Hombres	25
Marzo 2015	02	Alto Gállego	Hombres	26
Marzo 2015	03	Sobrarbe	Hombres	10
Marzo 2015	04	La Ribagorza	Hombres	37
Marzo 2015	05	Cinco Villas	Hombres	33
Marzo 2015	06	Hoya de Huesca / Plana de Uesca	Hombres	84
Marzo 2015	07	Somontano de Barbastro	Hombres	42
Marzo 2015	08	Cinca Medio	Hombres	37
Marzo 2015	09	La Litera / La Llitera	Hombres	48
Marzo 2015	10	Los Monegros	Hombres	48
Marzo 2015	11	Bajo Cinca / Baix Cinca	Hombres	50
Marzo 2015	12	Tarazona y el Moncayo	Hombres	14
Marzo 2015	13	Campo de Borja	Hombres	10
Marzo 2015	14	Aranda	Hombres	5
Marzo 2015	15	Ribera Alta del Ebro	Hombres	22
Marzo 2015	16	Valdejalón	Hombres	22
Marzo 2015	17	Central	Hombres	558
Marzo 2015	18	Ribera Baja del Ebro	Hombres	9
Marzo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	9
Marzo 2015	20	Comunidad de Calatayud	Hombres	45
Marzo 2015	21	Campo de Cariñena	Hombres	13
Marzo 2015	22	Campo de Belchite	Hombres	13
Marzo 2015	23	Bajo Martín	Hombres	9
Marzo 2015	24	Campo de Daroca	Hombres	12
Marzo 2015	25	Jiloca	Hombres	6
Marzo 2015	26	Cuencas Mineras	Hombres	8
Marzo 2015	27	Andorra-Sierra de Arcos	Hombres	1
Marzo 2015	28	Bajo Aragón	Hombres	23
Marzo 2015	29	Comunidad de Teruel	Hombres	22
Marzo 2015	30	Maestrazgo	Hombres	3
Marzo 2015	31	Sierra de Albarracín	Hombres	3
Marzo 2015	32	Gúdar-Javalambre	Hombres	4
Marzo 2015	33	Matarraña / Matarranya	Hombres	12
Marzo 2015	01	La Jacetania	Mujeres	19
Marzo 2015	02	Alto Gállego	Mujeres	10
Marzo 2015	03	Sobrarbe	Mujeres	9
Marzo 2015	04	La Ribagorza	Mujeres	27
Marzo 2015	05	Cinco Villas	Mujeres	32
Marzo 2015	06	Hoya de Huesca / Plana de Uesca	Mujeres	46
Marzo 2015	07	Somontano de Barbastro	Mujeres	21
Marzo 2015	08	Cinca Medio	Mujeres	16
Marzo 2015	09	La Litera / La Llitera	Mujeres	22
Marzo 2015	10	Los Monegros	Mujeres	29
Marzo 2015	11	Bajo Cinca / Baix Cinca	Mujeres	30
Marzo 2015	12	Tarazona y el Moncayo	Mujeres	7
Marzo 2015	13	Campo de Borja	Mujeres	17
Marzo 2015	14	Aranda	Mujeres	2
Marzo 2015	15	Ribera Alta del Ebro	Mujeres	18
Marzo 2015	16	Valdejalón	Mujeres	14
Marzo 2015	17	Central	Mujeres	373
Marzo 2015	18	Ribera Baja del Ebro	Mujeres	7
Marzo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	11
Marzo 2015	20	Comunidad de Calatayud	Mujeres	24
Marzo 2015	21	Campo de Cariñena	Mujeres	6
Marzo 2015	22	Campo de Belchite	Mujeres	10
Marzo 2015	23	Bajo Martín	Mujeres	5
Marzo 2015	24	Campo de Daroca	Mujeres	7
Marzo 2015	25	Jiloca	Mujeres	4
Marzo 2015	26	Cuencas Mineras	Mujeres	7
Marzo 2015	27	Andorra-Sierra de Arcos	Mujeres	2
Marzo 2015	28	Bajo Aragón	Mujeres	18
Marzo 2015	29	Comunidad de Teruel	Mujeres	24
Marzo 2015	30	Maestrazgo	Mujeres	2
Marzo 2015	31	Sierra de Albarracín	Mujeres	4
Marzo 2015	32	Gúdar-Javalambre	Mujeres	7
Marzo 2015	33	Matarraña / Matarranya	Mujeres	7
Marzo 2015	01	La Jacetania	Hombres	6
Marzo 2015	02	Alto Gállego	Hombres	6
Marzo 2015	03	Sobrarbe	Hombres	5
Marzo 2015	04	La Ribagorza	Hombres	13
Marzo 2015	05	Cinco Villas	Hombres	10
Marzo 2015	06	Hoya de Huesca / Plana de Uesca	Hombres	25
Marzo 2015	07	Somontano de Barbastro	Hombres	12
Marzo 2015	08	Cinca Medio	Hombres	8
Marzo 2015	09	La Litera / La Llitera	Hombres	16
Marzo 2015	10	Los Monegros	Hombres	17
Marzo 2015	11	Bajo Cinca / Baix Cinca	Hombres	13
Marzo 2015	12	Tarazona y el Moncayo	Hombres	1
Marzo 2015	13	Campo de Borja	Hombres	2
Marzo 2015	14	Aranda	Hombres	1
Marzo 2015	15	Ribera Alta del Ebro	Hombres	11
Marzo 2015	16	Valdejalón	Hombres	5
Marzo 2015	17	Central	Hombres	184
Marzo 2015	18	Ribera Baja del Ebro	Hombres	2
Marzo 2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	1
Marzo 2015	20	Comunidad de Calatayud	Hombres	10
Marzo 2015	21	Campo de Cariñena	Hombres	1
Marzo 2015	22	Campo de Belchite	Hombres	2
Marzo 2015	23	Bajo Martín	Hombres	1
Marzo 2015	24	Campo de Daroca	Hombres	1
Marzo 2015	25	Jiloca	Hombres	1
Marzo 2015	26	Cuencas Mineras	Hombres	3
Marzo 2015	27	Andorra-Sierra de Arcos	Hombres	2
Marzo 2015	28	Bajo Aragón	Hombres	5
Marzo 2015	29	Comunidad de Teruel	Hombres	3
Marzo 2015	31	Sierra de Albarracín	Hombres	2
Marzo 2015	33	Matarraña / Matarranya	Hombres	4
Marzo 2015	01	La Jacetania	Mujeres	2
Marzo 2015	02	Alto Gállego	Mujeres	1
Marzo 2015	03	Sobrarbe	Mujeres	2
Marzo 2015	04	La Ribagorza	Mujeres	5
Marzo 2015	05	Cinco Villas	Mujeres	3
Marzo 2015	06	Hoya de Huesca / Plana de Uesca	Mujeres	11
Marzo 2015	07	Somontano de Barbastro	Mujeres	6
Marzo 2015	08	Cinca Medio	Mujeres	5
Marzo 2015	09	La Litera / La Llitera	Mujeres	7
Marzo 2015	10	Los Monegros	Mujeres	5
Marzo 2015	11	Bajo Cinca / Baix Cinca	Mujeres	3
Marzo 2015	12	Tarazona y el Moncayo	Mujeres	2
Marzo 2015	14	Aranda	Mujeres	3
Marzo 2015	15	Ribera Alta del Ebro	Mujeres	3
Marzo 2015	16	Valdejalón	Mujeres	3
Marzo 2015	17	Central	Mujeres	160
Marzo 2015	20	Comunidad de Calatayud	Mujeres	8
Marzo 2015	22	Campo de Belchite	Mujeres	2
Marzo 2015	25	Jiloca	Mujeres	4
Marzo 2015	26	Cuencas Mineras	Mujeres	1
Marzo 2015	27	Andorra-Sierra de Arcos	Mujeres	1
Marzo 2015	28	Bajo Aragón	Mujeres	5
Marzo 2015	29	Comunidad de Teruel	Mujeres	4
Marzo 2015	30	Maestrazgo	Mujeres	1
Marzo 2015	33	Matarraña / Matarranya	Mujeres	1
Marzo 2015	17	Central	Hombres	1
Marzo 2015	05	Cinco Villas	Mujeres	1
Marzo 2015	17	Central	Mujeres	1
Marzo 2015	22	Campo de Belchite	Mujeres	1
Diciembre 2014	01	La Jacetania	Hombres	3
Diciembre 2014	02	Alto Gállego	Hombres	2
Diciembre 2014	04	La Ribagorza	Hombres	1
Diciembre 2014	05	Cinco Villas	Hombres	9
Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Hombres	5
Diciembre 2014	07	Somontano de Barbastro	Hombres	4
Diciembre 2014	08	Cinca Medio	Hombres	2
Diciembre 2014	10	Los Monegros	Hombres	2
Diciembre 2014	11	Bajo Cinca / Baix Cinca	Hombres	3
Diciembre 2014	12	Tarazona y el Moncayo	Hombres	4
Diciembre 2014	13	Campo de Borja	Hombres	3
Diciembre 2014	14	Aranda	Hombres	3
Diciembre 2014	15	Ribera Alta del Ebro	Hombres	3
Diciembre 2014	16	Valdejalón	Hombres	5
Diciembre 2014	17	Central	Hombres	98
Diciembre 2014	18	Ribera Baja del Ebro	Hombres	3
Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	4
Diciembre 2014	20	Comunidad de Calatayud	Hombres	9
Diciembre 2014	22	Campo de Belchite	Hombres	2
Diciembre 2014	23	Bajo Martín	Hombres	2
Diciembre 2014	25	Jiloca	Hombres	4
Diciembre 2014	26	Cuencas Mineras	Hombres	1
Diciembre 2014	27	Andorra-Sierra de Arcos	Hombres	2
Diciembre 2014	28	Bajo Aragón	Hombres	6
Diciembre 2014	29	Comunidad de Teruel	Hombres	8
Diciembre 2014	31	Sierra de Albarracín	Hombres	1
Diciembre 2014	32	Gúdar-Javalambre	Hombres	3
Diciembre 2014	01	La Jacetania	Mujeres	2
Diciembre 2014	05	Cinco Villas	Mujeres	4
Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Mujeres	4
Diciembre 2014	07	Somontano de Barbastro	Mujeres	1
Diciembre 2014	08	Cinca Medio	Mujeres	3
Diciembre 2014	09	La Litera / La Llitera	Mujeres	1
Diciembre 2014	12	Tarazona y el Moncayo	Mujeres	2
Diciembre 2014	13	Campo de Borja	Mujeres	1
Diciembre 2014	15	Ribera Alta del Ebro	Mujeres	1
Diciembre 2014	16	Valdejalón	Mujeres	1
Diciembre 2014	17	Central	Mujeres	58
Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	1
Diciembre 2014	20	Comunidad de Calatayud	Mujeres	7
Diciembre 2014	21	Campo de Cariñena	Mujeres	1
Diciembre 2014	23	Bajo Martín	Mujeres	2
Diciembre 2014	25	Jiloca	Mujeres	1
Diciembre 2014	26	Cuencas Mineras	Mujeres	1
Diciembre 2014	28	Bajo Aragón	Mujeres	1
Diciembre 2014	29	Comunidad de Teruel	Mujeres	7
Diciembre 2014	01	La Jacetania	Hombres	31
Diciembre 2014	02	Alto Gállego	Hombres	11
Diciembre 2014	03	Sobrarbe	Hombres	13
Diciembre 2014	04	La Ribagorza	Hombres	22
Diciembre 2014	05	Cinco Villas	Hombres	53
Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Hombres	65
Diciembre 2014	07	Somontano de Barbastro	Hombres	44
Diciembre 2014	08	Cinca Medio	Hombres	21
Diciembre 2014	09	La Litera / La Llitera	Hombres	28
Diciembre 2014	10	Los Monegros	Hombres	59
Diciembre 2014	11	Bajo Cinca / Baix Cinca	Hombres	33
Diciembre 2014	12	Tarazona y el Moncayo	Hombres	22
Diciembre 2014	13	Campo de Borja	Hombres	25
Diciembre 2014	14	Aranda	Hombres	9
Diciembre 2014	15	Ribera Alta del Ebro	Hombres	38
Diciembre 2014	16	Valdejalón	Hombres	34
Diciembre 2014	17	Central	Hombres	722
Diciembre 2014	18	Ribera Baja del Ebro	Hombres	18
Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	26
Diciembre 2014	20	Comunidad de Calatayud	Hombres	55
Diciembre 2014	21	Campo de Cariñena	Hombres	11
Diciembre 2014	22	Campo de Belchite	Hombres	11
Diciembre 2014	23	Bajo Martín	Hombres	13
Diciembre 2014	24	Campo de Daroca	Hombres	18
Diciembre 2014	25	Jiloca	Hombres	24
Diciembre 2014	26	Cuencas Mineras	Hombres	15
Diciembre 2014	27	Andorra-Sierra de Arcos	Hombres	10
Diciembre 2014	28	Bajo Aragón	Hombres	45
Diciembre 2014	29	Comunidad de Teruel	Hombres	81
Diciembre 2014	30	Maestrazgo	Hombres	16
Diciembre 2014	31	Sierra de Albarracín	Hombres	13
Diciembre 2014	32	Gúdar-Javalambre	Hombres	14
Diciembre 2014	33	Matarraña / Matarranya	Hombres	30
Diciembre 2014	01	La Jacetania	Mujeres	7
Diciembre 2014	02	Alto Gállego	Mujeres	5
Diciembre 2014	03	Sobrarbe	Mujeres	2
Diciembre 2014	04	La Ribagorza	Mujeres	8
Diciembre 2014	05	Cinco Villas	Mujeres	15
Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Mujeres	38
Diciembre 2014	07	Somontano de Barbastro	Mujeres	10
Diciembre 2014	08	Cinca Medio	Mujeres	31
Diciembre 2014	09	La Litera / La Llitera	Mujeres	9
Diciembre 2014	10	Los Monegros	Mujeres	16
Diciembre 2014	11	Bajo Cinca / Baix Cinca	Mujeres	19
Diciembre 2014	12	Tarazona y el Moncayo	Mujeres	7
Diciembre 2014	13	Campo de Borja	Mujeres	9
Diciembre 2014	14	Aranda	Mujeres	2
Diciembre 2014	15	Ribera Alta del Ebro	Mujeres	11
Diciembre 2014	16	Valdejalón	Mujeres	17
Diciembre 2014	17	Central	Mujeres	442
Diciembre 2014	18	Ribera Baja del Ebro	Mujeres	13
Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	8
Diciembre 2014	20	Comunidad de Calatayud	Mujeres	25
Diciembre 2014	21	Campo de Cariñena	Mujeres	5
Diciembre 2014	22	Campo de Belchite	Mujeres	1
Diciembre 2014	23	Bajo Martín	Mujeres	7
Diciembre 2014	24	Campo de Daroca	Mujeres	2
Diciembre 2014	25	Jiloca	Mujeres	6
Diciembre 2014	26	Cuencas Mineras	Mujeres	6
Diciembre 2014	27	Andorra-Sierra de Arcos	Mujeres	7
Diciembre 2014	28	Bajo Aragón	Mujeres	15
Diciembre 2014	29	Comunidad de Teruel	Mujeres	30
Diciembre 2014	30	Maestrazgo	Mujeres	5
Diciembre 2014	31	Sierra de Albarracín	Mujeres	6
Diciembre 2014	32	Gúdar-Javalambre	Mujeres	7
Diciembre 2014	33	Matarraña / Matarranya	Mujeres	15
Diciembre 2014	01	La Jacetania	Hombres	56
Diciembre 2014	02	Alto Gállego	Hombres	22
Diciembre 2014	03	Sobrarbe	Hombres	33
Diciembre 2014	04	La Ribagorza	Hombres	59
Diciembre 2014	05	Cinco Villas	Hombres	111
Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Hombres	164
Diciembre 2014	07	Somontano de Barbastro	Hombres	90
Diciembre 2014	08	Cinca Medio	Hombres	79
Diciembre 2014	09	La Litera / La Llitera	Hombres	63
Diciembre 2014	10	Los Monegros	Hombres	103
Diciembre 2014	11	Bajo Cinca / Baix Cinca	Hombres	87
Diciembre 2014	12	Tarazona y el Moncayo	Hombres	32
Diciembre 2014	13	Campo de Borja	Hombres	41
Diciembre 2014	14	Aranda	Hombres	17
Diciembre 2014	15	Ribera Alta del Ebro	Hombres	57
Diciembre 2014	16	Valdejalón	Hombres	84
Diciembre 2014	17	Central	Hombres	1572
Diciembre 2014	18	Ribera Baja del Ebro	Hombres	32
Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	53
Diciembre 2014	20	Comunidad de Calatayud	Hombres	94
Diciembre 2014	21	Campo de Cariñena	Hombres	33
Diciembre 2014	22	Campo de Belchite	Hombres	11
Diciembre 2014	23	Bajo Martín	Hombres	16
Diciembre 2014	24	Campo de Daroca	Hombres	21
Diciembre 2014	25	Jiloca	Hombres	52
Diciembre 2014	26	Cuencas Mineras	Hombres	26
Diciembre 2014	27	Andorra-Sierra de Arcos	Hombres	24
Diciembre 2014	28	Bajo Aragón	Hombres	122
Diciembre 2014	29	Comunidad de Teruel	Hombres	149
Diciembre 2014	30	Maestrazgo	Hombres	21
Diciembre 2014	31	Sierra de Albarracín	Hombres	21
Diciembre 2014	32	Gúdar-Javalambre	Hombres	34
Diciembre 2014	33	Matarraña / Matarranya	Hombres	33
Diciembre 2014	01	La Jacetania	Mujeres	22
Diciembre 2014	02	Alto Gállego	Mujeres	26
Diciembre 2014	03	Sobrarbe	Mujeres	15
Diciembre 2014	04	La Ribagorza	Mujeres	24
Diciembre 2014	05	Cinco Villas	Mujeres	57
Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Mujeres	98
Diciembre 2014	07	Somontano de Barbastro	Mujeres	44
Diciembre 2014	08	Cinca Medio	Mujeres	58
Diciembre 2014	09	La Litera / La Llitera	Mujeres	38
Diciembre 2014	10	Los Monegros	Mujeres	36
Diciembre 2014	11	Bajo Cinca / Baix Cinca	Mujeres	37
Diciembre 2014	12	Tarazona y el Moncayo	Mujeres	21
Diciembre 2014	13	Campo de Borja	Mujeres	26
Diciembre 2014	14	Aranda	Mujeres	9
Diciembre 2014	15	Ribera Alta del Ebro	Mujeres	41
Diciembre 2014	16	Valdejalón	Mujeres	36
Diciembre 2014	17	Central	Mujeres	1158
Diciembre 2014	18	Ribera Baja del Ebro	Mujeres	18
Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	25
Diciembre 2014	20	Comunidad de Calatayud	Mujeres	53
Diciembre 2014	21	Campo de Cariñena	Mujeres	6
Diciembre 2014	22	Campo de Belchite	Mujeres	7
Diciembre 2014	23	Bajo Martín	Mujeres	4
Diciembre 2014	24	Campo de Daroca	Mujeres	3
Diciembre 2014	25	Jiloca	Mujeres	31
Diciembre 2014	26	Cuencas Mineras	Mujeres	26
Diciembre 2014	27	Andorra-Sierra de Arcos	Mujeres	15
Diciembre 2014	28	Bajo Aragón	Mujeres	55
Diciembre 2014	29	Comunidad de Teruel	Mujeres	97
Diciembre 2014	30	Maestrazgo	Mujeres	9
Diciembre 2014	31	Sierra de Albarracín	Mujeres	7
Diciembre 2014	32	Gúdar-Javalambre	Mujeres	17
Diciembre 2014	33	Matarraña / Matarranya	Mujeres	15
Diciembre 2014	01	La Jacetania	Hombres	86
Diciembre 2014	02	Alto Gállego	Hombres	69
Diciembre 2014	03	Sobrarbe	Hombres	48
Diciembre 2014	04	La Ribagorza	Hombres	75
Diciembre 2014	05	Cinco Villas	Hombres	173
Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Hombres	346
Diciembre 2014	07	Somontano de Barbastro	Hombres	131
Diciembre 2014	08	Cinca Medio	Hombres	150
Diciembre 2014	09	La Litera / La Llitera	Hombres	138
Diciembre 2014	10	Los Monegros	Hombres	176
Diciembre 2014	11	Bajo Cinca / Baix Cinca	Hombres	160
Diciembre 2014	12	Tarazona y el Moncayo	Hombres	62
Diciembre 2014	13	Campo de Borja	Hombres	82
Diciembre 2014	14	Aranda	Hombres	37
Diciembre 2014	15	Ribera Alta del Ebro	Hombres	72
Diciembre 2014	16	Valdejalón	Hombres	140
Diciembre 2014	17	Central	Hombres	2790
Diciembre 2014	18	Ribera Baja del Ebro	Hombres	38
Diciembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	106
Diciembre 2014	20	Comunidad de Calatayud	Hombres	127
Diciembre 2014	21	Campo de Cariñena	Hombres	52
Diciembre 2014	22	Campo de Belchite	Hombres	26
Diciembre 2014	23	Bajo Martín	Hombres	21
Diciembre 2014	24	Campo de Daroca	Hombres	29
Diciembre 2014	25	Jiloca	Hombres	67
Diciembre 2014	26	Cuencas Mineras	Hombres	23
Diciembre 2014	27	Andorra-Sierra de Arcos	Hombres	45
Diciembre 2014	28	Bajo Aragón	Hombres	164
Diciembre 2014	29	Comunidad de Teruel	Hombres	211
Diciembre 2014	30	Maestrazgo	Hombres	21
Diciembre 2014	31	Sierra de Albarracín	Hombres	21
Diciembre 2014	32	Gúdar-Javalambre	Hombres	68
Diciembre 2014	33	Matarraña / Matarranya	Hombres	70
Diciembre 2014	01	La Jacetania	Mujeres	44
Diciembre 2014	02	Alto Gállego	Mujeres	34
Diciembre 2014	03	Sobrarbe	Mujeres	20
Diciembre 2014	04	La Ribagorza	Mujeres	39
Diciembre 2014	05	Cinco Villas	Mujeres	99
Diciembre 2014	06	Hoya de Huesca / Plana de Uesca	Mujeres	182
Diciembre 2014	07	Somontano de Barbastro	Mujeres	57
Diciembre 2014	08	Cinca Medio	Mujeres	83
Diciembre 2014	09	La Litera / La Llitera	Mujeres	54
Diciembre 2014	10	Los Monegros	Mujeres	57
Diciembre 2014	11	Bajo Cinca / Baix Cinca	Mujeres	64
Diciembre 2014	12	Tarazona y el Moncayo	Mujeres	32
Diciembre 2014	13	Campo de Borja	Mujeres	42
Diciembre 2014	14	Aranda	Mujeres	13
Diciembre 2014	15	Ribera Alta del Ebro	Mujeres	54
Diciembre 2014	16	Valdejalón	Mujeres	53
Diciembre 2014	17	Central	Mujeres	1714
Diciembre 2014	18	Ribera Baja del Ebro	Mujeres	34
