Comarca código	Comarca nombre	Tipo estudios	Edad	Sexo	Personas residentes viviendas familiares
13	Campo de Borja	Artes y Humanidades	25 a 44	Hombres	22
13	Campo de Borja	Artes y Humanidades	45 a 64	Hombres	12
13	Campo de Borja	Artes y Humanidades	65 y más	Hombres	4
13	Campo de Borja	Informática	25 a 44	Mujeres	15
13	Campo de Borja	Informática	25 a 44	Hombres	29
13	Campo de Borja	Informática	45 a 64	Hombres	1
13	Campo de Borja	Informática	65 y más	Hombres	1
13	Campo de Borja	Ingenierías	25 a 44	Mujeres	12
13	Campo de Borja	Ingenierías	25 a 44	Hombres	49
13	Campo de Borja	Ingenierías	45 a 64	Hombres	7
13	Campo de Borja	Ingenierías	65 y más	Hombres	2
13	Campo de Borja	Formación Técnica e Industrial	25 a 44	Mujeres	67
13	Campo de Borja	Formación Técnica e Industrial	45 a 64	Mujeres	5
13	Campo de Borja	Formación Técnica e Industrial	25 a 44	Hombres	236
13	Campo de Borja	Formación Técnica e Industrial	45 a 64	Hombres	36
13	Campo de Borja	Formación Técnica e Industrial	65 y más	Hombres	8
13	Campo de Borja	Ciencias	25 a 44	Mujeres	22
13	Campo de Borja	Ciencias	45 a 64	Mujeres	2
13	Campo de Borja	Ciencias	65 y más	Mujeres	3
13	Campo de Borja	Ciencias	25 a 44	Hombres	20
13	Campo de Borja	Ciencias	45 a 64	Hombres	7
13	Campo de Borja	Ciencias	65 y más	Hombres	2
13	Campo de Borja	Arquitectura o Construcción	25 a 44	Mujeres	3
13	Campo de Borja	Arquitectura o Construcción	25 a 44	Hombres	7
13	Campo de Borja	Arquitectura o Construcción	45 a 64	Hombres	5
13	Campo de Borja	Arquitectura o Construcción	65 y más	Hombres	1
13	Campo de Borja	Agricultura, Veterinaria,...	25 a 44	Mujeres	13
13	Campo de Borja	Agricultura, Veterinaria,...	45 a 64	Mujeres	1
13	Campo de Borja	Agricultura, Veterinaria,...	25 a 44	Hombres	73
13	Campo de Borja	Agricultura, Veterinaria,...	45 a 64	Hombres	4
13	Campo de Borja	Agricultura, Veterinaria,...	65 y más	Hombres	1
13	Campo de Borja	Salud, Servicios Sociales	25 a 44	Mujeres	91
13	Campo de Borja	Salud, Servicios Sociales	45 a 64	Mujeres	20
13	Campo de Borja	Salud, Servicios Sociales	65 y más	Mujeres	2
13	Campo de Borja	Salud, Servicios Sociales	25 a 44	Hombres	29
13	Campo de Borja	Salud, Servicios Sociales	45 a 64	Hombres	21
13	Campo de Borja	Salud, Servicios Sociales	65 y más	Hombres	4
13	Campo de Borja	Otros Servicios	25 a 44	Mujeres	62
13	Campo de Borja	Otros Servicios	45 a 64	Mujeres	4
13	Campo de Borja	Otros Servicios	25 a 44	Hombres	24
13	Campo de Borja	Otros Servicios	45 a 64	Hombres	10
13	Campo de Borja	Otros Servicios	65 y más	Hombres	3
14	Aranda	Derecho	25 a 44	Mujeres	7
14	Aranda	Derecho	25 a 44	Hombres	14
14	Aranda	Derecho	65 y más	Hombres	1
14	Aranda	Magisterio, Educación infantil...	25 a 44	Mujeres	20
14	Aranda	Magisterio, Educación infantil...	45 a 64	Mujeres	12
14	Aranda	Magisterio, Educación infantil...	65 y más	Mujeres	4
14	Aranda	Magisterio, Educación infantil...	25 a 44	Hombres	10
14	Aranda	Magisterio, Educación infantil...	45 a 64	Hombres	9
14	Aranda	Magisterio, Educación infantil...	65 y más	Hombres	5
14	Aranda	Ciencias Sociales	25 a 44	Mujeres	66
14	Aranda	Ciencias Sociales	45 a 64	Mujeres	4
14	Aranda	Ciencias Sociales	65 y más	Mujeres	2
14	Aranda	Ciencias Sociales	25 a 44	Hombres	47
14	Aranda	Ciencias Sociales	45 a 64	Hombres	11
14	Aranda	Ciencias Sociales	65 y más	Hombres	3
14	Aranda	Artes y Humanidades	25 a 44	Mujeres	7
14	Aranda	Artes y Humanidades	45 a 64	Mujeres	3
14	Aranda	Artes y Humanidades	25 a 44	Hombres	5
14	Aranda	Artes y Humanidades	45 a 64	Hombres	2
14	Aranda	Artes y Humanidades	65 y más	Hombres	2
14	Aranda	Informática	25 a 44	Mujeres	23
14	Aranda	Informática	25 a 44	Hombres	16
14	Aranda	Ingenierías	25 a 44	Mujeres	6
14	Aranda	Ingenierías	25 a 44	Hombres	26
14	Aranda	Ingenierías	45 a 64	Hombres	2
14	Aranda	Formación Técnica e Industrial	25 a 44	Mujeres	24
14	Aranda	Formación Técnica e Industrial	25 a 44	Hombres	92
14	Aranda	Formación Técnica e Industrial	45 a 64	Hombres	11
14	Aranda	Formación Técnica e Industrial	65 y más	Hombres	1
14	Aranda	Ciencias	25 a 44	Mujeres	8
14	Aranda	Ciencias	25 a 44	Hombres	5
14	Aranda	Ciencias	45 a 64	Hombres	2
14	Aranda	Arquitectura o Construcción	25 a 44	Mujeres	1
14	Aranda	Arquitectura o Construcción	25 a 44	Hombres	4
14	Aranda	Arquitectura o Construcción	45 a 64	Hombres	1
14	Aranda	Agricultura, Veterinaria,...	25 a 44	Mujeres	4
14	Aranda	Agricultura, Veterinaria,...	25 a 44	Hombres	5
14	Aranda	Salud, Servicios Sociales	25 a 44	Mujeres	47
14	Aranda	Salud, Servicios Sociales	45 a 64	Mujeres	3
14	Aranda	Salud, Servicios Sociales	25 a 44	Hombres	9
14	Aranda	Salud, Servicios Sociales	45 a 64	Hombres	4
14	Aranda	Salud, Servicios Sociales	65 y más	Hombres	1
14	Aranda	Otros Servicios	25 a 44	Mujeres	14
14	Aranda	Otros Servicios	45 a 64	Mujeres	2
14	Aranda	Otros Servicios	25 a 44	Hombres	9
14	Aranda	Otros Servicios	45 a 64	Hombres	1
14	Aranda	Otros Servicios	65 y más	Hombres	1
15	Ribera Alta del Ebro	Derecho	25 a 44	Mujeres	34
15	Ribera Alta del Ebro	Derecho	45 a 64	Mujeres	2
15	Ribera Alta del Ebro	Derecho	25 a 44	Hombres	24
15	Ribera Alta del Ebro	Derecho	45 a 64	Hombres	7
15	Ribera Alta del Ebro	Derecho	65 y más	Hombres	2
15	Ribera Alta del Ebro	Magisterio, Educación infantil...	25 a 44	Mujeres	108
15	Ribera Alta del Ebro	Magisterio, Educación infantil...	45 a 64	Mujeres	39
15	Ribera Alta del Ebro	Magisterio, Educación infantil...	65 y más	Mujeres	11
15	Ribera Alta del Ebro	Magisterio, Educación infantil...	25 a 44	Hombres	26
15	Ribera Alta del Ebro	Magisterio, Educación infantil...	45 a 64	Hombres	18
15	Ribera Alta del Ebro	Magisterio, Educación infantil...	65 y más	Hombres	6
15	Ribera Alta del Ebro	Ciencias Sociales	25 a 44	Mujeres	293
15	Ribera Alta del Ebro	Ciencias Sociales	45 a 64	Mujeres	31
15	Ribera Alta del Ebro	Ciencias Sociales	65 y más	Mujeres	9
15	Ribera Alta del Ebro	Ciencias Sociales	25 a 44	Hombres	116
15	Ribera Alta del Ebro	Ciencias Sociales	45 a 64	Hombres	28
15	Ribera Alta del Ebro	Ciencias Sociales	65 y más	Hombres	8
15	Ribera Alta del Ebro	Artes y Humanidades	25 a 44	Mujeres	53
15	Ribera Alta del Ebro	Artes y Humanidades	45 a 64	Mujeres	15
15	Ribera Alta del Ebro	Artes y Humanidades	25 a 44	Hombres	48
15	Ribera Alta del Ebro	Artes y Humanidades	45 a 64	Hombres	12
15	Ribera Alta del Ebro	Artes y Humanidades	65 y más	Hombres	1
15	Ribera Alta del Ebro	Informática	25 a 44	Mujeres	41
15	Ribera Alta del Ebro	Informática	25 a 44	Hombres	39
15	Ribera Alta del Ebro	Informática	45 a 64	Hombres	4
15	Ribera Alta del Ebro	Ingenierías	25 a 44	Mujeres	17
15	Ribera Alta del Ebro	Ingenierías	45 a 64	Mujeres	1
15	Ribera Alta del Ebro	Ingenierías	65 y más	Mujeres	1
15	Ribera Alta del Ebro	Ingenierías	25 a 44	Hombres	79
15	Ribera Alta del Ebro	Ingenierías	45 a 64	Hombres	31
15	Ribera Alta del Ebro	Ingenierías	65 y más	Hombres	1
15	Ribera Alta del Ebro	Formación Técnica e Industrial	25 a 44	Mujeres	101
15	Ribera Alta del Ebro	Formación Técnica e Industrial	45 a 64	Mujeres	8
15	Ribera Alta del Ebro	Formación Técnica e Industrial	65 y más	Mujeres	1
15	Ribera Alta del Ebro	Formación Técnica e Industrial	25 a 44	Hombres	514
15	Ribera Alta del Ebro	Formación Técnica e Industrial	45 a 64	Hombres	145
15	Ribera Alta del Ebro	Formación Técnica e Industrial	65 y más	Hombres	10
15	Ribera Alta del Ebro	Ciencias	25 a 44	Mujeres	47
15	Ribera Alta del Ebro	Ciencias	45 a 64	Mujeres	3
15	Ribera Alta del Ebro	Ciencias	25 a 44	Hombres	22
15	Ribera Alta del Ebro	Ciencias	45 a 64	Hombres	5
15	Ribera Alta del Ebro	Ciencias	65 y más	Hombres	3
15	Ribera Alta del Ebro	Arquitectura o Construcción	25 a 44	Mujeres	6
15	Ribera Alta del Ebro	Arquitectura o Construcción	45 a 64	Mujeres	1
15	Ribera Alta del Ebro	Arquitectura o Construcción	25 a 44	Hombres	15
15	Ribera Alta del Ebro	Arquitectura o Construcción	45 a 64	Hombres	6
15	Ribera Alta del Ebro	Agricultura, Veterinaria,...	25 a 44	Mujeres	44
15	Ribera Alta del Ebro	Agricultura, Veterinaria,...	45 a 64	Mujeres	2
15	Ribera Alta del Ebro	Agricultura, Veterinaria,...	25 a 44	Hombres	53
15	Ribera Alta del Ebro	Agricultura, Veterinaria,...	45 a 64	Hombres	10
15	Ribera Alta del Ebro	Agricultura, Veterinaria,...	65 y más	Hombres	3
15	Ribera Alta del Ebro	Salud, Servicios Sociales	25 a 44	Mujeres	133
15	Ribera Alta del Ebro	Salud, Servicios Sociales	45 a 64	Mujeres	46
15	Ribera Alta del Ebro	Salud, Servicios Sociales	65 y más	Mujeres	2
15	Ribera Alta del Ebro	Salud, Servicios Sociales	25 a 44	Hombres	20
15	Ribera Alta del Ebro	Salud, Servicios Sociales	45 a 64	Hombres	18
15	Ribera Alta del Ebro	Salud, Servicios Sociales	65 y más	Hombres	12
15	Ribera Alta del Ebro	Otros Servicios	25 a 44	Mujeres	90
15	Ribera Alta del Ebro	Otros Servicios	45 a 64	Mujeres	11
15	Ribera Alta del Ebro	Otros Servicios	25 a 44	Hombres	29
15	Ribera Alta del Ebro	Otros Servicios	45 a 64	Hombres	11
15	Ribera Alta del Ebro	Otros Servicios	65 y más	Hombres	2
16	Valdejalón	Derecho	25 a 44	Mujeres	40
16	Valdejalón	Derecho	45 a 64	Mujeres	2
16	Valdejalón	Derecho	25 a 44	Hombres	32
16	Valdejalón	Derecho	45 a 64	Hombres	8
16	Valdejalón	Derecho	65 y más	Hombres	6
16	Valdejalón	Magisterio, Educación infantil...	25 a 44	Mujeres	102
16	Valdejalón	Magisterio, Educación infantil...	45 a 64	Mujeres	55
16	Valdejalón	Magisterio, Educación infantil...	65 y más	Mujeres	17
16	Valdejalón	Magisterio, Educación infantil...	25 a 44	Hombres	29
16	Valdejalón	Magisterio, Educación infantil...	45 a 64	Hombres	47
16	Valdejalón	Magisterio, Educación infantil...	65 y más	Hombres	7
16	Valdejalón	Ciencias Sociales	25 a 44	Mujeres	248
16	Valdejalón	Ciencias Sociales	45 a 64	Mujeres	20
16	Valdejalón	Ciencias Sociales	65 y más	Mujeres	3
16	Valdejalón	Ciencias Sociales	25 a 44	Hombres	114
16	Valdejalón	Ciencias Sociales	45 a 64	Hombres	45
16	Valdejalón	Ciencias Sociales	65 y más	Hombres	11
16	Valdejalón	Artes y Humanidades	25 a 44	Mujeres	69
16	Valdejalón	Artes y Humanidades	45 a 64	Mujeres	11
16	Valdejalón	Artes y Humanidades	65 y más	Mujeres	2
16	Valdejalón	Artes y Humanidades	25 a 44	Hombres	40
16	Valdejalón	Artes y Humanidades	45 a 64	Hombres	17
16	Valdejalón	Artes y Humanidades	65 y más	Hombres	3
16	Valdejalón	Informática	25 a 44	Mujeres	92
16	Valdejalón	Informática	45 a 64	Mujeres	1
16	Valdejalón	Informática	25 a 44	Hombres	55
16	Valdejalón	Informática	45 a 64	Hombres	3
16	Valdejalón	Ingenierías	25 a 44	Mujeres	62
16	Valdejalón	Ingenierías	45 a 64	Mujeres	1
16	Valdejalón	Ingenierías	25 a 44	Hombres	150
16	Valdejalón	Ingenierías	45 a 64	Hombres	39
16	Valdejalón	Ingenierías	65 y más	Hombres	4
16	Valdejalón	Formación Técnica e Industrial	25 a 44	Mujeres	88
16	Valdejalón	Formación Técnica e Industrial	45 a 64	Mujeres	13
16	Valdejalón	Formación Técnica e Industrial	65 y más	Mujeres	1
16	Valdejalón	Formación Técnica e Industrial	25 a 44	Hombres	494
16	Valdejalón	Formación Técnica e Industrial	45 a 64	Hombres	93
16	Valdejalón	Formación Técnica e Industrial	65 y más	Hombres	8
16	Valdejalón	Ciencias	25 a 44	Mujeres	28
16	Valdejalón	Ciencias	45 a 64	Mujeres	3
16	Valdejalón	Ciencias	25 a 44	Hombres	27
16	Valdejalón	Ciencias	45 a 64	Hombres	14
16	Valdejalón	Ciencias	65 y más	Hombres	2
16	Valdejalón	Arquitectura o Construcción	25 a 44	Mujeres	2
16	Valdejalón	Arquitectura o Construcción	25 a 44	Hombres	14
16	Valdejalón	Arquitectura o Construcción	45 a 64	Hombres	7
16	Valdejalón	Agricultura, Veterinaria,...	25 a 44	Mujeres	20
16	Valdejalón	Agricultura, Veterinaria,...	45 a 64	Mujeres	2
16	Valdejalón	Agricultura, Veterinaria,...	25 a 44	Hombres	80
16	Valdejalón	Agricultura, Veterinaria,...	45 a 64	Hombres	13
16	Valdejalón	Agricultura, Veterinaria,...	65 y más	Hombres	3
16	Valdejalón	Salud, Servicios Sociales	25 a 44	Mujeres	148
16	Valdejalón	Salud, Servicios Sociales	45 a 64	Mujeres	33
16	Valdejalón	Salud, Servicios Sociales	65 y más	Mujeres	11
16	Valdejalón	Salud, Servicios Sociales	25 a 44	Hombres	32
16	Valdejalón	Salud, Servicios Sociales	45 a 64	Hombres	32
16	Valdejalón	Salud, Servicios Sociales	65 y más	Hombres	12
16	Valdejalón	Otros Servicios	25 a 44	Mujeres	71
16	Valdejalón	Otros Servicios	45 a 64	Mujeres	5
16	Valdejalón	Otros Servicios	65 y más	Mujeres	1
16	Valdejalón	Otros Servicios	25 a 44	Hombres	41
16	Valdejalón	Otros Servicios	45 a 64	Hombres	13
16	Valdejalón	Otros Servicios	65 y más	Hombres	3
17	D.C. Zaragoza	Derecho	25 a 44	Mujeres	4092
17	D.C. Zaragoza	Derecho	45 a 64	Mujeres	562
17	D.C. Zaragoza	Derecho	65 y más	Mujeres	79
17	D.C. Zaragoza	Derecho	25 a 44	Hombres	3352
17	D.C. Zaragoza	Derecho	45 a 64	Hombres	1313
17	D.C. Zaragoza	Derecho	65 y más	Hombres	629
17	D.C. Zaragoza	Magisterio, Educación infantil...	25 a 44	Mujeres	5323
17	D.C. Zaragoza	Magisterio, Educación infantil...	45 a 64	Mujeres	2948
17	D.C. Zaragoza	Magisterio, Educación infantil...	65 y más	Mujeres	1391
17	D.C. Zaragoza	Magisterio, Educación infantil...	25 a 44	Hombres	1443
17	D.C. Zaragoza	Magisterio, Educación infantil...	45 a 64	Hombres	1302
17	D.C. Zaragoza	Magisterio, Educación infantil...	65 y más	Hombres	473
17	D.C. Zaragoza	Ciencias Sociales	25 a 44	Mujeres	12504
17	D.C. Zaragoza	Ciencias Sociales	45 a 64	Mujeres	2241
17	D.C. Zaragoza	Ciencias Sociales	65 y más	Mujeres	503
17	D.C. Zaragoza	Ciencias Sociales	25 a 44	Hombres	7423
17	D.C. Zaragoza	Ciencias Sociales	45 a 64	Hombres	2784
17	D.C. Zaragoza	Ciencias Sociales	65 y más	Hombres	909
17	D.C. Zaragoza	Artes y Humanidades	25 a 44	Mujeres	4812
17	D.C. Zaragoza	Artes y Humanidades	45 a 64	Mujeres	1912
17	D.C. Zaragoza	Artes y Humanidades	65 y más	Mujeres	284
17	D.C. Zaragoza	Artes y Humanidades	25 a 44	Hombres	2750
17	D.C. Zaragoza	Artes y Humanidades	45 a 64	Hombres	1286
17	D.C. Zaragoza	Artes y Humanidades	65 y más	Hombres	289
17	D.C. Zaragoza	Informática	25 a 44	Mujeres	2209
17	D.C. Zaragoza	Informática	45 a 64	Mujeres	76
17	D.C. Zaragoza	Informática	65 y más	Mujeres	14
17	D.C. Zaragoza	Informática	25 a 44	Hombres	2319
17	D.C. Zaragoza	Informática	45 a 64	Hombres	181
17	D.C. Zaragoza	Informática	65 y más	Hombres	24
17	D.C. Zaragoza	Ingenierías	25 a 44	Mujeres	1465
17	D.C. Zaragoza	Ingenierías	45 a 64	Mujeres	124
17	D.C. Zaragoza	Ingenierías	65 y más	Mujeres	15
17	D.C. Zaragoza	Ingenierías	25 a 44	Hombres	6016
17	D.C. Zaragoza	Ingenierías	45 a 64	Hombres	2415
17	D.C. Zaragoza	Ingenierías	65 y más	Hombres	553
17	D.C. Zaragoza	Formación Técnica e Industrial	25 a 44	Mujeres	4173
17	D.C. Zaragoza	Formación Técnica e Industrial	45 a 64	Mujeres	623
17	D.C. Zaragoza	Formación Técnica e Industrial	65 y más	Mujeres	104
17	D.C. Zaragoza	Formación Técnica e Industrial	25 a 44	Hombres	17225
17	D.C. Zaragoza	Formación Técnica e Industrial	45 a 64	Hombres	6124
17	D.C. Zaragoza	Formación Técnica e Industrial	65 y más	Hombres	820
17	D.C. Zaragoza	Ciencias	25 a 44	Mujeres	2309
17	D.C. Zaragoza	Ciencias	45 a 64	Mujeres	521
17	D.C. Zaragoza	Ciencias	65 y más	Mujeres	116
17	D.C. Zaragoza	Ciencias	25 a 44	Hombres	2272
17	D.C. Zaragoza	Ciencias	45 a 64	Hombres	1079
17	D.C. Zaragoza	Ciencias	65 y más	Hombres	248
17	D.C. Zaragoza	Arquitectura o Construcción	25 a 44	Mujeres	363
17	D.C. Zaragoza	Arquitectura o Construcción	45 a 64	Mujeres	107
17	D.C. Zaragoza	Arquitectura o Construcción	65 y más	Mujeres	18
17	D.C. Zaragoza	Arquitectura o Construcción	25 a 44	Hombres	800
17	D.C. Zaragoza	Arquitectura o Construcción	45 a 64	Hombres	678
17	D.C. Zaragoza	Arquitectura o Construcción	65 y más	Hombres	130
17	D.C. Zaragoza	Agricultura, Veterinaria,...	25 a 44	Mujeres	668
17	D.C. Zaragoza	Agricultura, Veterinaria,...	45 a 64	Mujeres	82
17	D.C. Zaragoza	Agricultura, Veterinaria,...	65 y más	Mujeres	12
17	D.C. Zaragoza	Agricultura, Veterinaria,...	25 a 44	Hombres	1095
17	D.C. Zaragoza	Agricultura, Veterinaria,...	45 a 64	Hombres	335
17	D.C. Zaragoza	Agricultura, Veterinaria,...	65 y más	Hombres	178
17	D.C. Zaragoza	Salud, Servicios Sociales	25 a 44	Mujeres	9465
17	D.C. Zaragoza	Salud, Servicios Sociales	45 a 64	Mujeres	3962
17	D.C. Zaragoza	Salud, Servicios Sociales	65 y más	Mujeres	574
17	D.C. Zaragoza	Salud, Servicios Sociales	25 a 44	Hombres	2770
17	D.C. Zaragoza	Salud, Servicios Sociales	45 a 64	Hombres	2144
17	D.C. Zaragoza	Salud, Servicios Sociales	65 y más	Hombres	645
17	D.C. Zaragoza	Otros Servicios	25 a 44	Mujeres	3808
17	D.C. Zaragoza	Otros Servicios	45 a 64	Mujeres	756
17	D.C. Zaragoza	Otros Servicios	65 y más	Mujeres	90
17	D.C. Zaragoza	Otros Servicios	25 a 44	Hombres	2140
17	D.C. Zaragoza	Otros Servicios	45 a 64	Hombres	1000
17	D.C. Zaragoza	Otros Servicios	65 y más	Hombres	482
18	Ribera Baja del Ebro	Derecho	25 a 44	Mujeres	14
18	Ribera Baja del Ebro	Derecho	45 a 64	Mujeres	1
18	Ribera Baja del Ebro	Derecho	25 a 44	Hombres	15
18	Ribera Baja del Ebro	Derecho	45 a 64	Hombres	3
18	Ribera Baja del Ebro	Derecho	65 y más	Hombres	3
18	Ribera Baja del Ebro	Magisterio, Educación infantil...	25 a 44	Mujeres	46
18	Ribera Baja del Ebro	Magisterio, Educación infantil...	45 a 64	Mujeres	19
18	Ribera Baja del Ebro	Magisterio, Educación infantil...	65 y más	Mujeres	11
18	Ribera Baja del Ebro	Magisterio, Educación infantil...	25 a 44	Hombres	7
18	Ribera Baja del Ebro	Magisterio, Educación infantil...	45 a 64	Hombres	9
18	Ribera Baja del Ebro	Magisterio, Educación infantil...	65 y más	Hombres	1
18	Ribera Baja del Ebro	Ciencias Sociales	25 a 44	Mujeres	108
18	Ribera Baja del Ebro	Ciencias Sociales	45 a 64	Mujeres	12
18	Ribera Baja del Ebro	Ciencias Sociales	65 y más	Mujeres	3
18	Ribera Baja del Ebro	Ciencias Sociales	25 a 44	Hombres	32
18	Ribera Baja del Ebro	Ciencias Sociales	45 a 64	Hombres	13
18	Ribera Baja del Ebro	Ciencias Sociales	65 y más	Hombres	4
18	Ribera Baja del Ebro	Artes y Humanidades	25 a 44	Mujeres	18
18	Ribera Baja del Ebro	Artes y Humanidades	45 a 64	Mujeres	1
18	Ribera Baja del Ebro	Artes y Humanidades	25 a 44	Hombres	6
18	Ribera Baja del Ebro	Artes y Humanidades	45 a 64	Hombres	2
18	Ribera Baja del Ebro	Informática	25 a 44	Mujeres	7
18	Ribera Baja del Ebro	Informática	45 a 64	Mujeres	1
18	Ribera Baja del Ebro	Informática	25 a 44	Hombres	6
18	Ribera Baja del Ebro	Ingenierías	25 a 44	Mujeres	5
18	Ribera Baja del Ebro	Ingenierías	65 y más	Mujeres	1
18	Ribera Baja del Ebro	Ingenierías	25 a 44	Hombres	39
18	Ribera Baja del Ebro	Ingenierías	45 a 64	Hombres	8
18	Ribera Baja del Ebro	Ingenierías	65 y más	Hombres	3
18	Ribera Baja del Ebro	Formación Técnica e Industrial	25 a 44	Mujeres	37
18	Ribera Baja del Ebro	Formación Técnica e Industrial	45 a 64	Mujeres	3
18	Ribera Baja del Ebro	Formación Técnica e Industrial	25 a 44	Hombres	186
18	Ribera Baja del Ebro	Formación Técnica e Industrial	45 a 64	Hombres	52
18	Ribera Baja del Ebro	Formación Técnica e Industrial	65 y más	Hombres	8
18	Ribera Baja del Ebro	Ciencias	25 a 44	Mujeres	6
18	Ribera Baja del Ebro	Ciencias	45 a 64	Mujeres	2
18	Ribera Baja del Ebro	Ciencias	25 a 44	Hombres	11
18	Ribera Baja del Ebro	Ciencias	45 a 64	Hombres	1
18	Ribera Baja del Ebro	Arquitectura o Construcción	25 a 44	Mujeres	4
18	Ribera Baja del Ebro	Arquitectura o Construcción	25 a 44	Hombres	4
18	Ribera Baja del Ebro	Arquitectura o Construcción	45 a 64	Hombres	3
18	Ribera Baja del Ebro	Agricultura, Veterinaria,...	25 a 44	Mujeres	3
18	Ribera Baja del Ebro	Agricultura, Veterinaria,...	45 a 64	Mujeres	1
18	Ribera Baja del Ebro	Agricultura, Veterinaria,...	65 y más	Mujeres	1
18	Ribera Baja del Ebro	Agricultura, Veterinaria,...	25 a 44	Hombres	34
18	Ribera Baja del Ebro	Agricultura, Veterinaria,...	45 a 64	Hombres	2
18	Ribera Baja del Ebro	Agricultura, Veterinaria,...	65 y más	Hombres	2
18	Ribera Baja del Ebro	Salud, Servicios Sociales	25 a 44	Mujeres	65
18	Ribera Baja del Ebro	Salud, Servicios Sociales	45 a 64	Mujeres	15
18	Ribera Baja del Ebro	Salud, Servicios Sociales	65 y más	Mujeres	1
18	Ribera Baja del Ebro	Salud, Servicios Sociales	25 a 44	Hombres	16
18	Ribera Baja del Ebro	Salud, Servicios Sociales	45 a 64	Hombres	13
18	Ribera Baja del Ebro	Salud, Servicios Sociales	65 y más	Hombres	1
18	Ribera Baja del Ebro	Otros Servicios	25 a 44	Mujeres	49
18	Ribera Baja del Ebro	Otros Servicios	45 a 64	Mujeres	5
18	Ribera Baja del Ebro	Otros Servicios	25 a 44	Hombres	18
18	Ribera Baja del Ebro	Otros Servicios	45 a 64	Hombres	1
18	Ribera Baja del Ebro	Otros Servicios	65 y más	Hombres	2
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Derecho	25 a 44	Mujeres	25
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Derecho	45 a 64	Mujeres	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Derecho	25 a 44	Hombres	21
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Derecho	45 a 64	Hombres	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Derecho	65 y más	Hombres	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Magisterio, Educación infantil...	25 a 44	Mujeres	72
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Magisterio, Educación infantil...	45 a 64	Mujeres	30
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Magisterio, Educación infantil...	65 y más	Mujeres	13
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Magisterio, Educación infantil...	25 a 44	Hombres	13
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Magisterio, Educación infantil...	45 a 64	Hombres	20
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Magisterio, Educación infantil...	65 y más	Hombres	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciencias Sociales	25 a 44	Mujeres	138
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciencias Sociales	45 a 64	Mujeres	9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciencias Sociales	65 y más	Mujeres	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciencias Sociales	25 a 44	Hombres	76
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciencias Sociales	45 a 64	Hombres	16
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciencias Sociales	65 y más	Hombres	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Artes y Humanidades	25 a 44	Mujeres	22
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Artes y Humanidades	45 a 64	Mujeres	9
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Artes y Humanidades	25 a 44	Hombres	13
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Artes y Humanidades	45 a 64	Hombres	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Informática	25 a 44	Mujeres	11
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Informática	65 y más	Mujeres	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Informática	25 a 44	Hombres	13
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ingenierías	25 a 44	Mujeres	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ingenierías	45 a 64	Mujeres	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ingenierías	25 a 44	Hombres	25
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ingenierías	45 a 64	Hombres	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Formación Técnica e Industrial	25 a 44	Mujeres	66
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Formación Técnica e Industrial	45 a 64	Mujeres	8
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Formación Técnica e Industrial	25 a 44	Hombres	209
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Formación Técnica e Industrial	45 a 64	Hombres	37
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Formación Técnica e Industrial	65 y más	Hombres	4
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciencias	25 a 44	Mujeres	22
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciencias	45 a 64	Mujeres	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciencias	25 a 44	Hombres	20
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciencias	45 a 64	Hombres	3
