Año	Comarca código	Comarca nombre	Total	VC Residencial	VC Almacén, estacionamiento	VC Comercial	VC Ocio, hostelería	VC Industrial	VC Cultural	VC Deportivo	VC Oficinas	VC Edificios singulares	VC Religioso	VC Espectáculos	VC Sin definir	VC Suelo vacante	VC Sanidad, benefic
2015	04	La Ribagorza	828583,94	544109,11	36684,29	18178,26	42674,14	27755,07	6813,1	7934,99	844,37	1399,78	4365,04	0	284474,83	136927,1	898,69
2015	05	Cinco Villas	1291227,68	794218,2	52604,03	44895,69	7455,68	193062,05	24960,92	23916,58	9303,84	5766,25	14931,09	3900,79	497009,48	108691,41	7521,15
2015	06	Hoya de Huesca / Plana de Uesca	2264514,65	1403744,24	124839,72	134972,07	24681,09	186101,71	67501,76	46266,56	67524,92	38613,45	31820,88	0	860770,41	97259,14	41189,11
2015	07	Somontano de Barbastro	834677,98	517550,69	46970,81	33707,13	27242,32	104121,28	14265,93	17341,19	7055,12	2445,95	9072,05	753,34	317127,29	31048,11	23104,06
2015	08	Cinca Medio	565294,75	350267,88	26536,24	22046,72	5089,29	90145,12	12785,38	8012,29	4668,07	7437,38	1511,52	0	215026,87	32980,44	3814,42
2015	09	La Litera / La Llitera	590900,79	401483,2	23413,61	17033,94	0	73175,29	7777,13	7874,93	3691,19	714,65	1710,7	0	189417,59	51415,79	2610,36
2015	10	Los Monegros	515261,36	345705,94	3301,32	5818,01	1674,67	95981,8	4796,4	10957,71	758,55	533,64	2742,51	519,91	169555,42	39013,93	3456,97
2015	11	Bajo Cinca / Baix Cinca	712168,36	417868,54	35741,26	30814,99	4939,22	98707,52	10344,29	7448,97	6078,18	10764,29	1388,99	0	294299,82	80589,53	7482,58
2015	12	Tarazona y el Moncayo	342090,35	232998,5	9006,94	5793,35	3730,72	51618,84	7829,27	4393,59	2097,78	0	2768,44	823,01	109091,85	17783,06	3246,85
2015	13	Campo de Borja	318242,92	222238,03	4929,06	4087,51	1538,08	60012,77	1548,32	2749,89	1765,83	0	1778,37	0	96004,89	15630,6	1964,46
2015	14	Aranda	201635,89	121190,85	6208,21	5278,65	228,16	34449,94	4401,05	1261,17	984,5	0	330,32	0	80445,04	25366,03	1937,01
2015	15	Ribera Alta del Ebro	1450820,06	634120,21	18533,79	9867,17	9420,61	570108,1	8123,64	16725,21	7466,67	6331,63	1866,58	0	816699,85	165060,1	3196,35
2015	16	Valdejalón	1231098,67	632879,72	24400,02	13181,24	4555,07	274797,55	18079,02	13128	8788,58	1729,84	0	0	598218,95	238991,67	567,96
2015	17	Central	46524060,66	28877183,03	2274258,88	4125346,16	441675,31	2772406,09	1547921,47	846334,58	1788785,64	445263,3	201881,72	93995,89	17646877,63	2272974,92	836033,67
2015	18	Ribera Baja del Ebro	268977,8	156463,66	1818,02	1557,76	2125,37	45288,95	0	3648,91	1913,17	0	3536,46	0	112514,14	52625,5	0
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	390696,12	268275,48	9781,39	6734,58	3088,93	54532,83	6485,72	3195,5	1442,2	1338,31	2234,74	0	122420,64	29648,28	3938,16
2015	20	Comunidad de Calatayud	1336742,7	897361,19	46872,72	55135,84	30967,88	151156,65	20054,09	15110,41	8870,47	17405,61	6944,48	0	439381,51	56369,54	30493,82
2015	21	Campo de Cariñena	317652,77	182022,48	3552,74	2196,4	2086,44	75928,13	2037,33	3623,87	3141,71	852,33	1751,7	0	135630,29	38662,34	1797,3
2015	22	Campo de Belchite	118416,5	98069,54	643,76	205,89	0	10726,67	431,67	0	49,11	0	335,28	0	20346,96	7954,58	0
2015	23	Bajo Martín	179022,2	131245,1	2593,22	1411,54	308,93	26770,18	517,14	1260,9	360,01	0	1998,37	0	47777,1	12556,81	0
2015	24	Campo de Daroca	208419,76	155301,74	3101,35	2882,39	2817,54	20284,94	5700,13	2172,26	1431,71	0	2416,21	0	53118,02	10875,31	1436,18
2015	25	Jiloca	400839,01	292489,27	9856,93	7081,72	6760,27	48243,23	6818,05	1946,66	1357,74	555,53	1192,75	1341,27	108349,74	22301,39	894,2
2015	26	Cuencas Mineras	211117,29	150925,09	4972,12	2646,36	192	24319,21	2336,6	7079,79	289,5	0	861,76	0	60192,2	16754,37	740,49
2015	27	Andorra-Sierra de Arcos	387888,54	239667,55	12433,21	7189,72	3494,7	52930,47	13432,71	9273,36	1681,77	1374,18	949,91	0	148220,99	42350,48	3110,48
2015	28	Bajo Aragón	811024,4	519055,75	58871,29	31607,98	4502,67	104766,03	2116	4843,37	31078,28	2417,55	2123,29	0	291968,65	43563,37	6078,82
2015	29	Comunidad de Teruel	1814519,29	1129151,69	99048,03	69614,23	18673,91	188612,72	79602,83	23818,37	22746,01	30774,5	10444,95	0	685367,6	86193,87	55838,18
2015	30	Maestrazgo	113055,22	83376,23	2303,53	849,75	4847,09	10729,55	0	3387,75	0	436,94	2042,32	0	29678,99	4602,73	479,33
2015	31	Sierra de Albarracín	191872,95	150092,17	3686,08	955,77	6872,04	12346,51	1303,75	0	0	0	1709,77	0	41780,78	13999,12	907,74
2015	32	Gúdar-Javalambre	399036,73	294297,02	10008,39	4095,57	9293,9	37922,76	945,56	6318,27	92,15	0	1783,28	0	104739,71	34279,83	0
2015	33	Matarraña / Matarranya	251308,92	196032,73	5093,09	1438,13	3709,96	23276,21	2274,84	2861,76	311,78	974,09	1548,44	0	55276,19	13787,89	0
2016	01	La Jacetania	1674396,99	1261449,33	89834,07	59329,07	68815,47	52045,42	15871,38	9684,01	4747,1	18077,27	8866,79	0	412947,66	75741,63	9935,45
2016	02	Alto Gállego	1139384,47	724808,83	86322,17	22911,71	81887,05	64121,25	8556,59	25910,01	2911,32	6324,15	3677,84	0	414575,64	107087,46	4866,09
2016	03	Sobrarbe	460211,19	299773,36	14244,62	11130,71	53867,14	28112,82	1599,13	2518,67	899,91	5615,41	3268,36	0	160437,83	39181,06	0
2016	04	La Ribagorza	810306,1	538389,27	36347,17	17392,22	45490,4	27729,2	5683,95	8097,12	778,15	1496,71	4530,29	0	271916,83	123383,06	988,56
2016	05	Cinco Villas	1308699,05	793272,14	49463,16	44584,07	8834,01	209562,66	32538,34	29401,04	8093,05	5444,14	13055,68	4293,27	515426,91	95600,11	14557,38
2016	06	Hoya de Huesca / Plana de Uesca	2492302,05	1535166,11	138598,79	149944,08	21555,27	210262,34	72647,19	50585,41	80074,9	42318,13	35588,48	0	957135,94	104678,82	50882,53
2016	07	Somontano de Barbastro	851877,72	527092,99	47509,4	33656,02	27201,02	108356,07	14353,78	18820,66	7090,38	4013,16	9917,14	753,34	324784,73	30003,81	23109,95
2016	08	Cinca Medio	616750,1	379991,98	29223,77	24281,43	5587,69	96672,32	14019,42	11417,91	5147,7	8181,11	1571,22	0	236758,12	36459,69	4195,86
2016	09	La Litera / La Llitera	590750,26	403774,01	23706,13	16980,05	0	73722,79	7777,13	7779,19	3691,19	714,65	1718,79	0	186976,25	48275,97	2610,36
2016	10	Los Monegros	530980,37	357274,46	3629,54	6012	1812,58	98668,75	5481,09	11627,14	758,4	533,64	2956,87	507,79	173705,91	38396,48	3321,63
2016	11	Bajo Cinca / Baix Cinca	733352,89	436184,99	35855,69	31034,72	4863,82	102369,88	10581,98	7550,08	6078,18	10764,29	1363,45	0	297167,9	77929,53	8776,28
2016	12	Tarazona y el Moncayo	372547,18	253029,14	9808,48	6377,03	4060,02	56379,5	8612,19	4903,39	2307,56	0	2942,19	905,31	119518,04	19650,83	3571,54
2016	13	Campo de Borja	357972,27	249315,77	5598,61	4585,07	1923,8	66490,99	4291,16	3186,13	2134,08	0	1963,98	0	108656,5	16034,29	2448,39
2016	14	Aranda	164214,98	107886,69	4755,94	3969,3	228,16	28340,48	3449,99	1137,11	773,56	0	355,92	0	56328,29	11961,92	1355,91
2016	15	Ribera Alta del Ebro	1350102,5	640061,73	18071,66	9836,5	10204,92	489267,76	7443,87	18420,51	7730,84	6401,48	1923,7	0	710040,77	137543,18	3196,35
2016	16	Valdejalón	1186785,03	597699,78	23500,94	12980,1	7602,14	278731,5	13251,16	13451,06	9613,24	1920,13	0	0	589085,25	227597,65	437,33
2016	17	Central	46645360,37	28933813,32	2282077,83	4129157,75	441527,61	2865043,72	1557500,47	841755,7	1796377,35	449224,14	210344,9	93995,89	17711547,05	2132261,24	912280,45
2016	18	Ribera Baja del Ebro	275615,29	159807,5	2014,69	1748,23	2193,67	46527,32	0	3648,91	1960,39	0	3839,42	0	115807,79	52713,89	1161,27
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	398050,97	273520,92	9571,5	6794,5	3088,93	55393,08	6425,43	4022,09	1592,13	1688,51	2234,74	0	124530,05	29780,98	3938,16
2016	20	Comunidad de Calatayud	1423522,56	950514,34	51494,09	59731,37	29527,63	165736,72	22973,08	17151,91	9541,68	19146,17	7442,38	0	473008,22	57133,57	33129,62
2016	21	Campo de Cariñena	337925,38	195274,88	4389,82	2396,76	2272,22	82784,15	2245,12	3690,25	3237,31	937,57	1968,11	0	142650,5	36752,16	1977,03
2016	22	Campo de Belchite	115152,55	95856,67	606,19	205,99	0	10183,76	366,92	0	0	0	368,81	0	19295,88	7564,21	0
2016	23	Bajo Martín	199935,24	143215,01	2876,88	1499,25	339,82	34699,32	517,14	1826,52	396	0	2155,11	0	56720,23	12410,19	0
2016	24	Campo de Daroca	224292,1	168752,26	3418,52	2928,25	3033,95	22389,28	5700,13	2324,86	1475,11	0	2487,41	0	55539,84	10346,15	1436,18
2016	25	Jiloca	434897,64	317667,12	10625,22	8060,39	7014,72	51409,45	7538,34	2109,28	1543,6	611,08	1467,08	1475,4	117230,52	24392,34	983,62
2016	26	Cuencas Mineras	221630,81	156972,29	5270,23	2785,74	211,2	25695,35	2441,62	9018,45	302,95	0	902,88	0	64658,52	17215,56	814,54
2016	27	Andorra-Sierra de Arcos	347847,75	218217,18	10980,49	6181,63	2970,5	47012,71	11519,73	7924,91	1429,5	1168,05	940,65	0	129630,57	36858,49	2643,91
2016	28	Bajo Aragón	894829,99	572440,9	65099,92	35050,17	6372,74	118220,79	2327,6	6524,6	34187,09	0	2296,85	0	322389,09	45622,63	6686,7
2016	29	Comunidad de Teruel	2003341,4	1242893,01	107620,87	81122,62	25130,58	203523,62	93058,12	26200,21	25866,81	33851,95	11486,67	0	760448,39	90553,58	62033,36
2016	30	Maestrazgo	118634,12	86806,92	3034,95	891,05	4515,97	12080,79	0	3387,75	0	456,09	2174,96	0	31827,2	4806,31	479,33
2016	31	Sierra de Albarracín	199969,44	156157,05	3858,28	1026,33	7347,73	12758,61	1434,12	0	0	0	1810,46	0	43812,39	14578,35	998,51
2016	32	Gúdar-Javalambre	418850,08	311561,7	10505,86	4505,54	9934,33	38387,33	1040,11	6867,23	102,28	0	1944,96	0	107288,38	34000,74	0
2016	33	Matarraña / Matarranya	266707,36	207897,23	5611,98	1649,07	3795	24831,52	2399,9	3509,82	342,96	1071,5	1548,44	0	58810,13	14049,94	0
2017	01	La Jacetania	1690208,62	1262948,74	89507,07	59745,99	71749,61	48731,91	17259,33	15998,6	6305,53	19450,45	10754,61	260,33	427259,88	75142,37	12353,43
2017	02	Alto Gállego	1168647,64	738335,37	87688,66	23388,79	84889,84	64489,14	9214	27262,73	3815,2	6861,64	5352,74	875,01	430312,27	102907,81	13566,41
2017	03	Sobrarbe	475070,06	299649,52	14004,27	11322,25	61043,59	27486,35	6167,15	7083,15	1046,7	6912,54	3660,92	301,45	175420,54	35951,74	439,7
2017	04	La Ribagorza	863189,29	555557,43	37391,43	17676,3	52010,37	32403,44	9033,83	11826,56	844,45	3999,52	10752,52	275,16	307631,86	122724,65	8692,5
2017	05	Cinco Villas	1231088,65	751110,14	46435,71	40333,67	13463,84	187483,66	31698,2	32814,07	7824,31	6401,28	12841,41	4766,53	479978,51	79447,84	16466,99
2017	06	Hoya de Huesca / Plana de Uesca	2604180,83	1587398,1	143370,72	155556,89	27207,59	218495,42	77510,56	56439,23	84169,43	46258,95	38705,42	5219,87	1016782,73	109037,87	54809,52
2017	07	Somontano de Barbastro	878070,33	532307,78	48689,25	32854,14	28947,29	111112,27	21102,29	24212,5	7567,73	5750,19	11569,15	792,35	345762,55	29556,43	23608
2017	08	Cinca Medio	674398,71	409898,48	31393,65	27262,86	8212,14	105645,06	17995,99	16358,94	5533,4	10019,67	2348,01	678,87	264500,23	33210,86	5840,39
2017	09	La Litera / La Llitera	620291,96	412133,89	24323,46	18804,08	1778,45	77226,96	9142,36	11511,29	3981,5	4839,36	2719,63	182,22	208158,07	47261,47	6386,79
2017	10	Los Monegros	586515,96	374070,91	4174,99	6997,09	4943,66	103491,84	9313,88	20538,05	2563,78	6658	6610,14	987,04	212445,05	38363,21	7802,25
2017	11	Bajo Cinca / Baix Cinca	768540,25	451418,09	36604,6	31670,68	5307,91	108765,03	17875,99	11415,65	6439,46	12062,38	2323,29	1650,52	317122,16	74625,2	8380,94
2017	12	Tarazona y el Moncayo	423201,77	278763,56	10981,63	7393,98	5412,18	64149,13	10418,16	7648,29	2891,71	3196,25	3873,27	977,73	144438,21	19654,76	7840,61
2017	13	Campo de Borja	396932,34	267215,05	6251,25	6168,9	3501,06	71734,09	5940,88	5300,44	2421,6	1835,86	3346,78	788,97	129717,29	18516,25	3910,56
2017	14	Aranda	171170,84	109717,17	4922,59	4015,35	758,54	28806,3	4641,19	2438,8	783,52	627,96	1292,89	146,99	61453,67	11580,73	1438,37
2017	15	Ribera Alta del Ebro	1291987,94	648876,25	18240,78	10320,89	11411,28	416583,13	16892,06	25217,56	8334,37	8931,45	3667,84	622,49	643111,69	110633,62	12255,49
2017	16	Valdejalón	1287542,54	637820,25	25395,9	16970,66	10385,9	313558,96	23879,39	24103,81	15271,21	3248,74	4508,81	3819,6	649722,29	201630,84	6947,75
2017	17	Central	46985239,85	29052867,79	2348577,31	4048403,93	465002,62	2923285,09	1593485,54	857441,94	1837724,07	464207,75	216607,32	102982,09	17932372,06	2142225,26	932428,16
2017	18	Ribera Baja del Ebro	267471,51	163802,26	2204,47	1913,71	2968,12	55458,08	2182,2	7252,11	798,05	1655,43	4551,28	392,92	103669,25	21963,18	2329,33
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	408982,35	280037,34	9407,03	7055,05	3394,53	56854,4	7168,97	5970,43	2221,24	2350,31	3756,94	457,56	128945,01	26258,34	4049,93
2017	20	Comunidad de Calatayud	1504507,37	978744,58	54272,75	63393,4	35431,19	172949,21	29444,37	24488,91	12172,21	22791,65	13670,5	1898,59	525762,79	58996,96	36251,04
2017	21	Campo de Cariñena	365028,49	205520,56	4647,08	2775,39	3160,23	86201,79	3935,83	8321,76	3492,09	2020,12	4172,57	507,41	159507,93	36154,69	4118,42
2017	22	Campo de Belchite	128880,06	98610,53	633,23	281,59	871,47	11583,93	1175,79	3906,08	58,75	1321,69	1620,01	298,24	30269,53	7459,71	1058,58
2017	23	Bajo Martín	222073,57	152493,25	3319,3	1639,88	1183,74	36540,96	1876,58	4059,67	641,38	761,03	2422,74	506,27	69580,32	12729,16	3899,19
2017	24	Campo de Daroca	239306,14	171413,31	3731,49	3708,71	4103,59	22801,78	6423,05	4366,03	1907,72	2682,76	5707,78	0	67892,83	10538,21	1920,78
2017	25	Jiloca	475609,88	336641,02	11754,56	9041,42	9027,43	55059,66	10346,01	5152,02	1915,1	1790,41	3858,05	1920,58	138968,86	26821,35	2281,14
2017	26	Cuencas Mineras	240802,75	160310,01	5428,54	3015,81	1805,49	27867,9	4667,03	12588,38	419,23	1649,43	2273,53	820,62	80492,74	17260,78	2695,06
2017	27	Andorra-Sierra de Arcos	358440,05	221681,53	11119,25	6460,59	4206,92	47298,55	11998,94	9858,57	1547,08	1690,04	1480,97	248,1	136758,52	36911,8	3937,35
2017	28	Bajo Aragón	970809,08	601204,16	69469,99	38022,85	8021,37	127288,25	5412,91	16631,98	33859,56	6853,07	4398,23	1868,18	369604,92	47985,72	9792,12
2017	29	Comunidad de Teruel	2134416,8	1300091,26	112216,27	85516,4	31223,14	229633,19	103323,62	32085,41	27978,92	38021,26	14361,32	616,23	834325,54	91147,96	68200,48
2017	30	Maestrazgo	128952,7	90727,29	3081,22	1002,05	6531,11	12267,82	2204,33	3752,26	65,34	1302,83	2679,61	203,96	38225,41	4580,38	554,02
2017	31	Sierra de Albarracín	217903,49	158875,96	4152,85	1112,11	9617,6	14630,12	2651,85	2546,82	427,4	1500,71	4257,88	644,74	59027,53	15525,37	1959,3
2017	32	Gúdar-Javalambre	454440,82	324709,15	11114,36	5362,79	15595,88	39508,62	4093,26	9895,5	473,24	2720,4	3837,63	117,42	129731,67	35088,13	1923,56
2017	33	Matarraña / Matarranya	281011,31	210255,49	5811,93	2062,36	6605,28	25692,58	4309,06	6371,18	470,91	2322,87	3207,31	311,77	70755,82	12634,63	955,34
2018	01	La Jacetania	1742359	1290915,29	89344,91	70365,72	76471,51	56231,93	14925,04	20790,02	9028	21418,62	10593	260,33	451443,71	68318,19	13695,74
2018	02	Alto Gállego	1170326,32	741933,02	87715,41	23085,39	88846,67	62666,21	9185,07	25706,99	3830,49	6690,26	5353,65	878,36	428393,3	101016,15	13418,33
2018	03	Sobrarbe	479750,72	303699,43	14334,22	11492,88	60793,35	27143,45	6251,03	7155,79	1048,19	7001,44	3787,97	301,45	176051,29	36295,14	445,66
2018	04	La Ribagorza	880510,93	567547,02	37759,78	18430,06	53440,16	33388,4	9102,37	12482,59	1194,7	4083,63	10837,56	275,16	312963,91	123409,13	8559,26
2018	05	Cinco Villas	1245886,23	758945,08	46855,54	40694,29	14173,83	186489,04	32066,71	32953,68	7956,96	6814,5	13010,22	4766,53	486941,15	80726,54	20432,3
2018	06	Hoya de Huesca / Plana de Uesca	2693768,19	1643688,72	148465,75	160096,39	28289,08	229079,95	80410,63	57838,82	85967,86	47710,56	40110,84	5357,84	1050079,47	110805,78	55944,65
2018	07	Somontano de Barbastro	887420,96	540606,1	49822,44	32295,19	25921,87	113213,38	21335,37	24514,8	7844,86	5781,15	11598,06	795,08	346814,86	30121,78	23569,92
2018	08	Cinca Medio	698085,88	419259,2	31765,26	27751,71	8272,48	114721,25	18341,28	17224,89	5374,92	9944,84	2372,28	705,07	278826,68	36472,75	5879,49
2018	09	La Litera / La Llitera	628123,88	418876,57	24538,55	18984,14	2146,33	77693,1	9151,42	11992,88	4214,53	4881,05	2744,23	182,22	209247,31	46224,51	6493,87
2018	10	Los Monegros	600780,89	384427,37	4402,98	6867,25	4837,62	105485,31	9751,47	22071,86	2566,34	6716,29	6914,95	1049,64	216353,52	37812,62	7876,09
2018	11	Bajo Cinca / Baix Cinca	778441,82	455833,13	36758,47	31736,56	5164,9	114257,69	18261,44	12254,2	6321,46	12204,69	2361,48	1668,12	322608,69	73218,12	8401,03
2018	12	Tarazona y el Moncayo	428544,75	282086,33	11204,59	8701,31	5766,86	63578,43	10544,37	7987,79	3036,46	3259,76	3873,61	1011,59	146458,42	19618,81	7874,3
2018	13	Campo de Borja	406564	272763,6	7020,92	6772,91	3561,02	73764,31	5979,31	6029,79	2476,09	1835,86	3365,69	790,15	133800,4	18293,14	3910,56
2018	14	Aranda	172628,55	111153,45	5114,84	4017,18	761,29	28767,76	4642,42	2596,41	783,52	634,6	1294,93	146,99	61475,1	11276,33	1438,37
2018	15	Ribera Alta del Ebro	1313543,92	654658,7	18540,08	10504,02	11651,57	430194,79	16671,82	26876,63	8405,29	9901,82	3657,52	622,49	658885,22	108977,02	12881,41
2018	16	Valdejalón	1316088,36	658562,86	25107,09	17299,87	11516,74	318686,57	24132,68	26418,54	12006,37	4348,88	4557,9	3923,56	657525,5	202338,45	7188,16
2018	17	Central	47476727,32	29268494,14	2330637,23	4093961,33	523327,72	3017058,91	1687690,12	957473,49	1872142,24	487379,52	220354,6	103809,06	18208233,18	1968047,57	946350,37
2018	18	Ribera Baja del Ebro	280059,17	166638,75	2320,08	1913,71	3022,77	62586,26	2187,65	7345,74	2951,89	1653,14	4583,07	392,92	113420,42	22133,48	2329,33
2018	19	Bajo Aragón-Caspe / Baix Aragó-Casp	410179,54	280179,12	9269,27	7207,66	3387,42	56729,65	7321,92	7021,29	2212,88	2346,37	3896,58	457,56	130000,42	26100,37	4049,16
2018	20	Comunidad de Calatayud	1550082,66	997944,34	54385,48	65120,85	37138,83	180741,85	30275,3	39011,19	12664,09	22830,99	14052,21	1848,17	552138,32	57359,62	36707,77
2018	21	Campo de Cariñena	381556,75	215625,46	5004,18	2975,49	3748,81	89850,47	4144,74	9420,34	3590,15	2161,92	4642,98	439,26	165931,29	35546,23	4406,19
2018	22	Campo de Belchite	140084,53	103561,46	617,38	294,28	2293,97	13181,58	1317,16	7093,4	86,13	1346,5	1653,28	305,55	36523,07	7273,5	1059,88
2018	23	Bajo Martín	236877,91	158033,19	3887,16	1727,04	1198,69	41012,92	2945,61	4876,96	722,33	766,14	2435,43	506,27	78844,72	14514,46	4251,34
2018	24	Campo de Daroca	241078,17	172850,9	3919,6	3689,28	4126,53	22002,53	6430,15	4907,13	1907,72	2676,61	5785,59	0	68227,27	10468,71	2312,43
2018	25	Jiloca	527586,12	369247,31	13051,36	10318,89	10863,29	63667,41	11333,8	6160,21	2060,52	3047,74	4184,58	2058,44	158338,81	28564,61	3026,84
2018	26	Cuencas Mineras	251336,32	165117,3	5700,22	3061,94	2000,81	29542,35	6332,68	13797,44	433,77	1728,59	2310,49	883,86	86219,02	17508,99	2916,98
2018	27	Andorra-Sierra de Arcos	369128,86	229079,57	12102,87	6647,33	4586,85	48752,98	12061,72	10193,23	1834,88	1690,04	1517,01	248,12	140049,29	36458,44	3955,43
2018	28	Bajo Aragón	1042631,8	637696,56	70864,66	44703,63	13446,12	136330,66	11121,02	18985,65	35504,49	6693,88	4428,89	1980,17	404935,24	47692,82	13182,56
2018	29	Comunidad de Teruel	2345339,19	1404091,72	117004,73	99085,22	35274,02	259319,96	111610,68	34862,34	29601,31	50850,99	16832,7	947,76	941247,47	101345,34	84511,22
2018	30	Maestrazgo	149288,82	107636,35	3426,99	1150,12	7220,7	13750,77	2094,79	4212,41	69,92	1280	2752,03	213,3	41652,47	4918,99	561,93
2018	31	Sierra de Albarracín	236034,63	171174,46	4290,31	1692,72	11731,43	17901,53	3178,53	2805,59	434,31	1396,99	4543,44	644,74	64860,17	14090,51	2149,3
2018	32	Gúdar-Javalambre	480818,61	349352,92	11825,99	5743,73	16724,33	40740,33	4252,1	10367,83	484,82	2893,1	3975,98	126,81	131465,69	32079,87	2249,9
2018	33	Matarraña / Matarranya	285487,92	213946,96	5922,87	2142,53	6214,55	26554,99	4351,82	6432,93	475,06	2345,21	3247,46	314,9	71540,96	12575,42	962,6
2019	01	La Jacetania	1765557,25	1298109,64	89883,67	69691,54	75783,51	68646,97	14482,27	24238,21	9096,28	22793,4	10770,26	260,33	467447,61	68061,69	13738,77
2019	02	Alto Gállego	1192131,97	754478,96	87055,1	28000,2	91545,51	66055,13	13852,72	27127,94	3952,05	7249,43	5432,63	2231,22	437653,01	91522,47	13628,31
2019	03	Sobrarbe	491554,8	312780,27	14614,59	11557,37	62673,9	29654,84	6375,78	7233,37	1048,87	5323,79	3941,69	301,45	178774,53	35598,43	449,66
2019	04	La Ribagorza	889373,23	571848,63	37951,82	18521,74	54498,32	34645,46	9323,28	12743,03	1387,45	4134,75	10898,89	275,16	317524,6	124630,11	8513,47
2019	05	Cinco Villas	1254503,47	763671,38	46804,13	41569,29	14227,44	190080,33	31857,27	34649,45	8318,37	6755,51	13228,32	4724,15	490832,09	78282,96	20333,88
2019	06	Hoya de Huesca / Plana de Uesca	2753194,45	1679741,85	152471,06	163235,57	29487,86	234291,63	82336,43	58874,15	87404,27	48678,14	40852,52	5450,94	1073452,6	113154,14	57214,59
2019	07	Somontano de Barbastro	891245,75	543086,33	50049,71	32446,31	25971,64	113740,92	21415,46	24622,67	7819,14	5794,65	11622,31	796,33	348159,42	30300,08	23579,21
2019	08	Cinca Medio	701791,36	421715,21	32021,08	27988,32	8390,46	116503,94	18355,46	17345,52	4735,7	9856,62	2383,41	705,07	280076,15	35903,24	5886,89
2019	09	La Litera / La Llitera	657111,69	429486,42	25191,11	22839,07	9320,02	82755,68	9221,92	13441,35	5002,9	5217,04	2782,39	325,93	227625,27	43453,45	8073,96
2019	10	Los Monegros	602527,28	385318,75	4556,93	6661,7	4843,59	105926,53	9791,44	22024,2	2496,29	6732,61	6952,91	1053,01	217208,53	38268,51	7899,73
2019	11	Bajo Cinca / Baix Cinca	809935,07	463317,84	35442,43	36734,34	5895,14	125815,07	19607,83	14865,59	7530,75	13194,62	2723,86	1673,18	346617,23	68075,31	15058,6
2019	12	Tarazona y el Moncayo	429782,07	278487,61	12614,29	10062,61	5771,96	64310,94	10559,21	8265,26	3233,17	3259,76	3873,75	1012,6	151294,46	20437,83	7892,5
2019	13	Campo de Borja	414758,65	276822,92	7490,58	6721,8	3924,6	76130,99	5919,49	6740,49	2528,95	1657,36	3364,54	790,15	137935,73	17577,29	5088,8
2019	14	Aranda	172633,97	111200,08	5136,07	4017,05	761,15	28709,55	4642,42	2596,41	783,46	634,6	1294,93	146,99	61433,89	11272,45	1438,37
2019	15	Ribera Alta del Ebro	1314997,58	655377,15	18808,49	12040,47	11541,19	429637,73	16659,32	26932,53	10294,83	9897,05	3656,66	622,49	659620,43	106663,48	12865,43
2019	16	Valdejalón	1316882,03	660069,48	25112,55	17372,68	11128,27	319046,38	24134,77	26422,72	11462,59	4350,26	4565,85	3819,6	656812,55	202203,97	7192,24
2019	17	Central	44553067,25	27500765,91	2192506,32	3812154,21	482932	2808812,03	1597615,38	909827,9	1730497,99	474298,04	205568,29	97446,42	17052301,34	1861363,28	879278,46
2019	18	Ribera Baja del Ebro	279349,98	166802,81	2241,38	1912,88	3132,89	61515,28	2187,65	7345,74	2951,89	1653,14	4583,07	392,92	112547,17	22300,66	2329,33
2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	412324,12	283382,06	9580,84	7215,01	3678,7	56919,19	7318,26	7656,87	2325,45	2482,68	3835,67	457,56	128942,06	23420,69	4050,88
2019	20	Comunidad de Calatayud	1561962,11	1006331,69	54956,84	65105,44	37481,82	182922,57	30304,54	40280,31	12570,7	22890,46	14151,91	1848,17	555630,42	56269,37	36846,29
2019	21	Campo de Cariñena	384381,24	214380,14	4966,6	3044,52	3636,86	92417,4	4150,7	9392,34	4191,18	2144,83	4626,04	439,26	170001,1	36554,91	4435,92
2019	22	Campo de Belchite	147491,09	105982,78	770,31	293,05	2310,6	14484,99	1317,16	7394,07	90,62	1346,5	1650,18	302,46	41508,31	10487,96	1059,88
2019	23	Bajo Martín	233878,62	157980,75	3898,13	1736,69	1294,93	39042,04	2945,61	4991,81	814,71	766,14	2435,43	506,27	75897,87	13214,38	4251,34
2019	24	Campo de Daroca	241514,79	173515,22	4335,06	3602,94	4100,38	21990,93	6261,3	4880,12	1863,47	2842,43	5682,4	0	67999,57	10178,38	2261,14
2019	25	Jiloca	531727,95	373951,17	13221,16	10597,94	11064,31	64679,77	11564,66	6279,89	2067,58	2858,28	4211,77	2076,91	157776,78	26074,51	3078,91
2019	26	Cuencas Mineras	252992,35	166006,38	5744,54	3077,49	1947,27	29742,69	6339,24	14271,77	518,79	1740,36	2322,21	883,86	86985,97	17479,92	2916,98
2019	27	Andorra-Sierra de Arcos	368407,91	229080,88	12029,93	6769,19	4606,5	47938,41	12064,86	10806,03	1836,12	1690,04	1532,32	248,13	139327,03	35849,66	3955,43
2019	28	Bajo Aragón	1074467,36	664734,57	71571,18	45456,38	13222,8	138828,68	11165,08	19618,48	35536,62	6699,65	4465,69	1988,32	409732,79	47957,99	13221,21
