Mes y año	Provincia código	Provincia nombre	Edad (Grupos Quinquenales 2010)	Sexo	Afiliaciones en alta
Diciembre 2018	44	Teruel	16-19	Hombres	13
Diciembre 2018	44	Teruel	16-19	Mujeres	5
Diciembre 2018	44	Teruel	20-24	Hombres	213
Diciembre 2018	44	Teruel	20-24	Mujeres	50
Diciembre 2018	44	Teruel	25-29	Hombres	416
Diciembre 2018	44	Teruel	25-29	Mujeres	214
Diciembre 2018	44	Teruel	30-34	Hombres	643
Diciembre 2018	44	Teruel	30-34	Mujeres	342
Diciembre 2018	44	Teruel	35-39	Hombres	866
Diciembre 2018	44	Teruel	35-39	Mujeres	444
Diciembre 2018	44	Teruel	40-44	Hombres	1191
Diciembre 2018	44	Teruel	40-44	Mujeres	571
Diciembre 2018	44	Teruel	45-49	Hombres	1267
Diciembre 2018	44	Teruel	45-49	Mujeres	656
Diciembre 2018	44	Teruel	50-54	Hombres	1546
Diciembre 2018	44	Teruel	50-54	Mujeres	795
Diciembre 2018	44	Teruel	55-59	Hombres	1405
Diciembre 2018	44	Teruel	55-59	Mujeres	776
Diciembre 2018	44	Teruel	60-64	Hombres	1022
Diciembre 2018	44	Teruel	60-64	Mujeres	602
Diciembre 2018	44	Teruel	65-69	Hombres	149
Diciembre 2018	44	Teruel	65-69	Mujeres	132
Diciembre 2018	44	Teruel	Más de 69	Hombres	41
Diciembre 2018	44	Teruel	Más de 69	Mujeres	16
Diciembre 2018	50	Zaragoza	16-19	Hombres	171
Diciembre 2018	50	Zaragoza	16-19	Mujeres	58
Diciembre 2018	50	Zaragoza	20-24	Hombres	1053
Diciembre 2018	50	Zaragoza	20-24	Mujeres	466
Diciembre 2018	50	Zaragoza	25-29	Hombres	1988
Diciembre 2018	50	Zaragoza	25-29	Mujeres	1107
Diciembre 2018	50	Zaragoza	30-34	Hombres	3094
Diciembre 2018	50	Zaragoza	30-34	Mujeres	2051
Diciembre 2018	50	Zaragoza	35-39	Hombres	4766
Diciembre 2018	50	Zaragoza	35-39	Mujeres	2740
Diciembre 2018	50	Zaragoza	40-44	Hombres	6839
Diciembre 2018	50	Zaragoza	40-44	Mujeres	3630
Diciembre 2018	50	Zaragoza	45-49	Hombres	7387
Diciembre 2018	50	Zaragoza	45-49	Mujeres	3937
Diciembre 2018	50	Zaragoza	50-54	Hombres	7117
Diciembre 2018	50	Zaragoza	50-54	Mujeres	3816
Diciembre 2018	50	Zaragoza	55-59	Hombres	6382
Diciembre 2018	50	Zaragoza	55-59	Mujeres	3174
Diciembre 2018	50	Zaragoza	60-64	Hombres	4327
Diciembre 2018	50	Zaragoza	60-64	Mujeres	2462
Diciembre 2018	50	Zaragoza	65-69	Hombres	1041
Diciembre 2018	50	Zaragoza	65-69	Mujeres	574
Diciembre 2018	50	Zaragoza	Más de 69	Hombres	459
Diciembre 2018	50	Zaragoza	Más de 69	Mujeres	268
Diciembre 2018	50	Zaragoza	Sin clasificar	Mujeres	4
Septiembre 2018	22	Huesca	16-19	Hombres	32
Septiembre 2018	22	Huesca	16-19	Mujeres	10
Septiembre 2018	22	Huesca	20-24	Hombres	293
Septiembre 2018	22	Huesca	20-24	Mujeres	119
Septiembre 2018	22	Huesca	25-29	Hombres	601
Septiembre 2018	22	Huesca	25-29	Mujeres	260
Septiembre 2018	22	Huesca	30-34	Hombres	975
Septiembre 2018	22	Huesca	30-34	Mujeres	552
Septiembre 2018	22	Huesca	35-39	Hombres	1611
Septiembre 2018	22	Huesca	35-39	Mujeres	785
Septiembre 2018	22	Huesca	40-44	Hombres	2124
Septiembre 2018	22	Huesca	40-44	Mujeres	1049
Septiembre 2018	22	Huesca	45-49	Hombres	2231
Septiembre 2018	22	Huesca	45-49	Mujeres	1162
Septiembre 2018	22	Huesca	50-54	Hombres	2284
Septiembre 2018	22	Huesca	50-54	Mujeres	1187
Septiembre 2018	22	Huesca	55-59	Hombres	2243
Septiembre 2018	22	Huesca	55-59	Mujeres	1100
Septiembre 2018	22	Huesca	60-64	Hombres	1712
Septiembre 2018	22	Huesca	60-64	Mujeres	882
Septiembre 2018	22	Huesca	65-69	Hombres	548
Septiembre 2018	22	Huesca	65-69	Mujeres	264
Septiembre 2018	22	Huesca	Más de 69	Hombres	223
Septiembre 2018	22	Huesca	Más de 69	Mujeres	101
Septiembre 2018	44	Teruel	16-19	Hombres	18
Septiembre 2018	44	Teruel	16-19	Mujeres	4
Septiembre 2018	44	Teruel	20-24	Hombres	221
Septiembre 2018	44	Teruel	20-24	Mujeres	55
Septiembre 2018	44	Teruel	25-29	Hombres	416
Septiembre 2018	44	Teruel	25-29	Mujeres	215
Septiembre 2018	44	Teruel	30-34	Hombres	645
Septiembre 2018	44	Teruel	30-34	Mujeres	339
Septiembre 2018	44	Teruel	35-39	Hombres	874
Septiembre 2018	44	Teruel	35-39	Mujeres	443
Septiembre 2018	44	Teruel	40-44	Hombres	1203
Septiembre 2018	44	Teruel	40-44	Mujeres	546
Septiembre 2018	44	Teruel	45-49	Hombres	1273
Septiembre 2018	44	Teruel	45-49	Mujeres	667
Septiembre 2018	44	Teruel	50-54	Hombres	1562
Septiembre 2018	44	Teruel	50-54	Mujeres	800
Septiembre 2018	44	Teruel	55-59	Hombres	1428
Septiembre 2018	44	Teruel	55-59	Mujeres	776
Septiembre 2018	44	Teruel	60-64	Hombres	994
Septiembre 2018	44	Teruel	60-64	Mujeres	593
Septiembre 2018	44	Teruel	65-69	Hombres	161
Septiembre 2018	44	Teruel	65-69	Mujeres	145
Septiembre 2018	44	Teruel	Más de 69	Hombres	39
Septiembre 2018	44	Teruel	Más de 69	Mujeres	17
Septiembre 2018	50	Zaragoza	16-19	Hombres	171
Septiembre 2018	50	Zaragoza	16-19	Mujeres	49
Septiembre 2018	50	Zaragoza	20-24	Hombres	1074
Septiembre 2018	50	Zaragoza	20-24	Mujeres	483
Septiembre 2018	50	Zaragoza	25-29	Hombres	2016
Septiembre 2018	50	Zaragoza	25-29	Mujeres	1137
Septiembre 2018	50	Zaragoza	30-34	Hombres	3150
Septiembre 2018	50	Zaragoza	30-34	Mujeres	2015
Septiembre 2018	50	Zaragoza	35-39	Hombres	4850
Septiembre 2018	50	Zaragoza	35-39	Mujeres	2743
Septiembre 2018	50	Zaragoza	40-44	Hombres	6898
Septiembre 2018	50	Zaragoza	40-44	Mujeres	3601
Septiembre 2018	50	Zaragoza	45-49	Hombres	7378
Septiembre 2018	50	Zaragoza	45-49	Mujeres	3899
Septiembre 2018	50	Zaragoza	50-54	Hombres	7205
Septiembre 2018	50	Zaragoza	50-54	Mujeres	3790
Septiembre 2018	50	Zaragoza	55-59	Hombres	6338
Septiembre 2018	50	Zaragoza	55-59	Mujeres	3165
Septiembre 2018	50	Zaragoza	60-64	Hombres	4317
Septiembre 2018	50	Zaragoza	60-64	Mujeres	2390
Septiembre 2018	50	Zaragoza	65-69	Hombres	1039
Septiembre 2018	50	Zaragoza	65-69	Mujeres	606
Septiembre 2018	50	Zaragoza	Más de 69	Hombres	440
Septiembre 2018	50	Zaragoza	Más de 69	Mujeres	264
Septiembre 2018	50	Zaragoza	Sin clasificar	Mujeres	4
Junio 2018	22	Huesca	16-19	Hombres	37
Junio 2018	22	Huesca	16-19	Mujeres	17
Junio 2018	22	Huesca	20-24	Hombres	314
Junio 2018	22	Huesca	20-24	Mujeres	112
Junio 2018	22	Huesca	25-29	Hombres	603
Junio 2018	22	Huesca	25-29	Mujeres	292
Junio 2018	22	Huesca	30-34	Hombres	1009
Junio 2018	22	Huesca	30-34	Mujeres	536
Junio 2018	22	Huesca	35-39	Hombres	1632
Junio 2018	22	Huesca	35-39	Mujeres	806
Junio 2018	22	Huesca	40-44	Hombres	2148
Junio 2018	22	Huesca	40-44	Mujeres	1038
Junio 2018	22	Huesca	45-49	Hombres	2223
Junio 2018	22	Huesca	45-49	Mujeres	1189
Junio 2018	22	Huesca	50-54	Hombres	2298
Junio 2018	22	Huesca	50-54	Mujeres	1213
Junio 2018	22	Huesca	55-59	Hombres	2243
Junio 2018	22	Huesca	55-59	Mujeres	1093
Junio 2018	22	Huesca	60-64	Hombres	1695
Junio 2018	22	Huesca	60-64	Mujeres	890
Junio 2018	22	Huesca	65-69	Hombres	527
Junio 2018	22	Huesca	65-69	Mujeres	259
Junio 2018	22	Huesca	Más de 69	Hombres	208
Junio 2018	22	Huesca	Más de 69	Mujeres	88
Junio 2018	44	Teruel	16-19	Hombres	22
Junio 2018	44	Teruel	16-19	Mujeres	3
Junio 2018	44	Teruel	20-24	Hombres	226
Junio 2018	44	Teruel	20-24	Mujeres	59
Junio 2018	44	Teruel	25-29	Hombres	417
Junio 2018	44	Teruel	25-29	Mujeres	233
Junio 2018	44	Teruel	30-34	Hombres	662
Junio 2018	44	Teruel	30-34	Mujeres	345
Junio 2018	44	Teruel	35-39	Hombres	897
Junio 2018	44	Teruel	35-39	Mujeres	443
Junio 2018	44	Teruel	40-44	Hombres	1208
Junio 2018	44	Teruel	40-44	Mujeres	569
Junio 2018	44	Teruel	45-49	Hombres	1290
Junio 2018	44	Teruel	45-49	Mujeres	687
Junio 2018	44	Teruel	50-54	Hombres	1582
Junio 2018	44	Teruel	50-54	Mujeres	799
Junio 2018	44	Teruel	55-59	Hombres	1395
Junio 2018	44	Teruel	55-59	Mujeres	782
Junio 2018	44	Teruel	60-64	Hombres	985
Junio 2018	44	Teruel	60-64	Mujeres	607
Junio 2018	44	Teruel	65-69	Hombres	161
Junio 2018	44	Teruel	65-69	Mujeres	120
Junio 2018	44	Teruel	Más de 69	Hombres	40
Junio 2018	44	Teruel	Más de 69	Mujeres	14
Junio 2018	50	Zaragoza	16-19	Hombres	204
Junio 2018	50	Zaragoza	16-19	Mujeres	58
Junio 2018	50	Zaragoza	20-24	Hombres	1097
Junio 2018	50	Zaragoza	20-24	Mujeres	479
Junio 2018	50	Zaragoza	25-29	Hombres	2048
Junio 2018	50	Zaragoza	25-29	Mujeres	1181
Junio 2018	50	Zaragoza	30-34	Hombres	3250
Junio 2018	50	Zaragoza	30-34	Mujeres	2095
Junio 2018	50	Zaragoza	35-39	Hombres	4956
Junio 2018	50	Zaragoza	35-39	Mujeres	2826
Junio 2018	50	Zaragoza	40-44	Hombres	6974
Junio 2018	50	Zaragoza	40-44	Mujeres	3618
Junio 2018	50	Zaragoza	45-49	Hombres	7367
Junio 2018	50	Zaragoza	45-49	Mujeres	3916
Junio 2018	50	Zaragoza	50-54	Hombres	7285
Junio 2018	50	Zaragoza	50-54	Mujeres	3773
Junio 2018	50	Zaragoza	55-59	Hombres	6263
Junio 2018	50	Zaragoza	55-59	Mujeres	3186
Junio 2018	50	Zaragoza	60-64	Hombres	4315
Junio 2018	50	Zaragoza	60-64	Mujeres	2365
Junio 2018	50	Zaragoza	65-69	Hombres	1019
Junio 2018	50	Zaragoza	65-69	Mujeres	600
Junio 2018	50	Zaragoza	Más de 69	Hombres	417
Junio 2018	50	Zaragoza	Más de 69	Mujeres	259
Junio 2018	50	Zaragoza	Sin clasificar	Mujeres	4
Marzo 2018	22	Huesca	16-19	Hombres	33
Marzo 2018	22	Huesca	16-19	Mujeres	15
Marzo 2018	22	Huesca	20-24	Hombres	292
Marzo 2018	22	Huesca	20-24	Mujeres	107
Marzo 2018	22	Huesca	25-29	Hombres	626
Marzo 2018	22	Huesca	25-29	Mujeres	296
Marzo 2018	22	Huesca	30-34	Hombres	1006
Marzo 2018	22	Huesca	30-34	Mujeres	542
Marzo 2018	22	Huesca	35-39	Hombres	1687
Marzo 2018	22	Huesca	35-39	Mujeres	802
Marzo 2018	22	Huesca	40-44	Hombres	2125
Marzo 2018	22	Huesca	40-44	Mujeres	1046
Marzo 2018	22	Huesca	45-49	Hombres	2221
Marzo 2018	22	Huesca	45-49	Mujeres	1199
Marzo 2018	22	Huesca	50-54	Hombres	2344
Marzo 2018	22	Huesca	50-54	Mujeres	1188
Marzo 2018	22	Huesca	55-59	Hombres	2211
Marzo 2018	22	Huesca	55-59	Mujeres	1080
Marzo 2018	22	Huesca	60-64	Hombres	1703
Marzo 2018	22	Huesca	60-64	Mujeres	878
Marzo 2018	22	Huesca	65-69	Hombres	502
Marzo 2018	22	Huesca	65-69	Mujeres	268
Marzo 2018	22	Huesca	Más de 69	Hombres	197
Marzo 2018	22	Huesca	Más de 69	Mujeres	85
Marzo 2018	44	Teruel	16-19	Hombres	15
Marzo 2018	44	Teruel	16-19	Mujeres	2
Marzo 2018	44	Teruel	20-24	Hombres	225
Marzo 2018	44	Teruel	20-24	Mujeres	65
Marzo 2018	44	Teruel	25-29	Hombres	422
Marzo 2018	44	Teruel	25-29	Mujeres	227
Marzo 2018	44	Teruel	30-34	Hombres	653
Marzo 2018	44	Teruel	30-34	Mujeres	353
Marzo 2018	44	Teruel	35-39	Hombres	912
Marzo 2018	44	Teruel	35-39	Mujeres	441
Marzo 2018	44	Teruel	40-44	Hombres	1214
Marzo 2018	44	Teruel	40-44	Mujeres	581
Marzo 2018	44	Teruel	45-49	Hombres	1285
Marzo 2018	44	Teruel	45-49	Mujeres	675
Marzo 2018	44	Teruel	50-54	Hombres	1587
Marzo 2018	44	Teruel	50-54	Mujeres	804
Marzo 2018	44	Teruel	55-59	Hombres	1384
Marzo 2018	44	Teruel	55-59	Mujeres	769
Marzo 2018	44	Teruel	60-64	Hombres	988
Marzo 2018	44	Teruel	60-64	Mujeres	628
Marzo 2018	44	Teruel	65-69	Hombres	153
Marzo 2018	44	Teruel	65-69	Mujeres	121
Marzo 2018	44	Teruel	Más de 69	Hombres	34
Marzo 2018	44	Teruel	Más de 69	Mujeres	15
Marzo 2018	50	Zaragoza	16-19	Hombres	197
Marzo 2018	50	Zaragoza	16-19	Mujeres	53
Marzo 2018	50	Zaragoza	20-24	Hombres	1082
Marzo 2018	50	Zaragoza	20-24	Mujeres	464
Marzo 2018	50	Zaragoza	25-29	Hombres	2082
Marzo 2018	50	Zaragoza	25-29	Mujeres	1170
Marzo 2018	50	Zaragoza	30-34	Hombres	3244
Marzo 2018	50	Zaragoza	30-34	Mujeres	2063
Marzo 2018	50	Zaragoza	35-39	Hombres	4976
Marzo 2018	50	Zaragoza	35-39	Mujeres	2822
Marzo 2018	50	Zaragoza	40-44	Hombres	7016
Marzo 2018	50	Zaragoza	40-44	Mujeres	3569
Marzo 2018	50	Zaragoza	45-49	Hombres	7330
Marzo 2018	50	Zaragoza	45-49	Mujeres	3870
Marzo 2018	50	Zaragoza	50-54	Hombres	7224
Marzo 2018	50	Zaragoza	50-54	Mujeres	3763
Marzo 2018	50	Zaragoza	55-59	Hombres	6183
Marzo 2018	50	Zaragoza	55-59	Mujeres	3151
Marzo 2018	50	Zaragoza	60-64	Hombres	4252
Marzo 2018	50	Zaragoza	60-64	Mujeres	2317
Marzo 2018	50	Zaragoza	65-69	Hombres	1016
Marzo 2018	50	Zaragoza	65-69	Mujeres	578
Marzo 2018	50	Zaragoza	Más de 69	Hombres	389
Marzo 2018	50	Zaragoza	Más de 69	Mujeres	254
Marzo 2018	50	Zaragoza	Sin clasificar	Mujeres	4
Diciembre 2017	22	Huesca	16-19	Hombres	40
Diciembre 2017	22	Huesca	16-19	Mujeres	13
Diciembre 2017	22	Huesca	20-24	Hombres	269
Diciembre 2017	22	Huesca	20-24	Mujeres	101
Diciembre 2017	22	Huesca	25-29	Hombres	634
Diciembre 2017	22	Huesca	25-29	Mujeres	299
Diciembre 2017	22	Huesca	30-34	Hombres	1002
Diciembre 2017	22	Huesca	30-34	Mujeres	532
Diciembre 2017	22	Huesca	35-39	Hombres	1705
Diciembre 2017	22	Huesca	35-39	Mujeres	807
Diciembre 2017	22	Huesca	40-44	Hombres	2106
Diciembre 2017	22	Huesca	40-44	Mujeres	1046
Diciembre 2017	22	Huesca	45-49	Hombres	2274
Diciembre 2017	22	Huesca	45-49	Mujeres	1183
Diciembre 2017	22	Huesca	50-54	Hombres	2343
Diciembre 2017	22	Huesca	50-54	Mujeres	1171
Diciembre 2017	22	Huesca	55-59	Hombres	2208
Diciembre 2017	22	Huesca	55-59	Mujeres	1084
Diciembre 2017	22	Huesca	60-64	Hombres	1683
Diciembre 2017	22	Huesca	60-64	Mujeres	867
Diciembre 2017	22	Huesca	65-69	Hombres	491
Diciembre 2017	22	Huesca	65-69	Mujeres	264
Diciembre 2017	22	Huesca	Más de 69	Hombres	195
Diciembre 2017	22	Huesca	Más de 69	Mujeres	84
Diciembre 2017	44	Teruel	16-19	Hombres	19
Diciembre 2017	44	Teruel	16-19	Mujeres	2
Diciembre 2017	44	Teruel	20-24	Hombres	214
Diciembre 2017	44	Teruel	20-24	Mujeres	62
Diciembre 2017	44	Teruel	25-29	Hombres	439
Diciembre 2017	44	Teruel	25-29	Mujeres	226
Diciembre 2017	44	Teruel	30-34	Hombres	658
Diciembre 2017	44	Teruel	30-34	Mujeres	356
Diciembre 2017	44	Teruel	35-39	Hombres	899
Diciembre 2017	44	Teruel	35-39	Mujeres	435
Diciembre 2017	44	Teruel	40-44	Hombres	1224
Diciembre 2017	44	Teruel	40-44	Mujeres	580
Diciembre 2017	44	Teruel	45-49	Hombres	1305
Diciembre 2017	44	Teruel	45-49	Mujeres	665
Diciembre 2017	44	Teruel	50-54	Hombres	1617
Diciembre 2017	44	Teruel	50-54	Mujeres	804
Diciembre 2017	44	Teruel	55-59	Hombres	1377
Diciembre 2017	44	Teruel	55-59	Mujeres	751
Diciembre 2017	44	Teruel	60-64	Hombres	973
Diciembre 2017	44	Teruel	60-64	Mujeres	633
Diciembre 2017	44	Teruel	65-69	Hombres	141
Diciembre 2017	44	Teruel	65-69	Mujeres	127
Diciembre 2017	44	Teruel	Más de 69	Hombres	34
Diciembre 2017	44	Teruel	Más de 69	Mujeres	15
Diciembre 2017	50	Zaragoza	16-19	Hombres	194
Diciembre 2017	50	Zaragoza	16-19	Mujeres	55
Diciembre 2017	50	Zaragoza	20-24	Hombres	1038
Diciembre 2017	50	Zaragoza	20-24	Mujeres	454
Diciembre 2017	50	Zaragoza	25-29	Hombres	2083
Diciembre 2017	50	Zaragoza	25-29	Mujeres	1166
Diciembre 2017	50	Zaragoza	30-34	Hombres	3240
Diciembre 2017	50	Zaragoza	30-34	Mujeres	2075
Diciembre 2017	50	Zaragoza	35-39	Hombres	4992
Diciembre 2017	50	Zaragoza	35-39	Mujeres	2816
Diciembre 2017	50	Zaragoza	40-44	Hombres	7035
Diciembre 2017	50	Zaragoza	40-44	Mujeres	3596
Diciembre 2017	50	Zaragoza	45-49	Hombres	7337
Diciembre 2017	50	Zaragoza	45-49	Mujeres	3855
Diciembre 2017	50	Zaragoza	50-54	Hombres	7203
Diciembre 2017	50	Zaragoza	50-54	Mujeres	3741
Diciembre 2017	50	Zaragoza	55-59	Hombres	6110
Diciembre 2017	50	Zaragoza	55-59	Mujeres	3139
Diciembre 2017	50	Zaragoza	60-64	Hombres	4219
Diciembre 2017	50	Zaragoza	60-64	Mujeres	2324
Diciembre 2017	50	Zaragoza	65-69	Hombres	1007
Diciembre 2017	50	Zaragoza	65-69	Mujeres	567
Diciembre 2017	50	Zaragoza	Más de 69	Hombres	384
Diciembre 2017	50	Zaragoza	Más de 69	Mujeres	243
Diciembre 2017	50	Zaragoza	Sin clasificar	Mujeres	4
Septiembre 2017	22	Huesca	16-19	Hombres	38
Septiembre 2017	22	Huesca	16-19	Mujeres	14
Septiembre 2017	22	Huesca	20-24	Hombres	293
Septiembre 2017	22	Huesca	20-24	Mujeres	108
Septiembre 2017	22	Huesca	25-29	Hombres	633
Septiembre 2017	22	Huesca	25-29	Mujeres	299
Septiembre 2017	22	Huesca	30-34	Hombres	1041
Septiembre 2017	22	Huesca	30-34	Mujeres	552
Septiembre 2017	22	Huesca	35-39	Hombres	1761
Septiembre 2017	22	Huesca	35-39	Mujeres	818
Septiembre 2017	22	Huesca	40-44	Hombres	2108
Septiembre 2017	22	Huesca	40-44	Mujeres	1039
Septiembre 2017	22	Huesca	45-49	Hombres	2290
Septiembre 2017	22	Huesca	45-49	Mujeres	1174
Septiembre 2017	22	Huesca	50-54	Hombres	2354
Septiembre 2017	22	Huesca	50-54	Mujeres	1189
Septiembre 2017	22	Huesca	55-59	Hombres	2215
Septiembre 2017	22	Huesca	55-59	Mujeres	1063
Septiembre 2017	22	Huesca	60-64	Hombres	1665
Septiembre 2017	22	Huesca	60-64	Mujeres	853
Septiembre 2017	22	Huesca	65-69	Hombres	495
Septiembre 2017	22	Huesca	65-69	Mujeres	268
Septiembre 2017	22	Huesca	Más de 69	Hombres	185
Septiembre 2017	22	Huesca	Más de 69	Mujeres	79
Septiembre 2017	44	Teruel	16-19	Hombres	28
Septiembre 2017	44	Teruel	16-19	Mujeres	8
Septiembre 2017	44	Teruel	20-24	Hombres	225
Septiembre 2017	44	Teruel	20-24	Mujeres	65
Septiembre 2017	44	Teruel	25-29	Hombres	448
Septiembre 2017	44	Teruel	25-29	Mujeres	224
Septiembre 2017	44	Teruel	30-34	Hombres	675
Septiembre 2017	44	Teruel	30-34	Mujeres	356
Septiembre 2017	44	Teruel	35-39	Hombres	901
Septiembre 2017	44	Teruel	35-39	Mujeres	425
Septiembre 2017	44	Teruel	40-44	Hombres	1210
Septiembre 2017	44	Teruel	40-44	Mujeres	597
Septiembre 2017	44	Teruel	45-49	Hombres	1327
Septiembre 2017	44	Teruel	45-49	Mujeres	670
Septiembre 2017	44	Teruel	50-54	Hombres	1628
Septiembre 2017	44	Teruel	50-54	Mujeres	812
Septiembre 2017	44	Teruel	55-59	Hombres	1387
Septiembre 2017	44	Teruel	55-59	Mujeres	744
Septiembre 2017	44	Teruel	60-64	Hombres	963
Septiembre 2017	44	Teruel	60-64	Mujeres	645
Septiembre 2017	44	Teruel	65-69	Hombres	144
Septiembre 2017	44	Teruel	65-69	Mujeres	112
Septiembre 2017	44	Teruel	Más de 69	Hombres	29
Septiembre 2017	44	Teruel	Más de 69	Mujeres	13
Septiembre 2017	50	Zaragoza	16-19	Hombres	206
Septiembre 2017	50	Zaragoza	16-19	Mujeres	61
Septiembre 2017	50	Zaragoza	20-24	Hombres	1022
Septiembre 2017	50	Zaragoza	20-24	Mujeres	465
Septiembre 2017	50	Zaragoza	25-29	Hombres	2088
Septiembre 2017	50	Zaragoza	25-29	Mujeres	1193
Septiembre 2017	50	Zaragoza	30-34	Hombres	3294
Septiembre 2017	50	Zaragoza	30-34	Mujeres	2084
Septiembre 2017	50	Zaragoza	35-39	Hombres	5075
Septiembre 2017	50	Zaragoza	35-39	Mujeres	2885
Septiembre 2017	50	Zaragoza	40-44	Hombres	7070
Septiembre 2017	50	Zaragoza	40-44	Mujeres	3582
Septiembre 2017	50	Zaragoza	45-49	Hombres	7301
Septiembre 2017	50	Zaragoza	45-49	Mujeres	3876
Septiembre 2017	50	Zaragoza	50-54	Hombres	7225
Septiembre 2017	50	Zaragoza	50-54	Mujeres	3661
Septiembre 2017	50	Zaragoza	55-59	Hombres	6109
Septiembre 2017	50	Zaragoza	55-59	Mujeres	3134
Septiembre 2017	50	Zaragoza	60-64	Hombres	4175
Septiembre 2017	50	Zaragoza	60-64	Mujeres	2300
Septiembre 2017	50	Zaragoza	65-69	Hombres	997
Septiembre 2017	50	Zaragoza	65-69	Mujeres	551
Septiembre 2017	50	Zaragoza	Más de 69	Hombres	360
Septiembre 2017	50	Zaragoza	Más de 69	Mujeres	233
Septiembre 2017	50	Zaragoza	Sin clasificar	Mujeres	5
Junio 2017	22	Huesca	16-19	Hombres	35
Junio 2017	22	Huesca	16-19	Mujeres	16
Junio 2017	22	Huesca	20-24	Hombres	304
Junio 2017	22	Huesca	20-24	Mujeres	102
Junio 2017	22	Huesca	25-29	Hombres	634
Junio 2017	22	Huesca	25-29	Mujeres	322
Junio 2017	22	Huesca	30-34	Hombres	1064
Junio 2017	22	Huesca	30-34	Mujeres	570
Junio 2017	22	Huesca	35-39	Hombres	1820
Junio 2017	22	Huesca	35-39	Mujeres	824
Junio 2017	22	Huesca	40-44	Hombres	2134
Junio 2017	22	Huesca	40-44	Mujeres	1048
Junio 2017	22	Huesca	45-49	Hombres	2276
Junio 2017	22	Huesca	45-49	Mujeres	1184
Junio 2017	22	Huesca	50-54	Hombres	2389
Junio 2017	22	Huesca	50-54	Mujeres	1179
Junio 2017	22	Huesca	55-59	Hombres	2191
Junio 2017	22	Huesca	55-59	Mujeres	1061
Junio 2017	22	Huesca	60-64	Hombres	1658
Junio 2017	22	Huesca	60-64	Mujeres	867
Junio 2017	22	Huesca	65-69	Hombres	492
Junio 2017	22	Huesca	65-69	Mujeres	254
Junio 2017	22	Huesca	Más de 69	Hombres	169
Junio 2017	22	Huesca	Más de 69	Mujeres	71
Junio 2017	44	Teruel	16-19	Hombres	30
Junio 2017	44	Teruel	16-19	Mujeres	7
Junio 2017	44	Teruel	20-24	Hombres	231
Junio 2017	44	Teruel	20-24	Mujeres	67
Junio 2017	44	Teruel	25-29	Hombres	460
Junio 2017	44	Teruel	25-29	Mujeres	240
Junio 2017	44	Teruel	30-34	Hombres	690
Junio 2017	44	Teruel	30-34	Mujeres	367
Junio 2017	44	Teruel	35-39	Hombres	912
Junio 2017	44	Teruel	35-39	Mujeres	435
Junio 2017	44	Teruel	40-44	Hombres	1234
Junio 2017	44	Teruel	40-44	Mujeres	592
Junio 2017	44	Teruel	45-49	Hombres	1352
Junio 2017	44	Teruel	45-49	Mujeres	683
Junio 2017	44	Teruel	50-54	Hombres	1617
Junio 2017	44	Teruel	50-54	Mujeres	811
Junio 2017	44	Teruel	55-59	Hombres	1389
Junio 2017	44	Teruel	55-59	Mujeres	748
Junio 2017	44	Teruel	60-64	Hombres	937
Junio 2017	44	Teruel	60-64	Mujeres	655
Junio 2017	44	Teruel	65-69	Hombres	134
Junio 2017	44	Teruel	65-69	Mujeres	106
Junio 2017	44	Teruel	Más de 69	Hombres	28
Junio 2017	44	Teruel	Más de 69	Mujeres	13
Junio 2017	50	Zaragoza	16-19	Hombres	163
Junio 2017	50	Zaragoza	16-19	Mujeres	62
Junio 2017	50	Zaragoza	20-24	Hombres	1040
Junio 2017	50	Zaragoza	20-24	Mujeres	473
Junio 2017	50	Zaragoza	25-29	Hombres	2106
Junio 2017	50	Zaragoza	25-29	Mujeres	1238
Junio 2017	50	Zaragoza	30-34	Hombres	3368
Junio 2017	50	Zaragoza	30-34	Mujeres	2139
Junio 2017	50	Zaragoza	35-39	Hombres	5169
Junio 2017	50	Zaragoza	35-39	Mujeres	2937
Junio 2017	50	Zaragoza	40-44	Hombres	7104
Junio 2017	50	Zaragoza	40-44	Mujeres	3605
Junio 2017	50	Zaragoza	45-49	Hombres	7324
Junio 2017	50	Zaragoza	45-49	Mujeres	3885
Junio 2017	50	Zaragoza	50-54	Hombres	7198
Junio 2017	50	Zaragoza	50-54	Mujeres	3658
Junio 2017	50	Zaragoza	55-59	Hombres	6083
Junio 2017	50	Zaragoza	55-59	Mujeres	3152
Junio 2017	50	Zaragoza	60-64	Hombres	4174
Junio 2017	50	Zaragoza	60-64	Mujeres	2276
Junio 2017	50	Zaragoza	65-69	Hombres	953
Junio 2017	50	Zaragoza	65-69	Mujeres	522
Junio 2017	50	Zaragoza	Más de 69	Hombres	332
Junio 2017	50	Zaragoza	Más de 69	Mujeres	231
Junio 2017	50	Zaragoza	Sin clasificar	Mujeres	5
Marzo 2017	22	Huesca	16-19	Hombres	28
Marzo 2017	22	Huesca	16-19	Mujeres	11
Marzo 2017	22	Huesca	20-24	Hombres	280
Marzo 2017	22	Huesca	20-24	Mujeres	90
Marzo 2017	22	Huesca	25-29	Hombres	614
Marzo 2017	22	Huesca	25-29	Mujeres	336
Marzo 2017	22	Huesca	30-34	Hombres	1081
Marzo 2017	22	Huesca	30-34	Mujeres	542
