Año	Residencia comarca código	Residencia comarca nombre	Relación lugar de residencia y nacimiento	Sexo	Extranjeros
2011	21	Campo de Cariñena	2 - Misma CA, misma provincia y distinto municipio	Hombres	13
2011	21	Campo de Cariñena	2 - Misma CA, misma provincia y distinto municipio	Mujeres	12
2011	21	Campo de Cariñena	4 - Distinta CA	Hombres	5
2011	21	Campo de Cariñena	4 - Distinta CA	Mujeres	12
2011	21	Campo de Cariñena	5 - Nacidos en el extranjero	Hombres	1383
2011	21	Campo de Cariñena	5 - Nacidos en el extranjero	Mujeres	902
2011	22	Campo de Belchite	1 - Misma CA, misma provincia y mismo municipio	Hombres	14
2011	22	Campo de Belchite	1 - Misma CA, misma provincia y mismo municipio	Mujeres	6
2011	22	Campo de Belchite	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2011	22	Campo de Belchite	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2011	22	Campo de Belchite	3 - Misma CA y distinta provincia	Hombres	1
2011	22	Campo de Belchite	3 - Misma CA y distinta provincia	Mujeres	2
2011	22	Campo de Belchite	4 - Distinta CA	Hombres	10
2011	22	Campo de Belchite	4 - Distinta CA	Mujeres	5
2011	22	Campo de Belchite	5 - Nacidos en el extranjero	Hombres	173
2011	22	Campo de Belchite	5 - Nacidos en el extranjero	Mujeres	128
2011	23	Bajo Martín	1 - Misma CA, misma provincia y mismo municipio	Hombres	12
2011	23	Bajo Martín	1 - Misma CA, misma provincia y mismo municipio	Mujeres	11
2011	23	Bajo Martín	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2011	23	Bajo Martín	2 - Misma CA, misma provincia y distinto municipio	Mujeres	4
2011	23	Bajo Martín	3 - Misma CA y distinta provincia	Hombres	3
2011	23	Bajo Martín	4 - Distinta CA	Mujeres	2
2011	23	Bajo Martín	5 - Nacidos en el extranjero	Hombres	330
2011	23	Bajo Martín	5 - Nacidos en el extranjero	Mujeres	236
2011	24	Campo de Daroca	1 - Misma CA, misma provincia y mismo municipio	Hombres	15
2011	24	Campo de Daroca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	10
2011	24	Campo de Daroca	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2011	24	Campo de Daroca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	4
2011	24	Campo de Daroca	5 - Nacidos en el extranjero	Hombres	293
2011	24	Campo de Daroca	5 - Nacidos en el extranjero	Mujeres	259
2011	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Hombres	75
2011	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	44
2011	25	Jiloca	2 - Misma CA, misma provincia y distinto municipio	Hombres	29
2011	25	Jiloca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	20
2011	25	Jiloca	3 - Misma CA y distinta provincia	Hombres	3
2011	25	Jiloca	3 - Misma CA y distinta provincia	Mujeres	2
2011	25	Jiloca	4 - Distinta CA	Hombres	5
2011	25	Jiloca	4 - Distinta CA	Mujeres	2
2011	25	Jiloca	5 - Nacidos en el extranjero	Hombres	970
2011	25	Jiloca	5 - Nacidos en el extranjero	Mujeres	764
2011	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Hombres	26
2011	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Mujeres	17
2011	26	Cuencas Mineras	2 - Misma CA, misma provincia y distinto municipio	Hombres	21
2011	26	Cuencas Mineras	2 - Misma CA, misma provincia y distinto municipio	Mujeres	18
2011	26	Cuencas Mineras	3 - Misma CA y distinta provincia	Hombres	4
2011	26	Cuencas Mineras	3 - Misma CA y distinta provincia	Mujeres	2
2011	26	Cuencas Mineras	4 - Distinta CA	Hombres	4
2011	26	Cuencas Mineras	4 - Distinta CA	Mujeres	3
2011	26	Cuencas Mineras	5 - Nacidos en el extranjero	Hombres	509
2011	26	Cuencas Mineras	5 - Nacidos en el extranjero	Mujeres	332
2011	27	Andorra-Sierra de Arcos	1 - Misma CA, misma provincia y mismo municipio	Hombres	32
2011	27	Andorra-Sierra de Arcos	1 - Misma CA, misma provincia y mismo municipio	Mujeres	27
2011	27	Andorra-Sierra de Arcos	2 - Misma CA, misma provincia y distinto municipio	Hombres	6
2011	27	Andorra-Sierra de Arcos	2 - Misma CA, misma provincia y distinto municipio	Mujeres	8
2011	27	Andorra-Sierra de Arcos	3 - Misma CA y distinta provincia	Hombres	2
2011	27	Andorra-Sierra de Arcos	3 - Misma CA y distinta provincia	Mujeres	1
2011	27	Andorra-Sierra de Arcos	4 - Distinta CA	Hombres	4
2011	27	Andorra-Sierra de Arcos	4 - Distinta CA	Mujeres	5
2011	27	Andorra-Sierra de Arcos	5 - Nacidos en el extranjero	Hombres	776
2011	27	Andorra-Sierra de Arcos	5 - Nacidos en el extranjero	Mujeres	558
2011	28	Bajo Aragón	1 - Misma CA, misma provincia y mismo municipio	Hombres	184
2011	28	Bajo Aragón	1 - Misma CA, misma provincia y mismo municipio	Mujeres	141
2011	28	Bajo Aragón	2 - Misma CA, misma provincia y distinto municipio	Hombres	12
2011	28	Bajo Aragón	2 - Misma CA, misma provincia y distinto municipio	Mujeres	13
2011	28	Bajo Aragón	3 - Misma CA y distinta provincia	Hombres	6
2011	28	Bajo Aragón	3 - Misma CA y distinta provincia	Mujeres	5
2011	28	Bajo Aragón	4 - Distinta CA	Hombres	14
2011	28	Bajo Aragón	4 - Distinta CA	Mujeres	16
2011	28	Bajo Aragón	5 - Nacidos en el extranjero	Hombres	2164
2011	28	Bajo Aragón	5 - Nacidos en el extranjero	Mujeres	1845
2011	29	Comunidad de Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	145
2011	29	Comunidad de Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	125
2011	29	Comunidad de Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	14
2011	29	Comunidad de Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	12
2011	29	Comunidad de Teruel	3 - Misma CA y distinta provincia	Hombres	4
2011	29	Comunidad de Teruel	3 - Misma CA y distinta provincia	Mujeres	3
2011	29	Comunidad de Teruel	4 - Distinta CA	Hombres	12
2011	29	Comunidad de Teruel	4 - Distinta CA	Mujeres	12
2011	29	Comunidad de Teruel	5 - Nacidos en el extranjero	Hombres	2440
2011	29	Comunidad de Teruel	5 - Nacidos en el extranjero	Mujeres	2103
2011	30	Maestrazgo	1 - Misma CA, misma provincia y mismo municipio	Hombres	11
2011	30	Maestrazgo	1 - Misma CA, misma provincia y mismo municipio	Mujeres	6
2011	30	Maestrazgo	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2011	30	Maestrazgo	2 - Misma CA, misma provincia y distinto municipio	Mujeres	4
2011	30	Maestrazgo	4 - Distinta CA	Hombres	2
2011	30	Maestrazgo	4 - Distinta CA	Mujeres	3
2011	30	Maestrazgo	5 - Nacidos en el extranjero	Hombres	235
2011	30	Maestrazgo	5 - Nacidos en el extranjero	Mujeres	167
2011	31	Sierra de Albarracín	1 - Misma CA, misma provincia y mismo municipio	Hombres	6
2011	31	Sierra de Albarracín	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4
2011	31	Sierra de Albarracín	2 - Misma CA, misma provincia y distinto municipio	Hombres	8
2011	31	Sierra de Albarracín	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2011	31	Sierra de Albarracín	4 - Distinta CA	Hombres	1
2011	31	Sierra de Albarracín	4 - Distinta CA	Mujeres	1
2011	31	Sierra de Albarracín	5 - Nacidos en el extranjero	Hombres	258
2011	31	Sierra de Albarracín	5 - Nacidos en el extranjero	Mujeres	187
2011	32	Gúdar-Javalambre	1 - Misma CA, misma provincia y mismo municipio	Hombres	26
2011	32	Gúdar-Javalambre	1 - Misma CA, misma provincia y mismo municipio	Mujeres	36
2011	32	Gúdar-Javalambre	2 - Misma CA, misma provincia y distinto municipio	Hombres	14
2011	32	Gúdar-Javalambre	2 - Misma CA, misma provincia y distinto municipio	Mujeres	10
2011	32	Gúdar-Javalambre	3 - Misma CA y distinta provincia	Hombres	1
2011	32	Gúdar-Javalambre	4 - Distinta CA	Hombres	7
2011	32	Gúdar-Javalambre	4 - Distinta CA	Mujeres	9
2011	32	Gúdar-Javalambre	5 - Nacidos en el extranjero	Hombres	753
2011	32	Gúdar-Javalambre	5 - Nacidos en el extranjero	Mujeres	541
2011	33	Matarraña / Matarranya	1 - Misma CA, misma provincia y mismo municipio	Hombres	32
2011	33	Matarraña / Matarranya	1 - Misma CA, misma provincia y mismo municipio	Mujeres	29
2011	33	Matarraña / Matarranya	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2011	33	Matarraña / Matarranya	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2011	33	Matarraña / Matarranya	3 - Misma CA y distinta provincia	Hombres	1
2011	33	Matarraña / Matarranya	3 - Misma CA y distinta provincia	Mujeres	1
2011	33	Matarraña / Matarranya	4 - Distinta CA	Hombres	6
2011	33	Matarraña / Matarranya	4 - Distinta CA	Mujeres	5
2011	33	Matarraña / Matarranya	5 - Nacidos en el extranjero	Hombres	661
2011	33	Matarraña / Matarranya	5 - Nacidos en el extranjero	Mujeres	399
2012	01	La Jacetania	1 - Misma CA, misma provincia y mismo municipio	Hombres	33
2012	01	La Jacetania	1 - Misma CA, misma provincia y mismo municipio	Mujeres	22
2012	01	La Jacetania	2 - Misma CA, misma provincia y distinto municipio	Hombres	6
2012	01	La Jacetania	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2012	01	La Jacetania	3 - Misma CA y distinta provincia	Hombres	2
2012	01	La Jacetania	3 - Misma CA y distinta provincia	Mujeres	3
2012	01	La Jacetania	4 - Distinta CA	Hombres	2
2012	01	La Jacetania	4 - Distinta CA	Mujeres	5
2012	01	La Jacetania	5 - Nacidos en el extranjero	Hombres	695
2012	01	La Jacetania	5 - Nacidos en el extranjero	Mujeres	724
2012	02	Alto Gállego	1 - Misma CA, misma provincia y mismo municipio	Hombres	27
2012	02	Alto Gállego	1 - Misma CA, misma provincia y mismo municipio	Mujeres	31
2012	02	Alto Gállego	2 - Misma CA, misma provincia y distinto municipio	Hombres	13
2012	02	Alto Gállego	2 - Misma CA, misma provincia y distinto municipio	Mujeres	14
2012	02	Alto Gállego	3 - Misma CA y distinta provincia	Hombres	1
2012	02	Alto Gállego	3 - Misma CA y distinta provincia	Mujeres	3
2012	02	Alto Gállego	4 - Distinta CA	Hombres	8
2012	02	Alto Gállego	4 - Distinta CA	Mujeres	6
2012	02	Alto Gállego	5 - Nacidos en el extranjero	Hombres	1180
2012	02	Alto Gállego	5 - Nacidos en el extranjero	Mujeres	937
2012	03	Sobrarbe	1 - Misma CA, misma provincia y mismo municipio	Hombres	18
2012	03	Sobrarbe	1 - Misma CA, misma provincia y mismo municipio	Mujeres	14
2012	03	Sobrarbe	2 - Misma CA, misma provincia y distinto municipio	Hombres	9
2012	03	Sobrarbe	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2012	03	Sobrarbe	3 - Misma CA y distinta provincia	Mujeres	2
2012	03	Sobrarbe	4 - Distinta CA	Hombres	2
2012	03	Sobrarbe	4 - Distinta CA	Mujeres	3
2012	03	Sobrarbe	5 - Nacidos en el extranjero	Hombres	557
2012	03	Sobrarbe	5 - Nacidos en el extranjero	Mujeres	514
2012	04	La Ribagorza	1 - Misma CA, misma provincia y mismo municipio	Hombres	30
2012	04	La Ribagorza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	27
2012	04	La Ribagorza	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2012	04	La Ribagorza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	4
2012	04	La Ribagorza	3 - Misma CA y distinta provincia	Hombres	1
2012	04	La Ribagorza	4 - Distinta CA	Hombres	8
2012	04	La Ribagorza	4 - Distinta CA	Mujeres	4
2012	04	La Ribagorza	5 - Nacidos en el extranjero	Hombres	948
2012	04	La Ribagorza	5 - Nacidos en el extranjero	Mujeres	886
2012	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Hombres	155
2012	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Mujeres	154
2012	05	Cinco Villas	2 - Misma CA, misma provincia y distinto municipio	Hombres	47
2012	05	Cinco Villas	2 - Misma CA, misma provincia y distinto municipio	Mujeres	36
2012	05	Cinco Villas	3 - Misma CA y distinta provincia	Hombres	3
2012	05	Cinco Villas	3 - Misma CA y distinta provincia	Mujeres	4
2012	05	Cinco Villas	4 - Distinta CA	Hombres	15
2012	05	Cinco Villas	4 - Distinta CA	Mujeres	12
2012	05	Cinco Villas	5 - Nacidos en el extranjero	Hombres	1991
2012	05	Cinco Villas	5 - Nacidos en el extranjero	Mujeres	1494
2012	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	262
2012	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	257
2012	06	Hoya de Huesca / Plana de Uesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	13
2012	06	Hoya de Huesca / Plana de Uesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	18
2012	06	Hoya de Huesca / Plana de Uesca	3 - Misma CA y distinta provincia	Hombres	6
2012	06	Hoya de Huesca / Plana de Uesca	3 - Misma CA y distinta provincia	Mujeres	16
2012	06	Hoya de Huesca / Plana de Uesca	4 - Distinta CA	Hombres	21
2012	06	Hoya de Huesca / Plana de Uesca	4 - Distinta CA	Mujeres	24
2012	06	Hoya de Huesca / Plana de Uesca	5 - Nacidos en el extranjero	Hombres	3200
2012	06	Hoya de Huesca / Plana de Uesca	5 - Nacidos en el extranjero	Mujeres	2814
2012	07	Somontano de Barbastro	1 - Misma CA, misma provincia y mismo municipio	Hombres	122
2012	07	Somontano de Barbastro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	107
2012	07	Somontano de Barbastro	2 - Misma CA, misma provincia y distinto municipio	Hombres	7
2012	07	Somontano de Barbastro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2012	07	Somontano de Barbastro	3 - Misma CA y distinta provincia	Mujeres	1
2012	07	Somontano de Barbastro	4 - Distinta CA	Hombres	21
2012	07	Somontano de Barbastro	4 - Distinta CA	Mujeres	12
2012	07	Somontano de Barbastro	5 - Nacidos en el extranjero	Hombres	1214
2012	07	Somontano de Barbastro	5 - Nacidos en el extranjero	Mujeres	1106
2012	08	Cinca Medio	1 - Misma CA, misma provincia y mismo municipio	Hombres	148
2012	08	Cinca Medio	1 - Misma CA, misma provincia y mismo municipio	Mujeres	136
2012	08	Cinca Medio	2 - Misma CA, misma provincia y distinto municipio	Hombres	16
2012	08	Cinca Medio	2 - Misma CA, misma provincia y distinto municipio	Mujeres	18
2012	08	Cinca Medio	4 - Distinta CA	Hombres	18
2012	08	Cinca Medio	4 - Distinta CA	Mujeres	18
2012	08	Cinca Medio	5 - Nacidos en el extranjero	Hombres	1783
2012	08	Cinca Medio	5 - Nacidos en el extranjero	Mujeres	1299
2012	09	La Litera / La Llitera	1 - Misma CA, misma provincia y mismo municipio	Hombres	91
2012	09	La Litera / La Llitera	1 - Misma CA, misma provincia y mismo municipio	Mujeres	77
2012	09	La Litera / La Llitera	2 - Misma CA, misma provincia y distinto municipio	Hombres	10
2012	09	La Litera / La Llitera	2 - Misma CA, misma provincia y distinto municipio	Mujeres	15
2012	09	La Litera / La Llitera	3 - Misma CA y distinta provincia	Hombres	2
2012	09	La Litera / La Llitera	3 - Misma CA y distinta provincia	Mujeres	1
2012	09	La Litera / La Llitera	4 - Distinta CA	Hombres	24
2012	09	La Litera / La Llitera	4 - Distinta CA	Mujeres	14
2012	09	La Litera / La Llitera	5 - Nacidos en el extranjero	Hombres	1372
2012	09	La Litera / La Llitera	5 - Nacidos en el extranjero	Mujeres	768
2012	10	Los Monegros	1 - Misma CA, misma provincia y mismo municipio	Hombres	47
2012	10	Los Monegros	1 - Misma CA, misma provincia y mismo municipio	Mujeres	33
2012	10	Los Monegros	2 - Misma CA, misma provincia y distinto municipio	Hombres	28
2012	10	Los Monegros	2 - Misma CA, misma provincia y distinto municipio	Mujeres	25
2012	10	Los Monegros	3 - Misma CA y distinta provincia	Hombres	1
2012	10	Los Monegros	3 - Misma CA y distinta provincia	Mujeres	3
2012	10	Los Monegros	4 - Distinta CA	Hombres	9
2012	10	Los Monegros	4 - Distinta CA	Mujeres	7
2012	10	Los Monegros	5 - Nacidos en el extranjero	Hombres	1023
2012	10	Los Monegros	5 - Nacidos en el extranjero	Mujeres	857
2012	11	Bajo Cinca / Baix Cinca	1 - Misma CA, misma provincia y mismo municipio	Hombres	156
2012	11	Bajo Cinca / Baix Cinca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	129
2012	11	Bajo Cinca / Baix Cinca	2 - Misma CA, misma provincia y distinto municipio	Hombres	8
2012	11	Bajo Cinca / Baix Cinca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	7
2012	11	Bajo Cinca / Baix Cinca	3 - Misma CA y distinta provincia	Hombres	4
2012	11	Bajo Cinca / Baix Cinca	3 - Misma CA y distinta provincia	Mujeres	1
2012	11	Bajo Cinca / Baix Cinca	4 - Distinta CA	Hombres	29
2012	11	Bajo Cinca / Baix Cinca	4 - Distinta CA	Mujeres	26
2012	11	Bajo Cinca / Baix Cinca	5 - Nacidos en el extranjero	Hombres	2427
2012	11	Bajo Cinca / Baix Cinca	5 - Nacidos en el extranjero	Mujeres	1812
2012	12	Tarazona y el Moncayo	1 - Misma CA, misma provincia y mismo municipio	Hombres	31
2012	12	Tarazona y el Moncayo	1 - Misma CA, misma provincia y mismo municipio	Mujeres	20
2012	12	Tarazona y el Moncayo	2 - Misma CA, misma provincia y distinto municipio	Hombres	11
2012	12	Tarazona y el Moncayo	2 - Misma CA, misma provincia y distinto municipio	Mujeres	14
2012	12	Tarazona y el Moncayo	4 - Distinta CA	Hombres	14
2012	12	Tarazona y el Moncayo	4 - Distinta CA	Mujeres	9
2012	12	Tarazona y el Moncayo	5 - Nacidos en el extranjero	Hombres	605
2012	12	Tarazona y el Moncayo	5 - Nacidos en el extranjero	Mujeres	519
2012	13	Campo de Borja	1 - Misma CA, misma provincia y mismo municipio	Hombres	95
2012	13	Campo de Borja	1 - Misma CA, misma provincia y mismo municipio	Mujeres	67
2012	13	Campo de Borja	2 - Misma CA, misma provincia y distinto municipio	Hombres	19
2012	13	Campo de Borja	2 - Misma CA, misma provincia y distinto municipio	Mujeres	9
2012	13	Campo de Borja	4 - Distinta CA	Hombres	11
2012	13	Campo de Borja	4 - Distinta CA	Mujeres	3
2012	13	Campo de Borja	5 - Nacidos en el extranjero	Hombres	1175
2012	13	Campo de Borja	5 - Nacidos en el extranjero	Mujeres	843
2012	14	Aranda	1 - Misma CA, misma provincia y mismo municipio	Hombres	16
2012	14	Aranda	1 - Misma CA, misma provincia y mismo municipio	Mujeres	12
2012	14	Aranda	2 - Misma CA, misma provincia y distinto municipio	Hombres	10
2012	14	Aranda	2 - Misma CA, misma provincia y distinto municipio	Mujeres	9
2012	14	Aranda	3 - Misma CA y distinta provincia	Hombres	1
2012	14	Aranda	4 - Distinta CA	Hombres	1
2012	14	Aranda	4 - Distinta CA	Mujeres	1
2012	14	Aranda	5 - Nacidos en el extranjero	Hombres	310
2012	14	Aranda	5 - Nacidos en el extranjero	Mujeres	276
2012	15	Ribera Alta del Ebro	1 - Misma CA, misma provincia y mismo municipio	Hombres	57
2012	15	Ribera Alta del Ebro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	47
2012	15	Ribera Alta del Ebro	2 - Misma CA, misma provincia y distinto municipio	Hombres	45
2012	15	Ribera Alta del Ebro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	35
2012	15	Ribera Alta del Ebro	4 - Distinta CA	Hombres	8
2012	15	Ribera Alta del Ebro	4 - Distinta CA	Mujeres	7
2012	15	Ribera Alta del Ebro	5 - Nacidos en el extranjero	Hombres	1639
2012	15	Ribera Alta del Ebro	5 - Nacidos en el extranjero	Mujeres	1343
2012	16	Valdejalón	1 - Misma CA, misma provincia y mismo municipio	Hombres	212
2012	16	Valdejalón	1 - Misma CA, misma provincia y mismo municipio	Mujeres	196
2012	16	Valdejalón	2 - Misma CA, misma provincia y distinto municipio	Hombres	75
2012	16	Valdejalón	2 - Misma CA, misma provincia y distinto municipio	Mujeres	52
2012	16	Valdejalón	3 - Misma CA y distinta provincia	Hombres	1
2012	16	Valdejalón	3 - Misma CA y distinta provincia	Mujeres	6
2012	16	Valdejalón	4 - Distinta CA	Hombres	23
2012	16	Valdejalón	4 - Distinta CA	Mujeres	15
2012	16	Valdejalón	5 - Nacidos en el extranjero	Hombres	3166
2012	16	Valdejalón	5 - Nacidos en el extranjero	Mujeres	2475
2012	17	Central	1 - Misma CA, misma provincia y mismo municipio	Hombres	3823
2012	17	Central	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3795
2012	17	Central	2 - Misma CA, misma provincia y distinto municipio	Hombres	212
2012	17	Central	2 - Misma CA, misma provincia y distinto municipio	Mujeres	206
2012	17	Central	3 - Misma CA y distinta provincia	Hombres	28
2012	17	Central	3 - Misma CA y distinta provincia	Mujeres	35
2012	17	Central	4 - Distinta CA	Hombres	300
2012	17	Central	4 - Distinta CA	Mujeres	281
2012	17	Central	5 - Nacidos en el extranjero	Hombres	45666
2012	17	Central	5 - Nacidos en el extranjero	Mujeres	41272
2012	18	Ribera Baja del Ebro	1 - Misma CA, misma provincia y mismo municipio	Hombres	16
2012	18	Ribera Baja del Ebro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	16
2012	18	Ribera Baja del Ebro	2 - Misma CA, misma provincia y distinto municipio	Hombres	15
2012	18	Ribera Baja del Ebro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	14
2012	18	Ribera Baja del Ebro	3 - Misma CA y distinta provincia	Mujeres	1
2012	18	Ribera Baja del Ebro	4 - Distinta CA	Hombres	3
2012	18	Ribera Baja del Ebro	4 - Distinta CA	Mujeres	1
2012	18	Ribera Baja del Ebro	5 - Nacidos en el extranjero	Hombres	400
2012	18	Ribera Baja del Ebro	5 - Nacidos en el extranjero	Mujeres	288
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Misma CA, misma provincia y mismo municipio	Hombres	124
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Misma CA, misma provincia y mismo municipio	Mujeres	109
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3 - Misma CA y distinta provincia	Hombres	4
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3 - Misma CA y distinta provincia	Mujeres	2
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4 - Distinta CA	Hombres	8
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4 - Distinta CA	Mujeres	10
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5 - Nacidos en el extranjero	Hombres	1731
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5 - Nacidos en el extranjero	Mujeres	1063
2012	20	Comunidad de Calatayud	1 - Misma CA, misma provincia y mismo municipio	Hombres	162
2012	20	Comunidad de Calatayud	1 - Misma CA, misma provincia y mismo municipio	Mujeres	145
2012	20	Comunidad de Calatayud	2 - Misma CA, misma provincia y distinto municipio	Hombres	22
2012	20	Comunidad de Calatayud	2 - Misma CA, misma provincia y distinto municipio	Mujeres	25
2012	20	Comunidad de Calatayud	3 - Misma CA y distinta provincia	Hombres	7
2012	20	Comunidad de Calatayud	3 - Misma CA y distinta provincia	Mujeres	8
2012	20	Comunidad de Calatayud	4 - Distinta CA	Hombres	56
2012	20	Comunidad de Calatayud	4 - Distinta CA	Mujeres	38
2012	20	Comunidad de Calatayud	5 - Nacidos en el extranjero	Hombres	3450
2012	20	Comunidad de Calatayud	5 - Nacidos en el extranjero	Mujeres	2794
2012	21	Campo de Cariñena	1 - Misma CA, misma provincia y mismo municipio	Hombres	59
2012	21	Campo de Cariñena	1 - Misma CA, misma provincia y mismo municipio	Mujeres	68
2012	21	Campo de Cariñena	2 - Misma CA, misma provincia y distinto municipio	Hombres	13
2012	21	Campo de Cariñena	2 - Misma CA, misma provincia y distinto municipio	Mujeres	12
2012	21	Campo de Cariñena	4 - Distinta CA	Hombres	5
2012	21	Campo de Cariñena	4 - Distinta CA	Mujeres	8
2012	21	Campo de Cariñena	5 - Nacidos en el extranjero	Hombres	1343
2012	21	Campo de Cariñena	5 - Nacidos en el extranjero	Mujeres	862
2012	22	Campo de Belchite	1 - Misma CA, misma provincia y mismo municipio	Hombres	15
2012	22	Campo de Belchite	1 - Misma CA, misma provincia y mismo municipio	Mujeres	6
2012	22	Campo de Belchite	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2012	22	Campo de Belchite	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2012	22	Campo de Belchite	3 - Misma CA y distinta provincia	Hombres	1
2012	22	Campo de Belchite	3 - Misma CA y distinta provincia	Mujeres	2
2012	22	Campo de Belchite	4 - Distinta CA	Hombres	11
2012	22	Campo de Belchite	4 - Distinta CA	Mujeres	4
2012	22	Campo de Belchite	5 - Nacidos en el extranjero	Hombres	169
2012	22	Campo de Belchite	5 - Nacidos en el extranjero	Mujeres	140
2012	23	Bajo Martín	1 - Misma CA, misma provincia y mismo municipio	Hombres	16
2012	23	Bajo Martín	1 - Misma CA, misma provincia y mismo municipio	Mujeres	17
2012	23	Bajo Martín	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2012	23	Bajo Martín	2 - Misma CA, misma provincia y distinto municipio	Mujeres	4
2012	23	Bajo Martín	3 - Misma CA y distinta provincia	Hombres	3
2012	23	Bajo Martín	4 - Distinta CA	Hombres	1
2012	23	Bajo Martín	4 - Distinta CA	Mujeres	2
2012	23	Bajo Martín	5 - Nacidos en el extranjero	Hombres	325
2012	23	Bajo Martín	5 - Nacidos en el extranjero	Mujeres	243
2012	24	Campo de Daroca	1 - Misma CA, misma provincia y mismo municipio	Hombres	18
2012	24	Campo de Daroca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	11
2012	24	Campo de Daroca	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2012	24	Campo de Daroca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	4
2012	24	Campo de Daroca	4 - Distinta CA	Mujeres	1
2012	24	Campo de Daroca	5 - Nacidos en el extranjero	Hombres	339
2012	24	Campo de Daroca	5 - Nacidos en el extranjero	Mujeres	278
2012	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Hombres	86
2012	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	51
2012	25	Jiloca	2 - Misma CA, misma provincia y distinto municipio	Hombres	25
2012	25	Jiloca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	24
2012	25	Jiloca	3 - Misma CA y distinta provincia	Hombres	4
2012	25	Jiloca	3 - Misma CA y distinta provincia	Mujeres	2
2012	25	Jiloca	4 - Distinta CA	Hombres	4
2012	25	Jiloca	4 - Distinta CA	Mujeres	6
2012	25	Jiloca	5 - Nacidos en el extranjero	Hombres	903
2012	25	Jiloca	5 - Nacidos en el extranjero	Mujeres	753
2012	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Hombres	32
2012	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Mujeres	21
2012	26	Cuencas Mineras	2 - Misma CA, misma provincia y distinto municipio	Hombres	22
