Comarca código	Comarca nombre	Edad (grupos quinquenales)	Sexo	Personas
29	Comunidad de Teruel	00 a 04	Mujeres	881
29	Comunidad de Teruel	05 a 09	Mujeres	934
29	Comunidad de Teruel	10 a 14	Mujeres	1062
29	Comunidad de Teruel	15 a 19	Mujeres	1163
29	Comunidad de Teruel	20 a 24	Mujeres	1262
29	Comunidad de Teruel	25 a 29	Mujeres	1427
29	Comunidad de Teruel	30 a 34	Mujeres	1506
29	Comunidad de Teruel	35 a 39	Mujeres	1672
29	Comunidad de Teruel	40 a 44	Mujeres	1625
29	Comunidad de Teruel	45 a 49	Mujeres	1280
29	Comunidad de Teruel	50 a 54	Mujeres	1140
29	Comunidad de Teruel	55 a 59	Mujeres	1079
29	Comunidad de Teruel	60 a 64	Mujeres	990
29	Comunidad de Teruel	65 a 69	Mujeres	1383
29	Comunidad de Teruel	70 a 74	Mujeres	1361
29	Comunidad de Teruel	75 a 79	Mujeres	1228
29	Comunidad de Teruel	80 a 84	Mujeres	853
29	Comunidad de Teruel	85 a 90	Mujeres	551
29	Comunidad de Teruel	90 ó más	Mujeres	341
29	Comunidad de Teruel	00 a 04	Hombres	868
29	Comunidad de Teruel	05 a 09	Hombres	1052
29	Comunidad de Teruel	10 a 14	Hombres	1103
29	Comunidad de Teruel	15 a 19	Hombres	1167
29	Comunidad de Teruel	20 a 24	Hombres	1395
29	Comunidad de Teruel	25 a 29	Hombres	1407
29	Comunidad de Teruel	30 a 34	Hombres	1516
29	Comunidad de Teruel	35 a 39	Hombres	1676
29	Comunidad de Teruel	40 a 44	Hombres	1703
29	Comunidad de Teruel	45 a 49	Hombres	1419
29	Comunidad de Teruel	50 a 54	Hombres	1180
29	Comunidad de Teruel	55 a 59	Hombres	1103
29	Comunidad de Teruel	60 a 64	Hombres	847
29	Comunidad de Teruel	65 a 69	Hombres	1289
29	Comunidad de Teruel	70 a 74	Hombres	1231
29	Comunidad de Teruel	75 a 79	Hombres	1028
29	Comunidad de Teruel	80 a 84	Hombres	602
29	Comunidad de Teruel	85 a 90	Hombres	282
29	Comunidad de Teruel	90 ó más	Hombres	161
30	Maestrazgo	00 a 04	Mujeres	43
30	Maestrazgo	05 a 09	Mujeres	62
30	Maestrazgo	10 a 14	Mujeres	72
30	Maestrazgo	15 a 19	Mujeres	72
30	Maestrazgo	20 a 24	Mujeres	86
30	Maestrazgo	25 a 29	Mujeres	90
30	Maestrazgo	30 a 34	Mujeres	99
30	Maestrazgo	35 a 39	Mujeres	109
30	Maestrazgo	40 a 44	Mujeres	105
30	Maestrazgo	45 a 49	Mujeres	91
30	Maestrazgo	50 a 54	Mujeres	91
30	Maestrazgo	55 a 59	Mujeres	77
30	Maestrazgo	60 a 64	Mujeres	106
30	Maestrazgo	65 a 69	Mujeres	160
30	Maestrazgo	70 a 74	Mujeres	158
30	Maestrazgo	75 a 79	Mujeres	141
30	Maestrazgo	80 a 84	Mujeres	74
30	Maestrazgo	85 a 90	Mujeres	62
30	Maestrazgo	90 ó más	Mujeres	35
30	Maestrazgo	00 a 04	Hombres	62
30	Maestrazgo	05 a 09	Hombres	70
30	Maestrazgo	10 a 14	Hombres	78
30	Maestrazgo	15 a 19	Hombres	87
30	Maestrazgo	20 a 24	Hombres	98
30	Maestrazgo	25 a 29	Hombres	127
30	Maestrazgo	30 a 34	Hombres	140
30	Maestrazgo	35 a 39	Hombres	159
30	Maestrazgo	40 a 44	Hombres	137
30	Maestrazgo	45 a 49	Hombres	119
30	Maestrazgo	50 a 54	Hombres	125
30	Maestrazgo	55 a 59	Hombres	104
30	Maestrazgo	60 a 64	Hombres	107
30	Maestrazgo	65 a 69	Hombres	158
30	Maestrazgo	70 a 74	Hombres	155
30	Maestrazgo	75 a 79	Hombres	152
30	Maestrazgo	80 a 84	Hombres	62
30	Maestrazgo	85 a 90	Hombres	30
30	Maestrazgo	90 ó más	Hombres	10
31	Sierra de Albarracín	00 a 04	Mujeres	63
31	Sierra de Albarracín	05 a 09	Mujeres	91
31	Sierra de Albarracín	10 a 14	Mujeres	99
31	Sierra de Albarracín	15 a 19	Mujeres	82
31	Sierra de Albarracín	20 a 24	Mujeres	99
31	Sierra de Albarracín	25 a 29	Mujeres	139
31	Sierra de Albarracín	30 a 34	Mujeres	141
31	Sierra de Albarracín	35 a 39	Mujeres	130
31	Sierra de Albarracín	40 a 44	Mujeres	137
31	Sierra de Albarracín	45 a 49	Mujeres	92
31	Sierra de Albarracín	50 a 54	Mujeres	96
31	Sierra de Albarracín	55 a 59	Mujeres	114
31	Sierra de Albarracín	60 a 64	Mujeres	153
31	Sierra de Albarracín	65 a 69	Mujeres	206
31	Sierra de Albarracín	70 a 74	Mujeres	237
31	Sierra de Albarracín	75 a 79	Mujeres	202
31	Sierra de Albarracín	80 a 84	Mujeres	115
31	Sierra de Albarracín	85 a 90	Mujeres	92
31	Sierra de Albarracín	90 ó más	Mujeres	69
31	Sierra de Albarracín	00 a 04	Hombres	75
31	Sierra de Albarracín	05 a 09	Hombres	72
31	Sierra de Albarracín	10 a 14	Hombres	98
31	Sierra de Albarracín	15 a 19	Hombres	90
31	Sierra de Albarracín	20 a 24	Hombres	127
31	Sierra de Albarracín	25 a 29	Hombres	150
31	Sierra de Albarracín	30 a 34	Hombres	162
31	Sierra de Albarracín	35 a 39	Hombres	192
31	Sierra de Albarracín	40 a 44	Hombres	191
31	Sierra de Albarracín	45 a 49	Hombres	147
31	Sierra de Albarracín	50 a 54	Hombres	129
31	Sierra de Albarracín	55 a 59	Hombres	136
31	Sierra de Albarracín	60 a 64	Hombres	155
31	Sierra de Albarracín	65 a 69	Hombres	197
31	Sierra de Albarracín	70 a 74	Hombres	243
31	Sierra de Albarracín	75 a 79	Hombres	192
31	Sierra de Albarracín	80 a 84	Hombres	106
31	Sierra de Albarracín	85 a 90	Hombres	55
31	Sierra de Albarracín	90 ó más	Hombres	29
32	Gúdar-Javalambre	00 a 04	Mujeres	146
32	Gúdar-Javalambre	05 a 09	Mujeres	179
32	Gúdar-Javalambre	10 a 14	Mujeres	157
32	Gúdar-Javalambre	15 a 19	Mujeres	145
32	Gúdar-Javalambre	20 a 24	Mujeres	167
32	Gúdar-Javalambre	25 a 29	Mujeres	212
32	Gúdar-Javalambre	30 a 34	Mujeres	268
32	Gúdar-Javalambre	35 a 39	Mujeres	238
32	Gúdar-Javalambre	40 a 44	Mujeres	222
32	Gúdar-Javalambre	45 a 49	Mujeres	184
32	Gúdar-Javalambre	50 a 54	Mujeres	154
32	Gúdar-Javalambre	55 a 59	Mujeres	194
32	Gúdar-Javalambre	60 a 64	Mujeres	184
32	Gúdar-Javalambre	65 a 69	Mujeres	246
32	Gúdar-Javalambre	70 a 74	Mujeres	306
32	Gúdar-Javalambre	75 a 79	Mujeres	250
32	Gúdar-Javalambre	80 a 84	Mujeres	216
32	Gúdar-Javalambre	85 a 90	Mujeres	115
32	Gúdar-Javalambre	90 ó más	Mujeres	77
32	Gúdar-Javalambre	00 a 04	Hombres	147
32	Gúdar-Javalambre	05 a 09	Hombres	151
32	Gúdar-Javalambre	10 a 14	Hombres	165
32	Gúdar-Javalambre	15 a 19	Hombres	152
32	Gúdar-Javalambre	20 a 24	Hombres	229
32	Gúdar-Javalambre	25 a 29	Hombres	287
32	Gúdar-Javalambre	30 a 34	Hombres	310
32	Gúdar-Javalambre	35 a 39	Hombres	340
32	Gúdar-Javalambre	40 a 44	Hombres	295
32	Gúdar-Javalambre	45 a 49	Hombres	231
32	Gúdar-Javalambre	50 a 54	Hombres	240
32	Gúdar-Javalambre	55 a 59	Hombres	198
32	Gúdar-Javalambre	60 a 64	Hombres	203
32	Gúdar-Javalambre	65 a 69	Hombres	310
32	Gúdar-Javalambre	70 a 74	Hombres	328
32	Gúdar-Javalambre	75 a 79	Hombres	237
32	Gúdar-Javalambre	80 a 84	Hombres	140
32	Gúdar-Javalambre	85 a 90	Hombres	80
32	Gúdar-Javalambre	90 ó más	Hombres	39
33	Matarraña / Matarranya	00 a 04	Mujeres	135
33	Matarraña / Matarranya	05 a 09	Mujeres	156
33	Matarraña / Matarranya	10 a 14	Mujeres	177
33	Matarraña / Matarranya	15 a 19	Mujeres	197
33	Matarraña / Matarranya	20 a 24	Mujeres	212
33	Matarraña / Matarranya	25 a 29	Mujeres	208
33	Matarraña / Matarranya	30 a 34	Mujeres	222
33	Matarraña / Matarranya	35 a 39	Mujeres	284
33	Matarraña / Matarranya	40 a 44	Mujeres	245
33	Matarraña / Matarranya	45 a 49	Mujeres	239
33	Matarraña / Matarranya	50 a 54	Mujeres	235
33	Matarraña / Matarranya	55 a 59	Mujeres	204
33	Matarraña / Matarranya	60 a 64	Mujeres	231
33	Matarraña / Matarranya	65 a 69	Mujeres	325
33	Matarraña / Matarranya	70 a 74	Mujeres	370
33	Matarraña / Matarranya	75 a 79	Mujeres	322
33	Matarraña / Matarranya	80 a 84	Mujeres	233
33	Matarraña / Matarranya	85 a 90	Mujeres	163
33	Matarraña / Matarranya	90 ó más	Mujeres	68
33	Matarraña / Matarranya	00 a 04	Hombres	141
33	Matarraña / Matarranya	05 a 09	Hombres	171
33	Matarraña / Matarranya	10 a 14	Hombres	204
33	Matarraña / Matarranya	15 a 19	Hombres	209
33	Matarraña / Matarranya	20 a 24	Hombres	248
33	Matarraña / Matarranya	25 a 29	Hombres	255
33	Matarraña / Matarranya	30 a 34	Hombres	258
33	Matarraña / Matarranya	35 a 39	Hombres	297
33	Matarraña / Matarranya	40 a 44	Hombres	323
33	Matarraña / Matarranya	45 a 49	Hombres	289
33	Matarraña / Matarranya	50 a 54	Hombres	278
33	Matarraña / Matarranya	55 a 59	Hombres	248
33	Matarraña / Matarranya	60 a 64	Hombres	243
33	Matarraña / Matarranya	65 a 69	Hombres	328
33	Matarraña / Matarranya	70 a 74	Hombres	349
33	Matarraña / Matarranya	75 a 79	Hombres	305
33	Matarraña / Matarranya	80 a 84	Hombres	194
33	Matarraña / Matarranya	85 a 90	Hombres	105
33	Matarraña / Matarranya	90 ó más	Hombres	45
