Comarca código	Comarca nombre	Sexo	Sector actividad	Rama actividad, código	Rama actividad, descripción	Personas residentes viviendas familiares
21	Campo de Cariñena	Mujeres	Industria y energía	04	Textil y calzado	14
21	Campo de Cariñena	Mujeres	Industria y energía	05	Madera y papel	5
21	Campo de Cariñena	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	23
21	Campo de Cariñena	Mujeres	Industria y energía	07	Metal	103
21	Campo de Cariñena	Mujeres	Industria y energía	08	Manufactureras diversas	6
21	Campo de Cariñena	Mujeres	Construcción	09	Construcción	18
21	Campo de Cariñena	Mujeres	Servicios	10	Comercio y reparación	230
21	Campo de Cariñena	Mujeres	Servicios	11	Hostelería	88
21	Campo de Cariñena	Mujeres	Servicios	12	Transporte y comunicaciones	25
21	Campo de Cariñena	Mujeres	Servicios	13	Finanzas y servicios a empresas	83
21	Campo de Cariñena	Mujeres	Servicios	14	Administración pública	99
21	Campo de Cariñena	Mujeres	Servicios	15	Educación	74
21	Campo de Cariñena	Mujeres	Servicios	16	Sanidad	72
21	Campo de Cariñena	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	92
22	Campo de Belchite	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	379
22	Campo de Belchite	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	17
22	Campo de Belchite	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	19
22	Campo de Belchite	Hombres	Industria y energía	04	Textil y calzado	6
22	Campo de Belchite	Hombres	Industria y energía	05	Madera y papel	16
22	Campo de Belchite	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	12
22	Campo de Belchite	Hombres	Industria y energía	07	Metal	248
22	Campo de Belchite	Hombres	Industria y energía	08	Manufactureras diversas	14
22	Campo de Belchite	Hombres	Construcción	09	Construcción	239
22	Campo de Belchite	Hombres	Servicios	10	Comercio y reparación	108
22	Campo de Belchite	Hombres	Servicios	11	Hostelería	36
22	Campo de Belchite	Hombres	Servicios	12	Transporte y comunicaciones	81
22	Campo de Belchite	Hombres	Servicios	13	Finanzas y servicios a empresas	53
22	Campo de Belchite	Hombres	Servicios	14	Administración pública	68
22	Campo de Belchite	Hombres	Servicios	15	Educación	18
22	Campo de Belchite	Hombres	Servicios	16	Sanidad	16
22	Campo de Belchite	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	21
22	Campo de Belchite	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	39
22	Campo de Belchite	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	1
22	Campo de Belchite	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	13
22	Campo de Belchite	Mujeres	Industria y energía	04	Textil y calzado	8
22	Campo de Belchite	Mujeres	Industria y energía	05	Madera y papel	4
22	Campo de Belchite	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	7
22	Campo de Belchite	Mujeres	Industria y energía	07	Metal	211
22	Campo de Belchite	Mujeres	Construcción	09	Construcción	10
22	Campo de Belchite	Mujeres	Servicios	10	Comercio y reparación	102
22	Campo de Belchite	Mujeres	Servicios	11	Hostelería	32
22	Campo de Belchite	Mujeres	Servicios	12	Transporte y comunicaciones	15
22	Campo de Belchite	Mujeres	Servicios	13	Finanzas y servicios a empresas	41
22	Campo de Belchite	Mujeres	Servicios	14	Administración pública	25
22	Campo de Belchite	Mujeres	Servicios	15	Educación	26
22	Campo de Belchite	Mujeres	Servicios	16	Sanidad	41
22	Campo de Belchite	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	30
23	Bajo Martín	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	331
23	Bajo Martín	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	117
23	Bajo Martín	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	59
23	Bajo Martín	Hombres	Industria y energía	04	Textil y calzado	9
23	Bajo Martín	Hombres	Industria y energía	05	Madera y papel	34
23	Bajo Martín	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	132
23	Bajo Martín	Hombres	Industria y energía	07	Metal	106
23	Bajo Martín	Hombres	Industria y energía	08	Manufactureras diversas	17
23	Bajo Martín	Hombres	Construcción	09	Construcción	292
23	Bajo Martín	Hombres	Servicios	10	Comercio y reparación	195
23	Bajo Martín	Hombres	Servicios	11	Hostelería	40
23	Bajo Martín	Hombres	Servicios	12	Transporte y comunicaciones	92
23	Bajo Martín	Hombres	Servicios	13	Finanzas y servicios a empresas	54
23	Bajo Martín	Hombres	Servicios	14	Administración pública	75
23	Bajo Martín	Hombres	Servicios	15	Educación	15
23	Bajo Martín	Hombres	Servicios	16	Sanidad	18
23	Bajo Martín	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	23
23	Bajo Martín	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	59
23	Bajo Martín	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	4
23	Bajo Martín	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	29
23	Bajo Martín	Mujeres	Industria y energía	04	Textil y calzado	124
23	Bajo Martín	Mujeres	Industria y energía	05	Madera y papel	16
23	Bajo Martín	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	47
23	Bajo Martín	Mujeres	Industria y energía	07	Metal	48
23	Bajo Martín	Mujeres	Industria y energía	08	Manufactureras diversas	2
23	Bajo Martín	Mujeres	Construcción	09	Construcción	11
23	Bajo Martín	Mujeres	Servicios	10	Comercio y reparación	165
23	Bajo Martín	Mujeres	Servicios	11	Hostelería	45
23	Bajo Martín	Mujeres	Servicios	12	Transporte y comunicaciones	21
23	Bajo Martín	Mujeres	Servicios	13	Finanzas y servicios a empresas	50
23	Bajo Martín	Mujeres	Servicios	14	Administración pública	47
23	Bajo Martín	Mujeres	Servicios	15	Educación	37
23	Bajo Martín	Mujeres	Servicios	16	Sanidad	45
23	Bajo Martín	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	59
24	Campo de Daroca	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	545
24	Campo de Daroca	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	8
24	Campo de Daroca	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	71
24	Campo de Daroca	Hombres	Industria y energía	04	Textil y calzado	5
24	Campo de Daroca	Hombres	Industria y energía	05	Madera y papel	16
24	Campo de Daroca	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	13
24	Campo de Daroca	Hombres	Industria y energía	07	Metal	107
24	Campo de Daroca	Hombres	Industria y energía	08	Manufactureras diversas	8
24	Campo de Daroca	Hombres	Construcción	09	Construcción	232
24	Campo de Daroca	Hombres	Servicios	10	Comercio y reparación	151
24	Campo de Daroca	Hombres	Servicios	11	Hostelería	45
24	Campo de Daroca	Hombres	Servicios	12	Transporte y comunicaciones	88
24	Campo de Daroca	Hombres	Servicios	13	Finanzas y servicios a empresas	61
24	Campo de Daroca	Hombres	Servicios	14	Administración pública	177
24	Campo de Daroca	Hombres	Servicios	15	Educación	29
24	Campo de Daroca	Hombres	Servicios	16	Sanidad	23
24	Campo de Daroca	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	27
24	Campo de Daroca	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	60
24	Campo de Daroca	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	2
24	Campo de Daroca	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	53
24	Campo de Daroca	Mujeres	Industria y energía	04	Textil y calzado	11
24	Campo de Daroca	Mujeres	Industria y energía	05	Madera y papel	5
24	Campo de Daroca	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	7
24	Campo de Daroca	Mujeres	Industria y energía	07	Metal	27
24	Campo de Daroca	Mujeres	Industria y energía	08	Manufactureras diversas	2
24	Campo de Daroca	Mujeres	Construcción	09	Construcción	11
24	Campo de Daroca	Mujeres	Servicios	10	Comercio y reparación	122
24	Campo de Daroca	Mujeres	Servicios	11	Hostelería	39
24	Campo de Daroca	Mujeres	Servicios	12	Transporte y comunicaciones	20
24	Campo de Daroca	Mujeres	Servicios	13	Finanzas y servicios a empresas	59
24	Campo de Daroca	Mujeres	Servicios	14	Administración pública	88
24	Campo de Daroca	Mujeres	Servicios	15	Educación	54
24	Campo de Daroca	Mujeres	Servicios	16	Sanidad	76
24	Campo de Daroca	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	35
25	Jiloca	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	952
25	Jiloca	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	18
25	Jiloca	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	314
25	Jiloca	Hombres	Industria y energía	04	Textil y calzado	5
25	Jiloca	Hombres	Industria y energía	05	Madera y papel	45
25	Jiloca	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	42
25	Jiloca	Hombres	Industria y energía	07	Metal	289
25	Jiloca	Hombres	Industria y energía	08	Manufactureras diversas	12
25	Jiloca	Hombres	Construcción	09	Construcción	494
25	Jiloca	Hombres	Servicios	10	Comercio y reparación	363
25	Jiloca	Hombres	Servicios	11	Hostelería	97
25	Jiloca	Hombres	Servicios	12	Transporte y comunicaciones	167
25	Jiloca	Hombres	Servicios	13	Finanzas y servicios a empresas	126
25	Jiloca	Hombres	Servicios	14	Administración pública	195
25	Jiloca	Hombres	Servicios	15	Educación	80
25	Jiloca	Hombres	Servicios	16	Sanidad	37
25	Jiloca	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	42
25	Jiloca	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	220
25	Jiloca	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	1
25	Jiloca	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	163
25	Jiloca	Mujeres	Industria y energía	04	Textil y calzado	36
25	Jiloca	Mujeres	Industria y energía	05	Madera y papel	10
25	Jiloca	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	8
25	Jiloca	Mujeres	Industria y energía	07	Metal	39
25	Jiloca	Mujeres	Industria y energía	08	Manufactureras diversas	5
25	Jiloca	Mujeres	Construcción	09	Construcción	22
25	Jiloca	Mujeres	Servicios	10	Comercio y reparación	246
25	Jiloca	Mujeres	Servicios	11	Hostelería	131
25	Jiloca	Mujeres	Servicios	12	Transporte y comunicaciones	30
25	Jiloca	Mujeres	Servicios	13	Finanzas y servicios a empresas	105
25	Jiloca	Mujeres	Servicios	14	Administración pública	133
25	Jiloca	Mujeres	Servicios	15	Educación	133
25	Jiloca	Mujeres	Servicios	16	Sanidad	127
25	Jiloca	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	93
26	Cuencas Mineras	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	287
26	Cuencas Mineras	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	213
26	Cuencas Mineras	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	37
26	Cuencas Mineras	Hombres	Industria y energía	04	Textil y calzado	2
26	Cuencas Mineras	Hombres	Industria y energía	05	Madera y papel	35
26	Cuencas Mineras	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	61
26	Cuencas Mineras	Hombres	Industria y energía	07	Metal	561
26	Cuencas Mineras	Hombres	Industria y energía	08	Manufactureras diversas	30
26	Cuencas Mineras	Hombres	Construcción	09	Construcción	356
26	Cuencas Mineras	Hombres	Servicios	10	Comercio y reparación	128
26	Cuencas Mineras	Hombres	Servicios	11	Hostelería	52
26	Cuencas Mineras	Hombres	Servicios	12	Transporte y comunicaciones	115
26	Cuencas Mineras	Hombres	Servicios	13	Finanzas y servicios a empresas	62
26	Cuencas Mineras	Hombres	Servicios	14	Administración pública	117
26	Cuencas Mineras	Hombres	Servicios	15	Educación	30
26	Cuencas Mineras	Hombres	Servicios	16	Sanidad	24
26	Cuencas Mineras	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	35
26	Cuencas Mineras	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	57
26	Cuencas Mineras	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	12
26	Cuencas Mineras	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	16
26	Cuencas Mineras	Mujeres	Industria y energía	04	Textil y calzado	43
26	Cuencas Mineras	Mujeres	Industria y energía	05	Madera y papel	5
26	Cuencas Mineras	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	6
26	Cuencas Mineras	Mujeres	Industria y energía	07	Metal	118
26	Cuencas Mineras	Mujeres	Industria y energía	08	Manufactureras diversas	3
26	Cuencas Mineras	Mujeres	Construcción	09	Construcción	28
26	Cuencas Mineras	Mujeres	Servicios	10	Comercio y reparación	151
26	Cuencas Mineras	Mujeres	Servicios	11	Hostelería	92
26	Cuencas Mineras	Mujeres	Servicios	12	Transporte y comunicaciones	19
26	Cuencas Mineras	Mujeres	Servicios	13	Finanzas y servicios a empresas	62
26	Cuencas Mineras	Mujeres	Servicios	14	Administración pública	70
26	Cuencas Mineras	Mujeres	Servicios	15	Educación	74
26	Cuencas Mineras	Mujeres	Servicios	16	Sanidad	88
26	Cuencas Mineras	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	47
27	Andorra-Sierra de Arcos	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	196
27	Andorra-Sierra de Arcos	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	623
27	Andorra-Sierra de Arcos	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	29
27	Andorra-Sierra de Arcos	Hombres	Industria y energía	04	Textil y calzado	7
27	Andorra-Sierra de Arcos	Hombres	Industria y energía	05	Madera y papel	14
27	Andorra-Sierra de Arcos	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	76
27	Andorra-Sierra de Arcos	Hombres	Industria y energía	07	Metal	76
27	Andorra-Sierra de Arcos	Hombres	Industria y energía	08	Manufactureras diversas	17
27	Andorra-Sierra de Arcos	Hombres	Construcción	09	Construcción	429
27	Andorra-Sierra de Arcos	Hombres	Servicios	10	Comercio y reparación	230
27	Andorra-Sierra de Arcos	Hombres	Servicios	11	Hostelería	82
27	Andorra-Sierra de Arcos	Hombres	Servicios	12	Transporte y comunicaciones	193
27	Andorra-Sierra de Arcos	Hombres	Servicios	13	Finanzas y servicios a empresas	112
27	Andorra-Sierra de Arcos	Hombres	Servicios	14	Administración pública	87
27	Andorra-Sierra de Arcos	Hombres	Servicios	15	Educación	49
27	Andorra-Sierra de Arcos	Hombres	Servicios	16	Sanidad	34
27	Andorra-Sierra de Arcos	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	31
27	Andorra-Sierra de Arcos	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	30
27	Andorra-Sierra de Arcos	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	44
27	Andorra-Sierra de Arcos	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	20
27	Andorra-Sierra de Arcos	Mujeres	Industria y energía	04	Textil y calzado	15
27	Andorra-Sierra de Arcos	Mujeres	Industria y energía	05	Madera y papel	9
27	Andorra-Sierra de Arcos	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	16
27	Andorra-Sierra de Arcos	Mujeres	Industria y energía	07	Metal	23
27	Andorra-Sierra de Arcos	Mujeres	Industria y energía	08	Manufactureras diversas	2
27	Andorra-Sierra de Arcos	Mujeres	Construcción	09	Construcción	20
27	Andorra-Sierra de Arcos	Mujeres	Servicios	10	Comercio y reparación	242
27	Andorra-Sierra de Arcos	Mujeres	Servicios	11	Hostelería	101
27	Andorra-Sierra de Arcos	Mujeres	Servicios	12	Transporte y comunicaciones	25
27	Andorra-Sierra de Arcos	Mujeres	Servicios	13	Finanzas y servicios a empresas	112
27	Andorra-Sierra de Arcos	Mujeres	Servicios	14	Administración pública	68
27	Andorra-Sierra de Arcos	Mujeres	Servicios	15	Educación	109
27	Andorra-Sierra de Arcos	Mujeres	Servicios	16	Sanidad	81
27	Andorra-Sierra de Arcos	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	95
28	Bajo Aragón	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1031
28	Bajo Aragón	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	298
28	Bajo Aragón	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	158
28	Bajo Aragón	Hombres	Industria y energía	04	Textil y calzado	40
28	Bajo Aragón	Hombres	Industria y energía	05	Madera y papel	81
28	Bajo Aragón	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	446
28	Bajo Aragón	Hombres	Industria y energía	07	Metal	293
28	Bajo Aragón	Hombres	Industria y energía	08	Manufactureras diversas	88
28	Bajo Aragón	Hombres	Construcción	09	Construcción	1515
28	Bajo Aragón	Hombres	Servicios	10	Comercio y reparación	940
28	Bajo Aragón	Hombres	Servicios	11	Hostelería	201
28	Bajo Aragón	Hombres	Servicios	12	Transporte y comunicaciones	432
28	Bajo Aragón	Hombres	Servicios	13	Finanzas y servicios a empresas	332
28	Bajo Aragón	Hombres	Servicios	14	Administración pública	387
28	Bajo Aragón	Hombres	Servicios	15	Educación	172
28	Bajo Aragón	Hombres	Servicios	16	Sanidad	165
28	Bajo Aragón	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	105
28	Bajo Aragón	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	267
28	Bajo Aragón	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	17
28	Bajo Aragón	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	104
28	Bajo Aragón	Mujeres	Industria y energía	04	Textil y calzado	174
28	Bajo Aragón	Mujeres	Industria y energía	05	Madera y papel	18
28	Bajo Aragón	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	89
28	Bajo Aragón	Mujeres	Industria y energía	07	Metal	152
28	Bajo Aragón	Mujeres	Industria y energía	08	Manufactureras diversas	18
28	Bajo Aragón	Mujeres	Construcción	09	Construcción	83
28	Bajo Aragón	Mujeres	Servicios	10	Comercio y reparación	810
28	Bajo Aragón	Mujeres	Servicios	11	Hostelería	262
28	Bajo Aragón	Mujeres	Servicios	12	Transporte y comunicaciones	74
28	Bajo Aragón	Mujeres	Servicios	13	Finanzas y servicios a empresas	289
28	Bajo Aragón	Mujeres	Servicios	14	Administración pública	248
28	Bajo Aragón	Mujeres	Servicios	15	Educación	326
28	Bajo Aragón	Mujeres	Servicios	16	Sanidad	492
28	Bajo Aragón	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	217
29	Comunidad de Teruel	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1075
29	Comunidad de Teruel	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	150
29	Comunidad de Teruel	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	222
29	Comunidad de Teruel	Hombres	Industria y energía	04	Textil y calzado	74
29	Comunidad de Teruel	Hombres	Industria y energía	05	Madera y papel	627
29	Comunidad de Teruel	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	229
29	Comunidad de Teruel	Hombres	Industria y energía	07	Metal	726
29	Comunidad de Teruel	Hombres	Industria y energía	08	Manufactureras diversas	137
29	Comunidad de Teruel	Hombres	Construcción	09	Construcción	1688
29	Comunidad de Teruel	Hombres	Servicios	10	Comercio y reparación	1228
29	Comunidad de Teruel	Hombres	Servicios	11	Hostelería	381
29	Comunidad de Teruel	Hombres	Servicios	12	Transporte y comunicaciones	826
29	Comunidad de Teruel	Hombres	Servicios	13	Finanzas y servicios a empresas	655
29	Comunidad de Teruel	Hombres	Servicios	14	Administración pública	1458
29	Comunidad de Teruel	Hombres	Servicios	15	Educación	486
29	Comunidad de Teruel	Hombres	Servicios	16	Sanidad	394
29	Comunidad de Teruel	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	188
29	Comunidad de Teruel	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	263
29	Comunidad de Teruel	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	31
29	Comunidad de Teruel	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	117
29	Comunidad de Teruel	Mujeres	Industria y energía	04	Textil y calzado	263
29	Comunidad de Teruel	Mujeres	Industria y energía	05	Madera y papel	111
29	Comunidad de Teruel	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	52
29	Comunidad de Teruel	Mujeres	Industria y energía	07	Metal	43
29	Comunidad de Teruel	Mujeres	Industria y energía	08	Manufactureras diversas	18
29	Comunidad de Teruel	Mujeres	Construcción	09	Construcción	84
29	Comunidad de Teruel	Mujeres	Servicios	10	Comercio y reparación	1138
29	Comunidad de Teruel	Mujeres	Servicios	11	Hostelería	475
29	Comunidad de Teruel	Mujeres	Servicios	12	Transporte y comunicaciones	155
29	Comunidad de Teruel	Mujeres	Servicios	13	Finanzas y servicios a empresas	609
29	Comunidad de Teruel	Mujeres	Servicios	14	Administración pública	1070
29	Comunidad de Teruel	Mujeres	Servicios	15	Educación	737
29	Comunidad de Teruel	Mujeres	Servicios	16	Sanidad	1333
29	Comunidad de Teruel	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	454
30	Maestrazgo	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	348
30	Maestrazgo	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	52
30	Maestrazgo	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	31
30	Maestrazgo	Hombres	Industria y energía	04	Textil y calzado	30
30	Maestrazgo	Hombres	Industria y energía	05	Madera y papel	33
30	Maestrazgo	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	15
30	Maestrazgo	Hombres	Industria y energía	07	Metal	16
30	Maestrazgo	Hombres	Industria y energía	08	Manufactureras diversas	12
30	Maestrazgo	Hombres	Construcción	09	Construcción	190
30	Maestrazgo	Hombres	Servicios	10	Comercio y reparación	55
30	Maestrazgo	Hombres	Servicios	11	Hostelería	44
30	Maestrazgo	Hombres	Servicios	12	Transporte y comunicaciones	36
30	Maestrazgo	Hombres	Servicios	13	Finanzas y servicios a empresas	28
30	Maestrazgo	Hombres	Servicios	14	Administración pública	30
30	Maestrazgo	Hombres	Servicios	15	Educación	14
30	Maestrazgo	Hombres	Servicios	16	Sanidad	15
30	Maestrazgo	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	12
30	Maestrazgo	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	75
30	Maestrazgo	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	2
30	Maestrazgo	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	11
30	Maestrazgo	Mujeres	Industria y energía	04	Textil y calzado	66
30	Maestrazgo	Mujeres	Industria y energía	05	Madera y papel	3
30	Maestrazgo	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	4
30	Maestrazgo	Mujeres	Industria y energía	07	Metal	2
30	Maestrazgo	Mujeres	Industria y energía	08	Manufactureras diversas	3
30	Maestrazgo	Mujeres	Construcción	09	Construcción	7
30	Maestrazgo	Mujeres	Servicios	10	Comercio y reparación	51
30	Maestrazgo	Mujeres	Servicios	11	Hostelería	69
30	Maestrazgo	Mujeres	Servicios	12	Transporte y comunicaciones	13
30	Maestrazgo	Mujeres	Servicios	13	Finanzas y servicios a empresas	12
30	Maestrazgo	Mujeres	Servicios	14	Administración pública	24
30	Maestrazgo	Mujeres	Servicios	15	Educación	26
30	Maestrazgo	Mujeres	Servicios	16	Sanidad	19
30	Maestrazgo	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	20
31	Sierra de Albarracín	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	301
31	Sierra de Albarracín	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	8
31	Sierra de Albarracín	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	22
31	Sierra de Albarracín	Hombres	Industria y energía	04	Textil y calzado	3
31	Sierra de Albarracín	Hombres	Industria y energía	05	Madera y papel	131
31	Sierra de Albarracín	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	22
31	Sierra de Albarracín	Hombres	Industria y energía	07	Metal	60
31	Sierra de Albarracín	Hombres	Industria y energía	08	Manufactureras diversas	8
31	Sierra de Albarracín	Hombres	Construcción	09	Construcción	220
31	Sierra de Albarracín	Hombres	Servicios	10	Comercio y reparación	72
31	Sierra de Albarracín	Hombres	Servicios	11	Hostelería	63
31	Sierra de Albarracín	Hombres	Servicios	12	Transporte y comunicaciones	48
31	Sierra de Albarracín	Hombres	Servicios	13	Finanzas y servicios a empresas	36
31	Sierra de Albarracín	Hombres	Servicios	14	Administración pública	123
31	Sierra de Albarracín	Hombres	Servicios	15	Educación	41
31	Sierra de Albarracín	Hombres	Servicios	16	Sanidad	19
31	Sierra de Albarracín	Hombres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	21
31	Sierra de Albarracín	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	62
31	Sierra de Albarracín	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	3
31	Sierra de Albarracín	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	18
31	Sierra de Albarracín	Mujeres	Industria y energía	04	Textil y calzado	1
31	Sierra de Albarracín	Mujeres	Industria y energía	05	Madera y papel	12
31	Sierra de Albarracín	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
31	Sierra de Albarracín	Mujeres	Industria y energía	07	Metal	3
31	Sierra de Albarracín	Mujeres	Industria y energía	08	Manufactureras diversas	1
31	Sierra de Albarracín	Mujeres	Construcción	09	Construcción	16
31	Sierra de Albarracín	Mujeres	Servicios	10	Comercio y reparación	86
31	Sierra de Albarracín	Mujeres	Servicios	11	Hostelería	119
31	Sierra de Albarracín	Mujeres	Servicios	12	Transporte y comunicaciones	13
31	Sierra de Albarracín	Mujeres	Servicios	13	Finanzas y servicios a empresas	25
31	Sierra de Albarracín	Mujeres	Servicios	14	Administración pública	79
31	Sierra de Albarracín	Mujeres	Servicios	15	Educación	39
31	Sierra de Albarracín	Mujeres	Servicios	16	Sanidad	55
31	Sierra de Albarracín	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	36
32	Gúdar-Javalambre	Hombres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	405
32	Gúdar-Javalambre	Hombres	Industria y energía	02	Extractivas, energía, gas y agua	100
32	Gúdar-Javalambre	Hombres	Industria y energía	03	Alimentación, bebidas y tabaco	131
32	Gúdar-Javalambre	Hombres	Industria y energía	04	Textil y calzado	7
32	Gúdar-Javalambre	Hombres	Industria y energía	05	Madera y papel	85
32	Gúdar-Javalambre	Hombres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	66
32	Gúdar-Javalambre	Hombres	Industria y energía	07	Metal	68
32	Gúdar-Javalambre	Hombres	Industria y energía	08	Manufactureras diversas	9
32	Gúdar-Javalambre	Hombres	Construcción	09	Construcción	531
32	Gúdar-Javalambre	Hombres	Servicios	10	Comercio y reparación	143
32	Gúdar-Javalambre	Hombres	Servicios	11	Hostelería	104
