Mes y año	Provincia código	Provincia nombre	Sector código	Sector descripción	Sexo	Nº parados
Septiembre 2011	50	Zaragoza	3	Construcción	Mujeres	968
Septiembre 2011	50	Zaragoza	4	Servicios	Hombres	16221
Septiembre 2011	50	Zaragoza	4	Servicios	Mujeres	26627
Septiembre 2011	50	Zaragoza		Sin empleo anterior	Hombres	1969
Septiembre 2011	50	Zaragoza		Sin empleo anterior	Mujeres	3934
Agosto 2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	738
Agosto 2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	266
Agosto 2011	22	Huesca	2	Industria y energía	Hombres	970
Agosto 2011	22	Huesca	2	Industria y energía	Mujeres	566
Agosto 2011	22	Huesca	3	Construcción	Hombres	2213
Agosto 2011	22	Huesca	3	Construcción	Mujeres	187
Agosto 2011	22	Huesca	4	Servicios	Hombres	2557
Agosto 2011	22	Huesca	4	Servicios	Mujeres	4549
Agosto 2011	22	Huesca		Sin empleo anterior	Hombres	299
Agosto 2011	22	Huesca		Sin empleo anterior	Mujeres	513
Agosto 2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	449
Agosto 2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	123
Agosto 2011	44	Teruel	2	Industria y energía	Hombres	890
Agosto 2011	44	Teruel	2	Industria y energía	Mujeres	472
Agosto 2011	44	Teruel	3	Construcción	Hombres	1587
Agosto 2011	44	Teruel	3	Construcción	Mujeres	121
Agosto 2011	44	Teruel	4	Servicios	Hombres	1663
Agosto 2011	44	Teruel	4	Servicios	Mujeres	2835
Agosto 2011	44	Teruel		Sin empleo anterior	Hombres	186
Agosto 2011	44	Teruel		Sin empleo anterior	Mujeres	333
Agosto 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1883
Agosto 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	657
Agosto 2011	50	Zaragoza	2	Industria y energía	Hombres	5926
Agosto 2011	50	Zaragoza	2	Industria y energía	Mujeres	4251
Agosto 2011	50	Zaragoza	3	Construcción	Hombres	9571
Agosto 2011	50	Zaragoza	3	Construcción	Mujeres	995
Agosto 2011	50	Zaragoza	4	Servicios	Hombres	16019
Agosto 2011	50	Zaragoza	4	Servicios	Mujeres	26189
Agosto 2011	50	Zaragoza		Sin empleo anterior	Hombres	1949
Agosto 2011	50	Zaragoza		Sin empleo anterior	Mujeres	3758
Julio 2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	658
Julio 2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	220
Julio 2011	22	Huesca	2	Industria y energía	Hombres	912
Julio 2011	22	Huesca	2	Industria y energía	Mujeres	550
Julio 2011	22	Huesca	3	Construcción	Hombres	2143
Julio 2011	22	Huesca	3	Construcción	Mujeres	186
Julio 2011	22	Huesca	4	Servicios	Hombres	2510
Julio 2011	22	Huesca	4	Servicios	Mujeres	4415
Julio 2011	22	Huesca		Sin empleo anterior	Hombres	325
Julio 2011	22	Huesca		Sin empleo anterior	Mujeres	530
Julio 2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	416
Julio 2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	126
Julio 2011	44	Teruel	2	Industria y energía	Hombres	895
Julio 2011	44	Teruel	2	Industria y energía	Mujeres	462
Julio 2011	44	Teruel	3	Construcción	Hombres	1551
Julio 2011	44	Teruel	3	Construcción	Mujeres	123
Julio 2011	44	Teruel	4	Servicios	Hombres	1597
Julio 2011	44	Teruel	4	Servicios	Mujeres	2849
Julio 2011	44	Teruel		Sin empleo anterior	Hombres	187
Julio 2011	44	Teruel		Sin empleo anterior	Mujeres	350
Julio 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2214
Julio 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	699
Julio 2011	50	Zaragoza	2	Industria y energía	Hombres	5825
Julio 2011	50	Zaragoza	2	Industria y energía	Mujeres	4269
Julio 2011	50	Zaragoza	3	Construcción	Hombres	9582
Julio 2011	50	Zaragoza	3	Construcción	Mujeres	974
Julio 2011	50	Zaragoza	4	Servicios	Hombres	15798
Julio 2011	50	Zaragoza	4	Servicios	Mujeres	25675
Julio 2011	50	Zaragoza		Sin empleo anterior	Hombres	2016
Julio 2011	50	Zaragoza		Sin empleo anterior	Mujeres	3815
Junio 2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	623
Junio 2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	204
Junio 2011	22	Huesca	2	Industria y energía	Hombres	958
Junio 2011	22	Huesca	2	Industria y energía	Mujeres	524
Junio 2011	22	Huesca	3	Construcción	Hombres	2181
Junio 2011	22	Huesca	3	Construcción	Mujeres	190
Junio 2011	22	Huesca	4	Servicios	Hombres	2653
Junio 2011	22	Huesca	4	Servicios	Mujeres	4583
Junio 2011	22	Huesca		Sin empleo anterior	Hombres	320
Junio 2011	22	Huesca		Sin empleo anterior	Mujeres	542
Junio 2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	375
Junio 2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	123
Junio 2011	44	Teruel	2	Industria y energía	Hombres	900
Junio 2011	44	Teruel	2	Industria y energía	Mujeres	484
Junio 2011	44	Teruel	3	Construcción	Hombres	1534
Junio 2011	44	Teruel	3	Construcción	Mujeres	125
Junio 2011	44	Teruel	4	Servicios	Hombres	1609
Junio 2011	44	Teruel	4	Servicios	Mujeres	3007
Junio 2011	44	Teruel		Sin empleo anterior	Hombres	183
Junio 2011	44	Teruel		Sin empleo anterior	Mujeres	340
Junio 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1813
Junio 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	650
Junio 2011	50	Zaragoza	2	Industria y energía	Hombres	5729
Junio 2011	50	Zaragoza	2	Industria y energía	Mujeres	4316
Junio 2011	50	Zaragoza	3	Construcción	Hombres	9742
Junio 2011	50	Zaragoza	3	Construcción	Mujeres	928
Junio 2011	50	Zaragoza	4	Servicios	Hombres	15394
Junio 2011	50	Zaragoza	4	Servicios	Mujeres	25372
Junio 2011	50	Zaragoza		Sin empleo anterior	Hombres	2000
Junio 2011	50	Zaragoza		Sin empleo anterior	Mujeres	3869
Mayo 2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	565
Mayo 2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	208
Mayo 2011	22	Huesca	2	Industria y energía	Hombres	964
Mayo 2011	22	Huesca	2	Industria y energía	Mujeres	523
Mayo 2011	22	Huesca	3	Construcción	Hombres	2199
Mayo 2011	22	Huesca	3	Construcción	Mujeres	192
Mayo 2011	22	Huesca	4	Servicios	Hombres	2802
Mayo 2011	22	Huesca	4	Servicios	Mujeres	4772
Mayo 2011	22	Huesca		Sin empleo anterior	Hombres	295
Mayo 2011	22	Huesca		Sin empleo anterior	Mujeres	539
Mayo 2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	358
Mayo 2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	112
Mayo 2011	44	Teruel	2	Industria y energía	Hombres	897
Mayo 2011	44	Teruel	2	Industria y energía	Mujeres	481
Mayo 2011	44	Teruel	3	Construcción	Hombres	1524
Mayo 2011	44	Teruel	3	Construcción	Mujeres	117
Mayo 2011	44	Teruel	4	Servicios	Hombres	1633
Mayo 2011	44	Teruel	4	Servicios	Mujeres	3041
Mayo 2011	44	Teruel		Sin empleo anterior	Hombres	154
Mayo 2011	44	Teruel		Sin empleo anterior	Mujeres	332
Mayo 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1624
Mayo 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	587
Mayo 2011	50	Zaragoza	2	Industria y energía	Hombres	6039
Mayo 2011	50	Zaragoza	2	Industria y energía	Mujeres	4429
Mayo 2011	50	Zaragoza	3	Construcción	Hombres	9945
Mayo 2011	50	Zaragoza	3	Construcción	Mujeres	959
Mayo 2011	50	Zaragoza	4	Servicios	Hombres	15811
Mayo 2011	50	Zaragoza	4	Servicios	Mujeres	25574
Mayo 2011	50	Zaragoza		Sin empleo anterior	Hombres	1977
Mayo 2011	50	Zaragoza		Sin empleo anterior	Mujeres	3832
Abril 2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	752
Abril 2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	257
Abril 2011	22	Huesca	2	Industria y energía	Hombres	1051
Abril 2011	22	Huesca	2	Industria y energía	Mujeres	529
Abril 2011	22	Huesca	3	Construcción	Hombres	2431
Abril 2011	22	Huesca	3	Construcción	Mujeres	190
Abril 2011	22	Huesca	4	Servicios	Hombres	2964
Abril 2011	22	Huesca	4	Servicios	Mujeres	4897
Abril 2011	22	Huesca		Sin empleo anterior	Hombres	280
Abril 2011	22	Huesca		Sin empleo anterior	Mujeres	518
Abril 2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	432
Abril 2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	163
Abril 2011	44	Teruel	2	Industria y energía	Hombres	978
Abril 2011	44	Teruel	2	Industria y energía	Mujeres	522
Abril 2011	44	Teruel	3	Construcción	Hombres	1625
Abril 2011	44	Teruel	3	Construcción	Mujeres	132
Abril 2011	44	Teruel	4	Servicios	Hombres	1758
Abril 2011	44	Teruel	4	Servicios	Mujeres	3160
Abril 2011	44	Teruel		Sin empleo anterior	Hombres	179
Abril 2011	44	Teruel		Sin empleo anterior	Mujeres	325
Abril 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2107
Abril 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	728
Abril 2011	50	Zaragoza	2	Industria y energía	Hombres	6452
Abril 2011	50	Zaragoza	2	Industria y energía	Mujeres	4669
Abril 2011	50	Zaragoza	3	Construcción	Hombres	10395
Abril 2011	50	Zaragoza	3	Construcción	Mujeres	1016
Abril 2011	50	Zaragoza	4	Servicios	Hombres	16672
Abril 2011	50	Zaragoza	4	Servicios	Mujeres	26608
Abril 2011	50	Zaragoza		Sin empleo anterior	Hombres	2087
Abril 2011	50	Zaragoza		Sin empleo anterior	Mujeres	3923
Marzo 2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	797
Marzo 2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	291
Marzo 2011	22	Huesca	2	Industria y energía	Hombres	1089
Marzo 2011	22	Huesca	2	Industria y energía	Mujeres	539
Marzo 2011	22	Huesca	3	Construcción	Hombres	2448
Marzo 2011	22	Huesca	3	Construcción	Mujeres	195
Marzo 2011	22	Huesca	4	Servicios	Hombres	2866
Marzo 2011	22	Huesca	4	Servicios	Mujeres	5006
Marzo 2011	22	Huesca		Sin empleo anterior	Hombres	252
Marzo 2011	22	Huesca		Sin empleo anterior	Mujeres	498
Marzo 2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	471
Marzo 2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	179
Marzo 2011	44	Teruel	2	Industria y energía	Hombres	1005
Marzo 2011	44	Teruel	2	Industria y energía	Mujeres	514
Marzo 2011	44	Teruel	3	Construcción	Hombres	1635
Marzo 2011	44	Teruel	3	Construcción	Mujeres	130
Marzo 2011	44	Teruel	4	Servicios	Hombres	1734
Marzo 2011	44	Teruel	4	Servicios	Mujeres	3195
Marzo 2011	44	Teruel		Sin empleo anterior	Hombres	169
Marzo 2011	44	Teruel		Sin empleo anterior	Mujeres	311
Marzo 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2269
Marzo 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	762
Marzo 2011	50	Zaragoza	2	Industria y energía	Hombres	6454
Marzo 2011	50	Zaragoza	2	Industria y energía	Mujeres	4745
Marzo 2011	50	Zaragoza	3	Construcción	Hombres	10384
Marzo 2011	50	Zaragoza	3	Construcción	Mujeres	1039
Marzo 2011	50	Zaragoza	4	Servicios	Hombres	16951
Marzo 2011	50	Zaragoza	4	Servicios	Mujeres	26974
Marzo 2011	50	Zaragoza		Sin empleo anterior	Hombres	2060
Marzo 2011	50	Zaragoza		Sin empleo anterior	Mujeres	3878
Febrero 2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	787
Febrero 2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	287
Febrero 2011	22	Huesca	2	Industria y energía	Hombres	1072
Febrero 2011	22	Huesca	2	Industria y energía	Mujeres	513
Febrero 2011	22	Huesca	3	Construcción	Hombres	2504
Febrero 2011	22	Huesca	3	Construcción	Mujeres	201
Febrero 2011	22	Huesca	4	Servicios	Hombres	2775
Febrero 2011	22	Huesca	4	Servicios	Mujeres	4872
Febrero 2011	22	Huesca		Sin empleo anterior	Hombres	251
Febrero 2011	22	Huesca		Sin empleo anterior	Mujeres	469
Febrero 2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	464
Febrero 2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	173
Febrero 2011	44	Teruel	2	Industria y energía	Hombres	1048
Febrero 2011	44	Teruel	2	Industria y energía	Mujeres	518
Febrero 2011	44	Teruel	3	Construcción	Hombres	1685
Febrero 2011	44	Teruel	3	Construcción	Mujeres	120
Febrero 2011	44	Teruel	4	Servicios	Hombres	1708
Febrero 2011	44	Teruel	4	Servicios	Mujeres	3158
Febrero 2011	44	Teruel		Sin empleo anterior	Hombres	167
Febrero 2011	44	Teruel		Sin empleo anterior	Mujeres	291
Febrero 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2114
Febrero 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	767
Febrero 2011	50	Zaragoza	2	Industria y energía	Hombres	6336
Febrero 2011	50	Zaragoza	2	Industria y energía	Mujeres	4735
Febrero 2011	50	Zaragoza	3	Construcción	Hombres	10403
Febrero 2011	50	Zaragoza	3	Construcción	Mujeres	1037
Febrero 2011	50	Zaragoza	4	Servicios	Hombres	16548
Febrero 2011	50	Zaragoza	4	Servicios	Mujeres	26604
Febrero 2011	50	Zaragoza		Sin empleo anterior	Hombres	1977
Febrero 2011	50	Zaragoza		Sin empleo anterior	Mujeres	3699
Enero 2011	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	759
Enero 2011	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	267
Enero 2011	22	Huesca	2	Industria y energía	Hombres	1080
Enero 2011	22	Huesca	2	Industria y energía	Mujeres	522
Enero 2011	22	Huesca	3	Construcción	Hombres	2484
Enero 2011	22	Huesca	3	Construcción	Mujeres	205
Enero 2011	22	Huesca	4	Servicios	Hombres	2740
Enero 2011	22	Huesca	4	Servicios	Mujeres	4760
Enero 2011	22	Huesca		Sin empleo anterior	Hombres	239
Enero 2011	22	Huesca		Sin empleo anterior	Mujeres	452
Enero 2011	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	478
Enero 2011	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	198
Enero 2011	44	Teruel	2	Industria y energía	Hombres	989
Enero 2011	44	Teruel	2	Industria y energía	Mujeres	508
Enero 2011	44	Teruel	3	Construcción	Hombres	1648
Enero 2011	44	Teruel	3	Construcción	Mujeres	119
Enero 2011	44	Teruel	4	Servicios	Hombres	1639
Enero 2011	44	Teruel	4	Servicios	Mujeres	3157
Enero 2011	44	Teruel		Sin empleo anterior	Hombres	151
Enero 2011	44	Teruel		Sin empleo anterior	Mujeres	273
Enero 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1927
Enero 2011	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	755
Enero 2011	50	Zaragoza	2	Industria y energía	Hombres	6355
Enero 2011	50	Zaragoza	2	Industria y energía	Mujeres	4699
Enero 2011	50	Zaragoza	3	Construcción	Hombres	10338
Enero 2011	50	Zaragoza	3	Construcción	Mujeres	997
Enero 2011	50	Zaragoza	4	Servicios	Hombres	16205
Enero 2011	50	Zaragoza	4	Servicios	Mujeres	25950
Enero 2011	50	Zaragoza		Sin empleo anterior	Hombres	1860
Enero 2011	50	Zaragoza		Sin empleo anterior	Mujeres	3525
Diciembre 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	795
Diciembre 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	294
Diciembre 2010	22	Huesca	2	Industria y energía	Hombres	1057
Diciembre 2010	22	Huesca	2	Industria y energía	Mujeres	513
Diciembre 2010	22	Huesca	3	Construcción	Hombres	2469
Diciembre 2010	22	Huesca	3	Construcción	Mujeres	205
Diciembre 2010	22	Huesca	4	Servicios	Hombres	2623
Diciembre 2010	22	Huesca	4	Servicios	Mujeres	4470
Diciembre 2010	22	Huesca		Sin empleo anterior	Hombres	234
Diciembre 2010	22	Huesca		Sin empleo anterior	Mujeres	427
Diciembre 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	444
Diciembre 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	190
Diciembre 2010	44	Teruel	2	Industria y energía	Hombres	926
Diciembre 2010	44	Teruel	2	Industria y energía	Mujeres	506
Diciembre 2010	44	Teruel	3	Construcción	Hombres	1594
Diciembre 2010	44	Teruel	3	Construcción	Mujeres	108
Diciembre 2010	44	Teruel	4	Servicios	Hombres	1541
Diciembre 2010	44	Teruel	4	Servicios	Mujeres	2970
Diciembre 2010	44	Teruel		Sin empleo anterior	Hombres	153
Diciembre 2010	44	Teruel		Sin empleo anterior	Mujeres	283
Diciembre 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2011
Diciembre 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	786
Diciembre 2010	50	Zaragoza	2	Industria y energía	Hombres	6560
Diciembre 2010	50	Zaragoza	2	Industria y energía	Mujeres	4664
Diciembre 2010	50	Zaragoza	3	Construcción	Hombres	10426
Diciembre 2010	50	Zaragoza	3	Construcción	Mujeres	1011
Diciembre 2010	50	Zaragoza	4	Servicios	Hombres	15822
Diciembre 2010	50	Zaragoza	4	Servicios	Mujeres	24493
Diciembre 2010	50	Zaragoza		Sin empleo anterior	Hombres	1764
Diciembre 2010	50	Zaragoza		Sin empleo anterior	Mujeres	3330
Noviembre 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	860
Noviembre 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	324
Noviembre 2010	22	Huesca	2	Industria y energía	Hombres	943
Noviembre 2010	22	Huesca	2	Industria y energía	Mujeres	493
Noviembre 2010	22	Huesca	3	Construcción	Hombres	2229
Noviembre 2010	22	Huesca	3	Construcción	Mujeres	195
Noviembre 2010	22	Huesca	4	Servicios	Hombres	2735
Noviembre 2010	22	Huesca	4	Servicios	Mujeres	4670
Noviembre 2010	22	Huesca		Sin empleo anterior	Hombres	231
Noviembre 2010	22	Huesca		Sin empleo anterior	Mujeres	438
Noviembre 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	444
Noviembre 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	221
Noviembre 2010	44	Teruel	2	Industria y energía	Hombres	868
Noviembre 2010	44	Teruel	2	Industria y energía	Mujeres	496
Noviembre 2010	44	Teruel	3	Construcción	Hombres	1476
Noviembre 2010	44	Teruel	3	Construcción	Mujeres	109
Noviembre 2010	44	Teruel	4	Servicios	Hombres	1506
Noviembre 2010	44	Teruel	4	Servicios	Mujeres	2964
Noviembre 2010	44	Teruel		Sin empleo anterior	Hombres	155
Noviembre 2010	44	Teruel		Sin empleo anterior	Mujeres	288
Noviembre 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2213
Noviembre 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	760
Noviembre 2010	50	Zaragoza	2	Industria y energía	Hombres	6218
Noviembre 2010	50	Zaragoza	2	Industria y energía	Mujeres	4532
Noviembre 2010	50	Zaragoza	3	Construcción	Hombres	9639
Noviembre 2010	50	Zaragoza	3	Construcción	Mujeres	982
Noviembre 2010	50	Zaragoza	4	Servicios	Hombres	15474
Noviembre 2010	50	Zaragoza	4	Servicios	Mujeres	24839
Noviembre 2010	50	Zaragoza		Sin empleo anterior	Hombres	1799
Noviembre 2010	50	Zaragoza		Sin empleo anterior	Mujeres	3422
Octubre 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	872
Octubre 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	315
Octubre 2010	22	Huesca	2	Industria y energía	Hombres	958
Octubre 2010	22	Huesca	2	Industria y energía	Mujeres	480
Octubre 2010	22	Huesca	3	Construcción	Hombres	2242
Octubre 2010	22	Huesca	3	Construcción	Mujeres	196
Octubre 2010	22	Huesca	4	Servicios	Hombres	2670
Octubre 2010	22	Huesca	4	Servicios	Mujeres	4639
Octubre 2010	22	Huesca		Sin empleo anterior	Hombres	223
Octubre 2010	22	Huesca		Sin empleo anterior	Mujeres	412
Octubre 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	385
Octubre 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	136
Octubre 2010	44	Teruel	2	Industria y energía	Hombres	853
Octubre 2010	44	Teruel	2	Industria y energía	Mujeres	479
Octubre 2010	44	Teruel	3	Construcción	Hombres	1448
Octubre 2010	44	Teruel	3	Construcción	Mujeres	113
Octubre 2010	44	Teruel	4	Servicios	Hombres	1431
Octubre 2010	44	Teruel	4	Servicios	Mujeres	2905
Octubre 2010	44	Teruel		Sin empleo anterior	Hombres	162
Octubre 2010	44	Teruel		Sin empleo anterior	Mujeres	283
Octubre 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	2111
Octubre 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	715
Octubre 2010	50	Zaragoza	2	Industria y energía	Hombres	6153
Octubre 2010	50	Zaragoza	2	Industria y energía	Mujeres	4433
Octubre 2010	50	Zaragoza	3	Construcción	Hombres	9661
Octubre 2010	50	Zaragoza	3	Construcción	Mujeres	969
Octubre 2010	50	Zaragoza	4	Servicios	Hombres	15115
Octubre 2010	50	Zaragoza	4	Servicios	Mujeres	24664
Octubre 2010	50	Zaragoza		Sin empleo anterior	Hombres	1751
Octubre 2010	50	Zaragoza		Sin empleo anterior	Mujeres	3325
Septiembre 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	753
Septiembre 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	254
Septiembre 2010	22	Huesca	2	Industria y energía	Hombres	962
Septiembre 2010	22	Huesca	2	Industria y energía	Mujeres	508
Septiembre 2010	22	Huesca	3	Construcción	Hombres	2305
Septiembre 2010	22	Huesca	3	Construcción	Mujeres	199
Septiembre 2010	22	Huesca	4	Servicios	Hombres	2591
Septiembre 2010	22	Huesca	4	Servicios	Mujeres	4327
Septiembre 2010	22	Huesca		Sin empleo anterior	Hombres	231
Septiembre 2010	22	Huesca		Sin empleo anterior	Mujeres	394
Septiembre 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	357
Septiembre 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	124
Septiembre 2010	44	Teruel	2	Industria y energía	Hombres	870
Septiembre 2010	44	Teruel	2	Industria y energía	Mujeres	478
Septiembre 2010	44	Teruel	3	Construcción	Hombres	1462
Septiembre 2010	44	Teruel	3	Construcción	Mujeres	124
Septiembre 2010	44	Teruel	4	Servicios	Hombres	1333
Septiembre 2010	44	Teruel	4	Servicios	Mujeres	2632
Septiembre 2010	44	Teruel		Sin empleo anterior	Hombres	155
Septiembre 2010	44	Teruel		Sin empleo anterior	Mujeres	268
Septiembre 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1609
Septiembre 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	588
Septiembre 2010	50	Zaragoza	2	Industria y energía	Hombres	6093
Septiembre 2010	50	Zaragoza	2	Industria y energía	Mujeres	4357
Septiembre 2010	50	Zaragoza	3	Construcción	Hombres	9891
Septiembre 2010	50	Zaragoza	3	Construcción	Mujeres	979
Septiembre 2010	50	Zaragoza	4	Servicios	Hombres	14904
Septiembre 2010	50	Zaragoza	4	Servicios	Mujeres	24317
Septiembre 2010	50	Zaragoza		Sin empleo anterior	Hombres	1780
Septiembre 2010	50	Zaragoza		Sin empleo anterior	Mujeres	3249
Agosto 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	554
Agosto 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	195
Agosto 2010	22	Huesca	2	Industria y energía	Hombres	980
Agosto 2010	22	Huesca	2	Industria y energía	Mujeres	517
Agosto 2010	22	Huesca	3	Construcción	Hombres	2393
Agosto 2010	22	Huesca	3	Construcción	Mujeres	203
Agosto 2010	22	Huesca	4	Servicios	Hombres	2362
Agosto 2010	22	Huesca	4	Servicios	Mujeres	4116
Agosto 2010	22	Huesca		Sin empleo anterior	Hombres	233
Agosto 2010	22	Huesca		Sin empleo anterior	Mujeres	377
Agosto 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	378
Agosto 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	124
Agosto 2010	44	Teruel	2	Industria y energía	Hombres	881
Agosto 2010	44	Teruel	2	Industria y energía	Mujeres	471
Agosto 2010	44	Teruel	3	Construcción	Hombres	1481
Agosto 2010	44	Teruel	3	Construcción	Mujeres	119
Agosto 2010	44	Teruel	4	Servicios	Hombres	1332
Agosto 2010	44	Teruel	4	Servicios	Mujeres	2586
Agosto 2010	44	Teruel		Sin empleo anterior	Hombres	161
Agosto 2010	44	Teruel		Sin empleo anterior	Mujeres	282
Agosto 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1505
Agosto 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	571
Agosto 2010	50	Zaragoza	2	Industria y energía	Hombres	6491
Agosto 2010	50	Zaragoza	2	Industria y energía	Mujeres	4569
Agosto 2010	50	Zaragoza	3	Construcción	Hombres	10311
Agosto 2010	50	Zaragoza	3	Construcción	Mujeres	1048
Agosto 2010	50	Zaragoza	4	Servicios	Hombres	15234
Agosto 2010	50	Zaragoza	4	Servicios	Mujeres	24592
Agosto 2010	50	Zaragoza		Sin empleo anterior	Hombres	1730
Agosto 2010	50	Zaragoza		Sin empleo anterior	Mujeres	3107
Julio 2010	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	615
Julio 2010	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	191
Julio 2010	22	Huesca	2	Industria y energía	Hombres	965
Julio 2010	22	Huesca	2	Industria y energía	Mujeres	506
Julio 2010	22	Huesca	3	Construcción	Hombres	2224
Julio 2010	22	Huesca	3	Construcción	Mujeres	193
Julio 2010	22	Huesca	4	Servicios	Hombres	2363
Julio 2010	22	Huesca	4	Servicios	Mujeres	4065
Julio 2010	22	Huesca		Sin empleo anterior	Hombres	248
Julio 2010	22	Huesca		Sin empleo anterior	Mujeres	383
Julio 2010	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	336
Julio 2010	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	115
Julio 2010	44	Teruel	2	Industria y energía	Hombres	897
Julio 2010	44	Teruel	2	Industria y energía	Mujeres	482
Julio 2010	44	Teruel	3	Construcción	Hombres	1471
Julio 2010	44	Teruel	3	Construcción	Mujeres	125
Julio 2010	44	Teruel	4	Servicios	Hombres	1383
Julio 2010	44	Teruel	4	Servicios	Mujeres	2622
Julio 2010	44	Teruel		Sin empleo anterior	Hombres	176
Julio 2010	44	Teruel		Sin empleo anterior	Mujeres	299
Julio 2010	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	1758
