Año	Residencia comarca código	Residencia comarca nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Sexo	Extranjeros
2008	01	La Jacetania	06	Resto de América	319	Guatemala	Mujeres	5
2008	01	La Jacetania	06	Resto de América	323	Nicaragua	Hombres	1
2008	01	La Jacetania	06	Resto de América	323	Nicaragua	Mujeres	2
2008	01	La Jacetania	06	Resto de América	324	Panamá	Hombres	1
2008	01	La Jacetania	06	Resto de América	326	República Dominicana	Hombres	19
2008	01	La Jacetania	06	Resto de América	326	República Dominicana	Mujeres	27
2008	01	La Jacetania	06	Resto de América	340	Argentina	Hombres	54
2008	01	La Jacetania	06	Resto de América	340	Argentina	Mujeres	53
2008	01	La Jacetania	06	Resto de América	341	Bolivia	Hombres	11
2008	01	La Jacetania	06	Resto de América	341	Bolivia	Mujeres	22
2008	01	La Jacetania	06	Resto de América	342	Brasil	Hombres	8
2008	01	La Jacetania	06	Resto de América	342	Brasil	Mujeres	16
2008	01	La Jacetania	06	Resto de América	343	Colombia	Hombres	166
2008	01	La Jacetania	06	Resto de América	343	Colombia	Mujeres	165
2008	01	La Jacetania	06	Resto de América	344	Chile	Hombres	4
2008	01	La Jacetania	06	Resto de América	344	Chile	Mujeres	2
2008	01	La Jacetania	06	Resto de América	345	Ecuador	Hombres	79
2008	01	La Jacetania	06	Resto de América	345	Ecuador	Mujeres	85
2008	01	La Jacetania	06	Resto de América	347	Paraguay	Hombres	1
2008	01	La Jacetania	06	Resto de América	347	Paraguay	Mujeres	15
2008	01	La Jacetania	06	Resto de América	348	Perú	Hombres	7
2008	01	La Jacetania	06	Resto de América	348	Perú	Mujeres	6
2008	01	La Jacetania	06	Resto de América	350	Uruguay	Hombres	34
2008	01	La Jacetania	06	Resto de América	350	Uruguay	Mujeres	40
2008	01	La Jacetania	06	Resto de América	351	Venezuela	Hombres	25
2008	01	La Jacetania	06	Resto de América	351	Venezuela	Mujeres	34
2008	01	La Jacetania	07	Asia	407	China	Hombres	10
2008	01	La Jacetania	07	Asia	407	China	Mujeres	10
2008	01	La Jacetania	07	Asia	415	Japón	Mujeres	1
2008	01	La Jacetania	07	Asia	430	República de Corea	Hombres	1
2008	01	La Jacetania	07	Asia	430	República de Corea	Mujeres	1
2008	01	La Jacetania	07	Asia	435	Tailandia	Mujeres	1
2008	02	Alto Gállego	01	UE-27	102	Austria	Hombres	2
2008	02	Alto Gállego	01	UE-27	104	Bulgaria	Hombres	20
2008	02	Alto Gállego	01	UE-27	104	Bulgaria	Mujeres	13
2008	02	Alto Gállego	01	UE-27	110	Francia	Hombres	17
2008	02	Alto Gállego	01	UE-27	110	Francia	Mujeres	23
2008	02	Alto Gállego	01	UE-27	112	Hungría	Mujeres	1
2008	02	Alto Gállego	01	UE-27	113	Irlanda	Hombres	2
2008	02	Alto Gállego	01	UE-27	113	Irlanda	Mujeres	3
2008	02	Alto Gállego	01	UE-27	115	Italia	Hombres	19
2008	02	Alto Gállego	01	UE-27	115	Italia	Mujeres	12
2008	02	Alto Gállego	01	UE-27	121	Países Bajos	Hombres	6
2008	02	Alto Gállego	01	UE-27	121	Países Bajos	Mujeres	5
2008	02	Alto Gállego	01	UE-27	122	Polonia	Hombres	46
2008	02	Alto Gállego	01	UE-27	122	Polonia	Mujeres	35
2008	02	Alto Gállego	01	UE-27	123	Portugal	Hombres	204
2008	02	Alto Gállego	01	UE-27	123	Portugal	Mujeres	124
2008	02	Alto Gállego	01	UE-27	125	Reino Unido	Hombres	7
2008	02	Alto Gállego	01	UE-27	125	Reino Unido	Mujeres	5
2008	02	Alto Gállego	01	UE-27	126	Alemania	Hombres	10
2008	02	Alto Gállego	01	UE-27	126	Alemania	Mujeres	11
2008	02	Alto Gállego	01	UE-27	128	Rumanía	Hombres	413
2008	02	Alto Gállego	01	UE-27	128	Rumanía	Mujeres	322
2008	02	Alto Gállego	01	UE-27	136	Letonia	Hombres	6
2008	02	Alto Gállego	01	UE-27	136	Letonia	Mujeres	2
2008	02	Alto Gállego	01	UE-27	142	Lituania	Mujeres	2
2008	02	Alto Gállego	01	UE-27	143	República Checa	Hombres	7
2008	02	Alto Gállego	01	UE-27	143	República Checa	Mujeres	4
2008	02	Alto Gállego	01	UE-27	144	Eslovaquia	Hombres	2
2008	02	Alto Gállego	01	UE-27	144	Eslovaquia	Mujeres	2
2008	02	Alto Gállego	02	Resto de Europa	101	Albania	Mujeres	1
2008	02	Alto Gállego	02	Resto de Europa	135	Ucrania	Hombres	26
2008	02	Alto Gállego	02	Resto de Europa	135	Ucrania	Mujeres	17
2008	02	Alto Gállego	02	Resto de Europa	137	Moldova	Hombres	1
2008	02	Alto Gállego	02	Resto de Europa	137	Moldova	Mujeres	2
2008	02	Alto Gállego	02	Resto de Europa	138	Bielorrusia	Mujeres	1
2008	02	Alto Gállego	02	Resto de Europa	139	Georgia	Hombres	4
2008	02	Alto Gállego	02	Resto de Europa	139	Georgia	Mujeres	4
2008	02	Alto Gállego	02	Resto de Europa	154	Rusia	Hombres	2
2008	02	Alto Gállego	02	Resto de Europa	154	Rusia	Mujeres	3
2008	02	Alto Gállego	03	Magreb	203	Argelia	Hombres	34
2008	02	Alto Gállego	03	Magreb	203	Argelia	Mujeres	10
2008	02	Alto Gállego	03	Magreb	228	Marruecos	Hombres	142
2008	02	Alto Gállego	03	Magreb	228	Marruecos	Mujeres	52
2008	02	Alto Gállego	04	Resto de África	202	Angola	Hombres	1
2008	02	Alto Gállego	04	Resto de África	202	Angola	Mujeres	2
2008	02	Alto Gállego	04	Resto de África	207	Cabo Verde	Hombres	1
2008	02	Alto Gállego	04	Resto de África	207	Cabo Verde	Mujeres	1
2008	02	Alto Gállego	04	Resto de África	216	Gambia	Hombres	11
2008	02	Alto Gállego	04	Resto de África	216	Gambia	Mujeres	3
2008	02	Alto Gállego	04	Resto de África	219	Guinea Bissau	Hombres	1
2008	02	Alto Gállego	04	Resto de África	219	Guinea Bissau	Mujeres	1
2008	02	Alto Gállego	04	Resto de África	227	Mali	Hombres	3
2008	02	Alto Gállego	04	Resto de África	241	Sierra Leona	Hombres	1
2008	02	Alto Gállego	05	América del Norte	302	Estados Unidos de América	Hombres	1
2008	02	Alto Gállego	05	América del Norte	302	Estados Unidos de América	Mujeres	1
2008	02	Alto Gállego	06	Resto de América	303	México	Mujeres	1
2008	02	Alto Gállego	06	Resto de América	315	Cuba	Hombres	6
2008	02	Alto Gállego	06	Resto de América	315	Cuba	Mujeres	6
2008	02	Alto Gállego	06	Resto de América	316	Dominica	Mujeres	1
2008	02	Alto Gállego	06	Resto de América	323	Nicaragua	Mujeres	5
2008	02	Alto Gállego	06	Resto de América	326	República Dominicana	Hombres	18
2008	02	Alto Gállego	06	Resto de América	326	República Dominicana	Mujeres	32
2008	02	Alto Gállego	06	Resto de América	340	Argentina	Hombres	45
2008	02	Alto Gállego	06	Resto de América	340	Argentina	Mujeres	51
2008	02	Alto Gállego	06	Resto de América	341	Bolivia	Hombres	3
2008	02	Alto Gállego	06	Resto de América	341	Bolivia	Mujeres	2
2008	02	Alto Gállego	06	Resto de América	342	Brasil	Hombres	9
2008	02	Alto Gállego	06	Resto de América	342	Brasil	Mujeres	8
2008	02	Alto Gállego	06	Resto de América	343	Colombia	Hombres	53
2008	02	Alto Gállego	06	Resto de América	343	Colombia	Mujeres	80
2008	02	Alto Gállego	06	Resto de América	344	Chile	Hombres	3
2008	02	Alto Gállego	06	Resto de América	344	Chile	Mujeres	5
2008	02	Alto Gállego	06	Resto de América	345	Ecuador	Hombres	32
2008	02	Alto Gállego	06	Resto de América	345	Ecuador	Mujeres	30
2008	02	Alto Gállego	06	Resto de América	347	Paraguay	Mujeres	2
2008	02	Alto Gállego	06	Resto de América	348	Perú	Hombres	10
2008	02	Alto Gállego	06	Resto de América	348	Perú	Mujeres	12
2008	02	Alto Gállego	06	Resto de América	350	Uruguay	Hombres	7
2008	02	Alto Gállego	06	Resto de América	350	Uruguay	Mujeres	7
2008	02	Alto Gállego	06	Resto de América	351	Venezuela	Hombres	5
2008	02	Alto Gállego	06	Resto de América	351	Venezuela	Mujeres	6
2008	02	Alto Gállego	07	Asia	407	China	Hombres	3
2008	02	Alto Gállego	07	Asia	407	China	Mujeres	2
2008	02	Alto Gállego	07	Asia	426	Pakistán	Hombres	1
2008	02	Alto Gállego	07	Asia	435	Tailandia	Mujeres	4
2008	02	Alto Gállego	08	Oceanía	501	Australia	Hombres	1
2008	03	Sobrarbe	01	UE-27	102	Austria	Hombres	1
2008	03	Sobrarbe	01	UE-27	103	Bélgica	Hombres	19
2008	03	Sobrarbe	01	UE-27	103	Bélgica	Mujeres	16
2008	03	Sobrarbe	01	UE-27	104	Bulgaria	Hombres	4
2008	03	Sobrarbe	01	UE-27	104	Bulgaria	Mujeres	6
2008	03	Sobrarbe	01	UE-27	109	Finlandia	Mujeres	1
2008	03	Sobrarbe	01	UE-27	110	Francia	Hombres	25
2008	03	Sobrarbe	01	UE-27	110	Francia	Mujeres	22
2008	03	Sobrarbe	01	UE-27	113	Irlanda	Hombres	1
2008	03	Sobrarbe	01	UE-27	113	Irlanda	Mujeres	1
2008	03	Sobrarbe	01	UE-27	115	Italia	Hombres	4
2008	03	Sobrarbe	01	UE-27	115	Italia	Mujeres	3
2008	03	Sobrarbe	01	UE-27	121	Países Bajos	Hombres	9
2008	03	Sobrarbe	01	UE-27	121	Países Bajos	Mujeres	11
2008	03	Sobrarbe	01	UE-27	122	Polonia	Hombres	5
2008	03	Sobrarbe	01	UE-27	123	Portugal	Hombres	43
2008	03	Sobrarbe	01	UE-27	123	Portugal	Mujeres	17
2008	03	Sobrarbe	01	UE-27	125	Reino Unido	Hombres	26
2008	03	Sobrarbe	01	UE-27	125	Reino Unido	Mujeres	19
2008	03	Sobrarbe	01	UE-27	126	Alemania	Hombres	7
2008	03	Sobrarbe	01	UE-27	126	Alemania	Mujeres	10
2008	03	Sobrarbe	01	UE-27	128	Rumanía	Hombres	214
2008	03	Sobrarbe	01	UE-27	128	Rumanía	Mujeres	195
2008	03	Sobrarbe	02	Resto de Europa	132	Suiza	Hombres	1
2008	03	Sobrarbe	02	Resto de Europa	135	Ucrania	Hombres	11
2008	03	Sobrarbe	02	Resto de Europa	135	Ucrania	Mujeres	16
2008	03	Sobrarbe	02	Resto de Europa	137	Moldova	Hombres	2
2008	03	Sobrarbe	02	Resto de Europa	154	Rusia	Mujeres	1
2008	03	Sobrarbe	03	Magreb	203	Argelia	Hombres	1
2008	03	Sobrarbe	03	Magreb	228	Marruecos	Hombres	20
2008	03	Sobrarbe	03	Magreb	228	Marruecos	Mujeres	14
2008	03	Sobrarbe	04	Resto de África	216	Gambia	Hombres	5
2008	03	Sobrarbe	04	Resto de África	218	Guinea	Hombres	1
2008	03	Sobrarbe	04	Resto de África	227	Mali	Hombres	2
2008	03	Sobrarbe	05	América del Norte	302	Estados Unidos de América	Hombres	1
2008	03	Sobrarbe	05	América del Norte	302	Estados Unidos de América	Mujeres	1
2008	03	Sobrarbe	06	Resto de América	315	Cuba	Hombres	5
2008	03	Sobrarbe	06	Resto de América	315	Cuba	Mujeres	6
2008	03	Sobrarbe	06	Resto de América	323	Nicaragua	Hombres	1
2008	03	Sobrarbe	06	Resto de América	323	Nicaragua	Mujeres	9
2008	03	Sobrarbe	06	Resto de América	326	República Dominicana	Hombres	1
2008	03	Sobrarbe	06	Resto de América	326	República Dominicana	Mujeres	3
2008	03	Sobrarbe	06	Resto de América	340	Argentina	Hombres	5
2008	03	Sobrarbe	06	Resto de América	340	Argentina	Mujeres	9
2008	03	Sobrarbe	06	Resto de América	341	Bolivia	Hombres	18
2008	03	Sobrarbe	06	Resto de América	341	Bolivia	Mujeres	11
2008	03	Sobrarbe	06	Resto de América	342	Brasil	Hombres	4
2008	03	Sobrarbe	06	Resto de América	342	Brasil	Mujeres	1
2008	03	Sobrarbe	06	Resto de América	343	Colombia	Hombres	21
2008	03	Sobrarbe	06	Resto de América	343	Colombia	Mujeres	20
2008	03	Sobrarbe	06	Resto de América	344	Chile	Mujeres	1
2008	03	Sobrarbe	06	Resto de América	345	Ecuador	Hombres	13
2008	03	Sobrarbe	06	Resto de América	345	Ecuador	Mujeres	11
2008	03	Sobrarbe	06	Resto de América	347	Paraguay	Hombres	2
2008	03	Sobrarbe	06	Resto de América	347	Paraguay	Mujeres	3
2008	03	Sobrarbe	06	Resto de América	348	Perú	Hombres	2
2008	03	Sobrarbe	06	Resto de América	348	Perú	Mujeres	1
2008	03	Sobrarbe	06	Resto de América	350	Uruguay	Mujeres	1
2008	03	Sobrarbe	06	Resto de América	351	Venezuela	Hombres	3
2008	03	Sobrarbe	06	Resto de América	351	Venezuela	Mujeres	3
2008	03	Sobrarbe	07	Asia	407	China	Hombres	1
2008	03	Sobrarbe	07	Asia	407	China	Mujeres	1
2008	03	Sobrarbe	07	Asia	415	Japón	Hombres	1
2008	03	Sobrarbe	08	Oceanía	501	Australia	Mujeres	1
2008	04	La Ribagorza	01	UE-27	102	Austria	Mujeres	2
2008	04	La Ribagorza	01	UE-27	103	Bélgica	Hombres	7
2008	04	La Ribagorza	01	UE-27	103	Bélgica	Mujeres	13
2008	04	La Ribagorza	01	UE-27	104	Bulgaria	Hombres	6
2008	04	La Ribagorza	01	UE-27	104	Bulgaria	Mujeres	5
2008	04	La Ribagorza	01	UE-27	107	Dinamarca	Hombres	1
2008	04	La Ribagorza	01	UE-27	109	Finlandia	Mujeres	2
2008	04	La Ribagorza	01	UE-27	110	Francia	Hombres	30
2008	04	La Ribagorza	01	UE-27	110	Francia	Mujeres	23
2008	04	La Ribagorza	01	UE-27	112	Hungría	Hombres	1
2008	04	La Ribagorza	01	UE-27	113	Irlanda	Hombres	3
2008	04	La Ribagorza	01	UE-27	113	Irlanda	Mujeres	1
2008	04	La Ribagorza	01	UE-27	115	Italia	Hombres	5
2008	04	La Ribagorza	01	UE-27	115	Italia	Mujeres	2
2008	04	La Ribagorza	01	UE-27	121	Países Bajos	Hombres	22
2008	04	La Ribagorza	01	UE-27	121	Países Bajos	Mujeres	26
2008	04	La Ribagorza	01	UE-27	122	Polonia	Hombres	6
2008	04	La Ribagorza	01	UE-27	122	Polonia	Mujeres	2
2008	04	La Ribagorza	01	UE-27	123	Portugal	Hombres	9
2008	04	La Ribagorza	01	UE-27	123	Portugal	Mujeres	1
2008	04	La Ribagorza	01	UE-27	125	Reino Unido	Hombres	7
2008	04	La Ribagorza	01	UE-27	125	Reino Unido	Mujeres	10
2008	04	La Ribagorza	01	UE-27	126	Alemania	Hombres	25
2008	04	La Ribagorza	01	UE-27	126	Alemania	Mujeres	20
2008	04	La Ribagorza	01	UE-27	128	Rumanía	Hombres	468
2008	04	La Ribagorza	01	UE-27	128	Rumanía	Mujeres	383
2008	04	La Ribagorza	01	UE-27	143	República Checa	Hombres	2
2008	04	La Ribagorza	01	UE-27	144	Eslovaquia	Hombres	4
2008	04	La Ribagorza	01	UE-27	144	Eslovaquia	Mujeres	2
2008	04	La Ribagorza	02	Resto de Europa	101	Albania	Hombres	1
2008	04	La Ribagorza	02	Resto de Europa	120	Noruega	Hombres	1
2008	04	La Ribagorza	02	Resto de Europa	124	Andorra	Mujeres	1
2008	04	La Ribagorza	02	Resto de Europa	132	Suiza	Hombres	3
2008	04	La Ribagorza	02	Resto de Europa	132	Suiza	Mujeres	4
2008	04	La Ribagorza	02	Resto de Europa	135	Ucrania	Hombres	20
2008	04	La Ribagorza	02	Resto de Europa	135	Ucrania	Mujeres	10
2008	04	La Ribagorza	02	Resto de Europa	137	Moldova	Hombres	2
2008	04	La Ribagorza	02	Resto de Europa	154	Rusia	Hombres	3
2008	04	La Ribagorza	02	Resto de Europa	154	Rusia	Mujeres	1
2008	04	La Ribagorza	03	Magreb	203	Argelia	Hombres	2
2008	04	La Ribagorza	03	Magreb	228	Marruecos	Hombres	26
2008	04	La Ribagorza	03	Magreb	228	Marruecos	Mujeres	13
2008	04	La Ribagorza	04	Resto de África	207	Cabo Verde	Hombres	3
2008	04	La Ribagorza	04	Resto de África	227	Mali	Hombres	10
2008	04	La Ribagorza	04	Resto de África	234	Nigeria	Hombres	1
2008	04	La Ribagorza	04	Resto de África	238	Santo Tome y Príncipe	Mujeres	1
2008	04	La Ribagorza	04	Resto de África	239	Senegal	Hombres	1
2008	04	La Ribagorza	05	América del Norte	302	Estados Unidos de América	Hombres	3
2008	04	La Ribagorza	05	América del Norte	302	Estados Unidos de América	Mujeres	3
2008	04	La Ribagorza	06	Resto de América	303	México	Hombres	13
2008	04	La Ribagorza	06	Resto de América	303	México	Mujeres	6
2008	04	La Ribagorza	06	Resto de América	315	Cuba	Hombres	3
2008	04	La Ribagorza	06	Resto de América	315	Cuba	Mujeres	10
2008	04	La Ribagorza	06	Resto de América	323	Nicaragua	Hombres	1
2008	04	La Ribagorza	06	Resto de América	323	Nicaragua	Mujeres	3
2008	04	La Ribagorza	06	Resto de América	324	Panamá	Hombres	1
2008	04	La Ribagorza	06	Resto de América	326	República Dominicana	Hombres	3
2008	04	La Ribagorza	06	Resto de América	326	República Dominicana	Mujeres	4
2008	04	La Ribagorza	06	Resto de América	340	Argentina	Hombres	20
2008	04	La Ribagorza	06	Resto de América	340	Argentina	Mujeres	20
2008	04	La Ribagorza	06	Resto de América	341	Bolivia	Hombres	51
2008	04	La Ribagorza	06	Resto de América	341	Bolivia	Mujeres	79
2008	04	La Ribagorza	06	Resto de América	342	Brasil	Hombres	7
2008	04	La Ribagorza	06	Resto de América	342	Brasil	Mujeres	5
2008	04	La Ribagorza	06	Resto de América	343	Colombia	Hombres	18
2008	04	La Ribagorza	06	Resto de América	343	Colombia	Mujeres	20
2008	04	La Ribagorza	06	Resto de América	344	Chile	Hombres	2
2008	04	La Ribagorza	06	Resto de América	344	Chile	Mujeres	2
2008	04	La Ribagorza	06	Resto de América	345	Ecuador	Hombres	55
2008	04	La Ribagorza	06	Resto de América	345	Ecuador	Mujeres	65
2008	04	La Ribagorza	06	Resto de América	347	Paraguay	Hombres	1
2008	04	La Ribagorza	06	Resto de América	348	Perú	Hombres	14
2008	04	La Ribagorza	06	Resto de América	348	Perú	Mujeres	8
2008	04	La Ribagorza	06	Resto de América	350	Uruguay	Mujeres	1
2008	04	La Ribagorza	06	Resto de América	351	Venezuela	Mujeres	2
2008	04	La Ribagorza	07	Asia	407	China	Mujeres	1
2008	04	La Ribagorza	07	Asia	409	Filipinas	Mujeres	1
2008	04	La Ribagorza	07	Asia	410	India	Mujeres	1
2008	04	La Ribagorza	07	Asia	415	Japón	Hombres	1
2008	04	La Ribagorza	07	Asia	424	Nepal	Hombres	1
2008	04	La Ribagorza	07	Asia	426	Pakistán	Hombres	4
2008	04	La Ribagorza	07	Asia	499	Países sin relaciones diplomáticas	Hombres	6
2008	04	La Ribagorza	07	Asia	499	Países sin relaciones diplomáticas	Mujeres	3
2008	04	La Ribagorza	08	Oceanía	504	Nueva Zelanda	Hombres	1
2008	04	La Ribagorza	08	Oceanía	511	Micronesia	Hombres	5
2008	04	La Ribagorza	08	Oceanía	512	Tuvalu	Hombres	1
2008	04	La Ribagorza	08	Oceanía	515	Nauru	Hombres	1
2008	04	La Ribagorza	08	Oceanía	515	Nauru	Mujeres	2
2008	04	La Ribagorza	08	Oceanía	516	Palaos	Hombres	4
2008	04	La Ribagorza	08	Oceanía	516	Palaos	Mujeres	2
2008	05	Cinco Villas	01	UE-27	103	Bélgica	Mujeres	1
2008	05	Cinco Villas	01	UE-27	104	Bulgaria	Hombres	700
2008	05	Cinco Villas	01	UE-27	104	Bulgaria	Mujeres	582
2008	05	Cinco Villas	01	UE-27	110	Francia	Hombres	12
2008	05	Cinco Villas	01	UE-27	110	Francia	Mujeres	12
2008	05	Cinco Villas	01	UE-27	111	Grecia	Hombres	2
2008	05	Cinco Villas	01	UE-27	115	Italia	Hombres	11
2008	05	Cinco Villas	01	UE-27	115	Italia	Mujeres	7
2008	05	Cinco Villas	01	UE-27	121	Países Bajos	Hombres	1
2008	05	Cinco Villas	01	UE-27	121	Países Bajos	Mujeres	2
2008	05	Cinco Villas	01	UE-27	122	Polonia	Hombres	33
2008	05	Cinco Villas	01	UE-27	122	Polonia	Mujeres	9
2008	05	Cinco Villas	01	UE-27	123	Portugal	Hombres	53
2008	05	Cinco Villas	01	UE-27	123	Portugal	Mujeres	22
2008	05	Cinco Villas	01	UE-27	125	Reino Unido	Hombres	2
2008	05	Cinco Villas	01	UE-27	125	Reino Unido	Mujeres	1
2008	05	Cinco Villas	01	UE-27	126	Alemania	Hombres	5
2008	05	Cinco Villas	01	UE-27	126	Alemania	Mujeres	4
2008	05	Cinco Villas	01	UE-27	128	Rumanía	Hombres	437
2008	05	Cinco Villas	01	UE-27	128	Rumanía	Mujeres	307
2008	05	Cinco Villas	01	UE-27	142	Lituania	Hombres	9
2008	05	Cinco Villas	01	UE-27	142	Lituania	Mujeres	6
2008	05	Cinco Villas	01	UE-27	143	República Checa	Hombres	7
2008	05	Cinco Villas	01	UE-27	143	República Checa	Mujeres	3
2008	05	Cinco Villas	02	Resto de Europa	120	Noruega	Mujeres	1
2008	05	Cinco Villas	02	Resto de Europa	135	Ucrania	Hombres	13
2008	05	Cinco Villas	02	Resto de Europa	135	Ucrania	Mujeres	19
2008	05	Cinco Villas	02	Resto de Europa	137	Moldova	Hombres	4
2008	05	Cinco Villas	02	Resto de Europa	137	Moldova	Mujeres	3
2008	05	Cinco Villas	02	Resto de Europa	145	Bosnia-Herzegovina	Hombres	4
2008	05	Cinco Villas	02	Resto de Europa	145	Bosnia-Herzegovina	Mujeres	11
2008	05	Cinco Villas	02	Resto de Europa	148	Armenia	Hombres	3
2008	05	Cinco Villas	02	Resto de Europa	154	Rusia	Hombres	6
2008	05	Cinco Villas	02	Resto de Europa	154	Rusia	Mujeres	8
2008	05	Cinco Villas	03	Magreb	203	Argelia	Hombres	301
2008	05	Cinco Villas	03	Magreb	203	Argelia	Mujeres	75
2008	05	Cinco Villas	03	Magreb	228	Marruecos	Hombres	194
2008	05	Cinco Villas	03	Magreb	228	Marruecos	Mujeres	70
2008	05	Cinco Villas	03	Magreb	230	Mauritania	Hombres	9
2008	05	Cinco Villas	03	Magreb	230	Mauritania	Mujeres	2
2008	05	Cinco Villas	04	Resto de África	208	Camerún	Mujeres	3
2008	05	Cinco Villas	04	Resto de África	213	Egipto	Hombres	1
2008	05	Cinco Villas	04	Resto de África	216	Gambia	Hombres	4
2008	05	Cinco Villas	04	Resto de África	216	Gambia	Mujeres	2
2008	05	Cinco Villas	04	Resto de África	217	Ghana	Hombres	27
2008	05	Cinco Villas	04	Resto de África	217	Ghana	Mujeres	6
2008	05	Cinco Villas	04	Resto de África	218	Guinea	Hombres	1
2008	05	Cinco Villas	04	Resto de África	218	Guinea	Mujeres	2
2008	05	Cinco Villas	04	Resto de África	220	Guinea Ecuatorial	Hombres	4
2008	05	Cinco Villas	04	Resto de África	220	Guinea Ecuatorial	Mujeres	6
2008	05	Cinco Villas	04	Resto de África	227	Mali	Hombres	9
2008	05	Cinco Villas	04	Resto de África	227	Mali	Mujeres	1
2008	05	Cinco Villas	04	Resto de África	239	Senegal	Hombres	6
2008	05	Cinco Villas	05	América del Norte	302	Estados Unidos de América	Hombres	3
2008	05	Cinco Villas	06	Resto de América	303	México	Mujeres	6
2008	05	Cinco Villas	06	Resto de América	315	Cuba	Hombres	13
2008	05	Cinco Villas	06	Resto de América	315	Cuba	Mujeres	14
2008	05	Cinco Villas	06	Resto de América	316	Dominica	Hombres	2
2008	05	Cinco Villas	06	Resto de América	317	El Salvador	Hombres	17
2008	05	Cinco Villas	06	Resto de América	317	El Salvador	Mujeres	17
2008	05	Cinco Villas	06	Resto de América	321	Honduras	Hombres	1
2008	05	Cinco Villas	06	Resto de América	323	Nicaragua	Hombres	2
2008	05	Cinco Villas	06	Resto de América	323	Nicaragua	Mujeres	13
2008	05	Cinco Villas	06	Resto de América	326	República Dominicana	Hombres	13
2008	05	Cinco Villas	06	Resto de América	326	República Dominicana	Mujeres	45
2008	05	Cinco Villas	06	Resto de América	340	Argentina	Hombres	14
2008	05	Cinco Villas	06	Resto de América	340	Argentina	Mujeres	10
2008	05	Cinco Villas	06	Resto de América	341	Bolivia	Hombres	6
2008	05	Cinco Villas	06	Resto de América	341	Bolivia	Mujeres	9
2008	05	Cinco Villas	06	Resto de América	342	Brasil	Hombres	12
2008	05	Cinco Villas	06	Resto de América	342	Brasil	Mujeres	26
2008	05	Cinco Villas	06	Resto de América	343	Colombia	Hombres	42
2008	05	Cinco Villas	06	Resto de América	343	Colombia	Mujeres	68
2008	05	Cinco Villas	06	Resto de América	344	Chile	Hombres	4
2008	05	Cinco Villas	06	Resto de América	344	Chile	Mujeres	4
2008	05	Cinco Villas	06	Resto de América	345	Ecuador	Hombres	86
2008	05	Cinco Villas	06	Resto de América	345	Ecuador	Mujeres	76
2008	05	Cinco Villas	06	Resto de América	347	Paraguay	Mujeres	2
2008	05	Cinco Villas	06	Resto de América	348	Perú	Hombres	24
2008	05	Cinco Villas	06	Resto de América	348	Perú	Mujeres	19
2008	05	Cinco Villas	06	Resto de América	350	Uruguay	Hombres	1
2008	05	Cinco Villas	06	Resto de América	350	Uruguay	Mujeres	2
2008	05	Cinco Villas	06	Resto de América	351	Venezuela	Hombres	4
2008	05	Cinco Villas	06	Resto de América	351	Venezuela	Mujeres	11
2008	05	Cinco Villas	07	Asia	407	China	Hombres	18
2008	05	Cinco Villas	07	Asia	407	China	Mujeres	10
2008	05	Cinco Villas	07	Asia	426	Pakistán	Hombres	11
2008	05	Cinco Villas	07	Asia	426	Pakistán	Mujeres	7
2008	05	Cinco Villas	07	Asia	443	Kazajstan	Hombres	1
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	102	Austria	Hombres	4
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	102	Austria	Mujeres	1
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	103	Bélgica	Hombres	6
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	103	Bélgica	Mujeres	4
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	104	Bulgaria	Hombres	138
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	104	Bulgaria	Mujeres	130
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	109	Finlandia	Mujeres	1
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	110	Francia	Hombres	58
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	110	Francia	Mujeres	67
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	111	Grecia	Hombres	1
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	111	Grecia	Mujeres	2
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	112	Hungría	Hombres	5
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	112	Hungría	Mujeres	5
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	113	Irlanda	Hombres	2
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	113	Irlanda	Mujeres	1
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	115	Italia	Hombres	44
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	115	Italia	Mujeres	25
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	121	Países Bajos	Hombres	11
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	121	Países Bajos	Mujeres	11
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	122	Polonia	Hombres	37
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	122	Polonia	Mujeres	21
2008	06	Hoya de Huesca / Plana de Uesca	01	UE-27	123	Portugal	Hombres	142
