Año	Residencia provincia código	Residencia provincia nombre	Relación lugar de residencia y nacimiento	Nacimiento CCAA código	Nacimiento CCAA nombre	Edad (grandes grupos)	Sexo	Personas
2010	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	8
2010	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	23
2010	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	525
2010	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	451
2010	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	302
2010	22	Huesca	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	365
2010	22	Huesca	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	747
2010	22	Huesca	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	647
2010	22	Huesca	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	6171
2010	22	Huesca	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	6181
2010	22	Huesca	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	812
2010	22	Huesca	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	1070
2010	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	62
2010	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	67
2010	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	465
2010	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	398
2010	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	116
2010	22	Huesca	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	158
2010	22	Huesca	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	11
2010	22	Huesca	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	10
2010	22	Huesca	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	545
2010	22	Huesca	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	493
2010	22	Huesca	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	213
2010	22	Huesca	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	231
2010	22	Huesca	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	26
2010	22	Huesca	2- Nacidos en otra CA	12	Galicia	0 a 15	Mujeres	20
2010	22	Huesca	2- Nacidos en otra CA	12	Galicia	16 a 64	Hombres	425
2010	22	Huesca	2- Nacidos en otra CA	12	Galicia	16 a 64	Mujeres	311
2010	22	Huesca	2- Nacidos en otra CA	12	Galicia	65 y más	Hombres	91
2010	22	Huesca	2- Nacidos en otra CA	12	Galicia	65 y más	Mujeres	104
2010	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Hombres	103
2010	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Mujeres	107
2010	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Hombres	985
2010	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Mujeres	745
2010	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Hombres	89
2010	22	Huesca	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Mujeres	133
2010	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Hombres	10
2010	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Mujeres	10
2010	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Hombres	85
2010	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Mujeres	94
2010	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Hombres	65
2010	22	Huesca	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Mujeres	68
2010	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Hombres	38
2010	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Mujeres	42
2010	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Hombres	371
2010	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Mujeres	373
2010	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Hombres	87
2010	22	Huesca	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Mujeres	179
2010	22	Huesca	2- Nacidos en otra CA	16	País Vasco	0 a 15	Hombres	39
2010	22	Huesca	2- Nacidos en otra CA	16	País Vasco	0 a 15	Mujeres	43
2010	22	Huesca	2- Nacidos en otra CA	16	País Vasco	16 a 64	Hombres	585
2010	22	Huesca	2- Nacidos en otra CA	16	País Vasco	16 a 64	Mujeres	568
2010	22	Huesca	2- Nacidos en otra CA	16	País Vasco	65 y más	Hombres	69
2010	22	Huesca	2- Nacidos en otra CA	16	País Vasco	65 y más	Mujeres	84
2010	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Hombres	9
2010	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Mujeres	12
2010	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Hombres	128
2010	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Mujeres	124
2010	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Hombres	49
2010	22	Huesca	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Mujeres	80
2010	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Hombres	2
2010	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Mujeres	4
2010	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Hombres	29
2010	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Mujeres	18
2010	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Hombres	9
2010	22	Huesca	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Mujeres	8
2010	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Hombres	3
2010	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Mujeres	5
2010	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Hombres	30
2010	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Mujeres	25
2010	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Hombres	14
2010	22	Huesca	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Mujeres	11
2010	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Hombres	1852
2010	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Mujeres	1764
2010	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Hombres	14036
2010	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Mujeres	10898
2010	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	65 y más	Hombres	316
2010	22	Huesca	3- Nacidos en el extranjero	00	No aplicable	65 y más	Mujeres	409
2010	44	Teruel	1- Nacidos en Aragón	02	Aragón	0 a 15	Hombres	8146
2010	44	Teruel	1- Nacidos en Aragón	02	Aragón	0 a 15	Mujeres	7788
2010	44	Teruel	1- Nacidos en Aragón	02	Aragón	16 a 64	Hombres	33559
2010	44	Teruel	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	29904
2010	44	Teruel	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	13685
2010	44	Teruel	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	16299
2010	44	Teruel	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	55
2010	44	Teruel	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	21
2010	44	Teruel	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	999
2010	44	Teruel	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	862
2010	44	Teruel	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	445
2010	44	Teruel	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	517
2010	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	7
2010	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	4
2010	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	95
2010	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	68
2010	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	19
2010	44	Teruel	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	18
2010	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	10
2010	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	8
2010	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	29
2010	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	32
2010	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	2
2010	44	Teruel	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	2
2010	44	Teruel	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	8
2010	44	Teruel	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	4
2010	44	Teruel	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	24
2010	44	Teruel	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	26
2010	44	Teruel	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	4
2010	44	Teruel	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	4
2010	44	Teruel	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	1
2010	44	Teruel	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	1
2010	44	Teruel	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	27
2010	44	Teruel	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	26
2010	44	Teruel	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	10
2010	44	Teruel	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	7
2010	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	11
2010	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	13
2010	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	389
2010	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	331
2010	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	135
2010	44	Teruel	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	159
2010	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	24
2010	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	26
2010	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	527
2010	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	485
2010	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	293
2010	44	Teruel	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	379
2010	44	Teruel	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	233
2010	44	Teruel	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	224
2010	44	Teruel	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	1943
2010	44	Teruel	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	1979
2010	44	Teruel	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	273
2010	44	Teruel	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	336
2010	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	186
2010	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	166
2010	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	1540
2010	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	1448
2010	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	442
2010	44	Teruel	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	496
2010	44	Teruel	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	5
2010	44	Teruel	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	6
2010	44	Teruel	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	188
2010	44	Teruel	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	119
2010	44	Teruel	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	79
2010	44	Teruel	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	74
2010	44	Teruel	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	7
2010	44	Teruel	2- Nacidos en otra CA	12	Galicia	0 a 15	Mujeres	8
2010	44	Teruel	2- Nacidos en otra CA	12	Galicia	16 a 64	Hombres	175
2010	44	Teruel	2- Nacidos en otra CA	12	Galicia	16 a 64	Mujeres	112
2010	44	Teruel	2- Nacidos en otra CA	12	Galicia	65 y más	Hombres	46
2010	44	Teruel	2- Nacidos en otra CA	12	Galicia	65 y más	Mujeres	45
2010	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Hombres	32
2010	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Mujeres	41
2010	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Hombres	355
2010	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Mujeres	349
2010	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Hombres	46
2010	44	Teruel	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Mujeres	56
2010	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Hombres	6
2010	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Mujeres	4
2010	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Hombres	47
2010	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Mujeres	48
2010	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Hombres	38
2010	44	Teruel	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Mujeres	24
2010	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Hombres	4
2010	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Mujeres	8
2010	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Hombres	53
2010	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Mujeres	52
2010	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Hombres	14
2010	44	Teruel	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Mujeres	41
2010	44	Teruel	2- Nacidos en otra CA	16	País Vasco	0 a 15	Hombres	3
2010	44	Teruel	2- Nacidos en otra CA	16	País Vasco	0 a 15	Mujeres	5
2010	44	Teruel	2- Nacidos en otra CA	16	País Vasco	16 a 64	Hombres	121
2010	44	Teruel	2- Nacidos en otra CA	16	País Vasco	16 a 64	Mujeres	117
2010	44	Teruel	2- Nacidos en otra CA	16	País Vasco	65 y más	Hombres	12
2010	44	Teruel	2- Nacidos en otra CA	16	País Vasco	65 y más	Mujeres	23
2010	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Hombres	4
2010	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Mujeres	2
2010	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Hombres	45
2010	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Mujeres	49
2010	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Hombres	10
2010	44	Teruel	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Mujeres	19
2010	44	Teruel	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Hombres	2
2010	44	Teruel	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Hombres	6
2010	44	Teruel	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Mujeres	2
2010	44	Teruel	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Hombres	4
2010	44	Teruel	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Mujeres	1
2010	44	Teruel	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Mujeres	1
2010	44	Teruel	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Hombres	17
2010	44	Teruel	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Mujeres	8
2010	44	Teruel	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Hombres	4
2010	44	Teruel	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Mujeres	4
2010	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Hombres	1422
2010	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Mujeres	1263
2010	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Hombres	8560
2010	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Mujeres	6436
2010	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	65 y más	Hombres	137
2010	44	Teruel	3- Nacidos en el extranjero	00	No aplicable	65 y más	Mujeres	164
2010	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	0 a 15	Hombres	63024
2010	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	0 a 15	Mujeres	59049
2010	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	16 a 64	Hombres	221307
2010	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	215751
2010	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	59230
2010	50	Zaragoza	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	79676
2010	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	248
2010	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	215
2010	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	5993
2010	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	5880
2010	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	2427
2010	50	Zaragoza	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	3106
2010	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	49
2010	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	51
2010	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	808
2010	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	744
2010	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	179
2010	50	Zaragoza	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	276
2010	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	63
2010	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	60
2010	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	298
2010	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	290
2010	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	44
2010	50	Zaragoza	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	45
2010	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	79
2010	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	86
2010	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	425
2010	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	428
2010	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	37
2010	50	Zaragoza	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	70
2010	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	20
2010	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	30
2010	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	538
2010	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	595
2010	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	181
2010	50	Zaragoza	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	318
2010	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	232
2010	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	190
2010	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	9173
2010	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	9804
2010	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	5508
2010	50	Zaragoza	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	7577
2010	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	85
2010	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	82
2010	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	3377
2010	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	3446
2010	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	2317
2010	50	Zaragoza	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	2973
2010	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	631
2010	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	600
2010	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	7159
2010	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	7033
2010	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	1107
2010	50	Zaragoza	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	1565
2010	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	223
2010	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	239
2010	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	1958
2010	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	1963
2010	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	551
2010	50	Zaragoza	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	749
2010	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	46
2010	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	28
2010	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	2135
2010	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	2082
2010	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	837
2010	50	Zaragoza	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	1053
2010	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	79
2010	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	0 a 15	Mujeres	60
2010	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	16 a 64	Hombres	1359
2010	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	16 a 64	Mujeres	1271
2010	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	65 y más	Hombres	438
2010	50	Zaragoza	2- Nacidos en otra CA	12	Galicia	65 y más	Mujeres	561
2010	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Hombres	465
2010	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Mujeres	417
2010	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Hombres	4280
2010	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Mujeres	4025
2010	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Hombres	875
2010	50	Zaragoza	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Mujeres	1262
2010	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Hombres	55
2010	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Mujeres	46
2010	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Hombres	506
2010	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Mujeres	476
2010	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Hombres	197
2010	50	Zaragoza	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Mujeres	226
2010	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Hombres	247
2010	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Mujeres	278
2010	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Hombres	3084
2010	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Mujeres	3538
2010	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Hombres	941
2010	50	Zaragoza	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Mujeres	1864
2010	50	Zaragoza	2- Nacidos en otra CA	16	País Vasco	0 a 15	Hombres	137
2010	50	Zaragoza	2- Nacidos en otra CA	16	País Vasco	0 a 15	Mujeres	110
2010	50	Zaragoza	2- Nacidos en otra CA	16	País Vasco	16 a 64	Hombres	2838
