Año	Municipio código	Municipio nombre	Rústico, parcelas	Rústico, subparcelas	Rústico, superficie	Rústico, valor catastral
2011	50024	Almonacid de la Sierra	4715	5882	5411,46	14459,31
2011	50025	Almunia de Doña Godina (La)	4915	5825	5227,14	42263,74
2011	50026	Alpartir	3370	3604	3281,28	5282,03
2011	50027	Ambel	6406	7343	6102,41	1471,18
2011	50028	Anento	1435	2689	2178,13	805,63
2011	50029	Aniñón	4664	5819	5239,21	3849,38
2011	50030	Añón de Moncayo	5603	6604	6458,25	1034,67
2011	50031	Aranda de Moncayo	4664	5598	9090,11	2894,05
2011	50032	Arándiga	4681	5745	4920,6	1941,02
2011	50033	Ardisa	817	1739	2717,1	933,56
2011	50034	Ariza	9354	13051	10332,39	3146,55
2011	50035	Artieda	614	746	1320,35	618,98
2011	50036	Asín	859	1719	1865,29	687,05
2011	50037	Atea	2741	3775	3397,61	1077,83
2011	50038	Ateca	5098	7000	8442,36	6252,58
2011	50039	Azuara	8407	10869	16442,51	7726,42
2011	50040	Badules	1354	1701	1974,89	777,85
2011	50041	Bagüés	898	1388	3071,28	543,39
2011	50042	Balconchán	1166	1571	1929,59	312,11
2011	50043	Bárboles	1677	1849	1560,73	4681,75
2011	50044	Bardallur	2611	2809	2715,85	2469,59
2011	50045	Belchite	11447	15989	27439,53	10764,06
2011	50046	Belmonte de Gracián	3484	3913	4271,42	1507,12
2011	50047	Berdejo	1775	2044	2044,14	237,33
2011	50048	Berrueco	1029	1221	1980,91	305,17
2011	50050	Bijuesca	5117	6168	5689,38	1171,91
2011	50051	Biota	9142	11039	12836,31	11151,9
2011	50052	Bisimbre	1350	1464	1083,33	1004,34
2011	50053	Boquiñeni	4018	4194	1892,64	3896,6
2011	50054	Bordalba	5057	5647	4128,06	1227,23
2011	50055	Borja	11763	14587	10574,02	7299,46
2011	50056	Botorrita	1430	1923	1981,39	1562,41
2011	50057	Brea de Aragón	1692	2029	1302,97	359,57
2011	50058	Bubierca	1421	1681	2912,35	961,72
2011	50059	Bujaraloz	2208	2855	12014,49	7607,12
2011	50060	Bulbuente	4443	5161	2537,76	1146,93
2011	50061	Bureta	3307	3545	1196,21	722,92
2011	50062	Burgo de Ebro (El)	3052	3791	2276,86	5408,57
2011	50063	Buste (El)	1806	2095	761,34	160,75
2011	50064	Cabañas de Ebro	1784	1926	879,17	2982,96
2011	50065	Cabolafuente	1915	4436	3890,88	977,42
2011	50066	Cadrete	1007	1815	915,13	6338,39
2011	50067	Calatayud	10061	14679	15103,4	9614,94
2011	50068	Calatorao	4613	5795	4379,22	19432,67
2011	50069	Calcena	3865	4261	6462	255,67
2011	50070	Calmarza	1959	2858	2895,56	567,12
2011	50071	Campillo de Aragón	2752	3504	3634,47	856,48
2011	50072	Carenas	2196	2768	3116,41	634,38
2011	50073	Cariñena	5453	6063	8104,23	9933,2
2011	50074	Caspe	30241	50396	50167,68	40051,92
2011	50075	Castejón de Alarba	1682	2145	1738,61	755,91
2011	50076	Castejón de las Armas	2018	2404	1632,94	617,17
2011	50077	Castejón de Valdejasa	1778	3939	10947,01	3492,03
2011	50078	Castiliscar	3068	4055	4005,96	4507,8
2011	50079	Cervera de la Cañada	3482	4309	2958,91	1539,79
2011	50080	Cerveruela	2263	2310	2335,17	276,47
2011	50081	Cetina	11304	13706	7866,21	4327,03
2011	50082	Cimballa	2081	2438	3229,18	812,31
2011	50083	Cinco Olivas	576	603	210,07	458,98
2011	50084	Clarés de Ribota	2973	3521	1889,09	488,89
2011	50085	Codo	2480	2931	1136,36	849,14
2011	50086	Codos	5792	6453	6247,88	1293
2011	50087	Contamina	2270	2911	1396,35	735,54
2011	50088	Cosuenda	2878	3504	3135,28	2772,54
2011	50089	Cuarte de Huerva	309	490	377,76	970,06
2011	50090	Cubel	2676	4790	5820,71	1421,09
2011	50091	Cuerlas (Las)	2716	3647	3244,45	1032,54
2011	50092	Chiprana	1651	2162	3826,13	6279,79
2011	50093	Chodes	2162	2486	1607,83	1235,55
2011	50094	Daroca	5459	7579	5062,32	18761,53
2011	50095	Ejea de los Caballeros	20301	31856	60419,27	101523,51
2011	50096	Embid de Ariza	4550	5391	4082,69	952,9
2011	50098	Encinacorba	4043	4881	3698,51	872,88
2011	50099	Épila	10640	13267	19123,12	22875,28
2011	50100	Erla	967	1278	1952,78	2745,62
2011	50101	Escatrón	4995	6734	9215,9	3086,27
2011	50102	Fabara	8444	11953	10125,05	5447,72
2011	50104	Farlete	3871	6106	10378,91	2853,53
2011	50105	Fayón	2506	4668	6651,13	2533,66
2011	50106	Fayos (Los)	643	743	347,86	213,35
2011	50107	Figueruelas	2602	2713	1614,92	4332,36
2011	50108	Fombuena	1644	1927	2625,78	207,86
2011	50109	Frago (El)	896	1639	3426,47	590,65
2011	50110	Frasno (El)	5834	6986	4819,87	3496,93
2011	50111	Fréscano	2224	2386	1861,03	2338,18
2011	50113	Fuendejalón	7945	9112	7663	3796,55
2011	50114	Fuendetodos	2897	3891	6154,42	2188,92
2011	50115	Fuentes de Ebro	8924	11182	14198,19	10485,49
2011	50116	Fuentes de Jiloca	1735	2076	2738,35	1647,12
2011	50117	Gallocanta	2265	2550	2936,27	655,79
2011	50118	Gallur	3240	3657	4097,51	9586,18
2011	50119	Gelsa	4026	5270	7149,52	10772,48
2011	50120	Godojos	1695	2413	1655,12	359,83
2011	50121	Gotor	3747	4132	1551,61	728,95
2011	50122	Grisel	2410	2865	1453,08	871,82
2011	50123	Grisén	887	923	450,37	2057,65
2011	50124	Herrera de los Navarros	6697	8032	10461,63	3277,44
2011	50125	Ibdes	4946	5907	5549,13	4015,26
2011	50126	Illueca	3382	4269	2353,9	3095,88
2011	50128	Isuerre	938	1579	2028,29	487,02
2011	50129	Jaraba	3162	3854	4231,53	1055,59
2011	50130	Jarque de Moncayo	5235	6302	4344,03	1493,43
2011	50131	Jaulín	1942	3112	4609,18	1418,24
2011	50132	Joyosa (La)	368	382	497,46	1950,46
2011	50133	Lagata	3051	3228	2335,47	2085,86
2011	50134	Langa del Castillo	3255	4343	5084,7	3212,46
2011	50135	Layana	615	735	378,05	603,15
2011	50136	Lécera	7562	9303	10884,3	6386,56
2011	50137	Leciñena	7288	11501	17790,33	5803,6
2011	50138	Lechón	991	1509	1742,22	900,68
2011	50139	Letux	5016	5217	2959,51	2963,53
2011	50140	Litago	4327	5222	1548,85	1362,37
2011	50141	Lituénigo	3213	3442	1185,66	761,97
2011	50142	Lobera de Onsella	2521	3234	3177,62	398,94
2011	50143	Longares	3532	3998	4631,05	3143,29
2011	50144	Longás	990	1206	4868,88	547,39
2011	50146	Lucena de Jalón	865	1082	1027,76	4260,32
2011	50147	Luceni	2968	3235	2577,66	5732,3
2011	50148	Luesia	2188	5421	12594,75	2919,15
2011	50149	Luesma	2750	3389	2929,75	353,47
2011	50150	Lumpiaque	3898	4739	2922,71	3060,94
2011	50151	Luna	7921	15228	30676,4	21880,28
2011	50152	Maella	12822	18041	17444,97	18297,27
2011	50153	Magallón	6054	7911	7807,11	4258,37
2011	50154	Mainar	1309	2051	3380,69	1391,03
2011	50155	Malanquilla	2050	2297	3617,02	654,17
2011	50156	Maleján	36	50	2,43	5,97
2011	50157	Malón	2175	2331	561,41	1203,96
2011	50159	Maluenda	4186	5428	4021,16	2725,89
2011	50160	Mallén	4976	5284	3720,72	8067,47
2011	50161	Manchones	2341	3232	2615,13	972,7
2011	50162	Mara	2730	3330	2047,5	1563,71
2011	50163	María de Huerva	3797	5035	10652,61	2631,29
2011	50164	Mediana de Aragón	3929	4933	9124,66	2205,83
2011	50165	Mequinenza	10546	18140	30663,04	9065,87
2011	50166	Mesones de Isuela	2925	4102	4851,11	1295,24
2011	50167	Mezalocha	3002	3726	6067,87	4414,14
2011	50168	Mianos	953	1276	1516,32	725,25
2011	50169	Miedes de Aragón	3458	5350	5543,61	2133,11
2011	50170	Monegrillo	2791	8713	18291,14	7195,31
2011	50171	Moneva	4284	5474	6105,94	1058,17
2011	50172	Monreal de Ariza	5598	8276	6201,95	3225,6
2011	50173	Monterde	2823	3549	5609,2	2862,55
2011	50174	Montón	1953	2365	1722,57	1171,96
2011	50175	Morata de Jalón	6432	7876	4575,73	1829,44
2011	50176	Morata de Jiloca	1797	2713	2310,34	1593,79
2011	50177	Morés	3161	3429	2104,86	918,84
2011	50178	Moros	5493	6809	5341,25	4153,01
2011	50179	Moyuela	6468	7440	4288,82	1473,29
2011	50180	Mozota	1110	1518	856,52	541,57
2011	50181	Muel	3747	5179	7791,43	3362,07
2011	50182	Muela (La)	4901	8266	13916,07	4038,05
2011	50183	Munébrega	4078	5714	4117,21	2545,9
2011	50184	Murero	2048	2669	1813,05	663,87
2011	50185	Murillo de Gállego	1983	3100	5469,73	810,33
2011	50186	Navardún	820	1411	2422,47	1391,46
2011	50187	Nigüella	1482	2281	3064,51	744,25
2011	50188	Nombrevilla	831	1411	1760,83	681,96
2011	50189	Nonaspe	7233	9741	11028,32	3852,95
2011	50190	Novallas	3770	4020	1157,54	2926,45
2011	50191	Novillas	3697	3856	2552,02	9780,57
2011	50192	Nuévalos	1455	1878	4112,45	2760,61
2011	50193	Nuez de Ebro	775	1016	611,41	3084,68
2011	50194	Olvés	2427	2851	2040,73	800,23
2011	50195	Orcajo	2155	2907	2832,63	383,84
2011	50196	Orera	1638	1949	1960,45	498,61
2011	50197	Orés	1835	3204	5107,7	1075,25
2011	50198	Oseja	1054	1226	1262,2	111,12
2011	50199	Osera de Ebro	1088	1455	2434	5742,8
2011	50200	Paniza	4697	5638	4676,88	1693,78
2011	50201	Paracuellos de Jiloca	3450	4410	3149,68	2164,29
2011	50202	Paracuellos de la Ribera	2070	2474	1521,09	1032,87
2011	50203	Pastriz	1121	1257	1625,77	5443,5
2011	50204	Pedrola	7142	7974	10971,36	8792,11
2011	50205	Pedrosas (Las)	1002	1520	1814,79	1170,02
2011	50206	Perdiguera	2609	5425	11023,24	3581,22
2011	50207	Piedratajada	570	1314	2285,28	1783,22
2011	50208	Pina de Ebro	7779	13260	30875,61	24329,84
2011	50209	Pinseque	2493	2649	1521,49	4609,51
2011	50210	Pintanos (Los)	2481	4798	7970,41	1112,08
2011	50211	Plasencia de Jalón	2195	2817	3525,82	2971,53
2011	50212	Pleitas	521	545	217,66	982,95
2011	50213	Plenas	4651	5194	3775,1	1078,91
2011	50214	Pomer	3141	3276	3309,38	268,58
2011	50215	Pozuel de Ariza	2184	2778	2242,77	546,63
2011	50216	Pozuelo de Aragón	3079	3517	3219,54	1316,02
2011	50217	Pradilla de Ebro	1651	1968	2568,39	2778,31
2011	50218	Puebla de Albortón	2867	3780	7420,84	1441,49
2011	50219	Puebla de Alfindén (La)	1219	1632	1267,09	7084,8
2011	50220	Puendeluna	721	1315	965,14	473,15
2011	50221	Purujosa	2110	2298	3513,59	224,78
2011	50222	Quinto	2695	5573	11731,16	28927,58
2011	50223	Remolinos	1160	1323	1785,67	1847,88
2011	50224	Retascón	1320	1549	2509,09	1095,76
2011	50225	Ricla	3197	5122	8971,36	32695,69
2011	50227	Romanos	1680	2057	1934,52	1029,43
2011	50228	Rueda de Jalón	4206	7046	10500,62	7861
2011	50229	Ruesca	754	1023	1168,59	397,11
2011	50230	Sádaba	5692	8577	12825,95	27371,85
2011	50231	Salillas de Jalón	399	481	226,81	1107,54
2011	50232	Salvatierra de Esca	1853	2684	8181,68	1845,45
2011	50233	Samper del Salz	1871	2395	1185,36	550,66
2011	50234	San Martín de la Virgen de Moncayo	1720	1846	507,22	285,9
2011	50235	San Mateo de Gállego	3928	4642	6899,12	5000,85
2011	50236	Santa Cruz de Grío	3236	3745	1952,17	431,27
2011	50237	Santa Cruz de Moncayo	1344	1637	378,74	1932,77
2011	50238	Santa Eulalia de Gállego	1323	2394	2984,91	1321,23
2011	50239	Santed	1425	1778	1800,79	492,49
2011	50240	Sástago	6722	9239	30234,81	16106,98
2011	50241	Saviñán	2238	2844	1528,26	2071,16
2011	50242	Sediles	1629	1969	1155,63	178,48
2011	50243	Sestrica	4018	4632	4008,42	826,43
2011	50244	Sierra de Luna	1594	2626	4357,98	2562,72
2011	50245	Sigüés	1601	3304	10249,77	1342,67
2011	50246	Sisamón	3733	4331	4175,63	889,22
2011	50247	Sobradiel	887	1089	1063,85	4744,01
2011	50248	Sos del Rey Católico	8589	12888	21626,61	14158,3
2011	50249	Tabuenca	5763	7230	8469,34	1386,53
2011	50250	Talamantes	3303	3682	4706,78	441,63
2011	50251	Tarazona	18278	24787	24373,91	16900,22
2011	50252	Tauste	13554	18329	39642,35	107425,72
2011	50253	Terrer	3419	3978	3335,59	7377,01
2011	50254	Tierga	2391	5130	6686,42	1426,49
2011	50255	Tobed	3139	3332	3287,42	1113
2011	50256	Torralba de los Frailes	3831	5319	5906,79	1258,32
2011	50257	Torralba de Ribota	3262	3822	3273,22	1060,03
2011	50258	Torralbilla	1934	2144	2588,73	1420,26
2011	50259	Torrehermosa	911	1232	2154,99	987,6
2011	50260	Torrelapaja	1137	1383	1479,63	388,19
2011	50261	Torrellas	1182	1223	275,18	2552,64
2011	50262	Torres de Berrellén	2609	3388	5352,99	10857,16
2011	50263	Torrijo de la Cañada	6265	7581	7406,87	2553,48
2011	50264	Tosos	2667	3603	6956,42	1878,94
2011	50265	Trasmoz	3372	3643	1797,47	1207,21
2011	50266	Trasobares	4121	4969	7131,11	2013,9
2011	50267	Uncastillo	4568	10578	23482,41	9877,5
2011	50268	Undués de Lerda	999	1828	4322,92	744,8
2011	50269	Urrea de Jalón	2687	2815	2589,83	2581,3
2011	50270	Urriés	1994	2984	3765,64	927,26
2011	50271	Used	6026	7381	8499,07	3284,92
2011	50272	Utebo	2167	2392	1390,84	4651,33
2011	50273	Valdehorna	1124	1720	802,16	217,62
2011	50274	Val de San Martín	1567	2654	2552,31	677,52
2011	50275	Valmadrid	1453	2225	5045,84	617,46
2011	50276	Valpalmas	1373	3246	4069,22	2136,17
2011	50277	Valtorres	435	559	328,89	71,68
2011	50278	Velilla de Ebro	2633	3425	5975,02	4729,4
2011	50279	Velilla de Jiloca	1101	1327	1067,21	1216,25
2011	50280	Vera de Moncayo	5694	6443	2757,7	2315,04
2011	50281	Vierlas	867	924	270,61	878,61
2011	50282	Vilueña (La)	859	1110	864,79	512,16
2011	50283	Villadoz	1063	1260	1718,16	865,47
2011	50284	Villafeliche	2287	3822	2192,85	1702,91
2011	50285	Villafranca de Ebro	2275	2810	6382,47	3582,77
2011	50286	Villalba de Perejil	2266	2596	1358,56	749,02
2011	50287	Villalengua	2679	3187	4050,78	2560,12
2011	50288	Villanueva de Gállego	2384	2966	6949,94	6132,41
2011	50289	Villanueva de Jiloca	1178	1745	722,14	464,28
2011	50290	Villanueva de Huerva	4098	5260	7810,17	2295,71
2011	50291	Villar de los Navarros	3550	3958	4942,9	1617,81
2011	50292	Villarreal de Huerva	2538	3115	2693,27	974,55
2011	50293	Villarroya de la Sierra	8120	9768	9134,42	2971,12
2011	50294	Villarroya del Campo	1693	2398	1671,38	1048,35
2011	50295	Vistabella	2656	3000	2211,3	238,98
2011	50296	Zaida (La)	628	1064	1715,3	1261,5
2011	50297	Zaragoza	19199	29255	85513,44	77602,37
2011	50298	Zuera	9031	12549	32425,03	20653,33
2011	50901	Biel	2112	4209	13084,13	2172,25
2011	50902	Marracos	479	946	1691,49	1906,89
2011	50903	Villamayor de Gállego	5898	11135	8709,53	7857,07
2012	22001	Abiego	2807	3947	3854,73	1946,34
2012	22002	Abizanda	1085	1633	4471,58	659,07
2012	22003	Adahuesca	1107	1824	5275,39	1138,37
2012	22004	Agüero	1853	3330	9355,73	911,45
2012	22006	Aísa	2011	3507	8145,84	7703,8
2012	22007	Albalate de Cinca	3008	3719	4390,73	9413,2
2012	22008	Albalatillo	782	990	903,94	1403,84
2012	22009	Albelda	2723	3848	5207,68	10876,81
2012	22011	Albero Alto	1129	1406	1927,77	2849,1
2012	22012	Albero Bajo	798	999	2207,6	2244,16
2012	22013	Alberuela de Tubo	976	1180	2067,14	3456,49
2012	22014	Alcalá de Gurrea	1845	3103	7139,51	9061,24
2012	22015	Alcalá del Obispo	3567	4511	4779,07	3944,92
2012	22016	Alcampell	3817	5335	5722,74	5427,37
2012	22017	Alcolea de Cinca	2869	3680	8360,12	12668,63
2012	22018	Alcubierre	3669	5595	11485,8	5250,54
2012	22019	Alerre	475	597	877,41	694,76
2012	22020	Alfántega	727	1059	854,55	1306,1
2012	22021	Almudévar	7145	9740	19931,1	19477,08
2012	22022	Almunia de San Juan	1466	2561	3538,68	2936,39
2012	22023	Almuniente	2028	2293	3740,86	8740,22
2012	22024	Alquézar	2019	2466	3140,66	785,73
2012	22025	Altorricón	1335	1926	3099,22	24555,59
2012	22027	Angüés	2755	4889	5607,47	2304,64
2012	22028	Ansó	2011	3126	26197,7	5372,57
2012	22029	Antillón	1095	1929	2224,59	1130,95
2012	22032	Aragüés del Puerto	1324	2098	6430,53	2626,62
2012	22035	Arén	4128	6018	11878,25	2112,35
2012	22036	Argavieso	761	1118	956,68	1884,02
2012	22037	Arguis	1732	2606	6229,84	711,12
2012	22039	Ayerbe	3692	5864	6176,83	6421,06
2012	22040	Azanuy-Alins	2037	4499	5084,42	1244,7
2012	22041	Azara	982	1772	1427,27	646,52
2012	22042	Azlor	1169	1741	1580,01	609,66
2012	22043	Baells	2002	2761	3989,87	3063,9
2012	22044	Bailo	2295	5262	16367,8	6292,03
2012	22045	Baldellou	1274	1827	3013,95	678,79
2012	22046	Ballobar	5678	9821	12611,97	8009,64
2012	22047	Banastás	193	235	454,53	354,09
2012	22048	Barbastro	5216	8905	10068,64	13461,75
2012	22049	Barbués	1889	2061	1964,61	3266,2
2012	22050	Barbuñales	854	1312	1892,36	664,88
2012	22051	Bárcabo	2686	4618	8775,26	1348,24
2012	22052	Belver de Cinca	3859	5066	8244,55	17563,18
2012	22053	Benabarre	4923	8396	16040,13	4240,45
2012	22054	Benasque	2160	2798	23089,61	10851,25
2012	22055	Berbegal	3254	4116	4891,72	3899,27
2012	22057	Bielsa	1844	2880	20114,53	4159,97
2012	22058	Bierge	4266	6763	14562,66	4805,48
2012	22059	Biescas	7076	9574	18530,94	4232,46
2012	22060	Binaced	3522	4732	7784,45	18841,34
2012	22061	Binéfar	1719	3121	2212,93	4690,92
2012	22062	Bisaurri	3251	5603	6416,16	471,14
2012	22063	Biscarrués	796	1709	3092,96	1722,1
2012	22064	Blecua y Torres	1725	3522	3608,65	5661,26
2012	22066	Boltaña	2784	5686	14006,59	2326,24
2012	22067	Bonansa	1584	1984	3675,57	453,67
2012	22068	Borau	1042	1788	4146,15	1021,19
2012	22069	Broto	4185	5285	12625,99	2555,94
2012	22072	Caldearenas	2912	4547	19341,11	2542,78
2012	22074	Campo	677	892	2287,49	742,22
2012	22075	Camporrells	1354	1974	2672,52	850,15
2012	22076	Canal de Berdún	4275	7104	13381,48	7905,8
2012	22077	Candasnos	1844	4611	12195,88	17199,79
2012	22078	Canfranc	458	609	7016,98	4882,13
2012	22079	Capdesaso	497	508	1741,72	2194,66
2012	22080	Capella	2280	3489	6002,73	8205,69
2012	22081	Casbas de Huesca	4135	7209	13295,12	3068,72
2012	22082	Castejón del Puente	1578	2143	2469,11	3017,96
2012	22083	Castejón de Monegros	4121	6882	16535,42	14937,61
2012	22084	Castejón de Sos	1267	1803	3075,82	2671,32
2012	22085	Castelflorite	1559	1880	3491,59	4687,97
2012	22086	Castiello de Jaca	1356	1594	1689,97	2073,06
2012	22087	Castigaleu	735	1593	2696,65	619,2
2012	22088	Castillazuelo	1130	1683	1494,86	2693,28
2012	22089	Castillonroy	1733	2597	3693,86	1644,55
2012	22090	Colungo	1570	2799	4055,73	531,18
2012	22094	Chalamera	1334	1484	1142,42	2011,34
2012	22095	Chía	905	1191	2763,68	255,71
2012	22096	Chimillas	436	535	980,3	924,17
2012	22099	Esplús	1216	1828	7257,69	17122,18
2012	22102	Estada	584	728	1631,76	567,06
2012	22103	Estadilla	2455	3445	5002,35	10080,17
2012	22105	Estopiñán del Castillo	2151	4576	8702,7	1865,56
2012	22106	Fago				
2012	22107	Fanlo	4090	4754	18914,95	1217,57
2012	22109	Fiscal	4505	5924	17114,61	3051,58
2012	22110	Fonz	2584	3918	5164,22	12323,9
2012	22111	Foradada del Toscar	2131	3526	10559,18	1547,24
2012	22112	Fraga	9400	13858	43199,79	72295,16
2012	22113	Fueva (La)	5744	9460	21847,18	3334,66
2012	22114	Gistaín	1458	1901	7330,02	424,29
2012	22115	Grado (El)	3805	4727	6257,85	2128,32
2012	22116	Grañén	5574	7270	12216,9	21156,51
2012	22117	Graus	9237	14584	30060,21	6667,08
2012	22119	Gurrea de Gállego	4695	8124	19076,64	20290,13
2012	22122	Hoz de Jaca	685	988	1231,17	312,7
2012	22124	Huerto	2765	3323	8697,51	9482,64
2012	22125	Huesca	5776	8767	15847,4	18868,37
2012	22126	Ibieca	841	1332	1479,84	582,72
2012	22127	Igriés	1308	1542	1912,74	1071,68
2012	22128	Ilche	3335	4971	6466,63	9326,11
2012	22129	Isábena	2621	6159	11827,2	1395,25
2012	22130	Jaca	10925	18294	39770,89	34576,06
2012	22131	Jasa	515	915	886,29	506,49
2012	22133	Labuerda	699	1290	1716,87	313,78
2012	22135	Laluenga	1511	2308	3605,93	6135,77
2012	22136	Lalueza	3666	4646	9620,16	14869,63
2012	22137	Lanaja	5648	8705	18316,37	25712,31
2012	22139	Laperdiguera	622	740	1130,98	859,06
2012	22141	Lascellas-Ponzano	1659	2721	2656,19	1220,77
2012	22142	Lascuarre	1272	2287	3220,16	631,02
2012	22143	Laspaúles	3604	5681	8112,67	858,54
2012	22144	Laspuña	1283	1713	4315,91	937,82
2012	22149	Loarre	3051	4962	7727,4	2817,87
2012	22150	Loporzano	6169	8290	17008,4	4740,26
2012	22151	Loscorrales	1599	2079	4025,24	2988,45
2012	22155	Monesma y Cajigar	1275	2434	6283,63	927,99
2012	22156	Monflorite-Lascasas	1498	1812	2837,86	4444,91
2012	22157	Montanuy	4386	5877	17395,96	2492,03
2012	22158	Monzón	7596	10816	15043,81	33335,79
2012	22160	Naval	1113	1566	4762,1	533,61
2012	22162	Novales	1163	1493	1959,83	3734,92
2012	22163	Nueno	3125	4287	14835,2	2288,26
2012	22164	Olvena	736	895	1897,86	1086,97
2012	22165	Ontiñena	5961	8518	13398,37	5941,96
2012	22167	Osso de Cinca	1712	2138	2747,31	11403,05
2012	22168	Palo	731	960	1330,06	239,46
2012	22170	Panticosa	1577	2229	7798,21	4270,88
2012	22172	Peñalba	2561	4694	15643,44	11790,27
2012	22173	Peñas de Riglos (Las)	5237	7778	21776,31	2932,03
2012	22174	Peralta de Alcofea	4518	5947	11659,82	8439,68
2012	22175	Peralta de Calasanz	3831	5356	11546,8	4112,15
2012	22176	Peraltilla	1145	1917	1576,9	778,69
2012	22177	Perarrúa	1508	2241	3040,01	746,14
2012	22178	Pertusa	1433	1879	2916,31	2908,63
2012	22181	Piracés	1177	1595	2464,57	1945,51
2012	22182	Plan	2024	2537	9516,9	1189,25
2012	22184	Poleñino	1360	1925	3295,25	5732,13
2012	22186	Pozán de Vero	1219	1736	1477,11	616,07
2012	22187	Puebla de Castro (La)	1429	1852	2889,49	619,86
2012	22188	Puente de Montañana	1360	2195	4873,87	910,53
2012	22189	Puértolas	2405	4111	9983,42	1807,26
2012	22190	Pueyo de Araguás (El)	1580	2211	6266,22	3116,94
2012	22193	Pueyo de Santa Cruz	827	993	925,61	2445,79
2012	22195	Quicena	493	678	967,6	782,83
2012	22197	Robres	4419	5766	6386,74	5941,96
2012	22199	Sabiñánigo	13895	19838	57987,75	20879,77
2012	22200	Sahún	1649	2634	7246,01	665,6
2012	22201	Salas Altas	1318	1842	2142,74	781,93
2012	22202	Salas Bajas	911	1223	1234,76	965,5
2012	22203	Salillas	1307	1736	2864,11	4540,41
2012	22204	Sallent de Gállego	2510	3146	16163,45	2457,47
2012	22205	San Esteban de Litera	3820	6734	7185,9	8615,61
2012	22206	Sangarrén	2052	2437	3226,03	5249,73
2012	22207	San Juan de Plan	1090	1652	5591,64	352,03
2012	22208	Santa Cilia	791	1239	2835,52	1185,66
2012	22209	Santa Cruz de la Serós	598	917	2695,39	473,04
2012	22212	Santaliestra y San Quílez	1025	1579	2517,02	362,32
2012	22213	Sariñena	9053	12219	27306,48	37325,06
2012	22214	Secastilla	1378	1870	4768,12	2506,24
2012	22215	Seira	1143	2165	6727,84	484,16
2012	22217	Sena	3109	4402	10519,58	14326,71
2012	22218	Senés de Alcubierre	904	1119	2005,12	1108,92
2012	22220	Sesa	2184	2929	3083,46	1965,26
2012	22221	Sesué	728	921	459,31	1506,03
2012	22222	Siétamo	2869	4353	4923,04	2945,14
2012	22223	Sopeira	1595	2501	4426,43	583,41
2012	22225	Tamarite de Litera	5233	6100	11127,38	67750,38
2012	22226	Tardienta	5237	6466	9222,96	5340,42
2012	22227	Tella-Sin	1792	2500	9412,89	513,75
2012	22228	Tierz	567	643	620,79	850,93
2012	22229	Tolva	1949	4038	5907,73	1132,25
2012	22230	Torla-Ordesa	2626	3414	18409,66	3006,2
2012	22232	Torralba de Aragón	1701	2178	4070,76	2388,21
2012	22233	Torre la Ribera	1290	1813	3434,01	1497,83
2012	22234	Torrente de Cinca	1591	2027	5618,43	9706,5
2012	22235	Torres de Alcanadre	1152	1353	1749,71	2485,9
2012	22236	Torres de Barbués	841	939	1377,21	2262,48
2012	22239	Tramaced	462	655	1574,23	2703,41
2012	22242	Valfarta	395	776	3316,68	3646,09
2012	22243	Valle de Bardají	728	1193	4397,49	645,23
2012	22244	Valle de Lierp	1118	1648	3223,54	620,16
2012	22245	Velilla de Cinca	1606	1798	1653,96	6178,86
2012	22246	Beranuy	2556	2891	6317,99	2303,94
2012	22247	Viacamp y Litera	2030	4150	10830,41	1030,48
2012	22248	Vicién	530	715	1390,08	1667,93
2012	22249	Villanova	738	835	769,61	244,98
2012	22250	Villanúa	954	1148	5758,7	2438,87
2012	22251	Villanueva de Sigena	2379	4136	14575,8	14329,91
2012	22252	Yebra de Basa	2687	4315	9063,08	1224,16
2012	22253	Yésero	819	1113	3008,27	1166,48
2012	22254	Zaidín	4624	6166	9215,39	25018,93
2012	22901	Valle de Hecho	4310	6679	23322	5484,57
2012	22902	Puente la Reina de Jaca	2125	2861	4804,01	2074,61
2012	22903	San Miguel del Cinca	5319	6030	10603,44	20755,95
2012	22904	Sotonera (La)	5240	6644	16472,97	12385,72
2012	22905	Lupiñén-Ortilla	1452	2214	11031,83	11400,49
2012	22906	Santa María de Dulcis	1331	2433	2691,44	804,82
2012	22907	Aínsa-Sobrarbe	7611	15287	28396,65	15328,1
2012	22908	Hoz y Costeán	2338	3732	5784,46	1501,32
2012	22909	Vencillón	183	290	960,3	2155,94
2012	44001	Ababuj	2608	3632	5407,09	1098,13
2012	44002	Abejuela	4300	5512	8673,26	551,21
2012	44003	Aguatón	885	1189	2200,18	326,09
2012	44004	Aguaviva	5258	5724	4142,2	1792,6
2012	44005	Aguilar del Alfambra	2450	3744	3958,8	1051,08
2012	44006	Alacón	8557	10250	4748,47	1551,83
2012	44007	Alba	3805	4497	6995,47	2800,47
2012	44008	Albalate del Arzobispo	14466	20984	20551,89	6713,7
2012	44009	Albarracín	13568	17747	43404,07	25141,1
2012	44010	Albentosa	4659	6312	6711,05	2128
2012	44011	Alcaine	4964	6144	5770,43	547,73
2012	44012	Alcalá de la Selva	3588	4649	10182,05	1748,29
2012	44013	Alcañiz	23533	30255	46481,87	30763,67
2012	44014	Alcorisa	10027	14121	11981,35	3866,42
2012	44016	Alfambra	5316	6617	12292,8	3129,69
2012	44017	Aliaga	4452	10639	19397,4	3301,1
2012	44018	Almohaja	1479	1796	2556,43	172,98
