Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas
2014	09	La Litera / La Llitera	65 y más	Mujer	81
2014	10	Los Monegros	0-15	Hombre	19
2014	10	Los Monegros	0-15	Mujer	25
2014	10	Los Monegros	16-64	Hombre	141
2014	10	Los Monegros	16-64	Mujer	179
2014	10	Los Monegros	65 y más	Hombre	91
2014	10	Los Monegros	65 y más	Mujer	109
2014	11	Bajo Cinca / Baix Cinca	0-15	Hombre	15
2014	11	Bajo Cinca / Baix Cinca	0-15	Mujer	28
2014	11	Bajo Cinca / Baix Cinca	16-64	Hombre	119
2014	11	Bajo Cinca / Baix Cinca	16-64	Mujer	134
2014	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	63
2014	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	73
2014	12	Tarazona y el Moncayo	0-15	Hombre	17
2014	12	Tarazona y el Moncayo	0-15	Mujer	15
2014	12	Tarazona y el Moncayo	16-64	Hombre	94
2014	12	Tarazona y el Moncayo	16-64	Mujer	111
2014	12	Tarazona y el Moncayo	65 y más	Hombre	46
2014	12	Tarazona y el Moncayo	65 y más	Mujer	54
2014	13	Campo de Borja	0-15	Hombre	10
2014	13	Campo de Borja	0-15	Mujer	10
2014	13	Campo de Borja	16-64	Hombre	91
2014	13	Campo de Borja	16-64	Mujer	78
2014	13	Campo de Borja	65 y más	Hombre	41
2014	13	Campo de Borja	65 y más	Mujer	69
2014	14	Aranda	0-15	Hombre	2
2014	14	Aranda	0-15	Mujer	6
2014	14	Aranda	16-64	Hombre	23
2014	14	Aranda	16-64	Mujer	22
2014	14	Aranda	65 y más	Hombre	12
2014	14	Aranda	65 y más	Mujer	27
2014	15	Ribera Alta del Ebro	0-15	Hombre	24
2014	15	Ribera Alta del Ebro	0-15	Mujer	13
2014	15	Ribera Alta del Ebro	16-64	Hombre	102
2014	15	Ribera Alta del Ebro	16-64	Mujer	86
2014	15	Ribera Alta del Ebro	65 y más	Hombre	59
2014	15	Ribera Alta del Ebro	65 y más	Mujer	52
2014	16	Valdejalón	0-15	Hombre	26
2014	16	Valdejalón	0-15	Mujer	20
2014	16	Valdejalón	16-64	Hombre	98
2014	16	Valdejalón	16-64	Mujer	104
2014	16	Valdejalón	65 y más	Hombre	48
2014	16	Valdejalón	65 y más	Mujer	58
2014	17	Central	0-15	Hombre	1851
2014	17	Central	0-15	Mujer	1773
2014	17	Central	16-64	Hombre	5399
2014	17	Central	16-64	Mujer	6043
2014	17	Central	65 y más	Hombre	1280
2014	17	Central	65 y más	Mujer	1599
2014	18	Ribera Baja del Ebro	0-15	Hombre	10
2014	18	Ribera Baja del Ebro	0-15	Mujer	10
2014	18	Ribera Baja del Ebro	16-64	Hombre	84
2014	18	Ribera Baja del Ebro	16-64	Mujer	68
2014	18	Ribera Baja del Ebro	65 y más	Hombre	58
2014	18	Ribera Baja del Ebro	65 y más	Mujer	65
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	9
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	18
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	95
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	87
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	44
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	53
2014	20	Comunidad de Calatayud	0-15	Hombre	52
2014	20	Comunidad de Calatayud	0-15	Mujer	60
2014	20	Comunidad de Calatayud	16-64	Hombre	258
2014	20	Comunidad de Calatayud	16-64	Mujer	251
2014	20	Comunidad de Calatayud	65 y más	Hombre	116
2014	20	Comunidad de Calatayud	65 y más	Mujer	157
2014	21	Campo de Cariñena	0-15	Hombre	6
2014	21	Campo de Cariñena	0-15	Mujer	14
2014	21	Campo de Cariñena	16-64	Hombre	59
2014	21	Campo de Cariñena	16-64	Mujer	63
2014	21	Campo de Cariñena	65 y más	Hombre	35
2014	21	Campo de Cariñena	65 y más	Mujer	41
2014	22	Campo de Belchite	0-15	Hombre	5
2014	22	Campo de Belchite	0-15	Mujer	11
2014	22	Campo de Belchite	16-64	Hombre	64
2014	22	Campo de Belchite	16-64	Mujer	66
2014	22	Campo de Belchite	65 y más	Hombre	51
2014	22	Campo de Belchite	65 y más	Mujer	47
2014	23	Bajo Martín	0-15	Hombre	4
2014	23	Bajo Martín	0-15	Mujer	7
2014	23	Bajo Martín	16-64	Hombre	38
2014	23	Bajo Martín	16-64	Mujer	45
2014	23	Bajo Martín	65 y más	Hombre	40
2014	23	Bajo Martín	65 y más	Mujer	45
2014	24	Campo de Daroca	0-15	Hombre	16
2014	24	Campo de Daroca	0-15	Mujer	7
2014	24	Campo de Daroca	16-64	Hombre	52
2014	24	Campo de Daroca	16-64	Mujer	66
2014	24	Campo de Daroca	65 y más	Hombre	34
2014	24	Campo de Daroca	65 y más	Mujer	24
2014	25	Jiloca	0-15	Hombre	11
2014	25	Jiloca	0-15	Mujer	12
2014	25	Jiloca	16-64	Hombre	74
2014	25	Jiloca	16-64	Mujer	83
2014	25	Jiloca	65 y más	Hombre	66
2014	25	Jiloca	65 y más	Mujer	55
2014	26	Cuencas Mineras	0-15	Hombre	16
2014	26	Cuencas Mineras	0-15	Mujer	14
2014	26	Cuencas Mineras	16-64	Hombre	120
2014	26	Cuencas Mineras	16-64	Mujer	110
2014	26	Cuencas Mineras	65 y más	Hombre	74
2014	26	Cuencas Mineras	65 y más	Mujer	87
2014	27	Andorra-Sierra de Arcos	0-15	Hombre	10
2014	27	Andorra-Sierra de Arcos	0-15	Mujer	13
2014	27	Andorra-Sierra de Arcos	16-64	Hombre	86
2014	27	Andorra-Sierra de Arcos	16-64	Mujer	84
2014	27	Andorra-Sierra de Arcos	65 y más	Hombre	49
2014	27	Andorra-Sierra de Arcos	65 y más	Mujer	49
2014	28	Bajo Aragón	0-15	Hombre	35
2014	28	Bajo Aragón	0-15	Mujer	45
2014	28	Bajo Aragón	16-64	Hombre	267
2014	28	Bajo Aragón	16-64	Mujer	273
2014	28	Bajo Aragón	65 y más	Hombre	158
2014	28	Bajo Aragón	65 y más	Mujer	189
2014	29	Comunidad de Teruel	0-15	Hombre	100
2014	29	Comunidad de Teruel	0-15	Mujer	86
2014	29	Comunidad de Teruel	16-64	Hombre	478
2014	29	Comunidad de Teruel	16-64	Mujer	456
2014	29	Comunidad de Teruel	65 y más	Hombre	205
2014	29	Comunidad de Teruel	65 y más	Mujer	219
2014	30	Maestrazgo	0-15	Hombre	6
2014	30	Maestrazgo	0-15	Mujer	16
2014	30	Maestrazgo	16-64	Hombre	52
2014	30	Maestrazgo	16-64	Mujer	65
2014	30	Maestrazgo	65 y más	Hombre	52
2014	30	Maestrazgo	65 y más	Mujer	64
2014	31	Sierra de Albarracín	0-15	Hombre	10
2014	31	Sierra de Albarracín	0-15	Mujer	12
2014	31	Sierra de Albarracín	16-64	Hombre	51
2014	31	Sierra de Albarracín	16-64	Mujer	37
2014	31	Sierra de Albarracín	65 y más	Hombre	49
2014	31	Sierra de Albarracín	65 y más	Mujer	42
2014	32	Gúdar-Javalambre	0-15	Hombre	5
2014	32	Gúdar-Javalambre	0-15	Mujer	9
2014	32	Gúdar-Javalambre	16-64	Hombre	63
2014	32	Gúdar-Javalambre	16-64	Mujer	52
2014	32	Gúdar-Javalambre	65 y más	Hombre	52
2014	32	Gúdar-Javalambre	65 y más	Mujer	58
2014	33	Matarraña / Matarranya	0-15	Hombre	13
2014	33	Matarraña / Matarranya	0-15	Mujer	8
2014	33	Matarraña / Matarranya	16-64	Hombre	96
2014	33	Matarraña / Matarranya	16-64	Mujer	82
2014	33	Matarraña / Matarranya	65 y más	Hombre	80
2014	33	Matarraña / Matarranya	65 y más	Mujer	85
2015	01	La Jacetania	0-15	Hombre	85
2015	01	La Jacetania	0-15	Mujer	85
2015	01	La Jacetania	16-64	Hombre	403
2015	01	La Jacetania	16-64	Mujer	388
2015	01	La Jacetania	65 y más	Hombre	168
2015	01	La Jacetania	65 y más	Mujer	218
2015	02	Alto Gállego	0-15	Hombre	25
2015	02	Alto Gállego	0-15	Mujer	33
2015	02	Alto Gállego	16-64	Hombre	128
2015	02	Alto Gállego	16-64	Mujer	146
2015	02	Alto Gállego	65 y más	Hombre	53
2015	02	Alto Gállego	65 y más	Mujer	58
2015	03	Sobrarbe	0-15	Hombre	35
2015	03	Sobrarbe	0-15	Mujer	30
2015	03	Sobrarbe	16-64	Hombre	196
2015	03	Sobrarbe	16-64	Mujer	228
2015	03	Sobrarbe	65 y más	Hombre	117
2015	03	Sobrarbe	65 y más	Mujer	157
2015	04	La Ribagorza	0-15	Hombre	38
2015	04	La Ribagorza	0-15	Mujer	35
2015	04	La Ribagorza	16-64	Hombre	165
2015	04	La Ribagorza	16-64	Mujer	199
2015	04	La Ribagorza	65 y más	Hombre	112
2015	04	La Ribagorza	65 y más	Mujer	109
2015	05	Cinco Villas	0-15	Hombre	65
2015	05	Cinco Villas	0-15	Mujer	72
2015	05	Cinco Villas	16-64	Hombre	388
2015	05	Cinco Villas	16-64	Mujer	451
2015	05	Cinco Villas	65 y más	Hombre	197
2015	05	Cinco Villas	65 y más	Mujer	241
2015	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	223
2015	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	187
2015	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	651
2015	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	622
2015	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	248
2015	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	277
2015	07	Somontano de Barbastro	0-15	Hombre	67
2015	07	Somontano de Barbastro	0-15	Mujer	40
2015	07	Somontano de Barbastro	16-64	Hombre	220
2015	07	Somontano de Barbastro	16-64	Mujer	229
2015	07	Somontano de Barbastro	65 y más	Hombre	124
2015	07	Somontano de Barbastro	65 y más	Mujer	137
2015	08	Cinca Medio	0-15	Hombre	55
2015	08	Cinca Medio	0-15	Mujer	40
2015	08	Cinca Medio	16-64	Hombre	143
2015	08	Cinca Medio	16-64	Mujer	138
2015	08	Cinca Medio	65 y más	Hombre	76
2015	08	Cinca Medio	65 y más	Mujer	87
2015	09	La Litera / La Llitera	0-15	Hombre	38
2015	09	La Litera / La Llitera	0-15	Mujer	18
2015	09	La Litera / La Llitera	16-64	Hombre	131
2015	09	La Litera / La Llitera	16-64	Mujer	111
2015	09	La Litera / La Llitera	65 y más	Hombre	91
2015	09	La Litera / La Llitera	65 y más	Mujer	81
2015	10	Los Monegros	0-15	Hombre	26
2015	10	Los Monegros	0-15	Mujer	24
2015	10	Los Monegros	16-64	Hombre	141
2015	10	Los Monegros	16-64	Mujer	190
2015	10	Los Monegros	65 y más	Hombre	93
2015	10	Los Monegros	65 y más	Mujer	109
2015	11	Bajo Cinca / Baix Cinca	0-15	Hombre	15
2015	11	Bajo Cinca / Baix Cinca	0-15	Mujer	26
2015	11	Bajo Cinca / Baix Cinca	16-64	Hombre	128
2015	11	Bajo Cinca / Baix Cinca	16-64	Mujer	141
2015	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	64
2015	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	74
2015	12	Tarazona y el Moncayo	0-15	Hombre	19
2015	12	Tarazona y el Moncayo	0-15	Mujer	16
2015	12	Tarazona y el Moncayo	16-64	Hombre	107
2015	12	Tarazona y el Moncayo	16-64	Mujer	119
2015	12	Tarazona y el Moncayo	65 y más	Hombre	47
2015	12	Tarazona y el Moncayo	65 y más	Mujer	53
2015	13	Campo de Borja	0-15	Hombre	13
2015	13	Campo de Borja	0-15	Mujer	11
2015	13	Campo de Borja	16-64	Hombre	97
2015	13	Campo de Borja	16-64	Mujer	86
2015	13	Campo de Borja	65 y más	Hombre	41
2015	13	Campo de Borja	65 y más	Mujer	69
2015	14	Aranda	0-15	Hombre	5
2015	14	Aranda	0-15	Mujer	7
2015	14	Aranda	16-64	Hombre	27
2015	14	Aranda	16-64	Mujer	27
2015	14	Aranda	65 y más	Hombre	12
2015	14	Aranda	65 y más	Mujer	27
2015	15	Ribera Alta del Ebro	0-15	Hombre	26
2015	15	Ribera Alta del Ebro	0-15	Mujer	17
2015	15	Ribera Alta del Ebro	16-64	Hombre	106
2015	15	Ribera Alta del Ebro	16-64	Mujer	89
2015	15	Ribera Alta del Ebro	65 y más	Hombre	57
2015	15	Ribera Alta del Ebro	65 y más	Mujer	52
2015	16	Valdejalón	0-15	Hombre	30
2015	16	Valdejalón	0-15	Mujer	26
2015	16	Valdejalón	16-64	Hombre	109
2015	16	Valdejalón	16-64	Mujer	109
2015	16	Valdejalón	65 y más	Hombre	50
2015	16	Valdejalón	65 y más	Mujer	60
2015	17	Central	0-15	Hombre	2048
2015	17	Central	0-15	Mujer	1944
2015	17	Central	16-64	Hombre	5864
2015	17	Central	16-64	Mujer	6397
2015	17	Central	65 y más	Hombre	1325
2015	17	Central	65 y más	Mujer	1667
2015	18	Ribera Baja del Ebro	0-15	Hombre	9
2015	18	Ribera Baja del Ebro	0-15	Mujer	14
2015	18	Ribera Baja del Ebro	16-64	Hombre	86
2015	18	Ribera Baja del Ebro	16-64	Mujer	72
2015	18	Ribera Baja del Ebro	65 y más	Hombre	57
2015	18	Ribera Baja del Ebro	65 y más	Mujer	66
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	13
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	16
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	98
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	85
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	47
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	55
2015	20	Comunidad de Calatayud	0-15	Hombre	58
2015	20	Comunidad de Calatayud	0-15	Mujer	66
2015	20	Comunidad de Calatayud	16-64	Hombre	261
2015	20	Comunidad de Calatayud	16-64	Mujer	260
2015	20	Comunidad de Calatayud	65 y más	Hombre	124
2015	20	Comunidad de Calatayud	65 y más	Mujer	155
2015	21	Campo de Cariñena	0-15	Hombre	5
2015	21	Campo de Cariñena	0-15	Mujer	13
2015	21	Campo de Cariñena	16-64	Hombre	65
2015	21	Campo de Cariñena	16-64	Mujer	65
2015	21	Campo de Cariñena	65 y más	Hombre	34
2015	21	Campo de Cariñena	65 y más	Mujer	41
2015	22	Campo de Belchite	0-15	Hombre	5
2015	22	Campo de Belchite	0-15	Mujer	11
2015	22	Campo de Belchite	16-64	Hombre	61
2015	22	Campo de Belchite	16-64	Mujer	70
2015	22	Campo de Belchite	65 y más	Hombre	50
2015	22	Campo de Belchite	65 y más	Mujer	47
2015	23	Bajo Martín	0-15	Hombre	4
2015	23	Bajo Martín	0-15	Mujer	8
2015	23	Bajo Martín	16-64	Hombre	40
2015	23	Bajo Martín	16-64	Mujer	47
2015	23	Bajo Martín	65 y más	Hombre	39
2015	23	Bajo Martín	65 y más	Mujer	44
2015	24	Campo de Daroca	0-15	Hombre	16
2015	24	Campo de Daroca	0-15	Mujer	7
2015	24	Campo de Daroca	16-64	Hombre	51
2015	24	Campo de Daroca	16-64	Mujer	66
2015	24	Campo de Daroca	65 y más	Hombre	33
2015	24	Campo de Daroca	65 y más	Mujer	24
2015	25	Jiloca	0-15	Hombre	13
2015	25	Jiloca	0-15	Mujer	11
2015	25	Jiloca	16-64	Hombre	74
2015	25	Jiloca	16-64	Mujer	88
2015	25	Jiloca	65 y más	Hombre	67
2015	25	Jiloca	65 y más	Mujer	55
2015	26	Cuencas Mineras	0-15	Hombre	14
2015	26	Cuencas Mineras	0-15	Mujer	14
2015	26	Cuencas Mineras	16-64	Hombre	129
2015	26	Cuencas Mineras	16-64	Mujer	114
2015	26	Cuencas Mineras	65 y más	Hombre	75
2015	26	Cuencas Mineras	65 y más	Mujer	89
2015	27	Andorra-Sierra de Arcos	0-15	Hombre	12
2015	27	Andorra-Sierra de Arcos	0-15	Mujer	14
2015	27	Andorra-Sierra de Arcos	16-64	Hombre	87
2015	27	Andorra-Sierra de Arcos	16-64	Mujer	83
2015	27	Andorra-Sierra de Arcos	65 y más	Hombre	52
2015	27	Andorra-Sierra de Arcos	65 y más	Mujer	50
2015	28	Bajo Aragón	0-15	Hombre	40
2015	28	Bajo Aragón	0-15	Mujer	35
2015	28	Bajo Aragón	16-64	Hombre	277
2015	28	Bajo Aragón	16-64	Mujer	295
2015	28	Bajo Aragón	65 y más	Hombre	164
2015	28	Bajo Aragón	65 y más	Mujer	195
2015	29	Comunidad de Teruel	0-15	Hombre	104
2015	29	Comunidad de Teruel	0-15	Mujer	89
2015	29	Comunidad de Teruel	16-64	Hombre	518
2015	29	Comunidad de Teruel	16-64	Mujer	496
2015	29	Comunidad de Teruel	65 y más	Hombre	212
2015	29	Comunidad de Teruel	65 y más	Mujer	235
2015	30	Maestrazgo	0-15	Hombre	6
2015	30	Maestrazgo	0-15	Mujer	15
2015	30	Maestrazgo	16-64	Hombre	58
2015	30	Maestrazgo	16-64	Mujer	68
2015	30	Maestrazgo	65 y más	Hombre	51
2015	30	Maestrazgo	65 y más	Mujer	69
2015	31	Sierra de Albarracín	0-15	Hombre	14
2015	31	Sierra de Albarracín	0-15	Mujer	14
2015	31	Sierra de Albarracín	16-64	Hombre	55
2015	31	Sierra de Albarracín	16-64	Mujer	39
2015	31	Sierra de Albarracín	65 y más	Hombre	50
2015	31	Sierra de Albarracín	65 y más	Mujer	41
2015	32	Gúdar-Javalambre	0-15	Hombre	8
2015	32	Gúdar-Javalambre	0-15	Mujer	11
2015	32	Gúdar-Javalambre	16-64	Hombre	62
2015	32	Gúdar-Javalambre	16-64	Mujer	48
2015	32	Gúdar-Javalambre	65 y más	Hombre	54
2015	32	Gúdar-Javalambre	65 y más	Mujer	58
2015	33	Matarraña / Matarranya	0-15	Hombre	15
2015	33	Matarraña / Matarranya	0-15	Mujer	7
2015	33	Matarraña / Matarranya	16-64	Hombre	100
2015	33	Matarraña / Matarranya	16-64	Mujer	83
2015	33	Matarraña / Matarranya	65 y más	Hombre	80
2015	33	Matarraña / Matarranya	65 y más	Mujer	85
2016	01	La Jacetania	0-15	Hombre	88
2016	01	La Jacetania	0-15	Mujer	100
2016	01	La Jacetania	16-64	Hombre	438
2016	01	La Jacetania	16-64	Mujer	412
2016	01	La Jacetania	65 y más	Hombre	168
2016	01	La Jacetania	65 y más	Mujer	212
2016	02	Alto Gállego	0-15	Hombre	29
2016	02	Alto Gállego	0-15	Mujer	35
2016	02	Alto Gállego	16-64	Hombre	135
2016	02	Alto Gállego	16-64	Mujer	156
2016	02	Alto Gállego	65 y más	Hombre	56
2016	02	Alto Gállego	65 y más	Mujer	61
2016	03	Sobrarbe	0-15	Hombre	40
2016	03	Sobrarbe	0-15	Mujer	32
2016	03	Sobrarbe	16-64	Hombre	211
2016	03	Sobrarbe	16-64	Mujer	238
2016	03	Sobrarbe	65 y más	Hombre	116
2016	03	Sobrarbe	65 y más	Mujer	158
2016	04	La Ribagorza	0-15	Hombre	39
2016	04	La Ribagorza	0-15	Mujer	33
2016	04	La Ribagorza	16-64	Hombre	178
2016	04	La Ribagorza	16-64	Mujer	206
2016	04	La Ribagorza	65 y más	Hombre	114
2016	04	La Ribagorza	65 y más	Mujer	111
2016	05	Cinco Villas	0-15	Hombre	59
2016	05	Cinco Villas	0-15	Mujer	71
2016	05	Cinco Villas	16-64	Hombre	397
2016	05	Cinco Villas	16-64	Mujer	469
2016	05	Cinco Villas	65 y más	Hombre	203
2016	05	Cinco Villas	65 y más	Mujer	258
2016	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	242
2016	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	218
2016	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	710
2016	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	682
2016	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	253
2016	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	278
2016	07	Somontano de Barbastro	0-15	Hombre	69
2016	07	Somontano de Barbastro	0-15	Mujer	49
2016	07	Somontano de Barbastro	16-64	Hombre	237
2016	07	Somontano de Barbastro	16-64	Mujer	229
2016	07	Somontano de Barbastro	65 y más	Hombre	121
2016	07	Somontano de Barbastro	65 y más	Mujer	142
2016	08	Cinca Medio	0-15	Hombre	67
2016	08	Cinca Medio	0-15	Mujer	45
2016	08	Cinca Medio	16-64	Hombre	157
2016	08	Cinca Medio	16-64	Mujer	149
2016	08	Cinca Medio	65 y más	Hombre	75
2016	08	Cinca Medio	65 y más	Mujer	81
2016	09	La Litera / La Llitera	0-15	Hombre	49
2016	09	La Litera / La Llitera	0-15	Mujer	23
2016	09	La Litera / La Llitera	16-64	Hombre	143
2016	09	La Litera / La Llitera	16-64	Mujer	117
2016	09	La Litera / La Llitera	65 y más	Hombre	90
2016	09	La Litera / La Llitera	65 y más	Mujer	81
2016	10	Los Monegros	0-15	Hombre	28
2016	10	Los Monegros	0-15	Mujer	26
2016	10	Los Monegros	16-64	Hombre	141
2016	10	Los Monegros	16-64	Mujer	190
2016	10	Los Monegros	65 y más	Hombre	90
2016	10	Los Monegros	65 y más	Mujer	111
2016	11	Bajo Cinca / Baix Cinca	0-15	Hombre	18
2016	11	Bajo Cinca / Baix Cinca	0-15	Mujer	26
2016	11	Bajo Cinca / Baix Cinca	16-64	Hombre	132
2016	11	Bajo Cinca / Baix Cinca	16-64	Mujer	146
2016	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	65
2016	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	71
2016	12	Tarazona y el Moncayo	0-15	Hombre	25
2016	12	Tarazona y el Moncayo	0-15	Mujer	19
2016	12	Tarazona y el Moncayo	16-64	Hombre	120
2016	12	Tarazona y el Moncayo	16-64	Mujer	118
2016	12	Tarazona y el Moncayo	65 y más	Hombre	49
2016	12	Tarazona y el Moncayo	65 y más	Mujer	53
2016	13	Campo de Borja	0-15	Hombre	15
2016	13	Campo de Borja	0-15	Mujer	13
2016	13	Campo de Borja	16-64	Hombre	104
2016	13	Campo de Borja	16-64	Mujer	94
2016	13	Campo de Borja	65 y más	Hombre	42
2016	13	Campo de Borja	65 y más	Mujer	67
2016	14	Aranda	0-15	Hombre	3
2016	14	Aranda	0-15	Mujer	8
2016	14	Aranda	16-64	Hombre	31
2016	14	Aranda	16-64	Mujer	31
2016	14	Aranda	65 y más	Hombre	12
2016	14	Aranda	65 y más	Mujer	26
2016	15	Ribera Alta del Ebro	0-15	Hombre	26
2016	15	Ribera Alta del Ebro	0-15	Mujer	23
2016	15	Ribera Alta del Ebro	16-64	Hombre	120
2016	15	Ribera Alta del Ebro	16-64	Mujer	98
2016	15	Ribera Alta del Ebro	65 y más	Hombre	55
2016	15	Ribera Alta del Ebro	65 y más	Mujer	51
2016	16	Valdejalón	0-15	Hombre	37
2016	16	Valdejalón	0-15	Mujer	34
2016	16	Valdejalón	16-64	Hombre	117
2016	16	Valdejalón	16-64	Mujer	124
2016	16	Valdejalón	65 y más	Hombre	55
2016	16	Valdejalón	65 y más	Mujer	58
2016	17	Central	0-15	Hombre	2221
2016	17	Central	0-15	Mujer	2102
2016	17	Central	16-64	Hombre	6363
2016	17	Central	16-64	Mujer	6831
2016	17	Central	65 y más	Hombre	1357
2016	17	Central	65 y más	Mujer	1713
2016	18	Ribera Baja del Ebro	0-15	Hombre	10
2016	18	Ribera Baja del Ebro	0-15	Mujer	14
2016	18	Ribera Baja del Ebro	16-64	Hombre	92
2016	18	Ribera Baja del Ebro	16-64	Mujer	80
2016	18	Ribera Baja del Ebro	65 y más	Hombre	58
2016	18	Ribera Baja del Ebro	65 y más	Mujer	66
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	13
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	17
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	99
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	88
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	48
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	59
2016	20	Comunidad de Calatayud	0-15	Hombre	60
2016	20	Comunidad de Calatayud	0-15	Mujer	66
2016	20	Comunidad de Calatayud	16-64	Hombre	269
2016	20	Comunidad de Calatayud	16-64	Mujer	274
2016	20	Comunidad de Calatayud	65 y más	Hombre	127
2016	20	Comunidad de Calatayud	65 y más	Mujer	156
2016	21	Campo de Cariñena	0-15	Hombre	9
2016	21	Campo de Cariñena	0-15	Mujer	17
2016	21	Campo de Cariñena	16-64	Hombre	62
2016	21	Campo de Cariñena	16-64	Mujer	67
2016	21	Campo de Cariñena	65 y más	Hombre	37
2016	21	Campo de Cariñena	65 y más	Mujer	42
2016	22	Campo de Belchite	0-15	Hombre	6
2016	22	Campo de Belchite	0-15	Mujer	11
2016	22	Campo de Belchite	16-64	Hombre	65
2016	22	Campo de Belchite	16-64	Mujer	71
2016	22	Campo de Belchite	65 y más	Hombre	45
2016	22	Campo de Belchite	65 y más	Mujer	47
2016	23	Bajo Martín	0-15	Hombre	6
2016	23	Bajo Martín	0-15	Mujer	12
2016	23	Bajo Martín	16-64	Hombre	40
2016	23	Bajo Martín	16-64	Mujer	48
2016	23	Bajo Martín	65 y más	Hombre	40
2016	23	Bajo Martín	65 y más	Mujer	43
2016	24	Campo de Daroca	0-15	Hombre	14
2016	24	Campo de Daroca	0-15	Mujer	5
2016	24	Campo de Daroca	16-64	Hombre	49
2016	24	Campo de Daroca	16-64	Mujer	65
2016	24	Campo de Daroca	65 y más	Hombre	32
2016	24	Campo de Daroca	65 y más	Mujer	26
2016	25	Jiloca	0-15	Hombre	13
2016	25	Jiloca	0-15	Mujer	10
2016	25	Jiloca	16-64	Hombre	81
2016	25	Jiloca	16-64	Mujer	89
2016	25	Jiloca	65 y más	Hombre	64
2016	25	Jiloca	65 y más	Mujer	59
2016	26	Cuencas Mineras	0-15	Hombre	17
2016	26	Cuencas Mineras	0-15	Mujer	15
2016	26	Cuencas Mineras	16-64	Hombre	131
2016	26	Cuencas Mineras	16-64	Mujer	115
2016	26	Cuencas Mineras	65 y más	Hombre	74
2016	26	Cuencas Mineras	65 y más	Mujer	88
2016	27	Andorra-Sierra de Arcos	0-15	Hombre	12
2016	27	Andorra-Sierra de Arcos	0-15	Mujer	16
2016	27	Andorra-Sierra de Arcos	16-64	Hombre	94
2016	27	Andorra-Sierra de Arcos	16-64	Mujer	83
2016	27	Andorra-Sierra de Arcos	65 y más	Hombre	54
2016	27	Andorra-Sierra de Arcos	65 y más	Mujer	49
2016	28	Bajo Aragón	0-15	Hombre	47
2016	28	Bajo Aragón	0-15	Mujer	50
2016	28	Bajo Aragón	16-64	Hombre	295
2016	28	Bajo Aragón	16-64	Mujer	301
2016	28	Bajo Aragón	65 y más	Hombre	163
2016	28	Bajo Aragón	65 y más	Mujer	200
2016	29	Comunidad de Teruel	0-15	Hombre	102
2016	29	Comunidad de Teruel	0-15	Mujer	105
2016	29	Comunidad de Teruel	16-64	Hombre	546
2016	29	Comunidad de Teruel	16-64	Mujer	517
2016	29	Comunidad de Teruel	65 y más	Hombre	211
2016	29	Comunidad de Teruel	65 y más	Mujer	234
2016	30	Maestrazgo	0-15	Hombre	8
2016	30	Maestrazgo	0-15	Mujer	14
2016	30	Maestrazgo	16-64	Hombre	65
2016	30	Maestrazgo	16-64	Mujer	70
