Año	Residencia provincia código	Residencia provincia nombre	Edad (grupos quinquenales)	Sexo	Personas
2016	22	Huesca	45 a 49	Mujeres	8133
2016	22	Huesca	50 a 54	Mujeres	8108
2016	22	Huesca	55 a 59	Mujeres	7517
2016	22	Huesca	60 a 64	Mujeres	6280
2016	22	Huesca	65 a 69	Mujeres	5664
2016	22	Huesca	70 a 74	Mujeres	5148
2016	22	Huesca	75 a 79	Mujeres	4506
2016	22	Huesca	80 a 84	Mujeres	5109
2016	22	Huesca	85 a 89	Mujeres	3882
2016	22	Huesca	90 a 94	Mujeres	1910
2016	22	Huesca	95 y más	Mujeres	593
2016	44	Teruel	00 a 04	Mujeres	2740
2016	44	Teruel	05 a 09	Mujeres	3049
2016	44	Teruel	10 a 14	Mujeres	2872
2016	44	Teruel	15 a 19	Mujeres	3004
2016	44	Teruel	20 a 24	Mujeres	3319
2016	44	Teruel	25 a 29	Mujeres	3670
2016	44	Teruel	30 a 34	Mujeres	3798
2016	44	Teruel	35 a 39	Mujeres	4405
2016	44	Teruel	40 a 44	Mujeres	4583
2016	44	Teruel	45 a 49	Mujeres	5032
2016	44	Teruel	50 a 54	Mujeres	5099
2016	44	Teruel	55 a 59	Mujeres	4498
2016	44	Teruel	60 a 64	Mujeres	3661
2016	44	Teruel	65 a 69	Mujeres	3391
2016	44	Teruel	70 a 74	Mujeres	3140
2016	44	Teruel	75 a 79	Mujeres	3085
2016	44	Teruel	80 a 84	Mujeres	3740
2016	44	Teruel	85 a 89	Mujeres	2725
2016	44	Teruel	90 a 94	Mujeres	1268
2016	44	Teruel	95 y más	Mujeres	394
2016	50	Zaragoza	00 a 04	Mujeres	21132
2016	50	Zaragoza	05 a 09	Mujeres	23231
2016	50	Zaragoza	10 a 14	Mujeres	21856
2016	50	Zaragoza	15 a 19	Mujeres	20040
2016	50	Zaragoza	20 a 24	Mujeres	21515
2016	50	Zaragoza	25 a 29	Mujeres	24461
2016	50	Zaragoza	30 a 34	Mujeres	29576
2016	50	Zaragoza	35 a 39	Mujeres	37750
2016	50	Zaragoza	40 a 44	Mujeres	38762
2016	50	Zaragoza	45 a 49	Mujeres	36880
2016	50	Zaragoza	50 a 54	Mujeres	35158
2016	50	Zaragoza	55 a 59	Mujeres	32867
2016	50	Zaragoza	60 a 64	Mujeres	28269
2016	50	Zaragoza	65 a 69	Mujeres	26860
2016	50	Zaragoza	70 a 74	Mujeres	23421
2016	50	Zaragoza	75 a 79	Mujeres	19330
2016	50	Zaragoza	80 a 84	Mujeres	20236
2016	50	Zaragoza	85 a 89	Mujeres	14217
2016	50	Zaragoza	90 a 94	Mujeres	6835
2016	50	Zaragoza	95 y más	Mujeres	2006
2017	22	Huesca	00 a 04	Mujeres	4540
2017	22	Huesca	05 a 09	Mujeres	5119
2017	22	Huesca	10 a 14	Mujeres	4927
2017	22	Huesca	15 a 19	Mujeres	4759
2017	22	Huesca	20 a 24	Mujeres	4859
2017	22	Huesca	25 a 29	Mujeres	5322
2017	22	Huesca	30 a 34	Mujeres	6217
2017	22	Huesca	35 a 39	Mujeres	7691
2017	22	Huesca	40 a 44	Mujeres	8161
2017	22	Huesca	45 a 49	Mujeres	8137
2017	22	Huesca	50 a 54	Mujeres	8101
2017	22	Huesca	55 a 59	Mujeres	7657
2017	22	Huesca	60 a 64	Mujeres	6491
2017	22	Huesca	65 a 69	Mujeres	5682
2017	22	Huesca	70 a 74	Mujeres	5318
2017	22	Huesca	75 a 79	Mujeres	4207
2017	22	Huesca	80 a 84	Mujeres	5077
2017	22	Huesca	85 a 89	Mujeres	3937
2017	22	Huesca	90 a 94	Mujeres	1993
2017	22	Huesca	95 y más	Mujeres	653
2017	44	Teruel	00 a 04	Mujeres	2689
2017	44	Teruel	05 a 09	Mujeres	3057
2017	44	Teruel	10 a 14	Mujeres	2864
2017	44	Teruel	15 a 19	Mujeres	2977
2017	44	Teruel	20 a 24	Mujeres	3231
2017	44	Teruel	25 a 29	Mujeres	3516
2017	44	Teruel	30 a 34	Mujeres	3672
2017	44	Teruel	35 a 39	Mujeres	4322
2017	44	Teruel	40 a 44	Mujeres	4487
2017	44	Teruel	45 a 49	Mujeres	4953
2017	44	Teruel	50 a 54	Mujeres	5028
2017	44	Teruel	55 a 59	Mujeres	4700
2017	44	Teruel	60 a 64	Mujeres	3778
2017	44	Teruel	65 a 69	Mujeres	3387
2017	44	Teruel	70 a 74	Mujeres	3191
2017	44	Teruel	75 a 79	Mujeres	2845
2017	44	Teruel	80 a 84	Mujeres	3648
2017	44	Teruel	85 a 89	Mujeres	2778
2017	44	Teruel	90 a 94	Mujeres	1336
2017	44	Teruel	95 y más	Mujeres	419
2017	50	Zaragoza	00 a 04	Mujeres	20900
2017	50	Zaragoza	05 a 09	Mujeres	23348
2017	50	Zaragoza	10 a 14	Mujeres	22386
2017	50	Zaragoza	15 a 19	Mujeres	20633
2017	50	Zaragoza	20 a 24	Mujeres	21604
2017	50	Zaragoza	25 a 29	Mujeres	24068
2017	50	Zaragoza	30 a 34	Mujeres	28665
2017	50	Zaragoza	35 a 39	Mujeres	36697
2017	50	Zaragoza	40 a 44	Mujeres	39139
2017	50	Zaragoza	45 a 49	Mujeres	37354
2017	50	Zaragoza	50 a 54	Mujeres	35606
2017	50	Zaragoza	55 a 59	Mujeres	33500
2017	50	Zaragoza	60 a 64	Mujeres	29019
2017	50	Zaragoza	65 a 69	Mujeres	26832
2017	50	Zaragoza	70 a 74	Mujeres	24404
2017	50	Zaragoza	75 a 79	Mujeres	18712
2017	50	Zaragoza	80 a 84	Mujeres	20405
2017	50	Zaragoza	85 a 89	Mujeres	14571
2017	50	Zaragoza	90 a 94	Mujeres	7065
2017	50	Zaragoza	95 y más	Mujeres	2221
2018	22	Huesca	00 a 04	Mujeres	4457
2018	22	Huesca	05 a 09	Mujeres	5060
2018	22	Huesca	10 a 14	Mujeres	5025
2018	22	Huesca	15 a 19	Mujeres	4805
2018	22	Huesca	20 a 24	Mujeres	4808
2018	22	Huesca	25 a 29	Mujeres	5234
2018	22	Huesca	30 a 34	Mujeres	5995
2018	22	Huesca	35 a 39	Mujeres	7446
2018	22	Huesca	40 a 44	Mujeres	8267
2018	22	Huesca	45 a 49	Mujeres	8095
2018	22	Huesca	50 a 54	Mujeres	8114
2018	22	Huesca	55 a 59	Mujeres	7731
2018	22	Huesca	60 a 64	Mujeres	6705
2018	22	Huesca	65 a 69	Mujeres	5855
2018	22	Huesca	70 a 74	Mujeres	5405
2018	22	Huesca	75 a 79	Mujeres	4102
2018	22	Huesca	80 a 84	Mujeres	4854
2018	22	Huesca	85 a 89	Mujeres	4032
2018	22	Huesca	90 a 94	Mujeres	2042
2018	22	Huesca	95 y más	Mujeres	714
2018	44	Teruel	00 a 04	Mujeres	2611
2018	44	Teruel	05 a 09	Mujeres	3018
2018	44	Teruel	10 a 14	Mujeres	2943
2018	44	Teruel	15 a 19	Mujeres	2905
2018	44	Teruel	20 a 24	Mujeres	3214
2018	44	Teruel	25 a 29	Mujeres	3426
2018	44	Teruel	30 a 34	Mujeres	3628
2018	44	Teruel	35 a 39	Mujeres	4141
2018	44	Teruel	40 a 44	Mujeres	4521
2018	44	Teruel	45 a 49	Mujeres	4786
2018	44	Teruel	50 a 54	Mujeres	5086
2018	44	Teruel	55 a 59	Mujeres	4793
2018	44	Teruel	60 a 64	Mujeres	3898
2018	44	Teruel	65 a 69	Mujeres	3413
2018	44	Teruel	70 a 74	Mujeres	3264
2018	44	Teruel	75 a 79	Mujeres	2709
2018	44	Teruel	80 a 84	Mujeres	3499
2018	44	Teruel	85 a 89	Mujeres	2840
2018	44	Teruel	90 a 94	Mujeres	1366
2018	44	Teruel	95 y más	Mujeres	451
2018	50	Zaragoza	00 a 04	Mujeres	20458
2018	50	Zaragoza	05 a 09	Mujeres	23132
2018	50	Zaragoza	10 a 14	Mujeres	23028
2018	50	Zaragoza	15 a 19	Mujeres	21034
2018	50	Zaragoza	20 a 24	Mujeres	21784
2018	50	Zaragoza	25 a 29	Mujeres	23775
2018	50	Zaragoza	30 a 34	Mujeres	27717
2018	50	Zaragoza	35 a 39	Mujeres	35115
2018	50	Zaragoza	40 a 44	Mujeres	39289
2018	50	Zaragoza	45 a 49	Mujeres	37539
2018	50	Zaragoza	50 a 54	Mujeres	36167
2018	50	Zaragoza	55 a 59	Mujeres	33803
2018	50	Zaragoza	60 a 64	Mujeres	29717
2018	50	Zaragoza	65 a 69	Mujeres	27249
2018	50	Zaragoza	70 a 74	Mujeres	25027
2018	50	Zaragoza	75 a 79	Mujeres	19057
2018	50	Zaragoza	80 a 84	Mujeres	19474
2018	50	Zaragoza	85 a 89	Mujeres	15071
2018	50	Zaragoza	90 a 94	Mujeres	7192
2018	50	Zaragoza	95 y más	Mujeres	2344
2019	22	Huesca	00 a 04	Mujeres	4385
2019	22	Huesca	05 a 09	Mujeres	5098
2019	22	Huesca	10 a 14	Mujeres	5149
2019	22	Huesca	15 a 19	Mujeres	4924
2019	22	Huesca	20 a 24	Mujeres	4947
2019	22	Huesca	25 a 29	Mujeres	5119
2019	22	Huesca	30 a 34	Mujeres	5963
2019	22	Huesca	35 a 39	Mujeres	7139
2019	22	Huesca	40 a 44	Mujeres	8317
2019	22	Huesca	45 a 49	Mujeres	8150
2019	22	Huesca	50 a 54	Mujeres	8139
2019	22	Huesca	55 a 59	Mujeres	7948
2019	22	Huesca	60 a 64	Mujeres	6875
2019	22	Huesca	65 a 69	Mujeres	5877
2019	22	Huesca	70 a 74	Mujeres	5483
2019	22	Huesca	75 a 79	Mujeres	4315
2019	22	Huesca	80 a 84	Mujeres	4553
2019	22	Huesca	85 a 89	Mujeres	3993
2019	22	Huesca	90 a 94	Mujeres	2157
2019	22	Huesca	95 y más	Mujeres	702
2019	44	Teruel	00 a 04	Mujeres	2546
2019	44	Teruel	05 a 09	Mujeres	2950
2019	44	Teruel	10 a 14	Mujeres	2990
2019	44	Teruel	15 a 19	Mujeres	2959
2019	44	Teruel	20 a 24	Mujeres	3123
2019	44	Teruel	25 a 29	Mujeres	3389
2019	44	Teruel	30 a 34	Mujeres	3562
2019	44	Teruel	35 a 39	Mujeres	4050
2019	44	Teruel	40 a 44	Mujeres	4498
2019	44	Teruel	45 a 49	Mujeres	4680
2019	44	Teruel	50 a 54	Mujeres	5083
2019	44	Teruel	55 a 59	Mujeres	4897
2019	44	Teruel	60 a 64	Mujeres	4006
2019	44	Teruel	65 a 69	Mujeres	3501
2019	44	Teruel	70 a 74	Mujeres	3298
2019	44	Teruel	75 a 79	Mujeres	2755
2019	44	Teruel	80 a 84	Mujeres	3165
2019	44	Teruel	85 a 89	Mujeres	2868
2019	44	Teruel	90 a 94	Mujeres	1436
2019	44	Teruel	95 y más	Mujeres	454
2019	50	Zaragoza	00 a 04	Mujeres	20195
2019	50	Zaragoza	05 a 09	Mujeres	22830
2019	50	Zaragoza	10 a 14	Mujeres	23573
2019	50	Zaragoza	15 a 19	Mujeres	21929
2019	50	Zaragoza	20 a 24	Mujeres	22122
2019	50	Zaragoza	25 a 29	Mujeres	24010
2019	50	Zaragoza	30 a 34	Mujeres	27671
2019	50	Zaragoza	35 a 39	Mujeres	33912
2019	50	Zaragoza	40 a 44	Mujeres	39932
2019	50	Zaragoza	45 a 49	Mujeres	38233
2019	50	Zaragoza	50 a 54	Mujeres	36927
2019	50	Zaragoza	55 a 59	Mujeres	34310
2019	50	Zaragoza	60 a 64	Mujeres	30702
2019	50	Zaragoza	65 a 69	Mujeres	27180
2019	50	Zaragoza	70 a 74	Mujeres	25653
2019	50	Zaragoza	75 a 79	Mujeres	20385
2019	50	Zaragoza	80 a 84	Mujeres	18284
2019	50	Zaragoza	85 a 89	Mujeres	15444
2019	50	Zaragoza	90 a 94	Mujeres	7393
2019	50	Zaragoza	95 y más	Mujeres	2469
2020	22	Huesca	00 a 04	Mujeres	4381
2020	22	Huesca	05 a 09	Mujeres	5046
2020	22	Huesca	10 a 14	Mujeres	5201
2020	22	Huesca	15 a 19	Mujeres	5001
2020	22	Huesca	20 a 24	Mujeres	5072
2020	22	Huesca	25 a 29	Mujeres	5233
2020	22	Huesca	30 a 34	Mujeres	5967
2020	22	Huesca	35 a 39	Mujeres	6971
2020	22	Huesca	40 a 44	Mujeres	8400
2020	22	Huesca	45 a 49	Mujeres	8180
2020	22	Huesca	50 a 54	Mujeres	8209
2020	22	Huesca	55 a 59	Mujeres	8032
2020	22	Huesca	60 a 64	Mujeres	7156
2020	22	Huesca	65 a 69	Mujeres	5957
2020	22	Huesca	70 a 74	Mujeres	5556
2020	22	Huesca	75 a 79	Mujeres	4680
2020	22	Huesca	80 a 84	Mujeres	4187
2020	22	Huesca	85 a 89	Mujeres	4017
2020	22	Huesca	90 a 94	Mujeres	2198
2020	22	Huesca	95 y más	Mujeres	764
2020	44	Teruel	00 a 04	Mujeres	2493
2020	44	Teruel	05 a 09	Mujeres	2934
2020	44	Teruel	10 a 14	Mujeres	3059
2020	44	Teruel	15 a 19	Mujeres	2983
2020	44	Teruel	20 a 24	Mujeres	3096
2020	44	Teruel	25 a 29	Mujeres	3374
2020	44	Teruel	30 a 34	Mujeres	3569
2020	44	Teruel	35 a 39	Mujeres	3917
2020	44	Teruel	40 a 44	Mujeres	4460
2020	44	Teruel	45 a 49	Mujeres	4591
2020	44	Teruel	50 a 54	Mujeres	5073
2020	44	Teruel	55 a 59	Mujeres	5009
2020	44	Teruel	60 a 64	Mujeres	4297
2020	44	Teruel	65 a 69	Mujeres	3478
2020	44	Teruel	70 a 74	Mujeres	3251
2020	44	Teruel	75 a 79	Mujeres	3024
2020	44	Teruel	80 a 84	Mujeres	2804
2020	44	Teruel	85 a 89	Mujeres	2848
2020	44	Teruel	90 a 94	Mujeres	1479
2020	44	Teruel	95 y más	Mujeres	462
2020	50	Zaragoza	00 a 04	Mujeres	19487
2020	50	Zaragoza	05 a 09	Mujeres	22734
2020	50	Zaragoza	10 a 14	Mujeres	23846
2020	50	Zaragoza	15 a 19	Mujeres	22782
2020	50	Zaragoza	20 a 24	Mujeres	22582
2020	50	Zaragoza	25 a 29	Mujeres	24206
2020	50	Zaragoza	30 a 34	Mujeres	27427
2020	50	Zaragoza	35 a 39	Mujeres	32721
2020	50	Zaragoza	40 a 44	Mujeres	39916
2020	50	Zaragoza	45 a 49	Mujeres	39224
2020	50	Zaragoza	50 a 54	Mujeres	36985
2020	50	Zaragoza	55 a 59	Mujeres	35025
2020	50	Zaragoza	60 a 64	Mujeres	31636
2020	50	Zaragoza	65 a 69	Mujeres	27333
2020	50	Zaragoza	70 a 74	Mujeres	26179
2020	50	Zaragoza	75 a 79	Mujeres	21701
2020	50	Zaragoza	80 a 84	Mujeres	17169
2020	50	Zaragoza	85 a 89	Mujeres	15544
2020	50	Zaragoza	90 a 94	Mujeres	7714
2020	50	Zaragoza	95 y más	Mujeres	2715
1998	22	Huesca	00 a 04	Hombres	3829
1998	22	Huesca	05 a 09	Hombres	4434
1998	22	Huesca	10 a 14	Hombres	5075
1998	22	Huesca	15 a 19	Hombres	6411
1998	22	Huesca	20 a 24	Hombres	7131
1998	22	Huesca	25 a 29	Hombres	7171
1998	22	Huesca	30 a 34	Hombres	7957
1998	22	Huesca	35 a 39	Hombres	7862
1998	22	Huesca	40 a 44	Hombres	7149
1998	22	Huesca	45 a 49	Hombres	6382
1998	22	Huesca	50 a 54	Hombres	5999
1998	22	Huesca	55 a 59	Hombres	4593
1998	22	Huesca	60 a 64	Hombres	6320
1998	22	Huesca	65 a 69	Hombres	6593
1998	22	Huesca	70 a 74	Hombres	6163
1998	22	Huesca	75 a 79	Hombres	4397
1998	22	Huesca	80 a 84	Hombres	2600
1998	22	Huesca	85 a 89	Hombres	1462
1998	22	Huesca	90 a 94	Hombres	528
1998	22	Huesca	95 y más	Hombres	100
1998	44	Teruel	00 a 04	Hombres	2650
1998	44	Teruel	05 a 09	Hombres	3154
1998	44	Teruel	10 a 14	Hombres	3428
1998	44	Teruel	15 a 19	Hombres	4090
1998	44	Teruel	20 a 24	Hombres	4292
1998	44	Teruel	25 a 29	Hombres	4485
1998	44	Teruel	30 a 34	Hombres	5189
1998	44	Teruel	35 a 39	Hombres	5256
1998	44	Teruel	40 a 44	Hombres	4610
1998	44	Teruel	45 a 49	Hombres	4034
1998	44	Teruel	50 a 54	Hombres	3682
1998	44	Teruel	55 a 59	Hombres	3001
1998	44	Teruel	60 a 64	Hombres	4510
1998	44	Teruel	65 a 69	Hombres	5188
1998	44	Teruel	70 a 74	Hombres	4728
1998	44	Teruel	75 a 79	Hombres	3248
1998	44	Teruel	80 a 84	Hombres	1809
1998	44	Teruel	85 a 89	Hombres	1132
1998	44	Teruel	90 a 94	Hombres	397
1998	44	Teruel	95 y más	Hombres	82
1998	50	Zaragoza	00 a 04	Hombres	16240
1998	50	Zaragoza	05 a 09	Hombres	17853
1998	50	Zaragoza	10 a 14	Hombres	20643
1998	50	Zaragoza	15 a 19	Hombres	27183
1998	50	Zaragoza	20 a 24	Hombres	33238
1998	50	Zaragoza	25 a 29	Hombres	32542
1998	50	Zaragoza	30 a 34	Hombres	32195
1998	50	Zaragoza	35 a 39	Hombres	30913
1998	50	Zaragoza	40 a 44	Hombres	27851
1998	50	Zaragoza	45 a 49	Hombres	26757
1998	50	Zaragoza	50 a 54	Hombres	25658
1998	50	Zaragoza	55 a 59	Hombres	20758
1998	50	Zaragoza	60 a 64	Hombres	22671
1998	50	Zaragoza	65 a 69	Hombres	22458
1998	50	Zaragoza	70 a 74	Hombres	18459
1998	50	Zaragoza	75 a 79	Hombres	13125
1998	50	Zaragoza	80 a 84	Hombres	7149
1998	50	Zaragoza	85 a 89	Hombres	3612
1998	50	Zaragoza	90 a 94	Hombres	1163
1998	50	Zaragoza	95 y más	Hombres	242
1999	22	Huesca	00 a 04	Hombres	3892
1999	22	Huesca	05 a 09	Hombres	4277
1999	22	Huesca	10 a 14	Hombres	4944
1999	22	Huesca	15 a 19	Hombres	6053
1999	22	Huesca	20 a 24	Hombres	7102
1999	22	Huesca	25 a 29	Hombres	7201
1999	22	Huesca	30 a 34	Hombres	7625
1999	22	Huesca	35 a 39	Hombres	7815
1999	22	Huesca	40 a 44	Hombres	7296
1999	22	Huesca	45 a 49	Hombres	6431
1999	22	Huesca	50 a 54	Hombres	6104
1999	22	Huesca	55 a 59	Hombres	4780
1999	22	Huesca	60 a 64	Hombres	5913
1999	22	Huesca	65 a 69	Hombres	6480
1999	22	Huesca	70 a 74	Hombres	6160
1999	22	Huesca	75 a 79	Hombres	4631
1999	22	Huesca	80 a 84	Hombres	2619
1999	22	Huesca	85 a 89	Hombres	1439
1999	22	Huesca	90 a 94	Hombres	565
1999	22	Huesca	95 y más	Hombres	113
1999	44	Teruel	00 a 04	Hombres	2518
1999	44	Teruel	05 a 09	Hombres	3045
1999	44	Teruel	10 a 14	Hombres	3422
1999	44	Teruel	15 a 19	Hombres	3875
1999	44	Teruel	20 a 24	Hombres	4227
1999	44	Teruel	25 a 29	Hombres	4356
1999	44	Teruel	30 a 34	Hombres	4958
1999	44	Teruel	35 a 39	Hombres	5217
1999	44	Teruel	40 a 44	Hombres	4709
1999	44	Teruel	45 a 49	Hombres	4085
1999	44	Teruel	50 a 54	Hombres	3706
1999	44	Teruel	55 a 59	Hombres	3140
1999	44	Teruel	60 a 64	Hombres	4002
1999	44	Teruel	65 a 69	Hombres	5098
1999	44	Teruel	70 a 74	Hombres	4759
1999	44	Teruel	75 a 79	Hombres	3456
1999	44	Teruel	80 a 84	Hombres	1830
1999	44	Teruel	85 a 89	Hombres	1096
1999	44	Teruel	90 a 94	Hombres	434
1999	44	Teruel	95 y más	Hombres	81
1999	50	Zaragoza	00 a 04	Hombres	15628
1999	50	Zaragoza	05 a 09	Hombres	17902
1999	50	Zaragoza	10 a 14	Hombres	20438
1999	50	Zaragoza	15 a 19	Hombres	25996
1999	50	Zaragoza	20 a 24	Hombres	33223
1999	50	Zaragoza	25 a 29	Hombres	33194
1999	50	Zaragoza	30 a 34	Hombres	32537
1999	50	Zaragoza	35 a 39	Hombres	31780
1999	50	Zaragoza	40 a 44	Hombres	29094
1999	50	Zaragoza	45 a 49	Hombres	26740
1999	50	Zaragoza	50 a 54	Hombres	26543
1999	50	Zaragoza	55 a 59	Hombres	22296
1999	50	Zaragoza	60 a 64	Hombres	21516
1999	50	Zaragoza	65 a 69	Hombres	23192
1999	50	Zaragoza	70 a 74	Hombres	19086
1999	50	Zaragoza	75 a 79	Hombres	14290
1999	50	Zaragoza	80 a 84	Hombres	7459
1999	50	Zaragoza	85 a 89	Hombres	3728
1999	50	Zaragoza	90 a 94	Hombres	1266
1999	50	Zaragoza	95 y más	Hombres	264
2000	22	Huesca	00 a 04	Hombres	3889
2000	22	Huesca	05 a 09	Hombres	4317
2000	22	Huesca	10 a 14	Hombres	4865
2000	22	Huesca	15 a 19	Hombres	5783
2000	22	Huesca	20 a 24	Hombres	7157
2000	22	Huesca	25 a 29	Hombres	7445
2000	22	Huesca	30 a 34	Hombres	7784
2000	22	Huesca	35 a 39	Hombres	8146
2000	22	Huesca	40 a 44	Hombres	7717
2000	22	Huesca	45 a 49	Hombres	6571
2000	22	Huesca	50 a 54	Hombres	6326
2000	22	Huesca	55 a 59	Hombres	5275
2000	22	Huesca	60 a 64	Hombres	5310
2000	22	Huesca	65 a 69	Hombres	6554
2000	22	Huesca	70 a 74	Hombres	6128
2000	22	Huesca	75 a 79	Hombres	5054
2000	22	Huesca	80 a 84	Hombres	2657
2000	22	Huesca	85 a 89	Hombres	1513
2000	22	Huesca	90 a 94	Hombres	543
2000	22	Huesca	95 y más	Hombres	129
2000	44	Teruel	00 a 04	Hombres	2420
2000	44	Teruel	05 a 09	Hombres	3026
2000	44	Teruel	10 a 14	Hombres	3425
2000	44	Teruel	15 a 19	Hombres	3774
2000	44	Teruel	20 a 24	Hombres	4308
2000	44	Teruel	25 a 29	Hombres	4477
2000	44	Teruel	30 a 34	Hombres	5006
2000	44	Teruel	35 a 39	Hombres	5329
2000	44	Teruel	40 a 44	Hombres	5070
2000	44	Teruel	45 a 49	Hombres	4166
2000	44	Teruel	50 a 54	Hombres	3779
2000	44	Teruel	55 a 59	Hombres	3505
2000	44	Teruel	60 a 64	Hombres	3548
2000	44	Teruel	65 a 69	Hombres	4970
2000	44	Teruel	70 a 74	Hombres	4826
2000	44	Teruel	75 a 79	Hombres	3713
2000	44	Teruel	80 a 84	Hombres	1867
2000	44	Teruel	85 a 89	Hombres	1129
2000	44	Teruel	90 a 94	Hombres	468
2000	44	Teruel	95 y más	Hombres	94
2000	50	Zaragoza	00 a 04	Hombres	16788
2000	50	Zaragoza	05 a 09	Hombres	17849
2000	50	Zaragoza	10 a 14	Hombres	20090
2000	50	Zaragoza	15 a 19	Hombres	25147
2000	50	Zaragoza	20 a 24	Hombres	32479
2000	50	Zaragoza	25 a 29	Hombres	34356
2000	50	Zaragoza	30 a 34	Hombres	33106
2000	50	Zaragoza	35 a 39	Hombres	33053
2000	50	Zaragoza	40 a 44	Hombres	30473
2000	50	Zaragoza	45 a 49	Hombres	27109
2000	50	Zaragoza	50 a 54	Hombres	26865
2000	50	Zaragoza	55 a 59	Hombres	24028
2000	50	Zaragoza	60 a 64	Hombres	20127
2000	50	Zaragoza	65 a 69	Hombres	23384
2000	50	Zaragoza	70 a 74	Hombres	19358
2000	50	Zaragoza	75 a 79	Hombres	15207
2000	50	Zaragoza	80 a 84	Hombres	7705
2000	50	Zaragoza	85 a 89	Hombres	3949
2000	50	Zaragoza	90 a 94	Hombres	1336
2000	50	Zaragoza	95 y más	Hombres	285
2001	22	Huesca	00 a 04	Hombres	3776
2001	22	Huesca	05 a 09	Hombres	4344
2001	22	Huesca	10 a 14	Hombres	4675
2001	22	Huesca	15 a 19	Hombres	5624
2001	22	Huesca	20 a 24	Hombres	7140
2001	22	Huesca	25 a 29	Hombres	7626
2001	22	Huesca	30 a 34	Hombres	7812
2001	22	Huesca	35 a 39	Hombres	8311
2001	22	Huesca	40 a 44	Hombres	7851
2001	22	Huesca	45 a 49	Hombres	6854
2001	22	Huesca	50 a 54	Hombres	6341
2001	22	Huesca	55 a 59	Hombres	5481
2001	22	Huesca	60 a 64	Hombres	4978
2001	22	Huesca	65 a 69	Hombres	6456
2001	22	Huesca	70 a 74	Hombres	6118
2001	22	Huesca	75 a 79	Hombres	5236
2001	22	Huesca	80 a 84	Hombres	2794
2001	22	Huesca	85 a 89	Hombres	1528
2001	22	Huesca	90 a 94	Hombres	588
2001	22	Huesca	95 y más	Hombres	129
2001	44	Teruel	00 a 04	Hombres	2434
2001	44	Teruel	05 a 09	Hombres	2899
2001	44	Teruel	10 a 14	Hombres	3384
2001	44	Teruel	15 a 19	Hombres	3646
2001	44	Teruel	20 a 24	Hombres	4346
2001	44	Teruel	25 a 29	Hombres	4570
2001	44	Teruel	30 a 34	Hombres	4846
2001	44	Teruel	35 a 39	Hombres	5352
2001	44	Teruel	40 a 44	Hombres	5272
2001	44	Teruel	45 a 49	Hombres	4267
2001	44	Teruel	50 a 54	Hombres	3813
2001	44	Teruel	55 a 59	Hombres	3430
2001	44	Teruel	60 a 64	Hombres	3418
2001	44	Teruel	65 a 69	Hombres	4801
2001	44	Teruel	70 a 74	Hombres	4858
2001	44	Teruel	75 a 79	Hombres	3805
2001	44	Teruel	80 a 84	Hombres	1997
2001	44	Teruel	85 a 89	Hombres	1145
2001	44	Teruel	90 a 94	Hombres	475
2001	44	Teruel	95 y más	Hombres	116
2001	50	Zaragoza	00 a 04	Hombres	16899
2001	50	Zaragoza	05 a 09	Hombres	17803
2001	50	Zaragoza	10 a 14	Hombres	19709
2001	50	Zaragoza	15 a 19	Hombres	24111
2001	50	Zaragoza	20 a 24	Hombres	32086
2001	50	Zaragoza	25 a 29	Hombres	35961
2001	50	Zaragoza	30 a 34	Hombres	34837
2001	50	Zaragoza	35 a 39	Hombres	33996
2001	50	Zaragoza	40 a 44	Hombres	31755
2001	50	Zaragoza	45 a 49	Hombres	27902
2001	50	Zaragoza	50 a 54	Hombres	26936
2001	50	Zaragoza	55 a 59	Hombres	24410
2001	50	Zaragoza	60 a 64	Hombres	20364
2001	50	Zaragoza	65 a 69	Hombres	23026
2001	50	Zaragoza	70 a 74	Hombres	19851
2001	50	Zaragoza	75 a 79	Hombres	15490
2001	50	Zaragoza	80 a 84	Hombres	8313
2001	50	Zaragoza	85 a 89	Hombres	4121
2001	50	Zaragoza	90 a 94	Hombres	1355
2001	50	Zaragoza	95 y más	Hombres	345
2002	22	Huesca	00 a 04	Hombres	3949
2002	22	Huesca	05 a 09	Hombres	4362
2002	22	Huesca	10 a 14	Hombres	4624
2002	22	Huesca	15 a 19	Hombres	5509
2002	22	Huesca	20 a 24	Hombres	7241
2002	22	Huesca	25 a 29	Hombres	8050
2002	22	Huesca	30 a 34	Hombres	8110
2002	22	Huesca	35 a 39	Hombres	8656
2002	22	Huesca	40 a 44	Hombres	8163
2002	22	Huesca	45 a 49	Hombres	7206
2002	22	Huesca	50 a 54	Hombres	6310
2002	22	Huesca	55 a 59	Hombres	5766
2002	22	Huesca	60 a 64	Hombres	4691
2002	22	Huesca	65 a 69	Hombres	6321
2002	22	Huesca	70 a 74	Hombres	6113
2002	22	Huesca	75 a 79	Hombres	5251
2002	22	Huesca	80 a 84	Hombres	3007
2002	22	Huesca	85 a 89	Hombres	1523
2002	22	Huesca	90 a 94	Hombres	571
2002	22	Huesca	95 y más	Hombres	143
2002	44	Teruel	00 a 04	Hombres	2476
2002	44	Teruel	05 a 09	Hombres	2930
2002	44	Teruel	10 a 14	Hombres	3336
2002	44	Teruel	15 a 19	Hombres	3566
2002	44	Teruel	20 a 24	Hombres	4401
